Hybridization REF	TCGA-E2-A1BD-01A-11R-A12P-07
CCDC42	-0.179833333333333
FLJ12529	-0.16525
PER1	0.3958
TIMM50	-0.811666666666667
SMARCAD1	-0.608666666666667
FAM26C	0.1
TP53TG3	-0.2305
SH3RF1	1.7186
LMCD1	1.81625
GPR63	-1.629
FLJ21986	-1.998625
AIFM3	-0.07975
MICAL1	-0.2805
BLZF1	1.13516666666667
IQCA	3.147
PCDHGC3	-0.5915
SAC	1.97275
BCL6B	1.84766666666667
DDO	1.23625
MARCO	0.23
DCHS1	0.563833333333333
C1orf170	0.636
CD200R1	1.11733333333333
C22orf15	-0.1885
SEPT11	0.4935
ADNP	-0.2585
UST	-0.7845
C13orf34	-1.31866666666667
RFFL	0.481714285714286
APBA3	-0.7885
C2orf60	-0.93425
CUTL1	-0.7612
PMS1	-1.24533333333333
ZNF689	-1.01
EIF3E	-0.327666666666667
IL9	0.1114
RPL31	-0.132875
LY9	-0.271
ATP2B3	-0.213
KDELR2	-0.0288333333333333
TFCP2	0.5405
NLRP12	-0.301125
FLJ45422	-0.40575
TLE4	-0.9006
ZNF570	-0.6795
FLJ43806	0.4995
TLK2	-1.0495
CIR	1.25675
MARS2	-0.839
COL24A1	1.0965
SDF2L1	-1.9665
HIBADH	0.0955
IGFBP3	-0.910571428571428
C12orf23	0.544
PSPC1	0.2
C20orf43	0.42825
TRAV20	-0.077
ARHGAP24	0.19975
KIAA1975	2.41325
C1QA	3.6237
DNTT	-6.3612
C10orf6	-0.0518181818181818
C11orf41	-0.542625
HNRPF	0.943375
COL11A1	5.71533333333333
UBAP2	-0.7495
CDKN2AIPNL	-1.034
C20orf174	2.19425
SPRED2	1.3375
PLA2G12A	-0.0161666666666667
ICEBERG	-0.469666666666667
SCN10A	-0.539
C11orf65	-0.47825
GBP5	3.7825
PITPNC1	-1.733
POU3F3	-0.965
NCOA7	-1.77485714285714
LIN7C	-0.7408
LOC348840	0.6595
NKX2-2	-1.40733333333333
ANKRD13D	-0.260875
LOC123688	-1.1085
FUT2	0.098
TAAR8	0.2805
FZD4	0.115666666666667
PNMA3	-1.24466666666667
OR4L1	0.261
WIT1	-0.25925
EXOC3L	0.38375
ATPBD4	-1.1994
KRBA1	-1.1315
UBXD6	-0.81925
HOXB7	0.0365
C7orf23	-0.4745
UNQ338	0.11625
STAB2	0.13075
CDC20B	1.08175
IRF9	2.357
CENTG1	0.406833333333333
TNPO2	-1.4685
MCPH1	0.438375
BMS1P5	-0.17
SLC26A7	0.25
HIST1H3J	1.571
C9orf3	0.06
LBH	0.257125
MYO1D	-0.0572857142857143
PTDSS2	-0.449
NFU1	0.04175
DEPDC4	-0.71675
WNT7B	0.4514
GLP2R	0.458
SETD4	-0.349
DYNLT3	-0.4731
FKBP11	-2.06433333333333
SESTD1	0.359833333333333
FLII	0.9745
RPS16	-0.0838
CHPF	-0.238
CSNK2A1	0.0943333333333333
SUMO1P1	0.0205
FKBP6	0.3835
ZNF214	1.88783333333333
TWIST1	0.532333333333333
DDX56	-0.282666666666667
TRAM1L1	0.8761
EPO	-2.4725
MRPS18B	-0.54775
ZNF682	-0.3645
RPL14	0.562833333333333
MAFF	-0.9545
LOC51136	-1.41275
LY96	-0.35575
DDX20	0.12825
ABTB1	0.949
ARL5A	-1.1278
CCT6A	-1.16425
HEPACAM	-0.8384
EHHADH	-1.5935
RBAK	-0.311833333333333
CGB1	1.983
ITGB5	0.6786
YIPF3	-1.02575
FKBP2	-0.562
NR1D1	-0.9659
TMEM110	0.0375
NEK2	-0.138833333333333
PRAMEF8	-1.98275
C20orf52	-1.6675
PCDHGA3	-0.037
VWA3B	0.4645
NDUFA5	0.192625
THAP9	-0.471
FLVCR2	-1.00783333333333
AP1S1	-0.613375
SMAD6	-0.4255
SAV1	-0.12175
SAT1	0.377625
ZNF251	1.178
ADAMTS7	-0.6853
RPP38	-0.05475
C1orf211	-1.256
YPEL2	1.21595
RBMS1	-0.38175
ZNF445	-0.619833333333333
NRXN2	-0.0668333333333333
PGBD4	-0.51675
UGT2B28	-1.61575
WBSCR16	0.0766
NLRC3	-0.140875
ASTL	0.19825
ST6GALNAC1	-2.98075
ZADH2	-0.15325
MLLT4	0.06575
ARL6	0.341666666666667
MEF2C	0.07225
CBFA2T3	-2.04
AFF3	0.255928571428571
COG7	0.797833333333333
MYB	1.95966666666667
PLXNA3	-0.305
XRCC2	-1.49833333333333
MMS19	-0.575625
ST8SIA5	-0.952625
CHPT1	0.673
KIAA1712	-0.602875
OR6X1	-0.1325
ACTR3	-0.588
UGCG	0.388166666666667
OR4P4	0.068
ZAP70	-3.289
LPP	1.485
ZNF485	-0.3195
PTPRCAP	-0.366
IL12RB1	0.2585
ATRX	0.1929
CHST8	3.975625
C14orf109	-1.08575
ARV1	1.634
NMB	-3.219
COX5A	-2.1155
EIF6	-0.77175
MPPED2	-0.1055
SEMG1	0.216
CHRDL1	-0.708
TRAF3IP2	0.8295
WNK2	0.106333333333333
LILRA4	1.429
LAMA2	4.08725
PXT1	-0.904
RLBP1	-2.331
CD300C	-0.1075
SLTM	-0.13175
FLJ10404	0.3396875
APOBEC3D	-1.60066666666667
RENBP	0.135333333333333
ATXN7L1	0.792125
NID1	0.0345
TUBGCP3	-0.66125
ITIH5	0.35825
CCDC110	2.749
C8A	-1.8145
MGC87042	0.48225
HOXC13	2.1035
TFDP2	-1.06325
HCP5	0.88825
POLI	0.93325
UCN	0.267666666666667
ZNF764	0.1835
C8orf45	-0.4795
FHL3	-1.321
SPATA5L1	-1.2805
MMRN2	2.6175
NDST1	0.0296666666666667
COL20A1	0.0505
ZNF248	-0.522
PELP1	0.6235
MBL2	-1.44316666666667
RNF41	-0.198625
C5orf24	-0.376571428571429
THOC5	-0.6
SERINC3	0.04325
RP11-151A6.2	-0.28975
CDCP2	-0.17475
HIST1H2AA	-0.16275
C11orf75	-0.374833333333333
FKBP7	-0.3055
DDOST	0.159
GPNMB	-0.0338333333333333
TTF2	-0.858333333333333
KCNT1	0.2025
SLC39A14	-1.0825
NGRN	0.5253
GPR137B	2.0035
MECP2	0.0905
PSMA1	-0.84425
C16orf73	-4.0135
TMEM60	0.0875
CSN3	-1.1015
NOS1	0.136
RAB7L1	-0.441666666666667
YBX2	0.958
KIAA1166	0.137625
FUBP3	-0.224166666666667
ABCG1	0.7755
ACACA	-0.790583333333333
ARL11	-0.154222222222222
ATOH1	0.7585
ODF1	0.00233333333333337
CREB3L3	-1.58233333333333
TMEM127	0.4875
DSCAML1	-1.016
PLN	3.079
LYPLA1	-1.73125
PRDM9	-1.32866666666667
SASP	0.0925
PLUNC	0.5335
INTU	0.53725
HISPPD1	-0.25225
LNPEP	0.244
YARS2	-1.15666666666667
APCDD1L	-1.5675
ZCCHC4	-0.1909
FBXO22	-0.911166666666667
TTLL13	0.211
ZNF669	0.302166666666667
PTGDR	1.19275
DDX27	0.45625
KIAA0409	-0.3375
GJB6	0.38675
ASB8	0.904
PLP2	-0.423666666666667
MEPE	1.73025
OR10J5	-0.088
KRT222P	2.54875
COQ7	0.662166666666667
C1orf101	2.16275
RERG	3.1209
CHMP5	0.893375
THAP11	-0.32925
ZNF43	0.516166666666667
ZRANB3	-0.535333333333333
KRT13	1.326125
MRPL19	-0.684875
RBBP9	0.247375
SPATA17	2.445625
BXDC5	-0.404666666666667
PAFAH1B1	-0.701333333333333
MAGEE1	0.69075
OSTF1	0.29275
KIAA0323	-0.0376666666666667
TXNDC13	-0.792333333333333
CNTN4	2.1905
LCE1B	null
UNQ501	0.162
ZNF154	0.9775
C3orf64	-0.03675
SYT5	0.761
PON1	0.73325
FLJ10357	-0.658375
ATP4A	-1.149
GNPDA1	0.8415
MGAT1	0.804166666666667
C14orf121	-0.5065
SLC35B2	-0.22175
MIER3	-0.649
CHEK1	-3.123375
ZNF8	-0.269833333333333
TXNDC1	-1.10783333333333
CKB	-2.8291
RTN3	0.0132142857142858
FZD2	-1.1625
PART1	-0.0018571428571428
PSMB6	-0.56225
PCDHB8	-0.658
PHC3	0.169333333333333
PPP1R8	0.044
NOVA2	1.0245
TNFRSF11B	-2.6905
GOLPH3	1.99383333333333
UBLCP1	-0.02025
SUHW3	-1.55975
TTLL1	1.6885
OPN4	0.392
OR13G1	0.22
ZPBP2	0.482
HSD17B11	-1.15525
C9orf50	0.042
DHDDS	0.114214285714286
CTSW	-0.00439999999999999
NEFM	-0.609166666666667
MRPL28	0.254
SYN1	0.213666666666667
PIGV	0.0395
ZIM2	0.91675
APBB1	0.822
SND1	-0.143
C1orf123	0.2925
CHD3	-0.32325
BHLHB8	0.10525
RNASE2	-0.4918
BCAP31	1.05125
SLC25A44	0.739166666666667
CHD6	-0.2293
PIB5PA	0.901615384615385
SELS	-0.4135
LOC541471	-0.499625
FAT2	-0.321
ZNF81	-0.0660000000000001
OR4C16	-1.0145
FLJ10081	0.6442
LRRC4	-0.47275
CS	-0.879666666666667
N4BP2	-1.85925
IGFBP7	1.85325
ZNF318	-0.0420833333333333
NDNL2	0.528625
ZNF609	-0.655625
SIRT4	-0.482
EXOSC10	-0.07775
ECE2	-0.534166666666667
OVGP1	0.8495
GTPBP3	-0.56175
PACS2	0.4282
C19orf36	0.267
ARL4C	-1.141125
ATG4B	-0.699
UBQLNL	0.383
RHOXF2B	-3.4415
PLEKHG2	-1.8585
GALR1	-0.4225
AQP4	-0.0235
HDAC7A	0.612
DCUN1D3	0.61375
OR8A1	-0.063
CCRN4L	-1.22825
CBR4	-0.8505
KIFC1	-2.02883333333333
SLC7A14	-0.959833333333333
LHX5	0.0415
TRPC7	-0.114
LPXN	-1.476
SERPINA1	-2.077625
RPS13	-0.1364
BPIL3	0.155
PRKAA1	-0.7845
FADS2	-1.7781
ENAH	1.11675
PRO1768	-0.3435
APBA2BP	-0.4335
LIPH	2.885
C3orf33	-1.5145
RCC2	-0.212857142857143
ALDH1A2	-2.8473
RNF103	1.6635
AHCY	-0.958
ALG12	0.0165
CCL17	0.7125
ZNF543	0.447333333333333
ESRRG	2.1613
CNGA1	-0.45725
RDH5	-0.914
OTX1	-1.0248
PTGFR	-0.18325
CDR2	0.45475
SELE	2.6655
NLGN2	-0.00366666666666667
EXOSC9	-0.38025
ZNF566	0.5674
KLRC2	-5.2495
GPR12	0.485
KIAA0196	0.23925
PDRG1	0.53975
SSR3	-0.136
MSI1	-0.129
CST9	0.1125
CC2D1A	0.37475
PLAGL1	-1.44258823529412
ZNF778	-0.4295
RNF2	1.33225
KLF6	1.433
THBD	1.69866666666667
tcag7.1314	1.59725
NR5A1	0.0815
ABCD2	-0.0746666666666667
DNAJC7	0.05175
CLEC4C	0.4885
TM2D3	0.802375
CCDC4	0.0265
PLAC2	-0.409
DCD	0.653
FAAH	1.349375
POLA1	-0.511
TM7SF2	-0.90225
FLJ39822	0.1385
FLOT2	0.256375
MAP4K1	-0.267666666666667
SRP68	0.1525
C21orf74	0.618
ARPC5	0.538125
LOC126075	2.025
HECW2	0.015
ZDHHC4	-0.77125
ANKRD42	2.0195
PDE9A	-0.5984
ABCA8	-0.50475
NDUFS2	1.1955
UBR5	0.018625
BTBD16	-2.23175
LOC554174	0.08
ZNF20	1.1095
KIAA1843	1.0395
WDR17	-0.764571428571429
C15orf33	-0.2575
RNF113A	0.06075
CAMKK1	-0.3957
CLCN2	0.50775
ANXA6	2.1115
LOC340069	0.1655
EMID1	0.4875
DPM3	0.0195833333333333
ELA1	-0.818
SLC25A13	-1.2039
KRT24	-0.471
SMPD1	0.291833333333333
TH	0.00512500000000001
COL6A2	0.973642857142857
ANKS1B	1.61675
GPR126	-2.8889
ZC3H12A	-0.2115
TMEM47	0.807833333333333
C2orf51	-0.483666666666667
C1orf88	2.68333333333333
HSF2BP	0.44075
AKAP10	-0.11125
RPAP3	-0.6375
KLHDC8B	0.343
STOM	1.4179
MUPCDH	-0.224142857142857
C10orf72	-0.320714285714286
PLEKHA3	0.00516666666666666
TCP11L1	-0.72125
CWF19L1	0.853875
SPEF1	1.75269230769231
YSK4	0.906666666666667
ELN	1.8813
SAMD8	-0.261166666666667
MPI	-1.0985
MEPCE	0.6277
ABCC3	-1.075625
NANOGP1	-2.5385
KCNK17	3.454
HLA-DMB	3.736
RRAGA	0.692
ANGEL1	-0.428
RBM32B	0.183
CPN1	-1.9645
MGC52282	-1.0443
HLA-A	1.74875
OR9G4	0.2525
EDNRB	-1.31575
SCD	-0.621928571428571
C14orf80	-0.796166666666667
BAGE2	-0.0505
RABL4	0.875
RCVRN	0.226
SHANK1	0.2915
NLRP7	-2.79175
CD226	1.01225
STAT3	1.253125
SYNJ2	-1.0475
TPCN2	-0.584666666666667
WDR36	-0.887666666666666
MBD4	0.039
ROBO1	-1.3017
ST3GAL6	-2.96975
SLAMF8	1.54716666666667
ATN1	0.506833333333333
GPR141	-0.0256666666666667
KRT36	-0.5745
TPH1	4.833
DDX52	0.05
ZSCAN29	0.00766666666666671
TRPT1	-0.766166666666667
DPEP3	0.221
DENND4A	-1.467875
TSPAN16	2.3415
PTCHD2	0.117
LOC145814	-0.000499999999999973
CAP1	0.478166666666667
EIF5A2	-1.2302
NT5DC3	-0.67625
SEPT9	-1.69925
SEZ6L2	0.465375
EGFLAM	2.71
VPS11	1.28975
NDUFB5	-0.702333333333333
CIDEA	0.129166666666667
IER5L	-0.0315
N6AMT1	0.22825
FAM83C	-1.1125
OXR1	0.107
IRX1	0.308
DGKB	0.6362
GCN5L2	-2.22225
MIR16	1.180875
FBXW9	-0.0665
WDR4	-2.06083333333333
PDC	-0.1945
VPS33B	-0.33075
HEXB	-0.038
FLJ32214	-0.1305
TCEB3	-0.22575
CRLF1	-4.628
ABI3BP	-0.05
C8orf22	-3.256
PYCR1	-0.38725
KIAA1706	-0.3195
CDK5R2	0.273375
WAS	-0.2535
C12orf60	-0.842
CCBL2	-0.730625
MADD	0.6975
C5orf34	-1.17375
WDR42A	1.3779
KLF12	-0.0818749999999999
HSPA1A	2.486
ITM2C	-0.946
DAPK2	1.425
LOC442590	1.857
SUMF2	1.171625
CENPA	-3.08946153846154
TMED5	-0.95775
CDH6	-0.5961
BRP44	2.833
THG1L	0.25325
GABRA2	-1.49825
C14orf166	-0.00125
MYL1	-0.585166666666667
TNFSF18	0.5625
PAP2D	-0.522333333333333
PPIB	-0.187
KLHL4	-0.630875
SFN	0.213166666666667
CCDC127	1.063
FRAP1	-0.08075
GOLGA5	-0.11
SDCCAG1	0.082625
MGC21675	-0.320333333333333
C10orf95	-1.16675
KIAA1345	-0.0556666666666667
C1orf163	-1.684
LACE1	-0.607666666666667
OR10K2	-0.193
CENPN	-2.78464
TMED2	0.126
UGT1A6	-0.916
ANG	0.09
U2AF1	-0.174333333333333
CASC2	0.8225
NMT2	-1.74633333333333
OSGEPL1	0.07175
DFNB31	-0.1205
SLC6A20	0.158625
DKC1	-0.6625
FXYD4	-0.68675
WDR64	0.955
MGC5590	0.668
CREBZF	-0.556
DAZ1	0.293
PRPSAP1	-1.04825
GCHFR	-1.577
TTC7A	-0.829875
LOC196993	1.02525
UBD	0.437166666666667
S100A1	1.322875
RPL6	0.564666666666667
DNAJB6	0.165
NAGS	0.42
C2orf58	0.189
KERA	0.531333333333333
MT1X	-1.5531
UBE2B	0.8904
KEAP1	1.23075
MST1	-2.16075
OMA1	1.1805
ABLIM2	0.6685
BCL2L13	-0.493083333333333
JAZF1	-0.561333333333333
TMEM63B	1.649
S100A8	1.8303
ARFIP2	0.814
UROS	0.0615
KHDRBS2	0.43
POLQ	-2.069375
SOAT1	-2.87025
SPAG4	-1.8215
MRPS30	-1.46716666666667
LOC494141	-0.724
OR2T11	0.2865
ORAOV1	-0.8358
ZNF184	-0.298166666666667
TCEB3B	1.4015
ADAM21	0.9065
GDPD1	0.38575
SPINLW1	0.41675
PRR14	0.980833333333333
KCTD9	-0.9676
NUDT3	0.314
KIAA1822	0.2471
HIST1H4K	0.1905
DFNA5	-2.639
GABPA	-1.0795
C14orf44	0.89775
POLB	-0.240625
PTAR1	-0.076
SEC31A	0.7489
TRIM58	0.53225
TAS2R14	-3.4465
VPS8	0.863875
H1F0	1.94033333333333
PRKCB1	-3.86316666666667
UGT2A1	0.087
TOR1B	-0.323
LSS	-1.73008333333333
C2orf19	0.626
HNRNPC	0.717214285714286
TMEM100	-1.43466666666667
LOC116349	-0.56675
OR51M1	0.6085
CCDC142	-1.14475
ISG15	1.068375
ZCCHC14	-0.7455
CREBL2	0.893125
TGDS	-1.034
DC2	-0.89575
CACNA2D3	-1.71857142857143
ZNF429	-0.2505
LYPD6	-1.12033333333333
SUCLG1	0.0745
OR51I1	0.1235
MAGEH1	0.99175
PRPF40A	-0.717
SMR3A	0.1655
SPINK2	-2.69825
THAP2	1.11175
NPY5R	-0.323857142857143
IRF4	-3.0675
SPESP1	-1.44116666666667
OR10S1	0.248
DTD1	-1.26975
TUBE1	-0.89475
DDX19A	-1.096
PDPN	-1.149375
TMEM34	-0.263083333333333
MGAM	0.4445
COL3A1	5.96483333333333
GFM2	-0.3216
OR5A2	0.267
PSG9	-1.0425
ARHGEF11	1.031
IVNS1ABP	-1.0693125
SIGIRR	0.38775
DUSP19	-0.70975
DNAJC14	0.5363
ACSS1	-0.81325
IL1RAPL2	0.479
C4orf30	-1.89325
SEPT4	2.134
LANCL3	-2.08675
SPAG17	0.337166666666667
PRDX3	0.786125
HNF1A	-1.45025
P4HA2	-1.039625
RFWD3	-1.42933333333333
MOV10	-0.00850000000000001
DNAJA5	0.0353571428571429
LOC729440	0.035
LOC200383	0.7644
SMC2	-2.15875
MIXL1	-0.00883333333333334
TMEM9	1.288
FAM86A	0.693
ZNF174	1.50155555555556
MYH14	-1.1325
CCR8	0.53225
VPS37C	0.614333333333333
GPATCH1	0.894
B3GNT8	2.258
TBX4	-1.1735
CNR2	-0.176166666666667
PCDH1	1.80925
C5orf29	2.088875
OCIAD2	0.72075
PLCG2	0.45175
KIAA0247	2.000375
HRH3	0.4206
CAPN13	4.1895
CCR1	-0.8479
MGC15523	-0.00322222222222218
UVRAG	0.128333333333333
DNAJA2	-0.7155
ITGA2B	-0.652833333333333
CLDN5	3.514125
PTPRN2	-1.38321428571429
ZNF512	-0.120833333333333
PSAP	0.651571428571429
CCDC140	-1.082
LRRC55	0.7395
CYP26C1	-1.459
C8orf47	-0.0835
LYN	0.20575
DUSP6	0.284333333333333
TGFB3	2.93953333333333
ELK1	0.6229
PCDH11Y	-0.543
HGD	0.49425
C17orf58	0.15425
MYO3A	-0.6315
SERPINE2	-4.13583333333333
AARSD1	-0.159875
C14orf73	-0.510666666666667
ADAM33	-0.0215
ZNF491	0.1865
MAPK6	-1.72616666666667
TCN1	3.4268
SLC24A6	0.906
UBE2R2	0.8105
H1FNT	0.44875
TATDN2	0.1825
LILRB1	0.43325
P2RY5	1.1515
NUCB2	0.5305
C2orf37	-0.12625
SNX27	1.16566666666667
MTA3	0.631875
FOXO4	1.435125
ID4	0.5415
SOX5	-0.6
PXMP3	0.1315
OR52M1	-0.022
SFT2D3	-0.4525
INA	-2.38866666666667
MCOLN1	-0.29225
NFIX	-0.0168
CLEC14A	5.7815
HIBCH	-0.0698333333333333
PLA2G5	1.1945
TIMM10	-0.905833333333333
MED17	-0.1462
COL4A4	-4.124
TPP1	0.0838333333333333
GJA3	-0.455833333333333
TMPRSS5	-1.954
AADACL3	-0.7005
DNMBP	0.1235
ENPP5	0.188833333333333
NQO1	-1.0301
ZSCAN2	-1.037875
SEC24C	1.18433333333333
GTF2A1L	-0.7205
AXIN2	-0.6577
FAM33A	-1.01908333333333
C16orf13	0.146125
SPNS2	0.5125
TAF1	0.024
AP1G2	0.872166666666667
RBM42	0.0496666666666667
HCN2	-0.2595
EFHB	2.056
RUSC1	0.1285
GRIK5	0.5355
USP21	0.9095
ATAD3C	-0.12775
ORMDL2	0.153875
PRSS7	-2.06225
PSAT1	-5.87675
FLJ13195	-1.3405
TBC1D1	0.618333333333333
IFNG	0.74
OTOS	-0.0863333333333333
ZNF773	0.4635
EMD	-0.47175
RETN	0.2235
CCL8	3.885
APH1A	1.97825
COX18	-0.755625
GTF2IRD2	-0.279
CCDC82	-2.00716666666667
PAFAH2	0.3401
NPEPL1	-0.7411
RP11-114G1.1	0.075
TP53INP1	1.442875
ZNF300	-0.264
FOXL2	-2.586
LARP2	0.0204166666666666
LATS1	-0.4385
HTR6	-3.288
SPOCK2	-0.415833333333333
RNF144B	2.915
HTATIP2	-1.479875
MGC10334	0.0909166666666667
CENTA2	2.1885
FGF2	-1.776
FXYD7	0.46175
PHYHIPL	-1.563375
GPR34	2.14725
DDX6	-1.25166666666667
OR10W1	-0.015
LHFPL1	0.553
ZNF313	-0.449285714285714
VPS28	0.48725
AP3M1	-0.0787
AKR1CL2	-0.58825
TRAF4	0.042
OR2B11	0.677
C19orf12	-0.480833333333333
AKAP9	0.9635
C1orf62	-0.24825
SLC20A1	-1.6561
FAM112A	0.63075
LDB2	0.91275
MRPS23	-0.39275
KLK5	0.612875
SPTB	0.4026
EFEMP2	0.42825
EFNB2	1.059125
PCM1	0.868928571428571
NMNAT3	3.010125
TSG101	0.647333333333333
C8orf40	0.1925
NOB1	-1.94225
ABHD3	-2.18025
GTF3C4	-0.22475
PIGN	0.702
GALNTL1	0.63025
AEBP1	2.615375
OR9Q1	0.232
ANKRD2	-0.03775
CCL28	-0.065
TRIM38	0.587166666666667
TMCC1	0.630833333333333
SMG5	-0.0855
LRRC7	-0.778
NCAPD2	-1.928
C6orf153	-1.12725
C1orf74	0.408
OTUD6A	0.891
DCP2	-0.4785
TMEM24	0.066
RPL18	0.2325
TMEM177	-0.148
LRRC37A3	1.55175
C1D	-0.417333333333333
LDHC	-2.70225
UBE4B	0.00666666666666666
NIT1	1.22
BTN3A3	0.522375
RASD1	0.2655
COMMD3	0.53925
SHFM1	-0.177
BIRC8	0.696
DUT	-1.45025
C12orf51	-0.3255
LRRC59	-0.2725
LY6H	0.95325
WDR22	0.901333333333333
EDEM1	-0.663428571428572
ADH1A	0.6655
PANX2	-0.0086
CYP11B1	0.814
CDC73	-0.3925
GPR172A	-0.157
GSTM3	3.75223076923077
KCNA5	1.1645
SERAC1	0.0498333333333333
NFATC2	-0.7945
ANAPC5	-0.6963
C15orf24	0.00825
NFATC2IP	0.052
TNRC6C	0.400166666666667
MGC102966	-0.409
FGD5	0.773166666666667
MED9	0.13125
RAB13	1.61316666666667
C15orf49	0.482
CRYGS	0.1201
C12orf53	-0.2722
LOC283693	-0.3495
COX6B2	-0.373875
PHF14	-0.502375
FAM3A	-0.11275
RPL13	-0.8229
PRDX2	-0.25
FLJ34047	-0.537333333333333
PRMT3	-0.96925
KCTD19	-0.836
TRIM10	-0.7195
MGC26597	0.468
GCNT4	0.21275
GPRASP1	0.24025
CDKN1C	-1.65825
RHBDL2	0.5963
HSPH1	0.035
AQP1	3.47575
COL17A1	0.1931
GFAP	0.673714285714286
CDC16	0.70825
KIAA1614	-0.2445
C6orf118	1.6435
ZSWIM5	-2.19575
FAM83F	1.15175
LYNX1	0.2259375
SYNPR	0.52125
XG	1.9535
PRSS16	0.663375
KIF13B	1.91385714285714
PCDH9	-1.1285
HIST1H2AH	1.3295
RBM18	-0.82775
ZNF626	-0.03975
HEXIM2	0.639
ITFG1	-0.9125
TUBG2	-0.308
SFRS7	-0.625833333333333
C9orf14	3.9305
EXTL1	-1.37475
GBP3	2.9765
WDR5	-1.188
RARG	0.761833333333333
MYO7A	-0.451125
CECR6	-0.75125
C13orf3	-0.935625
SFRS18	-0.204
ACVR1B	-0.00416666666666668
PSMD1	-0.6923
C7orf31	-0.634666666666667
ILVBL	-1.19
IFNGR1	0.615
RNF186	0.94975
NOL9	-0.426
MAGEL2	0.0625
SLC29A2	-0.195
NHSL1	-1.32825
RBMX	-0.584
PSORS1C2	0.248285714285714
RAD51L3	-1.04327272727273
LCN6	-0.433
ORAI2	0.0135
BRUNOL6	0.0475
OR4K5	-0.1525
CDC123	-0.194125
MSLN	-1.401
WWTR1	-0.373166666666667
ZNF700	-1.3115
COBL	-0.897
PPP1R16B	-0.53625
GAS7	-0.5379
MDN1	-0.812
HAAO	0.3195
C9orf68	2.3715
TNFAIP2	0.292142857142857
FOXN1	-0.2225
hCG_2033311	-0.959666666666667
ATP6V0D2	1.0375
RPL41	-0.05575
SLC38A1	-0.777
ARHGAP6	-1.14733333333333
ADAD2	-0.67525
PHF20L1	-0.0576875
MCM3AP	0.507833333333333
ST3GAL3	-0.364166666666667
SNX1	1.08266666666667
ELF5	0.76025
PARP3	0.72475
RBM8A	0.5223125
LINGO4	-0.074
ITGA9	0.0368333333333334
ZFR	-0.37225
ACSL6	-0.284875
FLJ20699	-0.1405
DAOA	0.528
FABP4	4.16866666666667
KCNB1	-0.739666666666667
CANX	0.0469
SLC25A28	0.817
ADIPOR2	-0.4415
ECHDC2	1.985875
SMA4	2.44475
FRZB	3.4125
PABPC1	-0.072
DMRTB1	-0.13
APOBEC3G	-0.91875
CATSPER2	-0.826
CUEDC1	1.3805
STARD9	-1.828875
CLDN8	3.334875
LOC23117	-0.214136363636364
E2F6	-0.784666666666667
TMEM126B	-0.4435
DPY19L4	0.717
GIMAP5	3.22033333333333
NDUFA9	-0.906666666666667
FAM77C	1.2395
CTPS2	0.62125
LOC51035	-0.051375
WDSOF1	-0.022
EGLN3	-0.423375
PITX3	0.106
OR52E8	0.5785
GRM4	-0.5935
KLK1	-2.24366666666667
GPM6B	-2.337875
RRAGD	-2.34683333333333
PAGE5	-4.214
UCHL5	-0.462833333333333
ULK3	-1.042
AIM2	-0.756166666666667
PNO1	-1.09816666666667
OR2F2	-0.133
GNAT2	-1.634
SIX1	2.95375
ST13	-0.475
ZBTB44	-0.41875
TIMP2	-1.257
ZMAT4	-2.572
GTF2IRD1	0.743833333333333
ZNF19	0.695
ZNF714	-0.5235
RSC1A1	0.28225
C9orf80	0.1385
PSMA8	0.645333333333333
TMEM141	0.87475
COX4I1	-0.815857142857143
CTAGE1	0.248333333333333
DTWD1	0.04375
HSD11B1	0.0445
KRT6B	3.849625
ARID4B	1.577875
LHFPL3	0.72775
WWP2	-0.0355833333333333
ZNF326	-0.27825
RGPD1	0.5995
CTSH	0.427666666666667
FASTKD1	-0.87925
PAF1	1.4046
TTC9C	-0.8215
IFT57	0.6929
PRSS36	2.3525
IL20RB	-2.005
ZNF592	-0.460666666666667
DCTD	-0.2804
CFP	0.4125
MFNG	-0.987625
JMJD2B	2.29675
ALDH3B1	-0.76725
THSD4	1.2695
KCNJ5	1.323
LMNA	0.737166666666667
TBCD	0.109375
ZNF250	0.447166666666667
CASQ2	0.752333333333333
PEG10	-0.8175
PRAME	-5.83233333333333
NP	-1.001625
TRIM59	0.192666666666667
ZNF12	0.289625
XTP3TPA	-0.26125
SIGLEC7	-0.7574
PANK4	-0.0605
FAM70A	-2.65033333333333
SNED1	1.24625
HIP1	0.3577
RAET1E	-0.034
AMAC1L2	0.2375
AHNAK2	0.0578181818181818
TOE1	-0.702333333333333
RECQL4	-1.60175
SPRYD3	0.507
DPAGT1	-0.29675
MAGED2	3.3659
ANKRD55	-0.46375
TRPS1	4.92308333333333
DOK7	-0.03225
TFPI2	-1.39875
GTF2H3	-0.914166666666667
CYP4F11	1.04885714285714
LHX2	-3.61033333333333
ATG16L1	1.1905
ASB12	-0.252
C1orf116	4.736375
NF2	-0.931631578947368
POM121	-0.565333333333333
PHYHD1	1.4995
TXNDC17	-0.231
DKFZp779O175	0.84675
NUP62	0.0508571428571429
MYO18B	0.3158
PRAMEF1	0.0015
TCBA1	1.0165
TMEM168	0.5385
FJX1	-0.9345
CLCF1	-1.42625
SEPN1	0.085
IGSF2	-0.48525
NUDCD1	-0.959833333333333
TFF3	0.385
NDFIP1	1.12228571428571
