Hybridization REF	TCGA-E2-A15G-01A-11R-A12D-07
SYNPO2L	0.6935
PTPN23	0.0322857142857143
C1orf183	-1.13616666666667
MAGEA8	-3.55725
DGCR8	-1.124375
GSR	-2.4095
PAQR7	0.4665
ZNF676	-0.00725000000000001
CACNA1C	0.7437
SP7	-0.1905
PDCD6	0.08025
NRN1L	-1.177
BRI3BP	0.12575
KIAA1183	0.283
ASB4	-0.5475
CCL23	-0.0374
OBSL1	-0.55075
SLC12A7	1.77583333333333
KIAA0240	1.51675
CD1B	-3.752
FCGR2A	0.394875
MDC1	-1.3275
HTR1A	0.293833333333333
OCEL1	0.32675
ATP11B	-0.8845
FBXO34	0.443166666666667
PCDH12	3.20166666666667
RPE	-1.40025
C17orf74	-0.069
CSDC2	0.0738333333333333
PET112L	0.0415
TMBIM1	0.048625
P2RXL1	-0.207
TCHP	0.32025
TRMT1	-1.1575
F2RL2	-0.414
LRRC32	1.97966666666667
IMPG2	-0.7865
BGLAP	-0.52525
LOC493869	-0.777333333333333
MRAS	0.40625
SLC35F5	0.18325
CBWD1	0.3905
AXL	-2.418625
ATP2C2	2.17475
TELO2	-0.016
PNPLA3	-2.0165
PCDHB14	1.55275
CD276	0.65625
KRT80	-2.354
DUSP28	1.2305
CSNK1E	0.1055
SRP14	1.13
KCNQ4	-0.3535
KRT72	-0.244333333333333
CCDC117	-0.11975
C6orf89	0.430611111111111
TUBB2B	-3.26666666666667
RTN4IP1	-0.773
CR1L	-4.8345
CEND1	0.3895
C12orf41	0.191833333333333
RNF31	0.04
UBN1	0.673666666666667
C17orf32	0.069625
SLC5A7	1.1975
GPR92	1.548
ESAM	2.2392
CTNNA1	0.729833333333333
HRBL	0.0479
CBX4	1.1005
TMEM182	-0.4525
SH3TC2	-1.53116666666667
IL10	0.206833333333333
PXMP4	0.4045
RNF167	0.0418
PAK7	-0.532833333333333
ETV3	0.096
ATPIF1	-0.125166666666667
LOC554207	-2.71766666666667
OR8H1	0.3335
WDFY3	1.105125
DPM1	-0.87225
GPSM1	-0.629
WDR92	0.2812
LRP1	0.00466666666666668
ANKH	-2.127125
THUMPD3	-0.8735
POLR1B	-1.02525
OLFM4	1.19383333333333
RAD9B	0.603
TSPY2	-4.883
PAX6	-2.68083333333333
SCG2	-2.6395
SLC17A6	0.44775
FMO3	2.237375
PADI4	-0.222375
TUBB4	-0.8794
NLK	-0.80975
POU4F3	-0.341
SDF4	-0.04875
ITGBL1	2.38933333333333
NETO1	-2.224125
TAP2	-0.652625
ABBA-1	-0.7125
GNAI1	-1.08125
VPS4B	0.929
NOPE	-1.656
GALNT6	3.4365
SESN1	0.016125
GBE1	-2.31311111111111
CLASP1	-0.7045
RASGEF1B	0.29325
ACOT11	-0.390071428571429
AFAP1	0.09175
OR2H2	-0.00174999999999999
DPY19L2P1	-1.20125
DZIP1	-3.655
SEC22C	0.168916666666667
GPR161	-1.13691666666667
RNF146	0.73525
WDR74	-1.199375
GALP	-2.051
PURA	2.376
DNPEP	0.972666666666667
RP11-78J21.1	-0.23625
ERBB2	1.94375
FANCM	-0.326583333333333
NEO1	0.829
DDX3Y	-5.3566
RPS3A	0.305875
MXRA7	-0.148
LGALS3	0.446166666666667
GLT8D1	0.55575
CFL2	-2.35216666666667
UPB1	-0.01375
NAP1L5	-0.621625
CLDN14	-3.33925
DHX38	-0.35
BTBD1	-0.50075
TARS2	1.04
ABCF1	-0.6181
FCF1	1.24616666666667
LRRC49	0.253
GUCY1B2	-2.6765
C1orf177	0.771333333333333
SMARCA4	-0.0922857142857143
LRP8	-4.32916666666667
TAGLN3	-0.7525
MRPL14	-0.52025
TTRAP	0.227
ZDHHC20	0.06025
NFE2L3	-1.6885
KIAA1377	1.959375
PALMD	0.6149
TMEM43	-0.37575
TTL	-1.470625
STAT5B	-0.77
SSB	-0.60325
OR10H5	0.4975
SLC22A13	-0.0485
AKAP3	-0.8685
TIMM23	-0.0488333333333333
OAS2	2.00383333333333
KIAA0423	0.96875
TRIM11	0.9245
GLIS3	0.48425
TMEM50B	0.504666666666667
ARHGEF4	-1.40725
DEGS1	-0.248727272727273
TBL1XR1	1.84883333333333
G6PD	-1.6825
SP140	0.9684
MUC17	-0.120846153846154
NUDC	-0.3075
DNAJC5B	0.538
SCARA3	-0.922333333333333
CPA3	5.506
BCAT2	-0.454875
MFN1	-0.548
NRG3	0.422
SNX11	0.22625
PLEKHH1	-1.0735
GPR177	-1.3075
HCFC2	-0.15075
TCAP	-1.73
MOCOS	-1.561
C14orf93	-0.153
PRDM10	-0.2275
SLC16A4	0.881083333333333
SRGAP1	0.065
VIP	1.15525
DUSP27	1.117
LILRA1	0.9624
MC2R	0.2925
MGC24103	-2.45125
MBTD1	-0.2095
FUT11	-0.709666666666667
USP33	0.4063
C15orf39	-2.466
MAP3K12	0.32975
PAAF1	-1.075
BARHL1	-0.4735
FLJ16165	-0.0955
PIWIL2	-3.0505
SYNE1	-0.161666666666667
CMTM4	0.214625
TSPYL1	1.1946
GUF1	-0.951333333333333
TMEM157	2.017
WDR44	0.10325
HIST1H3C	-0.24
DKFZp666G057	1.389
RNPEP	1.34925
GAS2L2	-0.5935
ADH4	-5.463
GRPR	5.263
FBXL17	0.67125
ZBTB10	0.09575
Gcom1	-0.185222222222222
HTRA1	0.7908
ZNF585A	0.479333333333333
SLC26A2	1.12823076923077
OTOP3	0.178333333333333
WISP1	1.72633333333333
ATP2B4	-0.722083333333333
FLJ10769	0.9165
CRAMP1L	0.853375
CHST12	-1.53325
RAB22A	0.207083333333333
TARDBP	-0.171214285714286
STAU1	0.006
CRB3	1.97066666666667
MIG7	-0.4165
CHMP1A	-0.0868333333333333
ZNF160	0.674375
B3GALT6	-0.438875
BARX1	-3.18616666666667
C6orf167	-2.2383125
NXNL1	0.1065
DHX29	0.758
HADHB	-0.06325
PLXNB2	1.0145
ILDR1	0.59925
SLC15A3	1.75075
GAS2	-4.09116666666667
C20orf69	0.72425
NUMB	0.04025
TNIP1	0.4525
MESP1	0.100333333333333
PSKH1	-0.328
NSFL1C	0.19125
RHOG	-0.40625
HEY1	-1.906
KNG1	-2.59628571428571
ITGAX	1.6117
LIN9	-0.616166666666667
CANT1	1.029
XRN1	0.5845
CCDC96	2.0442
HEATR6	-1.06966666666667
GNG7	0.665083333333333
RUNX2	0.4436875
SOX1	-0.251666666666667
FCRL5	0.4309
ZNF99	0.804
FAM9A	-1.836
SNX22	0.299833333333333
MBNL3	-2.74716666666667
ODC1	-3.0438
ADORA2B	-2.99816666666667
NR2F6	0.76775
ZFYVE16	0.276611111111111
SYNJ2BP	1.5096
POLE	-0.409625
E2F2	-2.242
THRA	0.760833333333333
PTGES2	-1.04516666666667
HIP1R	1.0585
TMUB1	-0.419
ENO3	-2.29325
RSPH10B	-0.147
CXorf39	1.668375
IRGC	0.1965
GPR109B	-0.64675
FLJ13305	0.6065
LCE3A	-1.068
TNFRSF18	-0.961833333333333
DET1	0.6515
TRPM3	-0.487666666666667
C16orf79	-0.312
FECH	0.291333333333333
RAP2A	-0.873
CRIP1	2.456
AZIN1	-0.417625
SLC7A7	2.34675
IL10RA	0.3691
TMEM64	-4.8445
CDC42EP4	0.6996
C16orf58	0.591
ARG2	-2.5725
POU5F1P4	-3.9545
FAM62B	0.13425
DNAH8	-2.5544
ASH2L	-0.19525
TSLP	-3.93233333333333
CNTNAP5	-0.673666666666667
TMEM16C	-1.8115
IFNA14	0.0385
SLC1A3	-0.180375
CABYR	1.34525
BCL7B	0.1767
NUDT13	0.0398333333333333
C13orf28	0.26
C1orf53	-0.868
ARL6IP4	0.4576
RPL35A	0.7245
EMR3	0.38975
RAB40C	0.8415
SLC41A1	-0.785666666666667
LRCH1	-0.25075
LY6G5B	-0.7585
FAM124A	-0.668428571428572
MGC10981	-4.47183333333333
CLIP3	-0.9814
MAP4K2	-0.00866666666666668
CHIC1	1.27975
SULF1	2.47883333333333
C20orf30	0.0307857142857143
PRDM5	-1.569125
ELOVL1	-0.2965
C11orf48	-0.7635
SLC39A10	-0.46725
KCNV1	0.19775
ACP1	-0.414166666666667
ZMYM2	1.05225
B3GNT6	0.0175
C9orf69	-0.08625
C2orf15	1.5695
C20orf166	0.8255
HSP90AA6P	1.1275
EDG7	-0.717
NEURL	1.129625
LPL	-0.635166666666667
CLEC2D	0.765642857142857
GRRP1	1.39633333333333
CD8B	-3.6827
HIST1H3D	-0.1965
SLC6A12	-0.136
FAM27L	-0.464
CD84	2.103
RASA1	0.0555
PHKG1	-0.269
MAGEA11	-2.9925
IMPA1	-1.9721
NPM3	-1.8925
RARRES1	-0.2065
SH3BP1	-0.2235
B3GNTL1	-0.4695
ARPC5L	-0.340833333333333
KLHL26	0.65575
SIM2	-0.582375
GJC1	0.166
C20orf194	0.67375
EXO1	-3.1985
SLC2A2	-3.56025
LOC285074	-0.69825
LRG1	2.10375
KIRREL	-0.5025
PIK3R1	2.68671428571429
C4orf34	1.4015
MAF	-2.29994444444444
ADCY4	3.45216666666667
ZMIZ2	0.4001
SLC46A3	1.10266666666667
STAMBP	0.419666666666667
CCDC16	0.3315
MS4A12	0.263
TCF20	0.0535
LRRC46	2.13325
C20orf152	0.43825
MRPS6	-1.530375
ABCB11	-0.4825
KCNC2	2.52966666666667
CDH19	-3.21233333333333
C9orf123	-0.0445
SSH3	1.710875
LDLRAD1	-0.33925
CCBE1	-0.85675
ZNF135	2.255375
TAAR1	0.4285
WFDC12	-0.628
CCDC42	-0.4595
FLJ12529	-0.24975
PER1	-1.1225
TIMM50	-1.14233333333333
SMARCAD1	-0.076
FAM26C	0.373
TP53TG3	-2.92066666666667
SH3RF1	2.0993
LMCD1	2.664
GPR63	-0.637
FLJ21986	-2.645875
AIFM3	-0.55275
MICAL1	-0.158666666666667
BLZF1	1.11066666666667
IQCA	1.199
PCDHGC3	0.454
SAC	0.7395
BCL6B	2.05066666666667
DDO	1.123
MARCO	0.874
DCHS1	0.558666666666667
C1orf170	-0.0113333333333333
CD200R1	0.5625
C22orf15	-1.01
SEPT11	-0.589
ADNP	-0.20925
UST	-2.0955
C13orf34	-1.91833333333333
RFFL	0.0807142857142857
APBA3	-0.413
C2orf60	-0.589875
CUTL1	-0.6231
PMS1	-0.725875
ZNF689	1.1665
EIF3E	-0.217
IL9	-0.523
RPL31	-0.331625
LY9	-0.00333333333333334
ATP2B3	-0.3325
KDELR2	-0.14125
TFCP2	0.61925
NLRP12	0.30375
FLJ45422	0.7045
TLE4	-1.2987
ZNF570	-0.516
FLJ43806	-0.013
TLK2	-0.61175
CIR	0.98425
MARS2	-1.113
COL24A1	1.41475
SDF2L1	-1.4965
HIBADH	-0.4025
IGFBP3	-2.40721428571429
C12orf23	0.94725
PSPC1	0.293
C20orf43	0.19325
TRAV20	0.441
ARHGAP24	0.175625
KIAA1975	0.47525
C1QA	3.1637
DNTT	-5.73
C10orf6	0.36175
C11orf41	-1.174
HNRPF	0.22975
COL11A1	5.6965
UBAP2	-0.3535
CDKN2AIPNL	-0.457
C20orf174	2.34975
SPRED2	0.6645
PLA2G12A	0.658666666666667
ICEBERG	-2.8675
SCN10A	-0.0595
C11orf65	0.4115
GBP5	3.39325
PITPNC1	-1.68666666666667
POU3F3	0.838
NCOA7	-2.468625
LIN7C	-0.4523
LOC348840	-0.5085
NKX2-2	-5.32533333333333
ANKRD13D	0.477125
LOC123688	-1.3335
FUT2	2.12416666666667
TAAR8	0.2745
FZD4	-0.158916666666667
PNMA3	-1.56566666666667
OR4L1	0.1625
WIT1	-3.46675
EXOC3L	1.287
ATPBD4	-1.041
KRBA1	-0.724
UBXD6	-0.5505
HOXB7	0.297
C7orf23	-0.2565
UNQ338	-0.88625
STAB2	-0.859
CDC20B	0.94875
IRF9	1.18825
CENTG1	-0.702666666666667
TNPO2	-0.2155
MCPH1	0.04575
BMS1P5	-0.391
SLC26A7	0.02725
HIST1H3J	0.86225
C9orf3	0.1298
LBH	0.364625
MYO1D	0.75
PTDSS2	-0.21875
NFU1	-0.1565
DEPDC4	-1.12775
WNT7B	1.9819
GLP2R	-0.5248
SETD4	-0.2322
DYNLT3	0.5795
FKBP11	-1.88866666666667
SESTD1	1.92983333333333
FLII	0.8175
RPS16	-0.7694
CHPF	-0.438666666666667
CSNK2A1	-0.0253333333333333
SUMO1P1	-0.23325
FKBP6	-1.1105
ZNF214	1.94233333333333
TWIST1	-1.23166666666667
DDX56	-0.267
TRAM1L1	2.3923
EPO	-3.72166666666667
MRPS18B	-0.5335
ZNF682	0.0335
RPL14	0.163666666666667
MAFF	-0.485
LOC51136	-0.58425
LY96	-1.45275
DDX20	-0.27775
ABTB1	1.03366666666667
ARL5A	0.294
CCT6A	-1.24625
HEPACAM	-1.67383333333333
EHHADH	-0.2885
RBAK	0.986333333333333
CGB1	0.88025
ITGB5	0.6685
YIPF3	-0.501
FKBP2	-0.0815
NR1D1	-0.9216
TMEM110	1.0235
NEK2	-2.36083333333333
PRAMEF8	-3.24425
C20orf52	-1.4715
PCDHGA3	0.443
VWA3B	-0.20775
NDUFA5	0.572875
THAP9	-0.69325
FLVCR2	-1.35183333333333
AP1S1	-1.4135
SMAD6	0.03625
SAV1	0.50475
SAT1	1.0395
ZNF251	0.466125
ADAMTS7	-0.3354
RPP38	-0.04575
C1orf211	-2.3955
YPEL2	1.9681
RBMS1	-1.32075
ZNF445	0.291666666666667
NRXN2	-0.548166666666667
PGBD4	0.299142857142857
UGT2B28	4.35075
WBSCR16	-0.1562
NLRC3	-0.11075
ASTL	-0.14575
ST6GALNAC1	-4.0435
ZADH2	0.877375
MLLT4	0.855833333333333
ARL6	-0.574166666666667
MEF2C	0.45975
CBFA2T3	-0.4005
AFF3	2.46521428571429
COG7	0.645833333333333
MYB	1.31466666666667
PLXNA3	0.7465
XRCC2	-2.52783333333333
MMS19	-0.268875
ST8SIA5	-1.43375
CHPT1	0.120166666666667
KIAA1712	-0.447125
OR6X1	0.2745
ACTR3	-0.799875
UGCG	2.14083333333333
OR4P4	0.7215
ZAP70	-3.242
LPP	1.481375
ZNF485	0.44325
PTPRCAP	-1.153
IL12RB1	0.308
ATRX	1.0118
CHST8	3.0925
C14orf109	0.08775
ARV1	0.96425
NMB	-2.32185714285714
COX5A	-1.389
EIF6	-0.95
MPPED2	0.0753333333333333
SEMG1	-2.8955
CHRDL1	-0.1675
TRAF3IP2	1.208
WNK2	0.260625
LILRA4	1.44666666666667
LAMA2	3.70875
PXT1	0.4545
RLBP1	-4.5475
CD300C	0.61825
SLTM	-0.04675
FLJ10404	-0.1556875
APOBEC3D	-3.04916666666667
RENBP	-0.78
ATXN7L1	0.7315
NID1	-0.40475
TUBGCP3	-0.86675
ITIH5	0.776944444444444
CCDC110	3.8545
C8A	-3.681
MGC87042	-0.19925
HOXC13	1.32525
TFDP2	-0.28525
HCP5	0.595
POLI	1.50225
UCN	-0.422
ZNF764	1.025
C8orf45	1.178
FHL3	-1.223
SPATA5L1	-0.689
MMRN2	2.98516666666667
NDST1	1.50283333333333
COL20A1	-1.24166666666667
ZNF248	-0.16
PELP1	-0.389333333333333
MBL2	-3.1705
RNF41	0.406
C5orf24	0.7465
THOC5	-0.446875
SERINC3	0.14875
RP11-151A6.2	-0.83275
CDCP2	-1.39175
HIST1H2AA	0.791
C11orf75	-0.605833333333333
FKBP7	-0.5535
DDOST	0.06475
GPNMB	-1.89166666666667
TTF2	-1.1715
KCNT1	-0.0948333333333333
SLC39A14	-1.286125
NGRN	1.1181
GPR137B	0.99025
MECP2	0.227375
PSMA1	-0.65275
C16orf73	-5.621
TMEM60	0.1285
CSN3	-0.158
NOS1	0.3715
RAB7L1	0.0853333333333333
YBX2	-1.2695
KIAA1166	-0.604625
FUBP3	-1.16816666666667
ABCG1	1.442
ACACA	-0.754666666666667
ARL11	0.5291
ATOH1	-0.461
ODF1	-0.0946666666666667
CREB3L3	-1.79216666666667
TMEM127	0.899857142857143
DSCAML1	1.8105
PLN	2.05333333333333
LYPLA1	-0.7595
PRDM9	-1.988
SASP	0.2745
PLUNC	-0.385666666666667
INTU	1.045
HISPPD1	0.05925
LNPEP	0.555666666666667
YARS2	-0.5075
APCDD1L	-2.184
ZCCHC4	-0.2269
FBXO22	-1.1125
TTLL13	0.031
ZNF669	1.47033333333333
PTGDR	5.624
DDX27	-0.4975
KIAA0409	-0.343
GJB6	0.2435
ASB8	1.36725
PLP2	-0.843333333333333
MEPE	0.311
OR10J5	-1.1555
KRT222P	1.4195
COQ7	0.744
C1orf101	3.254
RERG	3.7985
CHMP5	0.067625
THAP11	0.476875
ZNF43	0.649
ZRANB3	-0.722
KRT13	0.889
MRPL19	-0.68075
RBBP9	-0.346875
SPATA17	1.65775
BXDC5	-0.115333333333333
PAFAH1B1	-0.806833333333333
MAGEE1	0.3165
OSTF1	0.0345
KIAA0323	0.531083333333333
TXNDC13	-0.637166666666667
CNTN4	-0.227625
LCE1B	1.539
UNQ501	0.4815
ZNF154	1.2945
C3orf64	-0.689
SYT5	-0.317111111111111
PON1	0.3536
FLJ10357	-0.453875
ATP4A	-1.3595
GNPDA1	0.0896666666666667
MGAT1	0.724666666666667
C14orf121	0.06725
SLC35B2	0.14575
MIER3	-0.179333333333333
CHEK1	-3.547125
ZNF8	-0.127833333333333
TXNDC1	-0.303666666666667
CKB	-1.8533
RTN3	-0.0715
FZD2	-1.38183333333333
PART1	-0.596625
PSMB6	-0.63325
PCDHB8	0.0815
PHC3	0.522
PPP1R8	-0.617166666666667
NOVA2	1.88883333333333
TNFRSF11B	-1.98475
GOLPH3	0.756333333333333
UBLCP1	-0.7105
SUHW3	-1.33975
TTLL1	0.894
OPN4	-0.1755
OR13G1	0.028
ZPBP2	0.0816666666666666
HSD17B11	-1.74075
C9orf50	-0.5985
DHDDS	0.173285714285714
CTSW	0.2676
NEFM	-2.15066666666667
MRPL28	-0.29475
SYN1	0.1075
PIGV	0.2965
ZIM2	-0.9165
APBB1	0.922
SND1	-0.6315
C1orf123	-0.187
CHD3	0.90025
BHLHB8	-0.22225
RNASE2	-0.3075
BCAP31	0.52175
SLC25A44	0.737
CHD6	0.8594
PIB5PA	1.96069230769231
SELS	-0.122375
LOC541471	-1.170125
FAT2	-0.181
ZNF81	0.057
OR4C16	0.4395
FLJ10081	0.8963
LRRC4	2.0475
CS	-0.488166666666667
N4BP2	0.176
IGFBP7	1.399
ZNF318	0.0126666666666666
NDNL2	0.648625
ZNF609	0.46825
SIRT4	-0.32575
EXOSC10	-0.3035
ECE2	-0.353833333333333
OVGP1	0.66075
GTPBP3	-1.191
PACS2	0.9866
C19orf36	0.374833333333333
ARL4C	-1.605875
ATG4B	-0.498875
UBQLNL	-0.31425
RHOXF2B	-4.2335
PLEKHG2	-1.856
GALR1	-0.372
AQP4	-0.104833333333333
HDAC7A	1.06316666666667
DCUN1D3	0.283
OR8A1	-1.3765
CCRN4L	-0.353125
CBR4	0.214
KIFC1	-3.35883333333333
SLC7A14	-2.3345
LHX5	0.533
TRPC7	-0.266
LPXN	1.34675
SERPINA1	0.663125
RPS13	-0.515
BPIL3	-0.0465
PRKAA1	-2.65525
FADS2	-1.7556
ENAH	0.2286875
PRO1768	-0.3405
APBA2BP	0.48925
LIPH	3.43616666666667
C3orf33	-1.25825
RCC2	-0.153785714285714
ALDH1A2	-4.1851
RNF103	1.88075
AHCY	-1.008375
ALG12	0.252
CCL17	0.6685
ZNF543	1.11566666666667
ESRRG	2.3233
CNGA1	-0.13975
RDH5	-1.556
OTX1	0.629
PTGFR	-2.122
CDR2	-0.025125
SELE	4.2025
NLGN2	-0.915
EXOSC9	-0.8105
ZNF566	0.668666666666667
KLRC2	-4.2675
GPR12	0.3
KIAA0196	0.28225
PDRG1	-0.35925
SSR3	-0.748642857142857
MSI1	-1.0905
CST9	3.9225
CC2D1A	0.0555
PLAGL1	-1.22144444444444
ZNF778	-0.906
RNF2	0.423625
KLF6	0.555
THBD	2.8975
tcag7.1314	1.7725
NR5A1	-0.129833333333333
ABCD2	-0.38525
DNAJC7	-2.4435
CLEC4C	0.3105
TM2D3	0.348125
CCDC4	-0.4135
PLAC2	-0.705
DCD	1.8735
FAAH	2.20525
POLA1	-0.387166666666667
TM7SF2	-0.96325
FLJ39822	0.973666666666667
FLOT2	0.03575
MAP4K1	-0.998166666666667
SRP68	-0.45325
C21orf74	-0.448
ARPC5	0.513625
LOC126075	2.05425
HECW2	0.309625
ZDHHC4	-0.6465
ANKRD42	1.6797
PDE9A	-1.25766666666667
ABCA8	0.645
NDUFS2	0.7335
UBR5	-0.32425
BTBD16	-3.64975
LOC554174	1.55
ZNF20	0.9245
KIAA1843	-0.328
WDR17	-0.63
C15orf33	1.53
RNF113A	-0.04325
CAMKK1	0.082
CLCN2	0.1815
ANXA6	-1.268
LOC340069	0.164
EMID1	0.860625
DPM3	-0.36625
ELA1	-0.1365
SLC25A13	-1.3112
KRT24	-1.0125
SMPD1	0.120666666666667
TH	-0.08325
COL6A2	-0.314071428571429
ANKS1B	2.60175
GPR126	-3.8898
ZC3H12A	0.938333333333333
TMEM47	1.43716666666667
C2orf51	-0.565666666666667
C1orf88	3.28033333333333
HSF2BP	-0.37525
AKAP10	0.06225
RPAP3	-0.087
KLHDC8B	1.25825
STOM	0.7534
MUPCDH	-0.258375
C10orf72	-0.48725
PLEKHA3	0.399166666666667
TCP11L1	-1.7095
CWF19L1	0.26225
SPEF1	2.54307692307692
YSK4	0.35475
ELN	2.0591
SAMD8	0.190333333333333
MPI	-0.732333333333333
MEPCE	0.4061
ABCC3	-1.10475
NANOGP1	-4.913
KCNK17	-0.24125
HLA-DMB	3.66933333333333
RRAGA	1.09475
ANGEL1	-0.2085
RBM32B	-0.5305
CPN1	-3.397
MGC52282	-0.5622
HLA-A	0.9145
OR9G4	0.2275
EDNRB	-1.2785
SCD	-2.46214285714286
C14orf80	-1.019
BAGE2	0.8555
RABL4	0.861666666666667
RCVRN	-0.12
SHANK1	-0.3065
NLRP7	-4.5715
CD226	0.511
STAT3	1.2569375
SYNJ2	-0.3947
TPCN2	-0.3035
WDR36	-0.891666666666667
MBD4	-0.271
ROBO1	-1.8195
ST3GAL6	-3.35775
SLAMF8	2.23933333333333
ATN1	0.464166666666667
GPR141	0.62575
KRT36	-0.136
TPH1	0.494
DDX52	0.3375
ZSCAN29	0.189166666666667
TRPT1	-0.169166666666667
DPEP3	0.321
DENND4A	-0.698
TSPAN16	1.173
PTCHD2	-0.2285
LOC145814	-0.0995
CAP1	0.4165
EIF5A2	-2.8423
NT5DC3	-0.650875
SEPT9	-0.97175
SEZ6L2	1.160875
EGFLAM	3.76725
VPS11	0.985125
NDUFB5	-0.0638333333333334
CIDEA	2.18883333333333
IER5L	-0.04325
N6AMT1	-0.436
FAM83C	-0.71325
OXR1	0.62825
IRX1	-0.09
DGKB	-1.233
GCN5L2	-1.27825
MIR16	1.172875
FBXW9	0.17525
WDR4	-2.4895
PDC	-0.1985
VPS33B	-0.417
HEXB	-0.1845
FLJ32214	0.03775
TCEB3	-0.41875
CRLF1	-3.91025
ABI3BP	0.079
C8orf22	-4.36875
PYCR1	-0.41175
KIAA1706	-0.589
CDK5R2	0.228875
WAS	-0.2845
C12orf60	0.06625
CCBL2	-0.175375
MADD	0.652
C5orf34	-1.79825
WDR42A	1.3627
KLF12	-0.2395
HSPA1A	2.684
ITM2C	-2.17683333333333
DAPK2	2.28266666666667
LOC442590	2.0085
SUMF2	0.144
CENPA	-3.80146153846154
TMED5	-0.597875
CDH6	-1.2266
BRP44	1.0715
THG1L	-0.32075
GABRA2	0.23275
C14orf166	0.351
MYL1	-2.18966666666667
TNFSF18	-0.203
PAP2D	-2.29766666666667
PPIB	-0.70575
KLHL4	-1.2375
SFN	-0.188166666666667
CCDC127	0.34225
FRAP1	-0.23575
GOLGA5	1.2475
SDCCAG1	0.41375
MGC21675	0.198666666666667
C10orf95	-0.70725
KIAA1345	-0.248
C1orf163	-1.0705
LACE1	-0.7415
OR10K2	-0.4945
CENPN	-3.08568
TMED2	0.20775
UGT1A6	-2.4315
ANG	0.19425
U2AF1	-1.20016666666667
CASC2	0.939
NMT2	-0.940333333333333
OSGEPL1	-0.01125
DFNB31	0.3885
SLC6A20	-0.112375
DKC1	-0.502
FXYD4	-1.594
WDR64	0.3325
MGC5590	0.0165
CREBZF	-0.117333333333333
DAZ1	-0.458
PRPSAP1	-0.89325
GCHFR	-0.54175
TTC7A	-1.097375
LOC196993	1.72175
UBD	1.1485
S100A1	0.31825
RPL6	0.00633333333333333
DNAJB6	0.551
NAGS	0.9275
C2orf58	-0.097
KERA	1.151
MT1X	-1.3083
UBE2B	0.9998
KEAP1	1.01975
MST1	-1.295875
OMA1	0.916
ABLIM2	1.776
BCL2L13	-0.581083333333333
JAZF1	-0.897666666666667
TMEM63B	0.879
S100A8	-1.6316
ARFIP2	0.94925
UROS	0.67775
KHDRBS2	-0.1195
POLQ	-3.280875
SOAT1	-1.07475
SPAG4	-3.24225
MRPS30	0.455166666666667
LOC494141	-1.30975
OR2T11	-0.053
ORAOV1	-0.6924
ZNF184	0.301666666666667
TCEB3B	0.638333333333333
ADAM21	0.097
GDPD1	0.7095
SPINLW1	0.283
PRR14	0.546333333333333
KCTD9	-0.2231
NUDT3	0.074
KIAA1822	0.0366
HIST1H4K	-0.0265
DFNA5	-2.6445
GABPA	-0.06675
C14orf44	2.3295
POLB	0.572125
PTAR1	-0.3885
SEC31A	0.4276
TRIM58	1.982
TAS2R14	0.016
VPS8	0.768375
H1F0	-0.679166666666667
PRKCB1	-4.07266666666667
UGT2A1	0.706
TOR1B	-0.432
LSS	-1.35333333333333
C2orf19	0.4485
HNRNPC	0.210285714285714
TMEM100	-2.2265
LOC116349	0.44075
OR51M1	0.576
CCDC142	-0.27
ISG15	-0.23825
ZCCHC14	-0.9805
CREBL2	1.084
TGDS	-1.4715
DC2	-0.21125
CACNA2D3	0.476714285714286
ZNF429	0.8195
LYPD6	0.889333333333333
SUCLG1	-0.0801666666666666
OR51I1	-0.869
MAGEH1	1.89975
PRPF40A	-0.168
SMR3A	0.4655
SPINK2	-2.223
THAP2	0.1745
NPY5R	1.804125
IRF4	-3.409
SPESP1	0.362166666666667
OR10S1	0.4695
DTD1	-2.082
TUBE1	-1.02075
DDX19A	-1.3875
PDPN	-2.56725
TMEM34	0.22525
MGAM	0.55325
COL3A1	5.01966666666667
GFM2	0.0874
OR5A2	-0.2065
PSG9	-1.938
ARHGEF11	0.842333333333333
IVNS1ABP	-1.090625
SIGIRR	0.82925
DUSP19	-0.153
DNAJC14	0.9913
ACSS1	1.24875
IL1RAPL2	0.0955
C4orf30	1.56325
SEPT4	1.24125
LANCL3	-3.0955
SPAG17	2.618
PRDX3	0.3905
HNF1A	-1.564875
P4HA2	-0.55
RFWD3	-1.20466666666667
MOV10	0.47175
DNAJA5	0.622857142857143
LOC729440	0.2685
LOC200383	1.255125
SMC2	-1.957
MIXL1	-1.10283333333333
TMEM9	0.65575
FAM86A	1.0945
ZNF174	1.319
MYH14	-0.38525
CCR8	0.091
VPS37C	0.856833333333333
GPATCH1	0.511666666666667
B3GNT8	1.836
TBX4	-0.88375
CNR2	0.404166666666667
PCDH1	1.99875
C5orf29	4.441625
OCIAD2	1.109
PLCG2	0.0485
KIAA0247	2.018375
HRH3	-0.0928888888888889
CAPN13	4.11075
CCR1	-0.4759
MGC15523	0.274833333333333
UVRAG	0.258
DNAJA2	-0.578333333333333
ITGA2B	-1.31466666666667
CLDN5	3.2635
PTPRN2	0.919928571428571
ZNF512	-0.199
PSAP	0.409785714285714
CCDC140	-1.759
LRRC55	-0.178666666666667
CYP26C1	0.17
C8orf47	-2.699
LYN	0.047625
DUSP6	0.649
TGFB3	2.46833333333333
ELK1	0.6996
PCDH11Y	-1.38583333333333
HGD	1.96875
