Hybridization REF	TCGA-BH-A0DG-01A-21R-A12P-07
C12orf23	1.329375
PSPC1	-0.0665
C20orf43	0.168
TRAV20	0.541
ARHGAP24	1.005
KIAA1975	-1.666
C1QA	3.8429
DNTT	-4.7182
C10orf6	-0.247666666666667
C11orf41	0.42525
HNRPF	0.439
COL11A1	7.16816666666667
UBAP2	-0.8605
CDKN2AIPNL	-1.551
C20orf174	4.439
SPRED2	0.87075
PLA2G12A	0.1255
ICEBERG	-1.30683333333333
SCN10A	0.8225
C11orf65	-0.66475
GBP5	4.964
PITPNC1	-0.1255
POU3F3	1.2445
NCOA7	-0.298125
LIN7C	0.1458
LOC348840	-1.381
NKX2-2	-3.9705
ANKRD13D	0.426
LOC123688	0.98225
FUT2	2.23766666666667
TAAR8	0.651
FZD4	1.59583333333333
PNMA3	-0.6805
OR4L1	0.2065
WIT1	-2.76625
EXOC3L	1.898
ATPBD4	-0.5033
KRBA1	-0.86725
UBXD6	-0.81375
HOXB7	0.0474285714285715
C7orf23	-0.829
UNQ338	-0.9705
STAB2	2.472
CDC20B	0.36125
IRF9	2.908
CENTG1	0.399333333333333
TNPO2	-1.323
MCPH1	-1.154625
BMS1P5	-1.121
SLC26A7	1.7035
HIST1H3J	1.219
C9orf3	0.1303
LBH	1.53175
MYO1D	1.288125
PTDSS2	-0.3875
NFU1	0.3575
DEPDC4	-1.4265
WNT7B	-0.2266
GLP2R	-0.597833333333333
SETD4	-0.42
DYNLT3	-0.4502
FKBP11	0.125666666666667
SESTD1	0.673666666666667
FLII	0.03625
RPS16	0.059
CHPF	0.308333333333333
CSNK2A1	0.0378333333333333
SUMO1P1	-0.493
FKBP6	-0.5645
ZNF214	0.0953333333333333
TWIST1	0.854
DDX56	-0.897166666666667
TRAM1L1	2.6955
EPO	-3.0875
MRPS18B	-0.54775
ZNF682	-0.112333333333333
RPL14	-0.0935
MAFF	-0.26875
LOC51136	1.62425
LY96	0.92825
DDX20	-0.9285
ABTB1	0.893
ARL5A	0.4954
CCT6A	-1.40775
HEPACAM	-0.778333333333333
EHHADH	-1.545
RBAK	-0.253333333333333
CGB1	0.834
ITGB5	1.3762
YIPF3	0.39075
FKBP2	0.46575
NR1D1	-0.7189
TMEM110	-0.1405
NEK2	-1.10683333333333
PRAMEF8	-3.1145
C20orf52	-0.100666666666667
PCDHGA3	1.9635
VWA3B	0.12575
NDUFA5	-0.04775
THAP9	-0.557
FLVCR2	0.078
AP1S1	-1.979375
SMAD6	-1.04425
SAV1	0.504375
SAT1	1.531875
ZNF251	-0.599875
ADAMTS7	0.4866
RPP38	0.191
C1orf211	-1.5545
YPEL2	2.8855
RBMS1	0.08
ZNF445	-0.4115
NRXN2	0.222
PGBD4	-0.156375
UGT2B28	1.893
WBSCR16	-0.84
NLRC3	1.015875
ASTL	0.35475
ST6GALNAC1	-1.32425
ZADH2	0.00399999999999995
MLLT4	0.411916666666667
ARL6	-0.111833333333333
MEF2C	0.62825
CBFA2T3	0.759
AFF3	1.94392857142857
COG7	0.0656666666666667
MYB	0.223833333333333
PLXNA3	-0.0085
XRCC2	-2.64283333333333
MMS19	-0.355375
ST8SIA5	-1.08225
CHPT1	-0.7575
KIAA1712	-1.164125
OR6X1	0.466
ACTR3	0.083625
UGCG	0.0338333333333333
OR4P4	0.521
ZAP70	-2.259
LPP	1.141125
ZNF485	-0.51075
PTPRCAP	0.78975
IL12RB1	0.48875
ATRX	0.1152
CHST8	1.95125
C14orf109	1.4055
ARV1	0.472
NMB	0.499857142857143
COX5A	-0.5615
EIF6	-0.3985
MPPED2	-0.278833333333333
SEMG1	-1.084
CHRDL1	1.032
TRAF3IP2	0.92175
WNK2	-0.5875
LILRA4	4.0235
LAMA2	4.6225
PXT1	0.8865
RLBP1	-4.09475
CD300C	0.77
SLTM	-0.21725
FLJ10404	-0.5603125
APOBEC3D	-0.532
RENBP	1.194
ATXN7L1	0.492
NID1	1.0415
TUBGCP3	-0.68625
ITIH5	2.08611111111111
CCDC110	3.1515
C8A	-3.07175
MGC87042	-1.25325
HOXC13	0.83725
TFDP2	-1.05075
HCP5	1.891125
POLI	0.45725
UCN	-2.1025
ZNF764	0.3385
C8orf45	0.6785
FHL3	-0.303
SPATA5L1	-0.823
MMRN2	3.21766666666667
NDST1	0.814333333333333
COL20A1	-0.628666666666667
ZNF248	-0.396666666666667
PELP1	-0.433166666666667
MBL2	-2.83083333333333
RNF41	-0.032
C5orf24	0.34825
THOC5	-0.5875
SERINC3	0.0950833333333333
RP11-151A6.2	1.11825
CDCP2	0.32425
HIST1H2AA	0.64675
C11orf75	0.685333333333333
FKBP7	0.84025
DDOST	-0.89875
GPNMB	1.583
TTF2	-1.99166666666667
KCNT1	0.151333333333333
SLC39A14	-1.38025
NGRN	0.5373
GPR137B	1.81475
MECP2	-0.08775
PSMA1	-0.23525
C16orf73	-5.5075
TMEM60	-0.0398333333333333
CSN3	-0.086
NOS1	0.164833333333333
RAB7L1	-0.373833333333333
YBX2	-1.4805
KIAA1166	-0.054125
FUBP3	-0.56
ABCG1	0.5825
ACACA	-0.933666666666667
ARL11	0.1451
ATOH1	-0.2015
ODF1	0.0951666666666667
CREB3L3	-1.61083333333333
TMEM127	1.50635714285714
DSCAML1	0.04975
PLN	3.672
LYPLA1	-0.538333333333333
PRDM9	-3.06725
SASP	-0.2965
PLUNC	-0.199333333333333
INTU	0.3435
HISPPD1	-0.34325
LNPEP	0.805166666666667
YARS2	-0.724
APCDD1L	-0.368
ZCCHC4	-0.7346
FBXO22	-0.744333333333333
TTLL13	-0.298
ZNF669	0.284333333333333
PTGDR	3.50025
DDX27	0.057
KIAA0409	-0.2345
GJB6	0.70625
ASB8	0.653
PLP2	0.0596666666666667
MEPE	0.16975
OR10J5	0.919
KRT222P	0.9395
COQ7	0.1505
C1orf101	0.98225
RERG	2.76
CHMP5	0.41925
THAP11	0.117375
ZNF43	0.0793333333333333
ZRANB3	-0.972333333333333
KRT13	0.872625
MRPL19	-0.279875
RBBP9	0.130125
SPATA17	0.597875
BXDC5	-0.103833333333333
PAFAH1B1	-0.21175
MAGEE1	0.593
OSTF1	0.85825
KIAA0323	0.200083333333333
TXNDC13	0.258666666666667
CNTN4	2.304
LCE1B	0.113
UNQ501	0.79525
ZNF154	0.23975
C3orf64	0.38375
SYT5	-0.2247
PON1	-0.3955
FLJ10357	-0.13625
ATP4A	-1.224
GNPDA1	-0.902333333333333
MGAT1	1.03966666666667
C14orf121	-0.192
SLC35B2	-0.137
MIER3	0.651833333333333
CHEK1	-2.5185
ZNF8	0.0781666666666667
TXNDC1	-0.3015
CKB	-0.7746
RTN3	0.3405
FZD2	-0.629833333333333
PART1	0.010125
PSMB6	-0.072
PCDHB8	3.242
PHC3	0.2289
PPP1R8	-1.20316666666667
NOVA2	2.50833333333333
TNFRSF11B	-4.039125
GOLPH3	0.9975
UBLCP1	-0.33175
SUHW3	-0.50325
TTLL1	0.69975
OPN4	0.237
OR13G1	0.4315
ZPBP2	-0.119666666666667
HSD17B11	-0.638875
C9orf50	-0.36
DHDDS	-0.217571428571429
CTSW	1.7718
NEFM	-2.11916666666667
MRPL28	-0.855
SYN1	0.282
PIGV	-0.0408333333333333
ZIM2	-1.74125
APBB1	-0.238166666666667
SND1	-0.7655
C1orf123	0.384833333333333
CHD3	-0.536
BHLHB8	0.1895
RNASE2	0.4765
BCAP31	0.49375
SLC25A44	0.516333333333333
CHD6	-0.3854
PIB5PA	0.612461538461538
SELS	0.5515
LOC541471	-0.0585
FAT2	1.051
ZNF81	-0.2095
OR4C16	0.8395
FLJ10081	-0.3423
LRRC4	3.10725
CS	-0.174166666666667
N4BP2	-0.270625
IGFBP7	2.38825
ZNF318	-0.125416666666667
NDNL2	0.8955
ZNF609	0.4555
SIRT4	0.90475
EXOSC10	-0.40425
ECE2	0.22025
OVGP1	-0.369
GTPBP3	-0.77525
PACS2	0.4916
C19orf36	-0.171166666666667
ARL4C	-0.666875
ATG4B	-0.537125
UBQLNL	1.40325
RHOXF2B	-3.7555
PLEKHG2	-0.415
GALR1	-1.137
AQP4	-0.0513333333333333
HDAC7A	0.0628333333333333
DCUN1D3	0.35425
OR8A1	-0.5215
CCRN4L	0.325125
CBR4	0.4245
KIFC1	-2.614
SLC7A14	-2.14766666666667
LHX5	0.763
TRPC7	0.229
LPXN	-0.458
SERPINA1	-1.708
RPS13	-0.4176
BPIL3	0.185
PRKAA1	-1.00425
FADS2	1.7548
ENAH	0.4206875
PRO1768	-0.8415
APBA2BP	-0.6815
LIPH	2.05016666666667
C3orf33	0.1675
RCC2	0.0027857142857143
ALDH1A2	-3.0861
RNF103	2.79325
AHCY	-0.93675
ALG12	0.4195
CCL17	1.68075
ZNF543	0.897333333333333
ESRRG	2.0185
CNGA1	0.26825
RDH5	0.6585
OTX1	-0.1696
PTGFR	-1.253
CDR2	0.088
SELE	5.28425
NLGN2	-0.5505
EXOSC9	-0.78325
ZNF566	-0.211166666666667
KLRC2	-5.217
GPR12	0.718
KIAA0196	-0.297
PDRG1	-1.10175
SSR3	-0.141428571428571
MSI1	-0.0435
CST9	-0.1785
CC2D1A	-0.2275
PLAGL1	0.0580555555555556
ZNF778	-0.2155
RNF2	-0.495625
KLF6	1.081
THBD	2.11033333333333
tcag7.1314	0.971
NR5A1	-0.5125
ABCD2	0.54025
DNAJC7	-2.7905
CLEC4C	2.271
TM2D3	0.538125
CCDC4	-1.761
PLAC2	0.61625
DCD	1.0045
FAAH	2.554375
POLA1	-0.410166666666667
TM7SF2	0.704125
FLJ39822	-1.362
FLOT2	-0.54925
MAP4K1	-0.2695
SRP68	1.154375
C21orf74	0.166
ARPC5	0.733625
LOC126075	1.4465
HECW2	0.445125
ZDHHC4	-0.06825
ANKRD42	1.8301
PDE9A	-0.394333333333333
ABCA8	2.11675
NDUFS2	0.50525
UBR5	-1.05075
BTBD16	-2.17075
LOC554174	-0.7755
ZNF20	0.883
KIAA1843	-0.72
WDR17	-0.407428571428571
C15orf33	-0.1565
RNF113A	-0.3055
CAMKK1	-0.4425
CLCN2	-0.92025
ANXA6	-1.2295
LOC340069	-0.6065
EMID1	0.333875
DPM3	0.204583333333333
ELA1	-0.826
SLC25A13	-0.9687
KRT24	-0.00900000000000001
SMPD1	0.144666666666667
TH	-0.0405
COL6A2	1.6975
ANKS1B	1.72875
GPR126	-2.4452
ZC3H12A	-0.1265
TMEM47	0.763166666666667
C2orf51	-0.0146666666666667
C1orf88	1.91566666666667
HSF2BP	-0.918
AKAP10	0.2565
RPAP3	-0.7015
KLHDC8B	0.3255
STOM	0.421
MUPCDH	-0.292125
C10orf72	-0.883
PLEKHA3	0.574583333333333
TCP11L1	0.33875
CWF19L1	-0.563
SPEF1	0.642384615384615
YSK4	-0.325
ELN	2.0176
SAMD8	0.762666666666667
MPI	-0.782833333333333
MEPCE	0.2231
ABCC3	0.1855
NANOGP1	-4.327
KCNK17	0.512625
HLA-DMB	4.6095
RRAGA	1.079
ANGEL1	0.1525
RBM32B	-0.111
CPN1	-3.149
MGC52282	-0.1341
HLA-A	1.69933333333333
OR9G4	0.014
EDNRB	-0.825625
SCD	-1.45021428571429
C14orf80	0.2105
BAGE2	-0.522
RABL4	1.38366666666667
RCVRN	0.357
SHANK1	0.3055
NLRP7	-2.27
CD226	2.01925
STAT3	0.1281875
SYNJ2	-0.243
TPCN2	0.249
WDR36	-0.876666666666667
MBD4	-0.22775
ROBO1	-0.5362
ST3GAL6	-2.2855
SLAMF8	3.85483333333333
ATN1	0.725166666666667
GPR141	0.888
KRT36	0.149
TPH1	-0.0675
DDX52	-0.54225
ZSCAN29	0.477666666666667
TRPT1	-0.173333333333333
DPEP3	0.222
DENND4A	-0.794375
TSPAN16	-1.7105
PTCHD2	-0.458
LOC145814	-0.252
CAP1	0.4
EIF5A2	0.3366
NT5DC3	-1.623875
SEPT9	-0.515375
SEZ6L2	-1.738875
EGFLAM	4.21375
VPS11	0.007125
NDUFB5	-0.259333333333333
CIDEA	4.21
IER5L	0.02825
N6AMT1	0.79725
FAM83C	-0.1875
OXR1	0.642083333333333
IRX1	0.008
DGKB	-1.21166666666667
GCN5L2	-2.5605
MIR16	0.1695
FBXW9	-0.4075
WDR4	-1.0695
PDC	-0.3235
VPS33B	-0.48625
HEXB	0.0565
FLJ32214	0.1125
TCEB3	-0.58275
CRLF1	-2.4045
ABI3BP	1.49175
C8orf22	-4.21125
PYCR1	-0.0925
KIAA1706	0.82775
CDK5R2	0.616
WAS	0.5015
C12orf60	-0.661
CCBL2	-0.033375
MADD	-0.12025
C5orf34	-2.2695
WDR42A	0.9808
KLF12	0.636625
HSPA1A	1.3605
ITM2C	-1.318
DAPK2	1.13266666666667
LOC442590	0.0075
SUMF2	-0.0855
CENPA	-1.74230769230769
TMED5	-0.288875
CDH6	-0.7126
BRP44	0.970375
THG1L	-0.48725
GABRA2	-2.34075
C14orf166	0.21925
MYL1	-2.08933333333333
TNFSF18	-0.182
PAP2D	-0.8965
PPIB	-0.69375
KLHL4	-0.126875
SFN	-0.4465
CCDC127	1.0115
FRAP1	-0.28575
GOLGA5	0.895
SDCCAG1	-0.054375
MGC21675	0.118666666666667
C10orf95	0.324
KIAA1345	-0.241833333333333
C1orf163	-0.8135
LACE1	0.161
OR10K2	0.0255
CENPN	-1.87308
TMED2	0.41775
UGT1A6	-1.158
ANG	0.56225
U2AF1	-1.11
CASC2	0.439
NMT2	-0.277833333333333
OSGEPL1	-0.791
DFNB31	-0.934
SLC6A20	1.08925
DKC1	-1.03925
FXYD4	-1.36075
WDR64	0.45025
MGC5590	0.371
CREBZF	0.0783333333333334
DAZ1	-0.80775
PRPSAP1	0.236
GCHFR	-0.35525
TTC7A	-0.453
LOC196993	1.6745
UBD	1.46716666666667
S100A1	-0.715375
RPL6	-0.558666666666667
DNAJB6	0.0766
NAGS	-0.3114
C2orf58	-0.356
KERA	1.73416666666667
MT1X	-0.1646
UBE2B	0.82
KEAP1	0.12475
MST1	-3.35375
OMA1	-0.4755
ABLIM2	1.62375
BCL2L13	-0.0065
JAZF1	0.875333333333333
TMEM63B	0.527
S100A8	-0.5373
ARFIP2	0.7115
UROS	0.3565
KHDRBS2	-1.021
POLQ	-2.302875
SOAT1	-0.5295
SPAG4	-2.22575
MRPS30	-0.419333333333333
LOC494141	-0.15925
OR2T11	0.3275
ORAOV1	0.2012
ZNF184	-0.0246666666666667
TCEB3B	-0.287
ADAM21	-1.0445
GDPD1	2.3225
SPINLW1	-0.43575
PRR14	-0.214333333333333
KCTD9	0.7487
NUDT3	0.17525
KIAA1822	0.9489
HIST1H4K	2.393
DFNA5	-1.555
GABPA	0.032
C14orf44	1.2685
POLB	0.4725
PTAR1	-0.6505
SEC31A	1.0978
TRIM58	-1.92075
TAS2R14	-0.571
VPS8	-0.074375
H1F0	-0.346333333333333
PRKCB1	-2.26416666666667
UGT2A1	0.2765
TOR1B	-0.39725
LSS	-1.12233333333333
C2orf19	-0.315
HNRNPC	0.383142857142857
TMEM100	-0.0745
LOC116349	-0.04225
OR51M1	-0.525
CCDC142	-0.7675
ISG15	4.1141875
ZCCHC14	0.572625
CREBL2	0.577375
TGDS	-1.3465
DC2	0.19825
CACNA2D3	-1.25421428571429
ZNF429	-0.20525
LYPD6	1.37666666666667
SUCLG1	-0.463
OR51I1	-0.761
MAGEH1	2.573
PRPF40A	-0.067
SMR3A	0.764
SPINK2	1.088
THAP2	0.95225
NPY5R	-0.682375
IRF4	-1.76625
SPESP1	1.757
OR10S1	0.0995
DTD1	-1.39475
TUBE1	-1.15625
DDX19A	-0.419
PDPN	-0.0785
TMEM34	0.559083333333333
MGAM	2.235
COL3A1	6.09438888888889
GFM2	-0.5278
OR5A2	-0.098
PSG9	-1.5535
ARHGEF11	0.287666666666667
IVNS1ABP	-0.40525
SIGIRR	1.31575
DUSP19	0.102375
DNAJC14	-0.1907
ACSS1	1.18525
IL1RAPL2	0.2105
C4orf30	-0.644
SEPT4	2.809
LANCL3	-2.2055
SPAG17	0.144166666666667
PRDX3	-0.896125
HNF1A	-1.412625
P4HA2	-0.1015
RFWD3	-0.536333333333333
MOV10	-0.683
DNAJA5	-0.038
LOC729440	0.0015
LOC200383	0.985625
SMC2	-1.81625
MIXL1	-1.55066666666667
TMEM9	0.49375
FAM86A	0.8455
ZNF174	-0.0588
MYH14	-0.6685
CCR8	0.40775
VPS37C	0.781833333333333
GPATCH1	-0.0648333333333333
B3GNT8	2.667
TBX4	0.28
CNR2	1.0765
PCDH1	1.23325
C5orf29	5.3445
OCIAD2	1.525
PLCG2	0.48075
KIAA0247	2.209
HRH3	-0.0444444444444445
CAPN13	4.180375
CCR1	-0.0718
MGC15523	0.261111111111111
UVRAG	2.23516666666667
DNAJA2	0.178166666666667
ITGA2B	-0.924333333333334
CLDN5	3.804125
PTPRN2	1.80828571428571
ZNF512	-0.761166666666667
PSAP	0.581928571428571
CCDC140	-1.211
LRRC55	0.266
CYP26C1	0.098
C8orf47	0.24425
LYN	0.2565
DUSP6	0.337333333333333
TGFB3	3.40766666666667
ELK1	-0.9638
PCDH11Y	-0.563
HGD	-0.8195
C17orf58	1.5465
MYO3A	-0.4465
SERPINE2	-3.42266666666667
AARSD1	-1.321125
C14orf73	-1.485
ADAM33	0.04075
ZNF491	0.5275
MAPK6	-1.05583333333333
TCN1	5.11466666666667
SLC24A6	1.2025
UBE2R2	0.1395
H1FNT	0.04275
TATDN2	-0.137833333333333
LILRB1	2.85575
P2RY5	1.892
NUCB2	0.089
C2orf37	1.18525
SNX27	0.9185
MTA3	0.2025
FOXO4	0.62725
ID4	0.8285
SOX5	-2.50016666666667
PXMP3	0.801125
OR52M1	0.3245
SFT2D3	0.024125
INA	-3.72816666666667
MCOLN1	1.161
NFIX	0.262
CLEC14A	5.76283333333333
HIBCH	-0.647833333333333
PLA2G5	1.86425
TIMM10	-0.629666666666667
MED17	-0.491
COL4A4	0.6205
TPP1	0.509666666666667
GJA3	-1.12966666666667
TMPRSS5	-1.6085
AADACL3	0.3685
DNMBP	0.0065
ENPP5	3.31033333333333
NQO1	0.6641
ZSCAN2	1.221625
SEC24C	-0.3025
GTF2A1L	1.271
AXIN2	-0.3795
FAM33A	0.77375
C16orf13	0.035
SPNS2	0.855
TAF1	-0.395
AP1G2	0.400833333333333
RBM42	0.177
HCN2	0.612333333333333
EFHB	-0.492666666666667
RUSC1	1.18116666666667
GRIK5	-0.2125
USP21	-0.155833333333333
ATAD3C	0.335
ORMDL2	1.309875
PRSS7	-4.48425
PSAT1	-5.1815
FLJ13195	-0.6155
TBC1D1	0.4535
IFNG	2.543
OTOS	0.00316666666666668
ZNF773	0.252
EMD	-2.08475
RETN	0.19025
CCL8	4.3805
APH1A	0.38525
COX18	0.110375
GTF2IRD2	0.5175
CCDC82	-1.1895
PAFAH2	0.034
NPEPL1	-0.4266
RP11-114G1.1	0.6885
TP53INP1	1.939375
ZNF300	-0.00383333333333333
FOXL2	-3.31675
LARP2	0.331166666666667
LATS1	0.42025
HTR6	-0.3735
SPOCK2	1.02283333333333
RNF144B	3.16883333333333
HTATIP2	0.225625
MGC10334	1.21658333333333
CENTA2	2.68116666666667
FGF2	-1.40825
FXYD7	0.22525
PHYHIPL	-2.459625
GPR34	6.10625
DDX6	-0.377
OR10W1	0.0215
LHFPL1	-2.111
ZNF313	-0.709357142857143
VPS28	0.926
AP3M1	-0.4837
AKR1CL2	-1.11425
TRAF4	-0.271625
OR2B11	0.434
C19orf12	0.198333333333333
AKAP9	0.317333333333333
C1orf62	-0.854333333333333
SLC20A1	-1.2677
FAM112A	0.049
LDB2	1.696125
MRPS23	1.224
KLK5	3.640375
SPTB	-0.9132
EFEMP2	1.3485
EFNB2	1.644375
PCM1	-0.813428571428571
NMNAT3	1.64875
TSG101	0.501833333333333
C8orf40	0.2335
NOB1	-1.06925
ABHD3	0.27325
GTF3C4	-0.380125
PIGN	0.916833333333333
GALNTL1	0.3705
AEBP1	2.783375
OR9Q1	0.595
ANKRD2	0.162125
CCL28	-0.642
TRIM38	0.932166666666667
TMCC1	0.285083333333333
SMG5	0.102
LRRC7	-0.071
NCAPD2	-2.09216666666667
C6orf153	-0.24175
C1orf74	0.591
OTUD6A	0.1755
DCP2	-0.327833333333333
TMEM24	-0.1945
RPL18	-0.247333333333333
TMEM177	-0.378
LRRC37A3	0.38175
C1D	-0.257166666666667
LDHC	-2.65775
UBE4B	-0.277333333333333
NIT1	0.22625
BTN3A3	0.988375
RASD1	1.05075
COMMD3	1.28125
SHFM1	0.427
BIRC8	0.34075
DUT	-0.84475
C12orf51	0.5715
LRRC59	1.29
LY6H	1.578
WDR22	0.631333333333333
EDEM1	0.45
ADH1A	4.204
PANX2	-0.3469
CYP11B1	0.7755
CDC73	0.1365
GPR172A	0.64
GSTM3	0.674923076923077
KCNA5	-0.07425
SERAC1	0.279
NFATC2	0.331
ANAPC5	-0.9893
C15orf24	0.45225
NFATC2IP	-0.879916666666667
TNRC6C	0.437166666666667
MGC102966	-0.261875
FGD5	1.28666666666667
MED9	-0.185
RAB13	0.586166666666667
C15orf49	0.202
CRYGS	-0.6868
C12orf53	-0.6672
LOC283693	-0.829
COX6B2	-0.687125
PHF14	0.072875
FAM3A	-0.255875
RPL13	-0.5084
PRDX2	-0.1771
FLJ34047	-2.6885
PRMT3	-1.10075
KCTD19	-2.076
TRIM10	-0.717333333333333
MGC26597	0.7025
GCNT4	0.54075
GPRASP1	1.8525
CDKN1C	-0.346583333333333
RHBDL2	1.2581
HSPH1	0.23525
AQP1	3.22425
COL17A1	1.2463
GFAP	-0.07375
CDC16	-0.3505
KIAA1614	-0.197
C6orf118	-0.215
ZSWIM5	0.2535
FAM83F	3.8825
LYNX1	0.8105
SYNPR	-2.09675
XG	4.30883333333333
PRSS16	0.60125
KIF13B	0.835285714285714
PCDH9	-0.645625
HIST1H2AH	2.5205
RBM18	0.173
ZNF626	0.179625
HEXIM2	-0.187333333333333
ITFG1	-0.0215
TUBG2	-1.2615
SFRS7	-0.424166666666667
C9orf14	1.6285
EXTL1	-0.3855
GBP3	1.98266666666667
WDR5	-0.5335
RARG	0.184666666666667
MYO7A	-0.140875
CECR6	-0.33125
C13orf3	-1.579875
SFRS18	-0.713625
ACVR1B	0.109333333333333
PSMD1	-0.5977
C7orf31	-0.0968333333333333
ILVBL	-0.66325
IFNGR1	1.09775
RNF186	2.6785
NOL9	-1.01975
MAGEL2	1.354
SLC29A2	-0.149
NHSL1	-0.8405
RBMX	-0.9515
PSORS1C2	0.278125
RAD51L3	-0.223083333333333
LCN6	1.4825
ORAI2	-0.738625
BRUNOL6	0.1052
OR4K5	0.0645
CDC123	-0.877125
MSLN	-2.428
WWTR1	-0.992833333333333
ZNF700	-0.7285
COBL	0.37075
PPP1R16B	0.70375
GAS7	0.554
MDN1	-1.25125
HAAO	0.901
C9orf68	1.782
TNFAIP2	1.64425
FOXN1	0.0045
hCG_2033311	0.938
ATP6V0D2	2.4864
RPL41	0.77925
SLC38A1	0.93375
ARHGAP6	-0.461666666666667
ADAD2	0.013
PHF20L1	-0.107
MCM3AP	-0.286833333333333
ST3GAL3	-0.6875
SNX1	-0.265
ELF5	3.344
PARP3	-1.053125
RBM8A	-0.193125
LINGO4	0.4335
ITGA9	0.328
ZFR	-0.232
ACSL6	-0.384
FLJ20699	0.3599
DAOA	-0.57975
FABP4	6.459
KCNB1	-0.08575
CANX	0.0492
SLC25A28	0.466333333333333
ADIPOR2	-0.320875
ECHDC2	1.91225
SMA4	0.0725
FRZB	3.149375
PABPC1	-0.901333333333333
DMRTB1	-0.411142857142857
APOBEC3G	-0.2405
CATSPER2	-1.80683333333333
CUEDC1	2.0745
STARD9	-0.522
CLDN8	7.04
LOC23117	-0.827272727272727
E2F6	-0.550277777777778
TMEM126B	-0.601333333333333
DPY19L4	0.5735
GIMAP5	3.50533333333333
NDUFA9	-1.1555
FAM77C	0.0425
CTPS2	2.67525
LOC51035	0.3085
WDSOF1	-1.378
EGLN3	-0.136875
PITX3	0.775333333333333
OR52E8	0.141
GRM4	0.326
KLK1	-2.09316666666667
GPM6B	-0.041375
RRAGD	-0.7095
PAGE5	-3.39125
UCHL5	-0.7015
ULK3	-0.654333333333333
AIM2	1.69116666666667
PNO1	-0.753166666666667
OR2F2	0.1845
GNAT2	-2.3795
SIX1	2.94875
ST13	-0.333583333333333
ZBTB44	-0.16075
TIMP2	0.4085
ZMAT4	-3.33675
GTF2IRD1	-0.00866666666666668
ZNF19	0.2175
ZNF714	-0.909
RSC1A1	-0.65725
C9orf80	0.2245
PSMA8	0.865
TMEM141	0.20325
COX4I1	0.0733571428571429
CTAGE1	-0.363166666666667
DTWD1	-0.59975
HSD11B1	2.22825
KRT6B	5.120125
ARID4B	1.122125
LHFPL3	-0.33325
WWP2	0.287333333333333
ZNF326	0.207333333333333
RGPD1	-0.2295
CTSH	0.905333333333333
FASTKD1	-1.396625
PAF1	0.659
TTC9C	-0.287
IFT57	0.0818
PRSS36	-1.101
IL20RB	-1.665
ZNF592	0.0591666666666667
DCTD	0.0963
CFP	3.0965
MFNG	-0.1285
JMJD2B	0.81525
ALDH3B1	-0.53925
THSD4	1.26816666666667
KCNJ5	3.3325
LMNA	0.081
TBCD	0.1955
ZNF250	-0.0381666666666667
CASQ2	1.58866666666667
PEG10	-3.30508333333333
PRAME	-0.720866666666667
NP	-0.028625
TRIM59	0.9155
ZNF12	-0.32625
XTP3TPA	0.05625
SIGLEC7	0.4982
PANK4	0.2015
FAM70A	-0.8655
SNED1	0.57
HIP1	-0.1503
RAET1E	-1.94316666666667
AMAC1L2	0.3295
AHNAK2	0.00691666666666666
TOE1	-1.18633333333333
RECQL4	-1.626
SPRYD3	0.97775
DPAGT1	-0.50425
MAGED2	2.1003
ANKRD55	-0.197
TRPS1	3.2405
DOK7	-0.137
TFPI2	-2.813
GTF2H3	-0.329833333333333
CYP4F11	-0.6825
LHX2	-2.4755
ATG16L1	0.692333333333333
ASB12	-0.137
C1orf116	4.045125
NF2	-0.4545
POM121	-0.8977
PHYHD1	0.7717
TXNDC17	0.819333333333333
DKFZp779O175	-0.502
NUP62	-0.171928571428571
MYO18B	-0.5655
PRAMEF1	-0.2805
TCBA1	0.758625
TMEM168	0.674
FJX1	-0.254
CLCF1	0.81675
SEPN1	0.11875
IGSF2	1.03625
NUDCD1	-0.686666666666667
TFF3	3.63516666666667
NDFIP1	0.863071428571429
CHCHD4	-0.5185
TNR	0.1495
CUTA	0.320833333333333
USP44	-4.10675
DPP10	-0.0406666666666667
IWS1	-0.533666666666667
PCGF1	0.167
SULT1C4	-0.3955
NTF5	1.344
PTPN13	0.75575
SSTR5	-0.0245
SFRP1	0.31875
IDH3B	-0.934375
SUOX	1.06766666666667
TMCO5	0.345666666666667
GOLT1B	-0.354
MIB1	0.172
PCDHGB1	2.096
SUSD1	0.309
ICAM5	-3.12683333333333
PAPOLB	-0.18225
URM1	-0.5199
TMEM106B	0.494166666666667
LRIG2	-1.1185
SLC27A5	-1.21425
CLIC6	1.9489
ZNF420	0.786166666666667
SCN9A	-1.46844444444444
KIAA1909	0.52125
ELMOD1	-2.2855
PRKAG1	-0.2805
FAM64A	-1.14144444444444
EEF1G	-0.13535
SMAD5	0.17075
INCENP	-2.1675
WASF2	-1.756
GARS	-1.2869
CDK10	-0.7705
HLX	0.274333333333333
MDM4	0.023625
ZNRF1	-0.879785714285714
HHATL	-0.956333333333333
FAM21C	0.6651
HIST2H3C	1.442
PFDN2	0.236
ZNF200	-0.36
NDN	0.21375
HBA2	-1.67966666666667
FBLN5	2.172125
PUM1	0.391142857142857
TNNT1	-0.601166666666667
C19orf59	0.22
HNRPH2	0.639
RAB7A	0.174833333333333
PMS2	-0.645875
BIRC3	-0.309666666666667
