Hybridization REF	TCGA-E2-A15E-01A-11R-A12D-07
PHOX2B	0.3845
VILL	0.29425
ELOVL7	2.24075
LOC644186	1.7175
PPP3CC	-0.88225
CHST13	-2.82475
WDR40B	0.389
MEA1	0.17
HILS1	0.75625
DLX6	-2.64133333333333
NKG7	1.1015
EMP1	1.384
ACTR6	-0.26425
CHCHD7	-0.479214285714286
COG2	0.9
TCEA2	-0.6138
TARS	-1.44775
FLJ20294	-0.366833333333333
ZNF92	0.68
TRAPPC2L	-0.084
ARHGAP28	-0.45825
CCDC109B	-0.53875
LGTN	0.357833333333333
INGX	0.177666666666667
LOC124446	1.27225
RPS2	-0.95025
C17orf75	-0.811166666666667
NBPF1	0.755
SLC2A8	-0.426416666666667
SNRPE	-1.433
CARD6	-0.5925
IL13RA2	-0.521
CUEDC2	1.285625
C4orf19	1.77425
AOC3	0.948875
MTHFD2	-0.907166666666667
OR5M9	-0.2765
C4orf38	0.74
SS18L2	-0.80625
OAS3	0.2825
LARGE	0.92325
LRIG3	1.74183333333333
LIMA1	1.75725
STARD3	0.6115
VPS39	0.7715
CTAGE6	0.464
ODAM	-1.37925
MORF4L2	0.057625
GSTO2	2.8425
MTFMT	-0.692
PRKAB2	-1.28778571428571
ZNF76	-0.406166666666667
HSPB2	3.926
CRB2	1.198
KLRK1	-2.5735
LYST	0.641625
UBE2M	-0.383333333333333
SLC16A9	0.11425
ZNF281	0.27325
ST8SIA1	0.745375
C9orf105	-1.2
ANKRD46	0.76075
FAM108A3	0.0205
C20orf91	-0.143
ZYX	0.300333333333333
RSPH1	1.181
ZSCAN5	-1.06875
RIMS3	-0.334
KRT76	0.0425
CEACAM4	0.8315
SIRPB1	-0.116
CFHR4	0.1615
SOX3	-2.6145
GATAD1	-0.266
C21orf57	0.15175
TMC8	-0.547166666666667
AVIL	2.0585
LMOD1	3.087
HIGD1A	-0.051125
NEU3	-0.1885
DES	-1.1105
BZW1	-0.3398
ZNF221	0.4125
CCDC27	0.6005
GDAP1	0.85975
RBBP4	0.0755
MGC40499	0.72125
PHKA1	0.22
PRKAR1A	-0.183666666666667
HSD3B1	2.5205
RAD52	-0.539666666666667
CD207	1.0795
LOC389791	0.2525
RSPO1	1.61266666666667
TMEPAI	2.05325
MFSD2	-0.01575
ETV4	-2.17608333333333
SCGN	2.25
LOC391356	0.2625
MPP1	-2.009125
STARD3NL	-0.295
TFAP2D	0.602
CD2AP	-0.173125
CCL20	-5.36
CCDC86	-1.3755
ZFP30	-0.2235
CTBP1	-0.104333333333333
MAK10	-0.462
STXBP5	-0.772166666666667
LOR	1.1625
MAP6D1	0.1155
ARMC7	0.4905
TMEM150	0.6664
NSL1	-0.0275
KIF5A	-1.249125
ASCC2	-0.0418333333333333
PSENEN	1.31116666666667
OPTC	-0.7695
FCRL2	-0.684
KBTBD11	-1.97425
PCK1	-0.732428571428571
CENTD3	-0.9815
MEGF8	0.2065
ALPPL2	-0.697
OBFC2B	0.387833333333333
ZFYVE20	0.130125
GALC	0.946333333333333
CTRB2	-0.05775
C20orf71	-0.0853333333333333
TBKBP1	-0.127166666666667
CAMLG	0.423375
TREML4	0.908
RSAD1	0.0325
TUBA3D	0.4366
KIAA1833	0.3235
PNPLA1	0.1035
LRRC34	-1.38683333333333
CDH26	-1.06383333333333
ZNF167	1.17
ZBTB26	0.4165
VWF	2.7039
VTN	-1.4475
BAD	0.6505
PDS5B	0.527416666666667
ZNF644	-0.154166666666667
SH3GLB2	-0.058375
SMPDL3A	1.1355
NRG2	2.0885
IL15	0.637833333333333
GABARAPL1	0.51
LAT2	0.120777777777778
SLCO1A2	-1.46916666666667
LIG4	0.813166666666667
GSDMDC1	1.2435
BMP4	-0.62
METT10D	0.020875
SYCE1	0.51075
SPANXD	-6.65875
SLC12A9	0.134
MC1R	-1.698
RNF168	-0.73775
TRIM69	1.404
GALNT7	1.294
ISG20L2	-0.13225
KIAA2026	0.8425
TNFAIP8L1	-0.8545
DPY19L2	0.71825
C12orf63	2.6485
PRDX5	0.32225
MED6	-0.137625
TXNDC5	-0.862625
CD46	0.725666666666667
CCK	-2.8085
C17orf48	0.897
ANUBL1	1.363
SIT1	-1.78833333333333
TYSND1	0.495
DEF6	-0.731666666666667
GLT8D4	0.732
UTP14A	0.15575
RPH3AL	1.4745
NXF1	0.301
TRERF1	0.154833333333333
TUBB3	-2.018125
SLC24A2	0.346
SEC22B	-0.276083333333333
ZNF653	0.20175
GGTL3	-1.27733333333333
CDKL2	1.6315
CTF8	-0.222583333333333
EPC1	0.800166666666667
CYP4A11	-0.5025
THRSP	4.44816666666667
LELP1	-0.0851666666666667
TES	0.918
C17orf87	1.2585
FERD3L	-0.313
SH3TC1	-0.371
RAB36	-0.402
CRYGB	-2.254
GRIA3	1.6229
BHLHB9	0.682
C1QTNF9	1.72075
GOPC	-0.166375
PNPLA8	0.443833333333333
ZNF444	0.096
FMO1	4.46325
POLR3C	0.1295
SLC35F3	1.73125
SGCG	-2.8925
DCDC2	-0.632666666666667
NANP	-1.08625
MGC23270	-0.192
BEX4	0.498583333333333
HYDIN	0.5859
RPS6KB2	-0.397
ADRM1	-0.445
BAT3	-0.688
RAB31	0.3450625
SCGB2A1	6.21525
SLC6A14	-1.730625
DDX4	-0.395
PRRC1	0.496
AP3B2	0.887333333333333
TRGV7	-0.279333333333333
TMEM184B	0.06575
ADPRHL1	1.10083333333333
C21orf45	-0.6935
ARNTL	1.878125
AADAT	-0.43475
CCL2	0.0353333333333333
SNTB2	-1.10166666666667
RGS9BP	-1.24225
KPNA1	0.66475
TMEM41B	-0.172333333333333
S100A11	1.19925
DOT1L	-2.596
EFHC2	1.119
CLTC	-0.0445
SRP9	0.945642857142857
ZNF521	0.1935
FAM26F	-1.431
GPR88	3.24066666666667
COL13A1	-0.873666666666667
CHMP4B	-0.3537
SIGLEC6	0.481
NFAM1	0.11225
PVRL2	0.5645
ALKBH4	-0.22325
CCDC93	-0.390125
NXT1	-0.7485
KCNK4	0.583
TROAP	-2.26616666666667
KCNA10	-0.048
CCDC114	0.0823333333333333
RAN	-0.909727272727272
LMTK2	-0.7735
LOC400657	0.7305
UFC1	1.6635
UBE1DC1	-0.543
EEF1A1	0.138833333333333
CHAC1	-0.1875
HMGA2	-5.9949
B3GALTL	0.11425
ING2	0.001
C1orf109	0.2275
INTS3	0.316
ZNF558	0.56775
TRPM4	1.62633333333333
LTB4R	-0.75
ISYNA1	0.51775
LSM7	-1.068
LRRC47	0.1956875
ZNF179	-2.63483333333333
EXDL1	0.164333333333333
SLC4A10	-1.231125
ACSS2	-0.291166666666667
COPS7B	-0.5625
KIAA0040	2.29883333333333
C1orf95	-0.2195
AP1GBP1	0.04075
OR9A2	0.192
FAM71C	0.420666666666667
RIN1	-1.854
ITGA4	-2.2965
DNAJC6	-0.4725
CLOCK	0.961
SLC35A4	0.4755
DSG4	0.36875
LOC26010	-0.468
NSUN2	-0.13025
TMEM86B	-1.0708
C14orf135	-0.07275
KIFC3	-1.35316666666667
PHF5A	0.31225
NCAPH	-2.840125
STK11IP	-1.0915
FLJ42953	0.162
CCDC19	1.22833333333333
ZNF329	0.24125
TAX1BP1	0.26
ZDHHC18	-0.130833333333333
C10orf88	0.33
TMBIM4	0.5306
NMUR1	0.1
KIR2DS4	-0.039625
C9orf90	0.18675
MGC87631	-1.149
KDR	2.474
ST3GAL2	-1.239875
RLN2	1.25516666666667
HPD	-0.61575
MOXD1	-3.35366666666667
PDGFRL	1.93233333333333
SMYD4	-1.10215384615385
FAM103A1	0.441666666666667
MFAP4	0.383166666666667
LOC285141	1.91425
TMEM45B	0.855875
SMCR7L	-0.748857142857143
GZMH	2.74425
CBLN1	-2.3885
CNNM1	-0.812333333333333
PHF17	-0.689583333333333
NUP98	0.653583333333333
RMI1	-1.632
PTPRS	0.5815
ANKRD57	0.239625
CLDN15	-0.2245
OR51A2	-0.117
GUCA2B	0.247
DOCK9	1.2865
ITGB1BP1	-0.5695
DLG2	0.843125
BRAP	-0.021
SESN3	1.31775
ZC3H7B	-0.8415
FAM101A	1.67333333333333
FKSG24	0.02175
ZYG11B	-0.68725
RFC2	-0.70025
SH2D3A	0.320666666666667
DVL3	0.631333333333333
ADFP	-0.565333333333333
KRIT1	0.083625
SERTAD3	1.39633333333333
LEFTY2	-3.577
KRT27	-1.0565
SCFD2	0.65075
MN1	-1.2045
RORA	-0.1855
PTPRD	-0.59025
PIAS2	-0.836166666666667
CYP4X1	5.81833333333333
FBXL15	0.80075
MYH15	-0.812166666666667
CRX	0.628666666666667
TBC1D13	-0.7315
SLC22A17	0.864833333333333
PLK2	0.392833333333333
ARHGAP9	0.5385
EIF1B	-0.011
C20orf185	0.4505
DEFA7P	0.8265
PRIM1	-2.74466666666667
CRYAA	-0.98075
BACE1	0.23875
AGTRL1	0.3995
ACAD9	0.091875
GRASP	-0.13175
RBP4	-2.8575
TFB2M	-0.3225
METTL9	0.1081
ATP5O	-0.50175
SP100	0.1377
CPSF1	0.105833333333333
S100A4	-1.3285
LIME1	-1.1325
GPR137C	0.03175
OR2A2	0.9175
C2orf29	-1.04975
NUP188	-1.01375
SDPR	0.60925
RAI1	-0.170625
RPS20	-0.3418
LAMB1	-1.09025
ADM2	-0.245333333333333
ZNF229	0.94225
DKFZp434K1815	-1.037375
EPN3	1.46166666666667
CLIC3	-0.5495
MEIG1	-0.05575
HMGB4	0.19325
STARD10	1.97725
KLF8	2.4695
EPB41L2	-1.08016666666667
JMJD6	-0.353285714285714
CTSL1	-0.977333333333333
GPR27	0.5275
ELAVL4	0.47725
MMP21	0.4995
PPM1B	-0.115625
SUV39H1	-0.795
AAMP	-0.11325
TUSC4	1.2045
MBD6	-0.22375
KLK13	0.078625
FMNL3	0.7265
TRIM13	0.467916666666667
C15orf5	-1.33325
IQCF1	0.137625
CACNG8	0.4295
SLC35D3	0.418666666666667
ZDHHC9	0.789
ODF3L1	0.22175
C9orf86	-0.7914
TSEN2	-0.637
C17orf64	0.21925
SEPX1	0.5658
TSPO	0.566
SYMPK	-0.423
ADORA1	0.111
TSPAN10	-0.8895
SEMA6C	0.203
RTTN	-0.4501
IL2	-0.0645
ARRDC3	0.177583333333333
TBPL1	-1.50116666666667
STX12	1.09175
MRPL39	-0.732
OR8H3	0.5245
IFIT5	0.486166666666667
CASC5	-2.775125
FAM46A	-0.576833333333333
HPCAL1	-1.15975
CYLC1	1.106
VGLL2	-0.198571428571429
C20orf191	-0.13675
CDH1	1.56891666666667
ITPA	-0.53525
CCDC101	0.46
D15Wsu75e	-0.28975
EDA	-1.38275
CREG1	-0.55025
OR7G2	0.5505
SAP18	1.11766666666667
IFIT1	0.9555
CALML3	2.67983333333333
FLJ37440	1.367
FNDC5	-0.85225
SERPINB6	0.173
JUNB	0.8146
SYS1	1.46775
SCN2A	2.695
ZKSCAN5	-0.3183
WNT7A	-0.095
TSHZ3	2.08225
RNF148	0.375
H6PD	0.391625
CAD	-0.708666666666667
ZNF449	0.47225
DOCK10	0.0055
FAIM2	0.114833333333333
HEXDC	-0.388
PRB1	-0.119
C14orf148	0.4205
ETHE1	1.62425
IRF5	0.0971000000000001
GNMT	2.74433333333333
MGC16291	-0.978375
RPAIN	-0.523
CAGE1	1.999
CNTNAP3	-1.01375
ACTR1B	-0.205
EEF1E1	-0.623
MSX1	-1.781625
ESF1	-1.3583
HSPC171	-0.27475
MRPL2	-0.626166666666667
RDH12	-1.0704
CELP	-0.449
METRNL	-1.3915
C10orf116	3.27066666666667
C19orf48	-0.3745
ZNF346	0.12675
NCR1	-1.624
C10orf64	0.5365
CD52	-0.6245
VPS18	-0.063625
AP4S1	0.607833333333333
NPBWR1	-0.702
TPK1	1.50525
UBA52	-0.0808333333333333
RIPK1	0.689166666666667
CPNE3	1.1003
HSPC159	-0.481375
C8orf38	0.872
LRRC4B	-1.095
PARP10	-0.4952
ANKRD50	1.29275
CXCL9	5.26525
FGF18	-0.446272727272727
EIF2A	-0.521
SLC20A2	1.14216666666667
KIAA1549	0.1405
SPINT1	2.0436
ZNF584	0.0005
CRBN	0.728833333333333
ABCF3	0.221166666666667
NCBP1	-1.1795
PLA2G4F	0.00216666666666665
PCDH10	-1.660875
TTC21A	3.28525
C20orf144	-0.34
FGFR1OP2	-0.574166666666667
SLC9A1	-0.204
CHRND	-0.8235
FOXF1	-4.08375
KIAA1467	2.20625
TPO	2.15833333333333
LTF	2.96964285714286
DNAJB9	0.27675
MRPS27	-0.55425
bA16L21.2.1	0.07625
WBP2	0.00416666666666667
MRGPRX3	-0.314333333333333
PRPF18	0.282
C10orf58	0.7085
SMOC1	-1.9966
ADAT3	-0.123333333333333
TMEM138	0.32625
TMEM131	0.676375
TIMM8B	-0.59325
MYH7	-1.01033333333333
ST6GAL2	1.337625
KIF1C	-0.14325
SUHW2	-2.995
PAPSS1	1.08475
CABP2	-0.172
HOXA4	-0.669
ELF2	0.16425
SEMA3D	0.635
MC5R	0.00399999999999998
OGFR	-0.369
FLJ30092	0.436666666666667
TGFA	-1.0595
MMP17	-0.84625
KIF15	-2.1315
CHIA	0.847
CATSPER3	0.5485
CEACAM7	1.50516666666667
PADI2	2.882375
HOXA9	3.54416666666667
LNX2	1.7245
TMEM144	2.11225
HIF1AN	0.44425
METTL7A	-0.00139999999999997
C6orf165	3.07016666666667
KIAA1468	0.473125
DSG3	3.771
ZNF180	0.3005
EIF4E3	2.07725
SLC46A1	0.305375
DKK1	-3.56766666666667
ZNF205	-0.0288333333333333
LOC162073	0.645055555555556
COX7A1	3.649
MAGEA1	-0.961
NEDD8	0.42275
KLHDC5	-0.146611111111111
C3orf19	-0.447166666666667
MRPS2	-1.04075
POLR3H	0.474357142857143
ABHD11	0.6908
TMEM17	0.6015
PAIP2B	0.084
MAT1A	-3.7395
LGI3	-0.0745
THUMPD2	0.185
TKTL2	-0.3875
XAGE3	-2.01816666666667
CALM3	0.168416666666667
C6orf136	-0.676
KCNC4	0.234666666666667
RGS9	0.9675
ACIN1	-1.60766666666667
SPATS1	0.21525
XKR8	0.0265
FAM84A	1.90525
MS4A7	4.21263636363636
AGXT2L2	0.36
OR1F1	0.563
SMAP1L	-0.768833333333333
IPO11	0.00112499999999995
ZC3H11A	-0.366375
C1orf151	-0.226
RNASEH2A	-1.0475
CCR10	-1.628
TXNDC11	0.329083333333333
TMEM112	0.126375
MAP1B	-0.941571428571429
NVL	-0.37475
PKM2	-0.599
ARC	0.11475
NUP54	-0.3845
PPFIBP2	1.55216666666667
STAT2	0.49675
PTAFR	1.7175
ROBO2	2.9585
RNF40	-0.102166666666667
CCDC135	-0.310333333333333
IFT81	-0.4982
MORF4	0.20275
TM7SF3	-0.171375
OR10H3	-0.0685
ABP1	-0.269875
CHRD	1.245875
PLEKHA8	0.3135
NCALD	2.331
OR5AK2	0.284
ACCN1	0.0525
SLITRK1	-0.1125
ARMET	-0.73325
C9orf52	-0.27075
REEP4	-1.70475
MTSS1	1.359
ADH1B	3.35316666666667
DLD	-0.583
CDK5	-0.0635
PPFIA1	0.4125625
WFDC3	1.92425
DNAJB12	0.654785714285714
RANGRF	-0.6545
MLANA	-5.577
AMY2B	1.0985
KIAA0319	-1.985875
RPS7	-0.423
JAK3	0.31
ARFGEF1	1.166
CXCL5	0.355166666666667
TRAPPC4	-0.51
CETN2	1.10825
HSPC111	-0.73675
RHOBTB3	-1.68688888888889
PHLPP	0.2135
RGS10	-0.471
TMEM58	0.4365
CHERP	-0.4115
HSP90AB3P	-0.6245
FSTL3	-0.563166666666667
PEX11A	2.049
OR5V1	0.4045
FCN3	2.32525
PTPN3	0.501125
NPTX1	-4.809125
C21orf84	-0.57475
C11orf51	0.704375
ZBED2	0.50275
FLJ90757	0.337
NPY2R	6.17025
PLD3	0.231
SYT17	2.78733333333333
SGSM2	-0.3805
OR1A2	0.10175
FOXP1	1.074125
SLC5A1	3.028
POFUT1	-0.8366
EPHB6	-1.98566666666667
MYO1G	-1.906875
STAC	-1.048
KLHL17	-0.8125
RGMA	0.4513
TJP2	-0.587
FAM114A1	-0.642333333333333
SERINC1	0.587416666666667
SLC9A8	-0.079375
PEX19	0.39725
EDN2	2.53675
PSMD7	-1.24666666666667
C3orf41	-3.312
UQCR	-0.513
PPP1R3C	-1.032
LRP4	-1.23316666666667
TM2D1	-0.35525
TTC17	0.392625
C4BPB	-2.792625
CCL25	0.02975
ZNF253	1.006
CHRNA9	-4.05075
SOX11	-2.63475
HIVEP3	1.2555
CGN	1.42525
C3orf35	0.1045
PKD2L1	2.17075
SYVN1	-0.122875
PDE8B	2.153125
LOC439951	-1.44825
LTC4S	2.44533333333333
MIF4GD	0.934833333333333
SMARCA2	0.9004375
TUBGCP6	-0.2715
CABLES1	0.57825
C16orf77	1.53983333333333
ZNF791	1.28325
FUT5	-0.3585
ADH6	-2.42883333333333
P4HB	0.05175
CLDND2	-0.63375
ALKBH8	0.496
PLAC4	-1.931
F11R	0.282785714285714
MGC35295	0.427333333333333
PDZD4	-0.378166666666667
LOC389073	-0.30325
FAM80B	-0.676333333333333
PSMB1	-0.79325
TXN	-1.47083333333333
VIPR1	1.4582
WBSCR18	0.3628
EXOSC6	-0.714666666666667
ACTA2	3.90566666666667
SP5	-1.16491666666667
ANKRD1	-2.82225
DDR1	1.2643
ATP6V1D	0.6185
PTGS1	-0.690916666666667
RNF157	-1.265
DCC	1.44725
SPAG7	0.16475
FBXO18	0.8235
UBE3C	-0.0918
HOXC6	0.59275
LRP2BP	0.2405
MYST2	0.7285
PDSS2	0.4285
ATE1	-0.38
ARAF	0.17275
KLF10	0.86775
PLA2G2E	0.016
ASCL1	-1.28616666666667
TSNAXIP1	1.65875
FAM131B	0.086125
IFNA10	-0.252
NUP43	-0.740125
FAM44B	0.448625
L1TD1	-5.33833333333333
NMD3	0.108166666666667
C18orf54	-1.8297
PHOSPHO1	-0.331
RAG2	-1.897
EMILIN3	0.0705
METTL3	0.3515
VPS13C	0.13225
REXO2	-0.9755
ANXA4	0.207
CA1	-1.50875
DCP1B	-0.03025
TULP3	-1.383
ATP2A2	-0.14
ATIC	-0.3185
ADAM15	-0.649083333333333
NPL	0.3225
LGR4	-0.405375
UEVLD	1.518
GAB1	1.7595
SNAI2	1.272
ZGPAT	-0.6722
SNF1LK	-0.77425
DLEU1	-1.5395
UBE2Q1	0.454875
ZMYM6	0.7265
JPH3	-2.1115
FAM38A	-0.813
PXK	-0.453
DENND2D	1.96425
BAX	-1.30833333333333
CP	0.617272727272727
RPL37	-0.548
G6PC3	0.0755
NCOA4	0.6205
LRRC14	0.137125
GORASP1	0.88225
FCHO2	0.3955
CYP24A1	-3.8054
FXYD3	2.6075
SMARCAL1	0.0845
ABCB8	0.227333333333333
CCDC44	-0.2275
PRDM7	-4.41875
USH1C	0.2505
DNAH5	1.75183333333333
SRF	0.169166666666667
MAL2	2.201
PGPEP1	-0.0303333333333333
SIN3B	-0.9585
SEMA3C	1.9905
GRAMD3	3.23575
FBXO10	-0.405125
OR5D13	0.575
FLJ31818	0.385875
CACNA1I	-0.51975
S100A13	0.4465
TP63	3.17035714285714
ANXA11	0.4196
WDR66	-0.404875
CSF2RB	0.0075
IFI44	-0.40625
DACT1	2.03683333333333
ANKRD23	-1.5745
ATP5G1	-0.2295
C21orf70	-0.783
PPWD1	-0.8
DNAJC13	0.52875
PAH	-4.34483333333333
PTCH2	0.151
TRMU	-1.003
CCDC9	-0.213
USP3	0.1876
DCLRE1C	0.3506
FAM55C	0.8495
FRMD4B	1.7085
CYP2R1	0.32025
RFPL1	-0.1961
XPO5	-0.33125
ARL6IP2	-0.2135
OSBPL5	1.18525
MMP9	1.33581818181818
KIAA0802	-0.85625
DHRS2	0.0898333333333333
SGEF	1.83575
TXNDC10	-0.1549
EXOC6	1.04075
RPS27	-0.121666666666667
PNCK	-0.0973333333333333
FSTL1	-0.152
AACS	2.03425
SLMAP	1.00433333333333
SAMD4A	-0.1273
ABRA	0.142333333333333
SMARCD3	1.493
PKNOX2	-1.59566666666667
A4GNT	-0.478
C9orf39	-1.58766666666667
RALYL	-0.3445
MGC33556	-3.11
C10orf25	-0.1375
BBOX1	5.476
NHEDC1	0.468
XDH	0.9435
GCSH	-1.209
EDN1	2.31366666666667
MTERF	-0.035
CLK4	1.284875
ZNF799	0.8725
KCNG1	-1.53275
CXCR4	-1.109
PTPRR	-2.86675
IRAK1	-1.735
LOC401397	0.1905
TMSB10	0.242571428571429
CXCL3	-2.4546
TMC4	2.2885
OR7A10	-0.508
STYK1	2.1745
CHRNA10	0.38675
CCNI	0.8025
EP300	0.866214285714286
LOC165186	-0.716666666666667
HIC2	-3.6665
SDR-O	-0.499
OR2W1	0.826
KCNA6	-0.144
TRIM74	-1.32975
REEP6	1.77575
ATP5G2	0.8825
ERG	0.204125
TMEM42	0.14625
PARN	0.750666666666667
SOD2	-1.0788125
DIRAS1	0.0323333333333333
PNPT1	-1.3375
JOSD3	-1.428
hCG_40738	-0.5935
PDE1C	-0.30625
SEMA4D	-0.59525
AGPAT1	-0.183833333333333
NOSTRIN	0.305625
MAP3K3	-0.3215
MAX	0.106
CAPS	0.303666666666667
SERPINA12	0.0475
OSBPL8	-0.405625
RICS	1.5266
NR4A2	-0.103666666666667
PPCS	0.892666666666667
LONP1	-1.18375
SCYL3	1.90875
HERC2P2	-0.3385
FIBCD1	-0.219
C15orf41	-1.043
DMC1	-0.629666666666667
C20orf27	-1.16375
RPS6KA5	0.7003
FAHD1	0.1
SLC12A4	0.01725
BRCA1	-2.11775
GBL	-0.1915
SLK	0.332833333333333
NUDT9P1	0.258
NOXO1	3.174
USP52	0.1305
BAZ1B	-0.902
SLCO2B1	1.98375
BBS12	1.31033333333333
LRGUK	0.728
TERF2IP	-0.172
COL1A1	3.9245
KIAA0090	0.133125
GRK5	-0.0135
AP1S2	-2.4741
TMEM52	-0.194833333333333
CA11	0.179625
OR4A15	0.308
ACBD3	-0.1149
SPAG11B	-0.017125
PRDM2	1.2785
FOXP3	0.0802499999999999
SMYD3	0.3513
LOC389199	-0.411
LGI2	0.0261666666666667
NAPE-PLD	0.00859999999999997
ANKRD6	1.1415
WDR45	0.7545
SHROOM1	0.2535
PSCD3	-0.7805
PYY	0.4755
KCNC1	-0.546
ARHGEF9	0.4406
OR8J1	-0.3355
GPR55	-0.266333333333333
NS3BP	-1.2465
C10orf22	0.676
NAT8L	-0.000999999999999999
DUSP4	0.955666666666667
FOXM1	-1.9475
GRAMD2	2.6002
ZBTB48	-0.0255
BUD31	0.3355
PABPC5	0.7875
CCDC41	-1.10525
FBXO11	0.167083333333333
C6orf148	-0.42175
RFXAP	-0.8385
C6orf15	0.157
CDK8	0.4875
C6orf70	0.429125
TESSP2	0.721
ALG2	0.11425
PPP1R3D	-0.254
TPM3	-0.210166666666667
SYT13	0.305
EPB42	-0.493833333333333
CETN3	-0.39175
PRY	-0.0435
NTHL1	0.333666666666667
POLR2B	0.192
RPS28	-0.433
P2RX3	0.327
LYZL4	1.2985
WBP4	0.0478
PMM1	-0.348
C11orf79	0.35025
CBLL1	0.10975
IL1F10	-0.13
VAX2	-0.1675
SETDB1	-0.236666666666667
LRAP	-0.495333333333333
GCLM	-0.346166666666667
CPEB3	1.7695
PPM1A	0.6005625
INTS1	-1.156
CAMTA1	1.06891666666667
SAMSN1	-2.18025
LOC158830	-3.34816666666667
GMPPA	-0.10825
AIPL1	0.600333333333333
IL24	1.064
BDKRB1	-1.5845
MLF1	0.7478
TAF12	-0.1335
ID1	-3.644625
THADA	0.080125
PIK3CB	0.5465
OR4N5	-0.00949999999999998
TBC1D17	-0.329
COX8A	-0.4415
CDCA4	-0.4795
C2orf44	-0.669
ZNF534	-0.44575
IMMP1L	0.087
NIPSNAP3B	0.815625
FTMT	0.899
PWP2	-0.7745
MMP15	-0.9963
DNAH11	-1.8635
MTMR14	-0.1825
DNAL4	1.15775
IPP	0.2425
TMEM59	0.24875
C1orf157	0.399
RGS4	0.979166666666667
DDX18	-0.836
SNX6	0.205
ZNHIT2	0.178166666666667
NCDN	0.211166666666667
FLJ33534	1.346
RAG1	-2.183
OR4D10	0.0235
PTPN5	-0.131333333333333
POMT1	0.00787500000000001
LRRC8A	-0.7435
CYP1A1	-0.622
CAPN1	0.113333333333333
DDHD2	-0.737625
GRIK2	-0.1175
GNRHR	0.17
PPBP	0.16775
HTR3A	-0.46
SLITRK4	0.79
ANKRD49	0.22375
BTF3	-0.172
SARS	0.17775
C13orf18	0.064
CACNB1	0.0851428571428571
QKI	-0.22885
SETMAR	1.493125
MAN2B1	1.12266666666667
EML3	-0.287
ACADL	3.42333333333333
OFD1	0.100125
DEFB114	1.366
CGA	-4.5063
PEX16	0.0821666666666667
LRRC10	-0.62
GNG12	0.047
C1orf152	-0.521833333333333
CHRM1	0.687
CD53	-0.43175
DBH	-0.538
TFAP2B	3.536375
HIST1H2BJ	-0.127833333333333
FAM46D	0.9105
TMEM11	-0.20775
C3orf32	-2.44875
PCCB	0.42675
IPO13	0.3475
C6orf105	-1.50825
COMMD5	1.06
SUV420H1	-0.3502
LTBR	0.38125
ARHGAP15	-0.837625
HDHD2	0.09575
TDRKH	-0.00683333333333334
LOC401052	1.6885
PSG4	-0.41125
GNB4	-0.5462
SPATA4	2.879
SLC9A3	0.463
OSBP	0.466333333333333
NBPF3	0.0152500000000001
DOCK11	-1.3265
SLC39A5	-1.36383333333333
PRR5	-0.077
C10orf63	0.702125
SMTNL2	-1.6245
ADRA1A	0.16
ASAH1	1.3167
DOM3Z	-0.0447
GIPR	0.182166666666667
AHI1	-0.62975
NADSYN1	0.822
RGS14	-0.03
IL18BP	0.5008
RTN4RL1	1.76375
ARMC6	-0.27325
PSMD5	0.116333333333333
HK3	0.6668
OR4S1	-0.11425
RSU1	0.8185
MAD2L1	-2.17077777777778
EIF4A3	0.03575
DLEC1	-0.1285
E4F1	0.0838333333333334
CHMP2B	0.7843
CAMSAP1	-0.61325
RPS21	-0.641166666666667
ARID5A	0.4745
UBE2N	-0.0058
IGSF8	0.8245
MAGEB6	-2.255
ACAD11	-0.619
MGC4172	-0.48075
LMO4	0.26125
KLKB1	1.0605
HP	-0.9345
HDAC3	0.26275
SCHIP1	0.39325
CLCA1	2.0055
OLFML2A	0.7275
C1orf112	-1.06475
KIF19	0.8615
HAPLN4	0.2956
CXCR7	-0.951666666666667
GOT2	-0.7423
RAB38	0.737875
DCX	2.162
PPM1H	0.947916666666667
NFYC	-0.401166666666667
KIN	0.085125
ZNF228	1.0895
PLSCR4	2.06716666666667
HIG2	0.674
FAM79B	5.359
C21orf86	-0.473
KCNK10	-1.1735
ZNF738	-0.5485
FSTL5	-0.860666666666667
OR6A2	0.5555
OTOA	0.636333333333333
EXOC1	0.4775
AHRR	-3.10175
PDAP1	-1.71925
C19orf6	-0.866375
ZAN	0.11025
LY6G6E	0.1465
EIF4E2	-1.0045
C20orf198	0.84975
ZNF324	0.5045
CYP3A5	-3.44966666666667
ENTPD7	0.713166666666667
MBOAT5	1.04816666666667
GJB5	-0.963
TTC13	-0.2115
S100Z	-1.52566666666667
KIAA0664	-0.588833333333333
PDGFRB	1.30758333333333
IL17D	-1.0785
OR56B4	0.3785
RDX	-1.6485
SLC34A3	-0.3105
IL28B	0.5385
JUND	-0.18475
CHRNB1	0.421875
CAMK2B	1.72475
FETUB	-1.62225
CXorf23	0.65875
MRTO4	-0.6985
TTC3	0.1987
NDUFB8	-0.748666666666667
EDG2	-0.44025
SEMA3G	0.21375
IL23A	-2.174
GRHL1	1.7262
LOC441054	-0.3965
WDR65	0.42275
PSTK	-0.27275
STOML3	0.4285
R3HDM2	-0.281
C5	-1.4955
SLC2A10	0.238166666666667
C3orf22	0.22975
PAQR3	-1.24015384615385
ANKRD26	-0.437583333333333
HCRTR1	-0.319
