Hybridization REF	TCGA-BH-A18R-11A-42R-A12D-07
TRIM55	0.56775
GJB3	-0.256166666666667
PRSS35	0.50725
SCRG1	1.95775
ZDHHC24	-1.15
DUSP26	1.5975
C1orf51	0.21375
DNAJC3	-1.25816666666667
LITAF	1.06925
ZNF410	-0.217
AFP	-1.63866666666667
ZW10	-1.11525
PHOX2B	-0.651
VILL	-0.59675
ELOVL7	0.030375
LOC644186	0.9775
PPP3CC	0.19275
CHST13	-1.19825
WDR40B	1.0785
MEA1	-0.54175
HILS1	-0.32425
DLX6	-0.654333333333333
NKG7	1.18733333333333
EMP1	2.62075
ACTR6	0.98375
CHCHD7	-0.130428571428571
COG2	-1.0361
TCEA2	-0.8188
TARS	-1.3875
FLJ20294	0.859
ZNF92	1.160375
TRAPPC2L	-0.8062
ARHGAP28	0.131
CCDC109B	0.12475
LGTN	-0.513166666666667
INGX	0.457333333333333
LOC124446	0.58425
RPS2	-1.3175
C17orf75	-0.628333333333333
NBPF1	-1.0575
SLC2A8	-1.18783333333333
SNRPE	-0.85925
CARD6	1.01875
IL13RA2	-1.219875
CUEDC2	-0.518375
C4orf19	0.47625
AOC3	3.61225
MTHFD2	-2.00483333333333
OR5M9	1.6155
C4orf38	1.73616666666667
SS18L2	0.1225
OAS3	-0.626833333333333
LARGE	-0.24575
LRIG3	2.04216666666667
LIMA1	1.5325
STARD3	-1.18766666666667
VPS39	-1.327125
CTAGE6	-1.0525
ODAM	-0.72575
MORF4L2	-0.034375
GSTO2	1.0095
MTFMT	-0.43175
PRKAB2	-2.03657142857143
ZNF76	-1.65333333333333
HSPB2	5.1345
CRB2	-0.538
KLRK1	1.1245
LYST	1.613
UBE2M	-2.4105
SLC16A9	-0.319
ZNF281	0.467
ST8SIA1	1.658
C9orf105	-0.7755
ANKRD46	1.81075
FAM108A3	-1.292
C20orf91	0.66675
ZYX	-0.3135
RSPH1	0.6925
ZSCAN5	-0.47375
RIMS3	-0.0665
KRT76	1.2135
CEACAM4	1.56266666666667
SIRPB1	0.988625
CFHR4	0.9945
SOX3	-2.50616666666667
GATAD1	-1.2515
C21orf57	-0.5345
TMC8	1.67416666666667
AVIL	0.2635
LMOD1	4.0835
HIGD1A	0.109375
NEU3	0.2495
DES	-0.1235
BZW1	-1.0012
ZNF221	-0.12
CCDC27	0.3165
GDAP1	-0.656
RBBP4	-0.10475
MGC40499	0.03925
PHKA1	-2.140375
PRKAR1A	0.211666666666667
HSD3B1	0.48125
RAD52	-1.273
CD207	0.419
LOC389791	0.378
RSPO1	2.38866666666667
TMEPAI	0.986375
MFSD2	-0.947
ETV4	-1.61675
SCGN	2.71
LOC391356	0.25875
MPP1	-0.065
STARD3NL	0.2295
TFAP2D	0.203
CD2AP	0.028625
CCL20	-3.68783333333333
CCDC86	-1.7015
ZFP30	-0.60025
CTBP1	-0.560583333333333
MAK10	-0.977333333333333
STXBP5	-1.7925
LOR	0.5126
MAP6D1	0.915125
ARMC7	-1.1095
TMEM150	0.6559
NSL1	-0.621
KIF5A	0.04725
ASCC2	-0.4035
PSENEN	-0.283333333333333
OPTC	0.227
FCRL2	0.5245
KBTBD11	1.2755
PCK1	2.65875
CENTD3	-0.38175
MEGF8	0.061125
ALPPL2	2.4915
OBFC2B	0.0665
ZFYVE20	0.816375
GALC	1.41833333333333
CTRB2	2.5975
C20orf71	0.4865
TBKBP1	2.3895
CAMLG	0.561125
TREML4	1.727
RSAD1	-0.5205
TUBA3D	-0.3199
KIAA1833	0.104125
PNPLA1	0.292
LRRC34	0.363333333333333
CDH26	-0.677333333333333
ZNF167	1.32633333333333
ZBTB26	-0.6403
VWF	3.9534
VTN	1.53916666666667
BAD	-1.0725
PDS5B	1.02533333333333
ZNF644	-0.493833333333333
SH3GLB2	-1.741875
SMPDL3A	1.5096
NRG2	1.13825
IL15	0.801833333333333
GABARAPL1	0.619
LAT2	-0.0494
SLCO1A2	-0.7735
LIG4	-0.871333333333333
GSDMDC1	-1.596125
BMP4	-0.7785
METT10D	-0.04175
SYCE1	0.3835
SPANXD	-5.5065
SLC12A9	-1.39866666666667
MC1R	-1.5385
RNF168	-0.97825
TRIM69	1.0265
GALNT7	0.938833333333333
ISG20L2	-2.11675
KIAA2026	0.6065
TNFAIP8L1	-2.181
DPY19L2	-0.89275
C12orf63	0.051
PRDX5	-0.640625
MED6	-1.343875
TXNDC5	1.197875
CD46	1.56591666666667
CCK	4.6025
C17orf48	0.15875
ANUBL1	1.08325
SIT1	-1.1615
TYSND1	-1.34733333333333
DEF6	-1.41816666666667
GLT8D4	-0.5355
UTP14A	-0.767375
RPH3AL	0.40525
NXF1	-0.939333333333333
TRERF1	-0.452666666666667
TUBB3	-1.045
SLC24A2	0.279
SEC22B	3.23916666666667
ZNF653	-2.5665
GGTL3	-0.950166666666667
CDKL2	0.72225
CTF8	-0.907916666666667
EPC1	0.914166666666667
CYP4A11	1.99916666666667
THRSP	6.8455
LELP1	3.26816666666667
TES	-0.52425
C17orf87	0.656
FERD3L	0.91075
SH3TC1	-0.981
RAB36	0.023
CRYGB	0.5185
GRIA3	2.6154
BHLHB9	0.0575
C1QTNF9	2.4655
GOPC	0.3335
PNPLA8	-0.2366
ZNF444	-0.66875
FMO1	3.33625
POLR3C	-0.46425
SLC35F3	2.833
SGCG	0.9425
DCDC2	-0.826333333333333
NANP	-1.90975
MGC23270	0.4325
BEX4	1.778
HYDIN	0.3421
RPS6KB2	-0.98175
ADRM1	-1.50883333333333
BAT3	-2.07525
RAB31	-1.0201875
SCGB2A1	6.230875
SLC6A14	-1.1545
DDX4	-0.159
PRRC1	-1.4795
AP3B2	-0.2405
TRGV7	0.188666666666667
TMEM184B	-0.5775
ADPRHL1	-0.313333333333333
C21orf45	-1.430375
ARNTL	0.563125
AADAT	-0.58725
CCL2	1.60833333333333
SNTB2	-1.0335
RGS9BP	-1.441
KPNA1	-0.314
TMEM41B	-0.733666666666667
S100A11	-0.0841666666666667
DOT1L	-3.0345
EFHC2	0.1065
CLTC	-0.405
SRP9	0.5255
ZNF521	1.77625
FAM26F	-1.498
GPR88	2.225
COL13A1	-0.277333333333333
CHMP4B	-1.1797
SIGLEC6	0.515
NFAM1	1.46425
PVRL2	-1.9334
ALKBH4	-1.6585
CCDC93	-0.4574375
NXT1	-0.872
KCNK4	3.2135
TROAP	-1.04583333333333
KCNA10	0.6465
CCDC114	1.31083333333333
RAN	-0.75325
LMTK2	-2.0675
LOC400657	0.7355
UFC1	1.337
UBE1DC1	-0.723
EEF1A1	1.94644444444444
CHAC1	-0.006
HMGA2	-5.4214
B3GALTL	-0.5565
ING2	0.127
C1orf109	-0.75625
INTS3	0.504625
ZNF558	0.8285
TRPM4	-0.785833333333333
LTB4R	-0.21
ISYNA1	-1.379
LSM7	-0.82125
LRRC47	-0.441875
ZNF179	-0.745166666666667
EXDL1	0.1005
SLC4A10	-0.193
ACSS2	0.0926666666666667
COPS7B	-0.7115
KIAA0040	0.157
C1orf95	0.372
AP1GBP1	-0.4365
OR9A2	0.6525
FAM71C	0.408666666666667
RIN1	-0.6295
ITGA4	-2.1475
DNAJC6	0.1805
CLOCK	0.278166666666667
SLC35A4	-0.208333333333333
DSG4	-0.05775
LOC26010	-0.5615
NSUN2	-1.35675
TMEM86B	-1.7759
C14orf135	0.14225
KIFC3	-1.50116666666667
PHF5A	-0.83475
NCAPH	-2.998625
STK11IP	-1.3955
FLJ42953	-0.74025
CCDC19	-0.9355
ZNF329	1.115875
TAX1BP1	0.092
ZDHHC18	-2.03583333333333
C10orf88	0.32275
TMBIM4	1.2965
NMUR1	2.7215
KIR2DS4	0.546625
C9orf90	-0.2065
MGC87631	0.9095
KDR	2.6873
ST3GAL2	-1.269875
RLN2	-0.306833333333333
HPD	-0.1285
MOXD1	-1.81383333333333
PDGFRL	3.67766666666667
SMYD4	-1.51378571428571
FAM103A1	0.579333333333333
MFAP4	2.67866666666667
LOC285141	2.21775
TMEM45B	-2.1905
SMCR7L	-1.13607142857143
GZMH	1.96375
CBLN1	-2.10283333333333
CNNM1	0.367
PHF17	0.137833333333333
NUP98	-1.03441666666667
RMI1	-0.6505
PTPRS	0.858625
ANKRD57	0.900125
CLDN15	1.062
OR51A2	-0.853
GUCA2B	0.472
DOCK9	2.006
ITGB1BP1	-0.0475
DLG2	-0.352625
BRAP	-0.60325
SESN3	-0.78225
ZC3H7B	0.91875
FAM101A	0.9825
FKSG24	-1.69125
ZYG11B	-1.011375
RFC2	-2.13175
SH2D3A	-1.17116666666667
DVL3	-0.522
ADFP	0.223166666666667
KRIT1	-0.8475
SERTAD3	0.535833333333333
LEFTY2	-2.1735
KRT27	-0.1195
SCFD2	-0.71525
MN1	0.68675
RORA	-0.34375
PTPRD	-0.031
PIAS2	0.703666666666667
CYP4X1	6.47466666666667
FBXL15	-1.122
MYH15	1.812
CRX	0.458833333333333
TBC1D13	0.0625
SLC22A17	0.979333333333333
PLK2	2.391
ARHGAP9	-0.231
EIF1B	0.8655
C20orf185	0.4795
DEFA7P	0.064
PRIM1	-1.84883333333333
CRYAA	-1.01675
BACE1	0.6215
AGTRL1	1.19983333333333
ACAD9	-0.643
GRASP	0.79125
RBP4	1.37516666666667
TFB2M	-0.44875
METTL9	-0.5815
ATP5O	-0.20125
SP100	0.8853
CPSF1	-2.25466666666667
S100A4	0.20175
LIME1	0.00200000000000006
GPR137C	-1.1565
OR2A2	0.1405
C2orf29	-2.10125
NUP188	-1.30925
SDPR	3.373
RAI1	-1.5955
RPS20	0.4829
LAMB1	0.89775
ADM2	-0.352666666666667
ZNF229	0.196
DKFZp434K1815	-2.202875
EPN3	0.613333333333333
CLIC3	-2.77025
MEIG1	-1.2675
HMGB4	1.13125
STARD10	-1.2595
KLF8	2.3455
EPB41L2	1.16033333333333
JMJD6	-1.43825
CTSL1	-0.214666666666667
GPR27	-0.3305
ELAVL4	0.4445
MMP21	0.452
PPM1B	0.779625
SUV39H1	-2.202
AAMP	-1.545
TUSC4	-0.2935
MBD6	0.125
KLK13	-0.4965
FMNL3	0.493833333333333
TRIM13	0.2245
C15orf5	0.3
IQCF1	0.622428571428571
CACNG8	0.2795
SLC35D3	0.315
ZDHHC9	-0.5605
ODF3L1	0.3805
C9orf86	-2.336
TSEN2	-1.09375
C17orf64	-0.60975
SEPX1	-0.9492
TSPO	-0.387333333333333
SYMPK	-1.52
ADORA1	-0.22275
TSPAN10	1.551
SEMA6C	0.569
RTTN	-0.4301
IL2	0.710666666666667
ARRDC3	1.2875
TBPL1	-0.4965
STX12	1.2265
MRPL39	0.03075
OR8H3	0.187
IFIT5	1.307
CASC5	-3.31642857142857
FAM46A	-0.842
HPCAL1	2.757
CYLC1	0.49
VGLL2	0.915625
C20orf191	-0.40375
CDH1	1.55675
ITPA	-1.61425
CCDC101	-1.13225
D15Wsu75e	-2.31225
EDA	-2.88975
CREG1	-0.29825
OR7G2	0.6985
SAP18	1.72983333333333
IFIT1	2.569
CALML3	1.24766666666667
FLJ37440	1.7195
FNDC5	0.39125
SERPINB6	0.474642857142857
JUNB	1.6861
SYS1	0.59625
SCN2A	0.473166666666667
ZKSCAN5	-1.308
WNT7A	0.138666666666667
TSHZ3	3.147
RNF148	0.37175
H6PD	1.143625
CAD	-2.37583333333333
ZNF449	1.16525
DOCK10	-1.7765
FAIM2	0.285833333333333
HEXDC	-1.8915
PRB1	0.369
C14orf148	0.145
ETHE1	0.50075
IRF5	-0.9362
GNMT	0.9755
MGC16291	0.23275
RPAIN	-0.115857142857143
CAGE1	0.2845
CNTNAP3	-0.915875
ACTR1B	-1.1055
EEF1E1	-1.4985
MSX1	-1.248375
ESF1	-0.7118
HSPC171	-0.4725
MRPL2	-0.792333333333333
RDH12	1.7255
CELP	-0.1195
METRNL	-1.02675
C10orf116	5.90116666666667
C19orf48	-1.138
ZNF346	0.104375
NCR1	-1.1025
C10orf64	0.0105
CD52	0.37925
VPS18	-0.12725
AP4S1	0.00649999999999995
NPBWR1	2.4765
TPK1	1.213
UBA52	-0.284722222222222
RIPK1	-0.343833333333333
CPNE3	-0.2106
HSPC159	0.229
C8orf38	-0.688
LRRC4B	-0.1065
PARP10	-0.5921
ANKRD50	-0.275875
CXCL9	2.5465
FGF18	-0.517363636363636
EIF2A	1.090625
SLC20A2	0.4815
KIAA1549	-1.21775
SPINT1	1.2304
ZNF584	-1.1075
CRBN	0.274333333333333
ABCF3	-1.37
NCBP1	-1.70233333333333
PLA2G4F	3.51883333333333
PCDH10	0.3405
TTC21A	-0.4255
C20orf144	1.6385
FGFR1OP2	0.224333333333333
SLC9A1	-0.394
CHRND	0.8455
FOXF1	-2.00925
KIAA1467	0.27575
TPO	1.6238
LTF	5.02707142857143
DNAJB9	1.41875
MRPS27	-1.46125
bA16L21.2.1	0.62325
WBP2	1.11683333333333
MRGPRX3	-1.0245
PRPF18	0.922
C10orf58	2.2145
SMOC1	-1.3004
ADAT3	0.654333333333333
TMEM138	-1.02625
TMEM131	-0.707625
TIMM8B	0.02575
MYH7	-0.225166666666667
ST6GAL2	1.101625
KIF1C	1.0195
SUHW2	2.4845
PAPSS1	0.67675
CABP2	1.9045
HOXA4	1.85025
ELF2	1.00975
SEMA3D	1.9706
MC5R	0.8365
OGFR	1.525
FLJ30092	-0.778666666666667
TGFA	0.0067
MMP17	3.14425
KIF15	-4.18575
CHIA	0.569
CATSPER3	-1.4365
CEACAM7	1.19925
PADI2	0.665125
HOXA9	2.79666666666667
LNX2	0.520333333333333
TMEM144	1.24325
HIF1AN	-0.31625
METTL7A	1.0669
C6orf165	0.876
KIAA1468	0.48875
DSG3	0.12
ZNF180	1.10216666666667
EIF4E3	1.524625
SLC46A1	0.45725
DKK1	-2.5736
ZNF205	2.309
LOC162073	-0.536166666666667
COX7A1	6.426
MAGEA1	-3.86583333333333
NEDD8	0.195583333333333
KLHDC5	-1.20788888888889
C3orf19	-0.45
MRPS2	-1.615
POLR3H	-0.733357142857143
ABHD11	-0.9499
TMEM17	1.44925
PAIP2B	0.4898
MAT1A	-2.388
LGI3	1.55375
THUMPD2	0.432
TKTL2	1.7605
XAGE3	-0.864833333333333
CALM3	0.956333333333334
C6orf136	-1.34583333333333
KCNC4	1.17033333333333
RGS9	1.31916666666667
ACIN1	-0.693166666666667
SPATS1	0.237
XKR8	-0.752
FAM84A	0.83375
MS4A7	2.471
AGXT2L2	0.2585
OR1F1	0.7405
SMAP1L	-0.624916666666667
IPO11	1.38175
ZC3H11A	0.215875
C1orf151	-0.246375
RNASEH2A	-2.5295
CCR10	-1.0675
TXNDC11	-1.05925
TMEM112	1.014875
MAP1B	-1.14185714285714
NVL	-0.89825
PKM2	-0.0720999999999999
ARC	-1.72225
NUP54	0.307
PPFIBP2	0.902666666666667
STAT2	0.98375
PTAFR	-0.18
ROBO2	0.307375
RNF40	-0.032
CCDC135	0.4695
IFT81	-0.9959
MORF4	0.23825
TM7SF3	-0.415625
OR10H3	1.572
ABP1	3.503875
CHRD	1.01125
PLEKHA8	-0.719666666666667
NCALD	3.01258333333333
OR5AK2	0.2245
ACCN1	1.1056
SLITRK1	2.716
ARMET	-0.73925
C9orf52	-0.20875
REEP4	-1.879
MTSS1	1.174125
ADH1B	5.84866666666667
DLD	0.4185
CDK5	-1.5485
PPFIA1	-0.7490625
WFDC3	1.445
DNAJB12	-0.0734285714285714
RANGRF	-0.457
MLANA	-2.98
AMY2B	2.179
KIAA0319	-1.992875
RPS7	0.238
JAK3	0.6082
ARFGEF1	0.63425
CXCL5	0.798
TRAPPC4	-0.44725
CETN2	0.8585
HSPC111	-1.7215
RHOBTB3	-0.5214
PHLPP	-0.872
RGS10	0.108
TMEM58	-0.6505
CHERP	-1.475
HSP90AB3P	-1.38466666666667
FSTL3	-0.597666666666667
PEX11A	1.0635
OR5V1	0.7135
FCN3	0.82925
PTPN3	-0.63425
NPTX1	-5.17975
C21orf84	-0.8545
C11orf51	0.860875
ZBED2	0.49175
FLJ90757	-1.011
NPY2R	6.68075
PLD3	-0.47725
SYT17	1.42333333333333
SGSM2	-2.12875
OR1A2	1.581
FOXP1	0.906375
SLC5A1	2.10575
POFUT1	-1.0093
EPHB6	-2.56866666666667
MYO1G	-2.048
STAC	-0.3579
KLHL17	1.01666666666667
RGMA	5.1779
TJP2	-1.2218
FAM114A1	-0.424
SERINC1	3.16241666666667
SLC9A8	-0.793375
PEX19	0.917375
EDN2	-0.9275
PSMD7	-1.00744444444444
C3orf41	0.24525
UQCR	-0.38875
PPP1R3C	1.1865
LRP4	-1.47733333333333
TM2D1	0.61725
TTC17	-0.532625
C4BPB	-3.710875
CCL25	-0.0105
ZNF253	0.268666666666667
CHRNA9	-2.317
SOX11	-0.80425
HIVEP3	2.3055
CGN	0.297916666666667
C3orf35	-0.34225
PKD2L1	-0.0005
SYVN1	-0.551625
PDE8B	-0.02975
LOC439951	-0.10425
LTC4S	1.5795
MIF4GD	-0.544666666666667
SMARCA2	2.167
TUBGCP6	-1.53483333333333
CABLES1	-0.157625
C16orf77	1.37816666666667
ZNF791	-0.24825
FUT5	-0.744
ADH6	-1.5596
P4HB	-1.769
CLDND2	1.29125
ALKBH8	-0.858
PLAC4	0.50225
F11R	0.233642857142857
MGC35295	-0.268333333333333
PDZD4	0.117666666666667
LOC389073	-0.23675
FAM80B	-0.4705
PSMB1	-0.285875
TXN	-0.795833333333333
VIPR1	0.6987
WBSCR18	-0.9417
EXOSC6	-1.01266666666667
ACTA2	6.28916666666667
SP5	-2.22458333333333
ANKRD1	-1.771
DDR1	-0.2246
ATP6V1D	0.37225
PTGS1	-1.84608333333333
RNF157	1.12675
DCC	0.533
SPAG7	-0.4145
FBXO18	-0.756
UBE3C	-1.61277777777778
HOXC6	1.32225
LRP2BP	-0.3425
MYST2	-1.2085
PDSS2	-0.54975
ATE1	-0.65075
ARAF	-1.4445
KLF10	1.649
PLA2G2E	-0.836
ASCL1	2.031
TSNAXIP1	-1.71225
FAM131B	0.360571428571429
IFNA10	-0.83
NUP43	-1.11425
FAM44B	-0.762875
L1TD1	-4.68316666666667
NMD3	-0.59475
C18orf54	-0.2336
PHOSPHO1	-0.1005
RAG2	-1.8065
EMILIN3	3.2615
METTL3	-1.2095
VPS13C	0.37375
REXO2	-0.75825
ANXA4	-0.14425
CA1	0.19575
DCP1B	-0.096
TULP3	-1.245
ATP2A2	0.528571428571429
ATIC	-1.378
ADAM15	-0.51475
NPL	-0.367333333333333
LGR4	1.098625
UEVLD	-0.451166666666667
GAB1	0.0257500000000001
SNAI2	1.36016666666667
ZGPAT	-1.4399
SNF1LK	-0.24575
DLEU1	-1.5505
UBE2Q1	-0.635
ZMYM6	-0.4770625
JPH3	-0.9675
FAM38A	0.167583333333333
PXK	-0.0696666666666667
DENND2D	0.90825
BAX	-0.8925
CP	-3.68727272727273
RPL37	1.512
G6PC3	0.6535
NCOA4	0.461166666666667
LRRC14	-0.651375
GORASP1	-1.52075
FCHO2	0.455375
CYP24A1	-1.6417
FXYD3	0.923375
SMARCAL1	-1.61825
ABCB8	-1.62866666666667
CCDC44	-1.08175
PRDM7	-0.853666666666666
USH1C	-0.59025
DNAH5	0.5168
SRF	0.77625
MAL2	1.55916666666667
PGPEP1	0.685583333333333
SIN3B	-1.4805
SEMA3C	1.31833333333333
GRAMD3	2.92475
FBXO10	-0.734375
OR5D13	0.967
FLJ31818	0.270875
CACNA1I	0.0225
S100A13	0.9525
TP63	3.17607142857143
ANXA11	0.3392
WDR66	0.05225
CSF2RB	0.6655
IFI44	0.42425
DACT1	0.2465
ANKRD23	-1.1645
ATP5G1	-1.45733333333333
C21orf70	-1.41883333333333
PPWD1	-0.19925
DNAJC13	-0.1355
PAH	-5.5716
PTCH2	0.41325
TRMU	-1.70675
CCDC9	-1.2
USP3	-0.8347
DCLRE1C	-0.203
FAM55C	-0.21125
FRMD4B	0.36725
CYP2R1	-0.47825
RFPL1	-0.0148
XPO5	-2.131
ARL6IP2	-0.222
OSBPL5	0.011
MMP9	0.3961
KIAA0802	0.166375
DHRS2	-4.20666666666667
SGEF	-0.2985
TXNDC10	-0.8284
EXOC6	-0.99425
RPS27	0.992666666666667
PNCK	-0.107333333333333
FSTL1	0.262
AACS	-0.966
SLMAP	0.0296666666666666
SAMD4A	-0.872
ABRA	-0.421
SMARCD3	0.72325
PKNOX2	-2.37316666666667
A4GNT	0.077
C9orf39	-1.35066666666667
RALYL	0.981
MGC33556	-2.137
C10orf25	-0.7805
BBOX1	7.06675
NHEDC1	0.97975
XDH	-0.16275
GCSH	0.18
EDN1	0.556666666666667
MTERF	-0.7135
CLK4	1.444125
ZNF799	0.334666666666667
KCNG1	-0.983875
CXCR4	-0.6965
PTPRR	-2.42525
IRAK1	-0.94
LOC401397	0.33775
TMSB10	0.653571428571429
CXCL3	0.1984
TMC4	-0.7175
OR7A10	0.7515
STYK1	0.7215
CHRNA10	2.6505
CCNI	0.28375
EP300	-0.910928571428571
LOC165186	0.4344
HIC2	-1.8375
SDR-O	-0.059
OR2W1	0.221
KCNA6	0.9135
TRIM74	4.65575
REEP6	0.65025
ATP5G2	-0.428
ERG	1.13675
TMEM42	0.437
PARN	-1.5145
SOD2	-0.1866875
DIRAS1	0.607333333333333
PNPT1	-1.60075
JOSD3	-0.3435
hCG_40738	-0.7895
PDE1C	-0.42775
SEMA4D	-0.840375
AGPAT1	-0.168
NOSTRIN	2.171375
MAP3K3	-0.0686666666666667
MAX	0.1205
CAPS	-1.05566666666667
SERPINA12	1.5
OSBPL8	-0.52325
RICS	0.652
NR4A2	1.20533333333333
PPCS	1.43916666666667
LONP1	-3.426
SCYL3	0.73125
HERC2P2	-0.584166666666667
FIBCD1	5.4445
C15orf41	-0.88025
DMC1	-1.73233333333333
C20orf27	-1.693
RPS6KA5	0.4326
FAHD1	-0.849333333333333
SLC12A4	-1.3
BRCA1	-2.02525
GBL	-1.39625
SLK	-0.225666666666667
NUDT9P1	-0.315
NOXO1	0.1355
USP52	-1.085
BAZ1B	-0.831875
SLCO2B1	2.5085
BBS12	1.61733333333333
LRGUK	-0.5042
TERF2IP	0.41875
COL1A1	1.16
KIAA0090	-0.159125
GRK5	0.155666666666667
AP1S2	-0.8655
TMEM52	0.944166666666667
CA11	1.56
OR4A15	0.729166666666667
ACBD3	0.3844
SPAG11B	1.149375
PRDM2	0.8796
FOXP3	0.93625
SMYD3	-1.401
LOC389199	2.1725
LGI2	-0.221333333333333
NAPE-PLD	-0.7112
ANKRD6	1.9745
WDR45	-0.770166666666667
SHROOM1	-1.03925
PSCD3	-2.1015
PYY	0.856
KCNC1	-1.505
ARHGEF9	0.0912
OR8J1	-0.0545
GPR55	0.304333333333333
NS3BP	-2.0325
C10orf22	0.379666666666667
NAT8L	0.9955
DUSP4	-0.9785
FOXM1	-3.90383333333333
GRAMD2	1.9653
ZBTB48	-0.388833333333333
BUD31	-1.119
PABPC5	1.4075
CCDC41	-0.9985
FBXO11	-0.0712499999999999
C6orf148	-0.24775
RFXAP	-0.09475
C6orf15	0.4028
CDK8	-1.28
C6orf70	-0.030125
TESSP2	1.133
ALG2	-0.14
PPP1R3D	-0.615
TPM3	-1.03933333333333
SYT13	-2.309
EPB42	1.93
CETN3	0.0975
PRY	2.3145
NTHL1	-1.42466666666667
POLR2B	-0.234
RPS28	0.310833333333333
P2RX3	2.8995
LYZL4	1.07975
WBP4	0.6855
PMM1	0.0665
C11orf79	-0.01425
CBLL1	-0.58325
IL1F10	1.671
VAX2	0.7455
SETDB1	-0.960666666666667
LRAP	-1.4205
GCLM	-0.226166666666667
CPEB3	1.3395
PPM1A	0.3760625
INTS1	-1.066
CAMTA1	0.445333333333333
SAMSN1	-2.62875
LOC158830	-2.073
GMPPA	-2.008875
AIPL1	2.45533333333333
IL24	0.156833333333333
BDKRB1	-2.55766666666667
MLF1	0.8176
TAF12	-0.175
ID1	-0.67575
THADA	-1.073875
PIK3CB	-0.9865
OR4N5	0.929
TBC1D17	0.721833333333333
COX8A	-1.532
CDCA4	-2.88675
C2orf44	-1.63475
ZNF534	-1.498
IMMP1L	-0.8925
NIPSNAP3B	1.04225
FTMT	0.946
PWP2	-2.03116666666667
MMP15	-0.7268
DNAH11	-0.764
MTMR14	-1.579375
DNAL4	-0.24625
IPP	-0.9665
TMEM59	2.17225
C1orf157	1.302
RGS4	-1.1715
DDX18	-0.994166666666667
SNX6	0.3105
ZNHIT2	-1.28533333333333
NCDN	-2.05366666666667
FLJ33534	0.2285
RAG1	-1.025
OR4D10	0.924
PTPN5	0.301166666666667
POMT1	-0.732875
LRRC8A	-1.3213
CYP1A1	1.9725
CAPN1	-1.269
DDHD2	0.33325
GRIK2	1.0555
GNRHR	1.112
PPBP	0.533
HTR3A	0.9925
SLITRK4	1.78925
ANKRD49	0.893
BTF3	1.2008
SARS	-0.661
C13orf18	-0.424833333333333
CACNB1	0.519
QKI	0.0759545454545454
SETMAR	1.127625
MAN2B1	-0.811
EML3	-2.07775
ACADL	3.88516666666667
OFD1	0.04525
DEFB114	0.4185
CGA	-2.7212
PEX16	-0.967333333333333
LRRC10	2.783
GNG12	-1.3025
C1orf152	-0.0236666666666667
CHRM1	0.2305
CD53	-0.159625
DBH	-0.221
TFAP2B	2.52275
HIST1H2BJ	-1.3215
FAM46D	2.182
TMEM11	-0.01225
C3orf32	-1.92925
PCCB	-1.66725
IPO13	-0.530125
C6orf105	-2.545
COMMD5	-0.63825
SUV420H1	-0.1186
LTBR	-0.977
ARHGAP15	-1.03342857142857
HDHD2	0.39025
TDRKH	-1.4025
LOC401052	1.246
PSG4	0.078
GNB4	-0.4139
SPATA4	1.43125
SLC9A3	0.1
OSBP	-0.418833333333333
NBPF3	0.227666666666667
DOCK11	-2.938
SLC39A5	-0.724666666666667
PRR5	0.5485
C10orf63	0.2495
SMTNL2	-0.57225
ADRA1A	0.1105
ASAH1	3.0397
DOM3Z	0.4699
GIPR	1.2315
AHI1	-0.241833333333333
NADSYN1	-1.59233333333333
RGS14	-1.0505
IL18BP	0.9717
RTN4RL1	1.07258333333333
ARMC6	-0.3515
PSMD5	0.2015
HK3	0.565333333333333
OR4S1	1.94475
RSU1	0.9971
MAD2L1	-3.54
EIF4A3	-1.00175
DLEC1	1.516
E4F1	-1.47233333333333
CHMP2B	0.8974
CAMSAP1	-1.79725
RPS21	0.127666666666667
ARID5A	0.78025
UBE2N	-0.2147
IGSF8	0.073
MAGEB6	-0.904
ACAD11	-0.7487
MGC4172	-1.0395
LMO4	-0.095
KLKB1	0.553
HP	0.46
HDAC3	-0.82825
SCHIP1	1.524
CLCA1	-0.3155
OLFML2A	1.336875
C1orf112	-2.18175
KIF19	1.02333333333333
HAPLN4	1.13955555555556
CXCR7	2.70233333333333
GOT2	-0.1428
RAB38	-1.432375
DCX	1.161
PPM1H	-0.825545454545454
NFYC	-0.391916666666667
KIN	0.044125
ZNF228	1.25775
PLSCR4	4.81316666666667
HIG2	-0.326
FAM79B	3.1895
C21orf86	-0.4721
KCNK10	-0.2665
ZNF738	-1.31575
FSTL5	-1
OR6A2	2.5335
OTOA	0.966833333333333
EXOC1	0.88975
AHRR	-2.707
PDAP1	-2.30825
C19orf6	-1.928875
ZAN	0.698
LY6G6E	-0.355
EIF4E2	-1.07275
C20orf198	-0.98475
ZNF324	-0.765
CYP3A5	-0.502833333333333
ENTPD7	-2.086
MBOAT5	-1.39566666666667
GJB5	-0.575
TTC13	-1.1265
S100Z	-1.685
KIAA0664	-1.06233333333333
PDGFRB	3.30216666666667
IL17D	0.067
OR56B4	-0.1535
RDX	-0.402833333333333
SLC34A3	3.4025
IL28B	-0.351
JUND	0.95075
CHRNB1	-0.420875
CAMK2B	-1.0455
FETUB	-1.067
CXorf23	0.1295
MRTO4	-1.212375
TTC3	0.0855
NDUFB8	0.190166666666667
EDG2	0.04
