Hybridization REF	TCGA-BH-A0DD-11A-23R-A12P-07
PPWD1	-0.4935
DNAJC13	0.005
PAH	-5.08633333333333
PTCH2	0.79
TRMU	-1.36025
CCDC9	-0.27
USP3	-0.8735
DCLRE1C	-0.1237
FAM55C	0.99225
FRMD4B	1.49025
CYP2R1	-1.294
RFPL1	-0.8156
XPO5	-1.9865
ARL6IP2	-0.4515
OSBPL5	1.303
MMP9	4.19063636363636
KIAA0802	-1.72975
DHRS2	-3.82983333333333
SGEF	1.065125
TXNDC10	-0.0202
EXOC6	0.2255
RPS27	-0.0225
PNCK	-0.7945
FSTL1	2.178
AACS	0.3175
SLMAP	0.195
SAMD4A	1.5959
ABRA	0.35125
SMARCD3	0.55925
PKNOX2	0.186166666666667
A4GNT	-2.6195
C9orf39	-0.316
RALYL	0.73675
MGC33556	-3.0315
C10orf25	0.7025
BBOX1	3.56225
NHEDC1	0.93125
XDH	-1.07825
GCSH	-0.659
EDN1	1.73416666666667
MTERF	0.22575
CLK4	1.719
ZNF799	0.0958333333333333
KCNG1	-2.609125
CXCR4	-1.26316666666667
PTPRR	-2.4145
IRAK1	-0.277375
LOC401397	0.1375
TMSB10	0.807428571428571
CXCL3	-0.2441
TMC4	-2.2355
OR7A10	-1.2065
STYK1	-0.5735
CHRNA10	-0.36
CCNI	0.3335
EP300	-0.472
LOC165186	0.0275
HIC2	-2.3245
SDR-O	0.749
OR2W1	-2.283
KCNA6	1.2625
TRIM74	-0.60575
REEP6	-2.008
ATP5G2	-0.94125
ERG	2.07425
TMEM42	1.02375
PARN	-0.499166666666667
SOD2	0.2696875
DIRAS1	-0.983333333333333
PNPT1	-1.35325
JOSD3	-1.29475
hCG_40738	-1.026
PDE1C	-2.3075
SEMA4D	-0.768875
AGPAT1	-0.118833333333333
NOSTRIN	2.09275
MAP3K3	0.0793333333333333
MAX	0.632928571428572
CAPS	-0.575166666666667
SERPINA12	null
OSBPL8	0.107125
RICS	-0.4501
NR4A2	2.06316666666667
PPCS	1.8525
LONP1	-0.92325
SCYL3	0.44575
HERC2P2	-0.631166666666667
FIBCD1	-1.019
C15orf41	-0.607
DMC1	-1.21616666666667
C20orf27	-0.43775
RPS6KA5	-0.6055
FAHD1	-0.584
SLC12A4	1.60925
BRCA1	-2.299
GBL	-0.585
SLK	0.462666666666667
NUDT9P1	0.1155
NOXO1	-1.665
USP52	-0.79375
BAZ1B	-0.22675
SLCO2B1	3.21925
BBS12	1.89
LRGUK	-0.6952
TERF2IP	1.2745
COL1A1	2.486
KIAA0090	-0.132
GRK5	1.95183333333333
AP1S2	0.6623
TMEM52	-0.491833333333333
CA11	-0.00625000000000001
OR4A15	1.186
ACBD3	0.6988
SPAG11B	-0.005625
PRDM2	1.5759
FOXP3	-0.06425
SMYD3	-1.1968
LOC389199	-0.317
LGI2	2.72983333333333
NAPE-PLD	-0.5734
ANKRD6	1.6345
WDR45	0.805833333333333
SHROOM1	-1.014
PSCD3	0.242
PYY	0.383
KCNC1	-1.744
ARHGEF9	0.4223
OR8J1	-0.258333333333333
GPR55	0.261333333333333
NS3BP	-1.1805
C10orf22	0.768
NAT8L	3.214
DUSP4	-1.96333333333333
FOXM1	-4.15766666666667
GRAMD2	-0.346444444444444
ZBTB48	-0.315666666666667
BUD31	-0.688
PABPC5	3.173
CCDC41	-1.27075
FBXO11	0.0960833333333333
C6orf148	-0.0495
RFXAP	-0.13525
C6orf15	-0.0945
CDK8	-0.676
C6orf70	0.23675
TESSP2	-0.2285
ALG2	-0.143
PPP1R3D	0.04925
TPM3	-0.209
SYT13	-4.03775
EPB42	2.57533333333333
CETN3	-0.2115
PRY	-0.389
NTHL1	-0.496666666666667
POLR2B	0.2005
RPS28	-0.815583333333334
P2RX3	-0.843
LYZL4	0.581
WBP4	1.6045
PMM1	1.08225
C11orf79	0.3265
CBLL1	-1.042
IL1F10	1.33966666666667
VAX2	-0.7425
SETDB1	-0.2595
LRAP	0.404333333333333
GCLM	-0.161
CPEB3	2.06575
PPM1A	1.051125
INTS1	-1.626
CAMTA1	0.819416666666667
SAMSN1	-1.51
LOC158830	-2.2535
GMPPA	-1.193
AIPL1	1.47175
IL24	0.0847
BDKRB1	-2.06
MLF1	0.3194
TAF12	0.1855
ID1	-0.381
THADA	-0.0245
PIK3CB	0.18425
OR4N5	1.097
TBC1D17	0.073
COX8A	-1.59725
CDCA4	-1.43075
C2orf44	-0.2865
ZNF534	-0.9225
IMMP1L	-0.849
NIPSNAP3B	2.452375
FTMT	0.915625
PWP2	-1.08566666666667
MMP15	0.4464
DNAH11	-1.558
MTMR14	-0.237375
DNAL4	0.8185
IPP	0.41975
TMEM59	1.798125
C1orf157	0.937
RGS4	-1.8215
DDX18	-0.449333333333333
SNX6	1.328
ZNHIT2	-0.5505
NCDN	-0.802666666666667
FLJ33534	-0.0923333333333333
RAG1	-0.644625
OR4D10	0.8045
PTPN5	1.38316666666667
POMT1	0.324375
LRRC8A	-0.4859
CYP1A1	-0.99325
CAPN1	-0.553
DDHD2	1.365625
GRIK2	0.585333333333333
GNRHR	0.2535
PPBP	3.678
HTR3A	-1.52357142857143
SLITRK4	3.51125
ANKRD49	0.3785
BTF3	-0.0441
SARS	-0.2445
C13orf18	0.0461666666666667
CACNB1	-0.307214285714286
QKI	1.234
SETMAR	0.468625
MAN2B1	0.627333333333333
EML3	-0.24
ACADL	6.19
OFD1	-0.84875
DEFB114	1.2195
CGA	-4.47711111111111
PEX16	0.545166666666667
LRRC10	-1.752
GNG12	0.252
C1orf152	-0.695833333333333
CHRM1	0.5015
CD53	0.73375
DBH	-0.805
TFAP2B	-2.191125
HIST1H2BJ	-1.87133333333333
FAM46D	0.6605
TMEM11	0.625
C3orf32	-2.21925
PCCB	-0.333375
IPO13	-0.190875
C6orf105	-3.12425
COMMD5	0.08275
SUV420H1	-0.0522999999999999
LTBR	1.091
ARHGAP15	-0.746
HDHD2	0.2375
TDRKH	-0.337333333333333
LOC401052	3.935
PSG4	-0.00166666666666667
GNB4	-0.187777777777778
SPATA4	0.15675
SLC9A3	-0.5185
OSBP	0.376666666666667
NBPF3	0.00191666666666668
DOCK11	1.678
SLC39A5	-1.34733333333333
PRR5	0.5998
C10orf63	-0.676571428571428
SMTNL2	-0.02925
ADRA1A	1.768
ASAH1	3.4508
DOM3Z	-0.6358
GIPR	0.662
AHI1	-0.170166666666667
NADSYN1	-0.579666666666667
RGS14	-0.191
IL18BP	1.2809
RTN4RL1	0.83725
ARMC6	-0.6275
PSMD5	-0.381166666666667
HK3	2.6242
OR4S1	1.98375
RSU1	1.9642
MAD2L1	-4.06711111111111
EIF4A3	-1.46375
DLEC1	1.50433333333333
E4F1	-0.318333333333333
CHMP2B	1.2456
CAMSAP1	-0.8225
RPS21	-1.67183333333333
ARID5A	0.332
UBE2N	-0.0985
IGSF8	-0.120666666666667
MAGEB6	-1.837
ACAD11	1.1277
MGC4172	0.78625
LMO4	0.1845
KLKB1	-0.24275
HP	0.2585
HDAC3	-0.231
SCHIP1	1.565
CLCA1	0.1885
OLFML2A	1.62
C1orf112	-1.97275
KIF19	2.769
HAPLN4	-0.4228
CXCR7	3.48316666666667
GOT2	-1.3501
RAB38	-3.023875
DCX	1.5415
PPM1H	-1.0855
NFYC	-0.16775
KIN	0.43725
ZNF228	0.86875
PLSCR4	5.19466666666667
HIG2	0.36625
FAM79B	5.593
C21orf86	-0.8671
KCNK10	-0.4215
ZNF738	-0.853875
FSTL5	-2.079
OR6A2	-0.0425
OTOA	1.70033333333333
EXOC1	1.01125
AHRR	-3.552375
PDAP1	-1.50616666666667
C19orf6	-0.147
ZAN	0.191
LY6G6E	-1.1525
EIF4E2	-0.676
C20orf198	-0.66675
ZNF324	-0.0715
CYP3A5	-0.708
ENTPD7	-1.10616666666667
MBOAT5	0.0116666666666667
GJB5	-1.38225
TTC13	-0.383
S100Z	-1.42883333333333
KIAA0664	-0.0143333333333334
PDGFRB	2.76308333333333
IL17D	3.145
OR56B4	1.584
RDX	0.0425
SLC34A3	-0.1665
IL28B	1.031
JUND	2.051
CHRNB1	0.7715
CAMK2B	-1.60175
FETUB	-1.87425
CXorf23	0.750125
MRTO4	-1.566625
TTC3	0.2477
NDUFB8	0.213666666666667
EDG2	0.9805
SEMA3G	4.709
IL23A	-2.60575
GRHL1	0.381
LOC441054	-2.2945
WDR65	2.71233333333333
PSTK	-0.417
STOML3	0.355
R3HDM2	0.5176
C5	-1.6515
SLC2A10	0.0488333333333333
C3orf22	0.15925
PAQR3	-1.21407692307692
ANKRD26	-0.692416666666667
HCRTR1	0.6335
LOC399947	0.92775
PSD2	-1.724
TIGD2	-0.367833333333333
SCRN1	-0.61125
COQ10A	-0.1565
DDI2	-0.5515
METTL7B	-0.225166666666667
UCN2	-0.32075
FAM92A3	0.618
WDR16	-0.0776666666666666
ZNF511	-0.1365
ZMYM5	0.03625
POLR3G	-2.86325
ZNF586	-0.2745
C1orf49	0.5518
TANK	1.0475
RCAN1	0.810666666666667
PELI3	1.8035
LIMD2	-1.15290909090909
TMEM189	-0.9165
NTN4	0.1165
LOC151300	0.4855
CLEC2A	-1.118
GPR135	-0.30925
DPYSL4	-3.1744
JAK2	0.800166666666667
TSHZ1	0.993666666666667
TM9SF4	-0.739625
ZNF264	0.0946666666666667
SIRPG	0.44175
BICD1	-1.135
HERC6	0.935833333333333
METTL5	0.768
CASP1	1.8845
PRRT1	-0.596666666666667
PLA2G4C	2.19616666666667
ICA1L	0.756571428571428
TPTE2	0.68075
OTUD7A	-1.2015
AQP11	-0.2685
APOA2	-4.243
KALRN	1.0629
SECTM1	0.3005
IFNAR1	1.08225
TALDO1	0.4575
RAB11FIP4	-1.664
EIF5A	-2.1745
FAM49A	3.22375
NEGR1	2.2395
YTHDC2	-1.300375
EHD2	2.451
NCF1	2.3069
SCRT2	-1.4425
HOXA5	1.87216666666667
NUP133	-0.33325
FGF12	0.1789375
SLMO2	-0.373625
SNTA1	1.944625
CACNG2	0.145333333333333
GCM1	0.3655
ELF1	0.385166666666667
TLR5	2.94
TCFL5	-0.778916666666667
RBMY2FP	-0.49
LOC100125556	-0.70725
FAM129B	-1.251875
MAP3K7IP1	-0.216
NCK2	0.9
OXA1L	-0.294
FMO9P	-0.352
ZSCAN12	0.579
PSMD12	0.130916666666667
HSCB	-0.73225
CLDN10	-1.51175
MGC13053	0.0635
HPCAL4	-1.00825
ASZ1	-1.362
MEX3D	-0.54975
NFAT5	-0.8033
CSPG4LYP1	-0.661833333333333
FBXO3	1.4274
DVL1	-0.271166666666667
CMKLR1	2.30283333333333
TYMS	-5.06975
PEF1	1.35625
ZNF750	-2.55966666666667
MCM5	-1.0895
MEGF11	0.222
KCNK7	-0.0145
PTP4A3	-0.1605
C1QTNF2	0.939833333333333
OR6S1	0.4205
FAM122B	-2.57725
ZNF551	-1.7365
HBQ1	-1.0365
GEMIN6	-0.83775
ARSK	0.89425
RBP7	5.03166666666667
CPNE9	0.34475
DSC1	2.321
LOC730112	-0.8835
MAP2K4	0.44625
HS3ST5	-1.406
EPB41L3	1.65625
TEKT2	-0.6315
CDKN2B	3.59158333333333
ZNF480	-0.14
MAP3K6	1.4284
MAP6	2.92
HN1	-2.2097
OR2L13	1.00675
SLC16A11	0.4775
FAM96A	-0.93625
APOL1	1.10925
C5orf32	2.02525
RTP1	-0.217
RNF175	-0.2955
ZBTB41	0.275125
AHCTF1	-0.9345
SAE2	1.2662
ITGA2	-2.337
MME	3.92433333333333
CCDC14	-1.17675
MAST4	1.5385
KRT33B	-0.5955
KCTD2	0.585333333333333
WDR26	0.70075
MFI2	-0.14925
NR4A3	2.035875
ARSA	1.02925
UNKL	-0.551
SULT6B1	0.233
CCNA2	-3.81783333333333
SOX15	0.1965
PPAPDC1B	-1.32816666666667
C19orf44	0.11
MCAT	-0.372416666666667
ARID1B	-0.0865
OR52N1	-0.025
C12orf48	-2.78325
MAGI1	0.60625
NIPA2	-0.29375
GBX2	-2.15475
RSHL3	-0.719571428571428
RAVER1	-0.419833333333333
C15orf17	1.6935
SLC30A2	-0.680571428571429
ZNF518	-0.808
PCYT1B	-2.106
C10orf114	0.102
EIF3H	0.258166666666667
SLC25A39	-1.62916666666667
KIF1B	-0.0395
AMOTL2	2.88
C6orf120	1.06925
PSRC1	-3.6115
PLA2G10	-1.40425
KIF5C	-0.964
MRPL37	-0.8965
C17orf62	0.0513333333333333
C9orf135	-0.6325
DUSP10	0.7219
CLCNKB	0.0215
PSMA5	-0.6155
C8orf53	-0.9035
AMPD3	1.35316666666667
PIAS1	-0.0955
ADCYAP1R1	0.578
GYLTL1B	-2.3675
CDH20	-0.176666666666667
FBXO7	-0.1715
TMEM134	-0.149166666666667
FLJ14213	1.968
ZNF3	-1.21425
LRRFIP1	0.813708333333333
CNOT2	0.614583333333333
ABI3	2.26725
ALDH5A1	0.663583333333333
HNT	3.6956
SERPINA4	-3.3425
TK2	1.90925
STMN1	-2.77855555555556
GUCA2A	0.019
GALNT10	-0.205214285714286
DPP6	0.169777777777778
C9orf93	-0.952375
PRELID2	-0.608625
STK39	0.088
SFTPA1	-1.88775
CKS2	-4.30955555555556
RHO	0.434
C20orf135	-0.074
XKR3	-1.555
CR1	1.192625
RPS6KA2	1.06792857142857
C20orf112	-0.508
MRPL22	-0.28225
C4orf23	0.585666666666667
GADD45B	2.7005
KLHDC1	2.84183333333333
C2orf48	-2.7105
ZNF287	0.647
DAAM2	2.011
DPPA2	-2.786
TCTN3	-0.377
DNAJB11	0.185875
FPR1	2.59425
DEFB4	0.057
PTCD2	-0.2432
SMOC2	4.837
CABP7	2.032
SERPINB11	1.4165
MAGEF1	-0.84
NDE1	-1.12183333333333
ITGA10	-0.00950000000000001
FSHB	-1.0535
ANXA2	2.345
HORMAD2	0.68175
HLCS	-0.31375
MCF2L	1.88608333333333
FH	0.021
TBC1D24	0.30625
KIAA1505	2.77825
LGALS2	-0.7915
CNBD1	0.236
SYNPO2L	-1.331
PTPN23	-0.250571428571429
C1orf183	1.02533333333333
MAGEA8	-2.65975
DGCR8	-2.19
GSR	-0.97225
PAQR7	0.47075
ZNF676	-1.54175
CACNA1C	-0.1833
SP7	-0.461
PDCD6	-0.154
NRN1L	-0.035
BRI3BP	-2.03418181818182
KIAA1183	2.387
ASB4	0.03875
CCL23	2.7263
OBSL1	-1.040875
SLC12A7	0.5235
KIAA0240	1.379125
CD1B	-2.63266666666667
FCGR2A	1.51825
MDC1	-1.502
HTR1A	-0.596
OCEL1	1.08725
ATP11B	0.0343125000000001
FBXO34	-0.308166666666667
PCDH12	4.5105
RPE	-0.13325
C17orf74	0.047
CSDC2	0.145166666666667
PET112L	1.0535
TMBIM1	3.156375
P2RXL1	0.82975
TCHP	-0.17325
TRMT1	-1.4335
F2RL2	-3.1468
LRRC32	4.10333333333333
IMPG2	-0.947
BGLAP	-0.344
LOC493869	-0.817583333333333
MRAS	4.311
SLC35F5	0.60425
CBWD1	-0.021
AXL	-0.192875
ATP2C2	-2.89775
TELO2	-1.37275
PNPLA3	-3.00825
PCDHB14	2.284
CD276	0.716
KRT80	-2.706875
DUSP28	0.231
CSNK1E	-0.29575
SRP14	1.368
KCNQ4	0.5565
KRT72	0.294833333333333
CCDC117	0.369625
C6orf89	0.989222222222222
TUBB2B	-1.67966666666667
RTN4IP1	-0.61775
CR1L	-3.428
CEND1	-0.246
C12orf41	-0.363833333333333
RNF31	-0.5395
UBN1	-0.360666666666667
C17orf32	0.038
SLC5A7	0.0965
GPR92	0.063
ESAM	3.5537
CTNNA1	1.36158333333333
HRBL	0.00519999999999999
CBX4	-0.9865
TMEM182	2.09
SH3TC2	-1.06583333333333
IL10	2.578
PXMP4	-1.0215
RNF167	-0.4033
PAK7	1.185
ETV3	-0.1775
ATPIF1	-0.984
LOC554207	-0.847
OR8H1	0.03475
WDFY3	1.083
DPM1	-0.32175
GPSM1	-1.5815
WDR92	0.0342
LRP1	2.055
ANKH	-0.37125
THUMPD3	-0.7595
POLR1B	-1.44025
OLFM4	1.5188
RAD9B	0.26425
TSPY2	-2.138
PAX6	-1.66733333333333
SCG2	-3.4985
SLC17A6	0.258
FMO3	6.020125
PADI4	0.293625
TUBB4	0.1621
NLK	-1.184
POU4F3	-0.5025
SDF4	-0.37825
ITGBL1	1.64633333333333
NETO1	-1.822875
TAP2	-0.00924999999999999
ABBA-1	-0.482083333333333
GNAI1	3.53325
VPS4B	1.2605
NOPE	0.8464
GALNT6	-1.672
SESN1	1.7925
GBE1	1.36066666666667
CLASP1	-0.512
RASGEF1B	2.358625
ACOT11	-0.317357142857143
AFAP1	0.83325
OR2H2	0.57725
DPY19L2P1	-0.25675
DZIP1	-1.2425
SEC22C	-0.0821666666666667
GPR161	-0.388333333333333
RNF146	1.713
WDR74	-1.498625
GALP	0.036
PURA	1.17275
DNPEP	0.316333333333333
RP11-78J21.1	-1.30525
ERBB2	0.52125
FANCM	-1.09741666666667
NEO1	0.705333333333333
DDX3Y	1.3828
RPS3A	0.8125
MXRA7	2.39578571428571
LGALS3	0.8715
GLT8D1	0.19575
CFL2	1.83633333333333
UPB1	-0.13225
NAP1L5	1.047625
CLDN14	-2.66625
DHX38	0.412
BTBD1	0.48425
TARS2	-1.36383333333333
ABCF1	-0.3961
FCF1	0.1655
LRRC49	0.4775
GUCY1B2	-1.8855
C1orf177	0.250833333333333
SMARCA4	-1.0045
LRP8	-3.50566666666667
TAGLN3	-0.460333333333333
MRPL14	-1.60625
TTRAP	0.378
ZDHHC20	-0.1065
NFE2L3	-2.07775
KIAA1377	3.367875
PALMD	4.5975
TMEM43	0.64275
TTL	-0.94
STAT5B	-0.226166666666667
SSB	0.534
OR10H5	-1.555
SLC22A13	-0.163666666666667
AKAP3	0.28525
TIMM23	0.667666666666667
OAS2	1.40816666666667
KIAA0423	0.823
TRIM11	-0.558
GLIS3	0.488875
TMEM50B	1.37
ARHGEF4	0.409
DEGS1	0.516727272727273
TBL1XR1	0.491133333333333
G6PD	-2.33375
SP140	0.2955
MUC17	0.25525
NUDC	0.0876
DNAJC5B	2.86433333333333
SCARA3	-0.0656666666666667
CPA3	6.373
BCAT2	-1.016125
MFN1	-0.2777
NRG3	0.282
SNX11	1.26025
PLEKHH1	-1.8046
GPR177	0.326166666666667
HCFC2	1.9275
TCAP	-0.1195
MOCOS	-2.58075
C14orf93	-0.25125
PRDM10	-0.268166666666667
SLC16A4	0.184166666666667
SRGAP1	-1.56883333333333
VIP	0.89875
DUSP27	1.10083333333333
LILRA1	1.4114
MC2R	1.353
MGC24103	-0.76
MBTD1	-1.6095
FUT11	-0.263833333333333
USP33	1.1358
C15orf39	-1.77625
MAP3K12	0.194375
PAAF1	-0.0473333333333333
BARHL1	-0.4815
FLJ16165	-1.462
PIWIL2	-0.851
SYNE1	1.66054545454545
CMTM4	-0.417875
TSPYL1	1.8411
GUF1	-0.0708333333333333
TMEM157	1.5565
WDR44	0.8175
HIST1H3C	-0.13325
DKFZp666G057	-0.903
RNPEP	-0.2625
GAS2L2	2.68083333333333
ADH4	-3.2015
GRPR	0.1876
FBXL17	-1.8455
ZBTB10	-0.418916666666667
Gcom1	2.34738888888889
HTRA1	2.7656
ZNF585A	0.096
SLC26A2	-0.107857142857143
OTOP3	0.6026
WISP1	0.215111111111111
ATP2B4	0.988666666666667
FLJ10769	0.6985
CRAMP1L	0.025
CHST12	-0.26475
RAB22A	0.2635
TARDBP	-0.209285714285714
STAU1	-0.242
CRB3	-1.226
MIG7	-0.01725
CHMP1A	-0.195666666666667
ZNF160	-0.02575
B3GALT6	-0.931125
BARX1	-2.16416666666667
C6orf167	-1.774625
NXNL1	-0.0765
DHX29	0.4155
HADHB	0.803
PLXNB2	0.032125
ILDR1	-1.264
SLC15A3	2.76825
GAS2	-3.49233333333333
C20orf69	-0.2125
NUMB	0.5075
TNIP1	1.675125
MESP1	2.272
PSKH1	0.00824999999999999
NSFL1C	0.5515
RHOG	-0.1955
HEY1	-0.105833333333333
KNG1	-2.52966666666667
ITGAX	2.5616
LIN9	-1.0975
CANT1	-0.749875
XRN1	0.0764285714285714
CCDC96	0.3849
HEATR6	-1.70816666666667
GNG7	0.244833333333333
RUNX2	-0.3284
SOX1	-0.6372
FCRL5	0.025625
ZNF99	-0.167875
FAM9A	0.7975
SNX22	0.37
MBNL3	-0.623833333333333
ODC1	-1.2845
ADORA2B	-3.94216666666667
NR2F6	0.4025
ZFYVE16	-0.491
SYNJ2BP	0.2031
POLE	-1.717875
E2F2	-2.1835
THRA	1.53166666666667
PTGES2	-1.15483333333333
HIP1R	-0.156166666666667
TMUB1	-1.476
ENO3	-2.116
RSPH10B	0.287
CXorf39	0.102
IRGC	0.348
GPR109B	3.76475
FLJ13305	-1.8265
LCE3A	0.385
TNFRSF18	-1.4525
DET1	0.653
TRPM3	-0.503333333333333
C16orf79	-1.367
FECH	0.181333333333333
RAP2A	0.871166666666667
CRIP1	1.33483333333333
AZIN1	0.722875
SLC7A7	3.3805
IL10RA	1.8256
TMEM64	-1.193
CDC42EP4	1.5032
C16orf58	-0.9696
ARG2	-2.8055
POU5F1P4	-4.936
FAM62B	0.570875
DNAH8	-2.56255555555556
ASH2L	-0.033375
TSLP	1.92666666666667
CNTNAP5	-0.512333333333333
TMEM16C	5.1905
IFNA14	2.1915
SLC1A3	3.4815
CABYR	-1.7215
BCL7B	1.2105
NUDT13	-0.351
C13orf28	5.22633333333333
C1orf53	-0.2145
ARL6IP4	0.5535
RPL35A	-0.08675
EMR3	-0.489
RAB40C	-0.132583333333333
SLC41A1	-0.0458333333333333
LRCH1	-0.03175
LY6G5B	-0.0875
FAM124A	1.01007142857143
MGC10981	-4.141
CLIP3	0.5604
MAP4K2	-0.4075
CHIC1	1.23125
SULF1	1.63783333333333
C20orf30	1.00785714285714
PRDM5	-0.117125
ELOVL1	0.95875
C11orf48	-1.28625
SLC39A10	-0.83275
KCNV1	0.07325
ACP1	-1.20483333333333
ZMYM2	-0.281625
B3GNT6	-0.2525
C9orf69	0.066
C2orf15	-1.00925
C20orf166	0.883
HSP90AA6P	-1.466
EDG7	-1.4095
NEURL	-0.96325
LPL	7.2015
CLEC2D	-0.613
GRRP1	3.68383333333333
CD8B	-3.3532
HIST1H3D	-2.83916666666667
SLC6A12	-0.041625
FAM27L	-0.2645
CD84	1.3972
RASA1	0.0295
PHKG1	2.7705
MAGEA11	-1.5985
IMPA1	-0.0684
NPM3	-2.02925
RARRES1	3.44275
SH3BP1	-0.369875
B3GNTL1	-0.9265
ARPC5L	-0.646
KLHL26	0.67075
SIM2	-3.24283333333333
GJC1	0.1915
C20orf194	1.29425
EXO1	-4.444
SLC2A2	-4.1712
LOC285074	0.08
LRG1	-0.94975
KIRREL	0.2535
PIK3R1	2.3835
C4orf34	1.081
MAF	0.723222222222222
ADCY4	5.0395
ZMIZ2	-0.1339
SLC46A3	2.67183333333333
STAMBP	-0.2175
CCDC16	0.67775
MS4A12	0.635
TCF20	-0.11625
LRRC46	-0.11575
C20orf152	-0.389333333333333
MRPS6	0.478625
ABCB11	3.0845
KCNC2	1.78633333333333
CDH19	-0.1154
C9orf123	1.32383333333333
SSH3	0.333375
LDLRAD1	-3.784
CCBE1	0.32275
ZNF135	1.192875
TAAR1	-0.164
WFDC12	0.3025
CCDC42	0.284
FLJ12529	-0.6675
PER1	1.6855
TIMM50	-0.969833333333333
SMARCAD1	-0.389166666666667
FAM26C	-0.2585
TP53TG3	-1.17033333333333
SH3RF1	0.931
LMCD1	3.543
GPR63	-1.2345
FLJ21986	0.865375
AIFM3	-1.095
MICAL1	-0.560166666666667
BLZF1	1.01983333333333
IQCA	-0.0555
PCDHGC3	1.2395
SAC	0.306
BCL6B	3.42833333333333
DDO	0.8015
MARCO	4.65525
DCHS1	1.40933333333333
C1orf170	-1.42916666666667
CD200R1	2.813
C22orf15	-0.9995
SEPT11	1.00866666666667
ADNP	-1.21075
UST	1.5833
C13orf34	-1.14683333333333
RFFL	0.0752142857142857
APBA3	-0.702
C2orf60	-0.202
CUTL1	-0.941
PMS1	-0.347142857142857
ZNF689	-0.309
EIF3E	0.319666666666667
IL9	0.8905
RPL31	-0.150875
LY9	-0.677833333333333
ATP2B3	-0.449
KDELR2	0.0654583333333334
TFCP2	0.889875
NLRP12	0.11375
FLJ45422	-1.077
TLE4	-0.1545
ZNF570	0.077
FLJ43806	-0.633
TLK2	-0.945875
CIR	1.1415
MARS2	-1.7125
COL24A1	1.93
SDF2L1	-2.056
HIBADH	1.38883333333333
IGFBP3	-0.768428571428571
C12orf23	0.66
PSPC1	-0.28125
C20orf43	0.73875
TRAV20	-0.0715
ARHGAP24	3.1775
KIAA1975	-0.6515
C1QA	4.0445
DNTT	-5.22916666666667
C10orf6	-0.645545454545454
C11orf41	-0.63875
HNRPF	-0.228375
COL11A1	-0.4
UBAP2	-1.503
CDKN2AIPNL	-1.8745
C20orf174	2.133
SPRED2	-0.119
PLA2G12A	-0.195
ICEBERG	-1.2595
SCN10A	-1.3225
C11orf65	0.54625
GBP5	3.6285
PITPNC1	-0.131166666666667
POU3F3	-2.004
NCOA7	0.4425
LIN7C	0.5795
LOC348840	-0.743
NKX2-2	-2.415
ANKRD13D	-0.35075
LOC123688	0.64
FUT2	0.12425
TAAR8	0.9
FZD4	2.1855
PNMA3	-0.0992
OR4L1	-1.2675
WIT1	-3.475
EXOC3L	1.243
ATPBD4	0.4662
KRBA1	-1.30175
UBXD6	0.83375
HOXB7	0.634071428571429
C7orf23	-0.0035
UNQ338	2.673
STAB2	-0.115
CDC20B	1.1465
IRF9	1.53925
CENTG1	0.43325
TNPO2	-1.0365
MCPH1	0.282
BMS1P5	-1.3575
SLC26A7	1.41875
HIST1H3J	-0.40825
C9orf3	0.1289
LBH	0.09375
MYO1D	-0.063
PTDSS2	-0.11225
NFU1	1.9165
DEPDC4	-1.84575
WNT7B	-1.9295
GLP2R	-0.2016
SETD4	-0.6723
DYNLT3	0.3694
FKBP11	-2.298
SESTD1	2.47733333333333
FLII	0.72
RPS16	-0.3689
CHPF	-1.75683333333333
CSNK2A1	-0.651833333333333
SUMO1P1	0.29875
FKBP6	-0.7255
ZNF214	0.535833333333333
TWIST1	2.754
DDX56	-1.05883333333333
TRAM1L1	2.0212
EPO	-2.79266666666667
MRPS18B	-0.4335
ZNF682	-0.393833333333333
RPL14	0.104166666666667
MAFF	0.601
LOC51136	0.66875
LY96	0.55225
DDX20	-0.9865
ABTB1	1.901
ARL5A	0.0939
CCT6A	-1.37525
HEPACAM	1.84666666666667
EHHADH	1.472
RBAK	-1.54433333333333
CGB1	3.4105
ITGB5	1.6411
YIPF3	-1.10475
FKBP2	-0.9185
NR1D1	-0.8186
TMEM110	0.5645
NEK2	-3.95
PRAMEF8	-2.563
C20orf52	-1.3095
PCDHGA3	-0.6125
VWA3B	0.1915
NDUFA5	0.409
THAP9	-0.00125
FLVCR2	0.1565
AP1S1	-2.06625
SMAD6	1.59625
SAV1	1.20975
SAT1	2.20975
ZNF251	1.027625
ADAMTS7	-0.0101
RPP38	-0.85975
C1orf211	-3.205
YPEL2	2.3937
RBMS1	1.3205
ZNF445	-0.8446
NRXN2	-0.0743333333333333
PGBD4	-0.365
UGT2B28	-2.8985
WBSCR16	-0.147
NLRC3	0.143125
ASTL	0.448
ST6GALNAC1	-0.526
ZADH2	0.506375
MLLT4	0.291
ARL6	0.746833333333333
MEF2C	1.77525
CBFA2T3	-0.604
AFF3	-0.0166923076923076
COG7	-0.297166666666667
MYB	-5.0635
PLXNA3	0.0895
XRCC2	-2.3015
MMS19	-0.459875
ST8SIA5	-1.150125
CHPT1	0.271666666666667
KIAA1712	-1.5035
OR6X1	0.39
ACTR3	-0.652875
UGCG	-0.674666666666667
OR4P4	0.4805
ZAP70	-3.17325
