Hybridization REF	TCGA-BH-A1F0-11B-23R-A137-07
EIF3H	0.62875
SLC25A39	-1.87216666666667
KIF1B	-0.45775
AMOTL2	2.05275
C6orf120	0.81225
PSRC1	-3.262
PLA2G10	-0.102875
KIF5C	0.042625
MRPL37	-1.102
C17orf62	-0.129166666666667
C9orf135	-1.10833333333333
DUSP10	1.0713
CLCNKB	0.5725
PSMA5	-0.299875
C8orf53	0.00025
AMPD3	0.552
PIAS1	-0.55925
ADCYAP1R1	-0.2465
GYLTL1B	0.2875
CDH20	0.598666666666667
FBXO7	-0.20825
TMEM134	0.3515
FLJ14213	0.0275000000000001
ZNF3	-1.22625
LRRFIP1	1.0025
CNOT2	0.387333333333333
ABI3	2.6405
ALDH5A1	-0.8145
HNT	1.7747
SERPINA4	-2.63825
TK2	1.6475
STMN1	-2.66277777777778
GUCA2A	-0.351833333333333
GALNT10	-0.390642857142857
DPP6	0.266105263157895
C9orf93	-0.63025
PRELID2	-0.122375
STK39	0.300125
SFTPA1	-3.46475
CKS2	-4.35644444444444
RHO	0.261125
C20orf135	0.14775
XKR3	-1.9065
CR1	0.890857142857143
RPS6KA2	1.50057142857143
C20orf112	0.19325
MRPL22	0.0315
C4orf23	0.516166666666667
GADD45B	1.43675
KLHDC1	2.5785
C2orf48	-2.2875
ZNF287	0.563
DAAM2	1.1245
DPPA2	-3.09483333333333
TCTN3	0.1135
DNAJB11	0.04575
FPR1	3.80475
DEFB4	-0.1775
PTCD2	-1.1084
SMOC2	5.69283333333333
CABP7	1.97425
SERPINB11	-0.23725
MAGEF1	-0.2335
NDE1	-1.71733333333333
ITGA10	-0.064
FSHB	0.0655
ANXA2	1.5895
HORMAD2	0.47475
HLCS	-0.4645
MCF2L	1.4405
FH	0.1025
TBC1D24	-0.29275
KIAA1505	2.473
LGALS2	-0.67125
CNBD1	-1.7295
SYNPO2L	0.688
PTPN23	-0.109142857142857
C1orf183	0.270833333333333
MAGEA8	-2.71575
DGCR8	-1.815125
GSR	-1.09325
PAQR7	0.47925
ZNF676	-0.7295
CACNA1C	0.2025
SP7	0.1495
PDCD6	-0.32825
NRN1L	-0.0315
BRI3BP	-1.9445
KIAA1183	0.6265
ASB4	0.00800000000000001
CCL23	3.2782
OBSL1	-0.28525
SLC12A7	-0.00433333333333333
KIAA0240	1.73425
CD1B	-3.19383333333333
FCGR2A	1.47375
MDC1	-1.1695
HTR1A	0.255333333333333
OCEL1	0.59525
ATP11B	-0.602066666666667
FBXO34	-0.0818333333333334
PCDH12	4.151
RPE	-0.778
C17orf74	-0.2725
CSDC2	0.116166666666667
PET112L	0.433
TMBIM1	1.02825
P2RXL1	-0.275
TCHP	-1.1655
TRMT1	-0.869333333333333
F2RL2	-1.27472727272727
LRRC32	3.6895
IMPG2	-0.128
BGLAP	-0.80675
LOC493869	-1.28716666666667
MRAS	3.336875
SLC35F5	0.57075
CBWD1	0.1315
AXL	-0.5915
ATP2C2	0.63
TELO2	-0.63925
PNPLA3	-4.46
PCDHB14	2.036
CD276	-0.822
KRT80	-0.9015
DUSP28	-0.2695
CSNK1E	-0.330083333333333
SRP14	1.0795
KCNQ4	0.5265
KRT72	-0.2085
CCDC117	-0.23625
C6orf89	0.103111111111111
TUBB2B	0.1425
RTN4IP1	-0.6365
CR1L	-2.57866666666667
CEND1	0.152375
C12orf41	-0.940333333333333
RNF31	0.1455
UBN1	-0.435666666666667
C17orf32	0.5205
SLC5A7	0.327666666666667
GPR92	0.317833333333333
ESAM	3.3617
CTNNA1	1.05358333333333
HRBL	0.2385
CBX4	-1.40475
TMEM182	0.6545
SH3TC2	0.737166666666667
IL10	0.663833333333333
PXMP4	0.0705
RNF167	-0.7252
PAK7	5.50183333333333
ETV3	-0.1185
ATPIF1	-0.425
LOC554207	-1.10216666666667
OR8H1	0.0705
WDFY3	0.893125
DPM1	-0.63825
GPSM1	-0.1885
WDR92	-0.6031
LRP1	1.02383333333333
ANKH	-0.877125
THUMPD3	-1.08525
POLR1B	-1.22425
OLFM4	5.94683333333333
RAD9B	0.533
TSPY2	-2.8645
PAX6	-2.4985
SCG2	-2.994
SLC17A6	0.327333333333333
FMO3	5.505375
PADI4	-0.147714285714286
TUBB4	-0.4389
NLK	-1.2715
POU4F3	-0.1255
SDF4	-0.813
ITGBL1	1.84683333333333
NETO1	-3.5335
TAP2	-0.435375
ABBA-1	-0.2385
GNAI1	2.63125
VPS4B	1.02675
NOPE	-0.0765
GALNT6	1.61466666666667
SESN1	1.5665
GBE1	-0.0916666666666667
CLASP1	-0.053
RASGEF1B	1.99425
ACOT11	0.295928571428571
AFAP1	0.58825
OR2H2	-0.02
DPY19L2P1	-0.39125
DZIP1	-1.19675
SEC22C	-0.283666666666667
GPR161	-0.14
RNF146	0.033
WDR74	-0.917
GALP	-0.2985
PURA	0.48925
DNPEP	0.0643333333333333
RP11-78J21.1	-1.07525
ERBB2	1.423
FANCM	-1.28
NEO1	0.5055
DDX3Y	-4.4551
RPS3A	1.2065
MXRA7	1.05128571428571
LGALS3	0.747
GLT8D1	0.218
CFL2	0.573166666666667
UPB1	0.0955
NAP1L5	0.72425
CLDN14	-1.77775
DHX38	-0.4895
BTBD1	0.30525
TARS2	-1.20733333333333
ABCF1	-0.2077
FCF1	-0.294833333333333
LRRC49	0.8505
GUCY1B2	-2.043
C1orf177	0.2285
SMARCA4	-1.5655
LRP8	-4.12
TAGLN3	-2.519
MRPL14	-0.766
TTRAP	-0.1715
ZDHHC20	-0.2405
NFE2L3	-2.5075
KIAA1377	2.031375
PALMD	3.4314
TMEM43	0.449
TTL	-1.427125
STAT5B	-1.21083333333333
SSB	-0.311875
OR10H5	0.212
SLC22A13	-1.0235
AKAP3	0.85725
TIMM23	0.0725
OAS2	1.02633333333333
KIAA0423	0.1495
TRIM11	-0.444166666666667
GLIS3	1.105375
TMEM50B	1.352
ARHGEF4	0.183875
DEGS1	-0.0949090909090909
TBL1XR1	0.194933333333333
G6PD	-2.21225
SP140	0.3933
MUC17	0.454857142857143
NUDC	-0.1268
DNAJC5B	0.255
SCARA3	-0.0738333333333333
CPA3	6.13533333333333
BCAT2	-0.84075
MFN1	-0.4734
NRG3	-0.209
SNX11	0.45
PLEKHH1	-1.40433333333333
GPR177	-0.197666666666667
HCFC2	0.85775
TCAP	0.0525
MOCOS	-1.8755
C14orf93	0.3365
PRDM10	0.261666666666667
SLC16A4	0.796416666666667
SRGAP1	-0.411
VIP	1.6565
DUSP27	0.6895
LILRA1	0.9075
MC2R	0.2525
MGC24103	-1.5365
MBTD1	-3.7975
FUT11	-0.922666666666667
USP33	0.702
C15orf39	-0.4985
MAP3K12	0.14975
PAAF1	-1.16116666666667
BARHL1	0.501
FLJ16165	0.3525
PIWIL2	-1.4095
SYNE1	1.48525
CMTM4	0.031
TSPYL1	1.4469
GUF1	-0.966166666666667
TMEM157	1.6815
WDR44	0.64675
HIST1H3C	0.0225
DKFZp666G057	1.07575
RNPEP	-1.24075
GAS2L2	1.099
ADH4	-1.45675
GRPR	1.01983333333333
FBXL17	0.72
ZBTB10	0.101083333333333
Gcom1	1.71744444444444
HTRA1	2.9033
ZNF585A	-0.557166666666667
SLC26A2	0.0982857142857143
OTOP3	-0.0256666666666667
WISP1	-0.615
ATP2B4	-0.2145
FLJ10769	0.52475
CRAMP1L	-0.673125
CHST12	-0.635
RAB22A	0.0183333333333333
TARDBP	-0.3115
STAU1	-0.7305
CRB3	1.0565
MIG7	0.77775
CHMP1A	-0.581
ZNF160	-0.14075
B3GALT6	-0.32425
BARX1	-2.802
C6orf167	-1.9315625
NXNL1	0.592
DHX29	0.433
HADHB	0.57325
PLXNB2	0.16325
ILDR1	-1.55625
SLC15A3	2.63875
GAS2	-0.0365
C20orf69	-0.65675
NUMB	0.16925
TNIP1	0.28475
MESP1	1.89733333333333
PSKH1	-0.01425
NSFL1C	-0.07325
RHOG	-0.1895
HEY1	-0.557833333333333
KNG1	-1.43214285714286
ITGAX	0.9129
LIN9	-1.01033333333333
CANT1	-0.686875
XRN1	-0.104571428571428
CCDC96	1.7577
HEATR6	-1.882
GNG7	1.42016666666667
RUNX2	0.3915
SOX1	0.6758
FCRL5	1.038
ZNF99	-0.094875
FAM9A	-0.3815
SNX22	0.478833333333333
MBNL3	-1.6065
ODC1	-1.0503
ADORA2B	-1.60433333333333
NR2F6	-0.7245
ZFYVE16	-0.498944444444444
SYNJ2BP	-0.0405
POLE	-1.453875
E2F2	-1.94875
THRA	1.20616666666667
PTGES2	-1.46983333333333
HIP1R	0.683833333333333
TMUB1	-1.251
ENO3	-2.504
RSPH10B	0.225
CXorf39	0.336125
IRGC	0.65375
GPR109B	2.72525
FLJ13305	-1.573
LCE3A	-0.368
TNFRSF18	-0.781666666666667
DET1	0.44825
TRPM3	0.54
C16orf79	-1.6285
FECH	-0.781333333333333
RAP2A	0.133
CRIP1	2.02116666666667
AZIN1	-0.0845
SLC7A7	3.0765
IL10RA	0.8487
TMEM64	-1.729
CDC42EP4	1.081
C16orf58	-0.4882
ARG2	-2.8335
POU5F1P4	-5.1015
FAM62B	0.111625
DNAH8	-2.42288888888889
ASH2L	0.025875
TSLP	1.779
CNTNAP5	-2.2085
TMEM16C	4.3995
IFNA14	0.5345
SLC1A3	2.295375
CABYR	0.8805
BCL7B	-0.0398
NUDT13	-0.464833333333333
C13orf28	0.572
C1orf53	-0.17425
ARL6IP4	0.1732
RPL35A	0.5875
EMR3	0.59225
RAB40C	-0.0104166666666667
SLC41A1	0.175
LRCH1	-0.6115
LY6G5B	-0.3675
FAM124A	0.621071428571429
MGC10981	-4.045
CLIP3	1.028
MAP4K2	-0.448666666666667
CHIC1	0.89925
SULF1	1.99483333333333
C20orf30	0.397571428571429
PRDM5	-0.200875
ELOVL1	0.00325
C11orf48	-1.022
SLC39A10	-1.2425
KCNV1	-0.00500000000000001
ACP1	-0.778
ZMYM2	-1.007375
B3GNT6	-0.533333333333333
C9orf69	-0.21775
C2orf15	0.0575
C20orf166	0.0445
HSP90AA6P	-2.4185
EDG7	-1.2625
NEURL	-0.974625
LPL	6.574
CLEC2D	-0.137642857142857
GRRP1	3.359
CD8B	-2.6143
HIST1H3D	-2.4565
SLC6A12	1.512375
FAM27L	-0.4395
CD84	-0.1661
RASA1	-0.055
PHKG1	0.72
MAGEA11	-2.2605
IMPA1	-0.2053
NPM3	-1.49325
RARRES1	6.19275
SH3BP1	-0.071875
B3GNTL1	-0.784
ARPC5L	-0.789
KLHL26	0.107
SIM2	-1.83825
GJC1	0.6485
C20orf194	0.51875
EXO1	-4.292
SLC2A2	-2.7055
LOC285074	0.03925
LRG1	0.5785
KIRREL	-0.763
PIK3R1	2.31892857142857
C4orf34	0.39675
MAF	0.722444444444444
ADCY4	5.30733333333333
ZMIZ2	0.1611
SLC46A3	1.81
STAMBP	-1.00133333333333
CCDC16	1.11575
MS4A12	0.399
TCF20	-0.5835
LRRC46	-0.02325
C20orf152	-0.10425
MRPS6	0.363
ABCB11	0.0275
KCNC2	1.2205
CDH19	-1.39566666666667
C9orf123	1.089
SSH3	0.710625
LDLRAD1	-2.83925
CCBE1	1.21475
ZNF135	1.31225
TAAR1	0.5065
WFDC12	0.6265
CCDC42	0.292833333333333
FLJ12529	-1.113
PER1	1.74366666666667
TIMM50	-0.536166666666667
SMARCAD1	-0.049
FAM26C	0.2375
TP53TG3	-0.5455
SH3RF1	0.9877
LMCD1	3.38675
GPR63	0.346
FLJ21986	-0.32075
AIFM3	-0.7125
MICAL1	-0.495
BLZF1	0.346333333333333
IQCA	2.82266666666667
PCDHGC3	0.3
SAC	-0.02725
BCL6B	3.20333333333333
DDO	0.735
MARCO	4.68625
DCHS1	1.80516666666667
C1orf170	0.766166666666667
CD200R1	1.55
C22orf15	-0.2815
SEPT11	-0.123166666666667
ADNP	-0.99625
UST	1.2509
C13orf34	-1.00783333333333
RFFL	0.0396428571428571
APBA3	-0.759
C2orf60	-0.425125
CUTL1	-0.6564
PMS1	-0.811571428571429
ZNF689	-0.117
EIF3E	0.088
IL9	0.351666666666667
RPL31	0.50125
LY9	0.595333333333333
ATP2B3	0.40125
KDELR2	-0.141708333333333
TFCP2	-0.295875
NLRP12	-0.523125
FLJ45422	-0.773
TLE4	0.0536
ZNF570	0.209
FLJ43806	0.0855
TLK2	-1.255
CIR	1.16575
MARS2	-0.955
COL24A1	-0.8075
SDF2L1	-1.396
HIBADH	0.520833333333333
IGFBP3	-0.667571428571429
C12orf23	1.007625
PSPC1	-0.35575
C20orf43	-0.07175
TRAV20	0.9955
ARHGAP24	2.512375
KIAA1975	0.031
C1QA	4.1194
DNTT	-4.6955
C10orf6	-1.22841666666667
C11orf41	-0.97325
HNRPF	0.701125
COL11A1	-0.562833333333333
UBAP2	-1.40616666666667
CDKN2AIPNL	-1.269
C20orf174	4.284
SPRED2	-0.1235
PLA2G12A	-0.418666666666667
ICEBERG	-1.727
SCN10A	0.0035
C11orf65	0.229
GBP5	4.2845
PITPNC1	-1.04833333333333
POU3F3	1.0645
NCOA7	1.895875
LIN7C	-0.00100000000000004
LOC348840	-0.5875
NKX2-2	-3.6805
ANKRD13D	-0.377375
LOC123688	1.688
FUT2	1.27416666666667
TAAR8	0.663
FZD4	1.62575
PNMA3	-0.256833333333333
OR4L1	-0.7775
WIT1	-2.899
EXOC3L	2.22275
ATPBD4	0.5741
KRBA1	-0.7985
UBXD6	-0.06775
HOXB7	-0.0202857142857142
C7orf23	0.44
UNQ338	4.045
STAB2	3.8595
CDC20B	-0.0005
IRF9	1.73875
CENTG1	0.768166666666667
TNPO2	-1.60975
MCPH1	0.21125
BMS1P5	-1.2405
SLC26A7	2.575
HIST1H3J	-0.198
C9orf3	0.6124
LBH	1.53925
MYO1D	-0.038
PTDSS2	-0.13225
NFU1	1.54175
DEPDC4	-1.69975
WNT7B	-0.5066
GLP2R	-0.0768333333333333
SETD4	-0.4202
DYNLT3	-0.1044
FKBP11	-0.622333333333333
SESTD1	0.9535
FLII	0.10075
RPS16	0.7436
CHPF	-1.31666666666667
CSNK2A1	-1.0545
SUMO1P1	-0.562
FKBP6	-0.2375
ZNF214	1.33033333333333
TWIST1	2.80783333333333
DDX56	-1.6565
TRAM1L1	2.2399
EPO	-3.2805
MRPS18B	-0.1585
ZNF682	-1.26116666666667
RPL14	0.318833333333333
MAFF	1.33125
LOC51136	-0.399625
LY96	1.15225
DDX20	-0.25375
ABTB1	1.34983333333333
ARL5A	-0.0682
CCT6A	-1.71925
HEPACAM	1.32933333333333
EHHADH	0.182833333333333
RBAK	-1.52966666666667
CGB1	1.6305
ITGB5	0.1442
YIPF3	-0.5325
FKBP2	-0.60275
NR1D1	1.653
TMEM110	-0.9185
NEK2	-5.295
PRAMEF8	-2.74775
C20orf52	-0.3165
PCDHGA3	-0.1845
VWA3B	0.405333333333333
NDUFA5	0.45925
THAP9	-0.38625
FLVCR2	-0.841666666666667
AP1S1	-2.729625
SMAD6	-0.46125
SAV1	1.09575
SAT1	0.753875
ZNF251	0.71025
ADAMTS7	0.0687
RPP38	0.3705
C1orf211	-2.7165
YPEL2	1.54225
RBMS1	0.637
ZNF445	-1.58716666666667
NRXN2	0.606333333333333
PGBD4	-0.131625
UGT2B28	0.33225
WBSCR16	-0.6753
NLRC3	0.452375
ASTL	0.241
ST6GALNAC1	-1.0285
ZADH2	-0.635
MLLT4	0.77275
ARL6	0.1725
MEF2C	1.04
CBFA2T3	-0.36
AFF3	0.563071428571429
COG7	-0.0581666666666666
MYB	-0.986833333333333
PLXNA3	-0.39
XRCC2	-2.66533333333333
MMS19	-0.661125
ST8SIA5	-1.290375
CHPT1	1.15783333333333
KIAA1712	-0.771125
OR6X1	0.1475
ACTR3	-0.86025
UGCG	-0.186833333333333
OR4P4	0.253
ZAP70	-2.72025
LPP	1.483875
ZNF485	-0.98225
PTPRCAP	0.36875
IL12RB1	0.24875
ATRX	0.00889999999999997
CHST8	-1.31175
C14orf109	0.37275
ARV1	0.3995
NMB	1.93514285714286
COX5A	-0.878666666666667
EIF6	-0.54375
MPPED2	1.13566666666667
SEMG1	-1.3645
CHRDL1	3.761
TRAF3IP2	0.7675
WNK2	-0.130875
LILRA4	1.747
LAMA2	5.29075
PXT1	0.545
RLBP1	-2.93375
CD300C	0.07
SLTM	0.043875
FLJ10404	-0.61125
APOBEC3D	-2.86
RENBP	0.121833333333333
ATXN7L1	0.11325
NID1	-0.044
TUBGCP3	-0.72025
ITIH5	3.805
CCDC110	2.62325
C8A	-2.42325
MGC87042	1.1725
HOXC13	-2.68175
TFDP2	-1.075
HCP5	1.999375
POLI	1.16375
UCN	-1.60483333333333
ZNF764	-0.1515
C8orf45	0.6555
FHL3	-0.8515
SPATA5L1	-0.574
MMRN2	4.23216666666667
NDST1	0.455
COL20A1	-0.638333333333333
ZNF248	-0.301
PELP1	-0.901
MBL2	-3.226
RNF41	0.05725
C5orf24	-0.471
THOC5	-0.811
SERINC3	0.608916666666667
RP11-151A6.2	0.86425
CDCP2	-0.64925
HIST1H2AA	0.1235
C11orf75	0.719333333333333
FKBP7	0.3575
DDOST	-0.947
GPNMB	1.60316666666667
TTF2	-2.44316666666667
KCNT1	0.251333333333333
SLC39A14	-1.75342857142857
NGRN	0.0709
GPR137B	1.76575
MECP2	-0.23575
PSMA1	-0.16175
C16orf73	-4.59375
TMEM60	0.406166666666667
CSN3	1.6045
NOS1	0.313666666666667
RAB7L1	-0.0215
YBX2	-0.5665
KIAA1166	0.00149999999999999
FUBP3	-0.738666666666667
ABCG1	0.4535
ACACA	-0.745083333333333
ARL11	-0.0455
ATOH1	-0.8315
ODF1	-0.0272
CREB3L3	-2.01933333333333
TMEM127	0.961
DSCAML1	1.09225
PLN	5.14733333333333
LYPLA1	-0.92675
PRDM9	-2.1405
SASP	1.39575
PLUNC	0.417333333333333
INTU	1.01
HISPPD1	-0.42125
LNPEP	-0.4965
YARS2	-0.721666666666667
APCDD1L	-0.278
ZCCHC4	-0.2531
FBXO22	-0.906333333333333
TTLL13	-0.615
ZNF669	-1.0985
PTGDR	3.76
DDX27	-0.37175
KIAA0409	-0.424166666666667
GJB6	0.23025
ASB8	0.071
PLP2	0.0971666666666667
MEPE	0.32
OR10J5	0.3915
KRT222P	2.70925
COQ7	0.146833333333333
C1orf101	2.4345
RERG	3.2723
CHMP5	1.065
THAP11	-0.1865
ZNF43	-0.384
ZRANB3	-1.41266666666667
KRT13	4.10525
MRPL19	-0.554625
RBBP9	-0.35575
SPATA17	-0.099875
BXDC5	0.401
PAFAH1B1	-0.559416666666667
MAGEE1	0.877
OSTF1	0.1355
KIAA0323	-0.091
TXNDC13	-1.03816666666667
CNTN4	2.5085
LCE1B	1.294
UNQ501	0.2485
ZNF154	0.21175
C3orf64	1.439
SYT5	-0.8298
PON1	0.2565
FLJ10357	0.678375
ATP4A	0.1415
GNPDA1	-1.07116666666667
MGAT1	0.957833333333333
C14orf121	0.17475
SLC35B2	-0.59175
MIER3	1.165
CHEK1	-4.936125
ZNF8	-0.690833333333333
TXNDC1	-0.688166666666667
CKB	-0.4802
RTN3	0.540428571428571
FZD2	-2.21216666666667
PART1	0.670375
PSMB6	-0.41725
PCDHB8	-0.084
PHC3	-0.2394
PPP1R8	-1.27233333333333
NOVA2	2.1555
TNFRSF11B	-1.51575
GOLPH3	0.467833333333333
UBLCP1	-0.04675
SUHW3	-0.5465
TTLL1	1.00725
OPN4	0.445
OR13G1	0.0875
ZPBP2	0.181166666666667
HSD17B11	0.4655
C9orf50	0.3025
DHDDS	0.6345
CTSW	0.8713
NEFM	-2.22866666666667
MRPL28	-0.9335
SYN1	0.4745
PIGV	0.002
ZIM2	0.4805
APBB1	0.764333333333333
SND1	-1.2
C1orf123	0.379666666666667
CHD3	-1.35225
BHLHB8	0.13975
RNASE2	-0.483666666666667
BCAP31	0.608
SLC25A44	-0.0461666666666667
CHD6	-1.223
PIB5PA	1.80876923076923
SELS	0.323375
LOC541471	0.01775
FAT2	2.1375
ZNF81	-2.5935
OR4C16	0.1695
FLJ10081	-0.2759
LRRC4	-0.138
CS	-0.917166666666667
N4BP2	-0.942625
IGFBP7	1.9235
ZNF318	0.250833333333333
NDNL2	0.5205
ZNF609	-0.32
SIRT4	0.494
EXOSC10	-0.30075
ECE2	-0.150833333333333
OVGP1	-0.01
GTPBP3	-1.23125
PACS2	0.3498
C19orf36	-0.301166666666667
ARL4C	-0.144875
ATG4B	-0.700125
UBQLNL	0.7895
RHOXF2B	-3.885
PLEKHG2	-0.6415
GALR1	2.3785
AQP4	0.254
HDAC7A	0.419333333333333
DCUN1D3	1.427
OR8A1	-0.1935
CCRN4L	-0.60825
CBR4	-0.912666666666667
KIFC1	-4.0055
SLC7A14	-1.299
LHX5	1.366
TRPC7	-0.002
LPXN	-1.0475
SERPINA1	-2.65025
RPS13	0.4519
BPIL3	-0.85
PRKAA1	-0.491
FADS2	-1.6067
ENAH	-0.1359375
PRO1768	0.722
APBA2BP	-0.7315
LIPH	1.7155
C3orf33	0.72175
RCC2	-1.17071428571429
ALDH1A2	-2.72122222222222
RNF103	1.84475
AHCY	-1.813875
ALG12	0.109
CCL17	1.34375
ZNF543	0.887666666666667
ESRRG	1.9141
CNGA1	2.5
RDH5	3.00066666666667
OTX1	-2.0887
PTGFR	-0.337833333333333
CDR2	-0.72775
SELE	5.4235
NLGN2	-1.05066666666667
EXOSC9	-0.5085
ZNF566	-0.639833333333333
KLRC2	-3.3875
GPR12	0.6495
KIAA0196	0.13125
PDRG1	-0.64375
SSR3	-0.258142857142857
MSI1	0.0985
CST9	0.1355
CC2D1A	-0.2125
PLAGL1	0.942722222222222
ZNF778	-0.4135
RNF2	0.31525
KLF6	2.164
THBD	3.0605
tcag7.1314	1.40375
NR5A1	-0.339833333333333
ABCD2	2.5395
DNAJC7	-1.85
CLEC4C	-1.672
TM2D3	1.132625
CCDC4	-1.9785
PLAC2	-0.985
DCD	3.234
FAAH	0.86525
POLA1	-1.531
TM7SF2	0.356
FLJ39822	-1.107
FLOT2	-0.187125
MAP4K1	-0.487166666666667
SRP68	0.46725
C21orf74	0.1615
ARPC5	-0.283875
LOC126075	1.21475
HECW2	0.7305
ZDHHC4	-0.191
ANKRD42	1.6836
PDE9A	0.726166666666667
ABCA8	4.3795
NDUFS2	-0.41375
UBR5	-1.068875
BTBD16	-2.276
LOC554174	0.924
ZNF20	0.127
KIAA1843	0.19
WDR17	-0.0938571428571428
C15orf33	1.1345
RNF113A	-0.2075
CAMKK1	-0.8967
CLCN2	-1.12025
ANXA6	-0.31
LOC340069	0.5185
EMID1	0.17925
DPM3	-0.508833333333333
ELA1	0.5385
SLC25A13	-1.2911
KRT24	0.88925
SMPD1	-0.076
TH	0.122
COL6A2	1.02435714285714
ANKS1B	0.37375
GPR126	-1.4406
ZC3H12A	1.023
TMEM47	2.34983333333333
C2orf51	0.1615
C1orf88	3.0875
HSF2BP	-1.14775
AKAP10	-0.145
RPAP3	-0.462
KLHDC8B	0.764875
STOM	1.8302
MUPCDH	0.187625
C10orf72	0.0921249999999999
PLEKHA3	0.831083333333333
TCP11L1	-0.59075
CWF19L1	0.566625
SPEF1	0.571307692307692
YSK4	-1.338
ELN	3.0272
SAMD8	0.657666666666667
MPI	-1.11533333333333
MEPCE	-0.0446
ABCC3	-1.27825
NANOGP1	-3.5165
KCNK17	0.789875
HLA-DMB	4.64733333333333
RRAGA	1.185
ANGEL1	-0.37475
RBM32B	0.2845
CPN1	-2.577
MGC52282	-0.061
HLA-A	1.83916666666667
OR9G4	0.2475
EDNRB	1.093125
SCD	-0.524214285714286
C14orf80	-1.59883333333333
BAGE2	-2.1855
RABL4	0.857166666666667
RCVRN	0.346
SHANK1	-0.265
NLRP7	-3.2105
CD226	-0.16775
STAT3	0.130875
SYNJ2	-2.1517
TPCN2	0.0591666666666667
WDR36	-0.852916666666667
MBD4	0.15075
ROBO1	-1.0237
ST3GAL6	-1.3305
SLAMF8	2.315
ATN1	0.408
GPR141	0.184
KRT36	0.396
TPH1	-0.683
DDX52	-0.582
ZSCAN29	-0.0711666666666667
TRPT1	-0.514166666666667
DPEP3	0.4015
DENND4A	-0.8745
TSPAN16	-2.06
PTCHD2	0.208
LOC145814	-0.33
CAP1	-0.372333333333333
EIF5A2	-0.0721
NT5DC3	-0.966625
SEPT9	-1.25625
SEZ6L2	-0.91575
EGFLAM	5.4575
VPS11	0.530375
NDUFB5	0.180666666666667
CIDEA	5.08366666666667
IER5L	-0.7895
N6AMT1	0.6055
FAM83C	-0.3585
OXR1	0.7985
IRX1	1.239
DGKB	-0.5465
GCN5L2	-2.4965
MIR16	-0.27025
FBXW9	-0.086
WDR4	-2.11366666666667
PDC	-0.0345
VPS33B	-0.57625
HEXB	0.186
FLJ32214	0.03375
TCEB3	-0.97625
CRLF1	-2.4205
ABI3BP	2.53525
C8orf22	-3.31
PYCR1	-2.667375
KIAA1706	2.159
CDK5R2	0.73475
WAS	0.066
C12orf60	-0.114
CCBL2	0.264375
MADD	-0.164
C5orf34	-2.27375
WDR42A	0.3412
KLF12	0.00837500000000001
HSPA1A	0.53375
ITM2C	-1.45083333333333
DAPK2	3.64533333333333
LOC442590	1.9495
SUMF2	1.609625
CENPA	-3.50176923076923
TMED5	0.017875
CDH6	-0.7383
BRP44	0.7815
THG1L	-1.34475
GABRA2	-0.87325
C14orf166	-0.08
MYL1	-1.88633333333333
TNFSF18	0.9975
PAP2D	-0.9375
PPIB	-1.057
KLHL4	-0.13425
SFN	-0.7815
CCDC127	0.481
FRAP1	-0.73075
GOLGA5	0.3875
SDCCAG1	0.300375
MGC21675	-0.00416666666666666
C10orf95	-1.04925
KIAA1345	0.147333333333333
C1orf163	-0.9985
LACE1	-0.117833333333333
OR10K2	0.4135
CENPN	-2.65952
TMED2	0.104
UGT1A6	-0.6925
ANG	1.07775
U2AF1	-1.65833333333333
CASC2	-0.1845
NMT2	1.23266666666667
OSGEPL1	0.39625
DFNB31	-0.681
SLC6A20	0.047375
DKC1	-1.7045
FXYD4	-0.755
WDR64	0.6765
MGC5590	0.03
CREBZF	-0.328166666666667
DAZ1	0.183
PRPSAP1	-0.25875
GCHFR	-0.3985
TTC7A	-0.413125
LOC196993	1.2615
UBD	1.557
S100A1	0.15625
RPL6	1.07066666666667
DNAJB6	0.6555
NAGS	0.8327
C2orf58	-0.1275
KERA	0.926
MT1X	0.9303
UBE2B	1.4397
KEAP1	0.0255
MST1	-2.496375
OMA1	0.8525
ABLIM2	1.817
BCL2L13	-0.172416666666667
JAZF1	0.9565
TMEM63B	-0.4515
S100A8	1.6361
ARFIP2	-0.27875
UROS	0.08075
KHDRBS2	-0.222
POLQ	-4.01875
SOAT1	-1.253
SPAG4	-1.8925
MRPS30	-1.02583333333333
LOC494141	-0.366
OR2T11	0.1445
ORAOV1	-0.3982
ZNF184	-0.128166666666667
TCEB3B	-0.0116666666666667
ADAM21	-0.176
GDPD1	-0.11225
SPINLW1	0.411
PRR14	-0.841
KCTD9	0.6454
NUDT3	-0.44325
KIAA1822	0.5475
HIST1H4K	-0.7125
DFNA5	-0.853
GABPA	-0.788
C14orf44	0.18275
POLB	0.521625
PTAR1	0.03725
SEC31A	0.8243
TRIM58	-1.377
TAS2R14	-0.0015
VPS8	-0.452125
H1F0	-0.287333333333333
PRKCB1	-2.47533333333333
UGT2A1	0.502
TOR1B	-0.64175
LSS	-0.915666666666667
C2orf19	0.4805
HNRNPC	-0.297357142857143
TMEM100	4.12333333333333
LOC116349	0.39575
OR51M1	-0.4705
CCDC142	-1.32325
ISG15	0.501625
ZCCHC14	0.327375
CREBL2	1.6095
TGDS	-0.15425
DC2	-0.5575
CACNA2D3	-1.61242857142857
ZNF429	-0.371875
LYPD6	1.239
SUCLG1	0.637833333333333
OR51I1	0.0305
