Hybridization REF	TCGA-C8-A1HI-01A-11R-A137-07
SNX6	0.41125
ZNHIT2	0.7225
NCDN	-0.1325
FLJ33534	2.59775
RAG1	-1.94825
OR4D10	0.39
PTPN5	1.13333333333333
POMT1	0.338875
LRRC8A	0.196
CYP1A1	-1.8035
CAPN1	-0.0131666666666667
DDHD2	-1.2045
GRIK2	-0.676
GNRHR	-0.325
PPBP	-0.386
HTR3A	-0.9995
SLITRK4	0.27825
ANKRD49	-0.269
BTF3	0.1766
SARS	-0.16125
C13orf18	-0.120833333333333
CACNB1	-0.688384615384615
QKI	-0.146409090909091
SETMAR	0.87025
MAN2B1	-0.091
EML3	-1.0325
ACADL	-0.355
OFD1	0.508625
DEFB114	0.9605
CGA	-1.5352
PEX16	0.706
LRRC10	-0.412
GNG12	-0.3565
C1orf152	-0.0951666666666667
CHRM1	0.3905
CD53	-0.233375
DBH	-0.71125
TFAP2B	3.776125
HIST1H2BJ	0.754833333333333
FAM46D	0.382
TMEM11	0.343
C3orf32	-2.7015
PCCB	0.825375
IPO13	0.070625
C6orf105	-1.2475
COMMD5	0.8
SUV420H1	-0.4167
LTBR	0.7105
ARHGAP15	-1.552375
HDHD2	0.18675
TDRKH	-0.4785
LOC401052	1.0365
PSG4	-0.8745
GNB4	-0.5091
SPATA4	3.58875
SLC9A3	-0.5595
OSBP	0.690166666666667
NBPF3	0.0599166666666667
DOCK11	-2.4265
SLC39A5	-1.96216666666667
PRR5	0.3353
C10orf63	2.120625
SMTNL2	-1.407
ADRA1A	0.7135
ASAH1	1.2592
DOM3Z	-0.1279
GIPR	0.702833333333333
AHI1	-0.219416666666667
NADSYN1	0.533166666666667
RGS14	0.5057
IL18BP	0.8096
RTN4RL1	0.814
ARMC6	-0.1085
PSMD5	0.0666666666666667
HK3	1.275
OR4S1	-0.353
RSU1	0.4575
MAD2L1	-3.02088888888889
EIF4A3	-0.37975
DLEC1	-0.328666666666667
E4F1	1.03266666666667
CHMP2B	1.1473
CAMSAP1	-0.51225
RPS21	-1.66116666666667
ARID5A	0.68925
UBE2N	0.1318
IGSF8	1.70233333333333
MAGEB6	-1.0145
ACAD11	-1.3114
MGC4172	-1.80775
LMO4	1.00825
KLKB1	0.6385
HP	-1.513
HDAC3	-0.16825
SCHIP1	0.5395
CLCA1	0.6115
OLFML2A	0.816625
C1orf112	-1.43325
KIF19	2.22458333333333
HAPLN4	0.1742
CXCR7	-0.234666666666667
GOT2	0.0891
RAB38	-0.635625
DCX	0.08275
PPM1H	1.60325
NFYC	0.614916666666667
KIN	-0.236375
ZNF228	1.315
PLSCR4	2.57583333333333
HIG2	-0.5445
FAM79B	6.9295
C21orf86	-0.5448
KCNK10	-0.05775
ZNF738	-1.696875
FSTL5	-1.04716666666667
OR6A2	0.129
OTOA	1.94983333333333
EXOC1	0.493875
AHRR	-3.149125
PDAP1	-1.73558333333333
C19orf6	0.349375
ZAN	0.45775
LY6G6E	0.4225
EIF4E2	-0.62575
C20orf198	-0.6405
ZNF324	0.27225
CYP3A5	2.01233333333333
ENTPD7	1.274
MBOAT5	-0.066
GJB5	2.59925
TTC13	0.042
S100Z	-1.78316666666667
KIAA0664	-0.407666666666667
PDGFRB	1.96475
IL17D	-0.785
OR56B4	0.4035
RDX	-2.19316666666667
SLC34A3	0.3565
IL28B	0.195
JUND	1.71975
CHRNB1	-0.3125
CAMK2B	2.5075
FETUB	-2.2485
CXorf23	1.453375
MRTO4	-1.23425
TTC3	-0.1401
NDUFB8	-0.407
EDG2	-1.36275
SEMA3G	1.372
IL23A	-1.698
GRHL1	2.0349
LOC441054	-1.2065
WDR65	1.339875
PSTK	-0.35575
STOML3	0.108
R3HDM2	0.2152
C5	-1.592
SLC2A10	0.862666666666667
C3orf22	0.74225
PAQR3	-1.26061538461538
ANKRD26	-1.74391666666667
HCRTR1	0.0065
LOC399947	-1.3705
PSD2	0.3665
TIGD2	-0.3655
SCRN1	-0.77225
COQ10A	-1.04175
DDI2	-0.2055
METTL7B	-0.328
UCN2	0.11175
FAM92A3	-0.829
WDR16	2.5685
ZNF511	-0.059
ZMYM5	-1.286375
POLR3G	-3.8425
ZNF586	0.80375
C1orf49	1.20383333333333
TANK	0.856666666666667
RCAN1	0.3525
PELI3	1.35616666666667
LIMD2	-1.02083333333333
TMEM189	-0.5695
NTN4	0.78675
LOC151300	0.618
CLEC2A	-1.8965
GPR135	-0.919
DPYSL4	-2.8693
JAK2	0.207166666666667
TSHZ1	1.08333333333333
TM9SF4	0.500375
ZNF264	0.9885
SIRPG	0.82575
BICD1	-0.3245
HERC6	3.07283333333333
METTL5	-0.8085
CASP1	1.1
PRRT1	-0.340333333333333
PLA2G4C	3.973
ICA1L	0.0216428571428571
TPTE2	0.263833333333333
OTUD7A	0.4515
AQP11	-0.24025
APOA2	-4.3444
KALRN	-0.5248
SECTM1	0.95125
IFNAR1	0.2305
TALDO1	0.188
RAB11FIP4	0.598
EIF5A	-2.042
FAM49A	1.62625
NEGR1	0.956666666666667
YTHDC2	0.11825
EHD2	-0.66125
NCF1	2.318
SCRT2	0.7455
HOXA5	1.2275
NUP133	-0.0265
FGF12	3.02
SLMO2	-0.228625
SNTA1	0.690375
CACNG2	-0.267857142857143
GCM1	0.278
ELF1	0.869833333333333
TLR5	3.89125
TCFL5	-0.832833333333333
RBMY2FP	-1.4745
LOC100125556	1.026
FAM129B	0.35575
MAP3K7IP1	-0.36075
NCK2	0.8395
OXA1L	-0.17225
FMO9P	3.6805
ZSCAN12	0.61275
PSMD12	1.25033333333333
HSCB	-0.6255
CLDN10	-1.23775
MGC13053	-1.45
HPCAL4	-0.785166666666667
ASZ1	-0.609
MEX3D	0.417916666666667
NFAT5	-1.7555
CSPG4LYP1	-0.681333333333333
FBXO3	1.0503
DVL1	-0.463666666666667
CMKLR1	1.918
TYMS	-3.613
PEF1	0.86375
ZNF750	1.45483333333333
MCM5	-1.1458
MEGF11	-0.175
KCNK7	0.243
PTP4A3	-0.195
C1QTNF2	-0.6085
OR6S1	0.6415
FAM122B	-0.71325
ZNF551	-0.54225
HBQ1	-2.7375
GEMIN6	-0.45775
ARSK	0.9935
RBP7	1.44216666666667
CPNE9	1.1675
DSC1	3.1165
LOC730112	-0.77025
MAP2K4	0.8225
HS3ST5	-2.1515
EPB41L3	0.638
TEKT2	2.68125
CDKN2B	0.6455
ZNF480	0.90875
MAP3K6	0.3331
MAP6	2.87
HN1	1.8643
OR2L13	0.862666666666667
SLC16A11	0.73375
FAM96A	0.80425
APOL1	0.25175
C5orf32	0.4085
RTP1	-0.766333333333333
RNF175	1.37
ZBTB41	2.03275
AHCTF1	-0.3029
SAE2	0.2459
ITGA2	1.07916666666667
MME	1.24066666666667
CCDC14	-1.2
MAST4	1.73678571428571
KRT33B	-0.534
KCTD2	1.94783333333333
WDR26	1.019
MFI2	0.52125
NR4A3	-0.587875
ARSA	0.79225
UNKL	0.487833333333333
SULT6B1	0.2385
CCNA2	-2.8025
SOX15	-0.2625
PPAPDC1B	-0.573916666666667
C19orf44	0.5745
MCAT	0.62775
ARID1B	0.524125
OR52N1	-0.198
C12orf48	-1.98425
MAGI1	0.7015
NIPA2	-0.60525
GBX2	-2.176
RSHL3	2.09225
RAVER1	0.2085
C15orf17	0.06325
SLC30A2	0.532625
ZNF518	-0.77825
PCYT1B	-0.792
C10orf114	-1.96125
EIF3H	0.68025
SLC25A39	-0.508
KIF1B	-0.812875
AMOTL2	0.042
C6orf120	0.85325
PSRC1	-2.169
PLA2G10	1.752125
KIF5C	0.392875
MRPL37	-0.8625
C17orf62	0.632833333333333
C9orf135	1.244
DUSP10	2.5948
CLCNKB	0.537
PSMA5	0.23425
C8orf53	0.5295
AMPD3	0.0765
PIAS1	0.30575
ADCYAP1R1	0.158
GYLTL1B	0.3695
CDH20	-0.106833333333333
FBXO7	-0.58775
TMEM134	1.0405
FLJ14213	0.898166666666667
ZNF3	-0.48675
LRRFIP1	0.638458333333333
CNOT2	0.674083333333333
ABI3	2.3245
ALDH5A1	-0.0391666666666666
HNT	2.7794
SERPINA4	-2.6895
TK2	0.288083333333333
STMN1	-2.32344444444444
GUCA2A	0.192
GALNT10	0.871857142857143
DPP6	-0.38835
C9orf93	-0.78125
PRELID2	-0.7155
STK39	0.660875
SFTPA1	-1.34933333333333
CKS2	-2.56033333333333
RHO	0.231125
C20orf135	-0.17
XKR3	-3.1255
CR1	0.316125
RPS6KA2	0.289714285714286
C20orf112	0.4015
MRPL22	0.2315
C4orf23	0.633833333333333
GADD45B	0.981
KLHDC1	1.23383333333333
C2orf48	-2.7125
ZNF287	1.2335
DAAM2	-1.08875
DPPA2	-3.63766666666667
TCTN3	-0.169666666666667
DNAJB11	0.327125
FPR1	3.44725
DEFB4	0.112
PTCD2	-0.2908
SMOC2	5.17533333333333
CABP7	0.99925
SERPINB11	0.38525
MAGEF1	0.747
NDE1	0.399833333333333
ITGA10	0.996
FSHB	0.261
ANXA2	0.90875
HORMAD2	-0.20775
HLCS	0.401
MCF2L	1.15158333333333
FH	0.572125
TBC1D24	1.941
KIAA1505	1.1275
LGALS2	-2.324
CNBD1	-0.6665
SYNPO2L	-0.802
PTPN23	0.408857142857143
C1orf183	-0.729666666666667
MAGEA8	6.14725
DGCR8	-2.335375
GSR	-1.63375
PAQR7	0.53575
ZNF676	-1.46925
CACNA1C	0.9409
SP7	0.293
PDCD6	0.497
NRN1L	-1.0565
BRI3BP	-0.08975
KIAA1183	1.96
ASB4	0.319
CCL23	1.091
OBSL1	-0.99925
SLC12A7	0.8265
KIAA0240	1.416125
CD1B	-3.6505
FCGR2A	0.796
MDC1	-1.4485
HTR1A	0.012
OCEL1	0.64525
ATP11B	-0.0964375
FBXO34	0.483
PCDH12	3.35066666666667
RPE	-0.693
C17orf74	-0.232
CSDC2	1.15766666666667
PET112L	0.40925
TMBIM1	-0.1435
P2RXL1	-0.668
TCHP	0.31275
TRMT1	-1.28033333333333
F2RL2	1.08416666666667
LRRC32	3.04266666666667
IMPG2	0.511
BGLAP	0.0065
LOC493869	-1.28216666666667
MRAS	1.255125
SLC35F5	1.388
CBWD1	0.352
AXL	-1.539875
ATP2C2	2.1265
TELO2	0.06425
PNPLA3	-4.72725
PCDHB14	3.06425
CD276	0.89475
KRT80	-1.356
DUSP28	0.3775
CSNK1E	-0.535666666666667
SRP14	1.661
KCNQ4	0.34
KRT72	-0.722666666666667
CCDC117	0.853
C6orf89	0.533833333333333
TUBB2B	-2.80766666666667
RTN4IP1	-0.89675
CR1L	-4.25116666666667
CEND1	0.15325
C12orf41	0.4175
RNF31	0.53475
UBN1	0.546
C17orf32	0.6335
SLC5A7	1.2215
GPR92	0.893166666666667
ESAM	2.282
CTNNA1	0.991583333333333
HRBL	0.0807
CBX4	1.3105
TMEM182	0.523
SH3TC2	0.330333333333333
IL10	1.01633333333333
PXMP4	1.085
RNF167	-0.255
PAK7	4.56933333333333
ETV3	-0.8575
ATPIF1	-0.324833333333333
LOC554207	-1.87883333333333
OR8H1	0.19075
WDFY3	1.071875
DPM1	-1.32425
GPSM1	-0.5305
WDR92	-0.3676
LRP1	0.218833333333333
ANKH	-0.17325
THUMPD3	-0.4275
POLR1B	-0.2205
OLFM4	4.88966666666667
RAD9B	0.48025
TSPY2	-3.669
PAX6	-3.29933333333333
SCG2	-2.4315
SLC17A6	-0.22325
FMO3	4.629375
PADI4	0.2345
TUBB4	-0.6718
NLK	-0.56575
POU4F3	-0.2695
SDF4	0.1705
ITGBL1	3.54183333333333
NETO1	-2.616625
TAP2	-0.0917499999999999
ABBA-1	-0.2895
GNAI1	-0.845
VPS4B	0.27825
NOPE	-0.2047
GALNT6	2.02633333333333
SESN1	1.504125
GBE1	-1.06977777777778
CLASP1	-0.35075
RASGEF1B	1.614375
ACOT11	-0.221357142857143
AFAP1	0.882
OR2H2	0.2225
DPY19L2P1	-1.057
DZIP1	-1.5725
SEC22C	0.6605
GPR161	-0.643333333333333
RNF146	0.847
WDR74	-1.168625
GALP	-0.878
PURA	0.80225
DNPEP	0.0639166666666667
RP11-78J21.1	-0.77575
ERBB2	3.11775
FANCM	-1.12466666666667
NEO1	1.73366666666667
DDX3Y	-5.267
RPS3A	-0.123875
MXRA7	0.144428571428571
LGALS3	-1.2585
GLT8D1	0.57125
CFL2	-1.66566666666667
UPB1	-0.277
NAP1L5	-0.443625
CLDN14	-1.86
DHX38	-0.55375
BTBD1	0.0295
TARS2	0.866833333333333
ABCF1	-0.1051
FCF1	0.0568333333333333
LRRC49	0.56575
GUCY1B2	-0.7525
C1orf177	0.549
SMARCA4	-0.324071428571429
LRP8	-3.16433333333333
TAGLN3	-0.80375
MRPL14	-0.41525
TTRAP	-0.1175
ZDHHC20	0.19575
NFE2L3	-2.415
KIAA1377	1.5305
PALMD	0.8498
TMEM43	-0.06625
TTL	-1.95175
STAT5B	-0.754666666666667
SSB	-0.942625
OR10H5	0.694
SLC22A13	-1.622
AKAP3	0.00525
TIMM23	-0.0556666666666667
OAS2	2.94983333333333
KIAA0423	1.0905
TRIM11	1.31033333333333
GLIS3	1.793625
TMEM50B	0.347833333333333
ARHGEF4	-0.331375
DEGS1	-0.190818181818182
TBL1XR1	0.483933333333333
G6PD	-1.448
SP140	1.0387
MUC17	0.377076923076923
NUDC	0.2919
DNAJC5B	2.533
SCARA3	-0.658333333333333
CPA3	6.15833333333333
BCAT2	0.162375
MFN1	0.147
NRG3	0.3135
SNX11	0.6385
PLEKHH1	-0.1675
GPR177	0.206166666666667
HCFC2	0.76925
TCAP	-0.703
MOCOS	-0.76275
C14orf93	-0.28925
PRDM10	-0.0688333333333333
SLC16A4	0.0448333333333333
SRGAP1	0.224666666666667
VIP	0.5565
DUSP27	0.7615
LILRA1	0.9899
MC2R	0.3605
MGC24103	-3.25375
MBTD1	-2.378
FUT11	-0.8865
USP33	0.6187
C15orf39	-1.55
MAP3K12	0.106
PAAF1	-0.201166666666667
BARHL1	0.0285
FLJ16165	-0.124
PIWIL2	-2.80425
SYNE1	0.4655
CMTM4	0.00649999999999999
TSPYL1	1.4056
GUF1	0.186833333333333
TMEM157	2.2375
WDR44	0.471
HIST1H3C	0.73
DKFZp666G057	3.8915
RNPEP	1.77775
GAS2L2	0.623666666666667
ADH4	-5.45125
GRPR	5.33766666666667
FBXL17	0.34325
ZBTB10	0.536
Gcom1	0.791111111111111
HTRA1	1.6954
ZNF585A	-0.0705
SLC26A2	-0.5655
OTOP3	0.169833333333333
WISP1	2.54166666666667
ATP2B4	-0.384666666666667
FLJ10769	1.1295
CRAMP1L	0.407375
CHST12	-0.9025
RAB22A	0.155166666666667
TARDBP	-0.359428571428571
STAU1	-0.00775
CRB3	2.30183333333333
MIG7	-1.117
CHMP1A	-0.2175
ZNF160	0.2895
B3GALT6	0.14675
BARX1	-2.21866666666667
C6orf167	-1.721625
NXNL1	0.7025
DHX29	0.95475
HADHB	-0.065
PLXNB2	1.054375
ILDR1	-1.88725
SLC15A3	2.4775
GAS2	-1.21033333333333
C20orf69	-0.39975
NUMB	0.16125
TNIP1	0.132125
MESP1	-1.1995
PSKH1	-0.22325
NSFL1C	0.413625
RHOG	0.094
HEY1	-1.587
KNG1	-2.43385714285714
ITGAX	1.9741
LIN9	-0.521
CANT1	1.6435
XRN1	0.179857142857143
CCDC96	2.0735
HEATR6	1.221
GNG7	0.86
RUNX2	1.294625
SOX1	0.216
FCRL5	0.8164
ZNF99	-0.348875
FAM9A	-0.342
SNX22	1.4435
MBNL3	-1.33933333333333
ODC1	-1.7477
ADORA2B	-1.0885
NR2F6	0.9785
ZFYVE16	0.509222222222222
SYNJ2BP	0.4424
POLE	-0.666125
E2F2	-1.492375
THRA	0.508
PTGES2	-0.5545
HIP1R	0.863833333333333
TMUB1	-0.417833333333333
ENO3	-2.84975
RSPH10B	0.7445
CXorf39	1.655875
IRGC	0.361
GPR109B	-0.361
FLJ13305	-1.631
LCE3A	-0.6355
TNFRSF18	-0.5435
DET1	1.61125
TRPM3	-0.888166666666666
C16orf79	-1.062
FECH	-0.571666666666667
RAP2A	-0.370166666666667
CRIP1	4.01133333333333
AZIN1	0.059125
SLC7A7	3.03
IL10RA	0.5338
TMEM64	-2.17175
CDC42EP4	1.4769
C16orf58	0.2744
ARG2	-1.57475
POU5F1P4	-4.9155
FAM62B	-0.251875
DNAH8	-1.9783
ASH2L	-1.091125
TSLP	-0.475166666666667
CNTNAP5	-0.525833333333333
TMEM16C	1.8225
IFNA14	0.8865
SLC1A3	0.104375
CABYR	-0.05
BCL7B	0.1495
NUDT13	-2.21783333333333
C13orf28	-0.34325
C1orf53	0.52525
ARL6IP4	0.558
RPL35A	-0.4385
EMR3	1.7875
RAB40C	1.29041666666667
SLC41A1	0.174
LRCH1	-0.16875
LY6G5B	-1.7245
FAM124A	-0.546571428571429
MGC10981	-4.27016666666667
CLIP3	0.5906
MAP4K2	0.0785
CHIC1	1.88625
SULF1	2.58066666666667
C20orf30	0.602571428571429
PRDM5	-0.310375
ELOVL1	0.43875
C11orf48	-0.966
SLC39A10	-0.588
KCNV1	0.60625
ACP1	-0.708333333333333
ZMYM2	-1.109375
B3GNT6	-0.184
C9orf69	0.1445
C2orf15	0.352
C20orf166	-0.797
HSP90AA6P	0.2575
EDG7	-0.093
NEURL	-1.010375
LPL	0.0501666666666667
CLEC2D	-0.5225
GRRP1	1.83066666666667
CD8B	-3.6138
HIST1H3D	1.96133333333333
SLC6A12	0.21075
FAM27L	-0.1975
CD84	1.3697
RASA1	0.011
PHKG1	-0.4125
MAGEA11	-1.736
IMPA1	-0.9068
NPM3	-2.36825
RARRES1	3.60375
SH3BP1	-0.133875
B3GNTL1	-0.347
ARPC5L	0.179833333333333
KLHL26	1.4375
SIM2	-0.620125
GJC1	0.332
C20orf194	0.00125
EXO1	-2.55925
SLC2A2	-3.73783333333333
LOC285074	-1.33175
LRG1	1.656
KIRREL	-1.164
PIK3R1	1.66657142857143
C4orf34	1.509
MAF	-1.26222222222222
ADCY4	3.9555
ZMIZ2	0.265
SLC46A3	2.145
STAMBP	-0.00499999999999999
CCDC16	0.62725
MS4A12	0.555
TCF20	-0.1495
LRRC46	2.291
C20orf152	0.68425
MRPS6	-0.097875
ABCB11	-0.422
KCNC2	4.27333333333333
CDH19	-0.608833333333333
C9orf123	0.7345
SSH3	1.218
LDLRAD1	-1.2375
CCBE1	-1.23725
ZNF135	0.069625
TAAR1	0.6875
WFDC12	0.8465
CCDC42	0.136333333333333
FLJ12529	-0.995
PER1	-0.3235
TIMM50	-0.327833333333333
SMARCAD1	-0.697
FAM26C	0.4205
TP53TG3	-2.19333333333333
SH3RF1	1.0751
LMCD1	1.30175
GPR63	-0.1755
FLJ21986	-2.006
AIFM3	-1.034
MICAL1	-0.380166666666667
BLZF1	1.65866666666667
IQCA	2.832
PCDHGC3	-0.451
SAC	1.47075
BCL6B	2.2285
DDO	2.70425
MARCO	3.509
DCHS1	0.572166666666667
C1orf170	0.383333333333333
CD200R1	0.990833333333333
C22orf15	-0.6035
SEPT11	-0.5125
ADNP	0.03775
UST	0.451
C13orf34	-1.47166666666667
RFFL	0.622285714285714
APBA3	-0.2935
C2orf60	-0.3825
CUTL1	-0.1544
PMS1	-0.92675
ZNF689	0.2005
EIF3E	-0.618833333333333
IL9	0.2976
RPL31	-1.499375
LY9	0.535166666666667
ATP2B3	0.0375
KDELR2	0.86675
TFCP2	0.608875
NLRP12	2.9985
FLJ45422	-1.2875
TLE4	-0.3097
ZNF570	0.1955
FLJ43806	-1.069
TLK2	0.557375
CIR	0.903
MARS2	0.099
COL24A1	0.93825
SDF2L1	-0.735
HIBADH	0.0421666666666667
IGFBP3	-2.129
C12orf23	2.143375
PSPC1	-0.39
C20orf43	0.2845
TRAV20	0.667
ARHGAP24	0.7075
KIAA1975	-0.365375
C1QA	3.6298
DNTT	-5.43716666666667
C10orf6	-0.2805
C11orf41	-0.725
HNRPF	0.122375
COL11A1	5.16066666666667
UBAP2	-1.06016666666667
CDKN2AIPNL	-1.6975
C20orf174	2.6085
SPRED2	0.2105
PLA2G12A	0.808333333333333
ICEBERG	-1.56
SCN10A	0.26
C11orf65	-0.07375
GBP5	4.789
PITPNC1	-1.44866666666667
POU3F3	0.514
NCOA7	-0.076875
LIN7C	0.5074
LOC348840	-1.7705
NKX2-2	-2.87375
ANKRD13D	-0.0735
LOC123688	0.7455
FUT2	2.63316666666667
TAAR8	0.623
FZD4	-0.51
PNMA3	-1.11833333333333
OR4L1	0.325
WIT1	-3.2945
EXOC3L	1.38025
ATPBD4	1.1514
KRBA1	-1.06525
UBXD6	-1.26025
HOXB7	0.491928571428571
C7orf23	-0.8175
UNQ338	0.74825
STAB2	0.592
CDC20B	1.31
IRF9	2.8645
CENTG1	0.451416666666667
TNPO2	-1.61525
MCPH1	-0.169625
BMS1P5	-2.614
SLC26A7	1.6005
HIST1H3J	1.468
C9orf3	0.6386
LBH	1.936625
MYO1D	0.906
PTDSS2	-0.34
NFU1	0.4315
DEPDC4	-1.7325
WNT7B	-0.6575
GLP2R	0.00483333333333334
SETD4	-0.4555
DYNLT3	0.6057
FKBP11	-1.17883333333333
SESTD1	-0.629666666666667
FLII	0.02425
RPS16	-0.4076
CHPF	-0.136
CSNK2A1	0.153166666666667
SUMO1P1	-0.14575
FKBP6	-0.6345
ZNF214	2.9375
TWIST1	0.00533333333333334
DDX56	-0.467166666666667
TRAM1L1	3.0758
EPO	-2.65183333333333
MRPS18B	0.034
ZNF682	-0.3205
RPL14	-0.176333333333333
MAFF	-0.33825
LOC51136	2.000625
LY96	-0.41475
DDX20	0.06925
ABTB1	1.07333333333333
ARL5A	-0.0478
CCT6A	-1.00525
HEPACAM	-1.80316666666667
EHHADH	-1.13983333333333
RBAK	-0.8185
CGB1	0.0025
ITGB5	0.68
YIPF3	0.158
FKBP2	-0.6475
NR1D1	0.7634
TMEM110	1.39
NEK2	-1.14616666666667
PRAMEF8	-2.96875
C20orf52	-0.2975
PCDHGA3	1.117
VWA3B	-0.078
NDUFA5	0.7505
THAP9	-0.22275
FLVCR2	0.159333333333333
AP1S1	-1.368625
SMAD6	-0.4625
SAV1	0.623875
SAT1	1.544625
ZNF251	0.57425
ADAMTS7	-0.1782
RPP38	-0.1075
C1orf211	-1.996
YPEL2	2.54355
RBMS1	-0.7875
ZNF445	-0.298
NRXN2	0.871833333333333
PGBD4	-0.770375
UGT2B28	5.6535
WBSCR16	-0.5603
NLRC3	0.013125
ASTL	0.429
ST6GALNAC1	-2.9825
ZADH2	0.03575
MLLT4	0.32725
ARL6	0.844166666666667
MEF2C	-0.002
CBFA2T3	-0.525
AFF3	1.89107142857143
COG7	1.092
MYB	-0.00433333333333334
PLXNA3	0.3265
XRCC2	-2.92533333333333
MMS19	-0.53975
ST8SIA5	-0.993875
CHPT1	-0.915
KIAA1712	-0.3725
OR6X1	0.677
ACTR3	-0.2215
UGCG	1.06633333333333
OR4P4	0.634
ZAP70	-3.24775
LPP	0.63375
ZNF485	-0.6335
PTPRCAP	-0.7545
IL12RB1	0.3805
ATRX	0.1001
CHST8	1.66075
C14orf109	0.63625
ARV1	1.1675
NMB	-2.32871428571429
COX5A	-0.752833333333333
EIF6	-0.35325
MPPED2	0.465666666666667
SEMG1	-1.5335
CHRDL1	0.015
TRAF3IP2	1.70475
WNK2	0.278125
LILRA4	3.00683333333333
LAMA2	5.33075
PXT1	0.5445
RLBP1	-3.38425
CD300C	0.8105
SLTM	0.703625
FLJ10404	-0.6405
APOBEC3D	-1.8155
RENBP	1.37216666666667
ATXN7L1	1.14525
NID1	0.24925
TUBGCP3	-0.739
ITIH5	1.59866666666667
CCDC110	4.44175
C8A	-3.227
MGC87042	-2.14775
HOXC13	0.43325
TFDP2	-0.85475
HCP5	1.161
POLI	0.013
UCN	-1.03716666666667
ZNF764	0.916
C8orf45	1.15575
FHL3	-1.05825
SPATA5L1	-0.052
MMRN2	3.71716666666667
NDST1	1.22633333333333
COL20A1	-0.454666666666667
ZNF248	-0.397
PELP1	-0.435166666666667
MBL2	-3.9655
RNF41	0.456875
C5orf24	-0.059875
THOC5	-0.868125
SERINC3	1.15166666666667
RP11-151A6.2	0.505
CDCP2	0.1925
HIST1H2AA	0.722
C11orf75	0.119666666666667
FKBP7	0.33075
DDOST	-0.4365
GPNMB	1.21116666666667
TTF2	-2.487
KCNT1	0.131666666666667
SLC39A14	-1.388375
NGRN	2.7975
GPR137B	1.81775
MECP2	0.29825
PSMA1	-0.27625
C16orf73	-5.3135
TMEM60	-0.0198333333333333
CSN3	1.6285
NOS1	0.4885
RAB7L1	0.3025
YBX2	-1.0205
KIAA1166	-0.702625
FUBP3	0.260166666666667
ABCG1	3.348
ACACA	-0.801583333333333
ARL11	1.9286
ATOH1	-0.438
ODF1	-0.301166666666667
CREB3L3	-2.23383333333333
TMEM127	0.947357142857143
DSCAML1	0.10075
PLN	3.92433333333333
LYPLA1	-0.751166666666667
PRDM9	-2.85975
SASP	0.1155
PLUNC	0.269333333333333
INTU	0.62525
HISPPD1	-0.228
LNPEP	0.744166666666667
YARS2	-0.790666666666667
APCDD1L	-1.625
ZCCHC4	0.0914
FBXO22	0.378166666666667
TTLL13	0.9425
ZNF669	-0.2865
PTGDR	1.78575
DDX27	0.45525
KIAA0409	0.378
GJB6	0.9515
ASB8	1.65525
PLP2	0.489833333333333
MEPE	2.56675
OR10J5	-0.135
KRT222P	4.30975
COQ7	0.810666666666667
C1orf101	1.73875
RERG	2.5995
CHMP5	1.340875
THAP11	-0.151875
ZNF43	-0.648833333333333
ZRANB3	-1.0005
KRT13	2.750625
MRPL19	-0.291875
RBBP9	-0.334875
SPATA17	2.43475
BXDC5	0.0561666666666667
PAFAH1B1	-0.712916666666667
MAGEE1	1.5655
OSTF1	0.88675
KIAA0323	0.32725
TXNDC13	0.277
CNTN4	3.017375
LCE1B	0.501
UNQ501	0.07125
ZNF154	1.40075
C3orf64	1.0875
SYT5	-0.2476
PON1	-0.296666666666667
FLJ10357	-0.288125
ATP4A	-0.682
GNPDA1	-0.678166666666667
MGAT1	0.761833333333333
C14orf121	0.64875
SLC35B2	0.104
MIER3	0.135666666666667
CHEK1	-4.023125
ZNF8	0.00666666666666667
TXNDC1	-0.0426666666666667
CKB	-0.8364
RTN3	-0.431714285714286
FZD2	-0.974
PART1	1.355875
PSMB6	-0.72
PCDHB8	2.7345
PHC3	0.0811
PPP1R8	-0.868
NOVA2	1.621
TNFRSF11B	-5.383625
GOLPH3	1.143
UBLCP1	-0.453
SUHW3	-0.95
TTLL1	0.86025
OPN4	0.308
OR13G1	0.1575
ZPBP2	1.13
HSD17B11	-1.6255
C9orf50	0.8895
DHDDS	-0.0497857142857143
CTSW	0.2397
NEFM	-1.34716666666667
MRPL28	0.1565
SYN1	0.2735
PIGV	-0.0505
ZIM2	-1.43575
APBB1	0.319666666666667
SND1	-0.483
C1orf123	0.1755
CHD3	-0.52325
BHLHB8	0.22425
RNASE2	0.470333333333333
BCAP31	1.22625
SLC25A44	0.910666666666667
CHD6	-0.6203
PIB5PA	0.826230769230769
SELS	1.7285
LOC541471	-0.710875
FAT2	3.8935
ZNF81	-0.3685
OR4C16	0.9975
FLJ10081	-0.0724
LRRC4	-0.79325
CS	0.338
N4BP2	-1.382625
IGFBP7	1.75525
ZNF318	-0.273833333333333
NDNL2	0.704125
ZNF609	0.995
SIRT4	1.44125
EXOSC10	-0.32825
ECE2	0.4905
OVGP1	1.74475
GTPBP3	-0.4885
PACS2	0.4926
C19orf36	-0.567666666666667
ARL4C	-1.166
ATG4B	-0.42675
UBQLNL	-0.99325
RHOXF2B	-4.2235
PLEKHG2	-1.3545
GALR1	-0.876
AQP4	0.500833333333333
HDAC7A	-0.148833333333333
DCUN1D3	0.80375
OR8A1	-0.1345
