Hybridization REF	TCGA-E2-A14Y-01A-21R-A12D-07
TM2D1	-0.0795
TTC17	-0.5603125
C4BPB	-4.081
CCL25	0.398
ZNF253	-1.58333333333333
CHRNA9	-2.0955
SOX11	3.131875
HIVEP3	0.6245
CGN	0.28025
C3orf35	-0.22975
PKD2L1	2.8105
SYVN1	-0.45175
PDE8B	0.760125
LOC439951	2.14075
LTC4S	2.27383333333333
MIF4GD	-0.475833333333333
SMARCA2	1.76625
TUBGCP6	0.181666666666667
CABLES1	-0.630125
C16orf77	1.444
ZNF791	-0.79825
FUT5	0.3645
ADH6	-1.98
P4HB	0.5405
CLDND2	-0.214
ALKBH8	-0.60075
PLAC4	-0.2235
F11R	1.759
MGC35295	0.950166666666667
PDZD4	-0.495833333333333
LOC389073	-0.2875
FAM80B	0.770666666666666
PSMB1	-0.11125
TXN	-0.0361666666666667
VIPR1	-0.1298
WBSCR18	-0.4148
EXOSC6	-0.411333333333333
ACTA2	3.18633333333333
SP5	-2.55808333333333
ANKRD1	-2.89225
DDR1	1.7884
ATP6V1D	-0.18525
PTGS1	-0.832333333333333
RNF157	-1.8945
DCC	-0.542
SPAG7	-0.5315
FBXO18	-0.475
UBE3C	0.5197
HOXC6	-0.89525
LRP2BP	-0.473333333333333
MYST2	-0.59825
PDSS2	0.289
ATE1	0.43675
ARAF	-0.489
KLF10	1.33675
PLA2G2E	0.706
ASCL1	-1.01783333333333
TSNAXIP1	-0.7975
FAM131B	-0.537625
IFNA10	0.3395
NUP43	-0.96675
FAM44B	-0.836
L1TD1	-4.596
NMD3	-1.095
C18orf54	-1.4729
PHOSPHO1	0.0345
RAG2	-2.2375
EMILIN3	0.5385
METTL3	-0.6545
VPS13C	-0.726875
REXO2	-0.3685
ANXA4	-0.20125
CA1	-0.649
DCP1B	-0.21675
TULP3	-1.75633333333333
ATP2A2	0.465785714285714
ATIC	-1.0965
ADAM15	1.35558333333333
NPL	0.0936666666666667
LGR4	0.62325
UEVLD	0.131166666666667
GAB1	0.3385
SNAI2	0.902
ZGPAT	1.0025
SNF1LK	1.97975
DLEU1	0.30175
UBE2Q1	0.51125
ZMYM6	-0.7945
JPH3	-1.323
FAM38A	-0.32425
PXK	-0.159166666666667
DENND2D	0.90925
BAX	0.8745
CP	-3.62272727272727
RPL37	1.3562
G6PC3	-0.438375
NCOA4	-1.52616666666667
LRRC14	1.333375
GORASP1	0.16175
FCHO2	0.30125
CYP24A1	-1.0543
FXYD3	3.6765
SMARCAL1	-0.18675
ABCB8	0.1555
CCDC44	0.1395
PRDM7	-3.30875
USH1C	-1.09775
DNAH5	-0.587
SRF	0.32975
MAL2	3.36783333333333
PGPEP1	-1.232
SIN3B	0.97425
SEMA3C	0.00283333333333333
GRAMD3	1.4355
FBXO10	-0.312625
OR5D13	0.3625
FLJ31818	-0.191
CACNA1I	1.3755
S100A13	-0.0385
TP63	4.06321428571429
ANXA11	-0.9299
WDR66	3.21075
CSF2RB	0.5035
IFI44	1.54275
DACT1	0.803166666666667
ANKRD23	-1.004375
ATP5G1	1.066
C21orf70	1.41916666666667
PPWD1	-1.3665
DNAJC13	-0.55475
PAH	-6.035
PTCH2	0.727
TRMU	-0.00125
CCDC9	0.822
USP3	-0.8818
DCLRE1C	-0.2047
FAM55C	-0.31925
FRMD4B	2.18775
CYP2R1	0.316
RFPL1	-0.7363
XPO5	-0.64625
ARL6IP2	0.876
OSBPL5	1.26025
MMP9	4.24463636363636
KIAA0802	-1.199625
DHRS2	-3.7405
SGEF	-0.140875
TXNDC10	-0.5826
EXOC6	-0.368
RPS27	0.7085
PNCK	-0.507833333333333
FSTL1	-2.077
AACS	2.0695
SLMAP	1.19083333333333
SAMD4A	-1.1283
ABRA	0.32275
SMARCD3	-0.18525
PKNOX2	-3.44233333333333
A4GNT	0.2525
C9orf39	-0.917333333333333
RALYL	1.1805
MGC33556	-2.4845
C10orf25	-0.6385
BBOX1	6.7615
NHEDC1	-0.80875
XDH	0.14275
GCSH	-2.163
EDN1	1.00883333333333
MTERF	-0.3825
CLK4	0.45625
ZNF799	-1.20216666666667
KCNG1	1.115625
CXCR4	0.160166666666667
PTPRR	-1.77125
IRAK1	0.841125
LOC401397	-0.9065
TMSB10	1.29135714285714
CXCL3	-0.5503
TMC4	0.4185
OR7A10	0.507
STYK1	2.37925
CHRNA10	0.315
CCNI	-0.28675
EP300	0.362857142857143
LOC165186	0.0618333333333333
HIC2	-1.553
SDR-O	0.9835
OR2W1	0.617
KCNA6	-0.0635
TRIM74	-1.10375
REEP6	-1.6475
ATP5G2	0.2915
ERG	0.4205
TMEM42	-0.2295
PARN	-0.467666666666667
SOD2	1.5281875
DIRAS1	-0.166666666666667
PNPT1	-0.463
JOSD3	-1.08075
hCG_40738	1.031
PDE1C	-1.689
SEMA4D	-0.800125
AGPAT1	0.104666666666667
NOSTRIN	-1.058625
MAP3K3	-0.542833333333333
MAX	0.390714285714286
CAPS	0.408833333333333
SERPINA12	1.011
OSBPL8	0.007875
RICS	1.3472
NR4A2	2.14516666666667
PPCS	0.372166666666667
LONP1	-1.05875
SCYL3	0.76625
HERC2P2	-1.919
FIBCD1	-0.1575
C15orf41	0.33675
DMC1	-0.810833333333333
C20orf27	-1.00375
RPS6KA5	-0.0181
FAHD1	-0.8985
SLC12A4	-0.02775
BRCA1	-1.19891666666667
GBL	0.387
SLK	0.793166666666667
NUDT9P1	-2.5335
NOXO1	4.0985
USP52	-1.275
BAZ1B	0.98475
SLCO2B1	1.044
BBS12	0.432
LRGUK	-1.30833333333333
TERF2IP	-0.78975
COL1A1	4.0465
KIAA0090	0.545375
GRK5	0.003
AP1S2	-2.7994
TMEM52	0.0208333333333333
CA11	-0.1085
OR4A15	0.681666666666667
ACBD3	0.7765
SPAG11B	0.297
PRDM2	0.5006
FOXP3	0.39125
SMYD3	-1.9258
LOC389199	1.9635
LGI2	0.824
NAPE-PLD	-0.5002
ANKRD6	-1.2
WDR45	-0.0888333333333333
SHROOM1	-0.407
PSCD3	0.53
PYY	0.9875
KCNC1	-2.1835
ARHGEF9	1.814
OR8J1	0.68475
GPR55	0.7385
NS3BP	-1.8195
C10orf22	-0.210166666666667
NAT8L	-0.95075
DUSP4	1.02483333333333
FOXM1	-0.572333333333333
GRAMD2	1.7258
ZBTB48	0.2785
BUD31	-0.3825
PABPC5	0.2915
CCDC41	-0.409
FBXO11	-0.00608333333333333
C6orf148	-1.59675
RFXAP	-2.8495
C6orf15	4.2195
CDK8	-0.809166666666667
C6orf70	0.50275
TESSP2	-0.1095
ALG2	-0.342
PPP1R3D	0.76875
TPM3	0.882611111111111
SYT13	-2.9225
EPB42	-0.421
CETN3	-0.93425
PRY	0.315
NTHL1	0.0226666666666667
POLR2B	-0.0735
RPS28	0.982333333333333
P2RX3	0.55675
LYZL4	0.33925
WBP4	-0.2033
PMM1	-0.5235
C11orf79	0.000749999999999994
CBLL1	-0.978
IL1F10	1.84416666666667
VAX2	-0.2425
SETDB1	-0.234666666666667
LRAP	-1.1705
GCLM	-0.279
CPEB3	0.94575
PPM1A	-0.434125
INTS1	0.37225
CAMTA1	-0.270083333333333
SAMSN1	-3.11375
LOC158830	-2.11983333333333
GMPPA	-0.600875
AIPL1	0.401
IL24	-0.19225
BDKRB1	0.399833333333333
MLF1	1.0519
TAF12	0.205
ID1	-0.1105
THADA	-0.034
PIK3CB	-0.78125
OR4N5	0.577
TBC1D17	-0.316666666666667
COX8A	0.467
CDCA4	0.047
C2orf44	-0.837
ZNF534	-0.394
IMMP1L	0.6055
NIPSNAP3B	0.501
FTMT	0.7545
PWP2	0.661333333333333
MMP15	-0.2961
DNAH11	0.70875
MTMR14	-0.93625
DNAL4	0.83425
IPP	-0.4575
TMEM59	1.188125
C1orf157	0.2605
RGS4	-0.943833333333333
DDX18	-0.0606666666666667
SNX6	0.5235
ZNHIT2	1.06916666666667
NCDN	-0.132166666666667
FLJ33534	-0.1145
RAG1	-1.7125
OR4D10	0.8225
PTPN5	-0.309
POMT1	1.3145
LRRC8A	1.6151
CYP1A1	-1.095
CAPN1	0.587833333333333
DDHD2	-0.6475
GRIK2	-0.26875
GNRHR	0.46325
PPBP	2.1515
HTR3A	-0.15925
SLITRK4	2.24
ANKRD49	-0.3795
BTF3	-0.1027
SARS	-0.66325
C13orf18	-0.7675
CACNB1	1.56907142857143
QKI	-0.161863636363636
SETMAR	0.36125
MAN2B1	0.5595
EML3	-0.75575
ACADL	-0.3316
OFD1	-0.338625
DEFB114	0.0245
CGA	-0.9319
PEX16	0.364
LRRC10	-0.322
GNG12	-0.418
C1orf152	0.452
CHRM1	0.9445
CD53	-1.018125
DBH	-0.68125
TFAP2B	-1.042
HIST1H2BJ	-0.483166666666667
FAM46D	0.4695
TMEM11	2.09125
C3orf32	-2.575
PCCB	-0.097625
IPO13	0.26875
C6orf105	0.74825
COMMD5	1.3225
SUV420H1	-0.7418
LTBR	1.40275
ARHGAP15	-2.73275
HDHD2	-0.8605
TDRKH	0.6185
LOC401052	0.0575
PSG4	-1.388
GNB4	-0.0553999999999999
SPATA4	-0.5235
SLC9A3	0.2385
OSBP	0.087
NBPF3	-1.30083333333333
DOCK11	-2.482
SLC39A5	-1.03916666666667
PRR5	1.4096
C10orf63	0.159625
SMTNL2	-1.0525
ADRA1A	0.3945
ASAH1	0.3177
DOM3Z	0.4697
GIPR	1.51466666666667
AHI1	-0.360166666666667
NADSYN1	-0.150166666666667
RGS14	-0.901
IL18BP	1.22
RTN4RL1	0.537083333333333
ARMC6	0.23075
PSMD5	-0.311666666666667
HK3	1.4992
OR4S1	1.825
RSU1	1.0065
MAD2L1	-1.43033333333333
EIF4A3	-0.38125
DLEC1	-0.522833333333333
E4F1	0.843166666666667
CHMP2B	0.2338
CAMSAP1	-0.32425
RPS21	0.1645
ARID5A	-0.52
UBE2N	-0.3688
IGSF8	1.07483333333333
MAGEB6	-1.5335
ACAD11	-1.9586
MGC4172	0.1125
LMO4	1.68375
KLKB1	-0.172
HP	-0.431
HDAC3	-0.32175
SCHIP1	1.2275
CLCA1	0.28
OLFML2A	1.043125
C1orf112	-0.49475
KIF19	1.41116666666667
HAPLN4	0.0835
CXCR7	-0.0418333333333333
GOT2	-0.1106
RAB38	0.77125
DCX	-0.98825
PPM1H	-0.674416666666667
NFYC	1.19583333333333
KIN	-0.26575
ZNF228	-0.53775
PLSCR4	0.490666666666667
HIG2	1.5315
FAM79B	0.9805
C21orf86	-0.5145
KCNK10	-0.248
ZNF738	-2.644625
FSTL5	-1.05633333333333
OR6A2	0.4165
OTOA	0.537833333333333
EXOC1	0.094875
AHRR	-3.51225
PDAP1	-0.999416666666667
C19orf6	-0.49075
ZAN	0.84375
LY6G6E	0.5215
EIF4E2	0.4425
C20orf198	-0.20775
ZNF324	0.3265
CYP3A5	-3.33183333333333
ENTPD7	1.012
MBOAT5	0.3895
GJB5	4.7365
TTC13	0.425
S100Z	-0.656333333333333
KIAA0664	0.185333333333333
PDGFRB	1.58125
IL17D	-3.126
OR56B4	0.26
RDX	-1.041
SLC34A3	1.7135
IL28B	1.0835
JUND	0.474
CHRNB1	0.33025
CAMK2B	-0.675
FETUB	-0.1865
CXorf23	-0.1885
MRTO4	-0.003
TTC3	0.0061
NDUFB8	0.299666666666667
EDG2	-3.536
SEMA3G	-0.8395
IL23A	-0.44525
GRHL1	2.3698
LOC441054	-0.51
WDR65	0.346375
PSTK	0.18425
STOML3	0.463166666666667
R3HDM2	0.2886
C5	-3.3965
SLC2A10	-0.553
C3orf22	1.306
PAQR3	-0.921692307692308
ANKRD26	-0.9385
HCRTR1	0.5385
LOC399947	-0.80875
PSD2	-0.50975
TIGD2	0.980333333333333
SCRN1	-3.883125
COQ10A	-1.62775
DDI2	0.258
METTL7B	-0.207833333333333
UCN2	1.41725
FAM92A3	-0.823
WDR16	0.577
ZNF511	0.518333333333333
ZMYM5	-0.1125
POLR3G	-0.07775
ZNF586	-0.21125
C1orf49	0.523666666666667
TANK	0.849
RCAN1	2.03833333333333
PELI3	0.8875
LIMD2	-0.13825
TMEM189	1.859
NTN4	-1.6325
LOC151300	0.208
CLEC2A	-1.4765
GPR135	-1.0005
DPYSL4	-2.8152
JAK2	-0.933166666666667
TSHZ1	-0.168833333333333
TM9SF4	0.059125
ZNF264	0.509166666666667
SIRPG	0.9145
BICD1	-0.8225
HERC6	3.36066666666667
METTL5	-0.9325
CASP1	2.542
PRRT1	0.0556666666666667
PLA2G4C	0.186166666666667
ICA1L	-1.56421428571429
TPTE2	-0.3355
OTUD7A	1.94416666666667
AQP11	-3.2925
APOA2	-3.3033
KALRN	0.1364
SECTM1	0.560416666666667
IFNAR1	1.02925
TALDO1	0.482875
RAB11FIP4	-0.656416666666667
EIF5A	-0.893
FAM49A	3.02225
NEGR1	-1.05983333333333
YTHDC2	-0.217625
EHD2	-0.444625
NCF1	1.1363
SCRT2	3.231
HOXA5	-1.69633333333333
NUP133	-0.876
FGF12	-1.42133333333333
SLMO2	0.9085
SNTA1	0.378125
CACNG2	0.81475
GCM1	0.869625
ELF1	0.0466666666666667
TLR5	3.43725
TCFL5	-0.649083333333333
RBMY2FP	-1.4175
LOC100125556	-0.467375
FAM129B	1.39325
MAP3K7IP1	0.1725
NCK2	0.4005
OXA1L	-0.7325
FMO9P	0.477
ZSCAN12	-0.3795
PSMD12	-0.06775
HSCB	-0.6335
CLDN10	-2.64175
MGC13053	0.23075
HPCAL4	-0.821333333333333
ASZ1	-0.656
MEX3D	0.39125
NFAT5	-0.9665
CSPG4LYP1	0.541
FBXO3	0.6236
DVL1	0.559166666666667
CMKLR1	1.7265
TYMS	-2.294875
PEF1	0.7885
ZNF750	5.06233333333333
MCM5	0.8148
MEGF11	-0.92275
KCNK7	1.2135
PTP4A3	0.494
C1QTNF2	-0.957333333333333
OR6S1	0.3525
FAM122B	-1.39825
ZNF551	-0.7395
HBQ1	-0.723
GEMIN6	0.25625
ARSK	0.216
RBP7	2.75516666666667
CPNE9	1.78225
DSC1	1.1725
LOC730112	-0.689
MAP2K4	-0.371875
HS3ST5	-2.8145
EPB41L3	-0.69275
TEKT2	-0.681
CDKN2B	3.60208333333333
ZNF480	-0.37775
MAP3K6	2.1776
MAP6	1.18016666666667
HN1	1.1582
OR2L13	0.224333333333333
SLC16A11	0.648
FAM96A	-0.88725
APOL1	0.27875
C5orf32	-0.50675
RTP1	-0.3175
RNF175	-0.470625
ZBTB41	0.326
AHCTF1	0.1064
SAE2	0.5807
ITGA2	-0.32975
MME	1.23933333333333
CCDC14	-0.925
MAST4	2.052
KRT33B	-0.296
KCTD2	0.370833333333333
WDR26	0.173916666666667
MFI2	1.757875
NR4A3	0.367
ARSA	1.06225
UNKL	-1.09833333333333
SULT6B1	0.813
CCNA2	-0.226833333333333
SOX15	0.649
PPAPDC1B	-0.940583333333333
C19orf44	0.7175
MCAT	1.35725
ARID1B	0.844
OR52N1	-0.2525
C12orf48	-1.06125
MAGI1	-0.77475
NIPA2	0.602
GBX2	-0.12925
RSHL3	-0.995625
RAVER1	0.977666666666667
C15orf17	-0.0455
SLC30A2	0.29725
ZNF518	-1.521
PCYT1B	-1.6875
C10orf114	0.77925
EIF3H	1.24608333333333
SLC25A39	-0.6195
KIF1B	0.668
AMOTL2	-0.64475
C6orf120	-0.2795
PSRC1	-1.60075
PLA2G10	0.113375
KIF5C	-0.231375
MRPL37	-0.334
C17orf62	-0.328166666666667
C9orf135	-1.29983333333333
DUSP10	1.1249
CLCNKB	0.573
PSMA5	-0.17325
C8orf53	0.968
AMPD3	-0.186
PIAS1	-0.2705
ADCYAP1R1	0.6075
GYLTL1B	2.06625
CDH20	0.349333333333333
FBXO7	-0.6845
TMEM134	1.12183333333333
FLJ14213	0.680333333333333
ZNF3	-1.05525
LRRFIP1	0.6335
CNOT2	0.254
ABI3	2.04175
ALDH5A1	-0.42075
HNT	1.5753
SERPINA4	-2.178
TK2	-0.344583333333333
STMN1	-0.449444444444444
GUCA2A	0.318
GALNT10	-0.867285714285714
DPP6	-0.7252
C9orf93	-1.193375
PRELID2	-0.704125
STK39	-1.14525
SFTPA1	-0.71425
CKS2	-0.205888888888889
RHO	0.3345
C20orf135	0.54475
XKR3	-1.7965
CR1	0.25475
RPS6KA2	-0.534785714285714
C20orf112	0.14175
MRPL22	0.02825
C4orf23	0.469333333333333
GADD45B	0.11625
KLHDC1	-0.8665
C2orf48	-1.829
ZNF287	-0.889
DAAM2	-0.512
DPPA2	-2.68633333333333
TCTN3	-0.0236666666666667
DNAJB11	1.358625
FPR1	3.27425
DEFB4	0.3305
PTCD2	-0.6978
SMOC2	2.88583333333333
CABP7	2.22775
SERPINB11	0.27075
MAGEF1	-1.78325
NDE1	0.0871666666666667
ITGA10	-0.3485
FSHB	0.3015
ANXA2	2.3285
HORMAD2	0.37825
HLCS	0.577
MCF2L	0.363666666666667
FH	0.88925
TBC1D24	0.6225
KIAA1505	-0.13675
LGALS2	-1.209
CNBD1	-0.6465
SYNPO2L	-0.5555
PTPN23	0.425428571428572
C1orf183	0.112666666666667
MAGEA8	-2.12375
DGCR8	-1.618
GSR	-0.2105
PAQR7	0.95275
ZNF676	-2.7005
CACNA1C	1.0769
SP7	0.2295
PDCD6	-0.292
NRN1L	-1.6065
BRI3BP	0.91225
KIAA1183	0.407
ASB4	0.68
CCL23	0.5577
OBSL1	0.90525
SLC12A7	1.01175
KIAA0240	0.015625
CD1B	-2.83333333333333
FCGR2A	0.778875
MDC1	-0.73875
HTR1A	0.600833333333333
OCEL1	-0.18825
ATP11B	0.2493125
FBXO34	0.0725
PCDH12	3.69616666666667
RPE	-0.01275
C17orf74	0.493
CSDC2	0.107166666666667
PET112L	0.01775
TMBIM1	1.65
P2RXL1	-0.064
TCHP	-0.59075
TRMT1	0.00249999999999999
F2RL2	-0.69875
LRRC32	2.80483333333333
IMPG2	0.7175
BGLAP	-0.4775
LOC493869	-2.71116666666667
MRAS	1.469875
SLC35F5	-0.44575
CBWD1	0.021
AXL	-2.909
ATP2C2	0.90325
TELO2	-0.21825
PNPLA3	-0.74
PCDHB14	1.399
CD276	0.77075
KRT80	0.19625
DUSP28	-0.4905
CSNK1E	0.0516666666666667
SRP14	0.247
KCNQ4	0.249
KRT72	1.561
CCDC117	0.42075
C6orf89	-0.736888888888889
TUBB2B	-2.66383333333333
RTN4IP1	0.00875
CR1L	-3.20316666666667
CEND1	0.822625
C12orf41	-0.540833333333333
RNF31	0.14
UBN1	-0.118666666666667
C17orf32	2.12025
SLC5A7	0.04175
GPR92	1.8405
ESAM	2.0199
CTNNA1	0.906833333333333
HRBL	-0.424
CBX4	-0.71325
TMEM182	-0.66675
SH3TC2	1.60766666666667
IL10	0.498833333333333
PXMP4	1.875
RNF167	-0.1711
PAK7	0.108
ETV3	0.164
ATPIF1	0.4965
LOC554207	-1.41066666666667
OR8H1	0.6495
WDFY3	0.099875
DPM1	-0.40275
GPSM1	-0.034
WDR92	-0.1853
LRP1	0.3405
ANKH	-0.1965
THUMPD3	-0.54475
POLR1B	0.27575
OLFM4	2.84766666666667
RAD9B	-0.31025
TSPY2	-2.5055
PAX6	-1.685
SCG2	-3.354
SLC17A6	0.36825
FMO3	1.805625
PADI4	0.74725
TUBB4	0.3284
NLK	1.06325
POU4F3	-0.468
SDF4	-0.13575
ITGBL1	-0.347833333333333
NETO1	-2.01375
TAP2	0.46475
ABBA-1	0.54925
GNAI1	0.77125
VPS4B	0.773
NOPE	-1.0521
GALNT6	1.82933333333333
SESN1	0.411125
GBE1	-1.357
CLASP1	0.7585
RASGEF1B	2.19325
ACOT11	1.3565
AFAP1	1.49625
OR2H2	0.4875
DPY19L2P1	-1.76525
DZIP1	-2.0575
SEC22C	-0.24225
GPR161	2.13233333333333
RNF146	0.13025
WDR74	0.037875
GALP	-0.2365
PURA	-0.1095
DNPEP	0.141666666666667
RP11-78J21.1	-1.22925
ERBB2	5.15375
FANCM	-0.802666666666667
NEO1	0.995666666666667
DDX3Y	-4.2994
RPS3A	0.830625
MXRA7	-0.736214285714286
LGALS3	0.7385
GLT8D1	-0.796
CFL2	-2.025
UPB1	0.23025
NAP1L5	0.014125
CLDN14	1.86225
DHX38	-0.8335
BTBD1	-0.18225
TARS2	0.0141666666666667
ABCF1	0.3514
FCF1	0.311333333333333
LRRC49	-1.49825
GUCY1B2	0.5975
C1orf177	1.50583333333333
SMARCA4	0.318357142857143
LRP8	-0.763333333333333
TAGLN3	-0.49225
MRPL14	0.87925
TTRAP	-0.66575
ZDHHC20	1.69375
NFE2L3	-1.39525
KIAA1377	-2.317875
PALMD	2.0046
TMEM43	-0.0955
TTL	-0.691375
STAT5B	-1.71683333333333
SSB	-0.83525
OR10H5	0.4135
SLC22A13	-0.5255
AKAP3	-0.246
TIMM23	0.429
OAS2	3.05733333333333
KIAA0423	-0.55925
TRIM11	0.797666666666667
GLIS3	1.10975
TMEM50B	0.476
ARHGEF4	0.5565
DEGS1	-0.248090909090909
TBL1XR1	0.4451
G6PD	-1.45825
SP140	0.4512
MUC17	0.418142857142857
NUDC	0.1804
DNAJC5B	0.921
SCARA3	-1.488
CPA3	5.04983333333333
BCAT2	-0.599125
MFN1	0.2697
NRG3	-0.095
SNX11	0.186
PLEKHH1	-1.34116666666667
GPR177	-2.34133333333333
HCFC2	0.56325
TCAP	3.055
MOCOS	1.299
C14orf93	-0.24925
PRDM10	0.356
SLC16A4	-1.6225
SRGAP1	0.209333333333333
VIP	0.36975
DUSP27	-0.650666666666667
LILRA1	0.5754
MC2R	0.169
MGC24103	-3.26025
MBTD1	-3.3385
FUT11	0.0131666666666667
USP33	-0.8653
C15orf39	0.0775
MAP3K12	-0.65825
PAAF1	-1.514
BARHL1	-0.02
FLJ16165	-0.013
PIWIL2	-2.96075
SYNE1	-1.37333333333333
CMTM4	-0.625625
TSPYL1	0.0429
GUF1	-0.0775
TMEM157	0.954
WDR44	-0.04475
HIST1H3C	-0.0445
DKFZp666G057	-1.5325
RNPEP	-0.6425
GAS2L2	-0.34
ADH4	-4.43875
GRPR	-0.472166666666667
FBXL17	2.163
ZBTB10	-0.153666666666667
Gcom1	0.657444444444444
HTRA1	-0.1324
ZNF585A	-0.994833333333333
SLC26A2	-0.0746428571428571
OTOP3	0.402333333333333
WISP1	1.51944444444444
ATP2B4	-0.256333333333333
FLJ10769	0.64875
CRAMP1L	-0.671375
CHST12	-0.72525
RAB22A	0.33725
TARDBP	-0.148428571428571
STAU1	-0.327
CRB3	2.09416666666667
MIG7	-0.20875
CHMP1A	-0.0885
ZNF160	-0.8095
B3GALT6	-0.2915
BARX1	1.74316666666667
C6orf167	-0.925375
NXNL1	0.9145
DHX29	0.800875
HADHB	-0.10125
PLXNB2	0.84325
ILDR1	-2.2
SLC15A3	2.386
GAS2	-2.05733333333333
C20orf69	-0.7865
NUMB	-0.22225
TNIP1	0.016125
MESP1	2.30866666666667
PSKH1	-0.53475
NSFL1C	0.14675
RHOG	0.38325
HEY1	-0.341666666666667
KNG1	-1.801125
ITGAX	1.4904
LIN9	0.135
CANT1	0.27425
XRN1	-0.153142857142857
CCDC96	1.0471
HEATR6	-1.53316666666667
GNG7	-0.873416666666667
RUNX2	0.8275625
SOX1	0.984
FCRL5	1.0478
ZNF99	-1.489375
FAM9A	0.2845
SNX22	1.87333333333333
MBNL3	-1.5775
ODC1	-1.1037
ADORA2B	0.443333333333333
NR2F6	0.84625
ZFYVE16	-0.642444444444445
SYNJ2BP	-0.052
POLE	-0.5945
E2F2	0.964625
THRA	-1.17983333333333
PTGES2	0.354666666666667
HIP1R	0.582666666666667
TMUB1	-0.0531666666666667
ENO3	-1.83975
RSPH10B	-0.3505
CXorf39	0.75475
IRGC	0.6875
GPR109B	3.26975
FLJ13305	-1.115
LCE3A	-0.3195
TNFRSF18	0.128666666666667
DET1	0.19725
TRPM3	-0.0809166666666667
C16orf79	-0.4435
FECH	-0.346833333333333
RAP2A	0.901333333333334
CRIP1	1.64533333333333
AZIN1	1.502875
SLC7A7	2.76275
IL10RA	0.4851
TMEM64	-0.7155
CDC42EP4	1.7707
C16orf58	-0.8283
ARG2	-1.734
POU5F1P4	-4.1635
FAM62B	-0.524625
DNAH8	-1.7932
ASH2L	-0.875625
TSLP	-1.64733333333333
CNTNAP5	-0.2285
TMEM16C	-0.65475
IFNA14	-0.3225
SLC1A3	0.6955
CABYR	2.16175
BCL7B	-0.2575
NUDT13	-0.998333333333333
C13orf28	0.392
C1orf53	0.99575
ARL6IP4	0.3542
RPL35A	0.19775
EMR3	1.047
RAB40C	0.543416666666667
SLC41A1	-0.1715
LRCH1	-0.9915
LY6G5B	-0.754
FAM124A	-0.260071428571429
MGC10981	-2.92283333333333
CLIP3	-0.6716
MAP4K2	0.614
CHIC1	-1.64575
SULF1	2.9645
C20orf30	-0.682928571428571
PRDM5	-1.790875
ELOVL1	1.2945
C11orf48	-0.055375
SLC39A10	0.33625
KCNV1	0.42275
ACP1	-1.72716666666667
ZMYM2	-0.601375
B3GNT6	0.264833333333333
C9orf69	0.34325
C2orf15	-0.08775
C20orf166	0.6065
HSP90AA6P	-0.7045
EDG7	1.593
NEURL	1.425375
LPL	-0.151
CLEC2D	-0.926142857142857
GRRP1	1.4905
CD8B	-2.9244
HIST1H3D	0.324666666666667
SLC6A12	0.524375
FAM27L	0.3705
CD84	0.5301
RASA1	-0.4725
PHKG1	0.2455
MAGEA11	-0.872
IMPA1	0.1416
NPM3	0.27675
RARRES1	6.70075
SH3BP1	1.975
B3GNTL1	0.324
ARPC5L	0.7975
KLHL26	-0.07625
SIM2	-1.788875
GJC1	1.2155
C20orf194	-0.475
EXO1	-1.06375
SLC2A2	-2.48683333333333
LOC285074	-0.65475
LRG1	-1.8635
KIRREL	-0.9435
PIK3R1	0.660928571428571
C4orf34	-0.73475
MAF	-1.00044444444444
ADCY4	3.192
ZMIZ2	1.6487
SLC46A3	0.29
STAMBP	0.157166666666667
CCDC16	-0.85075
MS4A12	0.4125
TCF20	0.6665
LRRC46	0.724
C20orf152	0.3495
MRPS6	0.577625
ABCB11	-0.275
KCNC2	0.0561666666666667
CDH19	3.7575
C9orf123	-1.30733333333333
SSH3	0.447
LDLRAD1	-3.01925
CCBE1	-1.19075
ZNF135	0.351875
TAAR1	0.503
WFDC12	0.713
CCDC42	0.3885
FLJ12529	-0.976
PER1	0.00750000000000002
TIMM50	0.633666666666667
SMARCAD1	-0.574833333333333
FAM26C	0.4225
TP53TG3	-2.21816666666667
SH3RF1	1.8655
LMCD1	2.24025
GPR63	0.696
FLJ21986	-3.332625
AIFM3	-0.844
MICAL1	-0.419333333333333
BLZF1	0.353333333333333
IQCA	-0.818166666666667
PCDHGC3	-0.0335
SAC	1.2105
BCL6B	2.2115
DDO	-2.444
MARCO	3.42825
DCHS1	0.318
C1orf170	-0.237833333333333
CD200R1	0.243166666666667
C22orf15	0.103
SEPT11	1.13316666666667
ADNP	-0.60775
UST	1.9607
C13orf34	0.0625
RFFL	-0.182857142857143
APBA3	-0.072
C2orf60	-0.34425
CUTL1	-0.2545
PMS1	-0.853625
ZNF689	-1.4625
EIF3E	0.420166666666667
IL9	0.593
RPL31	-0.450625
LY9	-0.0281666666666666
ATP2B3	0.21725
KDELR2	0.147458333333333
TFCP2	0.471125
NLRP12	-0.623
FLJ45422	-1.051
TLE4	0.7307
ZNF570	-0.6175
FLJ43806	0.0435
TLK2	-0.91575
CIR	-0.112
MARS2	0.7335
COL24A1	-0.60125
SDF2L1	-0.2265
HIBADH	-1.308
IGFBP3	-2.44585714285714
C12orf23	-0.811375
PSPC1	0.77625
C20orf43	-0.4265
TRAV20	0.429
ARHGAP24	0.071125
KIAA1975	0.457375
C1QA	3.7127
DNTT	-4.68533333333333
C10orf6	-0.43675
C11orf41	0.313375
