Hybridization REF	TCGA-E2-A15I-01A-21R-A137-07
PIAS1	-0.307
ADCYAP1R1	-0.091
GYLTL1B	1.75625
CDH20	-0.1705
FBXO7	-0.989
TMEM134	1.0825
FLJ14213	0.385
ZNF3	0.48275
LRRFIP1	0.752291666666667
CNOT2	0.382916666666667
ABI3	2.439
ALDH5A1	-1.75191666666667
HNT	2.1482
SERPINA4	-2.7495
TK2	0.357083333333333
STMN1	-2.43088888888889
GUCA2A	0.0683333333333333
GALNT10	0.642071428571429
DPP6	-0.80345
C9orf93	-0.34775
PRELID2	0.1885
STK39	0.46575
SFTPA1	-0.77625
CKS2	-2.00455555555556
RHO	0.159875
C20orf135	-0.047
XKR3	-2.8225
CR1	0.384
RPS6KA2	1.05585714285714
C20orf112	0.66925
MRPL22	-0.22075
C4orf23	0.572666666666667
GADD45B	0.9505
KLHDC1	3.21983333333333
C2orf48	-2.992
ZNF287	0.3515
DAAM2	-1.0375
DPPA2	-3.33016666666667
TCTN3	0.438333333333333
DNAJB11	-0.519625
FPR1	3.31125
DEFB4	0.2015
PTCD2	-0.8844
SMOC2	4.8625
CABP7	0.0705
SERPINB11	0.2155
MAGEF1	0.0145
NDE1	0.0856666666666667
ITGA10	0.4475
FSHB	0.36
ANXA2	0.20225
HORMAD2	0.045
HLCS	0.11625
MCF2L	2.51641666666667
FH	-0.6185
TBC1D24	2.25875
KIAA1505	3.99475
LGALS2	0.292
CNBD1	-0.465
SYNPO2L	-0.29225
PTPN23	0.269357142857143
C1orf183	-1.06333333333333
MAGEA8	-2.0715
DGCR8	-1.336375
GSR	0.037
PAQR7	0.1395
ZNF676	-0.1235
CACNA1C	0.0218
SP7	1.2445
PDCD6	-0.129
NRN1L	-0.394
BRI3BP	-1.365
KIAA1183	0.83075
ASB4	-0.0625
CCL23	2.2284
OBSL1	-0.956
SLC12A7	0.778166666666667
KIAA0240	1.354375
CD1B	-2.2555
FCGR2A	1.413375
MDC1	-1.23725
HTR1A	0.0408333333333334
OCEL1	0.2875
ATP11B	-0.4609375
FBXO34	0.452666666666667
PCDH12	3.1205
RPE	-0.89475
C17orf74	0.005
CSDC2	1.27633333333333
PET112L	0.1325
TMBIM1	-0.15025
P2RXL1	-0.337
TCHP	-0.72775
TRMT1	-0.987
F2RL2	1.68808333333333
LRRC32	2.7555
IMPG2	0.3165
BGLAP	0.4795
LOC493869	-1.20733333333333
MRAS	0.526
SLC35F5	0.8155
CBWD1	0.795
AXL	-1.468625
ATP2C2	2.89325
TELO2	0.764
PNPLA3	-5.4715
PCDHB14	1.76
CD276	-0.0955
KRT80	-2.285375
DUSP28	-0.4155
CSNK1E	-0.66725
SRP14	0.949
KCNQ4	-0.533
KRT72	0.578333333333333
CCDC117	-0.5435
C6orf89	0.329777777777778
TUBB2B	-2.86533333333333
RTN4IP1	-1.01475
CR1L	-3.31183333333333
CEND1	0.49
C12orf41	-0.6705
RNF31	0.80975
UBN1	1.14866666666667
C17orf32	0.635125
SLC5A7	-0.138333333333333
GPR92	0.734833333333333
ESAM	2.1001
CTNNA1	0.580416666666667
HRBL	1.4224
CBX4	0.79875
TMEM182	0.5515
SH3TC2	-1.274
IL10	0.672166666666667
PXMP4	0.7395
RNF167	-0.6414
PAK7	3.13383333333333
ETV3	-0.714
ATPIF1	0.222333333333333
LOC554207	-2.31116666666667
OR8H1	0.16275
WDFY3	0.95775
DPM1	-1.11525
GPSM1	-0.4905
WDR92	-0.1237
LRP1	0.295666666666667
ANKH	-1.123375
THUMPD3	-1.281
POLR1B	-1.1745
OLFM4	2.93733333333333
RAD9B	0.04775
TSPY2	-3.9805
PAX6	-2.878
SCG2	-3.149
SLC17A6	-0.26075
FMO3	2.77625
PADI4	-0.192125
TUBB4	-1.0349
NLK	-0.78025
POU4F3	-0.497
SDF4	-0.05275
ITGBL1	1.004
NETO1	-2.530125
TAP2	-0.34625
ABBA-1	-0.417
GNAI1	-1.2045
VPS4B	0.59875
NOPE	0.0288
GALNT6	2.84633333333333
SESN1	1.590375
GBE1	-2.391
CLASP1	0.13675
RASGEF1B	0.877375
ACOT11	-0.2445
AFAP1	0.6265
OR2H2	0.0505
DPY19L2P1	-0.91875
DZIP1	-1.89
SEC22C	0.141916666666667
GPR161	-0.962166666666667
RNF146	0.08425
WDR74	-0.892125
GALP	-0.431
PURA	0.8125
DNPEP	0.425083333333333
RP11-78J21.1	-1.0545
ERBB2	2.348125
FANCM	-0.228833333333333
NEO1	0.236166666666667
DDX3Y	-5.1664
RPS3A	0.464
MXRA7	-0.733714285714286
LGALS3	-1.9735
GLT8D1	0.60275
CFL2	-1.784
UPB1	0.23575
NAP1L5	-0.00612499999999999
CLDN14	-1.503
DHX38	-0.942
BTBD1	-0.066
TARS2	-0.157666666666667
ABCF1	-0.1453
FCF1	0.653666666666667
LRRC49	0.63975
GUCY1B2	-1.959
C1orf177	0.101666666666667
SMARCA4	-0.816214285714286
LRP8	-4.21633333333333
TAGLN3	-1.652
MRPL14	-0.477
TTRAP	-0.162
ZDHHC20	0.98725
NFE2L3	-1.46525
KIAA1377	4.789
PALMD	1.5448
TMEM43	-0.581
TTL	-1.798
STAT5B	-1.02383333333333
SSB	-0.86425
OR10H5	0.082
SLC22A13	-0.72525
AKAP3	0.10025
TIMM23	-0.162333333333333
OAS2	1.5165
KIAA0423	1.48125
TRIM11	0.154
GLIS3	0.67825
TMEM50B	0.4585
ARHGEF4	-1.1495
DEGS1	0.221
TBL1XR1	0.770333333333333
G6PD	-1.91475
SP140	1.204
MUC17	0.0219285714285714
NUDC	-0.0207
DNAJC5B	2.73216666666667
SCARA3	-0.755166666666667
CPA3	6.239
BCAT2	0.066625
MFN1	-0.5171
NRG3	0.1485
SNX11	0.17575
PLEKHH1	-0.771
GPR177	-0.00716666666666667
HCFC2	0.00775
TCAP	-0.598
MOCOS	-2.4045
C14orf93	0.33725
PRDM10	0.291
SLC16A4	-0.430416666666667
SRGAP1	-0.7495
VIP	0.97
DUSP27	-0.1435
LILRA1	1.0644
MC2R	-0.467
MGC24103	-1.3595
MBTD1	-1.772
FUT11	-1.076
USP33	1.1375
C15orf39	-2.03975
MAP3K12	-0.020125
PAAF1	-0.409
BARHL1	0.00949999999999999
FLJ16165	-0.566
PIWIL2	-2.85125
SYNE1	0.40175
CMTM4	0.33525
TSPYL1	1.626
GUF1	-0.529833333333333
TMEM157	1.9825
WDR44	0.643
HIST1H3C	-0.18275
DKFZp666G057	3.63825
RNPEP	-0.7535
GAS2L2	2.84883333333333
ADH4	-4.805
GRPR	3.59183333333333
FBXL17	1.1335
ZBTB10	0.920833333333333
Gcom1	0.420222222222222
HTRA1	1.8175
ZNF585A	0.139333333333333
SLC26A2	-0.697571428571429
OTOP3	0.057
WISP1	2.17411111111111
ATP2B4	-1.46541666666667
FLJ10769	1.88
CRAMP1L	0.639125
CHST12	-0.2195
RAB22A	0.14725
TARDBP	-0.102642857142857
STAU1	-0.2405
CRB3	2.02383333333333
MIG7	-1.1015
CHMP1A	-0.587833333333333
ZNF160	0.0385
B3GALT6	-0.05
BARX1	-2.223
C6orf167	-2.9618125
NXNL1	0.6785
DHX29	0.471875
HADHB	0.274
PLXNB2	0.514125
ILDR1	-0.1895
SLC15A3	2.8305
GAS2	-3.89783333333333
C20orf69	1.1655
NUMB	0.8665
TNIP1	-0.058375
MESP1	1.8
PSKH1	-0.2445
NSFL1C	-0.3395
RHOG	0.008
HEY1	-0.9005
KNG1	-2.865125
ITGAX	2.2637
LIN9	-1.28066666666667
CANT1	1.2105
XRN1	0.302428571428571
CCDC96	3.361
HEATR6	-1.30383333333333
GNG7	1.0305
RUNX2	1.2449375
SOX1	0.247
FCRL5	2.3421
ZNF99	0.616375
FAM9A	0.711
SNX22	0.247333333333333
MBNL3	-2.71983333333333
ODC1	-1.297
ADORA2B	-2.85466666666667
NR2F6	0.13925
ZFYVE16	0.285111111111111
SYNJ2BP	1.2157
POLE	-0.89325
E2F2	-2.2905
THRA	0.7255
PTGES2	-1.304
HIP1R	-0.323833333333333
TMUB1	-0.075
ENO3	-2.21375
RSPH10B	0.466
CXorf39	1.0485
IRGC	0.28075
GPR109B	-0.10725
FLJ13305	-1.1425
LCE3A	-0.621
TNFRSF18	-0.748833333333333
DET1	0.215
TRPM3	-0.29775
C16orf79	0.1325
FECH	0.2055
RAP2A	-0.141833333333333
CRIP1	3.58816666666667
AZIN1	0.160875
SLC7A7	3.09925
IL10RA	1.3702
TMEM64	-3.234
CDC42EP4	0.3439
C16orf58	0.6796
ARG2	-2.953
POU5F1P4	-4.444
FAM62B	-0.19575
DNAH8	-1.4189
ASH2L	-0.23775
TSLP	-2.29166666666667
CNTNAP5	-0.984166666666667
TMEM16C	4.557
IFNA14	-0.8105
SLC1A3	-0.257875
CABYR	2.66725
BCL7B	0.1244
NUDT13	-0.509
C13orf28	0.66875
C1orf53	0.44775
ARL6IP4	0.1591
RPL35A	0.58
EMR3	1.27725
RAB40C	1.23908333333333
SLC41A1	-0.604
LRCH1	-0.03825
LY6G5B	-0.898
FAM124A	-0.959357142857143
MGC10981	-4.09883333333333
CLIP3	0.3753
MAP4K2	-0.449
CHIC1	0.82075
SULF1	3.41633333333333
C20orf30	-0.0461428571428571
PRDM5	-0.912125
ELOVL1	-0.29625
C11orf48	-0.840875
SLC39A10	-0.88875
KCNV1	-1.31125
ACP1	-0.623666666666667
ZMYM2	0.894625
B3GNT6	-0.414333333333333
C9orf69	-0.27375
C2orf15	1.16625
C20orf166	-0.425
HSP90AA6P	-0.566
EDG7	-1.353
NEURL	-1.37425
LPL	0.507666666666667
CLEC2D	0.866785714285714
GRRP1	1.04416666666667
CD8B	-1.879
HIST1H3D	-0.631666666666667
SLC6A12	0.22175
FAM27L	-0.5225
CD84	2.0194
RASA1	2.1145
PHKG1	-0.453
MAGEA11	-1.9575
IMPA1	-0.9939
NPM3	-1.434
RARRES1	2.69225
SH3BP1	0.033625
B3GNTL1	-0.128
ARPC5L	-0.707833333333333
KLHL26	0.696
SIM2	-2.436625
GJC1	0.32
C20orf194	0.20625
EXO1	-4.0905
SLC2A2	-3.40333333333333
LOC285074	-0.62075
LRG1	1.90975
KIRREL	-0.744
PIK3R1	1.81614285714286
C4orf34	1.28925
MAF	-0.609444444444444
ADCY4	3.70433333333333
ZMIZ2	1.2239
SLC46A3	0.878666666666667
STAMBP	-0.413166666666667
CCDC16	0.71
MS4A12	0.2535
TCF20	-0.91525
LRRC46	2.95625
C20orf152	-0.75425
MRPS6	-1.093125
ABCB11	0.473
KCNC2	4.63366666666667
CDH19	-3.136
C9orf123	0.0361666666666667
SSH3	1.400125
LDLRAD1	0.1245
CCBE1	-1.34
ZNF135	1.826
TAAR1	1.195
WFDC12	0.2805
CCDC42	1.14883333333333
FLJ12529	-0.3915
PER1	0.026
TIMM50	-0.770333333333333
SMARCAD1	-0.0796666666666666
FAM26C	0.7355
TP53TG3	-0.0805
SH3RF1	2.5402
LMCD1	1.1735
GPR63	-1.3495
FLJ21986	-2.132
AIFM3	-0.77275
MICAL1	0.392666666666667
BLZF1	0.0225
IQCA	3.3265
PCDHGC3	-0.2785
SAC	-0.351
BCL6B	2.18983333333333
DDO	1.54075
MARCO	2.041
DCHS1	1.17833333333333
C1orf170	0.799666666666667
CD200R1	1.8255
C22orf15	0.767
SEPT11	0.131666666666667
ADNP	0.138
UST	-0.4292
C13orf34	-1.53766666666667
RFFL	0.791285714285714
APBA3	0.4495
C2orf60	-0.2555
CUTL1	0.2431
PMS1	-0.908285714285714
ZNF689	0.7295
EIF3E	-0.477666666666667
IL9	-0.238833333333333
RPL31	-0.0368749999999999
LY9	1.35566666666667
ATP2B3	0.2785
KDELR2	-0.0610833333333333
TFCP2	0.052875
NLRP12	-0.25875
FLJ45422	-0.02425
TLE4	-1.0043
ZNF570	-0.9885
FLJ43806	0.0235
TLK2	-0.6355
CIR	0.57275
MARS2	-0.9165
COL24A1	2.3205
SDF2L1	-1.1015
HIBADH	0.152666666666667
IGFBP3	-2.26028571428571
C12orf23	0.954125
PSPC1	0.6275
C20orf43	-0.00175
TRAV20	-0.119
ARHGAP24	0.6525
KIAA1975	-0.681
C1QA	3.4984
DNTT	-5.0455
C10orf6	-0.26625
C11orf41	-0.6185
HNRPF	0.3385
COL11A1	3.9025
UBAP2	-0.561333333333333
CDKN2AIPNL	-1.05
C20orf174	4.78725
SPRED2	-0.2245
PLA2G12A	0.2135
ICEBERG	-2.40366666666667
SCN10A	0.7395
C11orf65	0.24925
GBP5	4.94775
PITPNC1	-1.90933333333333
POU3F3	1.5455
NCOA7	0.234625
LIN7C	-0.2934
LOC348840	-1.409
NKX2-2	-3.78125
ANKRD13D	0.422375
LOC123688	0.341
FUT2	2.429
TAAR8	0.793
FZD4	0.08175
PNMA3	-0.936833333333333
OR4L1	0.2795
WIT1	-3.733
EXOC3L	1.79725
ATPBD4	-0.3253
KRBA1	0.10725
UBXD6	-0.44225
HOXB7	1.41614285714286
C7orf23	-0.1195
UNQ338	-1.1695
STAB2	2.107
CDC20B	3.88325
IRF9	1.65925
CENTG1	0.300416666666667
TNPO2	-0.85575
MCPH1	0.2445
BMS1P5	-0.65875
SLC26A7	0.6305
HIST1H3J	0.22175
C9orf3	0.1149
LBH	1.2325
MYO1D	0.684625
PTDSS2	0.09025
NFU1	0.8625
DEPDC4	-1.94225
WNT7B	-0.8244
GLP2R	-0.435
SETD4	-0.2944
DYNLT3	-1.2621
FKBP11	-1.17583333333333
SESTD1	-0.0978333333333333
FLII	-0.30775
RPS16	0.0266
CHPF	-0.506833333333333
CSNK2A1	-0.3685
SUMO1P1	-0.58775
FKBP6	-1.1245
ZNF214	2.0685
TWIST1	0.0671666666666667
DDX56	-0.526666666666667
TRAM1L1	1.8567
EPO	-2.92
MRPS18B	-0.22625
ZNF682	-0.0171666666666667
RPL14	0.3425
MAFF	-0.7205
LOC51136	-1.084
LY96	0.02575
DDX20	-0.4175
ABTB1	0.699166666666667
ARL5A	0.0798
CCT6A	-1.28675
HEPACAM	-1.69833333333333
EHHADH	-0.332
RBAK	-0.0993333333333333
CGB1	0.0125
ITGB5	0.2939
YIPF3	0.07475
FKBP2	0.37325
NR1D1	-0.8383
TMEM110	0.233
NEK2	-2.60016666666667
PRAMEF8	-3.1255
C20orf52	-0.845666666666667
PCDHGA3	1.6115
VWA3B	0.645
NDUFA5	0.93325
THAP9	-0.596
FLVCR2	-0.704166666666667
AP1S1	-1.6605
SMAD6	-1.11825
SAV1	1.322875
SAT1	1.180375
ZNF251	0.813
ADAMTS7	0.3476
RPP38	0.4435
C1orf211	-1.2565
YPEL2	2.79125
RBMS1	-1.07675
ZNF445	-0.0131666666666667
NRXN2	0.6065
PGBD4	-0.150625
UGT2B28	4.662
WBSCR16	-0.0182
NLRC3	0.971125
ASTL	-0.08175
ST6GALNAC1	-3.01325
ZADH2	0.278125
MLLT4	0.771333333333333
ARL6	0.145833333333333
MEF2C	0.3225
CBFA2T3	-0.0085
AFF3	1.86135714285714
COG7	1.028
MYB	0.0845
PLXNA3	0.089
XRCC2	-2.3745
MMS19	-0.195625
ST8SIA5	-0.50675
CHPT1	0.373
KIAA1712	-0.362125
OR6X1	0.366
ACTR3	-1.03
UGCG	0.391
OR4P4	0.655
ZAP70	-1.9075
LPP	1.58375
ZNF485	0.318
PTPRCAP	1.05775
IL12RB1	0.69125
ATRX	0.2924
CHST8	-0.6295
C14orf109	0.653
ARV1	0.51575
NMB	-1.46114285714286
COX5A	-1.091
EIF6	-0.7725
MPPED2	-0.661
SEMG1	-2.0575
CHRDL1	0.147
TRAF3IP2	1.0565
WNK2	1.32975
LILRA4	3.01666666666667
LAMA2	4.502
PXT1	0.5765
RLBP1	-3.847
CD300C	0.513
SLTM	0.2715
FLJ10404	-0.0555
APOBEC3D	-2.708
RENBP	0.3785
ATXN7L1	0.639
NID1	-0.2695
TUBGCP3	-0.377125
ITIH5	0.728111111111111
CCDC110	3.35925
C8A	-2.99925
MGC87042	1.60325
HOXC13	-3.638
TFDP2	-1.0485
HCP5	1.425125
POLI	0.92575
UCN	-0.582
ZNF764	0.825
C8orf45	1.79
FHL3	-0.91
SPATA5L1	-0.679
MMRN2	2.818
NDST1	1.24666666666667
COL20A1	-0.666166666666667
ZNF248	0.0608333333333334
PELP1	-1.09033333333333
MBL2	-3.66816666666667
RNF41	0.4
C5orf24	-0.119625
THOC5	-1.076375
SERINC3	0.0705
RP11-151A6.2	1.16025
CDCP2	0.00475
HIST1H2AA	0.3265
C11orf75	-0.3305
FKBP7	-0.30675
DDOST	-0.27875
GPNMB	0.841833333333333
TTF2	-2.26966666666667
KCNT1	-0.187166666666667
SLC39A14	-1.293625
NGRN	0.4405
GPR137B	0.72625
MECP2	-0.208
PSMA1	-0.639
C16orf73	-5.538
TMEM60	1.1085
CSN3	0.918
NOS1	0.2265
RAB7L1	-1.12133333333333
YBX2	-1.1635
KIAA1166	-0.00350000000000002
FUBP3	-0.966
ABCG1	2.5015
ACACA	-0.128833333333333
ARL11	-0.2438
ATOH1	-0.277
ODF1	0.3835
CREB3L3	-1.5695
TMEM127	1.40892857142857
DSCAML1	-0.20425
PLN	3.31616666666667
LYPLA1	0.440416666666667
PRDM9	-2.12866666666667
SASP	0.653
PLUNC	0.168
INTU	1.88725
HISPPD1	0.0445
LNPEP	0.349666666666667
YARS2	-1.04116666666667
APCDD1L	-1.839
ZCCHC4	-0.5529
FBXO22	-1.176
TTLL13	0.0415
ZNF669	-0.786833333333333
PTGDR	2.89775
DDX27	-0.4905
KIAA0409	-0.273833333333333
GJB6	0.5535
ASB8	0.527
PLP2	-0.98
MEPE	1.284
OR10J5	0.3295
KRT222P	0.7275
COQ7	0.837166666666667
C1orf101	1.89
RERG	3.0724
CHMP5	0.161625
THAP11	-0.174125
ZNF43	0.665
ZRANB3	-0.877333333333333
KRT13	0.5425
MRPL19	-0.823375
RBBP9	-0.714375
SPATA17	2.176875
BXDC5	0.236666666666667
PAFAH1B1	-1.07741666666667
MAGEE1	0.17725
OSTF1	0.15925
KIAA0323	0.8765
TXNDC13	-1.0065
CNTN4	1.056125
LCE1B	-1.966
UNQ501	1.31675
ZNF154	0.77825
C3orf64	-0.36575
SYT5	-0.2842
PON1	-0.6842
FLJ10357	-0.54775
ATP4A	-1.265
GNPDA1	-0.908833333333333
MGAT1	0.532
C14orf121	0.22075
SLC35B2	0.06075
MIER3	0.646166666666667
CHEK1	-5.233125
ZNF8	-0.376833333333333
TXNDC1	-0.701166666666667
CKB	-1.0823
RTN3	0.0414285714285714
FZD2	-0.681
PART1	1.058625
PSMB6	-1.354
PCDHB8	0.2705
PHC3	0.5942
PPP1R8	-0.866833333333333
NOVA2	1.42566666666667
TNFRSF11B	-0.7055
GOLPH3	0.6945
UBLCP1	-0.33325
SUHW3	-0.80275
TTLL1	0.7735
OPN4	-0.0235
OR13G1	-0.2885
ZPBP2	0.0841666666666667
HSD17B11	-1.166
C9orf50	-0.3125
DHDDS	0.162928571428571
CTSW	1.1425
NEFM	-1.872
MRPL28	-0.168
SYN1	0.308166666666667
PIGV	0.44
ZIM2	-1.3385
APBB1	0.600333333333333
SND1	-0.37875
C1orf123	0.1415
CHD3	-0.677
BHLHB8	0.031
RNASE2	-0.132
BCAP31	-0.044125
SLC25A44	0.0825
CHD6	-0.229
PIB5PA	2.85469230769231
SELS	-0.169125
LOC541471	-0.7775
FAT2	1.734
ZNF81	0.129
OR4C16	0.03
FLJ10081	0.7943
LRRC4	0.11725
CS	-1.07466666666667
N4BP2	-0.889875
IGFBP7	1.71125
ZNF318	0.0704166666666667
NDNL2	0.07075
ZNF609	0.250625
SIRT4	0.256
EXOSC10	0.11675
ECE2	-0.12425
OVGP1	0.732
GTPBP3	-0.82625
PACS2	1.1769
C19orf36	0.980666666666667
ARL4C	-1.186875
ATG4B	-0.076375
UBQLNL	1.6515
RHOXF2B	-3.8505
PLEKHG2	-0.987
GALR1	-0.4185
AQP4	-0.511666666666667
HDAC7A	0.8755
DCUN1D3	0.57025
OR8A1	-0.6945
CCRN4L	-0.6255
CBR4	0.166833333333333
KIFC1	-3.51066666666667
SLC7A14	-1.72516666666667
LHX5	-0.7355
TRPC7	-0.2965
LPXN	-0.34875
SERPINA1	-2.453
RPS13	0.2161
BPIL3	-0.678
PRKAA1	-1.0065
FADS2	-0.6022
ENAH	-0.020625
PRO1768	0.1065
APBA2BP	0.28325
LIPH	2.8105
C3orf33	-0.1875
RCC2	0.0909285714285714
ALDH1A2	-3.3393
RNF103	2.06875
AHCY	-1.24525
ALG12	0.1095
CCL17	2.97825
ZNF543	1.27583333333333
ESRRG	3.5302
CNGA1	-0.37725
RDH5	-0.937333333333333
OTX1	-1.8347
PTGFR	-1.494
CDR2	0.83275
SELE	3.8735
NLGN2	-1.0985
EXOSC9	-1.25175
ZNF566	-0.0613333333333333
KLRC2	-4.3305
GPR12	0.2665
KIAA0196	0.4295
PDRG1	-0.03875
SSR3	-0.670142857142857
MSI1	-0.492
CST9	-0.419
CC2D1A	0.0495
PLAGL1	-0.415722222222222
ZNF778	-0.732
RNF2	0.58475
KLF6	1.323
THBD	3.233
tcag7.1314	2.79075
NR5A1	-0.333833333333333
ABCD2	0.5625
DNAJC7	-1.50175
CLEC4C	0.52
TM2D3	0.774125
CCDC4	-1.903
PLAC2	-3.14525
DCD	3.703
FAAH	2.356125
POLA1	-1.062
TM7SF2	1.03425
FLJ39822	0.433166666666667
FLOT2	-0.38475
MAP4K1	0.294833333333333
SRP68	-0.053375
C21orf74	0.951
ARPC5	0.051375
LOC126075	2.5285
HECW2	-0.387125
ZDHHC4	0.332
ANKRD42	1.7488
PDE9A	-0.2605
ABCA8	1.1575
NDUFS2	-0.3285
UBR5	-0.298
BTBD16	-2.523
LOC554174	0.996
ZNF20	1.2565
KIAA1843	-0.212
WDR17	-0.210125
C15orf33	1.2815
RNF113A	-0.4435
CAMKK1	-0.6865
CLCN2	-0.33475
ANXA6	-1.0535
LOC340069	0.64
EMID1	0.42225
DPM3	-0.219916666666667
ELA1	-0.071
SLC25A13	-1.5926
KRT24	-0.54875
SMPD1	0.391
TH	-0.217
COL6A2	0.498857142857143
ANKS1B	2.5255
GPR126	-2.9272
ZC3H12A	0.967
TMEM47	-0.0526666666666667
C2orf51	-0.310333333333333
C1orf88	3.74466666666667
HSF2BP	-0.62425
AKAP10	-0.31325
RPAP3	-0.539
KLHDC8B	0.461875
STOM	0.2308
MUPCDH	-0.006125
C10orf72	0.496375
PLEKHA3	0.589333333333333
TCP11L1	-1.34875
CWF19L1	-0.03875
SPEF1	2.86723076923077
YSK4	3.281
ELN	2.4205
SAMD8	1.13166666666667
MPI	-0.687666666666667
MEPCE	0.29
ABCC3	-1.239
NANOGP1	-4.563
KCNK17	1.4315
HLA-DMB	4.36983333333333
RRAGA	0.88425
ANGEL1	0.28825
RBM32B	0.13
CPN1	-3.31325
MGC52282	0.4093
HLA-A	1.78541666666667
OR9G4	0.4375
EDNRB	-1.464125
SCD	-2.26678571428571
C14orf80	-0.323666666666667
BAGE2	-0.1675
RABL4	0.7815
RCVRN	0.1695
SHANK1	0.3075
NLRP7	-3.34125
CD226	2.0855
STAT3	0.5866875
SYNJ2	-0.4414
TPCN2	0.133333333333333
WDR36	-0.842416666666666
MBD4	-0.05275
ROBO1	-0.0352
ST3GAL6	-2.7865
SLAMF8	2.9405
ATN1	0.639
GPR141	0.84
KRT36	-0.0795
TPH1	4.7575
DDX52	-0.5325
ZSCAN29	-0.0175
TRPT1	0.063
DPEP3	0.588
DENND4A	-1.21025
TSPAN16	-0.2015
PTCHD2	-0.34
LOC145814	-0.23725
CAP1	0.1505
EIF5A2	-1.8247
NT5DC3	-1.600625
SEPT9	-0.912875
SEZ6L2	1.263875
EGFLAM	3.2635
VPS11	0.964375
NDUFB5	-0.0693333333333333
CIDEA	2.03466666666667
IER5L	-0.10525
N6AMT1	0.20125
FAM83C	-0.00425000000000002
OXR1	0.511083333333333
IRX1	-0.0105
DGKB	-1.07033333333333
GCN5L2	-1.09475
MIR16	1.27575
FBXW9	0.8205
WDR4	-2.10616666666667
PDC	-0.566
VPS33B	-0.2745
HEXB	-0.07925
FLJ32214	0.44725
TCEB3	-0.908
CRLF1	-3.35825
ABI3BP	1.91225
C8orf22	-4.13575
PYCR1	-0.9225
KIAA1706	1.05175
CDK5R2	0.553
WAS	0.491
C12orf60	-0.3355
CCBL2	0.021375
MADD	0.5005
C5orf34	-2.09775
WDR42A	0.2809
KLF12	-0.113875
HSPA1A	1.50675
ITM2C	-1.71933333333333
DAPK2	2.89833333333333
LOC442590	1.822
SUMF2	0.264125
CENPA	-4.49984615384615
TMED5	-0.229875
CDH6	-1.3916
BRP44	1.121125
THG1L	-0.92525
GABRA2	-2.78475
C14orf166	0.5455
MYL1	-1.8035
TNFSF18	0.733
PAP2D	-1.80516666666667
PPIB	-1.112
KLHL4	-1.112125
SFN	-0.501
CCDC127	-0.073
FRAP1	-0.407
GOLGA5	1.30025
SDCCAG1	0.735
MGC21675	0.263833333333333
C10orf95	-0.5685
KIAA1345	0.104666666666667
C1orf163	-1.1985
LACE1	-0.1735
OR10K2	0.886
CENPN	-3.3168
TMED2	-0.2725
UGT1A6	-1.9665
ANG	-0.5625
U2AF1	-0.943666666666667
CASC2	1.02733333333333
NMT2	-0.9335
OSGEPL1	-0.00824999999999999
DFNB31	-0.31
SLC6A20	-0.136875
DKC1	-1.531
FXYD4	-1.2705
WDR64	-0.04925
MGC5590	-0.0345
CREBZF	0.385833333333333
DAZ1	-0.51875
PRPSAP1	-0.509
GCHFR	0.344
TTC7A	-0.95
LOC196993	1.05025
UBD	3.72233333333333
S100A1	-0.474125
RPL6	-0.302333333333333
DNAJB6	0.4994
NAGS	0.9833
C2orf58	1.4285
KERA	1.72233333333333
MT1X	-0.6442
UBE2B	0.8183
KEAP1	0.237
MST1	-1.211125
OMA1	1.1015
ABLIM2	0.63025
BCL2L13	-1.07375
JAZF1	-0.229833333333333
TMEM63B	-0.096
S100A8	-2.0292
ARFIP2	0.98175
UROS	0.50475
KHDRBS2	0.1565
POLQ	-3.839625
SOAT1	-1.60775
SPAG4	-2.53375
MRPS30	-1.3935
LOC494141	-1.05925
OR2T11	0.302
ORAOV1	-0.4684
ZNF184	-0.0875
TCEB3B	0.2936
ADAM21	0.2435
GDPD1	1.742
SPINLW1	0.487
PRR14	0.393166666666667
KCTD9	-0.6072
NUDT3	0.673
KIAA1822	0.4513
HIST1H4K	0.474
DFNA5	-2.04275
GABPA	-0.4055
C14orf44	2.30975
POLB	0.752875
PTAR1	-0.53475
SEC31A	0.6331
TRIM58	0.12575
TAS2R14	-0.329
VPS8	0.217375
H1F0	0.47
PRKCB1	-1.53233333333333
UGT2A1	0.289
TOR1B	-0.52775
LSS	-1.71233333333333
C2orf19	-0.135
HNRNPC	0.588857142857143
TMEM100	-0.998333333333333
LOC116349	-0.8835
OR51M1	-0.79
CCDC142	-0.63825
ISG15	-0.1244375
ZCCHC14	-0.5495
CREBL2	0.8365
TGDS	-0.179
DC2	-0.186
CACNA2D3	-0.558928571428572
ZNF429	0.335125
LYPD6	1.44133333333333
SUCLG1	-0.348833333333333
OR51I1	-1.094
MAGEH1	1.334
PRPF40A	-0.1445
SMR3A	0.2215
SPINK2	0.145
THAP2	0.441375
NPY5R	-1.198375
IRF4	-1.7375
SPESP1	1.32916666666667
OR10S1	0.4585
DTD1	-1.7815
TUBE1	-0.77675
DDX19A	-1.4375
PDPN	-1.340375
TMEM34	0.353333333333333
MGAM	0.87575
COL3A1	5.75027777777778
GFM2	0.1617
OR5A2	0.5325
PSG9	-1.38475
ARHGEF11	-0.114333333333333
IVNS1ABP	-0.877625
SIGIRR	1.5195
DUSP19	-0.07525
DNAJC14	-0.2956
