Hybridization REF	TCGA-E2-A15M-01A-11R-A12D-07
RALBP1	-0.1075
TSPYL6	0.115875
EVPL	0.0428333333333333
PVRL4	2.7895
C2orf30	0.73
ITIH4	0.12525
ADARB2	0.344833333333333
C1orf104	-0.11725
PIM2	-1.282
REGL	0.3515
SLC17A5	-0.073
PIPOX	-1.5435
INSIG1	-2.0025
SYNGR1	-0.821416666666667
TEX15	-2.228
REPIN1	-0.476166666666667
PDE4A	0.9673
CAPZB	0.5785
YPEL3	0.995375
C14orf100	0.721625
GINS2	-2.32475
C18orf21	-0.329833333333333
CYP1B1	2.169
VISA	-0.7923
XYLT1	-0.6526
ZNF440	0.38175
BRWD1	0.323714285714286
GOLPH3L	1.475125
C11orf77	0.313125
ZBTB17	0.0985
SLC19A2	1.15225
C6orf134	0.34975
C9	0.03425
ART5	-0.646125
ARTN	1.05866666666667
TMTC2	1.6565
GNRH2	-0.25325
STEAP1	-0.5556
RPL39L	-0.476166666666667
FLJ10292	-0.6175
RLF	-0.96325
NAT14	0.677
RRN3	0.21275
C11orf16	-0.367666666666667
C3orf14	0.14025
TEX264	0.255
C22orf28	-0.193875
C20orf175	-0.403
XPNPEP2	0.505833333333333
PDE6A	-1.043
SPIB	0.75775
TBCB	0.8775
SLC5A11	-1.163
ADRA2C	-1.3625
DHCR24	0.0591666666666667
MEF2D	0.41725
C6orf114	-0.79
ZPLD1	-0.029
MYO1B	0.0734166666666667
VAMP8	1.989375
ANKRA2	0.531166666666667
C11orf42	0.0105
TAS2R60	0.258
PANX1	0.298
C12orf42	0.372666666666667
RCBTB1	0.14325
FGL2	5.76475
CEP70	-0.610375
WASL	-0.0895
SEPT14	0.2945
DCHS2	1.053
CYBA	-0.07075
ARHGAP11A	-1.76183333333333
MPZL2	-1.01616666666667
KIAA1881	4.53283333333333
ANXA1	0.2757
AFF1	0.30225
FRMD3	-0.1365
SUSD5	-0.05125
C9orf32	-1.068
RASSF7	0.359875
KIR2DL2	0.321
SENP1	0.0685
C20orf195	-0.13025
C3orf44	-0.00750000000000001
KRTAP9-3	0.258
ZFP28	0.8165
PLCB2	0.8992
TXNDC15	0.37525
CALR3	-0.28575
HLTF	-0.298285714285714
C17orf67	-0.56375
NDUFA6	-0.398125
PKP1	-1.01275
HMG20B	0.18825
GPR180	-0.8951
BAI3	0.55825
NOSIP	1.4006
TRIM23	0.438875
ARL1	0.642142857142857
CDK5RAP2	-0.68575
SSH2	-0.9335
KCTD15	-0.0143333333333333
FTHL17	0.599
AK3	-0.562333333333333
RAB3C	1.58125
PAX4	0.15975
KDELC2	-0.87475
BIK	1.67066666666667
KIAA1553	-0.58575
CEP135	-0.296
NANOG	-3.9935
TRIM22	3.4285
CDH13	-1.18733333333333
B4GALNT4	-1.4585
MDGA2	0.246
SAMD3	3.26716666666667
OR1E1	-0.034
TAS2R10	-0.335
FASN	-0.4665
GPR116	3.191
ZNF219	0.486666666666667
CD33	-0.22125
RAB3GAP1	0.4305
H1FOO	0.6115
NXPH3	0.30425
CROCC	-0.106666666666667
GPX7	-0.433
BASP1	-0.3946
STAM	-0.011
TBK1	0.18975
STX2	-0.7405
RPL29	-0.64025
NR1H3	1.26075
MPPE1	0.427375
PHACTR3	0.06575
SLC44A2	1.716625
C10orf109	0.01325
CLCN6	-0.4255
C16orf59	-2.00675
SQSTM1	1.3785
AADAC	1.85375
LRRC8C	1.112625
BIN3	-0.3706
HPS6	0.545
MAN2A2	-0.6175
GABPB2	-0.658125
KCND1	0.364
PTPN11	-0.100928571428571
ZNF274	-0.10325
ATF3	0.49525
C7orf26	0.1105
C1QL3	0.0825
WDR54	-1.16533333333333
FLJ40869	-1.2175
ZNF397	0.401125
MLL	-0.1661
TTLL6	-0.22825
ANKRD15	0.199666666666667
KIAA1958	-0.301
C1orf218	1.36725
ZDHHC16	0.06575
DDX47	-0.88025
EVI5L	0.233333333333333
GDF6	-3.819
TAPBPL	0.638833333333333
BTG1	1.5018
DPP4	0.489
KLHL23	-1.4755
APOC3	-4.257
BTBD12	-0.278166666666667
CNOT4	-0.0166875
HIST1H3I	0.243333333333333
OR5H1	0.285
APEH	-0.497375
TRY1	-0.1428
SLC26A8	0.443833333333333
KCNA2	0.17
TMEM159	1.39375
C6orf81	-0.9645
PCYT1A	0.422666666666667
C6orf157	-0.305
BRMS1	1.13325
CHST1	3.21266666666667
LGALS1	-0.47075
TAF1B	-0.425
FLJ40504	-0.3925
GPR173	0.2475
COL15A1	2.1805
CASP10	0.244071428571429
PCMT1	-0.190428571428571
HDAC5	0.4115
LOC641367	-0.2005
EVC2	0.6565
SGPL1	1.15766666666667
GON4L	0.492214285714286
AFG3L2	-0.780333333333333
C5orf15	0.452333333333333
UBXD1	0.6792
LILRB4	1.21683333333333
GSTA4	0.1525
ADIG	0.2575
GRIPAP1	0.420625
HIST1H3B	-0.561333333333333
BTRC	0.5865
USP49	-1.262
IQCH	-0.1175
ACBD6	0.68175
YEATS2	-0.90875
CABP5	0.08775
TRIM3	0.88325
HNRPM	0.4215
FGG	-4.3372
C18orf16	-0.097
CLEC2B	0.97075
PQBP1	-0.503
JTB	0.635666666666667
REST	0.6445
SLC8A3	-0.409333333333333
TMEM16H	0.2085
MRPL47	-0.01125
EVI1	1.5443
MUC1	2.451375
TEAD3	0.2755
STOML1	-0.369625
USP24	-0.1057
PNMA5	-0.47825
MAEL	0.4095
LBP	2.0944
HSD17B4	0.492375
SEC31B	-1.9935
IDH2	0.052
SFRS16	-0.94175
AICDA	0.781
RNF180	-1.00275
C1orf56	-0.559166666666667
FLJ10324	0.044
GPR148	0.3365
MEF2A	0.730666666666667
ASF1B	-1.28683333333333
HTN3	0.0035
RNF215	0.0795
SLC4A3	-1.1165
ADAMTS9	0.8368
C9orf66	1.41733333333333
FOXD3	0.3365
GSDM1	0.35825
IFITM5	1.284
PODXL2	-0.841333333333333
C1orf176	0.7075
RPS3	-0.63075
hCG_2004593	-0.30975
COL21A1	0.93975
NTNG2	0.569166666666667
RAI14	-0.260833333333333
P76	0.513
LRFN3	0.853625
FAM14B	-0.062625
FKBP14	-0.836
TNNI3	-1.99316666666667
HOXB3	1.308125
SGCB	0.732
PPAPDC3	0.56
FRAT1	0.559166666666667
MORN1	0.267666666666667
ARHGEF2	1.1145
BNIP2	0.034
DHX30	-0.489
EEFSEC	-0.7515
FGF20	0.6265
FLJ38973	0.509571428571429
PLCH2	-0.348666666666667
CCNG2	1.07425
PSPN	0.0885
WDR88	0.45
HOXB13	0.95075
MTMR8	-0.3445
SPAM1	-0.1995
PPP2R1B	-0.0685
TANC1	0.43425
CNN3	1.1407
CHGA	0.071625
C9orf128	0.311
CACNA1B	0.199333333333333
MMAB	-1.8118
RHOA	0.526416666666667
RAPGEFL1	-0.8015
SLC1A5	0.196833333333333
CALCA	-0.09375
SYCP1	0.48175
CXCL11	4.74275
GFI1B	-1.26916666666667
PSCD1	0.307
C11orf58	0.667666666666667
MGC45438	1.905
NUDT18	0.2695
ASB3	-0.191333333333333
ZP1	-2.461
LPPR2	0.1345
ZNF527	1.006
ZNF771	-0.064875
TTBK2	-0.18675
TRIM55	0.219
GJB3	-0.650333333333333
PRSS35	0.607
SCRG1	0.68875
ZDHHC24	-0.1665
DUSP26	-0.21425
C1orf51	0.890375
DNAJC3	0.210833333333333
LITAF	0.9545
ZNF410	0.28525
AFP	-4.462
ZW10	-0.71275
PHOX2B	-0.0975
VILL	0.1785
ELOVL7	-0.66425
LOC644186	0.3225
PPP3CC	0.6095
CHST13	-1.73225
WDR40B	0.0618333333333334
MEA1	0.0905
HILS1	-1.4035
DLX6	-1.551
NKG7	2.26166666666667
EMP1	1.64725
ACTR6	0.27975
CHCHD7	-0.252142857142857
COG2	0.6928
TCEA2	0.3365
TARS	-0.3275
FLJ20294	0.187333333333333
ZNF92	0.809625
TRAPPC2L	-0.5855
ARHGAP28	-0.0475
CCDC109B	0.877
LGTN	-0.438
INGX	0.1875
LOC124446	0.98225
RPS2	-1.08925
C17orf75	-1.30233333333333
NBPF1	-0.083
SLC2A8	-0.165416666666667
SNRPE	0.11025
CARD6	1.358
IL13RA2	-0.843875
CUEDC2	-0.354875
C4orf19	0.26675
AOC3	3.422125
MTHFD2	-0.146333333333333
OR5M9	0.148
C4orf38	0.221333333333333
SS18L2	0.01425
OAS3	1.702
LARGE	0.69175
LRIG3	0.445666666666667
LIMA1	1.59225
STARD3	-0.149833333333333
VPS39	0.4985
CTAGE6	0.4315
ODAM	-2.14775
MORF4L2	0.722875
GSTO2	0.3905
MTFMT	-1.161
PRKAB2	-0.660642857142857
ZNF76	-0.175166666666667
HSPB2	4.1465
CRB2	-0.1625
KLRK1	-0.9655
LYST	1.386
UBE2M	-0.9755
SLC16A9	-2.52475
ZNF281	1.415
ST8SIA1	0.738
C9orf105	-0.7965
ANKRD46	0.61625
FAM108A3	0.461
C20orf91	-0.4085
ZYX	0.1855
RSPH1	1.243
ZSCAN5	0.52825
RIMS3	-1.39666666666667
KRT76	-0.086
CEACAM4	0.6365
SIRPB1	0.370875
CFHR4	-0.315
SOX3	-0.4405
GATAD1	-0.959
C21orf57	-0.26275
TMC8	0.0575
AVIL	0.916
LMOD1	2.497
HIGD1A	0.7155
NEU3	0.0391666666666667
DES	0.2635
BZW1	0.0851
ZNF221	0.247
CCDC27	-0.1605
GDAP1	-0.31925
RBBP4	0.022
MGC40499	0.411
PHKA1	-1.142
PRKAR1A	0.0616666666666667
HSD3B1	0.048
RAD52	-1.14533333333333
CD207	0.586
LOC389791	-0.0325
RSPO1	0.0951666666666667
TMEPAI	2.681625
MFSD2	-0.050375
ETV4	-3.71183333333333
SCGN	0.3705
LOC391356	-0.55025
MPP1	-0.34275
STARD3NL	0.376
TFAP2D	-0.376
CD2AP	0.807375
CCL20	-3.66266666666667
CCDC86	-1.1705
ZFP30	-0.0985
CTBP1	0.282583333333333
MAK10	-0.137166666666667
STXBP5	-0.1925
LOR	0.1688
MAP6D1	-0.578
ARMC7	0.3565
TMEM150	0.4766
NSL1	0.43025
KIF5A	-0.4585
ASCC2	-0.121333333333333
PSENEN	0.481166666666667
OPTC	-0.3395
FCRL2	0.837333333333333
KBTBD11	-0.21475
PCK1	0.463625
CENTD3	-0.23975
MEGF8	0.11725
ALPPL2	-0.231
OBFC2B	-0.176333333333333
ZFYVE20	-0.116
GALC	0.852
CTRB2	0.2415
C20orf71	-0.164
TBKBP1	0.441166666666667
CAMLG	0.6895
TREML4	-0.362
RSAD1	-0.65225
TUBA3D	0.6473
KIAA1833	0.263625
PNPLA1	0.418
LRRC34	-1.02916666666667
CDH26	-0.799833333333333
ZNF167	0.445166666666667
ZBTB26	-0.6756
VWF	4.2943
VTN	-0.867666666666667
BAD	0.839
PDS5B	0.389166666666667
ZNF644	0.691333333333333
SH3GLB2	-0.59225
SMPDL3A	0.9867
NRG2	-0.28075
IL15	1.50983333333333
GABARAPL1	0.539166666666667
LAT2	1.1302
SLCO1A2	-1.02683333333333
LIG4	-0.275583333333333
GSDMDC1	0.748625
BMP4	0.50525
METT10D	0.063125
SYCE1	0.717
SPANXD	-6.2425
SLC12A9	-0.166166666666667
MC1R	-2.068
RNF168	-0.30275
TRIM69	0.27725
GALNT7	0.635166666666667
ISG20L2	-0.04075
KIAA2026	0.9005
TNFAIP8L1	-0.276
DPY19L2	-0.22725
C12orf63	0.748
PRDX5	-0.4625
MED6	-0.758375
TXNDC5	-0.249
CD46	1.33041666666667
CCK	-1.6215
C17orf48	-0.03225
ANUBL1	0.5045
SIT1	1.63183333333333
TYSND1	-0.395833333333333
DEF6	0.650333333333333
GLT8D4	1.385
UTP14A	0.246
RPH3AL	1.21925
NXF1	0.084
TRERF1	0.312333333333333
TUBB3	-1.2026875
SLC24A2	0.6475
SEC22B	0.359
ZNF653	0.6765
GGTL3	-1.14108333333333
CDKL2	-0.0285
CTF8	-0.581833333333333
EPC1	1.279
CYP4A11	-0.066
THRSP	4.20266666666667
LELP1	0.320666666666667
TES	0.764125
C17orf87	1.2285
FERD3L	-0.20075
SH3TC1	0.315
RAB36	2.2055
CRYGB	0.344
GRIA3	0.4484
BHLHB9	0.82825
C1QTNF9	1.73
GOPC	0.145875
PNPLA8	0.132166666666667
ZNF444	0.79725
FMO1	3.20525
POLR3C	0.148
SLC35F3	-0.29075
SGCG	-0.934
DCDC2	-1.39733333333333
NANP	-0.901
MGC23270	-0.43
BEX4	0.173583333333333
HYDIN	0.4212
RPS6KB2	-0.298
ADRM1	-0.29675
BAT3	-0.4595
RAB31	0.6003125
SCGB2A1	6.458
SLC6A14	-3.44
DDX4	-0.482
PRRC1	0.813833333333333
AP3B2	0.215833333333333
TRGV7	0.4965
TMEM184B	0.46975
ADPRHL1	-0.2685
C21orf45	-0.34075
ARNTL	1.55925
AADAT	-1.24875
CCL2	2.396
SNTB2	0.407833333333333
RGS9BP	0.02875
KPNA1	0.04625
TMEM41B	0.466333333333333
S100A11	0.352916666666667
DOT1L	-2.103
EFHC2	0.572
CLTC	0.0846666666666667
SRP9	1.33385714285714
ZNF521	0.84625
FAM26F	1.39
GPR88	0.00849999999999998
COL13A1	-0.893166666666667
CHMP4B	0.3345
SIGLEC6	-0.0703333333333333
NFAM1	0.3425
PVRL2	1.9914
ALKBH4	-0.503
CCDC93	-0.5305
NXT1	-0.456
KCNK4	0.291
TROAP	-1.3275
KCNA10	0.106
CCDC114	0.08
RAN	-0.658083333333333
LMTK2	-0.455
LOC400657	0.2765
UFC1	0.77975
UBE1DC1	-1.5015
EEF1A1	0.299388888888889
CHAC1	-0.6795
HMGA2	-5.366
B3GALTL	-1.02175
ING2	-0.3465
C1orf109	-0.704
INTS3	0.529875
ZNF558	0.92375
TRPM4	2.03283333333333
LTB4R	-1.052
ISYNA1	-1.0515
LSM7	-0.6225
LRRC47	-0.26175
ZNF179	-1.54266666666667
EXDL1	0.139
SLC4A10	-0.355625
ACSS2	-0.271
COPS7B	-0.2915
KIAA0040	1.45816666666667
C1orf95	0.25
AP1GBP1	-0.1225
OR9A2	0.233
FAM71C	-0.265833333333333
RIN1	-1.89333333333333
ITGA4	-0.723125
DNAJC6	-0.0943333333333333
CLOCK	0.4315
SLC35A4	0.289666666666667
DSG4	-0.00425
LOC26010	0.92075
NSUN2	-0.335
TMEM86B	-0.7174
C14orf135	-0.4535
KIFC3	-1.06216666666667
PHF5A	-0.04275
NCAPH	-1.331
STK11IP	-0.171
FLJ42953	1.509375
CCDC19	0.381166666666667
ZNF329	-0.136125
TAX1BP1	0.591833333333333
ZDHHC18	0.159166666666667
C10orf88	0.0665
TMBIM4	1.2268
NMUR1	1.5115
KIR2DS4	0.096375
C9orf90	0.1265
MGC87631	-0.7065
KDR	3.3859
ST3GAL2	-0.608875
RLN2	0.941833333333333
HPD	-3.83325
MOXD1	-0.542166666666667
PDGFRL	2.50383333333333
SMYD4	-0.531071428571429
FAM103A1	0.0465
MFAP4	0.795666666666667
LOC285141	1.16425
TMEM45B	-2.583125
SMCR7L	-0.687
GZMH	3.2375
CBLN1	-0.607
CNNM1	-1.07675
PHF17	-1.10933333333333
NUP98	0.37025
RMI1	-0.7525
PTPRS	0.471
ANKRD57	0.18825
CLDN15	-0.0233333333333333
OR51A2	0.2865
GUCA2B	1.621
DOCK9	1.7785
ITGB1BP1	-0.143
DLG2	-0.367
BRAP	-0.2345
SESN3	1.233
ZC3H7B	-0.29875
FAM101A	-0.907666666666667
FKSG24	-0.829
ZYG11B	-0.337625
RFC2	-1.3195
SH2D3A	0.683333333333333
DVL3	-0.0866666666666667
ADFP	0.374666666666667
KRIT1	-0.550875
SERTAD3	1.49383333333333
LEFTY2	-2.1945
KRT27	0.642
SCFD2	-0.339
MN1	0.02125
RORA	1.191
PTPRD	-0.37825
PIAS2	-0.652166666666667
CYP4X1	4.27816666666667
FBXL15	0.041
MYH15	0.0291666666666667
CRX	-0.1305
TBC1D13	-0.10275
SLC22A17	0.7775
PLK2	0.870833333333333
ARHGAP9	2.544
EIF1B	-0.36525
C20orf185	-0.0555
DEFA7P	0.0315
PRIM1	-1.56333333333333
CRYAA	-1.41425
BACE1	0.2155
AGTRL1	1.22333333333333
ACAD9	-0.385875
GRASP	1.21525
RBP4	-0.243166666666667
TFB2M	0.16725
METTL9	-0.6149
ATP5O	-0.274
SP100	0.9457
CPSF1	-0.127666666666667
S100A4	-0.2155
LIME1	-0.2405
GPR137C	1.62375
OR2A2	0.043
C2orf29	-0.86225
NUP188	-0.75675
SDPR	1.00475
RAI1	-0.446375
RPS20	-0.0825
LAMB1	-0.0635
ADM2	0.1415
ZNF229	-0.4255
DKFZp434K1815	-1.406
EPN3	0.837166666666667
CLIC3	-1.67025
MEIG1	-0.7775
HMGB4	-0.00125
STARD10	1.089
KLF8	1.818
EPB41L2	0.504666666666667
JMJD6	-0.4765
CTSL1	0.2345
GPR27	0.2965
ELAVL4	0.488
MMP21	0.2195
PPM1B	0.3835
SUV39H1	-0.87025
AAMP	0.375
TUSC4	0.1435
MBD6	0.4235
KLK13	-0.185125
FMNL3	0.6905
TRIM13	0.24375
C15orf5	-0.04575
IQCF1	-0.005625
CACNG8	0.0625
SLC35D3	0.217166666666667
ZDHHC9	0.24
ODF3L1	0.14975
C9orf86	-0.6762
TSEN2	-1.349
C17orf64	0.139
SEPX1	0.3257
TSPO	0.3025
SYMPK	-0.341
ADORA1	0.64125
TSPAN10	0.9255
SEMA6C	0.202
RTTN	-0.2701
IL2	1.418
ARRDC3	0.353166666666667
TBPL1	-0.559
STX12	1.055
MRPL39	-1.015
OR8H3	0.3045
IFIT5	1.9535
CASC5	-1.574
FAM46A	0.0565
HPCAL1	-0.96325
CYLC1	0.005
VGLL2	0.13525
C20orf191	-0.30175
CDH1	-2.19908333333333
ITPA	-0.38225
CCDC101	-0.02225
D15Wsu75e	-0.44175
EDA	-0.47
CREG1	0.32925
OR7G2	0.2975
SAP18	0.792083333333333
IFIT1	3.54175
CALML3	-0.970333333333333
FLJ37440	2.253
FNDC5	0.16
SERPINB6	-0.145428571428571
JUNB	1.6275
SYS1	1.108
SCN2A	0.0366666666666667
ZKSCAN5	-0.9882
WNT7A	-0.0458333333333333
TSHZ3	2.1375
RNF148	0.48275
H6PD	0.17025
CAD	-1.7345
ZNF449	0.39825
DOCK10	0.5205
FAIM2	0.306166666666667
HEXDC	-0.30825
PRB1	0.102
C14orf148	0.2525
ETHE1	0.47825
IRF5	1.186
GNMT	0.413666666666667
MGC16291	-1.717625
RPAIN	-0.643142857142857
CAGE1	0.3735
CNTNAP3	-2.215
ACTR1B	-0.862
EEF1E1	-1.5425
MSX1	0.151125
ESF1	-0.7288
HSPC171	-0.369
MRPL2	-0.468666666666667
RDH12	-0.472333333333333
CELP	0.586
METRNL	-0.2345
C10orf116	4.65783333333333
C19orf48	-1.13825
ZNF346	0.021
NCR1	0.00249999999999999
C10orf64	0.4005
CD52	3.16075
VPS18	0.58
AP4S1	-0.031
NPBWR1	1.018
TPK1	1.667
UBA52	-0.2305
RIPK1	0.758833333333333
CPNE3	0.7081
HSPC159	-0.501625
C8orf38	0.96725
LRRC4B	-0.1305
PARP10	0.9942
ANKRD50	0.72175
CXCL9	7.23225
FGF18	1.888
EIF2A	0.31575
SLC20A2	0.791666666666667
KIAA1549	-1.16791666666667
SPINT1	1.5608
ZNF584	-0.5545
CRBN	0.716
ABCF3	-0.109333333333333
NCBP1	-0.869666666666667
PLA2G4F	-0.0045
PCDH10	-0.71775
TTC21A	0.1025
C20orf144	0.411
FGFR1OP2	-0.289333333333333
SLC9A1	0.0402
CHRND	0.125
FOXF1	-2.4525
KIAA1467	-0.4965
TPO	2.5325
LTF	2.37685714285714
DNAJB9	0.5755
MRPS27	-0.84925
bA16L21.2.1	-0.494
WBP2	0.227333333333333
MRGPRX3	-1.75
PRPF18	0.46325
C10orf58	0.446
SMOC1	-2.7025
ADAT3	0.045
TMEM138	-0.0645
TMEM131	-0.04425
TIMM8B	-0.51725
MYH7	-0.0765
ST6GAL2	0.492125
KIF1C	-0.10625
SUHW2	-0.6255
PAPSS1	0.271
CABP2	-0.315
HOXA4	-0.602
ELF2	0.103
SEMA3D	0.1336
MC5R	0.1685
OGFR	0.5925
FLJ30092	0.1475
TGFA	-0.7087
MMP17	0.872
KIF15	-1.71125
CHIA	0.10725
CATSPER3	0.28925
CEACAM7	1.57733333333333
PADI2	0.76525
HOXA9	1.227
LNX2	0.662333333333333
TMEM144	1.28775
HIF1AN	0.48525
METTL7A	0.2648
C6orf165	1.9425
KIAA1468	0.351
DSG3	-1.331
ZNF180	0.544166666666667
EIF4E3	1.11275
SLC46A1	0.1295
DKK1	-5.71183333333333
ZNF205	0.8485
LOC162073	0.979055555555556
COX7A1	5.196
MAGEA1	-6.10233333333333
NEDD8	-0.206083333333333
KLHDC5	0.279444444444444
C3orf19	0.224833333333333
MRPS2	-1.01725
POLR3H	-0.0882142857142857
ABHD11	-0.1925
TMEM17	0.116
PAIP2B	-0.5225
MAT1A	-3.9585
LGI3	-0.1155
THUMPD2	-0.67425
TKTL2	-0.05975
XAGE3	-1.11383333333333
CALM3	0.706083333333333
C6orf136	-0.513333333333333
KCNC4	0.463666666666667
RGS9	0.830166666666667
ACIN1	-0.546166666666667
SPATS1	-0.023
XKR8	-0.31475
FAM84A	0.726166666666667
MS4A7	5.57609090909091
AGXT2L2	0.26975
OR1F1	-0.095
SMAP1L	0.245
IPO11	1.053125
ZC3H11A	0.4935
C1orf151	0.449875
RNASEH2A	-0.7055
CCR10	-0.8815
TXNDC11	0.4035
TMEM112	0.4625
MAP1B	0.404
NVL	0.9955
PKM2	-1.25405
ARC	-1.0205
NUP54	-0.6085
PPFIBP2	2.007
STAT2	1.394375
PTAFR	2.89816666666667
ROBO2	0.532625
RNF40	0.269
CCDC135	-0.481333333333333
IFT81	-0.6705
MORF4	-0.0955
TM7SF3	-0.220625
OR10H3	-0.0685
ABP1	0.17375
CHRD	1.6185
PLEKHA8	0.108166666666667
NCALD	1.45216666666667
OR5AK2	0.10075
ACCN1	0.537
SLITRK1	-0.0185
ARMET	0.50875
C9orf52	0.9035
REEP4	-0.341
MTSS1	1.858
ADH1B	4.68016666666667
DLD	-0.5295
CDK5	-0.91825
PPFIA1	1.0586875
WFDC3	0.62175
DNAJB12	0.4885
RANGRF	-0.4985
MLANA	-4.00375
AMY2B	0.50325
KIAA0319	-0.052875
RPS7	-0.8485
JAK3	0.3798
ARFGEF1	1.5975
CXCL5	0.424166666666667
TRAPPC4	-0.70525
CETN2	0.57
HSPC111	-0.489
RHOBTB3	-0.9385
PHLPP	-0.124
RGS10	1.92
TMEM58	0.22225
CHERP	0.039625
HSP90AB3P	-0.180666666666667
FSTL3	-1.02533333333333
PEX11A	0.9635
OR5V1	0.364
FCN3	2.09125
PTPN3	0.1975
NPTX1	-5.174625
C21orf84	-1.187
C11orf51	-0.6235
ZBED2	2.6725
FLJ90757	0.15325
NPY2R	-0.124
PLD3	0.80175
SYT17	2.23716666666667
SGSM2	-0.91575
OR1A2	-0.0635
FOXP1	1.711625
SLC5A1	1.98575
POFUT1	-0.3442
EPHB6	-2.4505
MYO1G	-0.476125
STAC	-0.6112
KLHL17	-0.646333333333333
RGMA	0.4917
TJP2	-0.0473
FAM114A1	0.307333333333333
SERINC1	1.34816666666667
SLC9A8	-0.056
PEX19	0.85425
EDN2	-0.44275
PSMD7	-1.03711111111111
C3orf41	-2.54025
UQCR	-0.7035
PPP1R3C	0.9145
LRP4	-2.11216666666667
TM2D1	0.222
TTC17	0.37625
C4BPB	-3.393625
CCL25	0.361
ZNF253	0.177666666666667
CHRNA9	-3.06675
SOX11	-1.836
HIVEP3	0.4645
CGN	0.739666666666667
C3orf35	0.022
PKD2L1	1.88675
SYVN1	0.660625
PDE8B	-0.795375
LOC439951	1.11025
LTC4S	2.6925
MIF4GD	0.371833333333333
SMARCA2	1.492625
TUBGCP6	-0.457833333333333
CABLES1	-0.049125
C16orf77	1.86133333333333
ZNF791	0.66925
FUT5	2.285
ADH6	-1.60183333333333
P4HB	0.27675
CLDND2	-0.13825
ALKBH8	-0.37925
PLAC4	-1.35575
F11R	0.392357142857143
MGC35295	1.1475
PDZD4	-0.396333333333333
LOC389073	-0.06025
FAM80B	-0.390333333333333
PSMB1	-0.253875
TXN	-0.165166666666667
VIPR1	0.2107
WBSCR18	-0.3721
EXOSC6	-0.6535
ACTA2	3.65983333333333
SP5	-2.42333333333333
ANKRD1	-1.72275
DDR1	1.185
ATP6V1D	-0.3085
PTGS1	-0.797916666666667
RNF157	-0.6815
DCC	-0.5085
SPAG7	-0.2
FBXO18	0.469
UBE3C	-0.4957
HOXC6	0.7285
LRP2BP	-0.7795
MYST2	-0.418
PDSS2	-0.0795
ATE1	0.26875
ARAF	0.18625
KLF10	0.24975
PLA2G2E	-0.098
ASCL1	0.806
TSNAXIP1	0.255
FAM131B	-0.104375
IFNA10	0.439
NUP43	-0.85325
FAM44B	-0.19925
L1TD1	-4.04333333333333
NMD3	-0.864083333333333
C18orf54	-0.7989
PHOSPHO1	-0.4805
RAG2	-0.686
EMILIN3	-0.52
METTL3	-0.62
VPS13C	0.2385
REXO2	-0.50375
ANXA4	-0.1855
CA1	-1.1535
DCP1B	0.40575
TULP3	-0.699833333333333
ATP2A2	-0.113071428571429
ATIC	-0.76975
ADAM15	0.0314166666666667
NPL	2.43766666666667
LGR4	-0.71
UEVLD	0.7585
GAB1	0.956
SNAI2	-0.0751666666666667
ZGPAT	0.2409
SNF1LK	-0.0528750000000001
DLEU1	-1.74475
UBE2Q1	0.550375
ZMYM6	0.409
JPH3	-1.25533333333333
FAM38A	-0.309083333333333
PXK	0.417
DENND2D	2.6805
BAX	-0.9515
CP	-4.06281818181818
RPL37	-0.3688
G6PC3	-0.33375
NCOA4	0.0918333333333333
LRRC14	0.187
GORASP1	0.5075
FCHO2	1.5645
CYP24A1	-3.0259
FXYD3	2.035875
SMARCAL1	0.1395
ABCB8	-0.370666666666667
CCDC44	-0.29675
PRDM7	-2.62125
USH1C	-1.087
DNAH5	1.005
SRF	0.0934166666666666
MAL2	3.0065
PGPEP1	0.180916666666667
SIN3B	-0.2365
SEMA3C	0.1855
GRAMD3	0.57725
FBXO10	-0.14225
OR5D13	0.2635
FLJ31818	-0.142875
CACNA1I	0.619875
S100A13	-0.553
TP63	0.0329285714285714
ANXA11	0.4272
WDR66	0.281
CSF2RB	0.483
IFI44	1.8435
DACT1	1.5565
ANKRD23	-1.755625
ATP5G1	-1.42016666666667
C21orf70	-0.832
PPWD1	-0.3075
DNAJC13	0.17
PAH	-4.17683333333333
PTCH2	0.37475
TRMU	-1.43075
CCDC9	0.8115
USP3	0.0458
DCLRE1C	0.2615
FAM55C	0.996
FRMD4B	1.906
CYP2R1	-0.23725
RFPL1	-0.0581
XPO5	-0.7585
ARL6IP2	-0.8065
OSBPL5	1.11025
MMP9	4.49718181818182
KIAA0802	-0.4495
DHRS2	-4.625
SGEF	1.689625
TXNDC10	-0.4103
EXOC6	0.89625
RPS27	0.554166666666667
PNCK	-0.937333333333333
FSTL1	0.84825
AACS	0.14975
SLMAP	0.4805
SAMD4A	0.1606
ABRA	-0.08525
SMARCD3	1.51125
PKNOX2	-1.77716666666667
A4GNT	-0.175
C9orf39	-0.708833333333333
RALYL	-0.0385
MGC33556	-2.7395
C10orf25	-0.4535
BBOX1	1.2825
NHEDC1	-0.39
XDH	-0.59825
GCSH	-1.5305
EDN1	0.678
MTERF	-0.35075
CLK4	1.065375
ZNF799	1.5465
KCNG1	-2.047625
CXCR4	1.3695
PTPRR	-1.42875
IRAK1	-0.598625
LOC401397	-0.8545
TMSB10	1.24057142857143
CXCL3	-2.6702
TMC4	2.49175
OR7A10	0.016
STYK1	1.13675
CHRNA10	0.483
CCNI	0.59325
