Hybridization REF	TCGA-BH-A0B5-01A-11R-A12P-07
PAQR3	-1.02115384615385
ANKRD26	-0.186333333333333
HCRTR1	-0.1395
LOC399947	-1.21025
PSD2	0.08825
TIGD2	-0.261
SCRN1	-1.134875
COQ10A	-1.00175
DDI2	0.3
METTL7B	-0.717166666666667
UCN2	0.45725
FAM92A3	-0.99575
WDR16	3.547
ZNF511	-0.268666666666667
ZMYM5	0.02325
POLR3G	-2.85125
ZNF586	0.92575
C1orf49	0.301
TANK	0.591166666666667
RCAN1	0.167166666666667
PELI3	0.7585
LIMD2	-0.504
TMEM189	-0.858
NTN4	2.5965
LOC151300	0.263
CLEC2A	-0.7775
GPR135	-0.915375
DPYSL4	-2.5923
JAK2	-0.100833333333333
TSHZ1	1.25083333333333
TM9SF4	-0.492
ZNF264	0.674
SIRPG	1.196875
BICD1	-0.107
HERC6	1.83966666666667
METTL5	-0.3015
CASP1	1.0965
PRRT1	-0.4875
PLA2G4C	1.07116666666667
ICA1L	0.0327857142857143
TPTE2	-0.423333333333333
OTUD7A	-0.586166666666667
AQP11	-1.36075
APOA2	-3.8382
KALRN	-0.5463
SECTM1	1.09783333333333
IFNAR1	-0.01575
TALDO1	-0.50875
RAB11FIP4	0.298583333333333
EIF5A	-2.3415
FAM49A	1.53275
NEGR1	0.637666666666667
YTHDC2	-0.3305
EHD2	-0.2995
NCF1	1.7249
SCRT2	-0.8405
HOXA5	-0.643833333333333
NUP133	0.874
FGF12	-1.6738125
SLMO2	0.00724999999999999
SNTA1	0.328125
CACNG2	0.167375
GCM1	0.19075
ELF1	1.15033333333333
TLR5	1.95275
TCFL5	-0.92825
RBMY2FP	-0.842
LOC100125556	0.235625
FAM129B	-0.448
MAP3K7IP1	-0.2835
NCK2	0.314
OXA1L	-0.70475
FMO9P	1.7235
ZSCAN12	0.07875
PSMD12	-0.591583333333333
HSCB	-1.01375
CLDN10	-2.12375
MGC13053	-0.28675
HPCAL4	-0.277166666666667
ASZ1	-1.826
MEX3D	0.167333333333333
NFAT5	-1.4858
CSPG4LYP1	-0.169666666666667
FBXO3	0.8791
DVL1	-0.7725
CMKLR1	1.05883333333333
TYMS	-0.758375
PEF1	1.07525
ZNF750	-0.754833333333333
MCM5	-0.54
MEGF11	-0.158
KCNK7	-0.2845
PTP4A3	-0.3245
C1QTNF2	-0.597333333333333
OR6S1	0.058
FAM122B	-0.31075
ZNF551	-0.450875
HBQ1	-1.712
GEMIN6	-0.4125
ARSK	0.7935
RBP7	2.9565
CPNE9	0.12875
DSC1	0.9745
LOC730112	-0.1155
MAP2K4	0.99225
HS3ST5	-2.363
EPB41L3	-0.6205
TEKT2	3.3625
CDKN2B	0.436083333333333
ZNF480	-0.49275
MAP3K6	0.9922
MAP6	2.689
HN1	-0.3094
OR2L13	-0.0804999999999999
SLC16A11	0.26075
FAM96A	-0.0175
APOL1	0.57525
C5orf32	0.00475
RTP1	-0.129833333333333
RNF175	-0.502875
ZBTB41	1.255125
AHCTF1	-0.575
SAE2	-0.00819999999999999
ITGA2	1.17033333333333
MME	0.193833333333333
CCDC14	0.66725
MAST4	1.64135714285714
KRT33B	-0.443
KCTD2	0.301166666666667
WDR26	0.49975
MFI2	-0.20625
NR4A3	0.203625
ARSA	0.96025
UNKL	-0.434
SULT6B1	0.4775
CCNA2	-1.76283333333333
SOX15	-0.0665
PPAPDC1B	-0.273333333333333
C19orf44	0.5855
MCAT	-0.289416666666667
ARID1B	-0.1695
OR52N1	0.199
C12orf48	-0.4865
MAGI1	1.253375
NIPA2	-0.19025
GBX2	-1.31225
RSHL3	3.286625
RAVER1	-0.089
C15orf17	-0.02025
SLC30A2	1.009375
ZNF518	-0.657
PCYT1B	-0.98275
C10orf114	-1.856
EIF3H	0.197833333333333
SLC25A39	-0.968166666666667
KIF1B	-0.96
AMOTL2	0.95575
C6orf120	-0.000124999999999986
PSRC1	-1.19325
PLA2G10	2.156125
KIF5C	0.751
MRPL37	-0.9205
C17orf62	0.614666666666667
C9orf135	2.10066666666667
DUSP10	1.3483
CLCNKB	0.2465
PSMA5	-0.038125
C8orf53	-0.51975
AMPD3	0.983
PIAS1	-0.19025
ADCYAP1R1	-0.0245
GYLTL1B	-0.245
CDH20	-0.0831666666666667
FBXO7	-0.8635
TMEM134	0.588333333333333
FLJ14213	1.37216666666667
ZNF3	-0.14
LRRFIP1	0.799666666666667
CNOT2	0.800666666666667
ABI3	1.435
ALDH5A1	-1.38091666666667
HNT	2.0485
SERPINA4	-1.6625
TK2	0.0197500000000001
STMN1	-0.631666666666667
GUCA2A	0.197
GALNT10	0.994142857142857
DPP6	-0.78265
C9orf93	0.054
PRELID2	0.62675
STK39	0.95175
SFTPA1	-1.3155
CKS2	-1.498
RHO	0.17325
C20orf135	-0.29
XKR3	-1.5555
CR1	0.285
RPS6KA2	0.107142857142857
C20orf112	0.81225
MRPL22	0.397
C4orf23	0.469833333333333
GADD45B	2.48175
KLHDC1	1.23333333333333
C2orf48	-0.867
ZNF287	1.0605
DAAM2	-1.08875
DPPA2	-3.11016666666667
TCTN3	-0.0173333333333333
DNAJB11	0.42575
FPR1	3.1755
DEFB4	0.146
PTCD2	-0.2865
SMOC2	4.32966666666667
CABP7	0.587
SERPINB11	-0.3125
MAGEF1	0.0985
NDE1	0.663166666666667
ITGA10	-0.091
FSHB	-0.3675
ANXA2	0.745625
HORMAD2	-0.01375
HLCS	0.66875
MCF2L	2.3625
FH	0.229875
TBC1D24	0.3035
KIAA1505	3.20125
LGALS2	1.26925
CNBD1	-0.9445
SYNPO2L	-0.94375
PTPN23	-0.0719285714285714
C1orf183	-0.581666666666667
MAGEA8	-0.92575
DGCR8	-1.03875
GSR	0.15625
PAQR7	0.1335
ZNF676	-0.8075
CACNA1C	0.0574
SP7	0.1495
PDCD6	0.509
NRN1L	-1.103
BRI3BP	-0.755416666666667
KIAA1183	0.301
ASB4	0.539
CCL23	1.1954
OBSL1	-0.503875
SLC12A7	1.68625
KIAA0240	0.747875
CD1B	-1.93216666666667
FCGR2A	0.940625
MDC1	-0.93625
HTR1A	-0.470833333333333
OCEL1	0.16025
ATP11B	-1.4149375
FBXO34	0.202666666666667
PCDH12	2.92083333333333
RPE	-0.52025
C17orf74	-0.222
CSDC2	0.830666666666667
PET112L	-0.38725
TMBIM1	0.917
P2RXL1	-0.1825
TCHP	0.4835
TRMT1	-1.36683333333333
F2RL2	2.36775
LRRC32	3.20216666666667
IMPG2	0.486
BGLAP	-0.202
LOC493869	-0.166583333333333
MRAS	1.16225
SLC35F5	0.4745
CBWD1	0.5665
AXL	-0.326625
ATP2C2	1.131
TELO2	-0.292
PNPLA3	-4.0505
PCDHB14	0.81025
CD276	0.40725
KRT80	-0.88025
DUSP28	0.243
CSNK1E	-0.496916666666667
SRP14	1.2065
KCNQ4	0.0115
KRT72	0.566833333333333
CCDC117	-0.2205
C6orf89	0.204666666666667
TUBB2B	-2.85
RTN4IP1	-0.963
CR1L	-2.659
CEND1	0.440875
C12orf41	0.507
RNF31	-0.01225
UBN1	0.09
C17orf32	0.640375
SLC5A7	0.118
GPR92	1.1035
ESAM	1.782
CTNNA1	1.5195
HRBL	0.0578
CBX4	0.48775
TMEM182	-0.0105
SH3TC2	-1.194
IL10	0.649666666666667
PXMP4	-0.1805
RNF167	-0.5455
PAK7	1.88633333333333
ETV3	0.0595
ATPIF1	0.180833333333333
LOC554207	-1.5225
OR8H1	0.20675
WDFY3	0.81125
DPM1	-0.49125
GPSM1	-0.399
WDR92	0.0396
LRP1	0.4795
ANKH	-0.777
THUMPD3	-0.60975
POLR1B	-0.9655
OLFM4	2.218
RAD9B	1.01675
TSPY2	-2.4475
PAX6	-1.68
SCG2	-2.925
SLC17A6	0.2115
FMO3	1.383125
PADI4	-0.3515
TUBB4	-0.4146
NLK	-0.753
POU4F3	-0.167
SDF4	-0.57325
ITGBL1	2.15933333333333
NETO1	-1.919125
TAP2	-0.2875
ABBA-1	-0.493666666666667
GNAI1	-0.48525
VPS4B	1.412
NOPE	0.3472
GALNT6	2.31733333333333
SESN1	0.672875
GBE1	-1.53644444444444
CLASP1	-0.861
RASGEF1B	0.89625
ACOT11	0.0419285714285715
AFAP1	0.81025
OR2H2	0.1825
DPY19L2P1	-0.11825
DZIP1	-1.57925
SEC22C	-0.281583333333333
GPR161	-0.0465
RNF146	0.24775
WDR74	-1.212125
GALP	-0.748
PURA	0.85975
DNPEP	0.824166666666667
RP11-78J21.1	0.0265
ERBB2	2.05325
FANCM	-0.48625
NEO1	0.8415
DDX3Y	-4.26
RPS3A	0.379
MXRA7	0.044
LGALS3	-0.557166666666667
GLT8D1	0.5915
CFL2	-1.43233333333333
UPB1	0.19
NAP1L5	-0.183625
CLDN14	0.28825
DHX38	-0.53275
BTBD1	0.18175
TARS2	-0.409666666666667
ABCF1	-0.4046
FCF1	0.631
LRRC49	1.13575
GUCY1B2	-1.027
C1orf177	-0.024
SMARCA4	0.264785714285714
LRP8	-3.24933333333333
TAGLN3	-0.7825
MRPL14	-0.82575
TTRAP	-0.062
ZDHHC20	0.448
NFE2L3	-1.21025
KIAA1377	3.248
PALMD	0.8612
TMEM43	-0.2005
TTL	-1.43175
STAT5B	-0.8205
SSB	-0.19625
OR10H5	0.2685
SLC22A13	-0.41275
AKAP3	-0.849
TIMM23	0.814166666666667
OAS2	1.7635
KIAA0423	0.986
TRIM11	0.896333333333333
GLIS3	1.389375
TMEM50B	0.6615
ARHGEF4	-0.86025
DEGS1	0.963181818181818
TBL1XR1	0.457733333333333
G6PD	-2.24125
SP140	0.3025
MUC17	0.371
NUDC	0.3709
DNAJC5B	2.44183333333333
SCARA3	0.0703333333333333
CPA3	6.24933333333333
BCAT2	-0.595
MFN1	-0.2875
NRG3	0.146
SNX11	0.28325
PLEKHH1	-0.601
GPR177	-0.484833333333333
HCFC2	0.55825
TCAP	-0.864
MOCOS	-1.7315
C14orf93	-0.19675
PRDM10	0.195833333333333
SLC16A4	-0.0445833333333333
SRGAP1	-1.00183333333333
VIP	0.75775
DUSP27	0.0966666666666667
LILRA1	0.6562
MC2R	0.0875
MGC24103	-1.32275
MBTD1	-1.7195
FUT11	-0.467333333333333
USP33	0.5069
C15orf39	-1.21725
MAP3K12	0.214625
PAAF1	-0.844833333333333
BARHL1	-0.311
FLJ16165	-0.069
PIWIL2	-2.12775
SYNE1	0.156583333333333
CMTM4	-0.219375
TSPYL1	1.0051
GUF1	-0.509
TMEM157	2.5225
WDR44	0.45925
HIST1H3C	0.189
DKFZp666G057	3.684
RNPEP	0.7415
GAS2L2	1.90983333333333
ADH4	-4.173
GRPR	2.94866666666667
FBXL17	-0.505
ZBTB10	0.262916666666667
Gcom1	0.725722222222222
HTRA1	2.7874
ZNF585A	-0.116333333333333
SLC26A2	-0.153357142857143
OTOP3	0.448
WISP1	2.85233333333333
ATP2B4	-0.30075
FLJ10769	0.7755
CRAMP1L	0.3715
CHST12	-0.704
RAB22A	-0.04925
TARDBP	0.402357142857143
STAU1	0.097
CRB3	1.82216666666667
MIG7	-0.93275
CHMP1A	-0.404333333333333
ZNF160	0.324625
B3GALT6	-0.41775
BARX1	-1.89666666666667
C6orf167	-1.612
NXNL1	0.1645
DHX29	0.910625
HADHB	-0.018
PLXNB2	0.549625
ILDR1	-0.6745
SLC15A3	2.55775
GAS2	-4.05433333333333
C20orf69	-0.546
NUMB	0.181
TNIP1	0.11025
MESP1	1.97316666666667
PSKH1	-0.553
NSFL1C	0.05525
RHOG	-0.28875
HEY1	1.2855
KNG1	-1.95925
ITGAX	2.2819
LIN9	0.736166666666667
CANT1	0.388
XRN1	-0.0170714285714286
CCDC96	2.2542
HEATR6	-1.43083333333333
GNG7	0.658583333333333
RUNX2	0.9008125
SOX1	-0.083
FCRL5	0.7582
ZNF99	0.347
FAM9A	-0.418
SNX22	0.073
MBNL3	-1.64766666666667
ODC1	-1.7832
ADORA2B	-2.66433333333333
NR2F6	1.075
ZFYVE16	0.269444444444444
SYNJ2BP	-0.2162
POLE	-0.352875
E2F2	-0.969875
THRA	0.482666666666667
PTGES2	-1.18083333333333
HIP1R	0.549166666666667
TMUB1	-0.96
ENO3	-2.09125
RSPH10B	-0.519
CXorf39	1.14275
IRGC	0.02675
GPR109B	-0.27825
FLJ13305	-1.015
LCE3A	-0.5055
TNFRSF18	-0.513666666666667
DET1	0.366
TRPM3	0.0478333333333333
C16orf79	-0.2265
FECH	0.0761666666666667
RAP2A	-0.251833333333333
CRIP1	2.33066666666667
AZIN1	0.357875
SLC7A7	3.3995
IL10RA	1.0225
TMEM64	-0.1285
CDC42EP4	0.4351
C16orf58	-0.2247
ARG2	-3.0885
POU5F1P4	-4.75425
FAM62B	0.090625
DNAH8	-1.795
ASH2L	-0.230125
TSLP	-2.26316666666667
CNTNAP5	0.3045
TMEM16C	-0.0555
IFNA14	-0.304
SLC1A3	0.7665
CABYR	0.21425
BCL7B	0.3753
NUDT13	-0.936833333333333
C13orf28	0.7875
C1orf53	-1.505
ARL6IP4	0.7122
RPL35A	-0.14825
EMR3	0.25575
RAB40C	0.612
SLC41A1	0.224666666666667
LRCH1	0.4805
LY6G5B	-0.3585
FAM124A	-0.277571428571429
MGC10981	-3.59816666666667
CLIP3	-0.1561
MAP4K2	-0.0878333333333333
CHIC1	0.14375
SULF1	3.46216666666667
C20orf30	0.168857142857143
PRDM5	-0.941125
ELOVL1	0.27325
C11orf48	-1.190625
SLC39A10	-0.12675
KCNV1	-0.38625
ACP1	-0.698833333333333
ZMYM2	0.402625
B3GNT6	0.165666666666667
C9orf69	-0.052
C2orf15	1.81375
C20orf166	-0.048
HSP90AA6P	-1.292
EDG7	-0.293
NEURL	1.065125
LPL	2.0255
CLEC2D	0.983928571428571
GRRP1	1.12816666666667
CD8B	-2.8486
HIST1H3D	-0.4995
SLC6A12	0.118875
FAM27L	0.112
CD84	1.7391
RASA1	1.266
PHKG1	0.1955
MAGEA11	-0.5935
IMPA1	-1.094
NPM3	-1.5585
RARRES1	2.61325
SH3BP1	0.06275
B3GNTL1	-0.121
ARPC5L	-0.266666666666667
KLHL26	0.82525
SIM2	-0.7465
GJC1	0.048
C20orf194	-0.000249999999999998
EXO1	-1.94175
SLC2A2	-1.58583333333333
LOC285074	-0.76025
LRG1	2.14975
KIRREL	-0.433
PIK3R1	2.12442857142857
C4orf34	1.609
MAF	-1.08566666666667
ADCY4	3.01866666666667
ZMIZ2	0.5166
SLC46A3	0.912666666666667
STAMBP	-0.205166666666667
CCDC16	1.12825
MS4A12	0.1855
TCF20	0.61425
LRRC46	2.23375
C20orf152	0.35125
MRPS6	-0.174125
ABCB11	0.3935
KCNC2	0.405666666666667
CDH19	-2.9172
C9orf123	-0.183833333333333
SSH3	1.1905
LDLRAD1	0.2475
CCBE1	-0.98575
ZNF135	1.552
TAAR1	0.6915
WFDC12	0.273
CCDC42	0.00933333333333334
FLJ12529	-0.76125
PER1	0.622
TIMM50	-0.571666666666667
SMARCAD1	0.0438333333333333
FAM26C	0.436
TP53TG3	-2.0145
SH3RF1	2.2492
LMCD1	3.42425
GPR63	0.086
FLJ21986	-1.892375
AIFM3	-0.4015
MICAL1	0.147666666666667
BLZF1	0.938333333333333
IQCA	3.6835
PCDHGC3	-0.433
SAC	-0.246
BCL6B	2.16966666666667
DDO	0.998
MARCO	3.71225
DCHS1	0.957166666666667
C1orf170	-0.0956666666666667
CD200R1	0.898333333333333
C22orf15	0.7425
SEPT11	0.438833333333333
ADNP	0.08875
UST	-0.135
C13orf34	-0.4045
RFFL	0.130857142857143
APBA3	-0.475
C2orf60	0.340875
CUTL1	-0.4869
PMS1	-0.36575
ZNF689	0.0075
EIF3E	-0.258333333333333
IL9	-0.3086
RPL31	-0.316
LY9	0.3315
ATP2B3	0.03525
KDELR2	0.051625
TFCP2	0.8115
NLRP12	0.48925
FLJ45422	-0.6995
TLE4	-0.9129
ZNF570	-0.3515
FLJ43806	0.176
TLK2	-0.934375
CIR	1.32775
MARS2	-0.6005
COL24A1	0.21
SDF2L1	-1.233
HIBADH	-0.130333333333333
IGFBP3	-1.88192857142857
C12orf23	1.08675
PSPC1	0.6445
C20orf43	0.1985
TRAV20	0.097
ARHGAP24	0.892125
KIAA1975	-0.592125
C1QA	3.2818
DNTT	-5.21166666666667
C10orf6	-0.28625
C11orf41	0.176
HNRPF	1.059
COL11A1	4.85016666666667
UBAP2	-1.33466666666667
CDKN2AIPNL	-0.6365
C20orf174	3.37325
SPRED2	0.38075
PLA2G12A	-0.619333333333333
ICEBERG	-1.72133333333333
SCN10A	-0.165
C11orf65	-0.40675
GBP5	4.6525
PITPNC1	-0.624666666666667
POU3F3	-0.624
NCOA7	0.101625
LIN7C	0.1116
LOC348840	-1.3245
NKX2-2	-2.925
ANKRD13D	-0.094125
LOC123688	-0.1635
FUT2	1.802
TAAR8	0.35
FZD4	-0.412
PNMA3	-0.686833333333333
OR4L1	0.4375
WIT1	-2.6925
EXOC3L	0.09475
ATPBD4	0.0144
KRBA1	-0.73775
UBXD6	0.343
HOXB7	-0.111785714285714
C7orf23	-0.419
UNQ338	-1.037
STAB2	0.62325
CDC20B	4.3215
IRF9	2.27775
CENTG1	0.485416666666667
TNPO2	-0.717
MCPH1	0.077875
BMS1P5	-0.4395
SLC26A7	-0.10475
HIST1H3J	0.93575
C9orf3	0.9625
LBH	0.79025
MYO1D	0.5495
PTDSS2	-0.5205
NFU1	0.46425
DEPDC4	-0.42775
WNT7B	-0.1399
GLP2R	0.140833333333333
SETD4	0.13
DYNLT3	-0.1397
FKBP11	-1.96466666666667
SESTD1	0.196
FLII	0.22975
RPS16	-0.2006
CHPF	-0.493166666666667
CSNK2A1	0.134166666666667
SUMO1P1	0.6635
FKBP6	-0.335
ZNF214	1.3665
TWIST1	0.5405
DDX56	-0.563666666666667
TRAM1L1	1.825
EPO	-2.59066666666667
MRPS18B	-0.64275
ZNF682	0.259666666666667
RPL14	0.438
MAFF	-0.48675
LOC51136	-0.858875
LY96	0.30775
DDX20	-0.2725
ABTB1	0.706333333333333
ARL5A	-0.0995
CCT6A	-0.7635
HEPACAM	-0.519333333333333
EHHADH	-0.647
RBAK	-0.879333333333333
CGB1	0.48375
ITGB5	0.9959
YIPF3	-0.9795
FKBP2	-0.8725
NR1D1	0.051
TMEM110	-0.051
NEK2	0.796
PRAMEF8	-2.59525
C20orf52	-1.3855
PCDHGA3	-1.3165
VWA3B	0.61325
NDUFA5	0.327
THAP9	-0.633
FLVCR2	0.000499999999999994
AP1S1	-1.19175
SMAD6	0.18475
SAV1	0.0103750000000001
SAT1	1.694125
ZNF251	1.17125
ADAMTS7	-0.1468
RPP38	0.2035
C1orf211	-1.6595
YPEL2	1.55905
RBMS1	0.45275
ZNF445	-0.402833333333333
NRXN2	0.365833333333333
PGBD4	-1.26525
UGT2B28	-1.655
WBSCR16	-0.2894
NLRC3	0.367875
ASTL	0.143
ST6GALNAC1	-2.8075
ZADH2	0.303375
MLLT4	0.0539166666666666
ARL6	1.00533333333333
MEF2C	0.2525
CBFA2T3	-0.174
AFF3	0.358642857142857
COG7	0.3735
MYB	-0.021
PLXNA3	-0.1055
XRCC2	-0.620833333333333
MMS19	-0.184375
ST8SIA5	-0.889
CHPT1	-0.0863333333333333
KIAA1712	-0.04075
OR6X1	0.2635
ACTR3	0.001125
UGCG	0.292666666666667
OR4P4	0.719
ZAP70	-2.4475
LPP	0.7655
ZNF485	-0.318
PTPRCAP	-0.12475
IL12RB1	0.425
ATRX	0.6735
CHST8	-1.3595
C14orf109	-0.01175
ARV1	1.2075
NMB	-1.39971428571429
COX5A	-1.42766666666667
EIF6	-0.77475
MPPED2	0.856
SEMG1	-2.847
CHRDL1	-0.0935
TRAF3IP2	0.878
WNK2	0.196125
LILRA4	1.964
LAMA2	4.6915
PXT1	0.131
RLBP1	-2.7855
CD300C	0.82075
SLTM	0.31425
FLJ10404	0.0244375
APOBEC3D	-0.256666666666667
RENBP	0.159166666666667
ATXN7L1	0.362625
NID1	0.58875
TUBGCP3	-0.297375
ITIH5	1.55605555555556
CCDC110	1.09775
C8A	-1.78375
MGC87042	-0.4865
HOXC13	1.62025
TFDP2	-0.79125
HCP5	1.117125
POLI	1.47175
UCN	-1.08733333333333
ZNF764	0.5065
C8orf45	-1.07875
FHL3	-1.0065
SPATA5L1	-0.6425
MMRN2	2.34383333333333
NDST1	0.4475
COL20A1	-0.101
ZNF248	-0.3285
PELP1	-0.750333333333333
MBL2	-1.77483333333333
RNF41	0.2565
C5orf24	-0.43625
THOC5	-0.7845
SERINC3	0.51775
RP11-151A6.2	0.65025
CDCP2	0.10025
HIST1H2AA	0.313
C11orf75	0.243333333333333
FKBP7	0.406
DDOST	-0.095
GPNMB	1.964
TTF2	-1.53866666666667
KCNT1	0.00816666666666666
SLC39A14	-1.17
NGRN	0.4801
GPR137B	2.0795
MECP2	-0.32125
PSMA1	-0.35925
C16orf73	-3.61675
TMEM60	0.0325
CSN3	-1.8325
NOS1	0.413166666666667
RAB7L1	0.570333333333333
YBX2	0.4995
KIAA1166	0.09875
FUBP3	-0.2335
ABCG1	1.925
ACACA	-0.81325
ARL11	0.2077
ATOH1	0.2115
ODF1	0.2465
CREB3L3	-1.3835
TMEM127	1.04321428571429
DSCAML1	0.70075
PLN	2.2015
LYPLA1	-1.01691666666667
PRDM9	-1.26975
SASP	0.5715
PLUNC	0.126166666666667
INTU	0.658
HISPPD1	0.65775
LNPEP	-0.0335
YARS2	-0.207166666666667
APCDD1L	-2.212
ZCCHC4	-0.2673
FBXO22	-0.802166666666667
TTLL13	-0.13
ZNF669	-0.688833333333333
PTGDR	1.6445
DDX27	0.1635
KIAA0409	-0.322166666666667
GJB6	0.30075
ASB8	1.23275
PLP2	-0.255333333333333
MEPE	-0.238
OR10J5	0.1435
KRT222P	1.56975
COQ7	0.541166666666667
C1orf101	1.47475
RERG	3.3121
CHMP5	0.810875
THAP11	-0.0835
ZNF43	-0.158
ZRANB3	-0.4395
KRT13	0.392875
MRPL19	-0.720375
RBBP9	-0.316625
SPATA17	2.17475
BXDC5	0.287166666666667
PAFAH1B1	-0.337666666666667
MAGEE1	-0.03025
OSTF1	0.05825
KIAA0323	-0.327166666666667
TXNDC13	-0.721833333333333
CNTN4	1.69475
LCE1B	1.806
UNQ501	0.8555
ZNF154	0.702
C3orf64	-0.22075
SYT5	0.3149
PON1	0.5095
FLJ10357	0.048625
ATP4A	-0.541
GNPDA1	-0.0161666666666667
MGAT1	1.00216666666667
C14orf121	-0.27775
SLC35B2	-0.1025
MIER3	0.0926666666666667
CHEK1	-2.039625
ZNF8	-0.324333333333333
TXNDC1	-0.245333333333333
CKB	-1.5018
RTN3	-0.175214285714286
FZD2	-0.450666666666667
PART1	-0.520625
PSMB6	-0.7675
PCDHB8	-1.129
PHC3	0.3968
PPP1R8	-0.239
NOVA2	1.02583333333333
TNFRSF11B	-1.903625
GOLPH3	1.35733333333333
UBLCP1	-0.14225
SUHW3	-1.0965
TTLL1	0.69825
OPN4	0.028
OR13G1	0.169
ZPBP2	0.5435
HSD17B11	-0.039875
C9orf50	-0.1125
DHDDS	-0.00857142857142856
CTSW	0.7194
NEFM	-1.28616666666667
MRPL28	-0.4255
SYN1	0.338333333333333
PIGV	-0.640666666666667
ZIM2	-0.64575
APBB1	0.347666666666667
SND1	-1.01725
C1orf123	0.0286666666666667
CHD3	0.03525
BHLHB8	0.06275
RNASE2	0.31
BCAP31	0.276375
SLC25A44	0.485166666666667
CHD6	-1.176
PIB5PA	1.84915384615385
SELS	0.285875
LOC541471	0.208625
FAT2	0.3425
ZNF81	-0.3765
OR4C16	0.401
FLJ10081	0.8263
LRRC4	-0.79475
CS	-0.0511666666666667
N4BP2	-1.108875
IGFBP7	1.98225
ZNF318	0.208583333333333
NDNL2	0.4515
ZNF609	0.402375
SIRT4	-0.34125
EXOSC10	-0.1185
ECE2	-0.0190833333333333
OVGP1	1.38125
GTPBP3	-0.5485
PACS2	0.8294
C19orf36	-0.057
ARL4C	-0.6905
ATG4B	-0.263875
UBQLNL	-0.45525
RHOXF2B	-4.0335
PLEKHG2	-1.1555
GALR1	0.0555
AQP4	0.874666666666667
HDAC7A	0.674
DCUN1D3	0.1555
OR8A1	-0.1805
CCRN4L	-0.321625
CBR4	-0.2205
KIFC1	-1.5365
SLC7A14	-0.8245
LHX5	2.219
TRPC7	-0.3285
LPXN	-0.517
SERPINA1	-2.185875
RPS13	-0.5445
BPIL3	-0.3125
PRKAA1	-1.76875
FADS2	-1.8416
ENAH	1.2900625
PRO1768	-1.288
APBA2BP	-0.22725
LIPH	2.1055
C3orf33	-0.82775
RCC2	0.144357142857143
ALDH1A2	-2.851
RNF103	2.12725
AHCY	-0.825125
ALG12	0.274
CCL17	1.8985
ZNF543	1.04166666666667
ESRRG	2.7811
CNGA1	0.13125
RDH5	-0.496833333333333
OTX1	-1.0469
PTGFR	-1.24216666666667
CDR2	0.248
SELE	3.7905
NLGN2	-0.248666666666667
EXOSC9	-0.344
ZNF566	0.022
KLRC2	-3.806
GPR12	0.481
KIAA0196	0.15775
PDRG1	-0.0045
SSR3	-0.722571428571429
MSI1	0.063
CST9	0.978
CC2D1A	0.044125
PLAGL1	-0.423888888888889
ZNF778	-0.272
RNF2	1.015875
KLF6	1.99083333333333
THBD	2.19283333333333
tcag7.1314	1.082
NR5A1	-0.198
ABCD2	-0.393
DNAJC7	-1.52075
CLEC4C	0.2365
TM2D3	0.608875
CCDC4	-0.4835
PLAC2	-0.43575
DCD	0.9005
FAAH	1.6205
POLA1	-0.968166666666667
TM7SF2	-1.177125
FLJ39822	-0.9135
FLOT2	-0.20725
MAP4K1	-0.283333333333333
SRP68	-0.03525
C21orf74	-0.054
ARPC5	0.49125
LOC126075	2.05875
HECW2	0.013125
ZDHHC4	-0.97225
ANKRD42	1.3767
PDE9A	0.354833333333333
ABCA8	1.473
NDUFS2	0.81775
UBR5	-0.3025
BTBD16	-1.86325
LOC554174	-0.7445
ZNF20	1.2945
KIAA1843	-0.0675
WDR17	-0.244875
C15orf33	0.213
RNF113A	-0.11125
CAMKK1	-0.4072
CLCN2	-0.3745
ANXA6	0.3875
LOC340069	0.5135
EMID1	0.75725
DPM3	-0.533166666666667
ELA1	0.2145
SLC25A13	-1.2378
KRT24	0.15525
SMPD1	-0.091
TH	-0.211875
COL6A2	1.1595
ANKS1B	2.959
GPR126	-2.939
ZC3H12A	1.1825
TMEM47	0.585833333333333
C2orf51	-0.0245
C1orf88	2.83866666666667
HSF2BP	-0.2445
AKAP10	-0.6605
RPAP3	0.5035
KLHDC8B	0.873375
STOM	0.8065
MUPCDH	-0.1395
C10orf72	0.940875
PLEKHA3	0.546416666666667
TCP11L1	-0.89025
CWF19L1	0.76425
SPEF1	2.47730769230769
YSK4	3.6685
ELN	2.7703
SAMD8	0.285333333333333
MPI	-1.39266666666667
MEPCE	0.1435
ABCC3	-0.246375
NANOGP1	-2.23
KCNK17	0.23725
HLA-DMB	4.11966666666667
RRAGA	0.667
ANGEL1	-0.913
RBM32B	0.2165
CPN1	-2.45325
MGC52282	-0.6574
HLA-A	1.91083333333333
OR9G4	0.195
EDNRB	-1.179625
SCD	-1.58421428571429
C14orf80	-0.528166666666667
BAGE2	-0.2655
RABL4	0.871666666666667
RCVRN	0.5365
SHANK1	0.15
NLRP7	-3.21625
CD226	1.461
STAT3	0.7990625
SYNJ2	-2.0059
TPCN2	0.2155
WDR36	-0.696
MBD4	0.3775
ROBO1	-0.9128
ST3GAL6	-2.378
SLAMF8	2.88366666666667
ATN1	0.341166666666667
GPR141	0.392
KRT36	0.462
TPH1	0.8185
DDX52	-0.41025
ZSCAN29	0.374666666666667
TRPT1	-0.607333333333333
DPEP3	-0.2185
DENND4A	-1.016375
