Hybridization REF	TCGA-AR-A1AO-01A-11R-A12P-07
NRG2	0.378
IL15	2.12716666666667
GABARAPL1	0.711666666666667
LAT2	1.2697
SLCO1A2	-1.28916666666667
LIG4	-0.370166666666667
GSDMDC1	1.456625
BMP4	-0.670125
METT10D	-0.673625
SYCE1	2.899
SPANXD	-5.45975
SLC12A9	0.534
MC1R	-1.206
RNF168	0.18425
TRIM69	1.3425
GALNT7	0.204833333333333
ISG20L2	-0.807
KIAA2026	0.071
TNFAIP8L1	-0.5355
DPY19L2	-0.54875
C12orf63	-2.613
PRDX5	0.267125
MED6	-0.622625
TXNDC5	-0.012625
CD46	-0.234166666666667
CCK	0.293
C17orf48	0.31475
ANUBL1	1.1815
SIT1	1.19683333333333
TYSND1	-0.435333333333333
DEF6	0.349666666666667
GLT8D4	1.0375
UTP14A	-0.323375
RPH3AL	0.4855
NXF1	0.01
TRERF1	-0.651833333333333
TUBB3	0.3996875
SLC24A2	0.757
SEC22B	1.61141666666667
ZNF653	-0.01225
GGTL3	-2.19083333333333
CDKL2	0.48125
CTF8	-0.341666666666667
EPC1	0.488833333333333
CYP4A11	-0.0731666666666667
THRSP	4.72866666666667
LELP1	0.1826
TES	0.898125
C17orf87	2.855
FERD3L	0.32175
SH3TC1	0.945
RAB36	-0.0985
CRYGB	-2.1485
GRIA3	3.3
BHLHB9	0.7585
C1QTNF9	1.953
GOPC	0.482125
PNPLA8	0.3475
ZNF444	-0.45225
FMO1	5.473
POLR3C	-0.42475
SLC35F3	1.7715
SGCG	-2.691
DCDC2	-3.10016666666667
NANP	-0.47325
MGC23270	-0.786
BEX4	1.28616666666667
HYDIN	-0.447125
RPS6KB2	-1.37475
ADRM1	-0.693166666666667
BAT3	-0.58
RAB31	1.3545625
SCGB2A1	5.538875
SLC6A14	-1.328375
DDX4	-0.418333333333333
PRRC1	0.179666666666667
AP3B2	0.192833333333333
TRGV7	0.886666666666667
TMEM184B	0.686
ADPRHL1	0.5405
C21orf45	-0.250625
ARNTL	1.06
AADAT	-0.8
CCL2	3.46416666666667
SNTB2	0.264833333333333
RGS9BP	-0.08325
KPNA1	0.24925
TMEM41B	-0.707166666666667
S100A11	1.58183333333333
DOT1L	-0.676
EFHC2	0.238375
CLTC	-0.659833333333333
SRP9	1.07028571428571
ZNF521	1.221
FAM26F	1.36825
GPR88	0.7822
COL13A1	-0.175666666666667
CHMP4B	-0.1078
SIGLEC6	0.653166666666667
NFAM1	0.9205
PVRL2	0.3725
ALKBH4	-0.24475
CCDC93	-0.2245
NXT1	0.21375
KCNK4	0.1125
TROAP	-2.4565
KCNA10	-0.179
CCDC114	0.115
RAN	-0.331583333333333
LMTK2	-0.3505
LOC400657	0.1045
UFC1	0.9365
UBE1DC1	-1.1495
EEF1A1	-0.126111111111111
CHAC1	-0.4435
HMGA2	-5.2299
B3GALTL	-0.65825
ING2	0.14925
C1orf109	-0.56275
INTS3	0.312375
ZNF558	0.00425
TRPM4	0.740166666666667
LTB4R	-0.6195
ISYNA1	-1.209
LSM7	-0.0645
LRRC47	-0.4481875
ZNF179	-1.74666666666667
EXDL1	-0.505
SLC4A10	-1.30528571428571
ACSS2	-0.402
COPS7B	-0.9865
KIAA0040	1.14833333333333
C1orf95	-0.072
AP1GBP1	0.45875
OR9A2	0.0195
FAM71C	0.4328
RIN1	-0.931333333333333
ITGA4	-1.377875
DNAJC6	-1.64433333333333
CLOCK	0.1155
SLC35A4	0.467166666666667
DSG4	-1.03733333333333
LOC26010	0.12925
NSUN2	-0.27775
TMEM86B	-1.1286
C14orf135	-0.49625
KIFC3	-0.429333333333333
PHF5A	0.0425
NCAPH	-2.256
STK11IP	-0.177
FLJ42953	0.636375
CCDC19	0.0595
ZNF329	-0.454875
TAX1BP1	0.364666666666667
ZDHHC18	0.251333333333333
C10orf88	0.0275
TMBIM4	1.1319
NMUR1	0.94
KIR2DS4	0.31775
C9orf90	0.2625
MGC87631	0.1215
KDR	3.758
ST3GAL2	-0.465875
RLN2	-0.344166666666667
HPD	-3.9525
MOXD1	-0.961833333333333
PDGFRL	2.7245
SMYD4	-1.47307142857143
FAM103A1	0.4295
MFAP4	1.0535
LOC285141	-0.33275
TMEM45B	-0.762875
SMCR7L	-0.261928571428571
GZMH	5.349
CBLN1	-1.92233333333333
CNNM1	-0.947666666666667
PHF17	-0.858666666666667
NUP98	0.0466666666666667
RMI1	-0.4835
PTPRS	-0.33875
ANKRD57	0.456875
CLDN15	-0.0916666666666667
OR51A2	0.5135
GUCA2B	0.9415
DOCK9	0.89225
ITGB1BP1	0.0628333333333333
DLG2	0.7005
BRAP	-0.13125
SESN3	1.3895
ZC3H7B	0.448
FAM101A	1.86083333333333
FKSG24	-0.217
ZYG11B	-0.85525
RFC2	-0.5135
SH2D3A	0.458333333333333
DVL3	0.40225
ADFP	0.623333333333333
KRIT1	-0.617875
SERTAD3	1.403
LEFTY2	-3.2305
KRT27	0.634
SCFD2	-0.0935
MN1	-1.08225
RORA	0.69475
PTPRD	-0.287
PIAS2	-0.3135
CYP4X1	4.77933333333333
FBXL15	0.187
MYH15	-0.306
CRX	0.2402
TBC1D13	0.6775
SLC22A17	0.8055
PLK2	1.237
ARHGAP9	2.7635
EIF1B	-0.033
C20orf185	0.32025
DEFA7P	0.335
PRIM1	-2.44033333333333
CRYAA	-0.857
BACE1	0.681
AGTRL1	2.09383333333333
ACAD9	0.0545
GRASP	1.5115
RBP4	-2.381
TFB2M	0.009
METTL9	-1.1822
ATP5O	-0.21925
SP100	0.9727
CPSF1	-0.601833333333333
S100A4	1.21775
LIME1	-0.59875
GPR137C	-0.914
OR2A2	0.437
C2orf29	-0.769
NUP188	-0.7695
SDPR	0.4665
RAI1	-0.784625
RPS20	0.5378
LAMB1	-0.3415
ADM2	0.320166666666667
ZNF229	0.45025
DKFZp434K1815	-1.621625
EPN3	0.556333333333333
CLIC3	1.54925
MEIG1	0.12975
HMGB4	0.45
STARD10	0.7035
KLF8	2.61925
EPB41L2	0.144333333333333
JMJD6	-0.082875
CTSL1	2.236
GPR27	-0.1975
ELAVL4	0.761125
MMP21	-0.5515
PPM1B	0.2295
SUV39H1	-1.13925
AAMP	0.12525
TUSC4	-0.059
MBD6	-0.5315
KLK13	-0.435
FMNL3	0.907
TRIM13	0.560666666666667
C15orf5	-0.24675
IQCF1	-0.541625
CACNG8	-0.155
SLC35D3	0.3875
ZDHHC9	-0.139
ODF3L1	-0.0373333333333333
C9orf86	-0.5751
TSEN2	-0.77175
C17orf64	1.418
SEPX1	1.1575
TSPO	1.598
SYMPK	-0.554
ADORA1	0.99075
TSPAN10	1.466
SEMA6C	0.509833333333333
RTTN	-1.5647
IL2	0.386666666666667
ARRDC3	0.799333333333333
TBPL1	-0.2735
STX12	1.1195
MRPL39	-0.42975
OR8H3	1.9615
IFIT5	2.17816666666667
CASC5	-3.383
FAM46A	0.626666666666667
HPCAL1	-0.4165
CYLC1	-0.109
VGLL2	0.406375
C20orf191	-0.1055
CDH1	2.04808333333333
ITPA	0.23425
CCDC101	-0.434
D15Wsu75e	0.502
EDA	-1.2485
CREG1	1.1975
OR7G2	1.093
SAP18	0.947333333333333
IFIT1	3.0185
CALML3	3.00566666666667
FLJ37440	2.015
FNDC5	0.21925
SERPINB6	0.554142857142857
JUNB	2.2431
SYS1	0.7775
SCN2A	0.8334
ZKSCAN5	-0.6003
WNT7A	0.410833333333333
TSHZ3	3.45375
RNF148	0.856
H6PD	0.0755
CAD	-1.04716666666667
ZNF449	0.183
DOCK10	-0.08
FAIM2	1.01033333333333
HEXDC	0.3535
PRB1	0.67825
C14orf148	-0.0245
ETHE1	0.74
IRF5	2.2269
GNMT	0.5005
MGC16291	-0.652875
RPAIN	-0.551
CAGE1	3.161
CNTNAP3	-1.49125
ACTR1B	-0.72175
EEF1E1	-1.172
MSX1	-0.39375
ESF1	-0.2623
HSPC171	0.7895
MRPL2	-0.722666666666667
RDH12	0.7585
CELP	0.3085
METRNL	0.8895
C10orf116	3.13583333333333
C19orf48	-1.442
ZNF346	-0.67075
NCR1	0.072
C10orf64	2.5945
CD52	4.66625
VPS18	3.271
AP4S1	0.1386
NPBWR1	2.058
TPK1	2.39075
UBA52	-0.128944444444444
RIPK1	0.660333333333333
CPNE3	0.2477
HSPC159	0.7855
C8orf38	0.3075
LRRC4B	-2.457
PARP10	1.2544
ANKRD50	0.267375
CXCL9	6.81525
FGF18	0.267636363636364
EIF2A	0.138875
SLC20A2	0.1255
KIAA1549	-1.533
SPINT1	1.6617
ZNF584	-0.238
CRBN	0.315333333333333
ABCF3	0.203833333333333
NCBP1	-0.404666666666667
PLA2G4F	0.0396666666666667
PCDH10	-1.6065
TTC21A	-0.0545
C20orf144	1.011
FGFR1OP2	-0.0426666666666667
SLC9A1	0.0911
CHRND	-0.85
FOXF1	-1.6955
KIAA1467	0.032
TPO	2.65033333333333
LTF	4.98285714285714
DNAJB9	0.951
MRPS27	-0.84325
bA16L21.2.1	0.17925
WBP2	0.634
MRGPRX3	-0.757333333333333
PRPF18	1.05425
C10orf58	0.33675
SMOC1	-2.4627
ADAT3	0.712833333333333
TMEM138	1.15925
TMEM131	-1.166875
TIMM8B	0.993
MYH7	-0.629
ST6GAL2	0.3355
KIF1C	0.0305
SUHW2	-2.3995
PAPSS1	0.94875
CABP2	0.084
HOXA4	0.496
ELF2	0.24875
SEMA3D	2.1527
MC5R	0.23
OGFR	0.6125
FLJ30092	-1.17683333333333
TGFA	0.9922
MMP17	0.41975
KIF15	-1.7405
CHIA	0.382
CATSPER3	-0.27
CEACAM7	1.09233333333333
PADI2	3.1085
HOXA9	1.37916666666667
LNX2	1.115
TMEM144	1.7735
HIF1AN	0.47475
METTL7A	-0.0961
C6orf165	1.375
KIAA1468	0.278625
DSG3	2.711
ZNF180	-0.062
EIF4E3	1.5245
SLC46A1	-0.11
DKK1	-2.70083333333333
ZNF205	1.336
LOC162073	0.482055555555556
COX7A1	4.79775
MAGEA1	-0.291666666666667
NEDD8	0.032
KLHDC5	-0.243166666666667
C3orf19	0.682666666666667
MRPS2	-0.85075
POLR3H	0.837071428571429
ABHD11	0.674
TMEM17	1.343
PAIP2B	0.07
MAT1A	-4.07975
LGI3	0.18525
THUMPD2	-0.33775
TKTL2	0.81
XAGE3	-1.34766666666667
CALM3	1.63058333333333
C6orf136	-0.766666666666667
KCNC4	0.838
RGS9	1.2575
ACIN1	-1.4995
SPATS1	1.665
XKR8	-0.04725
FAM84A	3.21041666666667
MS4A7	5.90454545454546
AGXT2L2	0.28775
OR1F1	-0.828
SMAP1L	0.3375
IPO11	0.647
ZC3H11A	-0.44125
C1orf151	0.51025
RNASEH2A	-1.29025
CCR10	-0.238
TXNDC11	0.898916666666667
TMEM112	0.722375
MAP1B	-0.755285714285714
NVL	-0.32175
PKM2	-0.51535
ARC	-0.355
NUP54	-0.358
PPFIBP2	1.36033333333333
STAT2	1.526875
PTAFR	3.87516666666667
ROBO2	-1.753125
RNF40	-0.224333333333333
CCDC135	-1.05033333333333
IFT81	-1.0261
MORF4	0.422
TM7SF3	-0.5625
OR10H3	1.118
ABP1	-0.196875
CHRD	0.026
PLEKHA8	-0.284166666666667
NCALD	3.16783333333333
OR5AK2	-0.479333333333333
ACCN1	0.201
SLITRK1	-0.1065
ARMET	0.268
C9orf52	1.47625
REEP4	-0.13525
MTSS1	0.956
ADH1B	4.3945
DLD	-0.14975
CDK5	-0.46425
PPFIA1	-0.3795
WFDC3	0.85025
DNAJB12	0.432857142857143
RANGRF	-0.5785
MLANA	-5.042
AMY2B	0.39625
KIAA0319	-1.18075
RPS7	-0.548
JAK3	0.6099
ARFGEF1	0.20475
CXCL5	1.23966666666667
TRAPPC4	0.072
CETN2	0.2075
HSPC111	-0.44875
RHOBTB3	-2.1132
PHLPP	-0.688
RGS10	1.752
TMEM58	0.077
CHERP	-0.448625
HSP90AB3P	-1.5085
FSTL3	-2.04216666666667
PEX11A	1.635
OR5V1	0.9955
FCN3	3.05475
PTPN3	0.815375
NPTX1	-5.169
C21orf84	-1.205
C11orf51	-0.134125
ZBED2	2.93475
FLJ90757	-0.229
NPY2R	1.58825
PLD3	2.20025
SYT17	0.956333333333333
SGSM2	-0.96075
OR1A2	0.237333333333333
FOXP1	1.1635
SLC5A1	4.1125
POFUT1	-0.5211
EPHB6	-1.25116666666667
MYO1G	-0.327625
STAC	-0.1743
KLHL17	-0.673166666666667
RGMA	1.2425
TJP2	-0.83
FAM114A1	0.125833333333333
SERINC1	1.63425
SLC9A8	-0.4625
PEX19	-0.244125
EDN2	2.4175
PSMD7	-0.667444444444444
C3orf41	-0.998
UQCR	-0.15
PPP1R3C	-0.91275
LRP4	-2.17233333333333
TM2D1	0.53975
TTC17	-0.5233125
C4BPB	-4.10725
CCL25	1.04575
ZNF253	-0.132333333333333
CHRNA9	-4.15625
SOX11	3.427375
HIVEP3	0.8365
CGN	0.121
C3orf35	-0.5985
PKD2L1	5.9935
SYVN1	-0.527375
PDE8B	-2.370125
LOC439951	1.97775
LTC4S	2.8495
MIF4GD	-0.2235
SMARCA2	1.84425
TUBGCP6	-0.113666666666667
CABLES1	-0.332125
C16orf77	2.77683333333333
ZNF791	-0.87675
FUT5	0.7125
ADH6	-2.76016666666667
P4HB	0.30075
CLDND2	-0.367
ALKBH8	0.27025
PLAC4	-1.593
F11R	0.441928571428571
MGC35295	-0.082
PDZD4	-0.383666666666667
LOC389073	-0.89375
FAM80B	-0.665333333333333
PSMB1	0.1305
TXN	0.0261666666666667
VIPR1	0.8602
WBSCR18	-0.0443
EXOSC6	-0.457666666666667
ACTA2	4.4775
SP5	-2.68266666666667
ANKRD1	-3.1885
DDR1	-0.2234
ATP6V1D	0.15875
PTGS1	-0.233666666666667
RNF157	-1.553
DCC	0.779666666666667
SPAG7	0.134
FBXO18	-0.41
UBE3C	-0.2781
HOXC6	0.21725
LRP2BP	0.222166666666667
MYST2	-0.77575
PDSS2	-0.508
ATE1	0.285
ARAF	-0.853
KLF10	0.0785
PLA2G2E	-0.14625
ASCL1	-1.81083333333333
TSNAXIP1	0.2
FAM131B	-0.1035
IFNA10	0.894
NUP43	-0.991125
FAM44B	-0.39075
L1TD1	-4.49866666666667
NMD3	-0.695666666666667
C18orf54	-1.2226
PHOSPHO1	-1.1895
RAG2	-2.703
EMILIN3	-0.229
METTL3	-0.8245
VPS13C	1.422125
REXO2	0.00725
ANXA4	0.90925
CA1	-1.03133333333333
DCP1B	0.6375
TULP3	-1.63816666666667
ATP2A2	0.054
ATIC	-0.41425
ADAM15	0.01425
NPL	3.98883333333333
LGR4	0.106625
UEVLD	0.531833333333333
GAB1	1.5455
SNAI2	0.951333333333333
ZGPAT	0.3943
SNF1LK	0.65275
DLEU1	-1.7785
UBE2Q1	-0.033625
ZMYM6	0.1495625
JPH3	-0.599
FAM38A	-0.299083333333333
PXK	0.234333333333333
DENND2D	2.5135
BAX	-0.04125
CP	-2.20572727272727
RPL37	-0.1482
G6PC3	-0.0533750000000001
NCOA4	0.1785
LRRC14	-0.4585
GORASP1	-0.05575
FCHO2	1.71
CYP24A1	-0.7527
FXYD3	1.02525
SMARCAL1	0.16575
ABCB8	-0.45
CCDC44	-0.39
PRDM7	-3.6725
USH1C	-1.834
DNAH5	-0.294666666666667
SRF	0.338916666666667
MAL2	1.13766666666667
PGPEP1	-0.0716666666666667
SIN3B	-0.4935
SEMA3C	0.3085
GRAMD3	2.6395
FBXO10	0.136
OR5D13	0.9225
FLJ31818	0.6615
CACNA1I	1.20775
S100A13	-0.279
TP63	3.57092857142857
ANXA11	0.8385
WDR66	-1.196125
CSF2RB	1.002
IFI44	2.75025
DACT1	1.34466666666667
ANKRD23	-2.187
ATP5G1	-0.309833333333333
C21orf70	-0.361166666666667
PPWD1	-0.82225
DNAJC13	-0.39725
PAH	-5.53
PTCH2	0.37275
TRMU	-0.36875
CCDC9	0.453
USP3	-0.1749
DCLRE1C	-0.3675
FAM55C	0.9075
FRMD4B	2.01825
CYP2R1	-0.14825
RFPL1	0.8063
XPO5	-1.68875
ARL6IP2	-0.3
OSBPL5	1.52175
MMP9	5.35554545454546
KIAA0802	-0.522875
DHRS2	-4.32366666666667
SGEF	-0.156375
TXNDC10	-0.6761
EXOC6	0.03225
RPS27	0.571833333333333
PNCK	-1.916
FSTL1	0.209
AACS	-0.21425
SLMAP	-0.150166666666667
SAMD4A	0.9024
ABRA	0.0774999999999999
SMARCD3	0.8285
PKNOX2	-0.111166666666667
A4GNT	-0.035
C9orf39	-0.353166666666667
RALYL	5.526
MGC33556	-2.2135
C10orf25	-0.8855
BBOX1	7.7075
NHEDC1	0.455
XDH	0.49525
GCSH	-1.4785
EDN1	1.94983333333333
MTERF	-0.47475
CLK4	0.563
ZNF799	-0.125833333333333
KCNG1	-2.150375
CXCR4	1.627
PTPRR	-3.12875
IRAK1	0.00312499999999995
LOC401397	-0.1915
TMSB10	1.22328571428571
CXCL3	-1.0907
TMC4	-0.02275
OR7A10	0.517
STYK1	2.23725
CHRNA10	0.01
CCNI	-0.2445
EP300	-0.444
LOC165186	1.37133333333333
HIC2	-2.733
SDR-O	1.2635
OR2W1	-0.141
KCNA6	-0.6365
TRIM74	-1.9245
REEP6	0.097
ATP5G2	-0.098
ERG	1.398
TMEM42	0.4815
PARN	-0.195
SOD2	2.354875
DIRAS1	0.582
PNPT1	-1.32
JOSD3	-1.0395
hCG_40738	-0.0415
PDE1C	-2.0405
SEMA4D	0.67225
AGPAT1	-0.332333333333333
NOSTRIN	0.629125
MAP3K3	0.173833333333333
MAX	1.06528571428571
CAPS	0.1585
SERPINA12	0.188
OSBPL8	0.084
RICS	0.3876
NR4A2	1.91883333333333
PPCS	0.823333333333333
LONP1	-0.9545
SCYL3	0.8045
HERC2P2	-1.649
FIBCD1	-1.263
C15orf41	-0.8355
DMC1	-2.17
C20orf27	-1.19825
RPS6KA5	0.1085
FAHD1	-0.268833333333333
SLC12A4	0.084
BRCA1	-2.15258333333333
GBL	-0.10175
SLK	0.179333333333333
NUDT9P1	0.707
NOXO1	2.201
USP52	-1.417
BAZ1B	-0.023875
SLCO2B1	4.43675
BBS12	1.39433333333333
LRGUK	-1.48733333333333
TERF2IP	0.50375
COL1A1	6.115
KIAA0090	0.108375
GRK5	0.5115
AP1S2	0.1908
TMEM52	0.533833333333333
CA11	0.9295
OR4A15	0.155833333333333
ACBD3	1.6639
SPAG11B	-0.098
PRDM2	1.0767
FOXP3	0.86625
SMYD3	-0.74
LOC389199	1.3545
LGI2	4.017
NAPE-PLD	-1.137
ANKRD6	0.0425
WDR45	0.5095
SHROOM1	-1.61975
PSCD3	-0.053
PYY	0.2965
KCNC1	-2.448
ARHGEF9	0.2459
OR8J1	0.99325
GPR55	-0.7276
NS3BP	-2.763
C10orf22	0.1985
NAT8L	-0.634
DUSP4	-0.439
FOXM1	-1.977
GRAMD2	2.70144444444444
ZBTB48	0.117833333333333
BUD31	0.221
PABPC5	0.8685
CCDC41	-0.80775
FBXO11	-0.213583333333333
C6orf148	-0.16975
RFXAP	-0.99625
C6orf15	2.49216666666667
CDK8	-0.0865
C6orf70	-0.066125
TESSP2	0.127
ALG2	0.43125
PPP1R3D	0.875
TPM3	0.451111111111111
SYT13	-1.18675
EPB42	-1.375
CETN3	-0.80675
PRY	0.29
NTHL1	-0.0585
POLR2B	0.082
RPS28	0.22725
P2RX3	0.00999999999999998
LYZL4	0.203
WBP4	0.3491
PMM1	-0.138
C11orf79	0.3235
CBLL1	-0.84225
IL1F10	1.77333333333333
VAX2	-0.375
SETDB1	-0.312
LRAP	-0.483
GCLM	0.0925
CPEB3	1.345
PPM1A	0.04475
INTS1	-0.68
CAMTA1	0.659416666666667
SAMSN1	-0.52525
LOC158830	-0.202166666666667
GMPPA	-0.382875
AIPL1	0.12825
IL24	0.807
BDKRB1	-1.134
MLF1	1.4319
TAF12	0.09025
ID1	-1.564875
THADA	0.1175
PIK3CB	-0.01225
OR4N5	0.723
TBC1D17	-0.386
COX8A	-0.4675
CDCA4	-0.353
C2orf44	-0.84425
ZNF534	-0.65
IMMP1L	0.5045
NIPSNAP3B	0.7665
FTMT	1.14075
PWP2	-0.609166666666667
MMP15	0.223
DNAH11	-1.026
MTMR14	0.20875
DNAL4	0.59275
IPP	-1.4605
TMEM59	1.6265
C1orf157	0.247
RGS4	0.483666666666667
DDX18	-0.3705
SNX6	0.40875
ZNHIT2	0.283666666666667
NCDN	-0.6425
FLJ33534	0.856
RAG1	-1.52642857142857
OR4D10	0.298
PTPN5	-0.17
POMT1	0.274375
LRRC8A	0.1931
CYP1A1	-1.72625
CAPN1	-0.514333333333333
DDHD2	-0.07925
GRIK2	0.103
GNRHR	0.267
PPBP	0.962666666666667
HTR3A	-1.104125
SLITRK4	0.96175
ANKRD49	-0.05025
BTF3	-0.389
SARS	-0.5635
C13orf18	1.32916666666667
CACNB1	-0.607923076923077
QKI	1.34636363636364
SETMAR	0.720125
MAN2B1	1.779
EML3	-1.022
ACADL	0.862833333333333
OFD1	-0.45375
DEFB114	0.032
CGA	-3.82611111111111
PEX16	0.328333333333333
LRRC10	-0.886
GNG12	0.1095
C1orf152	0.3485
CHRM1	0.567
CD53	3.068625
DBH	0.92525
TFAP2B	3.448375
HIST1H2BJ	-0.994333333333334
FAM46D	0.9805
TMEM11	-0.0745
C3orf32	-2.326
PCCB	-0.5755
IPO13	0.097
C6orf105	-0.56025
COMMD5	0.80175
SUV420H1	-0.2588
LTBR	0.701
ARHGAP15	0.637375
HDHD2	-0.18275
TDRKH	-0.8215
LOC401052	0.491
PSG4	-2.172
GNB4	0.8278
SPATA4	0.5095
SLC9A3	-1.5355
OSBP	0.0646666666666666
NBPF3	-1.1135
DOCK11	0.302
SLC39A5	-1.15966666666667
PRR5	1.3092
C10orf63	0.0685714285714286
SMTNL2	0.337
ADRA1A	0.7285
ASAH1	3.0681
DOM3Z	-0.7949
GIPR	0.758666666666667
AHI1	-0.735
NADSYN1	-0.221333333333333
RGS14	0.1288
IL18BP	2.5069
RTN4RL1	1.21358333333333
ARMC6	-0.1165
PSMD5	0.253
HK3	4.3302
OR4S1	2.64
RSU1	0.7539
MAD2L1	-1.48977777777778
EIF4A3	-0.58425
DLEC1	-0.242333333333333
E4F1	0.319666666666667
CHMP2B	0.2154
CAMSAP1	-0.19325
RPS21	-1.101
ARID5A	1.433
UBE2N	-0.218
IGSF8	0.538
MAGEB6	-3.025
ACAD11	-1.7704
MGC4172	-0.88775
LMO4	0.5995
KLKB1	0.515
HP	-1.2675
HDAC3	0.33925
SCHIP1	1.16125
CLCA1	0.7865
OLFML2A	0.9405
C1orf112	-1.469
KIF19	2.53166666666667
HAPLN4	0.0928
CXCR7	0.712666666666667
GOT2	-0.3908
RAB38	-0.168
DCX	2.4575
PPM1H	-0.00766666666666667
NFYC	0.976833333333333
KIN	0.897875
ZNF228	0.993
PLSCR4	2.24633333333333
HIG2	0.70825
FAM79B	4.0805
C21orf86	-0.0639
KCNK10	1.024
ZNF738	-0.459
FSTL5	2.81783333333333
OR6A2	0.949
OTOA	0.988166666666667
EXOC1	0.568125
AHRR	-3.315
PDAP1	-1.712
C19orf6	-0.145875
ZAN	0.45225
LY6G6E	-2.1445
EIF4E2	0.01325
C20orf198	-0.87275
ZNF324	0.0785
CYP3A5	-3.44616666666667
ENTPD7	1.1765
MBOAT5	0.251333333333333
GJB5	1.9825
TTC13	-0.226
S100Z	-0.911
KIAA0664	-0.732666666666667
PDGFRB	2.45958333333333
IL17D	-0.11625
OR56B4	0.2995
RDX	-0.959
SLC34A3	0.5625
IL28B	0.0235
JUND	1.50975
CHRNB1	0.131625
CAMK2B	0.7555
FETUB	-1.58
CXorf23	0.73375
MRTO4	-0.775125
TTC3	-0.174
NDUFB8	0.0858333333333333
EDG2	-0.05525
SEMA3G	0.7505
IL23A	-0.3385
GRHL1	2.3308
LOC441054	-2.122
WDR65	0.4055
PSTK	-0.09225
STOML3	0.3346
R3HDM2	-0.5151
C5	-2.63575
SLC2A10	0.562166666666667
C3orf22	0.41475
PAQR3	-1.07561538461538
ANKRD26	-1.06508333333333
HCRTR1	1.4845
LOC399947	-0.05925
PSD2	-0.469
TIGD2	0.344833333333333
SCRN1	-1.40675
COQ10A	-1.4265
DDI2	-0.503
METTL7B	-0.194833333333333
UCN2	1.198
FAM92A3	-1.20525
WDR16	-0.18025
ZNF511	0.205666666666667
ZMYM5	-0.56675
POLR3G	-2.88075
ZNF586	-0.051
C1orf49	-0.566
TANK	0.888666666666667
RCAN1	1.45383333333333
PELI3	0.998666666666667
LIMD2	0.592083333333333
TMEM189	-0.108
NTN4	-0.334625
LOC151300	0.564
CLEC2A	-0.754
GPR135	-1.135
DPYSL4	-1.3971
JAK2	0.5615
TSHZ1	0.180833333333333
TM9SF4	-0.367125
ZNF264	0.215833333333333
SIRPG	3.47675
BICD1	-0.75825
HERC6	2.57933333333333
METTL5	-0.3935
CASP1	2.62125
PRRT1	-0.7935
PLA2G4C	2.80083333333333
ICA1L	-1.07615384615385
TPTE2	-0.0455
OTUD7A	1.51666666666667
AQP11	-2.48275
APOA2	-4.0758
KALRN	0.5051
SECTM1	1.39091666666667
IFNAR1	0.25075
TALDO1	0.54675
RAB11FIP4	-0.416
EIF5A	-1.2065
FAM49A	3.92025
NEGR1	0.329166666666667
YTHDC2	-0.637875
EHD2	-0.08375
NCF1	3.9949
SCRT2	1.904
HOXA5	0.5675
NUP133	-0.124
FGF12	1.6076875
SLMO2	-0.27575
SNTA1	-0.213375
CACNG2	0.174125
GCM1	0.485625
ELF1	0.119666666666667
TLR5	3.21025
TCFL5	-0.34975
RBMY2FP	-1.6455
LOC100125556	-0.132625
FAM129B	0.797125
MAP3K7IP1	-0.490375
NCK2	0.031
OXA1L	-0.73075
FMO9P	3.589
ZSCAN12	-0.4005
PSMD12	-0.407333333333333
HSCB	-0.3565
CLDN10	-2.58075
MGC13053	-1.632
HPCAL4	-0.3148
ASZ1	0.0125
MEX3D	0.601666666666667
NFAT5	-0.8013
CSPG4LYP1	0.0055
FBXO3	0.8399
DVL1	-0.214166666666667
CMKLR1	2.7795
TYMS	-2.997625
PEF1	0.75575
ZNF750	1.41566666666667
MCM5	-0.2785
MEGF11	-0.22875
KCNK7	0.266
PTP4A3	0.203
C1QTNF2	-0.902333333333333
OR6S1	-0.2225
FAM122B	-1.387
ZNF551	-0.91425
HBQ1	-2.0185
GEMIN6	-0.15875
ARSK	0.24475
RBP7	3.378
CPNE9	0.22075
DSC1	1.704
LOC730112	-1.6735
MAP2K4	0.402625
HS3ST5	-1.6035
EPB41L3	0.821
TEKT2	-0.56975
CDKN2B	0.243
ZNF480	-0.08125
MAP3K6	1.3988
MAP6	1.31583333333333
HN1	0.4767
OR2L13	0.4444
SLC16A11	0.85675
FAM96A	0.30175
APOL1	1.089
C5orf32	0.78975
RTP1	-0.857166666666667
RNF175	1.263875
ZBTB41	0.483375
AHCTF1	-0.7047
SAE2	-0.4224
ITGA2	-0.713
MME	1.66183333333333
CCDC14	-1.59775
MAST4	0.416071428571429
KRT33B	-1.0075
KCTD2	0.0398333333333333
WDR26	0.23275
MFI2	1.01625
NR4A3	1.32325
ARSA	1.955
UNKL	-0.861
SULT6B1	0.3415
CCNA2	-1.61866666666667
SOX15	0.4945
PPAPDC1B	-0.106166666666667
C19orf44	-0.115
MCAT	1.16025
ARID1B	0.223
OR52N1	-0.368
C12orf48	-2.21475
MAGI1	-0.616
NIPA2	0.19475
GBX2	-2.34575
RSHL3	0.0711428571428571
RAVER1	0.462333333333333
C15orf17	-0.297
SLC30A2	1.063875
ZNF518	-0.61
PCYT1B	-1.4295
C10orf114	-0.55375
EIF3H	0.425916666666667
SLC25A39	-1.15516666666667
KIF1B	-0.644125
