Hybridization REF	TCGA-AR-A1AV-01A-21R-A12P-07
HOXC6	0.5095
LRP2BP	-0.241666666666667
MYST2	0.3905
PDSS2	0.764
ATE1	0.729
ARAF	-0.002
KLF10	-0.7145
PLA2G2E	-0.02225
ASCL1	-0.758333333333333
TSNAXIP1	1.519
FAM131B	-0.679375
IFNA10	0.0525
NUP43	-0.545125
FAM44B	-0.38775
L1TD1	-5.4345
NMD3	-1.05933333333333
C18orf54	-1.0766
PHOSPHO1	0.536
RAG2	1.5785
EMILIN3	-0.8075
METTL3	-0.69675
VPS13C	1.324625
REXO2	-0.52925
ANXA4	-0.1265
CA1	-2.22075
DCP1B	0.239
TULP3	-1.51916666666667
ATP2A2	-0.159714285714286
ATIC	-0.91175
ADAM15	-0.582
NPL	2.9145
LGR4	-0.923625
UEVLD	0.19
GAB1	1.30725
SNAI2	-0.445166666666667
ZGPAT	0.2343
SNF1LK	0.686
DLEU1	-1.22425
UBE2Q1	0.658375
ZMYM6	0.4159375
JPH3	-3.02133333333333
FAM38A	-0.51125
PXK	0.621166666666667
DENND2D	2.85375
BAX	0.0456666666666667
CP	-4.56645454545454
RPL37	-0.5496
G6PC3	0.183625
NCOA4	0.791333333333333
LRRC14	0.99675
GORASP1	0.21325
FCHO2	1.05075
CYP24A1	-4.0606
FXYD3	0.392125
SMARCAL1	0.5085
ABCB8	0.7215
CCDC44	-0.03425
PRDM7	-4.35025
USH1C	-1.32875
DNAH5	1.7285
SRF	0.111166666666667
MAL2	3.78966666666667
PGPEP1	0.553583333333333
SIN3B	0.16175
SEMA3C	-0.0663333333333333
GRAMD3	0.28575
FBXO10	-0.05925
OR5D13	0.942
FLJ31818	0.21325
CACNA1I	0.777125
S100A13	-0.68
TP63	0.315846153846154
ANXA11	0.4512
WDR66	-0.270125
CSF2RB	2.1255
IFI44	2.88225
DACT1	0.943666666666667
ANKRD23	-1.077625
ATP5G1	-0.891333333333333
C21orf70	-0.609333333333333
PPWD1	-0.31775
DNAJC13	0.60125
PAH	-5.46916666666667
PTCH2	0.504
TRMU	-0.91025
CCDC9	0.4855
USP3	-0.1633
DCLRE1C	1.4803
FAM55C	1.281
FRMD4B	1.9995
CYP2R1	-0.15075
RFPL1	-1.0841
XPO5	-0.48625
ARL6IP2	-0.55
OSBPL5	0.15875
MMP9	4.46509090909091
KIAA0802	-1.38275
DHRS2	0.392666666666667
SGEF	1.8725
TXNDC10	0.1041
EXOC6	1.2785
RPS27	0.986166666666667
PNCK	-2.01216666666667
FSTL1	-0.0215
AACS	-0.792
SLMAP	0.272166666666667
SAMD4A	0.3873
ABRA	-1.411
SMARCD3	0.87825
PKNOX2	-1.80116666666667
A4GNT	0.0925
C9orf39	-1.36166666666667
RALYL	-0.432
MGC33556	-1.406
C10orf25	-0.933
BBOX1	3.5025
NHEDC1	0.93975
XDH	-3.5135
GCSH	-0.614
EDN1	0.313833333333333
MTERF	0.10775
CLK4	1.42125
ZNF799	0.819166666666667
KCNG1	-1.07625
CXCR4	3.1105
PTPRR	-4.3015
IRAK1	-0.9435
LOC401397	-0.70975
TMSB10	1.01214285714286
CXCL3	-3.5205
TMC4	1.0895
OR7A10	-1.3885
STYK1	0.22375
CHRNA10	-0.2965
CCNI	0.911
EP300	1.17678571428571
LOC165186	1.73766666666667
HIC2	-2.4825
SDR-O	-0.295
OR2W1	-0.401
KCNA6	0.3755
TRIM74	-1.814
REEP6	0.26625
ATP5G2	-0.15675
ERG	0.090875
TMEM42	0.12
PARN	-0.254666666666667
SOD2	0.9955
DIRAS1	-0.125833333333333
PNPT1	-0.56375
JOSD3	-1.11975
hCG_40738	0.3825
PDE1C	-2.503
SEMA4D	1.584625
AGPAT1	-0.129
NOSTRIN	0.241125
MAP3K3	0.391166666666667
MAX	0.973214285714286
CAPS	1.44733333333333
SERPINA12	1.6485
OSBPL8	0.275375
RICS	0.5378
NR4A2	-0.716833333333333
PPCS	0.667833333333333
LONP1	-0.101
SCYL3	1.6235
HERC2P2	-1.18383333333333
FIBCD1	-0.7225
C15orf41	-0.73275
DMC1	-1.01666666666667
C20orf27	0.27825
RPS6KA5	0.236
FAHD1	-0.0421666666666667
SLC12A4	-0.64975
BRCA1	-1.71683333333333
GBL	-0.79375
SLK	0.664666666666667
NUDT9P1	-0.123
NOXO1	1.5505
USP52	-0.5505
BAZ1B	0.2705
SLCO2B1	4.29875
BBS12	1.51533333333333
LRGUK	0.529166666666667
TERF2IP	0.2035
COL1A1	3.5555
KIAA0090	-0.234875
GRK5	0.738833333333333
AP1S2	-0.7673
TMEM52	0.409833333333333
CA11	-0.159625
OR4A15	0.381333333333333
ACBD3	1.0049
SPAG11B	-0.0215714285714286
PRDM2	1.1426
FOXP3	2.1445
SMYD3	-0.2929
LOC389199	0.5705
LGI2	3.22333333333333
NAPE-PLD	-0.4018
ANKRD6	0.01
WDR45	0.4995
SHROOM1	-0.38675
PSCD3	-0.3995
PYY	0.517
KCNC1	-1.6945
ARHGEF9	-0.0153
OR8J1	1.4495
GPR55	-0.142166666666667
NS3BP	-1.88
C10orf22	0.935666666666667
NAT8L	-0.03625
DUSP4	0.619333333333333
FOXM1	-1.89633333333333
GRAMD2	-0.317555555555556
ZBTB48	0.170166666666667
BUD31	-0.61
PABPC5	1.558
CCDC41	-0.62475
FBXO11	0.4535
C6orf148	-0.3975
RFXAP	-0.49925
C6orf15	-0.447333333333333
CDK8	-0.502833333333333
C6orf70	0.358875
TESSP2	0.784
ALG2	0.2985
PPP1R3D	0.64625
TPM3	0.5015
SYT13	1.05925
EPB42	-0.8285
CETN3	-0.79625
PRY	-0.601
NTHL1	-0.506666666666667
POLR2B	0.0155
RPS28	1.31266666666667
P2RX3	0.33825
LYZL4	0.3635
WBP4	-0.23
PMM1	-0.78775
C11orf79	0.479
CBLL1	-0.2905
IL1F10	1.04883333333333
VAX2	-0.1435
SETDB1	0.237166666666667
LRAP	1.55233333333333
GCLM	-1.1295
CPEB3	1.681
PPM1A	0.1378125
INTS1	-0.65125
CAMTA1	0.70725
SAMSN1	0.3465
LOC158830	1.01133333333333
GMPPA	0.07275
AIPL1	0.684333333333333
IL24	1.25125
BDKRB1	-1.6675
MLF1	0.6108
TAF12	-0.379
ID1	-3.08875
THADA	-0.151875
PIK3CB	0.047
OR4N5	1.668
TBC1D17	0.456166666666667
COX8A	-0.15475
CDCA4	-0.95875
C2orf44	-0.36175
ZNF534	-1.11425
IMMP1L	-0.331
NIPSNAP3B	0.254125
FTMT	0.47075
PWP2	-0.446833333333333
MMP15	-1.7807
DNAH11	-2.4115
MTMR14	0.43275
DNAL4	0.85075
IPP	-0.54325
TMEM59	0.5115
C1orf157	null
RGS4	-2.04083333333333
DDX18	-0.212166666666667
SNX6	0.86225
ZNHIT2	0.128
NCDN	-0.401833333333333
FLJ33534	0.05975
RAG1	-2.130125
OR4D10	0.415
PTPN5	-0.792666666666667
POMT1	0.049375
LRRC8A	-0.5064
CYP1A1	-1.98
CAPN1	-0.527
DDHD2	-0.23025
GRIK2	-0.853
GNRHR	-0.21325
PPBP	0.229
HTR3A	0.493
SLITRK4	1.87675
ANKRD49	0.22275
BTF3	-0.6368
SARS	-0.33825
C13orf18	2.19383333333333
CACNB1	-0.0467857142857143
QKI	0.546772727272727
SETMAR	0.319
MAN2B1	2.11883333333333
EML3	-0.47075
ACADL	-0.3582
OFD1	-0.181625
DEFB114	0.6735
CGA	-3.7226
PEX16	-0.458666666666667
LRRC10	-0.478
GNG12	-2.0195
C1orf152	0.824
CHRM1	0.1085
CD53	3.069125
DBH	-0.88475
TFAP2B	4.42
HIST1H2BJ	-0.93
FAM46D	0.202
TMEM11	0.1375
C3orf32	-3.6225
PCCB	-0.400375
IPO13	0.377125
C6orf105	-2.275
COMMD5	1.42925
SUV420H1	-0.2362
LTBR	-0.15675
ARHGAP15	1.877
HDHD2	0.088
TDRKH	0.781333333333333
LOC401052	1.3085
PSG4	-1.3245
GNB4	0.1496
SPATA4	1.63225
SLC9A3	-0.9275
OSBP	0.258333333333333
NBPF3	0.0315833333333333
DOCK11	1.2215
SLC39A5	-1.931
PRR5	0.8858
C10orf63	0.512625
SMTNL2	-2.0385
ADRA1A	1.311
ASAH1	2.3442
DOM3Z	0.0114
GIPR	1.03983333333333
AHI1	-0.145083333333333
NADSYN1	0.317
RGS14	0.4508
IL18BP	2.1171
RTN4RL1	0.82525
ARMC6	-0.00575
PSMD5	-0.243166666666667
HK3	3.394
OR4S1	1.28225
RSU1	1.0135
MAD2L1	-1.58411111111111
EIF4A3	-0.10675
DLEC1	0.5665
E4F1	0.0131666666666667
CHMP2B	0.2143
CAMSAP1	-0.46525
RPS21	-0.179666666666667
ARID5A	1.42
UBE2N	0.1853
IGSF8	1.23216666666667
MAGEB6	-3.347
ACAD11	-0.9395
MGC4172	-0.76225
LMO4	0.79675
KLKB1	0.7945
HP	-1.6925
HDAC3	-0.01075
SCHIP1	-1.3245
CLCA1	0.9475
OLFML2A	-0.25825
C1orf112	-1.15125
KIF19	1.859
HAPLN4	-0.1777
CXCR7	0.7145
GOT2	-0.6557
RAB38	-0.843625
DCX	-0.1855
PPM1H	-1.97408333333333
NFYC	0.340833333333333
KIN	0.1555
ZNF228	0.5215
PLSCR4	1.42966666666667
HIG2	-0.162
FAM79B	3.5515
C21orf86	-0.0509
KCNK10	2.11075
ZNF738	-0.80625
FSTL5	-1.79
OR6A2	0.975
OTOA	0.7195
EXOC1	0.613875
AHRR	-2.836375
PDAP1	-1.67158333333333
C19orf6	-0.157375
ZAN	0.625
LY6G6E	0.6375
EIF4E2	-0.55575
C20orf198	0.22375
ZNF324	0.472
CYP3A5	-3.1185
ENTPD7	1.26033333333333
MBOAT5	-0.038
GJB5	-2.13675
TTC13	0.71275
S100Z	-1.4505
KIAA0664	-0.548
PDGFRB	1.83183333333333
IL17D	-1.5125
OR56B4	-1.166
RDX	-1.41416666666667
SLC34A3	0.583
IL28B	2.2965
JUND	1.97925
CHRNB1	0.431
CAMK2B	-0.1925
FETUB	-2.78375
CXorf23	0.641125
MRTO4	-1.350125
TTC3	0.4889
NDUFB8	0.137666666666667
EDG2	-0.45375
SEMA3G	0.37475
IL23A	-0.54975
GRHL1	0.65
LOC441054	-0.5705
WDR65	0.9385
PSTK	0.223
STOML3	0.171166666666667
R3HDM2	0.0785
C5	-2.091
SLC2A10	-0.289
C3orf22	0.45
PAQR3	-0.177538461538462
ANKRD26	0.615416666666667
HCRTR1	0.707
LOC399947	-1.47775
PSD2	-0.7205
TIGD2	-0.775666666666667
SCRN1	-1.932
COQ10A	-0.62875
DDI2	0.271
METTL7B	-0.968666666666667
UCN2	0.565
FAM92A3	0.03225
WDR16	1.19475
ZNF511	0.019
ZMYM5	-0.783125
POLR3G	-3.2915
ZNF586	0.57175
C1orf49	-0.114333333333333
TANK	1.0505
RCAN1	-0.036
PELI3	0.513666666666667
LIMD2	1.8365
TMEM189	-0.385
NTN4	-1.557625
LOC151300	0.0695
CLEC2A	-2.1215
GPR135	-0.666125
DPYSL4	-2.2687
JAK2	1.66816666666667
TSHZ1	1.63533333333333
TM9SF4	0.16725
ZNF264	1.16083333333333
SIRPG	3.514625
BICD1	-1.24325
HERC6	3.67433333333333
METTL5	-0.9015
CASP1	2.103
PRRT1	1.08916666666667
PLA2G4C	3.11983333333333
ICA1L	-0.0157142857142857
TPTE2	-0.447666666666667
OTUD7A	0.779166666666667
AQP11	-0.87725
APOA2	-4.0203
KALRN	-0.6557
SECTM1	1.33866666666667
IFNAR1	0.599
TALDO1	-0.551375
RAB11FIP4	0.5765
EIF5A	-1.5615
FAM49A	3.1805
NEGR1	0.598166666666667
YTHDC2	-0.324
EHD2	-0.577625
NCF1	3.8314
SCRT2	0.73
HOXA5	-1.58533333333333
NUP133	0.759
FGF12	-2.563875
SLMO2	-0.145875
SNTA1	-0.44275
CACNG2	-0.339571428571429
GCM1	0.095
ELF1	1.1605
TLR5	3.70475
TCFL5	-0.387833333333333
RBMY2FP	-1.3635
LOC100125556	0.068875
FAM129B	-0.086125
MAP3K7IP1	0.07525
NCK2	0.237
OXA1L	-0.332
FMO9P	0.511
ZSCAN12	0.4855
PSMD12	-0.657583333333333
HSCB	-0.0785
CLDN10	-2.9535
MGC13053	-0.2185
HPCAL4	0.4105
ASZ1	-1.4335
MEX3D	-0.65175
NFAT5	-0.8052
CSPG4LYP1	-1.19883333333333
FBXO3	0.1208
DVL1	0.141166666666667
CMKLR1	3.20916666666667
TYMS	-2.14175
PEF1	0.20925
ZNF750	0.4715
MCM5	-0.4913
MEGF11	-0.26775
KCNK7	-0.0245
PTP4A3	1.143
C1QTNF2	-1.12466666666667
OR6S1	-0.326
FAM122B	-1.054
ZNF551	-0.700375
HBQ1	-2.843
GEMIN6	-0.46
ARSK	0.2165
RBP7	3.06333333333333
CPNE9	0.4095
DSC1	0.3445
LOC730112	-1.47775
MAP2K4	0.804125
HS3ST5	-1.9895
EPB41L3	0.94
TEKT2	1.3095
CDKN2B	-0.86675
ZNF480	-0.2825
MAP3K6	-0.2612
MAP6	1.49633333333333
HN1	0.0233
OR2L13	1.22733333333333
SLC16A11	0.31525
FAM96A	-0.24375
APOL1	1.224
C5orf32	-0.78725
RTP1	-0.352833333333333
RNF175	0.106125
ZBTB41	1.339625
AHCTF1	-0.0851
SAE2	-0.1003
ITGA2	-2.38416666666667
MME	-0.914333333333333
CCDC14	-1.34225
MAST4	0.346571428571429
KRT33B	-0.874
KCTD2	0.1105
WDR26	0.998166666666667
MFI2	-0.813625
NR4A3	0.43325
ARSA	1.565
UNKL	-0.5215
SULT6B1	-0.032
CCNA2	-1.57833333333333
SOX15	-0.1365
PPAPDC1B	0.682333333333333
C19orf44	0.9535
MCAT	0.720833333333333
ARID1B	0.687125
OR52N1	-0.5495
C12orf48	-1.1775
MAGI1	-0.076375
NIPA2	-0.13525
GBX2	-2.3435
RSHL3	1.247
RAVER1	0.317166666666667
C15orf17	-0.69575
SLC30A2	0.464875
ZNF518	0.8725
PCYT1B	-2.8225
C10orf114	-2.637
EIF3H	0.681333333333333
SLC25A39	-0.2795
KIF1B	-0.511125
AMOTL2	-0.459
C6orf120	0.92825
PSRC1	-2.02275
PLA2G10	-0.801125
KIF5C	-0.80675
MRPL37	-1.0455
C17orf62	0.840833333333333
C9orf135	-2.42133333333333
DUSP10	0.8146
CLCNKB	0.2705
PSMA5	-0.256
C8orf53	0.70625
AMPD3	2.03016666666667
PIAS1	0.11425
ADCYAP1R1	-0.2035
GYLTL1B	-0.62875
CDH20	0.716333333333333
FBXO7	0.1785
TMEM134	0.173833333333333
FLJ14213	1.4555
ZNF3	-0.087
LRRFIP1	0.285
CNOT2	0.0409166666666667
ABI3	3.4525
ALDH5A1	-0.626
HNT	1.6851
SERPINA4	-1.892
TK2	0.272583333333333
STMN1	-0.867444444444444
GUCA2A	-0.0161666666666666
GALNT10	0.466714285714286
DPP6	-1.10045
C9orf93	-0.759125
PRELID2	-1.806125
STK39	0.54475
SFTPA1	-1.9425
CKS2	-1.644
RHO	-0.944833333333333
C20orf135	-0.08825
XKR3	-3.151
CR1	3.3505
RPS6KA2	0.237857142857143
C20orf112	0.60875
MRPL22	-0.3085
C4orf23	0.477833333333333
GADD45B	0.45725
KLHDC1	1.6685
C2orf48	-2.2945
ZNF287	1.869
DAAM2	-1.48075
DPPA2	-3.65383333333333
TCTN3	0.869666666666666
DNAJB11	0.0045
FPR1	4.1325
DEFB4	0.1335
PTCD2	-1.1188
SMOC2	4.00633333333333
CABP7	1.20825
SERPINB11	-0.153
MAGEF1	0.49975
NDE1	-0.433
ITGA10	-0.528
FSHB	0.187
ANXA2	-0.115125
HORMAD2	-0.07975
HLCS	0.19625
MCF2L	1.37158333333333
FH	-0.61225
TBC1D24	0.48525
KIAA1505	2.86575
LGALS2	1.5875
CNBD1	0.2105
SYNPO2L	-0.305333333333333
PTPN23	0.268571428571429
C1orf183	0.0331666666666667
MAGEA8	-3.3415
DGCR8	-1.269125
GSR	-1.702
PAQR7	-0.41375
ZNF676	-0.228
CACNA1C	-0.402
SP7	0.3475
PDCD6	-0.248
NRN1L	-0.616
BRI3BP	-0.930333333333334
KIAA1183	0.37775
ASB4	0.11125
CCL23	2.555
OBSL1	-1.4615
SLC12A7	0.507833333333333
KIAA0240	1.1275
CD1B	-2.2615
FCGR2A	2.16275
MDC1	-0.924
HTR1A	0.036
OCEL1	1.45025
ATP11B	0.046625
FBXO34	-0.0095
PCDH12	2.52866666666667
RPE	-0.61325
C17orf74	-0.085
CSDC2	0.260166666666667
PET112L	0.47475
TMBIM1	0.4065
P2RXL1	0.0025
TCHP	-0.55125
TRMT1	0.164666666666667
F2RL2	0.730166666666667
LRRC32	2.83666666666667
IMPG2	0.5365
BGLAP	0.79025
LOC493869	-1.38775
MRAS	1.22475
SLC35F5	0.84275
CBWD1	0.452
AXL	-0.963625
ATP2C2	0.3905
TELO2	-0.334
PNPLA3	-1.766
PCDHB14	-0.93625
CD276	-0.381
KRT80	-2.450875
DUSP28	-0.385
CSNK1E	-0.537833333333333
SRP14	0.2535
KCNQ4	-0.3615
KRT72	0.0443333333333333
CCDC117	0.320125
C6orf89	0.0843333333333333
TUBB2B	-1.39316666666667
RTN4IP1	-0.4695
CR1L	-1.0175
CEND1	0.29475
C12orf41	-0.251
RNF31	0.93975
UBN1	-0.287333333333333
C17orf32	0.929625
SLC5A7	1.072
GPR92	2.09483333333333
ESAM	2.3071
CTNNA1	-0.140166666666667
HRBL	0.262
CBX4	-0.44625
TMEM182	0.6125
SH3TC2	-2.15333333333333
IL10	2.61666666666667
PXMP4	0.799
RNF167	0.7114
PAK7	-0.178166666666667
ETV3	-0.726
ATPIF1	-1.07483333333333
LOC554207	-2.54816666666667
OR8H1	-0.09025
WDFY3	0.538875
DPM1	-0.56575
GPSM1	-0.8935
WDR92	-0.1169
LRP1	0.544166666666667
ANKH	-0.3475
THUMPD3	-1.16975
POLR1B	-0.14375
OLFM4	1.5922
RAD9B	0.45275
TSPY2	-4.9955
PAX6	-3.32183333333333
SCG2	-1.49775
SLC17A6	-0.0265
FMO3	4.39275
PADI4	0.62675
TUBB4	-0.7037
NLK	0.25125
POU4F3	-1.0035
SDF4	0.44675
ITGBL1	2.4105
NETO1	-2.04675
TAP2	2.157
ABBA-1	-0.349666666666667
GNAI1	-1.14325
VPS4B	1.38225
NOPE	-0.0145
GALNT6	1.094
SESN1	1.326375
GBE1	-2.19944444444444
CLASP1	0.2255
RASGEF1B	1.5565
ACOT11	0.0287142857142857
AFAP1	1.372
OR2H2	0.1085
DPY19L2P1	-1.28275
DZIP1	-2.12
SEC22C	-0.0101666666666667
GPR161	-0.3865
RNF146	1.07275
WDR74	-0.568125
GALP	-0.795
PURA	0.2245
DNPEP	0.396363636363636
RP11-78J21.1	-0.593
ERBB2	1.617375
FANCM	-1.11625
NEO1	-0.445
DDX3Y	-5.2183
RPS3A	0.059625
MXRA7	-0.790785714285714
LGALS3	-0.154666666666667
GLT8D1	0.0665
CFL2	-1.9205
UPB1	0.563
NAP1L5	-0.844
CLDN14	0.44475
DHX38	-0.815
BTBD1	-0.374
TARS2	0.315
ABCF1	-0.3429
FCF1	0.03
LRRC49	-0.98575
GUCY1B2	0.79
C1orf177	0.32
SMARCA4	0.00292857142857142
LRP8	-2.52083333333333
TAGLN3	-1.21725
MRPL14	-0.38875
TTRAP	0.44025
ZDHHC20	0.076
NFE2L3	0.36175
KIAA1377	-0.031125
PALMD	0.9808
TMEM43	0.04925
TTL	-1.1975
STAT5B	-0.408166666666667
SSB	-0.759875
OR10H5	0.5075
SLC22A13	-0.71225
AKAP3	1.7045
TIMM23	0.0266666666666667
OAS2	3.33025
KIAA0423	1.121
TRIM11	0.237833333333333
GLIS3	-0.32425
TMEM50B	0.947833333333333
ARHGEF4	-1.415
DEGS1	0.223545454545455
TBL1XR1	0.822700000000001
G6PD	-1.8695
SP140	3.0831
MUC17	0.7
NUDC	-0.7786
DNAJC5B	4.10016666666667
SCARA3	-0.908166666666666
CPA3	4.47083333333333
BCAT2	-0.124625
MFN1	0.4009
NRG3	2.9255
SNX11	0.3665
PLEKHH1	-0.0275
GPR177	-1.8145
HCFC2	0.652
TCAP	0.74725
MOCOS	-2.6645
C14orf93	0.161
PRDM10	0.436833333333333
SLC16A4	-0.0975833333333333
SRGAP1	-1.437
VIP	1.602
DUSP27	-0.123166666666667
LILRA1	1.6927
MC2R	0.2615
MGC24103	-1.9935
MBTD1	-0.6775
FUT11	-0.2825
USP33	-0.00189999999999998
C15orf39	-0.754
MAP3K12	-0.08675
PAAF1	-1.1205
BARHL1	1.9075
FLJ16165	-0.2415
PIWIL2	-3.109
SYNE1	0.637
CMTM4	-1.530625
TSPYL1	0.6321
GUF1	0.0761666666666667
TMEM157	1.359
WDR44	0.24975
HIST1H3C	-0.237
DKFZp666G057	1.6335
RNPEP	-0.4345
GAS2L2	-0.712666666666667
ADH4	-5.35275
GRPR	4.4175
FBXL17	0.73875
ZBTB10	-0.561416666666667
Gcom1	0.401722222222222
HTRA1	0.2648
ZNF585A	0.581166666666667
SLC26A2	-0.516
OTOP3	0.831333333333333
WISP1	1.95511111111111
ATP2B4	-0.28425
FLJ10769	-0.241
CRAMP1L	-0.124
CHST12	0.7955
RAB22A	0.031
TARDBP	-0.336071428571429
STAU1	0.101
CRB3	2.1315
MIG7	-0.8305
CHMP1A	-0.497666666666667
ZNF160	0.3285
B3GALT6	0.45925
BARX1	-2.30616666666667
C6orf167	-0.74075
NXNL1	0.672
DHX29	0.052625
HADHB	0.00975
PLXNB2	0.563625
ILDR1	-0.6365
SLC15A3	3.3925
GAS2	-3.71583333333333
C20orf69	-0.55
NUMB	-0.13925
TNIP1	0.5385
MESP1	0.384833333333333
PSKH1	-0.48175
NSFL1C	1.230875
RHOG	1.01175
HEY1	-3.1505
KNG1	-2.69575
ITGAX	3.3002
LIN9	-0.686333333333333
CANT1	0.68
XRN1	0.913214285714286
CCDC96	1.1781
HEATR6	-0.882
GNG7	1.05391666666667
RUNX2	1.362125
SOX1	0.0615
FCRL5	4.3622
ZNF99	0.30125
FAM9A	2.2135
SNX22	1.70166666666667
MBNL3	-1.249
ODC1	-1.8605
ADORA2B	-2.35033333333333
NR2F6	0.76825
ZFYVE16	-0.1815
SYNJ2BP	-0.6993
POLE	-1.245625
E2F2	-0.703
THRA	-1.141
PTGES2	-0.719166666666667
HIP1R	0.807666666666667
TMUB1	-0.769833333333333
ENO3	-2.30675
RSPH10B	-0.9965
CXorf39	0.5105
IRGC	-0.12575
GPR109B	0.62
FLJ13305	-0.4345
LCE3A	-0.524
TNFRSF18	-0.224333333333333
DET1	-0.0205
TRPM3	-0.437
C16orf79	-1.252
FECH	-0.178
RAP2A	0.218833333333333
CRIP1	1.433
AZIN1	0.934
SLC7A7	4.22025
IL10RA	2.7516
TMEM64	-1.311
CDC42EP4	0.9764
C16orf58	-0.0647
ARG2	-2.24875
POU5F1P4	-4.4315
FAM62B	-0.22425
DNAH8	-0.2512
ASH2L	-0.296625
TSLP	-3.95516666666667
CNTNAP5	-0.112333333333333
TMEM16C	-1.346
IFNA14	0.973
SLC1A3	2.426875
CABYR	-0.36175
BCL7B	-0.1252
NUDT13	-0.558333333333333
C13orf28	1.797
C1orf53	-0.2285
ARL6IP4	-0.1366
RPL35A	-0.52875
EMR3	0.26525
RAB40C	0.1565
SLC41A1	0.0988333333333333
LRCH1	0.044
LY6G5B	-1.016
FAM124A	0.00714285714285711
MGC10981	-1.98916666666667
CLIP3	1.2454
MAP4K2	0.420166666666667
CHIC1	0.43175
SULF1	3.75966666666667
C20orf30	1.44185714285714
PRDM5	-0.969125
ELOVL1	-0.445
C11orf48	-0.2525
SLC39A10	-0.34925
KCNV1	-0.52475
ACP1	-0.410833333333333
ZMYM2	-0.70675
B3GNT6	-0.515166666666667
C9orf69	-0.5375
C2orf15	0.74125
C20orf166	0.119
HSP90AA6P	-0.754
EDG7	-2.057
NEURL	0.3115
LPL	0.174166666666667
CLEC2D	1.90085714285714
GRRP1	1.4255
CD8B	-0.7931
HIST1H3D	-1.23416666666667
SLC6A12	1.547875
FAM27L	-2.008
CD84	3.7064
RASA1	0.3305
PHKG1	-0.802
MAGEA11	-1.6605
IMPA1	0.1185
NPM3	-0.6875
RARRES1	5.29425
SH3BP1	0.488
B3GNTL1	-0.4115
ARPC5L	-0.0643333333333333
KLHL26	0.9915
SIM2	1.720875
GJC1	0.3505
C20orf194	1.029
EXO1	-2.259
SLC2A2	-3.4692
LOC285074	-0.934
LRG1	-1.4715
KIRREL	-1.205
PIK3R1	1.15907142857143
C4orf34	0.9645
MAF	0.417333333333333
ADCY4	3.8105
ZMIZ2	0.9816
SLC46A3	2.32166666666667
STAMBP	0.104833333333333
CCDC16	0.8375
MS4A12	-1.111
TCF20	0.1865
LRRC46	0.6195
C20orf152	0.25825
MRPS6	0.1575
ABCB11	-1.0175
KCNC2	-0.2844
CDH19	-3.4184
C9orf123	0.320666666666667
SSH3	0.267625
LDLRAD1	-3.10625
CCBE1	-0.64075
ZNF135	1.7945
TAAR1	-0.809
WFDC12	0.33
CCDC42	1.9
FLJ12529	-0.17725
PER1	-0.530166666666667
TIMM50	-0.405333333333333
SMARCAD1	0.410666666666667
FAM26C	0.3645
TP53TG3	-2.996
SH3RF1	0.9648
LMCD1	1.56475
GPR63	-0.543
FLJ21986	-1.497625
AIFM3	-0.0685
MICAL1	0.754166666666667
BLZF1	0.649666666666667
IQCA	2.05016666666667
PCDHGC3	-2.1755
SAC	0.17875
BCL6B	1.59283333333333
DDO	1.11925
MARCO	3.97175
DCHS1	0.663333333333333
C1orf170	0.095
CD200R1	4.31916666666667
C22orf15	-0.475
SEPT11	0.334833333333333
ADNP	0.82725
UST	-0.6566
C13orf34	-1.1975
RFFL	0.768357142857143
APBA3	0.8305
C2orf60	-0.256625
CUTL1	0.0518
PMS1	-0.321
ZNF689	0.1395
EIF3E	0.208833333333333
IL9	-0.864333333333333
RPL31	0.11025
LY9	3.31166666666667
ATP2B3	0.62125
KDELR2	-0.0592916666666667
TFCP2	0.19675
NLRP12	-0.8885
FLJ45422	0.0445
TLE4	0.2624
ZNF570	0.3805
FLJ43806	-1.7805
TLK2	-0.174375
CIR	0.77675
MARS2	0.3445
COL24A1	0.52975
SDF2L1	0.5325
HIBADH	-0.221
IGFBP3	-2.86942857142857
C12orf23	0.347
PSPC1	-0.104
C20orf43	0.0525
TRAV20	1.267
ARHGAP24	1.46875
KIAA1975	-0.335375
C1QA	3.7605
DNTT	-4.8515
C10orf6	0.721833333333333
C11orf41	-1.446875
HNRPF	0.658875
COL11A1	4.63866666666667
UBAP2	-0.428166666666667
CDKN2AIPNL	-0.577
C20orf174	6.43175
SPRED2	0.59425
PLA2G12A	-0.168333333333333
ICEBERG	-2.99116666666667
SCN10A	-0.0595
C11orf65	-0.67075
GBP5	5.24925
PITPNC1	-0.824833333333333
POU3F3	1.099
NCOA7	0.536625
LIN7C	-0.544
LOC348840	-1.935
NKX2-2	-3.07166666666667
ANKRD13D	0.265875
LOC123688	-1.2085
FUT2	0.5152
TAAR8	0.9255
FZD4	0.197166666666667
PNMA3	0.0815
OR4L1	0.2925
WIT1	-1.54625
EXOC3L	2.445
ATPBD4	-0.5026
KRBA1	-0.34825
UBXD6	-0.85525
HOXB7	-0.9735
C7orf23	0.398
UNQ338	-0.00400000000000002
STAB2	2.52275
CDC20B	0.562666666666667
IRF9	3.17175
CENTG1	0.96075
TNPO2	-0.4465
MCPH1	0.123375
BMS1P5	-0.88975
SLC26A7	0.9415
HIST1H3J	0.417
C9orf3	-0.1352
LBH	2.02775
MYO1D	1.04975
PTDSS2	-0.54575
NFU1	-0.04825
DEPDC4	-1.78425
WNT7B	-0.621
