Hybridization REF	TCGA-C8-A1HN-01A-11R-A137-07
GRIA3	0.9991
BHLHB9	1.3525
C1QTNF9	0.07875
GOPC	0.091
PNPLA8	0.311166666666667
ZNF444	0.9335
FMO1	2.37075
POLR3C	-0.44925
SLC35F3	-2.62225
SGCG	-3.12283333333333
DCDC2	-5.40966666666667
NANP	-0.35525
MGC23270	-0.7785
BEX4	1.47608333333333
HYDIN	0.9315
RPS6KB2	-1.2585
ADRM1	0.372166666666667
BAT3	-0.07925
RAB31	0.2344375
SCGB2A1	3.40625
SLC6A14	-4.990875
DDX4	-1.478
PRRC1	0.632333333333333
AP3B2	1.704
TRGV7	0.000833333333333325
TMEM184B	0.162
ADPRHL1	0.8655
C21orf45	0.023375
ARNTL	0.62425
AADAT	-0.557625
CCL2	0.9015
SNTB2	-0.890166666666667
RGS9BP	0.35625
KPNA1	0.30725
TMEM41B	0.0665
S100A11	0.590833333333333
DOT1L	-0.7215
EFHC2	0.592
CLTC	0.5315
SRP9	1.25414285714286
ZNF521	-1.324
FAM26F	0.207
GPR88	0.126166666666667
COL13A1	-1.18466666666667
CHMP4B	-0.1007
SIGLEC6	-0.0275
NFAM1	0.332625
PVRL2	0.9828
ALKBH4	0.2075
CCDC93	-0.99125
NXT1	-0.48725
KCNK4	0.4515
TROAP	-0.930166666666667
KCNA10	0.3045
CCDC114	0.348833333333333
RAN	-0.244583333333333
LMTK2	0.157
LOC400657	1.0875
UFC1	1.00425
UBE1DC1	-1.3055
EEF1A1	-0.968111111111111
CHAC1	-0.109
HMGA2	-5.3423
B3GALTL	0.3935
ING2	0.2995
C1orf109	0.36775
INTS3	0.997375
ZNF558	0.4145
TRPM4	2.11916666666667
LTB4R	-0.68
ISYNA1	-0.36525
LSM7	0.0775
LRRC47	-0.3816875
ZNF179	-3.03
EXDL1	0.481333333333333
SLC4A10	-1.8705
ACSS2	-0.782833333333333
COPS7B	-0.3525
KIAA0040	2.6165
C1orf95	-0.165
AP1GBP1	-0.49725
OR9A2	-0.2
FAM71C	0.00466666666666665
RIN1	-1.34166666666667
ITGA4	-1.485375
DNAJC6	-1.27283333333333
CLOCK	1.03933333333333
SLC35A4	0.7175
DSG4	0.194
LOC26010	-0.63775
NSUN2	-0.48775
TMEM86B	-0.3996
C14orf135	-0.1765
KIFC3	-1.79116666666667
PHF5A	-0.3855
NCAPH	-1.329875
STK11IP	-0.1565
FLJ42953	0.32375
CCDC19	4.179
ZNF329	0.331125
TAX1BP1	0.329
ZDHHC18	0.0493333333333333
C10orf88	0.22475
TMBIM4	3.2064
NMUR1	-0.7855
KIR2DS4	0.538
C9orf90	0.342
MGC87631	-0.789
KDR	2.7127
ST3GAL2	-1.399375
RLN2	1.36116666666667
HPD	-3.6285
MOXD1	-2.77283333333333
PDGFRL	1.10016666666667
SMYD4	-1.3825
FAM103A1	0.752666666666667
MFAP4	-2.01533333333333
LOC285141	1.6875
TMEM45B	-2.123625
SMCR7L	-0.874142857142857
GZMH	3.06575
CBLN1	-1.98633333333333
CNNM1	-1.16675
PHF17	-0.898583333333333
NUP98	-0.31125
RMI1	0.20325
PTPRS	0.941
ANKRD57	1.3995
CLDN15	-0.742833333333333
OR51A2	-1.1285
GUCA2B	0.2655
DOCK9	1.333
ITGB1BP1	-0.4665
DLG2	0.515875
BRAP	0.0455
SESN3	1.391
ZC3H7B	0.41425
FAM101A	1.59016666666667
FKSG24	-0.6465
ZYG11B	-0.64175
RFC2	-0.6885
SH2D3A	0.478166666666667
DVL3	0.32925
ADFP	-2.27616666666667
KRIT1	0.17075
SERTAD3	2.168
LEFTY2	-3.2655
KRT27	-0.147
SCFD2	0.052
MN1	-1.2565
RORA	-0.60675
PTPRD	-0.6765
PIAS2	-0.981
CYP4X1	0.368833333333333
FBXL15	0.0375
MYH15	-0.274333333333333
CRX	-0.0226666666666667
TBC1D13	-0.18825
SLC22A17	0.684833333333333
PLK2	0.336833333333333
ARHGAP9	1.038
EIF1B	-0.5865
C20orf185	0.34675
DEFA7P	0.512
PRIM1	-1.54333333333333
CRYAA	-1.91275
BACE1	-0.442
AGTRL1	0.425333333333333
ACAD9	0.275875
GRASP	-0.41775
RBP4	-3.85866666666667
TFB2M	0.40525
METTL9	-0.2062
ATP5O	-0.7845
SP100	0.0671
CPSF1	-0.628833333333333
S100A4	-0.1775
LIME1	-0.558
GPR137C	-0.64475
OR2A2	0.4515
C2orf29	-0.76775
NUP188	-0.8375
SDPR	-3.42075
RAI1	0.091625
RPS20	-0.8586
LAMB1	-1.3295
ADM2	0.983333333333333
ZNF229	-0.24925
DKFZp434K1815	-0.698
EPN3	3.573
CLIC3	-0.92
MEIG1	0.63875
HMGB4	-0.71475
STARD10	1.222125
KLF8	0.62925
EPB41L2	-0.7525
JMJD6	0.32925
CTSL1	-0.5855
GPR27	0.115
ELAVL4	1.36125
MMP21	0.4155
PPM1B	0.652875
SUV39H1	-0.82175
AAMP	0.4375
TUSC4	0.999833333333333
MBD6	0.54325
KLK13	-1.56975
FMNL3	0.537666666666667
TRIM13	-0.21525
C15orf5	-2.26075
IQCF1	-0.031125
CACNG8	0.6865
SLC35D3	0.477666666666667
ZDHHC9	0.823
ODF3L1	0.049
C9orf86	-0.0717
TSEN2	-0.515
C17orf64	-0.1105
SEPX1	0.9507
TSPO	1.264
SYMPK	-0.604
ADORA1	0.03225
TSPAN10	0.658125
SEMA6C	0.698166666666667
RTTN	-0.4029
IL2	-0.445
ARRDC3	-0.595333333333333
TBPL1	-0.936666666666667
STX12	0.81725
MRPL39	-1.13925
OR8H3	0.45
IFIT5	1.135
CASC5	-2.119375
FAM46A	-1.4345
HPCAL1	-0.654875
CYLC1	-0.1875
VGLL2	0.23625
C20orf191	-0.53025
CDH1	2.75108333333333
ITPA	-1.1745
CCDC101	0.82425
D15Wsu75e	0.419
EDA	-0.96575
CREG1	-0.63
OR7G2	0.819
SAP18	1.26008333333333
IFIT1	1.787
CALML3	-1.65016666666667
FLJ37440	1.107
FNDC5	-0.09925
SERPINB6	-0.0469285714285714
JUNB	0.5259
SYS1	1.524
SCN2A	-1.32016666666667
ZKSCAN5	-0.0888
WNT7A	0.086
TSHZ3	1.2785
RNF148	-0.45575
H6PD	-0.331875
CAD	-1.174
ZNF449	0.8575
DOCK10	-2.3675
FAIM2	0.100666666666667
HEXDC	0.95075
PRB1	-0.69775
C14orf148	-1.1955
ETHE1	0.337
IRF5	1.1365
GNMT	1.72233333333333
MGC16291	-1.29725
RPAIN	-1.12164285714286
CAGE1	0.572
CNTNAP3	-3.3795
ACTR1B	-0.6485
EEF1E1	-0.48875
MSX1	-0.363
ESF1	0.996
HSPC171	1.339
MRPL2	-0.2375
RDH12	-0.321166666666667
CELP	0.527
METRNL	1.576
C10orf116	3.32366666666667
C19orf48	-0.871
ZNF346	-0.598125
NCR1	-1.8235
C10orf64	0.1935
CD52	0.286
VPS18	0.357875
AP4S1	0.461166666666667
NPBWR1	1.0395
TPK1	1.25825
UBA52	-0.800888888888889
RIPK1	0.256833333333333
CPNE3	0.0693999999999999
HSPC159	-0.41975
C8orf38	1.66625
LRRC4B	-0.2515
PARP10	0.9235
ANKRD50	0.21725
CXCL9	5.31275
FGF18	1.02827272727273
EIF2A	-0.040375
SLC20A2	1.28766666666667
KIAA1549	0.73475
SPINT1	2.2513
ZNF584	0.0825
CRBN	-0.166666666666667
ABCF3	0.567166666666667
NCBP1	-1.08966666666667
PLA2G4F	0.911
PCDH10	0.8315
TTC21A	0.43075
C20orf144	0.5845
FGFR1OP2	-0.405666666666667
SLC9A1	0.1623
CHRND	0.122
FOXF1	-2.68225
KIAA1467	2.22425
TPO	-1.27216666666667
LTF	-0.123857142857143
DNAJB9	-0.62625
MRPS27	-0.3845
bA16L21.2.1	0.35075
WBP2	0.9775
MRGPRX3	-1.67916666666667
PRPF18	0.22875
C10orf58	-0.3185
SMOC1	-2.8992
ADAT3	0.590333333333333
TMEM138	0.26125
TMEM131	-0.631875
TIMM8B	1.25475
MYH7	-0.069
ST6GAL2	0.85125
KIF1C	-0.33575
SUHW2	-1.7325
PAPSS1	0.56625
CABP2	0.028
HOXA4	-2.021
ELF2	0.1335
SEMA3D	0.2738
MC5R	0.107
OGFR	0.516
FLJ30092	0.294833333333333
TGFA	-2.3309
MMP17	0.48375
KIF15	-1.1825
CHIA	0.66425
CATSPER3	0.31825
CEACAM7	2.03575
PADI2	1.166625
HOXA9	-0.859333333333333
LNX2	0.434
TMEM144	2.26525
HIF1AN	0.39
METTL7A	-1.1413
C6orf165	4.00183333333333
KIAA1468	0.66375
DSG3	-3.092
ZNF180	0.688833333333333
EIF4E3	1.383125
SLC46A1	1.469
DKK1	-5.22833333333333
ZNF205	1.071
LOC162073	0.680666666666667
COX7A1	4.23025
MAGEA1	-0.325166666666667
NEDD8	0.846083333333333
KLHDC5	0.0146111111111111
C3orf19	0.391833333333333
MRPS2	-0.718
POLR3H	0.491214285714286
ABHD11	1.2305
TMEM17	2.07925
PAIP2B	0.3244
MAT1A	-4.121
LGI3	0.2235
THUMPD2	-0.029
TKTL2	0.05325
XAGE3	-1.88533333333333
CALM3	0.587583333333333
C6orf136	0.0831666666666667
KCNC4	-0.796833333333333
RGS9	-0.173
ACIN1	-0.961666666666667
SPATS1	0.06
XKR8	-0.353
FAM84A	1.3595
MS4A7	4.87154545454546
AGXT2L2	-0.14575
OR1F1	0.333
SMAP1L	-0.162166666666667
IPO11	-0.109125
ZC3H11A	0.0338125
C1orf151	0.905375
RNASEH2A	-1.35825
CCR10	-0.9285
TXNDC11	0.79925
TMEM112	1.443125
MAP1B	-1.60864285714286
NVL	-0.24775
PKM2	-1.19835
ARC	0.517
NUP54	-0.761
PPFIBP2	0.863333333333333
STAT2	0.812
PTAFR	1.894
ROBO2	-0.602625
RNF40	1.03133333333333
CCDC135	-0.336666666666667
IFT81	0.5423
MORF4	-0.51475
TM7SF3	-0.352375
OR10H3	-0.0245
ABP1	-0.284875
CHRD	1.053
PLEKHA8	-0.604833333333333
NCALD	0.621
OR5AK2	0.237
ACCN1	2.17833333333333
SLITRK1	-0.573
ARMET	-0.37675
C9orf52	-0.0255
REEP4	-0.7155
MTSS1	4.131125
ADH1B	0.330166666666667
DLD	-0.4735
CDK5	0.079
PPFIA1	0.171
WFDC3	1.931
DNAJB12	0.750571428571429
RANGRF	-0.603
MLANA	-4.2905
AMY2B	0.26225
KIAA0319	1.9865
RPS7	-0.7095
JAK3	-0.232
ARFGEF1	2.6755
CXCL5	0.332916666666667
TRAPPC4	0.09975
CETN2	1.5605
HSPC111	-0.4635
RHOBTB3	-1.6515
PHLPP	0.7375
RGS10	0.7485
TMEM58	0.8475
CHERP	-0.5945
HSP90AB3P	-1.3035
FSTL3	-0.4655
PEX11A	1.6125
OR5V1	0.7575
FCN3	1.876
PTPN3	0.68775
NPTX1	-5.43525
C21orf84	-0.63225
C11orf51	0.00825000000000001
ZBED2	0.78125
FLJ90757	0.69075
NPY2R	1.989
PLD3	-0.1565
SYT17	2.59466666666667
SGSM2	-0.74625
OR1A2	0.5455
FOXP1	0.6675
SLC5A1	1.77425
POFUT1	-0.3766
EPHB6	-3.01933333333333
MYO1G	-1.479125
STAC	-2.5225
KLHL17	-0.190666666666667
RGMA	-1.2667
TJP2	-0.9497
FAM114A1	1.27866666666667
SERINC1	1.67925
SLC9A8	1.83925
PEX19	0.547125
EDN2	1.54725
PSMD7	-1.41822222222222
C3orf41	-2.9905
UQCR	0.2055
PPP1R3C	-2.14575
LRP4	-2.28566666666667
TM2D1	0.176
TTC17	-0.191
C4BPB	-0.922125
CCL25	0.39825
ZNF253	-0.565166666666667
CHRNA9	2.14925
SOX11	-1.137
HIVEP3	1.105
CGN	2.955
C3orf35	-0.2395
PKD2L1	3.69225
SYVN1	0.1195
PDE8B	-1.357875
LOC439951	0.7275
LTC4S	2.61233333333333
MIF4GD	0.437666666666667
SMARCA2	1.87275
TUBGCP6	-0.1555
CABLES1	0.186625
C16orf77	-0.0258333333333333
ZNF791	-0.3195
FUT5	-1.1685
ADH6	-2.99666666666667
P4HB	-0.11075
CLDND2	-1.48825
ALKBH8	0.25525
PLAC4	-0.109
F11R	0.436428571428571
MGC35295	0.281833333333333
PDZD4	-0.0465
LOC389073	-0.552
FAM80B	0.315666666666667
PSMB1	0.39775
TXN	-0.2825
VIPR1	1.1477
WBSCR18	0.6442
EXOSC6	-1.29283333333333
ACTA2	3.71383333333333
SP5	-3.51525
ANKRD1	-2.78225
DDR1	2.1033
ATP6V1D	-0.2095
PTGS1	0.0118333333333333
RNF157	0.7375
DCC	0.508
SPAG7	-0.58425
FBXO18	-0.4475
UBE3C	-0.0909
HOXC6	0.66675
LRP2BP	1.0975
MYST2	0.4255
PDSS2	0.57125
ATE1	-0.4285
ARAF	-0.85425
KLF10	0.12975
PLA2G2E	0.253
ASCL1	4.07233333333333
TSNAXIP1	2.01275
FAM131B	1.403625
IFNA10	0.9605
NUP43	-0.08025
FAM44B	0.16375
L1TD1	-5.0275
NMD3	-0.508666666666667
C18orf54	0.5942
PHOSPHO1	-0.3205
RAG2	-2.151
EMILIN3	0.161
METTL3	-1.25575
VPS13C	0.2975
REXO2	-0.38
ANXA4	-0.65775
CA1	-0.85725
DCP1B	0.36225
TULP3	-1.1495
ATP2A2	0.479571428571429
ATIC	-0.84475
ADAM15	-0.580916666666667
NPL	1.50883333333333
LGR4	-1.250125
UEVLD	0.420166666666667
GAB1	1.23375
SNAI2	-0.296
ZGPAT	0.5156
SNF1LK	-0.1965
DLEU1	-1.68875
UBE2Q1	0.890625
ZMYM6	0.06625
JPH3	-1.798
FAM38A	-0.384833333333333
PXK	0.318666666666667
DENND2D	2.364
BAX	-0.966416666666667
CP	-3.35763636363636
RPL37	-0.5364
G6PC3	1.2515
NCOA4	-0.305166666666667
LRRC14	1.25625
GORASP1	-0.1025
FCHO2	1.054
CYP24A1	-1.3588
FXYD3	1.359625
SMARCAL1	0.39375
ABCB8	0.4295
CCDC44	0.12525
PRDM7	-3.67125
USH1C	-1.06625
DNAH5	0.489833333333333
SRF	-0.164666666666667
MAL2	1.64533333333333
PGPEP1	-0.220083333333333
SIN3B	-0.783
SEMA3C	-2.303
GRAMD3	0.73625
FBXO10	0.145
OR5D13	1.5885
FLJ31818	-0.40075
CACNA1I	0.855625
S100A13	1.1315
TP63	-0.488714285714286
ANXA11	-0.225
WDR66	0.680375
CSF2RB	0.231
IFI44	0.631
DACT1	1.3225
ANKRD23	-0.7795
ATP5G1	0.175333333333333
C21orf70	-0.979666666666667
PPWD1	-1.3235
DNAJC13	0.17775
PAH	-2.77133333333333
PTCH2	0.5665
TRMU	-0.70775
CCDC9	0.613
USP3	-0.6304
DCLRE1C	0.3073
FAM55C	1.11725
FRMD4B	1.1655
CYP2R1	-0.13325
RFPL1	0.106
XPO5	-0.39575
ARL6IP2	-0.9535
OSBPL5	1.108
MMP9	4.12436363636364
KIAA0802	-1.3295
DHRS2	-3.37283333333333
SGEF	2.253875
TXNDC10	-0.428
EXOC6	-1.0445
RPS27	0.184333333333333
PNCK	-1.175
FSTL1	-0.986
AACS	-0.27075
SLMAP	0.633333333333333
SAMD4A	-1.0235
ABRA	0.1925
SMARCD3	0.228
PKNOX2	-1.60766666666667
A4GNT	0.0485
C9orf39	-0.339833333333333
RALYL	0.032
MGC33556	-2.799
C10orf25	-0.968
BBOX1	2.966
NHEDC1	1.93575
XDH	1.1725
GCSH	-1.792
EDN1	0.717666666666667
MTERF	-0.17325
CLK4	0.30425
ZNF799	-0.198666666666667
KCNG1	-1.335
CXCR4	0.179666666666667
PTPRR	-3.176
IRAK1	0.1435
LOC401397	-0.326
TMSB10	0.0506428571428571
CXCL3	-3.5616
TMC4	2.7255
OR7A10	0.5475
STYK1	3.55425
CHRNA10	-0.18425
CCNI	0.4465
EP300	0.124571428571429
LOC165186	-0.547833333333333
HIC2	-2.72275
SDR-O	-0.1815
OR2W1	0.2875
KCNA6	0.444
TRIM74	-2.048
REEP6	1.114
ATP5G2	0.161
ERG	0.612625
TMEM42	0.8555
PARN	1.00733333333333
SOD2	-0.9383125
DIRAS1	0.251166666666667
PNPT1	-0.62825
JOSD3	-1.65925
hCG_40738	-0.256
PDE1C	-2.195
SEMA4D	-0.9645
AGPAT1	0.380166666666667
NOSTRIN	0.484
MAP3K3	-0.314833333333333
MAX	0.165642857142857
CAPS	3.1445
SERPINA12	-0.2655
OSBPL8	-1.141625
RICS	0.7117
NR4A2	0.2175
PPCS	1.6005
LONP1	-1.16225
SCYL3	1.56675
HERC2P2	-1.37833333333333
FIBCD1	-0.8275
C15orf41	-0.0775
DMC1	-1.843
C20orf27	-1.463
RPS6KA5	-0.4397
FAHD1	0.370833333333333
SLC12A4	-0.687
BRCA1	-0.424583333333333
GBL	0.00175
SLK	-0.4485
NUDT9P1	-1.905
NOXO1	3.809
USP52	-0.6565
BAZ1B	0.974125
SLCO2B1	3.05075
BBS12	1.08366666666667
LRGUK	-0.413333333333333
TERF2IP	-0.172
COL1A1	4.664
KIAA0090	0.567875
GRK5	-0.688333333333333
AP1S2	-1.721
TMEM52	1.23316666666667
CA11	-0.66875
OR4A15	0.751166666666667
ACBD3	1.5088
SPAG11B	0.144375
PRDM2	0.7768
FOXP3	0.18375
SMYD3	-0.8724
LOC389199	0.989
LGI2	0.082
NAPE-PLD	-0.1999
ANKRD6	0.486
WDR45	1.05483333333333
SHROOM1	-0.6305
PSCD3	-0.173
PYY	0.384
KCNC1	-1.4625
ARHGEF9	0.9301
OR8J1	0.82075
GPR55	0.322333333333333
NS3BP	-2.5495
C10orf22	0.363
NAT8L	1.33525
DUSP4	-2.24333333333333
FOXM1	-0.625833333333333
GRAMD2	-1.0326
ZBTB48	0.174333333333333
BUD31	0.321
PABPC5	0.8735
CCDC41	-0.222
FBXO11	-0.140916666666667
C6orf148	0.52425
RFXAP	-0.8015
C6orf15	-0.201833333333333
CDK8	-1.23466666666667
C6orf70	1.066875
TESSP2	-0.406
ALG2	-0.17425
PPP1R3D	0.319
TPM3	0.5195
SYT13	4.227
EPB42	-0.428666666666667
CETN3	0.1255
PRY	0.3085
NTHL1	0.911833333333333
POLR2B	0.212
RPS28	-0.01075
P2RX3	0.45575
LYZL4	-0.454
WBP4	-0.0353
PMM1	-0.2815
C11orf79	0.3825
CBLL1	-0.9395
IL1F10	0.374333333333333
VAX2	0.4185
SETDB1	-0.0635
LRAP	-1.38983333333333
GCLM	1.0245
CPEB3	1.77175
PPM1A	0.017125
INTS1	-0.193
CAMTA1	2.04666666666667
SAMSN1	-1.41925
LOC158830	-2.93
GMPPA	-0.559125
AIPL1	0.2875
IL24	1.92825
BDKRB1	-1.17566666666667
MLF1	2.2166
TAF12	-0.00125
ID1	-2.829625
THADA	-0.085
PIK3CB	0.058
OR4N5	0.5
TBC1D17	-0.170833333333333
COX8A	0.76675
CDCA4	-1.4095
C2orf44	-0.491
ZNF534	0.1705
IMMP1L	0.28875
NIPSNAP3B	-0.333375
FTMT	0.630875
PWP2	-0.8105
MMP15	-0.0911
DNAH11	-1.36725
MTMR14	-0.56675
DNAL4	0.851
IPP	0.783
TMEM59	1.3245
C1orf157	0.841
RGS4	0.9555
DDX18	-0.144166666666667
SNX6	1.759
ZNHIT2	1.30283333333333
NCDN	0.310666666666667
FLJ33534	-0.144
RAG1	-2.492125
OR4D10	0.5205
PTPN5	-0.214666666666667
POMT1	0.482
LRRC8A	-0.1298
CYP1A1	-0.97975
CAPN1	-0.123333333333333
DDHD2	2.540625
GRIK2	-1.05766666666667
GNRHR	0.08525
PPBP	0.52
HTR3A	-0.9425
SLITRK4	0.3465
ANKRD49	0.267
BTF3	0.0323
SARS	-0.46575
C13orf18	-0.3455
CACNB1	-0.103714285714286
QKI	-0.00549999999999996
SETMAR	0.347625
MAN2B1	0.0805
EML3	-0.11025
ACADL	-0.811333333333333
OFD1	-0.077625
DEFB114	0.2045
CGA	-2.6542
PEX16	-0.128166666666667
LRRC10	-0.2
GNG12	-1.2275
C1orf152	0.074
CHRM1	0.709
CD53	0.347375
DBH	-1.0705
TFAP2B	-2.566
HIST1H2BJ	0.160666666666667
FAM46D	0.3075
TMEM11	-0.18925
C3orf32	-2.476
PCCB	-0.661625
IPO13	0.0875
C6orf105	-4.78
COMMD5	1.4715
SUV420H1	-0.4006
LTBR	1.43825
ARHGAP15	-1.58025
HDHD2	0.809
TDRKH	0.817666666666667
LOC401052	2.754
PSG4	-0.79175
GNB4	0.2715
SPATA4	3.36725
SLC9A3	-0.9765
OSBP	0.3205
NBPF3	-0.735916666666667
DOCK11	-1.354
SLC39A5	-1.199
PRR5	0.6937
C10orf63	2.585625
SMTNL2	-2.05675
ADRA1A	0.61375
ASAH1	1.9122
DOM3Z	0.5241
GIPR	0.583
AHI1	-0.333416666666667
NADSYN1	-0.114666666666667
RGS14	0.3645
IL18BP	0.5418
RTN4RL1	1.7195
ARMC6	-0.371
PSMD5	-1.4495
HK3	1.1196
OR4S1	0.566
RSU1	0.9454
MAD2L1	-1.06111111111111
EIF4A3	-0.44475
DLEC1	-1.03466666666667
E4F1	1.24266666666667
CHMP2B	1.2317
CAMSAP1	0.566
RPS21	-0.0245
ARID5A	-0.0475
UBE2N	0.331
IGSF8	1.40766666666667
MAGEB6	-2.7915
ACAD11	-1.1659
MGC4172	-0.2645
LMO4	-0.73825
KLKB1	0.42525
HP	-1.259
HDAC3	-0.6585
SCHIP1	0.48125
CLCA1	0.5005
OLFML2A	1.375625
C1orf112	-0.875
KIF19	0.26725
HAPLN4	0.1122
CXCR7	0.276
GOT2	0.084
RAB38	-2.42
DCX	2.68325
PPM1H	-1.30375
NFYC	0.533416666666667
KIN	0.457375
ZNF228	1.215
PLSCR4	1.19733333333333
HIG2	1.006
FAM79B	3.4735
C21orf86	-0.6859
KCNK10	-0.30275
ZNF738	-1.423625
FSTL5	-1.38
OR6A2	0.075
OTOA	1.05016666666667
EXOC1	0.65775
AHRR	-1.67875
PDAP1	-1.09641666666667
C19orf6	-0.163625
ZAN	0.3355
LY6G6E	0.463
EIF4E2	-0.105
C20orf198	0.862
ZNF324	0.84375
CYP3A5	-3.88333333333333
ENTPD7	1.20266666666667
MBOAT5	0.649333333333333
GJB5	-0.99
TTC13	0.312
S100Z	-1.62966666666667
KIAA0664	-0.968166666666667
PDGFRB	1.80458333333333
IL17D	-1.69125
OR56B4	0.1615
RDX	-1.857
SLC34A3	0.5665
IL28B	0.274
JUND	0.8465
CHRNB1	0.039125
CAMK2B	-0.223
FETUB	-1.82575
CXorf23	1.401
MRTO4	-0.89925
TTC3	-0.2952
NDUFB8	-0.256166666666667
EDG2	-2.04075
SEMA3G	0.14125
IL23A	-1.27275
GRHL1	0.2717
LOC441054	0.285
WDR65	1.49814285714286
PSTK	-0.266
STOML3	0.428666666666667
R3HDM2	0.2931
C5	-1.57475
SLC2A10	0.747333333333333
C3orf22	0.65775
PAQR3	-1.12784615384615
ANKRD26	-0.507416666666667
HCRTR1	0.197
LOC399947	-1.5525
PSD2	0.4875
TIGD2	-0.612666666666667
SCRN1	-0.997125
COQ10A	0.4365
DDI2	0.019
METTL7B	-0.742833333333333
UCN2	0.668
FAM92A3	-0.42975
WDR16	1.59
ZNF511	-0.155666666666667
ZMYM5	-0.94325
POLR3G	-2.157
ZNF586	0.37875
C1orf49	0.373166666666667
TANK	-0.243333333333333
RCAN1	-1.35866666666667
PELI3	1.77266666666667
LIMD2	-0.20575
TMEM189	0.84
NTN4	-1.807875
LOC151300	0.1175
CLEC2A	-1.5785
GPR135	-1.050375
DPYSL4	-3.2811
JAK2	-0.2835
TSHZ1	0.825
TM9SF4	-0.3025
ZNF264	1.258
SIRPG	1.11175
BICD1	-1.66775
HERC6	0.231666666666667
METTL5	-0.567
CASP1	0.18775
PRRT1	0.169666666666667
PLA2G4C	2.139
ICA1L	-0.0670714285714286
TPTE2	-0.447
OTUD7A	0.843666666666667
AQP11	-1.31075
APOA2	-3.8738
KALRN	-0.646
SECTM1	1.98241666666667
IFNAR1	-0.3515
TALDO1	0.445
RAB11FIP4	1.22758333333333
EIF5A	-1.4375
FAM49A	1.408
NEGR1	-0.383833333333333
YTHDC2	0.166625
EHD2	0.077625
NCF1	2.0747
SCRT2	1.4855
HOXA5	-0.926
NUP133	0.11175
FGF12	-1.0085
SLMO2	1.4445
SNTA1	0.858125
CACNG2	0.264625
GCM1	0.586375
ELF1	-0.278166666666667
TLR5	3.26
TCFL5	-0.3515
RBMY2FP	-0.391
LOC100125556	0.693625
FAM129B	0.391625
MAP3K7IP1	-0.1135
NCK2	-0.221
OXA1L	-0.89425
FMO9P	0.8575
ZSCAN12	-0.359
PSMD12	0.481583333333333
HSCB	-0.9355
CLDN10	-2.83125
MGC13053	-0.64025
HPCAL4	-0.703166666666667
ASZ1	-0.9285
MEX3D	0.1535
NFAT5	-1.6694
CSPG4LYP1	-0.101
FBXO3	0.2589
DVL1	0.190333333333333
CMKLR1	1.71383333333333
TYMS	-2.172375
PEF1	0.52825
ZNF750	0.142
MCM5	-0.5994
MEGF11	-1.79725
KCNK7	-0.0975
PTP4A3	0.712
C1QTNF2	-1.68816666666667
OR6S1	-0.3245
FAM122B	-0.36675
ZNF551	-1.097125
HBQ1	-2.1385
GEMIN6	0.06875
ARSK	-0.283
RBP7	3.61966666666667
CPNE9	0.26275
DSC1	-1.281
LOC730112	-0.613
MAP2K4	0.275
HS3ST5	-2.618
EPB41L3	0.26825
TEKT2	1.93175
CDKN2B	0.0808333333333334
ZNF480	-0.3445
MAP3K6	0.0703
MAP6	1.82633333333333
HN1	0.8434
OR2L13	0.567
SLC16A11	0.5085
FAM96A	-0.03675
APOL1	-0.40425
C5orf32	0.50275
RTP1	-0.429666666666667
RNF175	-0.750375
ZBTB41	1.692375
AHCTF1	0.064
SAE2	0.0584
ITGA2	-1.78541666666667
MME	-2.30133333333333
CCDC14	-1.13775
MAST4	0.892571428571428
KRT33B	-0.133
KCTD2	0.379833333333333
WDR26	0.520666666666667
MFI2	1.29025
NR4A3	-0.448125
ARSA	1.071
UNKL	1.46933333333333
SULT6B1	0.606
CCNA2	-1.5435
SOX15	-0.0655
PPAPDC1B	3.18408333333333
C19orf44	0.3535
MCAT	0.603416666666667
ARID1B	-0.011
OR52N1	-1.113
C12orf48	-0.7675
MAGI1	0.260875
NIPA2	-0.41575
GBX2	-1.12875
RSHL3	0.772125
RAVER1	0.3265
C15orf17	-0.1735
SLC30A2	0.771625
ZNF518	0.2255
PCYT1B	-1.607
C10orf114	-1.0565
EIF3H	1.525
SLC25A39	0.111333333333333
KIF1B	-0.41375
AMOTL2	0.03625
C6orf120	0.5435
PSRC1	-1.19675
PLA2G10	1.776875
KIF5C	1.428125
MRPL37	-0.5345
C17orf62	0.8865
C9orf135	-1.7265
DUSP10	0.9399
CLCNKB	0.0595
PSMA5	0.809875
C8orf53	2.3895
AMPD3	0.942833333333333
PIAS1	-0.44475
ADCYAP1R1	0.457
GYLTL1B	0.76175
CDH20	-0.2945
FBXO7	-0.54225
TMEM134	1.06866666666667
FLJ14213	0.0345
ZNF3	-0.10975
LRRFIP1	0.690083333333333
CNOT2	2.40275
ABI3	2.59225
ALDH5A1	-0.975583333333333
HNT	3.0601
SERPINA4	-2.44925
TK2	0.744666666666667
STMN1	-1.10644444444444
GUCA2A	0.165166666666667
GALNT10	0.384785714285714
DPP6	-0.746105263157895
C9orf93	0.138625
PRELID2	-1.75675
STK39	-0.00875000000000001
SFTPA1	-1.83866666666667
CKS2	-1.29811111111111
RHO	0.0265
C20orf135	0.54175
XKR3	-2.3355
CR1	0.224875
RPS6KA2	0.428285714285714
C20orf112	0.96675
MRPL22	0.023
C4orf23	0.654333333333333
GADD45B	1.345
KLHDC1	1.3095
C2orf48	-2.131
