Hybridization REF	TCGA-E2-A15M-11A-22R-A12D-07
LONP1	-2.454
SCYL3	0.56025
HERC2P2	-0.838
FIBCD1	-0.373
C15orf41	-0.34575
DMC1	-1.0752
C20orf27	-1.2585
RPS6KA5	0.8898
FAHD1	-0.323833333333333
SLC12A4	0.5395
BRCA1	-1.79508333333333
GBL	-1.6905
SLK	0.895333333333333
NUDT9P1	0.2075
NOXO1	-0.501
USP52	-1.10425
BAZ1B	-0.396875
SLCO2B1	3.84075
BBS12	1.86633333333333
LRGUK	-1.08
TERF2IP	1.25075
COL1A1	3.96
KIAA0090	-0.03525
GRK5	1.71816666666667
AP1S2	0.085
TMEM52	-0.778833333333333
CA11	0.02725
OR4A15	-0.0186666666666667
ACBD3	0.6492
SPAG11B	-0.4215
PRDM2	1.5362
FOXP3	0.392
SMYD3	-0.5795
LOC389199	-0.788
LGI2	1.84733333333333
NAPE-PLD	-0.2176
ANKRD6	0.4165
WDR45	0.173
SHROOM1	-0.672
PSCD3	-1.0845
PYY	0.1545
KCNC1	0.108
ARHGEF9	0.8706
OR8J1	-0.63375
GPR55	0.143666666666667
NS3BP	-3.368
C10orf22	0.784166666666667
NAT8L	1.471
DUSP4	-0.347333333333333
FOXM1	-4.74516666666667
GRAMD2	2.45911111111111
ZBTB48	-0.483833333333333
BUD31	-0.46
PABPC5	1.66
CCDC41	-1.19775
FBXO11	0.0618333333333334
C6orf148	-0.39725
RFXAP	0.105
C6orf15	-0.0303333333333333
CDK8	-0.774
C6orf70	-0.104625
TESSP2	-2.042
ALG2	0.45725
PPP1R3D	0.61275
TPM3	-0.180388888888889
SYT13	-1.383
EPB42	1.23
CETN3	-0.258
PRY	0.046
NTHL1	-0.792666666666667
POLR2B	0.108
RPS28	-0.140666666666667
P2RX3	0.318
LYZL4	0.43
WBP4	1.0884
PMM1	0.21025
C11orf79	0.21625
CBLL1	-0.18675
IL1F10	-0.0318
VAX2	-1.074
SETDB1	-0.319666666666667
LRAP	-2.80066666666667
GCLM	0.0208
CPEB3	2.825
PPM1A	0.971375
INTS1	-1.932
CAMTA1	1.33083333333333
SAMSN1	-0.75475
LOC158830	-2.0965
GMPPA	-1.15
AIPL1	0.783
IL24	0.409
BDKRB1	-1.06666666666667
MLF1	1.8229
TAF12	-0.05875
ID1	-1.507625
THADA	-0.202125
PIK3CB	0.04275
OR4N5	1.466
TBC1D17	-0.3055
COX8A	-1.87425
CDCA4	-0.96625
C2orf44	-1.46925
ZNF534	-1.326
IMMP1L	-1.625
NIPSNAP3B	1.026875
FTMT	0.43625
PWP2	-1.53383333333333
MMP15	-0.5047
DNAH11	-1.00925
MTMR14	-0.776285714285714
DNAL4	0.2335
IPP	-1.09725
TMEM59	2.533125
C1orf157	0.861
RGS4	-0.9888
DDX18	-0.114333333333333
SNX6	0.886
ZNHIT2	-0.8395
NCDN	-1.08766666666667
FLJ33534	-0.34925
RAG1	-0.0344285714285715
OR4D10	0.438
PTPN5	0.8335
POMT1	0.037375
LRRC8A	-0.0325
CYP1A1	0.3665
CAPN1	-0.9485
DDHD2	0.51775
GRIK2	-0.748666666666667
GNRHR	-0.185333333333333
PPBP	1.19025
HTR3A	-0.97225
SLITRK4	2.46025
ANKRD49	0.5685
BTF3	1.3087
SARS	0.1345
C13orf18	0.4252
CACNB1	-0.0735714285714286
QKI	0.968238095238095
SETMAR	1.10775
MAN2B1	-0.0341666666666667
EML3	-0.90925
ACADL	2.9185
OFD1	-0.0877500000000001
DEFB114	0.95
CGA	-3.16911111111111
PEX16	-0.0485
LRRC10	-0.2125
GNG12	-0.275
C1orf152	0.178833333333333
CHRM1	0.087
CD53	0.496625
DBH	-0.601
TFAP2B	3.525375
HIST1H2BJ	-1.9645
FAM46D	1.057
TMEM11	-0.00175
C3orf32	-2.29325
PCCB	-1.30325
IPO13	-0.23425
C6orf105	-1.8765
COMMD5	0.04
SUV420H1	-0.0123
LTBR	-0.1875
ARHGAP15	-0.32625
HDHD2	0.278
TDRKH	-0.9264
LOC401052	1.3585
PSG4	-0.4665
GNB4	0.5064
SPATA4	1.221
SLC9A3	0.2535
OSBP	0.2725
NBPF3	-0.294083333333333
DOCK11	-0.7115
SLC39A5	-0.942
PRR5	-0.6843
C10orf63	-1.38842857142857
SMTNL2	-2.06533333333333
ADRA1A	0.623333333333333
ASAH1	3.1806
DOM3Z	-0.5251
GIPR	0.461333333333333
AHI1	-0.463666666666667
NADSYN1	-1.40166666666667
RGS14	-1.2488
IL18BP	0.8712
RTN4RL1	1.25716666666667
ARMC6	-0.83925
PSMD5	0.330833333333333
HK3	0.47025
OR4S1	0.940333333333333
RSU1	1.6615
MAD2L1	-4.26044444444444
EIF4A3	-0.75525
DLEC1	-0.084
E4F1	-0.986666666666667
CHMP2B	1.4126
CAMSAP1	-1.755
RPS21	-0.607
ARID5A	2.07725
UBE2N	0.2198
IGSF8	-0.0176666666666667
MAGEB6	-0.414
ACAD11	-0.7696
MGC4172	-1.0945
LMO4	0.054
KLKB1	0.33925
HP	0.6715
HDAC3	-0.321
SCHIP1	2.28
CLCA1	1.348
OLFML2A	1.084875
C1orf112	-2.31325
KIF19	1.62718181818182
HAPLN4	-0.6893
CXCR7	4.0645
GOT2	0.4983
RAB38	-1.252125
DCX	-0.1625
PPM1H	-0.914916666666667
NFYC	-0.37575
KIN	0.398125
ZNF228	1.25025
PLSCR4	5.0235
HIG2	-1.2095
FAM79B	2.6735
C21orf86	-1.0001
KCNK10	-2.04433333333333
ZNF738	-1.5545
FSTL5	-1.4605
OR6A2	0.1875
OTOA	1.2176
EXOC1	0.96375
AHRR	-3.06825
PDAP1	-1.93766666666667
C19orf6	-1.663125
ZAN	-0.08025
LY6G6E	-0.151
EIF4E2	-0.58075
C20orf198	-0.84875
ZNF324	-0.2495
CYP3A5	-1.31233333333333
ENTPD7	-0.888333333333333
MBOAT5	-0.398333333333333
GJB5	-0.18575
TTC13	-0.69825
S100Z	-1.808
KIAA0664	-0.927833333333333
PDGFRB	2.855
IL17D	1.79
OR56B4	-0.128
RDX	-0.329666666666667
SLC34A3	-0.3905
IL28B	1.173
JUND	3.1685
CHRNB1	-0.616375
CAMK2B	-0.4705
FETUB	-0.45475
CXorf23	0.56475
MRTO4	-1.1025
TTC3	-0.0711
NDUFB8	0.122666666666667
EDG2	1.00575
SEMA3G	2.78475
IL23A	-1.31975
GRHL1	1.3453
LOC441054	-2.176
WDR65	1.5075
PSTK	0.059
STOML3	0.46375
R3HDM2	0.5094
C5	-1.54225
SLC2A10	-0.842833333333333
C3orf22	0.674
PAQR3	-0.485307692307692
ANKRD26	-0.760416666666667
HCRTR1	0.167
LOC399947	-0.112333333333333
PSD2	0.63875
TIGD2	0.314833333333333
SCRN1	-0.776857142857143
COQ10A	-0.4905
DDI2	1.9105
METTL7B	-0.0656666666666667
UCN2	-0.28875
FAM92A3	-0.64325
WDR16	0.75025
ZNF511	-0.7365
ZMYM5	0.158625
POLR3G	-2.268
ZNF586	-0.08625
C1orf49	0.352
TANK	2.10083333333333
RCAN1	2.95483333333333
PELI3	1.42183333333333
LIMD2	-0.3145
TMEM189	-1.6855
NTN4	2.80425
LOC151300	0.7495
CLEC2A	-0.2885
GPR135	-0.659625
DPYSL4	-3.0048
JAK2	1.125
TSHZ1	0.493666666666667
TM9SF4	-0.473375
ZNF264	-0.588666666666667
SIRPG	0.46225
BICD1	-1.012
HERC6	1.70483333333333
METTL5	0.0045
CASP1	2.5455
PRRT1	-0.247
PLA2G4C	2.51533333333333
ICA1L	-0.957615384615385
TPTE2	0.9494
OTUD7A	-3.12816666666667
AQP11	-2.123
APOA2	-4.65277777777778
KALRN	0.1829
SECTM1	0.0518333333333333
IFNAR1	0.9605
TALDO1	-0.1495
RAB11FIP4	-0.952583333333333
EIF5A	-1.86
FAM49A	3.0125
NEGR1	1.4885
YTHDC2	-1.138125
EHD2	1.358375
NCF1	1.0314
SCRT2	-1.062
HOXA5	0.7795
NUP133	0.05225
FGF12	-0.138
SLMO2	0.132125
SNTA1	0.081875
CACNG2	-0.6245
GCM1	-0.173571428571429
ELF1	1.25983333333333
TLR5	2.403
TCFL5	-0.683666666666667
RBMY2FP	-3.131
LOC100125556	-0.140125
FAM129B	-1.424125
MAP3K7IP1	-0.692875
NCK2	0.588
OXA1L	-1.09675
FMO9P	0.044
ZSCAN12	-0.4345
PSMD12	-0.051
HSCB	-0.2845
CLDN10	-1.1775
MGC13053	0.0636666666666667
HPCAL4	-0.0982
ASZ1	0.995
MEX3D	0.0314999999999999
NFAT5	-1.6764
CSPG4LYP1	-0.325166666666667
FBXO3	1.6901
DVL1	-1.43116666666667
CMKLR1	-0.148666666666667
TYMS	-4.13325
PEF1	0.67275
ZNF750	1.29666666666667
MCM5	-1.1358
MEGF11	-0.387666666666667
KCNK7	-0.301
PTP4A3	-0.5635
C1QTNF2	0.9065
OR6S1	0.405
FAM122B	-1.65375
ZNF551	-1.08975
HBQ1	-0.1765
GEMIN6	-0.7995
ARSK	1.63925
RBP7	5.97583333333333
CPNE9	-0.435
DSC1	1.799
LOC730112	0.28625
MAP2K4	1.054875
HS3ST5	-1.6545
EPB41L3	1.39075
TEKT2	0.2715
CDKN2B	-0.59325
ZNF480	-0.36975
MAP3K6	-0.1441
MAP6	1.96633333333333
HN1	-1.9926
OR2L13	2.13133333333333
SLC16A11	-0.4675
FAM96A	-1.2625
APOL1	0.419
C5orf32	0.8485
RTP1	0.298833333333333
RNF175	0.880125
ZBTB41	0.7615
AHCTF1	-0.9459
SAE2	1.046
ITGA2	-1.11883333333333
MME	3.96483333333333
CCDC14	-0.86075
MAST4	0.765571428571429
KRT33B	0.2495
KCTD2	0.2034
WDR26	0.46225
MFI2	0.31875
NR4A3	4.17728571428571
ARSA	0.26325
UNKL	-0.874
SULT6B1	0.1125
CCNA2	-3.56016666666667
SOX15	0.0235
PPAPDC1B	-0.592916666666667
C19orf44	0.1315
MCAT	-0.12825
ARID1B	-0.012375
OR52N1	1.3455
C12orf48	-2.513
MAGI1	0.0595
NIPA2	-0.38425
GBX2	-1.147
RSHL3	0.3305
RAVER1	-0.712166666666667
C15orf17	-0.07175
SLC30A2	0.0171249999999999
ZNF518	-1.1035
PCYT1B	-0.6205
C10orf114	-0.9655
EIF3H	1.28325
SLC25A39	-2.17366666666667
KIF1B	-0.130875
AMOTL2	2.85275
C6orf120	0.867875
PSRC1	-3.3635
PLA2G10	-0.8565
KIF5C	0.467625
MRPL37	-1.2305
C17orf62	-1.10866666666667
C9orf135	-1.2882
DUSP10	2.0945
CLCNKB	0.7685
PSMA5	0.58575
C8orf53	-0.93025
AMPD3	-0.129333333333333
PIAS1	-0.0515
ADCYAP1R1	-1.256
GYLTL1B	-0.81325
CDH20	0.6202
FBXO7	-0.546
TMEM134	-0.468666666666667
FLJ14213	0.8506
ZNF3	-1.35075
LRRFIP1	1.33779166666667
CNOT2	0.8745
ABI3	1.52875
ALDH5A1	-1.03008333333333
HNT	1.01366666666667
SERPINA4	-1.04266666666667
TK2	1.92572727272727
STMN1	-2.40066666666667
GUCA2A	-0.679
GALNT10	-0.147
DPP6	-0.188684210526316
C9orf93	-1.125375
PRELID2	-0.483625
STK39	-0.09
SFTPA1	-1.95366666666667
CKS2	-3.88688888888889
RHO	0.701833333333333
C20orf135	-0.2255
XKR3	-1.6215
CR1	-0.2805
RPS6KA2	0.977571428571429
C20orf112	1.2865
MRPL22	-0.13825
C4orf23	-0.134833333333333
GADD45B	3.94325
KLHDC1	2.102
C2orf48	-2.329
ZNF287	-0.0195
DAAM2	1.036
DPPA2	-2.23316666666667
TCTN3	0.172
DNAJB11	0.264
FPR1	2.85725
DEFB4	-0.4095
PTCD2	-1.4239
SMOC2	6.749
CABP7	1.425
SERPINB11	0.41575
MAGEF1	-0.54
NDE1	-0.777166666666667
ITGA10	null
FSHB	0.0615
ANXA2	1.9465
HORMAD2	-0.588
HLCS	-0.334
MCF2L	1.63283333333333
FH	-0.32175
TBC1D24	-2.25825
KIAA1505	2.25275
LGALS2	-1.01175
CNBD1	0.284
SYNPO2L	-0.811
PTPN23	-0.525714285714286
C1orf183	0.279166666666667
MAGEA8	-1.471
DGCR8	-2.353375
GSR	-1.55975
PAQR7	0.24425
ZNF676	-0.65625
CACNA1C	0.251222222222222
SP7	-0.784
PDCD6	-0.12
NRN1L	-0.669
BRI3BP	-3.5401
KIAA1183	0.53075
ASB4	0.098
CCL23	2.61333333333333
OBSL1	-0.429
SLC12A7	-0.320583333333333
KIAA0240	2.01525
CD1B	-2.7114
FCGR2A	0.761625
MDC1	-0.8815
HTR1A	-0.911333333333333
OCEL1	-0.29825
ATP11B	-0.073625
FBXO34	-0.0808333333333333
PCDH12	3.9365
RPE	-0.3705
C17orf74	0.243
CSDC2	0.5776
PET112L	0.25825
TMBIM1	0.856
P2RXL1	0.4635
TCHP	-0.98
TRMT1	-1.682
F2RL2	0.510166666666667
LRRC32	3.78033333333333
IMPG2	0.0525
BGLAP	0.174
LOC493869	-1.07316666666667
MRAS	3.01725
SLC35F5	0.87325
CBWD1	0.4595
AXL	0.405625
ATP2C2	-0.0745
TELO2	-1.96475
PNPLA3	-3.90675
PCDHB14	2.25125
CD276	-0.31825
KRT80	-1.05514285714286
DUSP28	0.079
CSNK1E	-0.632416666666667
SRP14	0.965
KCNQ4	-1.212
KRT72	0.1435
CCDC117	0.474375
C6orf89	0.551888888888889
TUBB2B	0.2075
RTN4IP1	-0.733
CR1L	-3.323
CEND1	-0.325285714285714
C12orf41	-0.319333333333333
RNF31	-0.59825
UBN1	-1.439
C17orf32	0.3415
SLC5A7	0.3835
GPR92	0.4545
ESAM	3.182
CTNNA1	1.67025
HRBL	0.0865
CBX4	-1.4375
TMEM182	0.489
SH3TC2	-0.332
IL10	0.7375
PXMP4	-0.9905
RNF167	-0.1989
PAK7	4.291
ETV3	0.047
ATPIF1	-0.775
LOC554207	-1.56425
OR8H1	-0.32325
WDFY3	1.1505
DPM1	-0.232
GPSM1	-1.0095
WDR92	-0.9956
LRP1	1.46483333333333
ANKH	-0.4285
THUMPD3	-0.732
POLR1B	-1.198
OLFM4	7.04683333333333
RAD9B	1.574
TSPY2	-1.433
PAX6	-2.20525
SCG2	-1.782625
SLC17A6	-0.487
FMO3	4.2825
PADI4	0.0791428571428572
TUBB4	-0.6248
NLK	-0.8115
POU4F3	0.2205
SDF4	-0.79725
ITGBL1	2.96033333333333
NETO1	-1.357
TAP2	0.374
ABBA-1	-1.09381818181818
GNAI1	2.32225
VPS4B	1.62275
NOPE	-0.249
GALNT6	0.0673333333333334
SESN1	2.23425
GBE1	-0.319555555555556
CLASP1	-0.857
RASGEF1B	1.549625
ACOT11	-0.203428571428571
AFAP1	0.8435
OR2H2	0.142
DPY19L2P1	-0.94725
DZIP1	-0.371
SEC22C	-0.0493333333333333
GPR161	-0.802583333333333
RNF146	1.25625
WDR74	-1.642625
GALP	0.358
PURA	-0.07925
DNPEP	-0.661666666666667
RP11-78J21.1	-0.17075
ERBB2	1.879
FANCM	-0.7425
NEO1	1.17166666666667
DDX3Y	-3.1635
RPS3A	1.881625
MXRA7	1.00557142857143
LGALS3	0.519
GLT8D1	0.91675
CFL2	0.957833333333333
UPB1	-0.58075
NAP1L5	0.68725
CLDN14	-2.33275
DHX38	-1.03875
BTBD1	0.44975
TARS2	-1.81566666666667
ABCF1	0.0495
FCF1	0.596666666666667
LRRC49	1.00025
GUCY1B2	-1.9005
C1orf177	0.189333333333333
SMARCA4	-2.03585714285714
LRP8	-3.7376
TAGLN3	-0.9335
MRPL14	-1.57125
TTRAP	-0.1005
ZDHHC20	-1.26775
NFE2L3	-1.5875
KIAA1377	1.827625
PALMD	3.8133
TMEM43	0.93125
TTL	-2.23385714285714
STAT5B	-2.0825
SSB	-0.487375
OR10H5	0.684
SLC22A13	-1.121
AKAP3	-0.08075
TIMM23	0.382666666666667
OAS2	0.627583333333333
KIAA0423	0.9045
TRIM11	-0.931333333333333
GLIS3	1.16971428571429
TMEM50B	1.21516666666667
ARHGEF4	-0.203375
DEGS1	0.129272727272727
TBL1XR1	0.169833333333333
G6PD	-1.57725
SP140	0.1499
MUC17	1.07016666666667
NUDC	0.7599
DNAJC5B	-1.0715
SCARA3	-0.6705
CPA3	6.913
BCAT2	-0.744875
MFN1	-0.0165
NRG3	0.116
SNX11	0.2515
PLEKHH1	-0.3298
GPR177	1.34733333333333
HCFC2	1.258
TCAP	-0.30075
MOCOS	-2.09925
C14orf93	0.1235
PRDM10	-0.117333333333333
SLC16A4	1.19158333333333
SRGAP1	-2.32616666666667
VIP	2.30066666666667
DUSP27	0.476166666666667
LILRA1	0.5546
MC2R	0.21
MGC24103	-0.7675
MBTD1	-1.8675
FUT11	-0.2365
USP33	0.9623
C15orf39	-1.743
MAP3K12	0.47925
PAAF1	-0.682
BARHL1	0.1435
FLJ16165	-0.099
PIWIL2	-2.053
SYNE1	1.4342
CMTM4	-0.550625
TSPYL1	2.0006
GUF1	-0.79
TMEM157	1.588
WDR44	1.14575
HIST1H3C	-0.10525
DKFZp666G057	1.179
RNPEP	-1.01025
GAS2L2	1.123
ADH4	-2.731
GRPR	1.9425
FBXL17	-2.80675
ZBTB10	0.967583333333333
Gcom1	2.15561111111111
HTRA1	3.2226
ZNF585A	-0.4158
SLC26A2	-0.952916666666667
OTOP3	-0.0962
WISP1	-0.0721111111111111
ATP2B4	-0.00291666666666662
FLJ10769	0.29125
CRAMP1L	0.0015
CHST12	-1.09225
RAB22A	-0.184583333333333
TARDBP	-0.0967857142857142
STAU1	-0.234
CRB3	0.406
MIG7	-0.317
CHMP1A	-0.549833333333333
ZNF160	-0.048375
B3GALT6	-0.956625
BARX1	-1.7
C6orf167	-1.97314285714286
NXNL1	0.7395
DHX29	0.443875
HADHB	0.117
PLXNB2	0.046625
ILDR1	-1.724
SLC15A3	1.67625
GAS2	-1.0755
C20orf69	-0.39975
NUMB	0.35425
TNIP1	0.297625
MESP1	0.730833333333333
PSKH1	-0.31875
NSFL1C	0.06375
RHOG	-0.23175
HEY1	-1.06616666666667
KNG1	-1.49125
ITGAX	0.529555555555556
LIN9	-0.291833333333333
CANT1	-0.324
XRN1	-0.5535
CCDC96	1.9464
HEATR6	-2.086
GNG7	0.254666666666667
RUNX2	0.236266666666667
SOX1	-1.2245
FCRL5	-0.584222222222222
ZNF99	0.329875
FAM9A	0.6325
SNX22	-0.213166666666667
MBNL3	-0.9605
ODC1	-0.6897
ADORA2B	-1.49416666666667
NR2F6	-1.7045
ZFYVE16	0.260705882352941
SYNJ2BP	0.0128
POLE	-1.98025
E2F2	-1.8595
THRA	1.16233333333333
PTGES2	-1.68183333333333
HIP1R	-0.117666666666667
TMUB1	-2.00616666666667
ENO3	-2.4255
RSPH10B	-0.666
CXorf39	-0.50275
IRGC	0.2555
GPR109B	3.172
FLJ13305	-1.5015
LCE3A	-0.7195
TNFRSF18	-1.20383333333333
DET1	0.07075
TRPM3	0.127818181818182
C16orf79	-0.5735
FECH	-0.309333333333333
RAP2A	0.122833333333333
CRIP1	2.16966666666667
AZIN1	0.969375
SLC7A7	3.63725
IL10RA	1.0017
TMEM64	-1.3905
CDC42EP4	1.0373
C16orf58	-0.971777777777778
ARG2	-1.9345
POU5F1P4	-5.3495
FAM62B	0.287875
DNAH8	-2.505625
ASH2L	0.87225
TSLP	1.321
CNTNAP5	-0.3812
TMEM16C	2.8545
IFNA14	2.4595
SLC1A3	1.999
CABYR	1.153
BCL7B	0.2361
NUDT13	-1.9255
C13orf28	1.34
C1orf53	-1.208
ARL6IP4	0.4958
RPL35A	0.24525
EMR3	0.753
RAB40C	-0.176916666666667
SLC41A1	0.0361666666666667
LRCH1	-0.0506666666666667
LY6G5B	0.452
FAM124A	0.497
MGC10981	-4.42283333333333
CLIP3	0.8662
MAP4K2	-1.18383333333333
CHIC1	1.00675
SULF1	3.7825
C20orf30	0.308357142857143
PRDM5	-1.0655
ELOVL1	0.01925
C11orf48	-1.40225
SLC39A10	-0.18225
KCNV1	0.39275
ACP1	-0.792833333333333
ZMYM2	-0.271125
B3GNT6	0.608
C9orf69	-1.19875
C2orf15	-0.0685
C20orf166	0.948
HSP90AA6P	-1.2685
EDG7	-2.546
NEURL	-1.419125
LPL	6.21583333333333
CLEC2D	-0.521428571428571
GRRP1	3.63966666666667
CD8B	-2.82933333333333
HIST1H3D	-2.68266666666667
SLC6A12	-0.441
FAM27L	-0.7455
CD84	-0.3835
RASA1	0.446
PHKG1	0.241
MAGEA11	-3.8955
IMPA1	0.1937
NPM3	-1.287
RARRES1	5.377
SH3BP1	-0.40775
B3GNTL1	-2.1665
ARPC5L	-0.696166666666667
KLHL26	0.00325
SIM2	-1.688
GJC1	-0.01
C20orf194	-0.47225
EXO1	-4.45375
SLC2A2	-0.546333333333333
LOC285074	-0.61325
LRG1	0.0745
KIRREL	-0.5155
PIK3R1	2.67935714285714
C4orf34	0.799
MAF	-0.0406111111111111
ADCY4	5.19
ZMIZ2	-0.1029
SLC46A3	0.924
STAMBP	-0.0595
CCDC16	1.29625
MS4A12	-0.0505
TCF20	0.873
LRRC46	-0.05825
C20orf152	2.67325
MRPS6	0.020375
ABCB11	2.176
KCNC2	0.998166666666667
CDH19	0.4118
C9orf123	0.614
SSH3	0.440125
LDLRAD1	-2.405
CCBE1	-0.368
ZNF135	1.251625
TAAR1	0.4755
WFDC12	-0.315
CCDC42	0.157333333333333
FLJ12529	-0.521
PER1	0.388
TIMM50	-0.565833333333333
SMARCAD1	0.129666666666667
FAM26C	0.826
TP53TG3	-1.16416666666667
SH3RF1	0.7252
LMCD1	3.5825
GPR63	0.043
FLJ21986	0.134625
AIFM3	-2.093
MICAL1	-1.35466666666667
BLZF1	0.695333333333333
IQCA	2.68033333333333
PCDHGC3	1.868
SAC	-0.147
BCL6B	2.98116666666667
DDO	0.413333333333333
MARCO	5.2045
DCHS1	1.85783333333333
C1orf170	-0.300333333333333
CD200R1	1.18416666666667
C22orf15	-0.127
SEPT11	-0.0465
ADNP	-0.783
UST	1.9792
C13orf34	-1.749
RFFL	-0.133571428571429
APBA3	-0.908
C2orf60	-0.799375
CUTL1	-0.7147
PMS1	-0.088125
ZNF689	-1.631
EIF3E	0.0288333333333333
IL9	1.1138
RPL31	0.73975
LY9	-0.0826666666666666
ATP2B3	0.151
KDELR2	0.30075
TFCP2	0.636
NLRP12	-1.168125
FLJ45422	-1.3035
TLE4	0.4508
ZNF570	-0.112
FLJ43806	-0.2445
TLK2	-1.0555
CIR	1.77425
MARS2	-1.0145
COL24A1	-0.68325
SDF2L1	-1.8905
HIBADH	0.888666666666667
IGFBP3	-0.07
C12orf23	1.577625
PSPC1	-0.21975
C20orf43	0.15575
TRAV20	0.2335
ARHGAP24	1.94725
KIAA1975	-0.872
C1QA	5.2295
DNTT	-4.82175
C10orf6	-0.525090909090909
C11orf41	-0.83575
HNRPF	1.950125
COL11A1	-0.947833333333333
UBAP2	-1.95816666666667
CDKN2AIPNL	-2.2505
C20orf174	2.86
SPRED2	0.863
PLA2G12A	0.144333333333333
ICEBERG	-0.469333333333333
SCN10A	0.988
C11orf65	-0.91225
GBP5	3.5275
PITPNC1	-0.504
POU3F3	-4.169
NCOA7	2.747875
LIN7C	0.199
LOC348840	0.693
NKX2-2	-2.22666666666667
ANKRD13D	-1.312
LOC123688	0.6115
FUT2	0.1596
TAAR8	0.7645
FZD4	1.66525
PNMA3	-0.122833333333333
OR4L1	0.297
WIT1	-1.43933333333333
EXOC3L	0.525
ATPBD4	0.8719
KRBA1	-1.435
UBXD6	-0.28
HOXB7	0.338142857142857
C7orf23	0.337
UNQ338	3.28575
STAB2	2.49975
CDC20B	0.4035
IRF9	1.92675
CENTG1	1.15475
TNPO2	-2.05825
MCPH1	0.243375
BMS1P5	-1.67575
SLC26A7	0.94725
HIST1H3J	-0.7565
C9orf3	0.9308
LBH	1.3475
MYO1D	0.0448571428571429
PTDSS2	-0.5255
NFU1	1.32225
DEPDC4	-0.621
WNT7B	-0.968222222222222
GLP2R	0.0016666666666667
SETD4	-1.1846
DYNLT3	0.4635
FKBP11	-1.6505
SESTD1	0.516666666666667
FLII	-0.08525
RPS16	0.3158
CHPF	-1.17716666666667
CSNK2A1	-0.776
SUMO1P1	0.40775
FKBP6	-0.198
ZNF214	1.1575
TWIST1	1.55716666666667
DDX56	-1.94266666666667
TRAM1L1	1.8144
EPO	-3.427
MRPS18B	-0.31425
ZNF682	-0.741333333333333
RPL14	0.743666666666667
MAFF	2.25875
LOC51136	-0.209875
LY96	1.399
DDX20	-0.23225
ABTB1	0.988333333333333
ARL5A	0.1458
CCT6A	-1.2255
HEPACAM	-0.453833333333333
EHHADH	0.729166666666667
RBAK	-1.96916666666667
CGB1	-0.11725
ITGB5	0.1935
YIPF3	-0.1485
FKBP2	-0.78475
NR1D1	-0.8923
TMEM110	-2.586
NEK2	-4.808
PRAMEF8	-1.9975
C20orf52	-1.27583333333333
PCDHGA3	-0.22
VWA3B	0.806666666666667
NDUFA5	-0.0140000000000001
THAP9	-0.234333333333333
FLVCR2	-0.374333333333333
AP1S1	-1.717625
SMAD6	-0.707
SAV1	1.6735
SAT1	1.797
ZNF251	0.774125
ADAMTS7	-0.708
RPP38	0.00524999999999999
C1orf211	-1.966
YPEL2	1.10831578947368
RBMS1	1.1625
ZNF445	-1.40766666666667
NRXN2	-0.5015
PGBD4	-0.6575
UGT2B28	2.85125
WBSCR16	-1.1734
NLRC3	-0.409875
ASTL	0.072
ST6GALNAC1	-0.8565
ZADH2	0.4315
MLLT4	0.66125
ARL6	0.459333333333333
MEF2C	1.35175
CBFA2T3	-0.3475
AFF3	0.0772857142857143
COG7	-0.912833333333333
MYB	-0.120666666666667
PLXNA3	0.146
XRCC2	-3.261
MMS19	-1.504875
ST8SIA5	-1.2945
CHPT1	1.1305
KIAA1712	-1.02366666666667
OR6X1	0.1845
ACTR3	0.44525
UGCG	-0.0405
OR4P4	-0.213
ZAP70	-3.081
LPP	1.780875
ZNF485	-0.63475
PTPRCAP	0.35225
IL12RB1	-0.49675
ATRX	0.8166
CHST8	-0.029
C14orf109	0.092
ARV1	0.26625
NMB	0.678857142857143
COX5A	-1.78583333333333
EIF6	-1.4545
MPPED2	-0.128333333333333
SEMG1	null
CHRDL1	2.006
TRAF3IP2	0.61725
WNK2	-0.9238
LILRA4	0.675166666666667
LAMA2	7.13725
PXT1	1.086
RLBP1	-1.651
CD300C	0.41625
SLTM	0.693375
FLJ10404	-1.0535
APOBEC3D	-3.53266666666667
RENBP	0.9805
ATXN7L1	-0.0145
NID1	1.14275
TUBGCP3	-0.622125
ITIH5	3.74455555555556
CCDC110	2.66425
C8A	-1.6395
MGC87042	1.09275
HOXC13	-1.53125
TFDP2	-0.67225
HCP5	0.86175
POLI	0.777
UCN	-2.10783333333333
ZNF764	-1.74016666666667
C8orf45	-0.59
FHL3	-0.59825
SPATA5L1	-0.95425
MMRN2	4.26
NDST1	-0.8005
COL20A1	-0.593333333333333
ZNF248	-0.237666666666667
PELP1	-1.024
MBL2	-1.38775
RNF41	0.135875
C5orf24	-1.584125
THOC5	-0.713875
SERINC3	0.83375
RP11-151A6.2	0.23525
CDCP2	0.179
HIST1H2AA	0.82225
C11orf75	0.486666666666667
FKBP7	0.541
DDOST	-1.009
GPNMB	2.52383333333333
TTF2	-2.09283333333333
KCNT1	0.724166666666667
SLC39A14	-0.441571428571429
NGRN	0.6554
GPR137B	2.27725
MECP2	0.042125
PSMA1	-0.386
C16orf73	-3.33375
TMEM60	-0.023
CSN3	0.638
NOS1	0.542
RAB7L1	-0.0108333333333333
YBX2	-1.498
KIAA1166	0.059125
FUBP3	1.06383333333333
ABCG1	0.5695
ACACA	-1.31516666666667
ARL11	-0.0325555555555555
ATOH1	0.343
