Hybridization REF	TCGA-BH-A0BO-01A-23R-A12D-07
FAM55C	0.141
FRMD4B	2.154
CYP2R1	-0.85375
RFPL1	-0.0341
XPO5	-1.41875
ARL6IP2	0.04
OSBPL5	1.1095
MMP9	2.42418181818182
KIAA0802	-0.188625
DHRS2	-4.6205
SGEF	0.875875
TXNDC10	-0.2306
EXOC6	0.876
RPS27	0.5685
PNCK	-1.35133333333333
FSTL1	0.414
AACS	0.41275
SLMAP	0.649166666666667
SAMD4A	1.0655
ABRA	0.60725
SMARCD3	0.6935
PKNOX2	-1.34933333333333
A4GNT	0.0165
C9orf39	-0.174166666666667
RALYL	0.3845
MGC33556	-2.651
C10orf25	-1.045
BBOX1	4.38475
NHEDC1	0.13575
XDH	-0.31675
GCSH	-1.619
EDN1	2.887
MTERF	-0.469
CLK4	0.988875
ZNF799	0.402166666666667
KCNG1	-2.052625
CXCR4	0.6295
PTPRR	-2.4715
IRAK1	-0.841
LOC401397	-0.58375
TMSB10	0.417928571428571
CXCL3	0.0972
TMC4	2.72225
OR7A10	-0.315
STYK1	2.7975
CHRNA10	1.05325
CCNI	0.96075
EP300	0.874571428571429
LOC165186	-0.0501666666666667
HIC2	-2.0815
SDR-O	-1.404
OR2W1	-0.08
KCNA6	-0.2755
TRIM74	-2.2265
REEP6	1.66675
ATP5G2	-0.30375
ERG	2.044375
TMEM42	-0.545
PARN	-0.558333333333333
SOD2	1.60625
DIRAS1	-0.00716666666666666
PNPT1	-1.3375
JOSD3	-0.84025
hCG_40738	-0.424
PDE1C	-1.6055
SEMA4D	-0.083125
AGPAT1	-0.228666666666667
NOSTRIN	2.0875
MAP3K3	-0.114166666666667
MAX	0.763357142857143
CAPS	-0.297166666666667
SERPINA12	-0.1845
OSBPL8	0.206625
RICS	1.7994
NR4A2	2.505
PPCS	1.03666666666667
LONP1	-1.7375
SCYL3	1.43275
HERC2P2	-0.661666666666667
FIBCD1	-0.721
C15orf41	-1.42125
DMC1	-0.736833333333333
C20orf27	-1.3895
RPS6KA5	0.9839
FAHD1	-0.424833333333333
SLC12A4	0.321
BRCA1	-2.16658333333333
GBL	-0.991
SLK	1.08783333333333
NUDT9P1	0.019
NOXO1	-0.145
USP52	-1.3205
BAZ1B	-0.34225
SLCO2B1	3.25025
BBS12	1.05916666666667
LRGUK	0.203166666666667
TERF2IP	0.038
COL1A1	5.037
KIAA0090	0.37275
GRK5	0.585333333333333
AP1S2	-0.848
TMEM52	-0.926166666666667
CA11	-0.240375
OR4A15	0.102166666666667
ACBD3	1.4927
SPAG11B	-0.0515
PRDM2	1.171
FOXP3	-0.29775
SMYD3	-0.1431
LOC389199	-0.0535
LGI2	2.08133333333333
NAPE-PLD	-0.3832
ANKRD6	1.2115
WDR45	0.0271666666666667
SHROOM1	1.96975
PSCD3	0.4675
PYY	0.264
KCNC1	-1.173
ARHGEF9	0.1452
OR8J1	0.11075
GPR55	-0.247666666666667
NS3BP	-2.758
C10orf22	0.619166666666667
NAT8L	-0.30425
DUSP4	1.752
FOXM1	-3.4555
GRAMD2	3.2096
ZBTB48	-0.2645
BUD31	-0.589
PABPC5	-0.149
CCDC41	-0.71475
FBXO11	0.322583333333333
C6orf148	-0.94175
RFXAP	-0.9555
C6orf15	0.00233333333333335
CDK8	-0.7945
C6orf70	0.239125
TESSP2	0.069
ALG2	0.73825
PPP1R3D	0.022
TPM3	0.785833333333333
SYT13	-2.48575
EPB42	-0.5195
CETN3	-1.44475
PRY	-0.2455
NTHL1	-1.57566666666667
POLR2B	-0.101
RPS28	-0.239333333333333
P2RX3	-0.01125
LYZL4	-0.42425
WBP4	0.4019
PMM1	-0.545
C11orf79	0.5035
CBLL1	-0.000250000000000004
IL1F10	0.17
VAX2	-0.97
SETDB1	-0.303833333333333
LRAP	-0.968666666666667
GCLM	-0.0828333333333333
CPEB3	1.95675
PPM1A	0.6014375
INTS1	-0.95275
CAMTA1	1.36425
SAMSN1	0.78925
LOC158830	-2.28616666666667
GMPPA	-0.656875
AIPL1	0.479
IL24	0.766333333333333
BDKRB1	1.02533333333333
MLF1	2.0358
TAF12	-0.53975
ID1	-1.187875
THADA	-0.19875
PIK3CB	-0.40525
OR4N5	-0.22
TBC1D17	-0.482333333333333
COX8A	-0.872
CDCA4	-0.914
C2orf44	-0.821
ZNF534	-1.21275
IMMP1L	-0.50225
NIPSNAP3B	0.85675
FTMT	0.202
PWP2	-0.271333333333333
MMP15	-1.2654
DNAH11	-1.537
MTMR14	-0.158375
DNAL4	0.7285
IPP	-1.1505
TMEM59	1.4255
C1orf157	0.2145
RGS4	0.791
DDX18	-0.1775
SNX6	0.0245
ZNHIT2	0.402
NCDN	0.1355
FLJ33534	-0.589
RAG1	-2.03857142857143
OR4D10	0.249
PTPN5	0.7945
POMT1	-0.039375
LRRC8A	1.2605
CYP1A1	-1.4525
CAPN1	0.156666666666667
DDHD2	-0.364875
GRIK2	-0.21225
GNRHR	0.78775
PPBP	1.59175
HTR3A	-1.004
SLITRK4	0.23675
ANKRD49	-0.01
BTF3	-0.1006
SARS	-0.12125
C13orf18	2.05216666666667
CACNB1	-0.185
QKI	0.817090909090909
SETMAR	0.627625
MAN2B1	0.620333333333333
EML3	-0.413
ACADL	1.4275
OFD1	-0.401375
DEFB114	0.071
CGA	-3.682
PEX16	-0.0958333333333333
LRRC10	-0.424
GNG12	0.9225
C1orf152	-0.220166666666667
CHRM1	0.0515
CD53	1.333
DBH	-0.76875
TFAP2B	2.02925
HIST1H2BJ	-1.1232
FAM46D	0.483
TMEM11	0.202
C3orf32	-3.03475
PCCB	-0.175375
IPO13	-0.37525
C6orf105	-2.20475
COMMD5	0.456
SUV420H1	0.2408
LTBR	1.243
ARHGAP15	0.03975
HDHD2	0.6505
TDRKH	0.762333333333333
LOC401052	1.6025
PSG4	-0.29375
GNB4	-0.131777777777778
SPATA4	2.12525
SLC9A3	-0.1815
OSBP	0.461
NBPF3	0.505083333333333
DOCK11	-0.186
SLC39A5	-2.174
PRR5	0.6215
C10orf63	0.130142857142857
SMTNL2	-0.7675
ADRA1A	0.21975
ASAH1	3.1452
DOM3Z	-0.2923
GIPR	0.100166666666667
AHI1	-0.356416666666667
NADSYN1	-0.269833333333333
RGS14	0.68
IL18BP	0.8616
RTN4RL1	2.73383333333333
ARMC6	-0.571
PSMD5	0.172
HK3	1.8491
OR4S1	0.471
RSU1	0.7496
MAD2L1	-3.77888888888889
EIF4A3	0.66525
DLEC1	0.0808333333333333
E4F1	-0.260166666666667
CHMP2B	0.88
CAMSAP1	-0.091
RPS21	-1.25383333333333
ARID5A	2.136
UBE2N	0.348
IGSF8	0.522833333333333
MAGEB6	-1.717
ACAD11	-1.1826
MGC4172	-0.74475
LMO4	0.459
KLKB1	0.36725
HP	-0.4625
HDAC3	0.045
SCHIP1	2.78625
CLCA1	-0.2915
OLFML2A	0.81575
C1orf112	-1.9855
KIF19	1.01675
HAPLN4	-0.4469
CXCR7	2.00016666666667
GOT2	-1.0063
RAB38	-0.972625
DCX	0.2105
PPM1H	-0.131583333333333
NFYC	0.0325
KIN	0.075125
ZNF228	1.266
PLSCR4	3.49016666666667
HIG2	-1.53225
FAM79B	6.913
C21orf86	-0.9663
KCNK10	1.30125
ZNF738	-0.935625
FSTL5	-1.615
OR6A2	-0.3495
OTOA	0.916333333333333
EXOC1	0.254125
AHRR	-3.18625
PDAP1	-2.2845
C19orf6	-0.28275
ZAN	-0.2475
LY6G6E	0.541
EIF4E2	-0.635
C20orf198	-0.4865
ZNF324	0.42975
CYP3A5	-1.30833333333333
ENTPD7	1.535
MBOAT5	0.5825
GJB5	-1.04975
TTC13	-0.41325
S100Z	-1.12966666666667
KIAA0664	-0.576166666666667
PDGFRB	2.24741666666667
IL17D	1.35225
OR56B4	0.695
RDX	-0.766666666666667
SLC34A3	-0.0335
IL28B	0.3745
JUND	2.0465
CHRNB1	-0.32125
CAMK2B	0.569
FETUB	-1.88975
CXorf23	1.305125
MRTO4	-0.965125
TTC3	0.697
NDUFB8	-0.240833333333333
EDG2	-0.36175
SEMA3G	1.87025
IL23A	-1.54375
GRHL1	1.4625
LOC441054	-1.1705
WDR65	0.886
PSTK	-0.5695
STOML3	0.166833333333333
R3HDM2	-0.1899
C5	-2.10525
SLC2A10	0.115166666666667
C3orf22	0.0495
PAQR3	-0.467076923076923
ANKRD26	-0.650083333333333
HCRTR1	0.1295
LOC399947	-0.67175
PSD2	0.47025
TIGD2	-1.27033333333333
SCRN1	-1.664125
COQ10A	-0.692
DDI2	0.2155
METTL7B	-0.746333333333333
UCN2	0.2405
FAM92A3	-0.93725
WDR16	0.01925
ZNF511	-0.559666666666667
ZMYM5	0.101
POLR3G	-2.65075
ZNF586	0.5165
C1orf49	0.455833333333333
TANK	1.04566666666667
RCAN1	1.57833333333333
PELI3	0.593666666666667
LIMD2	-0.299166666666667
TMEM189	-0.9795
NTN4	2.8635
LOC151300	-0.437
CLEC2A	-0.866
GPR135	-0.17775
DPYSL4	-2.4358
JAK2	0.534833333333333
TSHZ1	0.655666666666667
TM9SF4	-0.6285
ZNF264	1.01833333333333
SIRPG	0.748875
BICD1	-0.53575
HERC6	1.08466666666667
METTL5	-0.8405
CASP1	1.22125
PRRT1	-0.503
PLA2G4C	1.63766666666667
ICA1L	-0.389285714285714
TPTE2	-0.401833333333333
OTUD7A	0.3655
AQP11	-0.67975
APOA2	-4.5989
KALRN	0.1694
SECTM1	1.71633333333333
IFNAR1	0.3255
TALDO1	-0.222
RAB11FIP4	-0.0895
EIF5A	-1.258
FAM49A	3.32975
NEGR1	0.874333333333333
YTHDC2	0.655875
EHD2	0.329875
NCF1	2.511
SCRT2	-0.589
HOXA5	0.516166666666667
NUP133	-0.13375
FGF12	-0.7100625
SLMO2	-0.403875
SNTA1	0.07825
CACNG2	-0.022375
GCM1	1.025
ELF1	1.43283333333333
TLR5	2.88
TCFL5	-0.442916666666667
RBMY2FP	-0.0265
LOC100125556	-0.104
FAM129B	0.207
MAP3K7IP1	-0.559375
NCK2	-0.097
OXA1L	-1.0275
FMO9P	0.6755
ZSCAN12	0.37375
PSMD12	-0.166583333333333
HSCB	-0.25425
CLDN10	-2.20575
MGC13053	-1.45875
HPCAL4	0.317666666666667
ASZ1	-1.4685
MEX3D	0.322083333333333
NFAT5	-0.2329
CSPG4LYP1	-0.4565
FBXO3	1.169
DVL1	-0.4265
CMKLR1	1.26916666666667
TYMS	-3.966875
PEF1	1.177
ZNF750	-0.365333333333333
MCM5	-1.7478
MEGF11	0.1735
KCNK7	-0.19
PTP4A3	0.4875
C1QTNF2	0.137
OR6S1	0.077
FAM122B	-1.0915
ZNF551	-0.198875
HBQ1	-1.9975
GEMIN6	-1.04475
ARSK	-0.242
RBP7	3.27216666666667
CPNE9	0.10925
DSC1	2.547
LOC730112	-0.741
MAP2K4	1.610875
HS3ST5	-2.349
EPB41L3	1.21075
TEKT2	1.389
CDKN2B	0.619083333333333
ZNF480	-0.9375
MAP3K6	0.9671
MAP6	2.04716666666667
HN1	-0.2138
OR2L13	0.176833333333333
SLC16A11	0.327
FAM96A	-1.3535
APOL1	1.1035
C5orf32	0.89
RTP1	-0.405
RNF175	1.360875
ZBTB41	1.022125
AHCTF1	-0.0375
SAE2	-0.0901
ITGA2	0.961
MME	1.70483333333333
CCDC14	-1.54525
MAST4	1.787
KRT33B	-0.4945
KCTD2	0.690166666666667
WDR26	0.670416666666667
MFI2	0.3705
NR4A3	3.837125
ARSA	1.82175
UNKL	-1.08116666666667
SULT6B1	0.225
CCNA2	-4.388
SOX15	0.359
PPAPDC1B	0.510083333333333
C19orf44	-0.292
MCAT	0.393833333333333
ARID1B	-0.20825
OR52N1	1.269
C12orf48	-2.75475
MAGI1	1.280875
NIPA2	-0.1495
GBX2	-1.6195
RSHL3	0.44175
RAVER1	-0.324666666666667
C15orf17	-0.09275
SLC30A2	1.757875
ZNF518	-0.10825
PCYT1B	-1.791
C10orf114	-0.29125
EIF3H	0.235416666666667
SLC25A39	-1.16233333333333
KIF1B	-0.16625
AMOTL2	0.7485
C6orf120	0.48075
PSRC1	-3.32025
PLA2G10	0.327
KIF5C	0.214125
MRPL37	-1.224
C17orf62	0.2305
C9orf135	-1.5115
DUSP10	1.3613
CLCNKB	0.0065
PSMA5	-0.508375
C8orf53	0.31475
AMPD3	0.261166666666667
PIAS1	-0.06175
ADCYAP1R1	-0.0015
GYLTL1B	0.59375
CDH20	-0.528
FBXO7	-0.2545
TMEM134	0.236166666666667
FLJ14213	0.669833333333333
ZNF3	-0.3945
LRRFIP1	1.03604166666667
CNOT2	0.167416666666667
ABI3	2.7555
ALDH5A1	-0.929416666666667
HNT	2.2619
SERPINA4	-2.72775
TK2	0.469166666666667
STMN1	-2.50233333333333
GUCA2A	-0.0206666666666667
GALNT10	0.761285714285714
DPP6	-0.58065
C9orf93	0.153875
PRELID2	-0.50175
STK39	0.070375
SFTPA1	-0.970333333333333
CKS2	-3.46211111111111
RHO	0.14275
C20orf135	-0.474
XKR3	-2.481
CR1	0.97675
RPS6KA2	1.19278571428571
C20orf112	2.504
MRPL22	-0.2885
C4orf23	0.6535
GADD45B	3.74625
KLHDC1	1.57266666666667
C2orf48	-1.7135
ZNF287	0.615
DAAM2	-0.50025
DPPA2	-2.3115
TCTN3	0.496333333333333
DNAJB11	0.00837500000000002
FPR1	5.164
DEFB4	-0.027
PTCD2	-1.085
SMOC2	5.3665
CABP7	0.4265
SERPINB11	0.00900000000000001
MAGEF1	-0.629
NDE1	-0.571666666666667
ITGA10	0.715
FSHB	0.5425
ANXA2	1.0005
HORMAD2	0.15175
HLCS	0.20225
MCF2L	1.29833333333333
FH	-0.26125
TBC1D24	1.08125
KIAA1505	1.29575
LGALS2	-1.0355
CNBD1	-0.7035
SYNPO2L	-0.8855
PTPN23	0.0405714285714286
C1orf183	0.342333333333333
MAGEA8	-3.378
DGCR8	-1.29825
GSR	-1.163
PAQR7	0.34575
ZNF676	-0.631
CACNA1C	0.3778
SP7	0.4735
PDCD6	-0.377
NRN1L	-0.7725
BRI3BP	-1.34666666666667
KIAA1183	0.5595
ASB4	-0.196
CCL23	1.7407
OBSL1	-0.776875
SLC12A7	1.4025
KIAA0240	0.98075
CD1B	-3.31383333333333
FCGR2A	2.531875
MDC1	-1.29175
HTR1A	0.141
OCEL1	-0.1745
ATP11B	-0.2814375
FBXO34	0.926
PCDH12	3.36716666666667
RPE	-0.66475
C17orf74	0.217
CSDC2	1.07783333333333
PET112L	-0.24375
TMBIM1	1.06875
P2RXL1	-0.22175
TCHP	-1.0925
TRMT1	-1.25066666666667
F2RL2	2.15758333333333
LRRC32	4.45433333333333
IMPG2	-0.065
BGLAP	-0.172
LOC493869	-1.32466666666667
MRAS	2.533125
SLC35F5	0.67625
CBWD1	0.5415
AXL	-0.379125
ATP2C2	0.66425
TELO2	-1.07575
PNPLA3	-4.03725
PCDHB14	1.42025
CD276	0.44375
KRT80	-1.53025
DUSP28	-0.072
CSNK1E	0.346833333333333
SRP14	0.8815
KCNQ4	-0.462
KRT72	0.176166666666667
CCDC117	-0.1805
C6orf89	0.151722222222222
TUBB2B	-0.810666666666667
RTN4IP1	-1.7875
CR1L	-3.165
CEND1	0.097375
C12orf41	-0.183833333333333
RNF31	-0.159
UBN1	-0.548
C17orf32	0.196625
SLC5A7	0.541666666666667
GPR92	0.565
ESAM	3.1306
CTNNA1	0.6375
HRBL	-0.2994
CBX4	0.02275
TMEM182	0.40125
SH3TC2	-0.429666666666667
IL10	1.84
PXMP4	0.087
RNF167	-0.0743
PAK7	2.63566666666667
ETV3	-0.3535
ATPIF1	-0.7105
LOC554207	-1.637
OR8H1	0.125
WDFY3	1.313375
DPM1	-0.322
GPSM1	0.128
WDR92	-0.7967
LRP1	0.576833333333333
ANKH	0.532875
THUMPD3	-0.85825
POLR1B	-0.673
OLFM4	3.50933333333333
RAD9B	0.40575
TSPY2	-4.3805
PAX6	-1.49916666666667
SCG2	-0.0865
SLC17A6	0.41
FMO3	3.013625
PADI4	1.354
TUBB4	-0.0816
NLK	-0.29275
POU4F3	-0.3435
SDF4	-0.0025
ITGBL1	2.665
NETO1	-2.044875
TAP2	0.313625
ABBA-1	-0.314416666666667
GNAI1	0.443
VPS4B	0.793
NOPE	0.2772
GALNT6	2.14766666666667
SESN1	0.3845
GBE1	-1.05655555555556
CLASP1	-0.30875
RASGEF1B	1.095875
ACOT11	-0.743857142857143
AFAP1	0.7685
OR2H2	0.103
DPY19L2P1	-0.86275
DZIP1	-1.28125
SEC22C	-0.182666666666667
GPR161	-0.475416666666667
RNF146	0.253
WDR74	-0.6545
GALP	0.851
PURA	0.931
DNPEP	0.1925
RP11-78J21.1	-0.60425
ERBB2	1.97775
FANCM	-0.910083333333333
NEO1	0.780833333333333
DDX3Y	-4.3357
RPS3A	0.24675
MXRA7	0.425071428571429
LGALS3	0.471
GLT8D1	-0.196
CFL2	-1.10133333333333
UPB1	0.132
NAP1L5	1.1985
CLDN14	2.03375
DHX38	-0.779
BTBD1	0.28725
TARS2	-0.476166666666667
ABCF1	-0.1704
FCF1	0.238333333333333
LRRC49	0.4365
GUCY1B2	-2.719
C1orf177	0.1595
SMARCA4	-0.8145
LRP8	-3.82183333333333
TAGLN3	-0.57025
MRPL14	-0.49725
TTRAP	0.0855
ZDHHC20	0.7615
NFE2L3	-1.4825
KIAA1377	2.0315
PALMD	2.1997
TMEM43	0.38275
TTL	-0.731625
STAT5B	-0.777833333333333
SSB	-0.318125
OR10H5	0.534
SLC22A13	-1.075
AKAP3	-0.97375
TIMM23	0.0855
OAS2	1.02908333333333
KIAA0423	1.3475
TRIM11	0.284166666666667
GLIS3	1.332875
TMEM50B	0.917833333333333
ARHGEF4	-1.18575
DEGS1	0.611727272727273
TBL1XR1	0.4666
G6PD	-2.14175
SP140	0.5772
MUC17	-0.274928571428571
NUDC	-0.3085
DNAJC5B	0.252166666666667
SCARA3	0.349666666666667
CPA3	6.68883333333333
BCAT2	-0.0925
MFN1	0.0312
NRG3	0.582
SNX11	0.07825
PLEKHH1	-0.331
GPR177	0.474666666666667
HCFC2	1.044
TCAP	-0.51825
MOCOS	-1.51275
C14orf93	-1.19925
PRDM10	-0.279666666666667
SLC16A4	0.14575
SRGAP1	0.0798333333333333
VIP	0.8645
DUSP27	-0.175833333333333
LILRA1	1.9332
MC2R	0.145
MGC24103	-1.478
MBTD1	-1.607
FUT11	-0.688
USP33	0.715
C15orf39	-1.04175
MAP3K12	-0.036625
PAAF1	-1.098
BARHL1	0.67
FLJ16165	-1.407
PIWIL2	0.3335
SYNE1	1.20241666666667
CMTM4	-0.556625
TSPYL1	0.9028
GUF1	-1.02183333333333
TMEM157	1.3595
WDR44	1.13375
HIST1H3C	0.67
DKFZp666G057	0.5325
RNPEP	0.19925
GAS2L2	0.565
ADH4	-4.38175
GRPR	2.716
FBXL17	0.189
ZBTB10	0.5815
Gcom1	0.724333333333333
HTRA1	2.3477
ZNF585A	-0.655166666666667
SLC26A2	0.625769230769231
OTOP3	-0.0633333333333333
WISP1	3.45722222222222
ATP2B4	-0.738333333333333
FLJ10769	0.759
CRAMP1L	-0.467625
CHST12	-1.464
RAB22A	0.313333333333333
TARDBP	-0.0467857142857143
STAU1	-0.08875
CRB3	2.27516666666667
MIG7	-0.4965
CHMP1A	-0.634333333333333
ZNF160	-0.0875
B3GALT6	0.2105
BARX1	-2.35283333333333
C6orf167	-2.093125
NXNL1	0.533
DHX29	0.270625
HADHB	0.202
PLXNB2	1.116875
ILDR1	-1.0375
SLC15A3	2.41875
GAS2	-2.12
C20orf69	0.06775
NUMB	0.4275
TNIP1	0.66375
MESP1	1.57783333333333
PSKH1	-0.36825
NSFL1C	0.117375
RHOG	0.435
HEY1	-1.34316666666667
KNG1	-1.69075
ITGAX	2.5608
LIN9	-1.54166666666667
CANT1	0.506
XRN1	0.229
CCDC96	1.9847
HEATR6	-1.92283333333333
GNG7	0.939916666666667
RUNX2	0.6791875
SOX1	-0.0263333333333333
FCRL5	0.5767
ZNF99	0.00974999999999999
FAM9A	0.668
SNX22	1.28583333333333
MBNL3	-2.5145
ODC1	-1.2554
ADORA2B	-1.23566666666667
NR2F6	-0.3385
ZFYVE16	0.557555555555556
SYNJ2BP	0.7484
POLE	-1.60614285714286
E2F2	-2.22175
THRA	0.480833333333333
PTGES2	-1.25366666666667
HIP1R	0.543
TMUB1	-0.810333333333333
ENO3	-2.18175
RSPH10B	-0.1885
CXorf39	0.754625
IRGC	-0.1225
GPR109B	2.48725
FLJ13305	-1.0915
LCE3A	-0.9625
TNFRSF18	-0.319333333333333
DET1	-0.05575
TRPM3	-0.268
C16orf79	-1.6245
FECH	-0.1065
RAP2A	-0.270833333333333
CRIP1	3.10716666666667
AZIN1	0.018875
SLC7A7	3.00925
IL10RA	1.0532
TMEM64	-2.323
CDC42EP4	1.7273
C16orf58	-0.2566
ARG2	-1.38475
POU5F1P4	-5.332
FAM62B	0.618125
DNAH8	-2.55633333333333
ASH2L	-0.181875
TSLP	-0.2715
CNTNAP5	0.4185
TMEM16C	0.9205
IFNA14	0.86
SLC1A3	1.283375
CABYR	2.6105
BCL7B	0.2528
NUDT13	-1.39166666666667
C13orf28	0.2035
C1orf53	1.006
ARL6IP4	0.0561
RPL35A	-0.14875
EMR3	2.73875
RAB40C	0.224833333333333
SLC41A1	-0.0201666666666667
LRCH1	0.42525
LY6G5B	-0.2105
FAM124A	0.913642857142857
MGC10981	-4.28666666666667
CLIP3	-0.0475
MAP4K2	-0.300166666666667
CHIC1	0.5595
SULF1	2.53966666666667
C20orf30	0.101
PRDM5	-0.14125
ELOVL1	0.156
C11orf48	-1.08475
SLC39A10	-0.30375
KCNV1	-0.2375
ACP1	-0.417166666666667
ZMYM2	0.031625
B3GNT6	0.0266666666666667
C9orf69	-0.1195
C2orf15	-0.29725
C20orf166	0.618
HSP90AA6P	-0.9195
EDG7	-0.6175
NEURL	-1.373125
LPL	3.91316666666667
CLEC2D	-0.477214285714286
GRRP1	2.90283333333333
CD8B	-3.3234
HIST1H3D	-1.1665
SLC6A12	0.958625
FAM27L	-0.0275
CD84	1.4321
RASA1	0.457
PHKG1	0.459
MAGEA11	-2.0625
IMPA1	-0.132
NPM3	-2.05575
RARRES1	4.415
SH3BP1	-0.331375
B3GNTL1	-0.8205
ARPC5L	0.276666666666667
KLHL26	0.64725
SIM2	-1.402625
GJC1	-0.091
C20orf194	0.47625
EXO1	-3.86125
SLC2A2	-2.11233333333333
LOC285074	-1.55925
LRG1	3.26825
KIRREL	0.341
PIK3R1	1.97028571428571
C4orf34	1.44425
MAF	-0.773722222222222
ADCY4	4.761
ZMIZ2	0.0675
SLC46A3	1.54183333333333
STAMBP	-0.6495
CCDC16	0.91925
MS4A12	0.2725
TCF20	0.12375
LRRC46	1.29275
C20orf152	0.23975
MRPS6	-0.991
ABCB11	0.043
KCNC2	1.11033333333333
CDH19	-1.879
C9orf123	0.073
SSH3	1.058
LDLRAD1	-0.38475
CCBE1	0.644
ZNF135	1.00525
TAAR1	-0.0615
WFDC12	-0.422
CCDC42	-0.0223333333333333
FLJ12529	-0.25075
PER1	1.372
TIMM50	-0.948
SMARCAD1	-0.6255
FAM26C	0.362
TP53TG3	-2.48983333333333
SH3RF1	3.0724
LMCD1	3.48625
GPR63	-0.13
FLJ21986	-1.01825
AIFM3	-0.3515
MICAL1	-0.260833333333333
BLZF1	1.53616666666667
IQCA	1.59583333333333
PCDHGC3	-0.453
SAC	0.45475
BCL6B	3.58033333333333
DDO	0.03725
MARCO	3.90925
DCHS1	1.71266666666667
C1orf170	1.36466666666667
CD200R1	0.6365
C22orf15	-0.4165
SEPT11	0.697666666666667
ADNP	-0.0785
UST	0.3294
C13orf34	-1.6685
RFFL	0.447642857142857
APBA3	-0.303
C2orf60	-0.095875
CUTL1	-0.5736
PMS1	-0.90025
ZNF689	-0.058
EIF3E	-0.4815
IL9	0.316
RPL31	-0.298625
LY9	0.550833333333333
ATP2B3	0.184
KDELR2	0.214958333333333
TFCP2	-0.095
NLRP12	1.519875
FLJ45422	-0.74225
TLE4	0.1463
ZNF570	-0.0295
FLJ43806	-0.0225
TLK2	-0.441125
CIR	0.496
MARS2	0.9105
COL24A1	0.291
SDF2L1	-0.633
HIBADH	-0.00866666666666667
IGFBP3	-1.20992857142857
C12orf23	0.535625
PSPC1	0.05175
C20orf43	-0.103
TRAV20	0.396
ARHGAP24	1.7295
KIAA1975	-0.835125
C1QA	3.7228
DNTT	-4.38766666666667
C10orf6	-0.60625
C11orf41	-0.169125
HNRPF	0.714625
COL11A1	2.78566666666667
UBAP2	-0.822666666666667
CDKN2AIPNL	-1.6105
C20orf174	2.94425
SPRED2	0.80125
PLA2G12A	0.084
ICEBERG	-1.49316666666667
SCN10A	0.4375
C11orf65	0.19
GBP5	3.80175
PITPNC1	-0.276666666666667
POU3F3	0.517
NCOA7	1.68175
LIN7C	0.5041
LOC348840	-1.307
NKX2-2	-2.03875
ANKRD13D	-0.201125
LOC123688	0.411
FUT2	2.3935
TAAR8	-0.091
FZD4	0.375916666666667
PNMA3	-0.554
OR4L1	0.075
WIT1	-2.53225
EXOC3L	1.143
ATPBD4	0.0011
KRBA1	-0.572
UBXD6	-0.01375
HOXB7	-1.34507142857143
C7orf23	-0.1645
UNQ338	1.60775
STAB2	0.42725
CDC20B	0.48
IRF9	1.4595
CENTG1	0.38775
TNPO2	-1.349
MCPH1	0.083125
BMS1P5	-1.6765
SLC26A7	0.874
HIST1H3J	0.3235
C9orf3	0.7954
LBH	0.842
MYO1D	1.0575
PTDSS2	-0.22925
NFU1	0.47275
DEPDC4	-1.2655
WNT7B	1.5557
GLP2R	-1.10433333333333
SETD4	-0.3199
DYNLT3	-0.0148
FKBP11	-0.4015
SESTD1	0.693
FLII	0.89825
RPS16	-0.3718
CHPF	-0.114333333333333
CSNK2A1	-0.571666666666667
SUMO1P1	0.13
FKBP6	-1.178
ZNF214	0.3335
TWIST1	1.59533333333333
DDX56	-0.742
TRAM1L1	1.7121
EPO	-3.49233333333333
MRPS18B	-1.003
ZNF682	-0.523
RPL14	-0.345166666666667
MAFF	2.70075
LOC51136	0.17275
LY96	0.74475
DDX20	-0.13575
ABTB1	0.657666666666667
ARL5A	0.398
CCT6A	-1.1025
HEPACAM	0.0893333333333333
EHHADH	-0.263
RBAK	-0.03
CGB1	-0.00825000000000001
ITGB5	1.0272
YIPF3	-0.34475
FKBP2	0.115
NR1D1	-0.4396
TMEM110	0.4735
NEK2	-3.2295
PRAMEF8	-3.6705
C20orf52	-1.21833333333333
PCDHGA3	-1.032
VWA3B	0.24025
NDUFA5	0.257
THAP9	-0.5955
FLVCR2	0.67
AP1S1	-1.69575
SMAD6	-1.2055
SAV1	1.194875
SAT1	3.1195
ZNF251	0.07075
ADAMTS7	-0.0834
RPP38	0.52575
C1orf211	-2.095
YPEL2	1.9797
RBMS1	1.42975
ZNF445	-0.507
NRXN2	0.879333333333333
PGBD4	-0.443625
UGT2B28	1.74725
WBSCR16	-0.8684
NLRC3	-0.337625
ASTL	0.29675
ST6GALNAC1	-2.1135
ZADH2	-0.182625
MLLT4	0.1345
ARL6	-0.0566666666666667
MEF2C	1.6305
CBFA2T3	-0.7145
AFF3	0.960357142857143
COG7	-0.147
MYB	-0.971833333333333
PLXNA3	-0.2075
XRCC2	-1.893
MMS19	-0.657625
ST8SIA5	-1.12385714285714
CHPT1	1.18583333333333
KIAA1712	-1.0665
OR6X1	0.8215
ACTR3	0.580875
UGCG	2.71516666666667
OR4P4	0.2435
ZAP70	-3.44675
LPP	1.49525
ZNF485	-0.32025
PTPRCAP	-0.72225
IL12RB1	0.75025
ATRX	0.6024
CHST8	-0.531375
C14orf109	0.1965
ARV1	0.60325
