Hybridization REF	TCGA-E2-A15K-06A-11R-A12P-07
RPL14	-0.169666666666667
MAFF	-0.58525
LOC51136	-0.61425
LY96	-1.698
DDX20	-0.19125
ABTB1	1.14083333333333
ARL5A	-0.8043
CCT6A	-1.687
HEPACAM	-1.91583333333333
EHHADH	-0.854
RBAK	-0.620333333333333
CGB1	0.10025
ITGB5	1.1047
YIPF3	1.2415
FKBP2	1.04775
NR1D1	-0.1268
TMEM110	1.0365
NEK2	-0.202166666666667
PRAMEF8	-3.217
C20orf52	-0.481166666666667
PCDHGA3	-2.057
VWA3B	0.095
NDUFA5	0.4815
THAP9	0.1265
FLVCR2	-1.52816666666667
AP1S1	-1.646625
SMAD6	0.10825
SAV1	0.615125
SAT1	0.35825
ZNF251	0.822875
ADAMTS7	0.3361
RPP38	0.006
C1orf211	-1.246
YPEL2	2.217
RBMS1	-3.463
ZNF445	-0.0251666666666667
NRXN2	-0.602833333333333
PGBD4	-0.54575
UGT2B28	-3.54825
WBSCR16	-0.4666
NLRC3	-0.0179999999999999
ASTL	0.632
ST6GALNAC1	-1.26275
ZADH2	0.614
MLLT4	0.425416666666667
ARL6	-0.653
MEF2C	-1.12275
CBFA2T3	-1.8845
AFF3	2.32492857142857
COG7	1.54333333333333
MYB	0.8445
PLXNA3	0.149
XRCC2	-2.16816666666667
MMS19	-0.66575
ST8SIA5	-1.485125
CHPT1	0.3265
KIAA1712	-0.442875
OR6X1	0.639
ACTR3	-0.553625
UGCG	0.846166666666667
OR4P4	0.0815
ZAP70	-3.6695
LPP	1.61725
ZNF485	0.23375
PTPRCAP	0.15575
IL12RB1	0.3825
ATRX	-0.0372
CHST8	-3.0145
C14orf109	0.39975
ARV1	1.41725
NMB	-1.89114285714286
COX5A	-0.749333333333333
EIF6	-0.321
MPPED2	1.254
SEMG1	-3.4785
CHRDL1	-0.6955
TRAF3IP2	1.6955
WNK2	1.372
LILRA4	0.779666666666667
LAMA2	1.72375
PXT1	-0.4525
RLBP1	-4.313
CD300C	0.5305
SLTM	0.58075
FLJ10404	0.1004375
APOBEC3D	-3.01266666666667
RENBP	1.414
ATXN7L1	0.830125
NID1	-1.6395
TUBGCP3	-0.530625
ITIH5	0.778222222222222
CCDC110	2.93225
C8A	-3.101
MGC87042	-1.4865
HOXC13	-0.389
TFDP2	-1.5515
HCP5	1.099125
POLI	0.8855
UCN	0.533
ZNF764	1.07733333333333
C8orf45	0.777
FHL3	-0.851
SPATA5L1	-0.882
MMRN2	2.68216666666667
NDST1	1.127
COL20A1	-0.450333333333333
ZNF248	-0.278333333333333
PELP1	0.316166666666667
MBL2	-2.86616666666667
RNF41	0.728125
C5orf24	-0.02025
THOC5	-0.48475
SERINC3	-0.282833333333333
RP11-151A6.2	-1.517
CDCP2	0.2395
HIST1H2AA	0.05875
C11orf75	-1.38533333333333
FKBP7	-0.79875
DDOST	-0.2285
GPNMB	-1.9955
TTF2	-1.48483333333333
KCNT1	0.346166666666667
SLC39A14	-1.6715
NGRN	0.6183
GPR137B	-0.9315
MECP2	0.001625
PSMA1	-0.75975
C16orf73	-5.295
TMEM60	0.157166666666667
CSN3	-0.0855
NOS1	0.884
RAB7L1	-1.51
YBX2	1.076
KIAA1166	-0.8555
FUBP3	0.218
ABCG1	1.7505
ACACA	-0.193083333333333
ARL11	-0.2361
ATOH1	-0.4
ODF1	0.099
CREB3L3	-0.609666666666667
TMEM127	1.39357142857143
DSCAML1	-1.7945
PLN	1.7735
LYPLA1	0.743666666666667
PRDM9	-2.167
SASP	1.4285
PLUNC	0.5805
INTU	0.69825
HISPPD1	-0.36925
LNPEP	-0.263666666666667
YARS2	-0.671833333333333
APCDD1L	-2.478
ZCCHC4	-0.3662
FBXO22	-0.791166666666667
TTLL13	0.1655
ZNF669	-0.104166666666667
PTGDR	0.314
DDX27	-0.5175
KIAA0409	-0.244166666666667
GJB6	0.25775
ASB8	0.86875
PLP2	0.1065
MEPE	-0.0895
OR10J5	-0.6915
KRT222P	2.72
COQ7	1.047
C1orf101	-0.00624999999999999
RERG	3.6075
CHMP5	0.74275
THAP11	-0.211375
ZNF43	0.812833333333333
ZRANB3	-0.649333333333333
KRT13	0.404875
MRPL19	-0.546
RBBP9	-0.224875
SPATA17	1.63525
BXDC5	-0.093
PAFAH1B1	-0.385666666666667
MAGEE1	-0.2815
OSTF1	-0.11175
KIAA0323	0.630333333333333
TXNDC13	-0.443333333333333
CNTN4	-0.579125
LCE1B	0.0055
UNQ501	1.79875
ZNF154	0.4445
C3orf64	-1.678
SYT5	0.175
PON1	0.364666666666667
FLJ10357	-1.407875
ATP4A	-1.822
GNPDA1	-0.514666666666667
MGAT1	0.497833333333333
C14orf121	0.7415
SLC35B2	0.39575
MIER3	0.4775
CHEK1	-3.643375
ZNF8	0.34
TXNDC1	-0.712
CKB	-0.0829
RTN3	1.09692857142857
FZD2	-1.67383333333333
PART1	-0.203125
PSMB6	0.2195
PCDHB8	-2.543
PHC3	0.9779
PPP1R8	-0.754666666666667
NOVA2	1.56916666666667
TNFRSF11B	-3.871625
GOLPH3	1.229
UBLCP1	-0.6245
SUHW3	-1.27975
TTLL1	1.7055
OPN4	0.4265
OR13G1	-0.369
ZPBP2	-0.0578333333333333
HSD17B11	-2.038625
C9orf50	0.4455
DHDDS	0.327357142857143
CTSW	0.9759
NEFM	-3.941
MRPL28	0.24975
SYN1	1.13383333333333
PIGV	1.21633333333333
ZIM2	-1.668
APBB1	0.367
SND1	-0.59375
C1orf123	0.275833333333333
CHD3	0.5945
BHLHB8	0.4835
RNASE2	0.664333333333333
BCAP31	0.67475
SLC25A44	0.776666666666667
CHD6	-0.6324
PIB5PA	2.87192307692308
SELS	0.114125
LOC541471	-1.15325
FAT2	-1.3685
ZNF81	-0.2965
OR4C16	1.0645
FLJ10081	0.567
LRRC4	0.27275
CS	-0.335166666666667
N4BP2	-0.874625
IGFBP7	-0.13275
ZNF318	0.447666666666667
NDNL2	0.162875
ZNF609	0.179125
SIRT4	-0.36025
EXOSC10	-0.164
ECE2	-0.09875
OVGP1	0.68725
GTPBP3	-0.8
PACS2	0.6404
C19orf36	1.16116666666667
ARL4C	-2.877625
ATG4B	-0.134125
UBQLNL	2.1095
RHOXF2B	-4.3365
PLEKHG2	-1.534
GALR1	-1.439
AQP4	0.2682
HDAC7A	0.2425
DCUN1D3	0.64225
OR8A1	1.6165
CCRN4L	0.686375
CBR4	0.141833333333333
KIFC1	-1.4885
SLC7A14	-2.452
LHX5	0.674
TRPC7	0.2095
LPXN	-1.0675
SERPINA1	0.33
RPS13	-0.7074
BPIL3	2.5355
PRKAA1	-1.733
FADS2	0.4017
ENAH	0.9586875
PRO1768	-0.7725
APBA2BP	0.87375
LIPH	3.85783333333333
C3orf33	-1.604
RCC2	0.269142857142857
ALDH1A2	-4.1434
RNF103	2.2395
AHCY	-0.9855
ALG12	1.553
CCL17	0.94225
ZNF543	1.22766666666667
ESRRG	2.357
CNGA1	-1.44175
RDH5	-1.04483333333333
OTX1	-0.4857
PTGFR	-2.922
CDR2	1.463875
SELE	4.76075
NLGN2	-0.156833333333333
EXOSC9	-1.40025
ZNF566	-0.0755
KLRC2	-5.5565
GPR12	0.633
KIAA0196	0.25975
PDRG1	-0.55675
SSR3	-0.192285714285714
MSI1	-0.5165
CST9	0.814
CC2D1A	1.093125
PLAGL1	-1.75788888888889
ZNF778	-0.8345
RNF2	1.20975
KLF6	-0.373833333333333
THBD	0.862833333333333
tcag7.1314	1.68075
NR5A1	-0.1545
ABCD2	-0.287
DNAJC7	-0.932
CLEC4C	0.0905
TM2D3	0.726875
CCDC4	-1.5015
PLAC2	1.0255
DCD	0.112
FAAH	3.331
POLA1	-0.328
TM7SF2	-0.147125
FLJ39822	-1.21283333333333
FLOT2	0.782625
MAP4K1	-0.387333333333333
SRP68	0.26975
C21orf74	0.1465
ARPC5	-0.00487500000000001
LOC126075	2.32725
HECW2	0.169375
ZDHHC4	-0.171
ANKRD42	1.253
PDE9A	-2.11583333333333
ABCA8	-0.44
NDUFS2	0.81325
UBR5	-0.603875
BTBD16	-3.78375
LOC554174	0.289
ZNF20	1.802
KIAA1843	-0.6295
WDR17	-1.83883333333333
C15orf33	1.419
RNF113A	-0.55625
CAMKK1	0.642
CLCN2	0.6795
ANXA6	0.264
LOC340069	0.0425
EMID1	1.239625
DPM3	0.754916666666667
ELA1	0.3855
SLC25A13	-2.1821
KRT24	0.14875
SMPD1	0.528833333333333
TH	0.2165
COL6A2	-1.56092857142857
ANKS1B	2.58125
GPR126	-3.5218
ZC3H12A	0.647833333333333
TMEM47	-1.65783333333333
C2orf51	-0.256666666666667
C1orf88	3.248
HSF2BP	0.69925
AKAP10	0.37525
RPAP3	-1.0425
KLHDC8B	0.743
STOM	0.1805
MUPCDH	0.292625
C10orf72	-0.453875
PLEKHA3	0.650916666666667
TCP11L1	-2.1595
CWF19L1	0.05175
SPEF1	2.94792307692308
YSK4	0.2025
ELN	0.4882
SAMD8	0.95
MPI	-0.537666666666667
MEPCE	0.394
ABCC3	-0.97225
NANOGP1	-4.1375
KCNK17	-0.418125
HLA-DMB	3.76033333333333
RRAGA	0.5085
ANGEL1	0.2175
RBM32B	0.3125
CPN1	-3.15
MGC52282	-0.228
HLA-A	0.479166666666667
OR9G4	0.4085
EDNRB	-1.47
SCD	-3.27528571428571
C14orf80	-0.2305
BAGE2	0.2685
RABL4	1.858
RCVRN	0.136
SHANK1	0.1895
NLRP7	-3.27975
CD226	-0.14675
STAT3	1.03175
SYNJ2	-0.4869
TPCN2	0.285666666666667
WDR36	-1.18691666666667
MBD4	-0.243
ROBO1	-1.6947
ST3GAL6	-3.89675
SLAMF8	2.5375
ATN1	0.905333333333333
GPR141	0.4675
KRT36	0.326
TPH1	-0.0595
DDX52	-1.43125
ZSCAN29	0.316
TRPT1	0.1905
DPEP3	0.90275
DENND4A	-0.9395
TSPAN16	0.498
PTCHD2	0.259
LOC145814	0.1545
CAP1	0.463333333333333
EIF5A2	-3.7883
NT5DC3	-1.17225
SEPT9	-0.801625
SEZ6L2	1.764
EGFLAM	2.777
VPS11	0.42275
NDUFB5	-0.291166666666667
CIDEA	-0.525833333333333
IER5L	-0.8115
N6AMT1	-0.37925
FAM83C	0.2385
OXR1	0.344
IRX1	-0.5215
DGKB	-0.8325
GCN5L2	-0.709
MIR16	1.61525
FBXW9	0.54725
WDR4	-2.59083333333333
PDC	-0.02
VPS33B	-0.22525
HEXB	-0.0825
FLJ32214	0.3
TCEB3	-0.3925
CRLF1	-3.43475
ABI3BP	-0.2615
C8orf22	-4.28275
PYCR1	0.445125
KIAA1706	0.5715
CDK5R2	0.8615
WAS	0.571
C12orf60	-0.17325
CCBL2	-0.48975
MADD	0.49925
C5orf34	-1.21825
WDR42A	1.3679
KLF12	-1.08575
HSPA1A	2.7245
ITM2C	-2.48683333333333
DAPK2	3.1415
LOC442590	0.3815
SUMF2	-0.15275
CENPA	-2.26784615384615
TMED5	-0.3725
CDH6	-1.6559
BRP44	0.881
THG1L	-0.8945
GABRA2	-3.148
C14orf166	-0.25725
MYL1	-2.09333333333333
TNFSF18	0.7995
PAP2D	-1.70216666666667
PPIB	-0.97175
KLHL4	-1.392625
SFN	0.4505
CCDC127	0.78625
FRAP1	-0.0775
GOLGA5	1.00025
SDCCAG1	-0.070625
MGC21675	-0.107666666666667
C10orf95	0.3135
KIAA1345	-1.21383333333333
C1orf163	-2.396
LACE1	-0.590833333333333
OR10K2	0.7265
CENPN	-2.93664
TMED2	0.5915
UGT1A6	-1.9605
ANG	-0.2085
U2AF1	-0.441
CASC2	1.96216666666667
NMT2	-4.112
OSGEPL1	0.387375
DFNB31	0.473
SLC6A20	-0.291
DKC1	-1.307
FXYD4	-1.15975
WDR64	0.50325
MGC5590	0.4305
CREBZF	-0.708666666666667
DAZ1	-0.146
PRPSAP1	-0.21525
GCHFR	0.50725
TTC7A	-1.190625
LOC196993	2.171
UBD	-2.0565
S100A1	1.322125
RPL6	0.0273333333333333
DNAJB6	0.73025
NAGS	1.6011
C2orf58	0.2925
KERA	0.240166666666667
MT1X	-0.805
UBE2B	0.455
KEAP1	1.024
MST1	-1.506625
OMA1	1.377
ABLIM2	-0.6595
BCL2L13	0.00833333333333333
JAZF1	-1.6085
TMEM63B	1.5805
S100A8	-0.9556
ARFIP2	2.2295
UROS	1.45225
KHDRBS2	-1.3985
POLQ	-2.5195
SOAT1	-1.8175
SPAG4	-1.1215
MRPS30	-1.34383333333333
LOC494141	-0.86525
OR2T11	0.949
ORAOV1	1.414
ZNF184	-0.290833333333333
TCEB3B	0.1595
ADAM21	0.697
GDPD1	1.499
SPINLW1	0.3275
PRR14	1.29666666666667
KCTD9	-1.7659
NUDT3	0.559
KIAA1822	-0.2856
HIST1H4K	0.62
DFNA5	-4.36375
GABPA	-0.362
C14orf44	2.04925
POLB	0.8405
PTAR1	-0.92825
SEC31A	1.0477
TRIM58	-2.537
TAS2R14	-0.558
VPS8	1.08
H1F0	1.38
PRKCB1	-4.55183333333333
UGT2A1	0.2285
TOR1B	-0.08
LSS	-1.12275
C2orf19	0.1605
HNRNPC	0.669857142857143
TMEM100	-2.9945
LOC116349	-0.7525
OR51M1	-0.025
CCDC142	-0.2355
ISG15	0.5485625
ZCCHC14	-0.742
CREBL2	1.774125
TGDS	-1.55775
DC2	-0.6375
CACNA2D3	-2.19235714285714
ZNF429	0.493625
LYPD6	2.21833333333333
SUCLG1	-0.210166666666667
OR51I1	-0.7785
MAGEH1	-1.57025
PRPF40A	-0.5625
SMR3A	0.9285
SPINK2	-2.76975
THAP2	0.8935
NPY5R	5.8765
IRF4	-2.60575
SPESP1	1.75716666666667
OR10S1	0.1145
DTD1	-4.08325
TUBE1	-0.88425
DDX19A	-1.8235
PDPN	-3.3375
TMEM34	0.06975
MGAM	0.073
COL3A1	3.45227777777778
GFM2	0.0366
OR5A2	-1.0665
PSG9	-1.73333333333333
ARHGEF11	0.929166666666667
IVNS1ABP	-1.0953125
SIGIRR	1.8125
DUSP19	-1.656625
DNAJC14	0.2032
ACSS1	2.019
IL1RAPL2	0.321
C4orf30	-1.19425
SEPT4	1.06775
LANCL3	-3.1
SPAG17	4.91533333333333
PRDX3	0.29125
HNF1A	-1.69075
P4HA2	-0.6
RFWD3	-1.57733333333333
MOV10	-0.0495
DNAJA5	0.638928571428571
LOC729440	1.0455
LOC200383	0.1315
SMC2	-1.373
MIXL1	-0.917666666666667
TMEM9	1.0855
FAM86A	1.4205
ZNF174	1.289
MYH14	-0.9685
CCR8	-0.0875
VPS37C	0.367
GPATCH1	0.119666666666667
B3GNT8	2.4895
TBX4	-1.139
CNR2	0.258
PCDH1	2.12275
C5orf29	4.72475
OCIAD2	1.03575
PLCG2	-0.80225
KIAA0247	1.9975
HRH3	0.2121
CAPN13	4.166125
CCR1	-2.3402
MGC15523	-0.243055555555556
UVRAG	-0.484333333333333
DNAJA2	-1.1125
ITGA2B	0.140166666666667
CLDN5	2.80425
PTPRN2	-2.77492857142857
ZNF512	0.250333333333333
PSAP	0.996857142857143
CCDC140	-3.3955
LRRC55	0.199
CYP26C1	0.1045
C8orf47	-3.298
LYN	-0.35375
DUSP6	-0.1725
TGFB3	1.89846666666667
ELK1	-0.4451
PCDH11Y	-0.7278
HGD	-4.041
C17orf58	0.1295
MYO3A	0.3565
SERPINE2	-5.36366666666667
AARSD1	-0.062625
C14orf73	-0.66575
ADAM33	0.227
ZNF491	0.839
MAPK6	-0.4505
TCN1	4.63583333333333
SLC24A6	0.612
UBE2R2	0.45575
H1FNT	0.6975
TATDN2	0.0358333333333333
LILRB1	1.4735
P2RY5	0.4785
NUCB2	2.588
C2orf37	0.58025
SNX27	0.618666666666667
MTA3	0.985875
FOXO4	0.289625
ID4	-2.74066666666667
SOX5	-3.27966666666667
PXMP3	1.184
OR52M1	0.156
SFT2D3	0.23425
INA	-3.767
MCOLN1	0.852
NFIX	0.8232
CLEC14A	4.91233333333333
HIBCH	-0.451666666666667
PLA2G5	-0.10075
TIMM10	-0.077
MED17	-0.8997
COL4A4	-2.9005
TPP1	0.911833333333333
GJA3	-1.73266666666667
TMPRSS5	-1.5625
AADACL3	0.4355
DNMBP	1.5085
ENPP5	5.2355
NQO1	-1.0085
ZSCAN2	-0.541375
SEC24C	0.579833333333333
GTF2A1L	-1.8505
AXIN2	-0.5782
FAM33A	-1.48633333333333
C16orf13	1.276125
SPNS2	0.2155
TAF1	-0.2205
AP1G2	0.974
RBM42	0.1
HCN2	1.2565
EFHB	1.50566666666667
RUSC1	1.13216666666667
GRIK5	0.041
USP21	1.8105
ATAD3C	0.5125
ORMDL2	0.915
PRSS7	-3.9865
PSAT1	-7.06425
FLJ13195	-1.4515
TBC1D1	-0.4755
IFNG	0.11925
OTOS	0.4865
ZNF773	0.452166666666667
EMD	-0.8235
RETN	-0.1205
CCL8	2.0595
APH1A	1.155125
COX18	0.27
GTF2IRD2	0.08
CCDC82	-3.81975
PAFAH2	1.0459
NPEPL1	-0.7117
RP11-114G1.1	1.162
TP53INP1	2.619125
ZNF300	-0.515833333333333
FOXL2	-3.68025
LARP2	0.759833333333333
LATS1	0.41525
HTR6	-0.0665
SPOCK2	-0.834833333333333
RNF144B	3.2195
HTATIP2	-0.38725
MGC10334	1.04983333333333
CENTA2	1.81883333333333
FGF2	-4.548
FXYD7	0.000750000000000028
PHYHIPL	-3.044875
GPR34	4.913
DDX6	-0.8705
OR10W1	-0.05
LHFPL1	-2.523
ZNF313	-0.398357142857143
VPS28	0.84975
AP3M1	0.7511
AKR1CL2	-0.7435
TRAF4	0.234125
OR2B11	0.744
C19orf12	-0.472
AKAP9	0.943666666666667
C1orf62	0.2155
SLC20A1	-0.4024
FAM112A	-0.24225
LDB2	0.125
MRPS23	-1.328
KLK5	-0.144625
SPTB	-0.3416
EFEMP2	-0.04775
EFNB2	-0.63125
PCM1	0.203857142857143
NMNAT3	-1.5385
TSG101	0.528666666666667
C8orf40	0.577333333333333
NOB1	-1.8635
ABHD3	2.65375
GTF3C4	-0.01925
PIGN	1.47666666666667
GALNTL1	-1.22175
AEBP1	-0.559
OR9Q1	0.6815
ANKRD2	-0.68275
CCL28	1.94425
TRIM38	0.399833333333333
TMCC1	0.7095
SMG5	0.21825
LRRC7	0.7185
NCAPD2	-1.40466666666667
C6orf153	-0.7275
C1orf74	1.29625
OTUD6A	0.5415
DCP2	-0.776333333333333
TMEM24	-0.314
RPL18	-0.0486666666666667
TMEM177	-0.0205
LRRC37A3	0.7505
C1D	-0.377333333333333
LDHC	-2.26925
UBE4B	0.0411666666666667
NIT1	0.75275
BTN3A3	0.853
RASD1	0.9475
COMMD3	2.64325
SHFM1	-0.00225
BIRC8	-0.1165
DUT	-0.51475
C12orf51	-0.5475
LRRC59	0.0118333333333333
LY6H	-0.034
WDR22	0.455666666666667
EDEM1	0.510857142857143
ADH1A	0.78
PANX2	0.2216
CYP11B1	0.78725
CDC73	-0.52125
GPR172A	0.005
GSTM3	2.544
KCNA5	-0.954125
SERAC1	0.877
NFATC2	0.1115
ANAPC5	-0.3082
C15orf24	-0.00325
NFATC2IP	0.514
TNRC6C	0.03
MGC102966	-2.827625
FGD5	2.54483333333333
MED9	0.51625
RAB13	0.557666666666667
C15orf49	0.7775
CRYGS	0.0632
C12orf53	-1.1697
LOC283693	-0.737
COX6B2	-0.5375
PHF14	-0.122
FAM3A	0.332875
RPL13	-1.0595
PRDX2	0.8062
FLJ34047	-2.46625
PRMT3	-1.0175
KCTD19	-1.0395
TRIM10	-0.366833333333333
MGC26597	0.7316
GCNT4	0.228
GPRASP1	-0.87875
CDKN1C	-1.93033333333333
RHBDL2	2.1881
HSPH1	-0.1575
AQP1	2.25125
COL17A1	-3.2563
GFAP	0.223
CDC16	-0.1395
KIAA1614	-0.3605
C6orf118	-0.8118
ZSWIM5	-0.97175
FAM83F	2.1255
LYNX1	0.7045625
SYNPR	-1.072
XG	-0.991833333333333
PRSS16	-3.68425
KIF13B	1.94392857142857
PCDH9	-3.253
HIST1H2AH	0.716166666666667
RBM18	-0.5765
ZNF626	-0.10375
HEXIM2	1.577
ITFG1	-0.905
TUBG2	-0.0135
SFRS7	-0.304416666666667
C9orf14	0.838
EXTL1	1.6525
GBP3	2.38733333333333
WDR5	-1.666
RARG	1.24433333333333
MYO7A	0.717375
CECR6	0.29525
C13orf3	-1.481
SFRS18	-0.715125
ACVR1B	0.18
PSMD1	-0.5122
C7orf31	-1.49883333333333
ILVBL	0.2585
IFNGR1	0.831
RNF186	-0.503333333333333
NOL9	-1.5355
MAGEL2	-2.14525
SLC29A2	0.0595
NHSL1	-1.99625
RBMX	-0.11
PSORS1C2	0.409875
RAD51L3	0.0414166666666667
LCN6	1.051
ORAI2	-0.22975
BRUNOL6	0.203
OR4K5	-0.0325
CDC123	-0.80675
MSLN	-0.7255
WWTR1	-1.97183333333333
ZNF700	-0.262833333333333
COBL	1.1155
PPP1R16B	-0.76075
GAS7	-0.7627
MDN1	-0.846625
HAAO	-0.1375
C9orf68	3.50475
TNFAIP2	1.456625
FOXN1	0.717
hCG_2033311	0.213833333333333
ATP6V0D2	-1.4088
RPL41	0.164625
SLC38A1	0.001875
ARHGAP6	-1.82416666666667
ADAD2	-0.98125
PHF20L1	0.7876875
MCM3AP	0.656666666666667
ST3GAL3	0.374333333333333
SNX1	1.63283333333333
ELF5	-0.5775
PARP3	1.07675
RBM8A	-0.3696875
LINGO4	0.6645
ITGA9	-0.0458333333333333
ZFR	0.1975
ACSL6	-0.981
FLJ20699	-0.7847
DAOA	-0.0153333333333333
FABP4	2.02966666666667
KCNB1	-2.25525
CANX	-0.2955
SLC25A28	1.09466666666667
ADIPOR2	-0.392625
ECHDC2	2.437625
SMA4	1.4155
FRZB	2.09575
PABPC1	-0.755333333333333
DMRTB1	-0.00628571428571429
APOBEC3G	-1.94775
CATSPER2	-0.388166666666667
CUEDC1	0.567333333333333
STARD9	-2.66525
CLDN8	4.128
LOC23117	0.159
E2F6	-0.4815
TMEM126B	-1.68583333333333
DPY19L4	-0.125
GIMAP5	1.97783333333333
NDUFA9	-0.959166666666667
FAM77C	-0.513
CTPS2	0.92525
LOC51035	-0.211875
WDSOF1	-1.694
EGLN3	1.02675
PITX3	0.948333333333333
OR52E8	0.5355
GRM4	0.3585
KLK1	-3.1145
GPM6B	-4.60925
RRAGD	-2.63216666666667
PAGE5	-2.6655
UCHL5	-2.0015
ULK3	0.0698333333333333
AIM2	-1.84733333333333
PNO1	-1.58516666666667
OR2F2	0.4955
GNAT2	-0.427
SIX1	2.63125
ST13	0.35975
ZBTB44	-0.178875
TIMP2	-1.009
ZMAT4	-5.3675
GTF2IRD1	-0.0788333333333333
ZNF19	1.78666666666667
ZNF714	-0.6275
RSC1A1	0.661
C9orf80	0.78075
PSMA8	0.163666666666667
TMEM141	1.237
COX4I1	-0.7565
CTAGE1	1.09833333333333
DTWD1	-0.70775
HSD11B1	-0.899
KRT6B	-1.889
ARID4B	1.5295
LHFPL3	-0.057
WWP2	0.00641666666666667
ZNF326	-0.0601666666666667
RGPD1	-0.181
CTSH	1.4255
FASTKD1	-0.1495
PAF1	0.9858
TTC9C	-1.26025
IFT57	0.1817
PRSS36	0.443
IL20RB	-3.1395
ZNF592	0.0198333333333333
DCTD	-0.4751
CFP	0.4735
MFNG	-1.1555
JMJD2B	2.1665
ALDH3B1	0.99475
THSD4	2.41283333333333
KCNJ5	0.461333333333333
LMNA	0.0741666666666667
TBCD	0.077375
ZNF250	-0.497333333333333
CASQ2	2.09783333333333
PEG10	-5.07258333333333
PRAME	-5.44873333333333
NP	-1.126
TRIM59	-1.119
ZNF12	-0.2095
XTP3TPA	1.2715
SIGLEC7	-0.104
PANK4	0.255
FAM70A	-3.30283333333333
SNED1	-0.69925
HIP1	-0.0711
RAET1E	-1.90933333333333
AMAC1L2	-0.133
AHNAK2	-0.0425
TOE1	-0.449333333333333
RECQL4	-0.8685
SPRYD3	1.02525
DPAGT1	-0.48325
MAGED2	2.9421
ANKRD55	1.74925
TRPS1	3.91241666666667
DOK7	1.8725
TFPI2	-3.41175
GTF2H3	-1.00866666666667
CYP4F11	1.85525
LHX2	-5.276
ATG16L1	1.88066666666667
ASB12	0.341
C1orf116	1.616375
NF2	-0.2807
POM121	-0.5889
PHYHD1	-1.1586
TXNDC17	-0.0491666666666667
DKFZp779O175	-0.1155
NUP62	-0.279
MYO18B	1.6965
PRAMEF1	0.2405
TCBA1	0.221875
TMEM168	0.31125
FJX1	-1.08533333333333
CLCF1	1.2135
SEPN1	1.526875
IGSF2	1.0205
NUDCD1	-1.77816666666667
TFF3	3.1005
NDFIP1	0.493428571428571
CHCHD4	-0.799
TNR	0.302
CUTA	0.440833333333333
USP44	-4.53825
DPP10	-0.7806
IWS1	-0.338666666666667
PCGF1	1.16325
SULT1C4	-0.017
NTF5	0.70925
PTPN13	-2.7555
SSTR5	-0.215
SFRP1	-5.213625
IDH3B	0.01
SUOX	1.90633333333333
TMCO5	0.7195
GOLT1B	-0.647
MIB1	0.134714285714286
PCDHGB1	-0.2855
SUSD1	-0.2755
ICAM5	-3.258
PAPOLB	0.1355
URM1	0.3404
TMEM106B	0.4745
LRIG2	-0.9655
SLC27A5	-2.1065
CLIC6	-2.4739
ZNF420	0.833166666666667
SCN9A	-2.3762
KIAA1909	-1.90025
ELMOD1	-3.69775
PRKAG1	0.74475
FAM64A	-2.20077777777778
EEF1G	-1.19915
SMAD5	-0.588
INCENP	-3.35625
WASF2	-0.467
GARS	-1.9136
CDK10	-0.087
HLX	-0.044
MDM4	-0.30725
ZNRF1	-2.08614285714286
HHATL	-1.4645
FAM21C	1.1524
HIST2H3C	-0.2545
PFDN2	0.1005
ZNF200	-0.565
NDN	-3.33325
HBA2	-1.803
FBLN5	0.489
PUM1	0.228357142857143
TNNT1	1.30583333333333
C19orf59	-0.291833333333333
HNRPH2	1.23716666666667
RAB7A	0.164333333333333
PMS2	-0.7285
BIRC3	-0.738
NRSN2	1.15875
OR52K2	0.5155
SPOCK1	-3.74578571428572
H2AFY	0.77075
RXRB	0.104
ZNF638	0.237666666666667
ANKRD45	-0.959
ACTN4	0.295166666666667
FXC1	0.484
EIF2B5	1.0715
VPS33A	-0.4775
PINK1	0.72775
FAM106A	-0.3405
SKIP	0.706125
GAPDHS	0.42625
MUM1L1	-3.60025
PSTPIP1	-0.22375
CNTNAP1	-1.5826
CYP26A1	-1.91375
APOL2	-0.0112
TACC2	0.682625
COX7A2L	-0.214928571428571
HSD17B1	0.5263125
ARRB2	0.46075
SLC7A6	-0.926
HSD17B10	0.01575
RBJ	0.24025
NUP155	-2.15125
MRPL10	0.0443333333333333
CYCS	-1.58575
CCDC46	-1.8455
TECTA	-0.066
GNAL	-1.7475
LPO	0.3685
PEBP4	3.0635
DDX11	-1.387
C18orf12	0.2915
TAF9B	-0.213333333333333
IMP4	0.096
RPA4	-3.11333333333333
NDUFS1	-0.9525
UPK1A	-0.52
ARRDC2	0.703333333333333
C18orf20	-0.0505
AES	1.06535714285714
CD2BP2	0.965
C16orf54	-0.578
UGT2B17	-2.938875
FGFR1	-2.34181818181818
CEACAM6	5.2101
CHRM5	-0.1775
CERK	-0.057375
AP3S2	0.701571428571429
ANKS4B	-1.24825
CLCNKA	0.3395
ZNF208	0.684166666666667
HLA-DRB5	3.4765
CARKL	0.0265
GOT1	-0.233166666666667
CASP6	0.847
HOXA1	-0.8495
RCL1	-1.33925
ZNF181	1.01366666666667
RAB40B	1.0125
MRPL38	0.436875
LRRN2	3.6345
C3orf25	2.3045
OR5D14	0.3135
OR10AG1	0.442
BET1L	0.9263
FRY	4.4825
AK3L1	-2.3275
CSF3R	2.427
POLR3K	0.645333333333333
ATG2B	0.788333333333333
EPS8	-0.836166666666667
