Hybridization REF	TCGA-BH-A1EW-11B-33R-A137-07
LRAP	-1.37133333333333
GCLM	0.215666666666667
CPEB3	2.0945
PPM1A	0.5444375
INTS1	-1.40375
CAMTA1	1.91141666666667
SAMSN1	-1.07925
LOC158830	-0.843666666666667
GMPPA	-2.287625
AIPL1	-0.0843333333333333
IL24	0.213916666666667
BDKRB1	-1.70933333333333
MLF1	1.9927
TAF12	0.28425
ID1	-1.725375
THADA	-0.932
PIK3CB	-1.18125
OR4N5	1.206
TBC1D17	-0.781
COX8A	-0.59025
CDCA4	-2.11975
C2orf44	-0.72775
ZNF534	-0.2635
IMMP1L	1.69525
NIPSNAP3B	1.5875
FTMT	1.230875
PWP2	-1.7685
MMP15	-1.5391
DNAH11	-2.31725
MTMR14	-1.405
DNAL4	-1.2185
IPP	-0.000749999999999997
TMEM59	2.330625
C1orf157	0.807
RGS4	0.153
DDX18	-1.048
SNX6	0.152
ZNHIT2	-1.17766666666667
NCDN	-1.41216666666667
FLJ33534	0.08675
RAG1	-1.14025
OR4D10	0.7395
PTPN5	-0.228166666666667
POMT1	0.2265
LRRC8A	-0.9759
CYP1A1	-0.92175
CAPN1	-2.94466666666667
DDHD2	0.535125
GRIK2	-0.15725
GNRHR	-0.29175
PPBP	1.6205
HTR3A	-0.450375
SLITRK4	2.18025
ANKRD49	0.83875
BTF3	1.0145
SARS	-1.185
C13orf18	0.868
CACNB1	-0.379428571428571
QKI	0.334181818181818
SETMAR	0.82425
MAN2B1	-0.861333333333333
EML3	-3.303
ACADL	3.50283333333333
OFD1	-0.0345000000000001
DEFB114	1.249
CGA	-3.3572
PEX16	-1.08083333333333
LRRC10	1.0015
GNG12	-0.8225
C1orf152	-0.777333333333333
CHRM1	0.016
CD53	0.32
DBH	-1.32625
TFAP2B	3.586
HIST1H2BJ	-1.69483333333333
FAM46D	1.416
TMEM11	0.247
C3orf32	-2.331
PCCB	-2.127875
IPO13	-0.743625
C6orf105	-1.5815
COMMD5	0.10175
SUV420H1	-0.4307
LTBR	-1.61
ARHGAP15	-1.023875
HDHD2	0.83
TDRKH	-0.430666666666667
LOC401052	0.428
PSG4	-1.2715
GNB4	-0.0432999999999999
SPATA4	4.1
SLC9A3	0.454
OSBP	-0.785833333333333
NBPF3	-1.33375
DOCK11	-0.1605
SLC39A5	-1.52766666666667
PRR5	0.1662
C10orf63	0.809625
SMTNL2	-1.16175
ADRA1A	1.011
ASAH1	2.9122
DOM3Z	-0.5383
GIPR	0.533666666666667
AHI1	-0.329333333333333
NADSYN1	-1.299
RGS14	-1.3581
IL18BP	1.1683
RTN4RL1	1.95366666666667
ARMC6	-1.65575
PSMD5	-0.921333333333333
HK3	0.5397
OR4S1	0.46325
RSU1	0.3591
MAD2L1	-1.88688888888889
EIF4A3	-0.6805
DLEC1	0.818333333333333
E4F1	-0.736
CHMP2B	1.9533
CAMSAP1	-0.7715
RPS21	0.586833333333333
ARID5A	0.84425
UBE2N	-0.1068
IGSF8	0.1175
MAGEB6	-0.591
ACAD11	-0.7471
MGC4172	-1.4565
LMO4	0.316
KLKB1	-0.37725
HP	-0.5965
HDAC3	-0.66075
SCHIP1	2.33275
CLCA1	0.204
OLFML2A	1.199625
C1orf112	-0.5875
KIF19	1.8945
HAPLN4	0.6032
CXCR7	1.36283333333333
GOT2	-0.0964
RAB38	-0.700125
DCX	3.97025
PPM1H	0.144083333333333
NFYC	-0.34075
KIN	1.0755
ZNF228	2.24775
PLSCR4	4.33066666666667
HIG2	-0.275
FAM79B	6.394
C21orf86	-0.0699
KCNK10	-0.485
ZNF738	-0.508625
FSTL5	-1.13166666666667
OR6A2	0.7525
OTOA	1.0445
EXOC1	1.0865
AHRR	-2.88525
PDAP1	-3.07083333333333
C19orf6	-1.79375
ZAN	0.49425
LY6G6E	0.768
EIF4E2	-0.55625
C20orf198	0.5355
ZNF324	0.223
CYP3A5	-2.14416666666667
ENTPD7	1.10366666666667
MBOAT5	-1.4935
GJB5	-1.77675
TTC13	-0.09575
S100Z	-1.1555
KIAA0664	-2.3065
PDGFRB	2.63875
IL17D	0.91025
OR56B4	-0.2725
RDX	-0.542
SLC34A3	2.293
IL28B	-0.3225
JUND	1.45525
CHRNB1	0.055375
CAMK2B	0.85125
FETUB	-1.894
CXorf23	0.810375
MRTO4	-1.19775
TTC3	-0.4029
NDUFB8	-0.106833333333333
EDG2	0.12225
SEMA3G	2.329
IL23A	-0.932
GRHL1	1.3156
LOC441054	0.158
WDR65	1.463625
PSTK	1.06725
STOML3	0.846666666666667
R3HDM2	0.294
C5	-1.78625
SLC2A10	-0.0825
C3orf22	0.30475
PAQR3	-0.472615384615384
ANKRD26	0.0170833333333333
HCRTR1	-0.0575
LOC399947	-0.7505
PSD2	0.80975
TIGD2	1.37333333333333
SCRN1	-1.3235
COQ10A	0.013
DDI2	0.039
METTL7B	-0.802166666666667
UCN2	3.0205
FAM92A3	0.5325
WDR16	1.381
ZNF511	-0.953333333333333
ZMYM5	1.162125
POLR3G	-2.7405
ZNF586	-0.34975
C1orf49	0.076
TANK	0.679666666666667
RCAN1	2.42533333333333
PELI3	0.987166666666667
LIMD2	-1.08491666666667
TMEM189	-0.8865
NTN4	1.716125
LOC151300	1.664
CLEC2A	-0.8115
GPR135	-0.820125
DPYSL4	-3.4443
JAK2	0.780666666666667
TSHZ1	0.104166666666667
TM9SF4	-0.46175
ZNF264	0.2725
SIRPG	0.9945
BICD1	-1.5295
HERC6	2.8585
METTL5	0.6435
CASP1	1.88025
PRRT1	-0.130166666666667
PLA2G4C	2.23333333333333
ICA1L	0.370642857142857
TPTE2	0.386666666666667
OTUD7A	-1.28283333333333
AQP11	0.568
APOA2	-4.0502
KALRN	-0.041
SECTM1	-0.157333333333333
IFNAR1	0.3395
TALDO1	-0.879
RAB11FIP4	-0.0474166666666666
EIF5A	-3.2675
FAM49A	2.39725
NEGR1	0.374666666666667
YTHDC2	-0.783125
EHD2	-0.631
NCF1	0.8588
SCRT2	-1.163
HOXA5	-0.482
NUP133	0.5135
FGF12	-0.2936875
SLMO2	0.42875
SNTA1	-1.465625
CACNG2	0.149714285714286
GCM1	0.0858750000000001
ELF1	-0.0123333333333333
TLR5	2.41
TCFL5	-0.166666666666667
RBMY2FP	-0.517
LOC100125556	-0.118
FAM129B	-0.606375
MAP3K7IP1	-1.562875
NCK2	-1.1435
OXA1L	-1.648
FMO9P	0.7925
ZSCAN12	0.0195
PSMD12	0.0985833333333333
HSCB	0.16375
CLDN10	-1.9945
MGC13053	-0.4695
HPCAL4	-0.524
ASZ1	0.4345
MEX3D	-0.089
NFAT5	-0.614
CSPG4LYP1	0.234833333333333
FBXO3	1.1395
DVL1	-1.8925
CMKLR1	0.482166666666667
TYMS	-3.5345
PEF1	-0.56025
ZNF750	1.72333333333333
MCM5	-1.7146
MEGF11	-0.56
KCNK7	0.421
PTP4A3	-0.3675
C1QTNF2	-1.5485
OR6S1	0.164
FAM122B	-1.17525
ZNF551	-1.172875
HBQ1	-1.4695
GEMIN6	0.1575
ARSK	0.667
RBP7	5.27916666666667
CPNE9	0.697
DSC1	1.9605
LOC730112	-0.4055
MAP2K4	1.34325
HS3ST5	-1.5355
EPB41L3	0.8795
TEKT2	0.95925
CDKN2B	-0.268
ZNF480	-0.1045
MAP3K6	-0.2226
MAP6	3.353
HN1	-0.6223
OR2L13	0.597
SLC16A11	0.475
FAM96A	0.1335
APOL1	-0.90825
C5orf32	0.632
RTP1	0.157166666666667
RNF175	0.96775
ZBTB41	1.30825
AHCTF1	-1.0037
SAE2	0.1314
ITGA2	-0.4895
MME	2.7645
CCDC14	-0.65925
MAST4	0.387928571428571
KRT33B	-0.6055
KCTD2	-1.01316666666667
WDR26	0.569583333333333
MFI2	0.72525
NR4A3	1.98575
ARSA	-0.50225
UNKL	-0.961
SULT6B1	0.043
CCNA2	-2.2605
SOX15	0.0625
PPAPDC1B	0.96225
C19orf44	0.7425
MCAT	0.0882500000000001
ARID1B	0.4335
OR52N1	-0.9685
C12orf48	-2.09475
MAGI1	0.5485
NIPA2	0.1035
GBX2	-1.319
RSHL3	1.957125
RAVER1	0.564333333333333
C15orf17	-0.22275
SLC30A2	1.4825
ZNF518	-0.60225
PCYT1B	-1.91725
C10orf114	-1.77425
EIF3H	1.35475
SLC25A39	-2.4735
KIF1B	-0.734625
AMOTL2	1.12375
C6orf120	1.042125
PSRC1	-2.69125
PLA2G10	1.950875
KIF5C	0.469125
MRPL37	-1.8315
C17orf62	-1.27716666666667
C9orf135	-0.570666666666667
DUSP10	1.0382
CLCNKB	-0.189
PSMA5	0.0645
C8orf53	0.0655
AMPD3	1.4485
PIAS1	-0.7705
ADCYAP1R1	0.0245
GYLTL1B	0.414
CDH20	1.0455
FBXO7	-0.52025
TMEM134	-0.525
FLJ14213	0.280166666666667
ZNF3	-1.66425
LRRFIP1	1.3775
CNOT2	2.2515
ABI3	1.947
ALDH5A1	-0.902416666666667
HNT	1.3653
SERPINA4	-2.4005
TK2	1.19766666666667
STMN1	-1.37566666666667
GUCA2A	0.297833333333333
GALNT10	-0.629357142857143
DPP6	0.152684210526316
C9orf93	-0.888125
PRELID2	-0.796
STK39	0.123125
SFTPA1	-1.35675
CKS2	-1.61655555555556
RHO	1.398625
C20orf135	-0.09025
XKR3	-2.8415
CR1	0.664875
RPS6KA2	0.250428571428571
C20orf112	-0.3265
MRPL22	0.59725
C4orf23	-0.342
GADD45B	-0.01275
KLHDC1	2.9805
C2orf48	-2.113
ZNF287	1.1845
DAAM2	-0.24175
DPPA2	-2.61033333333333
TCTN3	0.443666666666667
DNAJB11	1.21775
FPR1	3.77075
DEFB4	-0.487
PTCD2	-1.2402
SMOC2	5.59816666666667
CABP7	-0.397
SERPINB11	0.47975
MAGEF1	0.59375
NDE1	-2.1255
ITGA10	-0.402
FSHB	-0.104
ANXA2	1.166125
HORMAD2	0.02125
HLCS	-0.3135
MCF2L	1.63966666666667
FH	0.781125
TBC1D24	-0.8205
KIAA1505	2.48225
LGALS2	-1.409
CNBD1	-0.446
SYNPO2L	-0.0445
PTPN23	-1.17992857142857
C1orf183	0.716833333333333
MAGEA8	-3.49625
DGCR8	-2.12275
GSR	-1.22125
PAQR7	-0.334
ZNF676	0.4825
CACNA1C	0.4525
SP7	-1.156
PDCD6	0.2475
NRN1L	-0.4715
BRI3BP	-2.19291666666667
KIAA1183	-0.41775
ASB4	0.0835
CCL23	2.8599
OBSL1	-1.27375
SLC12A7	-0.563583333333333
KIAA0240	1.702375
CD1B	-2.776
FCGR2A	1.1625
MDC1	-1.01575
HTR1A	0.718833333333333
OCEL1	-0.30275
ATP11B	-0.715933333333333
FBXO34	-0.212833333333333
PCDH12	2.67516666666667
RPE	-0.411
C17orf74	1.1465
CSDC2	0.0603333333333333
PET112L	-0.3315
TMBIM1	-0.487625
P2RXL1	-0.1475
TCHP	-1.848
TRMT1	-1.71483333333333
F2RL2	0.757833333333333
LRRC32	2.43666666666667
IMPG2	-1.1415
BGLAP	-0.6995
LOC493869	-0.436333333333333
MRAS	2.73425
SLC35F5	0.9585
CBWD1	1.3755
AXL	-1.598375
ATP2C2	0.41
TELO2	-1.415
PNPLA3	-3.5365
PCDHB14	2.71075
CD276	-1.435
KRT80	-0.918625
DUSP28	-0.809
CSNK1E	-1.53666666666667
SRP14	1.7225
KCNQ4	1.1385
KRT72	0.391333333333333
CCDC117	-0.05625
C6orf89	-0.618
TUBB2B	-0.554666666666667
RTN4IP1	-0.36725
CR1L	-2.40333333333333
CEND1	2.30025
C12orf41	-0.874166666666667
RNF31	-0.69275
UBN1	-0.556166666666667
C17orf32	1.049375
SLC5A7	-0.69475
GPR92	-0.220666666666667
ESAM	2.2649
CTNNA1	1.26025
HRBL	-0.2257
CBX4	-2.42375
TMEM182	0.83325
SH3TC2	-0.229
IL10	1.63333333333333
PXMP4	0.707
RNF167	-0.8769
PAK7	4.78933333333333
ETV3	-0.075
ATPIF1	0.378666666666667
LOC554207	-1.03133333333333
OR8H1	0.40125
WDFY3	0.91125
DPM1	0.17625
GPSM1	-0.6755
WDR92	-1.0386
LRP1	-0.045
ANKH	-0.952125
THUMPD3	-0.87375
POLR1B	-0.58375
OLFM4	4.86333333333333
RAD9B	0.42225
TSPY2	-5.469
PAX6	-1.38116666666667
SCG2	-3.991
SLC17A6	-0.30725
FMO3	4.46425
PADI4	0.228625
TUBB4	-0.9988
NLK	-0.6525
POU4F3	0.2865
SDF4	-2.0325
ITGBL1	1.90066666666667
NETO1	-2.14085714285714
TAP2	-0.295
ABBA-1	-0.320583333333333
GNAI1	1.42425
VPS4B	1.15925
NOPE	0.7059
GALNT6	2.15766666666667
SESN1	1.48075
GBE1	-0.560666666666667
CLASP1	-1.73175
RASGEF1B	0.18275
ACOT11	-0.551428571428571
AFAP1	0.77225
OR2H2	0.84325
DPY19L2P1	0.32675
DZIP1	-1.2885
SEC22C	-0.462416666666667
GPR161	-0.623166666666667
RNF146	1.1465
WDR74	-1.692375
GALP	-0.323
PURA	-1.2385
DNPEP	-1.11858333333333
RP11-78J21.1	-1.18425
ERBB2	1.574375
FANCM	-0.628666666666667
NEO1	0.572
DDX3Y	-4.2442
RPS3A	1.865375
MXRA7	-0.465142857142857
LGALS3	-0.2145
GLT8D1	0.0065
CFL2	0.2185
UPB1	0.295
NAP1L5	0.666125
CLDN14	-1.3
DHX38	-1.80775
BTBD1	0.6295
TARS2	-1.62766666666667
ABCF1	-0.2852
FCF1	0.433166666666667
LRRC49	1.59025
GUCY1B2	-1.8475
C1orf177	0.252833333333333
SMARCA4	-2.11021428571429
LRP8	-2.428
TAGLN3	-0.65425
MRPL14	-0.2775
TTRAP	0.48725
ZDHHC20	0.6735
NFE2L3	-1.82075
KIAA1377	2.45675
PALMD	2.4663
TMEM43	-0.107
TTL	-1.233
STAT5B	-2.16983333333333
SSB	-0.1365
OR10H5	-0.0535
SLC22A13	-1.96266666666667
AKAP3	-0.324
TIMM23	0.7275
OAS2	1.64616666666667
KIAA0423	0.5245
TRIM11	-0.652666666666667
GLIS3	0.26375
TMEM50B	1.32183333333333
ARHGEF4	1.13125
DEGS1	-0.116727272727273
TBL1XR1	0.760166666666667
G6PD	-2.815
SP140	-0.2512
MUC17	0.621928571428571
NUDC	-0.4502
DNAJC5B	1.3765
SCARA3	-0.883333333333333
CPA3	7.0655
BCAT2	-1.3785
MFN1	-0.1126
NRG3	0.284
SNX11	0.13925
PLEKHH1	-1.314
GPR177	-0.150666666666667
HCFC2	1.03025
TCAP	0.56225
MOCOS	-2.24875
C14orf93	0.038
PRDM10	0.837
SLC16A4	-0.17625
SRGAP1	-1.03683333333333
VIP	1.46825
DUSP27	0.515666666666667
LILRA1	1.7938
MC2R	0.167
MGC24103	-1.14875
MBTD1	-2.9405
FUT11	-0.774
USP33	0.2296
C15orf39	-1.679
MAP3K12	-0.57425
PAAF1	-0.729333333333333
BARHL1	0.3825
FLJ16165	0.264
PIWIL2	-3.6085
SYNE1	0.667333333333333
CMTM4	0.03125
TSPYL1	1.4621
GUF1	-0.774833333333333
TMEM157	2.9775
WDR44	0.758
HIST1H3C	0.17775
DKFZp666G057	2.64225
RNPEP	-1.8185
GAS2L2	1.1145
ADH4	-3.44375
GRPR	2.10283333333333
FBXL17	-1.14925
ZBTB10	0.109333333333333
Gcom1	1.35061111111111
HTRA1	2.1276
ZNF585A	-0.268833333333333
SLC26A2	-0.762714285714286
OTOP3	0.177666666666667
WISP1	-0.473444444444445
ATP2B4	-1.16516666666667
FLJ10769	0.491
CRAMP1L	-0.736625
CHST12	-0.85925
RAB22A	0.0369166666666667
TARDBP	0.247714285714286
STAU1	-0.278
CRB3	1.0415
MIG7	-0.1075
CHMP1A	-1.48033333333333
ZNF160	0.42875
B3GALT6	-0.943875
BARX1	-3.0235
C6orf167	-1.42975
NXNL1	0.1355
DHX29	0.736375
HADHB	0.34
PLXNB2	-1.73125
ILDR1	-1.171
SLC15A3	1.59625
GAS2	-1.0695
C20orf69	-0.811
NUMB	0.12225
TNIP1	-1.449375
MESP1	1.51166666666667
PSKH1	-0.8895
NSFL1C	-1.10275
RHOG	-1.41225
HEY1	-1.54216666666667
KNG1	-1.338
ITGAX	0.355
LIN9	-0.00650000000000001
CANT1	-0.66
XRN1	-0.472428571428571
CCDC96	2.8634
HEATR6	-1.92633333333333
GNG7	0.670833333333333
RUNX2	1.9460625
SOX1	0.0102
FCRL5	1.4395
ZNF99	0.72575
FAM9A	1.491
SNX22	0.154666666666667
MBNL3	-1.93666666666667
ODC1	-1.1532
ADORA2B	-1.6305
NR2F6	-2.63275
ZFYVE16	0.352705882352941
SYNJ2BP	-0.0753
POLE	-2.117375
E2F2	-1.603875
THRA	0.532833333333333
PTGES2	-2.64216666666667
HIP1R	-0.658833333333333
TMUB1	-2.08016666666667
ENO3	-2.235
RSPH10B	0.04
CXorf39	0.516375
IRGC	0.4745
GPR109B	1.60675
FLJ13305	-2.0425
LCE3A	-0.06
TNFRSF18	-0.803333333333333
DET1	0.66
TRPM3	0.846916666666667
C16orf79	-1.937
FECH	-0.431666666666667
RAP2A	-0.186333333333333
CRIP1	2.23716666666667
AZIN1	0.628625
SLC7A7	2.8275
IL10RA	0.7732
TMEM64	-1.9455
CDC42EP4	0.1429
C16orf58	-0.8399
ARG2	-1.5205
POU5F1P4	-4.874
FAM62B	-0.5875
DNAH8	-2.6845
ASH2L	0.050375
TSLP	1.686
CNTNAP5	-0.540333333333333
TMEM16C	2.90625
IFNA14	1.0055
SLC1A3	1.135125
CABYR	1.71725
BCL7B	-0.5336
NUDT13	-0.107333333333333
C13orf28	0.2195
C1orf53	1.2025
ARL6IP4	-1.3512
RPL35A	1.6225
EMR3	-0.420333333333333
RAB40C	-0.479666666666667
SLC41A1	1.02116666666667
LRCH1	-1.20225
LY6G5B	-1.042
FAM124A	0.515642857142857
MGC10981	-4.214
CLIP3	0.5503
MAP4K2	-1.829
CHIC1	1.37025
SULF1	1.97766666666667
C20orf30	0.294428571428571
PRDM5	-0.892875
ELOVL1	-0.58225
C11orf48	-0.635875
SLC39A10	-1.58575
KCNV1	-0.5445
ACP1	-0.599333333333333
ZMYM2	-0.23725
B3GNT6	0.652166666666667
C9orf69	-1.09925
C2orf15	1.482
C20orf166	2.0155
HSP90AA6P	-2.3195
EDG7	-1.8155
NEURL	-0.47125
LPL	5.48633333333333
CLEC2D	0.364
GRRP1	2.934
CD8B	-2.9332
HIST1H3D	-2.43966666666667
SLC6A12	0.301875
FAM27L	1.3345
CD84	0.2257
RASA1	0.1325
PHKG1	-0.1035
MAGEA11	-1.6755
IMPA1	0.1943
NPM3	-1.38675
RARRES1	4.898
SH3BP1	-0.299375
B3GNTL1	-1.5745
ARPC5L	-0.2885
KLHL26	-0.806
SIM2	-1.32375
GJC1	0.4195
C20orf194	-0.24875
EXO1	-3.64125
SLC2A2	-2.63566666666667
LOC285074	-0.30325
LRG1	1.909
KIRREL	-0.0445
PIK3R1	1.60307142857143
C4orf34	1.81225
MAF	0.114666666666667
ADCY4	4.9725
ZMIZ2	0.8538
SLC46A3	1.401
STAMBP	-0.848166666666667
CCDC16	1.68
MS4A12	0.699
TCF20	-0.9355
LRRC46	0.682
C20orf152	0.235
MRPS6	-0.177875
ABCB11	1.3775
KCNC2	3.78766666666667
CDH19	-2.0455
C9orf123	0.708666666666667
SSH3	-0.21625
LDLRAD1	-1.97075
CCBE1	0.46825
ZNF135	1.63325
TAAR1	-0.248
WFDC12	0.298
CCDC42	0.1055
FLJ12529	-1.56725
PER1	-0.859666666666667
TIMM50	-0.443166666666667
SMARCAD1	0.876
FAM26C	0.9
TP53TG3	-0.683333333333333
SH3RF1	0.6947
LMCD1	1.78
GPR63	-0.5405
FLJ21986	-0.935625
AIFM3	-1.2475
MICAL1	-1.75316666666667
BLZF1	0.5905
IQCA	3.647
PCDHGC3	-0.8535
SAC	0.33525
BCL6B	2.69083333333333
DDO	0.49475
MARCO	4.63625
DCHS1	0.732833333333333
C1orf170	1.45033333333333
CD200R1	1.7885
C22orf15	1.043
SEPT11	-0.112166666666667
ADNP	-0.5405
UST	0.995
C13orf34	-0.801166666666667
RFFL	0.769285714285714
APBA3	-1.153
C2orf60	0.502125
CUTL1	-0.9984
PMS1	-0.29675
ZNF689	0.073
EIF3E	0.261666666666667
IL9	-0.3976
RPL31	1.68075
LY9	2.19083333333333
ATP2B3	-0.22725
KDELR2	0.0681249999999999
TFCP2	-0.371625
NLRP12	-0.3055
FLJ45422	-1.05375
TLE4	0.0705
ZNF570	-0.241
FLJ43806	-0.354
TLK2	-1.619375
CIR	1.4435
MARS2	-0.307
COL24A1	1.32925
SDF2L1	-0.6565
HIBADH	0.159
IGFBP3	-2.30735714285714
C12orf23	1.973375
PSPC1	-0.052
C20orf43	-0.7415
TRAV20	0.3705
ARHGAP24	1.262875
KIAA1975	-0.224125
C1QA	4.0949
DNTT	-4.59083333333333
C10orf6	-0.922916666666667
C11orf41	0.08025
HNRPF	1.61775
COL11A1	1.68116666666667
UBAP2	-1.95466666666667
CDKN2AIPNL	-0.804
C20orf174	4.2685
SPRED2	-0.3705
PLA2G12A	0.235166666666667
ICEBERG	-1.29616666666667
SCN10A	-0.7235
C11orf65	0.7885
GBP5	4.79825
PITPNC1	-1.82066666666667
POU3F3	-1.4415
NCOA7	1.299875
LIN7C	-0.1007
LOC348840	-0.565
NKX2-2	-3.43225
ANKRD13D	-1.09525
LOC123688	1.8565
FUT2	1.307
TAAR8	0.523
FZD4	1.69566666666667
PNMA3	-0.473833333333333
OR4L1	0.1155
WIT1	-2.75
EXOC3L	0.43425
ATPBD4	0.7945
KRBA1	-1.257
UBXD6	0.4805
HOXB7	-1.18914285714286
C7orf23	-0.0035
UNQ338	0.347
STAB2	3.43775
CDC20B	1.351
IRF9	1.59775
CENTG1	0.0224166666666667
TNPO2	-1.5985
MCPH1	-0.0697500000000001
BMS1P5	0.058
SLC26A7	0.4225
HIST1H3J	0.7365
C9orf3	0.2505
LBH	0.81725
MYO1D	-0.422571428571429
PTDSS2	-0.60475
NFU1	1.53825
DEPDC4	-1.044
WNT7B	-1.4892
GLP2R	0.149833333333333
SETD4	-0.7661
DYNLT3	0.5102
FKBP11	0.0246666666666667
SESTD1	0.157333333333333
FLII	-0.99125
RPS16	1.0462
CHPF	-1.46216666666667
CSNK2A1	-1.15683333333333
SUMO1P1	0.065
FKBP6	-1.166
ZNF214	1.74316666666667
TWIST1	1.09066666666667
DDX56	-2.2705
TRAM1L1	2.4457
EPO	-2.8205
MRPS18B	0.09525
ZNF682	0.1685
RPL14	0.2995
MAFF	-0.2975
LOC51136	0.245
LY96	1.6075
DDX20	0.067
ABTB1	-0.582833333333333
ARL5A	-0.3363
CCT6A	-1.3325
HEPACAM	0.972333333333333
EHHADH	-0.011
RBAK	-0.810333333333333
CGB1	-0.06325
ITGB5	-0.7394
YIPF3	-1.1555
FKBP2	-1.007
NR1D1	0.2452
TMEM110	-1.6925
NEK2	-2.5705
PRAMEF8	-2.47525
C20orf52	0.0115
PCDHGA3	-0.094
VWA3B	0.58625
NDUFA5	1.647375
THAP9	0.31325
FLVCR2	-0.692666666666667
AP1S1	-2.339625
SMAD6	-2.29325
SAV1	0.92225
SAT1	1.87475
ZNF251	1.526375
ADAMTS7	-0.1577
RPP38	0.35875
C1orf211	-1.736
YPEL2	1.0232
RBMS1	0.51375
ZNF445	-1.03216666666667
NRXN2	0.4625
PGBD4	-1.0035
UGT2B28	4.75375
WBSCR16	-1.3105
NLRC3	0.78625
ASTL	1.554
ST6GALNAC1	-1.745
ZADH2	0.108875
MLLT4	0.869916666666667
ARL6	0.9965
MEF2C	0.86625
CBFA2T3	0.2865
AFF3	1.16864285714286
COG7	-0.331333333333333
MYB	0.875666666666667
PLXNA3	-0.5305
XRCC2	-2.19616666666667
MMS19	-1.14525
ST8SIA5	-0.321625
CHPT1	0.942
KIAA1712	0.208
OR6X1	0.889
ACTR3	-1.01975
UGCG	-0.432833333333333
OR4P4	-0.0795
ZAP70	-2.69825
LPP	0.962375
ZNF485	-0.258
PTPRCAP	-0.0885
IL12RB1	0.02275
ATRX	0.2911
CHST8	0.967875
C14orf109	0.8385
ARV1	1.11275
NMB	1.44685714285714
COX5A	-0.241833333333333
EIF6	-1.21775
MPPED2	0.553833333333333
SEMG1	-2.5145
CHRDL1	2.59
TRAF3IP2	-0.11375
WNK2	-1.2385
LILRA4	1.03716666666667
LAMA2	5.453
PXT1	1.2245
RLBP1	-2.7285
CD300C	-0.313
SLTM	-0.089375
FLJ10404	-0.9294375
APOBEC3D	-2.31333333333333
RENBP	-0.5165
ATXN7L1	-0.409125
NID1	-0.4065
TUBGCP3	-1.031375
ITIH5	3.20205555555556
CCDC110	3.637
C8A	-3.14275
MGC87042	0.96975
HOXC13	-0.19575
TFDP2	-1.39975
HCP5	1.337625
POLI	1.564
UCN	-2.2445
ZNF764	0.085
C8orf45	0.98925
FHL3	-2.187
SPATA5L1	0.096
MMRN2	3.99683333333333
NDST1	0.494
COL20A1	0.428166666666667
ZNF248	0.0286666666666667
PELP1	-0.6885
MBL2	-2.71766666666667
RNF41	0.0925
C5orf24	-0.68725
THOC5	-1.799375
SERINC3	0.0775833333333333
RP11-151A6.2	0.9355
CDCP2	0.79025
HIST1H2AA	-0.0245
C11orf75	0.683
FKBP7	1.03675
DDOST	-1.561
GPNMB	0.615833333333333
TTF2	-2.55516666666667
KCNT1	-0.398166666666667
SLC39A14	-1.4665
NGRN	-0.2896
GPR137B	2.96675
MECP2	-0.53675
PSMA1	0.54025
C16orf73	-3.67575
TMEM60	0.969833333333333
CSN3	-0.224
NOS1	0.891166666666667
RAB7L1	-1.187
YBX2	-0.4795
KIAA1166	0.979125
FUBP3	-1.5385
ABCG1	0.7685
ACACA	-1.06841666666667
ARL11	-1.3764
ATOH1	0.6455
ODF1	0.4375
CREB3L3	0.583666666666667
TMEM127	0.572142857142857
DSCAML1	-0.03125
PLN	3.0575
LYPLA1	0.4975
PRDM9	-2.07166666666667
SASP	0.92725
PLUNC	0.980333333333333
INTU	1.96625
HISPPD1	0.54025
LNPEP	-0.936833333333333
YARS2	-0.475166666666667
APCDD1L	-1.205
ZCCHC4	-0.2268
FBXO22	-0.317166666666667
TTLL13	-1.1465
ZNF669	-1.03516666666667
PTGDR	3.35575
DDX27	-0.483
KIAA0409	-0.802833333333333
GJB6	1.08275
ASB8	0.2965
PLP2	-0.448666666666667
MEPE	0.40675
OR10J5	0.8075
KRT222P	1.6315
COQ7	0.794
C1orf101	2.94225
RERG	3.6201
CHMP5	1.70125
THAP11	-0.8235
ZNF43	0.741666666666667
ZRANB3	-1.1665
KRT13	1.33
MRPL19	-0.082875
RBBP9	0.55725
SPATA17	1.498625
BXDC5	0.779166666666667
PAFAH1B1	-0.4125
MAGEE1	1.20025
OSTF1	0.18
KIAA0323	-0.579083333333333
TXNDC13	-0.841833333333333
CNTN4	1.962625
LCE1B	-0.433
UNQ501	0.5165
ZNF154	0.63575
C3orf64	1.476
SYT5	0.8956
PON1	3.883
FLJ10357	0.010375
ATP4A	-1.4175
GNPDA1	-1.55866666666667
MGAT1	-0.2685
C14orf121	-0.11075
SLC35B2	-0.9285
MIER3	1.2915
CHEK1	-3.315625
ZNF8	-0.436166666666667
TXNDC1	-0.7665
CKB	-2.2073
RTN3	0.182428571428571
FZD2	-2.417
PART1	1.508375
PSMB6	-0.551
PCDHB8	-0.169
PHC3	0.2912
PPP1R8	-0.430833333333333
NOVA2	0.923333333333333
TNFRSF11B	-3.5305
GOLPH3	1.64166666666667
UBLCP1	0.2305
SUHW3	-0.28225
TTLL1	0.25775
OPN4	0.014
OR13G1	0.1635
ZPBP2	-0.2158
HSD17B11	0.28525
C9orf50	-0.298
DHDDS	-0.4045
