Hybridization REF	TCGA-A7-A13E-01A-11R-A12P-07
AP1S2	-2.75
TMEM52	0.163666666666667
CA11	1.381625
OR4A15	0.602
ACBD3	1.7939
SPAG11B	0.212375
PRDM2	1.0469
FOXP3	0.43825
SMYD3	-0.7152
LOC389199	0.6645
LGI2	1.07583333333333
NAPE-PLD	0.5404
ANKRD6	-0.3435
WDR45	0.270166666666667
SHROOM1	-2.107
PSCD3	0.536
PYY	0.535
KCNC1	-4.709
ARHGEF9	1.8576
OR8J1	0.3625
GPR55	0.186166666666667
NS3BP	-1.794
C10orf22	0.8215
NAT8L	0.5305
DUSP4	-2.31416666666667
FOXM1	-0.512333333333333
GRAMD2	0.8911
ZBTB48	-0.0311666666666667
BUD31	-0.083
PABPC5	0.4005
CCDC41	-0.72375
FBXO11	0.883
C6orf148	-2.8835
RFXAP	-1.611
C6orf15	3.09033333333333
CDK8	-0.359166666666667
C6orf70	-0.158125
TESSP2	0.2955
ALG2	0.2495
PPP1R3D	0.796
TPM3	0.181222222222222
SYT13	-3.81
EPB42	-0.738333333333333
CETN3	-0.66175
PRY	-0.266
NTHL1	0.149833333333333
POLR2B	0.5075
RPS28	-0.146
P2RX3	0.534
LYZL4	0.216
WBP4	-0.0338
PMM1	-0.344
C11orf79	-0.31
CBLL1	0.305
IL1F10	0.253166666666667
VAX2	0.062
SETDB1	0.519
LRAP	-1.66216666666667
GCLM	-0.0318333333333333
CPEB3	1.91375
PPM1A	-0.078
INTS1	0.13775
CAMTA1	1.81183333333333
SAMSN1	-3.0935
LOC158830	-3.13316666666667
GMPPA	-0.158875
AIPL1	-0.14325
IL24	-0.818
BDKRB1	-2.45883333333333
MLF1	1.8879
TAF12	-0.436
ID1	-3.36375
THADA	0.7205
PIK3CB	0.53975
OR4N5	0.576
TBC1D17	-0.267833333333333
COX8A	-0.85875
CDCA4	-0.3595
C2orf44	-0.62475
ZNF534	-0.92725
IMMP1L	-0.17375
NIPSNAP3B	1.20125
FTMT	1.64375
PWP2	-0.0851666666666667
MMP15	-0.2637
DNAH11	-1.565
MTMR14	-0.01775
DNAL4	0.87875
IPP	0.0075
TMEM59	0.71525
C1orf157	0.719
RGS4	-0.772833333333333
DDX18	-0.121333333333333
SNX6	0.066
ZNHIT2	0.5355
NCDN	-0.4575
FLJ33534	1.31125
RAG1	-1.224875
OR4D10	0.7975
PTPN5	-0.374
POMT1	-0.198375
LRRC8A	-0.1517
CYP1A1	-1.14
CAPN1	0.144666666666667
DDHD2	1.15175
GRIK2	0.04875
GNRHR	0.3875
PPBP	0.21375
HTR3A	-0.8795
SLITRK4	0.00550000000000001
ANKRD49	-0.44975
BTF3	-1.0891
SARS	-0.35625
C13orf18	-0.263
CACNB1	0.262928571428571
QKI	0.428772727272727
SETMAR	0.239375
MAN2B1	2.02733333333333
EML3	-0.834
ACADL	-0.598833333333333
OFD1	0.02475
DEFB114	0.7835
CGA	-3.6878
PEX16	-0.0358333333333333
LRRC10	-0.0815
GNG12	-0.941
C1orf152	0.423833333333333
CHRM1	0.6775
CD53	-0.5455
DBH	-0.841
TFAP2B	-3.76625
HIST1H2BJ	-1.28716666666667
FAM46D	0.5015
TMEM11	0.092
C3orf32	-2.39725
PCCB	0.4315
IPO13	0.491875
C6orf105	-2.82275
COMMD5	0.89575
SUV420H1	-0.0687
LTBR	1.54225
ARHGAP15	-2.501
HDHD2	-0.222
TDRKH	1.77733333333333
LOC401052	1.001
PSG4	-1.54666666666667
GNB4	0.716
SPATA4	0.3075
SLC9A3	-0.757
OSBP	0.2165
NBPF3	-0.45625
DOCK11	-0.1675
SLC39A5	-1.304
PRR5	0.6371
C10orf63	1.851125
SMTNL2	-1.84833333333333
ADRA1A	-0.298
ASAH1	-0.0417
DOM3Z	0.4655
GIPR	0.586666666666667
AHI1	0.31025
NADSYN1	-0.4955
RGS14	-0.8636
IL18BP	0.2917
RTN4RL1	1.15116666666667
ARMC6	-0.0495
PSMD5	-0.454666666666667
HK3	1.2437
OR4S1	0.22225
RSU1	1.7076
MAD2L1	-1.17955555555556
EIF4A3	-0.3325
DLEC1	0.594666666666667
E4F1	-0.330166666666667
CHMP2B	0.8943
CAMSAP1	1.2885
RPS21	0.137
ARID5A	0.289
UBE2N	-0.7255
IGSF8	0.9335
MAGEB6	-1.898
ACAD11	-0.9817
MGC4172	0.492
LMO4	3.0655
KLKB1	0.1325
HP	-1.1225
HDAC3	-0.64
SCHIP1	3.59875
CLCA1	-0.1055
OLFML2A	0.750125
C1orf112	-0.16275
KIF19	0.57775
HAPLN4	-0.2314
CXCR7	-1.19
GOT2	-0.7632
RAB38	-1.46675
DCX	-1.78525
PPM1H	-0.0943333333333333
NFYC	0.637
KIN	1.237125
ZNF228	0.4475
PLSCR4	2.4875
HIG2	0.2275
FAM79B	0.7
C21orf86	0.068
KCNK10	0.05525
ZNF738	-0.665875
FSTL5	-1.29066666666667
OR6A2	0.8855
OTOA	-0.265166666666667
EXOC1	0.807875
AHRR	-3.416125
PDAP1	-1.04083333333333
C19orf6	-0.5295
ZAN	0.20325
LY6G6E	0.1295
EIF4E2	-0.27725
C20orf198	0.4265
ZNF324	0.12975
CYP3A5	-4.54083333333333
ENTPD7	0.439833333333333
MBOAT5	0.644166666666667
GJB5	1.518
TTC13	1.64275
S100Z	-1.6505
KIAA0664	0.389333333333333
PDGFRB	1.56458333333333
IL17D	-1.15675
OR56B4	0.318
RDX	-1.43333333333333
SLC34A3	0.826
IL28B	0.036
JUND	1.288
CHRNB1	0.63
CAMK2B	-1.19375
FETUB	-0.1765
CXorf23	-0.085625
MRTO4	-0.86575
TTC3	0.0735
NDUFB8	-0.539333333333333
EDG2	-3.2305
SEMA3G	-0.0905
IL23A	-1.28025
GRHL1	3.1391
LOC441054	0.458
WDR65	1.034
PSTK	-0.0845
STOML3	0.268666666666667
R3HDM2	0.2364
C5	-1.92125
SLC2A10	0.4445
C3orf22	0.5425
PAQR3	1.10369230769231
ANKRD26	0.551333333333333
HCRTR1	0.2245
LOC399947	-1.865
PSD2	4.03225
TIGD2	1.61516666666667
SCRN1	-2.66975
COQ10A	-1.46825
DDI2	0.22
METTL7B	-0.630333333333333
UCN2	0.62175
FAM92A3	-1.38625
WDR16	0.1835
ZNF511	-0.430333333333333
ZMYM5	-0.206
POLR3G	-0.8605
ZNF586	-0.87
C1orf49	0.840333333333333
TANK	0.0318333333333333
RCAN1	2.23633333333333
PELI3	0.212833333333333
LIMD2	-0.0819166666666667
TMEM189	-0.106
NTN4	-3.417875
LOC151300	-0.7245
CLEC2A	-1.5595
GPR135	-1.08575
DPYSL4	-3.1179
JAK2	-0.229166666666667
TSHZ1	0.673833333333333
TM9SF4	0.3625
ZNF264	0.392333333333333
SIRPG	0.533375
BICD1	0.0395
HERC6	2.61
METTL5	-0.669
CASP1	-0.76375
PRRT1	0.308166666666667
PLA2G4C	1.0255
ICA1L	0.732785714285714
TPTE2	-0.1585
OTUD7A	0.859333333333333
AQP11	-1.975
APOA2	-3.7816
KALRN	1.6002
SECTM1	0.850666666666667
IFNAR1	0.59825
TALDO1	0.2675
RAB11FIP4	0.407833333333333
EIF5A	-0.843
FAM49A	3.916
NEGR1	-0.6925
YTHDC2	-1.851
EHD2	-1.22275
NCF1	0.9743
SCRT2	1.4105
HOXA5	-2.60433333333333
NUP133	0.47975
FGF12	-1.571375
SLMO2	0.47325
SNTA1	-1.002625
CACNG2	0.171125
GCM1	0.184875
ELF1	-0.0253333333333333
TLR5	4.1165
TCFL5	-0.35425
RBMY2FP	-1.014
LOC100125556	-0.063375
FAM129B	0.418875
MAP3K7IP1	-0.12975
NCK2	0.7205
OXA1L	-1.35225
FMO9P	-0.1565
ZSCAN12	0.295
PSMD12	-0.481083333333333
HSCB	-0.54025
CLDN10	-3.612
MGC13053	-0.267
HPCAL4	-0.931166666666667
ASZ1	-2.8325
MEX3D	0.241916666666667
NFAT5	-0.1744
CSPG4LYP1	-0.093
FBXO3	0.4961
DVL1	0.174
CMKLR1	1.0655
TYMS	-1.56675
PEF1	0.67025
ZNF750	4.76033333333333
MCM5	-0.8923
MEGF11	-0.72975
KCNK7	0.358
PTP4A3	1.102
C1QTNF2	0.00466666666666667
OR6S1	0.46
FAM122B	-1.072
ZNF551	-0.83775
HBQ1	-1.9965
GEMIN6	1.026
ARSK	0.53725
RBP7	4.163
CPNE9	0.1955
DSC1	3.609
LOC730112	-0.51075
MAP2K4	0.22075
HS3ST5	-2.8305
EPB41L3	-1.8055
TEKT2	0.813
CDKN2B	-0.0315833333333333
ZNF480	-1.87025
MAP3K6	0.8343
MAP6	0.528
HN1	-0.2195
OR2L13	0.401666666666667
SLC16A11	1.459
FAM96A	-1.232
APOL1	-1.0545
C5orf32	-0.5435
RTP1	-0.3976
RNF175	1.144375
ZBTB41	1.280625
AHCTF1	0.1944
SAE2	1.4759
ITGA2	-2.53516666666667
MME	-1.25516666666667
CCDC14	-0.535
MAST4	0.339714285714286
KRT33B	-0.1605
KCTD2	0.1315
WDR26	0.547
MFI2	1.411625
NR4A3	-0.659
ARSA	1.13525
UNKL	-0.9275
SULT6B1	-0.039
CCNA2	-0.827166666666667
SOX15	2.102
PPAPDC1B	0.296333333333333
C19orf44	3.3145
MCAT	0.547083333333333
ARID1B	0.95625
OR52N1	0.7405
C12orf48	-1.39975
MAGI1	0.52
NIPA2	-0.40975
GBX2	-1.03
RSHL3	-0.460875
RAVER1	0.756333333333333
C15orf17	-0.371
SLC30A2	0.04
ZNF518	0.377
PCYT1B	1.087
C10orf114	2.79075
EIF3H	0.624166666666667
SLC25A39	-0.306666666666667
KIF1B	1.199875
AMOTL2	-0.26375
C6orf120	0.2305
PSRC1	-1.2865
PLA2G10	1.20575
KIF5C	-0.94025
MRPL37	-0.0605
C17orf62	0.078
C9orf135	-1.32883333333333
DUSP10	-1.8122
CLCNKB	0.5595
PSMA5	-0.537375
C8orf53	-0.147
AMPD3	-0.446833333333333
PIAS1	-0.94
ADCYAP1R1	0.164
GYLTL1B	2.1995
CDH20	1.18
FBXO7	-0.35125
TMEM134	1.07066666666667
FLJ14213	-0.151166666666667
ZNF3	0.01975
LRRFIP1	-0.546333333333333
CNOT2	-0.180666666666667
ABI3	1.158
ALDH5A1	-0.51575
HNT	2.5861
SERPINA4	-3.12825
TK2	0.39475
STMN1	-0.345555555555556
GUCA2A	-0.365666666666667
GALNT10	-0.658785714285714
DPP6	-0.732368421052632
C9orf93	0.59125
PRELID2	-3.071625
STK39	-0.9615
SFTPA1	-1.077
CKS2	-1.09655555555556
RHO	0.218625
C20orf135	0.33925
XKR3	-2.3055
CR1	0.0895
RPS6KA2	0.0592142857142857
C20orf112	0.7335
MRPL22	-0.36175
C4orf23	0.0728333333333333
GADD45B	0.3415
KLHDC1	0.72
C2orf48	-0.555
ZNF287	0.576
DAAM2	-1.544
DPPA2	-2.802
TCTN3	-0.477833333333333
DNAJB11	0.30825
FPR1	3.36
DEFB4	0.1055
PTCD2	-1.1352
SMOC2	3.7885
CABP7	0.94925
SERPINB11	0.33025
MAGEF1	0.39325
NDE1	0.0191666666666667
ITGA10	-0.3605
FSHB	0.537
ANXA2	0.678625
HORMAD2	0.5765
HLCS	1.43325
MCF2L	1.073
FH	0.4595
TBC1D24	1.03925
KIAA1505	1.338
LGALS2	-1.5805
CNBD1	-0.158
SYNPO2L	-0.66375
PTPN23	0.701785714285714
C1orf183	-1.1925
MAGEA8	-3.1655
DGCR8	-1.201125
GSR	-1.44
PAQR7	0.6875
ZNF676	-0.76175
CACNA1C	-1.0922
SP7	-0.062
PDCD6	0.13975
NRN1L	-0.6575
BRI3BP	-1.73858333333333
KIAA1183	0.41
ASB4	0.314
CCL23	0.4554
OBSL1	-0.700375
SLC12A7	0.69975
KIAA0240	1.598125
CD1B	-3.2595
FCGR2A	1.099375
MDC1	-0.65875
HTR1A	-0.0415
OCEL1	1.9835
ATP11B	-2.224625
FBXO34	0.181333333333333
PCDH12	3.14883333333333
RPE	0.237
C17orf74	0.203
CSDC2	-0.058
PET112L	0.317
TMBIM1	0.6515
P2RXL1	-0.101
TCHP	-0.3185
TRMT1	1.1195
F2RL2	-1.81683333333333
LRRC32	2.88183333333333
IMPG2	-0.149
BGLAP	0.70175
LOC493869	-1.476
MRAS	2.82825
SLC35F5	0.0985
CBWD1	-0.0395
AXL	-2.199875
ATP2C2	1.144
TELO2	-0.392
PNPLA3	-2.2015
PCDHB14	4.2555
CD276	0.35025
KRT80	0.57325
DUSP28	0.1825
CSNK1E	-0.241583333333333
SRP14	0.1595
KCNQ4	0.7325
KRT72	1.182
CCDC117	0.0181250000000001
C6orf89	0.0508888888888889
TUBB2B	-2.37666666666667
RTN4IP1	0.69575
CR1L	-3.57566666666667
CEND1	0.40675
C12orf41	-0.4335
RNF31	-0.0815
UBN1	-0.202166666666667
C17orf32	0.572875
SLC5A7	0.11625
GPR92	2.23033333333333
ESAM	1.5839
CTNNA1	0.123166666666667
HRBL	0.1463
CBX4	-0.24875
TMEM182	0.5775
SH3TC2	1.27916666666667
IL10	0.3115
PXMP4	0.6735
RNF167	0.5133
PAK7	-0.370166666666667
ETV3	-0.1595
ATPIF1	-0.0225
LOC554207	-1.5405
OR8H1	-0.0205
WDFY3	0.629375
DPM1	-0.09475
GPSM1	-0.192
WDR92	-0.4389
LRP1	0.391666666666667
ANKH	-0.473375
THUMPD3	-0.4535
POLR1B	-0.51725
OLFM4	0.586
RAD9B	0.156
TSPY2	-3.3405
PAX6	-2.58483333333333
SCG2	-2.89625
SLC17A6	0.486
FMO3	2.13275
PADI4	-0.277142857142857
TUBB4	-0.1534
NLK	0.21625
POU4F3	0.166
SDF4	-0.24075
ITGBL1	1.8155
NETO1	-2.055125
TAP2	0.0725
ABBA-1	0.14125
GNAI1	-1.722
VPS4B	1.48075
NOPE	-0.9944
GALNT6	-0.00866666666666667
SESN1	0.0195
GBE1	-1.72366666666667
CLASP1	0.1995
RASGEF1B	1.739875
ACOT11	0.242071428571429
AFAP1	0.84825
OR2H2	0.2375
DPY19L2P1	-2.7705
DZIP1	-0.79775
SEC22C	0.0368333333333333
GPR161	2.03025
RNF146	0.6095
WDR74	-0.517875
GALP	-0.061
PURA	-0.43025
DNPEP	-0.527416666666667
RP11-78J21.1	-1.169
ERBB2	2.23675
FANCM	-1.57925
NEO1	-2.45716666666667
DDX3Y	-4.9225
RPS3A	0.310625
MXRA7	0.246642857142857
LGALS3	-0.194333333333333
GLT8D1	0.31025
CFL2	-1.25633333333333
UPB1	0.241
NAP1L5	0.7135
CLDN14	0.56725
DHX38	-0.30275
BTBD1	-0.75775
TARS2	0.1225
ABCF1	0.1897
FCF1	-0.237166666666667
LRRC49	-2.128
GUCY1B2	-1.4435
C1orf177	0.693166666666667
SMARCA4	1.51828571428571
LRP8	-1.28066666666667
TAGLN3	0.5725
MRPL14	-0.281
TTRAP	-0.2595
ZDHHC20	1.2975
NFE2L3	0.6275
KIAA1377	-1.934375
PALMD	1.4187
TMEM43	0.6525
TTL	-1.105875
STAT5B	-1.12033333333333
SSB	-0.84625
OR10H5	-0.2065
SLC22A13	-1.13275
AKAP3	1.71325
TIMM23	1.32716666666667
OAS2	1.92383333333333
KIAA0423	-0.48275
TRIM11	0.795666666666667
GLIS3	2.915375
TMEM50B	0.7975
ARHGEF4	0.0145
DEGS1	-0.300909090909091
TBL1XR1	0.480933333333333
G6PD	-1.971
SP140	-0.5924
MUC17	-0.0959285714285715
NUDC	0.0492
DNAJC5B	1.575
SCARA3	-2.57333333333333
CPA3	2.02883333333333
BCAT2	-0.050125
MFN1	0.9207
NRG3	0.7645
SNX11	0.18075
PLEKHH1	-1.23433333333333
GPR177	-2.94233333333333
HCFC2	0.62075
TCAP	0.725
MOCOS	1.63625
C14orf93	0.08425
PRDM10	-0.456833333333333
SLC16A4	-0.949916666666667
SRGAP1	-0.522833333333333
VIP	0.18975
DUSP27	-0.230166666666667
LILRA1	0.1111
MC2R	0.051
MGC24103	-2.46275
MBTD1	-1.7725
FUT11	-0.0986666666666667
USP33	-0.3945
C15orf39	-1.0385
MAP3K12	-0.950625
PAAF1	-2.3355
BARHL1	0.636
FLJ16165	0.1295
PIWIL2	-2.778
SYNE1	-0.83225
CMTM4	0.157125
TSPYL1	0.1295
GUF1	-0.500166666666667
TMEM157	0.0105
WDR44	-0.1615
HIST1H3C	0.19275
DKFZp666G057	0.12125
RNPEP	-0.05525
GAS2L2	0.417833333333333
ADH4	-4.304
GRPR	-0.793333333333333
FBXL17	0.986
ZBTB10	-1.18716666666667
Gcom1	-0.0227222222222223
HTRA1	0.7238
ZNF585A	0.4235
SLC26A2	1.78414285714286
OTOP3	0.299
WISP1	1.098
ATP2B4	0.452583333333333
FLJ10769	0.5825
CRAMP1L	0.126375
CHST12	-0.45825
RAB22A	-0.0016666666666667
TARDBP	-0.3255
STAU1	-0.02225
CRB3	1.99466666666667
MIG7	0.009
CHMP1A	0.405833333333333
ZNF160	-0.197
B3GALT6	0.559
BARX1	-1.82166666666667
C6orf167	-0.642875
NXNL1	0.8725
DHX29	-0.154125
HADHB	1.21025
PLXNB2	0.302375
ILDR1	-1.282
SLC15A3	1.87925
GAS2	-2.77866666666667
C20orf69	-0.58425
NUMB	-0.386
TNIP1	0.068375
MESP1	0.9545
PSKH1	0.39825
NSFL1C	0.05
RHOG	0.11975
HEY1	-0.0235
KNG1	-2.204625
ITGAX	1.4636
LIN9	0.2345
CANT1	0.074375
XRN1	-0.0746428571428571
CCDC96	0.7681
HEATR6	-1.5525
GNG7	-0.100583333333333
RUNX2	0.5155625
SOX1	0.641
FCRL5	0.4697
ZNF99	0.496625
FAM9A	0.478
SNX22	1.085
MBNL3	-1.38483333333333
ODC1	-0.4871
ADORA2B	0.131
NR2F6	1.24025
ZFYVE16	-0.6955
SYNJ2BP	-1.329
POLE	-1.379375
E2F2	0.634625
THRA	0.546833333333333
PTGES2	-0.562
HIP1R	0.905333333333333
TMUB1	-0.254333333333333
ENO3	-1.74075
RSPH10B	0.1085
CXorf39	-0.347125
IRGC	0.494
GPR109B	-0.81775
FLJ13305	-1.0465
LCE3A	-0.096
TNFRSF18	-0.7385
DET1	0.12725
TRPM3	-0.334454545454545
C16orf79	-1.419
FECH	-0.373333333333333
RAP2A	1.44833333333333
CRIP1	0.498333333333333
AZIN1	0.365375
SLC7A7	2.6955
IL10RA	0.1182
TMEM64	-1.691
CDC42EP4	1.6592
C16orf58	0.3669
ARG2	-1.18625
POU5F1P4	-4.15625
FAM62B	0.957
DNAH8	-2.3145
ASH2L	0.15675
TSLP	-2.0155
CNTNAP5	-0.65
TMEM16C	4.156
IFNA14	-0.0715
SLC1A3	-0.106125
CABYR	3.0245
BCL7B	-0.00539999999999999
NUDT13	-0.238333333333333
C13orf28	0.105333333333333
C1orf53	-0.481
ARL6IP4	-0.1598
RPL35A	0.294
EMR3	0.0196666666666667
RAB40C	0.367416666666667
SLC41A1	-0.0395
LRCH1	-0.69175
LY6G5B	-0.689
FAM124A	0.4765
MGC10981	0.645833333333333
CLIP3	0.2636
MAP4K2	-0.0928333333333333
CHIC1	0.13725
SULF1	3.8525
C20orf30	-0.279214285714286
PRDM5	-0.70225
ELOVL1	1.05525
C11orf48	-0.66225
SLC39A10	-0.312
KCNV1	0.0585
ACP1	-0.2005
ZMYM2	-0.562125
B3GNT6	-0.0921666666666667
C9orf69	0.534
C2orf15	0.2595
C20orf166	-2.1395
HSP90AA6P	-1.2445
EDG7	0.7195
NEURL	1.30125
LPL	0.1755
CLEC2D	-0.785357142857143
GRRP1	1.094
CD8B	-1.3985
HIST1H3D	-0.743333333333333
SLC6A12	1.068875
FAM27L	-0.429
CD84	0.9361
RASA1	-0.1145
PHKG1	0.192
MAGEA11	-1.562
IMPA1	-0.1209
NPM3	-0.745
RARRES1	5.26725
SH3BP1	-0.13625
B3GNTL1	-0.5645
ARPC5L	-0.249333333333333
KLHL26	0.13775
SIM2	1.266375
GJC1	0.5825
C20orf194	0.151
EXO1	-1.40625
SLC2A2	-1.96466666666667
LOC285074	0.1535
LRG1	-3.45175
KIRREL	-1.124
PIK3R1	1.51228571428571
C4orf34	0.09775
MAF	-1.63661111111111
ADCY4	2.92566666666667
ZMIZ2	1.7668
SLC46A3	0.135
STAMBP	0.2815
CCDC16	0.91
MS4A12	0.7195
TCF20	0.35325
LRRC46	0.9095
C20orf152	0.4935
MRPS6	0.150625
ABCB11	-0.2875
KCNC2	-0.1705
CDH19	-2.42733333333333
C9orf123	0.422333333333333
SSH3	-0.46375
LDLRAD1	-3.82525
CCBE1	-0.66375
ZNF135	2.292625
TAAR1	0.1175
WFDC12	0.3995
CCDC42	0.868833333333333
FLJ12529	-0.78575
PER1	0.310333333333333
TIMM50	2.28533333333333
SMARCAD1	0.591166666666667
FAM26C	-0.4645
TP53TG3	-2.95233333333333
SH3RF1	1.6888
LMCD1	1.932
GPR63	0.8425
FLJ21986	-2.963125
AIFM3	-0.061
MICAL1	0.196166666666667
BLZF1	0.8975
IQCA	-0.396166666666667
PCDHGC3	-0.34
SAC	1.3115
BCL6B	1.935
DDO	-1.574
MARCO	3.29425
DCHS1	-0.187333333333333
C1orf170	0.682666666666667
CD200R1	0.661
C22orf15	-0.2455
SEPT11	1.27516666666667
ADNP	0.35475
UST	-1.2463
C13orf34	-0.132166666666667
RFFL	1.08135714285714
APBA3	0.0905
C2orf60	-0.855875
CUTL1	-0.0432
PMS1	-0.65525
ZNF689	-0.758
EIF3E	0.0646666666666667
IL9	-0.164
RPL31	-0.42175
LY9	-0.418
ATP2B3	0.16725
KDELR2	1.01683333333333
TFCP2	0.362875
NLRP12	-0.06275
FLJ45422	-0.358
TLE4	0.8666
ZNF570	2.5645
FLJ43806	-0.192
TLK2	-0.3215
CIR	-0.20475
MARS2	-0.107
COL24A1	-0.575
SDF2L1	-0.973
HIBADH	0.111
IGFBP3	-3.05442857142857
C12orf23	0.05275
PSPC1	-0.50825
C20orf43	0.36775
TRAV20	-0.56
ARHGAP24	0.0365
KIAA1975	0.207125
C1QA	2.9908
DNTT	-4.89483333333333
C10orf6	-0.991583333333333
C11orf41	0.252375
HNRPF	0.720625
COL11A1	5.83216666666667
UBAP2	0.695833333333333
CDKN2AIPNL	-1.399
C20orf174	2.02625
SPRED2	-1.707
PLA2G12A	0.206333333333333
ICEBERG	-2.17933333333333
SCN10A	0.2965
C11orf65	-0.1635
GBP5	3.8995
PITPNC1	-0.465666666666667
POU3F3	1.0785
NCOA7	0.916625
LIN7C	-0.0296
LOC348840	-1.5365
NKX2-2	-2.78475
ANKRD13D	-0.385875
LOC123688	-0.3685
FUT2	3.04566666666667
TAAR8	0.008
FZD4	-0.9735
PNMA3	0.410666666666667
OR4L1	0.271
WIT1	-2.79775
EXOC3L	1.85375
ATPBD4	0.0327
KRBA1	-0.185
UBXD6	-1.6685
HOXB7	-1.0155
C7orf23	0.2695
UNQ338	4.27975
STAB2	0.538
CDC20B	0.2375
IRF9	1.4455
CENTG1	0.3665
TNPO2	0.673
MCPH1	-0.944625
BMS1P5	-0.6325
SLC26A7	0.80325
HIST1H3J	0.88225
C9orf3	-0.1077
LBH	1.07275
MYO1D	-0.433375
PTDSS2	-0.1
NFU1	0.58125
DEPDC4	-1.2205
WNT7B	-1.3309
GLP2R	-0.317333333333333
SETD4	0.5194
DYNLT3	-0.5637
FKBP11	-1.01433333333333
SESTD1	0.637
FLII	0.0495
RPS16	2.9845
CHPF	-0.4085
CSNK2A1	0.199666666666667
SUMO1P1	-0.2035
FKBP6	1.1105
ZNF214	-2.31616666666667
TWIST1	-0.7645
DDX56	-0.2265
TRAM1L1	3.6696
EPO	-2.71433333333333
MRPS18B	0.33375
ZNF682	-0.177
RPL14	-0.247333333333333
MAFF	0.513
LOC51136	0.149125
LY96	-0.47025
DDX20	-0.8675
ABTB1	0.928666666666667
ARL5A	-0.5987
CCT6A	-0.44525
HEPACAM	-1.63633333333333
EHHADH	-0.421166666666667
RBAK	-0.249166666666667
CGB1	0.518
ITGB5	0.0213
YIPF3	0.7455
FKBP2	-0.05
NR1D1	-0.1957
TMEM110	0.449
NEK2	-0.137333333333333
PRAMEF8	-2.835
C20orf52	-0.252833333333333
PCDHGA3	1.33
VWA3B	-0.92075
NDUFA5	0.011375
THAP9	0.86275
FLVCR2	-0.594333333333333
AP1S1	-1.07825
SMAD6	-1.266
SAV1	1.087
SAT1	2.716875
ZNF251	1.268375
ADAMTS7	-0.0196
RPP38	1.47225
C1orf211	0.824
YPEL2	0.46645
RBMS1	0.13475
ZNF445	-0.338666666666667
NRXN2	-0.177166666666667
PGBD4	-0.22325
UGT2B28	-1.50675
WBSCR16	-0.536
NLRC3	0.053
ASTL	0.4805
ST6GALNAC1	-3.6695
ZADH2	0.70875
MLLT4	1.62125
ARL6	0.920166666666667
MEF2C	-1.336
CBFA2T3	-3.4895
AFF3	-1.41285714285714
COG7	-0.215833333333333
MYB	-0.939833333333333
PLXNA3	0.319
XRCC2	-1.2425
MMS19	-0.3275
ST8SIA5	-0.5685
CHPT1	-0.0781666666666667
KIAA1712	-0.101
OR6X1	0.1175
ACTR3	-0.17325
UGCG	-1.67866666666667
OR4P4	0.349
ZAP70	-3.071
LPP	0.80225
ZNF485	2.0865
PTPRCAP	-1.0015
IL12RB1	0.378
ATRX	-0.6824
CHST8	-2.419625
C14orf109	-0.24275
ARV1	0.91225
NMB	0.683571428571429
COX5A	-0.797333333333333
EIF6	-0.107
MPPED2	-1.66333333333333
SEMG1	-1.2395
CHRDL1	-0.2475
TRAF3IP2	1.355
WNK2	-0.22025
LILRA4	1.01133333333333
LAMA2	3.60975
PXT1	0.9635
RLBP1	-2.153
CD300C	0.246
SLTM	-0.5165
FLJ10404	-0.3814375
APOBEC3D	-1.596
RENBP	1.43183333333333
ATXN7L1	0.593625
NID1	-0.53025
TUBGCP3	-0.550125
ITIH5	0.866722222222222
CCDC110	3.4775
C8A	-2.70175
MGC87042	-2.78925
HOXC13	1.09275
TFDP2	-0.4975
HCP5	1.827625
POLI	1.533
UCN	-0.432666666666667
ZNF764	0.381333333333333
C8orf45	-0.5365
FHL3	-0.366
SPATA5L1	-0.12425
MMRN2	2.39433333333333
NDST1	0.355833333333333
COL20A1	-0.145166666666667
ZNF248	0.365
PELP1	0.449166666666667
MBL2	-3.24983333333333
RNF41	-0.179875
C5orf24	-0.102875
THOC5	-0.838875
SERINC3	0.518916666666667
RP11-151A6.2	1.826
CDCP2	0.2015
HIST1H2AA	0.6695
C11orf75	2.09866666666667
FKBP7	0.33125
DDOST	0.0145
GPNMB	1.901
TTF2	-1.737
KCNT1	-0.296333333333333
SLC39A14	-1.4175
NGRN	-0.1828
GPR137B	1.8615
MECP2	-0.71425
PSMA1	-0.87725
C16orf73	-4.16975
TMEM60	0.206333333333333
CSN3	-1.2815
NOS1	0.4634
RAB7L1	1.20616666666667
YBX2	1.1895
KIAA1166	-0.14125
FUBP3	-0.389166666666667
ABCG1	-1.1015
ACACA	0.133583333333333
ARL11	1.0964
ATOH1	-0.0475
ODF1	-0.114833333333333
CREB3L3	-1.31183333333333
TMEM127	0.375
DSCAML1	0.64425
PLN	2.50116666666667
LYPLA1	-0.0618333333333333
PRDM9	-2.27025
SASP	2.7475
PLUNC	0.2485
INTU	1.02125
HISPPD1	0.2325
LNPEP	-0.452333333333333
YARS2	-0.603833333333333
APCDD1L	-0.112
ZCCHC4	-0.6992
FBXO22	-0.293833333333333
TTLL13	-0.8975
ZNF669	-0.432833333333333
PTGDR	1.44925
DDX27	0.61325
KIAA0409	-0.567
GJB6	1.55975
ASB8	-0.00775
PLP2	0.131333333333333
MEPE	0.513
OR10J5	-0.1765
KRT222P	-0.92275
COQ7	0.2845
C1orf101	3.0945
RERG	3.2593
CHMP5	0.665625
