Hybridization REF	TCGA-BH-A18J-11A-31R-A12D-07
BNIP2	0.87825
DHX30	-0.9365
EEFSEC	-1.80625
FGF20	0.1295
FLJ38973	0.670214285714286
PLCH2	1.02591666666667
CCNG2	2.167375
PSPN	0.186
WDR88	0.321
HOXB13	-2.6035
MTMR8	-1.3085
SPAM1	0.17
PPP2R1B	0.731375
TANC1	1.850125
CNN3	1.9104
CHGA	0.272
C9orf128	1.607
CACNA1B	1.55516666666667
MMAB	-0.8268
RHOA	0.220083333333333
RAPGEFL1	-2.16025
SLC1A5	-1.54733333333333
CALCA	0.1805
SYCP1	1.2685
CXCL11	1.599375
GFI1B	-1.50783333333333
PSCD1	0.233666666666667
C11orf58	1.368
MGC45438	3.53783333333333
NUDT18	-0.0121666666666667
ASB3	-0.204833333333333
ZP1	-0.9595
LPPR2	-0.7578
ZNF527	1.40833333333333
ZNF771	-0.59225
TTBK2	-0.38375
TRIM55	0.503
GJB3	-1.0955
PRSS35	-1.48475
SCRG1	2.052
ZDHHC24	-0.68225
DUSP26	4.116
C1orf51	-0.7865
DNAJC3	-0.3615
LITAF	1.64675
ZNF410	-0.1545
AFP	-1.62966666666667
ZW10	-1.39025
PHOX2B	0.439
VILL	0.000749999999999995
ELOVL7	0.2485
LOC644186	1.1615
PPP3CC	0.5595
CHST13	-2.33175
WDR40B	0.246
MEA1	-0.7855
HILS1	-2.21375
DLX6	-4.2254
NKG7	0.934333333333333
EMP1	3.76575
ACTR6	0.7475
CHCHD7	0.2005
COG2	-0.2648
TCEA2	-0.953
TARS	-1.33325
FLJ20294	0.0968333333333333
ZNF92	-0.258875
TRAPPC2L	-0.6687
ARHGAP28	-1.001375
CCDC109B	-0.0195
LGTN	-0.365833333333333
INGX	-0.180333333333333
LOC124446	0.6815
RPS2	-1.32575
C17orf75	-0.831166666666667
NBPF1	-0.3505
SLC2A8	-0.407
SNRPE	-1.125
CARD6	2.16175
IL13RA2	-0.82125
CUEDC2	-0.775875
C4orf19	0.8915
AOC3	4.147125
MTHFD2	-1.16183333333333
OR5M9	0.897
C4orf38	1.15716666666667
SS18L2	0.11725
OAS3	-1.22066666666667
LARGE	0.49475
LRIG3	1.873
LIMA1	1.81175
STARD3	-0.63525
VPS39	-0.35775
CTAGE6	-0.2315
ODAM	-1.62475
MORF4L2	0.151375
GSTO2	1.9905
MTFMT	-0.80225
PRKAB2	-1.02885714285714
ZNF76	-1.058
HSPB2	5.7675
CRB2	0.03
KLRK1	-1.6555
LYST	1.343375
UBE2M	-2.01566666666667
SLC16A9	-0.296
ZNF281	-0.3285
ST8SIA1	2.034
C9orf105	-0.6565
ANKRD46	1.4905
FAM108A3	-0.35
C20orf91	0.38475
ZYX	-0.611166666666667
RSPH1	1.95975
ZSCAN5	-0.481
RIMS3	0.491833333333333
KRT76	-0.483
CEACAM4	1.082
SIRPB1	0.150875
CFHR4	-1.931
SOX3	-1.65333333333333
GATAD1	-0.490125
C21orf57	0.264
TMC8	-0.886333333333333
AVIL	1.803
LMOD1	4.704
HIGD1A	1.01825
NEU3	-0.376666666666667
DES	-0.835
BZW1	-0.5444
ZNF221	-0.118
CCDC27	-1.6745
GDAP1	-0.2495
RBBP4	-0.2805
MGC40499	-0.1515
PHKA1	-1.62275
PRKAR1A	0.228944444444444
HSD3B1	0.558
RAD52	-0.564166666666667
CD207	-0.1935
LOC389791	-0.0235
RSPO1	2.51916666666667
TMEPAI	1.59175
MFSD2	-0.042625
ETV4	-2.77625
SCGN	2.5385
LOC391356	0.4665
MPP1	-0.5665
STARD3NL	0.23725
TFAP2D	0.63
CD2AP	0.213125
CCL20	-3.92333333333333
CCDC86	-2.377
ZFP30	-1.12666666666667
CTBP1	-0.2615
MAK10	-0.241
STXBP5	-0.9585
LOR	-0.1844
MAP6D1	-0.56625
ARMC7	-0.011
TMEM150	0.6805
NSL1	0.0195
KIF5A	-1.02625
ASCC2	-0.887833333333333
PSENEN	-1.0155
OPTC	-0.5865
FCRL2	-0.801
KBTBD11	0.480375
PCK1	2.337875
CENTD3	0.26375
MEGF8	-0.23825
ALPPL2	0.23725
OBFC2B	-1.21483333333333
ZFYVE20	0.012875
GALC	1.558
CTRB2	0.66825
C20orf71	-0.1886
TBKBP1	0.567833333333333
CAMLG	1.08
TREML4	-0.0205
RSAD1	-0.54875
TUBA3D	-1.0196
KIAA1833	-0.131375
PNPLA1	0.595
LRRC34	0.0906666666666667
CDH26	0.5178
ZNF167	0.5935
ZBTB26	-0.7062
VWF	4.2377
VTN	-1.43233333333333
BAD	-0.207
PDS5B	0.533166666666667
ZNF644	0.1575
SH3GLB2	-1.27175
SMPDL3A	1.8203
NRG2	1.823375
IL15	1.75466666666667
GABARAPL1	1.31833333333333
LAT2	-0.106555555555556
SLCO1A2	-0.125333333333333
LIG4	0.2925
GSDMDC1	-0.225125
BMP4	-1.201375
METT10D	0.16975
SYCE1	0.65525
SPANXD	-5.5275
SLC12A9	-0.4295
MC1R	-2.5175
RNF168	-0.4235
TRIM69	0.8065
GALNT7	1.13116666666667
ISG20L2	-0.914
KIAA2026	0.3285
TNFAIP8L1	-1.5235
DPY19L2	0.611
C12orf63	-0.746
PRDX5	-0.569
MED6	-0.98875
TXNDC5	-0.182375
CD46	1.2655
CCK	0.209
C17orf48	0.657
ANUBL1	2.20225
SIT1	-1.756
TYSND1	-0.143
DEF6	-1.0915
GLT8D4	-0.29075
UTP14A	-0.58725
RPH3AL	1.34575
NXF1	0.0795
TRERF1	0.131166666666667
TUBB3	-1.56225
SLC24A2	0.2725
SEC22B	1.54508333333333
ZNF653	-0.4615
GGTL3	-1.08825
CDKL2	1.61075
CTF8	-0.776833333333333
EPC1	1.17716666666667
CYP4A11	0.577166666666667
THRSP	5.957
LELP1	0.8648
TES	0.408
C17orf87	1.5565
FERD3L	0.08025
SH3TC1	-1.261
RAB36	1.073
CRYGB	-0.3675
GRIA3	1.7592
BHLHB9	1.00825
C1QTNF9	3.31525
GOPC	0.7415
PNPLA8	0.8185
ZNF444	0.06625
FMO1	3.991
POLR3C	-0.54925
SLC35F3	3.27725
SGCG	0.942833333333333
DCDC2	0.847666666666667
NANP	-0.787
MGC23270	-1.045
BEX4	1.93258333333333
HYDIN	0.3569
RPS6KB2	-2.359
ADRM1	-1.82491666666667
BAT3	-1.54725
RAB31	-0.00506250000000002
SCGB2A1	8.052625
SLC6A14	0.416375
DDX4	-1.09975
PRRC1	-0.317
AP3B2	0.469833333333333
TRGV7	-0.233666666666667
TMEM184B	0.3915
ADPRHL1	0.553666666666667
C21orf45	-1.506
ARNTL	1.276375
AADAT	-0.555
CCL2	3.445
SNTB2	0.3415
RGS9BP	-1.63975
KPNA1	-0.3245
TMEM41B	-0.492833333333333
S100A11	-0.743833333333333
DOT1L	-2.0205
EFHC2	0.867625
CLTC	-1.05966666666667
SRP9	1.31621428571429
ZNF521	1.443
FAM26F	-0.37125
GPR88	1.78666666666667
COL13A1	-1.21083333333333
CHMP4B	-0.8552
SIGLEC6	-0.269666666666667
NFAM1	-0.07675
PVRL2	-0.1981
ALKBH4	-0.979
CCDC93	-0.216625
NXT1	0.227
KCNK4	0.802
TROAP	-2.7725
KCNA10	0.12875
CCDC114	-0.207666666666667
RAN	-0.07975
LMTK2	-2.219
LOC400657	0.713
UFC1	0.847
UBE1DC1	-0.882
EEF1A1	0.697666666666667
CHAC1	-0.9065
HMGA2	-5.8738
B3GALTL	0.00650000000000001
ING2	0.04025
C1orf109	-0.417
INTS3	0.64875
ZNF558	0.84025
TRPM4	0.398833333333333
LTB4R	-0.908
ISYNA1	-1.7885
LSM7	-0.14925
LRRC47	-0.6790625
ZNF179	-0.4115
EXDL1	-0.110166666666667
SLC4A10	-0.860571428571429
ACSS2	-0.078
COPS7B	-1.908
KIAA0040	1.029
C1orf95	-3.4675
AP1GBP1	0.27725
OR9A2	0.6495
FAM71C	-0.0265
RIN1	-1.09183333333333
ITGA4	-2.645625
DNAJC6	-1.3384
CLOCK	-0.149166666666667
SLC35A4	-0.2035
DSG4	-0.113666666666667
LOC26010	-0.25025
NSUN2	-0.865
TMEM86B	-1.0832
C14orf135	0.03225
KIFC3	-1.65516666666667
PHF5A	-0.6245
NCAPH	-3.308375
STK11IP	-0.2575
FLJ42953	0.36825
CCDC19	0.432
ZNF329	0.117
TAX1BP1	0.357
ZDHHC18	-0.537166666666667
C10orf88	-0.2135
TMBIM4	1.2764
NMUR1	3.6465
KIR2DS4	0.13525
C9orf90	0.082125
MGC87631	0.469
KDR	2.7977
ST3GAL2	-1.44625
RLN2	1
HPD	-3.4045
MOXD1	-1.77383333333333
PDGFRL	3.12533333333333
SMYD4	-0.450571428571429
FAM103A1	0.654666666666667
MFAP4	1.99383333333333
LOC285141	1.71
TMEM45B	-1.105625
SMCR7L	-0.636428571428571
GZMH	3.97725
CBLN1	-0.627
CNNM1	-1.35733333333333
PHF17	0.404666666666667
NUP98	-0.441666666666667
RMI1	-1.309
PTPRS	0.902875
ANKRD57	0.8655
CLDN15	-0.647166666666667
OR51A2	2.222
GUCA2B	0.451
DOCK9	1.86175
ITGB1BP1	-0.156666666666667
DLG2	0.4225
BRAP	-0.48325
SESN3	0.591
ZC3H7B	0.5385
FAM101A	1.76366666666667
FKSG24	-0.95875
ZYG11B	-0.88625
RFC2	-1.929
SH2D3A	0.119333333333333
DVL3	-1.08041666666667
ADFP	0.783
KRIT1	-0.1455
SERTAD3	1.77166666666667
LEFTY2	-3.2095
KRT27	0.1255
SCFD2	-0.5115
MN1	-1.45775
RORA	1.36575
PTPRD	-1.24666666666667
PIAS2	-0.211333333333333
CYP4X1	7.3065
FBXL15	-0.25025
MYH15	0.136833333333333
CRX	-0.9102
TBC1D13	0.831
SLC22A17	0.784833333333333
PLK2	1.23616666666667
ARHGAP9	1.134
EIF1B	0.93625
C20orf185	-0.2605
DEFA7P	0.3045
PRIM1	-1.74216666666667
CRYAA	-1.81375
BACE1	1.3305
AGTRL1	-0.350166666666667
ACAD9	-0.1585
GRASP	2.08375
RBP4	1.09033333333333
TFB2M	-0.0745
METTL9	-0.8589
ATP5O	-0.2975
SP100	0.4598
CPSF1	-1.6315
S100A4	0.20025
LIME1	-1.375
GPR137C	-2.503
OR2A2	1.461
C2orf29	-1.3965
NUP188	-1.75625
SDPR	2.80125
RAI1	-0.949375
RPS20	0.9453
LAMB1	0.24175
ADM2	-0.465333333333333
ZNF229	0.03175
DKFZp434K1815	-1.60675
EPN3	1.01583333333333
CLIC3	-1.8845
MEIG1	0.347
HMGB4	0.363666666666667
STARD10	-0.07725
KLF8	3.18375
EPB41L2	0.324333333333333
JMJD6	-1.28128571428571
CTSL1	0.0981666666666667
GPR27	-0.2375
ELAVL4	0.36025
MMP21	0.4875
PPM1B	1.15575
SUV39H1	-2.342
AAMP	-0.73875
TUSC4	-0.106333333333333
MBD6	0.397
KLK13	-0.512375
FMNL3	-0.0235
TRIM13	0.995583333333333
C15orf5	0.93975
IQCF1	-0.329142857142857
CACNG8	-0.208
SLC35D3	0.295333333333333
ZDHHC9	-0.0655
ODF3L1	1.4095
C9orf86	-1.1407
TSEN2	-0.62275
C17orf64	0.76775
SEPX1	-0.3247
TSPO	0.469333333333333
SYMPK	-0.638
ADORA1	0.55275
TSPAN10	0.0845000000000001
SEMA6C	0.805
RTTN	-0.6057
IL2	0.7235
ARRDC3	1.56591666666667
TBPL1	-0.0258333333333333
STX12	1.74425
MRPL39	-0.38575
OR8H3	0.743
IFIT5	1.68783333333333
CASC5	-4.68014285714286
FAM46A	-0.139666666666667
HPCAL1	-0.0509999999999999
CYLC1	0.68
VGLL2	-0.228142857142857
C20orf191	0.187
CDH1	2.00991666666667
ITPA	-0.71975
CCDC101	-0.6145
D15Wsu75e	-1.08425
EDA	-0.376
CREG1	-0.2145
OR7G2	0.5865
SAP18	1.34875
IFIT1	1.5045
CALML3	2.1555
FLJ37440	1.7805
FNDC5	-0.309
SERPINB6	-0.262071428571429
JUNB	1.9324
SYS1	0.851
SCN2A	1.679
ZKSCAN5	-0.6451
WNT7A	-0.4158
TSHZ3	3.55
RNF148	0.74925
H6PD	-0.145375
CAD	-1.40233333333333
ZNF449	0.37975
DOCK10	-0.805
FAIM2	-0.712166666666667
HEXDC	0.04075
PRB1	-0.585333333333333
C14orf148	0.1155
ETHE1	0.37
IRF5	-0.0702
GNMT	1.263
MGC16291	-1.504
RPAIN	-0.0755714285714286
CAGE1	1.4765
CNTNAP3	-0.65175
ACTR1B	-0.732
EEF1E1	-0.60125
MSX1	-0.070375
ESF1	0.1613
HSPC171	-0.117
MRPL2	-1.01633333333333
RDH12	-0.680666666666666
CELP	0.3895
METRNL	0.5485
C10orf116	4.553
C19orf48	-2.0065
ZNF346	-1.466
NCR1	-1.105
C10orf64	0.146
CD52	1.121
VPS18	0.70025
AP4S1	0.221166666666667
NPBWR1	-0.11
TPK1	2.0315
UBA52	-0.293055555555556
RIPK1	0.314833333333333
CPNE3	0.413
HSPC159	0.843
C8orf38	0.54575
LRRC4B	-0.365
PARP10	-0.5048
ANKRD50	0.00812499999999998
CXCL9	4.967
FGF18	1.02945454545455
EIF2A	-0.136375
SLC20A2	0.936833333333333
KIAA1549	-0.0330833333333334
SPINT1	1.7556
ZNF584	-0.4745
CRBN	0.892166666666667
ABCF3	-0.617833333333333
NCBP1	-0.935666666666667
PLA2G4F	0.531166666666667
PCDH10	-1.227625
TTC21A	0.98425
C20orf144	0.2175
FGFR1OP2	0.5355
SLC9A1	-0.8201
CHRND	-0.602
FOXF1	-2.73675
KIAA1467	0.2285
TPO	4.5005
LTF	5.18614285714286
DNAJB9	1.169
MRPS27	-0.52775
bA16L21.2.1	0.79175
WBP2	-0.0881666666666667
MRGPRX3	-1.41966666666667
PRPF18	1.4705
C10orf58	1.471
SMOC1	-1.1711
ADAT3	0.1255
TMEM138	-0.5865
TMEM131	-0.744625
TIMM8B	0.13125
MYH7	-0.8224
ST6GAL2	0.315
KIF1C	0.764
SUHW2	-1.196
PAPSS1	0.537
CABP2	0.029
HOXA4	2.24325
ELF2	0.79225
SEMA3D	2.3655
MC5R	-0.31
OGFR	-0.4595
FLJ30092	-0.4064
TGFA	0.3116
MMP17	-0.0715
KIF15	-3.57225
CHIA	-0.198
CATSPER3	0.12775
CEACAM7	1.37283333333333
PADI2	2.17475
HOXA9	2.20983333333333
LNX2	0.517833333333333
TMEM144	2.07575
HIF1AN	0.05675
METTL7A	1.1307
C6orf165	3.3195
KIAA1468	0.59075
DSG3	3.7915
ZNF180	0.4035
EIF4E3	2.174375
SLC46A1	0.26975
DKK1	-3.414
ZNF205	-0.0213333333333333
LOC162073	1.16127777777778
COX7A1	5.11325
MAGEA1	-4.70583333333333
NEDD8	-0.348833333333333
KLHDC5	-0.267
C3orf19	0.745
MRPS2	-0.92775
POLR3H	-0.0298571428571428
ABHD11	0.1984
TMEM17	1.23625
PAIP2B	0.931
MAT1A	-3.41175
LGI3	-0.14075
THUMPD2	0.747
TKTL2	0.711
XAGE3	1.22166666666667
CALM3	-0.152666666666667
C6orf136	-1.18816666666667
KCNC4	0.3295
RGS9	2.573
ACIN1	-1.18816666666667
SPATS1	0.03275
XKR8	-0.3735
FAM84A	1.02366666666667
MS4A7	6.01627272727273
AGXT2L2	0.23075
OR1F1	0.127
SMAP1L	-0.487416666666667
IPO11	1.232625
ZC3H11A	0.05575
C1orf151	0.253875
RNASEH2A	-2.44525
CCR10	-0.8355
TXNDC11	-0.557666666666667
TMEM112	0.230125
MAP1B	0.2075
NVL	-0.899
PKM2	-1.89075
ARC	0.0495
NUP54	0.245
PPFIBP2	1.74916666666667
STAT2	1.129625
PTAFR	1.80416666666667
ROBO2	-1.172375
RNF40	-0.887833333333333
CCDC135	-1.94483333333333
IFT81	-0.3642
MORF4	0.421
TM7SF3	-0.932
OR10H3	0.3845
ABP1	0.94625
CHRD	0.121375
PLEKHA8	-0.362833333333333
NCALD	4.03875
OR5AK2	0.3235
ACCN1	0.284166666666667
SLITRK1	-0.189333333333333
ARMET	-0.25725
C9orf52	0.846
REEP4	-1.815
MTSS1	0.81675
ADH1B	6.4
DLD	0.00649999999999999
CDK5	-1.922
PPFIA1	-0.3355
WFDC3	1.23975
DNAJB12	0.712714285714286
RANGRF	0.2035
MLANA	-4.36175
AMY2B	1.463
KIAA0319	-1.902125
RPS7	0.1385
JAK3	-0.0495555555555556
ARFGEF1	0.6865
CXCL5	0.893
TRAPPC4	-0.03575
CETN2	0.66625
HSPC111	-0.556
RHOBTB3	-0.8517
PHLPP	-1.51
RGS10	0.9175
TMEM58	0.381
CHERP	-0.908
HSP90AB3P	-1.70566666666667
FSTL3	-0.891833333333333
PEX11A	1.97875
OR5V1	0.5755
FCN3	3.086
PTPN3	-0.063625
NPTX1	-4.93175
C21orf84	-0.49475
C11orf51	-0.373125
ZBED2	-1.32675
FLJ90757	-1.069
NPY2R	7.03425
PLD3	-1.18825
SYT17	1.97566666666667
SGSM2	-1.15875
OR1A2	0.43875
FOXP1	1.262125
SLC5A1	5.15775
POFUT1	-1.0367
EPHB6	-2.17733333333333
MYO1G	-2.756125
STAC	-0.000600000000000045
KLHL17	-0.9955
RGMA	2.7318
TJP2	-0.2255
FAM114A1	-0.137333333333333
SERINC1	2.486
SLC9A8	-0.15125
PEX19	0.726125
EDN2	2.102
PSMD7	-0.882555555555556
C3orf41	-0.679
UQCR	0.52875
PPP1R3C	0.20125
LRP4	-1.1255
TM2D1	1.112
TTC17	-0.263125
C4BPB	-2.732875
CCL25	0.2135
ZNF253	-0.329666666666667
CHRNA9	-3.9885
SOX11	-0.957125
HIVEP3	0.8715
CGN	1.02175
C3orf35	-0.21325
PKD2L1	3.82025
SYVN1	-0.74375
PDE8B	2.261125
LOC439951	-0.561
LTC4S	2.583
MIF4GD	-0.924833333333333
SMARCA2	2.498875
TUBGCP6	-0.00816666666666667
CABLES1	0.426625
C16orf77	2.814
ZNF791	-0.7235
FUT5	-0.7625
ADH6	-2.89766666666667
P4HB	-0.99425
CLDND2	1.0945
ALKBH8	0.61325
PLAC4	-0.6435
F11R	0.128214285714286
MGC35295	-0.652333333333333
PDZD4	-0.5475
LOC389073	-0.4315
FAM80B	0.092
PSMB1	-0.398125
TXN	-1.22616666666667
VIPR1	0.8715
WBSCR18	0.0648
EXOSC6	-0.921
ACTA2	5.05266666666667
SP5	-2.72725
ANKRD1	-2.76833333333333
DDR1	0.6952
ATP6V1D	0.10275
PTGS1	-1.13283333333333
RNF157	-0.47975
DCC	0.3885
SPAG7	-0.24275
FBXO18	-0.84925
UBE3C	-1.2504
HOXC6	-0.743
LRP2BP	0.930833333333333
MYST2	-1.12175
PDSS2	-0.22525
ATE1	-0.3655
ARAF	-1.289
KLF10	2.14675
PLA2G2E	-0.1435
ASCL1	-1.00966666666667
TSNAXIP1	1.13425
FAM131B	0.25475
IFNA10	2.382
NUP43	-0.5745
FAM44B	-0.09875
L1TD1	-3.17816666666667
NMD3	-0.318333333333333
C18orf54	-0.6814
PHOSPHO1	-0.3485
RAG2	-2.7005
EMILIN3	0.482
METTL3	-0.68025
VPS13C	1.55325
REXO2	-0.17575
ANXA4	0.473
CA1	-0.523666666666667
DCP1B	0.7405
TULP3	-0.881166666666667
ATP2A2	0.0651428571428572
ATIC	-1.29
ADAM15	-0.59425
NPL	1.42883333333333
LGR4	0.371375
UEVLD	-0.0296666666666667
GAB1	1.3295
SNAI2	0.1035
ZGPAT	-0.4073
SNF1LK	0.3435
DLEU1	-1.415
UBE2Q1	-0.42275
ZMYM6	0.259875
JPH3	-2.8745
FAM38A	-0.50825
PXK	0.7485
DENND2D	1.9995
BAX	-1.30625
CP	-1.91163636363636
RPL37	0.6741
G6PC3	-0.67925
NCOA4	-0.3325
LRRC14	-0.2125
GORASP1	-0.1895
FCHO2	0.89775
CYP24A1	-2.89
FXYD3	1.068875
SMARCAL1	-0.4225
ABCB8	-1.93283333333333
CCDC44	-1.04125
PRDM7	-2.96225
USH1C	-2.128
DNAH5	1.17316666666667
SRF	0.944833333333333
MAL2	2.195
PGPEP1	0.134916666666667
SIN3B	-1.285
SEMA3C	0.7785
GRAMD3	3.48375
FBXO10	-0.06125
OR5D13	1.44
FLJ31818	0.4315
CACNA1I	-0.01375
S100A13	0.721
TP63	4.47942857142857
ANXA11	0.6381
WDR66	0.460625
CSF2RB	0.189
IFI44	0.595
DACT1	1.258
ANKRD23	-1.63275
ATP5G1	-0.674666666666667
C21orf70	-1.03016666666667
PPWD1	0.05775
DNAJC13	-0.41775
PAH	-5.2566
PTCH2	-0.0265
TRMU	-1.39325
CCDC9	-0.7075
USP3	-0.8281
DCLRE1C	-0.3217
FAM55C	0.83775
FRMD4B	1.78775
CYP2R1	-0.000250000000000007
RFPL1	-0.814
XPO5	-1.72625
ARL6IP2	-0.0895
OSBPL5	1.61925
MMP9	3.58381818181818
KIAA0802	-0.13425
DHRS2	-3.42883333333333
SGEF	0.516625
TXNDC10	-0.5572
EXOC6	0.554
RPS27	1.48
PNCK	-2.5005
FSTL1	0.07275
AACS	-0.5565
SLMAP	0.946
SAMD4A	0.4586
ABRA	0.22275
SMARCD3	1.617
PKNOX2	-1.543
A4GNT	0.4035
C9orf39	-0.157333333333333
RALYL	0.270666666666667
MGC33556	-2.921
C10orf25	-0.6965
BBOX1	8.34225
NHEDC1	0.5425
XDH	0.69775
GCSH	-0.7295
EDN1	2.40183333333333
MTERF	-0.39225
CLK4	1.655125
ZNF799	-0.611666666666667
KCNG1	-1.889375
CXCR4	-0.611
PTPRR	-2.7505
IRAK1	-0.574875
LOC401397	-0.15375
TMSB10	0.0679285714285714
CXCL3	-0.4186
TMC4	0.9415
OR7A10	0.439
STYK1	1.55275
CHRNA10	0.69975
CCNI	0.3795
EP300	-0.120214285714286
LOC165186	0.7125
HIC2	-1.582
SDR-O	0.545
OR2W1	0.3145
KCNA6	-0.124
TRIM74	-0.5895
REEP6	0.73625
ATP5G2	-0.3125
ERG	1.552
TMEM42	0.84875
PARN	-0.524166666666667
SOD2	0.3524375
DIRAS1	-0.0961666666666667
PNPT1	-1.467
JOSD3	-0.418
hCG_40738	-0.539
PDE1C	0.28675
SEMA4D	-0.509125
AGPAT1	0.157166666666667
NOSTRIN	2.408625
MAP3K3	-0.275666666666667
MAX	0.357142857142857
CAPS	0.389
SERPINA12	0.106
OSBPL8	-0.138375
RICS	0.0387
NR4A2	3.27533333333333
PPCS	1.06033333333333
LONP1	-1.8645
SCYL3	1.14675
HERC2P2	-0.705166666666667
FIBCD1	0.767
C15orf41	-0.65825
DMC1	-1.56616666666667
C20orf27	-2.181
RPS6KA5	1.4386
FAHD1	-0.4695
SLC12A4	0.08525
BRCA1	-2.21916666666667
GBL	-1.506
SLK	0.300666666666667
NUDT9P1	1.8445
NOXO1	1.7275
USP52	-0.63675
BAZ1B	-0.596625
SLCO2B1	3.87825
BBS12	1.95116666666667
LRGUK	-2.0105
TERF2IP	0.355
COL1A1	1.4455
KIAA0090	-0.46275
GRK5	0.546666666666667
AP1S2	-0.6486
TMEM52	-1.06883333333333
CA11	-0.3345
OR4A15	0.578
ACBD3	1.5294
SPAG11B	-0.028375
PRDM2	1.6067
FOXP3	0.509333333333333
SMYD3	-1.5049
LOC389199	0.1845
LGI2	0.822833333333333
NAPE-PLD	-0.3484
ANKRD6	0.4395
WDR45	0.113333333333333
SHROOM1	-0.7505
PSCD3	-0.3365
PYY	-0.0685
KCNC1	-0.351
ARHGEF9	0.2699
OR8J1	0.1715
GPR55	-0.510833333333333
NS3BP	-2.6815
C10orf22	0.800833333333333
NAT8L	2.49675
DUSP4	0.190333333333333
FOXM1	-3.60533333333333
GRAMD2	3.231
ZBTB48	-0.573333333333333
BUD31	-0.7035
PABPC5	0.7995
CCDC41	-0.2135
FBXO11	-0.0191666666666667
C6orf148	-0.25
RFXAP	0.11025
C6orf15	1.0915
CDK8	-1.04183333333333
C6orf70	0.223625
TESSP2	-0.024
ALG2	0.52375
PPP1R3D	0.3385
TPM3	-0.593777777777778
SYT13	-0.453
EPB42	1.6475
CETN3	-0.6375
PRY	-0.693
NTHL1	-0.623166666666667
POLR2B	-0.1615
RPS28	0.739416666666667
P2RX3	-0.08725
LYZL4	0.292333333333333
WBP4	0.954
PMM1	-0.4675
C11orf79	0.06575
CBLL1	-0.95775
IL1F10	0.611833333333333
VAX2	-1.0945
SETDB1	-0.720833333333333
LRAP	-3.25566666666667
GCLM	0.369666666666667
CPEB3	2.79175
PPM1A	0.7776875
INTS1	-1.068
CAMTA1	1.53566666666667
SAMSN1	-1.779
LOC158830	-1.3345
GMPPA	-1.838875
AIPL1	0.646666666666667
IL24	-0.4284
BDKRB1	-1.18216666666667
MLF1	2.138
TAF12	-0.17075
ID1	-1.452
THADA	-0.633125
PIK3CB	-0.62525
OR4N5	0.949
TBC1D17	-0.883166666666667
COX8A	-0.8375
CDCA4	-2.16725
C2orf44	-1.064
ZNF534	-0.83825
IMMP1L	0.03175
NIPSNAP3B	1.74625
FTMT	1.447875
PWP2	-1.21666666666667
MMP15	-1.5044
DNAH11	-3.334
MTMR14	-0.971625
DNAL4	-0.246
IPP	-0.90125
TMEM59	1.75725
C1orf157	1.322
RGS4	-1.26816666666667
DDX18	-0.176833333333333
SNX6	0.08425
ZNHIT2	-0.1545
NCDN	-1.233
FLJ33534	0.27325
RAG1	-1.24328571428571
OR4D10	0.5925
PTPN5	0.6035
POMT1	0.27475
LRRC8A	0.3421
CYP1A1	-1.88575
CAPN1	-1.88166666666667
DDHD2	0.18875
GRIK2	0.0646666666666667
GNRHR	0.205333333333333
PPBP	0.952
HTR3A	-0.907375
SLITRK4	1.348
ANKRD49	0.5165
BTF3	0.627
SARS	-0.63125
C13orf18	0.6195
CACNB1	-0.063
QKI	1.02636363636364
SETMAR	0.860625
MAN2B1	-0.0483333333333333
EML3	-2.041
ACADL	3.8975
OFD1	-0.032375
DEFB114	0.498
CGA	-3.62333333333333
PEX16	-0.3155
LRRC10	0.5505
GNG12	-0.4135
C1orf152	-0.103333333333333
CHRM1	0
CD53	0.511375
DBH	-0.78375
TFAP2B	3.531625
HIST1H2BJ	-1.9344
FAM46D	0.61
TMEM11	0.085
C3orf32	-2.56925
PCCB	-1.6655
IPO13	-0.5885
C6orf105	-2.04025
COMMD5	0.50775
SUV420H1	-0.1882
LTBR	-0.4435
ARHGAP15	-0.819625
HDHD2	0.634
TDRKH	-1.222
LOC401052	1.001
PSG4	0.103333333333333
GNB4	-0.153
SPATA4	1.96825
SLC9A3	-0.633
OSBP	0.0476666666666667
NBPF3	-0.603083333333333
DOCK11	0.763
SLC39A5	-1.7625
PRR5	0.4199
C10orf63	-0.061375
SMTNL2	-0.90475
ADRA1A	0.1245
ASAH1	2.4716
DOM3Z	-0.6733
GIPR	0.89
AHI1	-0.1215
NADSYN1	-0.887333333333333
RGS14	-1.239
IL18BP	1.0414
RTN4RL1	1.73191666666667
ARMC6	-1.162
PSMD5	-0.71
HK3	0.76
OR4S1	0.71925
RSU1	0.9711
MAD2L1	-3.24222222222222
EIF4A3	-0.48475
DLEC1	0.634333333333333
E4F1	-0.252833333333333
CHMP2B	0.7037
CAMSAP1	-0.6665
RPS21	-0.175166666666667
ARID5A	2.64
UBE2N	-0.0376
IGSF8	-0.314166666666667
MAGEB6	-0.92
ACAD11	-0.3536
MGC4172	-1.7355
LMO4	-0.2845
KLKB1	0.56625
HP	-0.943
HDAC3	-0.54775
SCHIP1	2.32825
CLCA1	-0.593
OLFML2A	1.72671428571429
C1orf112	-2.024
KIF19	1.42941666666667
HAPLN4	-0.2562
CXCR7	2.47366666666667
GOT2	-0.5437
RAB38	-1.479125
DCX	1.13325
PPM1H	-0.283416666666667
NFYC	0.1035
KIN	0.472875
ZNF228	1.687
PLSCR4	3.9385
