Hybridization REF	TCGA-E2-A14S-01A-11R-A12D-07
COL15A1	0.909875
CASP10	-0.452214285714286
PCMT1	-0.599571428571428
HDAC5	0.8904
LOC641367	-0.81925
EVC2	-0.52425
SGPL1	1.264
GON4L	-0.015
AFG3L2	-0.218333333333333
C5orf15	0.789166666666667
UBXD1	0.9316
LILRB4	1.314
GSTA4	0.558
ADIG	-0.331
GRIPAP1	0.138
HIST1H3B	-1.71316666666667
BTRC	2.19016666666667
USP49	-1.606
IQCH	1.353
ACBD6	-0.302
YEATS2	-1.11775
CABP5	-0.3895
TRIM3	0.20025
HNRPM	0.04025
FGG	-4.9971
C18orf16	0.25075
CLEC2B	-0.73475
PQBP1	-0.247166666666667
JTB	-0.077
REST	0.968833333333333
SLC8A3	-0.866166666666667
TMEM16H	0.146
MRPL47	-0.312875
EVI1	0.7923
MUC1	-1.292375
TEAD3	-0.174375
STOML1	0.41375
USP24	0.0837
PNMA5	-0.01575
MAEL	0.0168333333333333
LBP	0.035
HSD17B4	1.20675
SEC31B	-1.2565
IDH2	-0.2294
SFRS16	-0.760625
AICDA	0.4435
RNF180	-0.45325
C1orf56	0.3835
FLJ10324	0.1565
GPR148	0.756
MEF2A	0.778333333333333
ASF1B	-1.06366666666667
HTN3	-0.158
RNF215	1.21875
SLC4A3	1.83133333333333
ADAMTS9	-0.2736
C9orf66	0.482166666666667
FOXD3	0.534
GSDM1	0.25575
IFITM5	1.1715
PODXL2	-0.876166666666667
C1orf176	0.14725
RPS3	0.352
hCG_2004593	-0.229875
COL21A1	-0.303
NTNG2	-0.51
RAI14	-0.5995
P76	0.26175
LRFN3	0.80725
FAM14B	0.36275
FKBP14	-1.837
TNNI3	-2.03533333333333
HOXB3	-0.855375
SGCB	-0.0465
PPAPDC3	-1.4755
FRAT1	0.476333333333333
MORN1	1.271
ARHGEF2	0.05175
BNIP2	-0.86425
DHX30	-0.1695
EEFSEC	-0.43325
FGF20	0.993
FLJ38973	0.629571428571428
PLCH2	-0.357416666666667
CCNG2	2.061
PSPN	0.515
WDR88	-0.0775
HOXB13	0.835875
MTMR8	-1.078
SPAM1	-0.4255
PPP2R1B	-1.485
TANC1	-0.789375
CNN3	-1.3801
CHGA	-0.024
C9orf128	1.4655
CACNA1B	0.590166666666667
MMAB	-0.7109
RHOA	-0.283833333333333
RAPGEFL1	-0.20875
SLC1A5	-2.09466666666667
CALCA	0.06425
SYCP1	0.037
CXCL11	3.17575
GFI1B	-1.6745
PSCD1	-0.093
C11orf58	1.01733333333333
MGC45438	2.8365
NUDT18	-0.495166666666667
ASB3	-0.513833333333333
ZP1	-3.7815
LPPR2	0.5999
ZNF527	0.897166666666667
ZNF771	0.17975
TTBK2	-0.21525
TRIM55	-1.03975
GJB3	-0.685833333333333
PRSS35	-0.62775
SCRG1	-0.26225
ZDHHC24	0.34425
DUSP26	-0.31025
C1orf51	-0.42925
DNAJC3	0.674666666666667
LITAF	0.752625
ZNF410	0.44325
AFP	-5.87283333333333
ZW10	-1.7855
PHOX2B	-0.0055
VILL	0.13225
ELOVL7	0.362625
LOC644186	3.2035
PPP3CC	-0.9825
CHST13	-1.91325
WDR40B	0.438916666666667
MEA1	0.07825
HILS1	-1.86625
DLX6	-2.44766666666667
NKG7	0.931833333333333
EMP1	-0.3225
ACTR6	0.10525
CHCHD7	0.3375
COG2	0.1908
TCEA2	0.7527
TARS	-0.47375
FLJ20294	-0.239333333333333
ZNF92	0.3295
TRAPPC2L	-0.6262
ARHGAP28	-1.220125
CCDC109B	-0.7705
LGTN	-2.66466666666667
INGX	-0.041
LOC124446	1.329
RPS2	-1.18975
C17orf75	-1.3965
NBPF1	0.102
SLC2A8	0.244
SNRPE	-1.016
CARD6	-0.39925
IL13RA2	-0.838
CUEDC2	-0.24375
C4orf19	1.5815
AOC3	1.06025
MTHFD2	-1.11816666666667
OR5M9	0.049
C4orf38	0.174833333333333
SS18L2	0.22025
OAS3	0.8075
LARGE	2.62
LRIG3	-1.00766666666667
LIMA1	0.80825
STARD3	-0.350416666666667
VPS39	0.39225
CTAGE6	-0.0995
ODAM	-2.267
MORF4L2	-0.053
GSTO2	2.275
MTFMT	-1.318
PRKAB2	-0.558571428571428
ZNF76	0.5995
HSPB2	2.11
CRB2	-0.10425
KLRK1	-2.346
LYST	0.3305
UBE2M	-0.551166666666667
SLC16A9	0.30375
ZNF281	1.275
ST8SIA1	-1.460875
C9orf105	-0.9785
ANKRD46	2.22725
FAM108A3	0.5215
C20orf91	0.64975
ZYX	-0.0138333333333333
RSPH1	2.9105
ZSCAN5	0.1025
RIMS3	-0.028
KRT76	0.1565
CEACAM4	0.165333333333333
SIRPB1	0.047
CFHR4	-1.147
SOX3	-0.648
GATAD1	-0.36
C21orf57	-0.5465
TMC8	-0.466833333333333
AVIL	0.458166666666667
LMOD1	2.4565
HIGD1A	-0.314375
NEU3	0.0126666666666667
DES	-0.142625
BZW1	-0.6099
ZNF221	0.2815
CCDC27	1.1865
GDAP1	1.1015
RBBP4	0.7415
MGC40499	0.449
PHKA1	-1.19
PRKAR1A	-0.226055555555556
HSD3B1	-0.07825
RAD52	-0.779666666666667
CD207	0.9705
LOC389791	0.2135
RSPO1	0.2545
TMEPAI	1.506
MFSD2	-0.69725
ETV4	-3.17583333333333
SCGN	-0.9685
LOC391356	0.056
MPP1	-1.05275
STARD3NL	-0.245
TFAP2D	0.295
CD2AP	0.716125
CCL20	-4.10783333333333
CCDC86	-0.8245
ZFP30	-0.523
CTBP1	0.507833333333333
MAK10	0.073
STXBP5	-0.784666666666667
LOR	0.1085
MAP6D1	-0.573625
ARMC7	0.5985
TMEM150	0.9544
NSL1	-0.45325
KIF5A	-1.243
ASCC2	0.3655
PSENEN	0.770833333333333
OPTC	-0.3875
FCRL2	-0.592333333333333
KBTBD11	-0.112625
PCK1	-2.077375
CENTD3	-0.88725
MEGF8	0.33675
ALPPL2	-0.22625
OBFC2B	-0.0958333333333333
ZFYVE20	-0.16325
GALC	1.34583333333333
CTRB2	0.2165
C20orf71	-0.413833333333333
TBKBP1	0.453333333333333
CAMLG	1.05675
TREML4	0.4715
RSAD1	0.15325
TUBA3D	-0.893
KIAA1833	1.312
PNPLA1	0.9255
LRRC34	-1.939
CDH26	-0.713666666666667
ZNF167	0.334833333333333
ZBTB26	-0.8271
VWF	3.2835
VTN	-0.825166666666667
BAD	1.25125
PDS5B	0.68875
ZNF644	0.385833333333333
SH3GLB2	0.328875
SMPDL3A	0.4477
NRG2	-0.4605
IL15	0.165166666666667
GABARAPL1	-0.250833333333333
LAT2	1.3781
SLCO1A2	-1.73666666666667
LIG4	0.0859166666666667
GSDMDC1	1.4645
BMP4	-1.08675
METT10D	-0.426125
SYCE1	5.153
SPANXD	-6.67775
SLC12A9	0.3095
MC1R	-3.4345
RNF168	-1.281
TRIM69	0.249
GALNT7	1.40566666666667
ISG20L2	-0.287
KIAA2026	0.952
TNFAIP8L1	-0.4315
DPY19L2	0.567
C12orf63	-0.5305
PRDX5	-0.286125
MED6	-1.07975
TXNDC5	-1.0205
CD46	0.0674166666666667
CCK	-1.75475
C17orf48	-1.02075
ANUBL1	1.938
SIT1	-1.1345
TYSND1	0.364166666666667
DEF6	0.292
GLT8D4	-2.21775
UTP14A	0.307875
RPH3AL	0.79
NXF1	0.469833333333333
TRERF1	0.518666666666667
TUBB3	-1.8190625
SLC24A2	0.0235
SEC22B	0.28225
ZNF653	0.47725
GGTL3	-1.76366666666667
CDKL2	0.0415
CTF8	-0.713666666666667
EPC1	1.13683333333333
CYP4A11	-0.109666666666667
THRSP	5.29816666666667
LELP1	-0.005
TES	0.478125
C17orf87	1.288
FERD3L	0.00199999999999999
SH3TC1	0.452
RAB36	2.691
CRYGB	-0.1075
GRIA3	-0.3801
BHLHB9	0.99875
C1QTNF9	0.17475
GOPC	-0.247875
PNPLA8	0.123333333333333
ZNF444	0.36575
FMO1	1.2495
POLR3C	-0.24725
SLC35F3	-0.83875
SGCG	-1.63966666666667
DCDC2	-4.72483333333333
NANP	-0.798
MGC23270	-0.0825
BEX4	0.98375
HYDIN	0.9924
RPS6KB2	-2.0045
ADRM1	-0.6275
BAT3	-0.28325
RAB31	1.143125
SCGB2A1	3.777625
SLC6A14	-4.509625
DDX4	-0.08875
PRRC1	1.09183333333333
AP3B2	1.26083333333333
TRGV7	-0.0351666666666667
TMEM184B	0.6175
ADPRHL1	0.674333333333333
C21orf45	-0.542875
ARNTL	0.553375
AADAT	-0.73375
CCL2	0.931166666666667
SNTB2	-1.14616666666667
RGS9BP	-1.02
KPNA1	0.18
TMEM41B	0.039
S100A11	-0.18575
DOT1L	-1.437
EFHC2	0.541625
CLTC	-0.404
SRP9	0.2105
ZNF521	-1.3755
FAM26F	-0.4525
GPR88	0.3045
COL13A1	-2.00566666666667
CHMP4B	-0.4144
SIGLEC6	0.1635
NFAM1	-0.061125
PVRL2	0.9658
ALKBH4	0.28575
CCDC93	0.0296875000000001
NXT1	-0.21625
KCNK4	0.7175
TROAP	-1.30966666666667
KCNA10	0.125
CCDC114	0.0441666666666667
RAN	-0.7535
LMTK2	-0.197
LOC400657	-0.104
UFC1	0.5855
UBE1DC1	-1.206
EEF1A1	-0.765388888888889
CHAC1	-0.5625
HMGA2	-6.3798
B3GALTL	0.58125
ING2	0.44125
C1orf109	0.021
INTS3	0.669375
ZNF558	0.6975
TRPM4	2.18883333333333
LTB4R	-1.4035
ISYNA1	0.05825
LSM7	-0.378
LRRC47	-0.700625
ZNF179	-2.04133333333333
EXDL1	-0.0743333333333333
SLC4A10	-0.718
ACSS2	-0.180833333333333
COPS7B	-0.4185
KIAA0040	2.1505
C1orf95	0.1775
AP1GBP1	-0.5805
OR9A2	-0.411
FAM71C	0.1725
RIN1	-1.93983333333333
ITGA4	-1.119625
DNAJC6	-0.183833333333333
CLOCK	1.50233333333333
SLC35A4	0.7835
DSG4	0.3745
LOC26010	-1.669
NSUN2	-0.4265
TMEM86B	-1.1239
C14orf135	0.02675
KIFC3	-1.67983333333333
PHF5A	0.4015
NCAPH	-1.494625
STK11IP	0.122
FLJ42953	1.28225
CCDC19	1.543
ZNF329	-0.054625
TAX1BP1	0.4645
ZDHHC18	0.386666666666667
C10orf88	-0.60575
TMBIM4	1.5292
NMUR1	0.1895
KIR2DS4	0.188
C9orf90	0.0405
MGC87631	0.161
KDR	3.0743
ST3GAL2	-1.655625
RLN2	0.580666666666667
HPD	-3.99525
MOXD1	-2.56416666666667
PDGFRL	-0.3835
SMYD4	-0.918428571428571
FAM103A1	-0.268333333333333
MFAP4	-2.37616666666667
LOC285141	1.35475
TMEM45B	0.909125
SMCR7L	-0.422785714285714
GZMH	2.2005
CBLN1	-1.6175
CNNM1	-0.23625
PHF17	0.196166666666667
NUP98	-0.120416666666667
RMI1	-0.53
PTPRS	0.40925
ANKRD57	0.689
CLDN15	-1.04166666666667
OR51A2	0.0455
GUCA2B	0.3085
DOCK9	1.7625
ITGB1BP1	-0.670833333333333
DLG2	-1.019875
BRAP	-0.39475
SESN3	-0.442
ZC3H7B	0.487
FAM101A	-0.809166666666667
FKSG24	0.07475
ZYG11B	-0.4545
RFC2	-1.01025
SH2D3A	1.13516666666667
DVL3	-0.3515
ADFP	-2.04
KRIT1	-0.230125
SERTAD3	1.84416666666667
LEFTY2	-4.20625
KRT27	0.1575
SCFD2	0.73675
MN1	-1.45975
RORA	0.0765
PTPRD	-0.759
PIAS2	-0.251
CYP4X1	3.72716666666667
FBXL15	-0.06825
MYH15	0.186833333333333
CRX	-0.165666666666667
TBC1D13	-0.033
SLC22A17	0.797666666666667
PLK2	1.15566666666667
ARHGAP9	1.75575
EIF1B	-0.76625
C20orf185	-0.02175
DEFA7P	0.108
PRIM1	-2.41583333333333
CRYAA	-1.6355
BACE1	-0.8725
AGTRL1	0.649666666666667
ACAD9	0.172875
GRASP	0.18775
RBP4	-3.98983333333333
TFB2M	-0.6615
METTL9	-0.5976
ATP5O	-0.6505
SP100	0.2992
CPSF1	0.379666666666667
S100A4	-0.80825
LIME1	-1.06375
GPR137C	0.0205
OR2A2	0.12
C2orf29	-0.9595
NUP188	-0.77175
SDPR	-0.7935
RAI1	0.627625
RPS20	1.0468
LAMB1	-1.7085
ADM2	1.7425
ZNF229	-0.36375
DKFZp434K1815	-0.99775
EPN3	2.58816666666667
CLIC3	-2.329
MEIG1	-0.185
HMGB4	-0.11325
STARD10	3.026125
KLF8	0.53825
EPB41L2	-0.109333333333333
JMJD6	-0.68925
CTSL1	-0.3785
GPR27	0.855
ELAVL4	0.7465
MMP21	0.127
PPM1B	0.429125
SUV39H1	-1.44725
AAMP	0.4925
TUSC4	0.7415
MBD6	0.396
KLK13	-1.44528571428571
FMNL3	0.758333333333333
TRIM13	0.809916666666667
C15orf5	-0.8
IQCF1	0.1595
CACNG8	-0.0455
SLC35D3	0.416666666666667
ZDHHC9	0.685
ODF3L1	0.249
C9orf86	0.2131
TSEN2	-0.60425
C17orf64	0.167
SEPX1	-0.1774
TSPO	0.986666666666667
SYMPK	-0.621
ADORA1	-0.145
TSPAN10	0.919375
SEMA6C	0.129166666666667
RTTN	-0.6809
IL2	0.1825
ARRDC3	-1.02733333333333
TBPL1	-1.45316666666667
STX12	0.56825
MRPL39	-0.8215
OR8H3	0.0625
IFIT5	0.779666666666667
CASC5	-1.373
FAM46A	-1.0095
HPCAL1	-0.1825
CYLC1	0.2035
VGLL2	-0.042875
C20orf191	0.2575
CDH1	1.93341666666667
ITPA	-0.06475
CCDC101	-0.12675
D15Wsu75e	0.533
EDA	-1.276
CREG1	-0.77325
OR7G2	-0.096
SAP18	1.07658333333333
IFIT1	1.222
CALML3	0.753333333333333
FLJ37440	0.959
FNDC5	-0.0625
SERPINB6	0.017
JUNB	0.7031
SYS1	2.48825
SCN2A	-0.322333333333333
ZKSCAN5	-0.6884
WNT7A	0.0936666666666666
TSHZ3	2.03725
RNF148	0.09525
H6PD	0.303125
CAD	-0.934333333333333
ZNF449	0.37225
DOCK10	0.0825
FAIM2	-0.1225
HEXDC	0.09425
PRB1	-0.08975
C14orf148	-0.1615
ETHE1	0.2945
IRF5	0.0591
GNMT	0.847
MGC16291	-1.051
RPAIN	-1.06614285714286
CAGE1	-0.4435
CNTNAP3	-3.433
ACTR1B	0.157
EEF1E1	-1.03425
MSX1	0.271
ESF1	-0.6255
HSPC171	-0.209
MRPL2	-0.658833333333333
RDH12	-0.306166666666667
CELP	0.094
METRNL	-0.424
C10orf116	3.7705
C19orf48	-1.46275
ZNF346	-0.192125
NCR1	-1.997
C10orf64	0.0275
CD52	0.63475
VPS18	0.563125
AP4S1	-0.513833333333333
NPBWR1	0.842
TPK1	1.40125
UBA52	-0.766
RIPK1	0.477333333333333
CPNE3	1.485
HSPC159	0.5125
C8orf38	1.92825
LRRC4B	-0.069
PARP10	1.0176
ANKRD50	2.04825
CXCL9	5.4095
FGF18	0.867272727272727
EIF2A	-0.1455
SLC20A2	1.86866666666667
KIAA1549	-0.820083333333333
SPINT1	2.1861
ZNF584	-0.045
CRBN	0.094
ABCF3	-0.165166666666667
NCBP1	-0.709
PLA2G4F	0.8795
PCDH10	-0.652625
TTC21A	0.85825
C20orf144	0.4265
FGFR1OP2	-0.721333333333333
SLC9A1	0.7893
CHRND	0.722
FOXF1	-2.867
KIAA1467	2.7985
TPO	-0.068
LTF	-0.581615384615385
DNAJB9	0.75775
MRPS27	-0.021
bA16L21.2.1	0.69775
WBP2	0.2895
MRGPRX3	-2.27083333333333
PRPF18	-0.1455
C10orf58	0.86275
SMOC1	-3.055
ADAT3	0.108166666666667
TMEM138	-0.565
TMEM131	-0.16175
TIMM8B	-0.56725
MYH7	-0.5065
ST6GAL2	-0.5835
KIF1C	-0.71525
SUHW2	-1.0685
PAPSS1	1.396
CABP2	-0.1655
HOXA4	-1.92875
ELF2	0.479
SEMA3D	-0.6689
MC5R	0.07
OGFR	0.7415
FLJ30092	0.742666666666667
TGFA	-1.8256
MMP17	0.886
KIF15	-1.98175
CHIA	0.3305
CATSPER3	1.99575
CEACAM7	-0.460909090909091
PADI2	1.716375
HOXA9	-0.3375
LNX2	0.597833333333333
TMEM144	2.355
HIF1AN	0.31075
METTL7A	-0.7646
C6orf165	2.1785
KIAA1468	0.8405
DSG3	-0.3795
ZNF180	0.418666666666667
EIF4E3	0.98625
SLC46A1	1.316
DKK1	-5.11833333333333
ZNF205	0.96
LOC162073	1.24177777777778
COX7A1	4.266
MAGEA1	-5.523
NEDD8	0.116583333333333
KLHDC5	0.264944444444444
C3orf19	0.0261666666666667
MRPS2	-1.12125
POLR3H	1.58071428571429
ABHD11	0.4047
TMEM17	1.39225
PAIP2B	0.7842
MAT1A	-5.03125
LGI3	-0.17225
THUMPD2	-0.16525
TKTL2	-0.156
XAGE3	-1.1475
CALM3	0.576833333333333
C6orf136	0.0953333333333333
KCNC4	0.126166666666667
RGS9	0.778166666666667
ACIN1	-0.432833333333333
SPATS1	-0.018
XKR8	-0.083
FAM84A	4.35866666666667
MS4A7	4.62481818181818
AGXT2L2	0.5905
OR1F1	-0.1305
SMAP1L	-0.37275
IPO11	0.58
ZC3H11A	-0.1065625
C1orf151	0.74025
RNASEH2A	-1.12825
CCR10	-1.3735
TXNDC11	-0.052
TMEM112	0.654375
MAP1B	-1.43978571428571
NVL	0.0255
PKM2	-1.45705
ARC	-0.80925
NUP54	-0.6955
PPFIBP2	1.41016666666667
STAT2	0.104875
PTAFR	2.53083333333333
ROBO2	0.1175
RNF40	0.187333333333333
CCDC135	-0.39
IFT81	-0.195555555555556
MORF4	-0.74125
TM7SF3	-0.617625
OR10H3	0.577
ABP1	-0.088375
CHRD	0.686375
PLEKHA8	-0.587666666666667
NCALD	0.26975
OR5AK2	-0.13575
ACCN1	0.27
SLITRK1	-0.72125
ARMET	0.03875
C9orf52	0.782
REEP4	-0.835
MTSS1	2.705
ADH1B	1.63133333333333
DLD	-1.22275
CDK5	0.129
PPFIA1	0.527375
WFDC3	1.17575
DNAJB12	1.21121428571429
RANGRF	-0.3085
MLANA	-4.881
AMY2B	1.55125
KIAA0319	-1.661
RPS7	-1.023
JAK3	-0.3549
ARFGEF1	2.72675
CXCL5	0.679083333333333
TRAPPC4	-0.76325
CETN2	0.76525
HSPC111	-0.44125
RHOBTB3	-2.9664
PHLPP	0.2845
RGS10	1.14025
TMEM58	0.467
CHERP	-0.015125
HSP90AB3P	-0.697833333333333
FSTL3	-0.883166666666667
PEX11A	1.74625
OR5V1	0.1945
FCN3	2.32925
PTPN3	0.92
NPTX1	-5.671125
C21orf84	-1.0955
C11orf51	0.94775
ZBED2	0.76175
FLJ90757	1.04175
NPY2R	0.47425
PLD3	0.23825
SYT17	3.53683333333333
SGSM2	-0.00750000000000001
OR1A2	0.01075
FOXP1	0.988
SLC5A1	-0.05375
POFUT1	-0.2592
EPHB6	-3.31666666666667
MYO1G	-2.170125
STAC	-1.8493
KLHL17	-0.147666666666667
RGMA	0.332
TJP2	-0.273
FAM114A1	-0.4315
SERINC1	1.33841666666667
SLC9A8	1.328875
PEX19	0.319
EDN2	2.80525
PSMD7	-1.861
C3orf41	-3.29175
UQCR	-0.232125
PPP1R3C	0.35175
LRP4	-2.97016666666667
TM2D1	0.34375
TTC17	0.6425625
C4BPB	-4.60525
CCL25	0.14025
ZNF253	-0.1975
CHRNA9	-3.5435
SOX11	-1.18775
HIVEP3	1.298
CGN	2.97133333333333
C3orf35	0.193625
PKD2L1	2.77775
SYVN1	0.57275
PDE8B	1.49375
LOC439951	1.07125
LTC4S	2.84683333333333
MIF4GD	0.139
SMARCA2	1.5735625
TUBGCP6	0.703833333333333
CABLES1	0.72225
C16orf77	0.5535
ZNF791	0.69075
FUT5	-1.898
ADH6	-2.423
P4HB	0.8565
CLDND2	-0.8735
ALKBH8	-0.05925
PLAC4	-1.904
F11R	0.0913571428571429
MGC35295	0.011
PDZD4	-0.268833333333333
LOC389073	-0.17225
FAM80B	-0.0423333333333333
PSMB1	-0.425375
TXN	-0.295166666666667
VIPR1	1.8325
WBSCR18	0.1243
EXOSC6	-1.01716666666667
ACTA2	3.33116666666667
SP5	-3.9195
ANKRD1	-2.2095
DDR1	1.6434
ATP6V1D	-0.0465
PTGS1	0.561333333333333
RNF157	-0.7795
DCC	1.39525
SPAG7	0.0985
FBXO18	-0.117
UBE3C	-0.5733
HOXC6	0.964
LRP2BP	0.1744
MYST2	-0.10425
PDSS2	-0.32875
ATE1	-1.08625
ARAF	-0.76825
KLF10	0.029
PLA2G2E	-0.21475
ASCL1	3.48033333333333
TSNAXIP1	1.1035
FAM131B	0.328125
IFNA10	-0.182
NUP43	-0.366125
FAM44B	0.31375
L1TD1	-5.20666666666667
NMD3	-1.36208333333333
C18orf54	-0.1516
PHOSPHO1	-0.303
RAG2	-1.205
EMILIN3	-0.1585
METTL3	-0.12
VPS13C	-0.299
REXO2	-1.73075
ANXA4	-0.75075
CA1	-1.1415
DCP1B	-0.0075
TULP3	-0.713833333333333
ATP2A2	-0.102642857142857
ATIC	-0.52025
ADAM15	-0.93575
NPL	1.21066666666667
LGR4	-1.877625
UEVLD	0.335666666666667
GAB1	1.33775
SNAI2	-1.73783333333333
ZGPAT	0.297
SNF1LK	-0.24575
DLEU1	-0.85425
UBE2Q1	0.42375
ZMYM6	0.3219375
JPH3	-2.5375
FAM38A	-0.842
PXK	0.111
DENND2D	1.8985
BAX	-1.32833333333333
CP	-3.85118181818182
RPL37	-0.4019
G6PC3	0.400625
NCOA4	-0.7725
LRRC14	0.610375
GORASP1	0.503
FCHO2	1.07125
CYP24A1	-3.6817
FXYD3	1.649125
SMARCAL1	0.00875000000000001
ABCB8	0.363833333333333
CCDC44	-0.3425
PRDM7	-2.95175
USH1C	-1.3605
DNAH5	2.208
SRF	-0.145833333333333
MAL2	4.20983333333333
PGPEP1	0.6495
SIN3B	-0.74975
SEMA3C	0.1545
GRAMD3	0.8045
FBXO10	-0.410625
OR5D13	-0.161
FLJ31818	-0.371375
CACNA1I	0.518875
S100A13	-0.525
TP63	0.638071428571429
ANXA11	-0.0998
WDR66	1.31425
CSF2RB	-0.1995
IFI44	0.40625
DACT1	0.5445
ANKRD23	-1.085625
ATP5G1	-0.226
C21orf70	-0.8345
PPWD1	-0.64025
DNAJC13	0.077
PAH	-4.72366666666667
PTCH2	0.6645
TRMU	-0.12775
CCDC9	0.6665
USP3	-1.0574
DCLRE1C	0.2068
FAM55C	0.62775
FRMD4B	1.50675
CYP2R1	-0.12325
RFPL1	-0.6152
XPO5	-0.80325
ARL6IP2	-0.869
OSBPL5	1.30925
MMP9	4.31463636363636
KIAA0802	0.049
DHRS2	-3.75683333333333
SGEF	0.251875
TXNDC10	-0.3341
EXOC6	0.7765
RPS27	-0.263
PNCK	-1.5806
FSTL1	-1.99025
AACS	0.437
SLMAP	0.0446666666666667
SAMD4A	-0.8239
ABRA	0.901666666666667
SMARCD3	1.797
PKNOX2	-1.92433333333333
A4GNT	0.368
C9orf39	-0.723666666666667
RALYL	-0.36775
MGC33556	-2.9245
C10orf25	-0.245
BBOX1	0.72475
NHEDC1	1.3305
XDH	-0.6365
GCSH	-1.7295
EDN1	-1.07816666666667
MTERF	-0.31175
CLK4	1.232125
ZNF799	1.23016666666667
KCNG1	-1.76575
CXCR4	-0.637
PTPRR	-2.4655
IRAK1	-0.32775
LOC401397	-0.46075
TMSB10	-0.3525
CXCL3	-3.8626
TMC4	2.7565
OR7A10	0.5465
STYK1	0.60375
CHRNA10	0.3395
CCNI	1.50275
EP300	1.2205
LOC165186	-0.0893333333333333
HIC2	-2.01425
SDR-O	0.003
OR2W1	0.4055
KCNA6	0.1315
TRIM74	-0.877
REEP6	0.985
ATP5G2	0.25975
ERG	0.920625
TMEM42	0.38925
PARN	-0.257666666666667
SOD2	-0.73175
DIRAS1	0.584
PNPT1	-1.239
JOSD3	-2.03925
hCG_40738	0.239
PDE1C	-1.49675
SEMA4D	0.282625
AGPAT1	0.135333333333333
NOSTRIN	0.962125
MAP3K3	-0.7575
MAX	0.633785714285714
CAPS	2.5095
SERPINA12	-0.304
OSBPL8	0.5455
RICS	4.4287
NR4A2	2.48616666666667
PPCS	1.1415
LONP1	-1.16575
SCYL3	0.94975
HERC2P2	-0.337333333333333
FIBCD1	-0.5575
C15orf41	-0.562
DMC1	-0.723833333333333
C20orf27	-1.59725
RPS6KA5	0.8976
FAHD1	-0.3125
SLC12A4	-0.481
BRCA1	-1.08158333333333
GBL	0.03875
SLK	-0.0663333333333334
NUDT9P1	-1.067
NOXO1	2.24
USP52	-0.6115
BAZ1B	0.028125
SLCO2B1	3.65025
BBS12	0.921333333333333
LRGUK	0.397
TERF2IP	-0.25425
COL1A1	2.726
KIAA0090	-0.014
GRK5	-0.0215
AP1S2	-1.092
TMEM52	0.911833333333333
CA11	-1.2835
OR4A15	0.1105
ACBD3	0.3558
SPAG11B	0.0957142857142857
PRDM2	1.3121
FOXP3	0.456
SMYD3	-0.1808
LOC389199	0.8305
LGI2	0.501
NAPE-PLD	-0.6741
ANKRD6	-0.21
WDR45	0.4455
SHROOM1	-0.4795
PSCD3	-0.6015
PYY	0.0485
KCNC1	0.7805
ARHGEF9	0.5672
OR8J1	0.32325
GPR55	0.000333333333333343
NS3BP	-0.9585
C10orf22	0.4275
NAT8L	1.04075
DUSP4	-1.49566666666667
FOXM1	-1.51066666666667
GRAMD2	-0.3883
ZBTB48	0.374166666666667
BUD31	-0.5345
PABPC5	0.2725
CCDC41	-0.11625
FBXO11	-0.347916666666667
C6orf148	-1.8035
RFXAP	-0.99775
C6orf15	0.158833333333333
CDK8	-1.12716666666667
C6orf70	1.054625
TESSP2	-0.021
ALG2	0.66925
PPP1R3D	1.1615
TPM3	0.621166666666667
SYT13	5.9205
EPB42	-0.453666666666667
CETN3	-0.16575
PRY	0.2235
NTHL1	-0.121
POLR2B	0.2795
RPS28	0.0870833333333333
P2RX3	0.31075
LYZL4	-0.184666666666667
WBP4	-0.0281
PMM1	0.3485
C11orf79	-0.078
CBLL1	-1.242
IL1F10	0.0655
VAX2	1.095
SETDB1	-0.1895
LRAP	-3.04083333333333
GCLM	-0.638833333333333
CPEB3	2.34775
PPM1A	0.4089375
INTS1	-0.5865
CAMTA1	1.88325
SAMSN1	-1.22125
LOC158830	-2.0005
GMPPA	-0.360375
AIPL1	-0.06575
IL24	-0.134166666666667
BDKRB1	-1.046
MLF1	1.3103
TAF12	-0.1095
ID1	-2.31725
THADA	-0.29475
PIK3CB	-0.188
OR4N5	0.182
TBC1D17	-0.1175
COX8A	-0.72
CDCA4	-0.98825
C2orf44	-0.45475
ZNF534	-0.31825
IMMP1L	-0.07175
NIPSNAP3B	0.5245
FTMT	0.341
PWP2	-0.833333333333333
MMP15	-1.1906
DNAH11	-1.0275
MTMR14	-0.198875
DNAL4	1.4945
IPP	0.32675
TMEM59	1.022875
C1orf157	0.322
RGS4	0.8305
DDX18	-0.359166666666667
SNX6	0.03275
ZNHIT2	0.67
NCDN	0.438833333333333
FLJ33534	0.26275
RAG1	-1.273
OR4D10	-0.1685
PTPN5	-0.264333333333333
POMT1	0.632375
LRRC8A	-0.2109
CYP1A1	-1.65825
CAPN1	0.0716666666666667
DDHD2	-0.65575
GRIK2	-0.253
GNRHR	-0.03625
PPBP	0.09125
HTR3A	-0.834625
SLITRK4	0.37
ANKRD49	-0.76025
BTF3	0.3647
SARS	-0.19975
C13orf18	0.648833333333333
CACNB1	0.0242142857142857
QKI	-0.1295
SETMAR	0.20175
MAN2B1	0.944
EML3	-0.41175
ACADL	-0.414166666666667
OFD1	-0.27975
DEFB114	0.4055
CGA	-1.6021
PEX16	-0.117166666666667
LRRC10	-0.3665
GNG12	-1.065
C1orf152	-0.569166666666667
CHRM1	-0.028
CD53	1.088375
