Hybridization REF	TCGA-BH-A0DV-11A-22R-A12P-07
ART5	0.711
ARTN	0.377833333333333
TMTC2	1.32375
GNRH2	0.221
STEAP1	0.1433
RPL39L	-0.299833333333333
FLJ10292	-0.647666666666667
RLF	-0.16825
NAT14	0.21525
RRN3	-0.25325
C11orf16	1.51383333333333
C3orf14	0.193
TEX264	0.7655
C22orf28	-0.14
C20orf175	-1.36025
XPNPEP2	-0.198833333333333
PDE6A	-0.6185
SPIB	-0.010875
TBCB	0.611
SLC5A11	-2.20325
ADRA2C	-2.7695
DHCR24	-0.647
MEF2D	-0.7125
C6orf114	-0.809
ZPLD1	1.453
MYO1B	-0.147833333333333
VAMP8	0.687
ANKRA2	0.854583333333333
C11orf42	0.204
TAS2R60	0.2985
PANX1	-0.623375
C12orf42	-0.2135
RCBTB1	-0.534
FGL2	5.06725
CEP70	-1.071625
WASL	-0.106
SEPT14	0.2545
DCHS2	0.16875
CYBA	-1.141
ARHGAP11A	-4.43166666666667
MPZL2	1.03466666666667
KIAA1881	2.804
ANXA1	1.6635
AFF1	-0.3278125
FRMD3	0.08
SUSD5	-0.9415
C9orf32	-0.40075
RASSF7	0.59025
KIR2DL2	0.759
SENP1	-0.726
C20orf195	-0.40725
C3orf44	0.0745
KRTAP9-3	0.202
ZFP28	0.71325
PLCB2	0.6169
TXNDC15	-0.037
CALR3	-0.59375
HLTF	-0.606
C17orf67	-0.842
NDUFA6	-1.152
PKP1	0.86775
HMG20B	0.099
GPR180	-1.2555
BAI3	0.9565
NOSIP	0.1942
TRIM23	0.715875
ARL1	0.123428571428571
CDK5RAP2	-0.64
SSH2	-2.236
KCTD15	-0.466833333333333
FTHL17	0.7745
AK3	-0.6795
RAB3C	0.3055
PAX4	0.567625
KDELC2	-1.34525
BIK	0.789
KIAA1553	-0.74025
CEP135	-0.497
NANOG	-4.47
TRIM22	2.36166666666667
CDH13	-1.34433333333333
B4GALNT4	0.46525
MDGA2	-1.363
SAMD3	2.94666666666667
OR1E1	-0.063
TAS2R10	-1.2415
FASN	-0.30125
GPR116	2.7591
ZNF219	1.07483333333333
CD33	-3.11
RAB3GAP1	0.80275
H1FOO	-0.5175
NXPH3	0.6025
CROCC	0.627166666666667
GPX7	-0.135125
BASP1	-3.4232
STAM	-0.419
TBK1	-0.10875
STX2	-1.96283333333333
RPL29	0.77325
NR1H3	0.70775
MPPE1	0.00699999999999999
PHACTR3	-0.20575
SLC44A2	1.371625
C10orf109	0.086
CLCN6	0.078
C16orf59	-3.194
SQSTM1	0.758833333333333
AADAC	-0.8195
LRRC8C	-0.46225
BIN3	-0.033
HPS6	0.21325
MAN2A2	0.1288
GABPB2	-1.70175
KCND1	-0.31775
PTPN11	-0.296214285714286
ZNF274	0.4785
ATF3	1.97108333333333
C7orf26	-0.224
C1QL3	0.6185
WDR54	-2.09983333333333
FLJ40869	-1.70683333333333
ZNF397	0.76225
MLL	0.2446
TTLL6	-0.3865
ANKRD15	1.18983333333333
KIAA1958	-1.51475
C1orf218	0.32525
ZDHHC16	-1.096
DDX47	-0.75875
EVI5L	-0.0971666666666666
GDF6	-5.896
TAPBPL	1.08133333333333
BTG1	1.6319
DPP4	-1.38275
KLHL23	-1.685
APOC3	-4.4955
BTBD12	-1.47833333333333
CNOT4	0.060875
HIST1H3I	0.724
OR5H1	0.092
APEH	-0.76925
TRY1	-0.200333333333333
SLC26A8	-0.513666666666667
KCNA2	0.0235
TMEM159	2.781375
C6orf81	-0.771666666666667
PCYT1A	-0.5805
C6orf157	0.35
BRMS1	-0.12275
CHST1	0.415166666666667
LGALS1	-1.606125
TAF1B	-0.6695
FLJ40504	-0.85725
GPR173	0.0555
COL15A1	0.424
CASP10	-0.886214285714286
PCMT1	-0.724357142857143
HDAC5	1.7252
LOC641367	-1.71025
EVC2	1.24875
SGPL1	-0.622333333333333
GON4L	0.185428571428571
AFG3L2	0.229
C5orf15	-0.0383333333333333
UBXD1	0.98
LILRB4	0.277
GSTA4	2.13316666666667
ADIG	-0.0455
GRIPAP1	0.57525
HIST1H3B	-0.616
BTRC	0.714166666666667
USP49	-2.576
IQCH	0.22775
ACBD6	-0.56325
YEATS2	-0.81875
CABP5	0.053
TRIM3	0.784
HNRPM	-0.515
FGG	-4.6529
C18orf16	-0.0595
CLEC2B	-0.556
PQBP1	0.586166666666667
JTB	-0.967166666666667
REST	0.519833333333333
SLC8A3	-1.0375
TMEM16H	0.7715
MRPL47	-1.032
EVI1	0.5393
MUC1	0.843
TEAD3	0.76325
STOML1	0.146375
USP24	-0.8262
PNMA5	0.16325
MAEL	0.212666666666667
LBP	-0.1698
HSD17B4	-0.144125
SEC31B	-0.8185
IDH2	-0.4216
SFRS16	0.542625
AICDA	0.165
RNF180	0.02175
C1orf56	-1.05566666666667
FLJ10324	0.5
GPR148	-0.44
MEF2A	0.781916666666667
ASF1B	-2.56733333333333
HTN3	-0.70575
RNF215	0.02325
SLC4A3	1.44466666666667
ADAMTS9	1.3192
C9orf66	1.16366666666667
FOXD3	0.306
GSDM1	-0.4045
IFITM5	1.8325
PODXL2	0.120833333333333
C1orf176	0.10525
RPS3	1.90325
hCG_2004593	1.1595
COL21A1	-0.41125
NTNG2	0.685333333333333
RAI14	-1.45833333333333
P76	-0.607
LRFN3	0.59075
FAM14B	-0.44
FKBP14	-1.242
TNNI3	-1.39033333333333
HOXB3	0.24725
SGCB	-0.4715
PPAPDC3	-0.142
FRAT1	0.234833333333333
MORN1	0.819666666666667
ARHGEF2	0.00949999999999999
BNIP2	0.125
DHX30	0.10825
EEFSEC	0.24175
FGF20	1.745
FLJ38973	-0.330071428571429
PLCH2	0.995583333333333
CCNG2	1.65275
PSPN	0.124
WDR88	1.178
HOXB13	-3.304
MTMR8	-0.6405
SPAM1	0.454
PPP2R1B	-1.134
TANC1	0.981875
CNN3	-0.0429
CHGA	0.17475
C9orf128	1.89225
CACNA1B	0.325666666666667
MMAB	0.1049
RHOA	-0.120833333333333
RAPGEFL1	0.21225
SLC1A5	0.4775
CALCA	-0.782625
SYCP1	-0.03
CXCL11	1.309125
GFI1B	-1.46216666666667
PSCD1	-0.663
C11orf58	0.587333333333333
MGC45438	2.815
NUDT18	-0.659666666666667
ASB3	0.205166666666667
ZP1	-3.61
LPPR2	0.1325
ZNF527	1.18266666666667
ZNF771	0.2775
TTBK2	-0.5525
TRIM55	-0.76875
GJB3	0.276
PRSS35	0.49525
SCRG1	3.25475
ZDHHC24	-1.21625
DUSP26	1.29425
C1orf51	0.45825
DNAJC3	-0.212666666666667
LITAF	1.138625
ZNF410	0.359
AFP	-4.25883333333333
ZW10	-0.716
PHOX2B	-0.212
VILL	0.84875
ELOVL7	-0.890875
LOC644186	1.189
PPP3CC	-0.06475
CHST13	-3.01325
WDR40B	0.776083333333333
MEA1	-0.553
HILS1	0.76275
DLX6	-2.12216666666667
NKG7	1.75583333333333
EMP1	-0.15375
ACTR6	0.6375
CHCHD7	-0.801142857142857
COG2	-0.1946
TCEA2	1.034
TARS	-1.47425
FLJ20294	0.509166666666667
ZNF92	0.031625
TRAPPC2L	0.1089
ARHGAP28	-0.454375
CCDC109B	-1.302
LGTN	0.287666666666667
INGX	0.443166666666667
LOC124446	1.0015
RPS2	-0.2685
C17orf75	-1.21816666666667
NBPF1	0.0095
SLC2A8	-0.483083333333333
SNRPE	-1.1185
CARD6	0.607
IL13RA2	-0.7085
CUEDC2	0.055
C4orf19	2.027
AOC3	1.400375
MTHFD2	-2.592
OR5M9	0.1075
C4orf38	1.02516666666667
SS18L2	-0.308
OAS3	-0.4085
LARGE	0.188
LRIG3	2.05266666666667
LIMA1	0.39075
STARD3	0.63
VPS39	0.53125
CTAGE6	0.6835
ODAM	-0.88475
MORF4L2	-0.612625
GSTO2	2.114
MTFMT	-1.2955
PRKAB2	-0.910071428571429
ZNF76	0.707833333333333
HSPB2	4.1795
CRB2	0.14825
KLRK1	-0.487
LYST	0.086125
UBE2M	-0.932666666666667
SLC16A9	0.245
ZNF281	-0.4695
ST8SIA1	2.152125
C9orf105	-1.095
ANKRD46	0.68825
FAM108A3	0.6125
C20orf91	0.51225
ZYX	0.924
RSPH1	1.4345
ZSCAN5	-0.418
RIMS3	0.185166666666667
KRT76	0.1855
CEACAM4	-0.3075
SIRPB1	0.12875
CFHR4	-0.6775
SOX3	-0.132333333333333
GATAD1	-0.23025
C21orf57	0.518
TMC8	0.143833333333333
AVIL	-0.0751666666666666
LMOD1	3.55875
HIGD1A	-0.294875
NEU3	-0.341333333333333
DES	0.998375
BZW1	-1.2829
ZNF221	0.571
CCDC27	0.1175
GDAP1	-0.08675
RBBP4	-0.42475
MGC40499	0.21375
PHKA1	-0.942375
PRKAR1A	-0.170166666666667
HSD3B1	-0.35375
RAD52	-0.4065
CD207	-0.2075
LOC389791	-0.208
RSPO1	4.39766666666667
TMEPAI	0.206125
MFSD2	1.469625
ETV4	-1.6935
SCGN	2.2215
LOC391356	1.071
MPP1	-1.324375
STARD3NL	-0.139
TFAP2D	0.288
CD2AP	0.420125
CCL20	-4.74483333333333
CCDC86	-0.2475
ZFP30	-1.33475
CTBP1	0.319666666666667
MAK10	0.293166666666667
STXBP5	-1.51866666666667
LOR	1.1808
MAP6D1	-0.29625
ARMC7	0.32
TMEM150	-0.01
NSL1	-0.21675
KIF5A	-1.3205
ASCC2	0.591333333333333
PSENEN	-0.4525
OPTC	-0.37
FCRL2	0.0826666666666666
KBTBD11	-2.3735
PCK1	-2.311625
CENTD3	-0.61625
MEGF8	0.288125
ALPPL2	-0.60925
OBFC2B	-0.213666666666667
ZFYVE20	-0.1015
GALC	0.7725
CTRB2	0.339
C20orf71	-0.145666666666667
TBKBP1	0.6345
CAMLG	0.8345
TREML4	0.7865
RSAD1	0.2675
TUBA3D	-0.9762
KIAA1833	0.998125
PNPLA1	0.2735
LRRC34	-0.882166666666667
CDH26	-0.475833333333333
ZNF167	0.786833333333333
ZBTB26	-0.707
VWF	3.2006
VTN	-1.208
BAD	0.251
PDS5B	0.210333333333333
ZNF644	1.32641666666667
SH3GLB2	0.86475
SMPDL3A	0.9046
NRG2	2.11175
IL15	0.458166666666667
GABARAPL1	1.27983333333333
LAT2	-0.4574
SLCO1A2	2.17616666666667
LIG4	-0.485
GSDMDC1	0.84975
BMP4	-0.335375
METT10D	0.452125
SYCE1	4.44325
SPANXD	-5.8665
SLC12A9	0.161833333333333
MC1R	-3.633
RNF168	-1.28175
TRIM69	0.80675
GALNT7	-0.0713333333333333
ISG20L2	-0.54925
KIAA2026	0.955
TNFAIP8L1	-1.0545
DPY19L2	0.62275
C12orf63	1.455
PRDX5	0.193375
MED6	0.183
TXNDC5	-0.787125
CD46	0.0798333333333333
CCK	-1.9025
C17orf48	2.25525
ANUBL1	1.526
SIT1	-0.252
TYSND1	0.3565
DEF6	0.233
GLT8D4	-1.4305
UTP14A	0.37275
RPH3AL	0.6085
NXF1	1.07483333333333
TRERF1	-1.13616666666667
TUBB3	-1.8133125
SLC24A2	0.373
SEC22B	-0.242833333333333
ZNF653	0.70875
GGTL3	-0.791416666666667
CDKL2	1.5855
CTF8	0.264666666666667
EPC1	2.11483333333333
CYP4A11	0.222833333333333
THRSP	3.18633333333333
LELP1	0.5345
TES	1.660875
C17orf87	0.6595
FERD3L	0.08425
SH3TC1	-0.4675
RAB36	1.748
CRYGB	-0.908
GRIA3	1.4533
BHLHB9	1.4065
C1QTNF9	2.3195
GOPC	0.406125
PNPLA8	0.293833333333333
ZNF444	-0.47175
FMO1	3.82725
POLR3C	0.02575
SLC35F3	3.00775
SGCG	-3.37783333333333
DCDC2	-1.57583333333333
NANP	-1.21175
MGC23270	-0.329
BEX4	1.37741666666667
HYDIN	0.2362
RPS6KB2	-0.79425
ADRM1	-1.073
BAT3	-0.333
RAB31	-1.7739375
SCGB2A1	4.487625
SLC6A14	1.2055
DDX4	-0.27975
PRRC1	0.441833333333333
AP3B2	1.57983333333333
TRGV7	0.0551666666666666
TMEM184B	-0.42625
ADPRHL1	0.4665
C21orf45	-0.90675
ARNTL	0.18025
AADAT	-0.790875
CCL2	-0.521166666666667
SNTB2	0.303
RGS9BP	-1.2195
KPNA1	-0.8535
TMEM41B	-0.609666666666667
S100A11	-0.825416666666666
DOT1L	-2.1235
EFHC2	0.29725
CLTC	-1.63766666666667
SRP9	0.433071428571429
ZNF521	1.87
FAM26F	-1.0955
GPR88	0.940333333333333
COL13A1	1.3265
CHMP4B	-0.6155
SIGLEC6	0.127833333333333
NFAM1	0.02025
PVRL2	-0.0238
ALKBH4	0.49125
CCDC93	-0.80925
NXT1	-0.64075
KCNK4	-0.1485
TROAP	-2.8225
KCNA10	0.6735
CCDC114	0.128
RAN	-0.551333333333333
LMTK2	0.049
LOC400657	0.525
UFC1	1.49275
UBE1DC1	-1.4865
EEF1A1	0.901
CHAC1	-0.5715
HMGA2	-6.0242
B3GALTL	-0.32725
ING2	-0.07675
C1orf109	-0.47925
INTS3	0.331125
ZNF558	0.348
TRPM4	1.588
LTB4R	0.739
ISYNA1	-0.15625
LSM7	-0.58225
LRRC47	-0.1959375
ZNF179	-1.95183333333333
EXDL1	-0.161166666666667
SLC4A10	-1.244375
ACSS2	-0.312666666666667
COPS7B	0.013
KIAA0040	0.651333333333333
C1orf95	0.512
AP1GBP1	-0.422
OR9A2	0.278
FAM71C	-0.494666666666667
RIN1	-1.05783333333333
ITGA4	-2.94925
DNAJC6	-1.07466666666667
CLOCK	-0.229166666666667
SLC35A4	1.00183333333333
DSG4	-0.129
LOC26010	-0.56525
NSUN2	-0.56775
TMEM86B	-1.154
C14orf135	-0.03475
KIFC3	0.0121666666666667
PHF5A	-0.32675
NCAPH	-3.32425
STK11IP	-0.40375
FLJ42953	1.605
CCDC19	-0.387666666666667
ZNF329	-0.12675
TAX1BP1	0.186833333333333
ZDHHC18	0.422833333333333
C10orf88	0.2135
TMBIM4	0.6601
NMUR1	0.713
KIR2DS4	-0.00687499999999999
C9orf90	-0.31875
MGC87631	0.4365
KDR	2.6621
ST3GAL2	-1.0225
RLN2	0.409166666666667
HPD	-4.1475
MOXD1	-4.1455
PDGFRL	0.675
SMYD4	0.102142857142857
FAM103A1	-0.1665
MFAP4	-0.750333333333333
LOC285141	0.336
TMEM45B	-2.812125
SMCR7L	-0.667214285714286
GZMH	3.51975
CBLN1	-3.29283333333333
CNNM1	0.19675
PHF17	0.22
NUP98	0.0116666666666667
RMI1	-1.9805
PTPRS	0.2475
ANKRD57	1.0995
CLDN15	0.14
OR51A2	-0.1595
GUCA2B	0.2245
DOCK9	1.17125
ITGB1BP1	-0.872166666666667
DLG2	0.98425
BRAP	-0.3635
SESN3	0.9675
ZC3H7B	-0.70075
FAM101A	3.17133333333333
FKSG24	-1.217
ZYG11B	-0.320875
RFC2	-1.0425
SH2D3A	1.846
DVL3	0.286666666666667
ADFP	-0.431833333333333
KRIT1	-0.066875
SERTAD3	0.804333333333333
LEFTY2	-2.5205
KRT27	-1.356
SCFD2	-0.06175
MN1	-1.491
RORA	1.3795
PTPRD	-1.4845
PIAS2	-0.562833333333333
CYP4X1	2.533
FBXL15	0.20125
MYH15	-0.0406666666666667
CRX	0.169
TBC1D13	0.01575
SLC22A17	2.03333333333333
PLK2	1.3765
ARHGAP9	0.55325
EIF1B	-0.15675
C20orf185	0.085
DEFA7P	0.082
PRIM1	-2.0355
CRYAA	-1.63775
BACE1	0.15025
AGTRL1	0.423833333333333
ACAD9	0.215
GRASP	0.73975
RBP4	-3.5335
TFB2M	-0.37625
METTL9	-0.7904
ATP5O	-0.272
SP100	0.3408
CPSF1	0.486833333333333
S100A4	-0.971
LIME1	-0.50925
GPR137C	-1.62575
OR2A2	0.8755
C2orf29	-1.343
NUP188	-0.47925
SDPR	2.40925
RAI1	-0.2285
RPS20	0.8309
LAMB1	-1.111
ADM2	0.134666666666667
ZNF229	1.013
DKFZp434K1815	-2.059125
EPN3	1.309
CLIC3	-1.641
MEIG1	-0.9815
HMGB4	-0.113
STARD10	0.85925
KLF8	2.0055
EPB41L2	0.089
JMJD6	-0.0509999999999999
CTSL1	-1.171
GPR27	0.8885
ELAVL4	0.860625
MMP21	0.256
PPM1B	0.203375
SUV39H1	-0.43975
AAMP	0.2755
TUSC4	0.6015
MBD6	-0.0095
KLK13	-0.076875
FMNL3	0.647333333333333
TRIM13	-0.0268333333333333
C15orf5	-1.3385
IQCF1	0.644875
CACNG8	-0.0545
SLC35D3	0.201333333333333
ZDHHC9	-0.298
ODF3L1	0.27625
C9orf86	-0.8076
TSEN2	-0.73975
C17orf64	1.07625
SEPX1	-0.4846
TSPO	0.597
SYMPK	-0.685
ADORA1	2.736
TSPAN10	1.4635
SEMA6C	1.71566666666667
RTTN	-0.5003
IL2	1.79383333333333
ARRDC3	2.63358333333333
TBPL1	-1.03133333333333
STX12	0.90625
MRPL39	-0.8405
OR8H3	1.288
IFIT5	0.443
CASC5	-3.52425
FAM46A	-1.3655
HPCAL1	-0.666375
CYLC1	1.04
VGLL2	0.07
C20orf191	0.184
CDH1	1.62675
ITPA	-0.40475
CCDC101	-0.09175
D15Wsu75e	-1.14075
EDA	-0.17275
CREG1	-0.241
OR7G2	-0.0585
SAP18	0.996416666666667
IFIT1	0.57225
CALML3	2.4435
FLJ37440	1.44
FNDC5	0.2295
SERPINB6	0.1775
JUNB	-0.1194
SYS1	1.14825
SCN2A	2.39266666666667
ZKSCAN5	-0.5962
WNT7A	0.0913333333333333
TSHZ3	2.39475
RNF148	-0.195
H6PD	0.686625
CAD	-1.14716666666667
ZNF449	0.2665
DOCK10	-0.3105
FAIM2	-0.0113333333333333
HEXDC	1.64175
PRB1	-0.33275
C14orf148	0.2775
ETHE1	0.36425
IRF5	-0.2889
GNMT	0.361166666666667
MGC16291	0.113625
RPAIN	0.282142857142857
CAGE1	-0.2835
CNTNAP3	-0.15925
ACTR1B	0.17025
EEF1E1	-0.71975
MSX1	-1.046625
ESF1	-0.1148
HSPC171	-0.345
MRPL2	-0.612166666666667
RDH12	-1.195
CELP	0.113
METRNL	-2.0865
C10orf116	3.55116666666667
C19orf48	-0.31025
ZNF346	0.094875
NCR1	-2.14
C10orf64	-0.1185
CD52	0.3175
VPS18	1.127875
AP4S1	0.0918333333333333
NPBWR1	1.2875
TPK1	1.468
UBA52	-0.292222222222222
RIPK1	0.0945
CPNE3	-0.1241
HSPC159	-0.23025
C8orf38	-0.47625
LRRC4B	-0.065
PARP10	1.5309
ANKRD50	0.2535
CXCL9	3.7475
FGF18	-1.53045454545455
EIF2A	1.472875
SLC20A2	0.606
KIAA1549	-0.79375
SPINT1	1.9865
ZNF584	-0.449
CRBN	1.3045
ABCF3	-0.121
NCBP1	-2.024
PLA2G4F	0.607833333333333
PCDH10	-1.147875
TTC21A	0.019
C20orf144	0.2925
FGFR1OP2	-0.267333333333333
SLC9A1	0.2782
CHRND	-0.0765
FOXF1	-4.65075
KIAA1467	-0.77375
TPO	3.00766666666667
LTF	4.10521428571429
DNAJB9	0.3925
MRPS27	-0.455
bA16L21.2.1	0.24175
WBP2	0.560666666666667
MRGPRX3	0.0606666666666667
PRPF18	0.813
C10orf58	0.09775
SMOC1	-1.2068
ADAT3	0.5105
TMEM138	-0.24975
TMEM131	-0.787875
TIMM8B	-0.69225
MYH7	-0.7795
ST6GAL2	0.729875
KIF1C	-0.47075
SUHW2	-0.531
PAPSS1	0.7815
CABP2	-0.2595
HOXA4	1.712
ELF2	0.73775
SEMA3D	2.6326
MC5R	-0.1495
OGFR	0.0195
FLJ30092	-0.376666666666667
TGFA	2.1253
MMP17	-0.262
KIF15	-4.2165
CHIA	-0.15225
CATSPER3	-0.308
CEACAM7	-0.05975
PADI2	3.427125
HOXA9	3.19083333333333
LNX2	-0.249333333333333
TMEM144	2.13675
HIF1AN	0.1535
METTL7A	0.1047
C6orf165	1.72383333333333
KIAA1468	0.232875
DSG3	2.505
ZNF180	0.701666666666667
EIF4E3	0.596875
SLC46A1	0.21275
DKK1	-6.26683333333333
ZNF205	1.70266666666667
LOC162073	-0.488555555555556
COX7A1	4.518
MAGEA1	-4.87066666666667
NEDD8	-0.352416666666667
KLHDC5	-0.0392222222222222
C3orf19	1.31216666666667
MRPS2	-0.815
POLR3H	0.531928571428571
ABHD11	0.7816
TMEM17	0.911
PAIP2B	0.5865
MAT1A	-3.552
LGI3	-0.336
THUMPD2	1.27575
TKTL2	-0.601
XAGE3	-2.75483333333333
CALM3	-0.250416666666667
C6orf136	-0.3245
KCNC4	1.192
RGS9	2.54816666666667
ACIN1	-0.0323333333333333
SPATS1	-0.4955
XKR8	-0.32325
FAM84A	1.93158333333333
MS4A7	3.78518181818182
AGXT2L2	0.396
OR1F1	-0.0345
SMAP1L	-1.44866666666667
IPO11	0.0172500000000001
ZC3H11A	-0.365
C1orf151	0.0495
RNASEH2A	-2.428
CCR10	-0.49
TXNDC11	0.553166666666667
TMEM112	0.838
MAP1B	-0.512571428571429
NVL	-0.5425
PKM2	-1.83995
ARC	0.248
NUP54	0.0925
PPFIBP2	1.8135
STAT2	0.911125
PTAFR	1.00516666666667
ROBO2	-1.3135
RNF40	0.231
CCDC135	-0.677
IFT81	-0.4397
MORF4	-0.05975
TM7SF3	-0.897
OR10H3	-0.7355
ABP1	0.06275
CHRD	-0.280875
PLEKHA8	-0.882666666666667
NCALD	3.633
OR5AK2	1.03875
ACCN1	0.1685
SLITRK1	-0.142666666666667
ARMET	-1.42725
C9orf52	-0.506
REEP4	-2.06475
MTSS1	1.007625
ADH1B	2.74133333333333
DLD	-1.024
CDK5	-1.6715
PPFIA1	-0.243
WFDC3	0.711
DNAJB12	1.11942857142857
RANGRF	-0.618
MLANA	-4.649
AMY2B	1.16575
KIAA0319	-1.792625
RPS7	0.5415
JAK3	-0.3641
ARFGEF1	0.1045
CXCL5	1.20025
TRAPPC4	-0.7855
CETN2	0.635
HSPC111	-0.734
RHOBTB3	-2.80833333333333
PHLPP	1.306
RGS10	0.169
TMEM58	0.29425
CHERP	-0.17775
HSP90AB3P	0.771333333333333
FSTL3	-1.45466666666667
PEX11A	0.737
OR5V1	0.3215
FCN3	2.22
PTPN3	0.292625
NPTX1	-5.304625
C21orf84	-0.04575
C11orf51	-0.268
ZBED2	-1.748
FLJ90757	1.39725
NPY2R	5.89575
PLD3	0.64
SYT17	-0.154333333333333
SGSM2	1.35325
OR1A2	0.1245
FOXP1	1.7245
SLC5A1	5.48775
POFUT1	-0.9146
EPHB6	-1.339
MYO1G	-1.227375
STAC	-0.6848
KLHL17	0.2325
RGMA	2.0556
TJP2	-0.2314
FAM114A1	-1.127
SERINC1	1.20791666666667
SLC9A8	0.363125
PEX19	-0.05725
EDN2	0.043
PSMD7	-1.35333333333333
C3orf41	-1.16525
UQCR	-0.857375
PPP1R3C	-1.02425
LRP4	-0.528
TM2D1	-0.1265
TTC17	0.52075
C4BPB	-3.732625
CCL25	0.02225
ZNF253	0.415333333333333
CHRNA9	-4.693
SOX11	-1.791375
HIVEP3	0.732
CGN	2.03433333333333
C3orf35	-0.031875
PKD2L1	-0.41025
SYVN1	-0.263625
PDE8B	-0.47425
LOC439951	1.809
LTC4S	2.74916666666667
MIF4GD	0.218833333333333
SMARCA2	2.1044375
TUBGCP6	1.20066666666667
CABLES1	-0.3225
C16orf77	2.90116666666667
ZNF791	0.907
FUT5	1.0935
ADH6	-2.07816666666667
P4HB	-0.03325
CLDND2	0.02425
ALKBH8	0.279
PLAC4	-1.91
F11R	-0.0560714285714286
MGC35295	-0.352166666666667
PDZD4	-0.1335
LOC389073	-0.573
FAM80B	-0.0161666666666666
PSMB1	-0.492625
TXN	-1.27083333333333
VIPR1	2.511
WBSCR18	-0.0729
EXOSC6	-0.0983333333333333
ACTA2	4.83833333333333
SP5	-3.52375
ANKRD1	-3.03775
DDR1	1.5269
ATP6V1D	-0.29075
PTGS1	-1.5315
RNF157	-0.816
DCC	-0.0545
SPAG7	1.3155
FBXO18	0.02625
UBE3C	-1.4421
HOXC6	0.387
LRP2BP	0.0863333333333333
MYST2	0.69575
PDSS2	-0.604
ATE1	-0.872
ARAF	0.50425
KLF10	1.023
PLA2G2E	-0.56625
ASCL1	-1.33716666666667
TSNAXIP1	1.93
FAM131B	-0.219875
IFNA10	-0.2625
NUP43	-0.899
FAM44B	0.19075
L1TD1	-5.77416666666667
NMD3	-0.841583333333333
C18orf54	-1.5951
PHOSPHO1	0.4115
RAG2	-2.438
EMILIN3	1.004
METTL3	-0.00525
VPS13C	0.28125
REXO2	-0.58075
ANXA4	-0.75925
CA1	-1.314
DCP1B	0.47025
TULP3	-0.346833333333333
ATP2A2	-0.3605
ATIC	-1.3105
ADAM15	0.00558333333333334
NPL	-0.373166666666667
LGR4	1.25925
UEVLD	0.0136666666666667
GAB1	1.2655
SNAI2	2.54916666666667
ZGPAT	0.5848
SNF1LK	1.480125
DLEU1	-1.845
UBE2Q1	0.117875
ZMYM6	0.286125
JPH3	-2.46216666666667
FAM38A	-0.322083333333333
PXK	-0.808666666666667
DENND2D	1.24775
BAX	-0.522583333333333
CP	-3.88790909090909
RPL37	0.2131
G6PC3	-0.290625
NCOA4	0.0195
LRRC14	-0.2495
GORASP1	0.99175
FCHO2	0.71725
CYP24A1	-1.4453
FXYD3	1.246875
SMARCAL1	-0.12775
ABCB8	-0.848
CCDC44	-0.47
PRDM7	-2.95975
USH1C	-0.25175
DNAH5	0.257166666666667
SRF	0.648583333333333
MAL2	0.617666666666667
PGPEP1	0.326083333333333
SIN3B	-0.9475
SEMA3C	2.226
GRAMD3	4.2605
FBXO10	-0.293875
OR5D13	0.7365
FLJ31818	0.5355
CACNA1I	0.95875
S100A13	-0.31
TP63	4.76814285714286
ANXA11	0.3442
WDR66	-0.275125
CSF2RB	0.0035
IFI44	-0.002
DACT1	0.3885
ANKRD23	-0.96575
ATP5G1	-0.258166666666667
C21orf70	-0.224666666666667
PPWD1	-0.277
DNAJC13	-0.7345
PAH	-5.5545
PTCH2	0.88375
TRMU	-0.571
CCDC9	0.066
USP3	-0.5315
DCLRE1C	-0.2655
FAM55C	-0.76525
FRMD4B	1.98025
CYP2R1	0.204
RFPL1	-0.2119
XPO5	-1.56875
ARL6IP2	-0.635
OSBPL5	1.0275
MMP9	-2.29818181818182
KIAA0802	-1.382375
DHRS2	-4.20716666666667
SGEF	0.7645
TXNDC10	-0.7533
EXOC6	0.00749999999999999
RPS27	0.9205
PNCK	-0.744
FSTL1	-1.48425
AACS	0.80775
SLMAP	0.826166666666667
SAMD4A	-1.4683
ABRA	-0.33375
SMARCD3	1.773
PKNOX2	-1.646
A4GNT	-0.487
C9orf39	-0.614833333333333
RALYL	0.55
MGC33556	-2.6145
C10orf25	-0.3615
BBOX1	6.958
NHEDC1	0.744
XDH	1.827
GCSH	-1.0615
EDN1	3.8575
MTERF	0.34
CLK4	2.0285
ZNF799	0.254166666666667
KCNG1	-1.105
CXCR4	1.61533333333333
PTPRR	-3.1985
IRAK1	-0.276
LOC401397	-0.62575
TMSB10	-0.411214285714286
CXCL3	-0.1435
TMC4	1.43525
OR7A10	-0.544
STYK1	0.778
CHRNA10	-0.16225
CCNI	0.43875
EP300	0.644
LOC165186	-0.441666666666667
HIC2	-2.085
SDR-O	-0.7025
OR2W1	0.8405
KCNA6	0.5345
TRIM74	-0.5775
REEP6	-0.47
ATP5G2	0.7745
ERG	0.553375
TMEM42	0.45325
PARN	-0.386333333333333
SOD2	-0.88025
DIRAS1	-0.0671666666666667
PNPT1	-1.77375
JOSD3	0.024
hCG_40738	-0.59
PDE1C	0.52925
SEMA4D	0.34575
AGPAT1	-0.5565
NOSTRIN	1.54575
MAP3K3	0.0745
MAX	0.297571428571429
CAPS	0.2205
SERPINA12	1.0435
OSBPL8	-0.05925
RICS	0.6202
