Hybridization REF	TCGA-E2-A14Q-01A-11R-A12D-07
SNX22	0.0285
MBNL3	-2.3165
ODC1	-2.9138
ADORA2B	-2.25466666666667
NR2F6	0.6755
ZFYVE16	0.417722222222222
SYNJ2BP	1.8414
POLE	-0.873625
E2F2	-1.3085
THRA	0.160166666666667
PTGES2	-1.10583333333333
HIP1R	1.20233333333333
TMUB1	-0.109833333333333
ENO3	-2.35825
RSPH10B	0.229
CXorf39	0.757125
IRGC	0.02125
GPR109B	0.1595
FLJ13305	-0.607
LCE3A	-0.1575
TNFRSF18	0.0631666666666667
DET1	-0.153
TRPM3	-0.0285
C16orf79	-0.453
FECH	-0.339333333333333
RAP2A	0.141833333333333
CRIP1	3.8325
AZIN1	-0.29475
SLC7A7	2.112
IL10RA	0.2743
TMEM64	-3.2245
CDC42EP4	0.935
C16orf58	0.0318
ARG2	-1.71675
POU5F1P4	-5.25925
FAM62B	-0.3645
DNAH8	-1.5906
ASH2L	-0.159125
TSLP	-1.48983333333333
CNTNAP5	-0.226166666666667
TMEM16C	-0.241
IFNA14	0.06
SLC1A3	-0.312125
CABYR	1.65075
BCL7B	0.1153
NUDT13	-1.78133333333333
C13orf28	0.3725
C1orf53	0.37925
ARL6IP4	0.8909
RPL35A	-0.38825
EMR3	0.594
RAB40C	0.885916666666667
SLC41A1	-0.7105
LRCH1	0.00674999999999999
LY6G5B	-0.51
FAM124A	-0.199214285714286
MGC10981	-3.80016666666667
CLIP3	0.1782
MAP4K2	0.5785
CHIC1	-0.0275
SULF1	2.5985
C20orf30	0.0520714285714286
PRDM5	-0.450375
ELOVL1	0.4315
C11orf48	-0.25975
SLC39A10	-0.281
KCNV1	0.17875
ACP1	-0.350666666666667
ZMYM2	-0.213625
B3GNT6	0.088
C9orf69	-0.02375
C2orf15	1.89675
C20orf166	-0.1715
HSP90AA6P	0.0515
EDG7	-0.3565
NEURL	-0.52225
LPL	0.104
CLEC2D	-0.529214285714286
GRRP1	1.75666666666667
CD8B	-2.5226
HIST1H3D	-1.00316666666667
SLC6A12	0.09325
FAM27L	0.3035
CD84	0.7313
RASA1	1.475
PHKG1	-0.2575
MAGEA11	-0.9445
IMPA1	-1.4706
NPM3	-2.03125
RARRES1	3.61275
SH3BP1	-0.208875
B3GNTL1	-0.506
ARPC5L	0.218166666666667
KLHL26	0.6845
SIM2	-1.31825
GJC1	0.0705
C20orf194	0.506
EXO1	-2.48575
SLC2A2	-2.19933333333333
LOC285074	-1.304
LRG1	2.87275
KIRREL	-0.2655
PIK3R1	2.74535714285714
C4orf34	2.34475
MAF	-1.95155555555556
ADCY4	3.10083333333333
ZMIZ2	0.3194
SLC46A3	1.74716666666667
STAMBP	-0.175666666666667
CCDC16	0.0125
MS4A12	-0.392
TCF20	0.076
LRRC46	1.84875
C20orf152	0.331
MRPS6	-0.88275
ABCB11	-0.1185
KCNC2	4.90316666666667
CDH19	-0.841666666666667
C9orf123	-0.1945
SSH3	2.00675
LDLRAD1	-1.23975
CCBE1	-0.04275
ZNF135	3.526375
TAAR1	0.096
WFDC12	0.0945
CCDC42	0.388
FLJ12529	-0.34475
PER1	0.708
TIMM50	0.106833333333333
SMARCAD1	-1.39133333333333
FAM26C	0.4715
TP53TG3	-0.22
SH3RF1	1.3687
LMCD1	2.2245
GPR63	-0.8305
FLJ21986	-2.442
AIFM3	0.25975
MICAL1	0.226833333333333
BLZF1	1.20233333333333
IQCA	3.87666666666667
PCDHGC3	0.1725
SAC	0.347
BCL6B	1.55866666666667
DDO	0.94975
MARCO	1.1135
DCHS1	0.4905
C1orf170	1.33683333333333
CD200R1	0.592166666666667
C22orf15	-0.1895
SEPT11	-0.394666666666667
ADNP	-0.29075
UST	0.3411
C13orf34	-1.22633333333333
RFFL	0.0785714285714286
APBA3	-0.098
C2orf60	-0.469
CUTL1	0.2591
PMS1	-1.103875
ZNF689	0.7995
EIF3E	-1.5125
IL9	-0.054
RPL31	-0.9075
LY9	0.4925
ATP2B3	-0.048
KDELR2	0.463
TFCP2	0.63125
NLRP12	0.262375
FLJ45422	-0.5755
TLE4	-0.3888
ZNF570	-0.219
FLJ43806	-0.2615
TLK2	-0.375
CIR	1.08475
MARS2	-0.1855
COL24A1	0.27475
SDF2L1	-0.674
HIBADH	-0.181166666666667
IGFBP3	-2.20785714285714
C12orf23	0.2845
PSPC1	-0.04025
C20orf43	-0.006
TRAV20	0.517
ARHGAP24	0.396625
KIAA1975	-0.56425
C1QA	3.1178
DNTT	-3.623
C10orf6	0.172416666666667
C11orf41	-0.388375
HNRPF	0.551
COL11A1	4.8015
UBAP2	-0.709166666666667
CDKN2AIPNL	-0.7215
C20orf174	2.0245
SPRED2	0.679
PLA2G12A	0.0171666666666667
ICEBERG	-1.10733333333333
SCN10A	0.404
C11orf65	0.01975
GBP5	3.084
PITPNC1	-1.39066666666667
POU3F3	0.582
NCOA7	0.169
LIN7C	0.1147
LOC348840	-0.2435
NKX2-2	-2.02425
ANKRD13D	0.388875
LOC123688	1.2985
FUT2	1.51
TAAR8	0.1845
FZD4	0.870416666666667
PNMA3	-0.685
OR4L1	0.1005
WIT1	-1.987
EXOC3L	0.83175
ATPBD4	-0.1807
KRBA1	-1.28225
UBXD6	-0.45575
HOXB7	-1.27278571428571
C7orf23	-0.9535
UNQ338	0.5555
STAB2	0.5315
CDC20B	-0.0515
IRF9	2.4935
CENTG1	-0.03725
TNPO2	-1.1065
MCPH1	0.006125
BMS1P5	-1.81
SLC26A7	0.3135
HIST1H3J	0.956
C9orf3	0.2658
LBH	1.0075
MYO1D	0.26475
PTDSS2	-0.17725
NFU1	0.7455
DEPDC4	-1.3355
WNT7B	-0.3104
GLP2R	-0.4325
SETD4	-0.4634
DYNLT3	-0.0816
FKBP11	-1.70433333333333
SESTD1	0.713833333333333
FLII	0.0935
RPS16	0.2814
CHPF	-0.357166666666667
CSNK2A1	-0.120333333333333
SUMO1P1	0.09625
FKBP6	-0.4345
ZNF214	1.36583333333333
TWIST1	0.485333333333333
DDX56	-0.7985
TRAM1L1	0.7812
EPO	-1.98366666666667
MRPS18B	-0.655
ZNF682	-0.0336666666666667
RPL14	-0.233
MAFF	0.797
LOC51136	-0.544
LY96	-0.66125
DDX20	-0.63975
ABTB1	0.375
ARL5A	0.1388
CCT6A	-1.15825
HEPACAM	-0.797
EHHADH	0.475333333333333
RBAK	0.073
CGB1	0.62825
ITGB5	0.4052
YIPF3	0.51475
FKBP2	0.405
NR1D1	-1.1108
TMEM110	0.2275
NEK2	-0.721333333333333
PRAMEF8	-2.045
C20orf52	-0.5545
PCDHGA3	1.488
VWA3B	0.25
NDUFA5	0.257
THAP9	-0.8975
FLVCR2	-0.903
AP1S1	-1.14225
SMAD6	-0.72325
SAV1	0.966875
SAT1	0.493
ZNF251	0.87275
ADAMTS7	-0.0477
RPP38	0.30975
C1orf211	-0.576
YPEL2	1.1419
RBMS1	-0.42675
ZNF445	0.0235
NRXN2	0.488666666666667
PGBD4	-0.250875
UGT2B28	0.2545
WBSCR16	-0.8943
NLRC3	0.148
ASTL	0.262
ST6GALNAC1	-2.64175
ZADH2	-0.033125
MLLT4	0.790916666666667
ARL6	-0.358
MEF2C	0.13625
CBFA2T3	0.0495
AFF3	1.96835714285714
COG7	0.891833333333333
MYB	0.944
PLXNA3	0.21
XRCC2	-1.86433333333333
MMS19	-0.472125
ST8SIA5	-1.015125
CHPT1	1.43966666666667
KIAA1712	-1.49775
OR6X1	0.0285
ACTR3	0.907125
UGCG	1.51066666666667
OR4P4	0.0785
ZAP70	-3.17075
LPP	1.662375
ZNF485	-0.1305
PTPRCAP	-0.08525
IL12RB1	0.18725
ATRX	0.6162
CHST8	2.3805
C14orf109	0.5115
ARV1	1.143
NMB	-0.343
COX5A	-0.4525
EIF6	-0.48925
MPPED2	3.49966666666667
SEMG1	-0.367
CHRDL1	0.582
TRAF3IP2	1.30775
WNK2	0.537875
LILRA4	1.019
LAMA2	3.84125
PXT1	0.2675
RLBP1	-1.82
CD300C	0.2245
SLTM	0.2645
FLJ10404	-0.2756875
APOBEC3D	-1.14
RENBP	0.001
ATXN7L1	0.323875
NID1	0.2815
TUBGCP3	-0.253
ITIH5	0.964444444444444
CCDC110	1.71325
C8A	-2.288
MGC87042	-1.4915
HOXC13	-0.33925
TFDP2	-1.23875
HCP5	0.817625
POLI	0.46975
UCN	-0.943166666666667
ZNF764	0.4465
C8orf45	0.06225
FHL3	-0.6125
SPATA5L1	-0.37725
MMRN2	2.45166666666667
NDST1	0.0396666666666667
COL20A1	-0.2435
ZNF248	-0.946666666666667
PELP1	-0.775333333333333
MBL2	-1.7965
RNF41	0.449625
C5orf24	0.6095
THOC5	-0.706625
SERINC3	0.509833333333333
RP11-151A6.2	-0.39275
CDCP2	0.233
HIST1H2AA	0.23175
C11orf75	-0.122833333333333
FKBP7	-0.3745
DDOST	-0.13525
GPNMB	0.0888333333333333
TTF2	-1.56266666666667
KCNT1	0.0893333333333333
SLC39A14	-1.158625
NGRN	1.0021
GPR137B	1.589
MECP2	0.0645
PSMA1	-0.76
C16orf73	-4.18825
TMEM60	-0.0538333333333333
CSN3	0.6065
NOS1	0.398166666666667
RAB7L1	-0.788333333333333
YBX2	-0.4845
KIAA1166	-0.3
FUBP3	0.257833333333333
ABCG1	1.774
ACACA	-0.928416666666667
ARL11	-0.5101
ATOH1	-0.133
ODF1	-0.00833333333333332
CREB3L3	-0.460166666666667
TMEM127	1.22128571428571
DSCAML1	0.13325
PLN	1.14966666666667
LYPLA1	-0.45675
PRDM9	-1.227
SASP	0.882
PLUNC	0.162166666666667
INTU	-0.152
HISPPD1	-0.217
LNPEP	-0.0306666666666667
YARS2	-1.14866666666667
APCDD1L	-1.4685
ZCCHC4	-0.4762
FBXO22	-0.537666666666667
TTLL13	-0.324
ZNF669	0.298333333333333
PTGDR	0.9665
DDX27	0.052
KIAA0409	-0.3625
GJB6	0.127
ASB8	0.82225
PLP2	0.238166666666667
MEPE	0.539
OR10J5	-0.2125
KRT222P	1.5985
COQ7	0.8445
C1orf101	0.1145
RERG	2.4513
CHMP5	0.157875
THAP11	-0.143125
ZNF43	0.887166666666667
ZRANB3	-1.04616666666667
KRT13	2.85125
MRPL19	-0.727375
RBBP9	-0.494125
SPATA17	1.226
BXDC5	-0.829166666666667
PAFAH1B1	-0.9385
MAGEE1	0.04425
OSTF1	0.90125
KIAA0323	-0.388333333333333
TXNDC13	0.5405
CNTN4	0.97825
LCE1B	0.9205
UNQ501	1.111
ZNF154	2.104
C3orf64	0.347
SYT5	0.6306
PON1	0.054
FLJ10357	-0.76575
ATP4A	-0.7555
GNPDA1	-0.738
MGAT1	0.323333333333333
C14orf121	0.45575
SLC35B2	-0.10675
MIER3	-0.103166666666667
CHEK1	-2.905
ZNF8	1.41683333333333
TXNDC1	-0.45
CKB	0.2567
RTN3	0.598928571428571
FZD2	-1.2315
PART1	0.08775
PSMB6	-0.69225
PCDHB8	2.44
PHC3	0.5176
PPP1R8	-0.802
NOVA2	0.761333333333333
TNFRSF11B	-3.099375
GOLPH3	0.855333333333333
UBLCP1	-0.55325
SUHW3	-1.04975
TTLL1	1.08775
OPN4	0.286
OR13G1	0.052
ZPBP2	0.134
HSD17B11	-1.856125
C9orf50	0.3815
DHDDS	-0.383
CTSW	0.5664
NEFM	-1.43616666666667
MRPL28	-0.27775
SYN1	0.134333333333333
PIGV	-0.375166666666667
ZIM2	-0.36175
APBB1	0.0321666666666667
SND1	-0.64225
C1orf123	0.1105
CHD3	-0.42025
BHLHB8	0.1625
RNASE2	-0.264
BCAP31	0.891125
SLC25A44	0.824
CHD6	0.0642
PIB5PA	1.16853846153846
SELS	0.2115
LOC541471	-1.108375
FAT2	1.6185
ZNF81	0.4535
OR4C16	0.2145
FLJ10081	0.048
LRRC4	1.08525
CS	-0.5275
N4BP2	0.15775
IGFBP7	1.56525
ZNF318	0.0138333333333333
NDNL2	0.831625
ZNF609	1.07375
SIRT4	0.90075
EXOSC10	-0.28225
ECE2	-0.0982499999999999
OVGP1	-0.264
GTPBP3	-1.00375
PACS2	0.5452
C19orf36	0.578333333333333
ARL4C	-0.983125
ATG4B	-0.445375
UBQLNL	0.0875
RHOXF2B	-4.1745
PLEKHG2	-0.4965
GALR1	-0.2455
AQP4	-0.303333333333333
HDAC7A	0.223
DCUN1D3	0.5985
OR8A1	-0.2765
CCRN4L	-0.445875
CBR4	-0.886
KIFC1	-2.26916666666667
SLC7A14	-1.00583333333333
LHX5	-0.2805
TRPC7	0.142
LPXN	-1.272
SERPINA1	0.398125
RPS13	-0.627
BPIL3	0.016
PRKAA1	-1.4875
FADS2	-0.6401
ENAH	0.6873125
PRO1768	0.501
APBA2BP	0.673
LIPH	2.73166666666667
C3orf33	-0.831
RCC2	-0.418642857142857
ALDH1A2	-2.8401
RNF103	2.01375
AHCY	-0.7795
ALG12	0.3165
CCL17	1.11675
ZNF543	2.21166666666667
ESRRG	5.5858
CNGA1	0.84625
RDH5	-0.709666666666667
OTX1	-0.7855
PTGFR	-1.07333333333333
CDR2	1.315125
SELE	1.303
NLGN2	-0.5925
EXOSC9	-1.61825
ZNF566	0.303833333333333
KLRC2	-4.7935
GPR12	0.3275
KIAA0196	-0.2865
PDRG1	-0.14875
SSR3	-0.1365
MSI1	-0.6135
CST9	0.1425
CC2D1A	0.0685
PLAGL1	-0.492
ZNF778	-0.466
RNF2	-0.6705
KLF6	1.61416666666667
THBD	1.53816666666667
tcag7.1314	0.422
NR5A1	-0.0148333333333333
ABCD2	-0.24075
DNAJC7	-2.42325
CLEC4C	0.38
TM2D3	0.48725
CCDC4	-0.447
PLAC2	2.3095
DCD	0.6085
FAAH	2.1125
POLA1	-0.409
TM7SF2	1.76825
FLJ39822	0.148666666666667
FLOT2	-0.4485
MAP4K1	-0.51
SRP68	-0.22075
C21orf74	0.286
ARPC5	0.835
LOC126075	1.94575
HECW2	0.443375
ZDHHC4	-0.55975
ANKRD42	1.9263
PDE9A	-0.579333333333333
ABCA8	1.26225
NDUFS2	-0.001
UBR5	-0.31325
BTBD16	-2.27825
LOC554174	0.2695
ZNF20	1.0255
KIAA1843	0.9435
WDR17	-0.372428571428571
C15orf33	0.414
RNF113A	0.0915
CAMKK1	-0.6087
CLCN2	0.109
ANXA6	-1.4085
LOC340069	0.3035
EMID1	0.123875
DPM3	0.156333333333333
ELA1	-0.5135
SLC25A13	-1.7236
KRT24	-0.02175
SMPD1	0.427333333333333
TH	0.029875
COL6A2	0.175
ANKS1B	0.5115
GPR126	-2.9746
ZC3H12A	0.4835
TMEM47	0.164
C2orf51	0.0943333333333333
C1orf88	1.63
HSF2BP	-0.1885
AKAP10	-0.087
RPAP3	-0.866
KLHDC8B	0.108625
STOM	1.5432
MUPCDH	0.201
C10orf72	-0.182875
PLEKHA3	0.78375
TCP11L1	-0.64525
CWF19L1	0.0405
SPEF1	1.671
YSK4	0.0835
ELN	1.5937
SAMD8	0.586166666666667
MPI	-1.45333333333333
MEPCE	-0.0063
ABCC3	-0.021
NANOGP1	-3.2965
KCNK17	2.110375
HLA-DMB	3.33766666666667
RRAGA	0.92225
ANGEL1	-0.19425
RBM32B	0.2715
CPN1	-2.225
MGC52282	-0.7056
HLA-A	1.389
OR9G4	0.1015
EDNRB	-0.57875
SCD	-0.704142857142857
C14orf80	-0.142666666666667
BAGE2	0.408
RABL4	1.00166666666667
RCVRN	0.329
SHANK1	0.144
NLRP7	-2.70725
CD226	0.98925
STAT3	0.75475
SYNJ2	-0.00719999999999997
TPCN2	-0.1805
WDR36	-1.3485
MBD4	-0.1735
ROBO1	-0.8456
ST3GAL6	-3.70975
SLAMF8	2.21416666666667
ATN1	0.374833333333333
GPR141	0.1255
KRT36	0.1605
TPH1	0.0385
DDX52	-0.5065
ZSCAN29	-0.0328333333333333
TRPT1	0.152666666666667
DPEP3	0.09475
DENND4A	-0.4765
TSPAN16	0.266
PTCHD2	-0.406
LOC145814	-0.7085
CAP1	0.662666666666667
EIF5A2	-0.9371
NT5DC3	-1.083
SEPT9	-0.220875
SEZ6L2	0.493
EGFLAM	2.8655
VPS11	0.719125
NDUFB5	-0.2405
CIDEA	2.689
IER5L	0.25675
N6AMT1	0.41375
FAM83C	-0.064
OXR1	0.3495
IRX1	1.034
DGKB	-0.326
GCN5L2	-2.84975
MIR16	0.84225
FBXW9	-0.066
WDR4	-1.569
PDC	-0.22
VPS33B	-0.21325
HEXB	-0.391
FLJ32214	0.23275
TCEB3	-0.536
CRLF1	-2.9395
ABI3BP	0.86075
C8orf22	-3.08425
PYCR1	-0.674125
KIAA1706	0.787
CDK5R2	0.206625
WAS	0.088
C12orf60	-0.84775
CCBL2	-0.442375
MADD	0.01525
C5orf34	-1.30725
WDR42A	0.8368
KLF12	0.106
HSPA1A	2.531
ITM2C	-1.99341666666667
DAPK2	2.32466666666667
LOC442590	0.352
SUMF2	-0.38875
CENPA	-2.26869230769231
TMED5	-0.9205
CDH6	-0.9813
BRP44	0.857875
THG1L	-0.49275
GABRA2	-1.26425
C14orf166	-0.12825
MYL1	-0.698833333333333
TNFSF18	0.345
PAP2D	-0.695
PPIB	-0.371
KLHL4	-0.3865
SFN	-0.0308333333333333
CCDC127	0.43975
FRAP1	-0.10725
GOLGA5	0.836
SDCCAG1	-0.196125
MGC21675	-0.0988333333333334
C10orf95	0.18625
KIAA1345	-1.223
C1orf163	-1.296
LACE1	-0.602
OR10K2	0.123
CENPN	-2.733
TMED2	0.63325
UGT1A6	-1.223
ANG	0.30175
U2AF1	-0.6675
CASC2	0.297333333333333
NMT2	-0.918833333333333
OSGEPL1	-0.252625
DFNB31	-0.3005
SLC6A20	-0.191
DKC1	-1.3715
FXYD4	-0.3585
WDR64	0.01425
MGC5590	0.073
CREBZF	-0.0628333333333333
DAZ1	0.25375
PRPSAP1	-0.5125
GCHFR	-1.06125
TTC7A	-0.614
LOC196993	0.5805
UBD	1.27966666666667
S100A1	0.24575
RPL6	-0.00133333333333333
DNAJB6	1.19455
NAGS	0.5221
C2orf58	0.3475
KERA	0.324666666666667
MT1X	0.1799
UBE2B	0.5821
KEAP1	0.6365
MST1	-2.715875
OMA1	0.9725
ABLIM2	1.67975
BCL2L13	-0.630416666666667
JAZF1	0.749
TMEM63B	1.1335
S100A8	-1.9568
ARFIP2	0.7465
UROS	0.45725
KHDRBS2	-0.9445
POLQ	-2.785125
SOAT1	-0.042
SPAG4	-1.762
MRPS30	0.192666666666667
LOC494141	0.06925
OR2T11	0.438
ORAOV1	-0.1999
ZNF184	-0.051
TCEB3B	-0.04
ADAM21	0.1665
GDPD1	0.94625
SPINLW1	0.55325
PRR14	0.821166666666667
KCTD9	-0.1971
NUDT3	0.7315
KIAA1822	0.3596
HIST1H4K	1.8135
DFNA5	-2.608
GABPA	-0.20575
C14orf44	1.2385
POLB	0.67825
PTAR1	-0.90775
SEC31A	0.1478
TRIM58	-0.83275
TAS2R14	-0.33
VPS8	0.392125
H1F0	0.738833333333333
PRKCB1	-2.97216666666667
UGT2A1	0.2305
TOR1B	0.17175
LSS	-1.05225
C2orf19	-0.01
HNRNPC	-0.076
TMEM100	-1.1035
LOC116349	-0.3525
OR51M1	0.1285
CCDC142	-0.69425
ISG15	2.7566875
ZCCHC14	-0.29275
CREBL2	0.681125
TGDS	-1.338
DC2	-1.56525
CACNA2D3	-0.655
ZNF429	0.606125
LYPD6	1.925
SUCLG1	0.0183333333333333
OR51I1	-0.7295
MAGEH1	1.1875
PRPF40A	0.5925
SMR3A	0.356
SPINK2	-0.81775
THAP2	0.779625
NPY5R	5.231625
IRF4	-2.251125
SPESP1	1.53833333333333
OR10S1	0.2075
DTD1	-1.70975
TUBE1	-0.8675
DDX19A	-1.0495
PDPN	-1.183875
TMEM34	0.200916666666667
MGAM	2.45475
COL3A1	5.48266666666667
GFM2	-0.6468
OR5A2	0.1065
PSG9	-0.20725
ARHGEF11	0.907166666666667
IVNS1ABP	-1.1130625
SIGIRR	1.874
DUSP19	-0.520125
DNAJC14	0.2185
ACSS1	1.0645
IL1RAPL2	0.2005
C4orf30	-0.88125
SEPT4	2.16275
LANCL3	-1.65875
SPAG17	1.8625
PRDX3	-0.3905
HNF1A	-1.6625
P4HA2	-0.73925
RFWD3	-0.765833333333333
MOV10	-0.36075
DNAJA5	0.501714285714286
LOC729440	0.54425
LOC200383	0.26225
SMC2	-1.5655
MIXL1	-0.775333333333333
TMEM9	0.38875
FAM86A	1.132
ZNF174	1.0426
MYH14	-0.6845
CCR8	-0.1045
VPS37C	1.5135
GPATCH1	0.959666666666667
B3GNT8	1.657
TBX4	0.5
CNR2	0.460333333333333
PCDH1	1.383
C5orf29	2.15425
OCIAD2	1.49075
PLCG2	0.8935
KIAA0247	2.07375
HRH3	0.115888888888889
CAPN13	4.047
CCR1	-1.2315
MGC15523	0.115833333333333
UVRAG	0.358833333333333
DNAJA2	-0.448
ITGA2B	-0.646833333333333
CLDN5	3.56825
PTPRN2	-1.23471428571429
ZNF512	-0.213333333333333
PSAP	0.0309285714285714
CCDC140	-0.417
LRRC55	0.13775
CYP26C1	0.2355
C8orf47	0.63575
LYN	-0.46275
DUSP6	0.0288333333333333
TGFB3	3.05646666666667
ELK1	-0.39
PCDH11Y	-0.145833333333333
HGD	-2.98025
C17orf58	0.46
MYO3A	0.186
SERPINE2	-4.1185
AARSD1	-0.62925
C14orf73	-1.03
ADAM33	-0.12625
ZNF491	0.1155
MAPK6	-0.813833333333333
TCN1	4.16083333333333
SLC24A6	0.984
UBE2R2	0.946
H1FNT	0.2275
TATDN2	-0.207666666666667
LILRB1	0.33675
P2RY5	0.485
NUCB2	1.522
C2orf37	0.38725
SNX27	1.11533333333333
MTA3	0.609125
FOXO4	0.732625
ID4	1.71966666666667
SOX5	-1.6505
PXMP3	0.259125
OR52M1	0.0055
SFT2D3	-0.031
INA	-2.47133333333333
MCOLN1	0.48525
NFIX	0.5628
CLEC14A	5.03016666666667
HIBCH	-0.101
PLA2G5	0.48625
TIMM10	-0.406666666666667
MED17	0.1117
COL4A4	-0.419
TPP1	0.348333333333333
GJA3	-1.06516666666667
TMPRSS5	-1.0225
AADACL3	0.22
DNMBP	0.2225
ENPP5	2.88066666666667
NQO1	-0.8404
ZSCAN2	-0.412625
SEC24C	0.3745
GTF2A1L	0.4305
AXIN2	-0.4794
FAM33A	-1.23283333333333
C16orf13	0.42025
SPNS2	0.731
TAF1	0.18625
AP1G2	0.231833333333333
RBM42	0.38
HCN2	0.193333333333333
EFHB	1.08266666666667
RUSC1	0.711
GRIK5	-0.035
USP21	0.314666666666667
ATAD3C	0.12925
ORMDL2	1.145875
PRSS7	-1.88175
PSAT1	-5.3355
FLJ13195	-0.390333333333333
TBC1D1	0.347666666666667
IFNG	0.22375
OTOS	0.263833333333333
ZNF773	1.71333333333333
EMD	-0.84025
RETN	-0.14275
CCL8	1.328
APH1A	-0.450875
COX18	-0.74225
GTF2IRD2	1.043
CCDC82	-1.80058333333333
PAFAH2	0.1975
NPEPL1	-0.8821
RP11-114G1.1	0.5915
TP53INP1	1.681625
ZNF300	-1.87316666666667
FOXL2	-2.12675
LARP2	-0.09975
LATS1	0.38325
HTR6	0.2605
SPOCK2	0.358166666666667
RNF144B	2.9435
HTATIP2	-0.10775
MGC10334	0.39825
CENTA2	0.994666666666667
FGF2	-0.2535
FXYD7	0.13025
PHYHIPL	-1.90725
GPR34	2.43025
DDX6	0.569666666666667
OR10W1	0.103
LHFPL1	-0.2825
ZNF313	-0.296714285714286
VPS28	1.09675
AP3M1	0.1691
AKR1CL2	-0.67375
TRAF4	-1.464125
OR2B11	0.1745
C19orf12	-0.817
AKAP9	1.20816666666667
C1orf62	-0.44225
SLC20A1	-0.5625
FAM112A	0.0125
LDB2	1.139
MRPS23	-0.7665
KLK5	2.538375
SPTB	-0.3114
EFEMP2	0.88125
EFNB2	0.5965
PCM1	1.21335714285714
NMNAT3	1.176875
TSG101	0.706833333333333
C8orf40	0.5105
NOB1	-1.53775
ABHD3	0.65575
GTF3C4	-0.091
PIGN	0.639333333333333
GALNTL1	-0.12675
AEBP1	1.908875
OR9Q1	0.131
ANKRD2	-0.096625
CCL28	0.29975
TRIM38	0.469166666666667
TMCC1	0.468166666666667
SMG5	0.035
LRRC7	-0.1215
NCAPD2	-2.01783333333333
C6orf153	-0.3115
C1orf74	-0.151
OTUD6A	0.3035
DCP2	-1.547
TMEM24	0.402
RPL18	0.000833333333333325
TMEM177	-0.9225
LRRC37A3	1.13
C1D	-0.317
LDHC	1.64775
UBE4B	-0.398333333333333
NIT1	0.50075
BTN3A3	0.234
RASD1	2.093
COMMD3	0.911
SHFM1	-0.16325
BIRC8	0.34575
DUT	-0.518
C12orf51	0.9085
LRRC59	-0.647
LY6H	0.61
WDR22	0.788083333333333
EDEM1	-0.274214285714286
ADH1A	2.851
PANX2	-0.1356
CYP11B1	0.307
CDC73	-0.51425
GPR172A	0.4045
GSTM3	0.569923076923077
KCNA5	0.2145
SERAC1	0.4585
NFATC2	0.2535
ANAPC5	-0.4478
C15orf24	0.2835
NFATC2IP	-0.383583333333333
TNRC6C	0.433
MGC102966	0.81925
FGD5	1.17416666666667
MED9	-0.115
RAB13	1.25566666666667
C15orf49	0.3935
CRYGS	-1.0402
C12orf53	-0.5202
LOC283693	-0.3105
COX6B2	0.595625
PHF14	-0.0325
FAM3A	-0.255
RPL13	-0.3227
PRDX2	0.5681
FLJ34047	-0.567
PRMT3	-1.0535
KCTD19	-1.374
TRIM10	-0.6335
MGC26597	-0.0113333333333334
GCNT4	0.40425
GPRASP1	1.20675
CDKN1C	0.468583333333333
RHBDL2	1.3935
HSPH1	0.0165
AQP1	3.474875
COL17A1	2.8966
GFAP	0.128125
CDC16	-0.29575
KIAA1614	-0.007
C6orf118	0.0408333333333333
ZSWIM5	-0.66175
FAM83F	2.1525
LYNX1	0.322625
SYNPR	-0.1455
XG	1.42933333333333
PRSS16	0.559875
KIF13B	2.26307142857143
PCDH9	-1.508625
HIST1H2AH	1.34883333333333
RBM18	-0.1135
ZNF626	0.882375
HEXIM2	0.342666666666667
ITFG1	-0.6925
TUBG2	-1.199
SFRS7	-0.567833333333333
C9orf14	0.279
EXTL1	-1.18
GBP3	0.117833333333333
WDR5	-1.3825
RARG	0.164333333333333
MYO7A	-0.129375
CECR6	-1.1215
C13orf3	-2.020125
SFRS18	-0.512875
ACVR1B	0.118666666666667
PSMD1	-0.4946
C7orf31	0.0371666666666667
ILVBL	-0.009
IFNGR1	1.27475
RNF186	1.7855
NOL9	-0.715
MAGEL2	0.0885
SLC29A2	-0.63775
NHSL1	-0.07325
RBMX	-0.467
PSORS1C2	0.25575
RAD51L3	-0.603083333333333
LCN6	0.86425
ORAI2	-0.40975
BRUNOL6	0.173
OR4K5	-0.337
CDC123	-0.741
MSLN	-1.338
WWTR1	-1.44266666666667
ZNF700	-0.896333333333333
COBL	0.39675
PPP1R16B	-0.1105
GAS7	-0.0288
MDN1	-1.253875
HAAO	0.271
C9orf68	1.64825
TNFAIP2	-0.197375
FOXN1	-0.0795
hCG_2033311	-0.118166666666667
ATP6V0D2	1.5205
RPL41	0.162
SLC38A1	2.043125
ARHGAP6	-0.222
ADAD2	0.2135
PHF20L1	0.4835
MCM3AP	1.12133333333333
ST3GAL3	-0.311333333333333
SNX1	0.796
ELF5	1.79875
PARP3	0.738375
RBM8A	0.05975
LINGO4	0.306
ITGA9	0.267833333333333
ZFR	0.00300000000000002
ACSL6	0.087375
FLJ20699	-0.5213
DAOA	-0.27375
FABP4	4.70125
KCNB1	0.21525
CANX	-0.2431
SLC25A28	0.555666666666667
ADIPOR2	0.0245
ECHDC2	1.958125
SMA4	-0.0075
FRZB	3.31575
PABPC1	-0.735333333333333
DMRTB1	-0.013375
