Hybridization REF	TCGA-BH-A0HA-01A-11R-A12P-07
ANXA4	-0.08375
CA1	-1.04375
DCP1B	0.076
TULP3	-1.19183333333333
ATP2A2	0.705
ATIC	-0.52125
ADAM15	0.105
NPL	0.200333333333333
LGR4	-0.194875
UEVLD	0.5905
GAB1	1.06925
SNAI2	0.892333333333333
ZGPAT	0.2906
SNF1LK	0.602375
DLEU1	-1.0685
UBE2Q1	0.83275
ZMYM6	0.210625
JPH3	-2.17616666666667
FAM38A	-0.262833333333333
PXK	-0.069
DENND2D	1.834
BAX	-0.344083333333333
CP	-4.43054545454546
RPL37	0.0749
G6PC3	0.965625
NCOA4	0.630833333333333
LRRC14	-0.000499999999999973
GORASP1	0.84825
FCHO2	0.528
CYP24A1	-4.0193
FXYD3	1.120375
SMARCAL1	0.25975
ABCB8	1.24316666666667
CCDC44	-0.299
PRDM7	-3.836
USH1C	-1.588
DNAH5	2.43483333333333
SRF	0.55125
MAL2	1.60833333333333
PGPEP1	0.352333333333333
SIN3B	-0.711
SEMA3C	1.00333333333333
GRAMD3	1.96325
FBXO10	-0.05275
OR5D13	1.238
FLJ31818	0.0415
CACNA1I	0.766375
S100A13	0.301
TP63	2.999
ANXA11	0.4278
WDR66	1.539375
CSF2RB	0.246
IFI44	-0.195
DACT1	2.3645
ANKRD23	-1.5485
ATP5G1	-0.684333333333333
C21orf70	-0.345
PPWD1	-0.92225
DNAJC13	0.1885
PAH	-3.78383333333333
PTCH2	0.54825
TRMU	-0.651
CCDC9	0.472
USP3	-0.158
DCLRE1C	0.0196
FAM55C	-0.01725
FRMD4B	2.10975
CYP2R1	-0.7215
RFPL1	0.4972
XPO5	-0.40675
ARL6IP2	-0.1695
OSBPL5	1.5365
MMP9	3.569
KIAA0802	-0.846125
DHRS2	-3.78783333333333
SGEF	1.801125
TXNDC10	-0.4063
EXOC6	0.54625
RPS27	1.22283333333333
PNCK	-1.11683333333333
FSTL1	0.79475
AACS	0.33275
SLMAP	1.02366666666667
SAMD4A	-0.4825
ABRA	0.07175
SMARCD3	1.8165
PKNOX2	-1.91266666666667
A4GNT	0.383
C9orf39	-1.58533333333333
RALYL	0.12525
MGC33556	-2.6915
C10orf25	-0.4385
BBOX1	5.5405
NHEDC1	0.08675
XDH	-0.671
GCSH	-1.9815
EDN1	1.96516666666667
MTERF	-0.607
CLK4	0.4405
ZNF799	1.01583333333333
KCNG1	-2.358875
CXCR4	0.0915
PTPRR	-2.79575
IRAK1	-0.4975
LOC401397	-0.762
TMSB10	0.216714285714286
CXCL3	-2.687
TMC4	2.8235
OR7A10	0.126
STYK1	0.58975
CHRNA10	-0.203
CCNI	0.92475
EP300	1.09885714285714
LOC165186	-0.217166666666667
HIC2	-2.8185
SDR-O	-0.212
OR2W1	0.1805
KCNA6	-0.3375
TRIM74	-2.04875
REEP6	0.26675
ATP5G2	0.27825
ERG	1.079625
TMEM42	-0.24725
PARN	0.153833333333333
SOD2	-0.5598125
DIRAS1	0.103833333333333
PNPT1	-1.3145
JOSD3	-1.3645
hCG_40738	0.2595
PDE1C	-1.40775
SEMA4D	0.007375
AGPAT1	0.2805
NOSTRIN	1.20125
MAP3K3	0.330166666666667
MAX	0.573642857142857
CAPS	0.634666666666667
SERPINA12	-0.0205
OSBPL8	1.454375
RICS	2.3454
NR4A2	0.140333333333333
PPCS	0.811333333333333
LONP1	-0.6545
SCYL3	1.60575
HERC2P2	-1.43833333333333
FIBCD1	-0.81
C15orf41	-0.69825
DMC1	-1.90783333333333
C20orf27	-0.7775
RPS6KA5	0.151
FAHD1	-0.407166666666667
SLC12A4	0.281
BRCA1	-2.25833333333333
GBL	0.57325
SLK	0.264166666666667
NUDT9P1	-0.4855
NOXO1	1.137
USP52	-0.70775
BAZ1B	0.51975
SLCO2B1	2.514
BBS12	1.05683333333333
LRGUK	0.428666666666667
TERF2IP	-0.10175
COL1A1	5.286
KIAA0090	0.11725
GRK5	0.4495
AP1S2	-0.9802
TMEM52	-0.5655
CA11	0.074875
OR4A15	0.226166666666667
ACBD3	1.0894
SPAG11B	0.254125
PRDM2	1.2662
FOXP3	0.251
SMYD3	-1.5964
LOC389199	1.111
LGI2	2.095
NAPE-PLD	-0.5194
ANKRD6	1.663
WDR45	0.961833333333333
SHROOM1	-0.5595
PSCD3	0.1
PYY	0.4745
KCNC1	0.7015
ARHGEF9	0.4382
OR8J1	0.10425
GPR55	0.191
NS3BP	-2.131
C10orf22	0.247333333333333
NAT8L	-0.30125
DUSP4	0.945166666666667
FOXM1	-2.83683333333333
GRAMD2	1.9394
ZBTB48	0.401
BUD31	-0.647
PABPC5	1.362
CCDC41	-0.62075
FBXO11	0.241333333333333
C6orf148	-0.7215
RFXAP	-0.66
C6orf15	1.11816666666667
CDK8	-0.324666666666667
C6orf70	0.161375
TESSP2	-1.572
ALG2	0.46475
PPP1R3D	-0.00325
TPM3	0.660111111111111
SYT13	3.57725
EPB42	-1.34016666666667
CETN3	-1.12025
PRY	-0.003
NTHL1	0.0495
POLR2B	0.172
RPS28	0.708583333333333
P2RX3	0.2315
LYZL4	1.44625
WBP4	-0.0537
PMM1	-0.017
C11orf79	0.16575
CBLL1	-0.5975
IL1F10	0.796166666666667
VAX2	-0.5005
SETDB1	0.824166666666667
LRAP	-0.207666666666667
GCLM	-0.9755
CPEB3	2.148
PPM1A	0.145875
INTS1	-0.2625
CAMTA1	1.11408333333333
SAMSN1	-2.43125
LOC158830	-2.4015
GMPPA	0.255625
AIPL1	0.6125
IL24	2.09708333333333
BDKRB1	-1.02133333333333
MLF1	0.666
TAF12	-0.21525
ID1	-1.66125
THADA	0.0625
PIK3CB	0.0675
OR4N5	0.5155
TBC1D17	0.0468333333333333
COX8A	-0.4215
CDCA4	-0.9715
C2orf44	-1.011
ZNF534	-0.832
IMMP1L	-0.09975
NIPSNAP3B	0.0925
FTMT	0.048875
PWP2	-0.733
MMP15	-0.3976
DNAH11	-2.30625
MTMR14	-0.061625
DNAL4	1.3295
IPP	-0.848
TMEM59	1.0395
C1orf157	0.479
RGS4	1.0095
DDX18	-0.317166666666667
SNX6	0.36875
ZNHIT2	0.887
NCDN	0.526333333333333
FLJ33534	0.417
RAG1	-1.97925
OR4D10	0.2135
PTPN5	1.36433333333333
POMT1	0.017125
LRRC8A	-0.1653
CYP1A1	-1.6735
CAPN1	0.342833333333333
DDHD2	-0.22025
GRIK2	-0.7665
GNRHR	-1.192
PPBP	0.78425
HTR3A	-0.991
SLITRK4	1.061
ANKRD49	-0.2865
BTF3	-0.0915
SARS	0.18825
C13orf18	0.349333333333333
CACNB1	-0.257071428571429
QKI	0.793
SETMAR	0.72975
MAN2B1	0.718
EML3	0.3465
ACADL	0.713166666666667
OFD1	-0.32325
DEFB114	-0.0415
CGA	-1.5343
PEX16	0.203166666666667
LRRC10	-0.837
GNG12	0.6195
C1orf152	0.271166666666667
CHRM1	0.2915
CD53	0.17425
DBH	-0.6225
TFAP2B	3.54775
HIST1H2BJ	-1.1336
FAM46D	2.1095
TMEM11	-0.24125
C3orf32	-2.52
PCCB	-0.065
IPO13	0.5525
C6orf105	-2.7125
COMMD5	0.69025
SUV420H1	-0.3273
LTBR	0.93375
ARHGAP15	-0.89925
HDHD2	0.12575
TDRKH	0.750833333333333
LOC401052	0.515
PSG4	-1.5325
GNB4	-0.0989
SPATA4	3.062
SLC9A3	-0.6365
OSBP	0.8335
NBPF3	-0.129916666666667
DOCK11	-0.7135
SLC39A5	-1.688
PRR5	1.1692
C10orf63	1.65875
SMTNL2	-0.6045
ADRA1A	-0.03875
ASAH1	2.943
DOM3Z	0.1838
GIPR	0.546
AHI1	-0.25575
NADSYN1	-0.0558333333333333
RGS14	-0.14
IL18BP	0.9325
RTN4RL1	1.74558333333333
ARMC6	-0.0685
PSMD5	0.427333333333333
HK3	1.2768
OR4S1	1.2345
RSU1	1.2051
MAD2L1	-3.49466666666667
EIF4A3	-0.71775
DLEC1	0.169333333333333
E4F1	0.225166666666667
CHMP2B	0.2931
CAMSAP1	-0.46775
RPS21	-0.522166666666667
ARID5A	1.00725
UBE2N	-0.0915
IGSF8	1.175
MAGEB6	-1.428
ACAD11	-1.4387
MGC4172	-0.36075
LMO4	0.2895
KLKB1	-0.133
HP	-0.5165
HDAC3	-0.0275
SCHIP1	0.298
CLCA1	0.3395
OLFML2A	1.39175
C1orf112	-1.47775
KIF19	1.53208333333333
HAPLN4	-0.3293
CXCR7	0.447666666666667
GOT2	-0.7794
RAB38	-2.270875
DCX	1.68525
PPM1H	0.5185
NFYC	0.620416666666667
KIN	-0.3185
ZNF228	0.87275
PLSCR4	2.7315
HIG2	-0.6285
FAM79B	4.199
C21orf86	-0.7038
KCNK10	-0.3845
ZNF738	-1.066625
FSTL5	-1.93533333333333
OR6A2	0.0195
OTOA	0.776333333333333
EXOC1	0.28075
AHRR	-3.57175
PDAP1	-1.82991666666667
C19orf6	-0.2115
ZAN	0.07375
LY6G6E	-0.645
EIF4E2	-0.57325
C20orf198	-0.13675
ZNF324	0.51675
CYP3A5	-2.96
ENTPD7	1.30583333333333
MBOAT5	1.16533333333333
GJB5	-1.8515
TTC13	-0.34025
S100Z	-1.78966666666667
KIAA0664	-0.409333333333333
PDGFRB	2.52708333333333
IL17D	0.95125
OR56B4	-0.8425
RDX	-1.21533333333333
SLC34A3	0.2455
IL28B	-0.016
JUND	1.70975
CHRNB1	0.321375
CAMK2B	0.14725
FETUB	-1.66225
CXorf23	0.4175
MRTO4	-1.117125
TTC3	-0.3386
NDUFB8	-0.5965
EDG2	0.40675
SEMA3G	1.32375
IL23A	-1.7475
GRHL1	1.7681
LOC441054	-1.0645
WDR65	0.103625
PSTK	-0.39175
STOML3	0.190666666666667
R3HDM2	0.2693
C5	-1.334
SLC2A10	0.806
C3orf22	0.47925
PAQR3	-0.929153846153846
ANKRD26	-0.920166666666667
HCRTR1	0.013
LOC399947	-1.09625
PSD2	0.12825
TIGD2	-0.364666666666667
SCRN1	-1.857625
COQ10A	-0.53425
DDI2	-0.02
METTL7B	-0.906833333333333
UCN2	0.585
FAM92A3	-1.2995
WDR16	1.49225
ZNF511	0.0486666666666667
ZMYM5	-0.899375
POLR3G	-3.516
ZNF586	0.24475
C1orf49	-0.114666666666667
TANK	0.226666666666667
RCAN1	0.153
PELI3	0.4605
LIMD2	0.071
TMEM189	-1.054
NTN4	2.905
LOC151300	-0.236
CLEC2A	-3.9955
GPR135	-0.618625
DPYSL4	-2.8947
JAK2	-0.046
TSHZ1	0.697333333333333
TM9SF4	-0.2465
ZNF264	0.582166666666667
SIRPG	1.754875
BICD1	-0.13125
HERC6	0.4415
METTL5	-1.2045
CASP1	0.85125
PRRT1	0.08
PLA2G4C	2.69583333333333
ICA1L	-0.103428571428571
TPTE2	-0.4975
OTUD7A	1.17116666666667
AQP11	-1.402
APOA2	-3.6779
KALRN	-0.06
SECTM1	0.740166666666667
IFNAR1	0.208
TALDO1	-0.544875
RAB11FIP4	0.985416666666667
EIF5A	-1.0925
FAM49A	1.7705
NEGR1	1.47766666666667
YTHDC2	-1.020875
EHD2	0.357375
NCF1	2.536
SCRT2	1.5045
HOXA5	0.517
NUP133	0.57
FGF12	-0.5730625
SLMO2	-0.435875
SNTA1	-0.42975
CACNG2	0.544625
GCM1	0.431
ELF1	0.684166666666667
TLR5	3.4755
TCFL5	-1.26083333333333
RBMY2FP	null
LOC100125556	0.8835
FAM129B	0.523
MAP3K7IP1	0.15325
NCK2	0.277
OXA1L	-0.2015
FMO9P	-0.092
ZSCAN12	0.8825
PSMD12	-1.12125
HSCB	-0.451
CLDN10	-2.071
MGC13053	-0.41525
HPCAL4	0.215166666666667
ASZ1	-0.94
MEX3D	0.66225
NFAT5	-1.3163
CSPG4LYP1	-0.369333333333333
FBXO3	0.8415
DVL1	-0.302
CMKLR1	1.7145
TYMS	-4.212625
PEF1	1.324
ZNF750	1.48416666666667
MCM5	-0.9104
MEGF11	-0.00499999999999999
KCNK7	-0.1165
PTP4A3	0.6645
C1QTNF2	0.145833333333333
OR6S1	0.449
FAM122B	-1.009
ZNF551	-0.261875
HBQ1	-2.7345
GEMIN6	-0.50625
ARSK	0.3235
RBP7	1.038
CPNE9	-0.53925
DSC1	2.2635
LOC730112	-0.63325
MAP2K4	0.719875
HS3ST5	-2.9225
EPB41L3	0.221
TEKT2	1.72925
CDKN2B	-0.142583333333333
ZNF480	-0.6235
MAP3K6	0.7212
MAP6	2.0175
HN1	-0.5594
OR2L13	1.0345
SLC16A11	0.85325
FAM96A	-0.67925
APOL1	0.588
C5orf32	-0.131
RTP1	-0.187666666666667
RNF175	0.577125
ZBTB41	2.049625
AHCTF1	-0.0229
SAE2	-0.4015
ITGA2	0.451166666666667
MME	0.739333333333334
CCDC14	-1.741
MAST4	0.452714285714286
KRT33B	-0.582
KCTD2	0.694
WDR26	0.693416666666667
MFI2	0.106375
NR4A3	-0.279714285714286
ARSA	0.70425
UNKL	-0.33
SULT6B1	-0.3075
CCNA2	-3.5005
SOX15	0.5055
PPAPDC1B	-0.163416666666667
C19orf44	0.3465
MCAT	0.819916666666667
ARID1B	0.272375
OR52N1	0.345
C12orf48	-3.04425
MAGI1	0.2305
NIPA2	-0.57775
GBX2	-1.72925
RSHL3	1.523875
RAVER1	0.464666666666667
C15orf17	0.05325
SLC30A2	1.00725
ZNF518	0.02525
PCYT1B	-1.71925
C10orf114	-1.017
EIF3H	-0.0619166666666667
SLC25A39	-0.563666666666667
KIF1B	-0.5205
AMOTL2	0.29825
C6orf120	0.76375
PSRC1	-2.02425
PLA2G10	-0.439
KIF5C	0.7785
MRPL37	-0.665
C17orf62	0.347666666666667
C9orf135	-1.48433333333333
DUSP10	1.0558
CLCNKB	0.001
PSMA5	-0.441625
C8orf53	-0.634
AMPD3	0.411333333333333
PIAS1	-0.46175
ADCYAP1R1	-0.1165
GYLTL1B	-0.489
CDH20	-0.3275
FBXO7	-0.1075
TMEM134	0.4325
FLJ14213	1.2675
ZNF3	0.27775
LRRFIP1	0.368916666666667
CNOT2	0.28925
ABI3	2.6035
ALDH5A1	-0.70225
HNT	2.0884
SERPINA4	-1.87625
TK2	0.514
STMN1	-2.50088888888889
GUCA2A	-0.228333333333333
GALNT10	0.893642857142857
DPP6	-0.8388
C9orf93	-0.626375
PRELID2	-0.903
STK39	0.38175
SFTPA1	-2.08125
CKS2	-3.06022222222222
RHO	0.02925
C20orf135	-0.4405
XKR3	-2.8255
CR1	-0.28425
RPS6KA2	1.05592857142857
C20orf112	0.75025
MRPL22	-0.25775
C4orf23	1.07133333333333
GADD45B	0.70625
KLHDC1	1.64883333333333
C2orf48	-2.8765
ZNF287	1.971
DAAM2	1.22575
DPPA2	-3.564
TCTN3	0.473833333333333
DNAJB11	0.171125
FPR1	3.4885
DEFB4	-0.3025
PTCD2	-0.9737
SMOC2	4.68
CABP7	1.10075
SERPINB11	0.08625
MAGEF1	0.04375
NDE1	0.021
ITGA10	0.3495
FSHB	0.121
ANXA2	0.795375
HORMAD2	-0.438333333333333
HLCS	-0.095
MCF2L	1.76075
FH	0.1835
TBC1D24	0.27375
KIAA1505	1.50175
LGALS2	0.12475
CNBD1	-0.2565
SYNPO2L	-1.49425
PTPN23	0.733928571428571
C1orf183	-1.001
MAGEA8	-3.41175
DGCR8	-1.3635
GSR	-0.95525
PAQR7	0.24675
ZNF676	-0.49325
CACNA1C	0.711
SP7	0.401
PDCD6	-0.43175
NRN1L	-1.38
BRI3BP	-1.39072727272727
KIAA1183	1.0495
ASB4	0.29975
CCL23	2.3159
OBSL1	-0.606375
SLC12A7	0.957083333333333
KIAA0240	1.309875
CD1B	-2.89166666666667
FCGR2A	1.50525
MDC1	-1.3935
HTR1A	0.396
OCEL1	0.4925
ATP11B	-1.159625
FBXO34	0.125833333333333
PCDH12	3.47833333333333
RPE	-0.5025
C17orf74	-0.5635
CSDC2	1.479
PET112L	0.13275
TMBIM1	0.265625
P2RXL1	-0.52725
TCHP	-0.506
TRMT1	-0.854833333333333
F2RL2	1.88383333333333
LRRC32	3.22933333333333
IMPG2	0.1235
BGLAP	0.467
LOC493869	-0.783666666666667
MRAS	1.24175
SLC35F5	0.92975
CBWD1	0.5195
AXL	-1.007625
ATP2C2	1.736
TELO2	-0.20975
PNPLA3	-4.97275
PCDHB14	1.14775
CD276	0.658
KRT80	-1.9095
DUSP28	0.8775
CSNK1E	-0.0555
SRP14	0.732
KCNQ4	0.299
KRT72	-0.361
CCDC117	0.041375
C6orf89	0.282833333333333
TUBB2B	-1.9805
RTN4IP1	-1.3205
CR1L	-3.40733333333333
CEND1	0.4095
C12orf41	-0.214333333333333
RNF31	0.4445
UBN1	0.206166666666667
C17orf32	0.252375
SLC5A7	0.12525
GPR92	0.753333333333333
ESAM	2.5258
CTNNA1	0.676833333333333
HRBL	-0.1842
CBX4	0.84575
TMEM182	0.15275
SH3TC2	-0.597166666666667
IL10	0.962833333333333
PXMP4	0.636
RNF167	0.3086
PAK7	2.869
ETV3	-0.421
ATPIF1	-0.506333333333333
LOC554207	-2.25866666666667
OR8H1	-0.01475
WDFY3	1.018375
DPM1	-1.14525
GPSM1	-0.4095
WDR92	-0.3285
LRP1	0.791166666666667
ANKH	-0.209
THUMPD3	-0.9435
POLR1B	-0.45025
OLFM4	6.2575
RAD9B	0.0445
TSPY2	-4.38
PAX6	-2.43366666666667
SCG2	-1.683375
SLC17A6	0.493
FMO3	3.50025
PADI4	-0.04075
TUBB4	-0.4952
NLK	-0.80925
POU4F3	-0.1825
SDF4	0.32725
ITGBL1	2.76683333333333
NETO1	-2.579875
TAP2	-0.054
ABBA-1	-0.04425
GNAI1	-0.59025
VPS4B	0.83725
NOPE	0.8551
GALNT6	1.906
SESN1	1.067875
GBE1	-1.89166666666667
CLASP1	0.0005
RASGEF1B	1.661
ACOT11	-0.00150000000000001
AFAP1	1.50075
OR2H2	-0.03375
DPY19L2P1	-1.258
DZIP1	-1.18675
SEC22C	-0.3655
GPR161	-0.267416666666667
RNF146	0.72025
WDR74	-0.324
GALP	-1.3995
PURA	0.56775
DNPEP	0.418416666666667
RP11-78J21.1	-0.48375
ERBB2	2.292
FANCM	-1.52283333333333
NEO1	0.917333333333333
DDX3Y	-4.9051
RPS3A	0.917625
MXRA7	0.228071428571429
LGALS3	-0.795166666666667
GLT8D1	0.5485
CFL2	-1.71766666666667
UPB1	0.8445
NAP1L5	0.02625
CLDN14	-0.985
DHX38	-0.60625
BTBD1	0.111
TARS2	0.574
ABCF1	0.0289
FCF1	-0.125166666666667
LRRC49	0.3865
GUCY1B2	-1.7475
C1orf177	-0.768
SMARCA4	-0.447928571428571
LRP8	-3.745
TAGLN3	-0.94825
MRPL14	-0.63275
TTRAP	-0.23675
ZDHHC20	-0.05125
NFE2L3	-0.467
KIAA1377	0.64325
PALMD	2.68
TMEM43	0.33275
TTL	-1.26975
STAT5B	-0.448
SSB	-0.86275
OR10H5	0.5015
SLC22A13	-0.7
AKAP3	0.416
TIMM23	0.0523333333333333
OAS2	1.10291666666667
KIAA0423	1.49725
TRIM11	0.473166666666667
GLIS3	1.547
TMEM50B	0.763333333333333
ARHGEF4	-0.246125
DEGS1	0.952454545454545
TBL1XR1	1.40983333333333
G6PD	-1.72625
SP140	-0.1944
MUC17	-0.2105
NUDC	-0.0551
DNAJC5B	1.52916666666667
SCARA3	-0.0221666666666667
CPA3	5.66333333333333
BCAT2	1.2015
MFN1	-0.4273
NRG3	1.7645
SNX11	0.0185
PLEKHH1	-1.3425
GPR177	0.1535
HCFC2	-0.16675
TCAP	-0.93425
MOCOS	-4.5
C14orf93	-0.35075
PRDM10	-0.651666666666667
SLC16A4	1.13866666666667
SRGAP1	-0.604166666666667
VIP	1.233
DUSP27	0.506833333333333
LILRA1	1.3064
MC2R	-0.397
MGC24103	-1.4575
MBTD1	-2.873
FUT11	-0.495333333333333
USP33	0.3238
C15orf39	-0.88675
MAP3K12	0.72725
PAAF1	-0.739833333333333
BARHL1	0.279
FLJ16165	0.2825
PIWIL2	-3.676
SYNE1	0.374166666666667
CMTM4	0.2385
TSPYL1	0.9074
GUF1	-0.762666666666667
TMEM157	0.926
WDR44	0.12425
HIST1H3C	-0.03625
DKFZp666G057	0.80425
RNPEP	0.9585
GAS2L2	0.898
ADH4	-5.3005
GRPR	4.9845
FBXL17	1.50825
ZBTB10	0.210083333333333
Gcom1	0.9715
HTRA1	2.8992
ZNF585A	0.037
SLC26A2	-0.403642857142857
OTOP3	0.0423333333333333
WISP1	2.85811111111111
ATP2B4	-0.154
FLJ10769	0.73425
CRAMP1L	0.51275
CHST12	-0.45225
RAB22A	0.257833333333333
TARDBP	-0.395428571428571
STAU1	-0.119
CRB3	1.82216666666667
MIG7	-0.6845
CHMP1A	-0.310333333333333
ZNF160	0.09175
B3GALT6	0.365
BARX1	-1.5185
C6orf167	-1.8203125
NXNL1	0.2705
DHX29	0.662375
HADHB	0.28275
PLXNB2	1.1095
ILDR1	-1.16475
SLC15A3	2.4775
GAS2	-2.85083333333333
C20orf69	-0.24825
NUMB	0.074
TNIP1	0.784
MESP1	-0.132166666666667
PSKH1	-0.184
NSFL1C	0.037
RHOG	0.523
HEY1	-1.526
KNG1	-2.389625
ITGAX	2.2846
LIN9	-0.8535
CANT1	1.224125
XRN1	-0.291357142857143
CCDC96	1.4718
HEATR6	-1.18016666666667
GNG7	0.932666666666667
RUNX2	1.751625
SOX1	-0.557666666666667
FCRL5	-0.2866
ZNF99	0.1905
FAM9A	0.3455
SNX22	0.937333333333333
MBNL3	-2.191
ODC1	-1.7336
ADORA2B	-1.3665
NR2F6	0.72975
ZFYVE16	0.0622222222222222
SYNJ2BP	-0.3135
POLE	-0.834625
E2F2	-1.809375
THRA	0.423666666666667
PTGES2	-0.642333333333333
HIP1R	-0.2845
TMUB1	-0.559
ENO3	-1.924
RSPH10B	0.082
CXorf39	0.6335
IRGC	-0.20325
GPR109B	0.624
FLJ13305	-1.3855
LCE3A	-0.539
TNFRSF18	1.037
DET1	0.09975
TRPM3	-0.632916666666666
C16orf79	-1.462
FECH	0.0786666666666667
RAP2A	0.0675
CRIP1	2.55933333333333
AZIN1	-0.08625
SLC7A7	2.9565
IL10RA	1.1181
TMEM64	-2.14525
CDC42EP4	1.0337
C16orf58	0.3656
ARG2	-2.538
POU5F1P4	-4.43425
FAM62B	-0.194
DNAH8	-2.5915
ASH2L	-0.13525
TSLP	-1.93066666666667
CNTNAP5	-0.7455
TMEM16C	-0.146
IFNA14	-0.1955
SLC1A3	-0.489
CABYR	0.30875
BCL7B	0.1101
NUDT13	-1.94866666666667
C13orf28	-0.0275
C1orf53	-0.7295
ARL6IP4	0.3155
RPL35A	0.0045
EMR3	0.8465
RAB40C	0.92175
SLC41A1	0.000833333333333329
LRCH1	0.44925
LY6G5B	-1.047
FAM124A	-0.114214285714286
MGC10981	-4.14766666666667
CLIP3	1.1604
MAP4K2	-0.2715
CHIC1	1.01925
SULF1	4.1075
C20orf30	-0.242857142857143
PRDM5	-0.046125
ELOVL1	0.122
C11orf48	-0.432125
SLC39A10	-0.187
KCNV1	-0.716
ACP1	-1.07283333333333
ZMYM2	-0.647375
B3GNT6	-0.411833333333333
C9orf69	0.29375
C2orf15	1.295
C20orf166	-0.5275
HSP90AA6P	-1.126
EDG7	-0.8865
NEURL	-0.04275
LPL	1.28933333333333
CLEC2D	-0.0874285714285714
GRRP1	2.11983333333333
CD8B	-1.9737
HIST1H3D	-1.307
SLC6A12	0.635875
FAM27L	-0.2545
CD84	1.4969
RASA1	0.606
PHKG1	-0.539
MAGEA11	-1.978
IMPA1	-0.7464
NPM3	-1.3055
RARRES1	3.832
SH3BP1	0.4995
B3GNTL1	-0.0705
ARPC5L	-0.550666666666667
KLHL26	0.7995
SIM2	-1.593125
GJC1	0.3205
C20orf194	0.044
EXO1	-3.05025
SLC2A2	-2.96266666666667
LOC285074	-0.8355
LRG1	2.53875
KIRREL	0.4405
PIK3R1	1.33342857142857
C4orf34	0.92475
MAF	-0.312
ADCY4	3.90533333333333
ZMIZ2	0.7088
SLC46A3	1.40683333333333
STAMBP	-0.429833333333333
CCDC16	0.67625
MS4A12	0.764
TCF20	0.0215
LRRC46	2.025
C20orf152	-0.22075
MRPS6	-0.899625
ABCB11	0.28
KCNC2	1.97
CDH19	-1.99416666666667
C9orf123	0.442166666666667
SSH3	0.913875
LDLRAD1	-2.43175
CCBE1	-0.401
ZNF135	1.520625
TAAR1	1.0135
WFDC12	-0.6375
CCDC42	0.4485
FLJ12529	-0.28275
PER1	0.335
TIMM50	-0.4825
SMARCAD1	0.163666666666667
FAM26C	-0.0705
TP53TG3	-1.8155
SH3RF1	2.1583
LMCD1	2.02925
GPR63	-0.302
FLJ21986	-1.675875
AIFM3	-0.18675
MICAL1	0.0075
BLZF1	0.700166666666667
IQCA	1.10016666666667
PCDHGC3	0.1445
SAC	-0.137
BCL6B	2.507
DDO	1.59525
MARCO	3.03025
DCHS1	1.82016666666667
C1orf170	-0.405166666666667
CD200R1	2.32966666666667
C22orf15	-0.118
SEPT11	-0.04
ADNP	0.31725
UST	0.0446
C13orf34	-1.38666666666667
RFFL	0.0567142857142857
APBA3	-0.056
C2orf60	-0.405625
CUTL1	-0.1887
PMS1	-0.4635
ZNF689	-0.111
EIF3E	-0.3495
IL9	-0.0806666666666667
RPL31	-0.202625
LY9	1.09666666666667
ATP2B3	0.30325
KDELR2	0.212083333333333
TFCP2	-0.0435
NLRP12	1.774625
FLJ45422	-0.57175
TLE4	-0.3744
ZNF570	0.1555
FLJ43806	-0.3475
TLK2	-0.575875
CIR	0.44575
MARS2	0.113
COL24A1	0.464
SDF2L1	-0.5095
HIBADH	-0.1225
IGFBP3	-1.88078571428571
C12orf23	1.0105
PSPC1	-0.2955
C20orf43	0.16075
TRAV20	-0.029
ARHGAP24	1.505875
KIAA1975	-1.60175
C1QA	3.0093
DNTT	-4.95816666666667
C10orf6	-0.387
C11orf41	0.363625
HNRPF	0.476625
COL11A1	4.85116666666667
UBAP2	-0.517666666666667
CDKN2AIPNL	-1.6345
C20orf174	4.09925
SPRED2	1.1645
PLA2G12A	-0.240666666666667
ICEBERG	-1.89483333333333
SCN10A	0.2585
C11orf65	-0.975
GBP5	4.00175
PITPNC1	-0.637
POU3F3	1.505
NCOA7	0.405125
LIN7C	0.0548
LOC348840	-1.24
NKX2-2	-3.09125
ANKRD13D	0.20625
LOC123688	-0.4105
FUT2	1.69633333333333
TAAR8	0.592
FZD4	-0.00516666666666671
PNMA3	-1.085
OR4L1	-0.207
WIT1	-2.0915
EXOC3L	1.8685
ATPBD4	-0.6093
KRBA1	-0.07325
UBXD6	0.0335
HOXB7	-0.684
C7orf23	-0.168
UNQ338	0.48075
STAB2	3.367
CDC20B	1.77425
IRF9	1.41575
CENTG1	0.901333333333333
TNPO2	-1.23325
MCPH1	0.540375
BMS1P5	-1.44475
SLC26A7	0.418
HIST1H3J	0.4
C9orf3	0.2999
LBH	1.523875
MYO1D	0.631875
PTDSS2	0.03375
NFU1	-0.12225
DEPDC4	-1.596
WNT7B	-0.5678
GLP2R	-0.775666666666667
SETD4	-0.5827
DYNLT3	-0.7972
FKBP11	-0.739666666666667
SESTD1	0.394666666666667
FLII	0.6905
RPS16	0.0655
CHPF	0.688
CSNK2A1	-0.262833333333333
SUMO1P1	-0.1055
FKBP6	-0.5765
ZNF214	2.07933333333333
TWIST1	1.60933333333333
DDX56	-0.689166666666667
TRAM1L1	2.2792
EPO	-3.125
MRPS18B	-0.122
ZNF682	-0.530333333333333
RPL14	-0.505833333333333
MAFF	-0.01675
LOC51136	-1.01525
LY96	0.28225
DDX20	-0.2045
ABTB1	1.1265
ARL5A	-0.0973
CCT6A	-1.3425
HEPACAM	-1.16883333333333
EHHADH	-0.06
