Hybridization REF	TCGA-BH-A1EW-01A-11R-A137-07
GPSM1	-0.05
WDR92	-1.0723
LRP1	0.4075
ANKH	-0.439125
THUMPD3	0.3495
POLR1B	-0.10775
OLFM4	6.3835
RAD9B	-0.0785
TSPY2	-2.629
PAX6	-1.9465
SCG2	-0.635125
SLC17A6	0.3585
FMO3	3.508375
PADI4	0.081375
TUBB4	-0.2257
NLK	0.2725
POU4F3	-0.2855
SDF4	-0.231
ITGBL1	1.82016666666667
NETO1	-1.89525
TAP2	0.252375
ABBA-1	-0.0880833333333334
GNAI1	-1.19625
VPS4B	0.959
NOPE	-0.2097
GALNT6	2.804
SESN1	0.32075
GBE1	-1.58044444444444
CLASP1	-0.41825
RASGEF1B	1.02975
ACOT11	-0.189
AFAP1	0.89125
OR2H2	0.33825
DPY19L2P1	-1.038
DZIP1	-2.1375
SEC22C	-0.299166666666667
GPR161	-0.378166666666667
RNF146	0.6515
WDR74	-0.87275
GALP	-0.5015
PURA	-0.06925
DNPEP	0.179916666666667
RP11-78J21.1	-0.90475
ERBB2	1.978
FANCM	-1.50191666666667
NEO1	0.414666666666667
DDX3Y	-4.1197
RPS3A	0.33775
MXRA7	-0.07
LGALS3	-0.851833333333333
GLT8D1	-0.19725
CFL2	-1.894
UPB1	0.42125
NAP1L5	0.313125
CLDN14	0.8195
DHX38	-0.85675
BTBD1	-0.0595
TARS2	-0.590833333333333
ABCF1	-0.2016
FCF1	-0.275
LRRC49	-0.0345
GUCY1B2	-1.0315
C1orf177	0.444333333333333
SMARCA4	-1.047
LRP8	-1.86633333333333
TAGLN3	-1.137
MRPL14	0.079
TTRAP	0.02175
ZDHHC20	0.25075
NFE2L3	-1.3225
KIAA1377	0.240625
PALMD	1.4483
TMEM43	0.6035
TTL	-0.70525
STAT5B	-0.601
SSB	-0.49575
OR10H5	0.46
SLC22A13	-0.6485
AKAP3	-0.9735
TIMM23	0.6785
OAS2	2.67083333333333
KIAA0423	0.02025
TRIM11	1.14316666666667
GLIS3	0.524875
TMEM50B	1.0225
ARHGEF4	-1.379
DEGS1	0.885181818181818
TBL1XR1	2.25376666666667
G6PD	-0.81175
SP140	0.2399
MUC17	0.202857142857143
NUDC	0.0794
DNAJC5B	0.745833333333333
SCARA3	-1.0565
CPA3	5.93016666666667
BCAT2	-0.54025
MFN1	0.9427
NRG3	0.1315
SNX11	1.07325
PLEKHH1	-0.700666666666667
GPR177	-1.03933333333333
HCFC2	0.3355
TCAP	1.12375
MOCOS	-1.106
C14orf93	-0.428
PRDM10	-0.196
SLC16A4	-0.838333333333333
SRGAP1	-0.9995
VIP	0.75425
DUSP27	0.329166666666667
LILRA1	1.2984
MC2R	0.375
MGC24103	-2.036
MBTD1	-2.7625
FUT11	-0.0813333333333333
USP33	-0.2784
C15orf39	-0.92025
MAP3K12	0.09875
PAAF1	-0.309333333333333
BARHL1	0.073
FLJ16165	-0.07
PIWIL2	-2.19525
SYNE1	0.198333333333333
CMTM4	-0.56175
TSPYL1	1.2329
GUF1	-0.433666666666667
TMEM157	2.1095
WDR44	0.51325
HIST1H3C	0.97
DKFZp666G057	0.57225
RNPEP	0.14975
GAS2L2	0.284166666666667
ADH4	-3.17725
GRPR	3.78566666666667
FBXL17	0.6225
ZBTB10	0.05525
Gcom1	0.283166666666667
HTRA1	1.2222
ZNF585A	-0.464
SLC26A2	-0.804214285714286
OTOP3	0.325833333333333
WISP1	2.066
ATP2B4	0.120583333333333
FLJ10769	0.683
CRAMP1L	-0.53025
CHST12	-0.57
RAB22A	0.398666666666667
TARDBP	-0.108785714285714
STAU1	0.3005
CRB3	1.54833333333333
MIG7	-2.12175
CHMP1A	-0.0758333333333333
ZNF160	-0.431625
B3GALT6	-0.00662499999999997
BARX1	-1.59516666666667
C6orf167	-1.329
NXNL1	0.4575
DHX29	0.354
HADHB	0.06025
PLXNB2	0.36925
ILDR1	-1.6495
SLC15A3	2.17925
GAS2	-2.652
C20orf69	-0.48575
NUMB	-0.1295
TNIP1	-0.368875
MESP1	0.639833333333333
PSKH1	-0.1045
NSFL1C	0.441375
RHOG	0.25125
HEY1	-2.40666666666667
KNG1	-1.5965
ITGAX	1.4223
LIN9	-0.3225
CANT1	1.27225
XRN1	-0.570642857142857
CCDC96	2.2085
HEATR6	-0.799833333333333
GNG7	-0.13025
RUNX2	0.4988125
SOX1	0.4975
FCRL5	0.2912
ZNF99	-0.206625
FAM9A	0.1215
SNX22	0.685166666666667
MBNL3	-2.81
ODC1	-1.4777
ADORA2B	-1.634
NR2F6	0.53775
ZFYVE16	-0.129166666666667
SYNJ2BP	-0.9839
POLE	-1.302
E2F2	-0.68275
THRA	0.449666666666667
PTGES2	-1.12966666666667
HIP1R	-0.2335
TMUB1	-0.792833333333333
ENO3	-2.0145
RSPH10B	-0.179
CXorf39	0.752875
IRGC	0.25
GPR109B	-0.752
FLJ13305	-1.3745
LCE3A	-0.2945
TNFRSF18	1.21283333333333
DET1	0.45625
TRPM3	-0.0654166666666666
C16orf79	-0.7635
FECH	0.0831666666666667
RAP2A	-0.224666666666667
CRIP1	2.91533333333333
AZIN1	1.0805
SLC7A7	2.7435
IL10RA	1.2747
TMEM64	-2.14025
CDC42EP4	1.7415
C16orf58	-0.0682
ARG2	0.00499999999999999
POU5F1P4	-4.30075
FAM62B	-0.063875
DNAH8	-1.7926
ASH2L	-0.493125
TSLP	-1.51583333333333
CNTNAP5	0.0885
TMEM16C	0.00425
IFNA14	0.8205
SLC1A3	-0.243375
CABYR	1.09875
BCL7B	0.2653
NUDT13	-1.152
C13orf28	0.32075
C1orf53	-0.1865
ARL6IP4	-0.4644
RPL35A	1.5835
EMR3	1.20675
RAB40C	0.62475
SLC41A1	0.424333333333333
LRCH1	-0.78025
LY6G5B	-0.3725
FAM124A	0.269928571428571
MGC10981	-3.42016666666667
CLIP3	0.2907
MAP4K2	-0.447166666666667
CHIC1	0.9365
SULF1	3.0975
C20orf30	0.478214285714286
PRDM5	-0.782
ELOVL1	0.7085
C11orf48	-0.15775
SLC39A10	-0.72275
KCNV1	-0.2685
ACP1	-0.808333333333333
ZMYM2	-0.885
B3GNT6	0.0646666666666667
C9orf69	0.00875
C2orf15	1.3035
C20orf166	0.6155
HSP90AA6P	-1.435
EDG7	-0.955
NEURL	-0.61075
LPL	1.6175
CLEC2D	0.246285714285714
GRRP1	2.95566666666667
CD8B	-1.9964
HIST1H3D	-0.8705
SLC6A12	0.008625
FAM27L	0.1655
CD84	0.9762
RASA1	-0.2305
PHKG1	-0.1275
MAGEA11	-1.22
IMPA1	-0.1948
NPM3	-1.024
RARRES1	4.4765
SH3BP1	0.1055
B3GNTL1	-0.0375
ARPC5L	0.511
KLHL26	0.33575
SIM2	-0.973125
GJC1	0.3405
C20orf194	-0.066
EXO1	-1.64375
SLC2A2	-2.10333333333333
LOC285074	-0.86625
LRG1	3.336
KIRREL	-0.932
PIK3R1	1.04985714285714
C4orf34	1.6555
MAF	-0.793611111111111
ADCY4	3.80716666666667
ZMIZ2	0.3477
SLC46A3	0.826
STAMBP	-0.494166666666667
CCDC16	1.0795
MS4A12	0.3215
TCF20	0.08125
LRRC46	1.47675
C20orf152	0.60725
MRPS6	0.056
ABCB11	0.243
KCNC2	1.33816666666667
CDH19	-2.46633333333333
C9orf123	-0.576833333333333
SSH3	0.58525
LDLRAD1	-2.402
CCBE1	-0.24375
ZNF135	0.71375
TAAR1	0.2025
WFDC12	0.277
CCDC42	0.4715
FLJ12529	-1.03125
PER1	-0.862333333333333
TIMM50	-0.123833333333333
SMARCAD1	0.499333333333333
FAM26C	0.3895
TP53TG3	-2.75266666666667
SH3RF1	2.2838
LMCD1	3.0825
GPR63	-0.2035
FLJ21986	-2.12475
AIFM3	0.572
MICAL1	-0.108333333333333
BLZF1	0.921
IQCA	2.92883333333333
PCDHGC3	-0.7245
SAC	0.253
BCL6B	2.1015
DDO	-1.02475
MARCO	2.4615
DCHS1	1.2815
C1orf170	0.580666666666667
CD200R1	0.940833333333333
C22orf15	-0.3315
SEPT11	0.353166666666667
ADNP	-0.223
UST	-0.2475
C13orf34	-1.03783333333333
RFFL	0.957571428571428
APBA3	-0.6595
C2orf60	0.24
CUTL1	-0.534
PMS1	-0.502375
ZNF689	0.0635
EIF3E	-0.065
IL9	-0.555833333333333
RPL31	0.1185
LY9	0.416333333333333
ATP2B3	0.1915
KDELR2	0.268875
TFCP2	0.04025
NLRP12	0.38225
FLJ45422	-0.9175
TLE4	-0.8729
ZNF570	-0.537
FLJ43806	-0.103
TLK2	-0.388
CIR	0.584
MARS2	-0.196
COL24A1	-0.17675
SDF2L1	0.4285
HIBADH	-0.539666666666667
IGFBP3	-1.53214285714286
C12orf23	1.258625
PSPC1	-0.0575
C20orf43	0.02425
TRAV20	0.352
ARHGAP24	0.36075
KIAA1975	0.390125
C1QA	3.5905
DNTT	-4.654
C10orf6	-0.77
C11orf41	-0.616625
HNRPF	1.061625
COL11A1	2.84733333333333
UBAP2	-1.03
CDKN2AIPNL	-1.408
C20orf174	4.601
SPRED2	-0.17625
PLA2G12A	0.407166666666667
ICEBERG	-1.2605
SCN10A	0.2265
C11orf65	0.39125
GBP5	5.16325
PITPNC1	-0.668333333333333
POU3F3	0.7415
NCOA7	0.587
LIN7C	-0.093
LOC348840	-1.4545
NKX2-2	-1.64775
ANKRD13D	-0.26775
LOC123688	-0.0035
FUT2	1.5385
TAAR8	0.5285
FZD4	0.356416666666667
PNMA3	-0.878833333333333
OR4L1	0.189
WIT1	-0.672
EXOC3L	1.12375
ATPBD4	0.2911
KRBA1	-0.95375
UBXD6	-0.726
HOXB7	-0.719428571428571
C7orf23	-0.7525
UNQ338	-1.2025
STAB2	1.0535
CDC20B	-0.2035
IRF9	2.5105
CENTG1	0.66175
TNPO2	-1.44175
MCPH1	-0.76425
BMS1P5	-1.28225
SLC26A7	0.32225
HIST1H3J	0.769
C9orf3	-0.00350000000000002
LBH	0.416625
MYO1D	0.779125
PTDSS2	-0.2685
NFU1	0.29925
DEPDC4	-1.9205
WNT7B	0.5774
GLP2R	-0.0481666666666667
SETD4	-0.6337
DYNLT3	0.7146
FKBP11	-0.725166666666667
SESTD1	0.574333333333333
FLII	-0.0175
RPS16	0.3423
CHPF	-0.0388333333333333
CSNK2A1	-0.207833333333333
SUMO1P1	0.2725
FKBP6	-0.2435
ZNF214	-0.0566666666666667
TWIST1	0.0055
DDX56	-0.715333333333333
TRAM1L1	1.6373
EPO	-1.397
MRPS18B	-0.24125
ZNF682	-0.246666666666667
RPL14	-0.789833333333333
MAFF	-0.01075
LOC51136	0.34275
LY96	0.73925
DDX20	-0.39075
ABTB1	0.0423333333333333
ARL5A	-0.0985
CCT6A	-1.0845
HEPACAM	-0.650833333333333
EHHADH	0.0948333333333333
RBAK	-1.23983333333333
CGB1	0.34075
ITGB5	-0.4248
YIPF3	-0.1155
FKBP2	-0.70675
NR1D1	0.106
TMEM110	-0.2805
NEK2	-0.357833333333333
PRAMEF8	-2.3375
C20orf52	0.1855
PCDHGA3	-0.151
VWA3B	-0.08625
NDUFA5	0.589625
THAP9	0.38225
FLVCR2	-0.0185
AP1S1	-1.603125
SMAD6	-1.32175
SAV1	-0.164875
SAT1	1.63175
ZNF251	1.02875
ADAMTS7	0.0859
RPP38	0.8535
C1orf211	-1.018
YPEL2	1.3118
RBMS1	0.3595
ZNF445	-0.843666666666667
NRXN2	0.902666666666667
PGBD4	-0.972875
UGT2B28	0.4555
WBSCR16	-0.7965
NLRC3	0.562
ASTL	0.20375
ST6GALNAC1	-1.9605
ZADH2	-0.9995
MLLT4	0.419333333333333
ARL6	0.115666666666667
MEF2C	-0.2885
CBFA2T3	-0.515
AFF3	0.674642857142857
COG7	0.517833333333333
MYB	0.528333333333333
PLXNA3	0.206
XRCC2	-1.8095
MMS19	-0.53925
ST8SIA5	-0.74675
CHPT1	-0.305333333333333
KIAA1712	-0.9785
OR6X1	0.3855
ACTR3	0.14775
UGCG	1.8675
OR4P4	0.565
ZAP70	-2.171
LPP	1.83925
ZNF485	-0.415
PTPRCAP	0.62775
IL12RB1	0.46425
ATRX	-0.1532
CHST8	3.27025
C14orf109	-0.20775
ARV1	0.722
NMB	-0.542
COX5A	-0.470333333333333
EIF6	-0.35125
MPPED2	-0.6485
SEMG1	-1.9895
CHRDL1	0.1565
TRAF3IP2	0.843
WNK2	-0.3175
LILRA4	3.22633333333333
LAMA2	4.25075
PXT1	0.406
RLBP1	-3.207
CD300C	0.8565
SLTM	-0.561375
FLJ10404	-0.6048125
APOBEC3D	-0.372666666666667
RENBP	0.136
ATXN7L1	0.0075
NID1	-0.15
TUBGCP3	-0.767625
ITIH5	1.56455555555556
CCDC110	2.43675
C8A	-1.67925
MGC87042	0.5
HOXC13	1.76425
TFDP2	-0.9665
HCP5	1.36
POLI	-0.1105
UCN	-0.731333333333333
ZNF764	0.6035
C8orf45	-0.51425
FHL3	-0.8815
SPATA5L1	-0.147
MMRN2	3.31516666666667
NDST1	0.324666666666667
COL20A1	-0.00950000000000001
ZNF248	-0.693666666666667
PELP1	-0.500666666666667
MBL2	-2.1705
RNF41	0.482125
C5orf24	-0.470375
THOC5	-0.887375
SERINC3	0.836
RP11-151A6.2	1.43
CDCP2	0.06675
HIST1H2AA	0.10475
C11orf75	0.1705
FKBP7	0.368
DDOST	0.0245
GPNMB	0.441166666666667
TTF2	-2.49666666666667
KCNT1	-0.255166666666667
SLC39A14	-1.17975
NGRN	0.8851
GPR137B	3.907
MECP2	-0.2805
PSMA1	0.101
C16orf73	-3.1675
TMEM60	-0.0981666666666667
CSN3	-0.0595
NOS1	0.388833333333333
RAB7L1	-0.0855
YBX2	0.161
KIAA1166	-0.980625
FUBP3	-0.4425
ABCG1	1.0175
ACACA	-0.61425
ARL11	-0.3985
ATOH1	0.2095
ODF1	0.157833333333333
CREB3L3	-1.501
TMEM127	0.792571428571429
DSCAML1	0.3025
PLN	2.913
LYPLA1	0.481666666666667
PRDM9	-1.88775
SASP	-0.4335
PLUNC	0.325166666666667
INTU	0.21275
HISPPD1	-0.46475
LNPEP	0.283
YARS2	-0.190333333333333
APCDD1L	-2.085
ZCCHC4	-0.2117
FBXO22	-0.277833333333333
TTLL13	-0.1315
ZNF669	-0.777166666666667
PTGDR	0.96975
DDX27	-0.154
KIAA0409	0.004
GJB6	0.1305
ASB8	0.7125
PLP2	0.716833333333333
MEPE	0.61
OR10J5	0.3685
KRT222P	0.83975
COQ7	0.619833333333333
C1orf101	2.3555
RERG	2.5558
CHMP5	1.21875
THAP11	0.081875
ZNF43	-0.277166666666667
ZRANB3	-1.04033333333333
KRT13	-0.022375
MRPL19	-0.333
RBBP9	0.444125
SPATA17	2.107125
BXDC5	0.225333333333333
PAFAH1B1	0.0279166666666667
MAGEE1	0.552
OSTF1	0.36625
KIAA0323	-0.34775
TXNDC13	-0.360166666666667
CNTN4	2.507625
LCE1B	1.56
UNQ501	0.384
ZNF154	0.44425
C3orf64	0.2025
SYT5	-0.0746
PON1	0.917833333333333
FLJ10357	-0.404
ATP4A	-1.921
GNPDA1	-0.281166666666667
MGAT1	0.8415
C14orf121	-0.04925
SLC35B2	0.152
MIER3	0.7585
CHEK1	-2.61275
ZNF8	-0.069
TXNDC1	-0.7075
CKB	-1.3232
RTN3	0.178857142857143
FZD2	0.0326666666666667
PART1	-0.612375
PSMB6	-0.16475
PCDHB8	0.424
PHC3	0.6417
PPP1R8	-0.529833333333333
NOVA2	1.566
TNFRSF11B	-1.94025
GOLPH3	2.04566666666667
UBLCP1	-0.71425
SUHW3	-0.74425
TTLL1	1.206
OPN4	0.3895
OR13G1	0.2155
ZPBP2	-0.3345
HSD17B11	-1.036125
C9orf50	-0.183
DHDDS	-0.117
CTSW	0.5888
NEFM	-2.12783333333333
MRPL28	-0.44625
SYN1	0.539666666666667
PIGV	-0.9045
ZIM2	2.72425
APBB1	0.735833333333333
SND1	-1.03775
C1orf123	0.0111666666666667
CHD3	-0.91475
BHLHB8	0.2095
RNASE2	0.906333333333333
BCAP31	0.704625
SLC25A44	1.0165
CHD6	-1.0224
PIB5PA	1.59215384615385
SELS	1.203
LOC541471	-0.3755
FAT2	-0.338
ZNF81	-0.0675
OR4C16	0.66
FLJ10081	-0.0446
LRRC4	0.3375
CS	-0.0298333333333333
N4BP2	-0.929875
IGFBP7	2.15425
ZNF318	-0.10225
NDNL2	0.44275
ZNF609	-0.39725
SIRT4	-1.212
EXOSC10	-0.5185
ECE2	0.511333333333333
OVGP1	-0.0075
GTPBP3	-1.08825
PACS2	0.036
C19orf36	-0.659666666666667
ARL4C	-0.80575
ATG4B	-0.514875
UBQLNL	-0.19475
RHOXF2B	-3.6615
PLEKHG2	0.462
GALR1	0.3355
AQP4	-0.0526666666666667
HDAC7A	-0.1535
DCUN1D3	0.878
OR8A1	-0.0665
CCRN4L	1.825125
CBR4	-0.635166666666667
KIFC1	-1.80283333333333
SLC7A14	-0.870333333333333
LHX5	-0.0985
TRPC7	0.1415
LPXN	-0.44525
SERPINA1	-0.75775
RPS13	-0.2631
BPIL3	-0.022
PRKAA1	-1.08075
FADS2	1.3478
ENAH	0.5221875
PRO1768	-0.8215
APBA2BP	0.31275
LIPH	2.24366666666667
C3orf33	1.3785
RCC2	-0.161928571428571
ALDH1A2	-3.2344
RNF103	1.78775
AHCY	-0.659875
ALG12	0.569
CCL17	1.1925
ZNF543	1.28133333333333
ESRRG	1.7568
CNGA1	2.0815
RDH5	-0.0775
OTX1	-0.9528
PTGFR	-0.208833333333333
CDR2	0.387875
SELE	7.013
NLGN2	-0.569833333333333
EXOSC9	0.04675
ZNF566	0.0155
KLRC2	-3.657
GPR12	0.5735
KIAA0196	0.4025
PDRG1	0.507
SSR3	0.833642857142857
MSI1	0.1285
CST9	0.815
CC2D1A	-0.1875
PLAGL1	-0.274277777777778
ZNF778	0.3015
RNF2	1.1655
KLF6	0.502666666666667
THBD	3.9285
tcag7.1314	1.03225
NR5A1	-0.2275
ABCD2	0.24525
DNAJC7	-0.44775
CLEC4C	2.172
TM2D3	1.289375
CCDC4	-0.743
PLAC2	1.59025
DCD	-0.00850000000000001
FAAH	0.619125
POLA1	-1.10666666666667
TM7SF2	0.26725
FLJ39822	-0.5465
FLOT2	0.532625
MAP4K1	-0.128333333333333
SRP68	0.626625
C21orf74	0.0265
ARPC5	0.4315
LOC126075	1.35725
HECW2	0.161875
ZDHHC4	-0.14075
ANKRD42	1.3901
PDE9A	-0.627
ABCA8	2.49925
NDUFS2	0.544
UBR5	-0.517125
BTBD16	-2.34275
LOC554174	0.3665
ZNF20	-0.506
KIAA1843	0.37
WDR17	-0.013375
C15orf33	1.128
RNF113A	-0.2795
CAMKK1	-0.3801
CLCN2	1.27575
ANXA6	-0.662
LOC340069	0.2345
EMID1	0.696625
DPM3	-0.185666666666667
ELA1	-0.017
SLC25A13	-1.4068
KRT24	0.30775
SMPD1	0.346333333333333
TH	0.12825
COL6A2	0.409428571428572
ANKS1B	1.3585
GPR126	-2.0251
ZC3H12A	0.315666666666667
TMEM47	0.119333333333333
C2orf51	-0.0825
C1orf88	2.55166666666667
HSF2BP	0.239
AKAP10	-0.186
RPAP3	0.123
KLHDC8B	0.082125
STOM	0.7792
MUPCDH	-0.064
C10orf72	0.066
PLEKHA3	0.840583333333333
TCP11L1	-0.198
CWF19L1	0.302875
SPEF1	1.88523076923077
YSK4	0.51575
ELN	1.9785
SAMD8	0.403666666666667
MPI	-0.9745
MEPCE	-0.3632
ABCC3	-0.182375
NANOGP1	-1.975
KCNK17	1.545125
HLA-DMB	4.13983333333333
RRAGA	0.98725
ANGEL1	-0.85475
RBM32B	0.2615
CPN1	-2.45425
MGC52282	-0.2366
HLA-A	1.90991666666667
OR9G4	0.3255
EDNRB	0.961375
SCD	0.2745
C14orf80	-0.916333333333333
BAGE2	-1.2845
RABL4	1.682
RCVRN	0.215
SHANK1	0.0785
NLRP7	-1.601
CD226	1.41975
STAT3	1.25075
SYNJ2	-0.7213
TPCN2	-0.0678333333333333
WDR36	-0.694833333333333
MBD4	-0.58
ROBO1	-1.6432
ST3GAL6	-2.80925
SLAMF8	2.341
ATN1	0.2605
GPR141	0.4145
KRT36	0.393
TPH1	-0.4555
DDX52	0.13625
ZSCAN29	0.235
TRPT1	-0.628166666666667
DPEP3	0.52525
DENND4A	-0.7515
TSPAN16	-0.2385
PTCHD2	0.093
LOC145814	0.03175
CAP1	-0.201833333333333
EIF5A2	-0.0598
NT5DC3	-0.42725
SEPT9	0.082375
SEZ6L2	0.16775
EGFLAM	3.26225
VPS11	0.141375
NDUFB5	1.045
CIDEA	2.4365
IER5L	0.7225
N6AMT1	0.7575
FAM83C	-0.092
OXR1	0.229583333333333
IRX1	-0.1675
DGKB	0.2415
GCN5L2	-1.30875
MIR16	0.881625
FBXW9	0.10975
WDR4	-1.58083333333333
PDC	0.099
VPS33B	-0.38575
HEXB	0.385
FLJ32214	0.41975
TCEB3	-0.50325
CRLF1	-2.4715
ABI3BP	2.3155
C8orf22	-3.38975
PYCR1	-0.643625
KIAA1706	0.62725
CDK5R2	0.490625
WAS	0.357
C12orf60	0.63175
CCBL2	-0.05625
MADD	-0.05925
C5orf34	-1.33925
WDR42A	1.1106
KLF12	-0.054375
HSPA1A	2.16625
ITM2C	-1.43966666666667
DAPK2	2.7625
LOC442590	-0.0475
SUMF2	-0.306375
CENPA	-2.00553846153846
TMED5	0.259875
CDH6	-1.0196
BRP44	2.060875
THG1L	-0.65275
GABRA2	-3.17225
C14orf166	-0.28175
MYL1	-1.1495
TNFSF18	0.3
PAP2D	-1.21466666666667
PPIB	-0.8885
KLHL4	-0.73275
SFN	0.289833333333333
CCDC127	0.91575
FRAP1	-0.2755
GOLGA5	0.4285
SDCCAG1	-0.144375
MGC21675	-0.132
C10orf95	-1.235
KIAA1345	-0.969
C1orf163	-0.684
LACE1	-0.323
OR10K2	0.3935
CENPN	-1.63852
TMED2	0.65825
UGT1A6	-0.4495
ANG	-0.53425
U2AF1	-0.836833333333333
CASC2	0.269333333333333
NMT2	-0.265666666666667
OSGEPL1	-0.264375
DFNB31	-0.3945
SLC6A20	0.01475
DKC1	-0.96975
FXYD4	-0.34175
WDR64	0.209
MGC5590	0.447
CREBZF	0.223
DAZ1	0.0155
PRPSAP1	-0.24075
GCHFR	-0.72875
TTC7A	-0.407875
LOC196993	0.64925
UBD	2.19966666666667
S100A1	-0.025375
RPL6	-0.166333333333333
DNAJB6	0.7954
NAGS	0.84
C2orf58	0.3935
KERA	1.579
MT1X	0.0409
UBE2B	1.4172
KEAP1	0.16125
MST1	-2.585375
OMA1	0.1685
ABLIM2	1.52575
BCL2L13	0.00991666666666666
JAZF1	-0.14
TMEM63B	1.173
S100A8	2.825
ARFIP2	0.3865
UROS	0.8955
KHDRBS2	-1.19
POLQ	-2.50425
SOAT1	-0.1275
SPAG4	-1.05275
MRPS30	-0.337166666666667
LOC494141	0.4895
OR2T11	0.274
ORAOV1	0.8648
ZNF184	-0.0185
TCEB3B	-0.0801666666666666
ADAM21	0.2115
GDPD1	0.841
SPINLW1	0.32425
PRR14	-0.0618333333333333
KCTD9	-1.1138
NUDT3	-0.0815
KIAA1822	0.1406
HIST1H4K	0.508
DFNA5	-1.88675
GABPA	-0.48775
C14orf44	-0.33575
POLB	0.92625
PTAR1	-1.00225
SEC31A	0.8818
TRIM58	0.44175
TAS2R14	-0.389
VPS8	0.94425
H1F0	-0.7135
PRKCB1	-1.85933333333333
UGT2A1	0.389
TOR1B	0.57375
LSS	-1.3495
C2orf19	0.143
HNRNPC	0.193857142857143
TMEM100	0.864333333333333
LOC116349	-0.678
OR51M1	0.397
CCDC142	-0.66125
ISG15	3.296875
ZCCHC14	-0.352125
CREBL2	0.9775
TGDS	-1.0235
DC2	0.653
CACNA2D3	-1.35578571428571
ZNF429	-1.354375
LYPD6	0.2835
SUCLG1	-0.308333333333333
OR51I1	-0.1495
MAGEH1	1.66075
PRPF40A	-0.502
SMR3A	0.324
SPINK2	-0.66175
THAP2	2.9505
NPY5R	-0.03475
IRF4	-1.831
SPESP1	-1.2895
OR10S1	0.432
DTD1	-0.49275
TUBE1	0.00375
DDX19A	-0.7005
PDPN	-0.791125
TMEM34	0.01175
MGAM	-0.043
COL3A1	5.13294444444444
GFM2	-0.0663
OR5A2	0.1105
PSG9	-1.09775
ARHGEF11	0.4125
IVNS1ABP	0.2241875
SIGIRR	0.5575
DUSP19	-0.6535
DNAJC14	0.3147
ACSS1	-0.273
IL1RAPL2	0.21
C4orf30	-1.83425
SEPT4	2.48725
LANCL3	-1.5305
SPAG17	0.436666666666667
PRDX3	0.750625
HNF1A	-1.409625
P4HA2	-0.486875
RFWD3	-1.50866666666667
MOV10	-0.53275
DNAJA5	0.726142857142857
LOC729440	-0.16725
LOC200383	0.808125
SMC2	-2.45975
MIXL1	-0.584833333333333
TMEM9	1.055
FAM86A	1.4875
ZNF174	0.3649
MYH14	-1.27975
CCR8	0.33675
VPS37C	0.625
GPATCH1	-0.0328333333333333
B3GNT8	2.608
TBX4	-0.136
CNR2	0.3555
PCDH1	1.40175
C5orf29	3.653375
OCIAD2	2.02125
PLCG2	0.68775
KIAA0247	1.9035
HRH3	0.207
CAPN13	4.116375
CCR1	0.6128
MGC15523	-0.372444444444445
UVRAG	0.0576666666666667
DNAJA2	1.981
ITGA2B	-0.5175
CLDN5	3.397875
PTPRN2	-1.37135714285714
ZNF512	-0.663
PSAP	1.12328571428571
CCDC140	-2.5555
LRRC55	-0.1855
CYP26C1	0.21
C8orf47	-0.782
LYN	-0.32875
DUSP6	0.0318333333333333
TGFB3	2.867
ELK1	-0.217
PCDH11Y	-0.252666666666667
HGD	-1.131
C17orf58	0.64275
MYO3A	0.049
SERPINE2	-3.02783333333333
AARSD1	-0.313625
C14orf73	-0.7495
ADAM33	0.178
ZNF491	0.293
MAPK6	-1.03916666666667
TCN1	0.549
SLC24A6	0.264
UBE2R2	-0.1685
H1FNT	0.28425
TATDN2	1.02983333333333
LILRB1	2.33675
P2RY5	1.4435
NUCB2	0.5285
C2orf37	0.37425
SNX27	0.3985
MTA3	-0.398375
FOXO4	0.574875
ID4	0.143833333333333
SOX5	-1.94783333333333
PXMP3	0.99175
OR52M1	0.1035
SFT2D3	-0.185
INA	-2.54883333333333
MCOLN1	0.582
NFIX	-0.7665
CLEC14A	5.27033333333333
HIBCH	0.274166666666667
PLA2G5	0.682
TIMM10	0.089
MED17	0.2987
COL4A4	-1.049
TPP1	0.669833333333333
GJA3	-0.947
TMPRSS5	-1.544
AADACL3	0.5125
DNMBP	-0.2255
ENPP5	3.55
NQO1	0.7129
ZSCAN2	-0.601875
SEC24C	-0.331166666666667
GTF2A1L	0.793
AXIN2	0.2516
FAM33A	-0.690583333333333
C16orf13	0.137875
SPNS2	1.17525
TAF1	-0.96025
AP1G2	-0.556166666666667
RBM42	-0.53
HCN2	0.2575
EFHB	2.62833333333333
RUSC1	0.5985
GRIK5	0.3315
USP21	0.138666666666667
ATAD3C	0.07525
ORMDL2	1.482375
PRSS7	-3.264
PSAT1	-5.60125
FLJ13195	-0.1565
TBC1D1	0.764833333333333
IFNG	1.92675
OTOS	0.472833333333333
ZNF773	-0.0685
EMD	-0.55075
RETN	0.8935
CCL8	5.1035
APH1A	1.0605
COX18	0.32225
GTF2IRD2	-0.198
CCDC82	-0.8345
PAFAH2	0.5542
NPEPL1	-0.9681
RP11-114G1.1	0.5035
TP53INP1	1.702
ZNF300	-0.0193333333333333
FOXL2	-3.22125
LARP2	0.874916666666667
LATS1	0.20075
HTR6	0.291
SPOCK2	1.5245
RNF144B	2.49183333333333
HTATIP2	-1.339375
MGC10334	-0.187
CENTA2	1.8825
FGF2	0.37625
FXYD7	0.212
PHYHIPL	-1.852375
