Hybridization REF	TCGA-E2-A15C-01A-31R-A12D-07
CHRD	0.444875
PLEKHA8	-0.867
NCALD	1.24625
OR5AK2	0.48375
ACCN1	-0.0873333333333333
SLITRK1	-0.53425
ARMET	-0.04
C9orf52	1.9935
REEP4	-1.25525
MTSS1	1.714375
ADH1B	2.16683333333333
DLD	-0.50825
CDK5	-0.33375
PPFIA1	-0.5515
WFDC3	1.44925
DNAJB12	0.862214285714286
RANGRF	0.179
MLANA	-4.26925
AMY2B	0.2485
KIAA0319	-3.076875
RPS7	-1.184
JAK3	0.1632
ARFGEF1	2.179
CXCL5	0.579583333333333
TRAPPC4	0.34875
CETN2	0.914
HSPC111	-1.22575
RHOBTB3	-2.5397
PHLPP	-0.783
RGS10	0.8345
TMEM58	1.0225
CHERP	-0.50325
HSP90AB3P	-1.81066666666667
FSTL3	0.0773333333333334
PEX11A	1.90125
OR5V1	0.4365
FCN3	1.241
PTPN3	0.793375
NPTX1	-4.864
C21orf84	-1.6255
C11orf51	-0.12125
ZBED2	1.338
FLJ90757	0.89975
NPY2R	0.87375
PLD3	-0.19775
SYT17	3.66566666666667
SGSM2	-0.434
OR1A2	0.20525
FOXP1	1.332375
SLC5A1	2.40825
POFUT1	-0.0247
EPHB6	-2.787
MYO1G	-1.70825
STAC	-1.7915
KLHL17	-0.372833333333333
RGMA	0.4044
TJP2	-0.4246
FAM114A1	-0.284666666666667
SERINC1	2.01758333333333
SLC9A8	0.684125
PEX19	0.467375
EDN2	5.1385
PSMD7	-1.28655555555556
C3orf41	-1.75325
UQCR	-0.129875
PPP1R3C	1.01475
LRP4	-2.22633333333333
TM2D1	1.37325
TTC17	-0.3456875
C4BPB	-4.30925
CCL25	0.37075
ZNF253	-0.152833333333333
CHRNA9	-3.85233333333333
SOX11	-1.00825
HIVEP3	1.8415
CGN	1.94308333333333
C3orf35	-0.185375
PKD2L1	1.8805
SYVN1	-0.309
PDE8B	-1.379
LOC439951	1.04925
LTC4S	2.48633333333333
MIF4GD	-0.0711666666666667
SMARCA2	2.043125
TUBGCP6	-0.114166666666667
CABLES1	1.239125
C16orf77	1.8395
ZNF791	-0.3425
FUT5	-0.1725
ADH6	-2.1525
P4HB	-0.011
CLDND2	-1.5715
ALKBH8	0.441
PLAC4	-1.663
F11R	0.323785714285714
MGC35295	0.905166666666667
PDZD4	-0.510666666666667
LOC389073	-0.32175
FAM80B	-0.1615
PSMB1	-0.33
TXN	-1.33316666666667
VIPR1	1.6241
WBSCR18	0.4367
EXOSC6	-0.590333333333333
ACTA2	3.89983333333333
SP5	-3.05816666666667
ANKRD1	-2.81975
DDR1	1.8879
ATP6V1D	0.0935
PTGS1	-0.74675
RNF157	-1.4985
DCC	0.562
SPAG7	0.259
FBXO18	-0.58725
UBE3C	-0.854
HOXC6	0.40025
LRP2BP	0.777833333333333
MYST2	-0.377
PDSS2	0.15775
ATE1	-0.1575
ARAF	-0.16825
KLF10	0.14825
PLA2G2E	-0.12125
ASCL1	0.239
TSNAXIP1	1.55475
FAM131B	-0.04825
IFNA10	1.299
NUP43	-0.054
FAM44B	0.22975
L1TD1	-4.51666666666667
NMD3	-0.851333333333333
C18orf54	-1.5976
PHOSPHO1	0.312
RAG2	-1.6615
EMILIN3	-0.058
METTL3	-0.273
VPS13C	1.338375
REXO2	0.00325
ANXA4	0.39425
CA1	-1.0345
DCP1B	0.554
TULP3	-1.34133333333333
ATP2A2	-0.405285714285714
ATIC	-0.764
ADAM15	-0.5495
NPL	0.125166666666667
LGR4	-0.526
UEVLD	1.00066666666667
GAB1	1.416
SNAI2	-0.548
ZGPAT	0.404
SNF1LK	0.23275
DLEU1	-0.92975
UBE2Q1	-0.108625
ZMYM6	0.1625625
JPH3	-1.3315
FAM38A	-0.509
PXK	0.707833333333333
DENND2D	2.91775
BAX	-0.426166666666667
CP	-4.26618181818182
RPL37	-0.2154
G6PC3	0.2015
NCOA4	-0.755333333333333
LRRC14	0.701875
GORASP1	0.7035
FCHO2	1.201875
CYP24A1	-3.4436
FXYD3	2.7255
SMARCAL1	-0.0845
ABCB8	-0.652833333333333
CCDC44	-0.502
PRDM7	-3.98275
USH1C	-1.578
DNAH5	2.74166666666667
SRF	0.21275
MAL2	3.19316666666667
PGPEP1	0.0280833333333333
SIN3B	-1.016
SEMA3C	0.785833333333333
GRAMD3	1.264
FBXO10	-0.118875
OR5D13	-0.322
FLJ31818	0.200125
CACNA1I	0.391375
S100A13	0.677
TP63	2.79535714285714
ANXA11	0.2352
WDR66	-1.257625
CSF2RB	0.1225
IFI44	0.34425
DACT1	2.00616666666667
ANKRD23	-1.2595
ATP5G1	-0.649
C21orf70	-0.7375
PPWD1	-0.73325
DNAJC13	-0.069
PAH	-5.23166666666667
PTCH2	0.514
TRMU	-1.49125
CCDC9	0.7
USP3	-0.899
DCLRE1C	-0.3974
FAM55C	0.389
FRMD4B	1.18325
CYP2R1	0.33075
RFPL1	-0.6755
XPO5	-1.279
ARL6IP2	-0.6125
OSBPL5	2.11
MMP9	3.45218181818182
KIAA0802	-0.427625
DHRS2	-2.2345
SGEF	0.896875
TXNDC10	-0.4733
EXOC6	1.28575
RPS27	0.829833333333333
PNCK	-0.788
FSTL1	-0.303
AACS	0.232
SLMAP	0.5745
SAMD4A	-1.0668
ABRA	0.108
SMARCD3	0.0085
PKNOX2	-1.84483333333333
A4GNT	0.027
C9orf39	-2.01666666666667
RALYL	0.0325
MGC33556	-2.308
C10orf25	-0.567
BBOX1	5.569
NHEDC1	0.9735
XDH	-1.36275
GCSH	-1.609
EDN1	1.47233333333333
MTERF	-0.16325
CLK4	1.09425
ZNF799	0.292333333333333
KCNG1	-2.1445
CXCR4	0.0486666666666667
PTPRR	-2.6195
IRAK1	-0.4115
LOC401397	-0.94725
TMSB10	-0.121428571428571
CXCL3	-3.2562
TMC4	2.34075
OR7A10	0.487
STYK1	0.54
CHRNA10	-0.36775
CCNI	0.63
EP300	0.0665714285714286
LOC165186	-0.565833333333333
HIC2	-3.07575
SDR-O	0.052
OR2W1	0.8675
KCNA6	0.114
TRIM74	-1.06125
REEP6	2.4555
ATP5G2	0.11025
ERG	0.982625
TMEM42	0.56275
PARN	0.728833333333333
SOD2	-0.4155
DIRAS1	0.0545
PNPT1	-1.85975
JOSD3	-1.64775
hCG_40738	-0.37
PDE1C	-2.44425
SEMA4D	0.03425
AGPAT1	-0.024
NOSTRIN	2.776375
MAP3K3	-0.345333333333333
MAX	1.00057142857143
CAPS	2.46433333333333
SERPINA12	0.0375
OSBPL8	0.34025
RICS	1.9722
NR4A2	0.903166666666667
PPCS	1.2615
LONP1	-0.61
SCYL3	1.35075
HERC2P2	-1.58066666666667
FIBCD1	-0.4685
C15orf41	-1.02475
DMC1	-2.25866666666667
C20orf27	-1.237
RPS6KA5	1.5533
FAHD1	0.817333333333333
SLC12A4	0.00224999999999999
BRCA1	-1.88341666666667
GBL	0.27425
SLK	0.063
NUDT9P1	-1.4095
NOXO1	1.0545
USP52	-0.71525
BAZ1B	0.681
SLCO2B1	2.6095
BBS12	1.7365
LRGUK	-0.0783333333333333
TERF2IP	-0.0915
COL1A1	5.6245
KIAA0090	0.5055
GRK5	-0.4655
AP1S2	-1.5148
TMEM52	-0.263
CA11	-0.671625
OR4A15	0.516
ACBD3	1.125
SPAG11B	-0.0575
PRDM2	1.6112
FOXP3	0.23
SMYD3	-0.2417
LOC389199	0.793
LGI2	1.3105
NAPE-PLD	-0.7199
ANKRD6	0.719
WDR45	0.353333333333333
SHROOM1	0.596
PSCD3	0.2495
PYY	0.397
KCNC1	-1.7575
ARHGEF9	0.3393
OR8J1	0.64075
GPR55	0.162666666666667
NS3BP	-1.8175
C10orf22	0.38
NAT8L	-1.29725
DUSP4	0.821166666666667
FOXM1	-2.8735
GRAMD2	1.5487
ZBTB48	0.272166666666667
BUD31	-0.7415
PABPC5	1.458
CCDC41	0.05875
FBXO11	-0.116333333333333
C6orf148	-1.41125
RFXAP	-1.558
C6orf15	0.2095
CDK8	-1.14133333333333
C6orf70	0.45225
TESSP2	-0.786
ALG2	0.148
PPP1R3D	1.616
TPM3	0.429888888888889
SYT13	-1.24775
EPB42	-0.676333333333333
CETN3	-0.738
PRY	0.5105
NTHL1	1.56966666666667
POLR2B	-0.0105
RPS28	0.412
P2RX3	0.1975
LYZL4	-0.066
WBP4	0.4784
PMM1	-0.162
C11orf79	0.2825
CBLL1	-1.3245
IL1F10	0.267833333333333
VAX2	-0.9285
SETDB1	-0.254
LRAP	-3.24333333333333
GCLM	-0.262666666666667
CPEB3	2.1995
PPM1A	0.623625
INTS1	-0.2715
CAMTA1	0.0386666666666667
SAMSN1	-2.03125
LOC158830	-1.7155
GMPPA	-0.64425
AIPL1	0.384
IL24	0.193916666666667
BDKRB1	-0.922
MLF1	1.6277
TAF12	-0.08
ID1	-2.39425
THADA	-0.371
PIK3CB	-0.0465
OR4N5	1.4625
TBC1D17	-0.294
COX8A	-0.24225
CDCA4	-0.776
C2orf44	-0.65925
ZNF534	-0.64175
IMMP1L	0.034
NIPSNAP3B	0.453875
FTMT	0.3095
PWP2	-0.881833333333333
MMP15	-0.6895
DNAH11	-1.23
MTMR14	-0.485375
DNAL4	0.748
IPP	-0.24725
TMEM59	1.652
C1orf157	0.5255
RGS4	-0.507166666666667
DDX18	-0.339
SNX6	-0.21225
ZNHIT2	0.945833333333333
NCDN	0.164833333333333
FLJ33534	0.24
RAG1	-1.672
OR4D10	0.6485
PTPN5	-0.100833333333333
POMT1	0.49125
LRRC8A	0.081
CYP1A1	-1.66375
CAPN1	-0.408333333333333
DDHD2	0.58475
GRIK2	-0.79275
GNRHR	0.28725
PPBP	0.83625
HTR3A	-0.68825
SLITRK4	1.5575
ANKRD49	0.34425
BTF3	0.3041
SARS	-0.00125
C13orf18	0.175333333333333
CACNB1	-0.320846153846154
QKI	0.281090909090909
SETMAR	0.592375
MAN2B1	0.2
EML3	-1.45775
ACADL	-0.610333333333333
OFD1	-0.722125
DEFB114	-0.572
CGA	-2.4866
PEX16	0.298333333333333
LRRC10	0.019
GNG12	-0.598
C1orf152	0.304833333333333
CHRM1	0.331
CD53	0.266625
DBH	-0.67225
TFAP2B	4.65825
HIST1H2BJ	-0.595833333333333
FAM46D	0.9515
TMEM11	-0.05475
C3orf32	-3.05725
PCCB	-0.257625
IPO13	-0.34225
C6orf105	-2.72125
COMMD5	1.327
SUV420H1	-0.5334
LTBR	0.34725
ARHGAP15	-0.817625
HDHD2	1.17675
TDRKH	0.0401666666666667
LOC401052	1.3755
PSG4	-0.293
GNB4	0.00339999999999998
SPATA4	0.07775
SLC9A3	-0.237
OSBP	0.505166666666667
NBPF3	-0.78125
DOCK11	-1.5495
SLC39A5	-1.23616666666667
PRR5	0.8325
C10orf63	0.970625
SMTNL2	-2.74925
ADRA1A	0.407
ASAH1	2.6801
DOM3Z	-0.2989
GIPR	0.831
AHI1	-0.410833333333333
NADSYN1	-0.0428333333333333
RGS14	-1.1122
IL18BP	0.9135
RTN4RL1	2.92408333333333
ARMC6	-0.70125
PSMD5	-0.200166666666667
HK3	0.4476
OR4S1	0.61075
RSU1	0.4794
MAD2L1	-2.86177777777778
EIF4A3	-0.06325
DLEC1	-0.184333333333333
E4F1	1.2
CHMP2B	0.6768
CAMSAP1	-0.4115
RPS21	-0.7875
ARID5A	-0.08025
UBE2N	0.1129
IGSF8	0.563166666666667
MAGEB6	-1.573
ACAD11	-1.4781
MGC4172	-1.406
LMO4	-0.30025
KLKB1	-0.4525
HP	-0.8365
HDAC3	-0.13725
SCHIP1	0.41075
CLCA1	-0.017
OLFML2A	1.360875
C1orf112	-1.496
KIF19	1.26016666666667
HAPLN4	-0.246
CXCR7	2.49683333333333
GOT2	-0.4459
RAB38	0.719125
DCX	-1.192
PPM1H	-2.06641666666667
NFYC	0.565916666666667
KIN	0.23425
ZNF228	1.42
PLSCR4	1.9705
HIG2	1.20975
FAM79B	5.042
C21orf86	-0.2219
KCNK10	0.758
ZNF738	-1.5245
FSTL5	-2.01066666666667
OR6A2	0.4655
OTOA	1.04733333333333
EXOC1	0.699
AHRR	-2.949375
PDAP1	-2.02975
C19orf6	0.053125
ZAN	0.35375
LY6G6E	-0.267
EIF4E2	-0.56425
C20orf198	0.8225
ZNF324	0.68325
CYP3A5	-3.571
ENTPD7	1.1655
MBOAT5	0.568166666666667
GJB5	0.062
TTC13	-0.75325
S100Z	-1.26316666666667
KIAA0664	-0.8565
PDGFRB	2.26441666666667
IL17D	-0.24075
OR56B4	-0.2995
RDX	-1.88266666666667
SLC34A3	0.7415
IL28B	0.1365
JUND	1.697
CHRNB1	0.425
CAMK2B	-0.204
FETUB	-1.505
CXorf23	1.331375
MRTO4	-1.154625
TTC3	0.0419
NDUFB8	-0.0156666666666667
EDG2	-1.45925
SEMA3G	2.10825
IL23A	-0.74425
GRHL1	1.9791
LOC441054	-1.0875
WDR65	1.66
PSTK	0.423
STOML3	0.632333333333333
R3HDM2	0.5013
C5	-2.147
SLC2A10	1.07916666666667
C3orf22	0.2145
PAQR3	-1.65823076923077
ANKRD26	-0.56925
HCRTR1	0.035
LOC399947	-0.65325
PSD2	-0.2385
TIGD2	-0.806333333333333
SCRN1	-0.491375
COQ10A	-1.59125
DDI2	0.103
METTL7B	-0.747333333333333
UCN2	0.856
FAM92A3	-1.931
WDR16	0.7865
ZNF511	-0.461
ZMYM5	-0.596375
POLR3G	-2.77725
ZNF586	0.465
C1orf49	-0.209166666666667
TANK	0.709333333333333
RCAN1	-0.127666666666667
PELI3	1.17583333333333
LIMD2	-0.633416666666667
TMEM189	-0.9685
NTN4	1.1425
LOC151300	0.242
CLEC2A	-1.977
GPR135	-0.8595
DPYSL4	-2.8816
JAK2	0.6835
TSHZ1	1.51066666666667
TM9SF4	0.11375
ZNF264	0.65
SIRPG	1.4505
BICD1	-1.63225
HERC6	0.405
METTL5	-0.9505
CASP1	0.904
PRRT1	-0.100833333333333
PLA2G4C	1.52183333333333
ICA1L	-1.68128571428571
TPTE2	0.251666666666667
OTUD7A	0.841833333333333
AQP11	-0.38225
APOA2	-3.7904
KALRN	-1.1361
SECTM1	0.484083333333333
IFNAR1	0.28475
TALDO1	-0.194375
RAB11FIP4	0.8685
EIF5A	-2.0455
FAM49A	2.07875
NEGR1	0.420166666666667
YTHDC2	-0.63675
EHD2	0.18425
NCF1	2.2902
SCRT2	1.5435
HOXA5	-0.482333333333333
NUP133	0.6145
FGF12	-1.2145625
SLMO2	0.102625
SNTA1	0.01875
CACNG2	-0.0975
GCM1	0.4285
ELF1	0.256666666666667
TLR5	3.59875
TCFL5	-0.850583333333333
RBMY2FP	-0.9055
LOC100125556	0.978375
FAM129B	0.468375
MAP3K7IP1	-0.072
NCK2	-0.154
OXA1L	-1.174
FMO9P	0.2525
ZSCAN12	0.29975
PSMD12	-0.704416666666667
HSCB	-1.2935
CLDN10	-2.5015
MGC13053	-0.8905
HPCAL4	-0.4695
ASZ1	-0.0055
MEX3D	0.71875
NFAT5	-1.0036
CSPG4LYP1	-0.472166666666667
FBXO3	1.0866
DVL1	0.439833333333333
CMKLR1	1.53333333333333
TYMS	-2.587875
PEF1	0.847
ZNF750	1.6965
MCM5	-1.1103
MEGF11	-0.1665
KCNK7	-0.151
PTP4A3	0.689
C1QTNF2	-0.8215
OR6S1	0.407
FAM122B	-0.8
ZNF551	-1.071875
HBQ1	-1.7475
GEMIN6	-0.26125
ARSK	0.1535
RBP7	3.11683333333333
CPNE9	0.279
DSC1	1.9185
LOC730112	-1.18275
MAP2K4	0.9485
HS3ST5	-1.568
EPB41L3	-1.677
TEKT2	2.85625
CDKN2B	1.34975
ZNF480	-0.709
MAP3K6	0.9654
MAP6	1.13333333333333
HN1	-1.1409
OR2L13	0.6206
SLC16A11	1.19075
FAM96A	-0.542
APOL1	0.39425
C5orf32	-0.688
RTP1	-1.22316666666667
RNF175	0.602625
ZBTB41	1.1985
AHCTF1	-0.8937
SAE2	-0.0243000000000001
ITGA2	-0.12025
MME	-0.438833333333333
CCDC14	-1.54825
MAST4	0.626
KRT33B	-0.173
KCTD2	0.00433333333333337
WDR26	-0.0475833333333333
MFI2	-0.314
NR4A3	-1.12725
ARSA	1.6215
UNKL	0.322333333333333
SULT6B1	0.363
CCNA2	-3.4765
SOX15	-0.156
PPAPDC1B	1.38516666666667
C19orf44	1.347
MCAT	0.77375
ARID1B	0.5405
OR52N1	-0.694
C12orf48	-2.4215
MAGI1	0.933
NIPA2	0.029
GBX2	-1.70525
RSHL3	-0.00787500000000002
RAVER1	0.1915
C15orf17	-0.0625
SLC30A2	2.7565
ZNF518	0.2055
PCYT1B	-1.50975
C10orf114	-1.69925
EIF3H	0.8895
SLC25A39	-1.18466666666667
KIF1B	-1.220875
AMOTL2	1.775
C6orf120	0.93075
PSRC1	-1.6465
PLA2G10	3.9575
KIF5C	1.224
MRPL37	-1.0825
C17orf62	0.743666666666667
C9orf135	-1.71566666666667
DUSP10	-0.337
CLCNKB	0.3025
PSMA5	-0.22325
C8orf53	0.8775
AMPD3	0.117833333333333
PIAS1	-0.27925
ADCYAP1R1	0.3035
GYLTL1B	0.44425
CDH20	0.236166666666667
FBXO7	-0.5745
TMEM134	0.5695
FLJ14213	0.466166666666667
ZNF3	-0.76375
LRRFIP1	1.15079166666667
CNOT2	0.221666666666667
ABI3	2.11275
ALDH5A1	-2.31625
HNT	3.2739
SERPINA4	-2.28675
TK2	0.50575
STMN1	-2.00666666666667
GUCA2A	0.190333333333333
GALNT10	0.729357142857143
DPP6	-0.931736842105263
C9orf93	-0.292375
PRELID2	-0.997625
STK39	0.427375
SFTPA1	-1.97675
CKS2	-1.90755555555556
RHO	0.337625
C20orf135	0.4175
XKR3	-3.098
CR1	0.068125
RPS6KA2	1.25178571428571
C20orf112	0.68625
MRPL22	0.304
C4orf23	0.396833333333333
GADD45B	2.0035
KLHDC1	2.525
C2orf48	-2.651
ZNF287	1.4765
DAAM2	-1.06775
DPPA2	-3.59666666666667
TCTN3	0.485166666666667
DNAJB11	0.7805
FPR1	3.1115
DEFB4	0.268
PTCD2	-0.3956
SMOC2	5.13333333333333
CABP7	0.79725
SERPINB11	-0.3635
MAGEF1	-0.28975
NDE1	0.583666666666667
ITGA10	-0.088
FSHB	0.117
ANXA2	0.978125
HORMAD2	0.12525
HLCS	0.21025
MCF2L	1.15233333333333
FH	0.174375
TBC1D24	1.13
KIAA1505	2.365
LGALS2	0.46475
CNBD1	-0.4355
SYNPO2L	1.658
PTPN23	-0.0941428571428571
C1orf183	-0.5855
MAGEA8	-2.773
DGCR8	-1.106375
GSR	-1.1835
PAQR7	0.43675
ZNF676	-0.8005
CACNA1C	0.3487
SP7	-0.6925
PDCD6	0.1785
NRN1L	-0.726
BRI3BP	-0.501166666666667
KIAA1183	0.60775
ASB4	-0.153666666666667
CCL23	0.7194
OBSL1	-0.640625
SLC12A7	0.823083333333333
KIAA0240	1.52675
CD1B	-3.31016666666667
FCGR2A	1.424875
MDC1	-0.73475
HTR1A	0.244833333333333
OCEL1	0.81225
ATP11B	-0.7743125
FBXO34	0.343666666666667
PCDH12	3.68483333333333
RPE	-0.6275
C17orf74	-0.011
CSDC2	1.166
PET112L	0.37575
TMBIM1	0.554625
P2RXL1	-0.357
TCHP	-0.63525
TRMT1	-0.952666666666667
F2RL2	1.34741666666667
LRRC32	2.78366666666667
IMPG2	0.337
BGLAP	-0.13275
LOC493869	-1.25475
MRAS	0.94025
SLC35F5	1.254
CBWD1	0.3
AXL	-0.78
ATP2C2	1.64875
TELO2	0.5675
PNPLA3	-4.5575
PCDHB14	0.93725
CD276	0.15725
KRT80	-1.544875
DUSP28	0.058
CSNK1E	-0.24925
SRP14	1.017
KCNQ4	-0.3985
KRT72	-0.225333333333333
CCDC117	-0.059
C6orf89	0.438555555555555
TUBB2B	-2.05116666666667
RTN4IP1	0.071
CR1L	-3.29816666666667
CEND1	0.14475
C12orf41	-0.201333333333333
RNF31	0.18075
UBN1	0.653166666666667
C17orf32	1.063
SLC5A7	0.0645
GPR92	0.911
ESAM	2.1791
CTNNA1	0.845416666666667
HRBL	0.0574
CBX4	-0.158
TMEM182	0.5135
SH3TC2	-1.23733333333333
IL10	0.4605
PXMP4	0.445
RNF167	0.2667
PAK7	2.05483333333333
ETV3	-0.3885
ATPIF1	0.325166666666667
LOC554207	-2.485
OR8H1	0.17175
WDFY3	0.9455
DPM1	-0.35125
GPSM1	-0.2475
WDR92	0.0676
LRP1	0.389666666666667
ANKH	-0.713125
THUMPD3	-0.86925
POLR1B	-1.028
OLFM4	5.77616666666667
RAD9B	0.58225
TSPY2	-3.8265
PAX6	-2.5765
SCG2	-2.55625
SLC17A6	-0.15525
FMO3	2.49875
PADI4	-0.121
TUBB4	-0.9832
NLK	-0.43675
POU4F3	-1.3435
SDF4	-0.2045
ITGBL1	3.27066666666667
NETO1	-1.8835
TAP2	-0.465125
ABBA-1	0.0189166666666666
GNAI1	-1.17425
VPS4B	1.719
NOPE	-0.4714
GALNT6	1.282
SESN1	0.781125
GBE1	-1.81977777777778
CLASP1	0.70725
RASGEF1B	0.849125
ACOT11	-0.199071428571429
AFAP1	0.79225
OR2H2	0.48375
DPY19L2P1	-1.5695
DZIP1	-1.78625
SEC22C	-0.293
GPR161	-0.666666666666667
RNF146	0.62575
WDR74	-0.450125
GALP	-0.5715
PURA	0.93675
DNPEP	0.427666666666667
RP11-78J21.1	-1.159
ERBB2	2.66625
FANCM	-0.664833333333333
NEO1	0.4255
DDX3Y	-4.4101
RPS3A	0.474125
MXRA7	0.0148571428571428
LGALS3	0.529666666666667
GLT8D1	0.19475
CFL2	-2.23716666666667
UPB1	0.3175
NAP1L5	-0.975375
CLDN14	1.60575
DHX38	-0.86825
BTBD1	-0.132
TARS2	-0.340166666666667
ABCF1	-0.1576
FCF1	0.819666666666667
LRRC49	0.4395
GUCY1B2	-0.9325
C1orf177	0.358333333333333
SMARCA4	-0.526571428571429
LRP8	-3.8715
TAGLN3	-1.24925
MRPL14	-0.25525
TTRAP	0.21725
ZDHHC20	0.35125
NFE2L3	-1.92775
KIAA1377	-0.757625
PALMD	0.5646
TMEM43	-0.1055
TTL	-1.802625
STAT5B	-1.7625
SSB	-0.85675
OR10H5	1.019
SLC22A13	-0.87925
AKAP3	-0.10375
TIMM23	0.313166666666667
OAS2	1.4765
KIAA0423	1.199
TRIM11	0.595666666666667
GLIS3	1.612875
TMEM50B	1.4195
ARHGEF4	-1.30025
DEGS1	-0.924818181818182
TBL1XR1	0.703666666666667
G6PD	-2.35025
SP140	1.0971
MUC17	0.230285714285714
NUDC	0.091
DNAJC5B	1.0325
SCARA3	-0.872666666666666
CPA3	6.46633333333333
BCAT2	0.329625
MFN1	0.1402
NRG3	1.213
SNX11	-0.366
PLEKHH1	-1.224
GPR177	-1.72416666666667
HCFC2	-0.0305
TCAP	0.3425
MOCOS	-2.75675
C14orf93	0.4625
PRDM10	0.0956666666666667
SLC16A4	0.219833333333333
SRGAP1	-0.1005
VIP	0.5585
DUSP27	0.776
LILRA1	0.6108
MC2R	0.45
MGC24103	-1.09925
MBTD1	-2.436
FUT11	-0.117666666666667
USP33	0.1944
C15orf39	-0.70575
MAP3K12	-0.382875
PAAF1	-0.1795
BARHL1	-0.0715
FLJ16165	-0.3045
PIWIL2	-3.09675
SYNE1	-0.0680833333333333
CMTM4	0.54575
TSPYL1	1.5282
GUF1	-0.546666666666667
TMEM157	1.843
WDR44	0.3435
HIST1H3C	0.35275
DKFZp666G057	0.93875
RNPEP	-0.4035
GAS2L2	1.02216666666667
ADH4	-4.64525
GRPR	6.02616666666667
FBXL17	0.856
ZBTB10	-0.681166666666667
Gcom1	0.389277777777778
HTRA1	1.8746
ZNF585A	-0.0548333333333334
SLC26A2	-0.649357142857143
OTOP3	0.22
WISP1	3.08244444444444
ATP2B4	-0.7155
FLJ10769	1.24325
CRAMP1L	1.389375
CHST12	-0.55975
RAB22A	0.851583333333333
TARDBP	0.140857142857143
STAU1	-0.55525
CRB3	2.19466666666667
MIG7	-2.18025
CHMP1A	-0.6285
ZNF160	0.04225
B3GALT6	0.573375
BARX1	-2.11516666666667
C6orf167	-2.0654375
NXNL1	-0.133
DHX29	0.816125
HADHB	0.3625
PLXNB2	0.7025
ILDR1	-0.83125
SLC15A3	2.28125
GAS2	-3.87583333333333
C20orf69	-0.39175
NUMB	-0.00575
TNIP1	0.018375
MESP1	-0.245
PSKH1	-0.2305
NSFL1C	0.15375
RHOG	-0.04425
HEY1	-1.90116666666667
KNG1	-2.55533333333333
ITGAX	1.4869
LIN9	-1.3745
CANT1	0.598125
XRN1	-0.00450000000000003
CCDC96	1.7965
HEATR6	-1.4215
GNG7	1.15416666666667
RUNX2	1.546875
SOX1	0.3762
FCRL5	1.8995
ZNF99	0.00587500000000002
FAM9A	-0.112
SNX22	-0.00700000000000002
MBNL3	-2.9015
ODC1	-2.1899
ADORA2B	-2.29816666666667
NR2F6	0.383
ZFYVE16	0.411388888888889
SYNJ2BP	0.5086
POLE	-1.30275
E2F2	-1.456125
THRA	0.849666666666667
PTGES2	-1.01
HIP1R	0.6475
TMUB1	-0.578333333333333
ENO3	-1.5835
RSPH10B	-0.053
CXorf39	1.4035
IRGC	0.4985
GPR109B	0.1625
FLJ13305	-0.946
LCE3A	-0.036
TNFRSF18	0.747833333333333
DET1	0.91325
TRPM3	-0.230333333333333
C16orf79	-0.056
FECH	0.152
RAP2A	0.136333333333333
CRIP1	3.14583333333333
AZIN1	0.43975
SLC7A7	2.732
IL10RA	0.4554
TMEM64	-3.505
CDC42EP4	0.2276
C16orf58	0.6342
ARG2	-2.669
POU5F1P4	-4.12375
FAM62B	-0.170375
DNAH8	-2.2299
ASH2L	0.508125
TSLP	-2.48
CNTNAP5	-0.112
TMEM16C	-0.00125
IFNA14	0.135
SLC1A3	-0.204875
CABYR	2.08375
BCL7B	-0.4147
NUDT13	0.208333333333333
C13orf28	0.04575
C1orf53	-0.50525
ARL6IP4	0.2795
RPL35A	-0.10875
EMR3	0.75075
RAB40C	1.26983333333333
SLC41A1	-0.532666666666667
LRCH1	-0.845
LY6G5B	-0.951
FAM124A	-0.831785714285714
MGC10981	-3.728
CLIP3	-0.1389
MAP4K2	-0.282833333333333
CHIC1	-0.09925
SULF1	4.45666666666667
C20orf30	0.616142857142857
PRDM5	-1.256125
ELOVL1	0.40575
C11orf48	-0.406375
SLC39A10	-0.74475
KCNV1	0.0245
ACP1	-0.920666666666667
ZMYM2	-0.239125
B3GNT6	-0.199833333333333
C9orf69	-0.17925
C2orf15	1.64825
C20orf166	1.041
HSP90AA6P	-1.4615
EDG7	-1.402
NEURL	0.42275
LPL	0.177166666666667
CLEC2D	-0.181615384615385
GRRP1	1.681
CD8B	-2.7849
HIST1H3D	0.505
SLC6A12	0.249125
FAM27L	0.057
CD84	0.9632
RASA1	-0.3265
PHKG1	-0.3845
MAGEA11	-1.768
IMPA1	-0.5871
NPM3	-1.6295
RARRES1	3.381
SH3BP1	-0.152
B3GNTL1	-0.3715
ARPC5L	-0.0766666666666666
KLHL26	0.063
SIM2	-0.913
GJC1	0.505
C20orf194	0.43525
EXO1	-3.46975
SLC2A2	-2.65083333333333
LOC285074	-0.69425
LRG1	3.27675
KIRREL	-1.3485
PIK3R1	1.57878571428571
C4orf34	1.77225
MAF	-0.506611111111111
ADCY4	3.62633333333333
ZMIZ2	0.763
SLC46A3	1.59983333333333
STAMBP	-0.3575
CCDC16	0.6995
MS4A12	0.1205
TCF20	0.31875
LRRC46	2.18825
C20orf152	0.70525
MRPS6	-0.411625
ABCB11	0.3935
KCNC2	0.0065
CDH19	-3.5352
C9orf123	-0.057
SSH3	1.5535
LDLRAD1	-3.4225
CCBE1	-1.26325
ZNF135	1.75825
