Hybridization REF	TCGA-E2-A14N-01A-31R-A137-07
C6orf70	-0.537
TESSP2	0.2945
ALG2	-0.15275
PPP1R3D	1.30375
TPM3	0.920444444444444
SYT13	-2.7855
EPB42	-1.21716666666667
CETN3	-0.3345
PRY	-0.056
NTHL1	-0.426833333333333
POLR2B	1.0615
RPS28	0.587916666666667
P2RX3	0.57975
LYZL4	-0.455
WBP4	-0.3585
PMM1	-0.92775
C11orf79	-0.14525
CBLL1	-0.17275
IL1F10	0.739833333333333
VAX2	3.2465
SETDB1	0.295333333333333
LRAP	-1.49083333333333
GCLM	0.221833333333333
CPEB3	0.5355
PPM1A	0.71875
INTS1	-0.004
CAMTA1	0.38125
SAMSN1	-1.594
LOC158830	-1.02033333333333
GMPPA	-1.136125
AIPL1	0.69075
IL24	-0.1254
BDKRB1	-3.083
MLF1	1.7945
TAF12	0.45725
ID1	-3.473125
THADA	0.677625
PIK3CB	0.17475
OR4N5	-0.4575
TBC1D17	-0.625333333333333
COX8A	-0.7175
CDCA4	0.0275
C2orf44	0.22275
ZNF534	-0.5045
IMMP1L	0.86775
NIPSNAP3B	-0.066
FTMT	3.503375
PWP2	-0.0848333333333333
MMP15	-1.724
DNAH11	1.4435
MTMR14	-0.027875
DNAL4	0.546
IPP	-0.371
TMEM59	0.415875
C1orf157	null
RGS4	-1.10133333333333
DDX18	0.0953333333333333
SNX6	-0.607
ZNHIT2	0.712166666666667
NCDN	0.3745
FLJ33534	0.7995
RAG1	-1.66375
OR4D10	0.189
PTPN5	-0.122333333333333
POMT1	-0.042
LRRC8A	-0.263
CYP1A1	-1.7405
CAPN1	-0.869
DDHD2	0.134125
GRIK2	-0.18975
GNRHR	0.691
PPBP	-0.62125
HTR3A	1.228625
SLITRK4	2.751
ANKRD49	-0.38225
BTF3	-1.6363
SARS	-0.3155
C13orf18	1.20516666666667
CACNB1	0.263142857142857
QKI	0.234772727272727
SETMAR	0.86075
MAN2B1	0.325333333333333
EML3	-0.9185
ACADL	0.939333333333333
OFD1	-0.434875
DEFB114	0.786
CGA	-3.9612
PEX16	0.256166666666667
LRRC10	-0.136
GNG12	0.2715
C1orf152	0.729666666666667
CHRM1	0.221
CD53	0.07125
DBH	-1.92525
TFAP2B	-0.3045
HIST1H2BJ	-1.0816
FAM46D	0.651
TMEM11	0.458
C3orf32	-2.42475
PCCB	-0.150375
IPO13	0.699
C6orf105	-2.95925
COMMD5	0.9815
SUV420H1	0.0275
LTBR	2.36275
ARHGAP15	-1.18825
HDHD2	-1.15775
TDRKH	-0.293
LOC401052	0.5055
PSG4	-1.35625
GNB4	0.6694
SPATA4	-0.44275
SLC9A3	0.523
OSBP	0.265833333333333
NBPF3	0.146
DOCK11	-0.302
SLC39A5	-1.79316666666667
PRR5	1.2812
C10orf63	0.988875
SMTNL2	-1.33075
ADRA1A	1.0565
ASAH1	-0.7095
DOM3Z	0.0228
GIPR	0.885666666666667
AHI1	-1.10508333333333
NADSYN1	0.369333333333333
RGS14	-0.0296
IL18BP	1.652
RTN4RL1	1.04716666666667
ARMC6	0.29025
PSMD5	0.2395
HK3	2.2179
OR4S1	1.60866666666667
RSU1	1.9844
MAD2L1	-1.22833333333333
EIF4A3	-0.7065
DLEC1	-0.562333333333333
E4F1	-0.1425
CHMP2B	0.5708
CAMSAP1	0.31625
RPS21	0.185666666666667
ARID5A	0.926
UBE2N	-0.3234
IGSF8	0.239333333333333
MAGEB6	-1.558
ACAD11	-0.4305
MGC4172	0.07125
LMO4	2.31925
KLKB1	-0.6145
HP	-1.4705
HDAC3	-0.37125
SCHIP1	1.2385
CLCA1	0.551
OLFML2A	-0.56075
C1orf112	0.0945
KIF19	1.92041666666667
HAPLN4	-0.65
CXCR7	-2.50883333333333
GOT2	-0.1072
RAB38	-1.047
DCX	7.69675
PPM1H	1.19175
NFYC	0.809416666666667
KIN	1.378375
ZNF228	0.16275
PLSCR4	0.563166666666667
HIG2	0.74175
FAM79B	0.9145
C21orf86	0.0597
KCNK10	0.5545
ZNF738	-0.643125
FSTL5	-2.3242
OR6A2	-0.8505
OTOA	-0.739333333333333
EXOC1	0.180375
AHRR	-3.76375
PDAP1	-0.666916666666666
C19orf6	-0.661125
ZAN	0.8525
LY6G6E	-1.1505
EIF4E2	0.1235
C20orf198	-0.92925
ZNF324	0.0885
CYP3A5	-4.331
ENTPD7	1.19883333333333
MBOAT5	-0.392666666666667
GJB5	-0.67525
TTC13	0.67075
S100Z	-1.753
KIAA0664	0.2555
PDGFRB	0.811666666666667
IL17D	0.03075
OR56B4	0.5375
RDX	-1.1675
SLC34A3	0.4495
IL28B	1.1755
JUND	1.9335
CHRNB1	-0.763
CAMK2B	-0.87125
FETUB	1.4205
CXorf23	1.0975
MRTO4	-0.84725
TTC3	0.0364
NDUFB8	-0.670666666666667
EDG2	-1.14275
SEMA3G	-0.7285
IL23A	-1.31675
GRHL1	2.449
LOC441054	0.575
WDR65	0.824833333333333
PSTK	0.7195
STOML3	0.65775
R3HDM2	-0.3594
C5	-3.476
SLC2A10	-0.695333333333333
C3orf22	0.7635
PAQR3	0.102076923076923
ANKRD26	0.207
HCRTR1	0.5415
LOC399947	-0.944333333333333
PSD2	-1.8795
TIGD2	0.36
SCRN1	-3.012375
COQ10A	-0.98575
DDI2	-0.463
METTL7B	0.319333333333333
UCN2	-0.1265
FAM92A3	-0.288
WDR16	-0.129
ZNF511	1.067
ZMYM5	0.665875
POLR3G	0.66325
ZNF586	-0.11175
C1orf49	0.130833333333333
TANK	0.918
RCAN1	-0.569833333333333
PELI3	0.373333333333333
LIMD2	-0.424083333333333
TMEM189	-0.2635
NTN4	-1.629125
LOC151300	-0.2955
CLEC2A	-1.543
GPR135	-0.25225
DPYSL4	-3.3974
JAK2	0.221333333333333
TSHZ1	-0.0835
TM9SF4	-0.43625
ZNF264	-0.5185
SIRPG	2.674625
BICD1	0.25525
HERC6	2.91666666666667
METTL5	-0.205
CASP1	1.0395
PRRT1	-1.0165
PLA2G4C	0.86
ICA1L	-1.59171428571429
TPTE2	-0.0615
OTUD7A	1.109
AQP11	-3.32275
APOA2	-4.1546
KALRN	0.316
SECTM1	1.24791666666667
IFNAR1	-0.04025
TALDO1	-0.026375
RAB11FIP4	0.475083333333333
EIF5A	-0.4615
FAM49A	2.91325
NEGR1	-0.884
YTHDC2	-0.710875
EHD2	-1.4275
NCF1	2.3079
SCRT2	0.899
HOXA5	-1.8335
NUP133	-0.963
FGF12	-1.718375
SLMO2	0.645375
SNTA1	-1.264
CACNG2	-0.507375
GCM1	0.426875
ELF1	0.160333333333333
TLR5	3.34425
TCFL5	-0.436166666666667
RBMY2FP	-1.6175
LOC100125556	0.26125
FAM129B	0.1565
MAP3K7IP1	0.20675
NCK2	0.2065
OXA1L	-1.12925
FMO9P	0.0535
ZSCAN12	-0.052
PSMD12	0.511583333333333
HSCB	0.0155
CLDN10	0.776
MGC13053	-0.82275
HPCAL4	-1.36133333333333
ASZ1	null
MEX3D	0.2875
NFAT5	-1.1184
CSPG4LYP1	-0.476833333333333
FBXO3	-0.0808
DVL1	0.426333333333333
CMKLR1	2.17166666666667
TYMS	-2.353875
PEF1	1.352
ZNF750	-0.319
MCM5	-0.2625
MEGF11	-1.58975
KCNK7	0.5675
PTP4A3	2.2025
C1QTNF2	-1.26866666666667
OR6S1	0.4235
FAM122B	-1.63425
ZNF551	-0.749375
HBQ1	-2.513
GEMIN6	0.7685
ARSK	-0.912
RBP7	1.67633333333333
CPNE9	-0.331
DSC1	0.622
LOC730112	-1.307
MAP2K4	-0.12225
HS3ST5	-1.379
EPB41L3	-2.0945
TEKT2	-0.634
CDKN2B	1.83758333333333
ZNF480	-0.344
MAP3K6	1.5096
MAP6	1.2675
HN1	2.2894
OR2L13	0.615666666666667
SLC16A11	0.6335
FAM96A	-0.691
APOL1	-0.6105
C5orf32	0.06475
RTP1	-0.0705
RNF175	0.0733749999999997
ZBTB41	0.72075
AHCTF1	1.0636
SAE2	0.7168
ITGA2	-0.8275
MME	-1.15916666666667
CCDC14	-0.967
MAST4	-0.312428571428571
KRT33B	-0.679
KCTD2	0.2145
WDR26	-0.0409166666666667
MFI2	2.202
NR4A3	-0.333875
ARSA	0.7405
UNKL	-0.252
SULT6B1	0.4045
CCNA2	-0.424666666666667
SOX15	1.0975
PPAPDC1B	-0.867916666666667
C19orf44	0.4095
MCAT	0.986416666666666
ARID1B	0.5705
OR52N1	-0.8285
C12orf48	-0.039
MAGI1	0.282625
NIPA2	0.035
GBX2	-1.83225
RSHL3	0.0115
RAVER1	0.364666666666667
C15orf17	-0.61775
SLC30A2	0.084625
ZNF518	0.013
PCYT1B	0.0245
C10orf114	1.54275
EIF3H	1.48925
SLC25A39	-0.540833333333333
KIF1B	-0.087375
AMOTL2	-0.258
C6orf120	0.035875
PSRC1	-0.19375
PLA2G10	-0.466375
KIF5C	0.118875
MRPL37	0.7265
C17orf62	-0.366833333333333
C9orf135	-1.34016666666667
DUSP10	-0.3927
CLCNKB	0.0905
PSMA5	0.084875
C8orf53	1.4595
AMPD3	0.0355
PIAS1	-0.61325
ADCYAP1R1	0.4965
GYLTL1B	3.073
CDH20	0.00233333333333334
FBXO7	-0.52725
TMEM134	-0.16
FLJ14213	-0.3385
ZNF3	-0.1645
LRRFIP1	-0.344958333333333
CNOT2	0.196416666666667
ABI3	1.897
ALDH5A1	-2.10633333333333
HNT	1.0937
SERPINA4	-2.57375
TK2	-0.646
STMN1	-0.245444444444444
GUCA2A	0.1315
GALNT10	-0.71
DPP6	-0.799105263157894
C9orf93	1.13
PRELID2	-0.453125
STK39	0.2805
SFTPA1	-1.2805
CKS2	1.12877777777778
RHO	0.605833333333333
C20orf135	0.24425
XKR3	-3.64
CR1	0.899375
RPS6KA2	-0.611857142857143
C20orf112	0.57225
MRPL22	-0.18475
C4orf23	0.257333333333333
GADD45B	0.552
KLHDC1	-0.8565
C2orf48	-1.726
ZNF287	0.7035
DAAM2	-0.42475
DPPA2	-2.99633333333333
TCTN3	-0.122333333333333
DNAJB11	2.10875
FPR1	4.2075
DEFB4	0.447
PTCD2	-1.8136
SMOC2	2.5785
CABP7	1.71925
SERPINB11	0.27975
MAGEF1	1.74
NDE1	-0.7045
ITGA10	0.5255
FSHB	0.4125
ANXA2	1.199125
HORMAD2	0.78325
HLCS	0.026
MCF2L	1.32183333333333
FH	0.00800000000000001
TBC1D24	1.3795
KIAA1505	-0.334
LGALS2	0.06075
CNBD1	1.291
SYNPO2L	-0.283
PTPN23	-0.126928571428571
C1orf183	-1.04283333333333
MAGEA8	-3.67225
DGCR8	0.119375
GSR	-2.54525
PAQR7	-0.12
ZNF676	-1.24125
CACNA1C	-0.7708
SP7	-0.0795
PDCD6	-0.465
NRN1L	-0.836
BRI3BP	0.738083333333333
KIAA1183	-0.1885
ASB4	1.454
CCL23	1.2189
OBSL1	-2.069
SLC12A7	0.792333333333333
KIAA0240	0.243625
CD1B	-2.90266666666667
FCGR2A	0.552875
MDC1	-0.977
HTR1A	-0.0196666666666667
OCEL1	-1.5265
ATP11B	0.47675
FBXO34	0.136
PCDH12	2.07616666666667
RPE	-0.05525
C17orf74	0.2475
CSDC2	0.296166666666667
PET112L	-0.04425
TMBIM1	-0.240875
P2RXL1	0.4275
TCHP	-0.43625
TRMT1	-0.0215
F2RL2	-2.54891666666667
LRRC32	1.5725
IMPG2	0.6405
BGLAP	-0.77325
LOC493869	-1.13158333333333
MRAS	3.874625
SLC35F5	-0.67575
CBWD1	0.9525
AXL	-3.64475
ATP2C2	-0.3655
TELO2	-0.3995
PNPLA3	2.1335
PCDHB14	0.977
CD276	0.8355
KRT80	-1.3475
DUSP28	-0.353
CSNK1E	-0.441333333333333
SRP14	0.157
KCNQ4	1.043
KRT72	-0.0498333333333333
CCDC117	0.60125
C6orf89	-0.69
TUBB2B	-2.06083333333333
RTN4IP1	-0.01375
CR1L	-2.873
CEND1	0.2135
C12orf41	-0.9555
RNF31	0.10775
UBN1	0.103333333333333
C17orf32	0.758375
SLC5A7	-1.12166666666667
GPR92	-0.268833333333333
ESAM	1.0545
CTNNA1	-0.123083333333333
HRBL	-0.35
CBX4	-1.552
TMEM182	0.529
SH3TC2	-2.42083333333333
IL10	1.25433333333333
PXMP4	0.276
RNF167	-0.1129
PAK7	2.85116666666667
ETV3	0.0775
ATPIF1	0.175666666666667
LOC554207	-2.37316666666667
OR8H1	0.6155
WDFY3	0.7785
DPM1	-1.17925
GPSM1	-0.66
WDR92	-0.1351
LRP1	-0.228166666666667
ANKH	-0.91
THUMPD3	-0.331
POLR1B	0.35275
OLFM4	5.58216666666667
RAD9B	-0.87225
TSPY2	-4.0475
PAX6	-2.07966666666667
SCG2	-4.039875
SLC17A6	0.072
FMO3	1.52325
PADI4	-0.165875
TUBB4	0.144
NLK	0.47725
POU4F3	-0.1055
SDF4	0.276
ITGBL1	0.6695
NETO1	-2.567625
TAP2	1.229875
ABBA-1	0.0939166666666667
GNAI1	0.544
VPS4B	0.12175
NOPE	-1.3626
GALNT6	2.078
SESN1	-0.521375
GBE1	-1.79555555555556
CLASP1	-0.57775
RASGEF1B	2.257
ACOT11	0.0959999999999999
AFAP1	-0.24525
OR2H2	0.07425
DPY19L2P1	-1.0495
DZIP1	-0.5195
SEC22C	-0.41775
GPR161	1.02641666666667
RNF146	-0.4235
WDR74	-0.622875
GALP	-0.2545
PURA	-0.0335
DNPEP	-0.20025
RP11-78J21.1	-0.807
ERBB2	0.37125
FANCM	-0.653916666666667
NEO1	0.489333333333333
DDX3Y	-5.2854
RPS3A	-0.131375
MXRA7	0.650214285714286
LGALS3	-2.08233333333333
GLT8D1	-1.1825
CFL2	-2.2605
UPB1	0.92975
NAP1L5	-1.8335
CLDN14	0.221
DHX38	-0.67975
BTBD1	-0.19225
TARS2	0.587833333333333
ABCF1	0.1349
FCF1	0.543
LRRC49	-0.711
GUCY1B2	-0.1395
C1orf177	1.19533333333333
SMARCA4	0.441428571428571
LRP8	1.24266666666667
TAGLN3	-0.37625
MRPL14	-0.08225
TTRAP	-1.26275
ZDHHC20	2.214
NFE2L3	1.03875
KIAA1377	0.173375
PALMD	1.6962
TMEM43	0.32175
TTL	0.378875
STAT5B	-0.510666666666667
SSB	0.615875
OR10H5	0.1125
SLC22A13	0.197333333333333
AKAP3	0.99975
TIMM23	0.272166666666667
OAS2	3.91025
KIAA0423	-0.91375
TRIM11	0.730833333333333
GLIS3	1.976375
TMEM50B	0.125833333333333
ARHGEF4	-0.922625
DEGS1	-0.0744545454545455
TBL1XR1	2.0924
G6PD	-1.5135
SP140	1.5005
MUC17	0.531214285714286
NUDC	-0.3713
DNAJC5B	1.92183333333333
SCARA3	-0.8095
CPA3	3.05433333333333
BCAT2	-1.242125
MFN1	0.8167
NRG3	0.9685
SNX11	0.44
PLEKHH1	-0.62
GPR177	-0.882833333333333
HCFC2	0.42925
TCAP	-0.39575
MOCOS	-0.63375
C14orf93	-0.75775
PRDM10	0.0278333333333333
SLC16A4	0.348666666666667
SRGAP1	0.0296666666666667
VIP	0.0873333333333333
DUSP27	0.920833333333333
LILRA1	0.7826
MC2R	-0.8035
MGC24103	-2.123
MBTD1	-2.306
FUT11	-0.391666666666667
USP33	-0.2247
C15orf39	-0.74
MAP3K12	-0.996375
PAAF1	-1.50833333333333
BARHL1	0.377
FLJ16165	0.0255
PIWIL2	-4.9865
SYNE1	-0.00325000000000004
CMTM4	0.106
TSPYL1	0.1477
GUF1	0.3575
TMEM157	-0.5605
WDR44	-0.38175
HIST1H3C	0.26725
DKFZp666G057	1.823
RNPEP	-0.1735
GAS2L2	-0.604166666666667
ADH4	-5.228
GRPR	-1.25
FBXL17	0.63825
ZBTB10	1.32133333333333
Gcom1	-0.135166666666667
HTRA1	-1.0456
ZNF585A	-0.546833333333333
SLC26A2	0.219642857142857
OTOP3	0.415333333333333
WISP1	0.9
ATP2B4	-1.12725
FLJ10769	0.09525
CRAMP1L	-0.249125
CHST12	-0.29925
RAB22A	-0.462833333333333
TARDBP	-0.392357142857143
STAU1	-0.43625
CRB3	2.1985
MIG7	-0.312
CHMP1A	-0.027
ZNF160	-0.725
B3GALT6	1.1025
BARX1	-1.73483333333333
C6orf167	-0.8773125
NXNL1	-0.3805
DHX29	-0.58625
HADHB	0.372
PLXNB2	0.153125
ILDR1	-1.50025
SLC15A3	2.607
GAS2	-0.656166666666667
C20orf69	-0.3985
NUMB	0.21375
TNIP1	0.34925
MESP1	0.3585
PSKH1	0.5405
NSFL1C	-0.625375
RHOG	-0.248
HEY1	-2.42283333333333
KNG1	-3.082625
ITGAX	1.1564
LIN9	0.608833333333333
CANT1	-0.491125
XRN1	0.5005
CCDC96	0.0161111111111111
HEATR6	-2.276
GNG7	-1.34358333333333
RUNX2	0.545375
SOX1	0.649833333333333
FCRL5	1.2652
ZNF99	-0.20325
FAM9A	-0.0655
SNX22	1.357
MBNL3	-2.43666666666667
ODC1	-1.4377
ADORA2B	-0.649833333333333
NR2F6	0.167
ZFYVE16	-1.46416666666667
SYNJ2BP	0.4379
POLE	-0.661625
E2F2	-0.348
THRA	-0.798666666666667
PTGES2	-0.913833333333333
HIP1R	0.321333333333333
TMUB1	-0.490333333333333
ENO3	-2.39925
RSPH10B	1.0755
CXorf39	1.058625
IRGC	0.48875
GPR109B	-0.993
FLJ13305	0.243
LCE3A	0.028
TNFRSF18	-0.939166666666667
DET1	-0.60425
TRPM3	-0.300916666666667
C16orf79	-1.3705
FECH	-0.488333333333333
RAP2A	0.795666666666667
CRIP1	1.43633333333333
AZIN1	0.314
SLC7A7	3.2525
IL10RA	1.0508
TMEM64	-2.372
CDC42EP4	2.3446
C16orf58	-0.896
ARG2	-1.027
POU5F1P4	-4.52825
FAM62B	0.391875
DNAH8	-1.907
ASH2L	0.296375
TSLP	-1.8915
CNTNAP5	-0.459166666666667
TMEM16C	0.1635
IFNA14	-2.424
SLC1A3	1.4135
CABYR	2.1345
BCL7B	-0.2541
NUDT13	-2.33533333333333
C13orf28	-0.095
C1orf53	0.12375
ARL6IP4	-0.4568
RPL35A	1.30875
EMR3	1.37375
RAB40C	0.0778333333333334
SLC41A1	0.305833333333333
LRCH1	-0.40325
LY6G5B	-1.4415
FAM124A	0.305285714285714
MGC10981	1.44016666666667
CLIP3	-0.6453
MAP4K2	-0.0351666666666666
CHIC1	0.1085
SULF1	2.25383333333333
C20orf30	-0.835571428571429
PRDM5	-1.253875
ELOVL1	0.65
C11orf48	-0.383625
SLC39A10	-0.57975
KCNV1	2.03375
ACP1	-0.9352
ZMYM2	0.48225
B3GNT6	-0.144833333333333
C9orf69	0.541
C2orf15	0.6285
C20orf166	0.2085
HSP90AA6P	-1.2105
EDG7	2.266
NEURL	-0.1385
LPL	2.9265
CLEC2D	0.279857142857143
GRRP1	1.81533333333333
CD8B	-3.2354
HIST1H3D	-0.491
SLC6A12	-0.08425
FAM27L	-0.396
CD84	1.9062
RASA1	-1.369
PHKG1	-0.2065
MAGEA11	-2.946
IMPA1	-1.2575
NPM3	0.3935
RARRES1	7.04325
SH3BP1	0.574
B3GNTL1	-0.6305
ARPC5L	1.23216666666667
KLHL26	-0.36275
SIM2	-2.898
GJC1	0.3645
C20orf194	-0.14725
EXO1	-0.0175
SLC2A2	-2.9106
LOC285074	-1.19125
LRG1	-1.8955
KIRREL	-0.4355
PIK3R1	1.92335714285714
C4orf34	-1.049
MAF	-2.71388888888889
ADCY4	3.83116666666667
ZMIZ2	2.0176
SLC46A3	0.481666666666667
STAMBP	0.666
CCDC16	0.7615
MS4A12	-0.6845
TCF20	1.55325
LRRC46	-0.805
C20orf152	-0.10575
MRPS6	-1.229625
ABCB11	-0.39
KCNC2	-0.5865
CDH19	2.49483333333333
C9orf123	0.915333333333333
SSH3	-0.608375
LDLRAD1	-3.594
CCBE1	-1.218
ZNF135	0.6675
TAAR1	-1.67
WFDC12	0.5635
CCDC42	0.3925
FLJ12529	-0.50225
PER1	-0.0688333333333333
TIMM50	0.756833333333333
SMARCAD1	-0.952
FAM26C	-0.4735
TP53TG3	-2.4185
SH3RF1	0.9918
LMCD1	1.941
GPR63	2.1115
FLJ21986	-4.3275
AIFM3	0.34025
MICAL1	-0.687833333333333
BLZF1	0.212166666666667
IQCA	2.18933333333333
PCDHGC3	-0.891
SAC	1.44075
BCL6B	1.4108
DDO	-0.98625
MARCO	5.22
DCHS1	-0.470333333333333
C1orf170	-0.411666666666667
CD200R1	0.723333333333333
C22orf15	-0.802
SEPT11	1.7205
ADNP	-0.88175
UST	0.0975
C13orf34	-0.1765
RFFL	0.985285714285714
APBA3	-0.0505
C2orf60	-0.231
CUTL1	-0.4165
PMS1	-0.1165
ZNF689	-0.5335
EIF3E	0.4355
IL9	-0.204833333333333
RPL31	0.056
LY9	0.8245
ATP2B3	0.158
KDELR2	0.868833333333333
TFCP2	0.30525
NLRP12	-1.445
FLJ45422	0.018
TLE4	0.9655
ZNF570	-0.0685
FLJ43806	-1.227
TLK2	-0.109
CIR	1.252
MARS2	1.9695
COL24A1	-0.60875
SDF2L1	0.7745
HIBADH	-0.0065
IGFBP3	-2.94464285714286
C12orf23	0.05675
PSPC1	1.52925
C20orf43	-0.0135
TRAV20	-0.949
ARHGAP24	0.06925
KIAA1975	-0.673875
C1QA	4.4189
DNTT	-5.831
C10orf6	-0.550916666666667
C11orf41	0.625125
HNRPF	0.274875
COL11A1	4.49866666666667
UBAP2	0.2695
CDKN2AIPNL	-2.075
C20orf174	5.1965
SPRED2	-2.14525
PLA2G12A	1.30916666666667
ICEBERG	-2.832
SCN10A	0.902
C11orf65	0.1005
GBP5	6.51025
PITPNC1	-1.15233333333333
POU3F3	1.2575
NCOA7	2.158625
LIN7C	0.5359
LOC348840	-0.9755
NKX2-2	-3.6185
ANKRD13D	0.1955
LOC123688	-0.37625
FUT2	1.18083333333333
TAAR8	1.164
FZD4	-1.6505
PNMA3	-0.763666666666666
OR4L1	0.7385
WIT1	0.0395
EXOC3L	1.94425
ATPBD4	-0.9889
KRBA1	-0.0605
UBXD6	-2.196
HOXB7	-1.88014285714286
C7orf23	-1.5835
UNQ338	3.3015
STAB2	0.275
CDC20B	0.38325
IRF9	1.86125
CENTG1	0.691833333333333
TNPO2	0.0485
MCPH1	0.00925000000000001
BMS1P5	-1.19275
SLC26A7	3.3595
HIST1H3J	0.49625
C9orf3	-0.7072
LBH	0.942875
MYO1D	0.492
PTDSS2	0.3775
NFU1	-0.066
DEPDC4	-1.2275
WNT7B	0.2619
GLP2R	-0.151
SETD4	-0.6632
DYNLT3	-0.537
FKBP11	-0.765333333333333
SESTD1	1.5705
FLII	-0.48525
RPS16	0.9098
CHPF	-0.9875
CSNK2A1	0.201333333333333
SUMO1P1	0.63375
FKBP6	-0.2425
ZNF214	-0.432333333333333
TWIST1	-1.15183333333333
DDX56	-0.31
TRAM1L1	1.6879
EPO	-2.94966666666667
MRPS18B	-0.727
ZNF682	0.431166666666667
RPL14	-0.2445
MAFF	-1.16525
LOC51136	-1.446125
LY96	-0.92275
DDX20	0.665
ABTB1	-0.319333333333333
ARL5A	0.7585
CCT6A	0.12475
HEPACAM	-0.817333333333333
EHHADH	-0.551
RBAK	0.32
CGB1	0.979
ITGB5	-1.7196
YIPF3	-1.319
FKBP2	-0.5875
NR1D1	-0.5789
TMEM110	-0.0655
NEK2	0.184333333333333
PRAMEF8	-3.12825
C20orf52	-1.0465
PCDHGA3	-0.3355
VWA3B	0.913
NDUFA5	-0.52525
THAP9	0.76375
FLVCR2	0.296
AP1S1	-1.399375
SMAD6	-1.1035
SAV1	1.35925
SAT1	-0.478125
ZNF251	0.962625
ADAMTS7	0.2857
RPP38	1.54225
C1orf211	-1.344
YPEL2	-0.38375
RBMS1	0.098
ZNF445	-0.521666666666667
NRXN2	-0.177666666666667
PGBD4	-0.20075
UGT2B28	-0.85825
WBSCR16	-0.7352
NLRC3	0.346875
ASTL	0.78925
ST6GALNAC1	-3.899
ZADH2	0.17925
MLLT4	0.493
ARL6	0.918666666666667
MEF2C	0.6735
CBFA2T3	-3.5285
AFF3	0.774571428571429
COG7	-0.979333333333333
MYB	-2.9875
PLXNA3	-0.191
XRCC2	-1.09833333333333
MMS19	-0.860625
ST8SIA5	-0.946625
CHPT1	-0.467166666666667
KIAA1712	-0.2935
OR6X1	0.629
ACTR3	0.541625
UGCG	-0.517166666666667
OR4P4	-1.1615
ZAP70	-2.3715
LPP	1.957875
ZNF485	0.78425
PTPRCAP	0.34325
IL12RB1	0.5015
ATRX	-0.3406
CHST8	-3.195125
C14orf109	-1.291
ARV1	-0.5465
NMB	0.093
COX5A	-0.398166666666667
EIF6	-0.41725
MPPED2	-0.2225
SEMG1	-3.0345
CHRDL1	3.1215
TRAF3IP2	0.9715
WNK2	0.4975
LILRA4	3.23416666666667
LAMA2	3.91675
PXT1	0.7615
RLBP1	-3.301
CD300C	0.0715
SLTM	-0.667625
FLJ10404	0.097875
APOBEC3D	0.0771666666666667
RENBP	-0.430666666666667
ATXN7L1	0.3665
NID1	-1.18025
TUBGCP3	-0.211125
ITIH5	0.777388888888889
CCDC110	1.76825
C8A	-3.5075
MGC87042	-0.44075
HOXC13	-1.05775
TFDP2	0.491
HCP5	2.174125
POLI	-0.3665
UCN	0.619333333333333
ZNF764	0.0813333333333334
C8orf45	1.7695
FHL3	0.16175
SPATA5L1	-0.45875
MMRN2	1.85633333333333
NDST1	0.595
COL20A1	-0.4975
ZNF248	0.066
PELP1	-0.276666666666667
MBL2	-2.6245
RNF41	0.446125
C5orf24	0.9635
THOC5	0.09025
SERINC3	-1.09933333333333
RP11-151A6.2	-0.30375
CDCP2	-0.19175
HIST1H2AA	-0.31
C11orf75	1.0395
FKBP7	0.74125
DDOST	-0.62275
GPNMB	-0.334833333333333
TTF2	-0.266833333333333
KCNT1	0.370166666666667
SLC39A14	-0.93675
NGRN	0.087
GPR137B	0.1445
MECP2	-0.494625
PSMA1	-0.02175
C16orf73	-5.88125
TMEM60	0.000333333333333327
CSN3	2.8715
NOS1	0.156333333333333
RAB7L1	1.03583333333333
YBX2	-1.081
KIAA1166	0.710125
FUBP3	-0.967166666666667
ABCG1	-0.781
ACACA	0.924083333333333
ARL11	-0.3811
ATOH1	0.574
ODF1	0.229166666666667
CREB3L3	-1.65666666666667
TMEM127	1.00914285714286
DSCAML1	-1.21975
PLN	1.33483333333333
LYPLA1	-0.5465
PRDM9	-2.4375
SASP	-1.00925
PLUNC	0.311666666666667
INTU	0.36525
HISPPD1	-0.996
LNPEP	0.048
YARS2	0.471833333333333
APCDD1L	1.1525
ZCCHC4	-0.8229
FBXO22	-0.710166666666667
TTLL13	-0.5045
ZNF669	-0.116666666666667
PTGDR	2.82925
DDX27	-0.2235
KIAA0409	-0.383666666666667
GJB6	2.26125
ASB8	0.05975
PLP2	0.037
MEPE	1.133
OR10J5	1.2505
KRT222P	-1.212
COQ7	-0.269333333333333
C1orf101	0.29175
RERG	0.1
CHMP5	0.0875
THAP11	0.6515
ZNF43	-0.4515
ZRANB3	-0.647666666666667
KRT13	3.20075
MRPL19	0.641625
RBBP9	-0.64475
SPATA17	0.91425
BXDC5	-0.431333333333333
PAFAH1B1	-0.423166666666667
MAGEE1	0.10375
OSTF1	1.13275
KIAA0323	-0.7035
TXNDC13	-0.958
CNTN4	1.450875
LCE1B	0.484
UNQ501	-1.46425
ZNF154	-0.37425
C3orf64	0.6565
SYT5	0.2471
PON1	0.3722
FLJ10357	-1.627
ATP4A	-1.4135
GNPDA1	-0.5585
MGAT1	0.904333333333333
C14orf121	0.0125
SLC35B2	-0.46625
MIER3	-1.17383333333333
CHEK1	-0.561625
ZNF8	0.453166666666667
TXNDC1	-0.4165
CKB	-2.3944
RTN3	-0.0862142857142857
FZD2	-2.38666666666667
PART1	0.655625
