Hybridization REF	TCGA-BH-A18V-11A-52R-A12D-07
EIF2A	0.03625
SLC20A2	0.330666666666667
KIAA1549	-0.173666666666667
SPINT1	1.9659
ZNF584	-0.4015
CRBN	1.09
ABCF3	0.007
NCBP1	-2.20233333333333
PLA2G4F	0.541
PCDH10	-1.41057142857143
TTC21A	0.47675
C20orf144	0.278
FGFR1OP2	-0.721166666666667
SLC9A1	0.0907
CHRND	0.3695
FOXF1	-3.08125
KIAA1467	-0.55975
TPO	2.4245
LTF	4.50635714285714
DNAJB9	0.07375
MRPS27	-0.569
bA16L21.2.1	-0.602
WBP2	0.5955
MRGPRX3	-1.58916666666667
PRPF18	0.389
C10orf58	1.19775
SMOC1	-1.8643
ADAT3	0.603666666666667
TMEM138	-0.2385
TMEM131	-1.183625
TIMM8B	-0.462
MYH7	-0.741166666666667
ST6GAL2	-0.289125
KIF1C	0.34975
SUHW2	-1.0505
PAPSS1	0.36575
CABP2	-0.177
HOXA4	1.7235
ELF2	-0.36625
SEMA3D	2.5664
MC5R	1.0375
OGFR	0.00199999999999999
FLJ30092	-0.2975
TGFA	0.8875
MMP17	-0.264
KIF15	-5.87375
CHIA	-0.3255
CATSPER3	0.14925
CEACAM7	0.598416666666667
PADI2	2.93925
HOXA9	3.39816666666667
LNX2	-0.561
TMEM144	1.2965
HIF1AN	0.131
METTL7A	0.5865
C6orf165	2.15766666666667
KIAA1468	0.31025
DSG3	3.6085
ZNF180	0.286333333333333
EIF4E3	1.04025
SLC46A1	0.028875
DKK1	-6.48766666666667
ZNF205	0.844166666666667
LOC162073	0.400055555555556
COX7A1	4.70225
MAGEA1	-4.818
NEDD8	-0.280333333333333
KLHDC5	0.125611111111111
C3orf19	1.806
MRPS2	-0.94225
POLR3H	0.177142857142857
ABHD11	0.2871
TMEM17	1.56675
PAIP2B	0.3608
MAT1A	-4.2815
LGI3	-0.18725
THUMPD2	-0.10325
TKTL2	-0.1045
XAGE3	-1.1885
CALM3	-0.141666666666667
C6orf136	-0.502833333333333
KCNC4	0.733666666666667
RGS9	2.1125
ACIN1	0.271666666666667
SPATS1	-1.079
XKR8	-0.6935
FAM84A	1.22125
MS4A7	4.86981818181818
AGXT2L2	0.74875
OR1F1	0.591
SMAP1L	-1.1325
IPO11	0.514875
ZC3H11A	-0.2575
C1orf151	0.106375
RNASEH2A	-2.6015
CCR10	0.1535
TXNDC11	0.625333333333333
TMEM112	0.665125
MAP1B	0.291714285714286
NVL	-0.86075
PKM2	-1.9342
ARC	1.0085
NUP54	-0.3925
PPFIBP2	1.59733333333333
STAT2	0.61775
PTAFR	1.918
ROBO2	-0.94425
RNF40	0.148166666666667
CCDC135	-0.436
IFT81	-1.132
MORF4	-0.889
TM7SF3	-0.97375
OR10H3	0.2425
ABP1	0.632375
CHRD	0.20625
PLEKHA8	-0.1145
NCALD	3.156
OR5AK2	0.087
ACCN1	0.1688
SLITRK1	-0.38075
ARMET	-1.13975
C9orf52	-0.34675
REEP4	-1.0955
MTSS1	0.235
ADH1B	5.059
DLD	-1.04025
CDK5	-1.6295
PPFIA1	-0.4424375
WFDC3	0.7255
DNAJB12	1.17842857142857
RANGRF	-0.5235
MLANA	-5.00125
AMY2B	1.63875
KIAA0319	-1.984
RPS7	-0.1535
JAK3	-0.3121
ARFGEF1	0.168
CXCL5	0.656333333333333
TRAPPC4	-0.338
CETN2	0.373
HSPC111	-1.43075
RHOBTB3	-1.4062
PHLPP	0.672
RGS10	0.36075
TMEM58	0.13775
CHERP	-0.306375
HSP90AB3P	0.723
FSTL3	-0.682
PEX11A	1.18475
OR5V1	0.45
FCN3	2.7985
PTPN3	-0.019125
NPTX1	-3.863
C21orf84	-0.724
C11orf51	-0.244125
ZBED2	-0.698
FLJ90757	-0.1155
NPY2R	4.5045
PLD3	0.33525
SYT17	0.963333333333333
SGSM2	0.3175
OR1A2	0.161
FOXP1	1.643875
SLC5A1	3.5715
POFUT1	-1.2106
EPHB6	-1.27883333333333
MYO1G	-1.8355
STAC	-0.1423
KLHL17	-0.329166666666667
RGMA	2.5538
TJP2	-0.0333
FAM114A1	-0.708833333333333
SERINC1	1.14041666666667
SLC9A8	0.3355
PEX19	0.00112500000000001
EDN2	-0.28225
PSMD7	-1.36688888888889
C3orf41	-2.43875
UQCR	-0.559375
PPP1R3C	0.03725
LRP4	-1.35633333333333
TM2D1	-0.3155
TTC17	0.6024375
C4BPB	-2.266
CCL25	0.35025
ZNF253	-0.265333333333333
CHRNA9	-4.139
SOX11	-2.568375
HIVEP3	0.794
CGN	2.24975
C3orf35	0.223125
PKD2L1	1.316
SYVN1	-0.196
PDE8B	-0.1045
LOC439951	0.85425
LTC4S	3.0615
MIF4GD	-0.143166666666667
SMARCA2	2.2865625
TUBGCP6	0.9655
CABLES1	0.3125
C16orf77	2.829
ZNF791	-0.0257499999999999
FUT5	1.0165
ADH6	-1.9835
P4HB	-0.127
CLDND2	0.901
ALKBH8	1.19
PLAC4	-1.9325
F11R	0.128142857142857
MGC35295	0.185666666666667
PDZD4	-0.279
LOC389073	-1.00925
FAM80B	0.176166666666667
PSMB1	-0.339625
TXN	-1.08966666666667
VIPR1	1.7219
WBSCR18	0.6373
EXOSC6	0.191333333333333
ACTA2	4.7325
SP5	-2.89758333333333
ANKRD1	-2.90375
DDR1	0.6537
ATP6V1D	0.11325
PTGS1	-1.2415
RNF157	-0.18775
DCC	0.63825
SPAG7	0.7435
FBXO18	-0.17625
UBE3C	-1.6548
HOXC6	0.78625
LRP2BP	0.308333333333333
MYST2	-0.01725
PDSS2	-0.58725
ATE1	-1.509
ARAF	-0.106
KLF10	1.0435
PLA2G2E	0.0195
ASCL1	-1.282
TSNAXIP1	1.88625
FAM131B	0.000250000000000009
IFNA10	-0.149
NUP43	-1.143375
FAM44B	-0.461375
L1TD1	-2.40066666666667
NMD3	-1.79775
C18orf54	-1.976
PHOSPHO1	-0.7055
RAG2	-2.672
EMILIN3	0.2245
METTL3	-0.431
VPS13C	-0.7035
REXO2	-0.474
ANXA4	-0.56375
CA1	-1.531
DCP1B	0.318
TULP3	-0.346
ATP2A2	-0.510428571428571
ATIC	-1.3155
ADAM15	-0.790583333333333
NPL	-0.0515
LGR4	0.369875
UEVLD	-0.536333333333333
GAB1	1.102
SNAI2	-0.466
ZGPAT	0.483
SNF1LK	0.568125
DLEU1	-1.99675
UBE2Q1	-0.07975
ZMYM6	0.190875
JPH3	-2.06483333333333
FAM38A	-0.0445
PXK	0.335833333333333
DENND2D	1.28875
BAX	-1.78475
CP	-1.57563636363636
RPL37	-0.3544
G6PC3	-0.687375
NCOA4	-0.743666666666667
LRRC14	-0.4675
GORASP1	0.78575
FCHO2	1.412125
CYP24A1	-2.8769
FXYD3	1.65275
SMARCAL1	0.20625
ABCB8	-1.05316666666667
CCDC44	-0.4095
PRDM7	-2.69475
USH1C	-1.25725
DNAH5	1.0505
SRF	0.895333333333333
MAL2	0.746166666666667
PGPEP1	0.725166666666667
SIN3B	-1.36975
SEMA3C	0.659
GRAMD3	3.35675
FBXO10	-0.14
OR5D13	-2.493
FLJ31818	-0.529875
CACNA1I	0.491375
S100A13	0.6155
TP63	3.54235714285714
ANXA11	0.5926
WDR66	0.623875
CSF2RB	0.249
IFI44	0.06725
DACT1	0.503833333333333
ANKRD23	-1.5505
ATP5G1	-0.656333333333333
C21orf70	-0.245666666666667
PPWD1	-0.342
DNAJC13	-1.0765
PAH	-6.11883333333333
PTCH2	0.18275
TRMU	-1.13225
CCDC9	0.0495
USP3	-0.5982
DCLRE1C	-0.3066
FAM55C	0.391
FRMD4B	1.953
CYP2R1	-0.0985
RFPL1	-0.5608
XPO5	-1.7885
ARL6IP2	-0.8345
OSBPL5	1.3415
MMP9	1.67618181818182
KIAA0802	-0.818875
DHRS2	-2.6875
SGEF	0.888375
TXNDC10	-0.9573
EXOC6	-0.79175
RPS27	0.668333333333333
PNCK	-1.60383333333333
FSTL1	0.752
AACS	0.65025
SLMAP	0.0483333333333334
SAMD4A	-0.5247
ABRA	-0.32275
SMARCD3	1.30425
PKNOX2	-2.1615
A4GNT	-0.205
C9orf39	0.503333333333333
RALYL	0.59625
MGC33556	-2.4795
C10orf25	-0.83
BBOX1	6.664
NHEDC1	0.5415
XDH	1.84525
GCSH	-1.687
EDN1	3.71283333333333
MTERF	-0.53425
CLK4	0.946
ZNF799	-0.258333333333333
KCNG1	-1.958125
CXCR4	0.0045
PTPRR	-3.5115
IRAK1	-1.233875
LOC401397	-1.19675
TMSB10	0.305428571428571
CXCL3	-0.8657
TMC4	1.87875
OR7A10	0.717
STYK1	1.2625
CHRNA10	0.50275
CCNI	1.03075
EP300	0.956071428571428
LOC165186	-0.231333333333333
HIC2	-1.68475
SDR-O	0.1595
OR2W1	0.355
KCNA6	0.3585
TRIM74	-0.06775
REEP6	-0.30825
ATP5G2	0.7755
ERG	0.947
TMEM42	0.50725
PARN	0.0326666666666666
SOD2	-0.141625
DIRAS1	-0.307
PNPT1	-1.887
JOSD3	-0.5155
hCG_40738	-1.0745
PDE1C	-0.69225
SEMA4D	0.118
AGPAT1	-0.336333333333333
NOSTRIN	1.707625
MAP3K3	0.314333333333333
MAX	-0.216285714285714
CAPS	0.270666666666667
SERPINA12	-0.2855
OSBPL8	0.255625
RICS	0.8398
NR4A2	2.7505
PPCS	0.5575
LONP1	-1.09975
SCYL3	0.81
HERC2P2	-0.250166666666667
FIBCD1	0.456
C15orf41	-0.43
DMC1	-1.44166666666667
C20orf27	-1.20125
RPS6KA5	1.355
FAHD1	-1.07233333333333
SLC12A4	0.75325
BRCA1	-2.42908333333333
GBL	-0.245
SLK	-0.364
NUDT9P1	1.199
NOXO1	0.3165
USP52	-0.000749999999999994
BAZ1B	-0.7455
SLCO2B1	2.328
BBS12	0.684333333333333
LRGUK	-1.037
TERF2IP	0.72475
COL1A1	3.296
KIAA0090	-0.76525
GRK5	0.977833333333333
AP1S2	-1.2075
TMEM52	-0.496833333333333
CA11	1.117375
OR4A15	-0.00666666666666665
ACBD3	-0.5932
SPAG11B	-0.234375
PRDM2	1.4218
FOXP3	0.78825
SMYD3	-1.4228
LOC389199	0.2455
LGI2	0.412
NAPE-PLD	-0.588
ANKRD6	1.02
WDR45	0.8025
SHROOM1	0.05225
PSCD3	-0.065
PYY	0.2115
KCNC1	-0.6655
ARHGEF9	0.042
OR8J1	-0.201
GPR55	0.387
NS3BP	-0.616
C10orf22	-0.2595
NAT8L	0.817
DUSP4	-0.1485
FOXM1	-3.96966666666667
GRAMD2	2.7427
ZBTB48	0.489
BUD31	-0.6595
PABPC5	0.258
CCDC41	-1.44525
FBXO11	0.196666666666667
C6orf148	-0.047
RFXAP	-1.18875
C6orf15	0.813666666666667
CDK8	-1.64483333333333
C6orf70	0.472625
TESSP2	0.493
ALG2	-0.356
PPP1R3D	1.412
TPM3	-0.914055555555556
SYT13	-0.58425
EPB42	-0.2135
CETN3	-0.4125
PRY	-1.325
NTHL1	-0.3585
POLR2B	-0.137
RPS28	1.06166666666667
P2RX3	0.45125
LYZL4	0.42925
WBP4	0.302
PMM1	0.25425
C11orf79	0.253
CBLL1	-1.27025
IL1F10	0.694
VAX2	0.34
SETDB1	0.112666666666667
LRAP	-1.00966666666667
GCLM	-0.5065
CPEB3	2.564
PPM1A	0.190875
INTS1	-0.56625
CAMTA1	1.49533333333333
SAMSN1	-3.1865
LOC158830	-2.83916666666667
GMPPA	-0.761875
AIPL1	0.301333333333333
IL24	-0.12125
BDKRB1	-0.984166666666667
MLF1	0.5387
TAF12	-0.4375
ID1	-1.89325
THADA	-0.184125
PIK3CB	-1.47975
OR4N5	0.238
TBC1D17	0.237166666666667
COX8A	-0.984
CDCA4	-1.99225
C2orf44	-0.11775
ZNF534	-0.687
IMMP1L	0.05525
NIPSNAP3B	0.303875
FTMT	1.72075
PWP2	-0.556
MMP15	-0.4927
DNAH11	-1.28575
MTMR14	-0.487
DNAL4	1.1155
IPP	-0.11925
TMEM59	0.829625
C1orf157	-0.466
RGS4	-1.02516666666667
DDX18	-1.15616666666667
SNX6	-0.8245
ZNHIT2	0.141166666666667
NCDN	-0.235666666666667
FLJ33534	0.695
RAG1	-1.835
OR4D10	0.1135
PTPN5	0.0341666666666667
POMT1	0.337875
LRRC8A	0.2077
CYP1A1	-1.686
CAPN1	-0.133
DDHD2	-0.37625
GRIK2	-0.85325
GNRHR	0.5195
PPBP	1.8595
HTR3A	-0.94
SLITRK4	1.41425
ANKRD49	-0.112
BTF3	0.0801
SARS	-0.011
C13orf18	1.13666666666667
CACNB1	-0.215785714285714
QKI	0.6915
SETMAR	0.52175
MAN2B1	0.289666666666667
EML3	-0.49125
ACADL	2.536
OFD1	0.8595
DEFB114	-0.1645
CGA	-4.3967
PEX16	0.38
LRRC10	0.3245
GNG12	-0.431
C1orf152	-1.39033333333333
CHRM1	0.322
CD53	-0.215125
DBH	-0.68
TFAP2B	3.295375
HIST1H2BJ	-0.9775
FAM46D	1.2425
TMEM11	0.21875
C3orf32	-3.038
PCCB	-1.831375
IPO13	-0.41125
C6orf105	-2.177
COMMD5	0.1105
SUV420H1	0.4497
LTBR	0.904
ARHGAP15	-1.304625
HDHD2	-0.18575
TDRKH	-1.25516666666667
LOC401052	2.101
PSG4	-0.18275
GNB4	-1.3234
SPATA4	2.24325
SLC9A3	-0.353
OSBP	0.715333333333333
NBPF3	0.797666666666667
DOCK11	0.771
SLC39A5	-1.36233333333333
PRR5	1.0219
C10orf63	0.084
SMTNL2	-0.43025
ADRA1A	0.73075
ASAH1	0.6975
DOM3Z	0.0162
GIPR	0.394833333333333
AHI1	-0.183916666666667
NADSYN1	-0.184833333333333
RGS14	-0.358
IL18BP	0.458
RTN4RL1	1.85358333333333
ARMC6	-0.41975
PSMD5	-1.66483333333333
HK3	0.6368
OR4S1	0.595
RSU1	0.2484
MAD2L1	-4.67255555555556
EIF4A3	-0.88575
DLEC1	0.687333333333333
E4F1	0.527333333333333
CHMP2B	0.5733
CAMSAP1	0.1495
RPS21	-0.262166666666667
ARID5A	2.65275
UBE2N	-1.2838
IGSF8	0.238666666666667
MAGEB6	-3.8735
ACAD11	0.1927
MGC4172	-0.20125
LMO4	0.8685
KLKB1	0.91
HP	-0.8985
HDAC3	-0.108
SCHIP1	1.1615
CLCA1	0.2995
OLFML2A	1.708125
C1orf112	-2.33725
KIF19	1.04283333333333
HAPLN4	-0.0466
CXCR7	1.29883333333333
GOT2	-0.8143
RAB38	-1.031125
DCX	3.68325
PPM1H	-0.567083333333333
NFYC	0.395833333333333
KIN	0.774375
ZNF228	0.98425
PLSCR4	3.503
HIG2	-1.65825
FAM79B	4.2795
C21orf86	-0.6199
KCNK10	-0.027
ZNF738	-1.347625
FSTL5	-1.27533333333333
OR6A2	-0.282
OTOA	0.991666666666667
EXOC1	0.3345
AHRR	-4.168375
PDAP1	-0.7025
C19orf6	0.306375
ZAN	0.3265
LY6G6E	-0.045
EIF4E2	-0.63675
C20orf198	0.05325
ZNF324	1.06975
CYP3A5	-2.63716666666667
ENTPD7	-0.574666666666667
MBOAT5	-0.2165
GJB5	-0.43525
TTC13	-1.29775
S100Z	-1.19166666666667
KIAA0664	-0.108666666666667
PDGFRB	2.0005
IL17D	0.45325
OR56B4	-0.129
RDX	-1.91
SLC34A3	0.5935
IL28B	-0.1065
JUND	2.3455
CHRNB1	0.451875
CAMK2B	1.391
FETUB	-1.4375
CXorf23	1.342125
MRTO4	-0.9535
TTC3	0.8777
NDUFB8	-0.606833333333333
EDG2	-0.8115
SEMA3G	2.74075
IL23A	-2.32675
GRHL1	1.8732
LOC441054	-0.324
WDR65	1.43642857142857
PSTK	-0.15375
STOML3	0.361666666666667
R3HDM2	0.1034
C5	-1.99225
SLC2A10	0.119
C3orf22	0.314
PAQR3	-1.75376923076923
ANKRD26	-0.413666666666667
HCRTR1	-0.419
LOC399947	-0.2505
PSD2	1.66875
TIGD2	0.263833333333333
SCRN1	-1.61975
COQ10A	-0.451
DDI2	-0.6165
METTL7B	-0.942
UCN2	0.766
FAM92A3	-0.62925
WDR16	0.47675
ZNF511	0.0808333333333333
ZMYM5	-0.460375
POLR3G	-1.70375
ZNF586	-0.46775
C1orf49	0.3555
TANK	0.588166666666667
RCAN1	2.54583333333333
PELI3	1.70483333333333
LIMD2	-0.893416666666667
TMEM189	-1.0815
NTN4	1.707875
LOC151300	0.594
CLEC2A	-1.312
GPR135	0.294125
DPYSL4	-3.0814
JAK2	-0.434833333333333
TSHZ1	1.84633333333333
TM9SF4	-0.707
ZNF264	0.768666666666667
SIRPG	0.843375
BICD1	0.157
HERC6	1.038
METTL5	-0.6
CASP1	1.00125
PRRT1	-0.197833333333333
PLA2G4C	1.805
ICA1L	0.456357142857143
TPTE2	0.556833333333333
OTUD7A	0.991333333333333
AQP11	-2.63225
APOA2	-3.9484
KALRN	0.0775
SECTM1	-0.28275
IFNAR1	0.61125
TALDO1	-0.326
RAB11FIP4	-0.519666666666667
EIF5A	-2.149
FAM49A	2.461
NEGR1	-0.516833333333333
YTHDC2	0.110375
EHD2	0.4635
NCF1	1.922
SCRT2	0.7375
HOXA5	3.22833333333333
NUP133	-0.3445
FGF12	-0.9615625
SLMO2	-1.35825
SNTA1	0.049875
CACNG2	-0.105714285714286
GCM1	0.13675
ELF1	0.0748333333333333
TLR5	3.75625
TCFL5	-1.60658333333333
RBMY2FP	-2.313
LOC100125556	-0.478625
FAM129B	0.043125
MAP3K7IP1	0.379625
NCK2	0.441
OXA1L	-0.50225
FMO9P	-0.114
ZSCAN12	-0.529
PSMD12	-1.00225
HSCB	-0.52125
CLDN10	-0.916
MGC13053	-0.5215
HPCAL4	-1.31616666666667
ASZ1	-0.542
MEX3D	0.127333333333333
NFAT5	1.2558
CSPG4LYP1	-0.0665
FBXO3	-0.2535
DVL1	-0.0868333333333333
CMKLR1	1.77383333333333
TYMS	-6.211125
PEF1	0.93825
ZNF750	2.02183333333333
MCM5	-0.9523
MEGF11	-0.6345
KCNK7	0.2215
PTP4A3	-0.3485
C1QTNF2	-0.883833333333333
OR6S1	0.0015
FAM122B	-2.669
ZNF551	-0.61225
HBQ1	-1.75
GEMIN6	-1.17125
ARSK	-1.066
RBP7	4.42966666666667
CPNE9	0.04825
DSC1	2.75
LOC730112	-0.654
MAP2K4	0.21475
HS3ST5	-2.096
EPB41L3	-0.8055
TEKT2	0.73525
CDKN2B	0.435166666666667
ZNF480	-1.5855
MAP3K6	1.0762
MAP6	2.178
HN1	-1.6209
OR2L13	0.568166666666667
SLC16A11	1.3415
FAM96A	-1.54775
APOL1	0.0155
C5orf32	0.111
RTP1	-0.85
RNF175	0.579
ZBTB41	0.37775
AHCTF1	-0.059
SAE2	-0.9664
ITGA2	0.51175
MME	2.58683333333333
CCDC14	-0.4385
MAST4	1.56692857142857
KRT33B	-0.6275
KCTD2	0.617666666666667
WDR26	-0.457416666666667
MFI2	1.39375
NR4A3	2.30375
ARSA	1.157
UNKL	1.111
SULT6B1	-0.282
CCNA2	-4.40333333333333
SOX15	-0.273
PPAPDC1B	0.195166666666667
C19orf44	0.3475
MCAT	1.07483333333333
ARID1B	0.099
OR52N1	0.2515
C12orf48	-3.6045
MAGI1	0.9315
NIPA2	-1.449
GBX2	-0.5595
RSHL3	0.286375
RAVER1	-0.134666666666667
C15orf17	1.095
SLC30A2	0.207125
ZNF518	0.12075
PCYT1B	-1.0215
C10orf114	-0.6715
EIF3H	-0.546333333333333
SLC25A39	-0.915
KIF1B	0.215
AMOTL2	2.0625
C6orf120	0.07775
PSRC1	-2.7105
PLA2G10	0.050625
KIF5C	0.863375
MRPL37	-0.9605
C17orf62	0.315166666666667
C9orf135	-2.42583333333333
DUSP10	1.0782
CLCNKB	0.047
PSMA5	-1.866
C8orf53	1.00475
AMPD3	-0.2045
PIAS1	0.17125
ADCYAP1R1	-0.0325
GYLTL1B	0.361
CDH20	0.657666666666667
FBXO7	0.0575
TMEM134	0.908166666666667
FLJ14213	0.700833333333333
ZNF3	-0.45275
LRRFIP1	0.0317083333333333
CNOT2	0.146833333333333
ABI3	1.77525
ALDH5A1	-0.495083333333333
HNT	2.1214
SERPINA4	-2.17975
TK2	0.787666666666667
STMN1	-2.84811111111111
GUCA2A	0.00333333333333332
GALNT10	-0.176214285714286
DPP6	-0.633
C9orf93	0.921125
PRELID2	-0.0865
STK39	-0.089125
SFTPA1	-2.05266666666667
CKS2	-3.62077777777778
RHO	0.557125
C20orf135	0.24225
XKR3	-3.1005
CR1	1.30475
RPS6KA2	0.7835
C20orf112	0.7985
MRPL22	-0.41825
C4orf23	0.843833333333333
GADD45B	2.0985
KLHDC1	1.81516666666667
C2orf48	-2.183
ZNF287	1.0435
DAAM2	0.3735
DPPA2	-3.833
TCTN3	0.1025
DNAJB11	-0.892
FPR1	2.915
DEFB4	-0.1165
PTCD2	-0.8087
SMOC2	5.124
CABP7	1.51
SERPINB11	-0.31225
MAGEF1	-0.11375
NDE1	-0.354333333333333
ITGA10	1.15
FSHB	-0.717
ANXA2	0.387
HORMAD2	-0.20325
HLCS	-0.06725
MCF2L	1.4665
FH	-0.872
TBC1D24	0.19425
KIAA1505	1.28175
LGALS2	-0.137
CNBD1	-0.3785
SYNPO2L	0.7035
PTPN23	-0.159071428571429
C1orf183	-0.358666666666667
MAGEA8	-3.6705
DGCR8	-0.296
GSR	-2.23125
PAQR7	0.24375
ZNF676	-1.38325
CACNA1C	0.4874
SP7	0.29
PDCD6	-0.70625
NRN1L	-0.098
BRI3BP	-1.05609090909091
KIAA1183	0.52125
ASB4	0.0925
CCL23	2.0693
OBSL1	0.477875
SLC12A7	0.272416666666667
KIAA0240	2.056
CD1B	-3.59366666666667
FCGR2A	1.293875
MDC1	-1.109
HTR1A	0.208833333333333
OCEL1	0.4125
ATP11B	-0.8069375
FBXO34	-0.0858333333333334
PCDH12	3.48383333333333
RPE	-1.772
C17orf74	0.4695
CSDC2	0.149
PET112L	0.31775
TMBIM1	0.99425
P2RXL1	-0.29775
TCHP	-1.05225
TRMT1	-0.599
F2RL2	-0.23875
LRRC32	2.8285
IMPG2	-0.383
BGLAP	-0.277
LOC493869	-1.71108333333333
MRAS	3.344625
SLC35F5	-0.53775
CBWD1	-0.981
AXL	-1.93075
ATP2C2	0.91825
TELO2	-0.7365
PNPLA3	-2.53725
PCDHB14	1.869
CD276	-0.13425
KRT80	-1.209875
DUSP28	-0.3015
CSNK1E	0.133583333333333
SRP14	0.719
KCNQ4	0.3255
KRT72	-0.124166666666667
CCDC117	-0.3275
C6orf89	0.379333333333333
TUBB2B	-1.60716666666667
RTN4IP1	-0.92075
CR1L	-4.10433333333333
CEND1	0.279625
C12orf41	-0.639
RNF31	0.005
UBN1	0.102166666666667
C17orf32	0.133375
SLC5A7	0.59125
GPR92	0.149
ESAM	2.4569
CTNNA1	0.04275
HRBL	0.239
CBX4	-0.5055
TMEM182	-0.933
SH3TC2	-0.154
IL10	0.186166666666667
PXMP4	-0.432
RNF167	-0.3833
PAK7	4.36883333333333
ETV3	-0.0415
ATPIF1	-0.734166666666667
LOC554207	-2.12133333333333
OR8H1	-0.775
WDFY3	1.108125
DPM1	-0.93975
GPSM1	-0.5315
WDR92	0.0636
LRP1	0.813166666666667
ANKH	-0.865125
THUMPD3	-1.52325
POLR1B	-1.48825
OLFM4	4.45666666666667
RAD9B	0.32775
TSPY2	-3.8645
PAX6	-2.297
SCG2	-3.600125
SLC17A6	0.452
FMO3	2.74825
PADI4	0.201
TUBB4	-0.3645
NLK	-1.80475
POU4F3	-0.763
SDF4	-0.36575
ITGBL1	1.3825
NETO1	-2.69057142857143
TAP2	-0.705375
ABBA-1	-0.0878333333333334
GNAI1	0.863
VPS4B	0.3275
NOPE	-0.0961
GALNT6	1.00566666666667
SESN1	0.36075
GBE1	-1.38644444444444
CLASP1	-0.2125
RASGEF1B	1.573
ACOT11	-0.429642857142857
AFAP1	0.3475
OR2H2	0.1225
DPY19L2P1	-0.91975
DZIP1	-1.6575
SEC22C	-0.91975
GPR161	-0.0274166666666667
RNF146	-0.8415
WDR74	-0.37425
GALP	-0.581
PURA	2.175
DNPEP	0.53225
RP11-78J21.1	-1.33325
ERBB2	1.56825
FANCM	-0.667916666666667
NEO1	0.358833333333333
DDX3Y	-4.8456
RPS3A	0.756375
MXRA7	0.773785714285714
LGALS3	0.316
GLT8D1	0.02825
CFL2	-0.7035
UPB1	0.37775
NAP1L5	0.486125
CLDN14	-1.8185
DHX38	0.31925
BTBD1	-0.52075
TARS2	0.0336666666666667
ABCF1	-0.4223
FCF1	0.107
LRRC49	0.01225
GUCY1B2	-2.66
C1orf177	0.248
SMARCA4	-0.761142857142857
LRP8	-4.10616666666667
TAGLN3	-0.997
MRPL14	-1.06375
TTRAP	-0.57525
ZDHHC20	-0.1775
NFE2L3	-3.334
KIAA1377	1.445
PALMD	3.1843
TMEM43	0.30175
TTL	-1.62375
STAT5B	-0.307166666666667
SSB	-0.256625
OR10H5	0.576
SLC22A13	-0.55475
AKAP3	0.83275
TIMM23	-0.432166666666667
OAS2	0.598083333333333
KIAA0423	-0.3005
TRIM11	0.19
GLIS3	0.422375
TMEM50B	0.425
ARHGEF4	0.529
DEGS1	-0.617818181818182
TBL1XR1	0.2706
G6PD	-2.2535
SP140	0.7547
MUC17	-0.000785714285714223
NUDC	-0.2643
DNAJC5B	0.6075
SCARA3	0.966166666666667
CPA3	5.67
BCAT2	-1.10875
MFN1	-0.9982
NRG3	0.9025
SNX11	0.4605
PLEKHH1	-1.31683333333333
GPR177	0.0986666666666666
HCFC2	0.3205
TCAP	-0.515
MOCOS	-2.2855
C14orf93	-0.2285
PRDM10	-0.316333333333333
SLC16A4	0.862666666666667
SRGAP1	0.724333333333333
VIP	1.26575
DUSP27	0.4265
LILRA1	0.7838
MC2R	0.0515
MGC24103	-1.2425
MBTD1	-0.526
FUT11	-0.9735
USP33	-0.0581
C15orf39	-1.396
MAP3K12	0.221125
PAAF1	-1.003
BARHL1	-0.1145
FLJ16165	0.207
PIWIL2	-2.025
SYNE1	1.46091666666667
CMTM4	-0.04775
TSPYL1	0.4433
GUF1	-1.2685
TMEM157	0.957
WDR44	0.28275
HIST1H3C	0.22475
DKFZp666G057	0.933
RNPEP	-0.9375
GAS2L2	1.57466666666667
ADH4	-4.684
GRPR	1.596
FBXL17	0.8145
ZBTB10	0.356583333333333
Gcom1	0.414611111111111
HTRA1	2.1285
ZNF585A	0.517333333333333
SLC26A2	0.963714285714286
OTOP3	0.207666666666667
WISP1	-1.14066666666667
ATP2B4	-0.507916666666667
FLJ10769	1.201
CRAMP1L	0.304375
CHST12	-0.229
RAB22A	0.081
TARDBP	-0.211357142857143
STAU1	-0.69575
CRB3	1.0045
MIG7	-2.28675
CHMP1A	-0.277666666666667
ZNF160	-0.148125
B3GALT6	-0.66725
BARX1	-1.92566666666667
C6orf167	-2.255625
NXNL1	0.7165
DHX29	-0.168125
HADHB	0.005
PLXNB2	1.18025
ILDR1	0.3605
SLC15A3	2.02325
GAS2	-2.0465
C20orf69	0.17525
NUMB	0.058
TNIP1	0.49125
MESP1	1.06766666666667
PSKH1	0.004
NSFL1C	0.24525
RHOG	-0.19975
HEY1	-1.44333333333333
KNG1	-1.81585714285714
ITGAX	0.9075
LIN9	-1.2905
CANT1	0.088125
XRN1	0.650571428571428
CCDC96	1.1697
HEATR6	-1.54216666666667
GNG7	1.8815
RUNX2	0.54725
SOX1	0.4345
FCRL5	0.9274
ZNF99	-0.566625
FAM9A	-1.405
SNX22	0.0983333333333333
MBNL3	-2.9705
ODC1	-1.9077
ADORA2B	-1.732
NR2F6	-0.21825
ZFYVE16	-0.647222222222222
SYNJ2BP	0.8134
POLE	-1.113625
E2F2	-2.214
THRA	1.21533333333333
PTGES2	-1.18216666666667
