Hybridization REF	TCGA-E2-A1AZ-01A-11R-A12P-07
UTP14A	-0.196625
RPH3AL	-0.5505
NXF1	0.267
TRERF1	0.1865
TUBB3	0.684
SLC24A2	0.53
SEC22B	0.555916666666667
ZNF653	-0.1105
GGTL3	-0.726916666666667
CDKL2	0.0255
CTF8	-0.45
EPC1	0.9955
CYP4A11	-0.359
THRSP	2.7675
LELP1	-0.291166666666667
TES	0.704125
C17orf87	3.11
FERD3L	-0.1765
SH3TC1	0.088
RAB36	-0.3435
CRYGB	-0.45
GRIA3	1.3677
BHLHB9	1.38575
C1QTNF9	0.78675
GOPC	0.389375
PNPLA8	-0.0158333333333333
ZNF444	0.13275
FMO1	5.05975
POLR3C	0.6155
SLC35F3	-0.08525
SGCG	-3.68233333333333
DCDC2	-4.20333333333333
NANP	-0.32875
MGC23270	-1.146
BEX4	0.24325
HYDIN	1.7404
RPS6KB2	-0.31775
ADRM1	-0.108333333333333
BAT3	-0.337
RAB31	0.2126875
SCGB2A1	4.644375
SLC6A14	-4.13875
DDX4	-0.1235
PRRC1	0.0213333333333333
AP3B2	0.882166666666667
TRGV7	1.23883333333333
TMEM184B	-0.434
ADPRHL1	-0.250166666666667
C21orf45	0.518875
ARNTL	0.61375
AADAT	0.356625
CCL2	2.44916666666667
SNTB2	-0.384
RGS9BP	-1.76525
KPNA1	0.68675
TMEM41B	-0.813
S100A11	2.00066666666667
DOT1L	-1.492
EFHC2	1.666375
CLTC	-0.473833333333333
SRP9	0.342857142857143
ZNF521	0.67575
FAM26F	1.6195
GPR88	0.79
COL13A1	1.379
CHMP4B	-0.6852
SIGLEC6	0.0781666666666667
NFAM1	0.40375
PVRL2	0.4115
ALKBH4	0.18075
CCDC93	0.1615625
NXT1	0.19875
KCNK4	0.1945
TROAP	-0.284833333333333
KCNA10	-0.39825
CCDC114	-0.274166666666667
RAN	-0.440083333333333
LMTK2	0.48
LOC400657	0.0195
UFC1	0.383
UBE1DC1	-0.6145
EEF1A1	-0.264555555555556
CHAC1	-0.049
HMGA2	-4.6444
B3GALTL	-1.41975
ING2	-0.03925
C1orf109	0.18275
INTS3	0.307625
ZNF558	-1.86025
TRPM4	0.166166666666667
LTB4R	-0.182
ISYNA1	0.5705
LSM7	-0.1765
LRRC47	-0.2345625
ZNF179	-1.38166666666667
EXDL1	-0.193333333333333
SLC4A10	-1.801375
ACSS2	-0.393666666666667
COPS7B	-0.273
KIAA0040	1.04833333333333
C1orf95	-0.0545
AP1GBP1	-0.1335
OR9A2	-0.4475
FAM71C	0.149166666666667
RIN1	-1.68216666666667
ITGA4	-0.70975
DNAJC6	-0.645333333333333
CLOCK	1.05583333333333
SLC35A4	0.22
DSG4	0.5065
LOC26010	0.52325
NSUN2	-0.128
TMEM86B	-0.7592
C14orf135	-0.053
KIFC3	-1.04366666666667
PHF5A	-0.82575
NCAPH	-1.234375
STK11IP	-0.8805
FLJ42953	-0.060875
CCDC19	0.326833333333333
ZNF329	-0.309125
TAX1BP1	-0.431666666666667
ZDHHC18	0.575666666666667
C10orf88	0.91675
TMBIM4	-0.0404
NMUR1	-0.5305
KIR2DS4	0.443
C9orf90	-0.512
MGC87631	0.6715
KDR	3.6475
ST3GAL2	-0.66975
RLN2	2.20383333333333
HPD	-3.7465
MOXD1	-1.32516666666667
PDGFRL	1.899
SMYD4	-0.907785714285714
FAM103A1	-0.4645
MFAP4	1.22683333333333
LOC285141	0.511
TMEM45B	-4.505625
SMCR7L	-1.2345
GZMH	4.36725
CBLN1	-3.54033333333333
CNNM1	-1.18375
PHF17	-0.791166666666667
NUP98	0.461833333333333
RMI1	-1.34125
PTPRS	-0.5005
ANKRD57	0.04075
CLDN15	-0.357333333333333
OR51A2	-0.231
GUCA2B	0.3645
DOCK9	0.974
ITGB1BP1	-0.100166666666667
DLG2	-0.398
BRAP	-0.1635
SESN3	2.4505
ZC3H7B	-0.72675
FAM101A	1.52466666666667
FKSG24	-0.57675
ZYG11B	-0.231625
RFC2	-0.335
SH2D3A	1.33933333333333
DVL3	0.188333333333333
ADFP	0.6395
KRIT1	0.132
SERTAD3	0.787
LEFTY2	-3.1335
KRT27	-0.7245
SCFD2	0.214
MN1	-1.6295
RORA	-0.38175
PTPRD	-1.07025
PIAS2	-0.7425
CYP4X1	1.10083333333333
FBXL15	0.61225
MYH15	0.296166666666667
CRX	0.163166666666667
TBC1D13	-0.55525
SLC22A17	0.2605
PLK2	-0.420833333333333
ARHGAP9	2.2765
EIF1B	-0.4405
C20orf185	-0.618333333333333
DEFA7P	0.216
PRIM1	-1.6835
CRYAA	-1.73975
BACE1	0.1565
AGTRL1	1.329
ACAD9	0.330125
GRASP	0.5355
RBP4	2.18216666666667
TFB2M	-0.17825
METTL9	-0.664
ATP5O	0.1395
SP100	0.46
CPSF1	0.324333333333333
S100A4	-0.3565
LIME1	0.23575
GPR137C	1.929
OR2A2	1.2375
C2orf29	0.00899999999999999
NUP188	-1.13975
SDPR	-1.01125
RAI1	-0.470875
RPS20	0.7285
LAMB1	-0.336
ADM2	-0.364333333333333
ZNF229	1.25725
DKFZp434K1815	-0.292875
EPN3	1.07833333333333
CLIC3	0.23925
MEIG1	1.499
HMGB4	-0.42275
STARD10	0.252125
KLF8	3.395
EPB41L2	0.196
JMJD6	0.309625
CTSL1	0.0506666666666667
GPR27	-0.4435
ELAVL4	0.935
MMP21	0.2905
PPM1B	-0.023125
SUV39H1	0.1105
AAMP	-0.5835
TUSC4	-0.275166666666667
MBD6	-0.314
KLK13	-0.3855
FMNL3	1.22016666666667
TRIM13	-0.113666666666667
C15orf5	-1.14375
IQCF1	-0.286
CACNG8	-0.0145
SLC35D3	0.232666666666667
ZDHHC9	1.915
ODF3L1	0.14025
C9orf86	-0.8077
TSEN2	-0.2955
C17orf64	2.89775
SEPX1	-0.2728
TSPO	0.416833333333333
SYMPK	-0.4865
ADORA1	1.5365
TSPAN10	-0.190625
SEMA6C	0.300333333333333
RTTN	-0.4447
IL2	2.0695
ARRDC3	0.0215833333333333
TBPL1	-0.286833333333333
STX12	0.7205
MRPL39	-0.54175
OR8H3	0.027
IFIT5	2.41783333333333
CASC5	-1.745
FAM46A	-0.532333333333333
HPCAL1	-0.7215
CYLC1	0.483
VGLL2	-0.016
C20orf191	0.49625
CDH1	1.08408333333333
ITPA	-0.03125
CCDC101	0.12225
D15Wsu75e	-0.22875
EDA	-0.5165
CREG1	0.563
OR7G2	0.408
SAP18	0.266416666666667
IFIT1	3.42575
CALML3	2.782
FLJ37440	1.4415
FNDC5	-0.8725
SERPINB6	-0.173357142857143
JUNB	1.3146
SYS1	0.78725
SCN2A	0.1965
ZKSCAN5	-0.4756
WNT7A	0.578166666666667
TSHZ3	1.8435
RNF148	0.497
H6PD	0.277625
CAD	-0.343666666666667
ZNF449	-0.14675
DOCK10	0.0885
FAIM2	0.4375
HEXDC	-0.71
PRB1	-0.348
C14orf148	-1.191
ETHE1	0.5125
IRF5	1.2402
GNMT	0.2465
MGC16291	0.8535
RPAIN	-0.3415
CAGE1	-0.443
CNTNAP3	-1.5915
ACTR1B	-0.646
EEF1E1	-1.48
MSX1	-1.06625
ESF1	0.0394
HSPC171	0.2105
MRPL2	-0.0883333333333334
RDH12	-0.232833333333333
CELP	-0.467
METRNL	-0.462
C10orf116	2.87583333333333
C19orf48	-0.22075
ZNF346	-0.536625
NCR1	-0.169
C10orf64	1.222
CD52	2.30075
VPS18	0.878375
AP4S1	0.583666666666667
NPBWR1	0.2485
TPK1	0.85975
UBA52	-0.381555555555556
RIPK1	0.551333333333333
CPNE3	1.2392
HSPC159	-0.606625
C8orf38	0.521
LRRC4B	-0.485
PARP10	0.1044
ANKRD50	0.603375
CXCL9	6.449
FGF18	1.06763636363636
EIF2A	-0.684625
SLC20A2	0.8265
KIAA1549	0.144833333333333
SPINT1	1.5709
ZNF584	0.189
CRBN	0.258166666666667
ABCF3	0.0745
NCBP1	-0.286666666666667
PLA2G4F	0.213833333333333
PCDH10	-0.0175
TTC21A	0.5085
C20orf144	0.0115
FGFR1OP2	1.92366666666667
SLC9A1	0.2051
CHRND	-0.068
FOXF1	-1.808
KIAA1467	-0.42825
TPO	0.6795
LTF	2.94378571428571
DNAJB9	0.04
MRPS27	-0.54175
bA16L21.2.1	-0.0975
WBP2	0.396833333333333
MRGPRX3	-2.0335
PRPF18	0.5855
C10orf58	1.2025
SMOC1	-2.8377
ADAT3	0.1635
TMEM138	0.2005
TMEM131	0.2935
TIMM8B	0.83375
MYH7	-0.263166666666667
ST6GAL2	1.753125
KIF1C	0.2585
SUHW2	-1.4445
PAPSS1	1.9785
CABP2	0.0445
HOXA4	-1.5585
ELF2	0.71875
SEMA3D	1.0288
MC5R	-0.0735
OGFR	-0.1245
FLJ30092	-0.129833333333333
TGFA	-0.379
MMP17	-0.64875
KIF15	-0.5825
CHIA	1.70175
CATSPER3	-0.254
CEACAM7	-0.843166666666667
PADI2	1.828125
HOXA9	0.299166666666667
LNX2	0.245333333333333
TMEM144	1.32
HIF1AN	0.727
METTL7A	-1.6324
C6orf165	3.67366666666667
KIAA1468	0.924375
DSG3	0.714
ZNF180	-0.146833333333333
EIF4E3	1.6215
SLC46A1	0.2035
DKK1	-6.51266666666667
ZNF205	0.0533333333333334
LOC162073	0.542888888888889
COX7A1	4.1055
MAGEA1	-3.46633333333333
NEDD8	-0.0106666666666667
KLHDC5	1.27683333333333
C3orf19	0.460666666666667
MRPS2	-1.27125
POLR3H	-0.416357142857143
ABHD11	0.79
TMEM17	-0.41625
PAIP2B	-0.3372
MAT1A	-1.674
LGI3	-0.13025
THUMPD2	0.593
TKTL2	0.62325
XAGE3	-1.96083333333333
CALM3	0.724833333333333
C6orf136	-0.555666666666667
KCNC4	0.355666666666667
RGS9	0.576833333333333
ACIN1	-0.707333333333333
SPATS1	-0.6165
XKR8	0.22475
FAM84A	2.68266666666667
MS4A7	5.04445454545455
AGXT2L2	-0.22825
OR1F1	0.329
SMAP1L	0.210833333333333
IPO11	0.401375
ZC3H11A	0.00400000000000001
C1orf151	0.2135
RNASEH2A	-0.7565
CCR10	-0.682
TXNDC11	0.127166666666667
TMEM112	-0.677375
MAP1B	-0.620214285714286
NVL	-0.40225
PKM2	-1.03385
ARC	-0.5505
NUP54	-0.1745
PPFIBP2	0.949166666666667
STAT2	1.686875
PTAFR	2.52583333333333
ROBO2	2.327625
RNF40	0.258
CCDC135	-0.450666666666667
IFT81	-0.1552
MORF4	-1.02175
TM7SF3	1.535
OR10H3	0.9395
ABP1	0.00449999999999999
CHRD	0.188875
PLEKHA8	-0.111
NCALD	1.314
OR5AK2	1.082
ACCN1	-0.365833333333333
SLITRK1	-1.759
ARMET	-0.00849999999999999
C9orf52	1.91475
REEP4	0.91225
MTSS1	0.53125
ADH1B	2.89666666666667
DLD	0.01775
CDK5	-0.329
PPFIA1	0.3950625
WFDC3	-0.39525
DNAJB12	1.73578571428571
RANGRF	0.449
MLANA	-5.2705
AMY2B	2.6435
KIAA0319	-1.708625
RPS7	0.2985
JAK3	0.689
ARFGEF1	1.047
CXCL5	0.61525
TRAPPC4	-0.39525
CETN2	0.9285
HSPC111	0.16075
RHOBTB3	-2.00488888888889
PHLPP	-0.164
RGS10	2.26025
TMEM58	0.624
CHERP	-0.15475
HSP90AB3P	-1.48433333333333
FSTL3	-0.776
PEX11A	0.7475
OR5V1	0.4075
FCN3	2.7235
PTPN3	0.00687499999999999
NPTX1	-4.926125
C21orf84	-1.66225
C11orf51	0.091
ZBED2	4.0135
FLJ90757	-0.3005
NPY2R	1.91375
PLD3	0.56925
SYT17	0.221333333333333
SGSM2	-1.059
OR1A2	0.19075
FOXP1	0.128625
SLC5A1	2.807
POFUT1	-0.328
EPHB6	0.999833333333333
MYO1G	-0.589875
STAC	1.3325
KLHL17	-1.21566666666667
RGMA	1.0422
TJP2	0.0654
FAM114A1	-0.371666666666667
SERINC1	0.368416666666667
SLC9A8	-0.365
PEX19	0.0245
EDN2	2.9785
PSMD7	-0.296222222222222
C3orf41	-3.09925
UQCR	-0.741375
PPP1R3C	-2.53975
LRP4	-1.769
TM2D1	0.21975
TTC17	1.4825625
C4BPB	-5.45275
CCL25	0.8575
ZNF253	0.353666666666667
CHRNA9	-4.8255
SOX11	3.791625
HIVEP3	0.633
CGN	2.24425
C3orf35	-0.297625
PKD2L1	3.5955
SYVN1	0.1975
PDE8B	-1.663
LOC439951	-0.3645
LTC4S	1.6145
MIF4GD	-0.2635
SMARCA2	1.7633125
TUBGCP6	-0.584333333333333
CABLES1	0.17
C16orf77	3.17
ZNF791	0.086
FUT5	-1.428
ADH6	-3.47433333333333
P4HB	0.1815
CLDND2	-1.75125
ALKBH8	-0.18275
PLAC4	-2.3675
F11R	0.416142857142857
MGC35295	0.1875
PDZD4	-0.8642
LOC389073	-1.146
FAM80B	1.372
PSMB1	-0.3235
TXN	0.0725
VIPR1	0.9057
WBSCR18	-0.2929
EXOSC6	-0.466333333333333
ACTA2	3.949
SP5	-3.65966666666667
ANKRD1	-3.1035
DDR1	0.0694
ATP6V1D	-0.27075
PTGS1	-0.765083333333333
RNF157	-1.68
DCC	3.045
SPAG7	-0.53625
FBXO18	0.80925
UBE3C	-0.0536
HOXC6	0.54825
LRP2BP	-0.6154
MYST2	0.026
PDSS2	-0.6755
ATE1	0.7565
ARAF	0.0645
KLF10	0.11825
PLA2G2E	0.2195
ASCL1	-2.36116666666667
TSNAXIP1	1.94625
FAM131B	-0.42225
IFNA10	-0.1545
NUP43	-0.512
FAM44B	-0.0205
L1TD1	-3.9255
NMD3	-0.782583333333334
C18orf54	-0.2728
PHOSPHO1	-0.4985
RAG2	-2.447
EMILIN3	-0.156
METTL3	-0.2185
VPS13C	0.561375
REXO2	-0.06225
ANXA4	-0.023
CA1	-1.18925
DCP1B	1.955
TULP3	0.900833333333333
ATP2A2	0.171642857142857
ATIC	-2.024
ADAM15	0.783833333333333
NPL	1.34183333333333
LGR4	0.275875
UEVLD	0.423
GAB1	1.711
SNAI2	-0.0325
ZGPAT	0.0841
SNF1LK	-0.45775
DLEU1	-1.325
UBE2Q1	0.891125
ZMYM6	0.3858125
JPH3	-2.93016666666667
FAM38A	-0.405
PXK	-1.09966666666667
DENND2D	2.0355
BAX	-0.261166666666667
CP	-3.968
RPL37	0.7194
G6PC3	0.115875
NCOA4	0.261166666666667
LRRC14	-0.10925
GORASP1	1.066
FCHO2	0.204625
CYP24A1	-4.4002
FXYD3	-2.322875
SMARCAL1	-0.23725
ABCB8	0.615666666666667
CCDC44	-0.0245
PRDM7	-4.48525
USH1C	-1.137
DNAH5	-0.933666666666667
SRF	-0.24475
MAL2	1.75183333333333
PGPEP1	-1.23
SIN3B	-0.697
SEMA3C	-0.5805
GRAMD3	1.63525
FBXO10	0.6615
OR5D13	0.4345
FLJ31818	0.7055
CACNA1I	0.480375
S100A13	0.367
TP63	2.12857142857143
ANXA11	0.6521
WDR66	0.554625
CSF2RB	0.8395
IFI44	2.533
DACT1	1.76666666666667
ANKRD23	-1.311
ATP5G1	-0.4915
C21orf70	-0.510666666666667
PPWD1	-0.53725
DNAJC13	0.2935
PAH	-6.19033333333333
PTCH2	0.3055
TRMU	-0.5815
CCDC9	0.6255
USP3	-0.9169
DCLRE1C	0.9958
FAM55C	1.04975
FRMD4B	2.11975
CYP2R1	-0.28525
RFPL1	-0.5701
XPO5	-0.1185
ARL6IP2	1.502
OSBPL5	0.449
MMP9	3.43509090909091
KIAA0802	-1.309625
DHRS2	-4.33516666666667
SGEF	1.0285
TXNDC10	0.0336
EXOC6	0.3645
RPS27	0.977
PNCK	-1.32016666666667
FSTL1	0.4505
AACS	-1.14675
SLMAP	-0.263166666666667
SAMD4A	0.1398
ABRA	0.770666666666667
SMARCD3	0.65325
PKNOX2	-0.6355
A4GNT	-0.578
C9orf39	-0.2655
RALYL	0.28175
MGC33556	0.3285
C10orf25	-0.2755
BBOX1	6.6055
NHEDC1	-1.02425
XDH	2.03275
GCSH	0.351
EDN1	0.00583333333333333
MTERF	-0.1055
CLK4	0.84825
ZNF799	0.3795
KCNG1	-0.0625
CXCR4	1.42266666666667
PTPRR	-1.02875
IRAK1	0.00749999999999999
LOC401397	0.368
TMSB10	0.975714285714286
CXCL3	-2.7045
TMC4	0.24325
OR7A10	0.5
STYK1	3.6285
CHRNA10	-0.0345
CCNI	0.52675
EP300	0.053
LOC165186	0.603333333333333
HIC2	-2.43325
SDR-O	0.0235
OR2W1	0.4465
KCNA6	0.17
TRIM74	-2.06825
REEP6	-2.65925
ATP5G2	-0.16225
ERG	0.48675
TMEM42	-0.43975
PARN	-0.4515
SOD2	0.7606875
DIRAS1	-0.889333333333333
PNPT1	-0.32825
JOSD3	-0.3685
hCG_40738	1.0905
PDE1C	0.31525
SEMA4D	0.9105
AGPAT1	-0.117666666666667
NOSTRIN	-0.735875
MAP3K3	0.0441666666666667
MAX	0.476071428571429
CAPS	0.766
SERPINA12	0.062
OSBPL8	-0.206875
RICS	1.0993
NR4A2	-0.00499999999999999
PPCS	0.307333333333333
LONP1	-1.16925
SCYL3	0.88025
HERC2P2	-1.50083333333333
FIBCD1	-1.182
C15orf41	-0.55825
DMC1	-1.24016666666667
C20orf27	-0.109
RPS6KA5	-0.8411
FAHD1	-1.522
SLC12A4	0.0125
BRCA1	-0.978083333333333
GBL	-0.62625
SLK	1.32583333333333
NUDT9P1	-0.204
NOXO1	1.8785
USP52	-1.13225
BAZ1B	1.1885
SLCO2B1	2.985
BBS12	1.17133333333333
LRGUK	0.461666666666667
TERF2IP	0.4215
COL1A1	4.957
KIAA0090	1.292625
GRK5	-0.0015
AP1S2	-1.5245
TMEM52	1.02533333333333
CA11	-0.001375
OR4A15	0.025
ACBD3	1.3118
SPAG11B	0.5165
PRDM2	0.9643
FOXP3	1.854
SMYD3	-0.9856
LOC389199	0.029
LGI2	3.00483333333333
NAPE-PLD	-0.0845
ANKRD6	1.512
WDR45	0.518833333333333
SHROOM1	-0.313
PSCD3	0.755
PYY	0.6275
KCNC1	-1.481
ARHGEF9	1.0303
OR8J1	0.3675
GPR55	-0.201833333333333
NS3BP	-1.95
C10orf22	1.02
NAT8L	-1.3795
DUSP4	-0.3185
FOXM1	1.43383333333333
GRAMD2	1.83
ZBTB48	0.128166666666667
BUD31	-0.969
PABPC5	1.621
CCDC41	-0.22625
FBXO11	0.448333333333333
C6orf148	0.5475
RFXAP	-0.3905
C6orf15	1.2385
CDK8	0.791
C6orf70	-0.6165
TESSP2	0.2025
ALG2	0.17575
PPP1R3D	-0.30975
TPM3	0.374611111111111
SYT13	2.30925
EPB42	-1.062
CETN3	-0.9795
PRY	0.6325
NTHL1	-0.7205
POLR2B	0.67
RPS28	0.576916666666667
P2RX3	-0.7155
LYZL4	-0.01825
WBP4	-0.2134
PMM1	-0.91675
C11orf79	0.373
CBLL1	0.3035
IL1F10	0.788166666666667
VAX2	-0.47
SETDB1	0.914666666666667
LRAP	0.7345
GCLM	-0.335666666666667
CPEB3	0.739
PPM1A	-0.3789375
INTS1	-0.80725
CAMTA1	1.03325
SAMSN1	-0.81975
LOC158830	-0.509833333333333
GMPPA	-0.737375
AIPL1	-1.22825
IL24	0.0865833333333334
BDKRB1	-2.42383333333333
MLF1	1.581
TAF12	-0.16775
ID1	-2.50475
THADA	0.064375
PIK3CB	-0.168
OR4N5	-0.5435
TBC1D17	0.285333333333333
COX8A	-0.1545
CDCA4	0.021
C2orf44	-0.1145
ZNF534	-1.2075
IMMP1L	0.425
NIPSNAP3B	0.796375
FTMT	0.8185
PWP2	-0.518166666666667
MMP15	-0.9818
DNAH11	-1.80675
MTMR14	0.03425
DNAL4	-0.47875
IPP	-0.29175
TMEM59	0.40725
C1orf157	0.8155
RGS4	1.07683333333333
DDX18	0.320333333333333
SNX6	0.41075
ZNHIT2	0.470333333333333
NCDN	-0.3825
FLJ33534	1.771
RAG1	-1.62825
OR4D10	0.578
PTPN5	-0.42
POMT1	0.2185
LRRC8A	-0.1372
CYP1A1	-2.04475
CAPN1	0.300666666666667
DDHD2	0.813375
GRIK2	-1.135
GNRHR	0.242
PPBP	0.684
HTR3A	1.30075
SLITRK4	3.002
ANKRD49	0.3845
BTF3	-0.3154
SARS	-0.6155
C13orf18	0.798333333333333
CACNB1	-0.0943571428571429
QKI	0.669272727272727
SETMAR	0.53675
MAN2B1	1.014
EML3	-0.23
ACADL	-1.10333333333333
OFD1	-0.24225
DEFB114	1.9265
CGA	-5.37057142857143
PEX16	0.147
LRRC10	-0.235
GNG12	-0.5795
C1orf152	0.586833333333333
CHRM1	0.381
CD53	1.336875
DBH	2.39975
TFAP2B	-1.44925
HIST1H2BJ	-1.30283333333333
FAM46D	1.864
TMEM11	0.1435
C3orf32	-2.664
PCCB	-0.763875
IPO13	0.43075
C6orf105	-0.55775
COMMD5	0.8275
SUV420H1	0.1562
LTBR	2.1875
ARHGAP15	0.025125
HDHD2	-1.0405
TDRKH	1.06883333333333
LOC401052	0.587
PSG4	-2.52825
GNB4	-0.2689
SPATA4	0.549
SLC9A3	0.266
OSBP	0.685666666666667
NBPF3	-0.06075
DOCK11	-0.336
SLC39A5	-2.13083333333333
PRR5	0.2098
C10orf63	1.532
SMTNL2	1.1375
ADRA1A	0.432
ASAH1	1.6609
DOM3Z	0.2948
GIPR	0.454
AHI1	-0.410166666666667
NADSYN1	0.245833333333333
RGS14	-0.1041
IL18BP	1.5232
RTN4RL1	-0.352083333333333
ARMC6	-0.22625
PSMD5	-0.174166666666667
HK3	2.3786
OR4S1	1.009
RSU1	1.2003
MAD2L1	-0.829555555555555
EIF4A3	-0.055
DLEC1	0.304166666666667
E4F1	0.049
CHMP2B	0.7277
CAMSAP1	0.2905
RPS21	-0.248666666666667
ARID5A	0.51975
UBE2N	0.0111
IGSF8	1.6405
MAGEB6	-1.788
ACAD11	0.2395
MGC4172	0.1355
LMO4	1.0985
KLKB1	-0.65675
HP	-1.12
HDAC3	0.306
SCHIP1	0.42025
CLCA1	-3.6075
OLFML2A	1.24925
C1orf112	0.1895
KIF19	1.76625
HAPLN4	-0.1548
CXCR7	0.028
GOT2	-0.1038
RAB38	-0.70925
DCX	0.58825
PPM1H	-1.32725
NFYC	0.178916666666667
KIN	0.6685
ZNF228	0.2765
PLSCR4	1.91716666666667
HIG2	0.53575
FAM79B	2.0255
C21orf86	-0.4842
KCNK10	1.3715
ZNF738	-2.217875
FSTL5	-2.05183333333333
OR6A2	-0.5295
OTOA	0.768666666666667
EXOC1	0.357375
AHRR	-2.985375
PDAP1	-0.545916666666667
C19orf6	-0.96875
ZAN	0.20525
LY6G6E	-0.0515
EIF4E2	-0.639
C20orf198	-0.04875
ZNF324	0.6005
CYP3A5	-4.51333333333333
ENTPD7	1.96983333333333
MBOAT5	0.762833333333333
GJB5	-2.12675
TTC13	1.36675
S100Z	-1.10566666666667
KIAA0664	-0.4835
PDGFRB	2.09916666666667
IL17D	-0.11875
OR56B4	-0.0485
RDX	-0.445833333333333
SLC34A3	0.113
IL28B	0.718
JUND	1.33275
CHRNB1	0.70025
CAMK2B	1.955
FETUB	-1.00375
CXorf23	0.67625
MRTO4	-0.548
TTC3	-0.0287
NDUFB8	0.7105
EDG2	-0.7805
SEMA3G	0.078
IL23A	-0.05575
GRHL1	1.7152
LOC441054	-0.5685
WDR65	0.66675
PSTK	0.52
STOML3	0.569833333333333
R3HDM2	-0.2315
C5	-2.3575
SLC2A10	-0.2305
C3orf22	0.44
PAQR3	0.108769230769231
ANKRD26	0.509666666666667
HCRTR1	0.707
LOC399947	-2.3105
PSD2	0.82425
TIGD2	0.394166666666667
SCRN1	-2.8215
COQ10A	-0.72925
DDI2	-0.192
METTL7B	0.899666666666667
UCN2	-0.04575
FAM92A3	-0.0855
WDR16	0.3355
ZNF511	0.872333333333333
ZMYM5	0.258625
POLR3G	-1.71
ZNF586	0.4705
C1orf49	0.651333333333333
TANK	0.463666666666667
RCAN1	-0.101
PELI3	0.883833333333333
LIMD2	1.1115
TMEM189	-0.5095
NTN4	-1.643125
LOC151300	-0.068
CLEC2A	-1.949
GPR135	-1.37575
DPYSL4	-0.5737
JAK2	0.740333333333333
TSHZ1	0.2035
TM9SF4	0.392875
ZNF264	1.0205
SIRPG	3.044625
BICD1	1.04375
HERC6	3.332
METTL5	0.1485
CASP1	2.11075
PRRT1	-0.283833333333333
PLA2G4C	1.93266666666667
ICA1L	-0.318571428571429
TPTE2	0.585833333333333
OTUD7A	0.115333333333333
AQP11	-1.5095
APOA2	-4.2268
KALRN	1.2944
SECTM1	0.27175
IFNAR1	0.1175
TALDO1	-1.210625
RAB11FIP4	0.0789166666666666
EIF5A	-1.2095
FAM49A	3.0535
NEGR1	-0.1695
YTHDC2	-0.808625
EHD2	-0.534875
NCF1	2.538
SCRT2	-0.1735
HOXA5	-1.32966666666667
NUP133	0.21675
FGF12	-0.00937500000000001
SLMO2	0.30125
SNTA1	-0.1465
CACNG2	0.4385
GCM1	-0.191
ELF1	0.448
TLR5	2.509
TCFL5	-0.870833333333333
RBMY2FP	-2.1245
LOC100125556	0.28725
FAM129B	-0.4735
MAP3K7IP1	-0.62675
NCK2	0.1555
OXA1L	-0.4005
FMO9P	0.305
ZSCAN12	-0.34725
PSMD12	-0.1295
HSCB	-1.189
CLDN10	-3.899
MGC13053	-0.8015
HPCAL4	-0.441666666666667
ASZ1	-0.679
MEX3D	-0.419666666666667
NFAT5	-0.6454
CSPG4LYP1	-0.521
FBXO3	0.3306
DVL1	0.494333333333333
CMKLR1	2.38383333333333
TYMS	-2.583875
PEF1	0.80775
ZNF750	2.4025
MCM5	-0.91
MEGF11	-1.49033333333333
KCNK7	0.1215
PTP4A3	0.0275
C1QTNF2	-1.49566666666667
OR6S1	-0.245
FAM122B	-0.1425
ZNF551	0.109375
HBQ1	-1.653
GEMIN6	0.31925
ARSK	0.304
RBP7	2.03816666666667
CPNE9	0.1805
DSC1	2.6155
LOC730112	-0.19625
MAP2K4	0.4615
HS3ST5	-2.9235
EPB41L3	-0.2055
TEKT2	3.398
CDKN2B	2.20533333333333
ZNF480	-1.5365
MAP3K6	0.544
MAP6	1.89833333333333
HN1	1.1556
OR2L13	-0.196333333333333
SLC16A11	0.0925
FAM96A	-1.1585
APOL1	0.4295
C5orf32	-0.4785
RTP1	-1.17233333333333
RNF175	0.15325
ZBTB41	0.85
AHCTF1	0.000699999999999998
SAE2	-0.6476
ITGA2	-0.33275
MME	0.094
CCDC14	-0.64275
MAST4	-0.313857142857143
KRT33B	-1.0485
KCTD2	0.163333333333333
WDR26	0.30125
MFI2	0.19375
NR4A3	0.57425
ARSA	0.926
UNKL	-1.48383333333333
SULT6B1	-0.0385
CCNA2	-0.1975
SOX15	0.0615
PPAPDC1B	0.240916666666667
C19orf44	-0.3145
MCAT	-0.371916666666667
ARID1B	0.565875
OR52N1	-0.2915
C12orf48	-1.71
MAGI1	-0.168375
NIPA2	-0.69825
GBX2	-2.55625
RSHL3	-0.023
RAVER1	-0.153333333333333
C15orf17	-0.914
SLC30A2	0.077125
ZNF518	0.1065
PCYT1B	-1.78075
C10orf114	0.2055
EIF3H	0.66425
SLC25A39	-0.06
KIF1B	0.922125
AMOTL2	-0.6545
C6orf120	-0.00349999999999999
PSRC1	-0.41325
PLA2G10	0.158375
KIF5C	-0.0395
MRPL37	0.119
C17orf62	0.262666666666667
C9orf135	-0.810333333333333
DUSP10	0.1731
CLCNKB	0.5805
PSMA5	-0.03925
C8orf53	0.29
AMPD3	0.68
PIAS1	-0.721
ADCYAP1R1	0.406
GYLTL1B	1.784
CDH20	-0.301833333333333
FBXO7	-0.7775
TMEM134	0.1335
FLJ14213	0.8515
ZNF3	0.18125
LRRFIP1	-0.655791666666667
CNOT2	-0.0850833333333333
ABI3	2.93175
