Hybridization REF	TCGA-BH-A0BZ-01A-31R-A12P-07
SYT13	2.49575
EPB42	-1.2295
CETN3	-1.385
PRY	-0.5595
NTHL1	1.12833333333333
POLR2B	-0.563
RPS28	-0.47775
P2RX3	0.17925
LYZL4	-0.514333333333333
WBP4	-0.6087
PMM1	0.28125
C11orf79	0.71725
CBLL1	-1.558
IL1F10	0.719666666666667
VAX2	0.9365
SETDB1	0.489666666666667
LRAP	0.0791666666666667
GCLM	-0.107666666666667
CPEB3	2.14475
PPM1A	-0.00693750000000001
INTS1	0.449
CAMTA1	0.7665
SAMSN1	-1.14925
LOC158830	-1.62633333333333
GMPPA	0.64825
AIPL1	-0.23075
IL24	0.652333333333333
BDKRB1	-1.24683333333333
MLF1	0.9992
TAF12	-0.52475
ID1	-2.42825
THADA	0.250375
PIK3CB	-0.213
OR4N5	0.153
TBC1D17	-0.164833333333333
COX8A	0.572
CDCA4	-0.2965
C2orf44	-0.59175
ZNF534	-1.6095
IMMP1L	-6.93889390390723e-18
NIPSNAP3B	0.05375
FTMT	0.535875
PWP2	-0.370833333333333
MMP15	0.7337
DNAH11	-1.96633333333333
MTMR14	0.97075
DNAL4	1.371
IPP	-0.76825
TMEM59	0.730875
C1orf157	1.306
RGS4	1.4435
DDX18	-0.262166666666667
SNX6	0.4675
ZNHIT2	1.42816666666667
NCDN	1.02583333333333
FLJ33534	1.729
RAG1	-2.557125
OR4D10	0.4735
PTPN5	0.0183333333333333
POMT1	1.7215
LRRC8A	0.2328
CYP1A1	-1.4245
CAPN1	2.05733333333333
DDHD2	0.3005
GRIK2	0.32625
GNRHR	0.598333333333333
PPBP	0.565
HTR3A	-0.950625
SLITRK4	1.13025
ANKRD49	-1.73275
BTF3	-0.994
SARS	-0.05175
C13orf18	-0.0105
CACNB1	0.0911428571428572
QKI	-0.425318181818182
SETMAR	-0.368125
MAN2B1	1.95666666666667
EML3	0.9465
ACADL	-0.2585
OFD1	-1.197875
DEFB114	2.541
CGA	0.4143
PEX16	1.833
LRRC10	-1.387
GNG12	-2.0495
C1orf152	0.651
CHRM1	0.6905
CD53	1.873625
DBH	-0.521
TFAP2B	-1.8685
HIST1H2BJ	-0.0388333333333333
FAM46D	-0.5755
TMEM11	-0.41575
C3orf32	-2.80225
PCCB	0.01525
IPO13	0.676625
C6orf105	-3.46425
COMMD5	1.354
SUV420H1	-0.0117
LTBR	1.74775
ARHGAP15	0.263625
HDHD2	-0.751
TDRKH	-0.100833333333333
LOC401052	0.339
PSG4	-0.28625
GNB4	0.0407
SPATA4	-0.219
SLC9A3	null
OSBP	1.0995
NBPF3	0.337583333333333
DOCK11	-0.1375
SLC39A5	-0.518
PRR5	1.36455555555556
C10orf63	0.568571428571429
SMTNL2	-1.01075
ADRA1A	0.401333333333333
ASAH1	2.6922
DOM3Z	-0.3672
GIPR	0.634333333333333
AHI1	-0.886583333333333
NADSYN1	0.419833333333333
RGS14	0.9492
IL18BP	1.8612
RTN4RL1	1.767
ARMC6	0.277
PSMD5	0.578833333333333
HK3	2.9926
OR4S1	-0.28525
RSU1	0.4521
MAD2L1	-1.92588888888889
EIF4A3	0.29875
DLEC1	-1.03633333333333
E4F1	1.00733333333333
CHMP2B	-0.3686
CAMSAP1	-0.1165
RPS21	-0.784
ARID5A	0.61825
UBE2N	0.0647
IGSF8	2.65083333333333
MAGEB6	-2.037
ACAD11	-2.0145
MGC4172	-0.08425
LMO4	-1.07725
KLKB1	-1.18425
HP	-1.4915
HDAC3	0.70875
SCHIP1	0.38175
CLCA1	0.495
OLFML2A	0.8595
C1orf112	-0.96175
KIF19	0.859666666666667
HAPLN4	-0.3171
CXCR7	0.329666666666667
GOT2	-0.2148
RAB38	-2.864875
DCX	-1.39375
PPM1H	-0.68175
NFYC	0.85675
KIN	-0.048
ZNF228	0.34775
PLSCR4	1.75466666666667
HIG2	0.723
FAM79B	3.193
C21orf86	-0.7146
KCNK10	-0.34075
ZNF738	-1.06925
FSTL5	-1.227
OR6A2	-0.664
OTOA	1.32283333333333
EXOC1	-0.109125
AHRR	-4.145
PDAP1	-0.794333333333333
C19orf6	0.42775
ZAN	0.081
LY6G6E	0.547
EIF4E2	-0.0285
C20orf198	0.503
ZNF324	0.48475
CYP3A5	-3.93883333333333
ENTPD7	0.8235
MBOAT5	1.37383333333333
GJB5	-0.8395
TTC13	-0.7435
S100Z	-1.9765
KIAA0664	0.415
PDGFRB	2.74575
IL17D	-1.30175
OR56B4	-0.167
RDX	-1.70233333333333
SLC34A3	1.0035
IL28B	0.513
JUND	0.4115
CHRNB1	-0.38625
CAMK2B	0.8805
FETUB	-1.576
CXorf23	0.24175
MRTO4	-0.917625
TTC3	-0.2592
NDUFB8	-0.4695
EDG2	-1.4145
SEMA3G	0.01325
IL23A	-2.192
GRHL1	1.1764
LOC441054	-3.4105
WDR65	0.2995
PSTK	-1.376
STOML3	0.4114
R3HDM2	0.0389
C5	-3.42
SLC2A10	1.62316666666667
C3orf22	0.5965
PAQR3	-1.77992307692308
ANKRD26	-1.88008333333333
HCRTR1	0.1025
LOC399947	-0.444333333333333
PSD2	-0.38125
TIGD2	-1.30466666666667
SCRN1	-1.550625
COQ10A	-2.022
DDI2	-0.3345
METTL7B	0.135
UCN2	1.2675
FAM92A3	-1.039
WDR16	-0.727
ZNF511	-0.0826666666666667
ZMYM5	-1.130125
POLR3G	-2.7535
ZNF586	0.261
C1orf49	0.606833333333333
TANK	0.714
RCAN1	-0.6775
PELI3	1.83783333333333
LIMD2	0.759583333333333
TMEM189	1.4
NTN4	-1.99825
LOC151300	1.0335
CLEC2A	-1.264
GPR135	-0.768375
DPYSL4	-2.3338
JAK2	-0.0528333333333333
TSHZ1	-0.0906666666666667
TM9SF4	-0.051625
ZNF264	0.598833333333333
SIRPG	2.694625
BICD1	-0.01075
HERC6	3.79466666666667
METTL5	-1.0585
CASP1	1.2525
PRRT1	-0.546666666666667
PLA2G4C	2.199
ICA1L	-0.612857142857143
TPTE2	1.32866666666667
OTUD7A	1.62283333333333
AQP11	-1.26725
APOA2	-4.8807
KALRN	0.367
SECTM1	3.29141666666667
IFNAR1	0.5905
TALDO1	0.256
RAB11FIP4	0.605166666666667
EIF5A	-0.45
FAM49A	2.01125
NEGR1	0.151833333333333
YTHDC2	0.398625
EHD2	-0.181125
NCF1	3.4971
SCRT2	1.9305
HOXA5	-0.821333333333333
NUP133	-0.15575
FGF12	-1.545875
SLMO2	1.039625
SNTA1	0.605375
CACNG2	0.0657142857142857
GCM1	0.3355
ELF1	-0.1535
TLR5	2.622
TCFL5	-0.753833333333333
RBMY2FP	0.073
LOC100125556	0.657125
FAM129B	0.834
MAP3K7IP1	0.4235
NCK2	0.5815
OXA1L	-0.48625
FMO9P	1.041
ZSCAN12	-0.41525
PSMD12	1.353
HSCB	-1.14975
CLDN10	-3.0635
MGC13053	-0.5215
HPCAL4	-0.382333333333333
ASZ1	-0.9855
MEX3D	0.506416666666667
NFAT5	-1.7664
CSPG4LYP1	0.1445
FBXO3	0.6607
DVL1	-0.124
CMKLR1	2.50266666666667
TYMS	-2.265125
PEF1	1.60725
ZNF750	2.97783333333333
MCM5	-0.2086
MEGF11	-0.5725
KCNK7	0.2705
PTP4A3	0.6325
C1QTNF2	-1.79916666666667
OR6S1	-1.3155
FAM122B	-1.2945
ZNF551	-0.5765
HBQ1	-2.2375
GEMIN6	-0.6715
ARSK	0.4555
RBP7	1.804
CPNE9	0.238
DSC1	0.481
LOC730112	-0.13475
MAP2K4	-0.222
HS3ST5	-2.237
EPB41L3	-0.3315
TEKT2	-0.733
CDKN2B	1.41825
ZNF480	-1.08225
MAP3K6	1.0009
MAP6	2.35583333333333
HN1	1.0994
OR2L13	0.2455
SLC16A11	0.859
FAM96A	-1.0165
APOL1	2.35225
C5orf32	0.09925
RTP1	-0.1886
RNF175	-0.38625
ZBTB41	0.739
AHCTF1	-1.0059
SAE2	-0.4503
ITGA2	0.143166666666667
MME	-0.322666666666667
CCDC14	-2.21075
MAST4	1.29621428571429
KRT33B	-0.8285
KCTD2	1.40016666666667
WDR26	0.912416666666667
MFI2	0.05825
NR4A3	-0.777625
ARSA	1.70275
UNKL	0.212333333333333
SULT6B1	0.222
CCNA2	-2.014
SOX15	0.8775
PPAPDC1B	-0.0988333333333333
C19orf44	0.3925
MCAT	0.936083333333333
ARID1B	0.4475
OR52N1	-0.285
C12orf48	-1.5395
MAGI1	-1.47225
NIPA2	-1.06775
GBX2	-0.53125
RSHL3	-0.7515
RAVER1	0.669333333333333
C15orf17	0.071
SLC30A2	-0.05625
ZNF518	-1.52575
PCYT1B	-0.45575
C10orf114	-1.4895
EIF3H	0.100833333333333
SLC25A39	0.338166666666667
KIF1B	-1.229875
AMOTL2	0.6205
C6orf120	0.495375
PSRC1	-1.0985
PLA2G10	-1.8915
KIF5C	2.0525
MRPL37	-0.396
C17orf62	2.133
C9orf135	-2.9242
DUSP10	0.676
CLCNKB	0.5115
PSMA5	0.1475
C8orf53	0.189
AMPD3	0.595833333333333
PIAS1	-0.658
ADCYAP1R1	-0.004
GYLTL1B	-0.48125
CDH20	0.051
FBXO7	-0.48975
TMEM134	1.49533333333333
FLJ14213	1.7625
ZNF3	0.05775
LRRFIP1	0.09925
CNOT2	-0.0761666666666667
ABI3	3.025
ALDH5A1	-0.443583333333333
HNT	3.0547
SERPINA4	-0.955666666666667
TK2	0.49475
STMN1	-1.538
GUCA2A	0.268333333333333
GALNT10	0.418142857142857
DPP6	-0.6157
C9orf93	-0.40275
PRELID2	-1.970625
STK39	0.015625
SFTPA1	-1.016
CKS2	-2.56522222222222
RHO	0.414625
C20orf135	1.03775
XKR3	-1.989
CR1	1.116625
RPS6KA2	0.317071428571429
C20orf112	1.25175
MRPL22	0.0165
C4orf23	1.37283333333333
GADD45B	2.14075
KLHDC1	0.358166666666667
C2orf48	-1.076
ZNF287	0.5485
DAAM2	-0.8935
DPPA2	-3.1442
TCTN3	0.158833333333333
DNAJB11	0.3085
FPR1	3.83025
DEFB4	0.078
PTCD2	-0.9471
SMOC2	4.86566666666667
CABP7	1.32125
SERPINB11	1.00775
MAGEF1	-0.824
NDE1	0.763
ITGA10	1.197
FSHB	0.207
ANXA2	0.050875
HORMAD2	0.77575
HLCS	0.729
MCF2L	1.26283333333333
FH	-0.9075
TBC1D24	0.6395
KIAA1505	0.391
LGALS2	-2.01
CNBD1	0.3435
SYNPO2L	-1.917
PTPN23	-0.492857142857143
C1orf183	-0.4205
MAGEA8	-2.41575
DGCR8	-1.92375
GSR	0.102
PAQR7	0.54075
ZNF676	-0.72875
CACNA1C	0.3666
SP7	1.3395
PDCD6	0.35875
NRN1L	-1.116
BRI3BP	0.0616666666666667
KIAA1183	0.7015
ASB4	0.6985
CCL23	1.3286
OBSL1	0.25
SLC12A7	1.86791666666667
KIAA0240	1.40675
CD1B	-3.14433333333333
FCGR2A	2.0845
MDC1	-0.176
HTR1A	0.5655
OCEL1	0.86425
ATP11B	-0.417125
FBXO34	-0.088
PCDH12	4.1225
RPE	-0.18625
C17orf74	-0.3225
CSDC2	1.11566666666667
PET112L	0.24
TMBIM1	1.78975
P2RXL1	0.0335
TCHP	-0.25275
TRMT1	-0.685833333333333
F2RL2	0.905166666666667
LRRC32	3.11583333333333
IMPG2	0.3015
BGLAP	-0.19875
LOC493869	-0.749083333333333
MRAS	1.28225
SLC35F5	0.38375
CBWD1	0.3065
AXL	-0.027625
ATP2C2	2.302
TELO2	0.25175
PNPLA3	-3.97525
PCDHB14	0.44925
CD276	1.23425
KRT80	0.879875
DUSP28	-1.0195
CSNK1E	-0.612583333333333
SRP14	0.4405
KCNQ4	0.1345
KRT72	0.485
CCDC117	-0.30475
C6orf89	0.505
TUBB2B	-5.3982
RTN4IP1	-1.691
CR1L	-2.8235
CEND1	0.628
C12orf41	1.494
RNF31	0.9595
UBN1	0.144333333333333
C17orf32	1.243125
SLC5A7	0.08875
GPR92	1.9545
ESAM	2.4941
CTNNA1	1.11658333333333
HRBL	0.8771
CBX4	1.7435
TMEM182	-0.44
SH3TC2	-1.5355
IL10	1.50966666666667
PXMP4	0.8435
RNF167	0.1386
PAK7	0.336833333333333
ETV3	-0.85
ATPIF1	-0.297333333333333
LOC554207	-3.19
OR8H1	0.761
WDFY3	0.488875
DPM1	0.245
GPSM1	-0.054
WDR92	-0.5336
LRP1	1.0665
ANKH	0.613875
THUMPD3	-0.6165
POLR1B	-0.54425
OLFM4	2.70583333333333
RAD9B	-0.147
TSPY2	-3.5065
PAX6	-2.867
SCG2	-2.81975
SLC17A6	-0.5395
FMO3	3.388125
PADI4	0.553125
TUBB4	-0.077
NLK	-0.9235
POU4F3	0.1835
SDF4	0.493
ITGBL1	3.65633333333333
NETO1	-1.567875
TAP2	1.122125
ABBA-1	0.306833333333333
GNAI1	-0.663
VPS4B	0.704
NOPE	-0.5511
GALNT6	2.668
SESN1	-0.575875
GBE1	-2.32833333333333
CLASP1	0.29025
RASGEF1B	1.467125
ACOT11	-0.408857142857143
AFAP1	0.393
OR2H2	-0.1985
DPY19L2P1	-2.2055
DZIP1	-1.90925
SEC22C	-0.438416666666667
GPR161	-0.819583333333333
RNF146	-0.1835
WDR74	0.300625
GALP	-0.145
PURA	0.71575
DNPEP	1.71016666666667
RP11-78J21.1	-0.649
ERBB2	2.30475
FANCM	-1.12958333333333
NEO1	0.212666666666667
DDX3Y	-5.3769
RPS3A	-0.706125
MXRA7	1.84307142857143
LGALS3	-1.42633333333333
GLT8D1	-0.27025
CFL2	-2.14466666666667
UPB1	0.3755
NAP1L5	-0.938375
CLDN14	0.236
DHX38	0.004
BTBD1	-0.30275
TARS2	0.208666666666667
ABCF1	0.7183
FCF1	-0.436666666666667
LRRC49	-1.22025
GUCY1B2	-2.358
C1orf177	-0.101833333333333
SMARCA4	0.185071428571429
LRP8	-1.196
TAGLN3	-0.69075
MRPL14	-0.31425
TTRAP	-0.29225
ZDHHC20	-0.55975
NFE2L3	-1.45525
KIAA1377	0.33025
PALMD	0.9571
TMEM43	0.17175
TTL	-1.09
STAT5B	-0.907166666666667
SSB	-0.591125
OR10H5	-0.0175
SLC22A13	-0.35975
AKAP3	-1.86125
TIMM23	0.434833333333333
OAS2	3.59541666666667
KIAA0423	0.32175
TRIM11	1.08
GLIS3	1.474375
TMEM50B	0.822166666666667
ARHGEF4	-1.179625
DEGS1	0.604272727272727
TBL1XR1	0.191033333333333
G6PD	-0.20475
SP140	2.1619
MUC17	-0.0847692307692308
NUDC	0.7958
DNAJC5B	3.64
SCARA3	-2.30916666666667
CPA3	5.46666666666667
BCAT2	0.18825
MFN1	-0.6798
NRG3	0.384
SNX11	1.22525
PLEKHH1	-0.197833333333333
GPR177	-2.432
HCFC2	-0.0665
TCAP	-0.34775
MOCOS	-3.15675
C14orf93	-0.72725
PRDM10	-0.543333333333333
SLC16A4	0.380916666666667
SRGAP1	-0.0688333333333333
VIP	-0.182
DUSP27	-0.242833333333333
LILRA1	0.7909
MC2R	0.394
MGC24103	-3.71975
MBTD1	-2.839
FUT11	0.2355
USP33	0.4978
C15orf39	-0.392
MAP3K12	0.4635
PAAF1	-0.194666666666667
BARHL1	-0.0445
FLJ16165	0.1785
PIWIL2	-3.0935
SYNE1	0.0728181818181818
CMTM4	0.109125
TSPYL1	0.3655
GUF1	-1.5115
TMEM157	1.9835
WDR44	-0.0375
HIST1H3C	1.1655
DKFZp666G057	1.14
RNPEP	1.30775
GAS2L2	-0.3545
ADH4	-5.31675
GRPR	0.0155
FBXL17	1.96675
ZBTB10	1.018
Gcom1	0.586944444444444
HTRA1	1.5759
ZNF585A	-0.145
SLC26A2	-0.399071428571429
OTOP3	0.194
WISP1	2.981
ATP2B4	-0.634666666666667
FLJ10769	0.496
CRAMP1L	0.240375
CHST12	-0.20875
RAB22A	1.48158333333333
TARDBP	-0.0453571428571428
STAU1	0.5175
CRB3	2.61233333333333
MIG7	-1.4205
CHMP1A	0.842166666666667
ZNF160	0.01175
B3GALT6	0.114125
BARX1	-1.42433333333333
C6orf167	-2.20525
NXNL1	1.114
DHX29	0.39925
HADHB	-0.67425
PLXNB2	1.763875
ILDR1	-1.6555
SLC15A3	3.81925
GAS2	-4.07116666666667
C20orf69	-0.849
NUMB	-0.55975
TNIP1	0.444
MESP1	3.35633333333333
PSKH1	-0.86175
NSFL1C	0.621875
RHOG	0.9465
HEY1	-1.279
KNG1	-1.608375
ITGAX	2.664
LIN9	-0.4895
CANT1	2.622875
XRN1	0.156785714285714
CCDC96	1.5758
HEATR6	-1.04716666666667
GNG7	0.118
RUNX2	1.4011875
SOX1	0.494333333333333
FCRL5	0.5384
ZNF99	-0.340125
FAM9A	2.51
SNX22	0.525666666666667
MBNL3	-2.43316666666667
ODC1	-3.0399
ADORA2B	-2.78333333333333
NR2F6	2.07125
ZFYVE16	-0.211777777777778
SYNJ2BP	-0.2507
POLE	-0.101
E2F2	-0.82875
THRA	0.428
PTGES2	0.1245
HIP1R	1.26983333333333
TMUB1	0.734166666666667
ENO3	-2.6145
RSPH10B	-0.2465
CXorf39	-0.060125
IRGC	-0.0665
GPR109B	-1.904
FLJ13305	-1.985
LCE3A	-0.416
TNFRSF18	0.888833333333333
DET1	-0.113
TRPM3	-0.89575
C16orf79	-0.46
FECH	0.267166666666667
RAP2A	-0.372
CRIP1	1.89233333333333
AZIN1	0.5445
SLC7A7	3.99825
IL10RA	1.7225
TMEM64	-2.07925
CDC42EP4	1.0398
C16orf58	0.3916
ARG2	-3.4225
POU5F1P4	-5.01025
FAM62B	0.252125
DNAH8	-2.38755555555556
ASH2L	0.08825
TSLP	-3.99833333333333
CNTNAP5	-0.492
TMEM16C	-0.48325
IFNA14	0.542
SLC1A3	1.3825
CABYR	0.45425
BCL7B	0.4252
NUDT13	-2.45633333333333
C13orf28	0.88775
C1orf53	-0.69025
ARL6IP4	0.8579
RPL35A	-0.69475
EMR3	2.03733333333333
RAB40C	1.30458333333333
SLC41A1	-1.07083333333333
LRCH1	-0.71475
LY6G5B	-1.059
FAM124A	0.212615384615385
MGC10981	-4.3525
CLIP3	0.1721
MAP4K2	1.35283333333333
CHIC1	-1.03475
SULF1	5.1255
C20orf30	-0.157071428571429
PRDM5	-1.31825
ELOVL1	1.7985
C11orf48	-0.09225
SLC39A10	-0.296
KCNV1	0.2165
ACP1	-1.137
ZMYM2	-1.772125
B3GNT6	0.442166666666667
C9orf69	2.02275
C2orf15	0.80425
C20orf166	0.138
HSP90AA6P	-0.7375
EDG7	0.1355
NEURL	1.47925
LPL	-0.426333333333333
CLEC2D	0.288857142857143
GRRP1	1.3485
CD8B	-1.787
HIST1H3D	0.291
SLC6A12	1.521
FAM27L	0.234
CD84	2.8155
RASA1	-0.8235
PHKG1	1.0185
MAGEA11	-0.633
IMPA1	-0.4327
NPM3	-1.4015
RARRES1	4.57625
SH3BP1	0.752625
B3GNTL1	0.9695
ARPC5L	0.14
KLHL26	0.7995
SIM2	-2.14625
GJC1	0.715
C20orf194	-0.432
EXO1	-1.653
SLC2A2	-3.00416666666667
LOC285074	-1.647
LRG1	0.94875
KIRREL	-0.59
PIK3R1	0.691785714285714
C4orf34	0.89525
MAF	-0.982
ADCY4	3.85533333333333
ZMIZ2	0.141
SLC46A3	2.18066666666667
STAMBP	-0.440333333333333
CCDC16	0.14775
MS4A12	0.011
TCF20	-0.264
LRRC46	1.8605
C20orf152	0.8245
MRPS6	-0.468625
ABCB11	-0.3985
KCNC2	-0.461666666666667
CDH19	-2.3745
C9orf123	-1.02833333333333
SSH3	1.158875
LDLRAD1	-3.001
CCBE1	-0.42675
ZNF135	0.916
TAAR1	-0.502
WFDC12	-0.6325
CCDC42	0.540666666666667
FLJ12529	-0.325
PER1	-0.289666666666667
TIMM50	0.384166666666667
SMARCAD1	-1.24683333333333
FAM26C	-0.081
TP53TG3	-1.92916666666667
SH3RF1	0.9841
LMCD1	2.513
GPR63	-1.076
FLJ21986	-2.226375
AIFM3	-0.36825
MICAL1	0.475
BLZF1	1.445
IQCA	0.943666666666667
PCDHGC3	0.464
SAC	0.15675
BCL6B	2.2815
DDO	0.02625
MARCO	3.8135
DCHS1	0.608
C1orf170	0.1055
CD200R1	2.06766666666667
C22orf15	-0.32
SEPT11	-0.221
ADNP	-0.22025
UST	-0.8367
C13orf34	-1.86133333333333
RFFL	0.450428571428571
APBA3	0.622
C2orf60	-0.6305
CUTL1	-0.12
PMS1	-1.176375
ZNF689	-0.077
EIF3E	-0.787
IL9	0.843333333333333
RPL31	-0.65025
LY9	1.228
ATP2B3	0.145
KDELR2	1.070625
TFCP2	0.348375
NLRP12	0.182625
FLJ45422	0.5395
TLE4	-0.1813
ZNF570	0.4015
FLJ43806	0.3945
TLK2	-0.13575
CIR	0.56875
MARS2	0.6395
COL24A1	0.528
SDF2L1	-0.333
HIBADH	-0.858166666666667
IGFBP3	-1.23842857142857
C12orf23	0.134875
PSPC1	-0.34025
C20orf43	1.36825
TRAV20	0.117
ARHGAP24	1.15575
KIAA1975	-1.78725
C1QA	4.1238
DNTT	-5.516
C10orf6	-0.5305
C11orf41	0.02275
HNRPF	0.611
COL11A1	6.97733333333333
UBAP2	-0.524166666666667
CDKN2AIPNL	-1.8425
C20orf174	4.792
SPRED2	0.4525
PLA2G12A	-0.405666666666667
ICEBERG	-1.62083333333333
SCN10A	0.00800000000000001
C11orf65	-0.5615
GBP5	6.0055
PITPNC1	-0.407166666666667
POU3F3	1.876
NCOA7	-0.368875
LIN7C	0.2995
LOC348840	-1.3595
NKX2-2	-1.26825
ANKRD13D	1.221
LOC123688	-0.8775
FUT2	2.334
TAAR8	0.655
FZD4	-0.14275
PNMA3	-0.780833333333333
OR4L1	0.597
WIT1	-2.33125
EXOC3L	2.07775
ATPBD4	-1.146
KRBA1	-0.6435
UBXD6	0.0405
HOXB7	0.383642857142857
C7orf23	-0.416
UNQ338	-0.62025
STAB2	-0.0115
CDC20B	0.38825
IRF9	3.38225
CENTG1	1.68175
TNPO2	-0.522
MCPH1	-0.071125
BMS1P5	-2.15375
SLC26A7	0.4985
HIST1H3J	0.3665
C9orf3	0.5476
LBH	2.04925
MYO1D	0.8355
PTDSS2	-0.09325
NFU1	-0.20325
DEPDC4	-1.01775
WNT7B	1.5912
GLP2R	-0.0005
SETD4	-0.1353
DYNLT3	-1.0167
FKBP11	-0.808166666666667
SESTD1	-1.31266666666667
FLII	0.7625
RPS16	-0.3703
CHPF	1.595
CSNK2A1	-0.306333333333333
SUMO1P1	0.40225
FKBP6	0.053
ZNF214	-1.123
TWIST1	0.392
DDX56	0.208333333333333
TRAM1L1	1.562
EPO	-3.18066666666667
MRPS18B	-0.21825
ZNF682	-0.6415
RPL14	-0.563166666666667
MAFF	-0.408
LOC51136	-0.55625
LY96	0.3955
DDX20	-0.02475
ABTB1	1.37383333333333
ARL5A	-0.0218
CCT6A	-1.14975
HEPACAM	-1.80083333333333
EHHADH	-2.0775
RBAK	-0.733166666666667
CGB1	0.136
ITGB5	1.4212
YIPF3	-0.0525
FKBP2	0.0505
NR1D1	-0.7688
TMEM110	1.624
NEK2	-0.2385
PRAMEF8	-3.314
C20orf52	0.0658333333333333
PCDHGA3	-1.0525
VWA3B	-0.70725
NDUFA5	-0.249625
THAP9	-1.05225
FLVCR2	0.941166666666667
AP1S1	-1.1135
SMAD6	-0.3755
SAV1	-0.588625
SAT1	0.9335
ZNF251	1.39225
ADAMTS7	0.6675
RPP38	-0.53375
C1orf211	-0.461
YPEL2	0.86365
RBMS1	-0.2045
ZNF445	-0.305166666666667
NRXN2	0.793166666666667
PGBD4	-1.753125
UGT2B28	-3.5295
WBSCR16	-0.4121
NLRC3	1.020125
ASTL	0.7375
ST6GALNAC1	-1.95825
ZADH2	-0.945625
MLLT4	0.141416666666667
ARL6	-0.3725
MEF2C	0.38525
CBFA2T3	-0.6255
AFF3	1.91592857142857
COG7	0.4915
MYB	-2.3955
PLXNA3	0.3825
XRCC2	-1.22483333333333
MMS19	-0.6925
ST8SIA5	-1.51366666666667
CHPT1	-1.693
KIAA1712	-1.5735
OR6X1	-0.1365
ACTR3	0.29975
UGCG	0.0961666666666667
OR4P4	1.267
ZAP70	-1.266
LPP	0.332375
ZNF485	-1.1805
PTPRCAP	1.5595
IL12RB1	1.30875
ATRX	-0.5701
CHST8	-1.203625
C14orf109	-0.07125
ARV1	-0.1085
NMB	-0.585857142857143
COX5A	-0.902
EIF6	0.82225
MPPED2	-0.1455
SEMG1	-1.5585
CHRDL1	-0.6135
TRAF3IP2	0.52725
WNK2	-0.15775
LILRA4	2.97066666666667
LAMA2	4.393
PXT1	-0.5715
RLBP1	-2.97366666666667
CD300C	1.83925
SLTM	0.02975
FLJ10404	0.1736875
APOBEC3D	-0.245833333333333
RENBP	1.72866666666667
ATXN7L1	0.0805
NID1	1.54525
TUBGCP3	-0.709875
ITIH5	0.0927058823529412
CCDC110	0.64525
C8A	-3.39275
MGC87042	-1.3605
HOXC13	-0.36025
TFDP2	-1.577
HCP5	2.107875
POLI	-0.594
UCN	-0.490666666666667
ZNF764	0.669833333333333
C8orf45	-0.053
FHL3	-0.41275
SPATA5L1	-1.31275
MMRN2	3.02433333333333
NDST1	0.969166666666667
COL20A1	-0.148
ZNF248	-0.4275
PELP1	0.229166666666667
MBL2	-3.6775
RNF41	0.5615
C5orf24	-0.028
THOC5	-0.324
SERINC3	1.0055
RP11-151A6.2	0.216
CDCP2	0.21975
HIST1H2AA	0.798
C11orf75	1.10133333333333
FKBP7	-0.1765
DDOST	0.76025
GPNMB	1.89266666666667
TTF2	-1.3125
KCNT1	0.5625
SLC39A14	0.1445
NGRN	0.8069
GPR137B	2.19225
MECP2	-0.346
PSMA1	0.9225
C16orf73	-5.75275
TMEM60	0.286333333333333
CSN3	0.165
NOS1	0.379666666666667
RAB7L1	0.423166666666667
YBX2	-0.273
KIAA1166	-0.7175
FUBP3	0.777333333333333
ABCG1	2.158
ACACA	-0.841666666666667
ARL11	1.2046
ATOH1	-0.358
ODF1	-0.0965
CREB3L3	-1.27933333333333
TMEM127	2.15057142857143
DSCAML1	-0.5595
PLN	2.8495
LYPLA1	-0.453583333333333
PRDM9	-1.814
SASP	-0.734
PLUNC	0.280833333333333
INTU	-1.3685
HISPPD1	-1.13075
LNPEP	0.3875
YARS2	-0.343333333333333
APCDD1L	-1.518
ZCCHC4	0.0234
FBXO22	-0.403
TTLL13	0.103
ZNF669	-0.995166666666667
PTGDR	3.20125
DDX27	0.99975
KIAA0409	0.03
GJB6	0.800333333333333
ASB8	1.7485
PLP2	0.274
MEPE	0.75925
OR10J5	0.1285
KRT222P	0.01575
COQ7	-0.244166666666667
C1orf101	0.77125
RERG	0.2601
CHMP5	0.505125
THAP11	0.45425
ZNF43	-0.830666666666667
ZRANB3	-1.54716666666667
KRT13	-0.5795
MRPL19	-0.668625
RBBP9	-0.1965
SPATA17	0.173625
BXDC5	0.214333333333333
PAFAH1B1	-0.000583333333333322
MAGEE1	0.16125
OSTF1	-0.000750000000000001
KIAA0323	0.0244166666666667
TXNDC13	-0.7805
CNTN4	1.47375
LCE1B	0.3275
UNQ501	1.62225
ZNF154	-0.30975
C3orf64	0.25175
SYT5	0.0293333333333333
PON1	-0.261666666666667
FLJ10357	-0.5745
ATP4A	-0.6855
GNPDA1	0.628
MGAT1	1.6245
C14orf121	0.5015
SLC35B2	0.5325
MIER3	-0.0203333333333333
CHEK1	-3.10725
ZNF8	-0.5695
TXNDC1	-0.281833333333333
CKB	-2.1978
RTN3	1.0805
FZD2	-1.26066666666667
PART1	-0.00937499999999997
PSMB6	0.35225
PCDHB8	-1.2065
PHC3	-0.1133
PPP1R8	-0.421333333333333
NOVA2	2.11866666666667
TNFRSF11B	-3.89625
GOLPH3	0.461166666666667
