Hybridization REF	TCGA-BH-A18P-11A-43R-A12D-07
TCHP	-1.27675
TRMT1	-1.37583333333333
F2RL2	-0.0655
LRRC32	2.9485
IMPG2	0.00850000000000001
BGLAP	0.0215
LOC493869	-1.60666666666667
MRAS	4.154875
SLC35F5	-0.046
CBWD1	-0.1785
AXL	-1.28
ATP2C2	0.86475
TELO2	-1.148
PNPLA3	-1.63775
PCDHB14	1.50575
CD276	-0.44075
KRT80	-1.470625
DUSP28	-0.271
CSNK1E	-0.0105833333333333
SRP14	0.9695
KCNQ4	-0.0495
KRT72	0.0201666666666666
CCDC117	0.082625
C6orf89	0.511111111111111
TUBB2B	-0.716166666666667
RTN4IP1	-0.91225
CR1L	-3.55083333333333
CEND1	-0.2195
C12orf41	-0.5975
RNF31	-0.358
UBN1	-0.390666666666667
C17orf32	-0.134125
SLC5A7	0.18475
GPR92	0.224833333333333
ESAM	3.0505
CTNNA1	0.3145
HRBL	0.1577
CBX4	-0.628
TMEM182	0.10375
SH3TC2	0.4365
IL10	1.01266666666667
PXMP4	0.0205
RNF167	0.1168
PAK7	3.45433333333333
ETV3	-0.1595
ATPIF1	-1.06
LOC554207	-0.268333333333333
OR8H1	-0.311
WDFY3	0.976875
DPM1	-0.65875
GPSM1	-0.157
WDR92	-0.2482
LRP1	1.11016666666667
ANKH	-0.621
THUMPD3	-0.89525
POLR1B	-1.631
OLFM4	4.0975
RAD9B	0.63125
TSPY2	-4.12
PAX6	-1.88883333333333
SCG2	-3.835375
SLC17A6	0.64925
FMO3	3.5265
PADI4	-0.06475
TUBB4	-0.3845
NLK	-1.214
POU4F3	-0.599
SDF4	-0.21025
ITGBL1	0.5045
NETO1	-1.538375
TAP2	-0.19975
ABBA-1	-0.162416666666667
GNAI1	2.92975
VPS4B	0.95175
NOPE	-0.281
GALNT6	0.6155
SESN1	0.697
GBE1	0.998888888888889
CLASP1	0.26225
RASGEF1B	1.278375
ACOT11	-0.345785714285714
AFAP1	0.8965
OR2H2	0.19775
DPY19L2P1	-0.15975
DZIP1	-1.78375
SEC22C	-0.13125
GPR161	-0.443916666666667
RNF146	1.5265
WDR74	-1.36175
GALP	-0.2365
PURA	1.56425
DNPEP	0.414833333333333
RP11-78J21.1	-0.464
ERBB2	1.017875
FANCM	-0.9035
NEO1	0.168
DDX3Y	-5.095
RPS3A	0.2615
MXRA7	1.29928571428571
LGALS3	1.19733333333333
GLT8D1	-0.20925
CFL2	0.582166666666667
UPB1	-0.1265
NAP1L5	0.6325
CLDN14	-2.3535
DHX38	-0.3645
BTBD1	0.633
TARS2	-0.611333333333333
ABCF1	-0.8992
FCF1	0.0783333333333333
LRRC49	0.0055
GUCY1B2	-2.631
C1orf177	0.1575
SMARCA4	-1.67542857142857
LRP8	-4.12466666666667
TAGLN3	-0.696
MRPL14	-1.191
TTRAP	0.3025
ZDHHC20	-0.0165
NFE2L3	-2.45825
KIAA1377	1.96
PALMD	3.5756
TMEM43	0.29225
TTL	-1.4215
STAT5B	-0.2165
SSB	-0.34025
OR10H5	0.078
SLC22A13	-0.734
AKAP3	0.87475
TIMM23	-0.126
OAS2	0.553833333333333
KIAA0423	0.77275
TRIM11	-0.347166666666667
GLIS3	0.85625
TMEM50B	0.905
ARHGEF4	1.052625
DEGS1	0.0921818181818182
TBL1XR1	0.6735
G6PD	-1.64525
SP140	-0.0316
MUC17	0.221285714285714
NUDC	-0.5943
DNAJC5B	0.218833333333333
SCARA3	-0.703833333333333
CPA3	5.06833333333333
BCAT2	-0.158625
MFN1	-0.3899
NRG3	0.342
SNX11	0.41525
PLEKHH1	-0.582666666666667
GPR177	1.09366666666667
HCFC2	1.03
TCAP	-0.166
MOCOS	-2.41275
C14orf93	0.3715
PRDM10	-0.502
SLC16A4	0.941166666666667
SRGAP1	-0.427666666666667
VIP	0.992
DUSP27	0.458666666666667
LILRA1	0.363
MC2R	0.073
MGC24103	-1.1685
MBTD1	-1.13
FUT11	-0.887166666666667
USP33	0.7502
C15orf39	-0.95075
MAP3K12	-0.11125
PAAF1	-1.06516666666667
BARHL1	-0.2625
FLJ16165	0.179
PIWIL2	-1.271
SYNE1	1.61725
CMTM4	-0.03875
TSPYL1	1.2503
GUF1	-0.861666666666667
TMEM157	0.9585
WDR44	0.08975
HIST1H3C	0.18775
DKFZp666G057	-0.06375
RNPEP	-0.8175
GAS2L2	1.289
ADH4	-2.71025
GRPR	0.285666666666667
FBXL17	-0.16575
ZBTB10	0.356416666666667
Gcom1	1.82133333333333
HTRA1	1.1787
ZNF585A	0.394833333333333
SLC26A2	-0.110538461538462
OTOP3	0.4798
WISP1	-0.821777777777778
ATP2B4	0.711666666666667
FLJ10769	0.5915
CRAMP1L	-0.10225
CHST12	-0.3645
RAB22A	-0.120833333333333
TARDBP	-0.492571428571429
STAU1	-0.3005
CRB3	0.372333333333333
MIG7	-1.07325
CHMP1A	-0.4595
ZNF160	0.351125
B3GALT6	-0.2625
BARX1	-2.10233333333333
C6orf167	-1.7744375
NXNL1	0.519
DHX29	0.418
HADHB	1.08175
PLXNB2	0.617625
ILDR1	-0.99475
SLC15A3	1.78075
GAS2	-0.0808333333333333
C20orf69	0.25875
NUMB	-0.09475
TNIP1	1.06675
MESP1	2.84383333333333
PSKH1	0.45825
NSFL1C	0.183375
RHOG	0.13475
HEY1	-1.163
KNG1	-1.68642857142857
ITGAX	0.4326
LIN9	-1.25416666666667
CANT1	-0.579875
XRN1	0.412071428571429
CCDC96	0.9832
HEATR6	-1.7055
GNG7	1.83008333333333
RUNX2	-0.212
SOX1	0.21
FCRL5	-0.2459
ZNF99	0.10575
FAM9A	-0.632
SNX22	-0.427666666666667
MBNL3	-1.34066666666667
ODC1	-2.1914
ADORA2B	-1.81983333333333
NR2F6	-0.176
ZFYVE16	-0.235611111111111
SYNJ2BP	0.9378
POLE	-1.66328571428571
E2F2	-2.38675
THRA	2.19583333333333
PTGES2	-1.223
HIP1R	0.5965
TMUB1	-0.564666666666667
ENO3	-1.92225
RSPH10B	0.2085
CXorf39	-0.354375
IRGC	0.52475
GPR109B	4.3325
FLJ13305	0.052
LCE3A	-0.512
TNFRSF18	-1.626
DET1	0.59625
TRPM3	0.163545454545455
C16orf79	-1.0665
FECH	-0.720833333333333
RAP2A	-0.0255
CRIP1	0.205166666666667
AZIN1	-0.501
SLC7A7	1.986
IL10RA	0.3409
TMEM64	-2.26475
CDC42EP4	1.0913
C16orf58	-0.2326
ARG2	-1.7845
POU5F1P4	-5.58625
FAM62B	0.129125
DNAH8	-2.1006
ASH2L	-0.027625
TSLP	1.42133333333333
CNTNAP5	-0.226666666666667
TMEM16C	4.76775
IFNA14	0.7335
SLC1A3	1.84525
CABYR	0.446
BCL7B	0.4165
NUDT13	-0.590166666666667
C13orf28	0.07875
C1orf53	0.61375
ARL6IP4	0.6654
RPL35A	0.05075
EMR3	-0.4045
RAB40C	0.275916666666667
SLC41A1	0.423833333333333
LRCH1	0.11325
LY6G5B	-0.1325
FAM124A	0.194928571428571
MGC10981	-4.58266666666667
CLIP3	0.7798
MAP4K2	-0.4695
CHIC1	0.37575
SULF1	1.40133333333333
C20orf30	0.4265
PRDM5	0.0575
ELOVL1	-0.05975
C11orf48	-1.16175
SLC39A10	-0.91525
KCNV1	0.4475
ACP1	-0.6742
ZMYM2	-0.300625
B3GNT6	0.0883333333333333
C9orf69	-0.13525
C2orf15	-0.0245
C20orf166	0.1615
HSP90AA6P	-1.0325
EDG7	-0.3965
NEURL	-1.32975
LPL	7.24166666666667
CLEC2D	-0.248214285714286
GRRP1	2.8855
CD8B	-3.2985
HIST1H3D	-2.12516666666667
SLC6A12	0.2885
FAM27L	0.1335
CD84	0.5145
RASA1	-0.112
PHKG1	1.2205
MAGEA11	-0.655
IMPA1	-0.5079
NPM3	-2.339
RARRES1	4.14425
SH3BP1	-0.448625
B3GNTL1	-0.8505
ARPC5L	-0.6535
KLHL26	0.6315
SIM2	-1.93275
GJC1	-0.0595
C20orf194	1.114
EXO1	-5.2025
SLC2A2	-1.6925
LOC285074	-0.70375
LRG1	-0.745
KIRREL	0.0755
PIK3R1	2.30285714285714
C4orf34	0.44825
MAF	-0.2675
ADCY4	4.39216666666667
ZMIZ2	-0.0376
SLC46A3	2.167
STAMBP	-0.424833333333333
CCDC16	0.58025
MS4A12	0.22
TCF20	0.2245
LRRC46	-0.368
C20orf152	0.0055
MRPS6	0.1485
ABCB11	0.2175
KCNC2	1.16066666666667
CDH19	-1.34316666666667
C9orf123	0.471166666666667
SSH3	0.74375
LDLRAD1	-3.40875
CCBE1	0.75125
ZNF135	1.12275
TAAR1	0.808
WFDC12	0.353
CCDC42	0.253166666666667
FLJ12529	-0.52075
PER1	0.765333333333333
TIMM50	-0.796
SMARCAD1	-0.782666666666667
FAM26C	0.3495
TP53TG3	-1.31983333333333
SH3RF1	1.2101
LMCD1	2.15775
GPR63	-0.994
FLJ21986	0.96325
AIFM3	-0.99475
MICAL1	-1.25916666666667
BLZF1	0.365666666666667
IQCA	2.49016666666667
PCDHGC3	0.778
SAC	0.58375
BCL6B	2.46733333333333
DDO	0.7445
MARCO	2.8615
DCHS1	1.44766666666667
C1orf170	1.21433333333333
CD200R1	0.6585
C22orf15	-0.3025
SEPT11	-0.112166666666667
ADNP	-1.03125
UST	0.3091
C13orf34	-1.81333333333333
RFFL	-0.0288571428571429
APBA3	-0.397
C2orf60	-0.572875
CUTL1	-0.3939
PMS1	-0.74775
ZNF689	-0.388
EIF3E	0.232833333333333
IL9	0.2562
RPL31	-0.032875
LY9	0.225333333333333
ATP2B3	-0.19325
KDELR2	-0.751625
TFCP2	0.2225
NLRP12	-0.5385
FLJ45422	-0.59825
TLE4	0.0992
ZNF570	0.147
FLJ43806	-0.339
TLK2	-0.602
CIR	1.58875
MARS2	-1.004
COL24A1	-0.41
SDF2L1	-2.003
HIBADH	1.1185
IGFBP3	-2.34871428571429
C12orf23	0.18375
PSPC1	-0.1345
C20orf43	0.0845
TRAV20	0.6025
ARHGAP24	2.16525
KIAA1975	-0.07625
C1QA	3.0525
DNTT	-5.1532
C10orf6	-0.313666666666667
C11orf41	-1.3195
HNRPF	-0.367
COL11A1	0.129
UBAP2	-0.955
CDKN2AIPNL	-1.922
C20orf174	1.59625
SPRED2	0.19075
PLA2G12A	0.023
ICEBERG	-0.809166666666667
SCN10A	-0.231
C11orf65	0.56875
GBP5	2.49975
PITPNC1	-1.144
POU3F3	0.3935
NCOA7	1.862125
LIN7C	0.2492
LOC348840	-0.144
NKX2-2	-1.7945
ANKRD13D	-0.208875
LOC123688	1.246
FUT2	0.813666666666667
TAAR8	-0.0485
FZD4	1.717
PNMA3	0.704666666666667
OR4L1	0.028
WIT1	-2.49625
EXOC3L	1.50775
ATPBD4	0.3701
KRBA1	-0.6855
UBXD6	0.1305
HOXB7	0.296357142857143
C7orf23	0.387
UNQ338	3.43475
STAB2	2.3025
CDC20B	-0.0760000000000001
IRF9	0.79225
CENTG1	0.376666666666667
TNPO2	-0.95425
MCPH1	0.271625
BMS1P5	-0.89825
SLC26A7	0.689
HIST1H3J	-0.8375
C9orf3	0.8401
LBH	0.99675
MYO1D	0.25325
PTDSS2	0.022
NFU1	2.165
DEPDC4	-1.0625
WNT7B	0.0437
GLP2R	-0.534
SETD4	-0.9818
DYNLT3	-0.2968
FKBP11	-1.84783333333333
SESTD1	1.66033333333333
FLII	0.4875
RPS16	0.0404
CHPF	-1.16116666666667
CSNK2A1	-0.593
SUMO1P1	0.251
FKBP6	-0.246
ZNF214	1.4275
TWIST1	3.04183333333333
DDX56	-1.29716666666667
TRAM1L1	1.6579
EPO	-3.25516666666667
MRPS18B	0.05475
ZNF682	-0.438166666666667
RPL14	0.173333333333333
MAFF	1.179
LOC51136	-0.18125
LY96	0.12625
DDX20	-0.66825
ABTB1	1.599
ARL5A	0.4316
CCT6A	-1.69
HEPACAM	1.7495
EHHADH	1.14366666666667
RBAK	-0.1435
CGB1	-0.057
ITGB5	0.1384
YIPF3	-0.04325
FKBP2	-0.1245
NR1D1	0.4731
TMEM110	-0.1265
NEK2	-5.14733333333333
PRAMEF8	-3.10125
C20orf52	-0.902166666666667
PCDHGA3	-0.0915
VWA3B	-0.084
NDUFA5	0.68725
THAP9	-0.10725
FLVCR2	-0.2185
AP1S1	-1.829375
SMAD6	0.563
SAV1	1.2945
SAT1	0.688625
ZNF251	0.79
ADAMTS7	-0.4122
RPP38	-0.1055
C1orf211	-2.578
YPEL2	1.5883
RBMS1	0.643
ZNF445	-0.169333333333333
NRXN2	0.396166666666667
PGBD4	0.317375
UGT2B28	-1.11175
WBSCR16	-0.2321
NLRC3	0.239125
ASTL	-0.06025
ST6GALNAC1	-1.82175
ZADH2	0.118375
MLLT4	0.632
ARL6	0.117166666666667
MEF2C	1.4665
CBFA2T3	-0.8255
AFF3	0.5125
COG7	-0.467
MYB	-1.1325
PLXNA3	0.072
XRCC2	-2.48166666666667
MMS19	-0.385625
ST8SIA5	-0.712125
CHPT1	0.955166666666667
KIAA1712	-0.66025
OR6X1	0.742
ACTR3	-0.491875
UGCG	-0.0108333333333333
OR4P4	0.1815
ZAP70	-3.5705
LPP	1.599375
ZNF485	-0.57725
PTPRCAP	-0.467
IL12RB1	0.01325
ATRX	0.7229
CHST8	-1.182125
C14orf109	0.171
ARV1	0.204
NMB	3.33228571428571
COX5A	-0.306666666666667
EIF6	-1.48225
MPPED2	1.042
SEMG1	-0.647
CHRDL1	4.0245
TRAF3IP2	1.026
WNK2	-0.296142857142857
LILRA4	1.66583333333333
LAMA2	5.14675
PXT1	-0.182
RLBP1	-2.20025
CD300C	-0.026
SLTM	0.374375
FLJ10404	-0.351625
APOBEC3D	-3.30316666666667
RENBP	0.584166666666667
ATXN7L1	0.16425
NID1	0.38475
TUBGCP3	-0.65075
ITIH5	3.4735
CCDC110	2.05075
C8A	-2.80175
MGC87042	1.31675
HOXC13	-2.4855
TFDP2	-0.67525
HCP5	1.180375
POLI	1.42525
UCN	-1.2845
ZNF764	0.1375
C8orf45	0.50075
FHL3	-1.0165
SPATA5L1	-1.12075
MMRN2	3.47716666666667
NDST1	0.538333333333333
COL20A1	-0.218
ZNF248	-0.107666666666667
PELP1	-0.6755
MBL2	-1.9548
RNF41	0.75225
C5orf24	0.440625
THOC5	-0.213875
SERINC3	0.579166666666666
RP11-151A6.2	0.692
CDCP2	-0.04675
HIST1H2AA	-0.07375
C11orf75	0.448833333333333
FKBP7	-0.000999999999999999
DDOST	-0.72725
GPNMB	0.871166666666667
TTF2	-1.61983333333333
KCNT1	0.106666666666667
SLC39A14	-1.4435
NGRN	0.5161
GPR137B	0.61
MECP2	0.499625
PSMA1	-0.87075
C16orf73	-4.8865
TMEM60	0.185
CSN3	0.5585
NOS1	0.504
RAB7L1	0.338333333333333
YBX2	1.0315
KIAA1166	-0.0455
FUBP3	-0.0311666666666667
ABCG1	-0.2565
ACACA	0.0673333333333333
ARL11	-0.2848
ATOH1	-0.0645
ODF1	-0.146666666666667
CREB3L3	-1.79166666666667
TMEM127	0.6585
DSCAML1	1.3485
PLN	3.45466666666667
LYPLA1	-1.02033333333333
PRDM9	-1.33466666666667
SASP	1.51475
PLUNC	0.185833333333333
INTU	1.1475
HISPPD1	-0.92375
LNPEP	0.4795
YARS2	-0.760833333333333
APCDD1L	-0.3765
ZCCHC4	-0.1669
FBXO22	-0.8725
TTLL13	-0.592
ZNF669	0.0955
PTGDR	2.73475
DDX27	-0.6715
KIAA0409	-0.3095
GJB6	0.14975
ASB8	1.073
PLP2	-0.7145
MEPE	0.21325
OR10J5	-0.241
KRT222P	2.72125
COQ7	-0.122166666666667
C1orf101	1.106
RERG	2.5471
CHMP5	0.271375
THAP11	0.2765
ZNF43	0.381833333333333
ZRANB3	-0.831
KRT13	3.722375
MRPL19	-0.818
RBBP9	-0.4005
SPATA17	-0.05475
BXDC5	0.0511666666666667
PAFAH1B1	-0.517583333333334
MAGEE1	0.245
OSTF1	0.1665
KIAA0323	0.0375
TXNDC13	0.255666666666667
CNTN4	1.118875
LCE1B	0.7665
UNQ501	-0.01025
ZNF154	0.389
C3orf64	1.5465
SYT5	-0.0702
PON1	0.235833333333333
FLJ10357	1.292
ATP4A	0.101
GNPDA1	-1.15416666666667
MGAT1	0.752166666666667
C14orf121	0.1965
SLC35B2	-0.543
MIER3	0.0656666666666667
CHEK1	-5.48975
ZNF8	-0.8185
TXNDC1	-0.536
CKB	0.4359
RTN3	0.954785714285714
FZD2	-2.095
PART1	0.22475
PSMB6	-0.166
PCDHB8	-0.136
PHC3	0.0383
PPP1R8	-0.487
NOVA2	1.7205
TNFRSF11B	-3.612875
GOLPH3	0.137
UBLCP1	-0.19075
SUHW3	-1.30975
TTLL1	0.65075
OPN4	0.766
OR13G1	0.474
ZPBP2	-0.2178
HSD17B11	0.29075
C9orf50	-0.134
DHDDS	1.4815
CTSW	0.5825
NEFM	-1.47616666666667
MRPL28	-0.81675
SYN1	-0.02
PIGV	0.2455
ZIM2	-0.2985
APBB1	0.817333333333333
SND1	-0.6875
C1orf123	1.12533333333333
CHD3	-0.67175
BHLHB8	-0.24075
RNASE2	-0.656333333333333
BCAP31	0.867875
SLC25A44	0.0673333333333333
CHD6	-0.2567
PIB5PA	1.39076923076923
SELS	0.0315
LOC541471	-1.59675
FAT2	2.37
ZNF81	0.3465
OR4C16	0.283
FLJ10081	0.1259
LRRC4	0.65025
CS	0.942333333333333
N4BP2	-0.80925
IGFBP7	1.856
ZNF318	0.151083333333333
NDNL2	0.904375
ZNF609	0.31675
SIRT4	0.64525
EXOSC10	-0.37225
ECE2	0.2575
OVGP1	-0.02825
GTPBP3	-1.6345
PACS2	0.863
C19orf36	1.13183333333333
ARL4C	-0.066875
ATG4B	-0.403625
UBQLNL	0.93225
RHOXF2B	-4.5365
PLEKHG2	-0.2445
GALR1	2.708
AQP4	0.437833333333333
HDAC7A	0.319333333333333
DCUN1D3	0.9965
OR8A1	0.7835
CCRN4L	-0.53875
CBR4	-0.385
KIFC1	-4.34683333333333
SLC7A14	-0.915333333333333
LHX5	-0.435
TRPC7	-0.525
LPXN	-1.53
SERPINA1	-3.2005
RPS13	0.1667
BPIL3	-0.678
PRKAA1	-0.8775
FADS2	-0.646
ENAH	0.04225
PRO1768	-0.519
APBA2BP	-0.33525
LIPH	1.8775
C3orf33	0.21725
RCC2	-1.70385714285714
ALDH1A2	-2.3801
RNF103	1.2565
AHCY	-1.767125
ALG12	0.184
CCL17	-0.18625
ZNF543	0.687833333333333
ESRRG	1.806
CNGA1	2.90175
RDH5	3.78066666666667
OTX1	-1.5382
PTGFR	0.148666666666667
CDR2	-0.974375
SELE	3.557
NLGN2	-0.5685
EXOSC9	-0.8225
ZNF566	0.332833333333333
KLRC2	-3.464
GPR12	0.334
KIAA0196	-0.12975
PDRG1	-1.06375
SSR3	-0.706857142857143
MSI1	-1.2445
CST9	0.2305
CC2D1A	-0.123
PLAGL1	0.831888888888889
ZNF778	-0.5725
RNF2	0.013
KLF6	2.02733333333333
THBD	2.18083333333333
tcag7.1314	0.89375
NR5A1	-0.014
ABCD2	3.705
DNAJC7	-1.51525
CLEC4C	-0.442
TM2D3	1.208
CCDC4	-0.8775
PLAC2	-1.89275
DCD	1.004
FAAH	0.814625
POLA1	-0.963166666666667
TM7SF2	2.22675
FLJ39822	-0.389
FLOT2	0.146875
MAP4K1	-1.21533333333333
SRP68	0.014
C21orf74	0.0615
ARPC5	-0.390125
LOC126075	1.3235
HECW2	0.96125
ZDHHC4	0.21975
ANKRD42	1.1832
PDE9A	0.384
ABCA8	3.61125
NDUFS2	0.09275
UBR5	-0.473875
BTBD16	-2.66825
LOC554174	0.3035
ZNF20	0.594
KIAA1843	-0.0285
WDR17	0.302375
C15orf33	0.653
RNF113A	-0.53125
CAMKK1	-0.9203
CLCN2	-1.17775
ANXA6	1.193
LOC340069	-0.0625
EMID1	-0.374875
DPM3	-0.2185
ELA1	-0.391
SLC25A13	-1.4293
KRT24	-0.0925
SMPD1	0.144666666666667
TH	-0.405625
COL6A2	-0.00728571428571428
ANKS1B	0.93625
GPR126	-2.309
ZC3H12A	1.29766666666667
TMEM47	2.45233333333333
C2orf51	0.0105
C1orf88	1.86283333333333
HSF2BP	-0.85075
AKAP10	0.152
RPAP3	-0.7275
KLHDC8B	2.0345
STOM	1.2253
MUPCDH	-0.0895
C10orf72	0.64625
PLEKHA3	0.63175
TCP11L1	-0.6755
CWF19L1	-0.251
SPEF1	0.0090769230769231
YSK4	0.552
ELN	1.4503
SAMD8	0.790333333333333
MPI	-1.11416666666667
MEPCE	-0.2382
ABCC3	-1.47
NANOGP1	-2.82
KCNK17	1.6355
HLA-DMB	3.78333333333333
RRAGA	1.10925
ANGEL1	-0.797
RBM32B	-0.225
CPN1	-2.7605
MGC52282	-0.062
HLA-A	0.906916666666667
OR9G4	0.1515
EDNRB	0.775375
SCD	2.89878571428571
C14orf80	-2.33733333333333
BAGE2	-0.487
RABL4	0.961
RCVRN	-0.4175
SHANK1	0.292
NLRP7	-3.91625
CD226	0.21325
STAT3	0.3796875
SYNJ2	-1.3359
TPCN2	-0.0975
WDR36	-0.8515
MBD4	-0.39675
ROBO1	0.0993
ST3GAL6	-0.769
SLAMF8	0.837166666666667
ATN1	0.581
GPR141	-0.22425
KRT36	0.608
TPH1	-0.231
DDX52	-0.28
ZSCAN29	-0.326166666666667
TRPT1	0.543833333333333
DPEP3	0.05325
DENND4A	-0.622125
TSPAN16	0.084
PTCHD2	0.211
LOC145814	-0.9555
CAP1	-0.45
EIF5A2	-0.3911
NT5DC3	-0.4955
SEPT9	-1.94875
SEZ6L2	-1.001125
EGFLAM	4.14625
VPS11	0.827
NDUFB5	0.7375
CIDEA	5.1055
IER5L	-1.02525
N6AMT1	0.13925
FAM83C	0.03275
OXR1	1.44475
IRX1	2.1075
DGKB	0.2275
GCN5L2	-2.19775
MIR16	0.131625
FBXW9	-0.90775
WDR4	-2.47216666666667
PDC	-0.371
VPS33B	-0.7965
HEXB	-0.22125
FLJ32214	-0.18025
TCEB3	-0.5055
CRLF1	-2.6975
ABI3BP	1.28375
C8orf22	-3.4285
PYCR1	-2.693875
KIAA1706	2.97675
CDK5R2	0.24975
WAS	0.03
C12orf60	-1.048
CCBL2	0.4315
MADD	-0.4125
C5orf34	-2.08725
WDR42A	0.5517
KLF12	-0.394
HSPA1A	0.82525
ITM2C	-1.02383333333333
DAPK2	4.08883333333333
LOC442590	1.7475
SUMF2	0.976875
CENPA	-5.46038461538462
TMED5	0.105875
CDH6	0.0697
BRP44	0.550625
THG1L	-1.352
GABRA2	0.1545
C14orf166	0.12075
MYL1	-0.8355
TNFSF18	0.35
PAP2D	-0.859333333333333
PPIB	-0.65725
KLHL4	-0.828375
SFN	-0.252333333333333
CCDC127	0.367
FRAP1	-0.19625
GOLGA5	0.2065
SDCCAG1	0.28225
MGC21675	-0.341333333333333
C10orf95	-0.8995
KIAA1345	0.0528333333333333
C1orf163	-1.022
LACE1	-0.217833333333333
OR10K2	-0.044
CENPN	-3.43356
TMED2	0.56225
UGT1A6	-1.2575
ANG	1.34575
U2AF1	-0.421666666666667
CASC2	0.0713333333333333
NMT2	1.5845
OSGEPL1	0.166375
DFNB31	-0.572
SLC6A20	0.032875
DKC1	-1.7235
FXYD4	-0.59075
WDR64	-0.09825
MGC5590	0.376
CREBZF	-0.551166666666667
DAZ1	0.43675
PRPSAP1	-0.17075
GCHFR	0.082
TTC7A	-0.692125
LOC196993	0.373
UBD	0.00466666666666666
S100A1	1.580375
RPL6	0.2665
DNAJB6	0.14235
NAGS	0.081
C2orf58	0.461
KERA	1.31416666666667
MT1X	0.129
UBE2B	1.1667
KEAP1	0.454
MST1	-2.60125
OMA1	0.6145
ABLIM2	1.34575
BCL2L13	0.245916666666667
JAZF1	0.822333333333333
TMEM63B	-0.143
S100A8	-0.2836
ARFIP2	-0.064
UROS	0.47625
KHDRBS2	-0.98
POLQ	-4.466
SOAT1	-1.2275
SPAG4	-2.92075
MRPS30	-1.236
LOC494141	0.75175
OR2T11	0.085
ORAOV1	-0.4932
ZNF184	-0.336333333333333
TCEB3B	0.4315
ADAM21	0.0815
GDPD1	-0.05875
SPINLW1	-0.023
PRR14	-0.400833333333333
KCTD9	0.3241
NUDT3	-0.28975
KIAA1822	0.5535
HIST1H4K	-0.2475
DFNA5	-1.339
GABPA	0.05275
C14orf44	0.8575
POLB	-0.229625
PTAR1	-0.1215
SEC31A	0.0109
TRIM58	-0.9585
TAS2R14	-0.031
VPS8	-0.13475
H1F0	0.542166666666667
PRKCB1	-3.68866666666667
UGT2A1	0.2035
TOR1B	-0.69225
LSS	-0.02725
C2orf19	0.191
HNRNPC	-0.601
TMEM100	3.28116666666667
LOC116349	0.7315
OR51M1	0.689
CCDC142	-0.92925
ISG15	-0.929
ZCCHC14	0.07475
CREBL2	1.94225
TGDS	-0.34825
DC2	-1.519
CACNA2D3	-1.10528571428571
ZNF429	-0.405125
LYPD6	0.835666666666667
SUCLG1	1.51033333333333
OR51I1	-0.804
MAGEH1	1.71075
PRPF40A	-0.308
SMR3A	0.1385
SPINK2	-0.6625
THAP2	0.476
NPY5R	3.324375
IRF4	-3.12925
SPESP1	1.23466666666667
OR10S1	-0.2775
DTD1	-0.8415
TUBE1	0.47625
DDX19A	-0.5925
PDPN	-1.513625
TMEM34	0.588
MGAM	0.039
COL3A1	4.0855
GFM2	-0.5256
OR5A2	0.3955
PSG9	-1.2075
ARHGEF11	0.278
IVNS1ABP	-0.58
SIGIRR	0.47475
DUSP19	0.05025
DNAJC14	-0.3071
ACSS1	-0.073625
IL1RAPL2	0.0165
C4orf30	-0.4145
SEPT4	3.5135
LANCL3	-1.8075
SPAG17	0.9435
PRDX3	0.13925
HNF1A	-1.7935
P4HA2	-1.672375
RFWD3	-1.8005
MOV10	-0.996
DNAJA5	0.547214285714286
LOC729440	0.125
LOC200383	0.66
SMC2	-2.80075
MIXL1	-1.03533333333333
TMEM9	-0.68
FAM86A	-0.075
ZNF174	0.3484
MYH14	-0.9225
CCR8	-0.03
VPS37C	0.0383333333333333
GPATCH1	0.2215
B3GNT8	2.1555
TBX4	-0.8885
CNR2	0.0331666666666667
PCDH1	0.9925
C5orf29	1.262125
OCIAD2	-0.22975
PLCG2	1.28975
KIAA0247	1.275625
HRH3	0.2066
CAPN13	1.543375
CCR1	-1.3768
MGC15523	0.370555555555556
UVRAG	1.05966666666667
DNAJA2	0.199833333333333
ITGA2B	-0.537333333333333
CLDN5	4.447375
PTPRN2	-0.7725
ZNF512	-0.0753333333333333
PSAP	0.172285714285714
CCDC140	0.073
LRRC55	-0.12375
CYP26C1	-0.0755
C8orf47	0.96575
LYN	-0.334
DUSP6	2.48483333333333
TGFB3	2.10586666666667
ELK1	-0.5484
PCDH11Y	0.174166666666667
HGD	-3.23125
C17orf58	-0.193
MYO3A	-0.537
SERPINE2	-5.37733333333333
AARSD1	-0.7305
C14orf73	-1.73175
ADAM33	0.46025
ZNF491	-0.1215
MAPK6	-1.33483333333333
TCN1	4.33766666666667
SLC24A6	0.508
UBE2R2	0.36025
H1FNT	0.314
TATDN2	-0.535333333333333
LILRB1	0.321
P2RY5	2.9795
NUCB2	-0.19675
C2orf37	-0.7915
SNX27	0.155333333333333
MTA3	0.1675
FOXO4	0.988
ID4	3.32933333333333
SOX5	0.492333333333333
PXMP3	0.645875
OR52M1	-0.242
SFT2D3	0.021125
INA	-3.22883333333333
MCOLN1	0.80025
NFIX	1.2158
CLEC14A	5.4605
HIBCH	0.972666666666667
PLA2G5	1.66175
TIMM10	-0.547
MED17	-0.059
COL4A4	-0.2355
TPP1	0.3935
GJA3	-1.29483333333333
TMPRSS5	0.04075
AADACL3	0.1025
DNMBP	-0.42825
