Hybridization REF	TCGA-BH-A0DI-01A-21R-A12P-07
OTOP3	0.337166666666667
WISP1	3.64566666666667
ATP2B4	0.785666666666667
FLJ10769	0.826
CRAMP1L	-0.71075
CHST12	-0.66125
RAB22A	0.306
TARDBP	-0.358071428571429
STAU1	0.02325
CRB3	1.39366666666667
MIG7	-1.557
CHMP1A	0.225666666666667
ZNF160	-0.07625
B3GALT6	0.134125
BARX1	-1.11783333333333
C6orf167	-1.9756875
NXNL1	0.2755
DHX29	0.31775
HADHB	-0.08825
PLXNB2	1.40225
ILDR1	-1.25575
SLC15A3	3.0645
GAS2	-3.34483333333333
C20orf69	-0.3275
NUMB	0.216
TNIP1	0.338375
MESP1	-0.626
PSKH1	0.01875
NSFL1C	0.331625
RHOG	0.34
HEY1	-0.757833333333333
KNG1	-1.644875
ITGAX	2.2787
LIN9	-0.738666666666667
CANT1	1.417
XRN1	0.140357142857143
CCDC96	0.9916
HEATR6	-1.08566666666667
GNG7	0.569083333333333
RUNX2	1.76275
SOX1	0.9022
FCRL5	1.2048
ZNF99	-0.270125
FAM9A	-0.278
SNX22	0.4445
MBNL3	-2.8565
ODC1	-2.4043
ADORA2B	-2.02383333333333
NR2F6	0.2835
ZFYVE16	0.1485
SYNJ2BP	0.041
POLE	-1.093125
E2F2	-1.37725
THRA	1.471
PTGES2	-0.737333333333333
HIP1R	0.175166666666667
TMUB1	-0.0801666666666667
ENO3	-2.4615
RSPH10B	0.933
CXorf39	0.42725
IRGC	0.20075
GPR109B	-0.46625
FLJ13305	-1.212
LCE3A	-0.165
TNFRSF18	-1.13433333333333
DET1	0.2055
TRPM3	-0.168
C16orf79	-0.9125
FECH	-0.4955
RAP2A	0.0533333333333333
CRIP1	-0.163166666666667
AZIN1	-0.26675
SLC7A7	3.454
IL10RA	1.1048
TMEM64	-1.80875
CDC42EP4	1.0154
C16orf58	-0.2589
ARG2	-2.75775
POU5F1P4	-4.481
FAM62B	0.36375
DNAH8	-2.267
ASH2L	2.004375
TSLP	-1.696
CNTNAP5	0.233333333333333
TMEM16C	-0.545
IFNA14	0.215
SLC1A3	0.999875
CABYR	-0.21875
BCL7B	-0.0634
NUDT13	-1.43566666666667
C13orf28	0.4105
C1orf53	0.06025
ARL6IP4	0.3756
RPL35A	-0.4385
EMR3	0.48225
RAB40C	0.49425
SLC41A1	-0.533833333333333
LRCH1	0.46025
LY6G5B	-0.675
FAM124A	-0.0661428571428571
MGC10981	-3.64066666666667
CLIP3	0.9526
MAP4K2	0.256166666666667
CHIC1	0.52725
SULF1	4.17933333333333
C20orf30	0.121214285714286
PRDM5	-0.023
ELOVL1	0.39225
C11orf48	-0.849625
SLC39A10	-0.53575
KCNV1	-0.1155
ACP1	-0.913166666666667
ZMYM2	-0.83575
B3GNT6	0.462333333333333
C9orf69	0.09625
C2orf15	1.10225
C20orf166	0.231
HSP90AA6P	-1.341
EDG7	-0.8125
NEURL	0.482625
LPL	2.22933333333333
CLEC2D	-0.130214285714286
GRRP1	1.60533333333333
CD8B	-2.49
HIST1H3D	0.475833333333333
SLC6A12	0.381125
FAM27L	0.592
CD84	2.094
RASA1	0.0595
PHKG1	0.0615
MAGEA11	-1.121
IMPA1	-1.2499
NPM3	-0.69075
RARRES1	4.56075
SH3BP1	0.5295
B3GNTL1	0.524
ARPC5L	-0.274333333333333
KLHL26	0.80775
SIM2	-1.241
GJC1	0.6395
C20orf194	0.28825
EXO1	-2.64075
SLC2A2	-1.63883333333333
LOC285074	-0.5705
LRG1	0.1635
KIRREL	0.3935
PIK3R1	2.0775
C4orf34	0.301
MAF	0.0299444444444445
ADCY4	3.438
ZMIZ2	0.6409
SLC46A3	1.70866666666667
STAMBP	-0.7135
CCDC16	0.7305
MS4A12	0.3665
TCF20	0.0885
LRRC46	0.863
C20orf152	0.5485
MRPS6	-0.27
ABCB11	0.248
KCNC2	2.35716666666667
CDH19	-2.5425
C9orf123	-0.186833333333333
SSH3	0.4105
LDLRAD1	0.23775
CCBE1	-0.55675
ZNF135	1.040375
TAAR1	0.5565
WFDC12	-0.066
CCDC42	0.253
FLJ12529	-0.585
PER1	0.413
TIMM50	-0.4885
SMARCAD1	-0.3665
FAM26C	0.53
TP53TG3	-0.205166666666667
SH3RF1	1.3357
LMCD1	2.83325
GPR63	0.1695
FLJ21986	-2.061375
AIFM3	-0.658
MICAL1	0.5225
BLZF1	-0.220666666666667
IQCA	2.36916666666667
PCDHGC3	-0.4285
SAC	0.81325
BCL6B	2.303
DDO	1.00875
MARCO	2.65525
DCHS1	1.973
C1orf170	1.368
CD200R1	0.833
C22orf15	-0.098
SEPT11	0.0445
ADNP	-0.517
UST	0.2901
C13orf34	-1.69666666666667
RFFL	0.3715
APBA3	-0.1705
C2orf60	-0.633875
CUTL1	-0.0502
PMS1	-0.982428571428572
ZNF689	-0.0995
EIF3E	-0.749833333333333
IL9	0.509833333333333
RPL31	-0.384375
LY9	0.565333333333333
ATP2B3	0.0105
KDELR2	0.23225
TFCP2	-0.4195
NLRP12	0.289375
FLJ45422	-0.58725
TLE4	0.1022
ZNF570	0.173
FLJ43806	-0.046
TLK2	-0.4555
CIR	0.57975
MARS2	-1.0015
COL24A1	1.40375
SDF2L1	-0.2505
HIBADH	-0.433166666666667
IGFBP3	-1.78721428571429
C12orf23	0.997125
PSPC1	-0.05925
C20orf43	0.35375
TRAV20	-0.291
ARHGAP24	1.6555
KIAA1975	-1.175375
C1QA	3.5431
DNTT	-5.55633333333333
C10orf6	-0.3195
C11orf41	0.771625
HNRPF	-0.03525
COL11A1	6.60116666666667
UBAP2	-1.22516666666667
CDKN2AIPNL	-1.079
C20orf174	4.073
SPRED2	0.14
PLA2G12A	-0.185666666666667
ICEBERG	-1.561
SCN10A	-0.3105
C11orf65	-0.7595
GBP5	4.8375
PITPNC1	-0.0198333333333333
POU3F3	2.701
NCOA7	0.268625
LIN7C	-0.1417
LOC348840	-0.8075
NKX2-2	-0.27825
ANKRD13D	0.48675
LOC123688	0.154
FUT2	0.723666666666667
TAAR8	0.4025
FZD4	0.486
PNMA3	0.381333333333333
OR4L1	0.325
WIT1	-2.15075
EXOC3L	1.17475
ATPBD4	-0.7179
KRBA1	-0.4245
UBXD6	-0.69475
HOXB7	0.0263571428571429
C7orf23	-0.668
UNQ338	0.63475
STAB2	1.464
CDC20B	-0.0275
IRF9	1.95225
CENTG1	0.968083333333333
TNPO2	-1.35525
MCPH1	-0.053375
BMS1P5	-1.89125
SLC26A7	0.90725
HIST1H3J	0.414
C9orf3	0.2522
LBH	2.00325
MYO1D	1.151875
PTDSS2	-0.16425
NFU1	0.19875
DEPDC4	-1.839
WNT7B	1.9173
GLP2R	0.127666666666667
SETD4	-0.9372
DYNLT3	-0.233
FKBP11	-0.441166666666667
SESTD1	0.405333333333333
FLII	0.3225
RPS16	-0.1954
CHPF	1.50483333333333
CSNK2A1	-0.395666666666667
SUMO1P1	-0.2145
FKBP6	-0.243
ZNF214	0.0231666666666667
TWIST1	1.80666666666667
DDX56	-0.688666666666667
TRAM1L1	2.5405
EPO	-2.60433333333333
MRPS18B	-0.20625
ZNF682	-0.319333333333333
RPL14	-0.699166666666667
MAFF	0.053
LOC51136	-1.29125
LY96	0.8705
DDX20	-0.503
ABTB1	1.01283333333333
ARL5A	-0.1072
CCT6A	-1.25075
HEPACAM	-0.871
EHHADH	-1.08983333333333
RBAK	-0.8655
CGB1	1.85125
ITGB5	1.8381
YIPF3	-0.213
FKBP2	0.052
NR1D1	-0.2212
TMEM110	0.47
NEK2	-2.79966666666667
PRAMEF8	-2.406
C20orf52	-0.883666666666667
PCDHGA3	-0.32
VWA3B	-1.0505
NDUFA5	0.141
THAP9	-1.0565
FLVCR2	-0.258666666666667
AP1S1	-2.127125
SMAD6	-0.44725
SAV1	0.28825
SAT1	1.46575
ZNF251	0.122875
ADAMTS7	0.544
RPP38	-0.39075
C1orf211	-1.5295
YPEL2	1.15715
RBMS1	0.478
ZNF445	-0.813166666666667
NRXN2	0.919166666666667
PGBD4	-0.28
UGT2B28	-2.49825
WBSCR16	-0.5447
NLRC3	0.356875
ASTL	0.132
ST6GALNAC1	-2.774
ZADH2	0.059
MLLT4	-0.4965
ARL6	-0.223833333333333
MEF2C	1.0355
CBFA2T3	-1.432
AFF3	1.21671428571429
COG7	-0.0236666666666667
MYB	-1.77183333333333
PLXNA3	0.2075
XRCC2	-2.26116666666667
MMS19	-0.2465
ST8SIA5	-0.4665
CHPT1	-0.759333333333333
KIAA1712	-1.88075
OR6X1	0.4555
ACTR3	-0.203375
UGCG	0.972666666666667
OR4P4	0.915
ZAP70	-2.405
LPP	1.062375
ZNF485	-0.73475
PTPRCAP	0.53125
IL12RB1	0.5435
ATRX	0.0438
CHST8	-0.52175
C14orf109	0.185
ARV1	0.21175
NMB	-0.236714285714286
COX5A	-0.8615
EIF6	-0.41625
MPPED2	-0.191
SEMG1	-2.1315
CHRDL1	0.1005
TRAF3IP2	1.695
WNK2	-0.125
LILRA4	2.67283333333333
LAMA2	4.98425
PXT1	0.234
RLBP1	-3.43075
CD300C	1.10275
SLTM	-0.3025
FLJ10404	0.383625
APOBEC3D	-1.88366666666667
RENBP	0.6135
ATXN7L1	0.1665
NID1	1.0955
TUBGCP3	-1.09025
ITIH5	2.26205555555556
CCDC110	2.31
C8A	-2.35825
MGC87042	-0.15975
HOXC13	1.33475
TFDP2	-1.42825
HCP5	1.187375
POLI	-0.03075
UCN	-0.568166666666667
ZNF764	0.0333333333333333
C8orf45	0.399
FHL3	0.1495
SPATA5L1	-1.136
MMRN2	3.05266666666667
NDST1	1.11783333333333
COL20A1	0.1165
ZNF248	-0.5855
PELP1	-0.477
MBL2	-2.5505
RNF41	0.07975
C5orf24	0.19425
THOC5	-0.449875
SERINC3	0.525333333333333
RP11-151A6.2	0.83375
CDCP2	-0.002
HIST1H2AA	0.34775
C11orf75	0.796333333333333
FKBP7	1.1425
DDOST	0.401
GPNMB	2.54233333333333
TTF2	-2.12216666666667
KCNT1	0.301833333333333
SLC39A14	-0.94925
NGRN	0.8631
GPR137B	2.28875
MECP2	-0.429875
PSMA1	-0.57
C16orf73	-3.98575
TMEM60	0.032
CSN3	0.485
NOS1	0.358333333333333
RAB7L1	-0.103333333333333
YBX2	-0.7205
KIAA1166	-0.28425
FUBP3	-0.543666666666667
ABCG1	1.0205
ACACA	-0.400666666666667
ARL11	0.1501
ATOH1	-0.2775
ODF1	0.378166666666667
CREB3L3	-1.46733333333333
TMEM127	1.18035714285714
DSCAML1	-0.72625
PLN	4.0382
LYPLA1	-1.53416666666667
PRDM9	-1.667
SASP	0.02925
PLUNC	-0.05
INTU	0.09675
HISPPD1	-0.23175
LNPEP	-0.337833333333333
YARS2	-0.5305
APCDD1L	-0.9815
ZCCHC4	-0.8331
FBXO22	-0.760333333333333
TTLL13	-0.3775
ZNF669	-1.09783333333333
PTGDR	1.7705
DDX27	-0.607
KIAA0409	-0.465666666666667
GJB6	0.27625
ASB8	0.8095
PLP2	-0.399
MEPE	-0.116
OR10J5	0.4365
KRT222P	0.72925
COQ7	-0.4015
C1orf101	1.4805
RERG	2.526
CHMP5	-0.18925
THAP11	0.5045
ZNF43	-0.8395
ZRANB3	-1.03883333333333
KRT13	4.720125
MRPL19	-0.729625
RBBP9	-0.14675
SPATA17	0.34625
BXDC5	-0.3735
PAFAH1B1	-0.7025
MAGEE1	0.71
OSTF1	0.624
KIAA0323	-0.582083333333333
TXNDC13	-0.307833333333333
CNTN4	2.12025
LCE1B	1.477
UNQ501	0.31725
ZNF154	0.12525
C3orf64	0.4835
SYT5	0.034
PON1	-0.00883333333333334
FLJ10357	0.481875
ATP4A	-0.5085
GNPDA1	0.0263333333333333
MGAT1	1.77383333333333
C14orf121	0.0215
SLC35B2	0.42775
MIER3	-0.246833333333333
CHEK1	-4.175
ZNF8	-0.432666666666667
TXNDC1	-0.666833333333333
CKB	-0.6779
RTN3	0.660285714285714
FZD2	-0.287333333333333
PART1	0.176125
PSMB6	-0.67625
PCDHB8	-0.723
PHC3	1.5181
PPP1R8	-0.824
NOVA2	1.89833333333333
TNFRSF11B	-2.711875
GOLPH3	1.16066666666667
UBLCP1	0.36675
SUHW3	-1.05525
TTLL1	1.08925
OPN4	0.4995
OR13G1	-0.236
ZPBP2	0.0315
HSD17B11	-0.39225
C9orf50	0.083
DHDDS	0.338571428571429
CTSW	0.8781
NEFM	-1.093
MRPL28	-0.311
SYN1	0.939833333333333
PIGV	-0.0416666666666667
ZIM2	-0.425
APBB1	0.636333333333333
SND1	0.15625
C1orf123	0.357
CHD3	-0.22925
BHLHB8	0.30425
RNASE2	-0.188333333333333
BCAP31	0.6605
SLC25A44	0.254666666666667
CHD6	-0.3507
PIB5PA	2.13038461538462
SELS	0.30475
LOC541471	0.4765
FAT2	1.112
ZNF81	-0.0325
OR4C16	0.5415
FLJ10081	0.0615
LRRC4	1.20825
CS	-0.770333333333333
N4BP2	-0.855875
IGFBP7	2.50275
ZNF318	0.0394166666666667
NDNL2	0.58475
ZNF609	0.00912499999999998
SIRT4	0.32925
EXOSC10	-0.388
ECE2	0.392833333333333
OVGP1	0.646
GTPBP3	-1.2735
PACS2	0.6301
C19orf36	-0.372333333333333
ARL4C	1.11125
ATG4B	0.00887499999999997
UBQLNL	-0.413
RHOXF2B	-3.6595
PLEKHG2	-0.8025
GALR1	-0.6945
AQP4	-0.054
HDAC7A	0.447833333333333
DCUN1D3	0.5065
OR8A1	0.039
CCRN4L	0.44225
CBR4	-1.29366666666667
KIFC1	-2.87183333333333
SLC7A14	-0.876666666666667
LHX5	-0.581
TRPC7	0.0065
LPXN	-0.21075
SERPINA1	-1.852
RPS13	-0.603
BPIL3	-1.03
PRKAA1	-1.00375
FADS2	-0.6901
ENAH	0.6751875
PRO1768	-2.102
APBA2BP	-1.02675
LIPH	1.69566666666667
C3orf33	-0.979
RCC2	0.214571428571429
ALDH1A2	-2.4786
RNF103	1.81775
AHCY	-0.907875
ALG12	0.6525
CCL17	2.02025
ZNF543	0.9325
ESRRG	0.7936
CNGA1	0.39325
RDH5	0.1665
OTX1	-1.0528
PTGFR	-0.971166666666667
CDR2	0.069625
SELE	5.05475
NLGN2	-0.276166666666667
EXOSC9	-0.16225
ZNF566	-0.360166666666667
KLRC2	-4.2575
GPR12	0.5985
KIAA0196	0.3045
PDRG1	-0.191
SSR3	-0.302214285714286
MSI1	-0.225
CST9	0.51
CC2D1A	0.048625
PLAGL1	0.146111111111111
ZNF778	-0.4335
RNF2	0.5
KLF6	2.31883333333333
THBD	1.8865
tcag7.1314	0.4605
NR5A1	0.1975
ABCD2	0.53525
DNAJC7	-2.11325
CLEC4C	0.9135
TM2D3	0.796
CCDC4	-1.2185
PLAC2	-1.52475
DCD	6.586
FAAH	1.454
POLA1	-1.08116666666667
TM7SF2	-1.233
FLJ39822	-0.154333333333333
FLOT2	-0.097625
MAP4K1	0.0448333333333333
SRP68	0.476375
C21orf74	1.3325
ARPC5	0.2375
LOC126075	2.167
HECW2	0.54275
ZDHHC4	-0.45475
ANKRD42	1.1677
PDE9A	-0.0788333333333333
ABCA8	2.36975
NDUFS2	-0.13075
UBR5	-0.961375
BTBD16	-1.7255
LOC554174	0.4005
ZNF20	0.295
KIAA1843	-1.3935
WDR17	-2.51028571428571
C15orf33	0.431
RNF113A	-0.48375
CAMKK1	-0.557
CLCN2	0.58375
ANXA6	0.0795
LOC340069	0.46
EMID1	1.3205
DPM3	-0.433
ELA1	0.2725
SLC25A13	-0.895
KRT24	0.06275
SMPD1	0.955166666666667
TH	-0.04275
COL6A2	2.4165
ANKS1B	2.8755
GPR126	-2.7117
ZC3H12A	-0.552333333333333
TMEM47	1.52383333333333
C2orf51	0.157333333333333
C1orf88	2.164
HSF2BP	-0.367
AKAP10	-0.501
RPAP3	-0.501
KLHDC8B	0.489875
STOM	1.5495
MUPCDH	-0.082375
C10orf72	0.239375
PLEKHA3	0.237166666666667
TCP11L1	-0.2895
CWF19L1	0.154125
SPEF1	1.09969230769231
YSK4	-0.539
ELN	3.2483
SAMD8	0.288833333333333
MPI	-0.7225
MEPCE	0.1272
ABCC3	0.393875
NANOGP1	-2.0795
KCNK17	2.254625
HLA-DMB	4.147
RRAGA	0.83325
ANGEL1	-0.64775
RBM32B	0.122
CPN1	-2.494
MGC52282	-0.1263
HLA-A	2.27316666666667
OR9G4	0.2535
EDNRB	-0.482125
SCD	-1.673
C14orf80	-1.11316666666667
BAGE2	-1.2095
RABL4	1.3065
RCVRN	0.0165
SHANK1	-0.308
NLRP7	-2.342
CD226	1.25925
STAT3	1.197
SYNJ2	-1.2675
TPCN2	-0.218333333333333
WDR36	-0.500833333333333
MBD4	-0.411
ROBO1	-0.3965
ST3GAL6	-2.77725
SLAMF8	2.70433333333333
ATN1	0.6215
GPR141	0.74325
KRT36	0.2245
TPH1	-0.4825
DDX52	-0.49025
ZSCAN29	-0.535333333333333
TRPT1	-0.7055
DPEP3	0.40875
DENND4A	-0.991125
TSPAN16	-0.94
PTCHD2	-0.164
LOC145814	-0.1835
CAP1	0.377333333333333
EIF5A2	-0.0336
NT5DC3	-0.675125
SEPT9	-0.73525
SEZ6L2	0.842375
EGFLAM	3.52725
VPS11	0.859125
NDUFB5	2.0665
CIDEA	3.18366666666667
IER5L	1.855
N6AMT1	0.25425
FAM83C	-0.506
OXR1	0.402333333333333
IRX1	0.97
DGKB	-0.706666666666667
GCN5L2	-2.3105
MIR16	0.287
FBXW9	0.666
WDR4	-2.066
PDC	0.28
VPS33B	-0.2075
HEXB	0.7455
FLJ32214	0.53075
TCEB3	-0.5235
CRLF1	-2.61775
ABI3BP	2.21725
C8orf22	-3.06775
PYCR1	-0.208875
KIAA1706	1.0255
CDK5R2	0.7055
WAS	0.2795
C12orf60	-0.5255
CCBL2	-0.501625
MADD	0.288
C5orf34	-2.04575
WDR42A	0.6762
KLF12	0.2025
HSPA1A	1.99225
ITM2C	-0.151
DAPK2	1.23716666666667
LOC442590	-0.1765
SUMF2	0.357875
CENPA	-3.08092307692308
TMED5	-0.457625
CDH6	-0.0699
BRP44	0.4185
THG1L	-0.1435
GABRA2	-2.185
C14orf166	0.0245
MYL1	-1.569
TNFSF18	-0.2715
PAP2D	-1.26966666666667
PPIB	-0.59325
KLHL4	0.01825
SFN	0.430333333333333
CCDC127	0.553
FRAP1	0.024
GOLGA5	0.11875
SDCCAG1	0.103125
MGC21675	-0.477666666666667
C10orf95	-0.65
KIAA1345	-0.732
C1orf163	-1.17
LACE1	-0.130333333333333
OR10K2	0.502
CENPN	-2.3468
TMED2	0.4395
UGT1A6	1.6895
ANG	0.265
U2AF1	-0.817
CASC2	-0.281833333333333
NMT2	-0.521833333333333
OSGEPL1	-0.400625
DFNB31	-0.582
SLC6A20	0.126625
DKC1	-1.3725
FXYD4	-0.26825
WDR64	0.89875
MGC5590	0.264
CREBZF	-0.174833333333333
DAZ1	-0.50025
PRPSAP1	-0.29575
GCHFR	-0.2715
TTC7A	-0.317125
LOC196993	0.40775
UBD	1.91033333333333
S100A1	-0.082125
RPL6	0.0413333333333333
DNAJB6	0.4539
NAGS	0.4709
C2orf58	0.189
KERA	2.7545
MT1X	0.0215
UBE2B	1.2218
KEAP1	0.858
MST1	-2.926375
OMA1	-0.0415
ABLIM2	0.6455
BCL2L13	-0.30875
JAZF1	0.445166666666667
TMEM63B	0.837
S100A8	0.0229
ARFIP2	0.13625
UROS	0.33625
KHDRBS2	-2.2665
POLQ	-3.274375
SOAT1	-0.67075
SPAG4	-1.64475
MRPS30	-0.844
LOC494141	-0.592
OR2T11	0.14
ORAOV1	1.5804
ZNF184	0.1105
TCEB3B	1.03933333333333
ADAM21	0.555
GDPD1	-0.055
SPINLW1	0.22725
PRR14	0.0788333333333333
KCTD9	-0.6264
NUDT3	0.03475
KIAA1822	1.3208
HIST1H4K	1.606
DFNA5	-0.9095
GABPA	-0.861
C14orf44	0.57975
POLB	0.1865
PTAR1	-0.14475
SEC31A	0.8285
TRIM58	-0.966
TAS2R14	-1.029
VPS8	1.289125
H1F0	-0.1435
PRKCB1	-2.209
UGT2A1	0.4945
TOR1B	0.04025
LSS	-1.326
C2orf19	0.2305
HNRNPC	-0.286642857142857
TMEM100	0.223333333333333
LOC116349	0.48625
OR51M1	0.6815
CCDC142	-1.119
ISG15	0.823375
ZCCHC14	0.424875
CREBL2	1.032125
TGDS	-1.55875
DC2	0.277
CACNA2D3	-1.25614285714286
ZNF429	-0.82675
LYPD6	-0.907333333333333
SUCLG1	-0.0861666666666667
OR51I1	-0.0925
MAGEH1	2.1205
PRPF40A	-0.322
SMR3A	0.5235
SPINK2	-1.01475
THAP2	0.28775
NPY5R	-0.810875
IRF4	-1.577375
SPESP1	1.1905
OR10S1	-0.018
DTD1	-0.8565
TUBE1	-0.91
DDX19A	-0.3005
PDPN	1.086125
TMEM34	1.07366666666667
MGAM	2.4195
COL3A1	6.10677777777778
GFM2	-0.3957
OR5A2	0.1505
PSG9	-0.974
ARHGEF11	0.1465
IVNS1ABP	-0.252625
SIGIRR	0.61525
DUSP19	0.00549999999999999
DNAJC14	0.1327
ACSS1	0.42975
IL1RAPL2	0.414
C4orf30	-1.34175
SEPT4	2.83
LANCL3	-2.1245
SPAG17	0.421333333333333
PRDX3	-0.350875
HNF1A	-1.380375
P4HA2	0.43425
RFWD3	-1.46683333333333
MOV10	-0.264
DNAJA5	0.602571428571429
LOC729440	0.77025
LOC200383	1.89733333333333
SMC2	-2.1415
MIXL1	-0.596666666666667
TMEM9	0.42525
FAM86A	1.117
ZNF174	0.1769
MYH14	-1.53075
CCR8	0.2015
VPS37C	0.416166666666667
GPATCH1	-0.043
B3GNT8	2.693
TBX4	0.193
CNR2	0.377166666666667
PCDH1	1.38375
C5orf29	3.397125
OCIAD2	0.0815
PLCG2	0.9275
KIAA0247	2.377625
HRH3	-0.0809
CAPN13	3.661375
CCR1	0.038
MGC15523	0.210222222222222
UVRAG	0.489833333333333
DNAJA2	-0.238333333333333
ITGA2B	-0.1305
CLDN5	3.668
PTPRN2	-0.420214285714286
ZNF512	0.4265
PSAP	1.7705
CCDC140	-2.968
LRRC55	-1.064
CYP26C1	0.2685
C8orf47	0.22125
LYN	0.342125
DUSP6	0.586666666666667
TGFB3	3.8738
ELK1	-0.1679
PCDH11Y	0.3235
HGD	1.42475
C17orf58	-0.5055
MYO3A	0.386
SERPINE2	-3.57216666666667
AARSD1	-0.803125
C14orf73	-0.55175
ADAM33	0.7175
ZNF491	-0.0145
MAPK6	-1.0005
TCN1	4.44316666666667
SLC24A6	1.0055
UBE2R2	-0.20275
H1FNT	0.3775
TATDN2	-0.376
LILRB1	2.384
P2RY5	1.65
NUCB2	0.06025
C2orf37	-0.50275
SNX27	0.2595
MTA3	0.096125
FOXO4	0.31075
ID4	1.89133333333333
SOX5	-1.7005
PXMP3	0.807
OR52M1	0.136
SFT2D3	0.026
INA	-2.52166666666667
MCOLN1	1.3135
NFIX	0.9154
CLEC14A	5.44016666666667
HIBCH	0.108
PLA2G5	1.56775
TIMM10	-1.14466666666667
MED17	-0.3186
COL4A4	-1.022
TPP1	0.672833333333333
GJA3	-0.525833333333333
TMPRSS5	-1.16125
AADACL3	0.25
DNMBP	0.118
ENPP5	3.88566666666667
NQO1	-0.4723
ZSCAN2	-0.68325
SEC24C	0.2635
GTF2A1L	0.5135
AXIN2	0.2863
FAM33A	-1.13691666666667
C16orf13	-0.3025
SPNS2	0.81225
TAF1	-0.5285
AP1G2	-0.401
RBM42	-0.145166666666667
HCN2	1.86633333333333
EFHB	-0.541166666666667
RUSC1	0.262333333333333
GRIK5	0.3385
USP21	-0.311
ATAD3C	1.34025
ORMDL2	0.027625
PRSS7	-3.16325
PSAT1	-4.44925
FLJ13195	-0.959333333333333
TBC1D1	0.602
IFNG	2.207
OTOS	0.271833333333333
ZNF773	-0.477833333333333
EMD	-1.3775
RETN	0.43425
CCL8	4.4645
APH1A	0.556375
COX18	-0.45525
GTF2IRD2	0.41025
CCDC82	-0.881083333333333
PAFAH2	0.5256
NPEPL1	-0.7603
RP11-114G1.1	0.334
TP53INP1	0.812125
ZNF300	-0.841333333333333
FOXL2	-2.5615
LARP2	0.01475
LATS1	-0.4415
HTR6	-0.047
SPOCK2	0.728833333333333
RNF144B	3.39583333333333
HTATIP2	-1.51275
MGC10334	0.0555833333333334
CENTA2	2.566
FGF2	0.075
FXYD7	0.33375
PHYHIPL	-1.88425
GPR34	4.8105
DDX6	-1.09916666666667
OR10W1	-0.1195
LHFPL1	-0.4415
ZNF313	-0.5705
VPS28	0.8945
AP3M1	0.0655
AKR1CL2	0.55825
TRAF4	0.12675
OR2B11	0.4065
C19orf12	0.711666666666667
AKAP9	-0.168666666666667
C1orf62	0.07825
SLC20A1	-0.9604
FAM112A	0.1375
LDB2	1.589875
MRPS23	-0.72975
KLK5	2.787125
SPTB	-0.492555555555556
EFEMP2	2.10675
EFNB2	1.548125
PCM1	-0.510142857142857
NMNAT3	0.41825
TSG101	0.0135
C8orf40	0.134166666666667
NOB1	-0.878
ABHD3	-0.66125
GTF3C4	-0.594
PIGN	0.752166666666667
GALNTL1	0.6115
AEBP1	3.21475
OR9Q1	0.5705
ANKRD2	0.1
CCL28	-1.422
TRIM38	0.905333333333333
TMCC1	0.245833333333333
SMG5	-0.70725
LRRC7	-1.13
NCAPD2	-1.917
C6orf153	-0.412
C1orf74	0.00874999999999999
OTUD6A	0.202
DCP2	-0.163833333333333
TMEM24	-0.1485
RPL18	-0.252833333333333
TMEM177	-0.7065
LRRC37A3	0.773
C1D	-1.21916666666667
LDHC	-1.09925
UBE4B	0.0633333333333333
NIT1	0.13525
BTN3A3	1.203125
RASD1	2.693
COMMD3	0.584
SHFM1	0.04625
BIRC8	0.0823333333333334
DUT	-0.9565
C12orf51	-0.63
LRRC59	-0.283166666666667
LY6H	2.48525
WDR22	0.509
EDEM1	0.134071428571429
ADH1A	3.784
PANX2	-0.0683
CYP11B1	0.6955
CDC73	-0.71275
GPR172A	0.5475
GSTM3	2.24069230769231
KCNA5	0.409125
SERAC1	0.0241666666666667
NFATC2	0.1425
ANAPC5	-0.4661
C15orf24	0.5645
NFATC2IP	-0.925583333333333
TNRC6C	0.290666666666667
MGC102966	1.5865
FGD5	1.2745
MED9	0.092
RAB13	0.2225
C15orf49	0.615
CRYGS	-0.9058
C12orf53	-0.2538
LOC283693	-0.0525
COX6B2	0.138375
PHF14	-0.3685
FAM3A	-0.0685
RPL13	0.1135
PRDX2	-0.4226
FLJ34047	-1.35525
PRMT3	-2.02075
KCTD19	-1.649
TRIM10	-0.509666666666667
MGC26597	-0.521333333333333
GCNT4	-0.2205
GPRASP1	1.505
CDKN1C	0.52425
RHBDL2	1.8974
HSPH1	-0.47775
AQP1	3.614
COL17A1	2.2599
GFAP	0.904125
CDC16	0.07275
KIAA1614	0.587
C6orf118	-0.520833333333333
ZSWIM5	-1.8675
FAM83F	2.4665
LYNX1	0.9638125
SYNPR	-1.595
XG	4.20316666666667
PRSS16	1.460875
KIF13B	0.737071428571429
PCDH9	-0.61
HIST1H2AH	0.804
RBM18	-0.52325
ZNF626	0.122625
HEXIM2	0.338833333333333
ITFG1	0.51
TUBG2	-0.6565
SFRS7	-0.556833333333333
C9orf14	-1.231
EXTL1	0.04
GBP3	1.51516666666667
WDR5	-1.61
RARG	0.484666666666667
MYO7A	0.06125
CECR6	0.48325
C13orf3	-2.39925
SFRS18	-1.040875
ACVR1B	0.175166666666667
PSMD1	-0.3059
C7orf31	0.0345
ILVBL	-0.17275
IFNGR1	1.12575
RNF186	2.29975
NOL9	-0.619
MAGEL2	2.22975
SLC29A2	-0.07775
NHSL1	-1.05625
RBMX	-0.9835
PSORS1C2	0.317
RAD51L3	-0.02525
