Hybridization REF	TCGA-E2-A15H-01A-11R-A12D-07
TRAM1L1	1.6525
EPO	-1.57466666666667
MRPS18B	-0.47275
ZNF682	-0.530166666666667
RPL14	0.0695
MAFF	-0.06925
LOC51136	1.172625
LY96	-0.765
DDX20	-0.256
ABTB1	1.22333333333333
ARL5A	-0.3464
CCT6A	-1.2205
HEPACAM	-1.84183333333333
EHHADH	-1.60283333333333
RBAK	-0.0143333333333333
CGB1	1.1055
ITGB5	0.7299
YIPF3	0.022
FKBP2	-0.03275
NR1D1	0.5067
TMEM110	1.2325
NEK2	-0.2565
PRAMEF8	-3.64825
C20orf52	-0.282333333333333
PCDHGA3	1.4945
VWA3B	0.58075
NDUFA5	-0.396375
THAP9	-1.446
FLVCR2	-0.698
AP1S1	-1.05125
SMAD6	-0.101
SAV1	0.213625
SAT1	0.09
ZNF251	0.699375
ADAMTS7	-0.2058
RPP38	0.23025
C1orf211	-1.751
YPEL2	1.52295
RBMS1	-1.04325
ZNF445	0.284833333333333
NRXN2	0.5755
PGBD4	-0.073625
UGT2B28	0.92575
WBSCR16	-0.2602
NLRC3	0.00112500000000004
ASTL	0.32625
ST6GALNAC1	-4.061
ZADH2	0.75675
MLLT4	0.123333333333333
ARL6	-0.417666666666667
MEF2C	-0.54
CBFA2T3	-0.1705
AFF3	2.393
COG7	0.8565
MYB	0.349166666666667
PLXNA3	1.038
XRCC2	-1.5245
MMS19	0.384125
ST8SIA5	-1.234875
CHPT1	2.36833333333333
KIAA1712	-0.72675
OR6X1	0.2155
ACTR3	-0.282625
UGCG	1.416
OR4P4	0.4775
ZAP70	-3.21175
LPP	1.47575
ZNF485	-0.60125
PTPRCAP	-0.57775
IL12RB1	0.47625
ATRX	0.1437
CHST8	2.072875
C14orf109	0.41325
ARV1	0.72325
NMB	-1.19842857142857
COX5A	-1.297
EIF6	0.11925
MPPED2	-1.29083333333333
SEMG1	-1.7865
CHRDL1	-0.656
TRAF3IP2	1.016
WNK2	-0.436625
LILRA4	1.30833333333333
LAMA2	4.4085
PXT1	-0.5105
RLBP1	-4.13775
CD300C	0.07725
SLTM	-0.309625
FLJ10404	0.4693125
APOBEC3D	-3.43483333333333
RENBP	0.0398333333333333
ATXN7L1	0.955
NID1	0.67475
TUBGCP3	-0.4535
ITIH5	0.160055555555556
CCDC110	3.4745
C8A	-3.81675
MGC87042	1.01375
HOXC13	0.7645
TFDP2	-1.20325
HCP5	1.114
POLI	0.59675
UCN	0.446
ZNF764	0.124
C8orf45	0.119
FHL3	-0.86725
SPATA5L1	-0.719
MMRN2	2.433
NDST1	0.888333333333333
COL20A1	-0.675833333333333
ZNF248	-0.837166666666667
PELP1	-0.142666666666667
MBL2	-1.9246
RNF41	0.812125
C5orf24	0.88825
THOC5	-0.339625
SERINC3	0.2905
RP11-151A6.2	0.0565
CDCP2	-0.0900000000000001
HIST1H2AA	1.011
C11orf75	-0.446
FKBP7	-0.43875
DDOST	-0.17025
GPNMB	0.348
TTF2	-0.836666666666667
KCNT1	0.186333333333333
SLC39A14	-1.54457142857143
NGRN	0.596
GPR137B	1.00825
MECP2	-0.653375
PSMA1	-0.36975
C16orf73	-5.47925
TMEM60	1.176
CSN3	0.0205
NOS1	0.22
RAB7L1	0.0768333333333334
YBX2	0
KIAA1166	0.265
FUBP3	-0.8245
ABCG1	0.4395
ACACA	-0.864666666666667
ARL11	2.315
ATOH1	0.4615
ODF1	0.0266666666666666
CREB3L3	-1.5275
TMEM127	1.55271428571429
DSCAML1	-0.9575
PLN	2.35533333333333
LYPLA1	-0.321583333333333
PRDM9	-1.70775
SASP	-1.2325
PLUNC	-0.159333333333333
INTU	0.48075
HISPPD1	-0.19175
LNPEP	1.34
YARS2	-0.195666666666667
APCDD1L	-0.7505
ZCCHC4	-0.5229
FBXO22	-1.20616666666667
TTLL13	-0.193
ZNF669	0.4455
PTGDR	1.782
DDX27	-0.14375
KIAA0409	0.143166666666667
GJB6	0.6625
ASB8	1.18525
PLP2	0.605333333333333
MEPE	-0.4315
OR10J5	-0.176
KRT222P	3.0265
COQ7	0.11
C1orf101	1.25775
RERG	2.8691
CHMP5	1.25325
THAP11	0.45275
ZNF43	-1.07683333333333
ZRANB3	-0.7685
KRT13	1.30875
MRPL19	-0.6465
RBBP9	-1.05425
SPATA17	1.317
BXDC5	0.0633333333333333
PAFAH1B1	-0.562833333333333
MAGEE1	0.01925
OSTF1	1.023
KIAA0323	0.35175
TXNDC13	-0.947
CNTN4	1.061125
LCE1B	0.463
UNQ501	-0.36275
ZNF154	0.03825
C3orf64	-0.3085
SYT5	-0.0155
PON1	0.402666666666667
FLJ10357	-0.42025
ATP4A	-1.3475
GNPDA1	-0.385166666666667
MGAT1	1.12433333333333
C14orf121	0.03875
SLC35B2	0.97825
MIER3	0.246833333333333
CHEK1	-1.483125
ZNF8	-0.886166666666667
TXNDC1	-0.8005
CKB	-1.3485
RTN3	0.892571428571429
FZD2	-1.077
PART1	-0.5435
PSMB6	-0.96975
PCDHB8	1.732
PHC3	0.2095
PPP1R8	-0.488333333333333
NOVA2	1.42866666666667
TNFRSF11B	-4.637875
GOLPH3	0.528666666666667
UBLCP1	-0.74425
SUHW3	-0.9815
TTLL1	0.314
OPN4	0.283
OR13G1	0.2865
ZPBP2	0.620833333333333
HSD17B11	-1.9105
C9orf50	-0.5435
DHDDS	-0.1345
CTSW	0.4817
NEFM	-0.725833333333333
MRPL28	0.149
SYN1	0.4845
PIGV	-0.159
ZIM2	-1.272
APBB1	-0.122833333333333
SND1	-0.69975
C1orf123	0.0106666666666667
CHD3	-0.18925
BHLHB8	0.07875
RNASE2	-0.149166666666667
BCAP31	1.291125
SLC25A44	0.500833333333333
CHD6	0.3468
PIB5PA	1.47576923076923
SELS	0.029
LOC541471	-0.330625
FAT2	1.253
ZNF81	-0.816
OR4C16	0.3315
FLJ10081	0.0305
LRRC4	0.68875
CS	0.514
N4BP2	-0.233875
IGFBP7	1.57
ZNF318	-0.1925
NDNL2	0.235875
ZNF609	0.097875
SIRT4	-0.2555
EXOSC10	-0.615
ECE2	0.11125
OVGP1	2.05575
GTPBP3	-1.241
PACS2	1.0807
C19orf36	-0.197166666666667
ARL4C	0.140375
ATG4B	-0.309375
UBQLNL	-0.04025
RHOXF2B	-4.556
PLEKHG2	-1.192
GALR1	-1.089
AQP4	0.0308333333333333
HDAC7A	0.871833333333333
DCUN1D3	-0.212
OR8A1	0.428
CCRN4L	0.6635
CBR4	0.0711666666666667
KIFC1	-2.53066666666667
SLC7A14	-1.70883333333333
LHX5	-0.2275
TRPC7	0.1485
LPXN	-1.37675
SERPINA1	-2.44275
RPS13	-0.0998
BPIL3	-0.6015
PRKAA1	-3.20975
FADS2	1.5447
ENAH	0.9055
PRO1768	-0.2825
APBA2BP	0.863
LIPH	3.06683333333333
C3orf33	-0.9765
RCC2	0.119071428571429
ALDH1A2	-3.5471
RNF103	1.6795
AHCY	-0.425375
ALG12	0.7905
CCL17	1.65425
ZNF543	-0.130666666666667
ESRRG	1.8146
CNGA1	-0.91575
RDH5	-1.578
OTX1	-0.8483
PTGFR	-1.01983333333333
CDR2	-0.055375
SELE	2.545
NLGN2	-0.539833333333333
EXOSC9	-0.836
ZNF566	-0.180666666666667
KLRC2	-0.909
GPR12	0.577
KIAA0196	0.31875
PDRG1	0.4065
SSR3	0.0240714285714286
MSI1	-0.7585
CST9	2.4295
CC2D1A	0.416375
PLAGL1	-0.981111111111111
ZNF778	-0.192
RNF2	-0.741875
KLF6	1.757
THBD	0.4735
tcag7.1314	0.3995
NR5A1	-0.0681666666666667
ABCD2	-0.70575
DNAJC7	-2.95075
CLEC4C	0.4345
TM2D3	0.59875
CCDC4	0.01
PLAC2	-1.888
DCD	0.185
FAAH	3.209125
POLA1	-0.0476666666666666
TM7SF2	-0.466375
FLJ39822	-0.7125
FLOT2	0.281375
MAP4K1	-0.686833333333333
SRP68	0.36025
C21orf74	-0.485
ARPC5	1.0275
LOC126075	1.323
HECW2	-0.500625
ZDHHC4	-0.41925
ANKRD42	1.4514
PDE9A	-0.998333333333333
ABCA8	0.1585
NDUFS2	1.263
UBR5	0.03275
BTBD16	-3.22925
LOC554174	0.5965
ZNF20	0.071
KIAA1843	0.2245
WDR17	0.137375
C15orf33	-0.193
RNF113A	-0.24275
CAMKK1	-0.1741
CLCN2	0.13525
ANXA6	0.268
LOC340069	-0.212
EMID1	0.08225
DPM3	-0.376416666666667
ELA1	-0.0315
SLC25A13	-0.5914
KRT24	2.6805
SMPD1	0.226833333333333
TH	0.344375
COL6A2	1.91942857142857
ANKS1B	0.8285
GPR126	-4.0152
ZC3H12A	0.283
TMEM47	-0.340666666666667
C2orf51	-0.535833333333333
C1orf88	2.87133333333333
HSF2BP	-0.37825
AKAP10	-0.58125
RPAP3	-0.6245
KLHDC8B	1.012375
STOM	0.0416
MUPCDH	-0.110625
C10orf72	0.524625
PLEKHA3	0.289166666666667
TCP11L1	-0.77225
CWF19L1	-0.1095
SPEF1	1.15061538461538
YSK4	0.0853333333333333
ELN	1.6122
SAMD8	-0.578333333333333
MPI	-0.851833333333333
MEPCE	1.1929
ABCC3	-1.812625
NANOGP1	-4.802
KCNK17	1.771
HLA-DMB	3.84133333333333
RRAGA	0.15275
ANGEL1	-0.093
RBM32B	-0.296
CPN1	-3.3
MGC52282	-0.3971
HLA-A	1.6405
OR9G4	0.2885
EDNRB	-2.764
SCD	0.320428571428571
C14orf80	0.455666666666667
BAGE2	0.4265
RABL4	0.825333333333333
RCVRN	0.302
SHANK1	0.0545
NLRP7	-3.14075
CD226	0.70425
STAT3	0.329625
SYNJ2	-0.6393
TPCN2	0.899
WDR36	-0.83575
MBD4	-0.348
ROBO1	-1.3815
ST3GAL6	-3.616
SLAMF8	2.509
ATN1	0.7275
GPR141	0.26375
KRT36	0.2035
TPH1	0.754
DDX52	0.87725
ZSCAN29	0.110833333333333
TRPT1	-0.0998333333333333
DPEP3	0.824
DENND4A	-1.3465
TSPAN16	-0.2165
PTCHD2	-0.7025
LOC145814	-0.014
CAP1	0.825333333333333
EIF5A2	-1.1326
NT5DC3	-0.73725
SEPT9	-0.442625
SEZ6L2	-0.831
EGFLAM	2.6815
VPS11	1.293625
NDUFB5	-0.188666666666667
CIDEA	0.5115
IER5L	1.0855
N6AMT1	0.5595
FAM83C	0.16825
OXR1	0.507083333333333
IRX1	1.083
DGKB	-1.268
GCN5L2	-1.795
MIR16	-0.12625
FBXW9	0.181
WDR4	-1.74216666666667
PDC	0.109
VPS33B	0.40075
HEXB	-0.0935
FLJ32214	0.262
TCEB3	-0.37575
CRLF1	-3.326
ABI3BP	-0.17125
C8orf22	-4.15125
PYCR1	0.172
KIAA1706	-0.015
CDK5R2	0.448125
WAS	-0.2085
C12orf60	0.174
CCBL2	-0.876125
MADD	1.6065
C5orf34	-2.21425
WDR42A	0.9023
KLF12	0.0375
HSPA1A	2.184
ITM2C	-1.09
DAPK2	1.95633333333333
LOC442590	0.8825
SUMF2	-0.133375
CENPA	-2.22653846153846
TMED5	-0.259625
CDH6	-1.8396
BRP44	2.810125
THG1L	0.2405
GABRA2	-2.7495
C14orf166	-0.2165
MYL1	-1.54033333333333
TNFSF18	-0.3995
PAP2D	-0.658
PPIB	0.09125
KLHL4	-1.184375
SFN	0.868833333333333
CCDC127	0.4655
FRAP1	-0.6495
GOLGA5	0.791
SDCCAG1	-0.06575
MGC21675	0.24
C10orf95	-0.10975
KIAA1345	-0.254333333333333
C1orf163	-0.9415
LACE1	-1.11733333333333
OR10K2	0.313
CENPN	-2.0496
TMED2	0.492
UGT1A6	-1.6335
ANG	-0.885
U2AF1	-1.09216666666667
CASC2	0.188166666666667
NMT2	-2.0985
OSGEPL1	-0.01775
DFNB31	-0.183
SLC6A20	0.66525
DKC1	-0.74075
FXYD4	-1.53375
WDR64	-0.07175
MGC5590	0.8065
CREBZF	-0.3875
DAZ1	0.11925
PRPSAP1	-0.9035
GCHFR	-0.85825
TTC7A	-1.381
LOC196993	1.05525
UBD	3.22783333333333
S100A1	-1.072125
RPL6	-0.0978333333333333
DNAJB6	0.1444
NAGS	1.2618
C2orf58	0.334
KERA	0.564833333333333
MT1X	-1.0309
UBE2B	0.821
KEAP1	0.4545
MST1	-1.946625
OMA1	1.346
ABLIM2	0.112
BCL2L13	-0.501583333333333
JAZF1	-0.510166666666667
TMEM63B	1.1935
S100A8	-0.1454
ARFIP2	1.657
UROS	0.80125
KHDRBS2	-1.9595
POLQ	-2.182625
SOAT1	-2.87675
SPAG4	-1.3025
MRPS30	-1.25933333333333
LOC494141	-0.5555
OR2T11	0.6555
ORAOV1	-0.4573
ZNF184	-0.450833333333333
TCEB3B	-0.4035
ADAM21	-0.471
GDPD1	-0.07925
SPINLW1	-0.4685
PRR14	0.298666666666667
KCTD9	-0.5896
NUDT3	-0.21225
KIAA1822	0.9934
HIST1H4K	1.2295
DFNA5	-2.54125
GABPA	-0.8665
C14orf44	0.87325
POLB	-0.7405
PTAR1	-0.848
SEC31A	0.5889
TRIM58	1.4005
TAS2R14	-0.5315
VPS8	0.37575
H1F0	0.961833333333333
PRKCB1	-4.26183333333333
UGT2A1	-0.202
TOR1B	-0.93225
LSS	-0.974
C2orf19	0.3485
HNRNPC	0.462785714285714
TMEM100	-2.50616666666667
LOC116349	-0.08225
OR51M1	1.6705
CCDC142	-0.32725
ISG15	0.8535
ZCCHC14	-0.085
CREBL2	-0.030875
TGDS	-1.4885
DC2	-0.281
CACNA2D3	-1.18085714285714
ZNF429	-1.025625
LYPD6	-2.42983333333333
SUCLG1	-0.0375
OR51I1	-0.328
MAGEH1	0.8345
PRPF40A	-0.1605
SMR3A	0.4345
SPINK2	-1.541
THAP2	0.169375
NPY5R	-1.1795
IRF4	-2.531
SPESP1	-1.4805
OR10S1	0.4735
DTD1	-2.02375
TUBE1	-2.299
DDX19A	-1.0455
PDPN	-0.53975
TMEM34	-0.0796666666666667
MGAM	2.05725
COL3A1	6.115
GFM2	-0.436
OR5A2	0.0655
PSG9	-1.5325
ARHGEF11	0.564833333333333
IVNS1ABP	-0.91975
SIGIRR	2.01175
DUSP19	-1.06325
DNAJC14	0.5081
ACSS1	0.96125
IL1RAPL2	-0.1635
C4orf30	0.07125
SEPT4	2.15875
LANCL3	-2.36525
SPAG17	3.2975
PRDX3	0.107
HNF1A	-1.318125
P4HA2	0.602
RFWD3	-0.7545
MOV10	1.18
DNAJA5	0.306
LOC729440	-0.04325
LOC200383	0.361625
SMC2	-1.6795
MIXL1	-0.332333333333333
TMEM9	1.148
FAM86A	1.133
ZNF174	0.4463
MYH14	-0.5355
CCR8	0.00724999999999999
VPS37C	0.992166666666667
GPATCH1	-0.572
B3GNT8	3.171
TBX4	-1.2045
CNR2	0.0266666666666667
PCDH1	2.06075
C5orf29	2.149625
OCIAD2	0.97375
PLCG2	-0.474
KIAA0247	2.26075
HRH3	0.293222222222222
CAPN13	3.787375
CCR1	-1.0583
MGC15523	-0.295944444444444
UVRAG	0.647666666666667
DNAJA2	-0.0466666666666667
ITGA2B	-0.5055
CLDN5	3.187125
PTPRN2	-2.23957142857143
ZNF512	-0.688833333333333
PSAP	0.903428571428572
CCDC140	-1.9465
LRRC55	-0.00524999999999999
CYP26C1	0.0115
C8orf47	-0.87725
LYN	-0.15575
DUSP6	-0.439666666666667
TGFB3	2.2296
ELK1	0.2943
PCDH11Y	-1.2236
HGD	-0.9785
C17orf58	1.44575
MYO3A	0.313
SERPINE2	-4.43716666666667
AARSD1	-1.24475
C14orf73	-1.305
ADAM33	0.16075
ZNF491	-0.2125
MAPK6	-2.15316666666667
TCN1	2.715
SLC24A6	0.519
UBE2R2	1.267
H1FNT	0.03375
TATDN2	0.557333333333333
LILRB1	1.16375
P2RY5	0.8975
NUCB2	0.20575
C2orf37	-0.60925
SNX27	0.602166666666667
MTA3	0.500625
FOXO4	0.26925
ID4	-0.0861666666666667
SOX5	-3.16033333333333
PXMP3	0.1185
OR52M1	0.1145
SFT2D3	-0.28275
INA	-4.30366666666667
MCOLN1	0.97525
NFIX	2.1101
CLEC14A	4.8105
HIBCH	0.349833333333333
PLA2G5	1.59
TIMM10	-0.627833333333333
MED17	0.0993
COL4A4	-2.51
TPP1	1.08933333333333
GJA3	-1.74633333333333
TMPRSS5	-2.3445
AADACL3	0.0865
DNMBP	-2.0205
ENPP5	2.15233333333333
NQO1	-0.0159
ZSCAN2	-1.1265
SEC24C	0.7235
GTF2A1L	0.6645
AXIN2	0.615
FAM33A	-1.47791666666667
C16orf13	0.73975
SPNS2	0.3695
TAF1	0.68075
AP1G2	1.568
RBM42	0.334
HCN2	1.39216666666667
EFHB	-0.159
RUSC1	1.73633333333333
GRIK5	0.1695
USP21	0.066
ATAD3C	0.8545
ORMDL2	1.646375
PRSS7	-4.228
PSAT1	-6.0675
FLJ13195	-1.484
TBC1D1	0.111666666666667
IFNG	0.707
OTOS	0.581166666666667
ZNF773	0.103666666666667
EMD	-0.479
RETN	-0.1065
CCL8	3.321
APH1A	0.58875
COX18	0.087625
GTF2IRD2	-0.75775
CCDC82	-2.23125
PAFAH2	1.0101
NPEPL1	-0.209
RP11-114G1.1	0.187
TP53INP1	1.715625
ZNF300	-1.362
FOXL2	-2.74925
LARP2	-0.2185
LATS1	-0.24475
HTR6	-0.0895
SPOCK2	-0.379333333333333
RNF144B	2.698
HTATIP2	-0.34675
MGC10334	0.481416666666667
CENTA2	1.449
FGF2	-2.963
FXYD7	-0.0385
PHYHIPL	-2.673875
GPR34	2.87125
DDX6	0.434
OR10W1	-0.0355
LHFPL1	-1.1995
ZNF313	-0.997142857142857
VPS28	0.96225
AP3M1	-0.2404
AKR1CL2	-0.39975
TRAF4	-0.618625
OR2B11	0.648
C19orf12	-0.467833333333333
AKAP9	-0.470833333333333
C1orf62	-0.217333333333333
SLC20A1	-1.2472
FAM112A	-0.4275
LDB2	0.11825
MRPS23	0.5365
KLK5	2.684125
SPTB	-0.5617
EFEMP2	1.6375
EFNB2	-0.016625
PCM1	-0.619285714285714
NMNAT3	0.316625
TSG101	0.745833333333333
C8orf40	-0.521166666666667
NOB1	-0.881
ABHD3	-1.0465
GTF3C4	0.195625
PIGN	0.737333333333333
GALNTL1	-1.2675
AEBP1	3.229625
OR9Q1	0.112
ANKRD2	-0.05875
CCL28	1.0025
TRIM38	0.9395
TMCC1	0.558833333333333
SMG5	1.0895
LRRC7	-0.5175
NCAPD2	-0.918333333333333
C6orf153	-0.346
C1orf74	1.151
OTUD6A	0.3355
DCP2	0.0985
TMEM24	0.95
RPL18	-0.272666666666667
TMEM177	-0.353
LRRC37A3	-0.44
C1D	-1.037
LDHC	-2.37575
UBE4B	-0.221333333333333
NIT1	1.109875
BTN3A3	0.203
RASD1	1.071125
COMMD3	0.2215
SHFM1	-0.17125
BIRC8	-0.629
DUT	-0.634
C12orf51	1.4725
LRRC59	-0.614
LY6H	1.0435
WDR22	0.708416666666667
EDEM1	0.165214285714286
ADH1A	1.8865
PANX2	-0.0786
CYP11B1	0.23475
CDC73	-0.20325
GPR172A	1.514
GSTM3	0.533769230769231
KCNA5	-0.363375
SERAC1	-0.757333333333333
NFATC2	0.3745
ANAPC5	0.1285
C15orf24	0.0695
NFATC2IP	0.0115833333333333
TNRC6C	0.435666666666667
MGC102966	1.050625
FGD5	0.0151666666666667
MED9	-0.75225
RAB13	1.08733333333333
C15orf49	-0.133
CRYGS	-0.0084
C12orf53	-0.9788
LOC283693	-0.221
COX6B2	-0.768375
PHF14	-0.9785
FAM3A	0.506875
RPL13	-0.2868
PRDX2	-0.0871
FLJ34047	-1.936
PRMT3	-0.764
KCTD19	-2.668
TRIM10	-0.801833333333334
MGC26597	0.482833333333333
GCNT4	0.16825
GPRASP1	0.083
CDKN1C	-1.42158333333333
RHBDL2	1.3238
HSPH1	0.59925
AQP1	2.706625
COL17A1	1.3284
GFAP	0.332714285714286
CDC16	0.27125
KIAA1614	0.114
C6orf118	-0.2296
ZSWIM5	-1.89825
FAM83F	2.9395
LYNX1	-0.191
SYNPR	-0.883
XG	2.43933333333333
PRSS16	-1.684875
KIF13B	-0.0207857142857143
PCDH9	-2.11
HIST1H2AH	2.57383333333333
RBM18	-0.237
ZNF626	0.217875
HEXIM2	-0.584833333333333
ITFG1	-0.162
TUBG2	-0.582
SFRS7	-0.414333333333333
C9orf14	-1.336
EXTL1	-1.09275
GBP3	0.953166666666667
WDR5	-0.62275
RARG	0.871666666666667
MYO7A	-0.530375
CECR6	-1.67825
C13orf3	-1.20025
SFRS18	-0.794125
ACVR1B	0.426333333333333
PSMD1	-0.6884
C7orf31	-0.7915
ILVBL	-1.5325
IFNGR1	0.2145
RNF186	1.5625
NOL9	-1.7355
MAGEL2	1.02425
SLC29A2	0.65275
NHSL1	-2.925
RBMX	-1.138
PSORS1C2	0.174625
RAD51L3	-0.51725
LCN6	1.0135
ORAI2	0.122625
BRUNOL6	0.2957
OR4K5	-0.27
CDC123	0.034375
MSLN	-1.46516666666667
WWTR1	-0.587
ZNF700	-1.36616666666667
COBL	0.05475
PPP1R16B	-0.561625
GAS7	0.2809
MDN1	-1.178375
HAAO	1.1345
C9orf68	1.5055
TNFAIP2	0.973
FOXN1	0.476
hCG_2033311	-0.101166666666667
ATP6V0D2	-0.1427
RPL41	0.064625
SLC38A1	-2.2975
ARHGAP6	-1.6745
ADAD2	-0.571
PHF20L1	-0.182375
MCM3AP	0.627
ST3GAL3	-1.10783333333333
SNX1	1.278
ELF5	1.94525
PARP3	0.264875
RBM8A	-0.2531875
LINGO4	-0.216
ITGA9	-0.241166666666667
ZFR	-0.38075
ACSL6	-0.52275
FLJ20699	-0.2581
DAOA	-0.203
FABP4	3.90325
KCNB1	-1.87275
CANX	0.1358
SLC25A28	0.811166666666666
ADIPOR2	0.12425
ECHDC2	2.56125
SMA4	1.55625
FRZB	2.479625
PABPC1	0.672833333333334
DMRTB1	-0.945125
APOBEC3G	-1.40175
CATSPER2	-1.23
CUEDC1	2.77416666666667
STARD9	-1.538375
CLDN8	4.516125
LOC23117	-0.671318181818182
E2F6	-1.08494444444444
TMEM126B	-0.584666666666667
DPY19L4	0.8645
GIMAP5	2.70633333333333
NDUFA9	-0.00233333333333334
FAM77C	0.81
CTPS2	1.26975
LOC51035	0.532
WDSOF1	-0.3245
EGLN3	-0.78375
PITX3	0.885166666666667
OR52E8	0.592
GRM4	0.5785
KLK1	-2.61366666666667
GPM6B	-1.636625
RRAGD	-1.611
PAGE5	-3.62725
UCHL5	-1.07866666666667
ULK3	-0.102833333333333
AIM2	-0.514
PNO1	-1.18166666666667
OR2F2	-0.21
GNAT2	-1.088
SIX1	0.57275
ST13	-0.58275
ZBTB44	0.00812500000000001
TIMP2	-0.33275
ZMAT4	-3.49075
GTF2IRD1	0.470666666666667
ZNF19	0.483
ZNF714	-1.9365
RSC1A1	-0.29525
C9orf80	-0.53325
PSMA8	0.7586
TMEM141	1.1325
COX4I1	0.243642857142857
CTAGE1	0.56
DTWD1	-0.86075
HSD11B1	-0.03825
KRT6B	5.363875
ARID4B	0.910875
LHFPL3	-0.34
WWP2	0.624833333333333
ZNF326	0.222166666666667
RGPD1	-0.39
CTSH	-0.267
FASTKD1	-1.267625
PAF1	0.5979
TTC9C	-0.088
IFT57	-0.1518
PRSS36	0.539
IL20RB	-3.0575
ZNF592	0.0616666666666667
DCTD	-0.3399
CFP	0.098
MFNG	-1.232625
JMJD2B	1.97225
ALDH3B1	-0.685
THSD4	1.60916666666667
KCNJ5	2.23766666666667
LMNA	0.827666666666667
TBCD	0.59325
ZNF250	-0.234166666666667
CASQ2	0.864
PEG10	-1.74566666666667
PRAME	-1.12406666666667
NP	0.13
TRIM59	0.1335
ZNF12	-0.242125
XTP3TPA	0.39675
SIGLEC7	-0.5837
PANK4	-0.419
FAM70A	-2.32916666666667
SNED1	0.363
HIP1	0.9105
RAET1E	-1.286
AMAC1L2	-0.419
AHNAK2	0.377166666666667
TOE1	-0.642666666666667
RECQL4	0.3145
SPRYD3	1.7125
DPAGT1	0.75275
MAGED2	2.4763
ANKRD55	-0.78625
TRPS1	3.71341666666667
DOK7	1.4585
TFPI2	-1.00825
GTF2H3	-0.283833333333333
CYP4F11	-3.04157142857143
LHX2	-5.0765
ATG16L1	0.730333333333333
ASB12	0.6835
C1orf116	4.124
NF2	-0.6947
POM121	-0.3016
PHYHD1	-0.2092
TXNDC17	-0.255
DKFZp779O175	-0.941
NUP62	-0.336857142857143
MYO18B	-0.602833333333333
PRAMEF1	0.0435
TCBA1	0.9445
TMEM168	0.062
FJX1	1.454
CLCF1	-1.23825
SEPN1	0.328375
IGSF2	0.69275
NUDCD1	-0.8345
TFF3	1.91916666666667
NDFIP1	0.434214285714286
CHCHD4	-0.5345
TNR	0.018
CUTA	-0.7635
USP44	-4.717
DPP10	-0.313
IWS1	-0.48
PCGF1	0.0725
SULT1C4	-0.0915
NTF5	0.72075
PTPN13	-1.5525
SSTR5	0.9285
SFRP1	-1.253375
IDH3B	-0.37525
SUOX	2.40883333333333
TMCO5	0.99425
GOLT1B	-0.37675
MIB1	0.119928571428571
PCDHGB1	1.2475
SUSD1	0.2825
ICAM5	-3.348
PAPOLB	0.183
URM1	0.0573
TMEM106B	-0.0955
LRIG2	-0.936
SLC27A5	-1.6355
CLIC6	3.5024
ZNF420	0.246666666666667
SCN9A	-1.7117
KIAA1909	0.2035
ELMOD1	-1.388
PRKAG1	1.072
FAM64A	-1.85722222222222
EEF1G	0.18015
SMAD5	0.48425
INCENP	-2.307
WASF2	-1.1155
GARS	-0.6569
CDK10	0.55
HLX	0.348
MDM4	0.1495
ZNRF1	-0.676071428571429
HHATL	-1.88033333333333
FAM21C	0.9385
HIST2H3C	0.76775
PFDN2	0.46425
ZNF200	-0.736
NDN	-0.3825
HBA2	-2.8835
FBLN5	1.144625
PUM1	-0.0526428571428572
TNNT1	-4.373
C19orf59	-0.667333333333333
HNRPH2	0.823833333333333
RAB7A	0.658833333333333
PMS2	-0.389375
BIRC3	-1.04533333333333
NRSN2	0.915375
OR52K2	0.472166666666667
SPOCK1	1.11878571428571
H2AFY	1.70225
RXRB	0.281
ZNF638	0.0346666666666667
ANKRD45	-0.9175
ACTN4	0.0963333333333333
FXC1	0.20775
EIF2B5	0.469
VPS33A	-0.18375
PINK1	0.65525
FAM106A	0.1765
SKIP	0.780875
GAPDHS	0.01925
MUM1L1	4.02725
PSTPIP1	0.103
CNTNAP1	-1.4077
CYP26A1	0.83675
APOL2	0.1901
TACC2	0.25975
COX7A2L	-0.0260714285714286
HSD17B1	1.796375
ARRB2	-0.316
SLC7A6	-0.6281
HSD17B10	-0.6875
RBJ	-0.48
NUP155	-1.594
MRPL10	-0.800666666666667
CYCS	-1.67991666666667
CCDC46	-0.632666666666667
TECTA	-0.2265
GNAL	-0.50925
LPO	-0.45
PEBP4	0.22
DDX11	-1.12675
C18orf12	0.1385
TAF9B	-1.13508333333333
IMP4	0.33375
RPA4	0.314333333333333
NDUFS1	-0.84375
UPK1A	-0.1415
ARRDC2	-0.306166666666667
C18orf20	-0.7475
AES	-0.111857142857143
CD2BP2	1.05133333333333
C16orf54	-0.588
UGT2B17	-1.63375
FGFR1	-0.399409090909091
CEACAM6	2.9431
CHRM5	0.0425
CERK	-0.552
AP3S2	0.377785714285714
ANKS4B	-0.73325
CLCNKA	-0.0463333333333333
ZNF208	-1.4045
HLA-DRB5	4.317
CARKL	-0.98675
GOT1	-0.259
CASP6	1.684
HOXA1	-0.624
RCL1	0.12675
ZNF181	-0.345833333333333
RAB40B	0.162
MRPL38	0.00999999999999999
LRRN2	1.0095
C3orf25	0.402
OR5D14	0.0955
OR10AG1	-0.0995
BET1L	0.7617
FRY	3.4525
AK3L1	-1.47275
CSF3R	1.8545
