Hybridization REF	TCGA-E2-A15A-06A-11R-A12D-07
CEND1	0.1595
C12orf41	0.488166666666667
RNF31	0.38175
UBN1	0.2985
C17orf32	0.73825
SLC5A7	-0.3185
GPR92	1.39633333333333
ESAM	1.5757
CTNNA1	0.945833333333333
HRBL	0.2404
CBX4	0.7215
TMEM182	0.0645
SH3TC2	-1.25466666666667
IL10	1.05383333333333
PXMP4	1.695
RNF167	0.6212
PAK7	-0.0213333333333333
ETV3	-0.1145
ATPIF1	-0.638166666666667
LOC554207	-1.26983333333333
OR8H1	0.15375
WDFY3	1.094125
DPM1	0.17875
GPSM1	-0.1945
WDR92	0.1076
LRP1	0.253
ANKH	-1.433125
THUMPD3	-1.069
POLR1B	-0.5035
OLFM4	0.986166666666667
RAD9B	0.31875
TSPY2	-2.7745
PAX6	-1.92583333333333
SCG2	-0.373125
SLC17A6	0.147
FMO3	2.357125
PADI4	0.802
TUBB4	-0.5674
NLK	-0.42625
POU4F3	-0.2865
SDF4	-0.08675
ITGBL1	1.2305
NETO1	-1.25425
TAP2	0.324625
ABBA-1	0.264333333333333
GNAI1	-1.04375
VPS4B	0.7565
NOPE	-0.1428
GALNT6	2.08283333333333
SESN1	0.7775
GBE1	-3.10988888888889
CLASP1	-0.0175
RASGEF1B	0.607375
ACOT11	0.682714285714286
AFAP1	0.9075
OR2H2	0.101
DPY19L2P1	-0.55075
DZIP1	-1.9245
SEC22C	-0.55325
GPR161	-1.41541666666667
RNF146	1.35175
WDR74	-0.397375
GALP	0.14
PURA	1.20075
DNPEP	0.872916666666667
RP11-78J21.1	-0.455
ERBB2	1.94775
FANCM	-2.42
NEO1	-0.663166666666667
DDX3Y	-4.7161
RPS3A	-0.056
MXRA7	0.591071428571429
LGALS3	-1.20033333333333
GLT8D1	-0.29725
CFL2	-2.393
UPB1	0.24
NAP1L5	-0.833
CLDN14	-1.72825
DHX38	-0.035
BTBD1	0.04625
TARS2	0.0515
ABCF1	0.6332
FCF1	0.233
LRRC49	-0.004
GUCY1B2	1.3915
C1orf177	-0.0895
SMARCA4	-0.768357142857143
LRP8	-1.95183333333333
TAGLN3	-0.49625
MRPL14	-0.424
TTRAP	1.6615
ZDHHC20	0.457
NFE2L3	-1.186
KIAA1377	-0.3245
PALMD	-0.5882
TMEM43	-0.49675
TTL	-0.65225
STAT5B	-1.0455
SSB	-0.33775
OR10H5	0.298
SLC22A13	-0.4755
AKAP3	-0.3205
TIMM23	0.166166666666667
OAS2	1.13163636363636
KIAA0423	0.47525
TRIM11	0.826166666666667
GLIS3	0.343875
TMEM50B	0.7695
ARHGEF4	-2.103875
DEGS1	0.0727272727272727
TBL1XR1	0.600266666666667
G6PD	-0.86075
SP140	1.7645
MUC17	0.222142857142857
NUDC	-0.3836
DNAJC5B	1.97933333333333
SCARA3	-0.725166666666667
CPA3	3.76516666666667
BCAT2	-0.426875
MFN1	0.3312
NRG3	0.301
SNX11	0.67925
PLEKHH1	-0.246166666666667
GPR177	-1.639
HCFC2	0.2855
TCAP	-0.55
MOCOS	-1.67925
C14orf93	0.08725
PRDM10	-0.718166666666667
SLC16A4	-0.362833333333333
SRGAP1	-0.193
VIP	0.305
DUSP27	-0.1615
LILRA1	1.0201
MC2R	0.4375
MGC24103	-2.58175
MBTD1	-1.3495
FUT11	-0.297833333333333
USP33	0.013
C15orf39	-0.42175
MAP3K12	0.42425
PAAF1	1.87033333333333
BARHL1	0.003
FLJ16165	-0.128
PIWIL2	-2.84875
SYNE1	0.952083333333333
CMTM4	0.531125
TSPYL1	1.1471
GUF1	-1.51066666666667
TMEM157	0.472
WDR44	0.32525
HIST1H3C	0.40775
DKFZp666G057	0.6415
RNPEP	0.4425
GAS2L2	-0.0996666666666667
ADH4	-4.5175
GRPR	0.794
FBXL17	0.22825
ZBTB10	1.076
Gcom1	0.660166666666667
HTRA1	0.9682
ZNF585A	0.122
SLC26A2	-0.712285714285714
OTOP3	0.336333333333333
WISP1	2.08344444444444
ATP2B4	-0.28325
FLJ10769	1.57375
CRAMP1L	0.018375
CHST12	0.183
RAB22A	0.571416666666667
TARDBP	0.0420714285714286
STAU1	0.571
CRB3	1.901
MIG7	-2.349
CHMP1A	0.0868333333333334
ZNF160	-0.1515
B3GALT6	0.243625
BARX1	-1.89666666666667
C6orf167	-0.9365625
NXNL1	0.186
DHX29	0.864125
HADHB	0.53675
PLXNB2	1.3135
ILDR1	-1.04725
SLC15A3	2.53575
GAS2	-3.244
C20orf69	-0.26875
NUMB	-0.67375
TNIP1	0.067
MESP1	-2.31783333333333
PSKH1	0.6335
NSFL1C	-0.14625
RHOG	0.5865
HEY1	-3.18316666666667
KNG1	-1.404
ITGAX	2.2027
LIN9	-0.811166666666667
CANT1	1.23675
XRN1	0.0126428571428572
CCDC96	1.3141
HEATR6	-1.26816666666667
GNG7	0.494916666666667
RUNX2	0.1106875
SOX1	-0.096
FCRL5	1.1807
ZNF99	0.3675
FAM9A	0.236
SNX22	0.340333333333333
MBNL3	-1.7665
ODC1	-2.2668
ADORA2B	-2.9865
NR2F6	1.90575
ZFYVE16	-0.0237777777777778
SYNJ2BP	0.4213
POLE	-0.717375
E2F2	-1.06075
THRA	0.232166666666667
PTGES2	-0.556
HIP1R	0.561
TMUB1	-0.130333333333333
ENO3	-2.1875
RSPH10B	-0.428
CXorf39	0.5135
IRGC	0.1305
GPR109B	0.8175
FLJ13305	-1.4055
LCE3A	-0.446
TNFRSF18	0.584
DET1	0.022
TRPM3	0.01675
C16orf79	-0.637
FECH	-0.482
RAP2A	0.634666666666667
CRIP1	2.52183333333333
AZIN1	1.218
SLC7A7	3.47475
IL10RA	1.5851
TMEM64	-3.238
CDC42EP4	0.8632
C16orf58	-0.0347
ARG2	-4.724
POU5F1P4	-4.48125
FAM62B	-1.168625
DNAH8	-1.4466
ASH2L	-0.41075
TSLP	-3.083
CNTNAP5	0.6706
TMEM16C	2.84025
IFNA14	-0.0055
SLC1A3	0.26425
CABYR	-0.94675
BCL7B	0.2342
NUDT13	-0.876833333333333
C13orf28	0.5725
C1orf53	-0.16925
ARL6IP4	0.3048
RPL35A	-0.0835
EMR3	0.62375
RAB40C	0.739583333333333
SLC41A1	-0.241666666666667
LRCH1	0.18975
LY6G5B	-0.39
FAM124A	-0.423357142857143
MGC10981	-4.0955
CLIP3	0.2646
MAP4K2	0.762666666666667
CHIC1	0.626
SULF1	4.24116666666667
C20orf30	-0.405285714285714
PRDM5	-0.57225
ELOVL1	0.06875
C11orf48	0.248125
SLC39A10	-0.2145
KCNV1	-0.3065
ACP1	-0.401
ZMYM2	-1.34
B3GNT6	0.125
C9orf69	-0.02275
C2orf15	1.5555
C20orf166	0.158
HSP90AA6P	-0.099
EDG7	-0.5495
NEURL	1.413125
LPL	-0.765333333333333
CLEC2D	0.300642857142857
GRRP1	1.343
CD8B	-1.7088
HIST1H3D	-0.258
SLC6A12	1.160375
FAM27L	-0.0595
CD84	1.9768
RASA1	-0.3955
PHKG1	-0.401
MAGEA11	-1.002
IMPA1	-0.1262
NPM3	-0.828
RARRES1	3.034
SH3BP1	0.182625
B3GNTL1	0.5075
ARPC5L	-0.2695
KLHL26	0.286
SIM2	-1.994
GJC1	0.2815
C20orf194	-0.1765
EXO1	-1.493
SLC2A2	-1.88316666666667
LOC285074	-0.00525
LRG1	2.36225
KIRREL	-0.159
PIK3R1	0.434
C4orf34	1.21125
MAF	-1.67961111111111
ADCY4	2.79133333333333
ZMIZ2	0.8175
SLC46A3	1.5795
STAMBP	0.00750000000000002
CCDC16	0.4685
MS4A12	0.184
TCF20	0.681
LRRC46	0.97025
C20orf152	0.70725
MRPS6	-0.158625
ABCB11	0.1745
KCNC2	-0.186
CDH19	-2.1766
C9orf123	-0.111166666666667
SSH3	2.297625
LDLRAD1	-2.07
CCBE1	-0.38975
ZNF135	0.252875
TAAR1	0.287
WFDC12	-0.2195
CCDC42	0.508
FLJ12529	0.21175
PER1	-1.0905
TIMM50	-0.5275
SMARCAD1	-0.470333333333333
FAM26C	0.633
TP53TG3	-2.47216666666667
SH3RF1	1.348
LMCD1	2.06675
GPR63	-0.3875
FLJ21986	-2.035
AIFM3	-0.17225
MICAL1	0.43
BLZF1	0.401166666666667
IQCA	2.465
PCDHGC3	-0.1265
SAC	0.10525
BCL6B	1.60066666666667
DDO	-0.64025
MARCO	2.53975
DCHS1	1.68566666666667
C1orf170	-0.152333333333333
CD200R1	1.05383333333333
C22orf15	-0.383
SEPT11	-0.0445
ADNP	0.14075
UST	-1.1613
C13orf34	-0.611
RFFL	0.442214285714286
APBA3	-0.2165
C2orf60	-0.04075
CUTL1	-0.0147000000000001
PMS1	-0.53825
ZNF689	0.908
EIF3E	0.242833333333333
IL9	0.113666666666667
RPL31	-0.371
LY9	1.72366666666667
ATP2B3	-0.2675
KDELR2	-0.169166666666667
TFCP2	0.53275
NLRP12	-0.206125
FLJ45422	0.416
TLE4	-0.6484
ZNF570	0.3865
FLJ43806	-0.5865
TLK2	-0.348125
CIR	0.998
MARS2	-0.346
COL24A1	-0.41075
SDF2L1	0.012
HIBADH	-0.1515
IGFBP3	-2.82442857142857
C12orf23	0.272375
PSPC1	0.1205
C20orf43	0.62375
TRAV20	-0.1175
ARHGAP24	1.73775
KIAA1975	0.85525
C1QA	3.2491
DNTT	-3.95066666666667
C10orf6	0.123166666666667
C11orf41	-1.405375
HNRPF	0.309375
COL11A1	1.75083333333333
UBAP2	-0.520833333333333
CDKN2AIPNL	-1.0505
C20orf174	3.969
SPRED2	0.40375
PLA2G12A	0.245333333333333
ICEBERG	-1.103
SCN10A	0.397
C11orf65	0.403
GBP5	5.204
PITPNC1	-1.61366666666667
POU3F3	0.3165
NCOA7	-0.675625
LIN7C	0.6217
LOC348840	-0.211
NKX2-2	-2.429
ANKRD13D	1.47125
LOC123688	0.0395
FUT2	0.750666666666667
TAAR8	0.178
FZD4	-0.302833333333333
PNMA3	-0.828666666666667
OR4L1	0.1565
WIT1	-2.63775
EXOC3L	0.69525
ATPBD4	0.5696
KRBA1	-0.20925
UBXD6	-0.4515
HOXB7	-0.404071428571429
C7orf23	-0.4715
UNQ338	-0.31
STAB2	0.9735
CDC20B	0.28125
IRF9	2.49475
CENTG1	0.967833333333333
TNPO2	-1.17925
MCPH1	-0.076875
BMS1P5	-2.115
SLC26A7	2.191
HIST1H3J	0.41575
C9orf3	-0.2369
LBH	0.970125
MYO1D	1.2415
PTDSS2	-0.298
NFU1	0.28975
DEPDC4	-0.9765
WNT7B	1.5764
GLP2R	-0.03
SETD4	-0.0772
DYNLT3	-0.3724
FKBP11	-1.06483333333333
SESTD1	0.488333333333333
FLII	-0.09
RPS16	-0.1937
CHPF	0.0303333333333333
CSNK2A1	-0.446833333333333
SUMO1P1	0.33675
FKBP6	0.1055
ZNF214	-0.907833333333333
TWIST1	0.602833333333333
DDX56	-0.0448333333333333
TRAM1L1	1.441
EPO	-2.71533333333333
MRPS18B	0.4395
ZNF682	0.620833333333333
RPL14	-0.511166666666667
MAFF	-0.62625
LOC51136	-0.33225
LY96	0.28375
DDX20	-0.50175
ABTB1	0.44
ARL5A	0.0971
CCT6A	-0.18525
HEPACAM	-1.09916666666667
EHHADH	-0.702
RBAK	0.137166666666667
CGB1	0.04075
ITGB5	-0.1298
YIPF3	0.65225
FKBP2	0.8145
NR1D1	-1.0464
TMEM110	0.225
NEK2	0.0958333333333333
PRAMEF8	-2.99925
C20orf52	0.394166666666667
PCDHGA3	-1.414
VWA3B	0.0925
NDUFA5	0.179
THAP9	-0.1375
FLVCR2	0.474333333333333
AP1S1	-0.517
SMAD6	-1.53375
SAV1	-0.674125
SAT1	0.9
ZNF251	1.53925
ADAMTS7	0.3668
RPP38	0.43175
C1orf211	0.0995
YPEL2	0.53705
RBMS1	-0.42625
ZNF445	-0.379333333333333
NRXN2	0.332166666666667
PGBD4	0.16425
UGT2B28	-2.8295
WBSCR16	-0.2419
NLRC3	1.3175
ASTL	0.19825
ST6GALNAC1	-3.2695
ZADH2	-0.547125
MLLT4	0.962333333333333
ARL6	-1.12766666666667
MEF2C	0.13425
CBFA2T3	-0.9005
AFF3	1.23364285714286
COG7	0.0521666666666667
MYB	0.0318333333333333
PLXNA3	0.155
XRCC2	-1.786
MMS19	-0.19725
ST8SIA5	-0.8695
CHPT1	-1.11766666666667
KIAA1712	0.744125
OR6X1	0.5685
ACTR3	0.26425
UGCG	0.105666666666667
OR4P4	0.4115
ZAP70	-1.1185
LPP	0.972125
ZNF485	0.00825
PTPRCAP	1.63025
IL12RB1	0.60225
ATRX	0.1292
CHST8	-0.124
C14orf109	-0.36025
ARV1	0.58225
NMB	-0.374428571428571
COX5A	-0.993333333333333
EIF6	-0.18175
MPPED2	0.314166666666667
SEMG1	-0.5
CHRDL1	1.12
TRAF3IP2	1.09075
WNK2	-0.184875
LILRA4	3.26016666666667
LAMA2	3.6735
PXT1	-0.602
RLBP1	-1.74075
CD300C	0.84325
SLTM	0.30525
FLJ10404	-0.30975
APOBEC3D	-1.32016666666667
RENBP	1.10183333333333
ATXN7L1	0.31225
NID1	-0.0365
TUBGCP3	0.0525
ITIH5	0.5845
CCDC110	0.647
C8A	-2.53675
MGC87042	-2.9625
HOXC13	2.54225
TFDP2	-0.93275
HCP5	1.8405
POLI	-0.6345
UCN	-0.452333333333333
ZNF764	0.779666666666667
C8orf45	0.54925
FHL3	-0.284
SPATA5L1	-0.00325
MMRN2	2.03083333333333
NDST1	0.123666666666667
COL20A1	-0.284
ZNF248	-0.472166666666667
PELP1	-0.136833333333333
MBL2	-1.64
RNF41	0.31275
C5orf24	-0.245625
THOC5	-0.793875
SERINC3	0.772083333333333
RP11-151A6.2	1.3085
CDCP2	0.013
HIST1H2AA	0.274
C11orf75	0.370833333333333
FKBP7	-1.32925
DDOST	-0.38825
GPNMB	0.7905
TTF2	-0.7855
KCNT1	0.0868333333333333
SLC39A14	-1.163
NGRN	0.3298
GPR137B	1.806
MECP2	0.343375
PSMA1	-0.1225
C16orf73	-4.776
TMEM60	0.354333333333333
CSN3	-0.2595
NOS1	0.148666666666667
RAB7L1	0.2575
YBX2	-0.0115
KIAA1166	-0.93375
FUBP3	-0.0395
ABCG1	1.3555
ACACA	-0.524083333333333
ARL11	1.7979
ATOH1	0.1415
ODF1	0.0423333333333333
CREB3L3	-1.33083333333333
TMEM127	0.919357142857143
DSCAML1	2.3855
PLN	2.61716666666667
LYPLA1	0.8315
PRDM9	-1.32275
SASP	-0.434
PLUNC	0.0216666666666667
INTU	0.15225
HISPPD1	-0.786
LNPEP	-0.273166666666667
YARS2	-0.3695
APCDD1L	-1.3145
ZCCHC4	-0.4957
FBXO22	-0.6925
TTLL13	-0.4165
ZNF669	0.339333333333333
PTGDR	2.166
DDX27	1.005
KIAA0409	-0.215
GJB6	0.21425
ASB8	0.979
PLP2	0.335333333333333
MEPE	0.3665
OR10J5	-0.359
KRT222P	1.19125
COQ7	-0.284
C1orf101	0.171
RERG	3.8056
CHMP5	0.162
THAP11	0.73925
ZNF43	0.46
ZRANB3	-0.454666666666667
KRT13	-1.003375
MRPL19	-0.88725
RBBP9	0.636375
SPATA17	0.494
BXDC5	0.240333333333333
PAFAH1B1	0.00691666666666666
MAGEE1	0.37675
OSTF1	-0.0415
KIAA0323	0.95525
TXNDC13	-1.193
CNTN4	1.294625
LCE1B	0.4715
UNQ501	-0.12375
ZNF154	0.47075
C3orf64	-0.266
SYT5	0.0023
PON1	1.54833333333333
FLJ10357	-0.61975
ATP4A	-0.724
GNPDA1	-0.706333333333333
MGAT1	0.708
C14orf121	0.13975
SLC35B2	0.061
MIER3	0.459333333333333
CHEK1	-2.2875
ZNF8	-0.00783333333333333
TXNDC1	-1.10083333333333
CKB	-1.9227
RTN3	0.7195
FZD2	-1.79633333333333
PART1	-0.207125
PSMB6	0.181
PCDHB8	-0.9205
PHC3	-0.2572
PPP1R8	-0.0503333333333333
NOVA2	0.848166666666667
TNFRSF11B	-3.70975
GOLPH3	0.989
UBLCP1	-0.70825
SUHW3	-1.1775
TTLL1	1.61975
OPN4	0.291
OR13G1	0.1205
ZPBP2	0.2855
HSD17B11	-1.26575
C9orf50	-0.068
DHDDS	-0.0359285714285714
CTSW	1.4517
NEFM	-2.33133333333333
MRPL28	-0.63975
SYN1	0.253
PIGV	-0.820666666666667
ZIM2	-0.79
APBB1	0.217666666666667
SND1	-0.28675
C1orf123	-0.220166666666667
CHD3	0.04075
BHLHB8	-0.03625
RNASE2	0.2295
BCAP31	0.45775
SLC25A44	0.624666666666667
CHD6	0.6606
PIB5PA	0.926461538461538
SELS	0.2175
LOC541471	-0.09575
FAT2	-0.209
ZNF81	0.221
OR4C16	0.411
FLJ10081	-0.0155
LRRC4	-0.2515
CS	-0.300833333333333
N4BP2	0.57075
IGFBP7	2.45725
ZNF318	0.2285
NDNL2	1.181625
ZNF609	0.697125
SIRT4	-1.08525
EXOSC10	-0.55175
ECE2	0.236583333333333
OVGP1	1.061
GTPBP3	-0.49375
PACS2	0.00519999999999999
C19orf36	-0.972
ARL4C	-0.3945
ATG4B	0.213875
UBQLNL	-0.0135
RHOXF2B	-4.6175
PLEKHG2	-0.843
GALR1	-0.1545
AQP4	-0.0568333333333333
HDAC7A	0.007
DCUN1D3	-0.26575
OR8A1	-0.1215
CCRN4L	0.362875
CBR4	-0.655
KIFC1	-1.09933333333333
SLC7A14	-0.679
LHX5	-0.009
TRPC7	0.1035
LPXN	0.30825
SERPINA1	-2.3665
RPS13	-0.6362
BPIL3	-0.195
PRKAA1	-1.5965
FADS2	-1.1883
ENAH	-0.4184375
PRO1768	0.342
APBA2BP	0.6275
LIPH	1.40183333333333
C3orf33	-0.66475
RCC2	-0.271785714285714
ALDH1A2	-3.0863
RNF103	1.63075
AHCY	0.35875
ALG12	1.3515
CCL17	2.388
ZNF543	0.698333333333333
ESRRG	0.1744
CNGA1	0.5805
RDH5	-1.11883333333333
OTX1	0.1793
PTGFR	-0.685666666666667
CDR2	-0.52575
SELE	2.16725
NLGN2	-0.8725
EXOSC9	-0.16925
ZNF566	-0.0208333333333333
KLRC2	-3.878
GPR12	0.2445
KIAA0196	0.902
PDRG1	0.514
SSR3	-0.759714285714286
MSI1	-0.661
CST9	0.616
CC2D1A	-0.331375
PLAGL1	-0.520722222222222
ZNF778	-0.2755
RNF2	-0.701625
KLF6	1.16933333333333
THBD	1.38233333333333
tcag7.1314	0.43275
NR5A1	-0.0141666666666667
ABCD2	0.25575
DNAJC7	-1.2265
CLEC4C	0.5975
TM2D3	0.329875
CCDC4	-0.5695
PLAC2	2.227
DCD	-0.156
FAAH	1.548375
POLA1	-0.196833333333333
TM7SF2	-1.058875
FLJ39822	-0.604833333333333
FLOT2	0.146125
MAP4K1	0.828666666666667
SRP68	-0.054125
C21orf74	0
ARPC5	0.350375
LOC126075	1.59
HECW2	0.420875
ZDHHC4	0.08
ANKRD42	0.7265
PDE9A	-1.01116666666667
ABCA8	0.31725
NDUFS2	0.42725
UBR5	0.40975
BTBD16	-2.93625
LOC554174	0.439
ZNF20	0.7485
KIAA1843	0.2695
WDR17	-0.135125
C15orf33	0.1675
RNF113A	0.05425
CAMKK1	-0.1014
CLCN2	0.28675
ANXA6	-0.3895
LOC340069	0.0135
EMID1	0.630375
DPM3	0.3265
ELA1	0.274
SLC25A13	0.0997
KRT24	-0.19825
SMPD1	0.166
TH	0.991625
COL6A2	0.167785714285714
ANKS1B	2.5955
GPR126	-0.3339
ZC3H12A	0.504
TMEM47	-0.0541666666666667
C2orf51	-0.110166666666667
C1orf88	0.811333333333333
HSF2BP	0.5865
AKAP10	-0.10175
RPAP3	-0.185
KLHDC8B	0.85925
STOM	-0.6602
MUPCDH	0.017625
C10orf72	-0.294125
PLEKHA3	0.320833333333333
TCP11L1	-0.5035
CWF19L1	0.354625
SPEF1	0.536230769230769
YSK4	0.156
ELN	2.3114
SAMD8	-0.346166666666667
MPI	-1.74433333333333
MEPCE	-0.4626
ABCC3	-0.84325
NANOGP1	-2.4545
KCNK17	0.59
HLA-DMB	4.38033333333333
RRAGA	0.5765
ANGEL1	-0.2515
RBM32B	-0.2505
CPN1	-2.32075
MGC52282	0.0462
HLA-A	1.48
OR9G4	0.1825
EDNRB	-1.75725
SCD	-1.60535714285714
C14orf80	-0.4705
BAGE2	-0.9225
RABL4	1.25866666666667
RCVRN	0.448
SHANK1	-0.1265
NLRP7	-1.8475
CD226	1.55375
STAT3	0.4403125
SYNJ2	-0.3272
TPCN2	1.191
WDR36	-0.866916666666667
MBD4	-0.123
ROBO1	-1.1657
ST3GAL6	-3.045
SLAMF8	3.0535
ATN1	0.147666666666667
GPR141	0.5175
KRT36	0.126
TPH1	0.37
DDX52	0.21175
ZSCAN29	0.583666666666667
TRPT1	-0.195666666666667
DPEP3	0.3095
DENND4A	0.0945
TSPAN16	-0.2035
PTCHD2	0.016
LOC145814	-0.70575
CAP1	0.0025
EIF5A2	-0.1877
NT5DC3	-1.009375
SEPT9	-0.51825
SEZ6L2	0.061375
EGFLAM	2.33775
VPS11	0.319875
NDUFB5	-0.0865
CIDEA	1.10066666666667
IER5L	0.77875
N6AMT1	-0.153
FAM83C	-0.0235
OXR1	0.574666666666667
IRX1	-0.226
DGKB	-0.2155
GCN5L2	-0.95125
MIR16	0.197125
FBXW9	-0.017
WDR4	-0.913833333333333
PDC	-0.1265
VPS33B	-0.66925
HEXB	-0.40475
FLJ32214	0.25275
TCEB3	-1.04825
CRLF1	-0.41525
ABI3BP	1.786
C8orf22	-4.29675
PYCR1	-0.36575
KIAA1706	0.8565
CDK5R2	0.14275
WAS	0.806
C12orf60	-0.19225
CCBL2	-0.58825
MADD	0.0475
C5orf34	-0.956
WDR42A	0.5629
KLF12	-0.117625
HSPA1A	3.3885
ITM2C	-1.44241666666667
DAPK2	1.80883333333333
LOC442590	0.1535
SUMF2	-0.499
CENPA	-1.04376923076923
TMED5	-0.58875
CDH6	-1.4782
BRP44	1.583875
THG1L	-1.129
GABRA2	-1.81125
C14orf166	-0.47475
MYL1	-0.981333333333333
TNFSF18	0.245
PAP2D	-1.08516666666667
PPIB	-0.33025
KLHL4	-0.128375
SFN	0.0495
CCDC127	0.572
FRAP1	-0.32525
GOLGA5	-0.7025
SDCCAG1	-0.2575
MGC21675	-0.304333333333333
C10orf95	-0.41075
KIAA1345	-0.7155
C1orf163	-1.4355
LACE1	-0.347833333333333
OR10K2	0.17
CENPN	-1.6048
TMED2	0.987
UGT1A6	-1.106
ANG	-2.485
U2AF1	-0.5075
CASC2	0.312166666666667
NMT2	0.044
OSGEPL1	-0.0825
DFNB31	-0.905
SLC6A20	-0.318375
DKC1	-0.08025
FXYD4	-0.38775
WDR64	0.6625
MGC5590	0.323
CREBZF	-0.0743333333333333
DAZ1	-0.1545
PRPSAP1	-0.41
GCHFR	-0.8825
TTC7A	0.110875
LOC196993	0.4035
UBD	2.866
S100A1	-0.84
RPL6	-0.001
DNAJB6	-0.5753
NAGS	1.0379
C2orf58	0.3165
KERA	0.157333333333333
MT1X	0.1046
UBE2B	0.5172
KEAP1	0.21025
MST1	-3.316125
OMA1	0.5705
ABLIM2	1.2135
BCL2L13	-0.367833333333333
JAZF1	-0.351333333333333
TMEM63B	0.7765
S100A8	0.2341
ARFIP2	0.4775
UROS	-0.097
KHDRBS2	0.13
POLQ	-2.323625
SOAT1	-0.4885
SPAG4	-1.4585
MRPS30	-0.845166666666667
LOC494141	-0.9295
OR2T11	0.161
ORAOV1	1.4808
ZNF184	1.0165
TCEB3B	0.0678333333333333
ADAM21	-0.1545
GDPD1	-0.327
SPINLW1	0.7085
PRR14	-0.00883333333333333
KCTD9	-0.76
NUDT3	0.64975
KIAA1822	0.4495
HIST1H4K	1.013
DFNA5	-2.29125
GABPA	-0.417
C14orf44	0.15675
POLB	-0.2605
PTAR1	-1.15375
SEC31A	0.3933
TRIM58	-1.52025
TAS2R14	0.2545
VPS8	0.66475
H1F0	-1.15516666666667
PRKCB1	-0.268666666666667
UGT2A1	0.2525
TOR1B	-0.3635
LSS	-1.33166666666667
C2orf19	0.2495
HNRNPC	-0.0897857142857143
TMEM100	-1.116
LOC116349	0.19525
OR51M1	0.236
CCDC142	-0.10675
ISG15	-0.078375
ZCCHC14	-0.162125
CREBL2	0.84825
TGDS	-1.052
DC2	-0.43925
CACNA2D3	-0.497071428571429
ZNF429	-0.507375
LYPD6	1.23916666666667
SUCLG1	0.0165
OR51I1	-0.6355
MAGEH1	1.4125
PRPF40A	-0.1645
SMR3A	0.231
SPINK2	1.58825
THAP2	-0.148125
NPY5R	1.128375
IRF4	-1.04575
SPESP1	-1.42516666666667
OR10S1	0.34
DTD1	0.0675
TUBE1	-0.309
DDX19A	-0.226
PDPN	-1.437625
TMEM34	-0.00625
MGAM	-0.20925
COL3A1	5.05233333333333
GFM2	-0.3641
OR5A2	0.234
PSG9	-0.23675
ARHGEF11	0.520666666666667
IVNS1ABP	-0.6263125
SIGIRR	1.6965
DUSP19	-0.495
DNAJC14	0.5586
ACSS1	1.5145
IL1RAPL2	0.1885
C4orf30	-1.05575
SEPT4	2.33075
LANCL3	-2.05075
SPAG17	1.90516666666667
PRDX3	0.089625
HNF1A	-1.650125
P4HA2	-0.677875
RFWD3	-1.09883333333333
MOV10	-0.426
DNAJA5	0.46
LOC729440	0.3415
LOC200383	0.079375
SMC2	-1.8705
MIXL1	-1.24333333333333
TMEM9	0.70775
FAM86A	1.068
ZNF174	0.5752
MYH14	-1.14575
CCR8	0.731
VPS37C	1.2745
GPATCH1	0.0933333333333333
B3GNT8	1.2045
TBX4	-0.17975
CNR2	1.466
PCDH1	1.02675
C5orf29	3.810625
OCIAD2	1.2155
PLCG2	1.6915
KIAA0247	1.494125
HRH3	-0.0328
CAPN13	4.227625
CCR1	-0.4122
MGC15523	0.0222777777777777
UVRAG	2.09266666666667
DNAJA2	-0.223833333333333
ITGA2B	-0.3375
CLDN5	2.757875
PTPRN2	-1.58664285714286
ZNF512	0.381333333333333
PSAP	0.746857142857143
CCDC140	-0.0195
LRRC55	0.035
CYP26C1	-0.00849999999999999
C8orf47	-0.24625
LYN	0.11
DUSP6	-0.835
TGFB3	3.34933333333333
ELK1	0.0177
PCDH11Y	-0.171833333333333
HGD	-0.73625
C17orf58	0.002
MYO3A	0.105
SERPINE2	-3.97016666666667
AARSD1	-0.299
C14orf73	-0.639
ADAM33	-0.47825
ZNF491	0.083
MAPK6	-0.798666666666667
TCN1	-0.9795
SLC24A6	0.6365
UBE2R2	-0.0875
H1FNT	0.104
TATDN2	0.0221666666666667
LILRB1	2.19575
P2RY5	1.3395
NUCB2	0.941
C2orf37	0.23375
SNX27	0.7415
MTA3	0.22425
FOXO4	0.1325
ID4	-0.304
SOX5	-2.6655
PXMP3	1.386125
OR52M1	-0.225
SFT2D3	0.189
INA	-2.9325
MCOLN1	0.5225
NFIX	-1.0103
CLEC14A	3.79183333333333
HIBCH	0.795666666666667
PLA2G5	0.2515
TIMM10	-1.29316666666667
MED17	0.1961
COL4A4	1.1395
TPP1	0.992833333333333
GJA3	-1.272
TMPRSS5	-1.52125
AADACL3	0.1565
DNMBP	-1.08925
ENPP5	0.57
NQO1	-0.0148
ZSCAN2	-0.295375
SEC24C	-0.4835
GTF2A1L	-0.5035
AXIN2	-0.4807
FAM33A	-1.49075
C16orf13	-0.3515
SPNS2	0.64
TAF1	0.0905
AP1G2	-0.224333333333333
RBM42	0.294833333333333
HCN2	0.150166666666667
EFHB	0.727666666666667
RUSC1	0.704833333333333
GRIK5	0.144
USP21	0.406333333333333
ATAD3C	0.24175
ORMDL2	1.012
PRSS7	-2.12475
PSAT1	-5.7195
FLJ13195	-0.727166666666667
TBC1D1	0.103666666666667
IFNG	3.5115
OTOS	0.190666666666667
ZNF773	0.085
