Hybridization REF	TCGA-AR-A1AS-01A-11R-A12P-07
UBN1	1.24383333333333
C17orf32	0.607
SLC5A7	1.1335
GPR92	0.850333333333333
ESAM	1.7751
CTNNA1	1.43966666666667
HRBL	0.0123
CBX4	1.40975
TMEM182	-0.233
SH3TC2	-1.3585
IL10	0.8625
PXMP4	0.4
RNF167	-0.7111
PAK7	-0.6585
ETV3	-0.801
ATPIF1	-0.276666666666667
LOC554207	-2.94733333333333
OR8H1	0.14425
WDFY3	0.688
DPM1	-1.31575
GPSM1	-0.5565
WDR92	-0.0356
LRP1	1.20633333333333
ANKH	-1.275875
THUMPD3	-0.22575
POLR1B	-1.216
OLFM4	2.84266666666667
RAD9B	0.2785
TSPY2	-4.588
PAX6	-2.987
SCG2	-2.823875
SLC17A6	-0.538
FMO3	1.724375
PADI4	0.321
TUBB4	0.6723
NLK	-0.3445
POU4F3	0.5445
SDF4	0.28125
ITGBL1	1.232
NETO1	-0.803875
TAP2	-0.486625
ABBA-1	0.453
GNAI1	-1.8465
VPS4B	0.88075
NOPE	-1.5255
GALNT6	3.35616666666667
SESN1	0.786375
GBE1	-0.924333333333333
CLASP1	-0.25425
RASGEF1B	0.521125
ACOT11	-0.123357142857143
AFAP1	0.43725
OR2H2	-0.43625
DPY19L2P1	-2.43275
DZIP1	-2.908
SEC22C	0.271166666666667
GPR161	-1.0845
RNF146	0.59375
WDR74	-0.45125
GALP	-1.531
PURA	1.57675
DNPEP	0.5715
RP11-78J21.1	-0.57925
ERBB2	1.813
FANCM	-1.14225
NEO1	0.751
DDX3Y	-4.568
RPS3A	-0.018625
MXRA7	0.514
LGALS3	-0.7545
GLT8D1	0.221
CFL2	-3.1735
UPB1	1.072
NAP1L5	0.319
CLDN14	0.873
DHX38	1.0355
BTBD1	-0.53625
TARS2	1.10033333333333
ABCF1	-0.1036
FCF1	1.4135
LRRC49	0.1655
GUCY1B2	-1.654
C1orf177	0.3645
SMARCA4	0.523142857142857
LRP8	-3.42766666666667
TAGLN3	0.4465
MRPL14	-0.78975
TTRAP	0.24875
ZDHHC20	0.84375
NFE2L3	-1.995
KIAA1377	-0.41775
PALMD	-0.3786
TMEM43	-0.611
TTL	-1.487875
STAT5B	-0.0553333333333333
SSB	-0.44625
OR10H5	1.305
SLC22A13	-0.95225
AKAP3	-0.10725
TIMM23	0.358166666666667
OAS2	0.779909090909091
KIAA0423	0.74225
TRIM11	1.4735
GLIS3	1.7145
TMEM50B	1.05366666666667
ARHGEF4	-1.303375
DEGS1	0.864454545454545
TBL1XR1	2.23713333333333
G6PD	-0.31025
SP140	-0.664
MUC17	-0.379615384615385
NUDC	0.4433
DNAJC5B	3.03716666666667
SCARA3	-1.06616666666667
CPA3	5.96916666666667
BCAT2	-0.000250000000000042
MFN1	-0.4102
NRG3	1.135
SNX11	0.522
PLEKHH1	-1.67016666666667
GPR177	0.347166666666667
HCFC2	-0.093
TCAP	-1.6745
MOCOS	-1.93025
C14orf93	-0.8445
PRDM10	-0.582333333333333
SLC16A4	1.78866666666667
SRGAP1	-1.34266666666667
VIP	-0.011
DUSP27	0.415166666666667
LILRA1	0.9435
MC2R	0.681
MGC24103	-3.4145
MBTD1	-2.11
FUT11	-0.039
USP33	0.2608
C15orf39	-1.489
MAP3K12	-0.366125
PAAF1	-0.0806666666666667
BARHL1	0.457
FLJ16165	0.4
PIWIL2	-3.2965
SYNE1	-0.518416666666667
CMTM4	1.232375
TSPYL1	1.2562
GUF1	-0.783833333333333
TMEM157	0.5765
WDR44	-0.09975
HIST1H3C	0.06025
DKFZp666G057	1.732
RNPEP	1.559
GAS2L2	1.2665
ADH4	-5.61775
GRPR	2.982
FBXL17	2.98
ZBTB10	1.08066666666667
Gcom1	-0.419888888888889
HTRA1	2.0149
ZNF585A	-0.0491666666666667
SLC26A2	0.181785714285714
OTOP3	-0.0818
WISP1	1.68855555555556
ATP2B4	1.00641666666667
FLJ10769	0.68275
CRAMP1L	1.072125
CHST12	-1.75
RAB22A	0.575416666666667
TARDBP	-0.452714285714286
STAU1	-0.2085
CRB3	2.40766666666667
MIG7	0.794
CHMP1A	1.03316666666667
ZNF160	0.10475
B3GALT6	-0.49925
BARX1	-0.4365
C6orf167	-1.6854375
NXNL1	0.22
DHX29	0.4505
HADHB	-0.394
PLXNB2	1.705125
ILDR1	-1.26025
SLC15A3	2.539
GAS2	-5.42166666666667
C20orf69	-1.07675
NUMB	-0.27725
TNIP1	1.282625
MESP1	-1.26566666666667
PSKH1	0.13775
NSFL1C	0.868375
RHOG	0.1745
HEY1	-2.7505
KNG1	-2.457125
ITGAX	1.8753
LIN9	-0.675
CANT1	1.3875
XRN1	0.320928571428571
CCDC96	1.957
HEATR6	-1.237
GNG7	0.556
RUNX2	1.139375
SOX1	1.0255
FCRL5	0.2349
ZNF99	0.040875
FAM9A	1.2055
SNX22	1.075
MBNL3	-3.187
ODC1	-4.0008
ADORA2B	-1.974
NR2F6	1.78525
ZFYVE16	-0.0242222222222222
SYNJ2BP	0.1983
POLE	-0.20525
E2F2	-0.770875
THRA	0.00366666666666665
PTGES2	-0.108333333333333
HIP1R	0.660666666666667
TMUB1	-0.169666666666667
ENO3	-2.632
RSPH10B	-0.0345
CXorf39	0.815375
IRGC	0.252
GPR109B	-2.98175
FLJ13305	-1.376
LCE3A	0.0655
TNFRSF18	1.50666666666667
DET1	0.1155
TRPM3	-1.14483333333333
C16orf79	0.1285
FECH	-0.0776666666666667
RAP2A	-0.688166666666667
CRIP1	2.83366666666667
AZIN1	0.4085
SLC7A7	2.7855
IL10RA	0.3016
TMEM64	-1.08725
CDC42EP4	1.2707
C16orf58	0.8767
ARG2	-2.197
POU5F1P4	-4.87425
FAM62B	-0.2335
DNAH8	-2.85355555555556
ASH2L	-1.211875
TSLP	-5.49
CNTNAP5	0.4542
TMEM16C	-0.79325
IFNA14	0.9125
SLC1A3	0.149375
CABYR	1.66575
BCL7B	0.3945
NUDT13	-1.03116666666667
C13orf28	-0.36175
C1orf53	0.7775
ARL6IP4	0.0911
RPL35A	0.45275
EMR3	-0.185
RAB40C	1.50233333333333
SLC41A1	-1.2772
LRCH1	-0.136
LY6G5B	-1.4985
FAM124A	-0.792928571428571
MGC10981	-1.15066666666667
CLIP3	-0.5044
MAP4K2	0.0678333333333334
CHIC1	0.696
SULF1	3.339
C20orf30	-0.198214285714286
PRDM5	-2.039
ELOVL1	1.47
C11orf48	-0.744625
SLC39A10	0.79975
KCNV1	-0.74725
ACP1	-0.994166666666667
ZMYM2	-0.14725
B3GNT6	-0.3484
C9orf69	1.318
C2orf15	1.218
C20orf166	-0.248
HSP90AA6P	0.478
EDG7	-0.0195
NEURL	-1.133875
LPL	-0.170666666666667
CLEC2D	-1.06130769230769
GRRP1	0.069
CD8B	-4.287
HIST1H3D	1.09166666666667
SLC6A12	1.236125
FAM27L	-0.335
CD84	2.5379
RASA1	0.0765
PHKG1	-0.0185
MAGEA11	-1.45
IMPA1	-1.4153
NPM3	-1.75275
RARRES1	3.04775
SH3BP1	0.519875
B3GNTL1	0.8685
ARPC5L	0.125833333333333
KLHL26	0.63025
SIM2	-0.33375
GJC1	1.0715
C20orf194	0.34225
EXO1	-2.0075
SLC2A2	-2.66
LOC285074	-1.3435
LRG1	2.93575
KIRREL	0.294
PIK3R1	1.84178571428571
C4orf34	2.7705
MAF	-0.600666666666667
ADCY4	2.43083333333333
ZMIZ2	0.5383
SLC46A3	1.1525
STAMBP	0.268833333333333
CCDC16	0.0225
MS4A12	0.9755
TCF20	0.59175
LRRC46	2.4745
C20orf152	0.127
MRPS6	-0.886625
ABCB11	-0.2465
KCNC2	-1.2626
CDH19	-2.3095
C9orf123	-0.0613333333333333
SSH3	1.511625
LDLRAD1	-2.11925
CCBE1	-0.98025
ZNF135	-1.534
TAAR1	-1.088
WFDC12	1.3455
CCDC42	-0.628333333333333
FLJ12529	-0.49775
PER1	-0.4375
TIMM50	-0.527833333333333
SMARCAD1	-0.420333333333333
FAM26C	0.159
TP53TG3	-2.8725
SH3RF1	2.5428
LMCD1	2.01975
GPR63	-0.694
FLJ21986	-3.284
AIFM3	2.10475
MICAL1	0.7575
BLZF1	1.1005
IQCA	2.727
PCDHGC3	1.08
SAC	-0.5205
BCL6B	1.44766666666667
DDO	-0.35275
MARCO	2.55625
DCHS1	0.24
C1orf170	-0.206
CD200R1	1.647
C22orf15	-0.434
SEPT11	-0.329166666666667
ADNP	-0.55925
UST	-2.1011
C13orf34	-1.42666666666667
RFFL	-0.282571428571429
APBA3	-0.46
C2orf60	-0.52975
CUTL1	-0.7406
PMS1	-0.883125
ZNF689	1.1185
EIF3E	-0.528166666666667
IL9	-0.159
RPL31	-0.995375
LY9	-1.16383333333333
ATP2B3	0.188
KDELR2	-0.344416666666667
TFCP2	-0.3285
NLRP12	2.009375
FLJ45422	-0.4125
TLE4	-1.3649
ZNF570	-0.9595
FLJ43806	0.3765
TLK2	-0.705125
CIR	0.2005
MARS2	-0.522
COL24A1	0.683
SDF2L1	-0.5695
HIBADH	-1.06616666666667
IGFBP3	-1.32971428571429
C12orf23	-0.05675
PSPC1	0.40275
C20orf43	0.55875
TRAV20	2.397
ARHGAP24	0.117625
KIAA1975	0.357625
C1QA	3.4905
DNTT	-5.249
C10orf6	-0.0709166666666667
C11orf41	-0.00925000000000002
HNRPF	0.394125
COL11A1	6.53583333333333
UBAP2	-0.934333333333333
CDKN2AIPNL	-1.9145
C20orf174	0.10625
SPRED2	1.212
PLA2G12A	0.161333333333333
ICEBERG	-2.566
SCN10A	0.25
C11orf65	0.5855
GBP5	1.80975
PITPNC1	-1.07466666666667
POU3F3	2.687
NCOA7	-0.34675
LIN7C	0.4763
LOC348840	-2.703
NKX2-2	3.42975
ANKRD13D	0.904
LOC123688	-1.19425
FUT2	2.1205
TAAR8	0.4705
FZD4	-0.126333333333333
PNMA3	-1.71216666666667
OR4L1	-0.4805
WIT1	-3.08775
EXOC3L	1.47825
ATPBD4	-0.7551
KRBA1	-1.5515
UBXD6	-1.66975
HOXB7	-1.17528571428571
C7orf23	-1.1105
UNQ338	0.06675
STAB2	0.18
CDC20B	-0.221333333333333
IRF9	0.43825
CENTG1	-0.156666666666667
TNPO2	0.2945
MCPH1	-0.5535
BMS1P5	-2.08275
SLC26A7	-1.05375
HIST1H3J	1.60325
C9orf3	-0.3714
LBH	1.058375
MYO1D	1.3145
PTDSS2	-0.28625
NFU1	-0.24125
DEPDC4	-0.4945
WNT7B	2.5988
GLP2R	0.224166666666667
SETD4	-0.4448
DYNLT3	0.7796
FKBP11	-2.1825
SESTD1	0.854833333333333
FLII	0.837
RPS16	0.0624
CHPF	0.841833333333333
CSNK2A1	0.287833333333333
SUMO1P1	0.4725
FKBP6	-0.294
ZNF214	-2.43966666666667
TWIST1	-0.4115
DDX56	0.175166666666667
TRAM1L1	2.463
EPO	1.9195
MRPS18B	-0.58825
ZNF682	-0.674166666666667
RPL14	0.267
MAFF	0.927
LOC51136	-1.2675
LY96	-0.958
DDX20	-0.142
ABTB1	1.415
ARL5A	-0.4958
CCT6A	-1.4005
HEPACAM	-1.6922
EHHADH	-0.110166666666667
RBAK	-0.0726666666666667
CGB1	2.0755
ITGB5	1.2811
YIPF3	-0.49875
FKBP2	-0.33925
NR1D1	0.1431
TMEM110	2.2155
NEK2	-0.560333333333333
PRAMEF8	-3.4465
C20orf52	-1.30816666666667
PCDHGA3	-0.9575
VWA3B	-0.31075
NDUFA5	0.343125
THAP9	-0.58625
FLVCR2	-0.798666666666667
AP1S1	0.050875
SMAD6	0.38275
SAV1	-0.5555
SAT1	0.430375
ZNF251	0.027125
ADAMTS7	0.4712
RPP38	-0.13175
C1orf211	-0.774
YPEL2	1.74545
RBMS1	-1.1645
ZNF445	0.0811666666666667
NRXN2	-0.321666666666667
PGBD4	0.182125
UGT2B28	-1.19975
WBSCR16	-0.5301
NLRC3	-0.937875
ASTL	0.238
ST6GALNAC1	-4.378
ZADH2	0.293
MLLT4	0.5285
ARL6	0.256666666666667
MEF2C	-0.5745
CBFA2T3	-1.0505
AFF3	-0.222
COG7	1.18166666666667
MYB	1.26966666666667
PLXNA3	1.3425
XRCC2	-1.22
MMS19	0.30325
ST8SIA5	-0.98675
CHPT1	0.9285
KIAA1712	-1.125375
OR6X1	-0.0955
ACTR3	0.0155
UGCG	1.37883333333333
OR4P4	0.6585
ZAP70	-3.75225
LPP	2.135125
ZNF485	-0.8305
PTPRCAP	-1.365
IL12RB1	0.356
ATRX	0.42
CHST8	3.8525
C14orf109	0.454
ARV1	1.35025
NMB	-1.41857142857143
COX5A	-1.081
EIF6	-0.554
MPPED2	-2.84283333333333
SEMG1	-1.35
CHRDL1	-1.252
TRAF3IP2	2.68375
WNK2	0.819
LILRA4	2.35133333333333
LAMA2	3.209
PXT1	-1.185
RLBP1	-3.56625
CD300C	1.7675
SLTM	-0.360625
FLJ10404	0.388125
APOBEC3D	-1.50483333333333
RENBP	1.11216666666667
ATXN7L1	0.236875
NID1	0.439
TUBGCP3	-0.759125
ITIH5	0.101888888888889
CCDC110	3.1325
C8A	-3.5345
MGC87042	-0.213
HOXC13	0.8375
TFDP2	-0.087
HCP5	1.343375
POLI	0.52575
UCN	0.514333333333333
ZNF764	1.04116666666667
C8orf45	1.4485
FHL3	-1.15625
SPATA5L1	-0.4405
MMRN2	2.30683333333333
NDST1	1.2085
COL20A1	-0.725
ZNF248	-0.691166666666667
PELP1	-0.5095
MBL2	-4.2438
RNF41	0.724125
C5orf24	0.403125
THOC5	-0.0957142857142857
SERINC3	0.155416666666667
RP11-151A6.2	0.55825
CDCP2	-0.202333333333333
HIST1H2AA	1.37825
C11orf75	0.002
FKBP7	-0.28325
DDOST	0.50175
GPNMB	0.447666666666667
TTF2	-0.752833333333333
KCNT1	0.870833333333333
SLC39A14	-1.01625
NGRN	0.4661
GPR137B	1.48675
MECP2	-0.844125
PSMA1	-0.79525
C16orf73	-6.07825
TMEM60	0.220333333333333
CSN3	0.9515
NOS1	-0.1525
RAB7L1	0.770833333333333
YBX2	-0.033
KIAA1166	-1.39375
FUBP3	-0.5195
ABCG1	0.1805
ACACA	0.372333333333333
ARL11	3.3353
ATOH1	-0.616
ODF1	0.433
CREB3L3	-1.87016666666667
TMEM127	0.933
DSCAML1	-1.985
PLN	2.05433333333333
LYPLA1	-0.3365
PRDM9	-1.457
SASP	0.4065
PLUNC	-0.565166666666667
INTU	0.66075
HISPPD1	-1.02925
LNPEP	0.262666666666667
YARS2	-0.495833333333333
APCDD1L	-1.002
ZCCHC4	0.0325
FBXO22	-0.953333333333333
TTLL13	-0.3525
ZNF669	1.07116666666667
PTGDR	2.0025
DDX27	-0.5085
KIAA0409	0.029
GJB6	0.30325
ASB8	1.333
PLP2	-0.214166666666667
MEPE	0.39875
OR10J5	-0.4665
KRT222P	2.42475
COQ7	0.734666666666667
C1orf101	0.47175
RERG	1.5622
CHMP5	0.199375
THAP11	0.611125
ZNF43	-0.326
ZRANB3	-0.988666666666667
KRT13	2.248875
MRPL19	-0.46425
RBBP9	-0.172875
SPATA17	1.664375
BXDC5	-0.0378333333333333
PAFAH1B1	-0.996916666666667
MAGEE1	-0.17525
OSTF1	0.299
KIAA0323	-0.0978333333333333
TXNDC13	-0.699
CNTN4	1.13075
LCE1B	-1.15
UNQ501	-0.26225
ZNF154	0.322
C3orf64	-0.38175
SYT5	0.3653
PON1	0.883166666666667
FLJ10357	-0.8875
ATP4A	-1.762
GNPDA1	0.276833333333333
MGAT1	0.894166666666667
C14orf121	-0.269
SLC35B2	0.276
MIER3	-0.100833333333333
CHEK1	-2.038375
ZNF8	-0.358666666666667
TXNDC1	-0.871166666666667
CKB	0.3707
RTN3	0.740571428571429
FZD2	-1.21133333333333
PART1	-1.09542857142857
PSMB6	-1.1605
PCDHB8	-2.2855
PHC3	-0.0544
PPP1R8	0.4355
NOVA2	1.655
TNFRSF11B	-2.414125
GOLPH3	0.190833333333333
UBLCP1	-1.05725
SUHW3	-1.94175
TTLL1	1.12475
OPN4	0.1335
OR13G1	-0.17
ZPBP2	-0.2204
HSD17B11	-1.39925
C9orf50	-0.299
DHDDS	0.41
CTSW	0.3675
NEFM	-2.951
MRPL28	0.65225
SYN1	1.43816666666667
PIGV	-0.0886666666666667
ZIM2	-1.885
APBB1	0.655
SND1	-0.96325
C1orf123	-0.361833333333333
CHD3	0.106
BHLHB8	0.51025
RNASE2	0.465833333333333
BCAP31	0.631125
SLC25A44	1.137
CHD6	0.1142
PIB5PA	1.85638461538462
SELS	0.103875
LOC541471	-1.143375
FAT2	-0.746
ZNF81	-0.391
OR4C16	1.011
FLJ10081	-0.4645
LRRC4	1.81275
CS	0.166166666666667
N4BP2	-1.579625
IGFBP7	0.54925
ZNF318	-0.391333333333333
NDNL2	-0.040625
ZNF609	-0.129875
SIRT4	-0.7205
EXOSC10	-0.3525
ECE2	0.251333333333333
OVGP1	0.02625
GTPBP3	-1.26625
PACS2	1.189
C19orf36	-0.2135
ARL4C	0.696625
ATG4B	-0.2945
UBQLNL	-1.0025
RHOXF2B	-4.1205
PLEKHG2	-1.1575
GALR1	-1.3665
AQP4	-0.543
HDAC7A	0.550333333333333
DCUN1D3	1.281
OR8A1	-0.2075
CCRN4L	1.2055
CBR4	0.113833333333333
KIFC1	-1.58066666666667
SLC7A14	-2.44283333333333
LHX5	0.086
TRPC7	0.5245
LPXN	-1.397
SERPINA1	-1.18025
RPS13	-0.3795
BPIL3	-0.208
PRKAA1	-0.6005
FADS2	1.5455
ENAH	1.739
PRO1768	0.162
APBA2BP	-0.4595
LIPH	2.54766666666667
C3orf33	-0.3555
RCC2	0.297714285714286
ALDH1A2	-3.86255555555556
RNF103	1.34025
AHCY	-0.60725
ALG12	1.1745
CCL17	0.832
ZNF543	0.317333333333333
ESRRG	2.4718
CNGA1	-1.81325
RDH5	-1.69833333333333
OTX1	-1.22
PTGFR	-1.95916666666667
CDR2	0.9085
SELE	-0.0879999999999999
NLGN2	-0.2785
EXOSC9	-1.069
ZNF566	-0.354333333333333
KLRC2	-4.2595
GPR12	0.7575
KIAA0196	-0.4545
PDRG1	-0.14175
SSR3	-0.263928571428571
MSI1	-0.499
CST9	-0.701
CC2D1A	0.960875
PLAGL1	-1.56776470588235
ZNF778	-0.721
RNF2	0.198875
KLF6	0.997833333333333
THBD	3.01766666666667
tcag7.1314	0.38725
NR5A1	-0.785333333333333
ABCD2	-1.25
DNAJC7	-0.41625
CLEC4C	0.179
TM2D3	0.986375
CCDC4	-0.632
PLAC2	1.752
DCD	1.21
FAAH	2.79875
POLA1	-0.807166666666667
TM7SF2	0.085
FLJ39822	-0.974333333333333
FLOT2	1.11925
MAP4K1	-0.655166666666667
SRP68	-0.233
C21orf74	-0.195
ARPC5	0.747875
LOC126075	1.8535
HECW2	-0.202
ZDHHC4	-0.894
ANKRD42	1.2842
PDE9A	-0.766333333333333
ABCA8	-0.69775
NDUFS2	1.521
UBR5	-0.513625
BTBD16	-4.0705
LOC554174	-0.163
ZNF20	0.8325
KIAA1843	0.237
WDR17	-1.7075
C15orf33	0.6
RNF113A	-0.99825
CAMKK1	0.5378
CLCN2	1.2225
ANXA6	0.15
LOC340069	0.701
EMID1	0.429
DPM3	-0.144
ELA1	-2.395
SLC25A13	-0.8635
KRT24	-0.4225
SMPD1	0.148666666666667
TH	0.048125
COL6A2	1.71642857142857
ANKS1B	2.662
GPR126	-4.0716
ZC3H12A	-0.368333333333333
TMEM47	-0.1605
C2orf51	-0.098
C1orf88	3.15616666666667
HSF2BP	0.013
AKAP10	-1.151
RPAP3	-0.4705
KLHDC8B	1.430625
STOM	0.6087
MUPCDH	0.014875
C10orf72	0.223333333333333
PLEKHA3	0.337166666666667
TCP11L1	-1.1625
CWF19L1	-0.255875
SPEF1	2.66130769230769
YSK4	0.232
ELN	-0.4676
SAMD8	0.409666666666667
MPI	-0.693
MEPCE	0.723
ABCC3	-0.024875
NANOGP1	-3.8125
KCNK17	-0.291625
HLA-DMB	3.87083333333333
RRAGA	0.61425
ANGEL1	-1.09975
RBM32B	-1.052
CPN1	-3.37675
MGC52282	-0.4672
HLA-A	1.13233333333333
OR9G4	0.765
EDNRB	-3.2915
SCD	0.186714285714286
C14orf80	-0.4105
BAGE2	0.183
RABL4	1.71283333333333
RCVRN	0.815
SHANK1	-0.065
NLRP7	-4.51175
CD226	0.597
STAT3	1.6349375
SYNJ2	-1.4099
TPCN2	-0.219166666666667
WDR36	-1.47108333333333
MBD4	-0.2055
ROBO1	-2.0092
ST3GAL6	-2.386
SLAMF8	2.822
ATN1	0.714666666666667
GPR141	1.11866666666667
KRT36	-0.7275
TPH1	0.061
DDX52	-0.39375
ZSCAN29	0.205833333333333
TRPT1	-0.701666666666667
DPEP3	1.221
DENND4A	-1.918375
TSPAN16	0.1905
PTCHD2	0.761
LOC145814	0.81475
CAP1	1.001
EIF5A2	0.0649
NT5DC3	-0.269125
SEPT9	-0.182875
SEZ6L2	0.111
EGFLAM	3.0445
VPS11	1.22425
NDUFB5	0.250166666666667
CIDEA	-0.3126
IER5L	1.5155
N6AMT1	0.63675
FAM83C	0.1035
OXR1	-0.07175
IRX1	-0.013
DGKB	-0.5485
GCN5L2	-1.95525
MIR16	1.07775
FBXW9	1.25425
WDR4	-1.55933333333333
PDC	0.1535
VPS33B	-0.041
HEXB	-0.0295
FLJ32214	0.72175
TCEB3	-0.1875
CRLF1	-3.334
ABI3BP	-1.636
C8orf22	-4.6805
PYCR1	1.00225
KIAA1706	-0.72875
CDK5R2	1.004875
WAS	-0.0445
C12orf60	-0.038
CCBL2	-0.1345
MADD	0.994
C5orf34	-2.71225
WDR42A	1.4253
KLF12	-0.58575
HSPA1A	2.23825
ITM2C	-0.690916666666667
DAPK2	1.38616666666667
LOC442590	-0.3455
SUMF2	-0.465
CENPA	-2.68538461538462
TMED5	-0.417125
CDH6	-1.9562
BRP44	1.43125
THG1L	-0.33475
GABRA2	-1.985
C14orf166	-0.286
MYL1	-2.246
TNFSF18	-0.554
PAP2D	-1.7614
PPIB	-0.31075
KLHL4	-1.20775
SFN	1.28916666666667
CCDC127	0.36125
FRAP1	-0.15475
GOLGA5	0.87625
SDCCAG1	-0.39525
MGC21675	0.158333333333333
C10orf95	-1.26075
KIAA1345	-0.528166666666667
C1orf163	-0.787
LACE1	-0.671
OR10K2	-0.574
CENPN	-2.14992
TMED2	0.46425
UGT1A6	-1.731
ANG	-1.59475
U2AF1	0.0375
CASC2	0.608166666666667
NMT2	-0.754
OSGEPL1	-0.170375
DFNB31	0.2295
SLC6A20	0.085625
DKC1	-1.06075
FXYD4	-2.7175
WDR64	0.062
MGC5590	-0.419
CREBZF	-0.650666666666667
DAZ1	-0.3165
PRPSAP1	-1.26275
GCHFR	0.35
TTC7A	-1.047375
LOC196993	1.12025
UBD	-3.72
S100A1	-0.974
RPL6	-0.384333333333333
DNAJB6	0.51485
NAGS	1.9985
C2orf58	0.046
KERA	0.286166666666667
MT1X	-0.6691
UBE2B	0.9696
KEAP1	0.9215
MST1	-2.661
OMA1	0.9145
ABLIM2	-0.387
BCL2L13	0.280916666666667
JAZF1	-0.8535
TMEM63B	0.9565
S100A8	2.5554
ARFIP2	0.8865
UROS	1.33225
KHDRBS2	-4.2135
POLQ	-2.6585
SOAT1	-2.10575
SPAG4	-0.68725
MRPS30	-0.704666666666667
LOC494141	-0.34
OR2T11	0.3495
ORAOV1	-0.8299
ZNF184	-0.237333333333333
TCEB3B	0.9458
ADAM21	0.802
GDPD1	1.28875
SPINLW1	0.95325
PRR14	0.844
KCTD9	-1.1117
NUDT3	-0.0185
KIAA1822	0.5875
HIST1H4K	0.008
DFNA5	-2.0805
GABPA	-0.484
C14orf44	1.744
POLB	0.853375
PTAR1	-1.0255
SEC31A	0.2656
TRIM58	-3.011
TAS2R14	-0.766
VPS8	1.193125
H1F0	1.507
PRKCB1	-4.87333333333333
UGT2A1	0.2245
TOR1B	-1.23025
LSS	-0.469166666666667
C2orf19	0.9675
HNRNPC	0.563928571428571
TMEM100	-3.318
LOC116349	-0.27875
OR51M1	-0.4845
CCDC142	-1.39575
ISG15	-0.183
ZCCHC14	-1.141375
CREBL2	0.050875
TGDS	-1.34375
DC2	-0.0765
CACNA2D3	-2.55585714285714
ZNF429	-0.497
LYPD6	-3.4065
SUCLG1	0.266666666666667
OR51I1	-0.7255
MAGEH1	1.1145
PRPF40A	-0.916
SMR3A	0.2185
SPINK2	-2.4745
THAP2	0.396375
NPY5R	2.194625
IRF4	-3.526125
SPESP1	-3.09333333333333
OR10S1	-0.0685
DTD1	-1.7155
TUBE1	-1.182
DDX19A	-1.1815
PDPN	-0.6785
TMEM34	-0.233083333333333
MGAM	2.02575
COL3A1	5.58188888888889
GFM2	-0.7761
OR5A2	0.04
PSG9	-0.734
ARHGEF11	0.892
IVNS1ABP	-0.8624375
SIGIRR	0.528
DUSP19	-0.588125
DNAJC14	0.3107
ACSS1	-0.6105
IL1RAPL2	0.083
C4orf30	0.679
SEPT4	1.75375
LANCL3	-2.74475
SPAG17	4.8185
PRDX3	0.270375
HNF1A	-1.474375
P4HA2	0.2105
RFWD3	-0.813333333333333
MOV10	0.54275
DNAJA5	0.196642857142857
LOC729440	0.957
LOC200383	1.33075
SMC2	-1.83575
MIXL1	-0.466833333333333
TMEM9	1.5855
FAM86A	1.3695
ZNF174	1.2055
MYH14	-1.2955
CCR8	-0.03675
VPS37C	0.7725
GPATCH1	-0.0858333333333333
B3GNT8	1.508
TBX4	-1.50025
CNR2	0.180833333333333
PCDH1	2.30975
C5orf29	3.52075
OCIAD2	1.09475
PLCG2	-1.35875
KIAA0247	1.75125
HRH3	-0.0459
CAPN13	4.221
CCR1	-0.3027
MGC15523	0.437722222222222
UVRAG	0.782666666666667
DNAJA2	0.0208333333333333
ITGA2B	-0.758333333333333
CLDN5	2.565
PTPRN2	-2.68271428571429
ZNF512	-0.559
PSAP	1.72621428571429
CCDC140	-3.641
LRRC55	0.202
CYP26C1	0.5445
C8orf47	-1.8295
LYN	-0.088875
DUSP6	1.584
TGFB3	2.02386666666667
ELK1	0.9179
PCDH11Y	-0.7505
HGD	-2.20925
C17orf58	-0.94325
MYO3A	-1.1785
SERPINE2	-4.46833333333333
AARSD1	-0.461
C14orf73	-0.95075
ADAM33	0.058
ZNF491	1.078
MAPK6	-1.24766666666667
TCN1	5.78083333333333
SLC24A6	0.955
UBE2R2	0.2185
H1FNT	0.23125
TATDN2	0.1485
LILRB1	1.976
P2RY5	1.186
NUCB2	-0.3825
C2orf37	-0.26925
SNX27	1.2235
MTA3	-0.169875
FOXO4	0.62025
ID4	-2.34533333333333
SOX5	-2.41316666666667
PXMP3	0.47775
OR52M1	0.344
SFT2D3	-0.0275
INA	-4.55116666666667
MCOLN1	1.345
NFIX	1.3916
CLEC14A	4.34666666666667
HIBCH	-0.330166666666667
PLA2G5	0.915
TIMM10	-0.519666666666667
MED17	0.078
COL4A4	-1.8615
TPP1	0.427166666666667
GJA3	-1.75266666666667
TMPRSS5	-1.8735
AADACL3	0.819
DNMBP	-0.03075
ENPP5	-2.35766666666667
NQO1	0.2419
ZSCAN2	-0.28475
SEC24C	0.928666666666667
GTF2A1L	-0.082
AXIN2	-1.0211
FAM33A	-0.91425
C16orf13	0.69975
SPNS2	1.0525
TAF1	0.5315
AP1G2	0.735
RBM42	0.0485
HCN2	2.001
EFHB	-0.663333333333333
RUSC1	0.857166666666667
GRIK5	-0.1765
USP21	0.431166666666667
ATAD3C	0.96125
ORMDL2	0.931875
PRSS7	-4.308
PSAT1	-5.60325
FLJ13195	-1.99916666666667
TBC1D1	-0.229666666666667
IFNG	-0.304333333333333
OTOS	0.421333333333333
ZNF773	-1.96633333333333
EMD	-0.21275
RETN	-0.10275
