Hybridization REF	TCGA-BH-A18M-11A-33R-A12D-07
ADPRHL1	0.0963333333333333
C21orf45	-1.283875
ARNTL	0.7625
AADAT	-1.27128571428571
CCL2	3.46783333333333
SNTB2	0.964666666666667
RGS9BP	-1.6645
KPNA1	-0.5765
TMEM41B	-0.771166666666667
S100A11	0.267916666666667
DOT1L	-3.335
EFHC2	0.990375
CLTC	-1.04416666666667
SRP9	1.03721428571429
ZNF521	1.144
FAM26F	-0.6685
GPR88	0.816333333333333
COL13A1	-0.984166666666667
CHMP4B	-0.6452
SIGLEC6	-0.514166666666667
NFAM1	0.07375
PVRL2	0.0272
ALKBH4	-0.832
CCDC93	-0.2401875
NXT1	-0.4945
KCNK4	0.9715
TROAP	-3.108
KCNA10	-0.0673333333333333
CCDC114	0.614333333333333
RAN	-0.907
LMTK2	-0.7705
LOC400657	0.5995
UFC1	1.6015
UBE1DC1	-1.065
EEF1A1	0.586111111111111
CHAC1	-0.7085
HMGA2	-5.8408
B3GALTL	-0.6335
ING2	0.18775
C1orf109	-0.62675
INTS3	-0.091625
ZNF558	0.06025
TRPM4	0.3485
LTB4R	0.047
ISYNA1	-1.16375
LSM7	-1.16875
LRRC47	-0.348625
ZNF179	-1.52583333333333
EXDL1	-0.613
SLC4A10	-0.4335
ACSS2	0.767333333333333
COPS7B	-0.265
KIAA0040	0.572
C1orf95	0.038
AP1GBP1	-0.27075
OR9A2	-0.034
FAM71C	0.2585
RIN1	-1.88783333333333
ITGA4	-2.524875
DNAJC6	-0.350166666666667
CLOCK	0.401166666666667
SLC35A4	0.484666666666667
DSG4	0.026
LOC26010	-0.1205
NSUN2	-0.52775
TMEM86B	-1.6077
C14orf135	-0.21425
KIFC3	-0.831166666666666
PHF5A	-0.29925
NCAPH	-3.67057142857143
STK11IP	-0.697
FLJ42953	0.626625
CCDC19	-0.253166666666667
ZNF329	-0.1835
TAX1BP1	0.474666666666667
ZDHHC18	0.231333333333333
C10orf88	-0.097
TMBIM4	1.1005
NMUR1	3.2385
KIR2DS4	-0.318625
C9orf90	-0.121125
MGC87631	-0.222
KDR	3.0628
ST3GAL2	-0.786375
RLN2	0.346333333333333
HPD	-2.4785
MOXD1	-2.66216666666667
PDGFRL	3.58383333333333
SMYD4	-0.708928571428571
FAM103A1	-0.223166666666667
MFAP4	1.881
LOC285141	0.97425
TMEM45B	-1.861625
SMCR7L	-0.536571428571429
GZMH	3.0975
CBLN1	-1.67866666666667
CNNM1	0.09075
PHF17	0.104916666666667
NUP98	-0.23125
RMI1	-1.533
PTPRS	0.994125
ANKRD57	0.505125
CLDN15	0.149
OR51A2	2.501
GUCA2B	0.7725
DOCK9	1.9935
ITGB1BP1	0.380333333333333
DLG2	0.036875
BRAP	-0.12275
SESN3	0.825
ZC3H7B	-0.7935
FAM101A	1.84883333333333
FKSG24	-1.479
ZYG11B	-0.5205
RFC2	-1.3325
SH2D3A	-0.387833333333333
DVL3	0.4105
ADFP	1.34716666666667
KRIT1	-0.132625
SERTAD3	1.4095
LEFTY2	-2.14725
KRT27	-0.191
SCFD2	-0.70925
MN1	-0.569
RORA	1.60525
PTPRD	-0.434
PIAS2	-0.162166666666667
CYP4X1	4.36383333333333
FBXL15	-0.3345
MYH15	0.167666666666667
CRX	0.127
TBC1D13	0.56775
SLC22A17	1.1705
PLK2	1.92183333333333
ARHGAP9	0.958
EIF1B	0.5725
C20orf185	-0.686333333333333
DEFA7P	-0.558
PRIM1	-2.64766666666667
CRYAA	-0.98575
BACE1	1.0485
AGTRL1	0.9995
ACAD9	0.275875
GRASP	2.34475
RBP4	2.17533333333333
TFB2M	-0.4845
METTL9	-1.0018
ATP5O	-0.19575
SP100	0.842
CPSF1	-0.218833333333333
S100A4	0.46325
LIME1	-0.95
GPR137C	-1.24625
OR2A2	0.146
C2orf29	-1.27425
NUP188	-0.66825
SDPR	3.43675
RAI1	-0.635125
RPS20	0.1175
LAMB1	0.0975
ADM2	-0.315666666666667
ZNF229	0.065
DKFZp434K1815	-2.196625
EPN3	0.196666666666667
CLIC3	-3.01475
MEIG1	-0.4615
HMGB4	0.708
STARD10	1.107125
KLF8	2.61225
EPB41L2	0.196
JMJD6	0.247625
CTSL1	0.446
GPR27	0.0325
ELAVL4	0.30125
MMP21	-0.001
PPM1B	0.58325
SUV39H1	-0.918
AAMP	0.07775
TUSC4	0.184833333333333
MBD6	0.2725
KLK13	-0.168571428571429
FMNL3	0.347
TRIM13	0.560833333333333
C15orf5	0.035
IQCF1	-0.0233333333333333
CACNG8	-0.0615
SLC35D3	-0.0798333333333333
ZDHHC9	-0.927
ODF3L1	0.55325
C9orf86	-1.1945
TSEN2	-1.08875
C17orf64	1.25975
SEPX1	-0.155
TSPO	0.490666666666667
SYMPK	-0.8985
ADORA1	0.299
TSPAN10	0.612875
SEMA6C	0.8495
RTTN	-0.814333333333333
IL2	1.0605
ARRDC3	0.238416666666667
TBPL1	-0.52
STX12	1.466
MRPL39	-0.18075
OR8H3	1.082
IFIT5	1.20066666666667
CASC5	-3.824875
FAM46A	-0.161833333333333
HPCAL1	-0.0155
CYLC1	-1.213
VGLL2	0.391428571428571
C20orf191	0.32525
CDH1	1.37983333333333
ITPA	-0.7745
CCDC101	-0.39575
D15Wsu75e	-1.5035
EDA	-0.6855
CREG1	-0.26775
OR7G2	0.077
SAP18	1.35783333333333
IFIT1	2.78675
CALML3	2.66233333333333
FLJ37440	2.1
FNDC5	-0.177
SERPINB6	0.680785714285714
JUNB	2.9832
SYS1	1.23225
SCN2A	1.951
ZKSCAN5	-0.6455
WNT7A	-0.0838333333333334
TSHZ3	3.13925
RNF148	0.066
H6PD	0.40425
CAD	-1.69283333333333
ZNF449	0.66325
DOCK10	-0.7765
FAIM2	-0.0625
HEXDC	-0.08325
PRB1	-0.1
C14orf148	1.5365
ETHE1	-0.54
IRF5	-0.3961
GNMT	0.972333333333333
MGC16291	-1.107875
RPAIN	0.0075
CAGE1	-0.348
CNTNAP3	0.208625
ACTR1B	-0.52125
EEF1E1	-1.2805
MSX1	0.370625
ESF1	-0.4073
HSPC171	-0.28625
MRPL2	-0.962166666666667
RDH12	-0.539333333333333
CELP	0.135
METRNL	0.28775
C10orf116	4.54
C19orf48	-2.05875
ZNF346	-0.616375
NCR1	-1.1935
C10orf64	-0.001
CD52	0.48975
VPS18	1.60675
AP4S1	0.126833333333333
NPBWR1	0.551
TPK1	1.341
UBA52	-0.757555555555556
RIPK1	0.6595
CPNE3	-0.5729
HSPC159	0.134875
C8orf38	-0.30275
LRRC4B	-0.8385
PARP10	-0.1097
ANKRD50	0.403125
CXCL9	3.78575
FGF18	0.862090909090909
EIF2A	0.36975
SLC20A2	0.593833333333333
KIAA1549	-0.921333333333333
SPINT1	1.3083
ZNF584	-0.5225
CRBN	1.23583333333333
ABCF3	-0.454666666666667
NCBP1	-1.56433333333333
PLA2G4F	0.588833333333333
PCDH10	-0.4016
TTC21A	-0.17475
C20orf144	0.3175
FGFR1OP2	9.25185853854297e-18
SLC9A1	0.1459
CHRND	0.234
FOXF1	-2.056
KIAA1467	-0.3075
TPO	4.1275
LTF	4.08542857142857
DNAJB9	0.7795
MRPS27	-0.69125
bA16L21.2.1	0.09625
WBP2	0.526666666666667
MRGPRX3	-0.765833333333333
PRPF18	0.7945
C10orf58	2.5405
SMOC1	-1.9466
ADAT3	0.129666666666667
TMEM138	0.33375
TMEM131	-0.73425
TIMM8B	-0.12675
MYH7	-0.494166666666667
ST6GAL2	0.498428571428571
KIF1C	0.45925
SUHW2	-1.453
PAPSS1	0.23675
CABP2	-0.37
HOXA4	1.43575
ELF2	0.279
SEMA3D	1.7724
MC5R	-0.3515
OGFR	-0.026
FLJ30092	-0.309666666666667
TGFA	0.2243
MMP17	0.31
KIF15	-3.98625
CHIA	0.41025
CATSPER3	-0.04625
CEACAM7	0.282083333333333
PADI2	0.727875
HOXA9	2.52516666666667
LNX2	0.323166666666667
TMEM144	1.901
HIF1AN	0.2545
METTL7A	0.9494
C6orf165	1.6645
KIAA1468	0.316875
DSG3	0.4535
ZNF180	0.133
EIF4E3	1.412375
SLC46A1	0.056875
DKK1	-5.575
ZNF205	0.853666666666667
LOC162073	0.573055555555555
COX7A1	5.20425
MAGEA1	-4.9064
NEDD8	0.2445
KLHDC5	-0.148666666666667
C3orf19	0.535
MRPS2	-1.60025
POLR3H	0.2345
ABHD11	-0.1649
TMEM17	1.1815
PAIP2B	0.0129
MAT1A	-3.41825
LGI3	-0.16125
THUMPD2	-0.209
TKTL2	-0.203
XAGE3	-1.37066666666667
CALM3	0.104
C6orf136	-1.22583333333333
KCNC4	0.104166666666667
RGS9	1.389
ACIN1	-1.26083333333333
SPATS1	0.33175
XKR8	-0.51025
FAM84A	0.541666666666667
MS4A7	5.23181818181818
AGXT2L2	0.32975
OR1F1	0.088
SMAP1L	-0.749583333333333
IPO11	1.226125
ZC3H11A	-0.081
C1orf151	0.213375
RNASEH2A	-2.886
CCR10	-0.728
TXNDC11	0.0575
TMEM112	0.078375
MAP1B	0.157571428571429
NVL	-0.82425
PKM2	-1.66615
ARC	0.51975
NUP54	-0.165
PPFIBP2	1.102
STAT2	0.59775
PTAFR	2.03466666666667
ROBO2	0.38
RNF40	-0.224666666666667
CCDC135	-0.261333333333333
IFT81	-0.7763
MORF4	0.368
TM7SF3	-0.392625
OR10H3	0.1715
ABP1	0.766
CHRD	0.628125
PLEKHA8	0.595333333333333
NCALD	1.74925
OR5AK2	1.2505
ACCN1	0.1792
SLITRK1	0.660333333333333
ARMET	-0.74575
C9orf52	-0.2445
REEP4	-1.80225
MTSS1	0.93625
ADH1B	5.23466666666667
DLD	0.1175
CDK5	-1.64025
PPFIA1	-0.164
WFDC3	0.86575
DNAJB12	0.641571428571429
RANGRF	-0.295
MLANA	-5.67175
AMY2B	1.0055
KIAA0319	-1.4875
RPS7	-0.2025
JAK3	-0.2255
ARFGEF1	0.15075
CXCL5	0.556833333333333
TRAPPC4	-0.54225
CETN2	0.7685
HSPC111	-1.26125
RHOBTB3	-0.8381
PHLPP	-0.5815
RGS10	0.18375
TMEM58	0.0425
CHERP	-0.511625
HSP90AB3P	-0.230166666666667
FSTL3	0.126166666666667
PEX11A	1.58575
OR5V1	0.0675
FCN3	2.23075
PTPN3	-0.011875
NPTX1	-4.081125
C21orf84	0.24025
C11orf51	-0.2345
ZBED2	-0.6985
FLJ90757	0.357
NPY2R	4.992
PLD3	0.7635
SYT17	1.33783333333333
SGSM2	0.20475
OR1A2	0.152
FOXP1	1.473875
SLC5A1	0.863
POFUT1	-1.1326
EPHB6	-1.39283333333333
MYO1G	-1.655625
STAC	-0.5378
KLHL17	-0.159666666666667
RGMA	2.0613
TJP2	-0.081
FAM114A1	-0.2825
SERINC1	1.6345
SLC9A8	-0.1885
PEX19	0.802
EDN2	0.762
PSMD7	-1.04177777777778
C3orf41	0.0365
UQCR	-0.327875
PPP1R3C	-0.083
LRP4	-1.28283333333333
TM2D1	0.4825
TTC17	0.06275
C4BPB	-3.98825
CCL25	0.459
ZNF253	0.0753333333333333
CHRNA9	-4.18033333333333
SOX11	-1.35025
HIVEP3	0.2065
CGN	1.22066666666667
C3orf35	-0.078125
PKD2L1	0.812
SYVN1	-0.44275
PDE8B	1.4715
LOC439951	-0.221
LTC4S	2.06483333333333
MIF4GD	-0.00583333333333332
SMARCA2	1.8131875
TUBGCP6	-0.396333333333333
CABLES1	0.07025
C16orf77	2.011
ZNF791	0.00025
FUT5	-1.427
ADH6	-2.0732
P4HB	-0.689
CLDND2	0.152
ALKBH8	0.5805
PLAC4	-1.371
F11R	-0.0720714285714286
MGC35295	-0.1728
PDZD4	0.144833333333333
LOC389073	0.179
FAM80B	-0.104333333333333
PSMB1	0.0155
TXN	-1.25083333333333
VIPR1	0.8847
WBSCR18	0.0621
EXOSC6	-0.446833333333333
ACTA2	5.38566666666667
SP5	-2.43916666666667
ANKRD1	-2.68733333333333
DDR1	0.8687
ATP6V1D	0.3785
PTGS1	-1.10658333333333
RNF157	-0.34625
DCC	0.491
SPAG7	0.90125
FBXO18	-0.03
UBE3C	-0.8979
HOXC6	0.33725
LRP2BP	0.126
MYST2	0.267
PDSS2	-0.14575
ATE1	-0.93225
ARAF	-0.03225
KLF10	1.433
PLA2G2E	0.1085
ASCL1	1.37933333333333
TSNAXIP1	0.81025
FAM131B	0.504375
IFNA10	0.461
NUP43	-1.242125
FAM44B	0.0289999999999999
L1TD1	-4.47616666666667
NMD3	-0.931333333333333
C18orf54	-1.1272
PHOSPHO1	0.2215
RAG2	-1.1285
EMILIN3	0.2255
METTL3	-0.09575
VPS13C	0.2505
REXO2	-0.74875
ANXA4	-0.32475
CA1	-0.81025
DCP1B	0.17175
TULP3	-0.746166666666667
ATP2A2	0.133142857142857
ATIC	-1.2405
ADAM15	-0.28175
NPL	0.470333333333333
LGR4	0.47325
UEVLD	0.3495
GAB1	1.016
SNAI2	0.6225
ZGPAT	-0.1339
SNF1LK	1.07775
DLEU1	-1.913
UBE2Q1	-0.037875
ZMYM6	0.3843125
JPH3	-1.5702
FAM38A	-0.113833333333333
PXK	0.214666666666667
DENND2D	1.21625
BAX	-1.45716666666667
CP	-2.26372727272727
RPL37	-0.5653
G6PC3	-0.194625
NCOA4	0.2395
LRRC14	-0.7105
GORASP1	-0.07675
FCHO2	0.442
CYP24A1	-2.862
FXYD3	0.651
SMARCAL1	-0.5945
ABCB8	-0.959166666666667
CCDC44	-0.7825
PRDM7	-1.8325
USH1C	-1.096
DNAH5	0.246833333333333
SRF	1.66716666666667
MAL2	0.971666666666667
PGPEP1	0.28025
SIN3B	-1.21875
SEMA3C	1.0225
GRAMD3	3.335
FBXO10	-0.459125
OR5D13	2.357
FLJ31818	0.304625
CACNA1I	-0.12825
S100A13	0.756
TP63	3.19528571428571
ANXA11	0.6937
WDR66	-0.41725
CSF2RB	-0.303
IFI44	1.10475
DACT1	1.223
ANKRD23	-1.963125
ATP5G1	-0.6205
C21orf70	-1.1975
PPWD1	-0.24625
DNAJC13	-0.67825
PAH	-4.887
PTCH2	0.19575
TRMU	-1.4965
CCDC9	-0.1865
USP3	-0.7377
DCLRE1C	-0.3275
FAM55C	0.85825
FRMD4B	1.6695
CYP2R1	-0.32175
RFPL1	-0.5372
XPO5	-1.63275
ARL6IP2	-0.7375
OSBPL5	1.31975
MMP9	1.66027272727273
KIAA0802	-0.265125
DHRS2	-5.449
SGEF	0.85825
TXNDC10	-0.9161
EXOC6	0.30475
RPS27	0.263
PNCK	-0.3784
FSTL1	0.93925
AACS	0.2335
SLMAP	0.301666666666667
SAMD4A	-0.1552
ABRA	0.60675
SMARCD3	1.28225
PKNOX2	-1.7125
A4GNT	-0.074
C9orf39	-0.0715
RALYL	0.70375
MGC33556	-3.792
C10orf25	-0.569
BBOX1	5.5095
NHEDC1	0.2375
XDH	-0.104
GCSH	-0.8055
EDN1	2.86116666666667
MTERF	-0.63575
CLK4	1.712
ZNF799	0.0145
KCNG1	-2.1335
CXCR4	-0.211166666666667
PTPRR	-2.8435
IRAK1	-1.306
LOC401397	-0.087
TMSB10	0.577
CXCL3	-0.9974
TMC4	0.6225
OR7A10	0.316
STYK1	1.22225
CHRNA10	0.46625
CCNI	0.29725
EP300	0.183
LOC165186	0.233
HIC2	-2.159
SDR-O	0.6255
OR2W1	-0.717
KCNA6	0.2315
TRIM74	-0.495
REEP6	-0.113
ATP5G2	0.1125
ERG	1.334
TMEM42	0.3105
PARN	-0.182166666666667
SOD2	-0.2625625
DIRAS1	-0.601833333333333
PNPT1	-1.64625
JOSD3	-0.935
hCG_40738	-1.1785
PDE1C	-1.381
SEMA4D	-0.2705
AGPAT1	-0.418833333333333
NOSTRIN	1.9495
MAP3K3	0.486833333333333
MAX	0.419
CAPS	-0.343166666666667
SERPINA12	0.0595
OSBPL8	-0.096875
RICS	0.1665
NR4A2	3.66516666666667
PPCS	1.08233333333333
LONP1	-1.3125
SCYL3	0.3785
HERC2P2	0.290833333333333
FIBCD1	1.413
C15orf41	-0.8825
DMC1	-0.667
C20orf27	-1.27525
RPS6KA5	0.9369
FAHD1	-0.693333333333333
SLC12A4	0.763
BRCA1	-2.72336363636364
GBL	-0.69075
SLK	0.0746666666666667
NUDT9P1	1.6295
NOXO1	0.391
USP52	-0.448
BAZ1B	-1.005875
SLCO2B1	3.099
BBS12	1.243
LRGUK	-0.5182
TERF2IP	0.57775
COL1A1	4.207
KIAA0090	-0.271375
GRK5	1.3835
AP1S2	-0.5541
TMEM52	0.0275
CA11	0.857375
OR4A15	-0.00800000000000003
ACBD3	0.7193
SPAG11B	0.2155
PRDM2	1.3592
FOXP3	0.407
SMYD3	-0.5631
LOC389199	-0.136
LGI2	0.775
NAPE-PLD	-0.3477
ANKRD6	1.0885
WDR45	0.532833333333333
SHROOM1	-0.466
PSCD3	-0.5525
PYY	0.3505
KCNC1	-0.712
ARHGEF9	0.17
OR8J1	-0.37275
GPR55	-0.0636666666666667
NS3BP	-1.2705
C10orf22	0.2935
NAT8L	1.85125
DUSP4	-0.0213333333333333
FOXM1	-4.17033333333333
GRAMD2	2.2849
ZBTB48	-0.167
BUD31	-0.093
PABPC5	1.015
CCDC41	-1.35975
FBXO11	0.0785833333333333
C6orf148	-0.509
RFXAP	-0.6795
C6orf15	0.314166666666667
CDK8	-1.048
C6orf70	0.355125
TESSP2	0.917
ALG2	-0.12575
PPP1R3D	0.0485
TPM3	-0.261555555555556
SYT13	1.68725
EPB42	0.8165
CETN3	-0.232
PRY	0.018
NTHL1	-0.698666666666667
POLR2B	0.1435
RPS28	-0.448833333333333
P2RX3	-0.1865
LYZL4	0.226
WBP4	0.708
PMM1	0.10875
C11orf79	0.46925
CBLL1	-1.0615
IL1F10	1.20033333333333
VAX2	0.038
SETDB1	0.107
LRAP	-0.4745
GCLM	-0.505
CPEB3	1.71375
PPM1A	0.4156875
INTS1	-0.63475
CAMTA1	0.982
SAMSN1	-1.60975
LOC158830	-2.47333333333333
GMPPA	-0.83575
AIPL1	0.3565
IL24	0.4875
BDKRB1	-1.48533333333333
MLF1	1.1424
TAF12	-0.10175
ID1	-1.404625
THADA	-0.57675
PIK3CB	-0.76425
OR4N5	2.556
TBC1D17	-0.4315
COX8A	-0.82225
CDCA4	-1.579
C2orf44	-0.82275
ZNF534	-1.06625
IMMP1L	0.15425
NIPSNAP3B	1.461125
FTMT	0.379
PWP2	-1.29966666666667
MMP15	-0.1987
DNAH11	-1.2815
MTMR14	-0.222625
DNAL4	1.04675
IPP	-0.4925
TMEM59	0.970875
C1orf157	0.594
RGS4	0.597
DDX18	-0.8335
SNX6	0.02925
ZNHIT2	-0.708833333333333
NCDN	-0.519833333333333
FLJ33534	0.07625
RAG1	-1.468375
OR4D10	0.5365
PTPN5	0.9295
POMT1	-0.03575
LRRC8A	-0.0591
CYP1A1	-1.401
CAPN1	-0.0293333333333333
DDHD2	0.06675
GRIK2	0.271666666666667
GNRHR	0.475333333333333
PPBP	1.18475
HTR3A	-0.461125
SLITRK4	0.79725
ANKRD49	0.21275
BTF3	-0.2427
SARS	-0.32125
C13orf18	0.3295
CACNB1	-0.357928571428571
QKI	0.800954545454545
SETMAR	0.790875
MAN2B1	0.450833333333333
EML3	-0.28025
ACADL	3.99683333333333
OFD1	-0.038
DEFB114	0.945
CGA	-2.5473
PEX16	0.499333333333333
LRRC10	0.0625
GNG12	0.3135
C1orf152	-0.920333333333333
CHRM1	-0.163
CD53	0.6605
DBH	-0.90125
TFAP2B	2.7185
HIST1H2BJ	-1.233
FAM46D	-0.326
TMEM11	0.00225
C3orf32	-3.102
PCCB	-0.654375
IPO13	-0.279625
C6orf105	-2.41475
COMMD5	0.0965
SUV420H1	-0.0775
LTBR	0.58775
ARHGAP15	-0.317
HDHD2	0.215
TDRKH	-1.118
LOC401052	1.8435
PSG4	0.05875
GNB4	-0.328333333333333
SPATA4	1.17
SLC9A3	-0.244
OSBP	0.361166666666667
NBPF3	0.163166666666667
DOCK11	0.35
SLC39A5	-1.55866666666667
PRR5	0.7497
C10orf63	0.280571428571429
SMTNL2	0.613
ADRA1A	0.58225
ASAH1	1.9799
DOM3Z	-0.3432
GIPR	0.022
AHI1	-0.168
NADSYN1	-0.78
RGS14	-0.1983
IL18BP	0.7788
RTN4RL1	1.16191666666667
ARMC6	-0.8565
PSMD5	-0.790166666666667
HK3	0.5349
OR4S1	1.37475
RSU1	1.1497
MAD2L1	-3.19411111111111
EIF4A3	-0.563
DLEC1	1.08716666666667
E4F1	-0.318166666666667
CHMP2B	0.6727
CAMSAP1	-0.405
RPS21	-0.825
ARID5A	1.4815
UBE2N	-0.251
IGSF8	0.0946666666666667
MAGEB6	-1.985
ACAD11	0.1364
MGC4172	0.262
LMO4	0.2315
KLKB1	-0.11675
HP	-0.298
HDAC3	0.377
SCHIP1	1.68875
CLCA1	0.4615
OLFML2A	1.48175
C1orf112	-2.20675
KIF19	1.53366666666667
HAPLN4	0.069
CXCR7	1.26716666666667
GOT2	-1.1233
RAB38	-0.517125
DCX	1.27875
PPM1H	-0.864833333333333
NFYC	-0.00408333333333334
KIN	0.638875
ZNF228	1.04975
PLSCR4	3.49116666666667
HIG2	-1.00725
FAM79B	4.0715
C21orf86	-0.6022
KCNK10	0.2565
ZNF738	-0.86875
FSTL5	-0.795
OR6A2	0.283
OTOA	1.02983333333333
EXOC1	0.436375
AHRR	-4.10125
PDAP1	-1.52133333333333
C19orf6	-0.313875
ZAN	-0.05325
LY6G6E	-0.2005
EIF4E2	-0.764
C20orf198	-0.5775
ZNF324	0.39125
CYP3A5	-2.2545
ENTPD7	-0.194333333333333
MBOAT5	0.260666666666667
GJB5	0.87575
TTC13	-0.88075
S100Z	-1.80516666666667
KIAA0664	-0.5615
PDGFRB	2.17133333333333
IL17D	0.486
OR56B4	-0.8495
RDX	-0.586666666666667
SLC34A3	0.651
IL28B	0.7165
JUND	1.858
CHRNB1	0.380875
CAMK2B	1.114
FETUB	-1.19275
CXorf23	0.751125
MRTO4	-1.450625
TTC3	0.2465
NDUFB8	-0.2605
EDG2	-0.26075
SEMA3G	3.31425
IL23A	-1.54975
GRHL1	1.0148
LOC441054	-1.0435
WDR65	0.881285714285714
PSTK	-0.3285
STOML3	0.325833333333333
R3HDM2	0.0866
C5	-2.24375
SLC2A10	0.0946666666666666
C3orf22	0.0595
PAQR3	-0.975076923076923
ANKRD26	-0.551333333333333
HCRTR1	-0.3335
LOC399947	0.514
PSD2	1.179
TIGD2	-0.0298333333333334
SCRN1	-1.133
COQ10A	-0.6175
DDI2	0.2075
METTL7B	-0.473333333333333
UCN2	1.56875
FAM92A3	-0.2675
WDR16	0.14
ZNF511	-0.4485
ZMYM5	-0.49625
POLR3G	-2.179
ZNF586	-0.124
C1orf49	0.295833333333333
TANK	1.2145
RCAN1	2.37216666666667
PELI3	1.012
LIMD2	-0.489083333333333
TMEM189	-1.181
NTN4	2.013125
LOC151300	0.538
CLEC2A	-1.64
GPR135	-0.2035
DPYSL4	-1.918
JAK2	0.239833333333333
TSHZ1	1.106
TM9SF4	-1.0425
ZNF264	0.2315
SIRPG	0.551875
BICD1	-0.336
HERC6	1.59216666666667
METTL5	-0.3925
CASP1	1.8225
PRRT1	-0.451833333333333
PLA2G4C	2.03966666666667
ICA1L	0.275214285714286
TPTE2	0.112
OTUD7A	-0.0856666666666667
AQP11	-1.36375
APOA2	-5.199
KALRN	0.3382
SECTM1	0.177166666666667
IFNAR1	0.3735
TALDO1	0.076625
RAB11FIP4	-0.949666666666667
EIF5A	-1.0475
FAM49A	2.66775
NEGR1	0.160666666666667
YTHDC2	-0.7905
EHD2	0.983125
NCF1	1.7703
SCRT2	-0.983
HOXA5	1.53833333333333
NUP133	0.099
FGF12	-0.566625
SLMO2	-1.241
SNTA1	0.199375
CACNG2	-0.562714285714286
GCM1	0.299375
ELF1	0.597
TLR5	2.37925
TCFL5	-1.0795
RBMY2FP	-0.9785
LOC100125556	-0.236125
FAM129B	0.00637499999999996
MAP3K7IP1	-0.0725
NCK2	0.2945
OXA1L	-0.36125
FMO9P	0.4535
ZSCAN12	0.2815
PSMD12	-0.580666666666667
HSCB	-0.50725
CLDN10	-2.1765
MGC13053	-0.08025
HPCAL4	-0.772166666666667
ASZ1	-1.007
MEX3D	-0.431083333333333
NFAT5	0.0871
CSPG4LYP1	-0.203333333333333
FBXO3	0.9916
DVL1	-0.5745
CMKLR1	0.299
TYMS	-3.83575
PEF1	0.932
ZNF750	1.07616666666667
MCM5	-1.2834
MEGF11	-0.09175
KCNK7	0.23
PTP4A3	-0.2485
C1QTNF2	-0.848166666666667
OR6S1	-0.2505
FAM122B	-2.2275
ZNF551	-0.853375
HBQ1	-1.494
GEMIN6	-1.012
ARSK	0.3165
RBP7	4.90066666666667
CPNE9	0.02475
DSC1	2.5555
LOC730112	0.36375
MAP2K4	0.802375
HS3ST5	-1.8905
EPB41L3	0.36775
TEKT2	0.1745
CDKN2B	1.28333333333333
ZNF480	-1.217
MAP3K6	0.9219
MAP6	2.223
HN1	-1.5547
OR2L13	0.211166666666667
SLC16A11	0.6295
FAM96A	-0.905
APOL1	0.37575
C5orf32	0.43775
RTP1	-0.107333333333333
RNF175	0.565375
ZBTB41	0.732
AHCTF1	-0.4115
SAE2	-0.2518
ITGA2	0.191
MME	3.48416666666667
CCDC14	-1.10075
MAST4	1.44514285714286
KRT33B	-0.6425
KCTD2	-0.0756666666666667
WDR26	0.06025
MFI2	-0.42275
NR4A3	3.4855
ARSA	0.705
UNKL	0.0775
SULT6B1	-0.576
CCNA2	-3.917
SOX15	0.193
PPAPDC1B	-0.47275
C19orf44	0.4485
MCAT	0.114083333333333
ARID1B	0.111125
OR52N1	-0.448
C12orf48	-2.61675
MAGI1	0.808875
NIPA2	-0.43925
GBX2	-0.0176666666666667
RSHL3	0.770375
RAVER1	0.384833333333333
C15orf17	0.9825
SLC30A2	0.678125
ZNF518	-0.59925
PCYT1B	-0.37
C10orf114	-0.83575
EIF3H	-0.1445
SLC25A39	-1.44166666666667
KIF1B	-0.512125
AMOTL2	1.7335
C6orf120	0.4445
PSRC1	-3.1735
PLA2G10	0.09875
KIF5C	1.00385714285714
MRPL37	-0.9875
C17orf62	-0.492333333333333
C9orf135	-0.6836
DUSP10	1.042
CLCNKB	-0.225
PSMA5	-1.245875
C8orf53	0.1185
AMPD3	0.410666666666667
PIAS1	-0.00475
ADCYAP1R1	-0.175
GYLTL1B	-0.08
CDH20	0.614833333333333
FBXO7	-0.1915
TMEM134	0.265666666666667
FLJ14213	0.459166666666667
ZNF3	-0.874
LRRFIP1	0.639
CNOT2	0.22925
ABI3	1.97975
ALDH5A1	-0.369583333333333
HNT	2.539
SERPINA4	-1.589
TK2	1.31983333333333
STMN1	-2.31288888888889
GUCA2A	-0.4415
GALNT10	-0.354928571428571
DPP6	-0.0658
C9orf93	-0.3985
PRELID2	-0.569625
STK39	-0.417125
SFTPA1	-1.112
CKS2	-2.57133333333333
RHO	0.543625
C20orf135	-0.302
XKR3	-2.809
CR1	0.726375
RPS6KA2	1.19764285714286
C20orf112	0.1775
MRPL22	-0.0665
C4orf23	0.4565
GADD45B	2.2635
KLHDC1	1.83266666666667
C2orf48	-1.3425
ZNF287	0.6195
DAAM2	0.96425
DPPA2	-2.98383333333333
TCTN3	-0.0456666666666667
DNAJB11	-0.619
FPR1	3.49875
DEFB4	-0.346
PTCD2	-0.6466
SMOC2	5.61316666666667
CABP7	1.46475
SERPINB11	-0.2625
MAGEF1	-0.33575
NDE1	-0.478166666666667
ITGA10	0.4435
FSHB	0.1155
ANXA2	1.022
HORMAD2	-0.15925
HLCS	-0.36775
MCF2L	1.57483333333333
FH	-0.0375
TBC1D24	-0.34475
KIAA1505	1.874
LGALS2	0.2465
