Hybridization REF	TCGA-BH-A0DO-11A-22R-A12D-07
INSIG1	-1.58283333333333
SYNGR1	0.844083333333333
TEX15	-3.394
REPIN1	-0.748166666666667
PDE4A	0.1576
CAPZB	-0.05525
YPEL3	1.20475
C14orf100	0.661375
GINS2	-2.89225
C18orf21	0.095
CYP1B1	1.499875
VISA	-0.5948
XYLT1	-0.8677
ZNF440	-0.3135
BRWD1	0.432
GOLPH3L	0.64425
C11orf77	-0.534
ZBTB17	-0.119
SLC19A2	-0.244
C6orf134	0.476
C9	-1.04125
ART5	0.794625
ARTN	0.180333333333333
TMTC2	1.46425
GNRH2	0.15575
STEAP1	0.444
RPL39L	-0.571333333333333
FLJ10292	-0.964
RLF	-0.4255
NAT14	-0.51575
RRN3	0.26925
C11orf16	1.82333333333333
C3orf14	-0.013
TEX264	0.0585
C22orf28	-0.18275
C20orf175	-0.8445
XPNPEP2	0.531833333333333
PDE6A	-0.2445
SPIB	0.13625
TBCB	-0.3145
SLC5A11	-1.26525
ADRA2C	-1.33283333333333
DHCR24	-0.152166666666667
MEF2D	-0.229
C6orf114	-0.25725
ZPLD1	0.746
MYO1B	-0.00408333333333336
VAMP8	1.41825
ANKRA2	0.74775
C11orf42	0.2935
TAS2R60	0.2055
PANX1	-0.61775
C12orf42	-0.851
RCBTB1	0.23575
FGL2	5.2185
CEP70	-0.663875
WASL	0.374
SEPT14	0.224
DCHS2	0.9105
CYBA	-0.67225
ARHGAP11A	-4.274
MPZL2	0.994166666666667
KIAA1881	4.06083333333333
ANXA1	1.4279
AFF1	-0.00675
FRMD3	0.2355
SUSD5	0.40875
C9orf32	-1.26625
RASSF7	-0.250625
KIR2DL2	0.2705
SENP1	-0.490333333333333
C20orf195	0.19075
C3orf44	0.27025
KRTAP9-3	0.307
ZFP28	1.24275
PLCB2	0.2079
TXNDC15	0.5705
CALR3	-0.51275
HLTF	-0.393785714285714
C17orf67	-0.1295
NDUFA6	-0.836875
PKP1	0.36625
HMG20B	-0.6055
GPR180	-0.8875
BAI3	1.738
NOSIP	-0.0899
TRIM23	1.295375
ARL1	0.355357142857143
CDK5RAP2	-0.27225
SSH2	-1.75316666666667
KCTD15	-1.0725
FTHL17	0.03
AK3	0.687166666666667
RAB3C	0.41425
PAX4	0.22075
KDELC2	-0.6895
BIK	1.319
KIAA1553	-1.07725
CEP135	-0.54275
NANOG	-3.62616666666667
TRIM22	3.27516666666667
CDH13	-0.846166666666667
B4GALNT4	-1.14775
MDGA2	-1.4125
SAMD3	1.60033333333333
OR1E1	0.2545
TAS2R10	-0.077
FASN	-1.031
GPR116	3.2856
ZNF219	1.50033333333333
CD33	-1.877125
RAB3GAP1	0.33125
H1FOO	0.1815
NXPH3	0.26125
CROCC	-0.349666666666667
GPX7	0.205625
BASP1	-2.91
STAM	-0.50225
TBK1	0.12625
STX2	-1.00033333333333
RPL29	0.704
NR1H3	1.196
MPPE1	0.147125
PHACTR3	0.042
SLC44A2	1.497125
C10orf109	0.35575
CLCN6	0.47575
C16orf59	-3.50775
SQSTM1	0.283166666666667
AADAC	2.0135
LRRC8C	0.172875
BIN3	-0.961
HPS6	0.755
MAN2A2	0.2513
GABPB2	-1.559
KCND1	-0.12
PTPN11	-0.180642857142857
ZNF274	0.04
ATF3	2.01675
C7orf26	-0.059
C1QL3	0.2085
WDR54	-1.72616666666667
FLJ40869	-1.8035
ZNF397	0.329125
MLL	0.1651
TTLL6	-0.472875
ANKRD15	1.22
KIAA1958	-0.6545
C1orf218	1.280375
ZDHHC16	-0.54275
DDX47	-0.6475
EVI5L	-0.477833333333333
GDF6	-5.50275
TAPBPL	0.662833333333333
BTG1	2.0053
DPP4	0.2355
KLHL23	-1.918
APOC3	-3.70125
BTBD12	-1.20066666666667
CNOT4	0.0773125
HIST1H3I	-0.03
OR5H1	0.19225
APEH	-0.66325
TRY1	0.024
SLC26A8	-0.0661666666666667
KCNA2	1.57233333333333
TMEM159	2.07025
C6orf81	-1.13
PCYT1A	-0.900833333333333
C6orf157	-0.0095
BRMS1	-0.266
CHST1	0.672333333333333
LGALS1	-0.476
TAF1B	0.0835
FLJ40504	-1.556
GPR173	0.7405
COL15A1	2.15525
CASP10	-0.308071428571429
PCMT1	-0.895428571428571
HDAC5	1.2155
LOC641367	-1.534
EVC2	1.433
SGPL1	-0.0741666666666666
GON4L	-0.138142857142857
AFG3L2	-0.955666666666667
C5orf15	-0.007
UBXD1	0.613
LILRB4	0.4315
GSTA4	1.994
ADIG	-0.692
GRIPAP1	-0.3745
HIST1H3B	-1.12233333333333
BTRC	0.4335
USP49	-1.8975
IQCH	0.5075
ACBD6	-0.39975
YEATS2	-1.21475
CABP5	-0.0825
TRIM3	0.4955
HNRPM	0.0515
FGG	-4.2394
C18orf16	-0.665
CLEC2B	-0.10325
PQBP1	0.0888333333333333
JTB	-0.439333333333333
REST	0.318833333333333
SLC8A3	-0.995166666666667
TMEM16H	0.755
MRPL47	-0.8275
EVI1	1.3262
MUC1	0.483875
TEAD3	0.645375
STOML1	-0.1905
USP24	-0.585
PNMA5	-0.181
MAEL	0.129833333333333
LBP	0.084
HSD17B4	0.445375
SEC31B	-1.20175
IDH2	-0.6068
SFRS16	-0.124875
AICDA	-0.041
RNF180	0.20775
C1orf56	-0.204833333333333
FLJ10324	0.519333333333333
GPR148	-0.437
MEF2A	0.788083333333333
ASF1B	-2.65983333333333
HTN3	-0.8135
RNF215	0.35425
SLC4A3	0.957833333333333
ADAMTS9	1.2373
C9orf66	2.1005
FOXD3	0.3555
GSDM1	0.04825
IFITM5	0.7485
PODXL2	-0.792666666666667
C1orf176	0.17125
RPS3	1.1115
hCG_2004593	1.051375
COL21A1	0.71075
NTNG2	0.733166666666667
RAI14	-1.19683333333333
P76	0.47875
LRFN3	0.620125
FAM14B	-0.164125
FKBP14	-1.33
TNNI3	-1.63266666666667
HOXB3	0.733375
SGCB	-0.487
PPAPDC3	0.93725
FRAT1	0.0735
MORN1	0.502
ARHGEF2	-0.72375
BNIP2	0.38225
DHX30	-0.61825
EEFSEC	-0.349
FGF20	2.308
FLJ38973	0.357285714285714
PLCH2	0.617833333333333
CCNG2	2.3205
PSPN	-0.0315
WDR88	-0.0885
HOXB13	-3.013125
MTMR8	-0.456
SPAM1	0.21
PPP2R1B	-0.22075
TANC1	1.242875
CNN3	1.2965
CHGA	1.75225
C9orf128	1.96125
CACNA1B	0.036
MMAB	0.2731
RHOA	0.395166666666667
RAPGEFL1	-0.396
SLC1A5	-0.532833333333333
CALCA	-0.238714285714286
SYCP1	0.33875
CXCL11	3.320125
GFI1B	-0.962333333333333
PSCD1	0.2185
C11orf58	0.300833333333333
MGC45438	3.173
NUDT18	0.581833333333333
ASB3	0.0683333333333333
ZP1	-3.2205
LPPR2	-0.3597
ZNF527	1.1695
ZNF771	-0.034
TTBK2	-0.56
TRIM55	-0.1705
GJB3	0.387666666666667
PRSS35	0.804
SCRG1	2.5515
ZDHHC24	-0.451
DUSP26	2.06675
C1orf51	1.034375
DNAJC3	0.0841666666666667
LITAF	1.167875
ZNF410	0.13275
AFP	-3.57083333333333
ZW10	-1.03175
PHOX2B	-0.331
VILL	0.6965
ELOVL7	-0.302625
LOC644186	1.5955
PPP3CC	0.16025
CHST13	-2.282
WDR40B	0.40825
MEA1	-0.18975
HILS1	-0.96925
DLX6	-1.94516666666667
NKG7	1.703
EMP1	1.967
ACTR6	0.39425
CHCHD7	-0.443857142857143
COG2	-0.0797
TCEA2	0.2171
TARS	-1.89775
FLJ20294	-0.00783333333333335
ZNF92	0.635125
TRAPPC2L	-0.2039
ARHGAP28	-0.1005
CCDC109B	-0.66025
LGTN	0.272833333333333
INGX	0.376333333333333
LOC124446	0.89825
RPS2	-0.805
C17orf75	-1.36316666666667
NBPF1	-1.042
SLC2A8	-0.482916666666667
SNRPE	-1.3275
CARD6	1.119
IL13RA2	-0.13275
CUEDC2	-0.169375
C4orf19	2.1235
AOC3	2.6545
MTHFD2	-2.26816666666667
OR5M9	0.251
C4orf38	1.11516666666667
SS18L2	-0.32875
OAS3	-0.849166666666667
LARGE	-0.034
LRIG3	2.5715
LIMA1	0.853
STARD3	-0.427916666666667
VPS39	-0.31925
CTAGE6	0.1975
ODAM	1.57275
MORF4L2	-0.41825
GSTO2	2.21275
MTFMT	-0.93625
PRKAB2	-0.907642857142857
ZNF76	-0.349
HSPB2	4.7515
CRB2	0.2425
KLRK1	-1.469
LYST	0.666625
UBE2M	-1.42933333333333
SLC16A9	-0.45825
ZNF281	-0.212
ST8SIA1	2.18075
C9orf105	-1.196
ANKRD46	0.932
FAM108A3	0.2275
C20orf91	0.24
ZYX	0.563166666666667
RSPH1	1.596
ZSCAN5	-0.05825
RIMS3	0.949833333333333
KRT76	-0.0735
CEACAM4	0.781833333333333
SIRPB1	0.19725
CFHR4	-0.1845
SOX3	-0.77
GATAD1	-0.435875
C21orf57	0.6765
TMC8	-0.616833333333333
AVIL	0.3915
LMOD1	3.79475
HIGD1A	0.070375
NEU3	-0.520833333333333
DES	0.684875
BZW1	-0.6682
ZNF221	0.587
CCDC27	-0.205
GDAP1	0.244
RBBP4	-0.03525
MGC40499	0.251
PHKA1	-1.095
PRKAR1A	0.282777777777778
HSD3B1	1.28675
RAD52	-1.03233333333333
CD207	0.291
LOC389791	0.426
RSPO1	3.975
TMEPAI	1.154
MFSD2	-0.386125
ETV4	-1.72933333333333
SCGN	0.843
LOC391356	0.87325
MPP1	-1.124125
STARD3NL	-0.323
TFAP2D	0.1065
CD2AP	0.23275
CCL20	-4.45633333333333
CCDC86	-1.897
ZFP30	-1.2205
CTBP1	-0.212416666666667
MAK10	0.118666666666667
STXBP5	-0.98
LOR	1.4433
MAP6D1	-0.78075
ARMC7	0.211
TMEM150	-0.1693
NSL1	-0.314
KIF5A	-0.5015
ASCC2	-0.389166666666667
PSENEN	-0.292333333333333
OPTC	-0.3685
FCRL2	0.497166666666667
KBTBD11	0.594125
PCK1	1.075625
CENTD3	-0.2945
MEGF8	-0.299125
ALPPL2	-0.546
OBFC2B	-0.671
ZFYVE20	0.155875
GALC	1.61616666666667
CTRB2	0.104
C20orf71	0.332333333333333
TBKBP1	0.203833333333333
CAMLG	1.0235
TREML4	-0.045
RSAD1	-0.0695
TUBA3D	-1.0279
KIAA1833	0.132625
PNPLA1	0.3955
LRRC34	0.0536666666666666
CDH26	-0.508
ZNF167	1.00516666666667
ZBTB26	-0.0873
VWF	3.8396
VTN	-0.712833333333333
BAD	0.597
PDS5B	0.52525
ZNF644	0.804
SH3GLB2	-0.369625
SMPDL3A	1.1367
NRG2	2.7095
IL15	1.19116666666667
GABARAPL1	0.8775
LAT2	-0.3284
SLCO1A2	1.11266666666667
LIG4	0.318916666666667
GSDMDC1	0.189375
BMP4	-0.551
METT10D	0.543375
SYCE1	4.37225
SPANXD	-5.48375
SLC12A9	-0.119833333333333
MC1R	-2.625
RNF168	-1.1495
TRIM69	0.72675
GALNT7	0.449333333333333
ISG20L2	-0.231
KIAA2026	1.0285
TNFAIP8L1	-1.696
DPY19L2	0.22875
C12orf63	-0.2315
PRDX5	0.238625
MED6	-0.65975
TXNDC5	-0.1415
CD46	0.624333333333333
CCK	-2.5475
C17orf48	0.6705
ANUBL1	1.741
SIT1	-0.166166666666667
TYSND1	0.166333333333333
DEF6	-0.353
GLT8D4	0.32975
UTP14A	-0.10775
RPH3AL	0.91025
NXF1	-0.0808333333333333
TRERF1	-0.564333333333333
TUBB3	-1.975375
SLC24A2	0.4945
SEC22B	0.442333333333333
ZNF653	-0.00175
GGTL3	-0.669583333333333
CDKL2	1.19425
CTF8	-0.24225
EPC1	1.24883333333333
CYP4A11	0.148
THRSP	4.99833333333333
LELP1	-0.1095
TES	0.43825
C17orf87	0.3445
FERD3L	-0.00675
SH3TC1	-0.6005
RAB36	1.1225
CRYGB	-1.443
GRIA3	2.825
BHLHB9	1.22175
C1QTNF9	3.61
GOPC	0.277875
PNPLA8	0.536333333333333
ZNF444	0.0895
FMO1	3.83
POLR3C	0.208
SLC35F3	2.8155
SGCG	-0.650166666666667
DCDC2	0.1025
NANP	-0.21
MGC23270	-0.1935
BEX4	1.14441666666667
HYDIN	0.3666
RPS6KB2	-1.92025
ADRM1	-0.935416666666667
BAT3	-0.7415
RAB31	-1.3105625
SCGB2A1	6.841125
SLC6A14	0.748625
DDX4	-0.56925
PRRC1	0.1975
AP3B2	1.02766666666667
TRGV7	0.5808
TMEM184B	-0.16275
ADPRHL1	1.063
C21orf45	-0.756
ARNTL	0.658375
AADAT	-0.401625
CCL2	2.16016666666667
SNTB2	0.181
RGS9BP	-0.743
KPNA1	-0.00375
TMEM41B	-0.444833333333333
S100A11	-0.0333333333333333
DOT1L	-2.114
EFHC2	0.379625
CLTC	-1.18233333333333
SRP9	0.363857142857143
ZNF521	1.5565
FAM26F	-0.807
GPR88	2.46966666666667
COL13A1	-0.865333333333333
CHMP4B	-1.0801
SIGLEC6	0.0493333333333333
NFAM1	0.369625
PVRL2	-0.4351
ALKBH4	-0.1365
CCDC93	-0.2985
NXT1	-0.2065
KCNK4	-0.011
TROAP	-2.21983333333333
KCNA10	0.69925
CCDC114	0.193833333333333
RAN	-0.697416666666667
LMTK2	-0.416
LOC400657	0.534
UFC1	0.689
UBE1DC1	-0.962
EEF1A1	1.05561111111111
CHAC1	-0.7945
HMGA2	-5.4794
B3GALTL	-0.25425
ING2	-0.234
C1orf109	0.30775
INTS3	0.371875
ZNF558	0.59025
TRPM4	1.551
LTB4R	-0.4755
ISYNA1	-0.3565
LSM7	-0.48
LRRC47	-0.5195
ZNF179	-0.63
EXDL1	-1.21183333333333
SLC4A10	-1.248125
ACSS2	-0.291833333333333
COPS7B	-0.3385
KIAA0040	0.667666666666667
C1orf95	-0.2415
AP1GBP1	0.027
OR9A2	0.7305
FAM71C	0.175166666666667
RIN1	-0.592833333333333
ITGA4	-2.139625
DNAJC6	-0.863
CLOCK	0.3895
SLC35A4	0.294166666666667
DSG4	0.0405
LOC26010	-0.49275
NSUN2	-0.99525
TMEM86B	-0.9673
C14orf135	-0.09375
KIFC3	-1.18666666666667
PHF5A	0.06925
NCAPH	-3.143375
STK11IP	-0.56175
FLJ42953	0.295125
CCDC19	-0.085
ZNF329	-0.093625
TAX1BP1	0.2295
ZDHHC18	-0.730833333333333
C10orf88	0.26875
TMBIM4	0.594
NMUR1	2.6355
KIR2DS4	0.278
C9orf90	-0.054125
MGC87631	0.456
KDR	3.2125
ST3GAL2	-1.271375
RLN2	0.832
HPD	-3.4395
MOXD1	-2.56833333333333
PDGFRL	2.56866666666667
SMYD4	-0.375
FAM103A1	0.3405
MFAP4	1.64316666666667
LOC285141	0.811
TMEM45B	-1.845625
SMCR7L	-0.3605
GZMH	3.939
CBLN1	-2.3245
CNNM1	0.327
PHF17	0.182
NUP98	-0.355583333333333
RMI1	-1.32
PTPRS	0.32
ANKRD57	1.348625
CLDN15	-0.814166666666667
OR51A2	0.1625
GUCA2B	0.76
DOCK9	2.1115
ITGB1BP1	-0.723666666666667
DLG2	0.4835
BRAP	-0.40125
SESN3	0.75675
ZC3H7B	0.19875
FAM101A	2.79016666666667
FKSG24	-1.08525
ZYG11B	-0.5955
RFC2	-1.33925
SH2D3A	1.05216666666667
DVL3	-0.79125
ADFP	-0.0213333333333333
KRIT1	-0.159375
SERTAD3	1.70783333333333
LEFTY2	-3.0005
KRT27	-0.279
SCFD2	-0.238
MN1	-1.4785
RORA	1.3735
PTPRD	-0.98475
PIAS2	-0.401833333333333
CYP4X1	5.094
FBXL15	0.3285
MYH15	0.0223333333333333
CRX	0.193666666666667
TBC1D13	0.5125
SLC22A17	1.52416666666667
PLK2	2.22383333333333
ARHGAP9	0.89525
EIF1B	0.2815
C20orf185	-0.09025
DEFA7P	0.391
PRIM1	-2.41283333333333
CRYAA	-2.3125
BACE1	0.56975
AGTRL1	0.342666666666667
ACAD9	-0.232625
GRASP	1.39425
RBP4	-0.0993333333333333
TFB2M	-0.368
METTL9	-0.2413
ATP5O	-0.3955
SP100	0.41
CPSF1	-0.671666666666667
S100A4	0.161
LIME1	-0.82675
GPR137C	-1.83275
OR2A2	0.602
C2orf29	-1.13825
NUP188	-1.4435
SDPR	3.33225
RAI1	-0.00212500000000002
RPS20	0.7506
LAMB1	-0.42975
ADM2	0.2295
ZNF229	0.72975
DKFZp434K1815	-1.859
EPN3	0.8395
CLIC3	-1.03125
MEIG1	-0.2735
HMGB4	-0.1705
STARD10	0.34325
KLF8	2.642
EPB41L2	0.173833333333333
JMJD6	-0.45375
CTSL1	-0.7935
GPR27	0.3155
ELAVL4	1.201
MMP21	0.3355
PPM1B	0.543375
SUV39H1	-1.336
AAMP	-0.2615
TUSC4	-0.0215
MBD6	0.03425
KLK13	0.707
FMNL3	0.526833333333333
TRIM13	0.44175
C15orf5	-0.47525
IQCF1	-0.097375
CACNG8	-0.244
SLC35D3	0.226833333333333
ZDHHC9	0.491
ODF3L1	0.7765
C9orf86	-0.7221
TSEN2	-1.121
C17orf64	1.2725
SEPX1	-0.6598
TSPO	0.728166666666667
SYMPK	-0.733
ADORA1	1.66
TSPAN10	0.368375
SEMA6C	0.998
RTTN	-0.6888
IL2	1.71233333333333
ARRDC3	1.76616666666667
TBPL1	-0.7655
STX12	1.62175
MRPL39	-0.738
OR8H3	0.424
IFIT5	1.36933333333333
CASC5	-5.083375
FAM46A	-0.114333333333333
HPCAL1	-1.25525
CYLC1	-0.081
VGLL2	0.227875
C20orf191	0.36
CDH1	1.72375
ITPA	-0.64125
CCDC101	-0.28875
D15Wsu75e	-0.95725
EDA	0.6155
CREG1	0.30725
OR7G2	0.884
SAP18	0.936083333333333
IFIT1	1.09
CALML3	2.1925
FLJ37440	1.8895
FNDC5	0.88675
SERPINB6	-0.277285714285714
JUNB	1.7927
SYS1	1.18925
SCN2A	2.47233333333333
ZKSCAN5	-0.7722
WNT7A	0.120833333333333
TSHZ3	2.98925
RNF148	0.373
H6PD	0.1515
CAD	-1.27233333333333
ZNF449	0.19475
DOCK10	0.0055
FAIM2	0.0295
HEXDC	0.304
PRB1	-0.0646666666666667
C14orf148	-0.154
ETHE1	1.10275
IRF5	-1.4099
GNMT	-0.00616666666666667
MGC16291	-0.535
RPAIN	-0.151214285714286
CAGE1	0.1235
CNTNAP3	-1.267
ACTR1B	-0.21775
EEF1E1	-1.3975
MSX1	-0.79975
ESF1	-0.1454
HSPC171	-0.3065
MRPL2	-0.447833333333333
RDH12	-0.919
CELP	0.248
METRNL	-0.848
C10orf116	3.968
C19orf48	-0.8665
ZNF346	-0.38225
NCR1	-1.331
C10orf64	0.7595
CD52	1.13475
VPS18	0.91375
AP4S1	-0.347166666666667
NPBWR1	0.716
TPK1	1.34525
UBA52	-0.156722222222222
RIPK1	0.3575
CPNE3	-0.0127
HSPC159	0.3115
C8orf38	-0.47775
LRRC4B	-0.2655
PARP10	0.3711
ANKRD50	0.500625
CXCL9	5.19425
FGF18	-0.604
EIF2A	0.377125
SLC20A2	0.861166666666667
KIAA1549	-0.448833333333333
SPINT1	1.8875
ZNF584	-0.327
CRBN	1.05466666666667
ABCF3	-0.290166666666667
NCBP1	-1.83783333333333
PLA2G4F	0.303833333333333
PCDH10	-1.0465
TTC21A	0.0855
C20orf144	0.027
FGFR1OP2	-0.0708333333333333
SLC9A1	0.0971
CHRND	-0.4855
FOXF1	-3.3095
KIAA1467	0.083
TPO	3.52516666666667
LTF	4.41728571428571
DNAJB9	0.78
MRPS27	-0.2825
bA16L21.2.1	0.32575
WBP2	0.142666666666667
MRGPRX3	0.703333333333333
PRPF18	0.74275
C10orf58	0.49925
SMOC1	-2.0728
ADAT3	0.175333333333333
TMEM138	-0.6165
TMEM131	0.178125
TIMM8B	-0.61925
MYH7	-0.256833333333333
ST6GAL2	0.547857142857143
KIF1C	0.3245
SUHW2	-0.922
PAPSS1	1.595
CABP2	-0.083
HOXA4	1.98525
ELF2	0.80925
SEMA3D	2.4559
MC5R	0.341
OGFR	0.1955
FLJ30092	-0.228333333333333
TGFA	1.3679
MMP17	0.4155
KIF15	-4.78525
CHIA	-0.04225
CATSPER3	-0.24775
CEACAM7	0.82625
PADI2	3.345
HOXA9	2.9855
LNX2	0.171166666666667
TMEM144	2.26325
HIF1AN	-0.33025
METTL7A	0.7008
C6orf165	1.91983333333333
KIAA1468	0.577625
DSG3	1.6875
ZNF180	0.789333333333333
EIF4E3	1.653375
SLC46A1	0.13225
DKK1	-3.04666666666667
ZNF205	0.492
LOC162073	0.286611111111111
COX7A1	4.50375
MAGEA1	-4.2888
NEDD8	-0.252416666666667
KLHDC5	-0.108444444444444
C3orf19	0.8235
MRPS2	-0.71725
POLR3H	-0.186214285714286
ABHD11	0.1094
TMEM17	1.50475
PAIP2B	1.003
MAT1A	-3.14025
LGI3	-0.11075
THUMPD2	0.3255
TKTL2	-0.9135
XAGE3	-1.32716666666667
CALM3	-0.229333333333333
C6orf136	-0.808666666666667
KCNC4	0.949333333333333
RGS9	2.20433333333333
ACIN1	-0.951333333333333
SPATS1	-0.446
XKR8	0.058
FAM84A	2.2975
MS4A7	4.08781818181818
AGXT2L2	0.14225
OR1F1	-0.147
SMAP1L	-0.417583333333333
IPO11	0.929625
ZC3H11A	0.0393125
C1orf151	0.123875
RNASEH2A	-2.195
CCR10	-0.0115
TXNDC11	-0.072
TMEM112	0.4945
MAP1B	0.0492142857142857
NVL	-0.88125
PKM2	-1.26595
ARC	0.09325
NUP54	-0.225
PPFIBP2	2.02816666666667
STAT2	0.422875
PTAFR	0.984833333333333
ROBO2	-0.655875
RNF40	-0.487166666666667
CCDC135	-0.4925
IFT81	-0.9185
MORF4	0.13775
TM7SF3	-0.854875
OR10H3	-0.134
ABP1	-0.13925
CHRD	-0.00487500000000003
PLEKHA8	-1.23183333333333
NCALD	4.21816666666667
OR5AK2	0.640666666666667
ACCN1	0.165333333333333
SLITRK1	-0.1825
ARMET	-1.0395
C9orf52	-0.19175
REEP4	-1.48425
MTSS1	0.7285
ADH1B	4.4605
DLD	-0.64275
CDK5	-1.3615
PPFIA1	-0.445
WFDC3	-0.17
DNAJB12	0.8855
RANGRF	-0.3485
MLANA	-4.68
AMY2B	1.48125
KIAA0319	-2.605375
RPS7	0.1385
JAK3	-0.0903
ARFGEF1	0.35925
CXCL5	1.68191666666667
TRAPPC4	-0.68075
CETN2	0.402
HSPC111	-1.352
RHOBTB3	-1.624
PHLPP	0.7595
RGS10	0.2125
TMEM58	0.66975
CHERP	-0.214875
HSP90AB3P	-0.737166666666667
FSTL3	-1.17633333333333
PEX11A	0.81875
OR5V1	0.164
FCN3	1.632
PTPN3	-0.120625
NPTX1	-4.673125
C21orf84	-0.7985
C11orf51	-0.05675
ZBED2	-0.9875
FLJ90757	-0.1975
NPY2R	7.09275
PLD3	0.10575
SYT17	0.799
SGSM2	-0.55625
OR1A2	0.2725
FOXP1	1.366375
SLC5A1	4.367
POFUT1	-1.0459
EPHB6	-1.256
MYO1G	-1.754375
STAC	-0.9401
KLHL17	-0.970333333333333
RGMA	2.6491
TJP2	-0.2769
FAM114A1	-0.529333333333333
SERINC1	1.47408333333333
SLC9A8	0.103125
PEX19	0.623375
EDN2	0.024
PSMD7	-1.11122222222222
C3orf41	-0.38375
UQCR	-0.444375
PPP1R3C	0.76975
LRP4	-1.0175
TM2D1	0.31225
TTC17	0.3200625
C4BPB	-3.707875
CCL25	-0.27875
ZNF253	0.401833333333333
CHRNA9	-3.8585
SOX11	-1.657875
HIVEP3	1.1255
CGN	1.726
C3orf35	-0.109125
PKD2L1	0.03425
SYVN1	-0.320125
PDE8B	-0.413375
LOC439951	0.51825
LTC4S	2.4275
MIF4GD	0.121
SMARCA2	2.36525
TUBGCP6	0.162333333333333
CABLES1	-0.03425
C16orf77	2.9755
ZNF791	0.7955
FUT5	0.052
ADH6	-2.6595
P4HB	-0.50525
CLDND2	0.098
ALKBH8	0.66075
PLAC4	-1.899
F11R	-0.349142857142857
MGC35295	0.0308333333333333
PDZD4	-0.2205
LOC389073	-0.85575
FAM80B	-0.393
PSMB1	-0.775875
TXN	-1.349
VIPR1	2.0907
WBSCR18	0.2873
EXOSC6	-0.731
ACTA2	4.68416666666667
SP5	-2.27866666666667
ANKRD1	-3.10225
DDR1	0.8943
ATP6V1D	-0.51025
PTGS1	-1.01991666666667
RNF157	-1.17525
DCC	2.27525
SPAG7	-0.0395
FBXO18	-0.23475
UBE3C	-1.2674
HOXC6	0.393
LRP2BP	0.523833333333333
MYST2	-0.0145
PDSS2	0.05775
ATE1	-0.60025
ARAF	-0.752
KLF10	1.65775
PLA2G2E	-0.154
ASCL1	-1.041
TSNAXIP1	1.091
FAM131B	-0.28
IFNA10	0.2115
NUP43	-0.630375
FAM44B	-0.159375
L1TD1	-5.40083333333333
NMD3	-0.482083333333333
C18orf54	-1.4815
PHOSPHO1	-0.5585
RAG2	-1.6685
EMILIN3	0.03
METTL3	-1.04925
VPS13C	1.1555
REXO2	-1.01825
ANXA4	-0.032
CA1	-1.31875
DCP1B	0.53075
TULP3	-0.560166666666667
ATP2A2	0.0727857142857143
ATIC	-1.48425
ADAM15	-0.400416666666667
NPL	0.211
LGR4	0.850875
UEVLD	0.314666666666667
GAB1	1.312
SNAI2	1.51433333333333
ZGPAT	-0.3106
SNF1LK	0.455875
DLEU1	-1.953
UBE2Q1	0.07875
ZMYM6	0.217375
JPH3	-2.10666666666667
FAM38A	-0.711583333333333
PXK	-0.265166666666667
DENND2D	1.279
BAX	-1.07575
CP	-2.66163636363636
RPL37	0.7218
G6PC3	-0.004375
NCOA4	0.429166666666667
LRRC14	-0.064875
GORASP1	0.266
FCHO2	0.92125
CYP24A1	-2.4984
FXYD3	1.632375
SMARCAL1	-0.093
ABCB8	-0.4995
CCDC44	-0.71825
PRDM7	-3.28475
USH1C	-0.87875
DNAH5	0.929166666666667
SRF	0.68425
MAL2	1.11933333333333
PGPEP1	-0.105833333333333
SIN3B	-1.23575
SEMA3C	1.69616666666667
GRAMD3	3.906
FBXO10	-0.0865
OR5D13	0.038
FLJ31818	1.0425
CACNA1I	0.30375
S100A13	0.5205
TP63	4.59414285714286
ANXA11	0.8872
WDR66	0.47475
CSF2RB	0.112
IFI44	0.03575
DACT1	1.2615
ANKRD23	-1.57975
ATP5G1	-0.823833333333333
C21orf70	-0.491166666666667
PPWD1	-0.5805
DNAJC13	0.0135
PAH	-4.8975
PTCH2	0.19025
TRMU	-1.22975
CCDC9	-0.017
USP3	-0.351
DCLRE1C	0.0547
FAM55C	0.37725
FRMD4B	2.20425
CYP2R1	-0.3325
RFPL1	-0.5331
XPO5	-1.467
ARL6IP2	0.8865
OSBPL5	1.09525
MMP9	3.15072727272727
KIAA0802	-0.99625
DHRS2	-3.19733333333333
SGEF	0.89425
TXNDC10	-0.5419
EXOC6	0.241
RPS27	1.27983333333333
PNCK	-1.08066666666667
FSTL1	-0.47125
AACS	0.30325
SLMAP	0.652833333333333
SAMD4A	-0.1409
ABRA	0.51
SMARCD3	1.91775
PKNOX2	-1.00216666666667
A4GNT	0.3355
C9orf39	-0.182333333333333
RALYL	1.099
MGC33556	-2.497
C10orf25	-0.5895
BBOX1	6.91675
NHEDC1	0.056
XDH	1.0135
GCSH	-1.1255
EDN1	2.70966666666667
MTERF	-0.27525
CLK4	1.233375
ZNF799	0.3735
KCNG1	-1.26175
CXCR4	0.137666666666667
PTPRR	-2.60075
IRAK1	-0.917875
LOC401397	-0.71375
TMSB10	-0.0999285714285714
CXCL3	0.6095
TMC4	2.0075
OR7A10	0.087
STYK1	1.4735
CHRNA10	-0.2715
CCNI	0.7245
EP300	1.14392857142857
LOC165186	-0.242
HIC2	-1.98775
SDR-O	-0.122
OR2W1	1.189
KCNA6	0.1715
TRIM74	-1.5135
