Hybridization REF	TCGA-A7-A13F-11A-42R-A12P-07
ABTB1	1.49216666666667
ARL5A	0.2881
CCT6A	-1.64325
HEPACAM	1.606
EHHADH	0.966
RBAK	-0.9735
CGB1	2.03825
ITGB5	0.8841
YIPF3	-0.327
FKBP2	-0.021
NR1D1	1.4996
TMEM110	-0.022
NEK2	-5.01
PRAMEF8	-3.24725
C20orf52	-0.689833333333333
PCDHGA3	-0.3505
VWA3B	0.634
NDUFA5	-0.02125
THAP9	-0.4185
FLVCR2	-0.481166666666667
AP1S1	-2.5475
SMAD6	-0.222
SAV1	1.4805
SAT1	1.303
ZNF251	0.88725
ADAMTS7	-0.0874
RPP38	-0.32725
C1orf211	-3.03
YPEL2	1.85025
RBMS1	0.93375
ZNF445	-0.341333333333333
NRXN2	0.657
PGBD4	-0.03375
UGT2B28	-1.13875
WBSCR16	-0.372
NLRC3	0.421375
ASTL	0.000250000000000004
ST6GALNAC1	-1.486
ZADH2	0.0885
MLLT4	0.9205
ARL6	0.045
MEF2C	1.6515
CBFA2T3	-0.608
AFF3	0.687142857142857
COG7	-0.464333333333333
MYB	-1.95783333333333
PLXNA3	0.141
XRCC2	-2.63633333333333
MMS19	-0.38475
ST8SIA5	-1.221125
CHPT1	1.00683333333333
KIAA1712	-1.065125
OR6X1	0.1
ACTR3	-0.763
UGCG	0.152
OR4P4	0.2115
ZAP70	-2.78
LPP	1.64775
ZNF485	-0.83175
PTPRCAP	-0.059
IL12RB1	0.31125
ATRX	0.2255
CHST8	-1.406
C14orf109	-0.15425
ARV1	-0.00325
NMB	2.77271428571429
COX5A	-0.865333333333333
EIF6	-0.78075
MPPED2	1.64383333333333
SEMG1	-2.124
CHRDL1	4.098
TRAF3IP2	1.41425
WNK2	0.435625
LILRA4	1.07783333333333
LAMA2	5.7585
PXT1	-0.017
RLBP1	-2.90075
CD300C	-0.04075
SLTM	-0.0715
FLJ10404	-0.136625
APOBEC3D	-3.25283333333333
RENBP	0.6545
ATXN7L1	0.0775
NID1	1.028
TUBGCP3	-0.5295
ITIH5	4.55094444444444
CCDC110	2.33175
C8A	-3.1535
MGC87042	0.489
HOXC13	-2.6405
TFDP2	-0.78875
HCP5	1.40025
POLI	1.078
UCN	-1.34033333333333
ZNF764	-0.0656666666666667
C8orf45	0.167
FHL3	-0.77725
SPATA5L1	-0.46725
MMRN2	4.15966666666667
NDST1	1.0425
COL20A1	-0.7565
ZNF248	-0.0755
PELP1	-0.529166666666667
MBL2	-3.0224
RNF41	0.046625
C5orf24	0.154625
THOC5	-0.411875
SERINC3	0.41775
RP11-151A6.2	0.91975
CDCP2	0.25225
HIST1H2AA	-0.0865
C11orf75	0.871333333333333
FKBP7	-0.0085
DDOST	-0.62525
GPNMB	1.2715
TTF2	-2.10583333333333
KCNT1	-0.047
SLC39A14	-1.069
NGRN	0.2828
GPR137B	1.38625
MECP2	0.056875
PSMA1	-0.46525
C16orf73	-5.12575
TMEM60	0.0731666666666667
CSN3	-0.0465
NOS1	0.342833333333333
RAB7L1	0.151
YBX2	0.3845
KIAA1166	0.2005
FUBP3	-0.396333333333333
ABCG1	0.31
ACACA	-0.560166666666667
ARL11	-0.2976
ATOH1	-0.41
ODF1	0.212
CREB3L3	-2.20083333333333
TMEM127	1.53721428571429
DSCAML1	1.94375
PLN	4.03016666666667
LYPLA1	-1.53225
PRDM9	-2.85325
SASP	1.57375
PLUNC	0.245833333333333
INTU	0.9765
HISPPD1	0.14225
LNPEP	0.230333333333333
YARS2	-0.833833333333333
APCDD1L	0.6195
ZCCHC4	-0.2977
FBXO22	-1.29616666666667
TTLL13	-0.328
ZNF669	-0.799666666666667
PTGDR	3.89425
DDX27	-0.5105
KIAA0409	-0.101166666666667
GJB6	0.46875
ASB8	0.65675
PLP2	-0.290833333333333
MEPE	0.767
OR10J5	0.2215
KRT222P	2.17825
COQ7	-0.0785
C1orf101	2.13425
RERG	2.4015
CHMP5	0.25775
THAP11	0.105375
ZNF43	-0.740666666666667
ZRANB3	-1.03083333333333
KRT13	3.486375
MRPL19	-0.609125
RBBP9	-0.735875
SPATA17	-0.509875
BXDC5	-0.168166666666667
PAFAH1B1	-0.408083333333333
MAGEE1	0.38525
OSTF1	0.31825
KIAA0323	-0.0796666666666667
TXNDC13	-0.119666666666667
CNTN4	2.991
LCE1B	0.3925
UNQ501	0.295
ZNF154	0.078
C3orf64	1.53325
SYT5	0.0568
PON1	-0.1905
FLJ10357	1.653125
ATP4A	-0.0615
GNPDA1	-1.01833333333333
MGAT1	1.18733333333333
C14orf121	-0.00725000000000001
SLC35B2	-0.4575
MIER3	0.743833333333333
CHEK1	-4.939125
ZNF8	-1.00933333333333
TXNDC1	-0.782166666666667
CKB	-0.5425
RTN3	1.14307142857143
FZD2	-1.72383333333333
PART1	1.114
PSMB6	-0.47475
PCDHB8	-1.051
PHC3	-0.1616
PPP1R8	-0.879166666666667
NOVA2	2.43933333333333
TNFRSF11B	-2.010875
GOLPH3	0.455166666666667
UBLCP1	-0.23325
SUHW3	-0.927
TTLL1	0.611
OPN4	0.57
OR13G1	0.1555
ZPBP2	0.401333333333333
HSD17B11	0.3665
C9orf50	-0.022
DHDDS	1.09385714285714
CTSW	1.0965
NEFM	-2.56716666666667
MRPL28	-1.03525
SYN1	0.0876666666666667
PIGV	0.372333333333333
ZIM2	0.258
APBB1	0.889
SND1	-0.76725
C1orf123	0.417166666666667
CHD3	-1.14775
BHLHB8	0.11425
RNASE2	-0.896
BCAP31	0.72675
SLC25A44	-0.154666666666667
CHD6	-0.5151
PIB5PA	0.705692307692308
SELS	0.318125
LOC541471	-0.402125
FAT2	2.8725
ZNF81	-0.002
OR4C16	0.287
FLJ10081	-0.1634
LRRC4	1.99375
CS	-0.284333333333333
N4BP2	-0.639875
IGFBP7	1.808
ZNF318	-0.13725
NDNL2	0.30975
ZNF609	0.149
SIRT4	0.86975
EXOSC10	-0.17775
ECE2	-0.48425
OVGP1	0.50425
GTPBP3	-1.1515
PACS2	0.8597
C19orf36	-0.142333333333333
ARL4C	0.196125
ATG4B	-0.420125
UBQLNL	1.24325
RHOXF2B	-4.009
PLEKHG2	-0.402
GALR1	-1.0125
AQP4	0.2525
HDAC7A	0.774
DCUN1D3	2.13125
OR8A1	-0.095
CCRN4L	0.029125
CBR4	-0.593833333333333
KIFC1	-4.0135
SLC7A14	-0.897666666666667
LHX5	-0.0585
TRPC7	-0.2935
LPXN	-1.1465
SERPINA1	-2.728375
RPS13	-0.0135
BPIL3	-0.174
PRKAA1	-1.222
FADS2	-1.5809
ENAH	0.124
PRO1768	-0.263
APBA2BP	-0.9995
LIPH	1.44983333333333
C3orf33	-0.066
RCC2	-0.776357142857143
ALDH1A2	-2.396
RNF103	1.3525
AHCY	-1.426625
ALG12	-0.2205
CCL17	0.21075
ZNF543	1.06616666666667
ESRRG	1.6343
CNGA1	3.3125
RDH5	3.449
OTX1	-1.804
PTGFR	-0.158333333333333
CDR2	-0.704
SELE	3.8155
NLGN2	-0.554333333333333
EXOSC9	-1.0795
ZNF566	0.193166666666667
KLRC2	-4.5765
GPR12	0.669
KIAA0196	-0.34275
PDRG1	-0.731
SSR3	-0.245928571428571
MSI1	-0.4485
CST9	-0.2345
CC2D1A	0.171125
PLAGL1	1.29472222222222
ZNF778	-0.391
RNF2	-0.105
KLF6	3.0005
THBD	2.91266666666667
tcag7.1314	1.35375
NR5A1	-0.438833333333333
ABCD2	4.1135
DNAJC7	-1.84025
CLEC4C	-0.1355
TM2D3	1.009
CCDC4	-2.0475
PLAC2	-1.62575
DCD	0.0805
FAAH	0.577375
POLA1	-1.05366666666667
TM7SF2	0.46175
FLJ39822	-0.901
FLOT2	0.10275
MAP4K1	-0.841166666666667
SRP68	0.0679999999999999
C21orf74	-0.9275
ARPC5	-0.025125
LOC126075	1.13525
HECW2	0.939625
ZDHHC4	-0.06875
ANKRD42	1.3631
PDE9A	0.647333333333333
ABCA8	4.769
NDUFS2	-0.25575
UBR5	-0.525375
BTBD16	-2.29725
LOC554174	0.4595
ZNF20	0.0985
KIAA1843	-0.3495
WDR17	0.064625
C15orf33	0.12
RNF113A	-0.41475
CAMKK1	-0.00929999999999992
CLCN2	-1.25725
ANXA6	0.646
LOC340069	0.2215
EMID1	-0.064125
DPM3	-0.376833333333333
ELA1	-0.0735
SLC25A13	-1.2752
KRT24	0.034
SMPD1	-0.157
TH	-0.17975
COL6A2	0.985928571428571
ANKS1B	0.81925
GPR126	-1.5365
ZC3H12A	0.6345
TMEM47	2.3255
C2orf51	-0.0901666666666667
C1orf88	1.72633333333333
HSF2BP	-1.1975
AKAP10	0.2455
RPAP3	-0.892
KLHDC8B	1.430625
STOM	1.7652
MUPCDH	-0.268375
C10orf72	-0.025
PLEKHA3	0.687833333333334
TCP11L1	-0.483
CWF19L1	0.008
SPEF1	0.294846153846154
YSK4	0.9895
ELN	3.2258
SAMD8	0.257166666666667
MPI	-0.743666666666667
MEPCE	-0.1414
ABCC3	-0.159375
NANOGP1	-3.8375
KCNK17	1.755625
HLA-DMB	4.232
RRAGA	1.0805
ANGEL1	0.695
RBM32B	-0.147
CPN1	-3.3265
MGC52282	0.0486
HLA-A	1.44508333333333
OR9G4	0.081
EDNRB	2.1945
SCD	2.15471428571429
C14orf80	-1.85133333333333
BAGE2	-1.199
RABL4	0.674166666666667
RCVRN	0.15
SHANK1	-0.005
NLRP7	-3.164
CD226	0.876
STAT3	0.5448125
SYNJ2	-1.4888
TPCN2	-0.0693333333333333
WDR36	-0.6125
MBD4	-0.56425
ROBO1	-0.346
ST3GAL6	-2.05025
SLAMF8	2.23333333333333
ATN1	0.467166666666667
GPR141	0.278
KRT36	0.7865
TPH1	-1.2055
DDX52	-0.596
ZSCAN29	-0.381166666666667
TRPT1	-0.319833333333333
DPEP3	0.57875
DENND4A	-0.464
TSPAN16	-0.259
PTCHD2	-0.0445
LOC145814	-0.2475
CAP1	0.00816666666666667
EIF5A2	-0.3868
NT5DC3	-0.856375
SEPT9	-1.19325
SEZ6L2	-1.28975
EGFLAM	4.953
VPS11	0.455875
NDUFB5	-0.1405
CIDEA	4.79316666666667
IER5L	-1.1945
N6AMT1	0.313
FAM83C	-0.2005
OXR1	0.9395
IRX1	1.978
DGKB	-0.9496
GCN5L2	-1.6195
MIR16	0.37825
FBXW9	-0.43875
WDR4	-2.05216666666667
PDC	-0.5905
VPS33B	-0.62875
HEXB	-0.05575
FLJ32214	-0.0495
TCEB3	-0.7385
CRLF1	-2.389
ABI3BP	2.8645
C8orf22	-3.67225
PYCR1	-2.444
KIAA1706	2.7255
CDK5R2	0.366
WAS	0.0515
C12orf60	-0.76725
CCBL2	0.05525
MADD	-0.27575
C5orf34	-2.47775
WDR42A	0.5685
KLF12	0.54475
HSPA1A	0.6525
ITM2C	-0.547416666666667
DAPK2	3.15433333333333
LOC442590	0.959
SUMF2	0.846125
CENPA	-4.30723076923077
TMED5	-0.060625
CDH6	-0.2028
BRP44	0.717875
THG1L	-1.1695
GABRA2	0.1
C14orf166	0.0345
MYL1	-2.3676
TNFSF18	0.0305
PAP2D	-1.99383333333333
PPIB	-1.171
KLHL4	0.396
SFN	-0.9545
CCDC127	0.312
FRAP1	-0.45075
GOLGA5	0.564
SDCCAG1	0.29375
MGC21675	-0.0681666666666667
C10orf95	-0.81225
KIAA1345	0.552
C1orf163	-1.2555
LACE1	-0.360333333333333
OR10K2	-0.344
CENPN	-2.85208
TMED2	0.272
UGT1A6	-1.1475
ANG	0.5185
U2AF1	-0.989666666666667
CASC2	-0.177
NMT2	1.73833333333333
OSGEPL1	0.29175
DFNB31	-0.781
SLC6A20	0.41225
DKC1	-1.34625
FXYD4	-1.2145
WDR64	0.4485
MGC5590	0.3345
CREBZF	-0.2215
DAZ1	-0.50575
PRPSAP1	-0.373
GCHFR	-0.8655
TTC7A	-0.2105
LOC196993	0.24175
UBD	0.383166666666667
S100A1	1.389625
RPL6	0.0835
DNAJB6	0.65845
NAGS	0.6279
C2orf58	0.5545
KERA	1.90716666666667
MT1X	0.7547
UBE2B	1.3162
KEAP1	0.173
MST1	-1.975625
OMA1	0.1855
ABLIM2	1.59725
BCL2L13	-0.0546666666666667
JAZF1	1.06516666666667
TMEM63B	-0.153
S100A8	1.1318
ARFIP2	-0.1285
UROS	-0.238
KHDRBS2	-0.248
POLQ	-4.08025
SOAT1	-1.51675
SPAG4	-2.2075
MRPS30	-1.6195
LOC494141	-0.3785
OR2T11	-0.099
ORAOV1	-0.3462
ZNF184	-0.506833333333333
TCEB3B	0.00483333333333334
ADAM21	-0.051
GDPD1	-0.57025
SPINLW1	-0.05
PRR14	-0.446
KCTD9	0.6476
NUDT3	-0.2255
KIAA1822	0.6237
HIST1H4K	-1.0605
DFNA5	-1.20075
GABPA	-0.305
C14orf44	0.72025
POLB	-0.408
PTAR1	0.3245
SEC31A	0.3473
TRIM58	0.3675
TAS2R14	-0.3595
VPS8	-0.306625
H1F0	0.342166666666667
PRKCB1	-2.95633333333333
UGT2A1	0.3895
TOR1B	-0.67875
LSS	-0.919666666666667
C2orf19	0.4105
HNRNPC	-0.337714285714286
TMEM100	3.9385
LOC116349	0.2325
OR51M1	0.0425
CCDC142	-1.25425
ISG15	-0.7774375
ZCCHC14	0.135625
CREBL2	1.50325
TGDS	-0.88325
DC2	-0.62425
CACNA2D3	-0.578
ZNF429	-1.19275
LYPD6	0.5965
SUCLG1	0.413666666666667
OR51I1	-1.0785
MAGEH1	2.0775
PRPF40A	-0.4725
SMR3A	0.498
SPINK2	0.95475
THAP2	0.48625
NPY5R	4.0435
IRF4	-1.6275
SPESP1	-1.387
OR10S1	0.183
DTD1	-0.50775
TUBE1	-0.019
DDX19A	-1.0365
PDPN	-0.705375
TMEM34	0.630916666666667
MGAM	-0.064
COL3A1	5.4225
GFM2	-0.562
OR5A2	0.5945
PSG9	-1.40325
ARHGEF11	-0.0418333333333333
IVNS1ABP	-0.1233125
SIGIRR	0.71125
DUSP19	-0.0365
DNAJC14	-0.3107
ACSS1	-0.192625
IL1RAPL2	0.175
C4orf30	-0.95075
SEPT4	3.41825
LANCL3	-1.725
SPAG17	2.64916666666667
PRDX3	-0.277625
HNF1A	-1.607625
P4HA2	-0.666875
RFWD3	-1.81933333333333
MOV10	-1.0205
DNAJA5	0.288857142857143
LOC729440	0.2145
LOC200383	0.93525
SMC2	-2.5095
MIXL1	-1.34883333333333
TMEM9	-0.51675
FAM86A	-0.401
ZNF174	-0.0312
MYH14	-1.0485
CCR8	0.06375
VPS37C	-0.0198333333333333
GPATCH1	0.364
B3GNT8	2.338
TBX4	-0.031
CNR2	0.444333333333333
PCDH1	0.8245
C5orf29	2.497375
OCIAD2	0.4765
PLCG2	1.50025
KIAA0247	1.798875
HRH3	0.247
CAPN13	1.388
CCR1	-0.1953
MGC15523	0.301888888888889
UVRAG	0.736666666666667
DNAJA2	-0.1135
ITGA2B	-0.456333333333333
CLDN5	4.728875
PTPRN2	-1.34485714285714
ZNF512	-0.0746666666666667
PSAP	0.506428571428571
CCDC140	-0.1895
LRRC55	0.31625
CYP26C1	-0.209
C8orf47	2.897
LYN	0.30225
DUSP6	2.1115
TGFB3	2.23293333333333
ELK1	-1.2311
PCDH11Y	0.209666666666667
HGD	-2.914
C17orf58	0.32475
MYO3A	-0.365
SERPINE2	-4.414
AARSD1	-1.2015
C14orf73	-1.514
ADAM33	1.26225
ZNF491	0.0725
MAPK6	-1.42016666666667
TCN1	3.601
SLC24A6	0.836
UBE2R2	0.174
H1FNT	0.3015
TATDN2	-0.184333333333333
LILRB1	1.28225
P2RY5	2.4145
NUCB2	0.14175
C2orf37	-0.8685
SNX27	0.206166666666667
MTA3	0.090875
FOXO4	1.19625
ID4	3.7515
SOX5	-0.42
PXMP3	0.711875
OR52M1	0.272
SFT2D3	-0.174125
INA	-3.81266666666667
MCOLN1	1.00175
NFIX	1.5773
CLEC14A	6.28683333333333
HIBCH	0.790666666666667
PLA2G5	2.74325
TIMM10	-0.8385
MED17	0.2261
COL4A4	-0.1935
TPP1	0.246333333333333
GJA3	-1.73716666666667
TMPRSS5	-0.03925
AADACL3	0.5995
DNMBP	-0.318
ENPP5	2.478
NQO1	0.2165
ZSCAN2	-0.331875
SEC24C	-0.619833333333333
GTF2A1L	0.8325
AXIN2	-0.2469
FAM33A	-2.11566666666667
C16orf13	-0.74925
SPNS2	1.39675
TAF1	-0.33225
AP1G2	-0.750166666666667
RBM42	0.490833333333333
HCN2	0.0711666666666667
EFHB	0.762833333333333
RUSC1	-0.743
GRIK5	0.4325
USP21	-0.587166666666667
ATAD3C	0.5075
ORMDL2	-0.023
PRSS7	-4.0955
PSAT1	-1.85275
FLJ13195	-0.8255
TBC1D1	0.397166666666667
IFNG	1.8225
OTOS	0.2655
ZNF773	0.230666666666667
EMD	-1.6305
RETN	0.22025
CCL8	5.336
APH1A	-0.01425
COX18	-0.61725
GTF2IRD2	0.00325
CCDC82	0.705
PAFAH2	-0.1656
NPEPL1	-0.578
RP11-114G1.1	0.703
TP53INP1	0.638375
ZNF300	-0.373166666666667
FOXL2	-3.26025
LARP2	0.0231666666666667
LATS1	0.17075
HTR6	-0.347
SPOCK2	-0.136666666666667
RNF144B	3.4325
HTATIP2	-0.61325
MGC10334	-0.17525
CENTA2	2.7165
FGF2	2.105
FXYD7	0.27325
PHYHIPL	-1.95375
GPR34	6.999
DDX6	-0.4495
OR10W1	-0.2085
LHFPL1	-1.13
ZNF313	-0.744928571428571
VPS28	0.489
AP3M1	-0.3546
AKR1CL2	0.0445
TRAF4	-0.828125
OR2B11	0.3175
C19orf12	1.71483333333333
AKAP9	0.323833333333333
C1orf62	-0.047
SLC20A1	-1.9684
FAM112A	-0.08
LDB2	3.62625
MRPS23	-1.5815
KLK5	4.762125
SPTB	-0.2986
EFEMP2	1.2275
EFNB2	1.811125
PCM1	0.128928571428571
NMNAT3	2.25925
TSG101	0.467333333333333
C8orf40	0.651
NOB1	-0.611
ABHD3	-0.84475
GTF3C4	-1.035625
PIGN	0.173833333333333
GALNTL1	2.26075
AEBP1	1.11875
OR9Q1	0.2165
ANKRD2	0.221125
CCL28	2.72725
TRIM38	0.375166666666667
TMCC1	0.195833333333333
SMG5	-0.11
LRRC7	-0.496
NCAPD2	-2.25016666666667
C6orf153	-0.72625
C1orf74	-0.67575
OTUD6A	0.615
DCP2	-0.93
TMEM24	-0.45525
RPL18	-0.0553333333333333
TMEM177	-0.834
LRRC37A3	0.402
C1D	0.106666666666667
LDHC	-1.6925
UBE4B	0.451166666666667
NIT1	0.493625
BTN3A3	1.075125
RASD1	5.104875
COMMD3	0.15675
SHFM1	-0.17675
BIRC8	-0.0595
DUT	-0.7525
C12orf51	-0.0665
LRRC59	-1.014
LY6H	-0.6015
WDR22	0.654916666666667
EDEM1	-0.295285714285714
ADH1A	4.2915
PANX2	-0.3126
CYP11B1	0.663
CDC73	-0.418
GPR172A	-0.8635
GSTM3	1.07584615384615
KCNA5	1.3905
SERAC1	0.262
NFATC2	0.0425
ANAPC5	-0.5267
C15orf24	0.30425
NFATC2IP	-0.977333333333333
TNRC6C	0.145666666666667
MGC102966	2.305375
FGD5	2.33383333333333
MED9	0.2705
RAB13	0.157166666666667
C15orf49	-1.3035
CRYGS	-0.0867999999999999
C12orf53	-0.339
LOC283693	-0.5035
COX6B2	0.64225
PHF14	-0.1405
FAM3A	-0.2455
RPL13	0.6134
PRDX2	-0.2232
FLJ34047	-2.32125
PRMT3	-1.44125
KCTD19	-2.2185
TRIM10	-0.657333333333333
MGC26597	-0.253
GCNT4	-0.0445
GPRASP1	2.94525
CDKN1C	1.53158333333333
RHBDL2	0.7483
HSPH1	-1.148
AQP1	4.499125
COL17A1	3.647
GFAP	0.73875
CDC16	0.05325
KIAA1614	0.7095
C6orf118	-0.963666666666667
ZSWIM5	-1.26125
FAM83F	2.998
LYNX1	1.4861875
SYNPR	-0.757666666666667
XG	4.98116666666667
PRSS16	1.4195
KIF13B	1.21657142857143
PCDH9	3.07475
HIST1H2AH	0.212166666666667
RBM18	-1.06175
ZNF626	0.249875
HEXIM2	0.171666666666667
ITFG1	0.2535
TUBG2	-1.089
SFRS7	-0.353
C9orf14	0.457
EXTL1	-0.40875
GBP3	1.82166666666667
WDR5	-2.0805
RARG	0.146666666666667
MYO7A	0.7675
CECR6	0.02875
C13orf3	-4.05875
SFRS18	0.047375
ACVR1B	0.1555
PSMD1	-0.8223
C7orf31	0.4785
ILVBL	-0.5225
IFNGR1	2.75875
RNF186	4.951
NOL9	-0.7295
MAGEL2	1.87325
SLC29A2	-0.51225
NHSL1	-0.9015
RBMX	-0.847
PSORS1C2	0.253
RAD51L3	-0.109666666666667
LCN6	2.0735
ORAI2	-1.567875
BRUNOL6	0.3313
OR4K5	-0.022
CDC123	-0.876125
MSLN	-2.28783333333333
WWTR1	-1.17966666666667
ZNF700	-0.968333333333333
COBL	0.44275
PPP1R16B	1.395125
GAS7	0.8087
MDN1	-0.936375
HAAO	0.8125
C9orf68	1.82475
TNFAIP2	1.1585
FOXN1	-0.00349999999999999
hCG_2033311	-0.361333333333333
ATP6V0D2	-1.2978
RPL41	0.7645
SLC38A1	-0.8615
ARHGAP6	-0.21825
ADAD2	1.32975
PHF20L1	0.1245625
MCM3AP	0.210666666666667
ST3GAL3	0.647
SNX1	-0.111833333333333
ELF5	5.61
PARP3	0.565125
RBM8A	-0.633125
LINGO4	0.0635
ITGA9	1.30183333333333
ZFR	-0.07375
ACSL6	-0.5055
FLJ20699	0.5083
DAOA	0.536
FABP4	7.57025
KCNB1	3.15575
CANX	0.4519
SLC25A28	0.744666666666667
ADIPOR2	1.3985
ECHDC2	2.482125
SMA4	-1.87675
FRZB	3.784375
PABPC1	-0.477833333333333
DMRTB1	-0.197
APOBEC3G	-0.1115
CATSPER2	-0.111666666666667
CUEDC1	0.389166666666667
STARD9	1.547
CLDN8	7.447
LOC23117	-0.145045454545455
E2F6	-0.786222222222222
TMEM126B	-0.372166666666667
DPY19L4	0.38625
GIMAP5	4.214
NDUFA9	-0.7
FAM77C	-3.499
CTPS2	-1.1525
LOC51035	0.798
WDSOF1	-1.682
EGLN3	-2.4195
PITX3	0.328
OR52E8	-0.0515
GRM4	0.1375
KLK1	-2.10066666666667
GPM6B	1.568125
RRAGD	0.714166666666667
PAGE5	-3.1025
UCHL5	-1.463
ULK3	-0.998833333333333
AIM2	-0.624
PNO1	-1.26933333333333
OR2F2	0.264
GNAT2	-0.813
SIX1	1.25925
ST13	0.526416666666667
ZBTB44	0.38575
TIMP2	0.096
ZMAT4	-2.89075
GTF2IRD1	-1.0835
ZNF19	0.363166666666667
ZNF714	-1.62825
RSC1A1	-0.2125
C9orf80	-0.265
PSMA8	0.446166666666667
TMEM141	-0.51775
COX4I1	0.219071428571429
CTAGE1	-0.115666666666667
DTWD1	-0.18525
HSD11B1	4.72475
KRT6B	5.063625
ARID4B	0.721625
LHFPL3	0.04775
WWP2	0.43075
ZNF326	-0.091
RGPD1	-0.0845
CTSH	0.583333333333333
FASTKD1	-1.11075
PAF1	0.5893
TTC9C	-0.69575
IFT57	0.8635
PRSS36	0.95
IL20RB	0.2005
ZNF592	-0.142
DCTD	-0.3235
CFP	3.64725
MFNG	0.959625
JMJD2B	-0.124
ALDH3B1	-1.060625
THSD4	0.663333333333333
KCNJ5	2.83816666666667
LMNA	0.08
TBCD	-0.266875
ZNF250	-0.0988333333333333
CASQ2	4.23116666666667
PEG10	-1.62683333333333
PRAME	-5.33493333333333
NP	-1.257625
TRIM59	-1.6175
ZNF12	-0.05775
XTP3TPA	-1.1795
SIGLEC7	-0.4599
PANK4	-0.572
FAM70A	0.455833333333333
SNED1	0.9725
HIP1	-0.1923
RAET1E	-1.426
AMAC1L2	-0.8315
AHNAK2	0.269416666666667
TOE1	-1.074
RECQL4	-2.74625
SPRYD3	1.0135
DPAGT1	-0.84625
MAGED2	0.6441
ANKRD55	-0.45375
TRPS1	3.382
DOK7	-1.377
TFPI2	-2.94025
GTF2H3	-1.66416666666667
CYP4F11	-0.1045
LHX2	-5.621
ATG16L1	-0.075
ASB12	0.3665
C1orf116	3.277625
NF2	-0.3623
POM121	-0.4455
PHYHD1	2.5766
TXNDC17	-0.802333333333333
DKFZp779O175	-0.57075
NUP62	-0.512357142857143
MYO18B	-1.40683333333333
PRAMEF1	0.13
TCBA1	1.358375
TMEM168	0.99675
FJX1	0.0618333333333333
CLCF1	-0.36475
SEPN1	0.1435
IGSF2	0.2045
NUDCD1	-0.633
TFF3	2.192
NDFIP1	0.612214285714286
CHCHD4	-0.402
TNR	0.407
CUTA	-0.342333333333333
USP44	-3.0335
DPP10	-0.8496
IWS1	-0.314
PCGF1	-0.14275
SULT1C4	-0.0505
NTF5	3.8825
PTPN13	0.75575
SSTR5	-0.0725
SFRP1	3.878125
IDH3B	-0.682
SUOX	0.928333333333333
TMCO5	0.15775
GOLT1B	-0.55925
MIB1	-0.606928571428571
PCDHGB1	-0.251
SUSD1	0.271
ICAM5	-2.31116666666667
PAPOLB	-0.4035
URM1	-0.7385
TMEM106B	0.026
LRIG2	-0.6355
SLC27A5	-0.6185
CLIC6	2.5752
ZNF420	0.980166666666667
SCN9A	0.4512
KIAA1909	0.46975
ELMOD1	-1.83475
PRKAG1	-0.0845
FAM64A	-3.985
EEF1G	0.226
SMAD5	-0.09975
INCENP	-2.96675
WASF2	-0.1915
GARS	-1.5313
CDK10	-0.9605
HLX	1.1855
MDM4	-0.471875
ZNRF1	-0.746214285714286
HHATL	-0.523666666666667
FAM21C	0.6578
HIST2H3C	-0.244
PFDN2	-0.024125
ZNF200	-0.6585
NDN	2.134
HBA2	3.134
FBLN5	3.595875
PUM1	0.469857142857143
TNNT1	-4.00416666666667
C19orf59	-0.464666666666667
HNRPH2	0.487833333333333
RAB7A	0.0695
PMS2	-0.63475
BIRC3	0.642
NRSN2	-0.07025
OR52K2	0.334666666666667
SPOCK1	-0.112928571428571
H2AFY	-0.4585
RXRB	-0.0825
ZNF638	-0.292
ANKRD45	0.03725
ACTN4	0.00166666666666667
FXC1	0.24975
EIF2B5	-0.618
VPS33A	-0.64975
PINK1	0.863375
FAM106A	-1.2525
SKIP	3.3644375
GAPDHS	0.02275
MUM1L1	1.71575
PSTPIP1	1.1885
CNTNAP1	-1.5409
CYP26A1	-2.461
APOL2	0.3306
TACC2	0.978375
COX7A2L	-0.196642857142857
HSD17B1	1.22325
ARRB2	0.01925
SLC7A6	-0.2008
HSD17B10	-0.8085
RBJ	0.46475
NUP155	-2.36025
MRPL10	-0.268166666666667
CYCS	-1.68566666666667
CCDC46	1.614
TECTA	0.073
GNAL	0.776
LPO	-0.11
PEBP4	1.61825
DDX11	-2.3445
C18orf12	0.53
TAF9B	-0.476666666666667
IMP4	-0.1545
RPA4	0.881666666666667
NDUFS1	-0.31875
UPK1A	-0.724333333333333
ARRDC2	2.19933333333333
C18orf20	0.2815
AES	0.692357142857143
CD2BP2	-0.43
C16orf54	0.2615
UGT2B17	-0.393625
FGFR1	0.601318181818182
CEACAM6	-3.3431
CHRM5	0.11025
CERK	-0.73475
AP3S2	0.614928571428571
ANKS4B	-1.1045
CLCNKA	0.383
ZNF208	-0.802666666666667
HLA-DRB5	3.7785
CARKL	-0.14375
GOT1	-1.04333333333333
CASP6	-0.0525
HOXA1	-0.201
RCL1	0.509
ZNF181	0.636166666666667
RAB40B	1.5955
MRPL38	-0.203
LRRN2	0.30525
C3orf25	0.4575
OR5D14	0.4935
OR10AG1	-0.232
BET1L	0.405
FRY	5.141
AK3L1	0.62075
CSF3R	1.18983333333333
POLR3K	-1.6275
ATG2B	0.346166666666667
EPS8	1.08666666666667
DARS	-0.4855
C10orf56	1.82583333333333
DAD1	-0.0276666666666667
RIOK1	-0.813166666666667
