Hybridization REF	TCGA-A7-A13F-01A-11R-A12P-07
YTHDC2	0.695375
EHD2	0.93725
NCF1	2.2146
SCRT2	-0.961
HOXA5	-1.5745
NUP133	-0.255
FGF12	-1.65446666666667
SLMO2	1.415125
SNTA1	1.700375
CACNG2	0.172625
GCM1	0.815625
ELF1	-0.0391666666666667
TLR5	3.82875
TCFL5	-1.85533333333333
RBMY2FP	-0.671
LOC100125556	0.967125
FAM129B	-0.341875
MAP3K7IP1	1.377
NCK2	1.074
OXA1L	-0.50975
FMO9P	0.337
ZSCAN12	0.3755
PSMD12	-0.0630833333333333
HSCB	-0.0955
CLDN10	-2.76625
MGC13053	-0.8105
HPCAL4	-0.67
ASZ1	-0.1095
MEX3D	-0.348666666666667
NFAT5	-2.286
CSPG4LYP1	-0.2555
FBXO3	0.4125
DVL1	-0.874333333333333
CMKLR1	0.58
TYMS	-1.50525
PEF1	2.23675
ZNF750	-0.213166666666667
MCM5	1.0007
MEGF11	-0.57575
KCNK7	0.112
PTP4A3	0.999
C1QTNF2	-1.50383333333333
OR6S1	0.2775
FAM122B	-1.06
ZNF551	-0.2505
HBQ1	-2.054
GEMIN6	-0.41125
ARSK	0.744
RBP7	2.1265
CPNE9	0.1345
DSC1	0.635
LOC730112	-0.472333333333333
MAP2K4	0.453375
HS3ST5	3.0275
EPB41L3	1.999
TEKT2	0.639
CDKN2B	-0.7295
ZNF480	-0.36425
MAP3K6	0.2866
MAP6	2.86483333333333
HN1	-0.5209
OR2L13	0.1724
SLC16A11	0.35225
FAM96A	-0.5575
APOL1	0.0265
C5orf32	0.95075
RTP1	-0.204333333333333
RNF175	-1.162
ZBTB41	1.09975
AHCTF1	-0.0343
SAE2	-0.3069
ITGA2	-0.5135
MME	-0.940333333333333
CCDC14	-1.5965
MAST4	1.85192857142857
KRT33B	0.3515
KCTD2	0.923333333333333
WDR26	0.447
MFI2	1.458375
NR4A3	-0.88075
ARSA	1.72375
UNKL	-1.09266666666667
SULT6B1	-0.5795
CCNA2	-1.91716666666667
SOX15	0.2315
PPAPDC1B	-0.155083333333333
C19orf44	-0.503
MCAT	0.960416666666667
ARID1B	-0.268875
OR52N1	3.084
C12orf48	-0.24
MAGI1	-0.54475
NIPA2	-0.22
GBX2	-1.63166666666667
RSHL3	-0.348142857142857
RAVER1	0.7035
C15orf17	0.836
SLC30A2	1.014
ZNF518	-1.23975
PCYT1B	-0.496333333333333
C10orf114	-3.0835
EIF3H	0.13625
SLC25A39	1.34833333333333
KIF1B	-1.605125
AMOTL2	-0.52725
C6orf120	0.065
PSRC1	-1.08575
PLA2G10	2.868375
KIF5C	1.19842857142857
MRPL37	0.5775
C17orf62	1.24216666666667
C9orf135	-1.85616666666667
DUSP10	2.2845
CLCNKB	-0.00600000000000001
PSMA5	-0.459375
C8orf53	-0.6815
AMPD3	0.515333333333333
PIAS1	-0.39275
ADCYAP1R1	0.051
GYLTL1B	0.3625
CDH20	0.7205
FBXO7	-0.0695
TMEM134	0.598
FLJ14213	0.399833333333333
ZNF3	0.127
LRRFIP1	0.313375
CNOT2	0.10925
ABI3	2.0885
ALDH5A1	0.829583333333333
HNT	2.3763
SERPINA4	-1.5965
TK2	0.818
STMN1	-1.34855555555556
GUCA2A	0.0218333333333333
GALNT10	1.468
DPP6	-0.937
C9orf93	0.2395
PRELID2	-1.11525
STK39	0.1705
SFTPA1	-1.926
CKS2	-1.827
RHO	0.44
C20orf135	-0.36775
XKR3	-2.626
CR1	0.411571428571428
RPS6KA2	-0.0676428571428571
C20orf112	1.33525
MRPL22	-0.03425
C4orf23	0.578
GADD45B	2.236
KLHDC1	-0.202333333333333
C2orf48	-2.52
ZNF287	0.831
DAAM2	-1.48625
DPPA2	-3.026
TCTN3	0.451333333333333
DNAJB11	0.371875
FPR1	3.377
DEFB4	0.0595
PTCD2	-0.3843
SMOC2	4.73816666666667
CABP7	-0.47775
SERPINB11	-0.44275
MAGEF1	0.56625
NDE1	1.53716666666667
ITGA10	-0.0795
FSHB	-0.133
ANXA2	0.584375
HORMAD2	0.56025
HLCS	1.141
MCF2L	1.64483333333333
FH	0.41525
TBC1D24	-0.91275
KIAA1505	0.33025
LGALS2	-3.1005
CNBD1	-0.0345
SYNPO2L	0.41475
PTPN23	1.25828571428571
C1orf183	-0.907666666666667
MAGEA8	-2.75225
DGCR8	-1.620625
GSR	-1.31425
PAQR7	0.81575
ZNF676	0.24075
CACNA1C	-0.5323
SP7	-0.274
PDCD6	-0.12825
NRN1L	-2.278
BRI3BP	0.530666666666667
KIAA1183	0.69925
ASB4	-0.482
CCL23	0.3081
OBSL1	0.805625
SLC12A7	1.39558333333333
KIAA0240	-0.047
CD1B	-3.84916666666667
FCGR2A	1.372125
MDC1	-0.82125
HTR1A	0.258666666666667
OCEL1	1.599
ATP11B	-2.2132
FBXO34	-0.521333333333333
PCDH12	3.4335
RPE	-0.7245
C17orf74	-0.3025
CSDC2	0.428
PET112L	0.63925
TMBIM1	1.358125
P2RXL1	-0.096
TCHP	0.263
TRMT1	-0.965333333333333
F2RL2	1.4295
LRRC32	3.14416666666667
IMPG2	-0.9485
BGLAP	-0.39825
LOC493869	-2.91825
MRAS	0.821875
SLC35F5	-0.24375
CBWD1	1.083
AXL	-1.110875
ATP2C2	2.66325
TELO2	-0.437
PNPLA3	-2.92125
PCDHB14	-0.87675
CD276	1.938
KRT80	0.383625
DUSP28	0.5315
CSNK1E	-0.0264999999999999
SRP14	1.3765
KCNQ4	1.2265
KRT72	0.2406
CCDC117	0.529375
C6orf89	1.02227777777778
TUBB2B	-4.94933333333333
RTN4IP1	-1.8015
CR1L	-4.57866666666667
CEND1	0.401125
C12orf41	-0.054
RNF31	-0.76775
UBN1	-0.653333333333333
C17orf32	1.188625
SLC5A7	0.873666666666667
GPR92	0.796
ESAM	2.4546
CTNNA1	1.57933333333333
HRBL	0.7928
CBX4	2.1595
TMEM182	0.247
SH3TC2	-1.72866666666667
IL10	0.175
PXMP4	0.9905
RNF167	0.6507
PAK7	0.754666666666667
ETV3	0.05
ATPIF1	-1.54266666666667
LOC554207	-1.88966666666667
OR8H1	0.179333333333333
WDFY3	0.523875
DPM1	1.04125
GPSM1	0.072
WDR92	0.0258
LRP1	1.05583333333333
ANKH	-0.645625
THUMPD3	-0.1655
POLR1B	-0.733
OLFM4	2.6335
RAD9B	1.615
TSPY2	-3.799
PAX6	-2.97233333333333
SCG2	-0.447625
SLC17A6	0.23775
FMO3	1.065875
PADI4	0.130857142857143
TUBB4	-0.1232
NLK	-0.1335
POU4F3	-0.3
SDF4	0.91675
ITGBL1	0.3895
NETO1	-1.361
TAP2	0.35825
ABBA-1	-0.52425
GNAI1	-1.6805
VPS4B	0.7295
NOPE	-0.756
GALNT6	3.22133333333333
SESN1	-0.3495
GBE1	-2.30822222222222
CLASP1	-1.62275
RASGEF1B	1.0095
ACOT11	0.629785714285714
AFAP1	0.3335
OR2H2	0.3955
DPY19L2P1	-1.3555
DZIP1	-2.764
SEC22C	-0.543
GPR161	-1.02233333333333
RNF146	-0.28475
WDR74	-0.8545
GALP	-0.175
PURA	-0.1065
DNPEP	0.814666666666667
RP11-78J21.1	-0.41475
ERBB2	2.782875
FANCM	-1.56566666666667
NEO1	-0.78
DDX3Y	-4.0277
RPS3A	-0.45075
MXRA7	1.55521428571429
LGALS3	-0.9255
GLT8D1	0.38325
CFL2	-2.712
UPB1	1.2545
NAP1L5	-0.7965
CLDN14	-0.13125
DHX38	0.50225
BTBD1	-0.055
TARS2	0.473666666666667
ABCF1	0.01
FCF1	0.506166666666667
LRRC49	-1.205
GUCY1B2	-3.578
C1orf177	0.647833333333333
SMARCA4	0.458785714285714
LRP8	-2.1475
TAGLN3	0.28925
MRPL14	-0.25
TTRAP	-0.44425
ZDHHC20	-0.526
NFE2L3	-0.26075
KIAA1377	-0.949375
PALMD	0.1864
TMEM43	-0.6675
TTL	-1.362125
STAT5B	-0.636166666666667
SSB	-0.752
OR10H5	-0.018
SLC22A13	0.51675
AKAP3	0.1125
TIMM23	0.387666666666667
OAS2	1.30525
KIAA0423	0.599
TRIM11	0.951
GLIS3	0.372625
TMEM50B	1.21366666666667
ARHGEF4	-1.95371428571429
DEGS1	0.534909090909091
TBL1XR1	-0.105933333333333
G6PD	0.4635
SP140	0.5284
MUC17	-0.136642857142857
NUDC	0.00700000000000001
DNAJC5B	1.4545
SCARA3	2.2205
CPA3	5.31866666666667
BCAT2	1.14975
MFN1	-0.5646
NRG3	1.867
SNX11	1.41175
PLEKHH1	-1.607
GPR177	-2.10366666666667
HCFC2	-0.28075
TCAP	-0.7415
MOCOS	-0.7335
C14orf93	-1.1405
PRDM10	-0.970333333333333
SLC16A4	2.41725
SRGAP1	0.408833333333333
VIP	0.185333333333333
DUSP27	0.353833333333333
LILRA1	0.9009
MC2R	-0.0165
MGC24103	-3.95
MBTD1	-1.908
FUT11	-0.181666666666667
USP33	0.5069
C15orf39	-1.1425
MAP3K12	0.11525
PAAF1	-0.766166666666667
BARHL1	0.144
FLJ16165	0.2805
PIWIL2	-3.052
SYNE1	-0.4372
CMTM4	-0.4875
TSPYL1	0.8568
GUF1	-1.08933333333333
TMEM157	1.133
WDR44	0.1185
HIST1H3C	-0.55175
DKFZp666G057	0.37375
RNPEP	2.7545
GAS2L2	-0.0534
ADH4	-5.4325
GRPR	4.651
FBXL17	-0.64575
ZBTB10	-0.735333333333334
Gcom1	-0.106
HTRA1	1.4602
ZNF585A	0.120333333333333
SLC26A2	-0.300571428571429
OTOP3	0.0485
WISP1	1.40988888888889
ATP2B4	0.870666666666667
FLJ10769	0.40075
CRAMP1L	-0.842125
CHST12	-1.43575
RAB22A	1.12375
TARDBP	-0.585214285714286
STAU1	-0.3805
CRB3	2.118
MIG7	0.7665
CHMP1A	1.805
ZNF160	-0.117125
B3GALT6	-0.97
BARX1	-1.5075
C6orf167	-0.9850625
NXNL1	0.0865
DHX29	0.9525
HADHB	0.11725
PLXNB2	2.166375
ILDR1	-1.236
SLC15A3	2.7035
GAS2	-5.14866666666667
C20orf69	-0.29425
NUMB	-1.17825
TNIP1	1.258125
MESP1	-2.1105
PSKH1	-0.0375
NSFL1C	1.22925
RHOG	0.759
HEY1	-2.12583333333333
KNG1	-1.56528571428571
ITGAX	2.3655
LIN9	-0.3075
CANT1	2.312625
XRN1	-0.655142857142857
CCDC96	1.44711111111111
HEATR6	-0.978166666666667
GNG7	1.1855
RUNX2	0.29025
SOX1	0.119
FCRL5	-0.564
ZNF99	0.329375
FAM9A	0.229
SNX22	0.659666666666667
MBNL3	-2.1316
ODC1	-3.6796
ADORA2B	-0.866
NR2F6	2.435
ZFYVE16	0.460277777777778
SYNJ2BP	-1.0113
POLE	0.529625
E2F2	-0.801375
THRA	0.123333333333333
PTGES2	0.425
HIP1R	0.704166666666667
TMUB1	0.101
ENO3	-2.6725
RSPH10B	-0.3955
CXorf39	-0.526125
IRGC	-0.22975
GPR109B	-3.63525
FLJ13305	-0.916
LCE3A	-1.5555
TNFRSF18	1.99833333333333
DET1	0.1
TRPM3	-0.305875
C16orf79	-0.9085
FECH	-0.00283333333333334
RAP2A	-1.31866666666667
CRIP1	3.34333333333333
AZIN1	0.52625
SLC7A7	3.043
IL10RA	0.6484
TMEM64	-0.8035
CDC42EP4	2.2868
C16orf58	0.2061
ARG2	-2.89725
POU5F1P4	-4.99925
FAM62B	0.6065
DNAH8	-1.7109
ASH2L	-0.751
TSLP	-3.053
CNTNAP5	-0.00949999999999999
TMEM16C	-1.02675
IFNA14	0.542
SLC1A3	0.275
CABYR	1.47775
BCL7B	0.8832
NUDT13	-1.96733333333333
C13orf28	0.0925
C1orf53	-0.421
ARL6IP4	1.0184
RPL35A	-0.82525
EMR3	0.175666666666667
RAB40C	0.7445
SLC41A1	-0.326
LRCH1	0.31
LY6G5B	-0.843
FAM124A	-0.437857142857143
MGC10981	-4.55483333333333
CLIP3	0.4309
MAP4K2	1.064
CHIC1	-0.286
SULF1	3.41183333333333
C20orf30	0.287928571428571
PRDM5	-1.371375
ELOVL1	1.919
C11orf48	-0.54725
SLC39A10	1.258
KCNV1	0.05775
ACP1	-0.300833333333333
ZMYM2	-1.49075
B3GNT6	0.327833333333333
C9orf69	0.438
C2orf15	1.54225
C20orf166	3
HSP90AA6P	-1.3985
EDG7	2.37
NEURL	2.015
LPL	-0.0185
CLEC2D	-0.875357142857143
GRRP1	1.179
CD8B	-4.1051
HIST1H3D	-0.0166666666666667
SLC6A12	1.330125
FAM27L	-1.043
CD84	1.5239
RASA1	-0.237
PHKG1	-1.0575
MAGEA11	-1.751
IMPA1	-0.9124
NPM3	-2.08375
RARRES1	2.36925
SH3BP1	0.8855
B3GNTL1	0.4455
ARPC5L	-0.136333333333333
KLHL26	1.042
SIM2	-3.1835
GJC1	0.337
C20orf194	-0.5045
EXO1	-0.752
SLC2A2	-2.70566666666667
LOC285074	-1.7065
LRG1	2.9825
KIRREL	-0.2925
PIK3R1	1.9775
C4orf34	0.7245
MAF	-2.16755555555556
ADCY4	3.36966666666667
ZMIZ2	-0.0193
SLC46A3	2.18183333333333
STAMBP	0.0993333333333333
CCDC16	0.09725
MS4A12	0.4565
TCF20	0.64125
LRRC46	2.0735
C20orf152	0.94025
MRPS6	-0.53025
ABCB11	-0.0115
KCNC2	-0.362833333333333
CDH19	-2.5528
C9orf123	-0.3755
SSH3	1.342625
LDLRAD1	-2.0015
CCBE1	-0.9585
ZNF135	1.558125
TAAR1	-0.5495
WFDC12	0.3625
CCDC42	-0.748
FLJ12529	0.43125
PER1	1.00183333333333
TIMM50	-0.235666666666667
SMARCAD1	-1.12716666666667
FAM26C	0.5685
TP53TG3	-3.2285
SH3RF1	0.8962
LMCD1	3.17175
GPR63	-0.3005
FLJ21986	-2.911875
AIFM3	2.235
MICAL1	-0.270166666666667
BLZF1	1.01116666666667
IQCA	-0.2385
PCDHGC3	0.071
SAC	0.5075
BCL6B	1.5805
DDO	-0.7175
MARCO	1.45025
DCHS1	1.078
C1orf170	0.139166666666667
CD200R1	0.621166666666667
C22orf15	-0.4885
SEPT11	0.311166666666667
ADNP	0.61425
UST	-2.2061
C13orf34	-2.46516666666667
RFFL	0.5495
APBA3	-0.896
C2orf60	-0.997125
CUTL1	-0.3924
PMS1	-0.969875
ZNF689	1.2925
EIF3E	-0.780166666666667
IL9	0.4066
RPL31	-0.9925
LY9	0.318833333333333
ATP2B3	-0.4865
KDELR2	0.440708333333333
TFCP2	0.602625
NLRP12	0.773
FLJ45422	-0.368
TLE4	-1.1967
ZNF570	0.127
FLJ43806	-0.3355
TLK2	-0.241125
CIR	0.2505
MARS2	-0.1785
COL24A1	0.05425
SDF2L1	-0.248
HIBADH	0.756333333333333
IGFBP3	-1.73714285714286
C12orf23	1.26025
PSPC1	-0.28625
C20orf43	2.04175
TRAV20	0.717
ARHGAP24	0.552625
KIAA1975	-0.149875
C1QA	3.0531
DNTT	-5.142
C10orf6	-0.204416666666667
C11orf41	0.25975
HNRPF	0.767
COL11A1	3.50466666666667
UBAP2	-0.531333333333333
CDKN2AIPNL	-1.6305
C20orf174	0.64
SPRED2	0.74
PLA2G12A	-0.0416666666666667
ICEBERG	-2.67583333333333
SCN10A	0.3235
C11orf65	0.34425
GBP5	2.417
PITPNC1	2.00983333333333
POU3F3	-0.798
NCOA7	-1.962875
LIN7C	-0.0425
LOC348840	-1.044
NKX2-2	-3.5725
ANKRD13D	0.408875
LOC123688	0.36275
FUT2	2.56583333333333
TAAR8	0.2135
FZD4	0.88825
PNMA3	-1.7365
OR4L1	0.161
WIT1	-3.09475
EXOC3L	1.139
ATPBD4	-0.069
KRBA1	-1.5485
UBXD6	0.30375
HOXB7	-1.37171428571429
C7orf23	0.1265
UNQ338	-1.032
STAB2	0.7485
CDC20B	0.937333333333333
IRF9	-0.039
CENTG1	0.64325
TNPO2	-0.0185
MCPH1	0.9775
BMS1P5	-1.709
SLC26A7	0.9475
HIST1H3J	-0.02175
C9orf3	-0.5319
LBH	0.458
MYO1D	1.852875
PTDSS2	0.18
NFU1	0.0665
DEPDC4	-0.04275
WNT7B	2.2565
GLP2R	0.0651666666666667
SETD4	-0.5556
DYNLT3	0.4357
FKBP11	-1.45833333333333
SESTD1	0.332333333333333
FLII	1.62375
RPS16	-0.1365
CHPF	2.3695
CSNK2A1	0.000833333333333325
SUMO1P1	0.2945
FKBP6	-0.088
ZNF214	0.54
TWIST1	0.000999999999999987
DDX56	0.457
TRAM1L1	2.4831
EPO	-1.64066666666667
MRPS18B	-0.45475
ZNF682	-0.336333333333333
RPL14	0.135
MAFF	0.5755
LOC51136	-0.262
LY96	-0.36975
DDX20	-0.6085
ABTB1	2.1865
ARL5A	-0.7206
CCT6A	-0.7405
HEPACAM	-0.5552
EHHADH	0.703666666666667
RBAK	-0.454833333333333
CGB1	-0.91175
ITGB5	1.9297
YIPF3	1.23525
FKBP2	0.00475
NR1D1	0.5866
TMEM110	2.0165
NEK2	0.280166666666667
PRAMEF8	-2.55675
C20orf52	-0.388333333333333
PCDHGA3	-1.0805
VWA3B	1.301
NDUFA5	0.00425
THAP9	-0.30175
FLVCR2	0.0555
AP1S1	-0.577125
SMAD6	0.5145
SAV1	-1.1035
SAT1	0.548375
ZNF251	0.467125
ADAMTS7	-0.2631
RPP38	-0.46175
C1orf211	-0.66
YPEL2	0.2529
RBMS1	-1.44675
ZNF445	-0.0186666666666666
NRXN2	0.543333333333333
PGBD4	-1.01175
UGT2B28	-3.28825
WBSCR16	-0.1604
NLRC3	-0.689375
ASTL	0.32325
ST6GALNAC1	-3.55775
ZADH2	-0.3245
MLLT4	-1.24375
ARL6	-0.447
MEF2C	-0.14825
CBFA2T3	-2.0515
AFF3	0.617571428571429
COG7	0.3245
MYB	-0.359
PLXNA3	1.593
XRCC2	-0.256333333333333
MMS19	-0.661
ST8SIA5	-1.66014285714286
CHPT1	0.191166666666667
KIAA1712	-0.98325
OR6X1	-0.7635
ACTR3	-0.02725
UGCG	1.6375
OR4P4	-0.7065
ZAP70	-3.6725
LPP	0.49175
ZNF485	-0.93675
PTPRCAP	-0.9675
IL12RB1	0.7405
ATRX	0.3903
CHST8	3.2625
C14orf109	0.0115
ARV1	1.28525
NMB	-2.05857142857143
COX5A	-0.934333333333333
EIF6	-0.0145
MPPED2	-1.0395
SEMG1	-2.275
CHRDL1	-0.706
TRAF3IP2	0.77725
WNK2	0.174571428571429
LILRA4	1.98533333333333
LAMA2	3.97075
PXT1	0.8215
RLBP1	-3.70875
CD300C	1.4095
SLTM	0.207
FLJ10404	0.00474999999999998
APOBEC3D	-1.14633333333333
RENBP	1.73216666666667
ATXN7L1	0.03375
NID1	1.121
TUBGCP3	-1.07325
ITIH5	0.311533333333333
CCDC110	1.70425
C8A	-3.23975
MGC87042	-2.1185
HOXC13	-1.5985
TFDP2	-0.93875
HCP5	0.8825
POLI	-0.8365
UCN	-1.75166666666667
ZNF764	0.186666666666667
C8orf45	1.742
FHL3	0.5905
SPATA5L1	-1.07875
MMRN2	3.00283333333333
NDST1	1.2725
COL20A1	-0.6436
ZNF248	-0.693333333333333
PELP1	0.921
MBL2	-2.8232
RNF41	0.784375
C5orf24	-0.325125
THOC5	0.314625
SERINC3	0.754166666666667
RP11-151A6.2	-0.8535
CDCP2	0.7025
HIST1H2AA	0.93625
C11orf75	0.176166666666667
FKBP7	-1.7825
DDOST	0.48825
GPNMB	0.780833333333333
TTF2	-1.00683333333333
KCNT1	0.096
SLC39A14	-0.366875
NGRN	0.6965
GPR137B	0.5265
MECP2	-0.634
PSMA1	-1.128
C16orf73	-5.4525
TMEM60	-0.6675
CSN3	0.5695
NOS1	0.3872
RAB7L1	1.3275
YBX2	0.0755
KIAA1166	-0.58525
FUBP3	0.254
ABCG1	1.8145
ACACA	0.264416666666667
ARL11	0.7046
ATOH1	1.4775
ODF1	0.643166666666667
CREB3L3	-0.947333333333333
TMEM127	0.973928571428571
DSCAML1	1.98125
PLN	1.527
LYPLA1	-0.286833333333333
PRDM9	-0.93125
SASP	-0.6815
PLUNC	-0.257333333333333
INTU	-0.7935
HISPPD1	-0.40025
LNPEP	1.207
YARS2	-0.158333333333333
APCDD1L	-1.9
ZCCHC4	-0.0143
FBXO22	0.4215
TTLL13	-0.675
ZNF669	0.0526666666666667
PTGDR	0.2755
DDX27	-0.6355
KIAA0409	-0.527
GJB6	0.023
ASB8	1.72375
PLP2	0.955166666666667
MEPE	0.5805
OR10J5	-0.9475
KRT222P	0.23675
COQ7	-0.430666666666667
C1orf101	0.17125
RERG	2.2976
CHMP5	0.435125
THAP11	0.517875
ZNF43	0.470166666666667
ZRANB3	-0.172666666666667
KRT13	4.61375
MRPL19	-0.984375
RBBP9	0.62975
SPATA17	2.0045
BXDC5	0.232166666666667
PAFAH1B1	-0.390166666666667
MAGEE1	0.7655
OSTF1	0.184
KIAA0323	-0.8645
TXNDC13	-0.0378333333333333
CNTN4	0.130625
LCE1B	-0.0225
UNQ501	0.5185
ZNF154	0.6905
C3orf64	0.11525
SYT5	-0.4889
PON1	1.32316666666667
FLJ10357	-0.67775
ATP4A	-2.757
GNPDA1	1.15133333333333
MGAT1	0.854333333333333
C14orf121	0.82675
SLC35B2	0.56575
MIER3	-0.0698333333333333
CHEK1	-1.757125
ZNF8	-0.605
TXNDC1	-1.15283333333333
CKB	-2.5699
RTN3	0.932214285714286
FZD2	-0.544666666666667
PART1	-0.4095
PSMB6	-0.258
PCDHB8	-0.7775
PHC3	0.367333333333333
PPP1R8	-1.47316666666667
NOVA2	1.80633333333333
TNFRSF11B	-4.326875
GOLPH3	0.717
UBLCP1	-0.73675
SUHW3	-3.0295
TTLL1	1.10425
OPN4	0.4275
OR13G1	-0.262
ZPBP2	0.497666666666667
HSD17B11	-1.747375
C9orf50	0.184
DHDDS	-0.203785714285714
CTSW	0.3461
NEFM	-3.9745
MRPL28	0.239
SYN1	1.19716666666667
PIGV	-1.076
ZIM2	-0.72125
APBB1	1.6875
SND1	-0.0915
C1orf123	0.145
CHD3	1.375
BHLHB8	0.03525
RNASE2	0.149833333333333
BCAP31	1.645375
SLC25A44	0.8565
CHD6	-1.2952
PIB5PA	2.82369230769231
SELS	0.694125
LOC541471	0.21825
FAT2	0.395
ZNF81	-0.113
OR4C16	1.331
FLJ10081	-0.1412
LRRC4	-0.21975
CS	1.18166666666667
N4BP2	-1.3895
IGFBP7	1.03775
ZNF318	0.418416666666667
NDNL2	0.828625
ZNF609	0.348125
SIRT4	-1.3155
EXOSC10	-1.13825
ECE2	1.70925
OVGP1	2.14025
GTPBP3	-0.962
PACS2	0.0574
C19orf36	1.05583333333333
ARL4C	-0.134625
ATG4B	-0.657125
UBQLNL	-2.28625
RHOXF2B	-4.5235
PLEKHG2	-0.8485
GALR1	-0.436
AQP4	0.119
HDAC7A	0.304833333333333
DCUN1D3	-0.4275
OR8A1	-0.31
CCRN4L	2.1405
CBR4	-0.382666666666667
KIFC1	-1.69916666666667
SLC7A14	-1.27416666666667
LHX5	1.219
TRPC7	0.9345
LPXN	-0.97575
SERPINA1	-0.978375
RPS13	-0.7216
BPIL3	-0.187
PRKAA1	-3.546
FADS2	-1.9862
ENAH	0.877125
PRO1768	0.098
APBA2BP	0.7465
LIPH	2.2835
C3orf33	-0.06825
RCC2	-0.815714285714286
ALDH1A2	-2.8949
RNF103	1.38425
AHCY	0.364125
ALG12	1.8045
CCL17	0.6035
ZNF543	0.770666666666667
ESRRG	1.4624
CNGA1	0.09025
RDH5	-1.10366666666667
OTX1	-0.7324
PTGFR	-0.94275
CDR2	-0.42375
SELE	0.6445
NLGN2	-0.0828333333333333
EXOSC9	-0.567
ZNF566	0.678333333333333
KLRC2	-6.012
GPR12	0.633
KIAA0196	0.36925
PDRG1	-0.9505
SSR3	-0.00600000000000003
MSI1	-0.6615
CST9	3.8035
CC2D1A	1.840625
PLAGL1	-1.75247058823529
ZNF778	-1.133
RNF2	-1.9325
KLF6	1.75816666666667
THBD	3.699
tcag7.1314	0.6225
NR5A1	-0.0666666666666667
ABCD2	0.9225
DNAJC7	-1.254
CLEC4C	-1.029
TM2D3	1.073125
CCDC4	-0.9565
PLAC2	1.16725
DCD	-0.359
FAAH	2.97675
POLA1	-0.453166666666667
TM7SF2	-0.50725
FLJ39822	-1.17916666666667
FLOT2	1.6505
MAP4K1	0.263666666666667
SRP68	0.623
C21orf74	0.36
ARPC5	-0.976875
LOC126075	2.33625
HECW2	1.543
ZDHHC4	-0.261
ANKRD42	1.2838
PDE9A	-1.0148
ABCA8	0.38475
NDUFS2	1.6095
UBR5	-0.324625
BTBD16	-2.71725
LOC554174	0.6885
ZNF20	0.9855
KIAA1843	-0.2345
WDR17	1.342875
C15orf33	0.695
RNF113A	-1.02525
CAMKK1	-0.1265
CLCN2	1.69575
ANXA6	1.1785
LOC340069	-0.702
EMID1	2.8955
DPM3	0.14775
ELA1	-0.627
SLC25A13	-1.1336
KRT24	0.57475
SMPD1	1.43933333333333
TH	0.216125
COL6A2	0.729428571428571
ANKS1B	0.23225
GPR126	-4.2924
ZC3H12A	0.360666666666667
TMEM47	0.125333333333333
C2orf51	-0.0581666666666667
C1orf88	3.11216666666667
HSF2BP	1.423
AKAP10	-0.042
RPAP3	0.0175
KLHDC8B	1.8115
STOM	1.8853
MUPCDH	0.242
C10orf72	1.071625
PLEKHA3	0.269833333333333
TCP11L1	-0.9215
CWF19L1	0.499375
SPEF1	0.878583333333333
YSK4	-0.00533333333333337
ELN	1.1324
SAMD8	-0.2485
MPI	-0.0703333333333333
MEPCE	0.6921
ABCC3	2.837875
NANOGP1	-1.3325
KCNK17	0.231625
HLA-DMB	3.67266666666667
RRAGA	0.12275
ANGEL1	-0.77725
RBM32B	0.01
CPN1	-3.01825
MGC52282	-1.1915
HLA-A	1.37725
OR9G4	0.561
EDNRB	-1.42575
SCD	-0.993357142857143
C14orf80	-0.83
BAGE2	0.2185
RABL4	1.764
RCVRN	0.8405
SHANK1	0.066
NLRP7	-4.3575
CD226	0.98125
STAT3	1.790875
SYNJ2	-1.4045
TPCN2	-0.0135
WDR36	-0.83925
MBD4	-0.6855
ROBO1	-1.4921
ST3GAL6	-3.0505
SLAMF8	2.72516666666667
ATN1	0.674833333333333
GPR141	0.7755
KRT36	0.7265
TPH1	1.803
DDX52	-0.022
ZSCAN29	-0.0339999999999999
TRPT1	-0.738166666666667
DPEP3	0.457333333333333
DENND4A	0.094625
TSPAN16	-0.533
PTCHD2	1.4845
LOC145814	-0.76875
CAP1	0.945833333333333
EIF5A2	-0.6444
NT5DC3	-0.27325
SEPT9	-0.339625
SEZ6L2	1.784375
EGFLAM	3.6805
VPS11	1.358125
NDUFB5	-0.3155
CIDEA	0.019
IER5L	1.37225
N6AMT1	0.951
FAM83C	0.539666666666667
OXR1	0.152
IRX1	0.4805
DGKB	-1.06966666666667
GCN5L2	-0.77525
MIR16	-0.614875
FBXW9	1.35025
WDR4	-1.91266666666667
PDC	-0.071
VPS33B	0.0405
HEXB	1.32925
FLJ32214	-0.06475
TCEB3	-0.66275
CRLF1	-3.67875
ABI3BP	-0.3595
C8orf22	-3.73625
PYCR1	1.141125
KIAA1706	-0.425
CDK5R2	0.296625
WAS	0.954
C12orf60	0.56175
CCBL2	0.032375
MADD	0.7065
C5orf34	-0.9935
WDR42A	1.6341
KLF12	-1.095875
HSPA1A	1.2865
ITM2C	-1.38808333333333
DAPK2	2.52566666666667
LOC442590	0.6085
SUMF2	0.98525
CENPA	-2.01953846153846
TMED5	0.158125
CDH6	-0.662222222222222
BRP44	1.011625
THG1L	-0.0895
GABRA2	-1.93266666666667
C14orf166	-1.045
MYL1	-0.326
TNFSF18	-0.276
PAP2D	-1.658
PPIB	1.8915
KLHL4	-0.708
SFN	1.7105
