Hybridization REF	TCGA-BH-A18H-01A-11R-A12D-07
RAI1	0.641
RPS20	0.2459
LAMB1	-1.4185
ADM2	-0.1155
ZNF229	1.24025
DKFZp434K1815	-1.685625
EPN3	1.50333333333333
CLIC3	-1.77
MEIG1	-1.23
HMGB4	-0.00750000000000001
STARD10	4.078
KLF8	2.648
EPB41L2	-0.178166666666667
JMJD6	0.430571428571429
CTSL1	0.7795
GPR27	-1.2765
ELAVL4	0.286
MMP21	-0.2545
PPM1B	0.294125
SUV39H1	-0.238
AAMP	0.941
TUSC4	0.900666666666667
MBD6	0.263
KLK13	-1.03585714285714
FMNL3	0.224666666666667
TRIM13	-0.07775
C15orf5	-1.073
IQCF1	0.35075
CACNG8	0.345
SLC35D3	0.0128333333333333
ZDHHC9	0.0845
ODF3L1	0.13575
C9orf86	0.6915
TSEN2	-1.06075
C17orf64	-0.531
SEPX1	0.7947
TSPO	0.800166666666667
SYMPK	-1.034
ADORA1	-0.134
TSPAN10	2.274
SEMA6C	-0.758333333333333
RTTN	-1.4152
IL2	0.879833333333333
ARRDC3	-0.5595
TBPL1	-1.67516666666667
STX12	0.474
MRPL39	-1.49525
OR8H3	0.59
IFIT5	1.79766666666667
CASC5	-2.728375
FAM46A	-1.1585
HPCAL1	-0.791375
CYLC1	0.2425
VGLL2	0.10475
C20orf191	0.396
CDH1	2.37683333333333
ITPA	-0.85675
CCDC101	0.27525
D15Wsu75e	-0.78375
EDA	-1.768
CREG1	-0.9135
OR7G2	0.241
SAP18	0.45975
IFIT1	2.317
CALML3	1.3885
FLJ37440	1.3865
FNDC5	-0.446
SERPINB6	0.719857142857143
JUNB	1.1747
SYS1	1.641
SCN2A	-0.2235
ZKSCAN5	-1.2244
WNT7A	0.515666666666667
TSHZ3	2.272
RNF148	0.80775
H6PD	0.126875
CAD	-1.19666666666667
ZNF449	0.0685
DOCK10	-0.4155
FAIM2	0.2415
HEXDC	1.12775
PRB1	-0.44825
C14orf148	0.4235
ETHE1	-0.19675
IRF5	-0.8453
GNMT	1.31066666666667
MGC16291	-2.382625
RPAIN	-0.6585
CAGE1	0.4675
CNTNAP3	-3.059
ACTR1B	-0.45925
EEF1E1	-1.515
MSX1	-0.00362500000000002
ESF1	-0.5131
HSPC171	0.226
MRPL2	-1.15833333333333
RDH12	-0.750833333333333
CELP	-0.112
METRNL	0.65575
C10orf116	4.5265
C19orf48	0.4935
ZNF346	-0.36875
NCR1	-0.313
C10orf64	-0.072
CD52	2.06475
VPS18	3.592375
AP4S1	-0.414666666666667
NPBWR1	2.3655
TPK1	1.614
UBA52	-0.558666666666667
RIPK1	1.15366666666667
CPNE3	0.9343
HSPC159	-1.103
C8orf38	1.49125
LRRC4B	-0.004
PARP10	2.0673
ANKRD50	1.053
CXCL9	7.47575
FGF18	1.13909090909091
EIF2A	-0.768375
SLC20A2	-0.284666666666667
KIAA1549	-0.745416666666667
SPINT1	2.1256
ZNF584	1.4925
CRBN	0.551
ABCF3	0.275333333333333
NCBP1	-0.586333333333333
PLA2G4F	0.513333333333333
PCDH10	-0.846
TTC21A	0.70175
C20orf144	0.835
FGFR1OP2	-0.474333333333333
SLC9A1	0.4492
CHRND	0.1395
FOXF1	-1.582
KIAA1467	-0.51275
TPO	0.9325
LTF	2.546
DNAJB9	0.33875
MRPS27	-1.1305
bA16L21.2.1	0.4055
WBP2	1.48583333333333
MRGPRX3	-1.5065
PRPF18	0.1295
C10orf58	0.5105
SMOC1	-3.2051
ADAT3	1.33933333333333
TMEM138	0.3665
TMEM131	-1.395875
TIMM8B	-0.2025
MYH7	-0.0925
ST6GAL2	-0.648142857142857
KIF1C	-0.46725
SUHW2	-1.38
PAPSS1	-0.92175
CABP2	-0.141
HOXA4	-2.752
ELF2	0.33725
SEMA3D	-0.4762
MC5R	-0.003
OGFR	1.237
FLJ30092	-0.582833333333333
TGFA	0.4065
MMP17	0.856
KIF15	-3.2005
CHIA	0.03
CATSPER3	0.63775
CEACAM7	0.75225
PADI2	0.402125
HOXA9	-0.663333333333333
LNX2	0.725
TMEM144	1.25825
HIF1AN	0.44775
METTL7A	-1.4175
C6orf165	0.7365
KIAA1468	-0.286
DSG3	-2.221
ZNF180	-0.272333333333333
EIF4E3	1.0065
SLC46A1	-0.063125
DKK1	-5.321
ZNF205	2.30483333333333
LOC162073	1.37283333333333
COX7A1	4.92775
MAGEA1	-5.04766666666667
NEDD8	-0.16
KLHDC5	0.123777777777778
C3orf19	1.1195
MRPS2	-0.46275
POLR3H	0.801428571428571
ABHD11	2.0901
TMEM17	-1.1245
PAIP2B	-0.2908
MAT1A	-4.839
LGI3	0.000750000000000003
THUMPD2	-0.22275
TKTL2	-0.6275
XAGE3	-2.08616666666667
CALM3	0.783833333333333
C6orf136	-0.551
KCNC4	0.416833333333333
RGS9	1.25716666666667
ACIN1	0.5095
SPATS1	0.4425
XKR8	-0.5045
FAM84A	2.02758333333333
MS4A7	5.21854545454546
AGXT2L2	0.43725
OR1F1	-0.291
SMAP1L	-0.0166666666666667
IPO11	-0.263125
ZC3H11A	0.105625
C1orf151	0.91125
RNASEH2A	-1.87275
CCR10	-0.604
TXNDC11	1.32116666666667
TMEM112	1.512375
MAP1B	-1.52064285714286
NVL	0.08
PKM2	-1.01265
ARC	-0.55575
NUP54	-0.6615
PPFIBP2	-0.104833333333333
STAT2	1.331625
PTAFR	2.07816666666667
ROBO2	0.524625
RNF40	1.0595
CCDC135	-0.549166666666667
IFT81	-0.064
MORF4	-0.7335
TM7SF3	-0.925125
OR10H3	0.471
ABP1	-0.01225
CHRD	1.330375
PLEKHA8	-0.472833333333333
NCALD	0.673666666666667
OR5AK2	0.772333333333333
ACCN1	0.1155
SLITRK1	0.02175
ARMET	-0.15275
C9orf52	-0.23525
REEP4	-1.0295
MTSS1	1.237375
ADH1B	0.896333333333333
DLD	-1.515
CDK5	-0.28775
PPFIA1	-0.266375
WFDC3	0.7045
DNAJB12	1.06571428571429
RANGRF	-0.893
MLANA	-5.305
AMY2B	0.81975
KIAA0319	-1.0605
RPS7	-1.6785
JAK3	0.4883
ARFGEF1	0.697
CXCL5	0.627272727272727
TRAPPC4	-0.562
CETN2	1.47425
HSPC111	0.31525
RHOBTB3	-2.2333
PHLPP	-1.2325
RGS10	0.244
TMEM58	-1.0285
CHERP	-0.109875
HSP90AB3P	0.963166666666667
FSTL3	-0.449666666666667
PEX11A	2.41825
OR5V1	0.3025
FCN3	2.91
PTPN3	-0.0595
NPTX1	-4.449
C21orf84	-1.5495
C11orf51	0.13425
ZBED2	4.47175
FLJ90757	0.433
NPY2R	-0.269333333333333
PLD3	0.66225
SYT17	1.99683333333333
SGSM2	0.31525
OR1A2	0.262
FOXP1	1.9655
SLC5A1	-0.00175
POFUT1	-0.7134
EPHB6	-2.4025
MYO1G	0.22475
STAC	-2.5968
KLHL17	0.568166666666667
RGMA	-0.0759
TJP2	0.4152
FAM114A1	-0.3275
SERINC1	0.955833333333333
SLC9A8	0.27475
PEX19	0.058625
EDN2	0.1665
PSMD7	-1.19677777777778
C3orf41	-3.76875
UQCR	-0.641
PPP1R3C	-0.08875
LRP4	-3.02066666666667
TM2D1	-0.44775
TTC17	0.104
C4BPB	-2.59425
CCL25	0.7855
ZNF253	-0.784166666666667
CHRNA9	-4.482
SOX11	-2.606875
HIVEP3	0.801
CGN	1.26758333333333
C3orf35	0.472375
PKD2L1	1.028
SYVN1	0.31775
PDE8B	-2.43575
LOC439951	2.799
LTC4S	3.11033333333333
MIF4GD	0.679166666666667
SMARCA2	1.9475625
TUBGCP6	0.551666666666667
CABLES1	0.467
C16orf77	1.13066666666667
ZNF791	-0.5355
FUT5	-0.54
ADH6	-3.47475
P4HB	0.7055
CLDND2	-1.3805
ALKBH8	0.2245
PLAC4	-0.5685
F11R	1.39442857142857
MGC35295	0.322
PDZD4	-0.196
LOC389073	-0.189
FAM80B	-0.410833333333333
PSMB1	0.13775
TXN	0.7855
VIPR1	1.0521
WBSCR18	0.5253
EXOSC6	0.642333333333333
ACTA2	3.58866666666667
SP5	-3.03291666666667
ANKRD1	-2.682
DDR1	1.5416
ATP6V1D	-0.0765
PTGS1	-1.41666666666667
RNF157	-1.21825
DCC	0.2745
SPAG7	0.1205
FBXO18	-0.07925
UBE3C	-0.5129
HOXC6	0.40975
LRP2BP	0.140666666666667
MYST2	-0.07525
PDSS2	-0.56225
ATE1	-0.44825
ARAF	0.56475
KLF10	0.41475
PLA2G2E	0.11125
ASCL1	0.443166666666667
TSNAXIP1	1.41275
FAM131B	-0.763
IFNA10	0.2405
NUP43	-0.990625
FAM44B	-0.22925
L1TD1	-5.78816666666667
NMD3	-1.28616666666667
C18orf54	-2.012
PHOSPHO1	-0.343
RAG2	-2.1245
EMILIN3	-0.222
METTL3	-1.42725
VPS13C	-0.032875
REXO2	-1.72025
ANXA4	-0.7945
CA1	-1.31175
DCP1B	-0.56475
TULP3	-1.23416666666667
ATP2A2	-0.406071428571429
ATIC	-0.44275
ADAM15	0.20275
NPL	1.49383333333333
LGR4	-0.337125
UEVLD	0.541666666666667
GAB1	0.6855
SNAI2	-1.40533333333333
ZGPAT	0.6016
SNF1LK	1.00075
DLEU1	-1.66225
UBE2Q1	0.193625
ZMYM6	0.44925
JPH3	-2.14533333333333
FAM38A	0.920333333333333
PXK	-0.0273333333333333
DENND2D	2.55275
BAX	-0.58675
CP	-5.20127272727273
RPL37	-0.8019
G6PC3	0.260875
NCOA4	-0.723833333333333
LRRC14	0.05625
GORASP1	1.26225
FCHO2	0.93425
CYP24A1	-3.1162
FXYD3	2.655375
SMARCAL1	-0.2815
ABCB8	0.319
CCDC44	0.199
PRDM7	-3.62875
USH1C	-1.54925
DNAH5	1.95416666666667
SRF	0.882666666666667
MAL2	2.57733333333333
PGPEP1	0.528416666666667
SIN3B	-0.35675
SEMA3C	-0.0586666666666667
GRAMD3	0.693
FBXO10	-0.336125
OR5D13	-0.137
FLJ31818	-1.262
CACNA1I	1.511875
S100A13	-0.7775
TP63	0.643714285714286
ANXA11	0.6519
WDR66	0.7125
CSF2RB	0.9245
IFI44	0.797
DACT1	0.947
ANKRD23	-1.682
ATP5G1	-0.113666666666667
C21orf70	-0.854
PPWD1	-1.261
DNAJC13	-1.12025
PAH	-3.524
PTCH2	0.76825
TRMU	-1.4045
CCDC9	1.2775
USP3	-0.2328
DCLRE1C	0.056
FAM55C	0.80225
FRMD4B	1.238
CYP2R1	-0.04175
RFPL1	-1.1112
XPO5	-1.29875
ARL6IP2	-1.4125
OSBPL5	0.95375
MMP9	5.12190909090909
KIAA0802	-0.29175
DHRS2	-3.52616666666667
SGEF	1.6355
TXNDC10	-1.1733
EXOC6	0.5105
RPS27	0.185666666666667
PNCK	-1.441
FSTL1	-1.4475
AACS	0.12075
SLMAP	0.390333333333333
SAMD4A	-0.6804
ABRA	0.42875
SMARCD3	-0.64475
PKNOX2	-3.27933333333333
A4GNT	-0.068
C9orf39	-1.436
RALYL	0.46325
MGC33556	-2.1855
C10orf25	-1.006
BBOX1	1.1785
NHEDC1	0.06875
XDH	-1.89325
GCSH	-2.1205
EDN1	1.25616666666667
MTERF	-0.8
CLK4	0.799
ZNF799	0.8685
KCNG1	-2.25975
CXCR4	1.32533333333333
PTPRR	-2.64275
IRAK1	0.13675
LOC401397	-1.52725
TMSB10	0.858928571428572
CXCL3	-2.5935
TMC4	4.0445
OR7A10	-0.44
STYK1	1.26525
CHRNA10	1.1385
CCNI	0.24225
EP300	0.559928571428571
LOC165186	1.17833333333333
HIC2	-3.195
SDR-O	-0.052
OR2W1	0.491
KCNA6	-0.047
TRIM74	-1.461
REEP6	1.63775
ATP5G2	0.87275
ERG	0.946625
TMEM42	-0.383
PARN	0.395166666666667
SOD2	0.603875
DIRAS1	-0.683333333333333
PNPT1	-1.61275
JOSD3	-1.3775
hCG_40738	-0.8095
PDE1C	-3.42925
SEMA4D	0.954625
AGPAT1	-0.438833333333333
NOSTRIN	1.881375
MAP3K3	0.039
MAX	0.860142857142857
CAPS	1.59866666666667
SERPINA12	-0.2125
OSBPL8	0.391
RICS	1.3435
NR4A2	2.27
PPCS	1.15816666666667
LONP1	-0.6735
SCYL3	0.69625
HERC2P2	-1.1195
FIBCD1	-0.332
C15orf41	-2.4985
DMC1	-1.93366666666667
C20orf27	-1.235
RPS6KA5	0.0632
FAHD1	-0.2005
SLC12A4	0.084
BRCA1	-2.51333333333333
GBL	0.4815
SLK	0.543666666666667
NUDT9P1	-0.4825
NOXO1	2.2385
USP52	-1.1355
BAZ1B	1.0245
SLCO2B1	2.4065
BBS12	0.573
LRGUK	0.290166666666667
TERF2IP	0.15125
COL1A1	4.0745
KIAA0090	-0.043125
GRK5	0.327833333333333
AP1S2	-1.34
TMEM52	0.1615
CA11	-0.49725
OR4A15	0.194833333333333
ACBD3	0.7668
SPAG11B	-0.120125
PRDM2	1.008
FOXP3	1.217
SMYD3	0.5988
LOC389199	1.479
LGI2	0.962
NAPE-PLD	-1.166
ANKRD6	-0.043
WDR45	0.570833333333333
SHROOM1	1.775
PSCD3	0.1835
PYY	0.6395
KCNC1	-1.97
ARHGEF9	-0.0337
OR8J1	0.9545
GPR55	0.0111666666666667
NS3BP	-0.439
C10orf22	0.178
NAT8L	0.87225
DUSP4	0.0283333333333333
FOXM1	-2.61066666666667
GRAMD2	0.2185
ZBTB48	0.570166666666667
BUD31	-0.81
PABPC5	0.176
CCDC41	-0.309
FBXO11	-0.34775
C6orf148	-1.07975
RFXAP	-2.653
C6orf15	-0.357666666666667
CDK8	-1.97466666666667
C6orf70	0.139
TESSP2	0.7795
ALG2	0.288
PPP1R3D	1.6535
TPM3	0.906333333333333
SYT13	-3.9595
EPB42	-1.19866666666667
CETN3	-0.8
PRY	-0.347
NTHL1	0.0718333333333333
POLR2B	0.032
RPS28	0.0915
P2RX3	0.26175
LYZL4	0.1335
WBP4	-0.63
PMM1	-0.70475
C11orf79	0.67475
CBLL1	-1.58225
IL1F10	1.32033333333333
VAX2	-0.7195
SETDB1	0.244
LRAP	-2.36616666666667
GCLM	-0.583666666666667
CPEB3	1.2825
PPM1A	0.1453125
INTS1	-0.087
CAMTA1	1.08941666666667
SAMSN1	-0.83875
LOC158830	-0.8405
GMPPA	-0.041375
AIPL1	1.218
IL24	0.571
BDKRB1	-2.164
MLF1	0.9889
TAF12	-0.28775
ID1	-1.73075
THADA	-0.1435
PIK3CB	-1.091
OR4N5	0.347
TBC1D17	1.327
COX8A	-0.2015
CDCA4	-1.37225
C2orf44	-0.48625
ZNF534	-1.1035
IMMP1L	0.00174999999999999
NIPSNAP3B	0.35625
FTMT	0.2165
PWP2	-0.299166666666667
MMP15	-0.4992
DNAH11	-1.49275
MTMR14	0.06525
DNAL4	1.77
IPP	-0.247
TMEM59	1.00175
C1orf157	0.32
RGS4	0.124
DDX18	-0.915833333333333
SNX6	-0.26175
ZNHIT2	1.479
NCDN	0.2955
FLJ33534	1.211
RAG1	-3.21366666666667
OR4D10	0.2245
PTPN5	-0.0186666666666667
POMT1	0.396875
LRRC8A	0.5498
CYP1A1	-1.55775
CAPN1	1.076
DDHD2	-1.357875
GRIK2	-0.9205
GNRHR	0.53925
PPBP	0.572
HTR3A	-0.678
SLITRK4	-1.48525
ANKRD49	-0.41275
BTF3	-0.099
SARS	-0.25
C13orf18	1.2756
CACNB1	-0.356
QKI	-0.166954545454545
SETMAR	-0.097
MAN2B1	1.217
EML3	-0.218
ACADL	-0.7165
OFD1	0.44275
DEFB114	-0.0655
CGA	-3.5899
PEX16	0.813
LRRC10	-0.0015
GNG12	-0.036
C1orf152	-0.4585
CHRM1	0.456
CD53	1.68
DBH	-0.87475
TFAP2B	4.078125
HIST1H2BJ	-0.583333333333333
FAM46D	0.045
TMEM11	-0.22325
C3orf32	-3.35825
PCCB	-0.134375
IPO13	-0.129375
C6orf105	-2.96575
COMMD5	1.052
SUV420H1	-0.1001
LTBR	1.15475
ARHGAP15	0.298875
HDHD2	-1.00475
TDRKH	-0.407666666666667
LOC401052	-0.274
PSG4	-0.491333333333333
GNB4	-0.8362
SPATA4	1.0785
SLC9A3	-0.788
OSBP	0.682666666666667
NBPF3	0.685
DOCK11	-0.1755
SLC39A5	-1.2
PRR5	1.7611
C10orf63	-0.678857142857143
SMTNL2	-1.707
ADRA1A	0.04875
ASAH1	1.7207
DOM3Z	0.3294
GIPR	0.9465
AHI1	0.188333333333333
NADSYN1	-0.160166666666667
RGS14	1.2695
IL18BP	1.993
RTN4RL1	2.41283333333333
ARMC6	-0.04025
PSMD5	0.239666666666667
HK3	1.7777
OR4S1	1.98075
RSU1	0.1966
MAD2L1	-2.65144444444444
EIF4A3	0.3
DLEC1	-0.6135
E4F1	1.2085
CHMP2B	0.7698
CAMSAP1	1.07575
RPS21	-0.995333333333333
ARID5A	1.52075
UBE2N	0.1287
IGSF8	1.5095
MAGEB6	-2.216
ACAD11	-1.8063
MGC4172	-1.28725
LMO4	-0.3345
KLKB1	0.8445
HP	-1.156
HDAC3	0.27025
SCHIP1	1.08975
CLCA1	0.0725
OLFML2A	0.633
C1orf112	-1.89175
KIF19	1.19191666666667
HAPLN4	0.0499
CXCR7	-0.8105
GOT2	-0.3493
RAB38	0.09375
DCX	-1.08725
PPM1H	-0.549416666666667
NFYC	1.25233333333333
KIN	0.566875
ZNF228	0.4915
PLSCR4	1.67633333333333
HIG2	-2.0795
FAM79B	6.753
C21orf86	-0.6731
KCNK10	-0.3925
ZNF738	-1.140125
FSTL5	-1.4872
OR6A2	-0.5335
OTOA	1.12383333333333
EXOC1	-0.07475
AHRR	-2.820875
PDAP1	-0.99675
C19orf6	0.564375
ZAN	0.41425
LY6G6E	0.207
EIF4E2	-0.85875
C20orf198	0.388
ZNF324	2.23125
CYP3A5	-2.26816666666667
ENTPD7	1.4845
MBOAT5	-0.00333333333333333
GJB5	-1.8735
TTC13	-0.6955
S100Z	-1.30883333333333
KIAA0664	0.138666666666667
PDGFRB	1.64216666666667
IL17D	-2.28825
OR56B4	-1.334
RDX	-2.68933333333333
SLC34A3	1.096
IL28B	0.6255
JUND	2.76825
CHRNB1	-0.4785
CAMK2B	0.086
FETUB	-2.15425
CXorf23	1.349375
MRTO4	-0.790375
TTC3	0.5164
NDUFB8	-1.0325
EDG2	-1.1495
SEMA3G	1.48775
IL23A	-1.5305
GRHL1	0.6244
LOC441054	-0.965
WDR65	0.0918571428571429
PSTK	-0.72375
STOML3	0.5754
R3HDM2	-0.1957
C5	-2.8605
SLC2A10	0.9965
C3orf22	0.5365
PAQR3	-2.01415384615385
ANKRD26	-0.809083333333333
HCRTR1	-0.1855
LOC399947	-1.00325
PSD2	-0.40675
TIGD2	-1.53716666666667
SCRN1	-1.513125
COQ10A	-1.37125
DDI2	0.065
METTL7B	-0.561
UCN2	1.2325
FAM92A3	-1.34525
WDR16	-0.859666666666667
ZNF511	-4.62592926927149e-18
ZMYM5	-1.381875
POLR3G	-2.32725
ZNF586	1.71825
C1orf49	0.518
TANK	0.0741666666666667
RCAN1	-0.499
PELI3	0.809333333333333
LIMD2	0.252666666666667
TMEM189	-0.2015
NTN4	1.737625
LOC151300	0.5805
CLEC2A	-1.6025
GPR135	-0.342875
DPYSL4	-3.3111
JAK2	0.245333333333333
TSHZ1	0.302333333333333
TM9SF4	-0.258875
ZNF264	2.77233333333333
SIRPG	2.444125
BICD1	-0.933
HERC6	2.59283333333333
METTL5	-0.557
CASP1	0.463
PRRT1	-0.221166666666667
PLA2G4C	1.30416666666667
ICA1L	-0.710076923076923
TPTE2	-0.278
OTUD7A	2.09133333333333
AQP11	-1.76125
APOA2	-4.0786
KALRN	-1.3199
SECTM1	2.305
IFNAR1	0.57025
TALDO1	-0.304375
RAB11FIP4	-0.423916666666667
EIF5A	-0.1735
FAM49A	2.69975
NEGR1	-0.0626666666666667
YTHDC2	1.03675
EHD2	-0.766125
NCF1	2.4664
SCRT2	2.4225
HOXA5	-2.035
NUP133	-0.08675
FGF12	-0.7863125
SLMO2	-0.500125
SNTA1	0.527375
CACNG2	0.0857142857142857
GCM1	0.339375
ELF1	0.757
TLR5	1.47275
TCFL5	-1.03041666666667
RBMY2FP	-1.2815
LOC100125556	0.0575
FAM129B	1.272375
MAP3K7IP1	-0.290875
NCK2	0.097
OXA1L	-0.75025
FMO9P	1.4035
ZSCAN12	-0.064
PSMD12	-0.1525
HSCB	-1.22
CLDN10	-2.83875
MGC13053	-0.4575
HPCAL4	-0.257
ASZ1	0.34
MEX3D	0.770083333333333
NFAT5	0.0321
CSPG4LYP1	-0.166166666666667
FBXO3	0.1883
DVL1	0.181833333333333
CMKLR1	2.16783333333333
TYMS	-4.193375
PEF1	1.90375
ZNF750	0.1165
MCM5	-0.7172
MEGF11	-0.4315
KCNK7	0.3905
PTP4A3	1.294
C1QTNF2	-2.64
OR6S1	-0.2915
FAM122B	-0.8875
ZNF551	1.706875
HBQ1	-2.115
GEMIN6	-0.937
ARSK	-1.624
RBP7	2.64066666666667
CPNE9	0.01075
DSC1	-0.9465
LOC730112	-0.653
MAP2K4	0.31675
HS3ST5	-2.1195
EPB41L3	-0.181
TEKT2	0.28875
CDKN2B	-0.01025
ZNF480	-0.20175
MAP3K6	0.7894
MAP6	0.5485
HN1	0.6848
OR2L13	-0.537833333333333
SLC16A11	0.297
FAM96A	-0.51575
APOL1	1.947
C5orf32	0.47275
RTP1	-0.911666666666667
RNF175	-0.998625
ZBTB41	1.501625
AHCTF1	0.7125
SAE2	-0.7865
ITGA2	0.768083333333333
MME	-1.32983333333333
CCDC14	-0.62875
MAST4	2.64307142857143
KRT33B	-0.156
KCTD2	0.824666666666667
WDR26	-0.072
MFI2	-0.919625
NR4A3	2.21925
ARSA	1.23125
UNKL	-0.287166666666667
SULT6B1	-0.4725
CCNA2	-3.37433333333333
SOX15	0.251
PPAPDC1B	-0.605333333333333
C19orf44	-0.101
MCAT	1.47
ARID1B	0.07675
OR52N1	1.5245
C12orf48	-2.236
MAGI1	0.233375
NIPA2	-0.07075
GBX2	-1.746
RSHL3	0.34725
RAVER1	1.076
C15orf17	0.424
SLC30A2	0.285
ZNF518	-0.866
PCYT1B	-1.3335
C10orf114	-1.89975
EIF3H	0.693
SLC25A39	-0.61
KIF1B	-0.406625
AMOTL2	-0.51925
C6orf120	0.270875
PSRC1	-2.51175
PLA2G10	2.651
KIF5C	0.017
MRPL37	-0.9155
C17orf62	1.36116666666667
C9orf135	-1.61133333333333
DUSP10	2.1227
CLCNKB	0.375
PSMA5	-0.676375
C8orf53	1.412
AMPD3	0.354166666666667
PIAS1	-0.26875
ADCYAP1R1	-0.1035
GYLTL1B	-1.60175
CDH20	0.5868
FBXO7	-0.4325
TMEM134	1.2895
FLJ14213	0.841333333333333
ZNF3	-0.64175
LRRFIP1	0.686
CNOT2	0.418916666666667
ABI3	2.67225
ALDH5A1	-1.24916666666667
HNT	2.3368
SERPINA4	-2.218
TK2	-0.224666666666667
STMN1	-2.394
GUCA2A	0.00233333333333332
GALNT10	-0.0574285714285714
DPP6	-0.763
C9orf93	-0.527125
PRELID2	-1.744
STK39	0.00187500000000003
SFTPA1	-1.36425
CKS2	0.0224444444444445
RHO	0.32375
C20orf135	-0.05825
XKR3	-2.296
CR1	0.624375
RPS6KA2	1.02735714285714
C20orf112	0.90775
MRPL22	0.52875
C4orf23	1.38383333333333
GADD45B	2.41275
KLHDC1	0.242666666666667
C2orf48	-1.354
ZNF287	-0.3645
DAAM2	-1.58475
DPPA2	-3.5125
TCTN3	-0.0588333333333333
DNAJB11	-0.158125
FPR1	4.36675
DEFB4	0.211
PTCD2	-0.8262
SMOC2	4.0285
CABP7	3.07325
SERPINB11	0.10325
MAGEF1	-0.43225
NDE1	0.4995
ITGA10	0.7435
FSHB	0.236
ANXA2	0.8715
HORMAD2	-0.629
HLCS	0.17475
MCF2L	2.0155
FH	0.02825
TBC1D24	1.36875
KIAA1505	0.4715
LGALS2	0.1785
CNBD1	1.1985
SYNPO2L	-0.01175
PTPN23	0.1855
C1orf183	-0.988
MAGEA8	-0.3365
DGCR8	-0.978375
GSR	-2.531
PAQR7	0.12125
ZNF676	-1.8825
CACNA1C	-0.1765
SP7	1.2895
PDCD6	-0.32525
NRN1L	-1.404
BRI3BP	-0.0291666666666667
KIAA1183	0.218
ASB4	-0.36625
CCL23	1.3598
OBSL1	-1.5085
SLC12A7	1.71191666666667
KIAA0240	0.770375
CD1B	-1.57933333333333
FCGR2A	2.072625
MDC1	-1.477
HTR1A	0.6445
OCEL1	0.6815
ATP11B	-0.64275
FBXO34	0.147666666666667
PCDH12	3.00583333333333
RPE	-0.997
C17orf74	0.2605
CSDC2	-0.138
PET112L	-0.5695
TMBIM1	1.189625
P2RXL1	-0.1015
TCHP	-0.75
TRMT1	-0.838166666666667
F2RL2	1.10475
LRRC32	3.11866666666667
IMPG2	0.1245
BGLAP	-1.05925
LOC493869	-2.66916666666667
MRAS	1.325125
SLC35F5	0.01525
CBWD1	0.606
AXL	-1.9725
ATP2C2	1.21975
TELO2	0.0265
PNPLA3	-3.66025
PCDHB14	1.58
CD276	0.40675
KRT80	-0.96225
DUSP28	0.0705
CSNK1E	0.09075
SRP14	0.701
KCNQ4	-0.4035
KRT72	0.3305
CCDC117	0.36575
C6orf89	0.113944444444444
TUBB2B	-3.7682
RTN4IP1	-1.2305
CR1L	-3.05216666666667
CEND1	1.044625
C12orf41	0.0265
RNF31	-0.16175
UBN1	0.436833333333333
C17orf32	0.14575
SLC5A7	-0.7375
GPR92	0.953
ESAM	2.9165
CTNNA1	0.864333333333333
HRBL	-0.8209
CBX4	0.43125
TMEM182	-1.041
SH3TC2	-2.181
IL10	1.3875
PXMP4	0.8485
RNF167	-0.4441
PAK7	0.2195
ETV3	0.2435
ATPIF1	0.026
LOC554207	-2.01483333333333
OR8H1	0.07975
WDFY3	0.741375
DPM1	-0.74575
GPSM1	-0.5915
WDR92	-0.2588
LRP1	0.251
ANKH	-0.60725
THUMPD3	-0.95475
POLR1B	-0.337
OLFM4	1.39183333333333
RAD9B	0.41725
TSPY2	-4.194
PAX6	-2.42816666666667
SCG2	-3.189125
SLC17A6	0.146
FMO3	2.486
PADI4	0.613125
TUBB4	0.1464
NLK	-1.213
POU4F3	-0.636
SDF4	0.32675
ITGBL1	1.80766666666667
NETO1	-1.63514285714286
TAP2	1.389
ABBA-1	0.16325
GNAI1	-1.55925
VPS4B	-0.04775
NOPE	-0.4313
GALNT6	1.88166666666667
SESN1	-0.734375
GBE1	-2.34244444444444
CLASP1	-0.348
RASGEF1B	1.254
ACOT11	-0.5805
AFAP1	-0.49475
OR2H2	0.48725
DPY19L2P1	-0.9855
DZIP1	-3.2375
SEC22C	-0.0655833333333333
GPR161	-1.13008333333333
RNF146	-0.0655
WDR74	-0.152
GALP	-0.899
PURA	1.9275
DNPEP	1.48708333333333
RP11-78J21.1	-0.75175
ERBB2	1.44275
FANCM	-1.40175
NEO1	-0.753333333333333
DDX3Y	-4.6383
RPS3A	-0.099
MXRA7	-0.6965
LGALS3	-1.33583333333333
GLT8D1	-0.483
CFL2	-1.58116666666667
UPB1	0.8065
NAP1L5	-0.028
CLDN14	0.57725
DHX38	0.301
BTBD1	-0.615
TARS2	0.3685
ABCF1	0.1889
FCF1	0.461666666666667
LRRC49	-1.60025
GUCY1B2	0.65
C1orf177	0.423166666666667
SMARCA4	0.407857142857143
LRP8	-2.34566666666667
TAGLN3	-0.392
MRPL14	-0.113
TTRAP	-0.41025
ZDHHC20	0.10525
NFE2L3	-2.15475
KIAA1377	0.39325
PALMD	0.3389
TMEM43	-0.52025
TTL	-0.77675
STAT5B	-0.615
SSB	-0.214625
OR10H5	0.3315
SLC22A13	-0.43875
AKAP3	-0.89
TIMM23	0.3065
OAS2	2.40325
