Hybridization REF	TCGA-AR-A1AW-01A-21R-A12P-07
C8orf38	-0.4675
LRRC4B	0.353
PARP10	1.2448
ANKRD50	0.812625
CXCL9	5.043
FGF18	0.789363636363636
EIF2A	-0.629125
SLC20A2	0.847166666666667
KIAA1549	0.25125
SPINT1	2.2587
ZNF584	0.092
CRBN	0.143
ABCF3	0.218333333333333
NCBP1	-0.418666666666667
PLA2G4F	1.07916666666667
PCDH10	-1.371375
TTC21A	0.85225
C20orf144	0.449
FGFR1OP2	-0.087
SLC9A1	0.043
CHRND	0.5335
FOXF1	-2.74275
KIAA1467	1.95125
TPO	-0.784666666666667
LTF	4.53292857142857
DNAJB9	0.3285
MRPS27	-0.62275
bA16L21.2.1	-0.2565
WBP2	0.8435
MRGPRX3	-1.48766666666667
PRPF18	0.464
C10orf58	-0.1325
SMOC1	-2.7165
ADAT3	1.04383333333333
TMEM138	0.79
TMEM131	0.129
TIMM8B	-1.13575
MYH7	-0.332
ST6GAL2	1.76175
KIF1C	-0.3075
SUHW2	-1.6985
PAPSS1	0.11025
CABP2	0.041
HOXA4	-2.24725
ELF2	0.52075
SEMA3D	0.0885
MC5R	0.3445
OGFR	0.494
FLJ30092	0.476333333333333
TGFA	-0.3774
MMP17	1.08825
KIF15	-2.7435
CHIA	0.57675
CATSPER3	0.576
CEACAM7	3.45066666666667
PADI2	0.672125
HOXA9	0.068
LNX2	1.78
TMEM144	1.8625
HIF1AN	0.136
METTL7A	-1.3397
C6orf165	0.727166666666667
KIAA1468	-0.016875
DSG3	-2.444
ZNF180	0.000166666666666676
EIF4E3	0.904375
SLC46A1	0.317625
DKK1	-6.6765
ZNF205	1.47083333333333
LOC162073	1.00744444444444
COX7A1	3.95775
MAGEA1	-5.13916666666667
NEDD8	0.0101666666666667
KLHDC5	-0.339
C3orf19	-0.428333333333333
MRPS2	-0.75525
POLR3H	-0.223785714285714
ABHD11	0.364
TMEM17	0.18875
PAIP2B	0.0166
MAT1A	-2.0875
LGI3	0.17875
THUMPD2	-0.0455
TKTL2	-0.2055
XAGE3	-2.953
CALM3	0.20775
C6orf136	-0.247166666666667
KCNC4	-0.0115
RGS9	-0.143333333333333
ACIN1	-0.9765
SPATS1	0.066
XKR8	0.1425
FAM84A	0.703166666666667
MS4A7	4.38609090909091
AGXT2L2	0.45625
OR1F1	0.3155
SMAP1L	-0.36
IPO11	0.20575
ZC3H11A	0.4586875
C1orf151	0.826125
RNASEH2A	-0.74875
CCR10	-1.0205
TXNDC11	0.983166666666667
TMEM112	1.2075
MAP1B	-1.5
NVL	1.01425
PKM2	0.1152
ARC	-1.061
NUP54	-0.7075
PPFIBP2	1.56183333333333
STAT2	1.39075
PTAFR	2.2565
ROBO2	-0.674125
RNF40	0.899666666666667
CCDC135	-0.0276666666666666
IFT81	0.159444444444444
MORF4	-0.178
TM7SF3	0.380375
OR10H3	0.114
ABP1	-0.1765
CHRD	1.913125
PLEKHA8	0.3435
NCALD	0.881416666666667
OR5AK2	0.33425
ACCN1	1.07566666666667
SLITRK1	-0.16975
ARMET	-0.58025
C9orf52	-0.48175
REEP4	0.1945
MTSS1	1.891
ADH1B	2.4075
DLD	-0.166
CDK5	0.1965
PPFIA1	1.171125
WFDC3	0.849
DNAJB12	0.634428571428572
RANGRF	-0.436
MLANA	-4.482
AMY2B	-0.346
KIAA0319	-0.121625
RPS7	-1.2795
JAK3	-0.3411
ARFGEF1	0.82525
CXCL5	0.570333333333333
TRAPPC4	-0.308
CETN2	0.93775
HSPC111	-0.5375
RHOBTB3	1.7534
PHLPP	-0.5795
RGS10	0.89
TMEM58	1.197
CHERP	-0.2315
HSP90AB3P	-0.365166666666667
FSTL3	-1.14466666666667
PEX11A	0.34575
OR5V1	0.75
FCN3	1.17275
PTPN3	0.351
NPTX1	-5.325625
C21orf84	-1.46325
C11orf51	0.456875
ZBED2	-1.04825
FLJ90757	1.01775
NPY2R	0.2265
PLD3	1.0755
SYT17	-0.501333333333333
SGSM2	-0.25625
OR1A2	0.49
FOXP1	1.585625
SLC5A1	1.284
POFUT1	-0.6509
EPHB6	-2.84183333333333
MYO1G	-1.422625
STAC	-2.6491
KLHL17	0.0295
RGMA	-0.201
TJP2	-0.7243
FAM114A1	0.455333333333333
SERINC1	1.8625
SLC9A8	-0.22325
PEX19	1.027125
EDN2	0.776
PSMD7	-0.211555555555556
C3orf41	-2.39525
UQCR	0.117
PPP1R3C	-0.307
LRP4	-1.96533333333333
TM2D1	0.60725
TTC17	0.2181875
C4BPB	-3.9605
CCL25	0.539
ZNF253	0.152666666666667
CHRNA9	-3.457
SOX11	-1.31175
HIVEP3	0.705
CGN	2.968
C3orf35	-0.211375
PKD2L1	3.13825
SYVN1	-0.135625
PDE8B	-2.683375
LOC439951	1.544
LTC4S	2.15483333333333
MIF4GD	1.12116666666667
SMARCA2	2.0671875
TUBGCP6	-0.0171666666666667
CABLES1	-0.711625
C16orf77	0.8455
ZNF791	0.345
FUT5	1.3365
ADH6	-3.04816666666667
P4HB	0.18125
CLDND2	-1.274
ALKBH8	-0.61425
PLAC4	-2.2945
F11R	1.75192857142857
MGC35295	0.702833333333333
PDZD4	-0.2425
LOC389073	-0.3185
FAM80B	-0.421833333333333
PSMB1	0.052875
TXN	-0.995833333333333
VIPR1	1.1459
WBSCR18	-0.3722
EXOSC6	-0.211
ACTA2	3.87816666666667
SP5	-0.157
ANKRD1	-4.17225
DDR1	2.4013
ATP6V1D	-0.23225
PTGS1	-1.02858333333333
RNF157	-1.102
DCC	0.067
SPAG7	0.31525
FBXO18	-0.08625
UBE3C	-0.4645
HOXC6	0.683
LRP2BP	0.156833333333333
MYST2	0.1175
PDSS2	0.7725
ATE1	0.25
ARAF	0.883
KLF10	0.16725
PLA2G2E	0.20575
ASCL1	-1.42216666666667
TSNAXIP1	1.632
FAM131B	-0.236625
IFNA10	-0.135
NUP43	-0.0925
FAM44B	0.29775
L1TD1	-4.2885
NMD3	-0.626416666666667
C18orf54	-1.5484
PHOSPHO1	-0.61
RAG2	-2.8535
EMILIN3	0.01
METTL3	-0.313
VPS13C	2.15275
REXO2	-1.07275
ANXA4	0.2165
CA1	-0.9555
DCP1B	0.4475
TULP3	-1.68466666666667
ATP2A2	0.339714285714286
ATIC	-0.71875
ADAM15	1.0705
NPL	1.46716666666667
LGR4	0.657375
UEVLD	1.21483333333333
GAB1	1.12375
SNAI2	-0.5215
ZGPAT	0.2383
SNF1LK	0.56775
DLEU1	-2.65575
UBE2Q1	0.97125
ZMYM6	-0.0255
JPH3	-1.94616666666667
FAM38A	0.928833333333333
PXK	-0.460333333333333
DENND2D	2.049
BAX	-0.129666666666667
CP	-5.438
RPL37	-0.5305
G6PC3	0.8235
NCOA4	0.9085
LRRC14	-0.20925
GORASP1	0.88675
FCHO2	1.038125
CYP24A1	-2.986
FXYD3	2.58975
SMARCAL1	0.37375
ABCB8	0.7995
CCDC44	0.0135
PRDM7	-3.5075
USH1C	-1.32725
DNAH5	2.57983333333333
SRF	-0.000249999999999986
MAL2	0.640333333333333
PGPEP1	-0.0915833333333333
SIN3B	-0.404
SEMA3C	0.7385
GRAMD3	1.58725
FBXO10	-0.460375
OR5D13	1.161
FLJ31818	-0.0855
CACNA1I	0.895125
S100A13	1.6225
TP63	-0.637
ANXA11	0.8589
WDR66	1.389875
CSF2RB	0.171
IFI44	-0.78875
DACT1	1.67133333333333
ANKRD23	-1.590625
ATP5G1	-0.613666666666667
C21orf70	-0.725166666666667
PPWD1	-1.02125
DNAJC13	0.11625
PAH	-3.59483333333333
PTCH2	0.787
TRMU	-1.83925
CCDC9	0.791
USP3	0.3633
DCLRE1C	0.0722
FAM55C	1.4215
FRMD4B	1.54575
CYP2R1	0.12475
RFPL1	-0.239
XPO5	-0.41525
ARL6IP2	-0.5115
OSBPL5	1.28825
MMP9	3.786
KIAA0802	0.063625
DHRS2	-2.52933333333333
SGEF	1.09975
TXNDC10	-0.8739
EXOC6	1.49
RPS27	0.769166666666667
PNCK	-1.056
FSTL1	-0.705
AACS	0.853
SLMAP	0.222666666666667
SAMD4A	-0.7921
ABRA	0.10525
SMARCD3	0.7725
PKNOX2	-3.08383333333333
A4GNT	-0.0435
C9orf39	-1.49833333333333
RALYL	-0.2725
MGC33556	-2.578
C10orf25	-1.204
BBOX1	0.8205
NHEDC1	0.0075
XDH	1.07525
GCSH	-1.1815
EDN1	-1.50683333333333
MTERF	-0.05775
CLK4	1.3155
ZNF799	1.27866666666667
KCNG1	-2.305625
CXCR4	0.201
PTPRR	-2.031
IRAK1	-0.243
LOC401397	-0.69525
TMSB10	0.361714285714286
CXCL3	-3.4953
TMC4	3.01375
OR7A10	0.149
STYK1	1.20125
CHRNA10	-0.32275
CCNI	0.31025
EP300	0.0315714285714286
LOC165186	-1.01183333333333
HIC2	-3.278
SDR-O	0.1385
OR2W1	0.724
KCNA6	0.0355
TRIM74	-1.21025
REEP6	1.48525
ATP5G2	0.87575
ERG	0.45725
TMEM42	-0.2895
PARN	0.565833333333333
SOD2	-0.996625
DIRAS1	-0.646166666666667
PNPT1	-1.57375
JOSD3	-2.269
hCG_40738	-0.1165
PDE1C	-3.57725
SEMA4D	-0.673875
AGPAT1	0.0521666666666667
NOSTRIN	1.52025
MAP3K3	-0.1155
MAX	0.450071428571429
CAPS	2.45816666666667
SERPINA12	-0.248
OSBPL8	-0.026375
RICS	1.4983
NR4A2	2.05883333333333
PPCS	1.00466666666667
LONP1	-0.254
SCYL3	1.79125
HERC2P2	-1.2665
FIBCD1	-0.4445
C15orf41	-0.8425
DMC1	-2.23466666666667
C20orf27	-0.55975
RPS6KA5	0.7182
FAHD1	-0.176
SLC12A4	-0.264
BRCA1	-0.978083333333333
GBL	0.49825
SLK	0.5725
NUDT9P1	-2.002
NOXO1	1.6495
USP52	-0.2625
BAZ1B	0.89525
SLCO2B1	2.6435
BBS12	1.32066666666667
LRGUK	0.0986666666666667
TERF2IP	0.61275
COL1A1	4.9035
KIAA0090	-0.033875
GRK5	-0.5835
AP1S2	-1.7757
TMEM52	-0.283833333333333
CA11	-0.299625
OR4A15	0.423666666666667
ACBD3	1.7802
SPAG11B	0.115125
PRDM2	0.6977
FOXP3	0.0455
SMYD3	0.4774
LOC389199	1.066
LGI2	0.292833333333333
NAPE-PLD	-0.102
ANKRD6	0.6845
WDR45	0.769166666666667
SHROOM1	-0.5295
PSCD3	-0.2455
PYY	1.5995
KCNC1	-2.666
ARHGEF9	0.1132
OR8J1	0.77925
GPR55	0.802166666666667
NS3BP	-1.374
C10orf22	0.232
NAT8L	-2.6895
DUSP4	-2.37983333333333
FOXM1	-2.26133333333333
GRAMD2	-0.3566
ZBTB48	0.577333333333333
BUD31	-0.363
PABPC5	2.485
CCDC41	-0.14
FBXO11	-0.2285
C6orf148	0.369
RFXAP	-0.98825
C6orf15	-0.154
CDK8	-0.250833333333333
C6orf70	0.898375
TESSP2	0.4505
ALG2	-0.05025
PPP1R3D	0.2145
TPM3	0.849166666666667
SYT13	4.209
EPB42	-0.4125
CETN3	-0.763
PRY	0.566
NTHL1	1.134
POLR2B	0.0245
RPS28	0.31125
P2RX3	0.682
LYZL4	0.0615
WBP4	-0.0521
PMM1	-0.705
C11orf79	0.8785
CBLL1	-0.66725
IL1F10	-0.0801666666666666
VAX2	-0.019
SETDB1	0.684333333333333
LRAP	-1.11433333333333
GCLM	-0.0986666666666667
CPEB3	1.39975
PPM1A	0.1278125
INTS1	0.127
CAMTA1	-0.0345833333333333
SAMSN1	-2.38175
LOC158830	-3.325
GMPPA	0.5105
AIPL1	-0.1195
IL24	1.22591666666667
BDKRB1	-2.21966666666667
MLF1	0.5924
TAF12	-0.24425
ID1	-2.7365
THADA	-0.048375
PIK3CB	-0.043
OR4N5	1.0445
TBC1D17	0.274
COX8A	-0.61475
CDCA4	-0.697
C2orf44	-0.6695
ZNF534	-0.83975
IMMP1L	0.59275
NIPSNAP3B	0.34975
FTMT	0.181625
PWP2	-0.129666666666667
MMP15	0.0879
DNAH11	-1.5745
MTMR14	0.320375
DNAL4	0.912
IPP	0.1205
TMEM59	1.456375
C1orf157	-0.127
RGS4	0.110666666666667
DDX18	-0.666333333333333
SNX6	0.09575
ZNHIT2	0.071
NCDN	0.0171666666666667
FLJ33534	-0.49375
RAG1	-1.78475
OR4D10	2.8225
PTPN5	-0.660166666666667
POMT1	0.103625
LRRC8A	-0.2753
CYP1A1	-0.86
CAPN1	0.0871666666666667
DDHD2	-0.18825
GRIK2	1.0065
GNRHR	-0.41675
PPBP	0.3625
HTR3A	-0.561
SLITRK4	0.38125
ANKRD49	-0.43975
BTF3	0.4898
SARS	-0.11475
C13orf18	-0.494333333333333
CACNB1	-0.18
QKI	-0.0607272727272727
SETMAR	0.542375
MAN2B1	1.122
EML3	-0.6485
ACADL	-0.332166666666667
OFD1	-0.081875
DEFB114	0.1325
CGA	-3.406
PEX16	0.4875
LRRC10	-0.305
GNG12	0.4675
C1orf152	0.223833333333333
CHRM1	0.333
CD53	-0.06125
DBH	-0.65775
TFAP2B	-3.44775
HIST1H2BJ	-0.6225
FAM46D	1.1065
TMEM11	-0.29975
C3orf32	-2.448
PCCB	-0.300875
IPO13	0.38775
C6orf105	-4.9735
COMMD5	0.71225
SUV420H1	0.0315
LTBR	0.60975
ARHGAP15	-1.618125
HDHD2	-0.16
TDRKH	-0.111
LOC401052	1.3415
PSG4	-1.16275
GNB4	-0.1589
SPATA4	2.04475
SLC9A3	0.7985
OSBP	1.44916666666667
NBPF3	-0.00750000000000001
DOCK11	-1.7705
SLC39A5	-0.999666666666667
PRR5	0.9124
C10orf63	-0.105125
SMTNL2	-1.93875
ADRA1A	0.4905
ASAH1	2.5674
DOM3Z	0.0966
GIPR	0.392166666666667
AHI1	-0.225083333333333
NADSYN1	0.689833333333333
RGS14	1.0724
IL18BP	0.3276
RTN4RL1	2.26225
ARMC6	0.13925
PSMD5	-0.0573333333333333
HK3	2.0779
OR4S1	-0.1755
RSU1	0.7943
MAD2L1	-2.343
EIF4A3	-0.33375
DLEC1	0.0223333333333333
E4F1	1.07466666666667
CHMP2B	0.6607
CAMSAP1	-0.7795
RPS21	-1.00916666666667
ARID5A	0.243
UBE2N	0.2525
IGSF8	1.56233333333333
MAGEB6	-1.0535
ACAD11	-1.7723
MGC4172	0.2455
LMO4	-1.48425
KLKB1	0.31625
HP	-0.679
HDAC3	0.46225
SCHIP1	0.275
CLCA1	-0.2585
OLFML2A	1.830875
C1orf112	-0.63425
KIF19	0.097
HAPLN4	0.0229
CXCR7	-0.198666666666667
GOT2	1.3157
RAB38	0.116
DCX	-0.8865
PPM1H	1.54533333333333
NFYC	0.721583333333334
KIN	-0.199875
ZNF228	1.20325
PLSCR4	1.56016666666667
HIG2	-1.31325
FAM79B	4.836
C21orf86	-0.4709
KCNK10	-0.25325
ZNF738	-0.56175
FSTL5	-1.4475
OR6A2	0.5685
OTOA	1.48916666666667
EXOC1	0.517125
AHRR	-3.453
PDAP1	-1.26341666666667
C19orf6	0.178625
ZAN	0.24725
LY6G6E	0.3645
EIF4E2	-0.5575
C20orf198	0.6215
ZNF324	0.5085
CYP3A5	-2.796
ENTPD7	1.941
MBOAT5	1.219
GJB5	-2.53225
TTC13	0.734
S100Z	-1.26316666666667
KIAA0664	-0.1575
PDGFRB	1.98641666666667
IL17D	-0.6725
OR56B4	-0.049
RDX	-2.91616666666667
SLC34A3	0.619
IL28B	-0.1285
JUND	1.95575
CHRNB1	-0.16775
CAMK2B	0.456
FETUB	-1.14375
CXorf23	0.754
MRTO4	-1.29675
TTC3	0.7579
NDUFB8	-0.769833333333333
EDG2	-0.58475
SEMA3G	0.78075
IL23A	-0.138
GRHL1	1.1014
LOC441054	-0.888
WDR65	0.859571428571429
PSTK	-0.54175
STOML3	0.0745
R3HDM2	0.3473
C5	-2.079
SLC2A10	1.57233333333333
C3orf22	0.49275
PAQR3	-1.44523076923077
ANKRD26	-0.866833333333333
HCRTR1	-0.2075
LOC399947	-1.172
PSD2	0.02475
TIGD2	-0.599166666666667
SCRN1	-1.982375
COQ10A	-0.8725
DDI2	0.179
METTL7B	-0.313666666666667
UCN2	0.88575
FAM92A3	-1.404
WDR16	0.61275
ZNF511	-0.152333333333333
ZMYM5	-0.54075
POLR3G	-3.52175
ZNF586	-0.49225
C1orf49	0.4225
TANK	-0.130666666666667
RCAN1	-0.947333333333333
PELI3	0.0606666666666667
LIMD2	-0.5085
TMEM189	-0.369
NTN4	-0.449375
LOC151300	-0.8745
CLEC2A	-1.8795
GPR135	-1.1525
DPYSL4	-2.6399
JAK2	0.425333333333333
TSHZ1	0.3485
TM9SF4	-0.150875
ZNF264	1.10583333333333
SIRPG	0.3765
BICD1	-1.096
HERC6	-0.785
METTL5	-0.752
CASP1	-0.7295
PRRT1	-0.313333333333333
PLA2G4C	2.938
ICA1L	-0.175428571428571
TPTE2	-0.641666666666667
OTUD7A	1.46516666666667
AQP11	-1.90675
APOA2	-3.8377
KALRN	-0.9928
SECTM1	0.72225
IFNAR1	0.474
TALDO1	0.068875
RAB11FIP4	0.419416666666667
EIF5A	-0.6535
FAM49A	1.5135
NEGR1	0.252166666666667
YTHDC2	-0.349625
EHD2	-0.3925
NCF1	1.0748
SCRT2	1.826
HOXA5	-0.310333333333333
NUP133	1.0805
FGF12	-0.412375
SLMO2	0.081625
SNTA1	-0.6225
CACNG2	0.50275
GCM1	1.244875
ELF1	1.79
TLR5	2.403
TCFL5	-1.02516666666667
RBMY2FP	-0.9425
LOC100125556	0.81525
FAM129B	0.595375
MAP3K7IP1	-0.1805
NCK2	-0.082
OXA1L	-0.45625
FMO9P	0.4185
ZSCAN12	0.2835
PSMD12	-0.656416666666667
HSCB	-0.939
CLDN10	-2.8065
MGC13053	-0.2585
HPCAL4	-0.927166666666667
ASZ1	-1.7565
MEX3D	0.593583333333333
NFAT5	-1.0948
CSPG4LYP1	0.179666666666667
FBXO3	0.8331
DVL1	-0.188
CMKLR1	1.15966666666667
TYMS	-3.746625
PEF1	0.9325
ZNF750	0.384166666666667
MCM5	-0.8077
MEGF11	-1.23075
KCNK7	-0.063
PTP4A3	1.23
C1QTNF2	-0.8475
OR6S1	0.631
FAM122B	-0.25125
ZNF551	-0.534125
HBQ1	-1.2705
GEMIN6	-0.88775
ARSK	-0.21575
RBP7	1.91783333333333
CPNE9	0.53225
DSC1	0.559
LOC730112	-0.58975
MAP2K4	1.409875
HS3ST5	-2.1935
EPB41L3	0.29875
TEKT2	0.495
CDKN2B	-0.0476666666666667
ZNF480	-0.8475
MAP3K6	0.5461
MAP6	2.75566666666667
HN1	0.0419
OR2L13	-0.3326
SLC16A11	0.2545
FAM96A	0.66675
APOL1	-0.36775
C5orf32	1.157
RTP1	-0.375166666666667
RNF175	-0.84275
ZBTB41	2.2995
AHCTF1	0.2268
SAE2	-0.2487
ITGA2	0.181333333333333
MME	-0.655833333333333
CCDC14	-1.09625
MAST4	2.10535714285714
KRT33B	-0.229
KCTD2	-0.0645
WDR26	1.043
MFI2	-0.524625
NR4A3	-0.090375
ARSA	0.80925
UNKL	-0.386833333333333
SULT6B1	0.357
CCNA2	-2.98283333333333
SOX15	-0.6045
PPAPDC1B	0.858333333333333
C19orf44	0.4075
MCAT	0.70825
ARID1B	0.253
OR52N1	1.099
C12orf48	-1.16075
MAGI1	-0.536375
NIPA2	0.08325
GBX2	-1.9105
RSHL3	0.55075
RAVER1	0.629666666666667
C15orf17	-0.2275
SLC30A2	0.0395
ZNF518	-0.31475
PCYT1B	-1.10325
C10orf114	-0.95525
EIF3H	0.591333333333333
SLC25A39	0.00283333333333333
KIF1B	-0.991125
AMOTL2	-0.471
C6orf120	0.971125
PSRC1	-2.504
PLA2G10	3.082875
KIF5C	0.401428571428572
MRPL37	-0.7395
C17orf62	0.708666666666667
C9orf135	-1.62433333333333
DUSP10	1.8522
CLCNKB	0.2925
PSMA5	-0.0355
C8orf53	-0.86525
AMPD3	0.822833333333333
PIAS1	-0.546
ADCYAP1R1	0.397
GYLTL1B	1.3655
CDH20	-0.178166666666667
FBXO7	-0.48075
TMEM134	1.79233333333333
FLJ14213	1.25616666666667
ZNF3	0.0725
LRRFIP1	0.82025
CNOT2	0.465083333333333
ABI3	1.896
ALDH5A1	-0.384333333333333
HNT	2.2591
SERPINA4	-2.4285
TK2	0.98
STMN1	-2.09266666666667
GUCA2A	0.0523333333333333
GALNT10	0.864857142857143
DPP6	-0.730944444444444
C9orf93	-0.52325
PRELID2	-0.835625
STK39	0.330375
SFTPA1	-1.4735
CKS2	-1.91055555555556
RHO	0.06
C20orf135	-0.07225
XKR3	-1.403
CR1	0.085125
RPS6KA2	0.770357142857143
C20orf112	0.6215
MRPL22	0.39925
C4orf23	0.836
GADD45B	0.8985
KLHDC1	1.11433333333333
C2orf48	-1.9915
ZNF287	1.143
DAAM2	-1.291
DPPA2	-2.9272
TCTN3	0.549333333333333
DNAJB11	0.013375
FPR1	2.953
DEFB4	0.013
PTCD2	-1.0206
SMOC2	4.80116666666667
CABP7	-0.21575
SERPINB11	-0.253
MAGEF1	-0.29325
NDE1	0.738166666666667
ITGA10	0.3885
FSHB	0.2705
ANXA2	1.98875
HORMAD2	0.42675
HLCS	0.55775
MCF2L	1.82925
FH	0.99175
TBC1D24	0.777
KIAA1505	1.384
LGALS2	-2.4375
CNBD1	-0.5735
SYNPO2L	1.14025
PTPN23	0.345214285714286
C1orf183	-0.933
MAGEA8	-2.7555
DGCR8	-1.828
GSR	-2.00425
PAQR7	0.421
ZNF676	0.1
CACNA1C	0.4894
SP7	0.0725
PDCD6	0.03775
NRN1L	-0.264
BRI3BP	-0.225166666666667
KIAA1183	0.4595
ASB4	0.29875
CCL23	0.7535
OBSL1	-0.198625
SLC12A7	1.5195
KIAA0240	0.985875
CD1B	-3.64616666666667
FCGR2A	0.70275
MDC1	-0.91825
HTR1A	0.0771666666666667
OCEL1	0.9705
ATP11B	-0.781375
FBXO34	-0.0708333333333333
PCDH12	3.6215
RPE	-0.53725
C17orf74	0.0015
CSDC2	0.617
PET112L	-0.036
TMBIM1	-0.009375
P2RXL1	-0.20325
TCHP	-0.20625
TRMT1	-0.786833333333333
F2RL2	0.1805
LRRC32	2.88516666666667
IMPG2	0.546
BGLAP	0.54125
LOC493869	-0.345416666666667
MRAS	1.127
SLC35F5	1.21675
CBWD1	0.162
AXL	-1.541
ATP2C2	2.994
TELO2	0.501
PNPLA3	-2.0505
PCDHB14	0.53375
CD276	0.56225
KRT80	-0.663875
DUSP28	-0.0865
CSNK1E	-0.33775
SRP14	1.5905
KCNQ4	-0.321
KRT72	0.888833333333333
CCDC117	-0.22575
C6orf89	0.605222222222222
TUBB2B	-3.7242
RTN4IP1	-0.58925
CR1L	-3.37366666666667
CEND1	0.435
C12orf41	0.303833333333333
RNF31	0.173
UBN1	0.51
C17orf32	0.867875
SLC5A7	2.19825
GPR92	0.846833333333333
ESAM	2.3085
CTNNA1	1.29858333333333
HRBL	0.2824
CBX4	1.055
TMEM182	-0.0465
SH3TC2	-0.132
IL10	1.1495
PXMP4	0.534
RNF167	0.3621
PAK7	-0.77475
ETV3	-0.251
ATPIF1	-0.7125
LOC554207	-1.8475
OR8H1	0.288
WDFY3	0.599125
DPM1	-0.65425
GPSM1	-0.278
WDR92	-0.276
LRP1	0.6515
ANKH	-0.93725
THUMPD3	-1.0065
POLR1B	-0.61775
OLFM4	1.48466666666667
RAD9B	0.9055
TSPY2	-2.7625
PAX6	-2.8015
SCG2	-3.40375
SLC17A6	0.20825
FMO3	2.281375
PADI4	-0.227875
TUBB4	-0.7043
NLK	-0.535
POU4F3	0.244
SDF4	0.26575
ITGBL1	2.06033333333333
NETO1	-2.029875
TAP2	-0.172625
ABBA-1	-0.03925
GNAI1	-1.2715
VPS4B	0.38475
NOPE	-0.7576
GALNT6	3.03783333333333
SESN1	0.551
GBE1	-1.98977777777778
CLASP1	0.17525
RASGEF1B	1.06375
ACOT11	0.131642857142857
AFAP1	1.10875
OR2H2	0.36925
DPY19L2P1	-1.175
DZIP1	-2.29475
SEC22C	0.0553333333333333
GPR161	-0.963333333333333
RNF146	0.8445
WDR74	-1.033125
GALP	-0.635
PURA	0.297
DNPEP	0.955666666666667
RP11-78J21.1	-0.522
ERBB2	2.377125
FANCM	-1.4065
NEO1	1.125
DDX3Y	-0.0035
RPS3A	-0.089375
MXRA7	0.0221428571428572
LGALS3	-0.245166666666667
GLT8D1	0.0465
CFL2	-1.81916666666667
UPB1	0.39475
NAP1L5	-0.461875
CLDN14	-0.77775
DHX38	0.248
BTBD1	0.4555
TARS2	0.930666666666667
ABCF1	0.0233999999999999
FCF1	0.0186666666666666
LRRC49	0.1925
GUCY1B2	-2.218
C1orf177	-0.0706666666666667
SMARCA4	0.0231428571428572
LRP8	-4.21533333333333
TAGLN3	-0.89425
MRPL14	-0.1115
TTRAP	0.34675
ZDHHC20	0.43375
NFE2L3	-1.89775
KIAA1377	2.025875
PALMD	0.0958
TMEM43	-0.436
TTL	-1.486875
STAT5B	-0.916166666666667
SSB	-1.00125
OR10H5	1.078
SLC22A13	-0.57175
AKAP3	-1.38725
TIMM23	0.285333333333333
OAS2	0.96725
KIAA0423	0.55975
TRIM11	1.20616666666667
GLIS3	1.2535
TMEM50B	1.2005
ARHGEF4	-1.7365
DEGS1	0.226545454545455
TBL1XR1	0.439766666666667
G6PD	-0.78
SP140	-0.6736
MUC17	0.142357142857143
NUDC	0.2269
DNAJC5B	2.38983333333333
SCARA3	-0.741166666666667
CPA3	5.612
BCAT2	1.235
MFN1	-0.1676
NRG3	-0.1705
SNX11	0.7645
PLEKHH1	-0.881833333333333
GPR177	0.3475
HCFC2	0.43475
TCAP	-0.8415
MOCOS	-2.04125
C14orf93	0.139
PRDM10	-0.119333333333333
SLC16A4	-1.258
SRGAP1	0.7805
VIP	0.64725
DUSP27	0.99
LILRA1	0.5497
MC2R	0.4175
MGC24103	-3.1025
MBTD1	-1.8815
FUT11	-0.526166666666667
USP33	0.4363
C15orf39	-1.586
MAP3K12	0.228625
PAAF1	-0.316
BARHL1	0.1465
FLJ16165	0.528
PIWIL2	-2.198
SYNE1	0.08275
CMTM4	0.649375
TSPYL1	1.4488
GUF1	0.276
TMEM157	1.968
WDR44	0.4605
HIST1H3C	0.50825
DKFZp666G057	2.264
RNPEP	1.46275
GAS2L2	-0.0856666666666667
ADH4	-4.309
GRPR	1.90366666666667
FBXL17	1.70025
ZBTB10	0.426916666666667
Gcom1	0.905444444444444
HTRA1	1.8223
ZNF585A	0.272833333333333
SLC26A2	-0.837142857142857
OTOP3	0.2045
WISP1	1.93788888888889
ATP2B4	-0.312083333333333
FLJ10769	0.71225
CRAMP1L	0.532875
CHST12	-0.86925
RAB22A	0.557833333333333
TARDBP	-0.334214285714286
STAU1	0.3835
CRB3	2.16266666666667
MIG7	-0.90825
CHMP1A	0.598
ZNF160	-0.000125000000000007
B3GALT6	-0.473375
BARX1	-2.0765
C6orf167	-1.17125
NXNL1	0.532
DHX29	0.80225
HADHB	0.222
PLXNB2	0.6635
ILDR1	-1.21225
SLC15A3	2.45225
GAS2	-3.39966666666667
C20orf69	-0.669
NUMB	-0.162
TNIP1	0.770625
MESP1	-0.849166666666667
PSKH1	0.09075
NSFL1C	0.372
RHOG	0.236
HEY1	-1.77716666666667
KNG1	-1.9075
ITGAX	1.9058
LIN9	-0.264666666666667
CANT1	1.67675
XRN1	-0.352571428571429
CCDC96	1.8512
HEATR6	-1.17716666666667
GNG7	0.0976666666666667
RUNX2	1.394625
SOX1	0.401666666666667
FCRL5	-0.0246
ZNF99	0.687125
FAM9A	0.323
SNX22	1.25216666666667
MBNL3	-2.29683333333333
ODC1	-3.2665
ADORA2B	-3.06
NR2F6	1.61475
