Hybridization REF	TCGA-AR-A1AH-01A-11R-A12D-07
C4BPB	-5.130375
CCL25	0.6535
ZNF253	1.22216666666667
CHRNA9	-3.37475
SOX11	4.372375
HIVEP3	0.334
CGN	2.58066666666667
C3orf35	-0.109625
PKD2L1	2.14825
SYVN1	0.270375
PDE8B	-0.35225
LOC439951	1.29025
LTC4S	2.17583333333333
MIF4GD	-0.8635
SMARCA2	1.0893125
TUBGCP6	-0.550333333333333
CABLES1	-0.0453750000000001
C16orf77	1.12583333333333
ZNF791	-0.23975
FUT5	-0.6085
ADH6	-1.44533333333333
P4HB	0.14925
CLDND2	-0.661
ALKBH8	0.26
PLAC4	-1.53875
F11R	0.664071428571429
MGC35295	0.487
PDZD4	-0.181333333333333
LOC389073	-0.674
FAM80B	0.561666666666667
PSMB1	-0.156
TXN	-0.836333333333333
VIPR1	-0.0165
WBSCR18	0.6225
EXOSC6	-0.505166666666667
ACTA2	3.20583333333333
SP5	-3.80016666666667
ANKRD1	-2.6765
DDR1	1.3982
ATP6V1D	-1.04375
PTGS1	-2.51341666666667
RNF157	-1.99625
DCC	0.138
SPAG7	-0.23925
FBXO18	0.2285
UBE3C	0.0108
HOXC6	0.7845
LRP2BP	-0.730666666666667
MYST2	-0.439
PDSS2	0.00775
ATE1	-0.5995
ARAF	-0.3555
KLF10	-1.2935
PLA2G2E	0.30575
ASCL1	-0.944
TSNAXIP1	1.3475
FAM131B	-0.562625
IFNA10	-1.0035
NUP43	0.1495
FAM44B	-0.181875
L1TD1	-5.37433333333333
NMD3	-1.04466666666667
C18orf54	0.351
PHOSPHO1	0.1475
RAG2	-1.2095
EMILIN3	-0.267
METTL3	-0.65025
VPS13C	-1.082375
REXO2	0.35825
ANXA4	-0.52175
CA1	-0.8165
DCP1B	0.6055
TULP3	-0.3425
ATP2A2	0.0394285714285714
ATIC	-0.60575
ADAM15	1.23683333333333
NPL	0.9215
LGR4	0.365875
UEVLD	0.247666666666667
GAB1	0.30525
SNAI2	-0.495
ZGPAT	-0.1816
SNF1LK	0.000874999999999959
DLEU1	-1.3945
UBE2Q1	0.735
ZMYM6	0.012375
JPH3	-2.43983333333333
FAM38A	-0.204083333333333
PXK	-0.184833333333333
DENND2D	1.36175
BAX	-0.875083333333333
CP	-5.38527272727273
RPL37	0.0937
G6PC3	-0.428625
NCOA4	0.218166666666667
LRRC14	-0.38375
GORASP1	0.278
FCHO2	0.4495
CYP24A1	-2.7506
FXYD3	-1.660375
SMARCAL1	1.06175
ABCB8	-0.181
CCDC44	0.08075
PRDM7	-2.93775
USH1C	-1.21775
DNAH5	-0.4336
SRF	0.660333333333333
MAL2	0.547333333333333
PGPEP1	-0.6135
SIN3B	-0.4915
SEMA3C	-2.30883333333333
GRAMD3	1.96375
FBXO10	0.29775
OR5D13	1.6115
FLJ31818	0.435625
CACNA1I	0.97575
S100A13	-0.685
TP63	1.40614285714286
ANXA11	-1.098
WDR66	0.444
CSF2RB	0.3735
IFI44	-0.00175
DACT1	0.749166666666667
ANKRD23	-1.342625
ATP5G1	-1.0295
C21orf70	-0.520833333333333
PPWD1	-1.2965
DNAJC13	-0.6615
PAH	-4.75733333333333
PTCH2	0.28025
TRMU	-0.38425
CCDC9	1.1755
USP3	-0.627
DCLRE1C	0.4138
FAM55C	-1.0555
FRMD4B	0.68275
CYP2R1	0.44975
RFPL1	-0.5955
XPO5	0.28975
ARL6IP2	1.5015
OSBPL5	1.093
MMP9	3.15036363636364
KIAA0802	-1.08125
DHRS2	-4.814
SGEF	0.28725
TXNDC10	-0.2752
EXOC6	-0.79725
RPS27	0.684833333333333
PNCK	-0.866666666666667
FSTL1	-1.46025
AACS	-0.821
SLMAP	0.1856
SAMD4A	-0.7184
ABRA	0.823
SMARCD3	1.263
PKNOX2	-1.5955
A4GNT	0.068
C9orf39	-2.14683333333333
RALYL	0.37725
MGC33556	-2.151
C10orf25	-0.323
BBOX1	6.749
NHEDC1	-0.66
XDH	4.462
GCSH	-1.6175
EDN1	-0.503
MTERF	0.43075
CLK4	-0.121375
ZNF799	0.474833333333333
KCNG1	-0.484
CXCR4	1.33983333333333
PTPRR	-0.38525
IRAK1	-0.343875
LOC401397	0.3675
TMSB10	1.47342857142857
CXCL3	-0.1873
TMC4	1.87675
OR7A10	0.454
STYK1	2.41125
CHRNA10	0.661
CCNI	0.35625
EP300	0.698785714285714
LOC165186	-0.485333333333333
HIC2	-2.5
SDR-O	0.462
OR2W1	-0.442
KCNA6	0.241
TRIM74	-1.8285
REEP6	-3.25725
ATP5G2	-0.121
ERG	0.128625
TMEM42	-1.6455
PARN	0.385833333333333
SOD2	1.652375
DIRAS1	0.657333333333333
PNPT1	0.183
JOSD3	-0.33225
hCG_40738	0.792
PDE1C	1.16225
SEMA4D	0.18
AGPAT1	0.793
NOSTRIN	-0.717875
MAP3K3	-0.974
MAX	0.245357142857143
CAPS	-0.260333333333333
SERPINA12	0.3745
OSBPL8	0.76325
RICS	2.1015
NR4A2	1.66416666666667
PPCS	0.895333333333333
LONP1	-0.98175
SCYL3	1.7885
HERC2P2	-0.940833333333333
FIBCD1	-0.542
C15orf41	0.04575
DMC1	-0.650666666666667
C20orf27	-1.16725
RPS6KA5	-2.586
FAHD1	-0.414333333333333
SLC12A4	-0.6535
BRCA1	-0.98025
GBL	-0.313
SLK	-0.1575
NUDT9P1	-2.478
NOXO1	3.532
USP52	-2.7
BAZ1B	0.727
SLCO2B1	1.2575
BBS12	0.629333333333333
LRGUK	0.715666666666667
TERF2IP	-0.429
COL1A1	4.126
KIAA0090	-0.070125
GRK5	-0.723666666666667
AP1S2	-1.1948
TMEM52	0.239333333333333
CA11	-1.834375
OR4A15	0.4345
ACBD3	1.5643
SPAG11B	0.15075
PRDM2	0.494
FOXP3	0.39025
SMYD3	-0.7084
LOC389199	1.205
LGI2	0.6585
NAPE-PLD	-0.1426
ANKRD6	2.5385
WDR45	0.259833333333333
SHROOM1	-2.485
PSCD3	0.5235
PYY	0.542
KCNC1	-1.8965
ARHGEF9	1.3279
OR8J1	0.54075
GPR55	-0.0556666666666667
NS3BP	-1.285
C10orf22	0.986166666666667
NAT8L	-2.34875
DUSP4	-0.7425
FOXM1	-0.660833333333333
GRAMD2	1.8205
ZBTB48	0.0981666666666667
BUD31	0.0515
PABPC5	2.163
CCDC41	0.186
FBXO11	0.84125
C6orf148	0.105
RFXAP	-0.836
C6orf15	4.1495
CDK8	0.296666666666667
C6orf70	0.1925
TESSP2	-0.4275
ALG2	-0.15425
PPP1R3D	0.69075
TPM3	0.753
SYT13	2.77075
EPB42	-1.02933333333333
CETN3	-1.66175
PRY	0.0995
NTHL1	-0.543833333333333
POLR2B	-0.0035
RPS28	0.809666666666667
P2RX3	0.44125
LYZL4	0.56175
WBP4	-0.5192
PMM1	-0.9175
C11orf79	0.79775
CBLL1	0.473
IL1F10	0.665166666666667
VAX2	1.6965
SETDB1	0.919333333333333
LRAP	-1.90283333333333
GCLM	1.25833333333333
CPEB3	-0.30875
PPM1A	-0.0133125
INTS1	-0.05675
CAMTA1	-0.71925
SAMSN1	-3.07675
LOC158830	-2.93233333333333
GMPPA	0.3115
AIPL1	-0.72325
IL24	-0.593416666666667
BDKRB1	-3.00816666666667
MLF1	0.8046
TAF12	-1.07875
ID1	-2.7265
THADA	0.864875
PIK3CB	-0.791
OR4N5	2.225
TBC1D17	-0.102
COX8A	-0.54125
CDCA4	-0.258
C2orf44	-0.365
ZNF534	-0.9725
IMMP1L	1.6235
NIPSNAP3B	-0.105125
FTMT	0.316875
PWP2	-0.0866666666666667
MMP15	-1.8909
DNAH11	-0.9435
MTMR14	0.105625
DNAL4	-0.119
IPP	1.07775
TMEM59	1.443625
C1orf157	1.156
RGS4	-0.739833333333333
DDX18	-0.404
SNX6	-0.60375
ZNHIT2	1.54483333333333
NCDN	-1.13633333333333
FLJ33534	2.825
RAG1	-1.433875
OR4D10	0.1955
PTPN5	-0.078
POMT1	-0.550125
LRRC8A	0.1197
CYP1A1	-1.41825
CAPN1	-0.209
DDHD2	0.536875
GRIK2	-1.174
GNRHR	0.96075
PPBP	0.77225
HTR3A	-0.7135
SLITRK4	1.6485
ANKRD49	0.594
BTF3	-0.9109
SARS	-0.38125
C13orf18	0.788166666666667
CACNB1	0.3035
QKI	0.169590909090909
SETMAR	0.90225
MAN2B1	0.972166666666667
EML3	-1.04675
ACADL	0.827
OFD1	0.87475
DEFB114	0.974
CGA	-3.4271
PEX16	0.4255
LRRC10	-0.184
GNG12	0.006
C1orf152	-0.0785
CHRM1	0.3345
CD53	-1.319625
DBH	-0.32375
TFAP2B	3.127625
HIST1H2BJ	-0.9515
FAM46D	1.6665
TMEM11	0.09075
C3orf32	-2.42575
PCCB	-1.363875
IPO13	1.365
C6orf105	2.4055
COMMD5	-0.24175
SUV420H1	0.5892
LTBR	1.9905
ARHGAP15	-2.231125
HDHD2	0.377
TDRKH	0.474166666666667
LOC401052	0.7085
PSG4	-2.91
GNB4	-1.1521
SPATA4	-0.17875
SLC9A3	-0.8885
OSBP	1.034
NBPF3	0.341
DOCK11	-1.7345
SLC39A5	-1.90516666666667
PRR5	1.0424
C10orf63	0.950875
SMTNL2	-2.0845
ADRA1A	0.72775
ASAH1	1.3298
DOM3Z	0.3388
GIPR	0.973166666666667
AHI1	1.00575
NADSYN1	-0.546333333333333
RGS14	-0.8392
IL18BP	0.4293
RTN4RL1	-0.459833333333333
ARMC6	-0.11525
PSMD5	-0.408166666666667
HK3	1.0358
OR4S1	0.22125
RSU1	1.6383
MAD2L1	-1.11744444444444
EIF4A3	-0.2705
DLEC1	-0.212166666666667
E4F1	0.984333333333333
CHMP2B	0.3225
CAMSAP1	-0.348
RPS21	0.4285
ARID5A	2.6435
UBE2N	0.479
IGSF8	0.428333333333333
MAGEB6	-1.5425
ACAD11	-1.6924
MGC4172	-0.59925
LMO4	4.40175
KLKB1	0.1615
HP	-0.896
HDAC3	-0.0425
SCHIP1	-0.135
CLCA1	0.751
OLFML2A	0.78825
C1orf112	1.36275
KIF19	0.366333333333333
HAPLN4	-0.1649
CXCR7	-0.360166666666667
GOT2	-1.0832
RAB38	-0.070625
DCX	4.48675
PPM1H	-0.607333333333333
NFYC	0.90825
KIN	0.62525
ZNF228	2.91775
PLSCR4	0.753833333333333
HIG2	0.46275
FAM79B	3.5695
C21orf86	-0.2522
KCNK10	-0.182
ZNF738	1.069125
FSTL5	0.326333333333333
OR6A2	0.688
OTOA	0.277
EXOC1	-0.262625
AHRR	-2.79175
PDAP1	-1.1595
C19orf6	-0.731125
ZAN	0.76275
LY6G6E	-0.2435
EIF4E2	-0.107
C20orf198	0.2145
ZNF324	0.4285
CYP3A5	-3.6815
ENTPD7	1.291
MBOAT5	-0.167333333333333
GJB5	-2.02125
TTC13	0.99475
S100Z	-1.32983333333333
KIAA0664	0.176833333333333
PDGFRB	1.44208333333333
IL17D	0.209
OR56B4	0.00600000000000001
RDX	-0.456333333333333
SLC34A3	1.0805
IL28B	-0.3625
JUND	0.84475
CHRNB1	-0.301125
CAMK2B	1.22125
FETUB	-0.98
CXorf23	1.31
MRTO4	-1.053125
TTC3	1.6127
NDUFB8	-0.982666666666667
EDG2	-0.64275
SEMA3G	-0.87275
IL23A	-1.914
GRHL1	4.1888
LOC441054	-1.0445
WDR65	1.072
PSTK	-0.91025
STOML3	0.161333333333333
R3HDM2	-0.2728
C5	-2.31975
SLC2A10	-0.486
C3orf22	0.679
PAQR3	0.271384615384615
ANKRD26	-0.453916666666667
HCRTR1	-0.4205
LOC399947	-0.408
PSD2	-0.94475
TIGD2	0.895833333333333
SCRN1	-4.191
COQ10A	-1.923
DDI2	0.457
METTL7B	1.06066666666667
UCN2	0.63775
FAM92A3	0.0535
WDR16	0.03425
ZNF511	-0.566833333333333
ZMYM5	-0.31225
POLR3G	-1.62925
ZNF586	0.5515
C1orf49	0.27
TANK	1.28716666666667
RCAN1	-0.177666666666667
PELI3	1.4565
LIMD2	-1.36083333333333
TMEM189	-0.058
NTN4	-2.869375
LOC151300	1.1465
CLEC2A	-2.126
GPR135	-0.579625
DPYSL4	-3.0672
JAK2	-0.9085
TSHZ1	-0.109166666666667
TM9SF4	-0.164375
ZNF264	1.29683333333333
SIRPG	0.402625
BICD1	-0.23875
HERC6	-0.131333333333333
METTL5	0.023
CASP1	1.54975
PRRT1	0.06
PLA2G4C	0.834
ICA1L	0.135857142857143
TPTE2	0.527833333333333
OTUD7A	1.24433333333333
AQP11	-1.83775
APOA2	-4.8565
KALRN	1.2466
SECTM1	-0.835416666666667
IFNAR1	-0.05625
TALDO1	0.43
RAB11FIP4	0.409416666666667
EIF5A	-1.795
FAM49A	2.25675
NEGR1	-0.396166666666667
YTHDC2	-0.07025
EHD2	-1.561
NCF1	0.737
SCRT2	1.608
HOXA5	1.33933333333333
NUP133	0.53825
FGF12	-1.198
SLMO2	0.06025
SNTA1	-0.503875
CACNG2	0.086875
GCM1	0.634
ELF1	-0.173833333333333
TLR5	2.90925
TCFL5	0.283833333333333
RBMY2FP	-0.468
LOC100125556	0.34225
FAM129B	0.417625
MAP3K7IP1	-0.367875
NCK2	1.0515
OXA1L	-1.03825
FMO9P	0.574
ZSCAN12	0.0955
PSMD12	0.217666666666667
HSCB	-1.24375
CLDN10	-2.98275
MGC13053	-1.05575
HPCAL4	-0.920666666666667
ASZ1	-0.159
MEX3D	0.663416666666667
NFAT5	-0.7076
CSPG4LYP1	-0.287166666666667
FBXO3	0.4283
DVL1	1.74183333333333
CMKLR1	1.10766666666667
TYMS	-1.695625
PEF1	0.262
ZNF750	3.0895
MCM5	-0.9355
MEGF11	-0.853
KCNK7	0.213
PTP4A3	0.8345
C1QTNF2	-1.75983333333333
OR6S1	0.8205
FAM122B	-0.81625
ZNF551	0.470625
HBQ1	-2.3965
GEMIN6	0.4425
ARSK	-0.709
RBP7	0.570666666666667
CPNE9	0.08125
DSC1	2.6005
LOC730112	-0.73075
MAP2K4	0.748125
HS3ST5	-0.929
EPB41L3	-1.6825
TEKT2	0.17125
CDKN2B	1.26666666666667
ZNF480	-1.1515
MAP3K6	0.2342
MAP6	2.31683333333333
HN1	1.038
OR2L13	0.5792
SLC16A11	0.06125
FAM96A	-1.144
APOL1	-1.37475
C5orf32	-0.74775
RTP1	-0.654833333333333
RNF175	-1.111125
ZBTB41	1.33525
AHCTF1	1.3299
SAE2	0.568
ITGA2	-0.939
MME	-1.59033333333333
CCDC14	-0.696
MAST4	0.494428571428571
KRT33B	-0.8175
KCTD2	0.337166666666667
WDR26	0.489583333333333
MFI2	-0.236125
NR4A3	-0.518
ARSA	1.3705
UNKL	-0.7025
SULT6B1	0.211
CCNA2	-1.85983333333333
SOX15	-0.271
PPAPDC1B	0.130083333333333
C19orf44	0.036
MCAT	0.870833333333333
ARID1B	0.76775
OR52N1	1.3355
C12orf48	-0.41025
MAGI1	-0.4545
NIPA2	-0.49475
GBX2	-2.09025
RSHL3	0.618625
RAVER1	0.6785
C15orf17	-0.85925
SLC30A2	2.54475
ZNF518	-0.65475
PCYT1B	-1.33925
C10orf114	-1.3525
EIF3H	0.390916666666667
SLC25A39	-0.6105
KIF1B	0.54525
AMOTL2	-0.52575
C6orf120	0.834
PSRC1	-0.6445
PLA2G10	-0.961625
KIF5C	-0.010625
MRPL37	0.734
C17orf62	-0.001
C9orf135	-1.7375
DUSP10	2.1358
CLCNKB	-0.2055
PSMA5	0.34925
C8orf53	0.431
AMPD3	0.247
PIAS1	-0.72275
ADCYAP1R1	0.1335
GYLTL1B	2.20075
CDH20	0.408666666666667
FBXO7	-1.199
TMEM134	0.703
FLJ14213	-0.495833333333333
ZNF3	0.55725
LRRFIP1	-0.096875
CNOT2	0.649333333333333
ABI3	1.52875
ALDH5A1	0.15025
HNT	1.7301
SERPINA4	-2.80575
TK2	-0.750916666666667
STMN1	-0.822888888888889
GUCA2A	0.0921666666666667
GALNT10	-0.731
DPP6	-0.68695
C9orf93	-0.23
PRELID2	-0.814375
STK39	0.22875
SFTPA1	-0.9085
CKS2	-1.34733333333333
RHO	-0.386875
C20orf135	0.25575
XKR3	-2.297
CR1	0.244875
RPS6KA2	-0.192
C20orf112	0.50325
MRPL22	-0.35025
C4orf23	0.507833333333333
GADD45B	-0.2105
KLHDC1	-0.385166666666667
C2orf48	0.886
ZNF287	1.141
DAAM2	-0.396
DPPA2	-3.36516666666667
TCTN3	-0.454833333333333
DNAJB11	0.0727500000000001
FPR1	3.301
DEFB4	0.124
PTCD2	-0.6498
SMOC2	3.94783333333333
CABP7	0.6495
SERPINB11	0.01825
MAGEF1	-0.0835
NDE1	-0.598
ITGA10	0.123
FSHB	0.299
ANXA2	-0.34875
HORMAD2	-0.25975
HLCS	1.02375
MCF2L	1.23875
FH	0.7655
TBC1D24	1.4005
KIAA1505	0.6025
LGALS2	-3.04175
CNBD1	-0.303
SYNPO2L	-0.829
PTPN23	-0.335714285714286
C1orf183	0.3485
MAGEA8	-2.48625
DGCR8	-1.31575
GSR	-1.75725
PAQR7	-0.465
ZNF676	1.014
CACNA1C	-0.6827
SP7	0.036
PDCD6	-0.67125
NRN1L	-1.8345
BRI3BP	0.104166666666667
KIAA1183	0.2335
ASB4	0.10125
CCL23	-0.1951
OBSL1	1.299125
SLC12A7	-0.651916666666667
KIAA0240	0.84825
CD1B	-3.54616666666667
FCGR2A	0.686
MDC1	-0.9135
HTR1A	0.401833333333333
OCEL1	-1.54175
ATP11B	-0.175875
FBXO34	0.168666666666667
PCDH12	3.65933333333333
RPE	-0.1565
C17orf74	0.2865
CSDC2	0.265
PET112L	-0.21725
TMBIM1	-0.3925
P2RXL1	-0.09225
TCHP	-0.07625
TRMT1	-0.806
F2RL2	-1.84418181818182
LRRC32	2.0295
IMPG2	0.084
BGLAP	0.87
LOC493869	-0.261916666666667
MRAS	2.879625
SLC35F5	0.29375
CBWD1	-0.5305
AXL	-2.978375
ATP2C2	-2.05975
TELO2	-0.11275
PNPLA3	-2.6595
PCDHB14	0.5235
CD276	0.13175
KRT80	-1.4225
DUSP28	0.0465
CSNK1E	-0.451333333333333
SRP14	-0.135
KCNQ4	-0.2195
KRT72	0.326
CCDC117	-0.721625
C6orf89	-0.0222222222222222
TUBB2B	-3.15333333333333
RTN4IP1	0.06225
CR1L	1.36183333333333
CEND1	0.612
C12orf41	-0.733333333333333
RNF31	0.25925
UBN1	0.343333333333333
C17orf32	0.107
SLC5A7	-0.499
GPR92	-0.7635
ESAM	2.2261
CTNNA1	-1.31641666666667
HRBL	0.2924
CBX4	-0.21225
TMEM182	1.26875
SH3TC2	-0.720833333333333
IL10	0.533
PXMP4	-3.185
RNF167	-0.1742
PAK7	1.56133333333333
ETV3	0.0105
ATPIF1	-0.912333333333333
LOC554207	-1.595
OR8H1	0.09275
WDFY3	1.029625
DPM1	-0.25175
GPSM1	0.1155
WDR92	0.471
LRP1	0.896666666666667
ANKH	0.25725
THUMPD3	-0.40925
POLR1B	0.915
OLFM4	1.49466666666667
RAD9B	0.784
TSPY2	-4.2405
PAX6	-2.30966666666667
SCG2	-2.57325
SLC17A6	-0.108
FMO3	1.28725
PADI4	-0.005
TUBB4	0.0183
NLK	-0.74075
POU4F3	-0.05
SDF4	0.972
ITGBL1	0.239666666666667
NETO1	-1.59975
TAP2	-0.014625
ABBA-1	-0.0925833333333333
GNAI1	-0.227
VPS4B	0.58825
NOPE	-0.8594
GALNT6	-0.820166666666667
SESN1	0.374875
GBE1	-2.58066666666667
CLASP1	-0.7905
RASGEF1B	1.314875
ACOT11	-0.466357142857143
AFAP1	0.151
OR2H2	0.1305
DPY19L2P1	-0.45975
DZIP1	-0.9895
SEC22C	-0.852833333333333
GPR161	1.70391666666667
RNF146	2.485
WDR74	0.211875
GALP	0.1145
PURA	-0.054
DNPEP	0.730666666666667
RP11-78J21.1	-0.94975
ERBB2	2.595
FANCM	-0.64125
NEO1	1.05166666666667
DDX3Y	-4.7058
RPS3A	-0.056
MXRA7	-0.330214285714286
LGALS3	-3.15783333333333
GLT8D1	-0.6835
CFL2	-2.1805
UPB1	0.22525
NAP1L5	-1.557
CLDN14	-1.4765
DHX38	-0.5755
BTBD1	-1.0675
TARS2	0.1375
ABCF1	0.4251
FCF1	-0.0995
LRRC49	0.17625
GUCY1B2	-1.4565
C1orf177	0.959333333333333
SMARCA4	0.4635
LRP8	1.327
TAGLN3	-0.302
MRPL14	0.00975
TTRAP	-0.34425
ZDHHC20	1.84125
NFE2L3	-0.69575
KIAA1377	-0.246875
PALMD	0.8067
TMEM43	0.1115
TTL	0.531875
STAT5B	-0.812333333333333
SSB	-0.3765
OR10H5	0.028
SLC22A13	-0.5855
AKAP3	1.012
TIMM23	0.815
OAS2	0.342333333333333
KIAA0423	-0.15875
TRIM11	0.7575
GLIS3	0.2395
TMEM50B	0.825666666666667
ARHGEF4	0.71475
DEGS1	-0.0180909090909091
TBL1XR1	0.0130333333333333
G6PD	-2.22075
SP140	-0.4083
MUC17	0.216285714285714
NUDC	-0.754
DNAJC5B	0.4845
SCARA3	0.649166666666667
CPA3	3.37583333333333
BCAT2	-0.665375
MFN1	-0.0252
NRG3	-0.3255
SNX11	0.0605
PLEKHH1	0.328833333333333
GPR177	-2.3905
HCFC2	1.1975
TCAP	-0.06675
MOCOS	-1.1155
C14orf93	-1.0095
PRDM10	0.272833333333333
SLC16A4	0.00700000000000004
SRGAP1	-0.484
VIP	1.16175
DUSP27	-0.233
LILRA1	0.3883
MC2R	-0.2235
MGC24103	-3.0245
MBTD1	-1.763
FUT11	-0.420166666666667
USP33	1.8211
C15orf39	-0.49
MAP3K12	-0.786625
PAAF1	-1.04183333333333
BARHL1	0.148
FLJ16165	-1.1335
PIWIL2	-2.74475
SYNE1	-1.0115
CMTM4	0.022625
TSPYL1	0.654
GUF1	-0.716833333333333
TMEM157	0.4535
WDR44	-0.04075
HIST1H3C	-0.1055
DKFZp666G057	0.92325
RNPEP	-0.114
GAS2L2	0.2675
ADH4	-4.4205
GRPR	-0.3565
FBXL17	1.417
ZBTB10	0.498083333333333
Gcom1	-0.341555555555556
HTRA1	0.3583
ZNF585A	0.868666666666667
SLC26A2	-0.455384615384615
OTOP3	0.785666666666667
WISP1	0.940333333333333
ATP2B4	-0.758666666666667
FLJ10769	-0.306
CRAMP1L	0.447875
CHST12	-0.997
RAB22A	0.673333333333333
TARDBP	-0.260071428571429
STAU1	0.14475
CRB3	2.2035
MIG7	-0.53925
CHMP1A	-0.672
ZNF160	0.8635
B3GALT6	1.481375
BARX1	-1.524
C6orf167	0.1859375
NXNL1	0.3655
DHX29	0.44875
HADHB	-0.40925
PLXNB2	0.546625
ILDR1	-1.31575
SLC15A3	0.71675
GAS2	-2.81166666666667
C20orf69	-0.345
NUMB	-0.0875
TNIP1	-0.073625
MESP1	-0.446166666666667
PSKH1	0.10625
NSFL1C	0.3175
RHOG	0.04875
HEY1	-2.7385
KNG1	-1.873125
ITGAX	1.1504
LIN9	0.997
CANT1	0.122375
XRN1	-0.173571428571429
CCDC96	0.393
HEATR6	-1.03683333333333
GNG7	-0.00358333333333334
RUNX2	0.5468125
SOX1	0.7225
FCRL5	-0.0467
ZNF99	1.33275
FAM9A	1.5
SNX22	0.328
MBNL3	-0.9795
ODC1	2.2098
ADORA2B	-2.37966666666667
NR2F6	1.3835
ZFYVE16	-0.197611111111111
SYNJ2BP	-0.6137
POLE	-0.05775
E2F2	-0.661875
THRA	-1.83966666666667
PTGES2	-1.04616666666667
HIP1R	0.917833333333333
TMUB1	-0.350833333333333
ENO3	-2.72
RSPH10B	0.4435
CXorf39	1.582
IRGC	0.33725
GPR109B	-1.38525
FLJ13305	-0.0615
LCE3A	-0.0615
TNFRSF18	1.3895
DET1	-0.86
TRPM3	-0.730333333333333
C16orf79	-0.603
FECH	0.405333333333333
RAP2A	0.846166666666667
CRIP1	-0.857333333333334
AZIN1	-0.01325
SLC7A7	2.1725
IL10RA	0.1792
TMEM64	-2.11475
CDC42EP4	0.8251
C16orf58	0.4781
ARG2	-1.5005
POU5F1P4	-5.544
FAM62B	0.33225
DNAH8	-2.6512
ASH2L	0.374625
TSLP	-1.61533333333333
CNTNAP5	0.039
TMEM16C	-0.753333333333333
IFNA14	0.566
SLC1A3	0.793375
CABYR	2.45375
BCL7B	-0.1465
NUDT13	-1.642
C13orf28	-1.087
C1orf53	1.148
ARL6IP4	0.8368
RPL35A	0.41
EMR3	1.18375
RAB40C	1.16091666666667
SLC41A1	-0.123666666666667
LRCH1	0.06225
LY6G5B	-0.26
FAM124A	1.64235714285714
MGC10981	-3.82566666666667
CLIP3	-0.5949
MAP4K2	0.524
CHIC1	-2.66475
SULF1	1.89133333333333
C20orf30	-1.01171428571429
PRDM5	-1.264375
ELOVL1	0.52075
C11orf48	-0.344
SLC39A10	1.8955
KCNV1	0.1975
ACP1	-0.628333333333333
ZMYM2	-0.402
B3GNT6	0.041
C9orf69	0.05625
C2orf15	1.36575
C20orf166	-0.5475
HSP90AA6P	-1.286
EDG7	-0.535
NEURL	-1.511875
LPL	1.2705
CLEC2D	-0.443857142857143
GRRP1	1.698
CD8B	-4.0974
HIST1H3D	-0.340666666666667
SLC6A12	-0.74675
FAM27L	0.498
CD84	0.4504
RASA1	-0.9165
PHKG1	-0.0885
MAGEA11	-1.1315
IMPA1	-0.8849
NPM3	-0.39075
RARRES1	5.67075
SH3BP1	0.71
B3GNTL1	-0.0845
ARPC5L	-0.185
KLHL26	0.43525
SIM2	2.877
GJC1	0.7425
C20orf194	-0.0285
EXO1	0.3295
SLC2A2	-2.56666666666667
LOC285074	-1.14875
LRG1	-0.63825
KIRREL	-0.481
PIK3R1	1.58535714285714
C4orf34	-1.37775
MAF	-1.61444444444444
ADCY4	3.42916666666667
ZMIZ2	1.0665
SLC46A3	0.466166666666667
STAMBP	0.288833333333333
CCDC16	0.558
MS4A12	-0.2755
TCF20	0.513
LRRC46	-0.57325
C20orf152	0.127
MRPS6	-0.544875
ABCB11	-0.932
KCNC2	0.381166666666667
CDH19	-2.09883333333333
C9orf123	-0.635166666666667
SSH3	0.1195
LDLRAD1	-2.80675
CCBE1	-0.7855
ZNF135	-1.528625
TAAR1	0.6105
WFDC12	0.338
CCDC42	-0.1442
FLJ12529	0.31475
PER1	-0.2595
TIMM50	-0.242666666666667
SMARCAD1	-0.25
FAM26C	0.6125
TP53TG3	-2.17083333333333
SH3RF1	0.7178
LMCD1	0.63475
GPR63	1.117
FLJ21986	-2.627875
AIFM3	-1.625
MICAL1	-0.640333333333333
BLZF1	0.66
IQCA	-0.112333333333333
PCDHGC3	-0.6045
SAC	-0.06475
BCL6B	2.03483333333333
DDO	-2.0045
MARCO	3.1315
DCHS1	0.265333333333333
C1orf170	-1.15616666666667
CD200R1	0.490166666666667
C22orf15	-0.3895
SEPT11	0.7425
ADNP	0.48975
UST	-0.9416
C13orf34	-0.137666666666667
RFFL	-0.211928571428571
APBA3	-0.2565
C2orf60	-0.074125
CUTL1	-0.5424
PMS1	0.29975
ZNF689	-0.8285
EIF3E	-0.268
IL9	-0.907666666666667
RPL31	-0.098
LY9	-0.258
ATP2B3	0.38075
KDELR2	1.46295833333333
TFCP2	0.26925
NLRP12	0.1585
FLJ45422	1.2505
TLE4	-0.3856
ZNF570	0.811
FLJ43806	-1.077
TLK2	0.1655
CIR	0.902
MARS2	1.367
COL24A1	0.3645
SDF2L1	-1.3205
HIBADH	0.336166666666667
IGFBP3	-2.6165
C12orf23	1.154125
PSPC1	-0.063
C20orf43	-0.08575
TRAV20	0.345
ARHGAP24	-0.0265
KIAA1975	-0.54575
C1QA	3.6706
DNTT	-4.25333333333333
C10orf6	-0.6275
C11orf41	0.887625
HNRPF	0.44875
COL11A1	6.06716666666667
UBAP2	-0.782833333333333
