Hybridization REF	TCGA-BH-A1F0-01A-11R-A137-07
PEX16	0.780833333333333
LRRC10	-0.3085
GNG12	-0.208
C1orf152	0.7285
CHRM1	0.564
CD53	2.558625
DBH	-0.89225
TFAP2B	-0.918
HIST1H2BJ	-0.307333333333333
FAM46D	0.966
TMEM11	0.50575
C3orf32	-1.89375
PCCB	-0.660875
IPO13	0.42675
C6orf105	-1.79125
COMMD5	0.76475
SUV420H1	-0.3273
LTBR	0.715
ARHGAP15	0.79225
HDHD2	-1.069
TDRKH	1.325
LOC401052	-0.164
PSG4	-0.549
GNB4	1.596
SPATA4	-1.17675
SLC9A3	-0.2435
OSBP	0.165833333333333
NBPF3	-0.44675
DOCK11	0.6815
SLC39A5	-1.713
PRR5	0.975
C10orf63	-0.01325
SMTNL2	0.032
ADRA1A	-0.29075
ASAH1	1.73
DOM3Z	0.4082
GIPR	0.886833333333333
AHI1	2.2665
NADSYN1	-0.0755
RGS14	0.3093
IL18BP	2.0222
RTN4RL1	-0.849833333333333
ARMC6	-0.463
PSMD5	-1.0155
HK3	3.487
OR4S1	0.598
RSU1	1.4387
MAD2L1	-2.155
EIF4A3	0.2075
DLEC1	-0.200166666666667
E4F1	0.3385
CHMP2B	1.3178
CAMSAP1	-0.59425
RPS21	-0.706166666666667
ARID5A	1.11825
UBE2N	-0.35
IGSF8	0.837833333333333
MAGEB6	-0.263
ACAD11	-1.6976
MGC4172	0.932
LMO4	1.5575
KLKB1	0.57075
HP	-0.659
HDAC3	-0.5445
SCHIP1	0.33125
CLCA1	-0.107
OLFML2A	0.922
C1orf112	-0.13975
KIF19	2.843
HAPLN4	0.1542
CXCR7	1.60283333333333
GOT2	-0.834
RAB38	-1.735875
DCX	2.5065
PPM1H	-0.28575
NFYC	0.7895
KIN	0.73775
ZNF228	0.165
PLSCR4	2.80516666666667
HIG2	-0.44625
FAM79B	3.2355
C21orf86	-0.4253
KCNK10	2.402
ZNF738	-0.88075
FSTL5	-1.79683333333333
OR6A2	0.1425
OTOA	1.60416666666667
EXOC1	0.673375
AHRR	-2.029375
PDAP1	-1.85683333333333
C19orf6	-0.16425
ZAN	0.46925
LY6G6E	0.172
EIF4E2	-0.1345
C20orf198	-0.5895
ZNF324	-0.03425
CYP3A5	-3.164
ENTPD7	0.504
MBOAT5	-0.5385
GJB5	2.2715
TTC13	0.6595
S100Z	-0.756166666666667
KIAA0664	-0.285666666666667
PDGFRB	2.36125
IL17D	-0.0535
OR56B4	0.1355
RDX	-0.741166666666667
SLC34A3	0.4525
IL28B	2.373
JUND	1.35175
CHRNB1	0.485125
CAMK2B	-0.97225
FETUB	0.81175
CXorf23	0.8055
MRTO4	-1.3635
TTC3	-0.8779
NDUFB8	-0.145166666666667
EDG2	-0.30525
SEMA3G	1.3355
IL23A	-0.34625
GRHL1	2.1373
LOC441054	-2.37
WDR65	0.544
PSTK	-0.7755
STOML3	0.5356
R3HDM2	-0.1702
C5	-3.5765
SLC2A10	-0.237666666666667
C3orf22	0.57
PAQR3	-0.314
ANKRD26	-1.53958333333333
HCRTR1	0.759
LOC399947	-0.87625
PSD2	-1.06275
TIGD2	0.910666666666667
SCRN1	-0.522875
COQ10A	-1.20675
DDI2	-0.105
METTL7B	-0.0798333333333333
UCN2	0.46125
FAM92A3	-0.42525
WDR16	0.06
ZNF511	-0.025
ZMYM5	-0.94725
POLR3G	-2.212
ZNF586	-0.44625
C1orf49	0.139833333333333
TANK	0.952666666666667
RCAN1	1.24733333333333
PELI3	0.818333333333333
LIMD2	0.885666666666667
TMEM189	-0.3085
NTN4	-0.517625
LOC151300	0.167
CLEC2A	-1.916
GPR135	-0.9895
DPYSL4	-2.4137
JAK2	1.35833333333333
TSHZ1	0.374166666666667
TM9SF4	-0.56025
ZNF264	0.270166666666667
SIRPG	3.138375
BICD1	-0.51225
HERC6	4.15616666666667
METTL5	-0.024
CASP1	2.48025
PRRT1	0.257166666666667
PLA2G4C	2.54616666666667
ICA1L	-1.03035714285714
TPTE2	0.289666666666667
OTUD7A	0.482166666666667
AQP11	-1.961
APOA2	-4.1705
KALRN	0.0846
SECTM1	2.75216666666667
IFNAR1	0.58525
TALDO1	0.23575
RAB11FIP4	0.587583333333333
EIF5A	-0.669
FAM49A	4.23175
NEGR1	0.435666666666667
YTHDC2	-1.228
EHD2	0.0845
NCF1	4.2674
SCRT2	0.66
HOXA5	-0.376166666666667
NUP133	0.02325
FGF12	-1.0495625
SLMO2	-0.119625
SNTA1	0.0915
CACNG2	0.227125
GCM1	0.17925
ELF1	0.465
TLR5	3.8875
TCFL5	-0.9265
RBMY2FP	-0.884
LOC100125556	0.126125
FAM129B	0.053125
MAP3K7IP1	-0.2525
NCK2	0.4925
OXA1L	-0.505
FMO9P	-0.29
ZSCAN12	-0.581
PSMD12	-0.95825
HSCB	-0.8805
CLDN10	3.7225
MGC13053	-0.8875
HPCAL4	-0.377166666666667
ASZ1	-1.143
MEX3D	0.143333333333333
NFAT5	-1.1984
CSPG4LYP1	-0.203166666666667
FBXO3	0.6824
DVL1	-0.576833333333333
CMKLR1	3.5495
TYMS	-1.364875
PEF1	0.59625
ZNF750	3.43733333333333
MCM5	-0.4123
MEGF11	-0.727
KCNK7	0.1535
PTP4A3	1.4335
C1QTNF2	-1.03716666666667
OR6S1	0.436
FAM122B	-1.00175
ZNF551	-1.185
HBQ1	-2.254
GEMIN6	-0.35375
ARSK	-0.502
RBP7	4.33466666666667
CPNE9	1.22825
DSC1	0.657
LOC730112	-0.494
MAP2K4	-0.227375
HS3ST5	0.5525
EPB41L3	0.5695
TEKT2	-0.2235
CDKN2B	0.353166666666667
ZNF480	-0.6095
MAP3K6	0.9091
MAP6	1.73916666666667
HN1	0.6137
OR2L13	0.999666666666667
SLC16A11	0.59525
FAM96A	-0.02825
APOL1	1.07575
C5orf32	0.168
RTP1	-0.0305
RNF175	1.203125
ZBTB41	0.281375
AHCTF1	-0.7743
SAE2	0.2157
ITGA2	-1.5565
MME	-0.674
CCDC14	-1.06575
MAST4	0.126714285714286
KRT33B	-0.3205
KCTD2	0.00783333333333334
WDR26	0.09325
MFI2	1.960375
NR4A3	2.126375
ARSA	1.30025
UNKL	-0.439333333333333
SULT6B1	0.191
CCNA2	-1.51533333333333
SOX15	0.529
PPAPDC1B	-0.0413333333333333
C19orf44	0.317
MCAT	0.593416666666667
ARID1B	0.497375
OR52N1	0.422
C12orf48	-0.6785
MAGI1	0.06725
NIPA2	0.09225
GBX2	-2.04325
RSHL3	0.2275
RAVER1	0.076
C15orf17	-0.551
SLC30A2	2.1475
ZNF518	0.1445
PCYT1B	-1.18525
C10orf114	-0.56175
EIF3H	-0.0565833333333333
SLC25A39	-0.887333333333333
KIF1B	-0.689
AMOTL2	0.67475
C6orf120	0.644
PSRC1	-1.00425
PLA2G10	-0.399625
KIF5C	-0.411
MRPL37	-0.196
C17orf62	1.23966666666667
C9orf135	-0.869333333333333
DUSP10	0.6855
CLCNKB	0.535
PSMA5	0.423625
C8orf53	-0.16375
AMPD3	1.88183333333333
PIAS1	-0.25725
ADCYAP1R1	0.274
GYLTL1B	2.50725
CDH20	0.064
FBXO7	-0.1785
TMEM134	0.5965
FLJ14213	1.24633333333333
ZNF3	-1.022
LRRFIP1	0.522375
CNOT2	0.0450833333333333
ABI3	3.67075
ALDH5A1	-0.292583333333333
HNT	2.8013
SERPINA4	-2.64825
TK2	0.5135
STMN1	-1.324
GUCA2A	4.02
GALNT10	-0.177142857142857
DPP6	-1.13325
C9orf93	-1.612625
PRELID2	-0.60425
STK39	-1.30275
SFTPA1	-0.87975
CKS2	-1.45433333333333
RHO	0.277875
C20orf135	0.13825
XKR3	-2.5545
CR1	2.273
RPS6KA2	1.50857142857143
C20orf112	0.48075
MRPL22	0.04875
C4orf23	-0.0911666666666667
GADD45B	1.50675
KLHDC1	0.656833333333333
C2orf48	-1.449
ZNF287	-0.87
DAAM2	0.000750000000000001
DPPA2	-3.43966666666667
TCTN3	-0.1735
DNAJB11	1.304375
FPR1	4.64575
DEFB4	0.0985
PTCD2	-1.6581
SMOC2	4.78983333333333
CABP7	1.24425
SERPINB11	0.05425
MAGEF1	0.50275
NDE1	-0.599333333333333
ITGA10	-0.3435
FSHB	0.4025
ANXA2	1.44825
HORMAD2	0.18925
HLCS	-0.117
MCF2L	1.12275
FH	0.013
TBC1D24	1.40025
KIAA1505	1.773
LGALS2	2.13575
CNBD1	-0.4845
SYNPO2L	-1.25825
PTPN23	0.204357142857143
C1orf183	-0.395666666666667
MAGEA8	-0.24825
DGCR8	-1.79475
GSR	-1.24475
PAQR7	0.33325
ZNF676	-1.44425
CACNA1C	-0.0682
SP7	0.651
PDCD6	0.128
NRN1L	-1.2115
BRI3BP	-1.09641666666667
KIAA1183	0.7735
ASB4	0.104
CCL23	4.3701
OBSL1	-1.405125
SLC12A7	1.1185
KIAA0240	1.267875
CD1B	-2.38233333333333
FCGR2A	3.40975
MDC1	-0.922
HTR1A	0.109666666666667
OCEL1	0.025
ATP11B	0.0816875
FBXO34	0.152833333333333
PCDH12	3.8135
RPE	0.364
C17orf74	-0.247
CSDC2	0.6335
PET112L	-0.2005
TMBIM1	0.711125
P2RXL1	-0.79475
TCHP	-0.63
TRMT1	-0.741666666666667
F2RL2	0.558666666666667
LRRC32	3.41816666666667
IMPG2	0.934
BGLAP	-1.02775
LOC493869	-1.27258333333333
MRAS	3.299375
SLC35F5	0.45225
CBWD1	0.3225
AXL	-0.8195
ATP2C2	1.72575
TELO2	-0.33675
PNPLA3	-4.85425
PCDHB14	1.157
CD276	0.6415
KRT80	-1.084375
DUSP28	-0.7725
CSNK1E	-0.568416666666667
SRP14	0.6915
KCNQ4	0.646
KRT72	0.455833333333333
CCDC117	0.066875
C6orf89	0.0973888888888889
TUBB2B	-2.1675
RTN4IP1	0.9205
CR1L	-1.374
CEND1	0.211
C12orf41	-0.7445
RNF31	0.267
UBN1	0.3765
C17orf32	1.132375
SLC5A7	-0.575
GPR92	1.95383333333333
ESAM	3.128
CTNNA1	0.245666666666667
HRBL	0.3118
CBX4	-0.461
TMEM182	0.38875
SH3TC2	0.405833333333333
IL10	3.13916666666667
PXMP4	0.2
RNF167	-0.2788
PAK7	1.95433333333333
ETV3	-0.275
ATPIF1	-0.263166666666667
LOC554207	-2.36516666666667
OR8H1	-0.0925
WDFY3	0.750625
DPM1	-0.51
GPSM1	-0.5555
WDR92	-0.093
LRP1	0.6565
ANKH	-0.44125
THUMPD3	-0.95775
POLR1B	-0.268
OLFM4	7.37483333333333
RAD9B	0.17425
TSPY2	-3.512
PAX6	-0.861166666666667
SCG2	-0.52075
SLC17A6	0.035
FMO3	4.8945
PADI4	-0.12925
TUBB4	-0.0819
NLK	-0.008
POU4F3	-0.394
SDF4	-0.209
ITGBL1	1.15166666666667
NETO1	-1.349125
TAP2	0.696375
ABBA-1	0.264083333333333
GNAI1	1.5635
VPS4B	0.549
NOPE	1.0991
GALNT6	0.794333333333333
SESN1	0.659
GBE1	-1.43966666666667
CLASP1	0.1035
RASGEF1B	2.77225
ACOT11	0.412357142857143
AFAP1	0.375
OR2H2	0.418
DPY19L2P1	-1.97875
DZIP1	-1.76275
SEC22C	-0.258083333333333
GPR161	0.965833333333333
RNF146	-0.3405
WDR74	-0.372
GALP	-1.189
PURA	0.17525
DNPEP	0.3735
RP11-78J21.1	-1.23825
ERBB2	1.527
FANCM	-1.88675
NEO1	-1.33833333333333
DDX3Y	-4.9614
RPS3A	-0.1925
MXRA7	0.433714285714286
LGALS3	0.0951666666666667
GLT8D1	-0.28725
CFL2	-0.623166666666667
UPB1	0.18675
NAP1L5	0.1405
CLDN14	-0.5275
DHX38	-0.551
BTBD1	-0.268
TARS2	-0.282666666666667
ABCF1	0.2199
FCF1	-0.175166666666667
LRRC49	-0.80175
GUCY1B2	0.2595
C1orf177	0.651
SMARCA4	-0.856142857142857
LRP8	-1.2185
TAGLN3	1.172
MRPL14	0.19925
TTRAP	0.198
ZDHHC20	1.22325
NFE2L3	0.10475
KIAA1377	-0.52
PALMD	1.9588
TMEM43	-0.021
TTL	-0.434125
STAT5B	-0.372666666666667
SSB	-0.18875
OR10H5	0.184
SLC22A13	-0.87725
AKAP3	0.416
TIMM23	0.496166666666667
OAS2	3.65266666666667
KIAA0423	-0.6255
TRIM11	0.698
GLIS3	1.029375
TMEM50B	0.556833333333333
ARHGEF4	-1.274
DEGS1	0.276363636363636
TBL1XR1	0.706
G6PD	-1.81
SP140	2.4815
MUC17	0.231307692307692
NUDC	-0.5212
DNAJC5B	3.737
SCARA3	0.190666666666667
CPA3	6.35383333333333
BCAT2	-0.107375
MFN1	0.2203
NRG3	0.0634999999999999
SNX11	0.558
PLEKHH1	-0.861166666666667
GPR177	-0.58
HCFC2	0.728
TCAP	-0.10625
MOCOS	-1.835
C14orf93	-0.22925
PRDM10	-0.334
SLC16A4	-0.119166666666667
SRGAP1	-0.646833333333333
VIP	1.23925
DUSP27	2.63916666666667
LILRA1	2.7404
MC2R	0.187
MGC24103	-2.4685
MBTD1	-3.325
FUT11	-0.275833333333333
USP33	0.0238
C15orf39	0.11675
MAP3K12	-0.099125
PAAF1	-1.5695
BARHL1	0.4805
FLJ16165	-0.3845
PIWIL2	0.41925
SYNE1	0.479083333333333
CMTM4	0.578875
TSPYL1	-0.0993
GUF1	-1.14083333333333
TMEM157	0.1705
WDR44	0.21225
HIST1H3C	0.51375
DKFZp666G057	-0.458
RNPEP	-0.13725
GAS2L2	-0.431833333333333
ADH4	-2.602
GRPR	-0.7315
FBXL17	0.401
ZBTB10	0.6705
Gcom1	0.561722222222222
HTRA1	1.6684
ZNF585A	-0.325
SLC26A2	1.53171428571429
OTOP3	0.278166666666667
WISP1	2.33122222222222
ATP2B4	-0.129666666666667
FLJ10769	-0.1465
CRAMP1L	-0.310125
CHST12	-0.1805
RAB22A	-0.0514166666666667
TARDBP	-0.445142857142857
STAU1	-0.3355
CRB3	1.90466666666667
MIG7	-0.58125
CHMP1A	-0.312833333333333
ZNF160	-0.56175
B3GALT6	-0.128875
BARX1	-2.44783333333333
C6orf167	-1.1608125
NXNL1	0.583
DHX29	0.08275
HADHB	0.332
PLXNB2	0.463875
ILDR1	-1.5815
SLC15A3	3.85575
GAS2	-4.3525
C20orf69	-0.841
NUMB	0.103
TNIP1	0.284625
MESP1	0.754333333333333
PSKH1	0.10625
NSFL1C	-0.349875
RHOG	0.92475
HEY1	-1.84833333333333
KNG1	-2.19075
ITGAX	3.01
LIN9	0.2155
CANT1	0.511375
XRN1	0.662571428571429
CCDC96	0.6583
HEATR6	-1.85266666666667
GNG7	0.967583333333333
RUNX2	1.0199375
SOX1	-0.0408333333333334
FCRL5	3.5077
ZNF99	-0.895375
FAM9A	0.344
SNX22	2.48866666666667
MBNL3	-1.475
ODC1	-0.5668
ADORA2B	-0.9095
NR2F6	-0.5665
ZFYVE16	-1.07855555555556
SYNJ2BP	-0.422
POLE	-1.39325
E2F2	-0.90425
THRA	0.15
PTGES2	-0.759333333333333
HIP1R	1.018
TMUB1	-0.319333333333333
ENO3	-2.4495
RSPH10B	0.1925
CXorf39	0.9895
IRGC	0.00100000000000001
GPR109B	0.88675
FLJ13305	-2.0095
LCE3A	-0.095
TNFRSF18	0.181
DET1	-0.5045
TRPM3	-0.148583333333333
C16orf79	-1.606
FECH	-0.255166666666667
RAP2A	1.53116666666667
CRIP1	1.34566666666667
AZIN1	0.18575
SLC7A7	4.801
IL10RA	2.7184
TMEM64	-1.648
CDC42EP4	0.8932
C16orf58	-0.1774
ARG2	-2.60325
POU5F1P4	-4.6885
FAM62B	0.474625
DNAH8	-1.2831
ASH2L	-0.662625
TSLP	-2.3965
CNTNAP5	-0.7985
TMEM16C	2.85975
IFNA14	0.302
SLC1A3	3.274125
CABYR	1.45725
BCL7B	0.1502
NUDT13	-1.26033333333333
C13orf28	0.41875
C1orf53	-1.368
ARL6IP4	0.049
RPL35A	-0.1305
EMR3	1.77025
RAB40C	0.125083333333333
SLC41A1	0.579333333333333
LRCH1	-0.10775
LY6G5B	-1.1995
FAM124A	0.3355
MGC10981	-2.98783333333333
CLIP3	0.7109
MAP4K2	1.29683333333333
CHIC1	-0.0575
SULF1	2.81783333333333
C20orf30	-0.503714285714286
PRDM5	-0.8085
ELOVL1	1.1285
C11orf48	-0.008875
SLC39A10	-1.267
KCNV1	-0.1015
ACP1	-0.840166666666667
ZMYM2	-0.968125
B3GNT6	-0.239333333333333
C9orf69	-0.15525
C2orf15	-0.2205
C20orf166	0.651
HSP90AA6P	-2.303
EDG7	0.4385
NEURL	1.174
LPL	2.70716666666667
CLEC2D	0.428142857142857
GRRP1	2.69733333333333
CD8B	-1.2767
HIST1H3D	-0.241
SLC6A12	1.706125
FAM27L	0.2095
CD84	3.0352
RASA1	-0.4865
PHKG1	0.246
MAGEA11	0.766
IMPA1	-0.4617
NPM3	-0.563
RARRES1	6.77575
SH3BP1	0.689
B3GNTL1	0.8625
ARPC5L	0.207833333333333
KLHL26	-0.16375
SIM2	0.550125
GJC1	0.4505
C20orf194	0.23025
EXO1	-2.10575
SLC2A2	-2.85783333333333
LOC285074	-0.453
LRG1	1.0275
KIRREL	-1.2595
PIK3R1	0.775142857142857
C4orf34	-0.3305
MAF	0.433944444444444
ADCY4	4.6025
ZMIZ2	0.7959
SLC46A3	1.94783333333333
STAMBP	-0.0915
CCDC16	0.749
MS4A12	-0.093
TCF20	0.48575
LRRC46	-0.462
C20orf152	0.20975
MRPS6	-0.6955
ABCB11	0.833
KCNC2	-0.861166666666667
CDH19	-1.65116666666667
C9orf123	0.6835
SSH3	0.4405
LDLRAD1	-3.93925
CCBE1	-0.71875
ZNF135	0.001125
TAAR1	0.353
WFDC12	0.11
CCDC42	0.752166666666667
FLJ12529	-0.77325
PER1	0.552333333333333
TIMM50	-0.154666666666667
SMARCAD1	-0.447166666666667
FAM26C	0.3655
TP53TG3	0.042
SH3RF1	0.3027
LMCD1	1.92725
GPR63	0.513
FLJ21986	-1.511375
AIFM3	0.29925
MICAL1	0.906333333333333
BLZF1	0.790333333333333
IQCA	1.6525
PCDHGC3	-1.2795
SAC	0.647
BCL6B	2.5285
DDO	0.5945
MARCO	4.54775
DCHS1	1.20466666666667
C1orf170	-0.968333333333333
CD200R1	2.33316666666667
C22orf15	-0.3895
SEPT11	0.498
ADNP	-0.7615
UST	-0.5825
C13orf34	-0.364666666666667
RFFL	1.13021428571429
APBA3	-0.0075
C2orf60	-0.25675
CUTL1	-0.5335
PMS1	-0.93075
ZNF689	-0.2375
EIF3E	-0.6585
IL9	-0.324333333333333
RPL31	-0.146
LY9	2.41233333333333
ATP2B3	0.11075
KDELR2	0.849125
TFCP2	-0.41675
NLRP12	0.518125
FLJ45422	-0.63925
TLE4	0.8524
ZNF570	0.588
FLJ43806	0.2025
TLK2	-0.8875
CIR	0.716
MARS2	-0.1845
COL24A1	0.6215
SDF2L1	0.094
HIBADH	0.0673333333333333
IGFBP3	-1.99307142857143
C12orf23	0.635125
PSPC1	-0.3465
C20orf43	0.11475
TRAV20	0.169
ARHGAP24	1.528
KIAA1975	-1.789
C1QA	4.3124
DNTT	-4.81883333333333
C10orf6	-0.76875
C11orf41	1.093
HNRPF	0.274875
COL11A1	4.353
UBAP2	0.0575
CDKN2AIPNL	-2.046
C20orf174	5.7185
SPRED2	-0.46175
PLA2G12A	0.921833333333333
ICEBERG	-0.604666666666667
SCN10A	0.1905
C11orf65	-0.73775
GBP5	6.05975
PITPNC1	-0.782166666666667
POU3F3	0.704
NCOA7	2.436625
LIN7C	0.3041
LOC348840	-1.1605
NKX2-2	-3.29
ANKRD13D	0.2945
LOC123688	-0.217
FUT2	3.00266666666667
TAAR8	0.6595
FZD4	0.337666666666667
PNMA3	-0.331166666666667
OR4L1	0.0995
WIT1	-3.13075
EXOC3L	2.4395
ATPBD4	-0.0455
KRBA1	-0.347
UBXD6	-1.0375
HOXB7	-0.8515
C7orf23	0.166
UNQ338	3.3225
STAB2	3.2775
CDC20B	-1.27425
IRF9	2.2155
CENTG1	1.11258333333333
TNPO2	-1.396
MCPH1	0.296125
BMS1P5	-1.83525
SLC26A7	0.56525
HIST1H3J	0.372
C9orf3	0.5726
LBH	1.491875
MYO1D	1.1255
PTDSS2	-0.215
NFU1	0.32925
DEPDC4	-1.807
WNT7B	-0.701
GLP2R	-0.304833333333333
SETD4	-0.6169
DYNLT3	0.1807
FKBP11	0.643
SESTD1	0.685166666666667
FLII	1.17775
RPS16	0.7378
CHPF	-0.184833333333333
CSNK2A1	-0.643666666666667
SUMO1P1	0.2215
FKBP6	-0.869
ZNF214	-1.16016666666667
TWIST1	1.57683333333333
DDX56	-1.20516666666667
TRAM1L1	0.4947
EPO	-3.3245
MRPS18B	-0.45025
ZNF682	-0.8785
RPL14	-0.397166666666667
MAFF	0.56275
LOC51136	-0.821125
LY96	1.9365
DDX20	-0.15225
ABTB1	1.30616666666667
ARL5A	0.2902
CCT6A	-1.1935
HEPACAM	-0.573666666666667
EHHADH	-0.611833333333333
RBAK	-1.40066666666667
CGB1	0.0285
ITGB5	-0.3489
YIPF3	0.11575
FKBP2	0.24825
NR1D1	0.296
TMEM110	0.471
NEK2	-1.02266666666667
PRAMEF8	-3.02125
C20orf52	-0.505333333333333
PCDHGA3	0.0555
VWA3B	-0.142
NDUFA5	0.008875
THAP9	0.7995
FLVCR2	1.5895
AP1S1	-1.7775
SMAD6	-0.57375
SAV1	1.083
SAT1	2.346375
ZNF251	0.343625
ADAMTS7	0.3504
RPP38	0.853
C1orf211	-0.4185
YPEL2	0.85205
RBMS1	0.7105
ZNF445	-0.877166666666667
NRXN2	0.636833333333333
PGBD4	-0.87575
UGT2B28	-2.1685
WBSCR16	-0.4246
NLRC3	1.413125
ASTL	0.3105
ST6GALNAC1	-2.46475
ZADH2	-0.72075
MLLT4	0.959833333333333
ARL6	0.257333333333333
MEF2C	1.209
CBFA2T3	-0.675
AFF3	-0.376428571428571
COG7	0.262833333333333
MYB	-0.0525
PLXNA3	0.3135
XRCC2	-1.48383333333333
MMS19	-0.473375
ST8SIA5	-1.1315
CHPT1	0.231333333333333
KIAA1712	-1.353375
OR6X1	1.838
ACTR3	0.210625
UGCG	0.572166666666667
OR4P4	0.1765
ZAP70	-1.4525
LPP	1.243875
ZNF485	-0.2335
PTPRCAP	1.99975
IL12RB1	1.384
ATRX	-0.3002
CHST8	-1.78525
C14orf109	-0.06975
ARV1	0.45025
NMB	0.498571428571429
COX5A	-0.442333333333333
EIF6	0.1565
MPPED2	2.8575
SEMG1	-1.6685
CHRDL1	3.2
TRAF3IP2	0.44275
WNK2	-0.166125
LILRA4	4.56583333333333
LAMA2	4.86
PXT1	2.582
RLBP1	-3.83125
CD300C	2.14575
SLTM	-0.511625
FLJ10404	-0.55025
APOBEC3D	1.28
RENBP	1.8905
ATXN7L1	0.806875
NID1	0.4655
TUBGCP3	-0.748125
ITIH5	2.44672222222222
CCDC110	0.633
C8A	-3.0675
MGC87042	0.547
HOXC13	-0.1455
TFDP2	-1.122
HCP5	2.34
POLI	-0.52325
UCN	-1.8135
ZNF764	0.0515
C8orf45	-0.20025
FHL3	-0.21275
SPATA5L1	-0.52475
MMRN2	4.00966666666667
NDST1	0.699833333333333
COL20A1	-0.4665
ZNF248	-0.513833333333333
PELP1	-0.593666666666667
MBL2	-3.5085
RNF41	-0.063875
C5orf24	-0.5805
THOC5	-0.6465
SERINC3	0.42975
RP11-151A6.2	1.14025
CDCP2	-0.02825
HIST1H2AA	1.0305
C11orf75	1.53133333333333
FKBP7	0.25775
DDOST	-0.2045
GPNMB	2.805
TTF2	-1.0845
KCNT1	0.4975
SLC39A14	-1.345
NGRN	-0.006
GPR137B	1.91425
MECP2	-0.627625
PSMA1	-0.26425
C16orf73	-4.99225
TMEM60	0.360666666666667
CSN3	4.741
NOS1	0.452666666666667
RAB7L1	0.672666666666667
YBX2	0.3165
KIAA1166	-0.128125
FUBP3	-0.771166666666667
ABCG1	1.1265
ACACA	0.274166666666667
ARL11	1.6408
ATOH1	0.172
ODF1	0.0806
CREB3L3	-1.431
TMEM127	1.34664285714286
DSCAML1	-0.55225
PLN	3.57883333333333
LYPLA1	-0.0574166666666667
PRDM9	-2.44925
SASP	0.56575
PLUNC	0.205166666666667
INTU	-1.35175
HISPPD1	-0.682
LNPEP	0.334
YARS2	-0.685
APCDD1L	0.3335
ZCCHC4	-1.0826
FBXO22	-0.833833333333333
TTLL13	-0.733
ZNF669	-1.14433333333333
PTGDR	3.55125
DDX27	0.0975
KIAA0409	-0.5525
GJB6	2.26975
ASB8	0.25175
PLP2	1.25416666666667
MEPE	0.45175
OR10J5	0.497
KRT222P	1.72975
COQ7	-0.226166666666667
C1orf101	0.83925
RERG	0.3913
CHMP5	1.55425
THAP11	0.122625
ZNF43	-1.25166666666667
ZRANB3	-0.864833333333333
KRT13	2.758625
MRPL19	0.02975
RBBP9	-0.576
SPATA17	0.661
BXDC5	0.0423333333333333
PAFAH1B1	0.0845
MAGEE1	0.03825
OSTF1	1.0385
KIAA0323	-0.450083333333333
TXNDC13	-1.41966666666667
CNTN4	0.72875
LCE1B	1.039
UNQ501	-0.11625
ZNF154	-0.18225
C3orf64	0.59525
SYT5	-0.2396
PON1	0.18
FLJ10357	-0.04225
ATP4A	0.012
GNPDA1	-0.647166666666667
MGAT1	1.7545
C14orf121	0.80425
SLC35B2	0.3005
MIER3	0.216666666666667
CHEK1	-1.75125
ZNF8	-0.274833333333333
TXNDC1	-0.516166666666667
CKB	-0.1392
RTN3	0.146857142857143
FZD2	-0.801333333333333
PART1	0.286875
PSMB6	-0.14125
PCDHB8	2.395
PHC3	-0.0432
PPP1R8	-0.887666666666667
NOVA2	1.993
TNFRSF11B	-3.09275
GOLPH3	1.0725
UBLCP1	-0.10325
SUHW3	-0.70675
TTLL1	0.4945
OPN4	0.618
OR13G1	-0.4465
ZPBP2	0.0951666666666667
HSD17B11	-0.06825
C9orf50	-0.2835
DHDDS	0.374642857142857
CTSW	2.4788
NEFM	-2.65566666666667
MRPL28	-0.88475
SYN1	0.3265
PIGV	-1.11416666666667
ZIM2	0.697
APBB1	0.0928333333333333
SND1	-0.30575
C1orf123	-0.0756666666666667
CHD3	-1.06625
BHLHB8	0.61175
RNASE2	2.22966666666667
BCAP31	0.381875
SLC25A44	0.6225
CHD6	-1.1832
PIB5PA	-0.118538461538462
SELS	0.5855
LOC541471	-0.174
FAT2	1.6655
ZNF81	-0.1235
OR4C16	0.316
FLJ10081	-0.7637
LRRC4	0.22225
CS	-0.614333333333333
N4BP2	-1.165125
IGFBP7	2.642
ZNF318	0.401916666666667
NDNL2	0.413625
ZNF609	-0.517875
SIRT4	-0.10975
EXOSC10	-0.172
ECE2	1.23841666666667
OVGP1	-0.7115
GTPBP3	-0.5455
PACS2	0.4022
C19orf36	-0.975666666666667
ARL4C	-0.125875
ATG4B	-0.196125
UBQLNL	1.15075
RHOXF2B	-3.9245
PLEKHG2	-0.1975
GALR1	0.086
AQP4	0.4855
HDAC7A	0.231666666666667
DCUN1D3	0.61475
OR8A1	0.629
CCRN4L	1.74825
CBR4	-1.1335
KIFC1	-1.13116666666667
SLC7A14	-2.7888
LHX5	-0.75
TRPC7	-0.8585
LPXN	0.779
SERPINA1	-1.675
RPS13	-0.4362
BPIL3	-0.522
PRKAA1	0.2035
FADS2	0.2179
ENAH	-0.922375
PRO1768	-0.6895
APBA2BP	-0.9715
LIPH	2.4525
C3orf33	0.48975
RCC2	-0.151071428571429
ALDH1A2	-3.0911
RNF103	1.36225
AHCY	-0.858125
ALG12	0.3845
CCL17	3.0045
ZNF543	0.6695
ESRRG	0.3932
CNGA1	0.53775
RDH5	0.260333333333333
OTX1	0.0652
PTGFR	0.467
