Hybridization REF	TCGA-BH-A18R-01A-11R-A12D-07
ACBD6	0.438
YEATS2	-1.5955
CABP5	0.10225
TRIM3	2.0675
HNRPM	0.1375
FGG	-4.7871
C18orf16	0.0705
CLEC2B	-0.98275
PQBP1	-0.270666666666667
JTB	0.5635
REST	1.25533333333333
SLC8A3	-0.291833333333333
TMEM16H	0.13175
MRPL47	-0.134
EVI1	0.2131
MUC1	0.724375
TEAD3	0.543375
STOML1	-0.884875
USP24	-0.6403
PNMA5	-0.4125
MAEL	0.041
LBP	-0.0275
HSD17B4	0.0825
SEC31B	-2.41375
IDH2	1.0372
SFRS16	-1.216125
AICDA	-0.249
RNF180	-0.7255
C1orf56	-0.499833333333333
FLJ10324	1.03766666666667
GPR148	0.6695
MEF2A	-0.0941666666666667
ASF1B	-0.897833333333333
HTN3	-0.1385
RNF215	0.3925
SLC4A3	-0.192166666666667
ADAMTS9	-0.2405
C9orf66	0.1555
FOXD3	0.41
GSDM1	0.46925
IFITM5	0.3695
PODXL2	-0.437666666666667
C1orf176	-0.12275
RPS3	0.216
hCG_2004593	0.286875
COL21A1	-0.15275
NTNG2	-0.0676666666666667
RAI14	-1.36816666666667
P76	1.02675
LRFN3	0.777625
FAM14B	-1.126
FKBP14	-1.3205
TNNI3	-1.75
HOXB3	-0.341625
SGCB	-1.799
PPAPDC3	-0.61625
FRAT1	1.8055
MORN1	0.3615
ARHGEF2	0.50325
BNIP2	-0.80475
DHX30	0.3925
EEFSEC	0.8075
FGF20	0.487
FLJ38973	0.152
PLCH2	0.217666666666667
CCNG2	1.939125
PSPN	0.316
WDR88	0.476
HOXB13	1.26525
MTMR8	-0.96
SPAM1	0.442
PPP2R1B	-0.90775
TANC1	0.1295
CNN3	0.2339
CHGA	0.4725
C9orf128	3.18125
CACNA1B	0.2435
MMAB	-0.0938
RHOA	0.810916666666667
RAPGEFL1	1.272
SLC1A5	0.0886666666666667
CALCA	0.11075
SYCP1	0.1125
CXCL11	3.091
GFI1B	-1.25766666666667
PSCD1	0.4805
C11orf58	0.597833333333333
MGC45438	0.8135
NUDT18	-0.549833333333333
ASB3	-0.867666666666667
ZP1	-3.3905
LPPR2	0.1726
ZNF527	0.456333333333333
ZNF771	0.809125
TTBK2	-0.45825
TRIM55	-0.69475
GJB3	-0.605
PRSS35	0.5155
SCRG1	0.0925
ZDHHC24	0.68775
DUSP26	0.86275
C1orf51	-0.075125
DNAJC3	0.4455
LITAF	1.253625
ZNF410	0.5335
AFP	-4.74283333333333
ZW10	-0.96775
PHOX2B	0.8835
VILL	0.71425
ELOVL7	-0.14975
LOC644186	2.5675
PPP3CC	0.3545
CHST13	-1.954
WDR40B	0.655583333333333
MEA1	-0.04675
HILS1	-1.4985
DLX6	-3.0705
NKG7	1.471
EMP1	-0.10875
ACTR6	1.03025
CHCHD7	-1.69464285714286
COG2	1.2419
TCEA2	0.0369
TARS	-1.07825
FLJ20294	-0.0138333333333333
ZNF92	0.092
TRAPPC2L	-0.1434
ARHGAP28	-0.745375
CCDC109B	-0.0595
LGTN	-0.0833333333333333
INGX	-0.173166666666667
LOC124446	-0.41625
RPS2	-0.81025
C17orf75	-1.41566666666667
NBPF1	-2.1425
SLC2A8	0.00783333333333334
SNRPE	-0.83325
CARD6	-0.88375
IL13RA2	-1.04
CUEDC2	0.63075
C4orf19	-0.33875
AOC3	0.2585
MTHFD2	-0.142833333333333
OR5M9	0.1715
C4orf38	-0.250166666666667
SS18L2	-0.1335
OAS3	1.14366666666667
LARGE	0.35025
LRIG3	0.412
LIMA1	0.86275
STARD3	2.14991666666667
VPS39	0.425625
CTAGE6	0.1845
ODAM	3.02025
MORF4L2	0.549125
GSTO2	2.74075
MTFMT	-0.41525
PRKAB2	-0.990785714285714
ZNF76	0.3675
HSPB2	2.8215
CRB2	-0.12875
KLRK1	-2.194
LYST	0.484875
UBE2M	0.153
SLC16A9	-0.80125
ZNF281	-0.6485
ST8SIA1	-0.3285
C9orf105	-0.4295
ANKRD46	0.91975
FAM108A3	0.5565
C20orf91	-0.38375
ZYX	-0.1615
RSPH1	0.45025
ZSCAN5	-0.271
RIMS3	-0.686833333333333
KRT76	0.0255
CEACAM4	0.449666666666667
SIRPB1	-0.084
CFHR4	0.1405
SOX3	-1.12816666666667
GATAD1	-0.808125
C21orf57	-0.127
TMC8	-0.628166666666667
AVIL	0.799333333333333
LMOD1	2.6465
HIGD1A	-0.130625
NEU3	0.2135
DES	0.11225
BZW1	-0.151
ZNF221	-0.4565
CCDC27	0.179
GDAP1	-1.092
RBBP4	-1.223
MGC40499	-0.06575
PHKA1	0.293375
PRKAR1A	2.06122222222222
HSD3B1	-0.11925
RAD52	-0.7105
CD207	1.0305
LOC389791	0.3
RSPO1	0.664666666666667
TMEPAI	0.942375
MFSD2	0.419875
ETV4	-3.61041666666667
SCGN	-0.066
LOC391356	0.13775
MPP1	-1.52725
STARD3NL	-0.65225
TFAP2D	-0.0385
CD2AP	0.547375
CCL20	-3.963
CCDC86	-1.2065
ZFP30	-0.32975
CTBP1	0.38225
MAK10	0.0588333333333333
STXBP5	-0.928666666666667
LOR	0.2182
MAP6D1	-0.36075
ARMC7	0.8875
TMEM150	0.1815
NSL1	0.34175
KIF5A	-0.602375
ASCC2	0.474166666666667
PSENEN	-0.143
OPTC	-0.4575
FCRL2	0.208833333333333
KBTBD11	-0.971875
PCK1	-0.39025
CENTD3	-1.78025
MEGF8	-0.8025
ALPPL2	-0.15425
OBFC2B	-0.4255
ZFYVE20	0.432375
GALC	-0.417333333333333
CTRB2	0.084
C20orf71	0.177166666666667
TBKBP1	0.233833333333333
CAMLG	0.659625
TREML4	0.1695
RSAD1	0.97525
TUBA3D	-0.4142
KIAA1833	0.469125
PNPLA1	-0.944
LRRC34	-1.24033333333333
CDH26	-0.8485
ZNF167	0.630833333333333
ZBTB26	-0.745
VWF	3.4411
VTN	-1.05533333333333
BAD	-0.06325
PDS5B	0.041
ZNF644	1.04175
SH3GLB2	0.434375
SMPDL3A	2.0739
NRG2	-0.097125
IL15	0.753833333333333
GABARAPL1	-0.326
LAT2	-0.4581
SLCO1A2	-1.7005
LIG4	-0.347166666666667
GSDMDC1	0.978875
BMP4	-0.7705
METT10D	0.381125
SYCE1	0.122
SPANXD	-6.1365
SLC12A9	0.490333333333333
MC1R	-1.5655
RNF168	-1.03575
TRIM69	0.1535
GALNT7	0.0556666666666667
ISG20L2	0.70075
KIAA2026	0.438
TNFAIP8L1	-1.1775
DPY19L2	-0.21375
C12orf63	1.615
PRDX5	-1.379375
MED6	-0.267
TXNDC5	-0.62325
CD46	1.34066666666667
CCK	-1.785
C17orf48	-0.3605
ANUBL1	1.349
SIT1	-0.582833333333333
TYSND1	0.5425
DEF6	-0.722666666666667
GLT8D4	-0.32325
UTP14A	0.378375
RPH3AL	1.7335
NXF1	-0.382666666666667
TRERF1	1.488
TUBB3	-1.495125
SLC24A2	0.8215
SEC22B	-0.0453333333333333
ZNF653	0.567
GGTL3	-2.23975
CDKL2	0.79575
CTF8	-0.360083333333333
EPC1	1.05966666666667
CYP4A11	-0.409833333333333
THRSP	5.70716666666667
LELP1	-0.086
TES	0.255625
C17orf87	0.5985
FERD3L	-0.2195
SH3TC1	1.027
RAB36	1.2585
CRYGB	-0.3675
GRIA3	0.9108
BHLHB9	0.78525
C1QTNF9	1.196
GOPC	-0.525875
PNPLA8	-0.2235
ZNF444	0.441
FMO1	3.1395
POLR3C	0.27425
SLC35F3	0.2275
SGCG	-0.981666666666667
DCDC2	-2.12566666666667
NANP	-0.724
MGC23270	-0.611
BEX4	0.90975
HYDIN	0.0663
RPS6KB2	0.81375
ADRM1	0.142416666666667
BAT3	-0.2265
RAB31	-1.164125
SCGB2A1	4.961125
SLC6A14	-3.108875
DDX4	-0.051
PRRC1	0.689
AP3B2	-0.4475
TRGV7	0.267666666666667
TMEM184B	0.9365
ADPRHL1	1.302
C21orf45	-0.4605
ARNTL	0.55475
AADAT	-0.298125
CCL2	0.8955
SNTB2	0.17
RGS9BP	-0.14775
KPNA1	1.2165
TMEM41B	-0.430666666666667
S100A11	-0.241333333333333
DOT1L	-0.4315
EFHC2	1.26475
CLTC	4.047
SRP9	1.11414285714286
ZNF521	-0.25425
FAM26F	-1.159
GPR88	0.713
COL13A1	-0.645166666666667
CHMP4B	-1.0452
SIGLEC6	0.1535
NFAM1	0.02125
PVRL2	0.9652
ALKBH4	-0.11925
CCDC93	-1.077625
NXT1	-0.1015
KCNK4	-0.0355
TROAP	-0.468166666666667
KCNA10	0.2635
CCDC114	0.161166666666667
RAN	0.754
LMTK2	0.174
LOC400657	0.2325
UFC1	0.77675
UBE1DC1	-0.307
EEF1A1	0.428222222222222
CHAC1	-0.7635
HMGA2	-5.2647
B3GALTL	-1.3145
ING2	-0.99325
C1orf109	-0.43025
INTS3	0.793125
ZNF558	-0.41625
TRPM4	2.43016666666667
LTB4R	-1.006
ISYNA1	1.0395
LSM7	-0.1005
LRRC47	-0.2730625
ZNF179	-1.03066666666667
EXDL1	-0.017
SLC4A10	-0.583
ACSS2	-1.24066666666667
COPS7B	0.0395
KIAA0040	2.06916666666667
C1orf95	0.202
AP1GBP1	-0.51625
OR9A2	0.06
FAM71C	0.0985
RIN1	-0.262166666666667
ITGA4	-0.955375
DNAJC6	-0.525666666666667
CLOCK	0.809166666666667
SLC35A4	0.478166666666667
DSG4	-0.209
LOC26010	-1.4405
NSUN2	-0.2145
TMEM86B	-1.2915
C14orf135	-0.6605
KIFC3	-1.83566666666667
PHF5A	0.29125
NCAPH	-0.298
STK11IP	0.04125
FLJ42953	1.330625
CCDC19	3.67416666666667
ZNF329	-0.090125
TAX1BP1	-0.483666666666667
ZDHHC18	-0.468666666666667
C10orf88	0.0275
TMBIM4	1.0671
NMUR1	0.2015
KIR2DS4	0.220125
C9orf90	-0.198625
MGC87631	0.171
KDR	2.2628
ST3GAL2	-1.20575
RLN2	-0.3385
HPD	-3.74475
MOXD1	-2.2525
PDGFRL	1.00966666666667
SMYD4	-1.03871428571429
FAM103A1	0.4545
MFAP4	-0.4625
LOC285141	0.84675
TMEM45B	-1.694875
SMCR7L	0.0427857142857143
GZMH	2.80625
CBLN1	-3.21883333333333
CNNM1	-0.72325
PHF17	-1.18541666666667
NUP98	0.0726666666666667
RMI1	-0.634
PTPRS	0.3705
ANKRD57	-0.100875
CLDN15	-0.670666666666667
OR51A2	-0.632
GUCA2B	0.6055
DOCK9	0.8495
ITGB1BP1	-0.905833333333333
DLG2	0.551625
BRAP	-0.21425
SESN3	0.57275
ZC3H7B	0.54475
FAM101A	1.221
FKSG24	-0.656
ZYG11B	-0.302125
RFC2	-0.199
SH2D3A	1.55133333333333
DVL3	0.250833333333333
ADFP	-1.80283333333333
KRIT1	-0.655625
SERTAD3	2.0715
LEFTY2	-3.373
KRT27	-0.0445
SCFD2	0.191
MN1	-0.928
RORA	0.42525
PTPRD	-0.46475
PIAS2	0.266666666666667
CYP4X1	2.347
FBXL15	0.71025
MYH15	0.943333333333333
CRX	0.246
TBC1D13	-0.05975
SLC22A17	0.945
PLK2	2.19066666666667
ARHGAP9	0.9485
EIF1B	-0.529
C20orf185	0.12125
DEFA7P	0.289
PRIM1	-1.235
CRYAA	-1.9125
BACE1	-0.574
AGTRL1	0.422833333333333
ACAD9	0.908625
GRASP	0.40625
RBP4	-4.28633333333333
TFB2M	1.1005
METTL9	-0.5388
ATP5O	-0.5835
SP100	0.384
CPSF1	0.4575
S100A4	-1.7705
LIME1	-0.787
GPR137C	-0.0165
OR2A2	0.276
C2orf29	-0.07875
NUP188	-0.36975
SDPR	0.23225
RAI1	0.563125
RPS20	-1.0743
LAMB1	-1.3885
ADM2	0.188833333333333
ZNF229	-1.3915
DKFZp434K1815	-0.9135
EPN3	4.76583333333333
CLIC3	-1.794
MEIG1	-1.04825
HMGB4	0.1205
STARD10	2.171375
KLF8	2.37575
EPB41L2	-0.2135
JMJD6	0.2285
CTSL1	-0.881
GPR27	0.5425
ELAVL4	0.958875
MMP21	0.288
PPM1B	0.562125
SUV39H1	-0.29325
AAMP	0.633
TUSC4	-0.484666666666667
MBD6	0.53675
KLK13	-1.000875
FMNL3	0.199
TRIM13	-0.110333333333333
C15orf5	-1.38575
IQCF1	0.0745
CACNG8	0.5395
SLC35D3	0.355833333333333
ZDHHC9	0.1205
ODF3L1	0.14525
C9orf86	0.5641
TSEN2	-0.24225
C17orf64	5.54775
SEPX1	-0.5187
TSPO	0.297833333333333
SYMPK	-0.0835
ADORA1	0.31725
TSPAN10	0.3045
SEMA6C	-0.517333333333333
RTTN	-0.3862
IL2	0.397833333333333
ARRDC3	0.52825
TBPL1	-0.796166666666667
STX12	0.3785
MRPL39	-0.45725
OR8H3	0.0295
IFIT5	1.303
CASC5	-1.131125
FAM46A	-1.001
HPCAL1	-0.75175
CYLC1	0.696
VGLL2	0.068625
C20orf191	0.26225
CDH1	3.12883333333333
ITPA	-0.611
CCDC101	-0.669
D15Wsu75e	0.64425
EDA	-0.55425
CREG1	-0.1
OR7G2	0.5405
SAP18	0.785583333333333
IFIT1	1.5475
CALML3	0.2655
FLJ37440	1.007
FNDC5	-0.80875
SERPINB6	-0.228142857142857
JUNB	1.4912
SYS1	0.87625
SCN2A	-0.113666666666667
ZKSCAN5	-0.8432
WNT7A	0.0738333333333333
TSHZ3	1.68075
RNF148	-0.0745
H6PD	-0.199375
CAD	-1.12866666666667
ZNF449	-0.33525
DOCK10	-0.9425
FAIM2	0.0811666666666667
HEXDC	-0.58775
PRB1	0.26375
C14orf148	-0.059
ETHE1	0.444
IRF5	0.119
GNMT	0.644166666666667
MGC16291	0.216
RPAIN	-0.0327142857142857
CAGE1	0.4235
CNTNAP3	-2.398625
ACTR1B	0.33475
EEF1E1	-1.07175
MSX1	-1.100125
ESF1	-0.9243
HSPC171	0.44875
MRPL2	-0.833333333333333
RDH12	-0.122166666666667
CELP	-0.0685
METRNL	-1.185
C10orf116	4.74283333333333
C19orf48	-0.37525
ZNF346	-0.329375
NCR1	-0.7585
C10orf64	0.9405
CD52	0.8935
VPS18	0.597
AP4S1	0.1095
NPBWR1	0.5875
TPK1	0.52275
UBA52	-0.706722222222222
RIPK1	0.690333333333333
CPNE3	0.2953
HSPC159	-0.05775
C8orf38	1.3015
LRRC4B	-0.041
PARP10	0.4889
ANKRD50	1.2215
CXCL9	6.177
FGF18	-0.132545454545455
EIF2A	1.18
SLC20A2	0.7115
KIAA1549	-0.33875
SPINT1	1.9956
ZNF584	-0.294
CRBN	0.8255
ABCF3	0.151833333333333
NCBP1	-0.667333333333333
PLA2G4F	1.57883333333333
PCDH10	0.794375
TTC21A	-0.53475
C20orf144	0.2585
FGFR1OP2	-0.2325
SLC9A1	-0.0736
CHRND	0.3955
FOXF1	-2.179
KIAA1467	1.49075
TPO	1.015
LTF	3.74107142857143
DNAJB9	0.20275
MRPS27	-1.2045
bA16L21.2.1	-0.0615
WBP2	0.851333333333333
MRGPRX3	-1.71083333333333
PRPF18	0.67375
C10orf58	1.18825
SMOC1	-2.7704
ADAT3	0.4135
TMEM138	-0.87725
TMEM131	0.18375
TIMM8B	-0.636
MYH7	-0.254833333333333
ST6GAL2	0.975
KIF1C	0.37825
SUHW2	-0.452
PAPSS1	0.11175
CABP2	-0.2035
HOXA4	-0.772
ELF2	-0.1605
SEMA3D	0.9265
MC5R	0.405
OGFR	0.171
FLJ30092	0.7775
TGFA	-0.3698
MMP17	0.47725
KIF15	-1.23425
CHIA	0.79025
CATSPER3	0.96075
CEACAM7	1.082
PADI2	1.874375
HOXA9	0.348333333333333
LNX2	0.712
TMEM144	1.252
HIF1AN	1.0625
METTL7A	1.4047
C6orf165	3.03183333333333
KIAA1468	0.51125
DSG3	0.4315
ZNF180	0.7285
EIF4E3	0.227125
SLC46A1	-0.202875
DKK1	-5.11
ZNF205	0.389
LOC162073	0.420388888888889
COX7A1	4.72875
MAGEA1	-5.52866666666667
NEDD8	-0.217416666666667
KLHDC5	1.00633333333333
C3orf19	0.693333333333333
MRPS2	0.424
POLR3H	0.940142857142857
ABHD11	2.6846
TMEM17	0.70425
PAIP2B	-0.5607
MAT1A	-3.7695
LGI3	0.06225
THUMPD2	0.1425
TKTL2	0.335
XAGE3	-2.4625
CALM3	0.65675
C6orf136	0.209
KCNC4	0.0801666666666667
RGS9	-0.344166666666667
ACIN1	-0.383833333333333
SPATS1	-0.21925
XKR8	-0.93575
FAM84A	1.15591666666667
MS4A7	4.20963636363636
AGXT2L2	0.113
OR1F1	0.261
SMAP1L	0.0839166666666666
IPO11	0.4405
ZC3H11A	0.001375
C1orf151	-0.5015
RNASEH2A	-1.0325
CCR10	-1.0745
TXNDC11	0.287333333333333
TMEM112	0.59725
MAP1B	-1.39778571428571
NVL	0.491
PKM2	-0.8021
ARC	1.03975
NUP54	-0.1935
PPFIBP2	2.7085
STAT2	0.87325
PTAFR	1.3985
ROBO2	-0.182
RNF40	0.454666666666667
CCDC135	-0.320833333333333
IFT81	-0.7746
MORF4	-0.13275
TM7SF3	0.105125
OR10H3	0.5725
ABP1	2.653875
CHRD	0.952625
PLEKHA8	-0.395333333333333
NCALD	1.55166666666667
OR5AK2	0.059
ACCN1	-0.0656
SLITRK1	0.41175
ARMET	-0.87925
C9orf52	-0.38225
REEP4	-0.198
MTSS1	1.3875
ADH1B	2.22566666666667
DLD	-0.00675
CDK5	-0.466
PPFIA1	1.562625
WFDC3	0.618
DNAJB12	0.303642857142857
RANGRF	0.198
MLANA	-4.35875
AMY2B	0.61225
KIAA0319	-0.697875
RPS7	-0.5795
JAK3	0.4357
ARFGEF1	-0.004
CXCL5	0.503083333333333
TRAPPC4	-1.17525
CETN2	0.4145
HSPC111	-0.152
RHOBTB3	-2.3768
PHLPP	-0.12
RGS10	0.8425
TMEM58	0.282
CHERP	0.202
HSP90AB3P	0.394333333333333
FSTL3	0.258833333333333
PEX11A	-0.92725
OR5V1	0.288
FCN3	1.23525
PTPN3	0.25325
NPTX1	-5.1565
C21orf84	-0.2995
C11orf51	-0.457125
ZBED2	1.9405
FLJ90757	0.91775
NPY2R	2.472
PLD3	0.44775
SYT17	2.16366666666667
SGSM2	0.3485
OR1A2	-0.03025
FOXP1	-0.217
SLC5A1	1.69825
POFUT1	-1.1641
EPHB6	-2.67933333333333
MYO1G	-1.635375
STAC	-1.557
KLHL17	-0.317166666666667
RGMA	0.5974
TJP2	0.3695
FAM114A1	-0.926166666666667
SERINC1	1.28341666666667
SLC9A8	0.061
PEX19	0.845375
EDN2	0.50825
PSMD7	-0.164888888888889
C3orf41	-1.8265
UQCR	-0.525
PPP1R3C	-0.30275
LRP4	-2.26466666666667
TM2D1	-0.07825
TTC17	0.570625
C4BPB	-4.310625
CCL25	0.84125
ZNF253	-0.179833333333333
CHRNA9	-3.678
SOX11	-0.819125
HIVEP3	0.277
CGN	3.10183333333333
C3orf35	0.068375
PKD2L1	2.39225
SYVN1	0.253625
PDE8B	-2.0405
LOC439951	0.3415
LTC4S	2.20633333333333
MIF4GD	1.21933333333333
SMARCA2	1.4486875
TUBGCP6	-0.253
CABLES1	-0.012875
C16orf77	1.198
ZNF791	0.106
FUT5	-1.0965
ADH6	-1.881
P4HB	-0.65375
CLDND2	-0.20575
ALKBH8	-0.18675
PLAC4	-1.7695
F11R	0.605928571428571
MGC35295	0.570333333333333
PDZD4	-0.241333333333333
LOC389073	-0.16675
FAM80B	0.183833333333333
PSMB1	-0.969875
TXN	-0.1105
VIPR1	1.6201
WBSCR18	-0.0497
EXOSC6	0.855166666666667
ACTA2	3.67683333333333
SP5	-2.88525
ANKRD1	-2.0605
DDR1	3.3829
ATP6V1D	-0.1935
PTGS1	-1.96991666666667
RNF157	-1.48075
DCC	-0.688
SPAG7	0.576
FBXO18	0.203
UBE3C	-0.4042
HOXC6	0.98475
LRP2BP	-0.623833333333333
MYST2	0.7345
PDSS2	1.15325
ATE1	1.18875
ARAF	0.22025
KLF10	-0.4765
PLA2G2E	0.1355
ASCL1	-0.843333333333333
TSNAXIP1	-0.2475
FAM131B	0.13175
IFNA10	-0.5755
NUP43	-0.25475
FAM44B	-0.782125
L1TD1	-5.20133333333333
NMD3	-0.0236666666666667
C18orf54	-0.1097
PHOSPHO1	0.469
RAG2	-1.5025
EMILIN3	-0.242
METTL3	-1.291
VPS13C	-0.166625
REXO2	-1.60625
ANXA4	-0.558
CA1	-1.104
DCP1B	0.49075
TULP3	-0.327833333333333
ATP2A2	0.388071428571429
ATIC	-0.60575
ADAM15	-0.68175
NPL	0.852833333333333
LGR4	0.378125
UEVLD	0.863166666666667
GAB1	1.63175
SNAI2	-0.253666666666667
ZGPAT	0.1973
SNF1LK	0.686625
DLEU1	-0.33025
UBE2Q1	0.70375
ZMYM6	-0.4600625
JPH3	-1.72066666666667
FAM38A	0.666083333333333
PXK	-0.663833333333333
DENND2D	2.12975
BAX	-1.4875
CP	-5.11372727272727
RPL37	-0.5938
G6PC3	-0.2275
NCOA4	-0.0148333333333333
LRRC14	-0.354625
GORASP1	0.16525
FCHO2	0.414875
CYP24A1	-2.8768
FXYD3	1.97625
SMARCAL1	-0.09375
ABCB8	0.185
CCDC44	0.62125
PRDM7	-3.15475
USH1C	-0.91025
DNAH5	0.314666666666667
SRF	0.4125
MAL2	2.96566666666667
PGPEP1	-0.23275
SIN3B	-0.80225
SEMA3C	1.59
GRAMD3	1.819
FBXO10	-0.24575
OR5D13	-0.4165
FLJ31818	0.055375
CACNA1I	0.21475
S100A13	-0.237
TP63	2.19157142857143
ANXA11	0.3756
WDR66	1.8565
CSF2RB	0.288
IFI44	0.79075
DACT1	1.71033333333333
ANKRD23	-0.891125
ATP5G1	0.0783333333333333
C21orf70	-0.0641666666666667
PPWD1	-1.126
DNAJC13	0.355
PAH	-4.898
PTCH2	0.42675
TRMU	-0.40725
CCDC9	0.596
USP3	-0.6148
DCLRE1C	-0.491
FAM55C	-0.32375
FRMD4B	1.23375
CYP2R1	-0.1145
RFPL1	-0.6956
XPO5	-0.36425
ARL6IP2	-0.347
OSBPL5	0.87475
MMP9	3.04845454545455
KIAA0802	0.240625
DHRS2	-0.734666666666667
SGEF	1.62525
TXNDC10	-0.4311
EXOC6	0.9055
RPS27	0.0878333333333333
PNCK	0.719166666666667
FSTL1	-1.45925
AACS	1.7675
SLMAP	-0.182166666666667
SAMD4A	-1.1961
ABRA	0.5255
SMARCD3	0.84625
PKNOX2	-2.52433333333333
A4GNT	-0.052
C9orf39	-1.19183333333333
RALYL	0.37325
MGC33556	-3.2885
C10orf25	-0.982
BBOX1	4.61075
NHEDC1	0.076
XDH	0.14125
GCSH	-0.7965
EDN1	1.1945
MTERF	0.0385
CLK4	0.785125
ZNF799	0.9355
KCNG1	-2.245625
CXCR4	0.412666666666667
PTPRR	-3.21675
IRAK1	-0.356875
LOC401397	-0.455
TMSB10	-0.0857142857142857
CXCL3	-2.6165
TMC4	2.776
OR7A10	0.1425
STYK1	2.56675
CHRNA10	-0.028
CCNI	0.10425
EP300	1.35230769230769
LOC165186	-0.6235
HIC2	-2.842
SDR-O	1.0665
OR2W1	0.5285
KCNA6	0.0595
TRIM74	-1.992
REEP6	0.7865
ATP5G2	0.50175
ERG	0.269125
TMEM42	-0.89425
PARN	-0.2375
SOD2	-0.772625
DIRAS1	-0.763833333333333
PNPT1	-0.85275
JOSD3	-0.7615
hCG_40738	0.7505
PDE1C	-1.58175
SEMA4D	-0.413125
AGPAT1	-0.349
NOSTRIN	0.588125
MAP3K3	-0.549833333333333
MAX	0.164214285714286
CAPS	-0.1155
SERPINA12	0.1885
OSBPL8	0.145125
RICS	1.0602
NR4A2	2.07933333333333
PPCS	1.34466666666667
LONP1	-0.2885
SCYL3	1.23675
HERC2P2	-0.719666666666667
FIBCD1	-0.432
C15orf41	-1.34125
DMC1	0.897833333333333
C20orf27	-1.52775
RPS6KA5	0.0912
FAHD1	0.172833333333333
SLC12A4	-0.79075
BRCA1	-1.72141666666667
GBL	0.2645
SLK	0.547666666666667
NUDT9P1	-0.65
NOXO1	2.3085
USP52	-0.926
BAZ1B	0.035625
SLCO2B1	2.342
BBS12	-0.0313333333333333
LRGUK	-0.459333333333333
TERF2IP	0.1335
COL1A1	4.271
KIAA0090	-0.622625
GRK5	0.0443333333333333
AP1S2	-2.2792
TMEM52	-0.407833333333333
CA11	-0.532125
OR4A15	0.387333333333333
ACBD3	1.6122
SPAG11B	0.050875
PRDM2	0.1303
FOXP3	0.1175
SMYD3	-0.6553
LOC389199	0.4325
LGI2	0.515666666666667
NAPE-PLD	-0.4205
ANKRD6	0.5145
WDR45	0.189833333333333
SHROOM1	-2.469
PSCD3	-0.3645
PYY	0.3785
KCNC1	0.9935
ARHGEF9	0.7503
OR8J1	0.40475
GPR55	0.174666666666667
NS3BP	-1.544
C10orf22	0.410833333333333
NAT8L	3.02575
DUSP4	-1.40416666666667
FOXM1	-0.1085
GRAMD2	0.8201
ZBTB48	-0.5705
BUD31	-0.4835
PABPC5	0.6685
CCDC41	-0.219
FBXO11	0.0416666666666667
C6orf148	-1.708
RFXAP	-1.338
C6orf15	-0.098
CDK8	0.230833333333333
C6orf70	-0.91625
TESSP2	-0.1855
ALG2	0.559
PPP1R3D	1.972
TPM3	0.748111111111111
SYT13	-0.14825
EPB42	-0.513333333333333
CETN3	-0.96625
PRY	0.139
NTHL1	-0.191
POLR2B	0.147
RPS28	-0.235166666666667
P2RX3	0.42125
LYZL4	0.55
WBP4	0.1311
PMM1	-0.06325
C11orf79	-0.2745
CBLL1	-0.94575
IL1F10	0.203166666666667
VAX2	-0.8905
SETDB1	0.532
LRAP	-1.935
GCLM	-0.6065
CPEB3	2.261
PPM1A	1.280375
INTS1	-0.3485
CAMTA1	-0.558166666666667
SAMSN1	-1.517
LOC158830	-1.4215
GMPPA	-0.3575
AIPL1	0.22175
IL24	-0.0291818181818182
BDKRB1	-0.5765
MLF1	-0.5468
TAF12	-1.10425
ID1	-2.816875
THADA	-0.66825
PIK3CB	0.097
OR4N5	1.1905
TBC1D17	-0.137166666666667
COX8A	-0.901
CDCA4	-0.36425
C2orf44	-1.20325
ZNF534	-1.044
IMMP1L	-0.0215
NIPSNAP3B	0.3445
FTMT	0.167625
PWP2	-0.00150000000000002
MMP15	-0.061
DNAH11	-0.95275
MTMR14	0.746875
DNAL4	0.70125
IPP	-0.842
TMEM59	0.867125
C1orf157	-0.061
RGS4	1.4075
DDX18	-0.531833333333333
SNX6	0.21275
ZNHIT2	0.748833333333333
NCDN	1.4005
FLJ33534	0.49675
RAG1	-1.529
OR4D10	0.262
PTPN5	-0.171666666666667
POMT1	0.001625
LRRC8A	-0.3152
CYP1A1	-0.0055
CAPN1	0.224666666666667
DDHD2	-0.968875
GRIK2	0.164
GNRHR	0.293666666666667
PPBP	0.307
HTR3A	-0.675375
SLITRK4	-1.223
ANKRD49	0.2445
BTF3	0.24
SARS	-0.31525
C13orf18	-0.0743333333333333
CACNB1	0.8945
QKI	-0.233363636363636
SETMAR	0.306625
MAN2B1	0.657833333333333
EML3	-0.8845
ACADL	-0.459666666666667
OFD1	-0.689625
DEFB114	-0.637
CGA	-2.543
PEX16	0.582833333333333
LRRC10	-0.101
GNG12	-1.136
C1orf152	0.1565
CHRM1	0.3285
CD53	0.11425
DBH	-0.47775
TFAP2B	1.098125
HIST1H2BJ	-1.15866666666667
FAM46D	0.418
TMEM11	0.3705
C3orf32	-2.52375
PCCB	1.017375
IPO13	-0.119375
C6orf105	-3.8185
COMMD5	1.30875
SUV420H1	0.249
LTBR	1.46925
ARHGAP15	-0.919125
HDHD2	0.3865
TDRKH	-0.053
LOC401052	0.2115
PSG4	-1.07625
GNB4	-0.0631
SPATA4	0.2175
SLC9A3	-0.215
OSBP	0.3
