Hybridization REF	TCGA-BH-A18G-01A-11R-A12D-07
GPR92	0.783666666666667
ESAM	1.4817
CTNNA1	1.58216666666667
HRBL	-0.1558
CBX4	-0.43375
TMEM182	-0.51225
SH3TC2	0.556333333333333
IL10	0.4425
PXMP4	-1.742
RNF167	0.00110000000000001
PAK7	-0.3575
ETV3	0.501
ATPIF1	-0.455666666666667
LOC554207	-1.48683333333333
OR8H1	0.287
WDFY3	1.02675
DPM1	-1.8765
GPSM1	0.143
WDR92	-0.306
LRP1	1.06883333333333
ANKH	0.75475
THUMPD3	-1.26
POLR1B	-0.18
OLFM4	8.112
RAD9B	-0.675
TSPY2	-2.8485
PAX6	0.170333333333333
SCG2	-0.8715
SLC17A6	0.52725
FMO3	1.205875
PADI4	0.936285714285714
TUBB4	-0.1091
NLK	-0.036
POU4F3	0.6315
SDF4	0.00924999999999999
ITGBL1	1.68233333333333
NETO1	1.15075
TAP2	-0.039
ABBA-1	1.25958333333333
GNAI1	0.46125
VPS4B	-0.401
NOPE	-0.5407
GALNT6	3.46783333333333
SESN1	0.3435
GBE1	-1.244
CLASP1	0.831
RASGEF1B	0.87475
ACOT11	-0.2345
AFAP1	0.40325
OR2H2	0.29075
DPY19L2P1	0.93125
DZIP1	-1.766
SEC22C	-1.36958333333333
GPR161	1.20433333333333
RNF146	0.42175
WDR74	-0.57675
GALP	-0.48
PURA	1.591
DNPEP	0.298666666666667
RP11-78J21.1	-1.66925
ERBB2	0.90075
FANCM	-1.38858333333333
NEO1	1.36216666666667
DDX3Y	-3.9141
RPS3A	0.886625
MXRA7	-0.434857142857143
LGALS3	-0.1055
GLT8D1	-0.912
CFL2	-1.86966666666667
UPB1	0.279
NAP1L5	-0.05575
CLDN14	-2.63325
DHX38	-0.652
BTBD1	-1.035
TARS2	1.16833333333333
ABCF1	0.1855
FCF1	0.1045
LRRC49	-0.391
GUCY1B2	-1.0875
C1orf177	0.782666666666667
SMARCA4	-0.344714285714286
LRP8	-0.8
TAGLN3	-0.09975
MRPL14	0.15275
TTRAP	-1.10525
ZDHHC20	1.57975
NFE2L3	-2.2805
KIAA1377	-1.629625
PALMD	1.9524
TMEM43	0.3735
TTL	-0.056625
STAT5B	-0.538
SSB	-0.838375
OR10H5	0.4195
SLC22A13	-0.292333333333333
AKAP3	-0.245
TIMM23	0.271
OAS2	1.1665
KIAA0423	-1.168
TRIM11	1.14816666666667
GLIS3	1.352125
TMEM50B	-0.221
ARHGEF4	-0.957428571428571
DEGS1	1.17072727272727
TBL1XR1	1.08513333333333
G6PD	-1.47925
SP140	0.2412
MUC17	0.0883571428571429
NUDC	0.0377999999999999
DNAJC5B	0.756333333333333
SCARA3	3.33833333333333
CPA3	0.560333333333333
BCAT2	-0.5355
MFN1	-0.3259
NRG3	0.736
SNX11	0.29925
PLEKHH1	-1.13666666666667
GPR177	-0.0966666666666667
HCFC2	1.16475
TCAP	-0.76975
MOCOS	-1.55775
C14orf93	-0.56925
PRDM10	-0.134
SLC16A4	-0.679833333333333
SRGAP1	0.709
VIP	0.278
DUSP27	0.0813333333333333
LILRA1	0.4564
MC2R	0.396
MGC24103	-2.0575
MBTD1	-2.5635
FUT11	0.224833333333333
USP33	0.2853
C15orf39	0.88475
MAP3K12	-0.91875
PAAF1	-1.80933333333333
BARHL1	0.0825
FLJ16165	0.21
PIWIL2	-2.93825
SYNE1	0.317818181818182
CMTM4	0.09975
TSPYL1	-0.0883
GUF1	-0.0158333333333334
TMEM157	1.201
WDR44	-0.01875
HIST1H3C	1.111
DKFZp666G057	-0.7555
RNPEP	1.13025
GAS2L2	0.0351666666666667
ADH4	-4.12875
GRPR	-0.812166666666667
FBXL17	3.58375
ZBTB10	0.534416666666667
Gcom1	0.426166666666667
HTRA1	1.9187
ZNF585A	-0.5944
SLC26A2	2.0925
OTOP3	-0.228
WISP1	3.43033333333333
ATP2B4	-1.39372727272727
FLJ10769	0.53175
CRAMP1L	-0.5435
CHST12	-0.74325
RAB22A	0.461583333333333
TARDBP	-0.632571428571429
STAU1	-0.36525
CRB3	3.24733333333333
MIG7	-1.36325
CHMP1A	0.934333333333333
ZNF160	-0.78925
B3GALT6	0.76075
BARX1	-0.3935
C6orf167	-1.9909375
NXNL1	0.454
DHX29	0.499875
HADHB	-0.53025
PLXNB2	1.300125
ILDR1	-1.529
SLC15A3	2.884
GAS2	-3.66483333333333
C20orf69	-0.6085
NUMB	0.51675
TNIP1	0.7595
MESP1	4.38133333333333
PSKH1	-0.3725
NSFL1C	-0.407875
RHOG	0.34525
HEY1	1.07583333333333
KNG1	-1.413125
ITGAX	1.5336
LIN9	0.215833333333333
CANT1	0.965375
XRN1	0.6135
CCDC96	1.3145
HEATR6	-0.00516666666666667
GNG7	2.86983333333333
RUNX2	2.1975625
SOX1	1.65233333333333
FCRL5	-0.0514444444444444
ZNF99	-1.9635
FAM9A	0.696
SNX22	2.71333333333333
MBNL3	-1.54516666666667
ODC1	-2.1242
ADORA2B	-1.86083333333333
NR2F6	0.274
ZFYVE16	-0.819
SYNJ2BP	0.8278
POLE	-0.5505
E2F2	-0.517125
THRA	-0.467166666666667
PTGES2	-0.555333333333333
HIP1R	2.50733333333333
TMUB1	0.0678333333333333
ENO3	-1.921
RSPH10B	-0.666
CXorf39	0.732625
IRGC	0.5545
GPR109B	-1.9235
FLJ13305	-0.0305
LCE3A	0.00849999999999998
TNFRSF18	-0.4685
DET1	0.27875
TRPM3	-0.40775
C16orf79	-1.1695
FECH	-0.843833333333333
RAP2A	1.529
CRIP1	-1.498
AZIN1	0.241
SLC7A7	2.521
IL10RA	0.604555555555556
TMEM64	-2.2365
CDC42EP4	1.0901
C16orf58	0.1796
ARG2	-1.786
POU5F1P4	-3.6995
FAM62B	0.21725
DNAH8	-2.32844444444444
ASH2L	0.141625
TSLP	-4.2055
CNTNAP5	0.0120000000000001
TMEM16C	-1.28875
IFNA14	0.31
SLC1A3	1.089
CABYR	0.253
BCL7B	-0.3178
NUDT13	-1.8125
C13orf28	0.835333333333333
C1orf53	0.83725
ARL6IP4	0.2897
RPL35A	0.78475
EMR3	-0.2285
RAB40C	0.549166666666667
SLC41A1	0.204666666666667
LRCH1	-0.29425
LY6G5B	-0.2735
FAM124A	0.151857142857143
MGC10981	-3.2745
CLIP3	0.0936
MAP4K2	-0.658833333333333
CHIC1	-0.51975
SULF1	3.79616666666667
C20orf30	-0.257928571428571
PRDM5	-0.04225
ELOVL1	0.26175
C11orf48	-0.856
SLC39A10	-0.3285
KCNV1	0.0603333333333333
ACP1	-0.7312
ZMYM2	-0.00412500000000002
B3GNT6	0.566833333333333
C9orf69	0.72075
C2orf15	1.043
C20orf166	-0.2215
HSP90AA6P	0.831
EDG7	-0.251
NEURL	-1.18625
LPL	6.64383333333333
CLEC2D	-1.01771428571429
GRRP1	1.23166666666667
CD8B	-2.8133
HIST1H3D	0.438166666666667
SLC6A12	-0.108625
FAM27L	0.223
CD84	1.0289
RASA1	-0.558
PHKG1	1.3065
MAGEA11	-1.5195
IMPA1	-2.7019
NPM3	-0.35975
RARRES1	7.79
SH3BP1	1.260125
B3GNTL1	1.186
ARPC5L	-0.351
KLHL26	0.00250000000000001
SIM2	-0.7035
GJC1	2.0285
C20orf194	-0.03175
EXO1	-1.1675
SLC2A2	-3.142
LOC285074	-1.15925
LRG1	3.07525
KIRREL	0.4575
PIK3R1	1.38107142857143
C4orf34	-0.497
MAF	-1.32394444444444
ADCY4	1.84916666666667
ZMIZ2	1.1922
SLC46A3	1.06733333333333
STAMBP	0.45
CCDC16	-0.529
MS4A12	0.08
TCF20	0.94075
LRRC46	0.67325
C20orf152	0.20125
MRPS6	-1.015
ABCB11	0.785
KCNC2	0.677
CDH19	3.56
C9orf123	0.0103333333333333
SSH3	1.52025
LDLRAD1	-3.36725
CCBE1	-0.941
ZNF135	-0.804375
TAAR1	0.757
WFDC12	0.2605
CCDC42	0.601333333333333
FLJ12529	-0.361
PER1	0.0781666666666667
TIMM50	0.516333333333333
SMARCAD1	-1.4945
FAM26C	0.5165
TP53TG3	-1.70533333333333
SH3RF1	2.1617
LMCD1	1.82875
GPR63	0.9465
FLJ21986	-2.47175
AIFM3	-1.43175
MICAL1	-0.415
BLZF1	0.975
IQCA	3.78216666666667
PCDHGC3	0.467
SAC	-0.43625
BCL6B	0.928666666666667
DDO	-2.96075
MARCO	3.41375
DCHS1	0.9855
C1orf170	1.2295
CD200R1	-0.203
C22orf15	0.666
SEPT11	1.172
ADNP	-1.22225
UST	-1.5352
C13orf34	-0.72
RFFL	-0.367857142857143
APBA3	0.986
C2orf60	-1.205875
CUTL1	-0.2678
PMS1	-1.129625
ZNF689	-0.7515
EIF3E	-0.783
IL9	0.381
RPL31	-0.462625
LY9	-0.0986666666666667
ATP2B3	0.59675
KDELR2	0.841
TFCP2	-0.369375
NLRP12	-0.507375
FLJ45422	0.41225
TLE4	0.7364
ZNF570	-0.5575
FLJ43806	-0.5
TLK2	0.80175
CIR	1.29575
MARS2	-0.3255
COL24A1	-0.3995
SDF2L1	-0.3805
HIBADH	0.0108333333333333
IGFBP3	-0.304142857142857
C12orf23	0.68275
PSPC1	0.64125
C20orf43	-0.46275
TRAV20	-0.0115
ARHGAP24	-0.2135
KIAA1975	-1.387125
C1QA	4.6368
DNTT	-3.9355
C10orf6	-0.16375
C11orf41	1.534
HNRPF	0.59975
COL11A1	8.00133333333333
UBAP2	0.298
CDKN2AIPNL	-1.5575
C20orf174	0.99825
SPRED2	0.3045
PLA2G12A	0.614666666666667
ICEBERG	-2.19333333333333
SCN10A	0.307
C11orf65	-0.53425
GBP5	5.21375
PITPNC1	1.13716666666667
POU3F3	3.618
NCOA7	1.0405
LIN7C	-0.1642
LOC348840	-1.342
NKX2-2	-1.3425
ANKRD13D	1.139625
LOC123688	0.3625
FUT2	3.39233333333333
TAAR8	0.4945
FZD4	-1.47166666666667
PNMA3	0.883
OR4L1	0.1805
WIT1	0.1575
EXOC3L	2.23
ATPBD4	-0.7127
KRBA1	-1.108
UBXD6	0.25725
HOXB7	-0.684214285714286
C7orf23	-0.2765
UNQ338	4.03975
STAB2	0.65575
CDC20B	-0.441333333333333
IRF9	1.88525
CENTG1	0.97425
TNPO2	-0.10975
MCPH1	-0.243
BMS1P5	-1.70725
SLC26A7	0.53175
HIST1H3J	2.133
C9orf3	-0.3263
LBH	2.421375
MYO1D	0.627875
PTDSS2	0.21925
NFU1	-0.27725
DEPDC4	-1.1485
WNT7B	3.3738
GLP2R	0.269166666666667
SETD4	-1.0177
DYNLT3	-0.7156
FKBP11	1.36716666666667
SESTD1	0.423833333333333
FLII	-0.20475
RPS16	0.6123
CHPF	0.708166666666667
CSNK2A1	0.173833333333333
SUMO1P1	-1.12
FKBP6	0.95
ZNF214	-2.332
TWIST1	1.30516666666667
DDX56	-1.12133333333333
TRAM1L1	1.4349
EPO	-2.242
MRPS18B	-0.535
ZNF682	-2.24316666666667
RPL14	-0.123666666666667
MAFF	-0.1275
LOC51136	-0.446625
LY96	0.0025
DDX20	-0.33125
ABTB1	0.9575
ARL5A	0.3254
CCT6A	-1.14025
HEPACAM	-1.55583333333333
EHHADH	-2.6615
RBAK	0.382166666666667
CGB1	-0.10425
ITGB5	0.2555
YIPF3	-0.64025
FKBP2	-0.1655
NR1D1	1.112
TMEM110	-1.293
NEK2	-0.387833333333333
PRAMEF8	-2.3735
C20orf52	0.526666666666667
PCDHGA3	1.5435
VWA3B	0.6905
NDUFA5	-0.71825
THAP9	-0.96075
FLVCR2	-0.852
AP1S1	-1.1605
SMAD6	-0.968
SAV1	0.82725
SAT1	1.258625
ZNF251	-0.421875
ADAMTS7	1.2551
RPP38	0.08025
C1orf211	-1.363
YPEL2	2.40235
RBMS1	0.021
ZNF445	-0.499666666666667
NRXN2	0.537666666666667
PGBD4	0.155125
UGT2B28	-1.9415
WBSCR16	-1.0271
NLRC3	-0.279375
ASTL	0.7705
ST6GALNAC1	-3.2885
ZADH2	-0.441375
MLLT4	1.82683333333333
ARL6	-0.473333333333333
MEF2C	1.3735
CBFA2T3	-3.2915
AFF3	0.305928571428571
COG7	-0.376833333333333
MYB	-3.6725
PLXNA3	0.9255
XRCC2	-1.7455
MMS19	-0.374875
ST8SIA5	-0.614285714285714
CHPT1	-1.23183333333333
KIAA1712	-1.535875
OR6X1	0.3945
ACTR3	-0.344625
UGCG	-1.172
OR4P4	0.3265
ZAP70	-2.281
LPP	1.676125
ZNF485	-0.55125
PTPRCAP	-0.12975
IL12RB1	0.57825
ATRX	-0.249
CHST8	-2.046875
C14orf109	-0.324
ARV1	0.67225
NMB	-0.859714285714286
COX5A	-0.438666666666667
EIF6	-0.20925
MPPED2	3.17383333333333
SEMG1	-1.138
CHRDL1	-0.7835
TRAF3IP2	1.105
WNK2	0.158125
LILRA4	1.85716666666667
LAMA2	1.6165
PXT1	0.7335
RLBP1	-1.12
CD300C	-0.5605
SLTM	-0.844125
FLJ10404	0.2501875
APOBEC3D	-1.49766666666667
RENBP	-0.629
ATXN7L1	-0.318
NID1	-0.14075
TUBGCP3	-0.520375
ITIH5	0.270933333333333
CCDC110	1.477
C8A	-2.22525
MGC87042	-2.4805
HOXC13	1.3445
TFDP2	-0.96175
HCP5	1.629375
POLI	-0.56175
UCN	-0.0153333333333333
ZNF764	0.732833333333333
C8orf45	-0.0605
FHL3	-0.32625
SPATA5L1	-0.9045
MMRN2	1.12116666666667
NDST1	2.14466666666667
COL20A1	0.100666666666667
ZNF248	-1.22983333333333
PELP1	0.318
MBL2	-1.7658
RNF41	-0.441375
C5orf24	1.742875
THOC5	0.157875
SERINC3	-0.919333333333333
RP11-151A6.2	0.78375
CDCP2	-0.224
HIST1H2AA	0.3875
C11orf75	1.98966666666667
FKBP7	0.5055
DDOST	-0.16325
GPNMB	0.0136666666666667
TTF2	-1.3226
KCNT1	-0.0504999999999999
SLC39A14	-0.89125
NGRN	0.8174
GPR137B	1.91025
MECP2	-0.184125
PSMA1	0.0535
C16orf73	-4.8505
TMEM60	-0.6075
CSN3	6.466
NOS1	0.960666666666667
RAB7L1	1.12783333333333
YBX2	-0.9105
KIAA1166	0.502875
FUBP3	-0.869
ABCG1	-0.421
ACACA	-0.871083333333333
ARL11	-0.51
ATOH1	0.212
ODF1	0.282166666666667
CREB3L3	-1.1435
TMEM127	0.962928571428571
DSCAML1	-1.83625
PLN	0.221833333333333
LYPLA1	-1.43875
PRDM9	-1.4185
SASP	-0.98375
PLUNC	-0.037
INTU	-0.854
HISPPD1	-0.79875
LNPEP	0.157666666666667
YARS2	-0.8535
APCDD1L	-0.9585
ZCCHC4	-1.0026
FBXO22	-1.287
TTLL13	0.1005
ZNF669	0.7905
PTGDR	1.6545
DDX27	-0.55825
KIAA0409	-0.332833333333333
GJB6	1.455
ASB8	0.95075
PLP2	-0.0356666666666667
MEPE	-0.3825
OR10J5	-0.1515
KRT222P	-0.8355
COQ7	0.459333333333333
C1orf101	0.18325
RERG	1.4634
CHMP5	0.514375
THAP11	0.013375
ZNF43	-2.48683333333333
ZRANB3	-2.12433333333333
KRT13	3.310125
MRPL19	-0.59525
RBBP9	-0.516625
SPATA17	0.91425
BXDC5	-0.932666666666667
PAFAH1B1	-0.765833333333333
MAGEE1	1.1255
OSTF1	0.91675
KIAA0323	-0.343916666666667
TXNDC13	2.27666666666667
CNTN4	2.319
LCE1B	0.9155
UNQ501	-1.551
ZNF154	-0.88575
C3orf64	-0.367
SYT5	0.5369
PON1	0.517166666666667
FLJ10357	-0.122875
ATP4A	-0.8625
GNPDA1	-0.998
MGAT1	1.54283333333333
C14orf121	0.63225
SLC35B2	0.941
MIER3	0.221166666666667
CHEK1	-2.32375
ZNF8	0.192
TXNDC1	-0.9745
CKB	-0.5072
RTN3	1.36071428571429
FZD2	-0.827
PART1	-0.059375
PSMB6	-0.774
PCDHB8	-0.099
PHC3	-0.2292
PPP1R8	0.6155
NOVA2	1.38033333333333
TNFRSF11B	-2.713375
GOLPH3	0.740166666666667
UBLCP1	-1.25625
SUHW3	-0.041
TTLL1	0.32875
OPN4	0.0635
OR13G1	-0.874
ZPBP2	0.492666666666667
HSD17B11	-2.2175
C9orf50	0.291
DHDDS	-0.0638571428571429
CTSW	0.978
NEFM	-2.14266666666667
MRPL28	-0.608
SYN1	1.777
PIGV	-0.195333333333333
ZIM2	-0.7375
APBB1	-0.225
SND1	-0.332
C1orf123	-0.662833333333333
CHD3	-0.25525
BHLHB8	1.10875
RNASE2	0.0358333333333333
BCAP31	-0.031875
SLC25A44	0.644
CHD6	0.657
PIB5PA	-0.897846153846154
SELS	0.090125
LOC541471	0.963125
FAT2	0.8725
ZNF81	0.405
OR4C16	-0.5995
FLJ10081	-1.0637
LRRC4	3.0085
CS	-0.764333333333334
N4BP2	-1.45175
IGFBP7	0.09575
ZNF318	0.00258333333333328
NDNL2	0.689875
ZNF609	0.24575
SIRT4	0.179
EXOSC10	-0.23775
ECE2	0.172416666666667
OVGP1	-0.78025
GTPBP3	-0.0855
PACS2	0.4657
C19orf36	-0.157333333333333
ARL4C	0.678875
ATG4B	-0.945125
UBQLNL	-1.86575
RHOXF2B	-2.774
PLEKHG2	-0.983
GALR1	-0.0985
AQP4	0.5382
HDAC7A	0.7615
DCUN1D3	0.5345
OR8A1	-0.07
CCRN4L	1.312375
CBR4	-0.510333333333333
KIFC1	-1.62533333333333
SLC7A14	-1.98733333333333
LHX5	0.23
TRPC7	0.045
LPXN	-1.12675
SERPINA1	-1.825375
RPS13	0.0897
BPIL3	0.041
PRKAA1	-0.08425
FADS2	0.0977
ENAH	1.60975
PRO1768	0.4595
APBA2BP	-0.45075
LIPH	3.14116666666667
C3orf33	-0.98775
RCC2	0.971357142857143
ALDH1A2	-2.7727
RNF103	1.3675
AHCY	-0.426
ALG12	0.9525
CCL17	1.22975
ZNF543	0.7575
ESRRG	1.7162
CNGA1	5.1035
RDH5	-0.6215
OTX1	1.3308
PTGFR	-1.55083333333333
CDR2	-0.313125
SELE	-0.04425
NLGN2	-0.3545
EXOSC9	-0.89775
ZNF566	0.460666666666667
KLRC2	-3.151
GPR12	1.5895
KIAA0196	-1.07975
PDRG1	-1.189
SSR3	-0.00785714285714281
MSI1	0.546
CST9	-0.36
CC2D1A	0.779875
PLAGL1	-0.736333333333333
ZNF778	-0.291
RNF2	0.49525
KLF6	1.053
THBD	-0.277666666666667
tcag7.1314	0.934
NR5A1	0.683166666666667
ABCD2	-0.0606666666666667
DNAJC7	-2.83375
CLEC4C	-0.1565
TM2D3	-0.0115
CCDC4	0.014
PLAC2	2.5045
DCD	-0.973
FAAH	0.64825
POLA1	-0.204333333333333
TM7SF2	-1.044625
FLJ39822	-1.06533333333333
FLOT2	1.0045
MAP4K1	-0.632
SRP68	1.43525
C21orf74	0.5715
ARPC5	1.417125
LOC126075	0.1135
HECW2	-0.167875
ZDHHC4	-1.37825
ANKRD42	1.4519
PDE9A	1.368
ABCA8	-1.91533333333333
NDUFS2	-0.2325
UBR5	-0.7475
BTBD16	-2.12025
LOC554174	0.7765
ZNF20	-0.5005
KIAA1843	1.071
WDR17	-1.19625
C15orf33	0.689
RNF113A	-0.231
CAMKK1	0.4163
CLCN2	-0.65675
ANXA6	-2.3885
LOC340069	-0.38
EMID1	-0.097
DPM3	0.911583333333333
ELA1	-0.406
SLC25A13	-0.1563
KRT24	-0.256
SMPD1	-0.303
TH	-0.207375
COL6A2	1.68478571428571
ANKS1B	0.598
GPR126	-0.8822
ZC3H12A	1.60583333333333
TMEM47	1.53566666666667
C2orf51	0.3405
C1orf88	2.287
HSF2BP	-0.36975
AKAP10	-0.47525
RPAP3	-0.8905
KLHDC8B	-0.76525
STOM	-1.3791
MUPCDH	0.331625
C10orf72	-0.2175
PLEKHA3	0.221166666666667
TCP11L1	0.41675
CWF19L1	-0.294375
SPEF1	0.946923076923077
YSK4	1.06425
ELN	-0.0543
SAMD8	-0.0891666666666667
MPI	-0.727666666666667
MEPCE	0.2514
ABCC3	0.734875
NANOGP1	-3.136
KCNK17	-1.30575
HLA-DMB	3.93283333333333
RRAGA	0.506
ANGEL1	-0.70625
RBM32B	0.6465
CPN1	-2.22275
MGC52282	-0.2807
HLA-A	1.58491666666667
OR9G4	0.3845
EDNRB	-2.389375
SCD	-1.66585714285714
C14orf80	-0.840333333333333
BAGE2	0.8
RABL4	-1.25016666666667
RCVRN	0.702
SHANK1	-0.2665
NLRP7	-3.38225
CD226	0.24675
STAT3	0.1110625
SYNJ2	-0.7111
TPCN2	0.270333333333333
WDR36	-1.05666666666667
MBD4	-0.46975
ROBO1	-1.003
ST3GAL6	-0.63125
SLAMF8	2.7725
ATN1	1.64966666666667
GPR141	0.40675
KRT36	0.9155
TPH1	1.548
DDX52	-0.413
ZSCAN29	0.146833333333333
TRPT1	0.286
DPEP3	1.09566666666667
DENND4A	-0.926375
TSPAN16	1.014
PTCHD2	-0.089
LOC145814	0.399
CAP1	-0.174
EIF5A2	-0.2301
NT5DC3	-1.013
SEPT9	1.08675
SEZ6L2	-1.0045
EGFLAM	2.98925
VPS11	0.48075
NDUFB5	-1.13916666666667
CIDEA	0.1
IER5L	1.7555
N6AMT1	0.491
FAM83C	0.057
OXR1	1.19041666666667
IRX1	3.0925
DGKB	-0.772166666666667
GCN5L2	-2.21725
MIR16	0.590375
FBXW9	-0.19475
WDR4	-0.786166666666667
PDC	0.0355
VPS33B	-0.25025
HEXB	-1.0575
FLJ32214	1.51725
TCEB3	0.31825
CRLF1	-0.76275
ABI3BP	-1.56
C8orf22	-3.59375
PYCR1	0.8725
KIAA1706	-0.31225
CDK5R2	1.733375
WAS	0.6995
C12orf60	-1.5145
CCBL2	-0.966
MADD	-0.3
C5orf34	-2.2885
WDR42A	0.1097
KLF12	-0.744125
HSPA1A	1.09
ITM2C	-0.983
DAPK2	3.19233333333333
LOC442590	-0.1095
SUMF2	1.206875
CENPA	-1.48930769230769
TMED5	-0.77875
CDH6	-1.9962
BRP44	1.845375
THG1L	-0.5325
GABRA2	-3.68933333333333
C14orf166	-0.35075
MYL1	-1.516
TNFSF18	0.73
PAP2D	-1.39016666666667
PPIB	0.08
KLHL4	-1.147375
SFN	1.442
CCDC127	0.13825
FRAP1	-0.9935
GOLGA5	0.648
SDCCAG1	-0.231625
MGC21675	0.621333333333333
C10orf95	1.39475
KIAA1345	-0.446333333333333
C1orf163	-0.173
LACE1	-0.488833333333333
OR10K2	0.0815
CENPN	-1.18192
TMED2	0.099
UGT1A6	-0.682
ANG	0.266
U2AF1	-1.5005
CASC2	0.1942
NMT2	-0.546333333333333
OSGEPL1	-1.396
DFNB31	-0.2065
SLC6A20	-0.532
DKC1	-0.64175
FXYD4	-1.03575
WDR64	0.274333333333333
MGC5590	0.2925
CREBZF	-0.155166666666667
DAZ1	0.381333333333333
PRPSAP1	0.426
GCHFR	-0.312
TTC7A	-0.472625
LOC196993	0.43375
UBD	-0.362166666666667
S100A1	2.758
RPL6	1.79166666666667
DNAJB6	0.9161
NAGS	0.1528
C2orf58	0.734
KERA	0.6805
MT1X	-0.4249
UBE2B	0.345
KEAP1	0.64825
MST1	-2.397875
OMA1	0.0695
ABLIM2	0.274
BCL2L13	0.0560833333333333
JAZF1	0.165166666666667
TMEM63B	0.829
S100A8	7.5764
ARFIP2	0.246
UROS	0.0795
KHDRBS2	-1.5625
POLQ	-2.52975
SOAT1	-0.8115
SPAG4	-0.7535
MRPS30	-1.54433333333333
LOC494141	-1.50075
OR2T11	0.8055
ORAOV1	-0.5604
ZNF184	-0.469833333333333
TCEB3B	0.4828
ADAM21	-0.29
GDPD1	1.841
SPINLW1	0.4545
PRR14	-0.244666666666667
KCTD9	0.8154
NUDT3	0.49525
KIAA1822	1.4219
HIST1H4K	2.083
DFNA5	-3.04225
GABPA	-1.03975
C14orf44	-0.32875
POLB	-0.00925000000000001
PTAR1	0.2225
SEC31A	0.3107
TRIM58	-1.5095
TAS2R14	-1.3255
VPS8	-0.8615
H1F0	0.701666666666667
PRKCB1	-3.03916666666667
UGT2A1	0.0675
TOR1B	-0.754
LSS	-0.974083333333333
C2orf19	0.6725
HNRNPC	0.510357142857143
TMEM100	-2.65383333333333
LOC116349	0.02925
OR51M1	0.611
CCDC142	-1.206
ISG15	0.764125
ZCCHC14	0.51475
CREBL2	0.144625
TGDS	-1.04625
DC2	0.3825
CACNA2D3	-1.9875
ZNF429	-2.225625
LYPD6	-1.781
SUCLG1	-0.919166666666667
OR51I1	1.4685
MAGEH1	0.93625
PRPF40A	-0.034
SMR3A	3.149
SPINK2	-2.23875
THAP2	-0.578625
NPY5R	3.40225
IRF4	-2.362625
SPESP1	-2.6315
OR10S1	1.2005
DTD1	0.127
TUBE1	-2.013
DDX19A	-0.327
PDPN	0.00649999999999999
TMEM34	0.3825
MGAM	0.343333333333333
COL3A1	6.80755555555556
GFM2	-0.4629
OR5A2	0.484
PSG9	-0.89275
ARHGEF11	0.361333333333333
IVNS1ABP	1.05525
SIGIRR	1.03725
DUSP19	-0.631125
DNAJC14	0.2025
ACSS1	-1.430875
IL1RAPL2	0.4985
C4orf30	-0.40275
SEPT4	2.868
LANCL3	-0.44425
SPAG17	0.546333333333333
PRDX3	-0.827125
HNF1A	-0.59275
P4HA2	0.3165
RFWD3	-0.024
MOV10	0.147
DNAJA5	-0.177785714285714
LOC729440	0.2645
LOC200383	0.046875
SMC2	-2.45225
MIXL1	-0.549
TMEM9	0.22425
FAM86A	0.207
ZNF174	-0.2105
MYH14	-0.7885
CCR8	0.02625
VPS37C	0.300166666666667
GPATCH1	0.1655
B3GNT8	3.231
TBX4	-1.2775
CNR2	0.537833333333333
PCDH1	0.82925
C5orf29	2.523125
OCIAD2	1.608
PLCG2	4.979
KIAA0247	1.011125
HRH3	0.2926
CAPN13	4.204125
CCR1	2.2045
MGC15523	0.778777777777778
UVRAG	0.909833333333333
DNAJA2	-0.190166666666667
ITGA2B	-0.5585
CLDN5	2.613875
PTPRN2	-2.19542857142857
ZNF512	-2.42433333333333
PSAP	0.443285714285714
CCDC140	-2.193
LRRC55	0.54375
CYP26C1	0.1405
C8orf47	4.20225
LYN	2.329125
DUSP6	0.944833333333333
TGFB3	1.59093333333333
ELK1	-0.1184
PCDH11Y	0.5652
HGD	-2.70825
C17orf58	0.64925
MYO3A	-1.253
SERPINE2	-3.7
AARSD1	-1.38375
C14orf73	-0.836
ADAM33	0.29625
ZNF491	-0.1205
MAPK6	-1.07
TCN1	3.04433333333333
SLC24A6	0.9045
UBE2R2	0.66825
H1FNT	0.97275
TATDN2	-0.140166666666667
LILRB1	1.086
P2RY5	1.378
NUCB2	0.677
C2orf37	-0.1415
SNX27	1.35316666666667
MTA3	-0.59925
FOXO4	0.698875
ID4	1.4285
SOX5	-1.38433333333333
PXMP3	0.177625
OR52M1	0.794
SFT2D3	0.28475
INA	-3.07
MCOLN1	0.6475
NFIX	1.7202
CLEC14A	4.43366666666667
HIBCH	-0.479333333333333
PLA2G5	0.85625
TIMM10	-1.18466666666667
MED17	0.015
COL4A4	-2.15
TPP1	-0.3
GJA3	-0.454
TMPRSS5	-1.49225
AADACL3	0.945
DNMBP	-1.074
ENPP5	3.3175
NQO1	-4.4359
ZSCAN2	0.09275
SEC24C	-0.459
GTF2A1L	-1.0455
AXIN2	-0.4612
FAM33A	-0.427666666666667
C16orf13	1.4615
SPNS2	2.2125
TAF1	0.55075
AP1G2	-0.112166666666667
RBM42	0.994
HCN2	2.429
EFHB	1.25483333333333
RUSC1	0.684166666666667
GRIK5	-0.1555
USP21	-0.868333333333333
ATAD3C	2.77675
ORMDL2	1.282125
PRSS7	-2.5305
PSAT1	-5.359
FLJ13195	-2.31083333333333
TBC1D1	2.23583333333333
IFNG	1.714
OTOS	0.818166666666667
ZNF773	0.712666666666667
