Hybridization REF	TCGA-BH-A1ES-01A-11R-A137-07
SCGN	1.0135
LOC391356	-0.44125
MPP1	-2.079125
STARD3NL	-0.374
TFAP2D	-0.258
CD2AP	-0.114875
CCL20	-5.1715
CCDC86	-1.52
ZFP30	-1.018
CTBP1	0.6115
MAK10	-0.880666666666667
STXBP5	-0.712166666666667
LOR	1.4413
MAP6D1	0.29875
ARMC7	2.071
TMEM150	0.9274
NSL1	-0.63925
KIF5A	-0.157
ASCC2	-0.148666666666667
PSENEN	0.751166666666667
OPTC	-0.005
FCRL2	-1.4615
KBTBD11	1.7655
PCK1	-3.193375
CENTD3	-0.93775
MEGF8	0.72025
ALPPL2	-0.1085
OBFC2B	-0.0368333333333333
ZFYVE20	0.278125
GALC	1.43266666666667
CTRB2	0.38925
C20orf71	0.119
TBKBP1	0.112
CAMLG	0.911
TREML4	0.506
RSAD1	-0.4645
TUBA3D	0.5054
KIAA1833	1.121
PNPLA1	0.727
LRRC34	-1.3035
CDH26	-1.21116666666667
ZNF167	0.5955
ZBTB26	-0.9658
VWF	2.6424
VTN	-0.9995
BAD	0.2865
PDS5B	0.08975
ZNF644	-0.535083333333333
SH3GLB2	0.864375
SMPDL3A	0.404
NRG2	-1.3305
IL15	-0.323166666666667
GABARAPL1	-0.013
LAT2	-0.2709
SLCO1A2	-2.51716666666667
LIG4	0.500166666666667
GSDMDC1	0.928625
BMP4	-1.67125
METT10D	-0.036125
SYCE1	0.1565
SPANXD	-4.73225
SLC12A9	0.470666666666667
MC1R	0.027
RNF168	-0.28975
TRIM69	1.671
GALNT7	0.779666666666667
ISG20L2	-0.52
KIAA2026	0.4075
TNFAIP8L1	-0.6365
DPY19L2	-0.18075
C12orf63	-0.27
PRDX5	-0.607
MED6	-0.472625
TXNDC5	-1.955125
CD46	0.277166666666667
CCK	1.044
C17orf48	0.1205
ANUBL1	-0.03725
SIT1	-2.48616666666667
TYSND1	0.567166666666667
DEF6	-0.893
GLT8D4	1.207
UTP14A	-0.777375
RPH3AL	2.475
NXF1	0.3205
TRERF1	-0.505166666666667
TUBB3	0.21375
SLC24A2	0.84
SEC22B	0.110583333333333
ZNF653	0.868
GGTL3	-0.58625
CDKL2	0.92725
CTF8	0.23825
EPC1	1.23883333333333
CYP4A11	0.00933333333333331
THRSP	-0.492
LELP1	0.292833333333333
TES	0.388125
C17orf87	0.774
FERD3L	-0.038
SH3TC1	-0.3985
RAB36	0.7425
CRYGB	-2.5125
GRIA3	2.1588
BHLHB9	1.63125
C1QTNF9	1.36975
GOPC	0.485
PNPLA8	-0.445833333333333
ZNF444	1.98875
FMO1	3.135
POLR3C	-0.01575
SLC35F3	0.76225
SGCG	-1.29233333333333
DCDC2	-3.08916666666667
NANP	-0.59
MGC23270	-0.213
BEX4	0.0183333333333333
HYDIN	0.2455
RPS6KB2	-1.16225
ADRM1	-0.30825
BAT3	-0.74425
RAB31	1.9864375
SCGB2A1	1.369875
SLC6A14	-4.307875
DDX4	-0.37925
PRRC1	0.175333333333333
AP3B2	1.09
TRGV7	-0.201
TMEM184B	1.25175
ADPRHL1	1.35316666666667
C21orf45	-0.51075
ARNTL	0.98525
AADAT	0.076875
CCL2	-0.6005
SNTB2	-0.849833333333333
RGS9BP	-1.6765
KPNA1	0.70125
TMEM41B	-0.145333333333333
S100A11	0.43925
DOT1L	-1.165
EFHC2	-1.0775
CLTC	-0.432833333333333
SRP9	0.309571428571429
ZNF521	0.70575
FAM26F	-2.3975
GPR88	1.15366666666667
COL13A1	-0.9435
CHMP4B	0.0379
SIGLEC6	0.137333333333333
NFAM1	0.177625
PVRL2	2.1546
ALKBH4	-0.23825
CCDC93	-0.2469375
NXT1	-0.11575
KCNK4	0.2985
TROAP	-1.18933333333333
KCNA10	0.55
CCDC114	0.244333333333333
RAN	-0.02775
LMTK2	-0.485
LOC400657	0.8445
UFC1	1.03375
UBE1DC1	-1.6805
EEF1A1	0.0702222222222222
CHAC1	-0.3675
HMGA2	-4.2967
B3GALTL	0.4125
ING2	0.369
C1orf109	-0.495
INTS3	0.345375
ZNF558	0.89525
TRPM4	1.65
LTB4R	-0.4445
ISYNA1	0.3285
LSM7	0.14975
LRRC47	0.55
ZNF179	-1.9945
EXDL1	0.374666666666667
SLC4A10	-1.574
ACSS2	-1.05933333333333
COPS7B	0.0215
KIAA0040	2.08766666666667
C1orf95	1.2335
AP1GBP1	-0.1385
OR9A2	0.517
FAM71C	0.784666666666667
RIN1	-0.683
ITGA4	-1.99575
DNAJC6	-1.03133333333333
CLOCK	0.649333333333333
SLC35A4	0.438833333333333
DSG4	0.271
LOC26010	0.70825
NSUN2	-0.74725
TMEM86B	1.0115
C14orf135	0.21925
KIFC3	-1.35133333333333
PHF5A	-0.033
NCAPH	-1.638125
STK11IP	0.17725
FLJ42953	0.29
CCDC19	0.400833333333333
ZNF329	1.1725
TAX1BP1	0.437666666666667
ZDHHC18	0.235
C10orf88	0.93425
TMBIM4	0.6383
NMUR1	-0.7455
KIR2DS4	0.5115
C9orf90	-0.26125
MGC87631	-1.566
KDR	2.3943
ST3GAL2	-0.809375
RLN2	2.4195
HPD	-3.53325
MOXD1	-1.79316666666667
PDGFRL	2.1255
SMYD4	-1.64285714285714
FAM103A1	0.875833333333333
MFAP4	-1.13033333333333
LOC285141	0.64425
TMEM45B	0.34575
SMCR7L	-1.08742857142857
GZMH	1.18525
CBLN1	2.63583333333333
CNNM1	-0.88125
PHF17	-0.565833333333333
NUP98	0.2235
RMI1	-0.70475
PTPRS	-0.177625
ANKRD57	0.433375
CLDN15	-0.404666666666667
OR51A2	0.4335
GUCA2B	0.4325
DOCK9	0.93
ITGB1BP1	-0.735666666666667
DLG2	-0.31
BRAP	0.339
SESN3	-0.18325
ZC3H7B	0.29525
FAM101A	2.93533333333333
FKSG24	-0.08325
ZYG11B	-0.832375
RFC2	-0.59275
SH2D3A	1.126
DVL3	1.03158333333333
ADFP	-2.178
KRIT1	-0.049875
SERTAD3	2.033
LEFTY2	-3.27175
KRT27	-0.2425
SCFD2	0.06075
MN1	-0.95225
RORA	-1.1705
PTPRD	0.82625
PIAS2	-0.313333333333333
CYP4X1	1.6685
FBXL15	0.61775
MYH15	1.02933333333333
CRX	0.386666666666667
TBC1D13	-0.3055
SLC22A17	2.33933333333333
PLK2	0.325166666666667
ARHGAP9	0.173
EIF1B	0.185
C20orf185	0.10825
DEFA7P	0.3755
PRIM1	-1.886
CRYAA	-1.5875
BACE1	0.6355
AGTRL1	0.654166666666667
ACAD9	0.35425
GRASP	0.03275
RBP4	-3.81566666666667
TFB2M	-0.8415
METTL9	-0.4904
ATP5O	-0.73625
SP100	0.3031
CPSF1	0.6075
S100A4	-0.74775
LIME1	-0.90475
GPR137C	-0.07775
OR2A2	0.909
C2orf29	-0.9885
NUP188	-0.7875
SDPR	-2.408
RAI1	-0.0775
RPS20	-0.2452
LAMB1	-0.1535
ADM2	0.311333333333333
ZNF229	1.885
DKFZp434K1815	-0.700625
EPN3	2.523
CLIC3	0.2235
MEIG1	1.339
HMGB4	-0.13325
STARD10	1.997625
KLF8	2.191
EPB41L2	-0.888666666666667
JMJD6	0.574
CTSL1	-1.56166666666667
GPR27	0.625
ELAVL4	1.1735
MMP21	0.249
PPM1B	0.353125
SUV39H1	-0.33225
AAMP	0.11125
TUSC4	0.647833333333333
MBD6	0.60025
KLK13	-1.03175
FMNL3	0.548666666666667
TRIM13	0.637083333333333
C15orf5	-0.727
IQCF1	-0.289285714285714
CACNG8	0.745
SLC35D3	0.6175
ZDHHC9	0.2015
ODF3L1	-0.06325
C9orf86	-0.6392
TSEN2	-1.09475
C17orf64	-0.938
SEPX1	0.3814
TSPO	0.52
SYMPK	1.1995
ADORA1	1.1685
TSPAN10	0.173
SEMA6C	0.149333333333333
RTTN	0.5494
IL2	-0.22
ARRDC3	0.285166666666667
TBPL1	-1.016
STX12	1.025
MRPL39	-0.59425
OR8H3	0.4105
IFIT5	0.5935
CASC5	-2.619875
FAM46A	-1.06416666666667
HPCAL1	-0.88675
CYLC1	-4.619
VGLL2	-0.062875
C20orf191	-0.36375
CDH1	2.833
ITPA	0.03225
CCDC101	0.38375
D15Wsu75e	-0.93625
EDA	-1.522
CREG1	-1.13375
OR7G2	0.7095
SAP18	1.346
IFIT1	2.3135
CALML3	3.00283333333333
FLJ37440	1.2625
FNDC5	-0.09325
SERPINB6	-0.690357142857143
JUNB	0.8767
SYS1	0.31225
SCN2A	-0.124166666666667
ZKSCAN5	-0.5442
WNT7A	0.82
TSHZ3	2.66125
RNF148	2.6005
H6PD	-0.30575
CAD	-0.723
ZNF449	0.145
DOCK10	-2.7675
FAIM2	-0.181
HEXDC	0.96625
PRB1	2.13425
C14orf148	-0.5595
ETHE1	2.52975
IRF5	0.6845
GNMT	-0.267666666666667
MGC16291	-1.990375
RPAIN	-0.348928571428571
CAGE1	-0.701
CNTNAP3	-2.306125
ACTR1B	-0.08425
EEF1E1	-1.3155
MSX1	0.347125
ESF1	-1.0268
HSPC171	0.76
MRPL2	-0.823666666666667
RDH12	-0.532833333333333
CELP	0.147
METRNL	-0.6915
C10orf116	3.35633333333333
C19orf48	0.357
ZNF346	-0.05775
NCR1	-2.2145
C10orf64	0.4085
CD52	-0.88725
VPS18	0.499125
AP4S1	0.191333333333333
NPBWR1	0.551
TPK1	0.44
UBA52	-0.160166666666667
RIPK1	0.330333333333333
CPNE3	0.2183
HSPC159	-0.848875
C8orf38	0.94575
LRRC4B	-0.561
PARP10	0.0988
ANKRD50	1.53875
CXCL9	3.352
FGF18	1.12963636363636
EIF2A	-1.037
SLC20A2	0.447833333333333
KIAA1549	-0.65175
SPINT1	2.3933
ZNF584	-0.4345
CRBN	0.229166666666667
ABCF3	0.2955
NCBP1	-1.01516666666667
PLA2G4F	1.63516666666667
PCDH10	-0.5685
TTC21A	1.334
C20orf144	0.2705
FGFR1OP2	-0.338333333333333
SLC9A1	0.6099
CHRND	0.326
FOXF1	-2.824
KIAA1467	1.541
TPO	-1.28383333333333
LTF	1.04971428571429
DNAJB9	-0.2295
MRPS27	-1.1505
bA16L21.2.1	-0.52275
WBP2	1.213
MRGPRX3	-1.569
PRPF18	0.84575
C10orf58	-0.01925
SMOC1	-1.8431
ADAT3	1.34383333333333
TMEM138	-1.062
TMEM131	-0.288875
TIMM8B	-0.69375
MYH7	-0.523666666666667
ST6GAL2	2.13475
KIF1C	0.06125
SUHW2	-2.511
PAPSS1	0.3465
CABP2	0.0535
HOXA4	-1.86225
ELF2	0.0695
SEMA3D	0.6285
MC5R	0.461
OGFR	-0.03
FLJ30092	0.192166666666667
TGFA	-0.2258
MMP17	0.2575
KIF15	-1.188
CHIA	0.64975
CATSPER3	1.10125
CEACAM7	0.560583333333333
PADI2	0.31125
HOXA9	0.646833333333333
LNX2	1.54933333333333
TMEM144	1.96925
HIF1AN	1.3795
METTL7A	-0.5666
C6orf165	1.43316666666667
KIAA1468	1.179875
DSG3	3.0305
ZNF180	1.81283333333333
EIF4E3	1.073375
SLC46A1	1.144
DKK1	-3.53266666666667
ZNF205	0.779333333333333
LOC162073	-0.655055555555556
COX7A1	3.91325
MAGEA1	-5.15183333333333
NEDD8	0.179916666666667
KLHDC5	-0.0606666666666667
C3orf19	-0.2625
MRPS2	-0.50125
POLR3H	-0.0958571428571428
ABHD11	2.0242
TMEM17	0.61675
PAIP2B	-0.6544
MAT1A	-2.46475
LGI3	0.15075
THUMPD2	0.03775
TKTL2	-0.1835
XAGE3	-1.57166666666667
CALM3	-0.568833333333333
C6orf136	-0.559666666666667
KCNC4	0.044
RGS9	0.7995
ACIN1	-1.17666666666667
SPATS1	-0.3415
XKR8	-0.78325
FAM84A	3.8785
MS4A7	5.11290909090909
AGXT2L2	-0.0635
OR1F1	0.138
SMAP1L	-0.272083333333333
IPO11	-0.230625
ZC3H11A	0.102125
C1orf151	0.676125
RNASEH2A	-0.8435
CCR10	-1.2435
TXNDC11	-0.37025
TMEM112	0.78025
MAP1B	-1.69042857142857
NVL	-0.1995
PKM2	-0.73105
ARC	-0.70425
NUP54	-0.3025
PPFIBP2	1.03683333333333
STAT2	1.069875
PTAFR	1.05183333333333
ROBO2	1.01575
RNF40	0.416
CCDC135	-0.568666666666667
IFT81	-0.4782
MORF4	-0.35975
TM7SF3	-0.98775
OR10H3	0.1945
ABP1	-0.072125
CHRD	1.3145
PLEKHA8	-0.524333333333333
NCALD	3.33433333333333
OR5AK2	0.15775
ACCN1	4.04266666666667
SLITRK1	0.041
ARMET	0.08075
C9orf52	-0.52025
REEP4	-0.117
MTSS1	1.065625
ADH1B	0.383333333333333
DLD	-0.82675
CDK5	-0.09325
PPFIA1	1.1121875
WFDC3	1.29725
DNAJB12	1.09328571428571
RANGRF	-0.3575
MLANA	-4.8325
AMY2B	1.279
KIAA0319	-2.773625
RPS7	-0.7035
JAK3	-0.0627
ARFGEF1	1.94125
CXCL5	0.142333333333333
TRAPPC4	-1.057
CETN2	0.40525
HSPC111	-0.88
RHOBTB3	-2.3634
PHLPP	0.971
RGS10	-0.44975
TMEM58	0.70325
CHERP	0.27225
HSP90AB3P	-1.1295
FSTL3	0.368166666666667
PEX11A	-0.0265
OR5V1	0.6145
FCN3	2.653
PTPN3	-1.277875
NPTX1	-5.034625
C21orf84	-1.43375
C11orf51	0.20575
ZBED2	2.837
FLJ90757	0.97675
NPY2R	3.9955
PLD3	0.5895
SYT17	1.39566666666667
SGSM2	0.2135
OR1A2	0.536
FOXP1	1.090125
SLC5A1	-0.285
POFUT1	-0.447
EPHB6	-0.508
MYO1G	-2.237375
STAC	-1.8955
KLHL17	-0.045
RGMA	0.0765
TJP2	-0.741
FAM114A1	-0.1985
SERINC1	1.212
SLC9A8	0.472125
PEX19	0.233125
EDN2	2.245
PSMD7	-0.489333333333333
C3orf41	-1.16325
UQCR	0.0855
PPP1R3C	1.2425
LRP4	-1.92116666666667
TM2D1	0.5695
TTC17	0.273625
C4BPB	-4.819375
CCL25	0.7755
ZNF253	0.443166666666667
CHRNA9	-3.54975
SOX11	-1.20825
HIVEP3	0.881
CGN	1.93741666666667
C3orf35	0.307625
PKD2L1	2.47875
SYVN1	-0.17275
PDE8B	-2.138375
LOC439951	0.245
LTC4S	2.4515
MIF4GD	1.29166666666667
SMARCA2	0.51625
TUBGCP6	0.0476666666666667
CABLES1	0.333625
C16orf77	1.3715
ZNF791	0.60975
FUT5	-1.029
ADH6	-2.85783333333333
P4HB	0.21825
CLDND2	1.68225
ALKBH8	-1.399
PLAC4	-2.0325
F11R	0.0309285714285714
MGC35295	1.3115
PDZD4	-0.200666666666667
LOC389073	-1.66725
FAM80B	-0.405
PSMB1	-0.4685
TXN	-0.766666666666667
VIPR1	2.3702
WBSCR18	0.4384
EXOSC6	-0.108833333333333
ACTA2	3.9225
SP5	-4.1335
ANKRD1	-1.6375
DDR1	1.376
ATP6V1D	-0.068
PTGS1	-1.61108333333333
RNF157	-0.676
DCC	0.34625
SPAG7	0.2645
FBXO18	-0.10625
UBE3C	-0.7222
HOXC6	1.33825
LRP2BP	0.752166666666667
MYST2	-0.271
PDSS2	-0.0075
ATE1	0.16125
ARAF	-0.09075
KLF10	0.3395
PLA2G2E	-0.2615
ASCL1	2.08533333333333
TSNAXIP1	1.9245
FAM131B	0.443625
IFNA10	0.5065
NUP43	-1.223625
FAM44B	0.179
L1TD1	-5.4545
NMD3	-0.679083333333333
C18orf54	-0.1415
PHOSPHO1	0.3955
RAG2	-2.5015
EMILIN3	-0.055
METTL3	0.03325
VPS13C	0.257
REXO2	-0.8055
ANXA4	0.21575
CA1	-1.092
DCP1B	0.82725
TULP3	-0.936
ATP2A2	0.0227142857142857
ATIC	-0.85125
ADAM15	-0.797916666666667
NPL	-0.2035
LGR4	-0.989
UEVLD	0.599166666666667
GAB1	1.142
SNAI2	0.160333333333333
ZGPAT	0.1483
SNF1LK	0.3535
DLEU1	-0.88575
UBE2Q1	0.267625
ZMYM6	0.107
JPH3	-1.055
FAM38A	-0.21275
PXK	0.141333333333333
DENND2D	1.54625
BAX	-0.543666666666667
CP	-5.694
RPL37	-0.4943
G6PC3	0.084625
NCOA4	0.393
LRRC14	0.471
GORASP1	0.85975
FCHO2	-0.397
CYP24A1	-2.3078
FXYD3	2.67975
SMARCAL1	0.09975
ABCB8	0.208666666666667
CCDC44	-0.5925
PRDM7	-3.76725
USH1C	-1.25575
DNAH5	0.276333333333333
SRF	0.2605
MAL2	3.7225
PGPEP1	0.324666666666667
SIN3B	-0.246
SEMA3C	1.769
GRAMD3	2.1325
FBXO10	-0.043125
OR5D13	-0.339
FLJ31818	0.208375
CACNA1I	-0.054125
S100A13	1.3905
TP63	3.096
ANXA11	0.4126
WDR66	0.68675
CSF2RB	0.132
IFI44	0.513
DACT1	1.54616666666667
ANKRD23	-0.1615
ATP5G1	-1.6665
C21orf70	-0.19
PPWD1	-1.671
DNAJC13	0.10025
PAH	-4.331
PTCH2	0.82975
TRMU	-1.0195
CCDC9	0.219
USP3	-0.7884
DCLRE1C	0.5865
FAM55C	-0.14475
FRMD4B	0.79475
CYP2R1	0.12025
RFPL1	-0.0309
XPO5	-1.2415
ARL6IP2	-0.2315
OSBPL5	1.4295
MMP9	3.47718181818182
KIAA0802	0.796875
DHRS2	-1.715
SGEF	1.608875
TXNDC10	-0.325
EXOC6	1.2815
RPS27	0.256666666666667
PNCK	-0.848333333333333
FSTL1	-0.105
AACS	0.4795
SLMAP	0.417666666666667
SAMD4A	-0.7969
ABRA	0.0275
SMARCD3	1.71525
PKNOX2	-2.97983333333333
A4GNT	0.353
C9orf39	-1.96916666666667
RALYL	-0.06775
MGC33556	-2.5285
C10orf25	-0.5515
BBOX1	5.1985
NHEDC1	0.727
XDH	0.25875
GCSH	-1.123
EDN1	-0.737166666666667
MTERF	-0.0225
CLK4	1.019
ZNF799	1.62666666666667
KCNG1	-1.1095
CXCR4	1.43416666666667
PTPRR	-2.78875
IRAK1	-0.509625
LOC401397	-0.45975
TMSB10	0.357642857142857
CXCL3	-3.993
TMC4	2.69925
OR7A10	0.7725
STYK1	2.707
CHRNA10	-0.26575
CCNI	1.0485
EP300	-0.377428571428572
LOC165186	-1.07566666666667
HIC2	-2.69275
SDR-O	0.052
OR2W1	0.587
KCNA6	1.0515
TRIM74	-0.87
REEP6	0.73675
ATP5G2	0.04675
ERG	0.237375
TMEM42	-0.70875
PARN	-0.0186666666666667
SOD2	-1.4579375
DIRAS1	1.00566666666667
PNPT1	-1.27675
JOSD3	-1.44775
hCG_40738	-0.5525
PDE1C	-2.1525
SEMA4D	0.023125
AGPAT1	-0.0226666666666667
NOSTRIN	0.037875
MAP3K3	-0.557333333333333
MAX	0.523285714285714
CAPS	1.957
SERPINA12	0.00850000000000001
OSBPL8	0.46375
RICS	0.5601
NR4A2	0.299333333333333
PPCS	1.19066666666667
LONP1	-0.62525
SCYL3	1.34575
HERC2P2	-1.07433333333333
FIBCD1	-0.0215
C15orf41	-1.237
DMC1	-2.47433333333333
C20orf27	-0.42325
RPS6KA5	0.1455
FAHD1	0.228833333333333
SLC12A4	0.5715
BRCA1	-1.77516666666667
GBL	-0.16175
SLK	0.636833333333333
NUDT9P1	-0.807
NOXO1	3.269
USP52	-0.54475
BAZ1B	0.057
SLCO2B1	1.91125
BBS12	1.44166666666667
LRGUK	-0.624
TERF2IP	0.7775
COL1A1	5.0915
KIAA0090	0.52525
GRK5	-0.993833333333333
AP1S2	-2.44
TMEM52	-0.662666666666667
CA11	1.10925
OR4A15	0.479833333333333
ACBD3	0.9495
SPAG11B	0.0875
PRDM2	1.4231
FOXP3	0.23775
SMYD3	-0.2328
LOC389199	0.187
LGI2	0.442
NAPE-PLD	-0.1011
ANKRD6	1.043
WDR45	0.8835
SHROOM1	-0.413
PSCD3	0.4695
PYY	1.821
KCNC1	-0.0015
ARHGEF9	0.602
OR8J1	0.27525
GPR55	0.311166666666667
NS3BP	-1.2795
C10orf22	1.13933333333333
NAT8L	0.06425
DUSP4	0.822666666666667
FOXM1	-1.58916666666667
GRAMD2	0.1909
ZBTB48	0.934166666666667
BUD31	0.0875
PABPC5	3.446
CCDC41	-0.481
FBXO11	-0.218833333333333
C6orf148	0.38725
RFXAP	-1.61525
C6orf15	1.063
CDK8	-0.740166666666667
C6orf70	0.2085
TESSP2	0.695
ALG2	-0.34875
PPP1R3D	-0.1085
TPM3	0.596888888888889
SYT13	4.60925
EPB42	-0.764
CETN3	0.35575
PRY	0.274
NTHL1	-0.12
POLR2B	-0.045
RPS28	0.0885
P2RX3	0.477
LYZL4	0.27925
WBP4	0.3002
PMM1	-0.71675
C11orf79	-0.39275
CBLL1	-0.642
IL1F10	0.314333333333333
VAX2	0.3975
SETDB1	-0.120666666666667
LRAP	-3.83066666666667
GCLM	-0.3295
CPEB3	1.69475
PPM1A	0.115875
INTS1	-0.28975
CAMTA1	1.61733333333333
SAMSN1	-2.998
LOC158830	-3.13833333333333
GMPPA	-0.410125
AIPL1	-0.12875
IL24	0.379916666666667
BDKRB1	-2.45966666666667
MLF1	1.3957
TAF12	0.139
ID1	-2.961875
THADA	-0.12075
PIK3CB	0.08725
OR4N5	0.907
TBC1D17	0.915166666666667
COX8A	-0.4095
CDCA4	0.61125
C2orf44	-0.80275
ZNF534	-0.6275
IMMP1L	0.59425
NIPSNAP3B	-0.018625
FTMT	0.23225
PWP2	-0.415833333333333
MMP15	0.259
DNAH11	-2.07125
MTMR14	-0.331625
DNAL4	1.1225
IPP	0.32575
TMEM59	0.71875
C1orf157	1.3795
RGS4	2.35533333333333
DDX18	-0.556833333333333
SNX6	0.30125
ZNHIT2	0.702166666666667
NCDN	0.258666666666667
FLJ33534	0.446
RAG1	-1.65625
OR4D10	0.613
PTPN5	-0.734166666666667
POMT1	0.045375
LRRC8A	-0.2405
CYP1A1	-1.33275
CAPN1	0.595
DDHD2	2.79625
GRIK2	-0.76975
GNRHR	-0.4485
PPBP	-0.074
HTR3A	-0.69225
SLITRK4	1.41375
ANKRD49	-0.39975
BTF3	-0.5003
SARS	0.214
C13orf18	1.9285
CACNB1	-0.0259285714285714
QKI	-0.591818181818182
SETMAR	0.529875
MAN2B1	0.650166666666667
EML3	-0.443
ACADL	-0.7435
OFD1	-0.10875
DEFB114	-0.3755
CGA	-3.8781
PEX16	0.455333333333333
LRRC10	0.435
GNG12	-1.473
C1orf152	-0.0565
CHRM1	0.7295
CD53	-1.26875
DBH	-1.34125
TFAP2B	2.984875
HIST1H2BJ	0.168166666666667
FAM46D	-1.064
TMEM11	-0.31
C3orf32	-0.8415
PCCB	-0.81325
IPO13	0.4415
C6orf105	-2.298
COMMD5	1.0255
SUV420H1	-0.3602
LTBR	1.1845
ARHGAP15	-2.5205
HDHD2	0.2035
TDRKH	-0.717333333333333
LOC401052	1.336
PSG4	0.866
GNB4	-0.8474
SPATA4	2.67575
SLC9A3	0.0675
OSBP	-0.515833333333333
NBPF3	-0.470666666666667
DOCK11	-1.4315
SLC39A5	-1.44983333333333
PRR5	0.5305
C10orf63	1.379
SMTNL2	-2.103
ADRA1A	-0.07525
ASAH1	0.5887
DOM3Z	0.1114
GIPR	0.738666666666667
AHI1	-0.741583333333333
NADSYN1	1.20833333333333
RGS14	0.3486
IL18BP	0.4798
RTN4RL1	2.10783333333333
ARMC6	0.17275
PSMD5	-0.805166666666667
HK3	0.9181
OR4S1	0.01225
RSU1	1.2557
MAD2L1	-1.95311111111111
EIF4A3	0.63
DLEC1	0.260666666666667
E4F1	0.880333333333333
CHMP2B	1.0234
CAMSAP1	-0.711
RPS21	-0.962166666666667
ARID5A	0.015
UBE2N	0.0546
IGSF8	0.773333333333333
MAGEB6	-2.6345
ACAD11	-1.3965
MGC4172	-0.778
LMO4	-0.79525
KLKB1	0.474
HP	-1.067
HDAC3	-0.075
SCHIP1	0.446
CLCA1	0.3285
OLFML2A	1.19725
C1orf112	-0.907
KIF19	-0.0408333333333333
HAPLN4	-0.102
CXCR7	2.4955
GOT2	-0.3812
RAB38	-1.014125
DCX	4.77825
PPM1H	-0.606666666666667
NFYC	0.66475
KIN	0.240125
ZNF228	2.6
PLSCR4	1.82516666666667
HIG2	-0.45775
FAM79B	5.9085
C21orf86	-0.2226
KCNK10	-0.618
ZNF738	-0.954875
FSTL5	0.326833333333333
OR6A2	0.4315
OTOA	0.385833333333333
EXOC1	0.237875
AHRR	-2.517375
PDAP1	-1.91441666666667
C19orf6	0.517
ZAN	0.2555
LY6G6E	0.2405
EIF4E2	-0.44925
C20orf198	0.42325
ZNF324	0.77175
CYP3A5	-3.29183333333333
ENTPD7	0.865666666666666
MBOAT5	0.214166666666667
GJB5	1.05675
TTC13	-0.6345
S100Z	-1.87333333333333
KIAA0664	-0.186166666666667
PDGFRB	2.16116666666667
IL17D	0.3595
OR56B4	-0.047
RDX	-3.09966666666667
SLC34A3	0.51
IL28B	1.103
JUND	1.243
CHRNB1	-0.10125
CAMK2B	3.17525
FETUB	-1.66925
CXorf23	0.49825
MRTO4	-0.965
TTC3	-0.3257
NDUFB8	-0.2325
EDG2	-0.565
SEMA3G	0.09425
IL23A	-1.08775
GRHL1	1.3855
LOC441054	-0.7
WDR65	1.15871428571429
PSTK	0.73975
STOML3	0.07
R3HDM2	0.9003
C5	-2.18675
SLC2A10	0.9085
C3orf22	0.66425
PAQR3	-1.12469230769231
ANKRD26	-0.5215
HCRTR1	-0.1895
LOC399947	-1.054
PSD2	0.36375
TIGD2	-0.333833333333333
SCRN1	-1.474375
COQ10A	-0.41625
DDI2	0.2625
METTL7B	0.282666666666667
UCN2	0.49775
FAM92A3	-1.182
WDR16	0.501
ZNF511	-0.4155
ZMYM5	-0.488625
POLR3G	-2.72725
ZNF586	0.0805
C1orf49	0.525833333333333
TANK	0.467
RCAN1	-0.7665
PELI3	0.606166666666667
LIMD2	-0.987333333333333
TMEM189	-0.2
NTN4	-1.070625
LOC151300	-0.018
CLEC2A	-2.9855
GPR135	-1.172625
DPYSL4	-0.0634
JAK2	-0.0855
TSHZ1	0.662833333333333
TM9SF4	0.054625
ZNF264	2.41333333333333
SIRPG	0.3395
BICD1	-0.0105
HERC6	1.813
METTL5	-0.594
CASP1	-0.18225
PRRT1	-0.246833333333333
PLA2G4C	1.77066666666667
ICA1L	0.5935
TPTE2	0.320333333333333
OTUD7A	0.6065
AQP11	-0.9385
APOA2	-3.8649
KALRN	-0.7972
SECTM1	-0.2625
IFNAR1	0.08125
TALDO1	-0.129625
RAB11FIP4	0.320666666666667
EIF5A	-1.4325
FAM49A	1.14675
NEGR1	2.50433333333333
YTHDC2	-0.923875
EHD2	0.344
NCF1	0.8969
SCRT2	0.525
HOXA5	-0.803833333333333
NUP133	0.043
FGF12	0.4640625
SLMO2	-0.738625
SNTA1	-0.0325
CACNG2	0.392875
GCM1	0.30625
ELF1	0.921
TLR5	2.87225
TCFL5	-1.38275
RBMY2FP	-0.7785
LOC100125556	0.254375
FAM129B	-0.093
MAP3K7IP1	-0.052375
NCK2	0.571
OXA1L	-0.682
FMO9P	0.2095
ZSCAN12	-0.034
PSMD12	-0.250416666666667
HSCB	-0.8055
CLDN10	-3.1315
MGC13053	-0.62525
HPCAL4	0.0295
ASZ1	-2.506
MEX3D	0.342166666666667
NFAT5	-1.1996
CSPG4LYP1	-0.041
FBXO3	0.5541
DVL1	0.477666666666667
CMKLR1	0.355166666666667
TYMS	-2.351625
PEF1	1.2725
ZNF750	0.749166666666667
MCM5	-1.0166
MEGF11	-0.97675
KCNK7	0.1765
PTP4A3	0.4115
C1QTNF2	-0.938666666666667
OR6S1	0.193
FAM122B	-0.7675
ZNF551	-0.064875
HBQ1	-2.1095
GEMIN6	-0.79975
ARSK	-0.07775
RBP7	2.98283333333333
CPNE9	1.0675
DSC1	1.812
LOC730112	-0.61825
