Hybridization REF	TCGA-BH-A1EU-01A-11R-A137-07
OCEL1	0.52925
ATP11B	-1.0615
FBXO34	0.350666666666667
PCDH12	2.92016666666667
RPE	-0.56525
C17orf74	-0.341
CSDC2	0.514
PET112L	-0.58325
TMBIM1	0.795
P2RXL1	-0.04975
TCHP	-1.25125
TRMT1	-1.15783333333333
F2RL2	1.61358333333333
LRRC32	3.221
IMPG2	0.3825
BGLAP	0.1165
LOC493869	-0.449666666666667
MRAS	1.817875
SLC35F5	0.232
CBWD1	1.0045
AXL	-0.461875
ATP2C2	1.05075
TELO2	-0.66425
PNPLA3	-2.06625
PCDHB14	2.4105
CD276	0.12325
KRT80	-1.878
DUSP28	0.276
CSNK1E	-0.602583333333333
SRP14	1.19
KCNQ4	-0.2745
KRT72	0.305
CCDC117	-0.348
C6orf89	0.138166666666667
TUBB2B	-2.74316666666667
RTN4IP1	-0.84025
CR1L	-2.39866666666667
CEND1	0.03325
C12orf41	-0.0426666666666667
RNF31	0.16375
UBN1	0.1155
C17orf32	0.4525
SLC5A7	0.03975
GPR92	1.45883333333333
ESAM	2.1526
CTNNA1	0.310916666666667
HRBL	0.6575
CBX4	0.09725
TMEM182	0.901
SH3TC2	-0.850166666666667
IL10	1.47916666666667
PXMP4	0.7845
RNF167	0.0453
PAK7	1.6335
ETV3	-0.2095
ATPIF1	-0.73
LOC554207	-1.72716666666667
OR8H1	0.29025
WDFY3	0.76
DPM1	-0.54125
GPSM1	-0.278
WDR92	-0.2434
LRP1	0.891
ANKH	-0.838875
THUMPD3	-1.1165
POLR1B	-1.1155
OLFM4	4.67566666666667
RAD9B	0.96125
TSPY2	-2.7705
PAX6	-2.00166666666667
SCG2	-0.91675
SLC17A6	0.16475
FMO3	3.528
PADI4	0.318875
TUBB4	-0.882
NLK	-0.6275
POU4F3	-0.557
SDF4	-0.61
ITGBL1	2.543
NETO1	-1.8055
TAP2	0.06375
ABBA-1	-0.517833333333333
GNAI1	0.4855
VPS4B	1.2245
NOPE	0.3357
GALNT6	2.06433333333333
SESN1	1.422
GBE1	-1.40188888888889
CLASP1	-0.33125
RASGEF1B	1.3645
ACOT11	-0.0675
AFAP1	0.69425
OR2H2	0.189
DPY19L2P1	-0.74575
DZIP1	-1.43675
SEC22C	-0.124833333333333
GPR161	-0.72
RNF146	0.4005
WDR74	-0.972
GALP	-0.3875
PURA	0.71125
DNPEP	0.262333333333333
RP11-78J21.1	-0.3685
ERBB2	1.017125
FANCM	-0.943916666666667
NEO1	1.1015
DDX3Y	-4.5397
RPS3A	0.072
MXRA7	-0.293785714285714
LGALS3	0.630166666666667
GLT8D1	0.42675
CFL2	-0.612166666666667
UPB1	0.07775
NAP1L5	-0.096625
CLDN14	-0.1965
DHX38	-0.9045
BTBD1	0.17875
TARS2	-0.876666666666667
ABCF1	-0.7104
FCF1	0.0541666666666667
LRRC49	0.60675
GUCY1B2	-2.443
C1orf177	0.319166666666667
SMARCA4	-1.22664285714286
LRP8	-3.331
TAGLN3	-1.28075
MRPL14	-0.67575
TTRAP	-0.02825
ZDHHC20	0.01
NFE2L3	-1.4645
KIAA1377	3.42525
PALMD	1.9267
TMEM43	-0.13225
TTL	-1.083875
STAT5B	-1.32866666666667
SSB	-0.532125
OR10H5	0.774
SLC22A13	-0.556
AKAP3	-0.293
TIMM23	-0.512666666666667
OAS2	1.79283333333333
KIAA0423	0.9095
TRIM11	0.2785
GLIS3	1.31275
TMEM50B	1.20483333333333
ARHGEF4	-0.79375
DEGS1	0.323454545454545
TBL1XR1	-0.169833333333333
G6PD	-1.722
SP140	1.1901
MUC17	-0.0197142857142857
NUDC	-1.0036
DNAJC5B	2.67583333333333
SCARA3	0.334
CPA3	5.616
BCAT2	-0.263875
MFN1	-0.0998
NRG3	0.1195
SNX11	0.31525
PLEKHH1	-0.445
GPR177	-0.355833333333333
HCFC2	0.64425
TCAP	-0.306
MOCOS	-2.6035
C14orf93	-0.0415
PRDM10	0.359666666666667
SLC16A4	1.2405
SRGAP1	-0.104666666666667
VIP	0.90975
DUSP27	0.610166666666667
LILRA1	1.4
MC2R	0.2275
MGC24103	-0.9145
MBTD1	-2.287
FUT11	-0.864666666666667
USP33	0.1447
C15orf39	-0.981
MAP3K12	0.4175
PAAF1	-0.576833333333333
BARHL1	0.1605
FLJ16165	-0.145
PIWIL2	-2.1725
SYNE1	0.705916666666667
CMTM4	0.232125
TSPYL1	1.1343
GUF1	-0.322
TMEM157	1.791
WDR44	0.6355
HIST1H3C	-0.58675
DKFZp666G057	2.145
RNPEP	-0.498
GAS2L2	0.7355
ADH4	-2.88025
GRPR	3.3645
FBXL17	0.1525
ZBTB10	0.298166666666667
Gcom1	0.915555555555555
HTRA1	2.2433
ZNF585A	0.269
SLC26A2	-0.296785714285714
OTOP3	0.182666666666667
WISP1	2.59411111111111
ATP2B4	-0.274416666666667
FLJ10769	0.203
CRAMP1L	-0.13225
CHST12	-0.823
RAB22A	-0.153333333333333
TARDBP	-0.2225
STAU1	-0.1475
CRB3	1.5775
MIG7	-2.136
CHMP1A	-0.475
ZNF160	0.249875
B3GALT6	-0.36775
BARX1	-2.35783333333333
C6orf167	-1.99325
NXNL1	0.448
DHX29	0.21375
HADHB	0.4095
PLXNB2	0.426
ILDR1	-1.03825
SLC15A3	2.6575
GAS2	-2.1085
C20orf69	0.11925
NUMB	0.269
TNIP1	0.121375
MESP1	1.46766666666667
PSKH1	-0.1035
NSFL1C	0.00662500000000002
RHOG	0.4575
HEY1	-1.33283333333333
KNG1	-2.1885
ITGAX	2.6213
LIN9	-0.450833333333333
CANT1	0.302625
XRN1	0.0743571428571429
CCDC96	1.4149
HEATR6	-1.64133333333333
GNG7	0.548166666666667
RUNX2	0.99625
SOX1	-0.127166666666667
FCRL5	1.7767
ZNF99	0.463875
FAM9A	-0.607
SNX22	0.120333333333333
MBNL3	-1.83283333333333
ODC1	-1.9169
ADORA2B	-2.84233333333333
NR2F6	-0.06625
ZFYVE16	0.359555555555556
SYNJ2BP	-0.2871
POLE	-1.068625
E2F2	-1.594625
THRA	0.545166666666667
PTGES2	-1.09083333333333
HIP1R	0.509333333333333
TMUB1	-0.642666666666667
ENO3	-1.918
RSPH10B	0.517
CXorf39	0.769875
IRGC	0.109
GPR109B	1.3635
FLJ13305	-1.7745
LCE3A	-0.082
TNFRSF18	-1.01266666666667
DET1	0.5405
TRPM3	-0.130583333333333
C16orf79	-0.922
FECH	-0.344166666666667
RAP2A	0.0565
CRIP1	2.1275
AZIN1	-0.37025
SLC7A7	3.63975
IL10RA	1.8626
TMEM64	-1.9915
CDC42EP4	0.6042
C16orf58	-0.0102
ARG2	-3.549
POU5F1P4	-4.3595
FAM62B	-0.322375
DNAH8	-1.5441
ASH2L	-0.483625
TSLP	-1.49666666666667
CNTNAP5	-0.354333333333333
TMEM16C	1.70575
IFNA14	0.314
SLC1A3	1.865625
CABYR	0.11825
BCL7B	0.0262
NUDT13	-0.668
C13orf28	0.36775
C1orf53	0.39175
ARL6IP4	0.1498
RPL35A	0.436
EMR3	0.97475
RAB40C	0.139916666666667
SLC41A1	-0.679666666666667
LRCH1	0.05375
LY6G5B	-0.723
FAM124A	-0.0535714285714286
MGC10981	-3.65016666666667
CLIP3	0.5711
MAP4K2	-0.548
CHIC1	0.94225
SULF1	3.18466666666667
C20orf30	0.113428571428571
PRDM5	-0.330125
ELOVL1	-0.04025
C11orf48	-0.6635
SLC39A10	-0.5735
KCNV1	-0.28075
ACP1	-0.6855
ZMYM2	-0.461875
B3GNT6	-0.103333333333333
C9orf69	-0.28375
C2orf15	0.324
C20orf166	-0.0215
HSP90AA6P	-1.7695
EDG7	-0.4175
NEURL	1.48775
LPL	4.394
CLEC2D	0.6855
GRRP1	2.29433333333333
CD8B	-1.9782
HIST1H3D	-1.22933333333333
SLC6A12	0.390375
FAM27L	-0.1765
CD84	2.2369
RASA1	0.3
PHKG1	-0.286
MAGEA11	-1.477
IMPA1	-0.0314
NPM3	-1.9185
RARRES1	3.95875
SH3BP1	-0.03
B3GNTL1	-0.7675
ARPC5L	-0.109666666666667
KLHL26	0.381
SIM2	-2.064
GJC1	0.123
C20orf194	0.40625
EXO1	-3.16125
SLC2A2	-1.9555
LOC285074	-0.29025
LRG1	2.94125
KIRREL	-0.6855
PIK3R1	1.41621428571429
C4orf34	0.704
MAF	0.0395
ADCY4	3.6745
ZMIZ2	0.36
SLC46A3	2.31533333333333
STAMBP	-0.885333333333333
CCDC16	0.59375
MS4A12	0.154
TCF20	-0.31475
LRRC46	0.82125
C20orf152	0.7215
MRPS6	-0.342875
ABCB11	0.3705
KCNC2	5.22783333333333
CDH19	-1.42033333333333
C9orf123	0.590833333333333
SSH3	1.004875
LDLRAD1	-0.88025
CCBE1	0.11575
ZNF135	0.86575
TAAR1	0.438
WFDC12	0.36
CCDC42	0.461666666666667
FLJ12529	-0.60525
PER1	0.0503333333333333
TIMM50	-1.03583333333333
SMARCAD1	-0.178833333333333
FAM26C	0.379
TP53TG3	-0.748333333333333
SH3RF1	1.2677
LMCD1	2.342
GPR63	-0.247
FLJ21986	-1.0595
AIFM3	-0.23225
MICAL1	0.280333333333333
BLZF1	1.1845
IQCA	2.86066666666667
PCDHGC3	-0.132
SAC	0.21075
BCL6B	2.19266666666667
DDO	0.95025
MARCO	2.593
DCHS1	1.45216666666667
C1orf170	0.262666666666667
CD200R1	3.04
C22orf15	-0.8815
SEPT11	0.1335
ADNP	0.06125
UST	-0.1944
C13orf34	-0.856333333333333
RFFL	0.278928571428572
APBA3	-0.2435
C2orf60	0.268625
CUTL1	-0.3571
PMS1	-0.703142857142857
ZNF689	-0.2855
EIF3E	-0.260666666666667
IL9	-0.356833333333333
RPL31	0.125
LY9	1.4115
ATP2B3	0.05575
KDELR2	0.00233333333333333
TFCP2	0.365875
NLRP12	0.098375
FLJ45422	-0.9815
TLE4	-0.3261
ZNF570	0.186
FLJ43806	0.067
TLK2	-1.01675
CIR	0.981
MARS2	-0.2635
COL24A1	0.38225
SDF2L1	-0.7335
HIBADH	-0.310833333333333
IGFBP3	-2.43678571428571
C12orf23	0.532875
PSPC1	-0.434
C20orf43	-0.056
TRAV20	0.592
ARHGAP24	1.845125
KIAA1975	-0.9005
C1QA	3.1442
DNTT	-4.90083333333333
C10orf6	-0.50175
C11orf41	0.04725
HNRPF	-0.00475
COL11A1	4.35566666666667
UBAP2	-0.838833333333333
CDKN2AIPNL	-0.214
C20orf174	5.20275
SPRED2	0.0925
PLA2G12A	-0.141833333333333
ICEBERG	-1.747
SCN10A	0.2335
C11orf65	0.11875
GBP5	4.69725
PITPNC1	-1.183
POU3F3	0.463
NCOA7	0.17075
LIN7C	0.1958
LOC348840	-1.2895
NKX2-2	-2.86975
ANKRD13D	-0.09825
LOC123688	0.40725
FUT2	0.222666666666667
TAAR8	0.5275
FZD4	0.827333333333333
PNMA3	-0.134833333333333
OR4L1	0.1525
WIT1	-2.956
EXOC3L	1.076
ATPBD4	0.0631
KRBA1	-0.5805
UBXD6	-0.277
HOXB7	-0.604571428571428
C7orf23	0.291
UNQ338	1.25775
STAB2	1.505
CDC20B	-0.09675
IRF9	2.10725
CENTG1	1.00225
TNPO2	-1.04075
MCPH1	0.193625
BMS1P5	-0.01575
SLC26A7	1.54725
HIST1H3J	0.4245
C9orf3	0.905
LBH	0.9325
MYO1D	0.37925
PTDSS2	-0.45175
NFU1	0.46825
DEPDC4	-1.23575
WNT7B	-0.6854
GLP2R	-0.102666666666667
SETD4	-0.109
DYNLT3	0.2538
FKBP11	-0.905833333333333
SESTD1	0.779166666666667
FLII	-0.196
RPS16	-0.0343
CHPF	-0.169333333333333
CSNK2A1	-0.555
SUMO1P1	0.13925
FKBP6	-0.6805
ZNF214	2.31133333333333
TWIST1	1.13066666666667
DDX56	-0.968166666666667
TRAM1L1	2.2464
EPO	-2.702
MRPS18B	-0.5755
ZNF682	0.644666666666667
RPL14	-0.0303333333333333
MAFF	-0.711
LOC51136	-0.08475
LY96	1.22075
DDX20	0.0895
ABTB1	0.893833333333333
ARL5A	-0.0717
CCT6A	-1.57125
HEPACAM	0.084
EHHADH	0.176333333333333
RBAK	-0.707333333333333
CGB1	0.6365
ITGB5	0.7698
YIPF3	0.0085
FKBP2	-0.34925
NR1D1	0.1767
TMEM110	0.356
NEK2	-2.71716666666667
PRAMEF8	-2.6665
C20orf52	-0.513166666666667
PCDHGA3	-0.4525
VWA3B	-0.07225
NDUFA5	0.39475
THAP9	-0.43675
FLVCR2	0.343166666666667
AP1S1	-1.74575
SMAD6	-0.6645
SAV1	0.546375
SAT1	2.08625
ZNF251	0.876
ADAMTS7	0.064
RPP38	0.137
C1orf211	-1.6825
YPEL2	1.3664
RBMS1	-0.022
ZNF445	-0.533666666666667
NRXN2	0.568833333333333
PGBD4	-0.455875
UGT2B28	-1.63325
WBSCR16	-0.7011
NLRC3	1.24275
ASTL	-0.014
ST6GALNAC1	-1.98825
ZADH2	0.361125
MLLT4	0.125
ARL6	0.578666666666667
MEF2C	1.499
CBFA2T3	0.1835
AFF3	0.267571428571429
COG7	0.167333333333333
MYB	0.837
PLXNA3	0.0645
XRCC2	-1.955
MMS19	-0.672125
ST8SIA5	-0.75425
CHPT1	1.57783333333333
KIAA1712	0.1765
OR6X1	0.3975
ACTR3	-0.3545
UGCG	1.3395
OR4P4	0.652
ZAP70	-1.62175
LPP	0.985125
ZNF485	0.122
PTPRCAP	1.1805
IL12RB1	0.72475
ATRX	0.4501
CHST8	-0.317875
C14orf109	0.09675
ARV1	1.23825
NMB	0.522428571428571
COX5A	-0.681833333333333
EIF6	-0.58125
MPPED2	1.42066666666667
SEMG1	-2.0765
CHRDL1	0.9655
TRAF3IP2	0.65275
WNK2	0.385375
LILRA4	2.9085
LAMA2	4.47075
PXT1	0.0035
RLBP1	-3.32425
CD300C	1.3725
SLTM	0.165125
FLJ10404	-0.4300625
APOBEC3D	-1.97516666666667
RENBP	0.908
ATXN7L1	0.56925
NID1	0.18
TUBGCP3	-1.006375
ITIH5	2.74527777777778
CCDC110	1.76275
C8A	-2.3775
MGC87042	0.98375
HOXC13	1.29175
TFDP2	-0.99825
HCP5	1.4615
POLI	1.398
UCN	-1.2675
ZNF764	0.204333333333333
C8orf45	1.38275
FHL3	-0.39175
SPATA5L1	-0.00325000000000001
MMRN2	2.63883333333333
NDST1	0.988166666666667
COL20A1	0.0831666666666667
ZNF248	0.390666666666667
PELP1	-1.14633333333333
MBL2	-2.26933333333333
RNF41	0.524125
C5orf24	-0.166625
THOC5	-1.26725
SERINC3	0.547416666666667
RP11-151A6.2	0.8845
CDCP2	-0.0995
HIST1H2AA	0.478
C11orf75	0.339833333333333
FKBP7	0.64675
DDOST	-0.277
GPNMB	2.07333333333333
TTF2	-2.0335
KCNT1	-0.948833333333333
SLC39A14	-1.0675
NGRN	-0.0628
GPR137B	2.353
MECP2	0.464
PSMA1	-0.22725
C16orf73	-3.74225
TMEM60	0.507333333333333
CSN3	0.00850000000000001
NOS1	0.287333333333333
RAB7L1	-0.413666666666667
YBX2	-0.4555
KIAA1166	-0.432
FUBP3	-0.160333333333333
ABCG1	1.2275
ACACA	-1.07266666666667
ARL11	0.4518
ATOH1	0.192
ODF1	0.160666666666667
CREB3L3	-1.19466666666667
TMEM127	0.931785714285714
DSCAML1	0.1205
PLN	2.88516666666667
LYPLA1	-0.713666666666667
PRDM9	-1.902
SASP	0.7675
PLUNC	0.164333333333333
INTU	0.6245
HISPPD1	1.02225
LNPEP	0.591166666666667
YARS2	-0.750833333333333
APCDD1L	-1.8605
ZCCHC4	-0.5201
FBXO22	-0.363833333333333
TTLL13	-0.301
ZNF669	-0.893166666666667
PTGDR	3.181
DDX27	-0.1895
KIAA0409	0.0498333333333333
GJB6	0.3405
ASB8	0.821
PLP2	0.0473333333333333
MEPE	-0.0685
OR10J5	0.277
KRT222P	3.6415
COQ7	0.0828333333333334
C1orf101	2.6345
RERG	3.8365
CHMP5	0.128375
THAP11	-0.22975
ZNF43	0.219166666666667
ZRANB3	-1.12666666666667
KRT13	0.766125
MRPL19	-0.91225
RBBP9	-0.17675
SPATA17	0.96325
BXDC5	0.140166666666667
PAFAH1B1	-0.467
MAGEE1	0.1685
OSTF1	0.771
KIAA0323	0.08675
TXNDC13	-0.225833333333333
CNTN4	1.83575
LCE1B	-0.341
UNQ501	1.042
ZNF154	0.90225
C3orf64	0.71525
SYT5	-0.2813
PON1	0.1986
FLJ10357	0.180125
ATP4A	-1.245
GNPDA1	-0.223166666666667
MGAT1	1.06216666666667
C14orf121	-0.3075
SLC35B2	-0.66775
MIER3	0.195666666666667
CHEK1	-3.84325
ZNF8	-0.4695
TXNDC1	-0.281
CKB	-1.289
RTN3	-0.0937857142857143
FZD2	-0.926666666666667
PART1	-0.30425
PSMB6	-0.65125
PCDHB8	-0.355
PHC3	0.1798
PPP1R8	-1.32783333333333
NOVA2	1.65616666666667
TNFRSF11B	-3.7175
GOLPH3	1.005
UBLCP1	0.22425
SUHW3	-0.7485
TTLL1	0.62225
OPN4	0.2695
OR13G1	0.3525
ZPBP2	0.0196666666666667
HSD17B11	0.039
C9orf50	-0.0595
DHDDS	-0.017
CTSW	1.8953
NEFM	-2.13216666666667
MRPL28	-1.08525
SYN1	0.0785
PIGV	-0.0716666666666667
ZIM2	-0.72575
APBB1	0.453833333333333
SND1	-1.03675
C1orf123	0.199833333333333
CHD3	-0.859
BHLHB8	0.00525
RNASE2	0.702
BCAP31	0.565875
SLC25A44	0.4525
CHD6	-1.0092
PIB5PA	1.52538461538462
SELS	0.304875
LOC541471	-0.483125
FAT2	0.29
ZNF81	-0.089
OR4C16	0.345
FLJ10081	0.4935
LRRC4	0.501
CS	-0.677666666666667
N4BP2	-1.139125
IGFBP7	2.36125
ZNF318	0.381083333333333
NDNL2	0.577375
ZNF609	0.473125
SIRT4	0.13725
EXOSC10	-0.582
ECE2	-0.143
OVGP1	1.28675
GTPBP3	-1.2965
PACS2	0.237
C19orf36	-0.249666666666667
ARL4C	-0.645875
ATG4B	-0.3755
UBQLNL	1.0255
RHOXF2B	-3.648
PLEKHG2	-0.577
GALR1	0.472
AQP4	-0.0555
HDAC7A	0.205833333333333
DCUN1D3	0.289
OR8A1	-0.161
CCRN4L	-0.406875
CBR4	-0.213333333333333
KIFC1	-3.35183333333333
SLC7A14	-1.13033333333333
LHX5	0.223
TRPC7	-0.262
LPXN	0.2185
SERPINA1	0.677375
RPS13	0.1187
BPIL3	-0.1065
PRKAA1	-0.6235
FADS2	-1.6166
ENAH	-0.19875
PRO1768	0.214
APBA2BP	-0.22325
LIPH	2.50833333333333
C3orf33	0.1345
RCC2	-0.676357142857143
ALDH1A2	-2.3807
RNF103	1.72025
AHCY	-1.024625
ALG12	0.04
CCL17	3.1745
ZNF543	1.05933333333333
ESRRG	2.5867
CNGA1	2.55625
RDH5	1.22766666666667
OTX1	-1.505
PTGFR	-0.146833333333333
CDR2	-0.18075
SELE	5.99725
NLGN2	-0.760333333333333
EXOSC9	-0.645
ZNF566	-1.38777878078145e-17
KLRC2	-3.213
GPR12	0.2795
KIAA0196	0.581
PDRG1	0.27725
SSR3	-0.589
MSI1	-0.0305
CST9	3.2905
CC2D1A	-0.288
PLAGL1	0.228222222222222
ZNF778	-0.0195
RNF2	1.11125
KLF6	0.848666666666667
THBD	2.54383333333333
tcag7.1314	2.1265
NR5A1	-0.394166666666667
ABCD2	2.21975
DNAJC7	-2.36125
CLEC4C	1.5185
TM2D3	0.940125
CCDC4	-0.902
PLAC2	-0.405
DCD	0.426
FAAH	0.805
POLA1	-0.906666666666667
TM7SF2	-0.92275
FLJ39822	-0.132666666666667
FLOT2	-0.12375
MAP4K1	0.689166666666667
SRP68	-0.7275
C21orf74	0.2135
ARPC5	-0.034625
LOC126075	1.33525
HECW2	0.465125
ZDHHC4	-0.15275
ANKRD42	1.6078
PDE9A	-0.400833333333333
ABCA8	3.41975
NDUFS2	-0.15775
UBR5	-0.361875
BTBD16	-2.05375
LOC554174	-0.468
ZNF20	1.39
KIAA1843	0.9235
WDR17	0.086875
C15orf33	0.472
RNF113A	0.007
CAMKK1	-0.6873
CLCN2	-0.38675
ANXA6	-0.5815
LOC340069	0.3825
EMID1	0.99325
DPM3	-0.0389166666666667
ELA1	-0.159
SLC25A13	-1.4495
KRT24	0.0825
SMPD1	0.4855
TH	-0.0235
COL6A2	1.41985714285714
ANKS1B	3.053
GPR126	-2.3524
ZC3H12A	0.632333333333333
TMEM47	0.8025
C2orf51	-0.116
C1orf88	2.445
HSF2BP	-0.43325
AKAP10	-0.51725
RPAP3	0.0805
KLHDC8B	0.66275
STOM	0.1442
MUPCDH	-0.142125
C10orf72	0.0355
PLEKHA3	0.743083333333333
TCP11L1	-0.3215
CWF19L1	0.2035
SPEF1	1.20515384615385
YSK4	0.267
ELN	2.5771
SAMD8	0.488
MPI	-1.144
MEPCE	-0.2726
ABCC3	0.2625
NANOGP1	-2.8625
KCNK17	-0.1845
HLA-DMB	4.24583333333333
RRAGA	1.09025
ANGEL1	-0.2805
RBM32B	0.0165
CPN1	-2.73025
MGC52282	1.0069
HLA-A	1.733
OR9G4	0.1805
EDNRB	0.52
SCD	-1.6855
C14orf80	-1.3125
BAGE2	-1.3065
RABL4	0.679833333333333
RCVRN	0.379
SHANK1	0.033
NLRP7	-2.25775
CD226	1.98425
STAT3	0.2211875
SYNJ2	-1.8805
TPCN2	0.0906666666666667
WDR36	-0.388083333333333
MBD4	0.40125
ROBO1	-1.1327
ST3GAL6	-1.3255
SLAMF8	3.04683333333333
ATN1	0.1545
GPR141	0.72775
KRT36	0.044
TPH1	0.429
DDX52	-0.63975
ZSCAN29	0.0698333333333333
TRPT1	-0.443166666666667
DPEP3	0.25375
DENND4A	-0.3895
TSPAN16	-0.7765
PTCHD2	-0.027
LOC145814	-0.0485
CAP1	0.06
EIF5A2	-0.5381
NT5DC3	-0.927875
SEPT9	-0.922625
SEZ6L2	0.80825
EGFLAM	3.588
VPS11	0.216375
NDUFB5	0.1145
CIDEA	3.588
IER5L	-0.403
N6AMT1	0.64375
FAM83C	-0.22625
OXR1	0.22975
IRX1	-0.0715
DGKB	-0.845333333333333
GCN5L2	-1.976
MIR16	0.556625
FBXW9	-0.33725
WDR4	-2.44416666666667
PDC	0.119
VPS33B	-0.22025
HEXB	0.58775
FLJ32214	0.29275
TCEB3	-0.886
CRLF1	-3.9005
ABI3BP	3.721
C8orf22	-3.255
PYCR1	-1.328625
KIAA1706	1.285
CDK5R2	0.111375
WAS	0.7315
C12orf60	-0.001
CCBL2	-0.08025
MADD	0.17225
C5orf34	-1.2675
WDR42A	0.9993
KLF12	0.622625
HSPA1A	0.93575
ITM2C	-1.07116666666667
DAPK2	2.63366666666667
LOC442590	1.4305
SUMF2	0.092625
CENPA	-3.08838461538462
TMED5	-0.00725
CDH6	-0.4347
BRP44	1.365375
THG1L	-0.67325
GABRA2	-1.58175
C14orf166	0.0675
MYL1	-1.4185
TNFSF18	-0.233
PAP2D	-1.10316666666667
PPIB	-0.718
KLHL4	-0.519625
SFN	-0.955333333333333
CCDC127	0.55175
FRAP1	-0.7285
GOLGA5	0.9975
SDCCAG1	0.39475
MGC21675	-0.1515
C10orf95	-1.2005
KIAA1345	-0.328
C1orf163	-1.6155
LACE1	-0.184666666666667
OR10K2	0.34
CENPN	-2.20944
TMED2	0.526
UGT1A6	-0.6915
ANG	0.7845
U2AF1	-0.860833333333333
CASC2	0.294
NMT2	0.0241666666666667
OSGEPL1	0.46075
DFNB31	-0.3965
SLC6A20	0.10325
DKC1	-1.11525
FXYD4	-0.58675
WDR64	0.36675
MGC5590	0.264
CREBZF	0.385
DAZ1	-0.13675
PRPSAP1	-0.8735
GCHFR	-0.98175
TTC7A	-0.293125
LOC196993	1.37075
UBD	2.56266666666667
S100A1	0.60575
RPL6	0.170166666666667
DNAJB6	0.36915
NAGS	0.361
C2orf58	0.6
KERA	2.26733333333333
MT1X	-0.562
UBE2B	1.406
KEAP1	0.22825
MST1	-2.08425
OMA1	0.364
ABLIM2	1.26725
BCL2L13	-0.2375
JAZF1	0.772166666666667
TMEM63B	-0.3555
S100A8	0.7696
ARFIP2	0.392
UROS	0.08525
KHDRBS2	0.664
POLQ	-2.865
SOAT1	-0.19825
SPAG4	-2.144
MRPS30	0.525666666666667
LOC494141	-0.198
OR2T11	0.0405
ORAOV1	-0.2121
ZNF184	-0.175
TCEB3B	0.1155
ADAM21	0.2395
GDPD1	0.43475
SPINLW1	0.3965
PRR14	-0.284666666666667
KCTD9	0.0666
NUDT3	-0.21075
KIAA1822	0.3926
HIST1H4K	-0.09
DFNA5	-1.30125
GABPA	-0.189
C14orf44	0.27275
POLB	0.975375
PTAR1	0.11575
SEC31A	0.1869
TRIM58	1.29675
TAS2R14	-0.2125
VPS8	0.77925
H1F0	0.5185
PRKCB1	-0.497333333333333
UGT2A1	0.3995
TOR1B	0.2565
LSS	-1.40066666666667
C2orf19	0.209
HNRNPC	-0.0985
TMEM100	1.21833333333333
LOC116349	0.46875
OR51M1	0.3925
CCDC142	-0.8035
ISG15	0.7331875
ZCCHC14	0.1345
CREBL2	1.50875
TGDS	-0.8925
DC2	-0.40025
CACNA2D3	-0.213142857142857
ZNF429	-0.24775
LYPD6	-0.449
SUCLG1	-0.261666666666667
OR51I1	-0.4945
MAGEH1	2.4765
PRPF40A	-0.4035
SMR3A	0.249
SPINK2	-0.3045
THAP2	0.6295
NPY5R	1.847125
IRF4	-0.962375
SPESP1	1.71516666666667
OR10S1	0.309
DTD1	-0.46175
TUBE1	-0.463
DDX19A	-0.6395
PDPN	-0.492875
TMEM34	-0.152416666666667
MGAM	3.99
COL3A1	5.24566666666667
GFM2	0.1601
OR5A2	0.4705
PSG9	-1.2785
ARHGEF11	0.2035
IVNS1ABP	-0.249625
SIGIRR	0.76775
DUSP19	-0.459375
DNAJC14	-0.0456
ACSS1	0.5535
IL1RAPL2	0.2715
C4orf30	-1.332
SEPT4	2.406
LANCL3	-2.151
SPAG17	3.53216666666667
PRDX3	-0.311125
HNF1A	-0.631125
P4HA2	-0.84975
RFWD3	-1.50016666666667
MOV10	0.13
DNAJA5	0.0919285714285714
LOC729440	-0.02125
LOC200383	0.712875
SMC2	-1.732
MIXL1	-0.794333333333333
TMEM9	-0.24125
FAM86A	0.846
ZNF174	0.8228
MYH14	-1.06375
CCR8	0.18975
VPS37C	0.8645
GPATCH1	-0.189166666666667
B3GNT8	1.277
TBX4	-0.51275
CNR2	1.428
PCDH1	1.2195
C5orf29	5.061625
OCIAD2	0.74175
PLCG2	1.58875
KIAA0247	1.70625
HRH3	-0.1232
CAPN13	3.09925
CCR1	0.7348
MGC15523	-0.288777777777778
UVRAG	0.5445
DNAJA2	-0.240666666666667
ITGA2B	-0.644333333333333
CLDN5	3.498125
PTPRN2	1.35042857142857
ZNF512	0.0025
PSAP	1.32821428571429
CCDC140	-0.8345
LRRC55	-0.2215
CYP26C1	-0.047
C8orf47	0.349
LYN	0.298625
DUSP6	0.282
TGFB3	3.05626666666667
ELK1	-0.2833
PCDH11Y	-0.045
HGD	-0.548
C17orf58	-0.2905
MYO3A	0.091
SERPINE2	-3.92216666666667
AARSD1	-1.01475
C14orf73	-1.06675
ADAM33	0.218
ZNF491	0.2465
MAPK6	-1.20316666666667
TCN1	4.06133333333333
SLC24A6	0.797
UBE2R2	0.047
H1FNT	0.131
TATDN2	0.0513333333333333
LILRB1	2.409
P2RY5	2.0995
NUCB2	1.1735
C2orf37	0.12225
SNX27	0.609666666666667
MTA3	0.204125
FOXO4	0.701375
ID4	1.40466666666667
SOX5	-2.12966666666667
PXMP3	1.227625
OR52M1	0.062
SFT2D3	-0.066875
INA	-2.66233333333333
MCOLN1	0.9525
