Hybridization REF	TCGA-BH-A18U-01A-21R-A12D-07
C14orf148	-0.274
ETHE1	0.56775
IRF5	0.6498
GNMT	1.32416666666667
MGC16291	-1.5315
RPAIN	-0.762928571428571
CAGE1	1.043
CNTNAP3	-3.55175
ACTR1B	-0.3475
EEF1E1	-1.0445
MSX1	-1.287625
ESF1	0.0784
HSPC171	0.19275
MRPL2	-0.2485
RDH12	-0.625166666666667
CELP	-0.2345
METRNL	-0.51175
C10orf116	3.04083333333333
C19orf48	-0.734
ZNF346	-0.128875
NCR1	-2.0605
C10orf64	-0.898
CD52	0.46025
VPS18	0.29675
AP4S1	0.028
NPBWR1	-1.1515
TPK1	0.587
UBA52	-0.844777777777778
RIPK1	-0.319333333333333
CPNE3	0.0231000000000001
HSPC159	0.142
C8orf38	1.03325
LRRC4B	-0.111
PARP10	-0.1544
ANKRD50	-0.198875
CXCL9	6.60175
FGF18	0.485454545454545
EIF2A	-0.247875
SLC20A2	0.505833333333333
KIAA1549	-1.17091666666667
SPINT1	1.8727
ZNF584	0.042
CRBN	0.2625
ABCF3	-0.230333333333333
NCBP1	-0.154666666666667
PLA2G4F	0.629833333333333
PCDH10	-0.58025
TTC21A	1.21975
C20orf144	-0.1725
FGFR1OP2	-0.376
SLC9A1	0.1453
CHRND	0.0655
FOXF1	-2.37025
KIAA1467	1.51775
TPO	-0.231833333333333
LTF	4.4825
DNAJB9	0.6305
MRPS27	0.012
bA16L21.2.1	0.091
WBP2	0.398
MRGPRX3	-2.044
PRPF18	0.94425
C10orf58	0.41975
SMOC1	-3.3965
ADAT3	0.164333333333333
TMEM138	0.79125
TMEM131	-0.16025
TIMM8B	1.075
MYH7	-0.350833333333333
ST6GAL2	0.584125
KIF1C	-0.83375
SUHW2	-1.084
PAPSS1	0.363
CABP2	0.078
HOXA4	-1.62525
ELF2	-0.44325
SEMA3D	1.1489
MC5R	0.835
OGFR	-0.488
FLJ30092	-0.472333333333333
TGFA	-1.1526
MMP17	-0.94575
KIF15	0.30475
CHIA	0.21425
CATSPER3	1.0405
CEACAM7	3.313
PADI2	2.4355
HOXA9	4.32283333333333
LNX2	0.374833333333333
TMEM144	1.569
HIF1AN	1.6115
METTL7A	-0.2147
C6orf165	3.31783333333333
KIAA1468	0.376875
DSG3	-1.519
ZNF180	0.758
EIF4E3	0.766375
SLC46A1	0.881
DKK1	-2.2225
ZNF205	-0.267166666666667
LOC162073	0.236722222222222
COX7A1	4.284
MAGEA1	0.1265
NEDD8	-0.12375
KLHDC5	-0.392666666666667
C3orf19	-0.387
MRPS2	-1
POLR3H	0.915214285714286
ABHD11	0.7219
TMEM17	0.85375
PAIP2B	1.2342
MAT1A	-4.56875
LGI3	0.422
THUMPD2	0.60075
TKTL2	-0.3685
XAGE3	-1.99716666666667
CALM3	0.366083333333333
C6orf136	0.1635
KCNC4	-0.3432
RGS9	-0.823166666666667
ACIN1	-1.26066666666667
SPATS1	-0.141
XKR8	-0.62325
FAM84A	2.2715
MS4A7	5.72018181818182
AGXT2L2	-0.13075
OR1F1	-0.641
SMAP1L	-0.1095
IPO11	0.484625
ZC3H11A	0.0086875
C1orf151	-0.192625
RNASEH2A	-0.7395
CCR10	-1.0355
TXNDC11	0.604583333333333
TMEM112	0.347625
MAP1B	-3.02828571428571
NVL	0.4865
PKM2	-0.8091
ARC	0.74275
NUP54	-0.2405
PPFIBP2	1.57566666666667
STAT2	0.699125
PTAFR	1.72083333333333
ROBO2	5.81175
RNF40	0.412833333333333
CCDC135	-0.346333333333333
IFT81	0.3052
MORF4	0.178
TM7SF3	-0.06475
OR10H3	0.5585
ABP1	0.7305
CHRD	0.712875
PLEKHA8	0.409666666666667
NCALD	1.32241666666667
OR5AK2	0.49675
ACCN1	0.502666666666667
SLITRK1	-0.076
ARMET	0.63775
C9orf52	1.31375
REEP4	-0.6725
MTSS1	0.90025
ADH1B	2.195
DLD	-0.73375
CDK5	-0.31125
PPFIA1	0.4725625
WFDC3	1.6005
DNAJB12	0.493571428571428
RANGRF	-1.0505
MLANA	-5.313
AMY2B	0.292
KIAA0319	1.629625
RPS7	-0.5045
JAK3	-0.0268
ARFGEF1	1.09125
CXCL5	0.291583333333333
TRAPPC4	0.7355
CETN2	0.899
HSPC111	-0.5445
RHOBTB3	-0.8394
PHLPP	-0.8025
RGS10	0.6835
TMEM58	-0.10975
CHERP	-0.188875
HSP90AB3P	-1.16466666666667
FSTL3	-1.44733333333333
PEX11A	1.07575
OR5V1	0.9065
FCN3	2.198
PTPN3	1.591875
NPTX1	-5.4075
C21orf84	-0.8075
C11orf51	0.375
ZBED2	2.98975
FLJ90757	0.59975
NPY2R	0.44475
PLD3	0.57375
SYT17	1.07733333333333
SGSM2	-1.6475
OR1A2	0.20325
FOXP1	0.55575
SLC5A1	3.4555
POFUT1	-0.0707
EPHB6	-3.23616666666667
MYO1G	-1.548125
STAC	-2.1663
KLHL17	-0.784
RGMA	-0.7853
TJP2	0.3578
FAM114A1	-0.519666666666667
SERINC1	1.52166666666667
SLC9A8	0.335625
PEX19	0.876125
EDN2	4.49175
PSMD7	-1.21555555555556
C3orf41	-2.85
UQCR	-0.564625
PPP1R3C	0.9415
LRP4	-2.552
TM2D1	0.37225
TTC17	-0.23525
C4BPB	-4.718875
CCL25	-0.1835
ZNF253	0.450666666666667
CHRNA9	-3.58425
SOX11	-0.723375
HIVEP3	0.0775
CGN	1.88175
C3orf35	0.191125
PKD2L1	3.264
SYVN1	0.311
PDE8B	-2.84725
LOC439951	-1.2705
LTC4S	1.874
MIF4GD	1.13966666666667
SMARCA2	0.4874375
TUBGCP6	-0.339833333333333
CABLES1	0.011625
C16orf77	0.464833333333333
ZNF791	-0.51025
FUT5	0.0195
ADH6	-3.3876
P4HB	-0.35875
CLDND2	-1.32625
ALKBH8	-0.72175
PLAC4	0.012
F11R	0.642214285714286
MGC35295	1.0475
PDZD4	-0.312333333333333
LOC389073	-0.34875
FAM80B	-0.970833333333333
PSMB1	0.020625
TXN	-0.234833333333333
VIPR1	2.4695
WBSCR18	-0.4549
EXOSC6	-0.441
ACTA2	4.14933333333333
SP5	-3.08525
ANKRD1	-3.07775
DDR1	1.8527
ATP6V1D	0.5455
PTGS1	-1.46516666666667
RNF157	-1.71225
DCC	0.048
SPAG7	-0.54175
FBXO18	-0.2325
UBE3C	-0.1859
HOXC6	0.7525
LRP2BP	-0.0785
MYST2	1.64075
PDSS2	0.53075
ATE1	0.86125
ARAF	-0.9375
KLF10	0.2225
PLA2G2E	0.27725
ASCL1	-0.9345
TSNAXIP1	1.601
FAM131B	-0.248
IFNA10	-3.078
NUP43	-0.276875
FAM44B	-0.2515
L1TD1	-5.38866666666667
NMD3	0.367
C18orf54	-0.5818
PHOSPHO1	-0.3785
RAG2	-1.242
EMILIN3	-0.494
METTL3	-0.48325
VPS13C	-1.38475
REXO2	-0.197
ANXA4	-0.22875
CA1	-1.31475
DCP1B	-0.21275
TULP3	-2.10283333333333
ATP2A2	0.249214285714286
ATIC	0.24825
ADAM15	-0.282416666666667
NPL	2.07883333333333
LGR4	-1.36475
UEVLD	1.54883333333333
GAB1	1.5135
SNAI2	-0.577166666666667
ZGPAT	-0.1614
SNF1LK	-0.818375
DLEU1	-0.65875
UBE2Q1	0.479875
ZMYM6	0.00375
JPH3	-2.29383333333333
FAM38A	-0.866833333333333
PXK	0.111166666666667
DENND2D	1.66275
BAX	-0.7965
CP	-1.47327272727273
RPL37	-0.3541
G6PC3	0.602125
NCOA4	0.407833333333333
LRRC14	0.261625
GORASP1	0.71975
FCHO2	0.331625
CYP24A1	-3.5131
FXYD3	0.11275
SMARCAL1	-0.0135
ABCB8	-0.250333333333333
CCDC44	0.32625
PRDM7	-3.6305
USH1C	-1.245
DNAH5	1.75116666666667
SRF	0.449166666666667
MAL2	3.21483333333333
PGPEP1	-0.266833333333333
SIN3B	-0.26675
SEMA3C	0.628166666666667
GRAMD3	1.95675
FBXO10	-0.207125
OR5D13	0.4595
FLJ31818	0.39025
CACNA1I	-0.4135
S100A13	1.0505
TP63	1.23542857142857
ANXA11	-0.6173
WDR66	1.646875
CSF2RB	0.3375
IFI44	1.36325
DACT1	2.24183333333333
ANKRD23	-1.524375
ATP5G1	2.44183333333333
C21orf70	-0.0651666666666667
PPWD1	-1.06775
DNAJC13	0.3865
PAH	-5.58516666666667
PTCH2	1.05025
TRMU	-0.022
CCDC9	0.3065
USP3	-0.7363
DCLRE1C	0.2308
FAM55C	1.74125
FRMD4B	1.29975
CYP2R1	-0.89625
RFPL1	0.5927
XPO5	0.2455
ARL6IP2	0.396
OSBPL5	1.10225
MMP9	3.28227272727273
KIAA0802	-0.406875
DHRS2	-3.92
SGEF	1.86725
TXNDC10	-0.8231
EXOC6	1.3165
RPS27	0.744
PNCK	-1.07
FSTL1	-0.61925
AACS	0.01125
SLMAP	1.29766666666667
SAMD4A	-0.1854
ABRA	-0.344
SMARCD3	1.2775
PKNOX2	0.340666666666667
A4GNT	0.4635
C9orf39	-1.893
RALYL	-0.9395
MGC33556	-2.492
C10orf25	-0.518
BBOX1	5.05025
NHEDC1	1.1675
XDH	-0.91575
GCSH	-0.9025
EDN1	1.945
MTERF	0.15875
CLK4	0.820625
ZNF799	0.2155
KCNG1	-1.818875
CXCR4	1.05983333333333
PTPRR	-1.86875
IRAK1	-0.762
LOC401397	-0.0115
TMSB10	0.518214285714286
CXCL3	-2.7925
TMC4	1.293
OR7A10	0.515
STYK1	-1.48325
CHRNA10	-0.48325
CCNI	0.1145
EP300	-0.000928571428571441
LOC165186	-1.09383333333333
HIC2	-3.12325
SDR-O	0.3845
OR2W1	0.4885
KCNA6	-0.5765
TRIM74	-1.21125
REEP6	0.362
ATP5G2	0.27825
ERG	0.203
TMEM42	1.023
PARN	0.6515
SOD2	0.6139375
DIRAS1	-1.03116666666667
PNPT1	-0.23775
JOSD3	0.14925
hCG_40738	0.8315
PDE1C	-3.204
SEMA4D	0.637625
AGPAT1	-0.0543333333333333
NOSTRIN	1.07225
MAP3K3	-1.4165
MAX	0.233285714285714
CAPS	3.2625
SERPINA12	-0.16
OSBPL8	-0.66325
RICS	1.2762
NR4A2	1.16883333333333
PPCS	1.35266666666667
LONP1	-0.2755
SCYL3	1.66125
HERC2P2	-2.08333333333333
FIBCD1	-0.661
C15orf41	-0.497
DMC1	-0.994833333333333
C20orf27	-0.33475
RPS6KA5	0.7261
FAHD1	0.082
SLC12A4	-0.66575
BRCA1	0.28075
GBL	-0.098
SLK	0.762333333333333
NUDT9P1	-2.567
NOXO1	3.279
USP52	-0.814
BAZ1B	-1.602
SLCO2B1	2.9525
BBS12	0.836333333333333
LRGUK	1.34466666666667
TERF2IP	0.31225
COL1A1	4.4205
KIAA0090	-0.04925
GRK5	-0.24
AP1S2	-0.8646
TMEM52	-0.054
CA11	-0.28
OR4A15	0.883
ACBD3	0.8453
SPAG11B	0.4865
PRDM2	1.0112
FOXP3	0.97425
SMYD3	0.412
LOC389199	-0.2315
LGI2	0.047
NAPE-PLD	-0.6571
ANKRD6	0.222
WDR45	-0.370666666666667
SHROOM1	0.2395
PSCD3	-0.6095
PYY	0.6975
KCNC1	-0.084
ARHGEF9	-0.9977
OR8J1	0.2075
GPR55	0.325166666666667
NS3BP	-2.7365
C10orf22	0.548833333333333
NAT8L	-0.53225
DUSP4	0.877
FOXM1	-1.67233333333333
GRAMD2	2.1102
ZBTB48	-0.315833333333333
BUD31	-0.0455
PABPC5	0.263
CCDC41	-1.05175
FBXO11	-0.359
C6orf148	-1.13525
RFXAP	-0.917
C6orf15	0.00383333333333332
CDK8	-0.855166666666667
C6orf70	0.455875
TESSP2	0.108
ALG2	0.41925
PPP1R3D	0.41625
TPM3	0.819
SYT13	-3.795
EPB42	-0.548166666666667
CETN3	0.15975
PRY	0.2795
NTHL1	0.362333333333333
POLR2B	-0.0715
RPS28	-0.451166666666667
P2RX3	0.439
LYZL4	1.21075
WBP4	-0.4347
PMM1	0.2465
C11orf79	0.72375
CBLL1	-0.7495
IL1F10	0.548
VAX2	0.247
SETDB1	-0.0956666666666667
LRAP	-0.805666666666667
GCLM	-0.179166666666667
CPEB3	1.82925
PPM1A	0.3259375
INTS1	-0.411
CAMTA1	0.100083333333333
SAMSN1	-0.81225
LOC158830	-2.48016666666667
GMPPA	-0.239625
AIPL1	0.074
IL24	-0.0211666666666667
BDKRB1	-1.57933333333333
MLF1	2.6429
TAF12	0.1495
ID1	-2.573125
THADA	0.643
PIK3CB	0.437
OR4N5	1.0255
TBC1D17	-0.153
COX8A	-0.16825
CDCA4	-0.257
C2orf44	-0.15875
ZNF534	-0.6295
IMMP1L	0.46175
NIPSNAP3B	0.492875
FTMT	1.13225
PWP2	-1.03766666666667
MMP15	-0.8752
DNAH11	-1.7695
MTMR14	0.295375
DNAL4	1.38
IPP	0.2245
TMEM59	0.805125
C1orf157	1.3205
RGS4	0.659166666666667
DDX18	0.0703333333333333
SNX6	0.481
ZNHIT2	1.28083333333333
NCDN	-0.2825
FLJ33534	1.609
RAG1	-0.669375
OR4D10	0.4835
PTPN5	-0.2405
POMT1	0.15725
LRRC8A	-0.6058
CYP1A1	-1.0485
CAPN1	-1.91666666666667
DDHD2	0.02125
GRIK2	0.287666666666667
GNRHR	-0.217
PPBP	1.29125
HTR3A	-1.1035
SLITRK4	-0.0195
ANKRD49	0.993
BTF3	0.5085
SARS	-0.62575
C13orf18	0.075
CACNB1	0.00142857142857143
QKI	-0.364
SETMAR	1.111
MAN2B1	0.247166666666667
EML3	-0.6395
ACADL	-0.361666666666667
OFD1	-0.4015
DEFB114	0.5395
CGA	-3.4027
PEX16	0.714166666666667
LRRC10	0.093
GNG12	-0.947
C1orf152	-0.0441666666666667
CHRM1	0.5885
CD53	0.778
DBH	-0.44825
TFAP2B	4.05
HIST1H2BJ	-0.0985
FAM46D	2.0945
TMEM11	-0.54425
C3orf32	-1.87725
PCCB	-0.02975
IPO13	0.0597499999999999
C6orf105	-1.506
COMMD5	0.895
SUV420H1	-0.0327
LTBR	0.238
ARHGAP15	-1.26325
HDHD2	-0.34725
TDRKH	1.46533333333333
LOC401052	2.4445
PSG4	0.527
GNB4	0.7059
SPATA4	0.0355
SLC9A3	-0.0965
OSBP	1.20383333333333
NBPF3	-0.623666666666667
DOCK11	-2.8415
SLC39A5	-1.34666666666667
PRR5	-0.5225
C10orf63	0.081625
SMTNL2	-0.70275
ADRA1A	0.232333333333333
ASAH1	3.3628
DOM3Z	0.3948
GIPR	0.614
AHI1	-0.848
NADSYN1	0.471666666666667
RGS14	-1.2353
IL18BP	1.3095
RTN4RL1	1.48925
ARMC6	-0.101
PSMD5	1.13966666666667
HK3	2.1361
OR4S1	0.50725
RSU1	1.0952
MAD2L1	-1.32711111111111
EIF4A3	-0.627
DLEC1	-0.566833333333333
E4F1	0.125666666666667
CHMP2B	1.2224
CAMSAP1	-1.0585
RPS21	-0.521333333333333
ARID5A	-0.6875
UBE2N	0.2295
IGSF8	0.3255
MAGEB6	-1.6785
ACAD11	-1.0724
MGC4172	-0.35225
LMO4	-0.59325
KLKB1	-0.4505
HP	-1.5255
HDAC3	0.42325
SCHIP1	0.81375
CLCA1	-0.151
OLFML2A	0.8435
C1orf112	-0.449
KIF19	0.849333333333333
HAPLN4	-0.2079
CXCR7	2.43133333333333
GOT2	-0.0582
RAB38	1.189125
DCX	-1.95775
PPM1H	0.11875
NFYC	-0.24025
KIN	0.462375
ZNF228	1.86675
PLSCR4	1.38266666666667
HIG2	0.9305
FAM79B	2.48
C21orf86	-0.123
KCNK10	-0.74275
ZNF738	1.73775
FSTL5	-1.3735
OR6A2	1.4
OTOA	1.44716666666667
EXOC1	-0.118375
AHRR	-2.671625
PDAP1	-1.37258333333333
C19orf6	-0.57375
ZAN	0.434
LY6G6E	0.368
EIF4E2	-0.20775
C20orf198	0.5845
ZNF324	-0.02575
CYP3A5	-4.239
ENTPD7	1.014
MBOAT5	-0.0528333333333333
GJB5	-2.10075
TTC13	0.299
S100Z	-3.0585
KIAA0664	-0.249333333333333
PDGFRB	1.60108333333333
IL17D	-1.7875
OR56B4	0.11
RDX	-0.0271666666666667
SLC34A3	0.1435
IL28B	0.566
JUND	0.57225
CHRNB1	-0.34175
CAMK2B	-1.0285
FETUB	-1.56575
CXorf23	0.646
MRTO4	-0.78975
TTC3	0.0579
NDUFB8	-0.340833333333333
EDG2	-1.1095
SEMA3G	0.12175
IL23A	-1.2485
GRHL1	2.1125
LOC441054	0.8005
WDR65	0.9
PSTK	0.137
STOML3	0.4895
R3HDM2	0.5053
C5	-1.112
SLC2A10	1.12716666666667
C3orf22	1.034
PAQR3	0.105307692307692
ANKRD26	-1.034
HCRTR1	0.2035
LOC399947	-0.178
PSD2	-0.27275
TIGD2	-0.933166666666667
SCRN1	-0.645875
COQ10A	-0.7525
DDI2	0.114
METTL7B	-0.5945
UCN2	-0.47025
FAM92A3	-0.203
WDR16	1.1745
ZNF511	-0.666166666666667
ZMYM5	-0.206375
POLR3G	-2.1265
ZNF586	1.1225
C1orf49	-0.556666666666667
TANK	1.10166666666667
RCAN1	-0.622333333333333
PELI3	1.68816666666667
LIMD2	-0.47825
TMEM189	-0.6125
NTN4	1.4005
LOC151300	-0.8955
CLEC2A	-1.6025
GPR135	0.4845
DPYSL4	-2.1994
JAK2	-0.683
TSHZ1	-1.30383333333333
TM9SF4	0.669625
ZNF264	0.5495
SIRPG	1.49675
BICD1	-1.539
HERC6	1.64066666666667
METTL5	-0.1415
CASP1	1.345
PRRT1	-0.4135
PLA2G4C	2.17983333333333
ICA1L	-0.499357142857143
TPTE2	0.943833333333333
OTUD7A	-0.574166666666667
AQP11	-0.65125
APOA2	-4.1727
KALRN	0.0528
SECTM1	0.364416666666667
IFNAR1	0.13225
TALDO1	-0.31825
RAB11FIP4	0.492416666666667
EIF5A	-2.154
FAM49A	1.57625
NEGR1	0.299666666666667
YTHDC2	0.51375
EHD2	-0.884625
NCF1	2.5714
SCRT2	-1.2065
HOXA5	-0.3095
NUP133	0.23575
FGF12	0.9933125
SLMO2	0.545
SNTA1	-0.2055
CACNG2	-0.358625
GCM1	0.25225
ELF1	-0.346666666666667
TLR5	3.4745
TCFL5	-0.593666666666667
RBMY2FP	-2.161
LOC100125556	0.68525
FAM129B	-1.054625
MAP3K7IP1	0.318
NCK2	-0.1465
OXA1L	-0.45
FMO9P	1.337
ZSCAN12	0.39075
PSMD12	0.348083333333333
HSCB	0.191
CLDN10	-3.2865
MGC13053	-0.547
HPCAL4	-0.862166666666667
ASZ1	-1.689
MEX3D	-0.053
NFAT5	-2.4232
CSPG4LYP1	-0.384333333333333
FBXO3	1.8222
DVL1	-1.26033333333333
CMKLR1	1.26033333333333
TYMS	-2.02525
PEF1	1.21075
ZNF750	2.1175
MCM5	-0.6718
MEGF11	-1.297
KCNK7	-0.088
PTP4A3	-0.0105
C1QTNF2	-1.67266666666667
OR6S1	1.356
FAM122B	-0.31125
ZNF551	-0.544875
HBQ1	-2.1315
GEMIN6	0.1555
ARSK	1.0685
RBP7	-0.0313333333333333
CPNE9	0.05075
DSC1	0.8305
LOC730112	-0.3435
MAP2K4	-2.04325
HS3ST5	-1.7255
EPB41L3	0.62175
TEKT2	0.85225
CDKN2B	1.11925
ZNF480	0.6465
MAP3K6	-0.1846
MAP6	0.752666666666667
HN1	0.1763
OR2L13	-0.138
SLC16A11	0.612
FAM96A	-0.45725
APOL1	1.238
C5orf32	0.96
RTP1	-0.450666666666667
RNF175	-0.5205
ZBTB41	0.796625
AHCTF1	-0.2908
SAE2	0.7378
ITGA2	-1.04591666666667
MME	1.62116666666667
CCDC14	-0.3915
MAST4	0.950142857142857
KRT33B	-0.1895
KCTD2	0.135
WDR26	1.08016666666667
MFI2	-0.181125
NR4A3	-0.616375
ARSA	1.9385
UNKL	-0.7065
SULT6B1	0.324
CCNA2	-1.24083333333333
SOX15	-0.3925
PPAPDC1B	0.559833333333333
C19orf44	0.4445
MCAT	0.846833333333334
ARID1B	-0.032
OR52N1	-0.176
C12orf48	-0.3775
MAGI1	-0.180125
NIPA2	-0.36275
GBX2	-2.6035
RSHL3	1.5165
RAVER1	-0.494833333333333
C15orf17	-0.84925
SLC30A2	2.90425
ZNF518	-0.73
PCYT1B	-1.392
C10orf114	-0.32975
EIF3H	1.23875
SLC25A39	-0.437
KIF1B	-1.047875
AMOTL2	0.94
C6orf120	0.93925
PSRC1	-1.759
PLA2G10	0.357125
KIF5C	-0.502
MRPL37	-0.4595
C17orf62	0.313
C9orf135	-1.98233333333333
DUSP10	2.015
CLCNKB	0.2635
PSMA5	-0.042875
C8orf53	0.74875
AMPD3	0.5985
PIAS1	-0.2345
ADCYAP1R1	0.0995
GYLTL1B	-0.7565
CDH20	-0.2465
FBXO7	-0.754
TMEM134	1.45766666666667
FLJ14213	1.0135
ZNF3	-0.90925
LRRFIP1	0.481958333333333
CNOT2	0.11825
ABI3	1.87875
ALDH5A1	0.5455
HNT	2.242
SERPINA4	-2.391
TK2	-0.610916666666667
STMN1	-1.28322222222222
GUCA2A	0.385166666666667
GALNT10	0.723785714285714
DPP6	-1.03365
C9orf93	-1.61425
PRELID2	-0.371875
STK39	-0.34425
SFTPA1	-1.717
CKS2	-0.688444444444444
RHO	0.146
C20orf135	0.10525
XKR3	-2.399
CR1	0.264
RPS6KA2	-1.34914285714286
C20orf112	0.43025
MRPL22	0.17675
C4orf23	-0.394333333333333
GADD45B	1.74675
KLHDC1	0.262
C2orf48	-1.5245
ZNF287	1.897
DAAM2	-1.305
DPPA2	-2.21316666666667
TCTN3	0.275
DNAJB11	1.4135
FPR1	3.1945
DEFB4	0.1735
PTCD2	-0.0642
SMOC2	4.7445
CABP7	0.08175
SERPINB11	0.02575
MAGEF1	-0.4955
NDE1	-0.0458333333333333
ITGA10	0.4575
FSHB	0.1925
ANXA2	0.13925
HORMAD2	0.291333333333333
HLCS	0.59625
MCF2L	0.58075
FH	0.589
TBC1D24	0.6605
KIAA1505	0.28975
LGALS2	-0.96525
CNBD1	-2.1115
SYNPO2L	-1.5785
PTPN23	0.534571428571429
C1orf183	-0.5135
MAGEA8	-0.9125
DGCR8	-1.864125
GSR	-0.5375
PAQR7	0.175
ZNF676	-0.87
CACNA1C	-0.2067
SP7	0.558
PDCD6	0.3245
NRN1L	-0.676
BRI3BP	-1.21883333333333
KIAA1183	0.32975
ASB4	0.5785
CCL23	1.2063
OBSL1	-0.9635
SLC12A7	0.743083333333333
KIAA0240	0.981625
CD1B	-3.97383333333333
FCGR2A	0.45975
MDC1	0.073
HTR1A	0.0208333333333333
OCEL1	0.045
ATP11B	-0.0503125000000001
FBXO34	-0.0916666666666666
PCDH12	3.10133333333333
RPE	-0.25
C17orf74	-0.2325
CSDC2	0.133
PET112L	-0.23775
TMBIM1	-0.17725
P2RXL1	0.39625
TCHP	-0.8015
TRMT1	-1.37983333333333
F2RL2	-1.48145454545455
LRRC32	2.22866666666667
IMPG2	0.7925
BGLAP	0.21075
LOC493869	-1.41641666666667
MRAS	0.77225
SLC35F5	1.0875
CBWD1	-0.194
AXL	-1.702875
ATP2C2	1.295
TELO2	-0.6025
PNPLA3	-1.68175
PCDHB14	1.16925
CD276	0.25875
KRT80	-0.347375
DUSP28	0.7595
CSNK1E	-0.3235
SRP14	0.8805
KCNQ4	-0.178
KRT72	0.1605
CCDC117	2.9685
C6orf89	0.0700555555555556
TUBB2B	-5.27675
RTN4IP1	0.708
CR1L	-3.86383333333333
CEND1	-0.339125
C12orf41	0.136166666666667
RNF31	-0.3625
UBN1	-0.520166666666667
C17orf32	1.250875
SLC5A7	-0.37775
GPR92	0.878
ESAM	2.0781
CTNNA1	0.912416666666667
HRBL	0.3536
CBX4	1.4035
TMEM182	1.62425
SH3TC2	-1.40616666666667
IL10	1.6325
PXMP4	1.1695
RNF167	-0.4471
PAK7	-0.9696
ETV3	0.0915
ATPIF1	0.215666666666667
LOC554207	-1.90733333333333
OR8H1	0.44575
WDFY3	0.19525
DPM1	0.721
GPSM1	0.049
WDR92	-0.1822
LRP1	-0.265166666666667
ANKH	-0.454
THUMPD3	0.12675
POLR1B	-0.07325
OLFM4	1.29516666666667
RAD9B	3.1635
TSPY2	-3.0425
PAX6	-2.9715
SCG2	-2.8245
SLC17A6	0.58725
FMO3	3.725
PADI4	-0.640875
TUBB4	-0.2835
NLK	0.124
POU4F3	0.298
SDF4	-0.75525
ITGBL1	2.45333333333333
NETO1	-2.007
TAP2	0.457875
ABBA-1	-0.640666666666667
GNAI1	-1.295
VPS4B	1.09325
NOPE	-0.6427
GALNT6	2.211
SESN1	0.58475
GBE1	-0.795666666666667
CLASP1	-1.8105
RASGEF1B	2.170125
ACOT11	-0.389071428571429
AFAP1	-0.16575
OR2H2	0.55075
DPY19L2P1	-1.2055
DZIP1	-2.436
SEC22C	0.5195
GPR161	-1.26041666666667
RNF146	1.0175
WDR74	-0.392875
GALP	-0.5755
PURA	0.46025
DNPEP	0.0799166666666666
RP11-78J21.1	-0.4285
ERBB2	5.17325
FANCM	-0.895
NEO1	0.995
DDX3Y	-4.6987
RPS3A	0.37125
MXRA7	-0.387214285714286
LGALS3	-0.302833333333333
GLT8D1	0.894
CFL2	-1.2595
UPB1	0.452
NAP1L5	-0.4055
CLDN14	-0.33225
DHX38	-1.21175
BTBD1	-0.12575
TARS2	-0.125166666666667
ABCF1	-0.081
FCF1	0.671833333333333
LRRC49	0.455
GUCY1B2	-2.1355
C1orf177	-0.0446666666666667
SMARCA4	-0.957428571428571
LRP8	-1.6015
TAGLN3	-1.39175
MRPL14	-1.0565
TTRAP	0.03275
ZDHHC20	-0.50675
NFE2L3	-2.21125
KIAA1377	1.356625
PALMD	-0.0189
TMEM43	0.2255
TTL	-1.815
STAT5B	-0.746833333333333
SSB	-0.31225
OR10H5	1.1205
SLC22A13	-0.10925
AKAP3	-0.7075
TIMM23	0.507
OAS2	2.28916666666667
KIAA0423	0.49775
TRIM11	0.576333333333333
GLIS3	1.306375
TMEM50B	0.839
ARHGEF4	-1.856875
DEGS1	2.30554545454545
TBL1XR1	2.17846666666667
G6PD	-1.6305
SP140	0.3099
MUC17	0.196785714285714
NUDC	0.0899
DNAJC5B	3.27
SCARA3	-0.678166666666667
CPA3	6.3665
BCAT2	-0.348625
MFN1	1.23
NRG3	-0.2385
SNX11	1.11525
PLEKHH1	-0.4865
GPR177	-1.3205
HCFC2	0.57425
TCAP	3.332
MOCOS	-2.84725
C14orf93	-0.324
PRDM10	-0.278166666666667
SLC16A4	-1.06008333333333
SRGAP1	-2.191
VIP	0.591
DUSP27	-0.198833333333333
LILRA1	0.6527
MC2R	1.138
MGC24103	-3.7765
MBTD1	-2.2735
FUT11	0.3005
USP33	-0.099
C15orf39	-1.407
MAP3K12	-0.03375
PAAF1	0.548166666666667
BARHL1	0.08
FLJ16165	0.2375
PIWIL2	-3.3595
SYNE1	-0.280416666666667
CMTM4	0.541375
TSPYL1	1.4983
GUF1	-0.873
TMEM157	1.901
WDR44	-0.05575
HIST1H3C	0.91325
DKFZp666G057	1.15225
RNPEP	0.97675
GAS2L2	0.668166666666667
ADH4	-5.04633333333333
GRPR	4.64366666666667
FBXL17	-1.033
ZBTB10	0.05425
Gcom1	0.693833333333333
HTRA1	1.2278
ZNF585A	-0.2045
SLC26A2	-1.07507142857143
OTOP3	0.624
WISP1	3.45711111111111
ATP2B4	-1.1355
FLJ10769	0.2575
CRAMP1L	-0.045125
CHST12	-1.829
RAB22A	0.39925
TARDBP	-0.291428571428571
STAU1	0.41175
CRB3	2.19466666666667
MIG7	-2.3695
CHMP1A	-0.33
ZNF160	0.2165
B3GALT6	0.188125
BARX1	-2.2295
C6orf167	-1.3386875
NXNL1	0.76
DHX29	1.02525
HADHB	-0.708
