Hybridization REF	TCGA-AR-A1AI-01A-11R-A12P-07
CCDC101	0.3065
D15Wsu75e	0.771
EDA	-2.32725
CREG1	0.341
OR7G2	0.7185
SAP18	0.141833333333333
IFIT1	1.51175
CALML3	-0.996833333333333
FLJ37440	1.085
FNDC5	-1.02475
SERPINB6	-0.574142857142857
JUNB	0.8797
SYS1	0.12825
SCN2A	-2.6846
ZKSCAN5	-0.6978
WNT7A	-0.0476
TSHZ3	-0.32925
RNF148	-2.20375
H6PD	-0.14075
CAD	0.307666666666667
ZNF449	-0.66075
DOCK10	-0.719
FAIM2	0.363166666666667
HEXDC	0.45575
PRB1	-0.31
C14orf148	1.364
ETHE1	0.52675
IRF5	-0.0422999999999999
GNMT	-0.8545
MGC16291	1.67675
RPAIN	-1.00192857142857
CAGE1	1.015
CNTNAP3	-0.350875
ACTR1B	-0.9275
EEF1E1	-1.0475
MSX1	-1.97
ESF1	0.6967
HSPC171	0.076
MRPL2	0.624666666666667
RDH12	0.727833333333333
CELP	0.369
METRNL	-0.23125
C10orf116	1.081
C19orf48	-1.251
ZNF346	-0.689875
NCR1	0.4315
C10orf64	1.409
CD52	2.37825
VPS18	0.10725
AP4S1	-0.272666666666667
NPBWR1	2.058
TPK1	0.527
UBA52	0.205333333333333
RIPK1	0.641666666666667
CPNE3	1.0461
HSPC159	0.887375
C8orf38	0.569
LRRC4B	-1.08
PARP10	1.6631
ANKRD50	0.977625
CXCL9	6.4565
FGF18	-0.684545454545454
EIF2A	-0.575125
SLC20A2	0.791833333333333
KIAA1549	0.140833333333333
SPINT1	2.4203
ZNF584	-1.008
CRBN	-0.252666666666667
ABCF3	0.624
NCBP1	-0.327166666666667
PLA2G4F	0.135166666666667
PCDH10	-1.98828571428571
TTC21A	-0.71025
C20orf144	0.847
FGFR1OP2	0.2315
SLC9A1	0.4721
CHRND	0.1585
FOXF1	-2.711
KIAA1467	-0.28825
TPO	-0.233
LTF	4.46692857142857
DNAJB9	0.51825
MRPS27	-1.78975
bA16L21.2.1	-0.75375
WBP2	0.384833333333333
MRGPRX3	-2.469
PRPF18	1.83775
C10orf58	0.79325
SMOC1	-2.1016
ADAT3	1.2745
TMEM138	0.39825
TMEM131	0.149
TIMM8B	0.457
MYH7	-0.505333333333333
ST6GAL2	-0.960714285714286
KIF1C	0.3255
SUHW2	0.161
PAPSS1	1.86675
CABP2	0.1655
HOXA4	-3.6225
ELF2	0.4915
SEMA3D	-0.631888888888889
MC5R	0.2745
OGFR	0.712
FLJ30092	-0.952333333333333
TGFA	0.7411
MMP17	0.6885
KIF15	-0.995
CHIA	2.266
CATSPER3	-0.83425
CEACAM7	-0.3045
PADI2	4.1025
HOXA9	-1.24783333333333
LNX2	0.3995
TMEM144	1.271
HIF1AN	0.2845
METTL7A	-1.0921
C6orf165	1.0005
KIAA1468	1.042625
DSG3	2.562
ZNF180	-0.0776666666666667
EIF4E3	0.2695
SLC46A1	0.283375
DKK1	-4.24
ZNF205	1.3855
LOC162073	-0.622944444444444
COX7A1	4.35075
MAGEA1	-4.9
NEDD8	-0.50775
KLHDC5	-0.233944444444444
C3orf19	-0.171833333333333
MRPS2	-1.56725
POLR3H	0.299357142857143
ABHD11	0.8338
TMEM17	0.938
PAIP2B	0.2008
MAT1A	-0.1705
LGI3	0.14175
THUMPD2	0.55025
TKTL2	-1.195
XAGE3	-2.58333333333333
CALM3	0.55125
C6orf136	-0.601
KCNC4	0.997333333333333
RGS9	2.645
ACIN1	-0.691166666666667
SPATS1	-0.396
XKR8	-0.25
FAM84A	0.984166666666667
MS4A7	4.82972727272727
AGXT2L2	-0.16975
OR1F1	-0.2995
SMAP1L	-0.0276666666666667
IPO11	-0.536125
ZC3H11A	0.082875
C1orf151	0.421
RNASEH2A	-0.414
CCR10	-0.559
TXNDC11	0.541916666666667
TMEM112	0.7875
MAP1B	-2.03114285714286
NVL	-0.195
PKM2	-0.42225
ARC	-0.77825
NUP54	0.2
PPFIBP2	1.73216666666667
STAT2	1.02575
PTAFR	3.14816666666667
ROBO2	-1.2922
RNF40	0.571333333333333
CCDC135	-0.174333333333333
IFT81	-0.7496
MORF4	-0.52375
TM7SF3	0.065375
OR10H3	-0.443
ABP1	0.04875
CHRD	-0.7805
PLEKHA8	-0.138333333333333
NCALD	3.36366666666667
OR5AK2	-0.833
ACCN1	-0.894166666666667
SLITRK1	-1.01333333333333
ARMET	-0.0585
C9orf52	1.11175
REEP4	-0.318
MTSS1	0.43125
ADH1B	0.712666666666667
DLD	0.2375
CDK5	-0.3465
PPFIA1	-0.4643125
WFDC3	0.38675
DNAJB12	0.935785714285714
RANGRF	-0.3975
MLANA	-4.81625
AMY2B	2.33375
KIAA0319	-1.4405
RPS7	0.047
JAK3	0.6298
ARFGEF1	1.1125
CXCL5	0.543
TRAPPC4	-1.44525
CETN2	0.58525
HSPC111	-0.42675
RHOBTB3	-1.6046
PHLPP	0.6725
RGS10	1.58475
TMEM58	-0.137
CHERP	-0.060375
HSP90AB3P	-0.613666666666667
FSTL3	-2.253
PEX11A	-0.48125
OR5V1	0.655
FCN3	2.5945
PTPN3	0.904
NPTX1	-5.580625
C21orf84	-1.871
C11orf51	-0.028375
ZBED2	4.39225
FLJ90757	-0.89525
NPY2R	0.727
PLD3	1.0195
SYT17	-1.61533333333333
SGSM2	-0.73025
OR1A2	0.581
FOXP1	-0.59
SLC5A1	2.4475
POFUT1	-0.2501
EPHB6	-0.0693333333333333
MYO1G	-0.02725
STAC	-0.0965
KLHL17	-0.478666666666667
RGMA	1.9301
TJP2	-0.1736
FAM114A1	0.564166666666667
SERINC1	0.863583333333333
SLC9A8	0.140125
PEX19	-0.1155
EDN2	4.032
PSMD7	-0.462333333333333
C3orf41	-3.7715
UQCR	-0.147625
PPP1R3C	-4.1385
LRP4	-3.10716666666667
TM2D1	0.32625
TTC17	0.9059375
C4BPB	-3.692125
CCL25	1.1845
ZNF253	-0.00300000000000003
CHRNA9	-4.23725
SOX11	3.096375
HIVEP3	2.3335
CGN	2.90166666666667
C3orf35	-0.412875
PKD2L1	2.34475
SYVN1	-0.07
PDE8B	-3.4585
LOC439951	1.43925
LTC4S	1.79966666666667
MIF4GD	-0.543666666666667
SMARCA2	1.5626875
TUBGCP6	-0.3015
CABLES1	0.33575
C16orf77	3.48416666666667
ZNF791	0.26125
FUT5	0.5645
ADH6	-3.3722
P4HB	0.32525
CLDND2	-2.16275
ALKBH8	-0.736
PLAC4	-0.98
F11R	1.14671428571429
MGC35295	0.232833333333333
PDZD4	-1.01733333333333
LOC389073	-1.32933333333333
FAM80B	0.607833333333333
PSMB1	0.274375
TXN	-0.283166666666667
VIPR1	-0.0525
WBSCR18	0.3543
EXOSC6	-0.176333333333333
ACTA2	2.98683333333333
SP5	-3.76483333333333
ANKRD1	-3.79325
DDR1	0.549
ATP6V1D	-0.78525
PTGS1	-0.687666666666667
RNF157	-1.65375
DCC	-0.349666666666667
SPAG7	-0.54175
FBXO18	0.76875
UBE3C	0.5439
HOXC6	-0.75525
LRP2BP	-0.4915
MYST2	0.241
PDSS2	0.20925
ATE1	0.7865
ARAF	0.4645
KLF10	-0.0935
PLA2G2E	0.43375
ASCL1	-1.1115
TSNAXIP1	0.06775
FAM131B	-0.2985
IFNA10	-0.337
NUP43	0.3185
FAM44B	-0.45325
L1TD1	-5.59933333333333
NMD3	0.0636666666666667
C18orf54	-0.6598
PHOSPHO1	-1.02
RAG2	-2.157
EMILIN3	-0.2995
METTL3	-0.622
VPS13C	1.141375
REXO2	-0.87325
ANXA4	0.9285
CA1	-1.31875
DCP1B	0.26025
TULP3	-1.17983333333333
ATP2A2	-0.2135
ATIC	-1.11975
ADAM15	0.459166666666667
NPL	1.763
LGR4	0.31675
UEVLD	1.16183333333333
GAB1	1.86975
SNAI2	-2.762
ZGPAT	0.4395
SNF1LK	1.30425
DLEU1	-2.459
UBE2Q1	0.719375
ZMYM6	0.3805
JPH3	-3.22983333333333
FAM38A	-0.247333333333333
PXK	-1.256
DENND2D	1.4265
BAX	0.263333333333333
CP	-2.41854545454545
RPL37	0.3911
G6PC3	0.01475
NCOA4	0.202833333333333
LRRC14	0.234125
GORASP1	0.15
FCHO2	0.139625
CYP24A1	-3.8668
FXYD3	1.689125
SMARCAL1	0.66275
ABCB8	0.940833333333333
CCDC44	0.0455
PRDM7	-4.55
USH1C	0.20725
DNAH5	0.8245
SRF	0.5925
MAL2	1.5215
PGPEP1	-0.423666666666667
SIN3B	0.5605
SEMA3C	-0.9715
GRAMD3	3.41175
FBXO10	0.19
OR5D13	0.9495
FLJ31818	0.496625
CACNA1I	0.848375
S100A13	0.0895
TP63	0.725214285714286
ANXA11	0.0921
WDR66	-0.290125
CSF2RB	1.587
IFI44	1.526
DACT1	-0.390166666666667
ANKRD23	-1.794875
ATP5G1	-0.482666666666667
C21orf70	1.25633333333333
PPWD1	-1.76875
DNAJC13	0.64175
PAH	-5.4245
PTCH2	0.23325
TRMU	-0.22875
CCDC9	0.751
USP3	-0.2867
DCLRE1C	0.7474
FAM55C	0.75175
FRMD4B	1.4485
CYP2R1	-2.463
RFPL1	-0.995
XPO5	0.65175
ARL6IP2	4.137
OSBPL5	0.24975
MMP9	3.59281818181818
KIAA0802	-0.8815
DHRS2	-4.08983333333333
SGEF	1.720375
TXNDC10	0.1722
EXOC6	-0.60925
RPS27	0.938666666666667
PNCK	-1.15733333333333
FSTL1	-0.6055
AACS	-0.0875
SLMAP	0.427666666666667
SAMD4A	-0.6532
ABRA	-1.00125
SMARCD3	-0.348
PKNOX2	-3.57366666666667
A4GNT	1.164
C9orf39	-2.46733333333333
RALYL	0.72125
MGC33556	-2.3225
C10orf25	-0.8025
BBOX1	6.75525
NHEDC1	0.01325
XDH	-2.3805
GCSH	-0.8035
EDN1	0.534333333333333
MTERF	-0.1405
CLK4	-0.169875
ZNF799	-0.359666666666667
KCNG1	-0.7845
CXCR4	1.4965
PTPRR	-4.4745
IRAK1	0.18725
LOC401397	-0.29525
TMSB10	1.69864285714286
CXCL3	-1.7796
TMC4	0.3305
OR7A10	0.95
STYK1	3.307
CHRNA10	-0.457
CCNI	0.6525
EP300	1.12964285714286
LOC165186	0.839166666666667
HIC2	-2.72925
SDR-O	0.363
OR2W1	-0.0315
KCNA6	-0.1515
TRIM74	-1.565
REEP6	-3.206
ATP5G2	-0.86525
ERG	-0.698125
TMEM42	-1.27725
PARN	0.264333333333333
SOD2	2.172875
DIRAS1	1.242
PNPT1	0.122
JOSD3	-1.4655
hCG_40738	1.9755
PDE1C	-3.02375
SEMA4D	0.81225
AGPAT1	0.168
NOSTRIN	-0.76425
MAP3K3	-0.182
MAX	0.00207142857142856
CAPS	0.339833333333333
SERPINA12	0.1245
OSBPL8	0.071625
RICS	0.8358
NR4A2	-0.5375
PPCS	0.203166666666667
LONP1	-0.73225
SCYL3	1.472
HERC2P2	-1.57533333333333
FIBCD1	-0.976
C15orf41	-0.663
DMC1	-1.14883333333333
C20orf27	0.39675
RPS6KA5	-0.257
FAHD1	-0.182333333333333
SLC12A4	-0.60675
BRCA1	-0.974
GBL	-0.0145
SLK	1.32466666666667
NUDT9P1	-2.652
NOXO1	4.465
USP52	-1.66125
BAZ1B	1.7235
SLCO2B1	2.82925
BBS12	1.5155
LRGUK	1.05666666666667
TERF2IP	-0.4115
COL1A1	2.0485
KIAA0090	1.19725
GRK5	-0.907833333333333
AP1S2	-0.8994
TMEM52	1.29216666666667
CA11	-0.543
OR4A15	0.445333333333333
ACBD3	1.2561
SPAG11B	0.447875
PRDM2	0.5889
FOXP3	1.68075
SMYD3	-1.4345
LOC389199	1.2495
LGI2	0.570166666666667
NAPE-PLD	-0.3792
ANKRD6	1.333
WDR45	0.850833333333333
SHROOM1	-2.058
PSCD3	0.502
PYY	0.611
KCNC1	-1.435
ARHGEF9	1.3103
OR8J1	1.749
GPR55	-0.185166666666667
NS3BP	-2.846
C10orf22	0.0286666666666667
NAT8L	-3.31575
DUSP4	-1.61816666666667
FOXM1	-0.642666666666667
GRAMD2	0.8185
ZBTB48	0.550833333333333
BUD31	-0.774
PABPC5	-0.635
CCDC41	-1.1625
FBXO11	0.858333333333333
C6orf148	-2.321
RFXAP	-1.00275
C6orf15	2.82183333333333
CDK8	0.933166666666667
C6orf70	-0.590125
TESSP2	0.8065
ALG2	-0.086
PPP1R3D	0.13125
TPM3	0.377444444444444
SYT13	1.958
EPB42	-3.13333333333333
CETN3	-2.08825
PRY	-1.247
NTHL1	-0.222333333333333
POLR2B	0.916
RPS28	0.611083333333333
P2RX3	0.06825
LYZL4	0.408666666666667
WBP4	-0.8425
PMM1	-0.6155
C11orf79	0.693
CBLL1	0.70425
IL1F10	0.489833333333333
VAX2	-0.0655
SETDB1	0.593833333333333
LRAP	-0.738833333333333
GCLM	0.0545
CPEB3	0.70725
PPM1A	0.24775
INTS1	0.18825
CAMTA1	1.68191666666667
SAMSN1	-0.648
LOC158830	-0.773833333333333
GMPPA	-0.00987500000000002
AIPL1	-0.193
IL24	-0.396333333333334
BDKRB1	-2.20483333333333
MLF1	2.9834
TAF12	0.07975
ID1	-3.54675
THADA	0.815375
PIK3CB	0.486
OR4N5	null
TBC1D17	0.8285
COX8A	-0.554
CDCA4	-0.0135
C2orf44	-0.1525
ZNF534	-0.71725
IMMP1L	2.121
NIPSNAP3B	0.136875
FTMT	0.940375
PWP2	-0.0458333333333333
MMP15	-2.2481
DNAH11	0.88
MTMR14	-0.158375
DNAL4	1.1355
IPP	-0.6425
TMEM59	0.901625
C1orf157	1.68
RGS4	-1.92633333333333
DDX18	0.4375
SNX6	0.463
ZNHIT2	0.550333333333333
NCDN	0.571166666666667
FLJ33534	1.30275
RAG1	-2.507625
OR4D10	0.622
PTPN5	-0.287166666666667
POMT1	-0.79325
LRRC8A	-0.8321
CYP1A1	-1.70675
CAPN1	-0.0448333333333333
DDHD2	0.959875
GRIK2	-2.54233333333333
GNRHR	0.4545
PPBP	-0.628
HTR3A	-1.035875
SLITRK4	-2.1475
ANKRD49	-0.7295
BTF3	-1.483
SARS	-0.076
C13orf18	1.365
CACNB1	-0.152571428571429
QKI	1.44586363636364
SETMAR	0.155125
MAN2B1	1.418
EML3	-0.9165
ACADL	-1.6072
OFD1	-0.219125
DEFB114	0.622
CGA	-4.2743
PEX16	-0.377333333333333
LRRC10	-0.4555
GNG12	0.2545
C1orf152	0.7185
CHRM1	0.5565
CD53	1.40875
DBH	-0.6625
TFAP2B	-4.39157142857143
HIST1H2BJ	-0.818
FAM46D	0.00749999999999995
TMEM11	0.25875
C3orf32	-3.935
PCCB	0.29675
IPO13	0.709875
C6orf105	-1.1645
COMMD5	0.63775
SUV420H1	-0.1362
LTBR	0.4875
ARHGAP15	-0.285625
HDHD2	-0.124
TDRKH	0.7895
LOC401052	-1.016
PSG4	-1.7835
GNB4	0.2675
SPATA4	-1.69433333333333
SLC9A3	-2.3415
OSBP	0.635
NBPF3	-0.501416666666667
DOCK11	-0.299
SLC39A5	-1.7195
PRR5	1.2101
C10orf63	1.69671428571429
SMTNL2	-0.2205
ADRA1A	0.49425
ASAH1	1.7266
DOM3Z	0.7138
GIPR	0.79
AHI1	-0.48925
NADSYN1	-0.384833333333333
RGS14	-0.5121
IL18BP	1.549
RTN4RL1	-0.636083333333333
ARMC6	-0.21475
PSMD5	0.268666666666667
HK3	3.9662
OR4S1	0.068
RSU1	2.2619
MAD2L1	-0.577
EIF4A3	-0.08225
DLEC1	-0.242166666666667
E4F1	0.126666666666667
CHMP2B	-0.5817
CAMSAP1	-0.90825
RPS21	-0.192833333333333
ARID5A	0.20425
UBE2N	-0.3227
IGSF8	0.178333333333333
MAGEB6	-2.9465
ACAD11	-1.7606
MGC4172	0.7605
LMO4	3.27225
KLKB1	-0.55325
HP	-1.7435
HDAC3	-0.102
SCHIP1	0.92125
CLCA1	0.325
OLFML2A	-0.769625
C1orf112	0.03975
KIF19	2.828
HAPLN4	-0.2144
CXCR7	-1.50933333333333
GOT2	0.304
RAB38	-2.523125
DCX	5.3665
PPM1H	-0.79
NFYC	1.01966666666667
KIN	0.835125
ZNF228	0.863
PLSCR4	0.422
HIG2	0.491
FAM79B	1.6675
C21orf86	0.5199
KCNK10	0.098
ZNF738	-0.28825
FSTL5	-3.1785
OR6A2	0.599
OTOA	0.510833333333333
EXOC1	0.1445
AHRR	-1.37875
PDAP1	-0.773
C19orf6	-0.220875
ZAN	0.79825
LY6G6E	0.12
EIF4E2	0.04225
C20orf198	-0.5825
ZNF324	0.40525
CYP3A5	-4.713
ENTPD7	1.77816666666667
MBOAT5	-0.220333333333333
GJB5	2.538
TTC13	0.38875
S100Z	-2.111
KIAA0664	0.0416666666666667
PDGFRB	0.731916666666667
IL17D	-0.9765
OR56B4	0.2
RDX	-1.23066666666667
SLC34A3	0.814
IL28B	0.404
JUND	0.7565
CHRNB1	-0.54
CAMK2B	-1.7915
FETUB	0.148
CXorf23	0.564125
MRTO4	-0.4695
TTC3	0.7029
NDUFB8	-0.0641666666666667
EDG2	-1.186
SEMA3G	-1.1265
IL23A	-0.244
GRHL1	2.8542
LOC441054	-1.6885
WDR65	1.47333333333333
PSTK	-0.42975
STOML3	1.246
R3HDM2	-0.3249
C5	-3.5775
SLC2A10	-0.514
C3orf22	0.47925
PAQR3	0.364076923076923
ANKRD26	-0.265333333333333
HCRTR1	0.9815
LOC399947	-2.5135
PSD2	-1.16975
TIGD2	1.88
SCRN1	-1.30175
COQ10A	-1.97525
DDI2	-0.6595
METTL7B	0.145666666666667
UCN2	1.1115
FAM92A3	-2.0705
WDR16	-0.2195
ZNF511	0.680666666666667
ZMYM5	-0.172
POLR3G	-1.81925
ZNF586	0.24525
C1orf49	0.69
TANK	0.815333333333333
RCAN1	0.516666666666667
PELI3	0.0158333333333333
LIMD2	0.887833333333333
TMEM189	-0.1645
NTN4	-0.77675
LOC151300	-0.0754999999999999
CLEC2A	-2.4145
GPR135	-1.693625
DPYSL4	-3.9173
JAK2	0.1675
TSHZ1	-1.68116666666667
TM9SF4	0.82825
ZNF264	0.527
SIRPG	2.9425
BICD1	-0.1785
HERC6	1.72066666666667
METTL5	-0.4185
CASP1	1.07275
PRRT1	1.0115
PLA2G4C	1.43133333333333
ICA1L	-1.01085714285714
TPTE2	0.0329999999999999
OTUD7A	1.71
AQP11	-2.87725
APOA2	-3.99
KALRN	0.4966
SECTM1	1.122
IFNAR1	-0.043
TALDO1	0.065375
RAB11FIP4	0.431416666666667
EIF5A	-0.696
FAM49A	3.72975
NEGR1	-0.88
YTHDC2	-0.328875
EHD2	-1.8075
NCF1	3.4932
SCRT2	2.407
HOXA5	-2.716
NUP133	0.50575
FGF12	-2.460875
SLMO2	0.907
SNTA1	-0.2945
CACNG2	-0.38325
GCM1	-0.084375
ELF1	-0.0483333333333333
TLR5	2.58675
TCFL5	-0.684166666666667
RBMY2FP	-1.996
LOC100125556	0.557
FAM129B	0.50575
MAP3K7IP1	-0.160875
NCK2	1.0955
OXA1L	-0.91875
FMO9P	0.6625
ZSCAN12	-1.06075
PSMD12	0.0421666666666667
HSCB	-0.53225
CLDN10	-3.66425
MGC13053	-0.29625
HPCAL4	-1.1854
ASZ1	0.5205
MEX3D	0.960583333333333
NFAT5	-0.095
CSPG4LYP1	0.0745
FBXO3	1.7736
DVL1	0.234333333333333
CMKLR1	2.64283333333333
TYMS	-1.469875
PEF1	1.54525
ZNF750	3.44983333333333
MCM5	0.4239
MEGF11	-1.658
KCNK7	0.08
PTP4A3	1.3395
C1QTNF2	-0.220666666666667
OR6S1	-1.133
FAM122B	-0.9135
ZNF551	-0.70375
HBQ1	-2.418
GEMIN6	0.32225
ARSK	-1.0815
RBP7	1.3875
CPNE9	0.35275
DSC1	1.2575
LOC730112	-1.17125
MAP2K4	-0.10425
HS3ST5	-2.463
EPB41L3	-0.426
TEKT2	-0.231
CDKN2B	-0.19725
ZNF480	-1.30825
MAP3K6	1.0044
MAP6	0.426
HN1	1.1981
OR2L13	1.0822
SLC16A11	0.5705
FAM96A	-0.82725
APOL1	0.52825
C5orf32	-0.6
RTP1	0.133
RNF175	0.777125
ZBTB41	0.826125
AHCTF1	0.3803
SAE2	0.7832
ITGA2	-3.39958333333333
MME	-2.786
CCDC14	0.2225
MAST4	-1.10078571428571
KRT33B	-0.149
KCTD2	-0.214333333333333
WDR26	0.555583333333333
MFI2	0.806875
NR4A3	0.436
ARSA	1.23725
UNKL	-0.9885
SULT6B1	0.2775
CCNA2	-0.475833333333333
SOX15	0.4745
PPAPDC1B	-0.305833333333333
C19orf44	-0.364
MCAT	0.488333333333333
ARID1B	1.5975
OR52N1	2.429
C12orf48	-0.58475
MAGI1	0.181875
NIPA2	-0.04975
GBX2	-2.2905
RSHL3	0.596
RAVER1	0.8925
C15orf17	-1.2115
SLC30A2	-0.408875
ZNF518	1.18
PCYT1B	-2.62625
C10orf114	1.979
EIF3H	0.55175
SLC25A39	-0.288666666666667
KIF1B	1.28375
AMOTL2	-0.246
C6orf120	1.580625
PSRC1	-0.6645
PLA2G10	0.08625
KIF5C	-0.431285714285714
MRPL37	1.0075
C17orf62	0.2235
C9orf135	0.72
DUSP10	-0.6893
CLCNKB	0.1065
PSMA5	0.38875
C8orf53	-0.0665
AMPD3	0.927
PIAS1	-0.01425
ADCYAP1R1	0.242
GYLTL1B	0.2125
CDH20	0.595
FBXO7	-0.091
TMEM134	-0.473333333333333
FLJ14213	1.75383333333333
ZNF3	0.088
LRRFIP1	0.0124583333333333
CNOT2	-0.301666666666667
ABI3	3.0925
ALDH5A1	-0.903333333333333
HNT	0.9386
SERPINA4	-2.77275
TK2	-0.49825
STMN1	0.327555555555556
GUCA2A	-0.131833333333333
GALNT10	-0.350428571428571
DPP6	-1.18184210526316
C9orf93	-1.3955
PRELID2	-1.056
STK39	-1.227625
SFTPA1	-2.20025
CKS2	-0.494888888888889
RHO	0.295833333333333
C20orf135	-0.2125
XKR3	-2.3725
CR1	0.149571428571429
RPS6KA2	0.8005
C20orf112	1.503
MRPL22	-0.15975
C4orf23	-0.381333333333333
GADD45B	-0.18575
KLHDC1	-0.410166666666667
C2orf48	-1.102
ZNF287	-0.2635
DAAM2	-0.64175
DPPA2	-3.74133333333333
TCTN3	0.851
DNAJB11	0.7775
FPR1	3.8555
DEFB4	-0.039
PTCD2	-2.67
SMOC2	3.01716666666667
CABP7	0.580666666666667
SERPINB11	-0.61375
MAGEF1	0.392
NDE1	-0.526833333333333
ITGA10	0.4045
FSHB	0.9905
ANXA2	0.47825
HORMAD2	0.568
HLCS	0.4045
MCF2L	0.77
FH	-0.1015
TBC1D24	1.53125
KIAA1505	1.56125
LGALS2	0.96175
CNBD1	-1.2145
SYNPO2L	-1.25925
PTPN23	0.204928571428571
C1orf183	-1.42183333333333
MAGEA8	-3.02275
DGCR8	-1.224125
GSR	-0.76575
PAQR7	0.16025
ZNF676	-0.64375
CACNA1C	-0.7502
SP7	0.694
PDCD6	0.41625
NRN1L	-0.9635
BRI3BP	-1.59836363636364
KIAA1183	0.28025
ASB4	0.252333333333333
CCL23	3.0145
OBSL1	-1.547875
SLC12A7	2.07233333333333
KIAA0240	0.582375
CD1B	-1.31366666666667
FCGR2A	2.227
MDC1	-1.05225
HTR1A	0.706166666666667
OCEL1	-1.05925
ATP11B	0.398375
FBXO34	0.417166666666667
PCDH12	2.40183333333333
RPE	0.26075
C17orf74	0.2575
CSDC2	0.262333333333333
PET112L	-0.11275
TMBIM1	0.591625
P2RXL1	-0.2565
TCHP	-0.49475
TRMT1	-0.569666666666667
F2RL2	-1.43172727272727
LRRC32	1.16883333333333
IMPG2	-0.31
BGLAP	1.59675
LOC493869	-1.88383333333333
MRAS	3.208375
SLC35F5	0.249
CBWD1	-0.574
AXL	-2.197625
ATP2C2	1.467
TELO2	0.394
PNPLA3	-3.621
PCDHB14	1.264
CD276	0.09625
KRT80	-0.879375
DUSP28	0.5815
CSNK1E	-0.3215
SRP14	0.3145
KCNQ4	0.487
KRT72	2.06483333333333
CCDC117	0.736125
C6orf89	-0.0097777777777778
TUBB2B	-2.5135
RTN4IP1	0.047
CR1L	-1.613
CEND1	0.50075
C12orf41	-1.18833333333333
RNF31	0.37
UBN1	0.273666666666667
C17orf32	0.72225
SLC5A7	0.3645
GPR92	1.24866666666667
ESAM	2.0549
CTNNA1	1.23591666666667
HRBL	0.2516
CBX4	-0.23675
TMEM182	1.21825
SH3TC2	-1.42266666666667
IL10	1.03633333333333
PXMP4	0.39
RNF167	0.049
PAK7	-0.497333333333333
ETV3	0.71
ATPIF1	-0.361166666666667
LOC554207	-2.5686
OR8H1	-0.0375
WDFY3	0.4915
DPM1	-0.1525
GPSM1	-1.1115
WDR92	-0.0717
LRP1	0.5035
ANKH	0.818125
THUMPD3	-0.844
POLR1B	0.054
OLFM4	6.58866666666667
RAD9B	0.33925
TSPY2	-3.791
PAX6	-2.95216666666667
SCG2	-4.38925
SLC17A6	0.224
FMO3	5.973875
PADI4	-0.27775
TUBB4	-0.3217
NLK	1.0035
POU4F3	-0.8155
SDF4	0.0385
ITGBL1	0.784666666666667
NETO1	-2.174625
TAP2	1.44525
ABBA-1	0.69625
GNAI1	-2.142
VPS4B	0.9475
NOPE	-1.0359
GALNT6	1.314
SESN1	0.25525
GBE1	-2.22011111111111
CLASP1	1.076
RASGEF1B	2.538875
ACOT11	0.123785714285714
AFAP1	-0.43325
OR2H2	0.1215
DPY19L2P1	-2.329
DZIP1	-0.97775
SEC22C	-0.644666666666667
GPR161	1.17475
RNF146	0.65025
WDR74	-0.057875
GALP	-1.0695
PURA	-1.32375
DNPEP	0.522583333333333
RP11-78J21.1	-0.896
ERBB2	1.2565
FANCM	-1.32308333333333
NEO1	-3.4265
DDX3Y	-4.8509
RPS3A	0.26825
MXRA7	0.150214285714286
LGALS3	-1.3565
GLT8D1	-1.13175
CFL2	-1.85666666666667
UPB1	0.4835
NAP1L5	0.191375
CLDN14	1.879
DHX38	-0.148
BTBD1	-0.5035
TARS2	0.160666666666667
ABCF1	0.6753
FCF1	0.329666666666667
LRRC49	-0.0785
GUCY1B2	-0.4215
C1orf177	0.4425
SMARCA4	0.187
LRP8	-0.286666666666667
TAGLN3	-0.23425
MRPL14	0.26425
TTRAP	-0.5665
ZDHHC20	1.7395
NFE2L3	1.0535
KIAA1377	-2.965125
PALMD	2.0594
TMEM43	-0.1745
TTL	-0.408625
STAT5B	0.387833333333333
SSB	-0.368875
OR10H5	0.836
SLC22A13	-1.7285
AKAP3	2.02175
TIMM23	0.472833333333333
OAS2	3.42475
KIAA0423	0.24875
TRIM11	-0.0671666666666667
GLIS3	-0.546125
TMEM50B	0.555166666666667
ARHGEF4	-0.106625
DEGS1	0.301363636363636
TBL1XR1	1.4485
G6PD	-1.1485
SP140	1.8153
MUC17	0.457222222222222
NUDC	0.1491
DNAJC5B	4.52166666666667
SCARA3	1.97333333333333
CPA3	5.1105
BCAT2	0.27175
MFN1	1.1117
NRG3	0.3555
SNX11	-0.19475
PLEKHH1	-1.03716666666667
GPR177	-2.77033333333333
HCFC2	0.74375
TCAP	-0.35075
MOCOS	-0.37175
C14orf93	-0.5515
PRDM10	-0.366833333333333
SLC16A4	-0.1445
SRGAP1	-0.893333333333333
VIP	-0.678
DUSP27	-0.848666666666667
LILRA1	1.1043
MC2R	-1.0265
MGC24103	-4.741
MBTD1	-2.646
FUT11	0.386
USP33	0.5914
C15orf39	-1.14575
MAP3K12	-1.249375
PAAF1	-1.82683333333333
BARHL1	0.335
FLJ16165	0.049
PIWIL2	-3.499
SYNE1	-0.518636363636364
CMTM4	0.195
TSPYL1	0.5409
GUF1	-0.951333333333333
TMEM157	-0.7985
WDR44	0.0335
HIST1H3C	0.4815
DKFZp666G057	-1.773
RNPEP	-0.0735
