Hybridization REF	TCGA-AR-A1AT-01A-11R-A12P-07
DHX30	-0.0955
EEFSEC	-0.3865
FGF20	0.5845
FLJ38973	0.311785714285714
PLCH2	-0.294083333333333
CCNG2	1.857875
PSPN	0.336
WDR88	-0.152
HOXB13	1.41525
MTMR8	-0.496
SPAM1	0.3925
PPP2R1B	-0.21725
TANC1	0.161375
CNN3	0.7726
CHGA	-0.865375
C9orf128	1.503
CACNA1B	0.452833333333333
MMAB	-1.1726
RHOA	0.404333333333333
RAPGEFL1	1.89425
SLC1A5	0.339333333333333
CALCA	0.016
SYCP1	0.37025
CXCL11	5.49825
GFI1B	-0.415333333333333
PSCD1	0.748333333333333
C11orf58	0.263666666666667
MGC45438	-0.445333333333333
NUDT18	0.381166666666667
ASB3	-0.7455
ZP1	-3.4555
LPPR2	0.4709
ZNF527	0.563166666666667
ZNF771	0.292375
TTBK2	-0.7005
TRIM55	-1.008
GJB3	-0.395
PRSS35	-0.722
SCRG1	0.56075
ZDHHC24	0.716
DUSP26	-0.00725
C1orf51	-0.274375
DNAJC3	0.00850000000000004
LITAF	0.993875
ZNF410	0.45825
AFP	-4.37416666666667
ZW10	-0.594
PHOX2B	0.4315
VILL	0.08925
ELOVL7	-0.046875
LOC644186	1.8835
PPP3CC	-0.87975
CHST13	-1.036
WDR40B	0.349833333333333
MEA1	-0.1435
HILS1	-1.58025
DLX6	-2.1745
NKG7	2.19
EMP1	1.73
ACTR6	0.1105
CHCHD7	-0.661285714285714
COG2	0.2478
TCEA2	0.7071
TARS	-1.33075
FLJ20294	0.254166666666667
ZNF92	0.1795
TRAPPC2L	-0.925
ARHGAP28	-0.219375
CCDC109B	1.3465
LGTN	1.1515
INGX	0.183166666666667
LOC124446	1.13225
RPS2	-0.65525
C17orf75	-1.56516666666667
NBPF1	-1.5245
SLC2A8	0.146833333333333
SNRPE	1.49975
CARD6	-0.1645
IL13RA2	0.071875
CUEDC2	0.100125
C4orf19	2.1495
AOC3	1.234375
MTHFD2	-1.005
OR5M9	0.429
C4orf38	0.493666666666667
SS18L2	0.30825
OAS3	2.3435
LARGE	0.11075
LRIG3	-0.745666666666667
LIMA1	0.68725
STARD3	1.86641666666667
VPS39	0.40875
CTAGE6	0.7775
ODAM	-1.86225
MORF4L2	-0.22575
GSTO2	2.13775
MTFMT	-1.1855
PRKAB2	-1.73014285714286
ZNF76	0.597666666666667
HSPB2	2.642
CRB2	0.79275
KLRK1	-1.1215
LYST	-0.244375
UBE2M	-0.138166666666667
SLC16A9	-2.3755
ZNF281	0.738
ST8SIA1	2.991125
C9orf105	-0.86
ANKRD46	-0.163
FAM108A3	0.908
C20orf91	0.219
ZYX	1.024
RSPH1	1.67975
ZSCAN5	-0.9275
RIMS3	-0.753
KRT76	0.6145
CEACAM4	0.7575
SIRPB1	0.53925
CFHR4	0.1975
SOX3	0.3875
GATAD1	-0.9145
C21orf57	-0.02225
TMC8	0.027
AVIL	-0.264666666666667
LMOD1	1.85475
HIGD1A	-0.225125
NEU3	-0.0135
DES	0.920875
BZW1	-0.5533
ZNF221	-0.266
CCDC27	-0.1515
GDAP1	-0.15375
RBBP4	1.05325
MGC40499	-0.06825
PHKA1	-1.17625
PRKAR1A	0.471555555555556
HSD3B1	0.85525
RAD52	-1.70983333333333
CD207	0.6025
LOC389791	0.461
RSPO1	0.964833333333333
TMEPAI	1.53675
MFSD2	2.782125
ETV4	-0.795166666666667
SCGN	0.3545
LOC391356	0.401
MPP1	-0.66225
STARD3NL	0.124
TFAP2D	-1.415
CD2AP	0.464125
CCL20	-2.68533333333333
CCDC86	-0.558
ZFP30	-0.69325
CTBP1	0.493666666666667
MAK10	0.0798333333333333
STXBP5	-0.876666666666667
LOR	0.4783
MAP6D1	-0.50275
ARMC7	1.4805
TMEM150	0.7056
NSL1	-0.891
KIF5A	-0.116
ASCC2	0.729833333333333
PSENEN	0.855
OPTC	-0.1715
FCRL2	0.5295
KBTBD11	-2.049125
PCK1	-2.420375
CENTD3	-0.11525
MEGF8	0.4235
ALPPL2	0.16225
OBFC2B	-0.0576666666666667
ZFYVE20	0.076125
GALC	1.11633333333333
CTRB2	0.5195
C20orf71	0.222833333333333
TBKBP1	1.078
CAMLG	0.44375
TREML4	-0.321
RSAD1	0.109
TUBA3D	0.0708
KIAA1833	0.4615
PNPLA1	0.3495
LRRC34	-1.5935
CDH26	-1.1655
ZNF167	0.803333333333333
ZBTB26	-0.9578
VWF	3.2202
VTN	-0.454166666666667
BAD	0.744
PDS5B	0.0504166666666666
ZNF644	-0.60375
SH3GLB2	-0.18325
SMPDL3A	0.4461
NRG2	0.37875
IL15	1.42333333333333
GABARAPL1	0.249
LAT2	0.4262
SLCO1A2	-1.471
LIG4	-0.372
GSDMDC1	1.328375
BMP4	-2.646875
METT10D	-0.53275
SYCE1	0.2655
SPANXD	-5.0675
SLC12A9	0.5155
MC1R	-2.1295
RNF168	-0.6905
TRIM69	0.57675
GALNT7	2.47333333333333
ISG20L2	0.81125
KIAA2026	0.3415
TNFAIP8L1	-0.501
DPY19L2	-1.11375
C12orf63	-1.0015
PRDX5	-0.295
MED6	-0.328375
TXNDC5	-0.485625
CD46	0.63325
CCK	-1.96425
C17orf48	0.24175
ANUBL1	1.54275
SIT1	0.7975
TYSND1	0.406166666666667
DEF6	0.141
GLT8D4	-0.91075
UTP14A	-0.101375
RPH3AL	0.50075
NXF1	0.0488333333333333
TRERF1	-1.083
TUBB3	-0.786875
SLC24A2	0.4395
SEC22B	0.8985
ZNF653	0.642
GGTL3	-1.504
CDKL2	-0.283
CTF8	-0.135083333333333
EPC1	0.559666666666667
CYP4A11	-0.351333333333333
THRSP	3.88116666666667
LELP1	0.2405
TES	0.55525
C17orf87	1.226
FERD3L	-0.0985
SH3TC1	0.26
RAB36	1.7265
CRYGB	-1.1895
GRIA3	1.0302
BHLHB9	0.84275
C1QTNF9	0.31775
GOPC	0.121625
PNPLA8	-0.641166666666667
ZNF444	-0.157
FMO1	2.2285
POLR3C	0.5135
SLC35F3	-1.8705
SGCG	-3.28466666666667
DCDC2	-1.85583333333333
NANP	-1.6295
MGC23270	-0.2785
BEX4	0.475166666666667
HYDIN	1.207
RPS6KB2	-0.51625
ADRM1	-0.375916666666667
BAT3	0.01125
RAB31	-0.0306875
SCGB2A1	6.9175
SLC6A14	-0.26
DDX4	-0.16775
PRRC1	0.623333333333333
AP3B2	1.24983333333333
TRGV7	-0.396166666666667
TMEM184B	0.78875
ADPRHL1	1.22766666666667
C21orf45	-0.143375
ARNTL	0.302875
AADAT	-1.286
CCL2	1.1295
SNTB2	-1.11933333333333
RGS9BP	-1.044
KPNA1	0.1775
TMEM41B	-0.758166666666667
S100A11	1.94016666666667
DOT1L	-1.136
EFHC2	1.51775
CLTC	0.1205
SRP9	0.158571428571429
ZNF521	-0.49925
FAM26F	1.44475
GPR88	0.28
COL13A1	0.666166666666667
CHMP4B	-0.5636
SIGLEC6	0.121166666666667
NFAM1	0.47725
PVRL2	0.7605
ALKBH4	0.278
CCDC93	-0.4465625
NXT1	-0.2975
KCNK4	0.1685
TROAP	-1.30783333333333
KCNA10	0.289
CCDC114	0.413833333333333
RAN	-0.438583333333333
LMTK2	-0.009
LOC400657	-0.006
UFC1	1.68075
UBE1DC1	-1.097
EEF1A1	0.357944444444444
CHAC1	-0.3305
HMGA2	-5.0304
B3GALTL	-0.23975
ING2	0.1125
C1orf109	-0.247
INTS3	0.92725
ZNF558	0.17975
TRPM4	2.12116666666667
LTB4R	-0.245
ISYNA1	0.46075
LSM7	-0.0335
LRRC47	-0.40375
ZNF179	-2.01716666666667
EXDL1	0.136
SLC4A10	-0.856625
ACSS2	-1.04183333333333
COPS7B	-0.153
KIAA0040	1.09666666666667
C1orf95	0.093
AP1GBP1	1.49025
OR9A2	0.7185
FAM71C	0.228666666666667
RIN1	-1.1405
ITGA4	-1.8055
DNAJC6	-0.5225
CLOCK	0.777833333333333
SLC35A4	1.02283333333333
DSG4	0.37575
LOC26010	0.6175
NSUN2	-0.57425
TMEM86B	-0.9604
C14orf135	-0.76275
KIFC3	-1.0575
PHF5A	-0.3455
NCAPH	-1.408625
STK11IP	0.2395
FLJ42953	1.581125
CCDC19	2.21233333333333
ZNF329	-0.113125
TAX1BP1	0.0826666666666667
ZDHHC18	-0.0045
C10orf88	0.50125
TMBIM4	0.9787
NMUR1	0.0875
KIR2DS4	0.577375
C9orf90	-0.315375
MGC87631	0.1265
KDR	3.0004
ST3GAL2	-0.801375
RLN2	0.420666666666667
HPD	-2.983
MOXD1	-1.323
PDGFRL	1.56933333333333
SMYD4	-1.31171428571429
FAM103A1	0.2595
MFAP4	-0.549333333333333
LOC285141	1.19675
TMEM45B	-0.461625
SMCR7L	-0.567
GZMH	4.02075
CBLN1	-2.4465
CNNM1	-0.15175
PHF17	-1.64691666666667
NUP98	0.24775
RMI1	-0.2595
PTPRS	0.43075
ANKRD57	-0.25
CLDN15	0.0408333333333333
OR51A2	0.2845
GUCA2B	0.439
DOCK9	1.02025
ITGB1BP1	-1.11983333333333
DLG2	0.27525
BRAP	-0.18325
SESN3	-0.43325
ZC3H7B	0.29075
FAM101A	1.758
FKSG24	-0.5
ZYG11B	-0.7655
RFC2	-0.22925
SH2D3A	1.741
DVL3	0.07875
ADFP	-0.564166666666667
KRIT1	-0.836
SERTAD3	1.28183333333333
LEFTY2	-2.77925
KRT27	0.3985
SCFD2	-0.12175
MN1	-1.137
RORA	-1.04525
PTPRD	-0.76425
PIAS2	0.0426666666666667
CYP4X1	6.05883333333333
FBXL15	-0.03975
MYH15	0.0998333333333333
CRX	0.1755
TBC1D13	-0.49225
SLC22A17	0.92
PLK2	0.513166666666667
ARHGAP9	1.9715
EIF1B	-0.58825
C20orf185	0.21325
DEFA7P	0.3965
PRIM1	-1.731
CRYAA	-0.78725
BACE1	-1.09475
AGTRL1	1.07083333333333
ACAD9	0.157625
GRASP	0.7475
RBP4	-3.663
TFB2M	-0.51625
METTL9	-0.9566
ATP5O	-0.57925
SP100	0.3508
CPSF1	0.439666666666667
S100A4	-0.93975
LIME1	-0.2535
GPR137C	-0.54525
OR2A2	0.184
C2orf29	-0.26625
NUP188	-0.41325
SDPR	-0.652
RAI1	0.419625
RPS20	0.071
LAMB1	-1.19175
ADM2	2.59283333333333
ZNF229	-0.74875
DKFZp434K1815	-0.92325
EPN3	3.33383333333333
CLIC3	-0.99075
MEIG1	-0.71725
HMGB4	0.07025
STARD10	1.569375
KLF8	1.25475
EPB41L2	-0.718166666666667
JMJD6	0.028
CTSL1	-0.112
GPR27	1.091
ELAVL4	0.345
MMP21	0.0515
PPM1B	0.321875
SUV39H1	-0.805
AAMP	0.48175
TUSC4	0.456833333333333
MBD6	0.162
KLK13	-0.469875
FMNL3	0.628166666666667
TRIM13	-0.0625833333333333
C15orf5	-2.09375
IQCF1	0.296375
CACNG8	0.514
SLC35D3	0.294833333333333
ZDHHC9	0.779
ODF3L1	0.393
C9orf86	-0.3526
TSEN2	-0.9035
C17orf64	0.66675
SEPX1	0.2303
TSPO	0.767166666666667
SYMPK	0.18
ADORA1	1.5475
TSPAN10	1.66375
SEMA6C	0.834833333333333
RTTN	-0.8062
IL2	0.426833333333333
ARRDC3	-0.128
TBPL1	-0.505
STX12	0.50175
MRPL39	-0.794
OR8H3	0.501
IFIT5	1.83616666666667
CASC5	-2.573625
FAM46A	-1.49466666666667
HPCAL1	-0.569125
CYLC1	1.0745
VGLL2	-0.03625
C20orf191	-0.77425
CDH1	-2.42616666666667
ITPA	-0.11675
CCDC101	-0.82175
D15Wsu75e	0.6625
EDA	-1.602
CREG1	0.32525
OR7G2	0.5425
SAP18	0.572166666666667
IFIT1	3.2705
CALML3	-0.781166666666667
FLJ37440	1.92
FNDC5	-0.7895
SERPINB6	0.1405
JUNB	1.8463
SYS1	0.35275
SCN2A	-0.347833333333333
ZKSCAN5	-0.8258
WNT7A	0.537333333333333
TSHZ3	1.6665
RNF148	0.573
H6PD	-0.38225
CAD	-0.622166666666667
ZNF449	-0.4495
DOCK10	-1.524
FAIM2	0.608666666666667
HEXDC	0.55875
PRB1	-2.07125
C14orf148	0.3795
ETHE1	0.90175
IRF5	0.8588
GNMT	1.0925
MGC16291	-1.092375
RPAIN	-1.29307142857143
CAGE1	0.7385
CNTNAP3	-1.1265
ACTR1B	-0.10525
EEF1E1	-1.408
MSX1	-0.267125
ESF1	-0.5946
HSPC171	-0.63575
MRPL2	-0.864333333333333
RDH12	0.823166666666666
CELP	0.7495
METRNL	-0.92975
C10orf116	3.48616666666667
C19orf48	-0.69075
ZNF346	-0.045375
NCR1	0.006
C10orf64	0.6225
CD52	2.42125
VPS18	1.146875
AP4S1	-0.0211666666666667
NPBWR1	2.275
TPK1	1.09925
UBA52	-0.168333333333333
RIPK1	0.588166666666667
CPNE3	0.4069
HSPC159	0.3345
C8orf38	-0.2545
LRRC4B	0.0205
PARP10	1.7041
ANKRD50	0.041625
CXCL9	6.006
FGF18	0.379363636363636
EIF2A	-0.750125
SLC20A2	0.972166666666667
KIAA1549	-1.33591666666667
SPINT1	2.207
ZNF584	-0.4555
CRBN	-0.261833333333333
ABCF3	0.160166666666667
NCBP1	-0.145
PLA2G4F	0.4775
PCDH10	-1.329375
TTC21A	0.6095
C20orf144	0.8685
FGFR1OP2	-0.712666666666667
SLC9A1	0.1246
CHRND	-0.0495
FOXF1	-1.386
KIAA1467	0.56775
TPO	1.18483333333333
LTF	4.77692857142857
DNAJB9	0.61275
MRPS27	-0.5435
bA16L21.2.1	-0.49225
WBP2	0.553666666666667
MRGPRX3	-0.766
PRPF18	0.87025
C10orf58	0.17475
SMOC1	-2.2613
ADAT3	0.688333333333333
TMEM138	0.22325
TMEM131	-0.275375
TIMM8B	0.242
MYH7	0.0698333333333333
ST6GAL2	-0.09675
KIF1C	-0.5395
SUHW2	-0.566
PAPSS1	0.17125
CABP2	0.2595
HOXA4	-2.21125
ELF2	0.0605
SEMA3D	0.7226
MC5R	0.47
OGFR	1.053
FLJ30092	-0.270833333333333
TGFA	-1.5475
MMP17	0.89125
KIF15	-1.5285
CHIA	0.4385
CATSPER3	-0.5255
CEACAM7	1.79966666666667
PADI2	2.670125
HOXA9	-0.399666666666667
LNX2	0.849
TMEM144	1.47575
HIF1AN	0.8705
METTL7A	-0.7058
C6orf165	2.67316666666667
KIAA1468	1.030125
DSG3	-1.5905
ZNF180	-0.0011666666666667
EIF4E3	1.89625
SLC46A1	1.142875
DKK1	-3.44683333333333
ZNF205	1.52933333333333
LOC162073	0.4835
COX7A1	4.4265
MAGEA1	-4.36366666666667
NEDD8	-0.04375
KLHDC5	-0.742833333333333
C3orf19	-0.204
MRPS2	-0.57125
POLR3H	0.721214285714286
ABHD11	1.4729
TMEM17	0.89125
PAIP2B	0.2924
MAT1A	-4.143
LGI3	0.44225
THUMPD2	-0.22575
TKTL2	-0.0705
XAGE3	-2.68433333333333
CALM3	0.27325
C6orf136	-0.723833333333333
KCNC4	0.325
RGS9	0.0796666666666667
ACIN1	-0.830166666666667
SPATS1	0.18825
XKR8	-0.15925
FAM84A	2.0945
MS4A7	4.66018181818182
AGXT2L2	-0.5255
OR1F1	0.1375
SMAP1L	0.47225
IPO11	0.348
ZC3H11A	1.319
C1orf151	-0.104875
RNASEH2A	-1.14475
CCR10	-0.3045
TXNDC11	0.343666666666667
TMEM112	0.644
MAP1B	-1.82828571428571
NVL	-0.708
PKM2	-0.24155
ARC	-0.002
NUP54	-0.756
PPFIBP2	2.581
STAT2	1.434625
PTAFR	2.67316666666667
ROBO2	0.725625
RNF40	0.6835
CCDC135	-0.237333333333333
IFT81	-0.5615
MORF4	-0.2375
TM7SF3	0.02625
OR10H3	0.3755
ABP1	-0.310625
CHRD	0.3045
PLEKHA8	-0.317166666666667
NCALD	1.2435
OR5AK2	0.5445
ACCN1	0.483
SLITRK1	0.09225
ARMET	0.41075
C9orf52	0.98925
REEP4	-0.482
MTSS1	1.420125
ADH1B	1.39683333333333
DLD	-0.3515
CDK5	-0.6545
PPFIA1	-0.531375
WFDC3	0.337
DNAJB12	0.965071428571428
RANGRF	-1.672
MLANA	-4.01025
AMY2B	-0.5835
KIAA0319	-1.910125
RPS7	-0.5605
JAK3	0.3453
ARFGEF1	0.42525
CXCL5	0.125833333333333
TRAPPC4	-0.27
CETN2	0.924
HSPC111	-0.625
RHOBTB3	-2.9898
PHLPP	-0.9845
RGS10	1.2875
TMEM58	0.83275
CHERP	-0.02775
HSP90AB3P	-0.927166666666667
FSTL3	-0.995
PEX11A	1.45875
OR5V1	0.5605
FCN3	2.16625
PTPN3	1.525125
NPTX1	-4.87
C21orf84	-1.451
C11orf51	-0.0745
ZBED2	3.1685
FLJ90757	1.88275
NPY2R	1.467
PLD3	0.83525
SYT17	1.21966666666667
SGSM2	-0.81
OR1A2	0.40125
FOXP1	1.212
SLC5A1	5.20425
POFUT1	-0.8088
EPHB6	-1.7615
MYO1G	-0.50025
STAC	-1.7165
KLHL17	-0.0508333333333333
RGMA	-0.6895
TJP2	-0.4254
FAM114A1	0.501833333333333
SERINC1	0.984416666666667
SLC9A8	0.233125
PEX19	1.03
EDN2	4.594
PSMD7	-1.39477777777778
C3orf41	-3.07375
UQCR	-0.222125
PPP1R3C	-2.54925
LRP4	-2.7485
TM2D1	0.14575
TTC17	-0.0456875
C4BPB	-3.711375
CCL25	0.8105
ZNF253	-0.0675
CHRNA9	-2.626
SOX11	2.619125
HIVEP3	0.2895
CGN	0.978416666666667
C3orf35	-0.011
PKD2L1	3.5505
SYVN1	0.2145
PDE8B	-0.671625
LOC439951	2.29325
LTC4S	1.93516666666667
MIF4GD	0.2965
SMARCA2	0.97375
TUBGCP6	-0.0208333333333333
CABLES1	0.208875
C16orf77	1.68466666666667
ZNF791	-0.26425
FUT5	1.606
ADH6	-1.856
P4HB	1.09025
CLDND2	-1.1335
ALKBH8	-0.61625
PLAC4	-1.5015
F11R	1.61485714285714
MGC35295	0.494666666666667
PDZD4	0.0318333333333333
LOC389073	-0.218
FAM80B	-0.0638333333333333
PSMB1	-0.401375
TXN	-0.456666666666667
VIPR1	1.2312
WBSCR18	0.1688
EXOSC6	-0.522166666666667
ACTA2	3.55966666666667
SP5	-3.18
ANKRD1	-3.05275
DDR1	2.0537
ATP6V1D	-0.2025
PTGS1	-1.15908333333333
RNF157	-0.95225
DCC	0.5595
SPAG7	-0.592
FBXO18	-0.17
UBE3C	-0.0487
HOXC6	0.32625
LRP2BP	-1.09666666666667
MYST2	0.23975
PDSS2	0.06025
ATE1	-0.31775
ARAF	0.36525
KLF10	-0.372
PLA2G2E	0.1885
ASCL1	-0.836166666666667
TSNAXIP1	1.071
FAM131B	0.47625
IFNA10	0.144
NUP43	-0.54375
FAM44B	-0.435375
L1TD1	-4.87483333333333
NMD3	-1.26308333333333
C18orf54	-1.3624
PHOSPHO1	0.313
RAG2	-1.465
EMILIN3	0.178
METTL3	-0.6975
VPS13C	0.843625
REXO2	-1.0515
ANXA4	-0.049
CA1	-0.25275
DCP1B	0.2135
TULP3	-1.59516666666667
ATP2A2	0.209857142857143
ATIC	-0.49475
ADAM15	1.73991666666667
NPL	1.89066666666667
LGR4	-1.318875
UEVLD	0.3695
GAB1	1.314
SNAI2	-0.162833333333333
ZGPAT	0.1985
SNF1LK	0.235375
DLEU1	-1.1965
UBE2Q1	1.3195
ZMYM6	0.1248125
JPH3	-1.99033333333333
FAM38A	-0.14225
PXK	-0.2535
DENND2D	3.023
BAX	0.891
CP	3.37672727272727
RPL37	-0.1847
G6PC3	0.418875
NCOA4	-0.200166666666667
LRRC14	0.156375
GORASP1	0.584
FCHO2	0.6465
CYP24A1	-2.1299
FXYD3	1.1295
SMARCAL1	0.1025
ABCB8	-0.107833333333333
CCDC44	0.43
PRDM7	-3.04575
USH1C	-1.0745
DNAH5	-0.117333333333333
SRF	0.337416666666667
MAL2	2.98066666666667
PGPEP1	0.0304166666666666
SIN3B	-0.3585
SEMA3C	0.0828333333333333
GRAMD3	1.484
FBXO10	0.059
OR5D13	-0.5375
FLJ31818	-0.34075
CACNA1I	1.48375
S100A13	0.6355
TP63	3.21985714285714
ANXA11	0.154
WDR66	-0.995
CSF2RB	0.4685
IFI44	2.55725
DACT1	0.247833333333333
ANKRD23	-1.15
ATP5G1	-0.3745
C21orf70	-0.339166666666667
PPWD1	-1.3915
DNAJC13	-0.248
PAH	-2.59383333333333
PTCH2	0.63725
TRMU	-1.0395
CCDC9	-0.1475
USP3	-0.3925
DCLRE1C	-0.2183
FAM55C	1.1685
FRMD4B	1.96775
CYP2R1	-0.6225
RFPL1	-0.4039
XPO5	-0.97875
ARL6IP2	-0.2665
OSBPL5	2.7105
MMP9	4.05572727272727
KIAA0802	-0.856375
DHRS2	-4.18616666666667
SGEF	0.763375
TXNDC10	-0.4158
EXOC6	0.65975
RPS27	1.35683333333333
PNCK	0.0143333333333333
FSTL1	-0.91525
AACS	0.81625
SLMAP	0.239666666666667
SAMD4A	0.2295
ABRA	0.33875
SMARCD3	0.763
PKNOX2	-2.88033333333333
A4GNT	0.277
C9orf39	-1.1285
RALYL	0.147
MGC33556	-2.17
C10orf25	-0.156
BBOX1	5.6125
NHEDC1	-0.5185
XDH	0.3245
GCSH	-2.1065
EDN1	1.01066666666667
MTERF	-0.5345
CLK4	-0.29475
ZNF799	0.00716666666666666
KCNG1	-1.6715
CXCR4	0.8935
PTPRR	-2.37175
IRAK1	-0.29375
LOC401397	-0.66475
TMSB10	1.00171428571429
CXCL3	-2.8895
TMC4	1.82525
OR7A10	0.449
STYK1	2.17
CHRNA10	-0.042
CCNI	0.1125
EP300	-0.237
LOC165186	-0.262666666666667
HIC2	-2.93975
SDR-O	-0.0325
OR2W1	0.578
KCNA6	-0.233
TRIM74	-1.13625
REEP6	1.17
ATP5G2	0.182
ERG	0.73675
TMEM42	-0.16175
PARN	-0.353666666666667
SOD2	0.4244375
DIRAS1	0.4185
PNPT1	-0.9615
JOSD3	-0.9835
hCG_40738	-0.3905
PDE1C	-1.9675
SEMA4D	0.78275
AGPAT1	-0.1165
NOSTRIN	1.201875
MAP3K3	-0.403166666666667
MAX	0.554357142857143
CAPS	2.16966666666667
SERPINA12	-0.1815
OSBPL8	-0.999625
RICS	0.8951
NR4A2	1.2965
PPCS	1.626
LONP1	-0.843
SCYL3	1.22925
HERC2P2	-1.95883333333333
FIBCD1	-0.187
C15orf41	-0.76075
DMC1	-1.71983333333333
C20orf27	-0.93175
RPS6KA5	-0.0024
FAHD1	-0.413833333333333
SLC12A4	-0.209
BRCA1	-1.08525
GBL	-0.05325
SLK	-0.196
NUDT9P1	-2.0955
NOXO1	0.1525
USP52	-1.5705
BAZ1B	-0.16475
SLCO2B1	3.51175
BBS12	0.6525
LRGUK	-0.237833333333333
TERF2IP	-0.1675
COL1A1	4.201
KIAA0090	-0.324375
GRK5	-0.1665
AP1S2	-0.3563
TMEM52	-0.1085
CA11	-0.368875
OR4A15	0.481666666666667
ACBD3	0.9392
SPAG11B	0.27
PRDM2	0.1228
FOXP3	0.44575
SMYD3	-1.6293
LOC389199	1.2645
LGI2	2.00566666666667
NAPE-PLD	-0.5591
ANKRD6	0.744
WDR45	0.1105
SHROOM1	3.29375
PSCD3	-0.8465
PYY	0.6065
KCNC1	-1.428
ARHGEF9	-0.0106
OR8J1	1.10875
GPR55	0.1235
NS3BP	-1.358
C10orf22	0.5775
NAT8L	-1.56275
DUSP4	0.975166666666667
FOXM1	-1.4335
GRAMD2	2.8821
ZBTB48	-0.0821666666666667
BUD31	-0.802
PABPC5	0.568
CCDC41	-0.82925
FBXO11	-0.0274166666666667
C6orf148	0.37875
RFXAP	-1.30125
C6orf15	-0.315666666666667
CDK8	-0.287666666666667
C6orf70	0.364375
TESSP2	0.499
ALG2	0.72175
PPP1R3D	1.121
TPM3	0.937722222222222
SYT13	-0.49675
EPB42	0.03
CETN3	-0.66075
PRY	0.3225
NTHL1	-0.1635
POLR2B	0.024
RPS28	0.781916666666667
P2RX3	0.447
LYZL4	0.33025
WBP4	-0.0935
PMM1	-0.23975
C11orf79	0.21475
CBLL1	-1.0285
IL1F10	0.998833333333333
VAX2	0.4425
SETDB1	0.5135
LRAP	-0.258833333333333
GCLM	-1.13266666666667
CPEB3	0.99875
PPM1A	-0.1359375
INTS1	0.02975
CAMTA1	-0.147833333333333
SAMSN1	-0.933
LOC158830	-1.27733333333333
GMPPA	0.262625
AIPL1	0.35875
IL24	0.280916666666667
BDKRB1	-1.97266666666667
MLF1	1.2155
TAF12	0.4475
ID1	-1.988
THADA	-0.247
PIK3CB	-0.602
OR4N5	0.714
TBC1D17	-0.0813333333333333
COX8A	-0.687
CDCA4	-0.74675
C2orf44	-0.7285
ZNF534	-0.79875
IMMP1L	0.489
NIPSNAP3B	0.194375
FTMT	0.54425
PWP2	-0.4495
MMP15	-0.5774
DNAH11	-0.985
MTMR14	0.2415
DNAL4	1.1735
IPP	0.70975
TMEM59	0.80975
C1orf157	-0.431
RGS4	-1.18883333333333
DDX18	0.0476666666666667
SNX6	0.4935
ZNHIT2	1.12683333333333
NCDN	1.2445
FLJ33534	1.4155
RAG1	-1.59975
OR4D10	0.4155
PTPN5	-0.0523333333333333
POMT1	-0.07925
LRRC8A	-0.1909
CYP1A1	-0.5635
CAPN1	0.323166666666667
DDHD2	-0.465125
GRIK2	-0.454
GNRHR	-0.11575
PPBP	0.95425
HTR3A	-0.293125
SLITRK4	0.81375
ANKRD49	-0.37325
BTF3	-0.238
SARS	-0.342
C13orf18	0.477166666666667
CACNB1	0.905714285714286
QKI	-0.236363636363636
SETMAR	0.22125
MAN2B1	1.52766666666667
EML3	0.05875
ACADL	-0.978666666666666
OFD1	-0.71525
DEFB114	-0.275
CGA	-3.6036
PEX16	0.506833333333333
LRRC10	-0.0595
GNG12	-0.218
C1orf152	-0.0273333333333333
CHRM1	0.493
CD53	1.553875
DBH	-0.35575
TFAP2B	4.90625
HIST1H2BJ	-1.29683333333333
FAM46D	-0.245
TMEM11	1.4725
C3orf32	-1.13875
PCCB	-0.162125
IPO13	0.30325
C6orf105	1.415
COMMD5	1.02775
SUV420H1	-0.7408
LTBR	1.42775
ARHGAP15	-0.059625
HDHD2	-0.02225
TDRKH	1.09133333333333
LOC401052	1.643
PSG4	-0.658
GNB4	-0.7023
SPATA4	1.856
SLC9A3	-0.185
OSBP	0.329666666666667
NBPF3	-0.249583333333333
DOCK11	-0.923
SLC39A5	-0.49
PRR5	1.3758
C10orf63	1.176125
SMTNL2	-0.24675
ADRA1A	0.5125
ASAH1	1.3858
DOM3Z	0.0646
GIPR	0.6885
AHI1	-0.794
NADSYN1	0.124833333333333
RGS14	0.9429
IL18BP	1.4049
RTN4RL1	-0.32975
ARMC6	0.12475
PSMD5	0.389333333333333
HK3	1.3362
OR4S1	0.8405
RSU1	0.6124
MAD2L1	-1.638
EIF4A3	-0.57575
DLEC1	-0.3935
E4F1	0.175666666666667
CHMP2B	0.379
CAMSAP1	-0.679
RPS21	-0.816833333333333
ARID5A	0.47625
UBE2N	-0.1837
IGSF8	1.33016666666667
MAGEB6	-1.2455
ACAD11	-1.4387
MGC4172	1.67975
LMO4	3.029
KLKB1	0.2735
HP	-0.5795
HDAC3	0.3675
SCHIP1	-0.114
CLCA1	0.399
OLFML2A	1.094125
C1orf112	-0.87575
KIF19	0.911083333333333
HAPLN4	0.1302
CXCR7	-1.169
GOT2	-0.7615
RAB38	-0.702625
DCX	-0.4645
PPM1H	-0.8575
NFYC	1.33416666666667
KIN	0.014375
ZNF228	0.92975
PLSCR4	1.4175
HIG2	-0.577
FAM79B	5.104
C21orf86	-0.2878
KCNK10	0.37625
ZNF738	-1.135125
FSTL5	-0.803333333333333
OR6A2	-0.0385
