Hybridization REF	TCGA-BH-A1EO-11A-31R-A137-07
PAK7	-0.5866
ETV3	-0.052
ATPIF1	-0.534
LOC554207	-0.535166666666667
OR8H1	0.3095
WDFY3	1.03825
DPM1	-0.75
GPSM1	-1.1215
WDR92	0.1437
LRP1	1.38266666666667
ANKH	0.058875
THUMPD3	-1.12225
POLR1B	-1.04625
OLFM4	3.50983333333333
RAD9B	0.56525
TSPY2	-2.767
PAX6	-2.17466666666667
SCG2	-1.69625
SLC17A6	1.0425
FMO3	5.134125
PADI4	0.958875
TUBB4	-0.1195
NLK	-0.90925
POU4F3	-0.8815
SDF4	-0.8155
ITGBL1	2.6425
NETO1	-1.903375
TAP2	-0.2585
ABBA-1	-0.2305
GNAI1	2.53225
VPS4B	0.5415
NOPE	0.4114
GALNT6	-0.529666666666667
SESN1	1.151
GBE1	0.551111111111111
CLASP1	0.19225
RASGEF1B	2.110875
ACOT11	-0.175428571428571
AFAP1	0.6465
OR2H2	0.629
DPY19L2P1	-0.48725
DZIP1	-0.52125
SEC22C	-0.0455833333333333
GPR161	0.364083333333333
RNF146	0.3935
WDR74	-1.077875
GALP	-0.1235
PURA	0.878
DNPEP	-0.0386666666666667
RP11-78J21.1	-1.82325
ERBB2	-0.295125
FANCM	-1.157
NEO1	-0.1595
DDX3Y	-4.9594
RPS3A	1.450125
MXRA7	1.46428571428571
LGALS3	0.777333333333333
GLT8D1	0.63525
CFL2	0.675166666666667
UPB1	0.23625
NAP1L5	0.73475
CLDN14	-0.75475
DHX38	-0.48975
BTBD1	0.6335
TARS2	-0.827833333333333
ABCF1	0.0834
FCF1	0.245
LRRC49	0.87775
GUCY1B2	-1.8165
C1orf177	-0.036
SMARCA4	-1.95828571428571
LRP8	-2.93883333333333
TAGLN3	-0.68425
MRPL14	-0.4875
TTRAP	0.1465
ZDHHC20	0.66925
NFE2L3	-2.47525
KIAA1377	3.08025
PALMD	4.463
TMEM43	0.9245
TTL	-0.53525
STAT5B	-0.868
SSB	-0.218375
OR10H5	0.183
SLC22A13	-1.25575
AKAP3	-0.47575
TIMM23	0.654333333333333
OAS2	1.1025
KIAA0423	-0.051
TRIM11	-0.537666666666667
GLIS3	1.576125
TMEM50B	1.35133333333333
ARHGEF4	0.265875
DEGS1	-0.117909090909091
TBL1XR1	0.395533333333334
G6PD	-2.14725
SP140	0.496
MUC17	0.110714285714286
NUDC	-0.1643
DNAJC5B	3.72366666666667
SCARA3	0.265166666666667
CPA3	7.662
BCAT2	-0.849125
MFN1	-0.5883
NRG3	-0.5395
SNX11	1.15175
PLEKHH1	-2.08283333333333
GPR177	0.192666666666667
HCFC2	1.66825
TCAP	-0.138
MOCOS	-3.34675
C14orf93	0.04625
PRDM10	-0.2275
SLC16A4	0.168166666666667
SRGAP1	-0.3535
VIP	1.369
DUSP27	1.63
LILRA1	1.9671
MC2R	0.3165
MGC24103	-0.5935
MBTD1	-4.509
FUT11	-0.00149999999999998
USP33	0.4493
C15orf39	-1.0115
MAP3K12	0.564875
PAAF1	-0.745
BARHL1	0.2815
FLJ16165	-0.039
PIWIL2	-1.02625
SYNE1	1.89591666666667
CMTM4	-0.64525
TSPYL1	0.9538
GUF1	-0.198666666666667
TMEM157	1.3625
WDR44	0.61875
HIST1H3C	-0.04775
DKFZp666G057	-0.57375
RNPEP	-1.4125
GAS2L2	1.8935
ADH4	-3.1625
GRPR	-0.484666666666667
FBXL17	-0.18375
ZBTB10	-0.169833333333333
Gcom1	1.73366666666667
HTRA1	3.8152
ZNF585A	-0.4655
SLC26A2	0.137857142857143
OTOP3	0.5495
WISP1	0.90525
ATP2B4	0.457666666666667
FLJ10769	0.5225
CRAMP1L	-0.885
CHST12	0.01575
RAB22A	0.135416666666667
TARDBP	-0.617642857142857
STAU1	-0.49825
CRB3	-1.51716666666667
MIG7	0.2155
CHMP1A	-0.436666666666667
ZNF160	-0.17575
B3GALT6	-0.448375
BARX1	-2.23
C6orf167	-2.3269375
NXNL1	0.328
DHX29	0.64875
HADHB	0.6965
PLXNB2	-0.7295
ILDR1	-1.77
SLC15A3	3.79975
GAS2	-3.16416666666667
C20orf69	0.088
NUMB	0.4975
TNIP1	0.789875
MESP1	1.91066666666667
PSKH1	0.126
NSFL1C	-0.21525
RHOG	0.555
HEY1	-0.476333333333333
KNG1	-1.672375
ITGAX	1.946
LIN9	-1.12
CANT1	-0.847375
XRN1	0.418785714285714
CCDC96	0.7866
HEATR6	-1.94233333333333
GNG7	0.418333333333333
RUNX2	0.9303125
SOX1	0.164
FCRL5	0.4217
ZNF99	-0.775625
FAM9A	0.188
SNX22	0.492
MBNL3	-0.445
ODC1	-0.9831
ADORA2B	-1.51816666666667
NR2F6	-1.29725
ZFYVE16	-0.750888888888889
SYNJ2BP	0.9187
POLE	-1.49225
E2F2	-1.68375
THRA	0.773333333333333
PTGES2	-1.47966666666667
HIP1R	-0.244166666666667
TMUB1	-1.37783333333333
ENO3	-2.249
RSPH10B	-0.196
CXorf39	0.13375
IRGC	0.47225
GPR109B	3.69875
FLJ13305	-0.779
LCE3A	0.608
TNFRSF18	-0.861166666666667
DET1	0.42
TRPM3	8.33333333333704e-05
C16orf79	-2.0055
FECH	-0.760666666666667
RAP2A	0.561
CRIP1	3.7
AZIN1	0.060125
SLC7A7	4.88975
IL10RA	2.3931
TMEM64	-1.28
CDC42EP4	0.8028
C16orf58	-0.777
ARG2	-2.61725
POU5F1P4	-4.54325
FAM62B	0.227125
DNAH8	-2.0927
ASH2L	0.163375
TSLP	1.90166666666667
CNTNAP5	-0.132
TMEM16C	4.54825
IFNA14	1.0145
SLC1A3	3.183625
CABYR	-1.4465
BCL7B	0.2775
NUDT13	-0.638166666666667
C13orf28	0.41975
C1orf53	0.558
ARL6IP4	0.1708
RPL35A	0.68
EMR3	2.596
RAB40C	-0.315833333333333
SLC41A1	0.508
LRCH1	-1.25175
LY6G5B	-0.5755
FAM124A	1.13628571428571
MGC10981	-3.85716666666667
CLIP3	0.8585
MAP4K2	-0.429666666666667
CHIC1	0.929
SULF1	2.67216666666667
C20orf30	0.501785714285714
PRDM5	0.54825
ELOVL1	0.33575
C11orf48	-0.621
SLC39A10	-0.847
KCNV1	0.26675
ACP1	-1.41
ZMYM2	-1.05875
B3GNT6	0.1305
C9orf69	0.18825
C2orf15	-2.17675
C20orf166	0.6725
HSP90AA6P	-1.763
EDG7	-1.053
NEURL	-0.726375
LPL	6.50783333333333
CLEC2D	-0.772857142857143
GRRP1	4.15366666666667
CD8B	-3.052
HIST1H3D	-2.35016666666667
SLC6A12	0.814875
FAM27L	-0.00949999999999999
CD84	2.6487
RASA1	-0.2535
PHKG1	1.3715
MAGEA11	-1.424
IMPA1	-0.5608
NPM3	-1.4585
RARRES1	4.399
SH3BP1	0.11425
B3GNTL1	-0.204
ARPC5L	-0.431333333333333
KLHL26	-0.09875
SIM2	-1.392875
GJC1	0.7685
C20orf194	1.24125
EXO1	-3.88725
SLC2A2	-2.1765
LOC285074	0.00775
LRG1	-0.6845
KIRREL	-0.399
PIK3R1	0.8235
C4orf34	0.435
MAF	1.30672222222222
ADCY4	5.903
ZMIZ2	0.2589
SLC46A3	2.05166666666667
STAMBP	-0.375
CCDC16	0.87375
MS4A12	-0.1185
TCF20	-1.024
LRRC46	-0.281
C20orf152	0.3745
MRPS6	0.2145
ABCB11	0.2205
KCNC2	0.386
CDH19	-0.357
C9orf123	0.836166666666667
SSH3	-0.25725
LDLRAD1	-4.4325
CCBE1	0.71525
ZNF135	1.064375
TAAR1	0.9295
WFDC12	-0.807
CCDC42	0.672666666666667
FLJ12529	-1.1755
PER1	0.311333333333333
TIMM50	0.0108333333333333
SMARCAD1	-0.652333333333333
FAM26C	-0.363
TP53TG3	-0.169333333333333
SH3RF1	0.74
LMCD1	3.2765
GPR63	0.1675
FLJ21986	0.662
AIFM3	-0.83125
MICAL1	-0.250333333333333
BLZF1	0.131833333333333
IQCA	0.686833333333333
PCDHGC3	0.0235
SAC	-0.34425
BCL6B	3.99233333333333
DDO	0.7275
MARCO	5.77
DCHS1	2.49733333333333
C1orf170	-1.21833333333333
CD200R1	2.6145
C22orf15	-0.3635
SEPT11	0.6705
ADNP	-1.4025
UST	1.7762
C13orf34	-1.14116666666667
RFFL	0.252071428571429
APBA3	-0.0525
C2orf60	-0.552625
CUTL1	-0.6138
PMS1	-0.899125
ZNF689	0.122
EIF3E	-0.179333333333333
IL9	-0.523
RPL31	0.85825
LY9	-0.002
ATP2B3	0.30575
KDELR2	0.282083333333333
TFCP2	0.159125
NLRP12	1.316375
FLJ45422	-1.07525
TLE4	0.0678
ZNF570	-0.1
FLJ43806	-0.14
TLK2	-1.056375
CIR	1.27175
MARS2	-1.141
COL24A1	0.481
SDF2L1	-0.6765
HIBADH	0.5935
IGFBP3	-1.52385714285714
C12orf23	0.90625
PSPC1	-0.52125
C20orf43	0.23325
TRAV20	0.723
ARHGAP24	2.783625
KIAA1975	-1.542625
C1QA	5.0814
DNTT	-4.0615
C10orf6	-0.5485
C11orf41	-0.10125
HNRPF	0.278875
COL11A1	2.21583333333333
UBAP2	-1.25966666666667
CDKN2AIPNL	-1.9185
C20orf174	3.96875
SPRED2	-0.8245
PLA2G12A	-0.219
ICEBERG	-0.752166666666667
SCN10A	0.551
C11orf65	0.35825
GBP5	4.27325
PITPNC1	-0.127333333333333
POU3F3	0.1055
NCOA7	0.124625
LIN7C	-0.0753
LOC348840	0.084
NKX2-2	-2.82325
ANKRD13D	-0.416375
LOC123688	1.308
FUT2	0.195666666666667
TAAR8	0.547
FZD4	2.1065
PNMA3	0.107833333333333
OR4L1	0.3205
WIT1	-2.37825
EXOC3L	2.6545
ATPBD4	0.2807
KRBA1	-1.379
UBXD6	0.761
HOXB7	0.741
C7orf23	0.208
UNQ338	5.20725
STAB2	1.90275
CDC20B	0.42625
IRF9	1.44075
CENTG1	0.817333333333333
TNPO2	-1.7755
MCPH1	0.463875
BMS1P5	-1.83025
SLC26A7	1.61725
HIST1H3J	0.42525
C9orf3	0.3731
LBH	1.04375
MYO1D	-0.2465
PTDSS2	-0.2855
NFU1	1.8345
DEPDC4	-1.60325
WNT7B	-1.0185
GLP2R	-0.298666666666667
SETD4	-1.0065
DYNLT3	-0.1643
FKBP11	-0.8685
SESTD1	2.09733333333333
FLII	0.34825
RPS16	0.892
CHPF	-1.5555
CSNK2A1	-0.998666666666667
SUMO1P1	-0.44925
FKBP6	-0.49
ZNF214	0.287
TWIST1	3.10783333333333
DDX56	-1.7305
TRAM1L1	1.7747
EPO	-2.78566666666667
MRPS18B	-0.40425
ZNF682	-0.756
RPL14	-0.00616666666666666
MAFF	0.0415
LOC51136	-0.02675
LY96	2.8925
DDX20	-0.28725
ABTB1	1.686
ARL5A	0.3313
CCT6A	-1.66825
HEPACAM	1.49233333333333
EHHADH	0.369166666666667
RBAK	-0.8415
CGB1	1.89225
ITGB5	1.1933
YIPF3	-0.65125
FKBP2	-0.3555
NR1D1	-0.3196
TMEM110	-0.1815
NEK2	-4.67833333333333
PRAMEF8	-2.45325
C20orf52	0.211666666666667
PCDHGA3	-0.216
VWA3B	-0.594666666666667
NDUFA5	0.472625
THAP9	-0.457
FLVCR2	0.436
AP1S1	-2.5395
SMAD6	-0.5705
SAV1	0.749125
SAT1	1.4795
ZNF251	0.24475
ADAMTS7	0.0405
RPP38	-0.281
C1orf211	-1.765
YPEL2	1.5073
RBMS1	1.00825
ZNF445	-0.853
NRXN2	1.16733333333333
PGBD4	0.215
UGT2B28	-2.615
WBSCR16	-0.7142
NLRC3	0.30025
ASTL	0.32875
ST6GALNAC1	0.02
ZADH2	-0.456
MLLT4	0.439416666666667
ARL6	0.416333333333333
MEF2C	2.2105
CBFA2T3	0.0855
AFF3	-0.195428571428571
COG7	-0.22
MYB	-5.6075
PLXNA3	-1.098
XRCC2	-2.875
MMS19	-0.768125
ST8SIA5	-0.6
CHPT1	0.384666666666667
KIAA1712	-1.226375
OR6X1	0.1955
ACTR3	-0.57975
UGCG	0.225333333333333
OR4P4	0.132
ZAP70	-2.6325
LPP	1.49625
ZNF485	-0.75125
PTPRCAP	0.327
IL12RB1	0.46175
ATRX	-0.0481
CHST8	-1.91225
C14orf109	0.4465
ARV1	-0.146
NMB	2.81057142857143
COX5A	-0.341166666666667
EIF6	-0.618
MPPED2	0.377833333333333
SEMG1	-1.731
CHRDL1	4.5255
TRAF3IP2	0.6745
WNK2	-0.973875
LILRA4	1.4855
LAMA2	6.8895
PXT1	0.944
RLBP1	-2.679
CD300C	1.383
SLTM	-0.675875
FLJ10404	-0.907875
APOBEC3D	-2.8165
RENBP	1.76966666666667
ATXN7L1	0.516
NID1	0.867
TUBGCP3	-0.72175
ITIH5	5.30688888888889
CCDC110	1.7525
C8A	-2.772
MGC87042	1.50275
HOXC13	-3.93425
TFDP2	-0.79
HCP5	2.182125
POLI	0.6635
UCN	-2.0075
ZNF764	0.0158333333333333
C8orf45	0.24425
FHL3	-0.77975
SPATA5L1	-0.87025
MMRN2	5.32433333333333
NDST1	0.5245
COL20A1	-0.089
ZNF248	-0.2325
PELP1	-1.1145
MBL2	-2.43533333333333
RNF41	0.1795
C5orf24	0.62925
THOC5	-0.611375
SERINC3	0.625166666666667
RP11-151A6.2	1.07525
CDCP2	0.2275
HIST1H2AA	0.2255
C11orf75	0.966833333333333
FKBP7	1.136
DDOST	-0.867
GPNMB	2.63816666666667
TTF2	-1.64416666666667
KCNT1	0.410833333333333
SLC39A14	-0.74775
NGRN	0.2591
GPR137B	2.86475
MECP2	-0.298
PSMA1	0.1685
C16orf73	-4.97775
TMEM60	0.888333333333333
CSN3	0.4605
NOS1	0.599333333333333
RAB7L1	0.407333333333333
YBX2	-0.33
KIAA1166	0.058125
FUBP3	-1.3205
ABCG1	1.6365
ACACA	-0.721916666666667
ARL11	0.5197
ATOH1	0.8925
ODF1	0.399
CREB3L3	-1.471
TMEM127	1.61414285714286
DSCAML1	2.2985
PLN	5.04766666666667
LYPLA1	-1.34225
PRDM9	-2.23125
SASP	1.40175
PLUNC	0.5948
INTU	0.27975
HISPPD1	-0.85325
LNPEP	0.404666666666667
YARS2	-0.391666666666667
APCDD1L	-0.347
ZCCHC4	-0.464
FBXO22	-1.12016666666667
TTLL13	-0.806
ZNF669	-1.28066666666667
PTGDR	4.401
DDX27	-1.10325
KIAA0409	-0.119333333333333
GJB6	-0.0535
ASB8	0.59975
PLP2	-0.276333333333333
MEPE	-0.12675
OR10J5	-0.039
KRT222P	3.91575
COQ7	0.178666666666667
C1orf101	1.16275
RERG	2.171
CHMP5	1.321125
THAP11	0.21625
ZNF43	-1.25316666666667
ZRANB3	-1.176
KRT13	-1.35475
MRPL19	-0.84125
RBBP9	-0.2995
SPATA17	0.022125
BXDC5	0.548
PAFAH1B1	-0.229583333333333
MAGEE1	0.76725
OSTF1	1.25
KIAA0323	-0.409333333333333
TXNDC13	-0.379166666666667
CNTN4	3.382
LCE1B	0.978
UNQ501	-0.07875
ZNF154	-0.2895
C3orf64	0.90225
SYT5	-0.2045
PON1	-0.0698333333333333
FLJ10357	0.988125
ATP4A	-1.2565
GNPDA1	-0.588666666666667
MGAT1	1.8535
C14orf121	0.257
SLC35B2	-0.78225
MIER3	0.494166666666667
CHEK1	-4.3485
ZNF8	-0.8695
TXNDC1	-0.771166666666667
CKB	-0.3649
RTN3	0.878714285714286
FZD2	-1.20133333333333
PART1	-0.35875
PSMB6	-0.1835
PCDHB8	-0.7285
PHC3	-0.3584
PPP1R8	-0.505166666666667
NOVA2	3.52933333333333
TNFRSF11B	-2.632625
GOLPH3	0.527166666666667
UBLCP1	-0.21225
SUHW3	-0.69625
TTLL1	0.628
OPN4	1.0105
OR13G1	-0.0875
ZPBP2	0.265
HSD17B11	1.33275
C9orf50	-0.244
DHDDS	1.24535714285714
CTSW	1.1795
NEFM	-2.2835
MRPL28	-0.84675
SYN1	-0.0655
PIGV	-0.0731666666666667
ZIM2	-0.7325
APBB1	0.660166666666667
SND1	-1.395
C1orf123	1.13
CHD3	-1.24775
BHLHB8	0.6045
RNASE2	1.23316666666667
BCAP31	0.700125
SLC25A44	0.278333333333333
CHD6	-1.3741
PIB5PA	-1.15223076923077
SELS	0.3005
LOC541471	0.607375
FAT2	0.412
ZNF81	-1.067
OR4C16	0.4125
FLJ10081	-0.7478
LRRC4	2.23675
CS	-0.540666666666667
N4BP2	-0.92425
IGFBP7	2.5515
ZNF318	-0.32275
NDNL2	0.60625
ZNF609	-0.115625
SIRT4	0.83975
EXOSC10	-0.38375
ECE2	-0.216083333333333
OVGP1	-0.3965
GTPBP3	-1.2045
PACS2	0.726
C19orf36	0.201833333333333
ARL4C	-1.012625
ATG4B	-0.827
UBQLNL	-0.37275
RHOXF2B	-3.5475
PLEKHG2	-0.101
GALR1	2.545
AQP4	0.6418
HDAC7A	0.768166666666667
DCUN1D3	1.90375
OR8A1	0.17
CCRN4L	0.623375
CBR4	-1.14566666666667
KIFC1	-3.68483333333333
SLC7A14	-3.3115
LHX5	0.127
TRPC7	0.6905
LPXN	0.0645
SERPINA1	-2.454
RPS13	0.4561
BPIL3	0.825
PRKAA1	-0.3105
FADS2	-1.3842
ENAH	-0.1679375
PRO1768	0.218
APBA2BP	-0.67275
LIPH	-1.04066666666667
C3orf33	0.34575
RCC2	-1.61214285714286
ALDH1A2	-1.3627
RNF103	1.13
AHCY	-2.159375
ALG12	-0.3235
CCL17	2.00875
ZNF543	0.6675
ESRRG	0.027
CNGA1	3.72775
RDH5	4.15483333333333
OTX1	-1.8448
PTGFR	1.67916666666667
CDR2	-0.480375
SELE	7.51575
NLGN2	-1.27566666666667
EXOSC9	-0.7455
ZNF566	-0.269
KLRC2	-3.686
GPR12	0.997
KIAA0196	0.466
PDRG1	-0.92225
SSR3	-0.00457142857142861
MSI1	0.184
CST9	-0.4215
CC2D1A	-0.5835
PLAGL1	1.58927777777778
ZNF778	0.246
RNF2	0.038125
KLF6	2.15416666666667
THBD	4.51983333333333
tcag7.1314	1.3645
NR5A1	-0.314
ABCD2	3.716
DNAJC7	-1.73675
CLEC4C	0.645
TM2D3	0.824875
CCDC4	-0.7435
PLAC2	-3.13725
DCD	-0.8
FAAH	0.287875
POLA1	-0.759666666666667
TM7SF2	0.76575
FLJ39822	-0.294
FLOT2	-0.194875
MAP4K1	-0.408666666666667
SRP68	0.357875
C21orf74	1.038
ARPC5	0.535625
LOC126075	1.4275
HECW2	0.126125
ZDHHC4	-0.2445
ANKRD42	1.834
PDE9A	1.044
ABCA8	5.518
NDUFS2	-0.834
UBR5	-1.437875
BTBD16	-2.67075
LOC554174	-0.051
ZNF20	-0.175
KIAA1843	-0.537
WDR17	-0.541
C15orf33	0.5065
RNF113A	-0.30425
CAMKK1	-0.6051
CLCN2	-1.7665
ANXA6	-0.161
LOC340069	0.8365
EMID1	0.34025
DPM3	-0.2755
ELA1	0.398
SLC25A13	-0.805
KRT24	2.24175
SMPD1	0.2935
TH	-0.25275
COL6A2	1.90157142857143
ANKS1B	-0.56125
GPR126	-1.6287
ZC3H12A	0.272333333333333
TMEM47	2.1005
C2orf51	0.018
C1orf88	2.33966666666667
HSF2BP	-1.82325
AKAP10	0.276
RPAP3	-0.9735
KLHDC8B	1.359625
STOM	1.9508
MUPCDH	-0.131571428571429
C10orf72	0.173125
PLEKHA3	1.06666666666667
TCP11L1	0.333
CWF19L1	0.370375
SPEF1	-0.134615384615385
YSK4	0.02875
ELN	4.7829
SAMD8	1.53266666666667
MPI	-1.15916666666667
MEPCE	-0.3088
ABCC3	-1.68425
NANOGP1	-4.4155
KCNK17	0.15825
HLA-DMB	5.53016666666667
RRAGA	1.29175
ANGEL1	-0.14575
RBM32B	-0.0755
CPN1	-2.63075
MGC52282	1.1223
HLA-A	1.11425
OR9G4	0.2065
EDNRB	1.128875
SCD	-0.267142857142857
C14orf80	-1.183
BAGE2	-1.5755
RABL4	1.135
RCVRN	0.7055
SHANK1	-0.058
NLRP7	-3.45075
CD226	0.914
STAT3	0.117
SYNJ2	-1.4952
TPCN2	0.547166666666667
WDR36	-0.519833333333333
MBD4	0.0505
ROBO1	-0.2842
ST3GAL6	-1.41875
SLAMF8	3.22166666666667
ATN1	0.2705
GPR141	0.309333333333333
KRT36	1.229
TPH1	0.2735
DDX52	-0.09525
ZSCAN29	-0.0770000000000001
TRPT1	-0.462833333333333
DPEP3	1.6085
DENND4A	-0.416875
TSPAN16	-0.116
PTCHD2	-0.295
LOC145814	-0.192
CAP1	0.0895
EIF5A2	1.3018
NT5DC3	-1.684
SEPT9	-1.476375
SEZ6L2	-2.536375
EGFLAM	5.74825
VPS11	0.60775
NDUFB5	0.450333333333333
CIDEA	5.81283333333333
IER5L	0.62525
N6AMT1	1.0965
FAM83C	-0.71175
OXR1	1.35733333333333
IRX1	-0.038
DGKB	-0.193333333333333
GCN5L2	-3.29675
MIR16	0.508875
FBXW9	-0.56575
WDR4	-1.84916666666667
PDC	-0.3865
VPS33B	-0.415
HEXB	0.80725
FLJ32214	0.3155
TCEB3	-0.40225
CRLF1	-1.9945
ABI3BP	4.2305
C8orf22	-1.2045
PYCR1	-2.412375
KIAA1706	3.361
CDK5R2	0.799375
WAS	0.929
C12orf60	-0.38075
CCBL2	-0.20075
MADD	-0.41975
C5orf34	-2.6095
WDR42A	0.259
KLF12	0.05275
HSPA1A	0.81175
ITM2C	-1.47941666666667
DAPK2	3.3965
LOC442590	0.747
SUMF2	1.736875
CENPA	-3.86530769230769
TMED5	0.579
CDH6	0.5415
BRP44	1.382375
THG1L	-0.461
GABRA2	1.00825
C14orf166	0.22675
MYL1	-0.731
TNFSF18	0.4535
PAP2D	-2.20933333333333
PPIB	-0.556
KLHL4	1.0225
SFN	-2.4795
CCDC127	0.51575
FRAP1	-0.73525
GOLGA5	0.2975
SDCCAG1	0.26875
MGC21675	-0.0873333333333333
C10orf95	-2.07025
KIAA1345	0.783166666666667
C1orf163	-0.6685
LACE1	0.605166666666667
OR10K2	0.2395
CENPN	-2.09824
TMED2	-0.5475
UGT1A6	-0.667
ANG	0.96825
U2AF1	-1.48366666666667
CASC2	-0.170166666666667
NMT2	2.20933333333333
OSGEPL1	-0.12075
DFNB31	-1.3895
SLC6A20	-0.1545
DKC1	-1.8345
FXYD4	-1.45566666666667
WDR64	-0.3815
MGC5590	0.0765
CREBZF	-1.26883333333333
DAZ1	-0.5255
PRPSAP1	-0.4555
GCHFR	-0.3645
TTC7A	0.365625
LOC196993	0.379
UBD	-1.20333333333333
S100A1	-0.586
RPL6	1.282
DNAJB6	0.49515
NAGS	-0.2699
C2orf58	1.2995
KERA	2.35416666666667
MT1X	0.4844
UBE2B	1.5081
KEAP1	0.3735
MST1	-3.5365
OMA1	0.594
ABLIM2	2.0695
BCL2L13	-0.236416666666667
JAZF1	1.80533333333333
TMEM63B	-0.9045
S100A8	4.8643
ARFIP2	-0.83675
UROS	0.26125
KHDRBS2	-0.144
POLQ	-3.684375
SOAT1	-0.68925
SPAG4	-2.44075
MRPS30	-1.29733333333333
LOC494141	0.406
OR2T11	-0.2365
ORAOV1	-0.6852
ZNF184	-0.347166666666667
TCEB3B	-0.278
ADAM21	-0.1775
GDPD1	-0.58675
SPINLW1	0.5705
PRR14	-0.689166666666667
KCTD9	0.662
NUDT3	-0.000249999999999986
KIAA1822	0.9941
HIST1H4K	0.149
DFNA5	-0.42275
GABPA	-0.317
C14orf44	-0.3815
POLB	-0.20275
PTAR1	-0.24375
SEC31A	1.5334
TRIM58	-1.6085
TAS2R14	-0.842
VPS8	0.14425
H1F0	-1.10583333333333
PRKCB1	-1.3885
UGT2A1	0.879
TOR1B	0.03275
LSS	-0.969583333333333
C2orf19	0.6475
HNRNPC	-0.734785714285714
TMEM100	4.84083333333333
LOC116349	0.23425
OR51M1	0.088
CCDC142	-0.90225
ISG15	0.81
ZCCHC14	0.26575
CREBL2	2.18175
TGDS	-0.597
DC2	-0.0285
CACNA2D3	0.413428571428571
ZNF429	-1.321625
LYPD6	-1.166
SUCLG1	0.9335
OR51I1	-0.845
MAGEH1	2.6
PRPF40A	-0.704
SMR3A	0.678
SPINK2	-1.1815
THAP2	0.954875
NPY5R	4.209
IRF4	-1.308
SPESP1	2.3325
OR10S1	0.143
DTD1	-0.1885
TUBE1	-0.24475
DDX19A	-0.155
PDPN	0.56
TMEM34	0.705
MGAM	0.3935
COL3A1	7.05838888888889
GFM2	-1.1727
OR5A2	-0.619
PSG9	-0.959
ARHGEF11	-0.3725
IVNS1ABP	-0.7595
SIGIRR	1.148
DUSP19	0.43425
DNAJC14	-0.8072
ACSS1	-0.81275
IL1RAPL2	0.3175
C4orf30	-1.38225
SEPT4	4.325
LANCL3	-1.294
SPAG17	2.817
PRDX3	0.566625
HNF1A	-1.495375
P4HA2	-0.427375
RFWD3	-1.332
MOV10	-1.00675
DNAJA5	0.543714285714286
LOC729440	-0.02675
LOC200383	0.824625
SMC2	-2.281
MIXL1	-0.28
TMEM9	-0.99625
FAM86A	0.653
ZNF174	-0.4516
MYH14	-0.7775
CCR8	-0.287
VPS37C	0.0233333333333333
GPATCH1	0.128666666666667
B3GNT8	3.569
TBX4	-0.89525
CNR2	0.597833333333333
PCDH1	0.9735
C5orf29	2.601625
OCIAD2	0.04425
PLCG2	2.283
KIAA0247	1.20475
HRH3	0.414111111111111
CAPN13	-2.022125
CCR1	1.0414
MGC15523	-0.445055555555556
UVRAG	0.7655
DNAJA2	0.0481666666666667
ITGA2B	-0.642
CLDN5	5.4035
PTPRN2	-0.462142857142857
ZNF512	-0.521
PSAP	0.8045
CCDC140	0.4075
LRRC55	0.41
CYP26C1	0.318
C8orf47	-0.36625
LYN	0.701375
DUSP6	1.84333333333333
TGFB3	2.76766666666667
ELK1	-1.5313
PCDH11Y	0.246
HGD	-3.70025
C17orf58	1.08025
MYO3A	0.655
SERPINE2	-4.12816666666667
AARSD1	-1.09425
C14orf73	-1.0125
ADAM33	1.3425
ZNF491	-0.00449999999999998
MAPK6	-1.56966666666667
TCN1	-0.911
SLC24A6	0.925
UBE2R2	-0.13125
H1FNT	0.517
TATDN2	-0.221
LILRB1	2.43375
P2RY5	3.2875
NUCB2	0.41225
C2orf37	-0.20425
SNX27	0.058
MTA3	-0.391125
FOXO4	0.9555
ID4	2.761
SOX5	-0.2385
PXMP3	0.925875
OR52M1	0.7275
SFT2D3	-0.270125
INA	-3.61666666666667
MCOLN1	1.8505
NFIX	0.5376
CLEC14A	7.08266666666667
HIBCH	0.427333333333333
PLA2G5	4.139
TIMM10	-0.246833333333333
MED17	0.3169
COL4A4	-1.913
TPP1	0.973833333333333
GJA3	-2.12
TMPRSS5	-0.98725
AADACL3	0.46
DNMBP	0.3845
ENPP5	-0.0513333333333333
NQO1	-0.0214
ZSCAN2	-0.200125
SEC24C	-0.709333333333333
GTF2A1L	2.513
AXIN2	-0.1748
FAM33A	-0.74625
C16orf13	-0.541125
SPNS2	2.30825
TAF1	-0.436
AP1G2	-1.574
RBM42	0.107333333333333
HCN2	-0.2545
EFHB	2.36866666666667
RUSC1	-0.541833333333333
GRIK5	0.8385
USP21	-0.839166666666667
ATAD3C	0.23925
ORMDL2	0.603125
PRSS7	-3.6045
PSAT1	-4.16775
FLJ13195	-1.01583333333333
TBC1D1	0.77
IFNG	2.76225
OTOS	0.660666666666667
ZNF773	-0.152333333333333
EMD	-1.639
RETN	1.954
CCL8	6.567
APH1A	0.0685
COX18	-0.3515
GTF2IRD2	0.80175
CCDC82	0.5245
PAFAH2	-0.1219
NPEPL1	-0.8436
RP11-114G1.1	-0.0525
TP53INP1	-0.01225
ZNF300	-0.211
FOXL2	-2.9225
LARP2	0.376416666666667
LATS1	-0.26625
HTR6	-0.777
SPOCK2	0.17
RNF144B	2.186
HTATIP2	-0.522125
