Hybridization REF	TCGA-BH-A1EU-11A-23R-A137-07
TCEA2	0.5405
TARS	-1.7675
FLJ20294	0.6225
ZNF92	0.123
TRAPPC2L	-0.4436
ARHGAP28	-0.782875
CCDC109B	0.36075
LGTN	-0.357666666666667
INGX	0.157
LOC124446	0.83975
RPS2	-1.591
C17orf75	-2.0115
NBPF1	-0.649
SLC2A8	-0.067
SNRPE	-0.6595
CARD6	1.3205
IL13RA2	0.156875
CUEDC2	-0.405125
C4orf19	0.232
AOC3	3.562125
MTHFD2	-2.0795
OR5M9	2.8605
C4orf38	1.2825
SS18L2	0.257
OAS3	-1.2575
LARGE	0.39975
LRIG3	1.33716666666667
LIMA1	1.45725
STARD3	-0.0239166666666667
VPS39	-0.177125
CTAGE6	-0.1045
ODAM	-1.158
MORF4L2	-0.100875
GSTO2	1.487
MTFMT	-0.823
PRKAB2	-1.81357142857143
ZNF76	-0.234666666666667
HSPB2	5.3815
CRB2	0.80525
KLRK1	-0.6825
LYST	1.0235
UBE2M	-1.345
SLC16A9	-0.2155
ZNF281	-0.3105
ST8SIA1	1.96225
C9orf105	-0.884
ANKRD46	0.99925
FAM108A3	0.4655
C20orf91	2.00475
ZYX	0.932333333333333
RSPH1	2.005
ZSCAN5	-0.528
RIMS3	0.601666666666667
KRT76	0.438
CEACAM4	0.995333333333333
SIRPB1	1.041875
CFHR4	0.705
SOX3	-0.654666666666667
GATAD1	-0.824375
C21orf57	-0.25175
TMC8	0.685333333333333
AVIL	0.385833333333333
LMOD1	4.98225
HIGD1A	0.623375
NEU3	0.605333333333333
DES	1.660375
BZW1	-1.1614
ZNF221	0.543
CCDC27	-0.3795
GDAP1	-1.13725
RBBP4	-0.05925
MGC40499	-0.58325
PHKA1	-1.599
PRKAR1A	-0.0232777777777778
HSD3B1	1.17633333333333
RAD52	-1.0955
CD207	-1.0425
LOC389791	0.768
RSPO1	2.231
TMEPAI	1.8
MFSD2	-0.45025
ETV4	-1.85158333333333
SCGN	1.811
LOC391356	0.28925
MPP1	-0.591875
STARD3NL	-0.1085
TFAP2D	0.58
CD2AP	-0.4665
CCL20	-3.8085
CCDC86	-1.681
ZFP30	-1.911
CTBP1	0.408166666666667
MAK10	-0.521666666666667
STXBP5	-1.5005
LOR	0.2032
MAP6D1	0.500375
ARMC7	0.593
TMEM150	1.4918
NSL1	-1.063
KIF5A	0.577875
ASCC2	-0.145166666666667
PSENEN	-0.555666666666667
OPTC	0.924
FCRL2	0.293166666666667
KBTBD11	1.153625
PCK1	0.566125
CENTD3	-0.381
MEGF8	0.189625
ALPPL2	2.114
OBFC2B	-0.117666666666667
ZFYVE20	0.34625
GALC	0.7645
CTRB2	2.7345
C20orf71	-0.3915
TBKBP1	2.34183333333333
CAMLG	0.61625
TREML4	0.524
RSAD1	-0.3405
TUBA3D	-0.5614
KIAA1833	0.471125
PNPLA1	1.985
LRRC34	-0.414166666666667
CDH26	-0.794
ZNF167	0.7955
ZBTB26	-1.1695
VWF	4.896
VTN	-0.3715
BAD	0.303
PDS5B	-0.1176
ZNF644	-0.605
SH3GLB2	0.043875
SMPDL3A	0.4807
NRG2	1.112375
IL15	1.1505
GABARAPL1	1.228
LAT2	-0.2942
SLCO1A2	-2.213
LIG4	-0.982666666666667
GSDMDC1	0.536375
BMP4	-0.033125
METT10D	-0.898714285714285
SYCE1	1.56975
SPANXD	-5.4245
SLC12A9	-0.234666666666667
MC1R	-1.741
RNF168	-1.285
TRIM69	0.94825
GALNT7	0.0985
ISG20L2	-1.393
KIAA2026	0.4665
TNFAIP8L1	-1.951
DPY19L2	-0.496
C12orf63	0.21
PRDX5	-0.04425
MED6	-0.687875
TXNDC5	-1.20975
CD46	0.427166666666667
CCK	2.6205
C17orf48	0.21175
ANUBL1	1.03725
SIT1	-0.8955
TYSND1	0.0313333333333333
DEF6	-0.506166666666667
GLT8D4	0.14975
UTP14A	-0.9835
RPH3AL	1.4795
NXF1	0.260833333333333
TRERF1	-1.4205
TUBB3	-1.09975
SLC24A2	1.447
SEC22B	1.661
ZNF653	0.11725
GGTL3	-0.433583333333333
CDKL2	2.183
CTF8	0.0366666666666667
EPC1	1.24216666666667
CYP4A11	1.6145
THRSP	5.83933333333333
LELP1	2.09433333333333
TES	0.93
C17orf87	1.3695
FERD3L	1.22925
SH3TC1	-0.812
RAB36	0.806
CRYGB	-1.3845
GRIA3	1.6983
BHLHB9	0.8865
C1QTNF9	3.79475
GOPC	0.0147499999999999
PNPLA8	-0.450833333333333
ZNF444	-0.33275
FMO1	4.66825
POLR3C	-0.32025
SLC35F3	2.392
SGCG	-0.6635
DCDC2	-1.26583333333333
NANP	-1.30625
MGC23270	-1.8845
BEX4	1.21533333333333
HYDIN	0.770333333333333
RPS6KB2	-1.64525
ADRM1	-1.2315
BAT3	-0.33475
RAB31	0.083
SCGB2A1	7.140625
SLC6A14	-1.03775
DDX4	-0.159666666666667
PRRC1	-0.724
AP3B2	1.08033333333333
TRGV7	0.5465
TMEM184B	0.31475
ADPRHL1	-0.0658333333333333
C21orf45	-1.284
ARNTL	-0.177625
AADAT	-0.9585
CCL2	2.174
SNTB2	0.0706666666666667
RGS9BP	-2.149
KPNA1	-0.29425
TMEM41B	-0.7905
S100A11	0.264583333333333
DOT1L	-2.0525
EFHC2	0.748
CLTC	-0.872
SRP9	0.228142857142857
ZNF521	1.423
FAM26F	-0.57825
GPR88	1.88125
COL13A1	-2.6335
CHMP4B	-0.7352
SIGLEC6	0.202
NFAM1	1.39325
PVRL2	-0.3582
ALKBH4	-0.412
CCDC93	-0.4524375
NXT1	-0.33425
KCNK4	3.854
TROAP	-2.7225
KCNA10	0.61675
CCDC114	1.58616666666667
RAN	-0.558666666666667
LMTK2	-0.662
LOC400657	-0.0635
UFC1	0.97425
UBE1DC1	-1.2735
EEF1A1	0.467352941176471
CHAC1	-0.7285
HMGA2	-6.0223
B3GALTL	0.42375
ING2	-0.42025
C1orf109	-1.003
INTS3	0.32325
ZNF558	0.309
TRPM4	1.34233333333333
LTB4R	-0.322
ISYNA1	-1.0205
LSM7	-0.46775
LRRC47	-0.5568125
ZNF179	-0.420333333333333
EXDL1	-0.180833333333333
SLC4A10	-0.260875
ACSS2	-0.0791666666666667
COPS7B	-0.8365
KIAA0040	0.319166666666667
C1orf95	0.5835
AP1GBP1	-0.156
OR9A2	0.0595
FAM71C	0.64625
RIN1	-0.698833333333333
ITGA4	-3.832125
DNAJC6	-1.6878
CLOCK	-0.3175
SLC35A4	0.816
DSG4	1.59366666666667
LOC26010	-0.28475
NSUN2	-1.60375
TMEM86B	-1.3749
C14orf135	-0.4465
KIFC3	-0.888333333333333
PHF5A	0.02375
NCAPH	-3.850625
STK11IP	-0.5215
FLJ42953	0.72325
CCDC19	-0.4965
ZNF329	0.498875
TAX1BP1	0.158
ZDHHC18	-0.6015
C10orf88	0.07625
TMBIM4	1.1546
NMUR1	3.1085
KIR2DS4	0.861
C9orf90	-0.345
MGC87631	0.5315
KDR	2.9095
ST3GAL2	-1.331
RLN2	0.660333333333333
HPD	-1.6895
MOXD1	-2.12133333333333
PDGFRL	3.87816666666667
SMYD4	-0.282214285714286
FAM103A1	0.177666666666667
MFAP4	2.96716666666667
LOC285141	1.34375
TMEM45B	-1.0605
SMCR7L	-0.732142857142857
GZMH	3.604
CBLN1	-2.6002
CNNM1	-0.78125
PHF17	0.153833333333333
NUP98	-0.292916666666667
RMI1	-1.81525
PTPRS	0.76175
ANKRD57	-0.16375
CLDN15	0.1635
OR51A2	0.232
GUCA2B	1.6895
DOCK9	1.43975
ITGB1BP1	0.215
DLG2	0.5145
BRAP	-0.16775
SESN3	-0.2205
ZC3H7B	0.65275
FAM101A	2.97316666666667
FKSG24	-0.59525
ZYG11B	-1.144125
RFC2	-1.591
SH2D3A	0.462666666666667
DVL3	-0.106083333333333
ADFP	-0.587333333333333
KRIT1	-0.773375
SERTAD3	0.8925
LEFTY2	-2.1955
KRT27	-0.5605
SCFD2	-0.9955
MN1	-0.89725
RORA	-0.53475
PTPRD	-1.84225
PIAS2	0.0148333333333334
CYP4X1	5.455
FBXL15	-0.04125
MYH15	2.0954
CRX	1.09683333333333
TBC1D13	0.68775
SLC22A17	1.64433333333333
PLK2	1.89833333333333
ARHGAP9	0.60375
EIF1B	0.74025
C20orf185	-0.688
DEFA7P	0.3135
PRIM1	-2.6445
CRYAA	-1.46025
BACE1	0.5225
AGTRL1	0.516666666666667
ACAD9	-0.013125
GRASP	1.08225
RBP4	0.5895
TFB2M	-0.442
METTL9	-1.2205
ATP5O	-0.169
SP100	0.5291
CPSF1	-1.00016666666667
S100A4	1.194
LIME1	-0.26225
GPR137C	-2.22475
OR2A2	0.764
C2orf29	-1.42325
NUP188	-1.3705
SDPR	2.06675
RAI1	-0.519125
RPS20	0.836
LAMB1	-0.85975
ADM2	-0.709833333333333
ZNF229	0.286
DKFZp434K1815	-1.87125
EPN3	0.554833333333333
CLIC3	-2.7195
MEIG1	-0.62275
HMGB4	1.98775
STARD10	0.949625
KLF8	2.7725
EPB41L2	0.315833333333333
JMJD6	-0.759875
CTSL1	-0.445666666666667
GPR27	-1.154
ELAVL4	0.601857142857143
MMP21	1.819
PPM1B	0.542
SUV39H1	-1.357
AAMP	-0.0695
TUSC4	0.0801666666666667
MBD6	0.577
KLK13	0.061375
FMNL3	0.602833333333333
TRIM13	0.364583333333333
C15orf5	0.4615
IQCF1	0.8035
CACNG8	-0.2225
SLC35D3	-0.807666666666667
ZDHHC9	-0.795
ODF3L1	-0.1415
C9orf86	-1.299
TSEN2	-0.76975
C17orf64	0.7615
SEPX1	0.1979
TSPO	0.500166666666667
SYMPK	-0.626
ADORA1	0.74725
TSPAN10	2.61175
SEMA6C	0.912166666666667
RTTN	-0.9635
IL2	0.5234
ARRDC3	1.01775
TBPL1	-0.397333333333333
STX12	1.0095
MRPL39	-0.13925
OR8H3	1.986
IFIT5	1.37716666666667
CASC5	-5.149
FAM46A	-0.2465
HPCAL1	1.30325
CYLC1	1.78
VGLL2	0.8725
C20orf191	-0.2545
CDH1	1.52933333333333
ITPA	-0.7865
CCDC101	-0.20275
D15Wsu75e	-1.44
EDA	-0.788
CREG1	-0.3365
OR7G2	1.2265
SAP18	1.341
IFIT1	1.60275
CALML3	0.456333333333333
FLJ37440	2.074
FNDC5	1.343
SERPINB6	0.358142857142857
JUNB	1.3273
SYS1	0.7815
SCN2A	1.59083333333333
ZKSCAN5	-0.8537
WNT7A	-0.408833333333333
TSHZ3	3.04725
RNF148	-0.00425000000000003
H6PD	0.641625
CAD	-1.438
ZNF449	1.2065
DOCK10	-1.3525
FAIM2	-0.851833333333333
HEXDC	0.391
PRB1	0.6085
C14orf148	0.2025
ETHE1	0.4625
IRF5	0.2341
GNMT	1.28466666666667
MGC16291	-1.50375
RPAIN	-0.3435
CAGE1	0.548
CNTNAP3	-0.331375
ACTR1B	-0.00725000000000001
EEF1E1	-0.9505
MSX1	-0.26525
ESF1	-0.5211
HSPC171	0.24275
MRPL2	-0.467666666666667
RDH12	0.1545
CELP	-0.049
METRNL	-0.34275
C10orf116	4.789
C19orf48	-1.99525
ZNF346	-0.848
NCR1	-0.8185
C10orf64	0.07
CD52	1.0575
VPS18	2.432625
AP4S1	0.29
NPBWR1	3.0485
TPK1	1.608
UBA52	-0.365222222222222
RIPK1	0.334333333333333
CPNE3	-0.24
HSPC159	0.289625
C8orf38	-0.48675
LRRC4B	-0.8225
PARP10	0.811
ANKRD50	-0.52875
CXCL9	3.428
FGF18	0.563454545454546
EIF2A	-0.859
SLC20A2	0.713666666666667
KIAA1549	-0.93125
SPINT1	2.3785
ZNF584	-0.249
CRBN	-0.014
ABCF3	-0.203833333333333
NCBP1	-1.612
PLA2G4F	2.26983333333333
PCDH10	-0.7785
TTC21A	0.3265
C20orf144	1.791
FGFR1OP2	-0.146
SLC9A1	-0.2978
CHRND	1.2125
FOXF1	-2.486
KIAA1467	-0.1225
TPO	3.53
LTF	5.466
DNAJB9	0.91275
MRPS27	-0.88725
bA16L21.2.1	0.06625
WBP2	0.324833333333333
MRGPRX3	-0.973166666666667
PRPF18	0.727
C10orf58	0.95075
SMOC1	-2.1246
ADAT3	0.865166666666667
TMEM138	-0.0895
TMEM131	-0.850125
TIMM8B	0.16525
MYH7	-2.1315
ST6GAL2	0.622875
KIF1C	0.93325
SUHW2	0.326
PAPSS1	-0.126
CABP2	1.126
HOXA4	1.885
ELF2	0.621
SEMA3D	2.7279
MC5R	-0.569
OGFR	1.346
FLJ30092	-0.613666666666667
TGFA	-0.2464
MMP17	1.83575
KIF15	-5.1105
CHIA	-0.082
CATSPER3	-0.82875
CEACAM7	1.079
PADI2	1.592125
HOXA9	2.7675
LNX2	0.203166666666667
TMEM144	1.09675
HIF1AN	0.28925
METTL7A	0.7164
C6orf165	1.30116666666667
KIAA1468	0.54925
DSG3	2.6315
ZNF180	-0.105
EIF4E3	1.28575
SLC46A1	0.3645
DKK1	-4.886
ZNF205	2.26516666666667
LOC162073	-0.0115
COX7A1	5.5915
MAGEA1	-5.06883333333333
NEDD8	0.00408333333333333
KLHDC5	-0.664944444444445
C3orf19	0.00199999999999999
MRPS2	-0.91425
POLR3H	0.0462857142857143
ABHD11	-0.1277
TMEM17	0.98625
PAIP2B	0.7458
MAT1A	-4.09475
LGI3	0.729
THUMPD2	-1.0335
TKTL2	0.33075
XAGE3	-0.945666666666667
CALM3	0.1365
C6orf136	-0.512
KCNC4	1.201
RGS9	1.23866666666667
ACIN1	-1.34983333333333
SPATS1	0.446
XKR8	-0.10575
FAM84A	0.710916666666667
MS4A7	5.25281818181818
AGXT2L2	0.5525
OR1F1	0.781
SMAP1L	-0.761833333333333
IPO11	0.13325
ZC3H11A	-0.00425000000000001
C1orf151	0.428625
RNASEH2A	-2.53125
CCR10	-0.473
TXNDC11	-0.26125
TMEM112	1.248125
MAP1B	0.473785714285714
NVL	-0.8315
PKM2	-0.7655
ARC	-0.02325
NUP54	-0.0345
PPFIBP2	1.656
STAT2	0.74925
PTAFR	1.39916666666667
ROBO2	-0.53225
RNF40	0.0246666666666667
CCDC135	-0.445333333333333
IFT81	-1.37933333333333
MORF4	0.0125
TM7SF3	-1.254375
OR10H3	1.1765
ABP1	2.444
CHRD	0.67375
PLEKHA8	0.449333333333333
NCALD	3.19016666666667
OR5AK2	0.26975
ACCN1	0.532666666666667
SLITRK1	1.0655
ARMET	-0.91275
C9orf52	-0.486
REEP4	-1.16575
MTSS1	0.450625
ADH1B	5.67433333333333
DLD	-0.142
CDK5	-1.96125
PPFIA1	-0.2943125
WFDC3	1.3145
DNAJB12	0.654642857142857
RANGRF	-0.176
MLANA	-4.506
AMY2B	2.34825
KIAA0319	-1.578875
RPS7	0.027
JAK3	0.4312
ARFGEF1	0.51575
CXCL5	0.633909090909091
TRAPPC4	0.14525
CETN2	0.6905
HSPC111	-1.19575
RHOBTB3	-1.8985
PHLPP	-0.403
RGS10	0.518
TMEM58	0.2265
CHERP	-0.808
HSP90AB3P	-2.02083333333333
FSTL3	0.131166666666667
PEX11A	1.32725
OR5V1	-0.055
FCN3	2.29575
PTPN3	-0.193
NPTX1	-6.00475
C21orf84	-0.8405
C11orf51	0.3845
ZBED2	-0.91
FLJ90757	-0.2765
NPY2R	6.4335
PLD3	0.44975
SYT17	1.43683333333333
SGSM2	0.075
OR1A2	0.64775
FOXP1	1.337375
SLC5A1	2.03275
POFUT1	-1.1018
EPHB6	-0.804333333333333
MYO1G	-2.2075
STAC	-0.4952
KLHL17	0.673666666666667
RGMA	3.3184
TJP2	-0.8421
FAM114A1	-0.726
SERINC1	1.85433333333333
SLC9A8	-0.46475
PEX19	0.1995
EDN2	1.6515
PSMD7	-0.925444444444445
C3orf41	0.06475
UQCR	-0.035
PPP1R3C	1.7775
LRP4	-1.302
TM2D1	0.918
TTC17	-0.6386875
C4BPB	-3.30775
CCL25	0.591
ZNF253	-0.199166666666667
CHRNA9	-3.57675
SOX11	-1.182125
HIVEP3	1.255
CGN	0.83475
C3orf35	0.449125
PKD2L1	1.1185
SYVN1	-0.5025
PDE8B	-0.109375
LOC439951	1.707
LTC4S	3.233
MIF4GD	-0.273333333333333
SMARCA2	1.786
TUBGCP6	0.2935
CABLES1	-0.355875
C16orf77	3.256
ZNF791	-0.57975
FUT5	-1.293
ADH6	-2.1526
P4HB	-0.713
CLDND2	0.32075
ALKBH8	-0.9815
PLAC4	0.40175
F11R	-0.1555
MGC35295	0.0671666666666667
PDZD4	-0.185833333333333
LOC389073	-0.85675
FAM80B	-0.585166666666667
PSMB1	-0.1235
TXN	-0.862166666666667
VIPR1	1.369
WBSCR18	-0.0557
EXOSC6	-0.693
ACTA2	5.66916666666667
SP5	-2.05633333333333
ANKRD1	-2.7695
DDR1	0.9311
ATP6V1D	-0.4825
PTGS1	-0.327333333333333
RNF157	0.1285
DCC	1.60133333333333
SPAG7	0.7165
FBXO18	-0.223
UBE3C	-1.7607
HOXC6	0.73475
LRP2BP	-0.403
MYST2	-0.5325
PDSS2	-0.9085
ATE1	-1.4725
ARAF	-0.88875
KLF10	1.122
PLA2G2E	1.83675
ASCL1	0.798333333333333
TSNAXIP1	1.45425
FAM131B	0.080125
IFNA10	-0.1245
NUP43	-1.45175
FAM44B	0.014625
L1TD1	-5.729
NMD3	-1.32541666666667
C18orf54	-1.2814
PHOSPHO1	1.2405
RAG2	-2.3775
EMILIN3	1.768
METTL3	-0.328
VPS13C	1.251375
REXO2	-0.241
ANXA4	0.26725
CA1	-1.14275
DCP1B	0.15425
TULP3	-1.06016666666667
ATP2A2	-0.0451428571428572
ATIC	-1.38125
ADAM15	-0.270333333333333
NPL	0.304166666666667
LGR4	1.21375
UEVLD	-0.554833333333333
GAB1	0.7955
SNAI2	0.836833333333333
ZGPAT	0.0654
SNF1LK	0.78
DLEU1	-1.64575
UBE2Q1	-0.247625
ZMYM6	-0.2800625
JPH3	-1.68116666666667
FAM38A	0.502833333333333
PXK	0.264
DENND2D	1.56325
BAX	-0.749083333333333
CP	-1.92590909090909
RPL37	0.4232
G6PC3	-0.44825
NCOA4	-0.470166666666667
LRRC14	-0.281625
GORASP1	0.3785
FCHO2	0.375375
CYP24A1	-3.0292
FXYD3	1.091375
SMARCAL1	-0.66175
ABCB8	-0.964
CCDC44	-0.76925
PRDM7	-1.4865
USH1C	-2.29175
DNAH5	-0.57
SRF	0.6095
MAL2	1.4415
PGPEP1	0.823333333333333
SIN3B	-1.845
SEMA3C	0.876333333333333
GRAMD3	3.116
FBXO10	-0.44025
OR5D13	0.3165
FLJ31818	-0.27375
CACNA1I	0.92175
S100A13	0.692
TP63	3.98335714285714
ANXA11	0.8004
WDR66	0.02675
CSF2RB	0.4475
IFI44	0.10675
DACT1	1.51283333333333
ANKRD23	-1.50175
ATP5G1	-0.846
C21orf70	-0.8075
PPWD1	-0.3935
DNAJC13	-0.77575
PAH	-5.2305
PTCH2	0.63775
TRMU	-0.94425
CCDC9	-0.3785
USP3	-0.9958
DCLRE1C	-0.3161
FAM55C	0.08675
FRMD4B	0.85875
CYP2R1	0.0165
RFPL1	-0.5259
XPO5	-1.70625
ARL6IP2	-1.0545
OSBPL5	1.26075
MMP9	2.72336363636364
KIAA0802	0.137625
DHRS2	-3.15533333333333
SGEF	1.052375
TXNDC10	-0.8126
EXOC6	-0.64075
RPS27	0.841333333333333
PNCK	-1.49716666666667
FSTL1	0.4115
AACS	-0.43375
SLMAP	0.452
SAMD4A	0.3753
ABRA	2.21033333333333
SMARCD3	1.59975
PKNOX2	-1.974
A4GNT	0.37
C9orf39	-1.36083333333333
RALYL	0.26225
MGC33556	-2.46
C10orf25	-1.2725
BBOX1	7.64525
NHEDC1	0.7945
XDH	0.96075
GCSH	-0.977
EDN1	1.03933333333333
MTERF	-0.17725
CLK4	1.510125
ZNF799	0.192333333333333
KCNG1	-1.872875
CXCR4	-0.768166666666667
PTPRR	-3.08
IRAK1	-0.917625
LOC401397	-0.18425
TMSB10	0.262428571428571
CXCL3	0.3757
TMC4	0.98425
OR7A10	2.1395
STYK1	1.50725
CHRNA10	1.63
CCNI	0.347
EP300	-0.651428571428571
LOC165186	0.8205
HIC2	-2.04225
SDR-O	-0.1485
OR2W1	-0.819
KCNA6	0.614
TRIM74	2.63025
REEP6	0.671
ATP5G2	0.02225
ERG	1.234375
TMEM42	0.43425
PARN	-1.131
SOD2	0.1711875
DIRAS1	0.1395
PNPT1	-1.71375
JOSD3	-0.77725
hCG_40738	-2.1405
PDE1C	-0.603
SEMA4D	-0.709125
AGPAT1	-0.450666666666667
NOSTRIN	1.13675
MAP3K3	0.0715
MAX	0.219642857142857
CAPS	0.805166666666667
SERPINA12	2.101
OSBPL8	-0.84225
RICS	0.3231
NR4A2	1.55266666666667
PPCS	1.183
LONP1	-1.40675
SCYL3	0.77575
HERC2P2	-0.681833333333333
FIBCD1	3.3655
C15orf41	-0.751
DMC1	-1.42666666666667
C20orf27	-1.25875
RPS6KA5	0.4425
FAHD1	-1.0085
SLC12A4	0.74375
BRCA1	-2.47608333333333
GBL	-0.5135
SLK	-0.354666666666667
NUDT9P1	1.4185
NOXO1	0.6525
USP52	-0.69925
BAZ1B	-0.732875
SLCO2B1	3.47875
BBS12	2.203
LRGUK	-1.51416666666667
TERF2IP	0.596
COL1A1	1.4805
KIAA0090	-0.294125
GRK5	0.821833333333333
AP1S2	-1.0102
TMEM52	0.312833333333333
CA11	1.177875
OR4A15	1.23333333333333
ACBD3	0.6088
SPAG11B	0.492833333333333
PRDM2	1.2463
FOXP3	0.853
SMYD3	-1.199
LOC389199	1.8915
LGI2	1.08283333333333
NAPE-PLD	-0.8471
ANKRD6	2.286
WDR45	0.720833333333333
SHROOM1	-0.72
PSCD3	-1.266
PYY	0.882
KCNC1	-0.465
ARHGEF9	0.2863
OR8J1	0.63425
GPR55	-0.2615
NS3BP	-1.682
C10orf22	0.492
NAT8L	0.36775
DUSP4	-0.348333333333333
FOXM1	-4.28933333333333
GRAMD2	3.0142
ZBTB48	0.267
BUD31	-0.715
PABPC5	-0.539
CCDC41	-1.09575
FBXO11	-0.462166666666667
C6orf148	-0.653
RFXAP	-0.7725
C6orf15	1.62333333333333
CDK8	-1.41633333333333
C6orf70	0.24325
TESSP2	0.7635
ALG2	0.00200000000000001
PPP1R3D	-0.7015
TPM3	-0.977055555555556
SYT13	-2.95625
EPB42	1.036
CETN3	-0.26925
PRY	1.211
NTHL1	-0.701666666666667
POLR2B	-0.087
RPS28	0.639333333333333
P2RX3	2.02875
LYZL4	0.90125
WBP4	0.6226
PMM1	-0.18275
C11orf79	0.11025
CBLL1	-1.14475
IL1F10	2.58533333333333
VAX2	-0.00950000000000001
SETDB1	-0.520833333333333
LRAP	-3.677
GCLM	-0.461
CPEB3	0.8625
PPM1A	-0.0636249999999999
INTS1	0.08025
CAMTA1	1.22433333333333
SAMSN1	-2.7945
LOC158830	-2.113
GMPPA	-1.107
AIPL1	-0.451
IL24	-0.212083333333333
BDKRB1	-1.17766666666667
MLF1	0.784
TAF12	-0.1925
ID1	-0.93225
THADA	-0.9905
PIK3CB	-1.2065
OR4N5	-0.00100000000000011
TBC1D17	0.165166666666667
COX8A	-0.91025
CDCA4	-2.1655
C2orf44	-0.311
ZNF534	-0.9015
IMMP1L	0.21175
NIPSNAP3B	0.645
FTMT	1.048375
PWP2	-1.129
MMP15	-1.4373
DNAH11	-1.395
MTMR14	-0.9485
DNAL4	0.6745
IPP	-1.01325
TMEM59	1.356625
C1orf157	0.53
RGS4	-1.92533333333333
DDX18	-1.032
SNX6	-0.03175
ZNHIT2	0.0305
NCDN	-1.10316666666667
FLJ33534	0.151
RAG1	-1.33757142857143
OR4D10	1.409
PTPN5	0.306333333333333
POMT1	0.20425
LRRC8A	-0.6529
CYP1A1	-2.236
CAPN1	-0.114333333333333
DDHD2	-0.061625
GRIK2	0.20075
GNRHR	1.38
PPBP	0.465
HTR3A	0.0573750000000002
SLITRK4	0.09175
ANKRD49	0.633
BTF3	0.3817
SARS	-0.2625
C13orf18	0.573333333333333
CACNB1	0.692642857142857
QKI	0.378818181818182
SETMAR	0.662125
MAN2B1	0.319
EML3	-0.8075
ACADL	4.10183333333333
OFD1	0.0375
DEFB114	-0.392
CGA	-3.7579
PEX16	-0.032
LRRC10	1.6425
GNG12	-0.4565
C1orf152	-0.261666666666667
CHRM1	0.4605
CD53	0.167
DBH	-1.1415
TFAP2B	3.841125
HIST1H2BJ	-2.144
FAM46D	-0.476
TMEM11	0.1745
C3orf32	-3.04725
PCCB	-1.28
IPO13	0.043125
C6orf105	-1.9355
COMMD5	0.2025
SUV420H1	-0.5806
LTBR	0.45675
ARHGAP15	-1.743625
HDHD2	0.256
TDRKH	-1.48766666666667
LOC401052	1.7035
PSG4	-0.2865
GNB4	-0.6382
SPATA4	1.109
SLC9A3	0.447
OSBP	-0.370833333333333
NBPF3	-0.638666666666667
DOCK11	-0.6285
SLC39A5	-1.62283333333333
PRR5	1.5926
C10orf63	-0.00787499999999998
SMTNL2	-0.9415
ADRA1A	0.7975
ASAH1	2.0655
DOM3Z	0.2171
GIPR	0.9035
AHI1	-0.274333333333333
NADSYN1	-0.6055
RGS14	-0.2228
IL18BP	1.4247
RTN4RL1	2.09663636363636
ARMC6	-0.54725
PSMD5	-1.05333333333333
HK3	1.4357
OR4S1	2.094
RSU1	0.4857
MAD2L1	-4.20055555555556
EIF4A3	-0.963
DLEC1	1.212
E4F1	0.183833333333333
CHMP2B	0.6299
CAMSAP1	-0.37925
RPS21	-0.121
ARID5A	2.4985
UBE2N	-0.3695
IGSF8	0.337833333333333
MAGEB6	-1.113
ACAD11	-0.821
MGC4172	-0.87125
LMO4	0.06475
KLKB1	0.22225
HP	-0.3755
HDAC3	-0.07025
SCHIP1	1.72325
CLCA1	0.762
OLFML2A	1.70342857142857
C1orf112	-1.57575
KIF19	1.73216666666667
HAPLN4	1.1617
CXCR7	2.64333333333333
GOT2	-0.4584
RAB38	-1.59975
DCX	1.04975
PPM1H	-0.893583333333333
NFYC	0.654916666666667
KIN	0.244625
ZNF228	1.538
PLSCR4	4.193
HIG2	-0.24025
FAM79B	3.878
C21orf86	-0.6365
KCNK10	0.469
ZNF738	-0.97975
FSTL5	-1.10716666666667
OR6A2	1.8195
OTOA	0.782666666666667
EXOC1	0.4415
AHRR	-4.7045
PDAP1	-1.97625
C19orf6	-0.134
ZAN	1.03925
LY6G6E	-0.3555
EIF4E2	-0.7955
C20orf198	-0.40925
ZNF324	0.6185
CYP3A5	-1.0475
ENTPD7	-0.7685
MBOAT5	0.0685
GJB5	0.4495
TTC13	-1.00525
S100Z	-2.22833333333333
KIAA0664	-0.9635
PDGFRB	2.86041666666667
IL17D	1.9535
OR56B4	0.957
RDX	-0.805
SLC34A3	3.2665
IL28B	-1.1875
JUND	1.161
CHRNB1	0.328
CAMK2B	-0.00325
FETUB	-1.4155
CXorf23	0.32275
MRTO4	-1.231875
TTC3	-0.2566
NDUFB8	-0.0123333333333333
EDG2	-0.4935
SEMA3G	2.3835
IL23A	-1.3085
GRHL1	1.30288888888889
LOC441054	-1.626
WDR65	1.046
PSTK	-0.04925
STOML3	1.14216666666667
R3HDM2	0.3815
C5	-2.13075
SLC2A10	-0.325166666666667
C3orf22	0.326
PAQR3	-0.974769230769231
ANKRD26	-1.14758333333333
HCRTR1	0.0925
LOC399947	-1.80125
PSD2	-0.14725
TIGD2	0.651833333333333
SCRN1	-0.88775
COQ10A	-0.53675
DDI2	0.1005
METTL7B	-0.341166666666667
UCN2	3.76125
FAM92A3	1.27175
WDR16	0.69175
ZNF511	-0.422833333333333
ZMYM5	-1.243875
POLR3G	-3.37775
ZNF586	-0.97675
C1orf49	-0.110833333333333
TANK	0.8905
RCAN1	1.78266666666667
