Hybridization REF	TCGA-C8-A1HF-01A-11R-A137-07
STXBP5	-0.375333333333333
LOR	0.2859
MAP6D1	-0.342
ARMC7	0.637
TMEM150	0.0373
NSL1	0.07525
KIF5A	-0.80975
ASCC2	0.477
PSENEN	0.214833333333333
OPTC	0.1765
FCRL2	2.154
KBTBD11	-0.524125
PCK1	-2.04175
CENTD3	0.16825
MEGF8	-1.002625
ALPPL2	0.29925
OBFC2B	0.389833333333333
ZFYVE20	-0.339625
GALC	0.710833333333333
CTRB2	0.31025
C20orf71	0.5265
TBKBP1	0.2595
CAMLG	0.349875
TREML4	0.0455
RSAD1	0.22375
TUBA3D	-0.3618
KIAA1833	0.41525
PNPLA1	-0.698
LRRC34	-0.7455
CDH26	-1.01516666666667
ZNF167	0.271166666666667
ZBTB26	-0.8798
VWF	3.3752
VTN	-0.803333333333333
BAD	0.512
PDS5B	-0.366916666666667
ZNF644	-0.394666666666667
SH3GLB2	-0.481875
SMPDL3A	0.7476
NRG2	-1.32325
IL15	1.70983333333333
GABARAPL1	-0.6475
LAT2	0.3182
SLCO1A2	-1.4305
LIG4	0.0695833333333333
GSDMDC1	0.815875
BMP4	-2.149625
METT10D	-0.56925
SYCE1	0.34275
SPANXD	-5.17625
SLC12A9	-0.0838333333333333
MC1R	-2.944
RNF168	0.481
TRIM69	1.2305
GALNT7	2.96366666666667
ISG20L2	-0.151
KIAA2026	0.514
TNFAIP8L1	-0.862
DPY19L2	-1.3315
C12orf63	0.978
PRDX5	-0.012125
MED6	-0.881125
TXNDC5	-0.666
CD46	0.0329166666666667
CCK	-1.9995
C17orf48	-0.01125
ANUBL1	2.13125
SIT1	0.642666666666667
TYSND1	0.1745
DEF6	-0.175
GLT8D4	0.7785
UTP14A	-0.987875
RPH3AL	0.862
NXF1	0.2265
TRERF1	0.152166666666667
TUBB3	-0.3940625
SLC24A2	0.338
SEC22B	1.68666666666667
ZNF653	0.23925
GGTL3	-1.29183333333333
CDKL2	-0.12175
CTF8	-0.705166666666667
EPC1	1.22883333333333
CYP4A11	-0.385666666666667
THRSP	5.33216666666667
LELP1	0.0605
TES	0.976875
C17orf87	1.925
FERD3L	0.13175
SH3TC1	-0.121
RAB36	2.2765
CRYGB	-1.733
GRIA3	2.0008
BHLHB9	1.4365
C1QTNF9	-0.43825
GOPC	0.633625
PNPLA8	-0.685833333333333
ZNF444	0.72725
FMO1	5.19525
POLR3C	-0.22325
SLC35F3	-1.66075
SGCG	-3.252
DCDC2	-5.85766666666667
NANP	-0.4885
MGC23270	-0.9635
BEX4	0.0495
HYDIN	0.2561
RPS6KB2	-1.656
ADRM1	-0.296833333333333
BAT3	-0.2525
RAB31	0.63375
SCGB2A1	7.570625
SLC6A14	-2.361375
DDX4	-0.34
PRRC1	0.755333333333333
AP3B2	-0.718833333333333
TRGV7	-0.397
TMEM184B	0.52675
ADPRHL1	1.77716666666667
C21orf45	-0.434
ARNTL	1.120375
AADAT	1.535
CCL2	2.34866666666667
SNTB2	-0.8965
RGS9BP	-0.388
KPNA1	-0.186
TMEM41B	-0.474666666666667
S100A11	0.960333333333333
DOT1L	-0.2075
EFHC2	-0.444375
CLTC	0.098
SRP9	1.09971428571429
ZNF521	-0.198
FAM26F	1.08625
GPR88	0.355
COL13A1	-0.0845
CHMP4B	-0.4416
SIGLEC6	0.472833333333333
NFAM1	0.467375
PVRL2	0.079
ALKBH4	-0.4255
CCDC93	-0.5795
NXT1	0.272
KCNK4	0.63
TROAP	-0.696833333333333
KCNA10	0.4545
CCDC114	0.381166666666667
RAN	0.157333333333333
LMTK2	-0.341
LOC400657	0.267
UFC1	0.8965
UBE1DC1	-1.1225
EEF1A1	-0.0716666666666667
CHAC1	0.2705
HMGA2	-5.0801
B3GALTL	-0.60025
ING2	1.50425
C1orf109	0.17425
INTS3	0.773
ZNF558	-0.02525
TRPM4	1.2405
LTB4R	-1.076
ISYNA1	-0.37225
LSM7	0.1185
LRRC47	-0.5828125
ZNF179	-1.77566666666667
EXDL1	-0.2825
SLC4A10	-0.93575
ACSS2	-1.07483333333333
COPS7B	-0.8085
KIAA0040	1.90866666666667
C1orf95	0.2765
AP1GBP1	0.07225
OR9A2	0.1515
FAM71C	0.601333333333333
RIN1	-0.781833333333333
ITGA4	-1.722625
DNAJC6	-0.901333333333333
CLOCK	1.00916666666667
SLC35A4	-0.189666666666667
DSG4	0.554
LOC26010	-0.0785
NSUN2	-0.94225
TMEM86B	-0.9174
C14orf135	0.0885
KIFC3	-1.59983333333333
PHF5A	0.11275
NCAPH	-0.040625
STK11IP	-0.48025
FLJ42953	0.188
CCDC19	1.944
ZNF329	-0.12325
TAX1BP1	-0.189833333333333
ZDHHC18	-0.397666666666667
C10orf88	0.31775
TMBIM4	0.9741
NMUR1	0.014
KIR2DS4	0.589125
C9orf90	-0.011375
MGC87631	-0.7985
KDR	2.7431
ST3GAL2	-1.31525
RLN2	0.7855
HPD	-3.3015
MOXD1	-2.19616666666667
PDGFRL	2.5775
SMYD4	-1.51235714285714
FAM103A1	0.0328333333333333
MFAP4	-1.726
LOC285141	-2.32325
TMEM45B	-0.1805
SMCR7L	-0.543142857142857
GZMH	5.248
CBLN1	-2.71766666666667
CNNM1	-0.68975
PHF17	-1.00116666666667
NUP98	-0.04425
RMI1	0.56425
PTPRS	-0.019625
ANKRD57	1.633125
CLDN15	-0.5075
OR51A2	0.697
GUCA2B	-0.1055
DOCK9	2.142
ITGB1BP1	-0.7925
DLG2	-0.2695
BRAP	0.1465
SESN3	0.93225
ZC3H7B	0.99275
FAM101A	2.54133333333333
FKSG24	-0.34
ZYG11B	-0.858625
RFC2	0.154
SH2D3A	-0.114833333333333
DVL3	0.577666666666667
ADFP	-0.788333333333333
KRIT1	-0.35275
SERTAD3	1.81916666666667
LEFTY2	-3.118
KRT27	-0.3015
SCFD2	0.17975
MN1	-0.96125
RORA	-1.031
PTPRD	0.2805
PIAS2	-0.4275
CYP4X1	5.118
FBXL15	0.1155
MYH15	0.188333333333333
CRX	0.41
TBC1D13	-0.35
SLC22A17	0.803666666666667
PLK2	-0.159166666666667
ARHGAP9	1.6485
EIF1B	-0.386
C20orf185	0.24025
DEFA7P	0.677
PRIM1	-0.205666666666667
CRYAA	-1.445
BACE1	0.54175
AGTRL1	0.616
ACAD9	0.3115
GRASP	-0.23425
RBP4	-3.67766666666667
TFB2M	-0.46875
METTL9	-0.3779
ATP5O	-0.5685
SP100	0.3242
CPSF1	-0.839333333333333
S100A4	0.04575
LIME1	-0.44825
GPR137C	0.98275
OR2A2	0.6805
C2orf29	0.57975
NUP188	-0.385
SDPR	-3.201
RAI1	-0.1755
RPS20	0.702
LAMB1	-0.8995
ADM2	2.02733333333333
ZNF229	1.06775
DKFZp434K1815	-1.109
EPN3	2.866
CLIC3	-1.103
MEIG1	-0.9275
HMGB4	0.49925
STARD10	0.443125
KLF8	1.01825
EPB41L2	-0.596166666666667
JMJD6	-0.1685
CTSL1	0.2815
GPR27	-0.707
ELAVL4	0.505875
MMP21	0.096
PPM1B	0.18075
SUV39H1	-0.746
AAMP	-0.9845
TUSC4	0.187333333333333
MBD6	0.42275
KLK13	-1.197625
FMNL3	0.596333333333333
TRIM13	-0.0474166666666666
C15orf5	-1.74875
IQCF1	0.1105
CACNG8	0.4825
SLC35D3	0.343
ZDHHC9	0.226
ODF3L1	-0.5825
C9orf86	-0.0934
TSEN2	-0.55125
C17orf64	0.14325
SEPX1	0.2616
TSPO	1.307
SYMPK	0.267
ADORA1	-0.22325
TSPAN10	0.170875
SEMA6C	-0.102
RTTN	-0.0339
IL2	1.21966666666667
ARRDC3	-0.719166666666667
TBPL1	-0.301
STX12	0.683
MRPL39	-0.7775
OR8H3	0.8595
IFIT5	2.4015
CASC5	-1.964875
FAM46A	-0.878166666666667
HPCAL1	-0.567125
CYLC1	-0.0485
VGLL2	0.1275
C20orf191	-0.66075
CDH1	1.55475
ITPA	-0.052
CCDC101	0.847
D15Wsu75e	0.65075
EDA	-2.04625
CREG1	-0.62025
OR7G2	0.7075
SAP18	0.616416666666667
IFIT1	2.69375
CALML3	-0.0565
FLJ37440	0.957
FNDC5	-1.03275
SERPINB6	-0.00407142857142859
JUNB	0.5233
SYS1	1.31675
SCN2A	-0.771833333333333
ZKSCAN5	-0.4934
WNT7A	0.139
TSHZ3	2.2855
RNF148	0.9295
H6PD	-0.713375
CAD	-0.624666666666667
ZNF449	0.41475
DOCK10	-1.3535
FAIM2	0.113166666666667
HEXDC	0.5085
PRB1	-0.599
C14orf148	-0.6785
ETHE1	0.3575
IRF5	-0.2039
GNMT	0.997833333333333
MGC16291	-1.844625
RPAIN	-0.744928571428572
CAGE1	0.298
CNTNAP3	-2.5455
ACTR1B	0.43975
EEF1E1	-0.8
MSX1	-1.295875
ESF1	-0.3826
HSPC171	0.09525
MRPL2	0.513333333333333
RDH12	0.0315
CELP	0.045
METRNL	0.342
C10orf116	2.6395
C19orf48	-0.2675
ZNF346	-0.322625
NCR1	0.073
C10orf64	0.0735
CD52	2.49575
VPS18	0.064125
AP4S1	0.338
NPBWR1	0.674
TPK1	1.3955
UBA52	-0.0611111111111112
RIPK1	0.881666666666667
CPNE3	-0.1154
HSPC159	1.10375
C8orf38	0.26725
LRRC4B	0.0645
PARP10	0.1443
ANKRD50	-0.1405
CXCL9	6.696
FGF18	-0.991090909090909
EIF2A	-0.90425
SLC20A2	0.123333333333333
KIAA1549	-1.01508333333333
SPINT1	1.3185
ZNF584	0.1545
CRBN	-0.559666666666667
ABCF3	-0.165833333333333
NCBP1	0.259166666666667
PLA2G4F	0.491166666666667
PCDH10	-0.454714285714286
TTC21A	0.221
C20orf144	0.327
FGFR1OP2	-0.0676666666666667
SLC9A1	0.1779
CHRND	0.1235
FOXF1	-2.51525
KIAA1467	0.374
TPO	-0.331833333333333
LTF	3.15357142857143
DNAJB9	-0.004
MRPS27	-0.4635
bA16L21.2.1	-0.17825
WBP2	0.186666666666667
MRGPRX3	-1.456
PRPF18	0.53475
C10orf58	0.426
SMOC1	-2.8002
ADAT3	1.15233333333333
TMEM138	-0.35975
TMEM131	0.5975
TIMM8B	0.767
MYH7	-0.287666666666667
ST6GAL2	1.460625
KIF1C	-0.26725
SUHW2	-1.669
PAPSS1	0.9525
CABP2	0.138
HOXA4	-1.44425
ELF2	0.57875
SEMA3D	1.5063
MC5R	0.8205
OGFR	-0.158
FLJ30092	-0.122
TGFA	-1.1652
MMP17	0.595
KIF15	-0.705
CHIA	0.4085
CATSPER3	1.3025
CEACAM7	0.435
PADI2	3.085375
HOXA9	-0.506833333333333
LNX2	0.195166666666667
TMEM144	1.8745
HIF1AN	1.054
METTL7A	-0.8791
C6orf165	3.88066666666667
KIAA1468	0.797
DSG3	-2.1555
ZNF180	0.251333333333333
EIF4E3	1.5505
SLC46A1	0.380625
DKK1	-3.57733333333333
ZNF205	0.580666666666667
LOC162073	0.705222222222222
COX7A1	4.63775
MAGEA1	-4.77416666666667
NEDD8	0.0974166666666667
KLHDC5	-0.117777777777778
C3orf19	-0.533833333333333
MRPS2	-0.65175
POLR3H	0.0437142857142857
ABHD11	1.2398
TMEM17	1.60875
PAIP2B	0.8229
MAT1A	-4.4955
LGI3	0.476
THUMPD2	0.558
TKTL2	0.19525
XAGE3	-2.68116666666667
CALM3	0.671083333333333
C6orf136	0.4575
KCNC4	-0.112333333333333
RGS9	0.3885
ACIN1	-1.17266666666667
SPATS1	-0.04875
XKR8	-0.248
FAM84A	3.63258333333333
MS4A7	4.70109090909091
AGXT2L2	-0.16425
OR1F1	0.412
SMAP1L	0.580583333333333
IPO11	-0.191625
ZC3H11A	0.043125
C1orf151	0.72625
RNASEH2A	-0.05475
CCR10	-0.671
TXNDC11	0.235166666666667
TMEM112	0.0295
MAP1B	-1.53114285714286
NVL	1.02425
PKM2	-0.7278
ARC	0.781
NUP54	-0.3065
PPFIBP2	2.72866666666667
STAT2	1.29175
PTAFR	2.9215
ROBO2	2.12175
RNF40	0.0976666666666667
CCDC135	-0.497333333333333
IFT81	0.2487
MORF4	-0.60725
TM7SF3	-0.35025
OR10H3	0.522
ABP1	-0.101625
CHRD	1.194125
PLEKHA8	0.0296666666666667
NCALD	1.08216666666667
OR5AK2	0.55575
ACCN1	0.199333333333333
SLITRK1	-0.19725
ARMET	-0.05425
C9orf52	1.562
REEP4	0.29075
MTSS1	1.315
ADH1B	-0.0705
DLD	-1.32025
CDK5	-1.19625
PPFIA1	-0.350625
WFDC3	0.98775
DNAJB12	1.16728571428571
RANGRF	-0.4275
MLANA	-4.0525
AMY2B	0.7315
KIAA0319	0.237375
RPS7	0.315
JAK3	0.00740000000000001
ARFGEF1	0.59325
CXCL5	0.438
TRAPPC4	-0.232
CETN2	0.923
HSPC111	-0.54525
RHOBTB3	-2.2479
PHLPP	0.1685
RGS10	1.34325
TMEM58	0.03475
CHERP	-0.453375
HSP90AB3P	-1.71816666666667
FSTL3	-1.38166666666667
PEX11A	-0.3335
OR5V1	0.8735
FCN3	2.95775
PTPN3	0.413375
NPTX1	-5.198625
C21orf84	-1.2135
C11orf51	0.629
ZBED2	4.157
FLJ90757	-0.06375
NPY2R	0.56975
PLD3	-0.04675
SYT17	2.59716666666667
SGSM2	-1.2915
OR1A2	0.38475
FOXP1	0.5635
SLC5A1	5.6395
POFUT1	-0.5731
EPHB6	-2.6715
MYO1G	-0.80625
STAC	-1.7618
KLHL17	-0.552666666666667
RGMA	0.1714
TJP2	-0.6437
FAM114A1	0.993666666666667
SERINC1	1.1535
SLC9A8	-0.15225
PEX19	-0.135625
EDN2	4.592
PSMD7	-1.15366666666667
C3orf41	-2.25225
UQCR	0.012125
PPP1R3C	-1.086
LRP4	-2.33133333333333
TM2D1	-0.3565
TTC17	-0.8405625
C4BPB	-4.334375
CCL25	0.93575
ZNF253	0.0591666666666667
CHRNA9	-3.176
SOX11	2.226875
HIVEP3	1.003
CGN	0.846333333333333
C3orf35	-0.123125
PKD2L1	3.781
SYVN1	-0.571125
PDE8B	1.481875
LOC439951	0.00225
LTC4S	2.2935
MIF4GD	-0.7665
SMARCA2	2.0196875
TUBGCP6	0.0476666666666667
CABLES1	-0.0856250000000001
C16orf77	0.5395
ZNF791	-0.68025
FUT5	0.7955
ADH6	-2.772
P4HB	0.5325
CLDND2	-1.41925
ALKBH8	-0.71275
PLAC4	-1.69475
F11R	0.445071428571429
MGC35295	0.3145
PDZD4	-0.4165
LOC389073	-0.72025
FAM80B	-0.351833333333333
PSMB1	0.319625
TXN	0.111833333333333
VIPR1	0.3854
WBSCR18	0.0688
EXOSC6	-0.9035
ACTA2	4.28516666666667
SP5	-4.02966666666667
ANKRD1	-1.956
DDR1	0.9291
ATP6V1D	0.18475
PTGS1	-1.40108333333333
RNF157	-1.35425
DCC	0.286
SPAG7	-0.714
FBXO18	-0.39875
UBE3C	-0.5797
HOXC6	0.07725
LRP2BP	0.417166666666667
MYST2	0.568
PDSS2	0.56975
ATE1	0.51375
ARAF	-1.19875
KLF10	0.03475
PLA2G2E	0.2455
ASCL1	-1.271
TSNAXIP1	0.97325
FAM131B	1.374
IFNA10	0.5695
NUP43	-0.771625
FAM44B	-0.50075
L1TD1	-5.26316666666667
NMD3	-1.0825
C18orf54	0.0184
PHOSPHO1	-0.0055
RAG2	-1.9645
EMILIN3	-0.0925
METTL3	-0.78875
VPS13C	0.020125
REXO2	-1.21725
ANXA4	-0.19225
CA1	-0.693
DCP1B	0.626
TULP3	-1.27316666666667
ATP2A2	0.351571428571429
ATIC	-0.99025
ADAM15	-0.387916666666667
NPL	1.83183333333333
LGR4	-0.51475
UEVLD	0.515166666666667
GAB1	1.6755
SNAI2	0.722333333333333
ZGPAT	-0.2165
SNF1LK	-0.37975
DLEU1	-0.939
UBE2Q1	0.316
ZMYM6	0.013625
JPH3	-1.62966666666667
FAM38A	-0.88
PXK	-0.613333333333333
DENND2D	2.21175
BAX	-0.95775
CP	-3.26118181818182
RPL37	0.1106
G6PC3	-0.172
NCOA4	-0.7555
LRRC14	0.226875
GORASP1	-0.39925
FCHO2	0.652875
CYP24A1	-2.979
FXYD3	1.040875
SMARCAL1	-0.22725
ABCB8	-0.609333333333333
CCDC44	0.34225
PRDM7	-3.1325
USH1C	-1.13875
DNAH5	0.622666666666667
SRF	-0.147666666666667
MAL2	1.74066666666667
PGPEP1	-0.127583333333333
SIN3B	-1.131
SEMA3C	-0.609333333333333
GRAMD3	1.858
FBXO10	0.751625
OR5D13	0.1705
FLJ31818	-0.472625
CACNA1I	0.311625
S100A13	0.1795
TP63	0.6225
ANXA11	-0.5259
WDR66	1.943
CSF2RB	0.671
IFI44	2.7975
DACT1	2.78366666666667
ANKRD23	-0.211875
ATP5G1	0.969
C21orf70	-0.799
PPWD1	-0.89525
DNAJC13	-0.23875
PAH	-5.36616666666667
PTCH2	0.58625
TRMU	0.4155
CCDC9	0.541
USP3	-1.0182
DCLRE1C	0.3671
FAM55C	-0.061
FRMD4B	1.046
CYP2R1	-0.3915
RFPL1	-0.5676
XPO5	-0.4205
ARL6IP2	-0.136
OSBPL5	2.71925
MMP9	2.99063636363636
KIAA0802	-0.54375
DHRS2	-4.13233333333333
SGEF	1.874
TXNDC10	-0.7236
EXOC6	0.67025
RPS27	0.533666666666667
PNCK	-0.390333333333333
FSTL1	0.12475
AACS	-0.4415
SLMAP	-0.636166666666667
SAMD4A	0.0279
ABRA	-0.09175
SMARCD3	-0.078
PKNOX2	-2.89466666666667
A4GNT	-0.00899999999999998
C9orf39	0.723666666666667
RALYL	0.3375
MGC33556	-2.304
C10orf25	-1.0095
BBOX1	5.39275
NHEDC1	-0.24
XDH	0.17625
GCSH	-1.785
EDN1	-0.2935
MTERF	-0.278
CLK4	1.13225
ZNF799	0.0496666666666667
KCNG1	-2.145375
CXCR4	0.393
PTPRR	-2.496
IRAK1	-0.74475
LOC401397	-0.1885
TMSB10	1.75821428571429
CXCL3	-3.0339
TMC4	-0.44225
OR7A10	0.138
STYK1	1.8225
CHRNA10	0.2955
CCNI	0.6225
EP300	0.0267857142857143
LOC165186	0.693666666666667
HIC2	-2.29125
SDR-O	0.136
OR2W1	0.5755
KCNA6	-0.1425
TRIM74	-1.513
REEP6	-0.24325
ATP5G2	0.8325
ERG	0.645375
TMEM42	-0.3165
PARN	-0.0213333333333333
SOD2	0.4088125
DIRAS1	-0.701666666666667
PNPT1	-0.488
JOSD3	-1.3555
hCG_40738	0.7285
PDE1C	-2.176
SEMA4D	0.733625
AGPAT1	0.562333333333333
NOSTRIN	-0.800625
MAP3K3	-0.428833333333333
MAX	0.598285714285714
CAPS	4.37466666666667
SERPINA12	0.2075
OSBPL8	-1.035
RICS	0.9354
NR4A2	1.37166666666667
PPCS	0.978833333333333
LONP1	-1.5405
SCYL3	1.3125
HERC2P2	-1.7525
FIBCD1	-0.1615
C15orf41	-0.2985
DMC1	0.891333333333333
C20orf27	-1.85725
RPS6KA5	-0.3333
FAHD1	-0.0428333333333333
SLC12A4	-0.427
BRCA1	-0.955
GBL	-0.43025
SLK	0.448666666666667
NUDT9P1	-1.9685
NOXO1	-0.1125
USP52	-0.1025
BAZ1B	0.74175
SLCO2B1	3.75275
BBS12	0.527333333333333
LRGUK	-0.770333333333333
TERF2IP	0.16675
COL1A1	5.66
KIAA0090	0.28025
GRK5	-0.211166666666667
AP1S2	-1.0922
TMEM52	0.0906666666666667
CA11	-0.45025
OR4A15	0.476333333333333
ACBD3	0.9387
SPAG11B	0.536875
PRDM2	1.0224
FOXP3	0.67425
SMYD3	-0.2107
LOC389199	0.512
LGI2	1.33866666666667
NAPE-PLD	-0.7546
ANKRD6	0.2335
WDR45	0.209333333333333
SHROOM1	-0.12025
PSCD3	0.3045
PYY	0.8625
KCNC1	-1.2905
ARHGEF9	0.4757
OR8J1	0.91425
GPR55	0.353666666666667
NS3BP	-2.2145
C10orf22	0.663
NAT8L	-3.0705
DUSP4	0.775333333333333
FOXM1	-0.612
GRAMD2	1.4105
ZBTB48	0.280333333333333
BUD31	0.2075
PABPC5	0.3385
CCDC41	0.29725
FBXO11	0.278083333333333
C6orf148	-0.29725
RFXAP	1.8765
C6orf15	0.0501666666666667
CDK8	-0.6395
C6orf70	0.69775
TESSP2	-0.271
ALG2	0.2545
PPP1R3D	-0.102
TPM3	1.01966666666667
SYT13	4.45475
EPB42	-0.29
CETN3	0.0025
PRY	0.364
NTHL1	0.339666666666667
POLR2B	0.351
RPS28	0.769666666666667
P2RX3	0.631
LYZL4	0.11475
WBP4	-0.0568
PMM1	-0.046
C11orf79	0.08275
CBLL1	-1.03375
IL1F10	0.062
VAX2	0.835
SETDB1	-0.216
LRAP	-0.565666666666667
GCLM	-0.5415
CPEB3	2.04925
PPM1A	-0.26375
INTS1	-0.15175
CAMTA1	1.59025
SAMSN1	-0.7975
LOC158830	-0.815333333333333
GMPPA	-0.52025
AIPL1	0.614
IL24	0.256
BDKRB1	-2.39733333333333
MLF1	1.5641
TAF12	0.5935
ID1	-2.66325
THADA	-0.068875
PIK3CB	-0.904
OR4N5	1.164
TBC1D17	-0.8135
COX8A	0.31875
CDCA4	0.34575
C2orf44	0.3735
ZNF534	-0.75
IMMP1L	0.53775
NIPSNAP3B	1.23925
FTMT	0.633125
PWP2	-1.11083333333333
MMP15	-1.2669
DNAH11	-1.3025
MTMR14	-0.729875
DNAL4	0.43425
IPP	0.801
TMEM59	0.81
C1orf157	-1.236
RGS4	1.0075
DDX18	-0.654333333333333
SNX6	0.051
ZNHIT2	0.96
NCDN	0.667
FLJ33534	-0.292
RAG1	-1.772125
OR4D10	0.4965
PTPN5	0.260166666666667
POMT1	0.17375
LRRC8A	0.1016
CYP1A1	-0.943
CAPN1	-1.2665
DDHD2	0.19625
GRIK2	-0.472
GNRHR	-0.0155
PPBP	0.752
HTR3A	-0.596125
SLITRK4	2.0245
ANKRD49	-0.1865
BTF3	-0.2796
SARS	-0.22775
C13orf18	0.377166666666667
CACNB1	0.0436428571428572
QKI	0.478136363636364
SETMAR	1.8045
MAN2B1	0.5775
EML3	-0.8125
ACADL	0.734333333333333
OFD1	-0.712125
DEFB114	0.1275
CGA	-3.3642
PEX16	0.155666666666667
LRRC10	-0.2305
GNG12	-0.9655
C1orf152	0.688333333333333
CHRM1	0.476
CD53	1.20175
DBH	-0.03775
TFAP2B	4.882125
HIST1H2BJ	-0.4275
FAM46D	-0.528
TMEM11	0.112
C3orf32	-2.41825
PCCB	-1.510125
IPO13	0.331125
C6orf105	1.83475
COMMD5	0.90525
SUV420H1	-0.783
LTBR	0.293
ARHGAP15	-0.575375
HDHD2	0.142
TDRKH	0.4395
LOC401052	1.286
PSG4	-1.04275
GNB4	0.485
SPATA4	0.554
SLC9A3	0.0105
OSBP	0.274333333333333
NBPF3	-0.9505
DOCK11	-0.863
SLC39A5	-0.858666666666667
PRR5	0.5368
C10orf63	0.816125
SMTNL2	-2.176
ADRA1A	0.19
ASAH1	1.6306
DOM3Z	0.7652
GIPR	0.997666666666667
AHI1	0.102916666666667
NADSYN1	0.052
RGS14	-0.6047
IL18BP	1.7084
RTN4RL1	-1.76391666666667
ARMC6	-0.31475
PSMD5	0.622
HK3	2.1058
OR4S1	-0.188
RSU1	0.7511
MAD2L1	-2.39877777777778
EIF4A3	-0.01975
DLEC1	-0.5035
E4F1	0.744666666666667
CHMP2B	0.2397
CAMSAP1	0.00449999999999998
RPS21	-0.1285
ARID5A	2.24425
UBE2N	0.4606
IGSF8	0.3665
MAGEB6	-1.6605
ACAD11	-1.1528
MGC4172	-1.26825
LMO4	1.128
KLKB1	0.67475
HP	-0.919
HDAC3	-0.78
SCHIP1	0.269
CLCA1	0.2865
OLFML2A	0.743375
C1orf112	-0.54575
KIF19	1.40841666666667
HAPLN4	0.1537
CXCR7	0.2435
GOT2	-0.00730000000000007
RAB38	-0.22375
DCX	-0.65
PPM1H	-1.60433333333333
NFYC	0.623083333333333
KIN	0.73925
ZNF228	0.99475
PLSCR4	1.71666666666667
HIG2	-0.61875
FAM79B	3.488
C21orf86	-0.7174
KCNK10	-0.15275
ZNF738	-1.300125
FSTL5	-1.0175
OR6A2	0.475
OTOA	1.06683333333333
EXOC1	0.522875
AHRR	-3.4825
PDAP1	-1.40208333333333
C19orf6	-0.334
ZAN	0.74175
LY6G6E	0.483
EIF4E2	-0.07625
C20orf198	-0.23425
ZNF324	0.35075
CYP3A5	-3.75316666666667
ENTPD7	2.49883333333333
MBOAT5	-0.9575
GJB5	-1.73175
TTC13	0.283
S100Z	-1.758
KIAA0664	-0.929666666666667
PDGFRB	2.09958333333333
IL17D	-0.9355
OR56B4	-0.133
RDX	-1.52533333333333
SLC34A3	0.5475
IL28B	-0.122
JUND	0.722
CHRNB1	-0.135875
CAMK2B	4.42775
FETUB	-1.367
CXorf23	0.698375
MRTO4	-0.812875
TTC3	-0.5746
NDUFB8	0.309166666666667
EDG2	-0.42875
SEMA3G	-0.57875
IL23A	-1.502
GRHL1	1.2978
LOC441054	1.0945
WDR65	0.9785
PSTK	0.228
STOML3	0.352
R3HDM2	0.041
C5	-2.22625
SLC2A10	1.2135
C3orf22	0.9055
PAQR3	-0.655769230769231
ANKRD26	-0.82975
HCRTR1	0.7255
LOC399947	-0.45975
PSD2	-0.5205
TIGD2	0.993
SCRN1	-0.61075
COQ10A	-0.14375
DDI2	0.2215
METTL7B	-0.156
UCN2	0.57125
FAM92A3	-0.21575
WDR16	0.0535
ZNF511	0.487333333333333
ZMYM5	-0.955375
POLR3G	-2.2345
ZNF586	-0.033
C1orf49	0.648166666666667
TANK	0.308
RCAN1	-0.888666666666667
PELI3	1.49883333333333
LIMD2	0.142333333333333
TMEM189	0.5315
NTN4	-1.152375
LOC151300	0.746
CLEC2A	-1.576
GPR135	-1.53025
DPYSL4	-2.784
JAK2	0.477833333333333
TSHZ1	0.408833333333333
TM9SF4	-0.596
ZNF264	0.138
SIRPG	2.51925
BICD1	-1.65625
HERC6	2.6085
METTL5	-1.0055
CASP1	2.1015
PRRT1	-0.0423333333333333
PLA2G4C	1.68983333333333
ICA1L	-0.410642857142857
TPTE2	-0.1705
OTUD7A	0.537833333333333
AQP11	-2.278
APOA2	-3.6073
KALRN	0.8341
SECTM1	0.368583333333333
IFNAR1	-0.28275
TALDO1	0.143
RAB11FIP4	0.428166666666667
EIF5A	-1.493
FAM49A	2.59675
NEGR1	-0.2975
YTHDC2	-0.411
EHD2	-0.365375
NCF1	2.8472
SCRT2	0.7945
HOXA5	-1.96516666666667
NUP133	-0.44225
FGF12	-0.163
SLMO2	0.02975
SNTA1	-0.565125
CACNG2	0.230125
GCM1	0.574625
ELF1	-0.657833333333333
TLR5	3.8025
TCFL5	-0.978666666666667
RBMY2FP	-1.7675
LOC100125556	-0.26275
FAM129B	-0.284375
MAP3K7IP1	0.004125
NCK2	0.5265
OXA1L	-0.5515
FMO9P	0.721
ZSCAN12	-0.2845
PSMD12	0.526416666666667
HSCB	0.2385
CLDN10	-3.06475
MGC13053	-0.79275
HPCAL4	-0.472666666666667
ASZ1	-1.272
MEX3D	0.439916666666667
NFAT5	-2.0612
CSPG4LYP1	0.0371666666666667
FBXO3	0.3166
DVL1	-0.3955
CMKLR1	2.21916666666667
TYMS	-2.39575
PEF1	0.52375
ZNF750	2.6205
MCM5	0.2328
MEGF11	-1.9785
KCNK7	0.374
PTP4A3	-0.051
C1QTNF2	0.294833333333333
OR6S1	0.0305
FAM122B	-1.09575
ZNF551	-1.327125
HBQ1	-2.023
GEMIN6	0.659
ARSK	0.38
RBP7	2.64683333333333
CPNE9	0.4005
DSC1	0.2725
LOC730112	-0.45
MAP2K4	-1.606375
HS3ST5	-1.4985
EPB41L3	-0.1125
TEKT2	1.5655
CDKN2B	0.10625
ZNF480	-0.261
MAP3K6	1.0729
MAP6	1.099
