Hybridization REF	TCGA-BH-A0BZ-11A-61R-A12P-07
CHGA	0.0178749999999999
C9orf128	2.02325
CACNA1B	1.30783333333333
MMAB	-0.7076
RHOA	0.382916666666667
RAPGEFL1	-1.12925
SLC1A5	-0.190333333333333
CALCA	0.209375
SYCP1	1.33275
CXCL11	1.376375
GFI1B	-1.38183333333333
PSCD1	0.5605
C11orf58	0.344
MGC45438	3.311
NUDT18	0.629833333333333
ASB3	-0.407166666666667
ZP1	-2.3205
LPPR2	-0.0201
ZNF527	1.1945
ZNF771	-0.552125
TTBK2	-0.01625
TRIM55	-1.34025
GJB3	-0.376833333333333
PRSS35	-0.01875
SCRG1	2.375
ZDHHC24	-0.22725
DUSP26	0.50925
C1orf51	-1.2575
DNAJC3	0.402333333333333
LITAF	0.68075
ZNF410	0.026
AFP	-5.10066666666667
ZW10	-1.02575
PHOX2B	-1.078
VILL	0.58225
ELOVL7	0.094125
LOC644186	0.9955
PPP3CC	0.379
CHST13	-2.9075
WDR40B	0.925166666666667
MEA1	-0.3475
HILS1	-2.27725
DLX6	-2.31316666666667
NKG7	1.99633333333333
EMP1	3.67675
ACTR6	0.45675
CHCHD7	0.0680714285714286
COG2	-0.1396
TCEA2	0.0312
TARS	-1.43725
FLJ20294	0.0546666666666667
ZNF92	0.81025
TRAPPC2L	-0.4914
ARHGAP28	0.46725
CCDC109B	0.3895
LGTN	-0.247166666666667
INGX	0.674166666666667
LOC124446	1.01625
RPS2	-1.8275
C17orf75	-1.03633333333333
NBPF1	-0.4965
SLC2A8	-0.104166666666667
SNRPE	-1.53375
CARD6	2.05225
IL13RA2	-0.18225
CUEDC2	-0.42725
C4orf19	2.23075
AOC3	5.230875
MTHFD2	-1.78433333333333
OR5M9	0.586
C4orf38	1.45033333333333
SS18L2	-0.29
OAS3	-0.402833333333333
LARGE	0.465
LRIG3	1.44533333333333
LIMA1	1.836
STARD3	-0.1465
VPS39	0.280125
CTAGE6	0.0345
ODAM	-1.94775
MORF4L2	-0.48075
GSTO2	1.06025
MTFMT	-0.7765
PRKAB2	-1.61328571428571
ZNF76	0.112166666666667
HSPB2	5.772
CRB2	0.4055
KLRK1	-1.9505
LYST	1.207625
UBE2M	-1.24583333333333
SLC16A9	-0.119
ZNF281	-0.20025
ST8SIA1	1.07775
C9orf105	-0.53
ANKRD46	1.626
FAM108A3	0.4705
C20orf91	0.453
ZYX	0.427666666666667
RSPH1	1.319
ZSCAN5	-0.6115
RIMS3	0.119833333333333
KRT76	-0.0035
CEACAM4	1.27483333333333
SIRPB1	0.298125
CFHR4	-0.5775
SOX3	-1.32066666666667
GATAD1	-0.677375
C21orf57	-0.616
TMC8	-0.574166666666667
AVIL	1.18516666666667
LMOD1	4.51575
HIGD1A	1.00325
NEU3	-0.0833333333333333
DES	2.06575
BZW1	-0.8937
ZNF221	0.1235
CCDC27	-0.8625
GDAP1	-0.527
RBBP4	-0.33725
MGC40499	0.3785
PHKA1	-1.436625
PRKAR1A	0.0662222222222222
HSD3B1	0.34125
RAD52	-1.15233333333333
CD207	0.8665
LOC389791	0.46
RSPO1	2.6795
TMEPAI	3.339625
MFSD2	-0.40225
ETV4	-2.66566666666667
SCGN	1.515
LOC391356	-0.261
MPP1	-0.3425
STARD3NL	0.12325
TFAP2D	0.8705
CD2AP	-0.17475
CCL20	-5.2675
CCDC86	-1.5365
ZFP30	-1.49133333333333
CTBP1	0.311583333333333
MAK10	-0.5285
STXBP5	-1.06766666666667
LOR	0.2756
MAP6D1	-0.806375
ARMC7	0.297
TMEM150	0.5796
NSL1	-0.33275
KIF5A	-0.939
ASCC2	0.152666666666667
PSENEN	-0.0931666666666667
OPTC	0.278
FCRL2	-0.0725
KBTBD11	-0.0845
PCK1	2.87
CENTD3	0.62325
MEGF8	0.14175
ALPPL2	-0.0295
OBFC2B	-0.671666666666667
ZFYVE20	0.536375
GALC	1.81916666666667
CTRB2	0.4845
C20orf71	-0.083
TBKBP1	0.823833333333333
CAMLG	0.92225
TREML4	0.55
RSAD1	-0.0695
TUBA3D	-0.842
KIAA1833	0.176875
PNPLA1	-0.81
LRRC34	-0.00533333333333333
CDH26	-0.154666666666667
ZNF167	0.648666666666667
ZBTB26	-0.7534
VWF	4.6446
VTN	-1.0295
BAD	0.71975
PDS5B	0.786583333333333
ZNF644	-0.10675
SH3GLB2	-0.55025
SMPDL3A	1.2689
NRG2	1.371125
IL15	1.54183333333333
GABARAPL1	2.073
LAT2	-0.1326
SLCO1A2	-1.18833333333333
LIG4	-0.166833333333333
GSDMDC1	-0.011
BMP4	-0.172375
METT10D	-0.176125
SYCE1	2.8285
SPANXD	-6.44925
SLC12A9	-0.376166666666667
MC1R	-2.72
RNF168	-0.62575
TRIM69	0.7115
GALNT7	0.873833333333333
ISG20L2	-1.00025
KIAA2026	0.614
TNFAIP8L1	-0.975
DPY19L2	-0.131
C12orf63	0.7695
PRDX5	-0.188625
MED6	-0.82625
TXNDC5	-0.447375
CD46	0.714583333333333
CCK	-0.447
C17orf48	0.356
ANUBL1	1.772
SIT1	-1.32516666666667
TYSND1	0.1955
DEF6	-0.7655
GLT8D4	0.58125
UTP14A	-0.438875
RPH3AL	1.645
NXF1	-0.0395
TRERF1	-0.8425
TUBB3	-1.254375
SLC24A2	-0.791
SEC22B	1.77883333333333
ZNF653	-0.007
GGTL3	-1.43975
CDKL2	1.29225
CTF8	-0.0746666666666667
EPC1	1.1015
CYP4A11	0.3275
THRSP	6.17416666666667
LELP1	0.839166666666667
TES	0.2615
C17orf87	1.795
FERD3L	-0.0455
SH3TC1	-0.653
RAB36	-0.1985
CRYGB	-1.7195
GRIA3	2.3609
BHLHB9	1.45375
C1QTNF9	4.211
GOPC	0.3485
PNPLA8	0.332666666666667
ZNF444	-0.197
FMO1	4.2845
POLR3C	-0.3725
SLC35F3	2.00525
SGCG	1.894
DCDC2	0.0443333333333333
NANP	-1.0315
MGC23270	-0.586
BEX4	0.911166666666667
HYDIN	0.6255
RPS6KB2	-1.7515
ADRM1	-1.04175
BAT3	-0.82325
RAB31	-0.028125
SCGB2A1	6.34925
SLC6A14	-1.317125
DDX4	-1.11475
PRRC1	-0.306166666666667
AP3B2	0.277666666666667
TRGV7	0.260333333333333
TMEM184B	1.026
ADPRHL1	0.767333333333333
C21orf45	-1.333
ARNTL	1.427375
AADAT	-1.31975
CCL2	3.98966666666667
SNTB2	0.730666666666667
RGS9BP	-0.9785
KPNA1	0.35725
TMEM41B	-0.692
S100A11	0.0988333333333333
DOT1L	-2.3805
EFHC2	1.057875
CLTC	-0.4745
SRP9	-0.2175
ZNF521	0.859
FAM26F	-0.886
GPR88	1.5275
COL13A1	-1.68466666666667
CHMP4B	-0.7192
SIGLEC6	0.156
NFAM1	0.24275
PVRL2	0.353
ALKBH4	-0.66
CCDC93	-0.1565625
NXT1	-0.486
KCNK4	0.5265
TROAP	-2.80266666666667
KCNA10	0.391
CCDC114	0.3965
RAN	-0.816333333333333
LMTK2	-0.836
LOC400657	0.0945
UFC1	0.89575
UBE1DC1	-0.774
EEF1A1	0.558055555555556
CHAC1	-0.81
HMGA2	-6.6151
B3GALTL	1.1595
ING2	0.007
C1orf109	-0.92125
INTS3	0.2075
ZNF558	0.4125
TRPM4	1.11016666666667
LTB4R	-0.801
ISYNA1	-1.15625
LSM7	-0.7085
LRRC47	-0.435
ZNF179	-0.915833333333333
EXDL1	-0.3865
SLC4A10	-0.914375
ACSS2	0.56
COPS7B	-0.731
KIAA0040	1.71233333333333
C1orf95	0.6805
AP1GBP1	0.13525
OR9A2	0.2195
FAM71C	-0.268
RIN1	-1.66816666666667
ITGA4	-3.157
DNAJC6	-1.204
CLOCK	0.785333333333333
SLC35A4	0.533666666666667
DSG4	0.63275
LOC26010	0.18275
NSUN2	-1.27175
TMEM86B	-1.429
C14orf135	-0.3175
KIFC3	-0.986666666666667
PHF5A	-0.38225
NCAPH	-3.753125
STK11IP	-0.546
FLJ42953	1.215375
CCDC19	0.1625
ZNF329	-0.085625
TAX1BP1	0.501333333333333
ZDHHC18	-0.0178333333333333
C10orf88	0.37025
TMBIM4	1.1734
NMUR1	4.4775
KIR2DS4	0.129625
C9orf90	-0.245375
MGC87631	-0.455
KDR	3.785
ST3GAL2	-0.82075
RLN2	1.60816666666667
HPD	-2.75575
MOXD1	-2.642
PDGFRL	3.55233333333333
SMYD4	-0.559857142857143
FAM103A1	-0.0396666666666667
MFAP4	2.937
LOC285141	0.6625
TMEM45B	-2.16525
SMCR7L	-0.332642857142857
GZMH	4.06025
CBLN1	-1.297
CNNM1	-0.251
PHF17	-0.104833333333333
NUP98	-0.42425
RMI1	-1.36975
PTPRS	2.009625
ANKRD57	0.23925
CLDN15	0.5875
OR51A2	null
GUCA2B	0.9485
DOCK9	1.801
ITGB1BP1	0.795333333333333
DLG2	0.482
BRAP	-0.1375
SESN3	0.753
ZC3H7B	0.767
FAM101A	0.59
FKSG24	-0.77525
ZYG11B	-0.326
RFC2	-1.79525
SH2D3A	-0.2995
DVL3	-0.09725
ADFP	0.6005
KRIT1	-0.315
SERTAD3	1.71866666666667
LEFTY2	-2.4475
KRT27	0.8185
SCFD2	-0.4795
MN1	-0.274
RORA	0.22725
PTPRD	-1.048
PIAS2	-0.181166666666667
CYP4X1	7.03616666666667
FBXL15	0.05025
MYH15	0.1005
CRX	0.0978333333333333
TBC1D13	0.99425
SLC22A17	1.47516666666667
PLK2	0.9995
ARHGAP9	1.5935
EIF1B	0.1605
C20orf185	-0.558
DEFA7P	0.4535
PRIM1	-2.84266666666667
CRYAA	-1.465
BACE1	0.811
AGTRL1	1.32716666666667
ACAD9	0.7365
GRASP	2.30175
RBP4	2.33316666666667
TFB2M	-0.559
METTL9	-0.6164
ATP5O	-0.02575
SP100	0.6465
CPSF1	-1.111
S100A4	1.54875
LIME1	-1.0425
GPR137C	-1.5405
OR2A2	0.695
C2orf29	-1.064
NUP188	-1.0745
SDPR	3.6645
RAI1	-0.84975
RPS20	-0.0339
LAMB1	-0.14775
ADM2	0.1825
ZNF229	0.4325
DKFZp434K1815	-1.851125
EPN3	1.08016666666667
CLIC3	-1.80125
MEIG1	-0.2995
HMGB4	0.6155
STARD10	0.64175
KLF8	3.4615
EPB41L2	0.875166666666667
JMJD6	-0.67225
CTSL1	0.498166666666667
GPR27	-0.3075
ELAVL4	0.41975
MMP21	0.2875
PPM1B	0.988375
SUV39H1	-1.5955
AAMP	0.145
TUSC4	-0.0565
MBD6	0.36125
KLK13	-0.213625
FMNL3	0.703166666666667
TRIM13	0.414416666666667
C15orf5	0.383
IQCF1	-0.045375
CACNG8	-0.1075
SLC35D3	0.1995
ZDHHC9	-0.1025
ODF3L1	1.80025
C9orf86	-0.7528
TSEN2	-1.03475
C17orf64	1.48925
SEPX1	-0.2941
TSPO	0.953333333333333
SYMPK	-0.6305
ADORA1	0.4475
TSPAN10	0.6945
SEMA6C	1.03333333333333
RTTN	-0.9439
IL2	-0.1906
ARRDC3	0.642666666666667
TBPL1	-0.459333333333333
STX12	1.45125
MRPL39	-0.92025
OR8H3	0.0755
IFIT5	1.35016666666667
CASC5	-4.97725
FAM46A	-0.395666666666667
HPCAL1	1.012
CYLC1	0.826
VGLL2	0.1785
C20orf191	-0.14125
CDH1	1.28558333333333
ITPA	-0.9545
CCDC101	-0.43775
D15Wsu75e	-0.46675
EDA	0.1005
CREG1	0.50175
OR7G2	-0.0535
SAP18	1.20841666666667
IFIT1	2.165
CALML3	2.18533333333333
FLJ37440	2.083
FNDC5	1.67875
SERPINB6	0.438785714285714
JUNB	3.9995
SYS1	0.889
SCN2A	1.6165
ZKSCAN5	-0.9161
WNT7A	-0.1626
TSHZ3	2.61025
RNF148	0.45775
H6PD	0.4535
CAD	-1.7525
ZNF449	0.75575
DOCK10	-1.1195
FAIM2	-0.00133333333333332
HEXDC	-0.06125
PRB1	0.475666666666667
C14orf148	-0.407
ETHE1	0.14625
IRF5	0.4233
GNMT	1.4805
MGC16291	-1.819125
RPAIN	-0.372071428571429
CAGE1	1.673
CNTNAP3	0.130625
ACTR1B	-0.423
EEF1E1	-1.5825
MSX1	0.768875
ESF1	-0.5705
HSPC171	-0.087
MRPL2	-0.182
RDH12	-0.366666666666667
CELP	-0.2435
METRNL	0.7305
C10orf116	4.99666666666667
C19orf48	-2.58775
ZNF346	-0.683625
NCR1	0.442
C10orf64	0.6005
CD52	1.37925
VPS18	2.125375
AP4S1	0.0566666666666667
NPBWR1	1.0835
TPK1	1.4655
UBA52	-0.583777777777778
RIPK1	0.602666666666667
CPNE3	-0.1192
HSPC159	0.373125
C8orf38	-0.5655
LRRC4B	-1.14
PARP10	0.3833
ANKRD50	0.0995
CXCL9	5.12425
FGF18	2.12054545454545
EIF2A	-0.658375
SLC20A2	0.569166666666667
KIAA1549	-0.495916666666667
SPINT1	1.6597
ZNF584	-0.59
CRBN	0.6635
ABCF3	-0.106833333333333
NCBP1	-1.40766666666667
PLA2G4F	0.583666666666667
PCDH10	-1.50228571428571
TTC21A	0.00925
C20orf144	0.306
FGFR1OP2	-0.0666666666666667
SLC9A1	-0.0666
CHRND	0.3635
FOXF1	-2.47475
KIAA1467	0.8205
TPO	3.82883333333333
LTF	3.59542857142857
DNAJB9	0.9825
MRPS27	-0.988
bA16L21.2.1	0.53475
WBP2	0.4635
MRGPRX3	-1.2115
PRPF18	0.8215
C10orf58	2.66775
SMOC1	-1.6691
ADAT3	0.179666666666667
TMEM138	0.11825
TMEM131	-0.411375
TIMM8B	0.34875
MYH7	-1.23433333333333
ST6GAL2	0.206
KIF1C	1.39275
SUHW2	-1.9785
PAPSS1	0.18475
CABP2	0.5295
HOXA4	1.242
ELF2	0.23325
SEMA3D	1.8522
MC5R	0.0475
OGFR	-0.0335
FLJ30092	-0.396
TGFA	0.4057
MMP17	0.101
KIF15	-4.94625
CHIA	0.705
CATSPER3	-0.281
CEACAM7	0.214454545454545
PADI2	1.07625
HOXA9	2.47666666666667
LNX2	0.188666666666667
TMEM144	2.02
HIF1AN	0.459
METTL7A	1.131
C6orf165	1.62983333333333
KIAA1468	0.25525
DSG3	2.497
ZNF180	0.0971666666666666
EIF4E3	2.30375
SLC46A1	0.634125
DKK1	-5.73616666666667
ZNF205	0.684833333333333
LOC162073	0.601722222222222
COX7A1	5.29
MAGEA1	-5.976
NEDD8	-0.0383333333333333
KLHDC5	-0.476444444444444
C3orf19	0.297666666666667
MRPS2	-1.048
POLR3H	0.0472142857142857
ABHD11	-0.301
TMEM17	1.64275
PAIP2B	0.0452
MAT1A	-4.5925
LGI3	-0.22575
THUMPD2	-0.353
TKTL2	-0.818
XAGE3	0.629166666666667
CALM3	0.0451666666666667
C6orf136	-0.712
KCNC4	0.4205
RGS9	2.45583333333333
ACIN1	-1.0485
SPATS1	-0.7855
XKR8	-0.089
FAM84A	1.27125
MS4A7	5.88345454545455
AGXT2L2	0.82975
OR1F1	0.1195
SMAP1L	-0.098
IPO11	1.497375
ZC3H11A	0.111125
C1orf151	0.63775
RNASEH2A	-2.66625
CCR10	-0.9515
TXNDC11	-0.117083333333333
TMEM112	0.787125
MAP1B	0.815642857142857
NVL	-1.16725
PKM2	-1.31225
ARC	0.60775
NUP54	-0.5285
PPFIBP2	1.5105
STAT2	1.113
PTAFR	2.53966666666667
ROBO2	-0.505571428571429
RNF40	-0.446666666666667
CCDC135	-0.854833333333333
IFT81	-0.7914
MORF4	0.28125
TM7SF3	-0.728125
OR10H3	0.6415
ABP1	0.768625
CHRD	0.647875
PLEKHA8	-0.501833333333333
NCALD	2.87508333333333
OR5AK2	-0.204
ACCN1	0.953333333333333
SLITRK1	-1.32075
ARMET	-0.762
C9orf52	0.273
REEP4	-1.388
MTSS1	1.73125
ADH1B	6.026
DLD	0.27475
CDK5	-1.55375
PPFIA1	0.0504375
WFDC3	0.951
DNAJB12	1.01857142857143
RANGRF	0.0885
MLANA	-5.80425
AMY2B	1.04225
KIAA0319	-2.396375
RPS7	-0.2175
JAK3	0.1689
ARFGEF1	0.37
CXCL5	0.658583333333333
TRAPPC4	-0.50175
CETN2	0.567
HSPC111	-1.51775
RHOBTB3	-0.6183
PHLPP	-0.5875
RGS10	0.679
TMEM58	0.46525
CHERP	-0.635375
HSP90AB3P	-1.7455
FSTL3	0.931
PEX11A	1.80075
OR5V1	0.5625
FCN3	3.065
PTPN3	-0.048
NPTX1	-5.0375
C21orf84	-0.76
C11orf51	-0.239125
ZBED2	0.4075
FLJ90757	0.219
NPY2R	6.2445
PLD3	0.64775
SYT17	0.686
SGSM2	-0.6245
OR1A2	0.13225
FOXP1	1.46025
SLC5A1	3.42025
POFUT1	-1.1021
EPHB6	-2.08683333333333
MYO1G	-2.372625
STAC	-0.2905
KLHL17	-0.446666666666667
RGMA	2.9348
TJP2	0.3034
FAM114A1	0.203166666666667
SERINC1	2.09225
SLC9A8	0.029
PEX19	1.3775
EDN2	0.0355
PSMD7	-0.772666666666667
C3orf41	-1.451
UQCR	0.429875
PPP1R3C	-0.00625000000000001
LRP4	-1.94383333333333
TM2D1	0.311
TTC17	0.1538125
C4BPB	-4.12925
CCL25	-0.00899999999999999
ZNF253	0.052
CHRNA9	-4.652
SOX11	-2.5035
HIVEP3	0.7205
CGN	0.761916666666667
C3orf35	-0.23875
PKD2L1	1.0495
SYVN1	-0.048375
PDE8B	1.9715
LOC439951	0.46175
LTC4S	2.65083333333333
MIF4GD	0.1035
SMARCA2	1.532625
TUBGCP6	-0.11
CABLES1	0.114125
C16orf77	2.98833333333333
ZNF791	0.39375
FUT5	-0.9135
ADH6	-2.8575
P4HB	-0.08275
CLDND2	1.47425
ALKBH8	-0.14125
PLAC4	-1.54
F11R	0.194857142857143
MGC35295	-0.4965
PDZD4	-0.511833333333333
LOC389073	-0.07
FAM80B	0.225166666666667
PSMB1	-0.108
TXN	-1.12083333333333
VIPR1	1.6321
WBSCR18	0.2347
EXOSC6	-0.732833333333333
ACTA2	5.218
SP5	-2.028
ANKRD1	-3.33125
DDR1	0.803
ATP6V1D	0.21725
PTGS1	-0.4985
RNF157	0.05275
DCC	-0.19475
SPAG7	0.57425
FBXO18	0.18
UBE3C	-0.68
HOXC6	0.4735
LRP2BP	-0.244166666666667
MYST2	-0.2945
PDSS2	-0.11825
ATE1	-0.6375
ARAF	-0.316
KLF10	1.56525
PLA2G2E	0.61325
ASCL1	-1.12983333333333
TSNAXIP1	1.00475
FAM131B	0.278875
IFNA10	-0.5405
NUP43	-1.419125
FAM44B	-0.23775
L1TD1	-5.1395
NMD3	-0.99325
C18orf54	-1.2358
PHOSPHO1	0.0545
RAG2	-1.3565
EMILIN3	0.2865
METTL3	-0.5365
VPS13C	0.648
REXO2	-0.22275
ANXA4	0.24775
CA1	0.09575
DCP1B	0.41475
TULP3	-1.32233333333333
ATP2A2	0.0510714285714286
ATIC	-1.47075
ADAM15	-0.212916666666667
NPL	1.60766666666667
LGR4	0.194125
UEVLD	0.441666666666667
GAB1	1.3945
SNAI2	-0.0761666666666667
ZGPAT	-0.1373
SNF1LK	0.94175
DLEU1	-2.017
UBE2Q1	0.04275
ZMYM6	-0.01325
JPH3	-2.2455
FAM38A	0.00241666666666666
PXK	0.653666666666667
DENND2D	1.74875
BAX	-0.933333333333333
CP	-0.731363636363636
RPL37	-0.2249
G6PC3	0.1245
NCOA4	0.2775
LRRC14	-0.385875
GORASP1	0.35575
FCHO2	0.824875
CYP24A1	-3.8441
FXYD3	0.60625
SMARCAL1	-0.182
ABCB8	-0.403333333333333
CCDC44	-0.6275
PRDM7	-4.27725
USH1C	-1.8495
DNAH5	0.940333333333333
SRF	0.728583333333333
MAL2	1.523
PGPEP1	0.825583333333333
SIN3B	-0.84625
SEMA3C	1.5645
GRAMD3	2.657
FBXO10	-0.171
OR5D13	0.279
FLJ31818	-0.1335
CACNA1I	0.287875
S100A13	0.9285
TP63	3.48385714285714
ANXA11	1.2612
WDR66	-0.192875
CSF2RB	0.139
IFI44	0.52625
DACT1	0.992333333333333
ANKRD23	-1.8315
ATP5G1	-1.1385
C21orf70	-0.638333333333333
PPWD1	-0.69575
DNAJC13	-0.0825
PAH	-6.69216666666667
PTCH2	0.269
TRMU	-1.454
CCDC9	-0.0825
USP3	-0.9778
DCLRE1C	-0.2759
FAM55C	1.00325
FRMD4B	1.7305
CYP2R1	-0.4635
RFPL1	-0.7446
XPO5	-1.792
ARL6IP2	-0.3875
OSBPL5	1.53175
MMP9	2.86127272727273
KIAA0802	-0.9045
DHRS2	-2.56166666666667
SGEF	0.538875
TXNDC10	-0.4613
EXOC6	0.189
RPS27	0.6465
PNCK	-1.25516666666667
FSTL1	1.52725
AACS	0.04825
SLMAP	0.737666666666667
SAMD4A	1.0876
ABRA	1.72175
SMARCD3	0.65175
PKNOX2	-0.8435
A4GNT	-0.015
C9orf39	-0.3245
RALYL	1.11675
MGC33556	-3.302
C10orf25	-0.382
BBOX1	6.39125
NHEDC1	0.3075
XDH	-0.7995
GCSH	-0.6
EDN1	2.19983333333333
MTERF	-0.8525
CLK4	1.076625
ZNF799	0.262333333333333
KCNG1	-2.024125
CXCR4	-0.483833333333333
PTPRR	-2.30675
IRAK1	-0.770625
LOC401397	-0.57475
TMSB10	0.457714285714286
CXCL3	-0.0521
TMC4	1.28575
OR7A10	0.7075
STYK1	1.86525
CHRNA10	0.61225
CCNI	0.457
EP300	0.0807857142857143
LOC165186	0.2815
HIC2	-2.076
SDR-O	-0.1505
OR2W1	-0.1065
KCNA6	-0.3095
TRIM74	-0.33475
REEP6	0.92525
ATP5G2	-0.55025
ERG	1.865125
TMEM42	0.75975
PARN	-0.653333333333333
SOD2	0.403625
DIRAS1	-0.438833333333333
PNPT1	-1.4565
JOSD3	-1.45175
hCG_40738	-1.1535
PDE1C	-1.12225
SEMA4D	-0.25475
AGPAT1	-0.283
NOSTRIN	1.974375
MAP3K3	0.334833333333333
MAX	0.419642857142857
CAPS	-0.270666666666667
SERPINA12	-0.042
OSBPL8	0.081875
RICS	0.3553
NR4A2	3.72866666666667
PPCS	1.2365
LONP1	-1.48225
SCYL3	0.7545
HERC2P2	-0.515666666666667
FIBCD1	1.1815
C15orf41	-1.1195
DMC1	-2.60166666666667
C20orf27	-1.298
RPS6KA5	0.486
FAHD1	-0.616833333333333
SLC12A4	0.85475
BRCA1	-2.6265
GBL	-1.1255
SLK	0.152333333333333
NUDT9P1	0.437
NOXO1	0.0125
USP52	-0.694
BAZ1B	-0.3495
SLCO2B1	3.725
BBS12	1.466
LRGUK	-0.4995
TERF2IP	0.6375
COL1A1	2.6095
KIAA0090	0.029875
GRK5	1.60133333333333
AP1S2	-0.189
TMEM52	-0.595333333333333
CA11	0.24225
OR4A15	0.513333333333333
ACBD3	0.4424
SPAG11B	0.0795714285714286
PRDM2	1.3381
FOXP3	-0.148
SMYD3	-1.2563
LOC389199	0.3025
LGI2	2.57983333333333
NAPE-PLD	-0.5731
ANKRD6	0.732
WDR45	0.675333333333333
SHROOM1	-0.247
PSCD3	-0.259
PYY	0.2575
KCNC1	-1.0435
ARHGEF9	0.321
OR8J1	0.017
GPR55	-0.472166666666667
NS3BP	-2.212
C10orf22	0.366833333333333
NAT8L	2.55475
DUSP4	0.681833333333333
FOXM1	-4.47016666666667
GRAMD2	1.9705
ZBTB48	-0.3335
BUD31	-1.093
PABPC5	1.5345
CCDC41	-1.326
FBXO11	-0.214416666666667
C6orf148	-1.0275
RFXAP	-0.43025
C6orf15	0.841833333333333
CDK8	-0.957833333333333
C6orf70	0.14875
TESSP2	0.6285
ALG2	0.32175
PPP1R3D	0.25975
TPM3	-0.606833333333333
SYT13	-1.1455
EPB42	2.7215
CETN3	-0.253
PRY	0.0115
NTHL1	-0.869666666666667
POLR2B	0.0005
RPS28	0.0864166666666667
P2RX3	0.50775
LYZL4	0.568333333333333
WBP4	0.7901
PMM1	-0.091
C11orf79	0.13925
CBLL1	-1.1315
IL1F10	1.33316666666667
VAX2	-0.3695
SETDB1	-0.313833333333333
LRAP	-0.562
GCLM	-0.0308333333333333
CPEB3	2.4155
PPM1A	0.7406875
INTS1	-0.64375
CAMTA1	0.658166666666667
SAMSN1	-1.34625
LOC158830	-1.981
GMPPA	-1.156875
AIPL1	0.222333333333333
IL24	-0.1678
BDKRB1	-1.11483333333333
MLF1	0.5079
TAF12	-0.07175
ID1	-1.000625
THADA	-0.476125
PIK3CB	-0.36875
OR4N5	0.9355
TBC1D17	0.0323333333333333
COX8A	-0.778
CDCA4	-1.917
C2orf44	-0.9205
ZNF534	-0.82175
IMMP1L	-0.26425
NIPSNAP3B	1.235375
FTMT	0.822875
PWP2	-0.965333333333333
MMP15	0.1966
DNAH11	-1.63825
MTMR14	-0.414875
DNAL4	0.93875
IPP	-0.38325
TMEM59	1.059875
C1orf157	1.0585
RGS4	-1.1725
DDX18	-0.571333333333333
SNX6	0.3405
ZNHIT2	-0.289166666666667
NCDN	-0.874
FLJ33534	0.37075
RAG1	-1.42075
OR4D10	0.485
PTPN5	0.423333333333333
POMT1	0.3485
LRRC8A	-0.0208
CYP1A1	-1.5075
CAPN1	-0.295166666666667
DDHD2	0.43175
GRIK2	-0.5075
GNRHR	0.66725
PPBP	5.03075
HTR3A	-0.787125
SLITRK4	2.38275
ANKRD49	0.20075
BTF3	0.00659999999999998
SARS	-0.32475
C13orf18	0.567833333333333
CACNB1	-0.349571428571429
QKI	1.38377272727273
SETMAR	0.500375
MAN2B1	0.601666666666667
EML3	-0.419
ACADL	4.93483333333333
OFD1	-0.485125
DEFB114	2.4975
CGA	-4.0658
PEX16	-0.1595
LRRC10	0.445
GNG12	0.4035
C1orf152	-0.228833333333333
CHRM1	0.36
CD53	0.557
DBH	-1.65475
TFAP2B	3.032125
HIST1H2BJ	-2.01816666666667
FAM46D	0.0625
TMEM11	0.4
C3orf32	-2.96975
PCCB	-0.75
IPO13	0.14175
C6orf105	-2.53675
COMMD5	0.2025
SUV420H1	-0.2013
LTBR	0.999
ARHGAP15	-0.962875
HDHD2	0.57425
TDRKH	-0.839333333333333
LOC401052	3.1015
PSG4	-1.5485
GNB4	-0.388
SPATA4	2.509
SLC9A3	-0.183
OSBP	0.437666666666667
NBPF3	-0.106
DOCK11	1.409
SLC39A5	-2.035
PRR5	1.1724
C10orf63	-0.00412499999999997
SMTNL2	-0.26275
ADRA1A	0.962
ASAH1	3.0938
DOM3Z	-0.6754
GIPR	0.418
AHI1	-0.2215
NADSYN1	-0.620666666666667
RGS14	-0.2458
IL18BP	1.4239
RTN4RL1	1.96275
ARMC6	-0.84225
PSMD5	-0.7715
HK3	1.7926
OR4S1	1.8285
RSU1	1.3009
MAD2L1	-4.29022222222222
EIF4A3	-0.9215
DLEC1	1.27183333333333
E4F1	-0.429333333333333
CHMP2B	0.4938
CAMSAP1	-0.61875
RPS21	-0.965
ARID5A	1.1695
UBE2N	-0.1956
IGSF8	0.6145
MAGEB6	-1.877
ACAD11	0.028
MGC4172	0.069
LMO4	0.23325
KLKB1	0.21875
HP	-0.2915
HDAC3	-0.32025
SCHIP1	1.4165
CLCA1	-0.032
OLFML2A	1.6265
C1orf112	-2.233
KIF19	2.21758333333333
HAPLN4	-0.1197
CXCR7	2.976
GOT2	-0.6297
RAB38	-1.365125
DCX	0.375
PPM1H	-0.05425
NFYC	0.226916666666667
KIN	0.1585
ZNF228	1.235
PLSCR4	4.39066666666667
HIG2	-0.46575
FAM79B	4.922
C21orf86	-0.5855
KCNK10	0.45525
ZNF738	-1.09525
FSTL5	-2.2325
OR6A2	-0.538
OTOA	1.8845
EXOC1	0.599375
AHRR	-4.569375
PDAP1	-1.83975
C19orf6	-0.11875
ZAN	0.2275
LY6G6E	0.4085
EIF4E2	-1.04575
C20orf198	-0.39425
ZNF324	0.2575
CYP3A5	-1.42933333333333
