Hybridization REF	TCGA-BH-A18L-11A-42R-A12D-07
ZNF480	-1.09475
MAP3K6	1.0374
MAP6	2.78033333333333
HN1	-1.5779
OR2L13	0.3875
SLC16A11	0.88525
FAM96A	-0.973
APOL1	0.93975
C5orf32	1.139
RTP1	-0.402666666666667
RNF175	0.589375
ZBTB41	0.622875
AHCTF1	0.00299999999999994
SAE2	-0.0427
ITGA2	1.04983333333333
MME	3.02283333333333
CCDC14	-0.99775
MAST4	1.88178571428571
KRT33B	-0.4095
KCTD2	0.187333333333333
WDR26	0.0554166666666667
MFI2	0.52225
NR4A3	3.028375
ARSA	1.782
UNKL	0.398166666666667
SULT6B1	-0.392
CCNA2	-4.44
SOX15	-0.6295
PPAPDC1B	0.195083333333333
C19orf44	0.5935
MCAT	0.587416666666667
ARID1B	0.1495
OR52N1	0.238
C12orf48	-3.622
MAGI1	0.89725
NIPA2	-0.788
GBX2	-2.113
RSHL3	0.756
RAVER1	0.0113333333333333
C15orf17	0.729
SLC30A2	0.40575
ZNF518	-0.63125
PCYT1B	-1.35375
C10orf114	0.1965
EIF3H	-0.06275
SLC25A39	-1.245
KIF1B	0.342375
AMOTL2	2.713
C6orf120	0.815125
PSRC1	-2.64875
PLA2G10	0.14275
KIF5C	0.484375
MRPL37	-1.391
C17orf62	-0.045
C9orf135	-1.25183333333333
DUSP10	1.2299
CLCNKB	-0.0355
PSMA5	-0.756875
C8orf53	0.178
AMPD3	0.3065
PIAS1	-0.41
ADCYAP1R1	-0.107
GYLTL1B	0.07575
CDH20	0.401666666666667
FBXO7	0.088
TMEM134	0.215333333333333
FLJ14213	0.926666666666667
ZNF3	-0.514
LRRFIP1	0.855333333333333
CNOT2	0.351083333333333
ABI3	2.23875
ALDH5A1	-0.041
HNT	3.0147
SERPINA4	-1.078
TK2	1.44081818181818
STMN1	-2.884
GUCA2A	-0.214
GALNT10	-0.191714285714286
DPP6	-0.0130526315789474
C9orf93	-0.074125
PRELID2	-0.732
STK39	0.217875
SFTPA1	-2.427
CKS2	-3.27044444444444
RHO	-0.12175
C20orf135	0.436
XKR3	-2.6365
CR1	1.18025
RPS6KA2	1.44221428571429
C20orf112	0.6085
MRPL22	-0.26075
C4orf23	0.696833333333334
GADD45B	2.71025
KLHDC1	1.996
C2orf48	-2.8655
ZNF287	0.843
DAAM2	1.23525
DPPA2	-3.53
TCTN3	0.0828333333333333
DNAJB11	-0.00699999999999999
FPR1	3.2775
DEFB4	-0.256
PTCD2	-0.9546
SMOC2	5.57616666666667
CABP7	1.48675
SERPINB11	0.16
MAGEF1	-0.13725
NDE1	-0.300833333333333
ITGA10	-0.0165
FSHB	-1.536
ANXA2	1.583625
HORMAD2	0.84
HLCS	-0.091
MCF2L	1.20766666666667
FH	-0.30475
TBC1D24	0.969
KIAA1505	1.7655
LGALS2	-1.553
CNBD1	-0.3405
SYNPO2L	0.7315
PTPN23	-0.260714285714286
C1orf183	0.418166666666667
MAGEA8	-3.12575
DGCR8	-1.379625
GSR	-1.3045
PAQR7	-0.08325
ZNF676	-1.1575
CACNA1C	0.3154
SP7	0.514
PDCD6	-0.606
NRN1L	-0.27
BRI3BP	-0.936916666666667
KIAA1183	1.411
ASB4	-0.04125
CCL23	2.7096
OBSL1	-0.0345
SLC12A7	0.6475
KIAA0240	1.870375
CD1B	-3.28066666666667
FCGR2A	1.507875
MDC1	-1.54225
HTR1A	0.126333333333333
OCEL1	0.16075
ATP11B	-0.514625
FBXO34	-0.0485
PCDH12	3.9335
RPE	-1.0855
C17orf74	0.3565
CSDC2	0.223
PET112L	0.854
TMBIM1	2.01475
P2RXL1	-0.09725
TCHP	-0.73875
TRMT1	-0.963833333333333
F2RL2	-0.890083333333333
LRRC32	3.44833333333333
IMPG2	0.036
BGLAP	-0.42425
LOC493869	-1.16266666666667
MRAS	4.217375
SLC35F5	0.14875
CBWD1	-0.5675
AXL	-1.09825
ATP2C2	0.9635
TELO2	-0.8865
PNPLA3	-2.51425
PCDHB14	1.65225
CD276	0.27825
KRT80	-1.398
DUSP28	-0.338
CSNK1E	0.332666666666667
SRP14	1.004
KCNQ4	-0.0705
KRT72	0.430333333333333
CCDC117	-0.153875
C6orf89	0.490722222222222
TUBB2B	-0.391166666666667
RTN4IP1	-0.75
CR1L	-2.87583333333333
CEND1	0.606125
C12orf41	-0.304333333333333
RNF31	-0.071
UBN1	-0.4345
C17orf32	0.08975
SLC5A7	-0.4565
GPR92	0.6165
ESAM	3.1072
CTNNA1	0.54875
HRBL	0.0587
CBX4	-1.049
TMEM182	0.5025
SH3TC2	-0.0606666666666667
IL10	1.5375
PXMP4	0.036
RNF167	0.0843
PAK7	4.447
ETV3	-0.298
ATPIF1	-0.485
LOC554207	-1.17433333333333
OR8H1	-0.36775
WDFY3	1.00975
DPM1	-0.7595
GPSM1	-0.83
WDR92	0.1563
LRP1	1.4565
ANKH	-0.56675
THUMPD3	-1.42225
POLR1B	-1.565
OLFM4	6.85833333333333
RAD9B	-0.50575
TSPY2	-3.743
PAX6	-1.9015
SCG2	-3.574875
SLC17A6	0.359
FMO3	3.556
PADI4	0.180125
TUBB4	-0.1671
NLK	-1.1745
POU4F3	-0.065
SDF4	0.03775
ITGBL1	1.66383333333333
NETO1	-2.138625
TAP2	0.0282499999999999
ABBA-1	-0.0647500000000001
GNAI1	2.743
VPS4B	0.86375
NOPE	-0.1984
GALNT6	1.72283333333333
SESN1	0.90325
GBE1	-0.083
CLASP1	-0.167
RASGEF1B	1.582125
ACOT11	0.358785714285714
AFAP1	0.446
OR2H2	-0.22075
DPY19L2P1	-0.683
DZIP1	-1.59675
SEC22C	-0.420083333333333
GPR161	-0.270583333333333
RNF146	1.021
WDR74	-1.094625
GALP	-0.5305
PURA	1.8825
DNPEP	0.501666666666667
RP11-78J21.1	-1.1795
ERBB2	1.421625
FANCM	-0.729833333333333
NEO1	0.577833333333333
DDX3Y	-4.3658
RPS3A	0.22875
MXRA7	1.26757142857143
LGALS3	0.6765
GLT8D1	0.015
CFL2	0.356166666666667
UPB1	0.29175
NAP1L5	0.757875
CLDN14	-2.501
DHX38	-0.26075
BTBD1	0.12475
TARS2	-0.388666666666667
ABCF1	-0.3161
FCF1	0.314166666666667
LRRC49	0.10275
GUCY1B2	-1.5845
C1orf177	0.4005
SMARCA4	-0.9555
LRP8	-3.68416666666667
TAGLN3	-1.4105
MRPL14	-0.68875
TTRAP	0.21875
ZDHHC20	-0.1125
NFE2L3	-2.3615
KIAA1377	1.686
PALMD	4.0981
TMEM43	0.64575
TTL	-1.54825
STAT5B	-0.634333333333333
SSB	-0.38525
OR10H5	-0.343
SLC22A13	-0.614
AKAP3	-0.23525
TIMM23	-0.114166666666667
OAS2	2.58175
KIAA0423	0.5365
TRIM11	-0.207
GLIS3	1.004
TMEM50B	0.7795
ARHGEF4	1.21025
DEGS1	0.144454545454545
TBL1XR1	0.9699
G6PD	-2.1155
SP140	0.4321
MUC17	0.108230769230769
NUDC	-0.246
DNAJC5B	0.251333333333333
SCARA3	-0.00333333333333335
CPA3	6.03883333333333
BCAT2	-1.02525
MFN1	-0.7502
NRG3	0.8145
SNX11	0.27225
PLEKHH1	-1.55533333333333
GPR177	0.391666666666667
HCFC2	0.6155
TCAP	-0.51175
MOCOS	-2.3355
C14orf93	-0.26525
PRDM10	-0.310333333333333
SLC16A4	1.07841666666667
SRGAP1	-0.3405
VIP	0.87425
DUSP27	1.04
LILRA1	0.9376
MC2R	0.2485
MGC24103	-1.253
MBTD1	-1.652
FUT11	-0.627
USP33	0.5086
C15orf39	-1.20175
MAP3K12	-0.00262500000000002
PAAF1	-1.31433333333333
BARHL1	-0.314
FLJ16165	-0.9355
PIWIL2	-2.5885
SYNE1	2.05975
CMTM4	-0.48275
TSPYL1	1.1974
GUF1	-1.18483333333333
TMEM157	1.533
WDR44	0.5575
HIST1H3C	0.07025
DKFZp666G057	0.29525
RNPEP	-0.5385
GAS2L2	1.83183333333333
ADH4	-3.06725
GRPR	2.01883333333333
FBXL17	1.451
ZBTB10	0.36575
Gcom1	1.497
HTRA1	2.8896
ZNF585A	0.3865
SLC26A2	0.719
OTOP3	-0.118166666666667
WISP1	-1.21344444444444
ATP2B4	0.63175
FLJ10769	0.78925
CRAMP1L	-0.39175
CHST12	-0.21575
RAB22A	0.45625
TARDBP	-0.0821428571428572
STAU1	-0.219
CRB3	0.770833333333333
MIG7	-0.96975
CHMP1A	-0.308166666666667
ZNF160	0.111
B3GALT6	-0.365625
BARX1	-1.96683333333333
C6orf167	-2.353375
NXNL1	0.3525
DHX29	0.00187499999999999
HADHB	0.33225
PLXNB2	0.67375
ILDR1	-0.218
SLC15A3	2.62675
GAS2	-1.147
C20orf69	-0.28525
NUMB	0.09225
TNIP1	1.19025
MESP1	1.87366666666667
PSKH1	-0.114
NSFL1C	0.095625
RHOG	0.04025
HEY1	-0.999
KNG1	-2.26275
ITGAX	1.2559
LIN9	-1.26116666666667
CANT1	-0.369125
XRN1	0.200714285714286
CCDC96	1.6388
HEATR6	-1.58733333333333
GNG7	1.57358333333333
RUNX2	0.2441875
SOX1	0.818333333333333
FCRL5	0.2371
ZNF99	-0.33575
FAM9A	0.2835
SNX22	-0.132666666666667
MBNL3	-1.4735
ODC1	-1.7565
ADORA2B	-1.68316666666667
NR2F6	0.0555
ZFYVE16	-0.421055555555556
SYNJ2BP	0.8616
POLE	-1.427875
E2F2	-2.20125
THRA	1.62433333333333
PTGES2	-1.18316666666667
HIP1R	0.999166666666667
TMUB1	-0.692166666666667
ENO3	-2.2335
RSPH10B	-0.569
CXorf39	0.211125
IRGC	0.411
GPR109B	3.32925
FLJ13305	-0.6515
LCE3A	-0.716
TNFRSF18	-1.1705
DET1	0.855
TRPM3	0.100833333333333
C16orf79	-1.4735
FECH	-0.447166666666667
RAP2A	0.0253333333333333
CRIP1	1.7205
AZIN1	-0.524125
SLC7A7	2.64225
IL10RA	1.1766
TMEM64	-1.6845
CDC42EP4	1.2736
C16orf58	-0.4681
ARG2	-2.22
POU5F1P4	-4.73325
FAM62B	0.185875
DNAH8	-2.6518
ASH2L	0.202375
TSLP	0.202666666666667
CNTNAP5	0.0508333333333333
TMEM16C	3.528
IFNA14	-0.1985
SLC1A3	2.299125
CABYR	0.54725
BCL7B	0.3807
NUDT13	-0.921666666666667
C13orf28	0.159
C1orf53	-0.493
ARL6IP4	0.3738
RPL35A	0.35125
EMR3	0.257
RAB40C	0.00100000000000002
SLC41A1	-0.184833333333333
LRCH1	-0.40525
LY6G5B	-0.4855
FAM124A	0.540928571428571
MGC10981	-4.356
CLIP3	0.7723
MAP4K2	-0.6325
CHIC1	0.42925
SULF1	1.47066666666667
C20orf30	0.344357142857143
PRDM5	0.263625
ELOVL1	0.09475
C11orf48	-1.087375
SLC39A10	-1.011
KCNV1	-0.2225
ACP1	-0.5705
ZMYM2	0.150375
B3GNT6	-0.2035
C9orf69	0.27925
C2orf15	0.19725
C20orf166	0.423
HSP90AA6P	-0.031
EDG7	-0.3665
NEURL	-1.387875
LPL	6.59483333333333
CLEC2D	-0.714
GRRP1	2.99433333333333
CD8B	-3.3147
HIST1H3D	-2.15033333333333
SLC6A12	0.65825
FAM27L	-0.3135
CD84	1.699
RASA1	-0.5635
PHKG1	1.304
MAGEA11	-2.0655
IMPA1	-0.934
NPM3	-1.83725
RARRES1	5.06425
SH3BP1	-0.114875
B3GNTL1	-0.805
ARPC5L	-0.389
KLHL26	0.045
SIM2	-2.793125
GJC1	0.283
C20orf194	1.1115
EXO1	-4.3775
SLC2A2	-2.888
LOC285074	-0.5635
LRG1	-0.18225
KIRREL	0.586
PIK3R1	2.71542857142857
C4orf34	0.73
MAF	0.540277777777778
ADCY4	4.58716666666667
ZMIZ2	0.3131
SLC46A3	1.64
STAMBP	-0.085
CCDC16	0.491
MS4A12	0.133
TCF20	0.257
LRRC46	0.543
C20orf152	0.3835
MRPS6	-0.232
ABCB11	-0.2855
KCNC2	4.3545
CDH19	0.653
C9orf123	0.6925
SSH3	0.840875
LDLRAD1	-3.12225
CCBE1	0.781
ZNF135	1.168375
TAAR1	0.1285
WFDC12	0.369
CCDC42	-0.0536666666666666
FLJ12529	-0.74225
PER1	1.3535
TIMM50	-0.739166666666667
SMARCAD1	-0.280833333333333
FAM26C	0.164
TP53TG3	-0.3685
SH3RF1	1.1663
LMCD1	2.8525
GPR63	-0.8125
FLJ21986	0.059625
AIFM3	-0.44875
MICAL1	-0.4635
BLZF1	0.507333333333333
IQCA	3.02333333333333
PCDHGC3	-0.8615
SAC	0.29525
BCL6B	3.00866666666667
DDO	0.4585
MARCO	4.6915
DCHS1	1.7925
C1orf170	1.4045
CD200R1	1.721
C22orf15	-0.5145
SEPT11	0.392166666666667
ADNP	-1.01875
UST	0.5934
C13orf34	-1.85183333333333
RFFL	-0.124928571428571
APBA3	-0.533
C2orf60	-0.9285
CUTL1	-0.5556
PMS1	-1.064125
ZNF689	-0.07
EIF3E	-0.47
IL9	-0.0505
RPL31	-0.314375
LY9	0.2375
ATP2B3	-0.23325
KDELR2	-0.0415
TFCP2	0.004875
NLRP12	-0.704625
FLJ45422	-0.14875
TLE4	0.0321
ZNF570	-0.6485
FLJ43806	-0.462
TLK2	-0.671
CIR	1.332
MARS2	-1.141
COL24A1	-0.048
SDF2L1	-0.5595
HIBADH	0.434
IGFBP3	-1.45128571428571
C12orf23	0.706875
PSPC1	-0.0945
C20orf43	0.10625
TRAV20	0.1265
ARHGAP24	1.938125
KIAA1975	-0.50225
C1QA	4.0858
DNTT	-4.93383333333333
C10orf6	-0.418166666666667
C11orf41	-0.730625
HNRPF	-0.165625
COL11A1	1.201
UBAP2	-0.7585
CDKN2AIPNL	-1.6625
C20orf174	2.47975
SPRED2	0.0645
PLA2G12A	-0.536666666666667
ICEBERG	-0.480666666666667
SCN10A	-0.3315
C11orf65	-0.2815
GBP5	3.427
PITPNC1	-0.881166666666667
POU3F3	1.464
NCOA7	1.3695
LIN7C	0.0419
LOC348840	-0.8535
NKX2-2	-3.36225
ANKRD13D	0.214
LOC123688	0.3025
FUT2	0.857166666666667
TAAR8	0.443
FZD4	1.67508333333333
PNMA3	0.0995
OR4L1	-0.696
WIT1	-3.044
EXOC3L	1.50275
ATPBD4	-0.5315
KRBA1	-0.50625
UBXD6	-0.093
HOXB7	0.0755
C7orf23	-0.114
UNQ338	0.89875
STAB2	1.6995
CDC20B	0.06675
IRF9	2.45025
CENTG1	-0.1585
TNPO2	-0.554
MCPH1	0.051375
BMS1P5	-1.17275
SLC26A7	1.307
HIST1H3J	-0.50375
C9orf3	0.5525
LBH	1.190375
MYO1D	0.27775
PTDSS2	-0.2215
NFU1	1.04025
DEPDC4	-1.4275
WNT7B	0.2026
GLP2R	-0.984833333333333
SETD4	-0.494
DYNLT3	-0.2062
FKBP11	-0.962666666666666
SESTD1	1.163
FLII	0.48925
RPS16	-0.2454
CHPF	-0.626833333333333
CSNK2A1	-0.8155
SUMO1P1	-0.58475
FKBP6	-0.651
ZNF214	0.730666666666667
TWIST1	2.15633333333333
DDX56	-0.845166666666667
TRAM1L1	1.5622
EPO	-3.0945
MRPS18B	-0.2545
ZNF682	-0.705166666666667
RPL14	-0.0681666666666667
MAFF	1.9345
LOC51136	-0.141375
LY96	0.84175
DDX20	-0.5605
ABTB1	1.17983333333333
ARL5A	0.3053
CCT6A	-1.77625
HEPACAM	1.45316666666667
EHHADH	0.706833333333333
RBAK	-0.203333333333333
CGB1	0.843
ITGB5	1.1668
YIPF3	-0.62275
FKBP2	0.20475
NR1D1	1.3051
TMEM110	-0.086
NEK2	-4.47783333333333
PRAMEF8	-2.96775
C20orf52	-0.7045
PCDHGA3	-0.3765
VWA3B	-1.03275
NDUFA5	0.050375
THAP9	-0.8365
FLVCR2	-0.729833333333333
AP1S1	-2.332
SMAD6	0.34775
SAV1	1.6045
SAT1	1.3865
ZNF251	0.33025
ADAMTS7	-0.1106
RPP38	-0.3855
C1orf211	-2.893
YPEL2	1.6183
RBMS1	0.8305
ZNF445	-0.1725
NRXN2	0.906333333333333
PGBD4	-0.197625
UGT2B28	0.55125
WBSCR16	-0.2017
NLRC3	-0.05875
ASTL	0.044
ST6GALNAC1	-1.75775
ZADH2	0.340625
MLLT4	0.9285
ARL6	-0.173166666666667
MEF2C	2.13175
CBFA2T3	-1.3755
AFF3	1.28764285714286
COG7	-0.356666666666667
MYB	-0.007
PLXNA3	0.1895
XRCC2	-2.97966666666667
MMS19	-0.483125
ST8SIA5	-1.127875
CHPT1	0.868833333333333
KIAA1712	-1.332125
OR6X1	0.037
ACTR3	-0.601625
UGCG	0.1965
OR4P4	0.3305
ZAP70	-3.11675
LPP	1.676625
ZNF485	-1.43375
PTPRCAP	-0.62625
IL12RB1	0.00650000000000001
ATRX	0.2443
CHST8	1.6755
C14orf109	0.0115
ARV1	-0.164
NMB	3.18171428571429
COX5A	-1.03466666666667
EIF6	-0.9305
MPPED2	1.667
SEMG1	-1.801
CHRDL1	4.296
TRAF3IP2	1.16725
WNK2	0.1945
LILRA4	0.860666666666667
LAMA2	5.554
PXT1	-0.929
RLBP1	-3.6065
CD300C	0.36825
SLTM	-0.000625000000000001
FLJ10404	-0.1268125
APOBEC3D	-2.79766666666667
RENBP	0.355666666666667
ATXN7L1	0.3265
NID1	0.66325
TUBGCP3	-0.681375
ITIH5	4.46738888888889
CCDC110	2.23925
C8A	-2.8255
MGC87042	0.87475
HOXC13	-2.2245
TFDP2	-0.81475
HCP5	1.989875
POLI	0.76125
UCN	-1.35333333333333
ZNF764	-0.157666666666667
C8orf45	0.3535
FHL3	-0.99225
SPATA5L1	-0.646
MMRN2	4.15616666666667
NDST1	1.07616666666667
COL20A1	-0.4065
ZNF248	-0.298333333333333
PELP1	-0.693833333333333
MBL2	-2.5295
RNF41	0.334375
C5orf24	0.408875
THOC5	-0.551125
SERINC3	0.14575
RP11-151A6.2	0.7195
CDCP2	-0.0625
HIST1H2AA	-0.10025
C11orf75	0.945833333333333
FKBP7	0.22975
DDOST	-0.3405
GPNMB	1.96083333333333
TTF2	-2.09616666666667
KCNT1	0.149333333333333
SLC39A14	-1.016125
NGRN	0.8152
GPR137B	1.2305
MECP2	-0.032625
PSMA1	-0.3215
C16orf73	-5.15025
TMEM60	-0.0146666666666667
CSN3	-0.2835
NOS1	0.256
RAB7L1	0.536166666666667
YBX2	-0.0975
KIAA1166	0.29575
FUBP3	-0.752666666666667
ABCG1	1.118
ACACA	-0.7265
ARL11	-0.0377
ATOH1	-0.162
ODF1	0.143666666666667
CREB3L3	-1.1755
TMEM127	1.33578571428571
DSCAML1	0.8425
PLN	3.52516666666667
LYPLA1	-1.13358333333333
PRDM9	-2.0265
SASP	1.245
PLUNC	-0.156166666666667
INTU	0.65475
HISPPD1	-0.50575
LNPEP	0.11
YARS2	-0.8265
APCDD1L	-0.7265
ZCCHC4	-0.3523
FBXO22	-1.54
TTLL13	-0.5175
ZNF669	-0.1985
PTGDR	3.0375
DDX27	-0.2735
KIAA0409	-0.213666666666667
GJB6	0.02575
ASB8	0.757
PLP2	-0.541166666666667
MEPE	0.41625
OR10J5	-0.4205
KRT222P	3.221
COQ7	-0.0185
C1orf101	1.583
RERG	3.1108
CHMP5	0.481625
THAP11	0.295
ZNF43	-0.602666666666667
ZRANB3	-1.15033333333333
KRT13	4.38775
MRPL19	-0.689625
RBBP9	-0.55775
SPATA17	0.164428571428571
BXDC5	-0.271833333333333
PAFAH1B1	-0.602916666666667
MAGEE1	0.20225
OSTF1	0.14375
KIAA0323	-0.197083333333333
TXNDC13	0.278666666666667
CNTN4	2.784
LCE1B	0.146
UNQ501	0.35375
ZNF154	0.329
C3orf64	1.15675
SYT5	0.0896
PON1	0.1375
FLJ10357	1.018
ATP4A	-0.729
GNPDA1	-0.889833333333333
MGAT1	1.6645
C14orf121	0.13375
SLC35B2	-0.412
MIER3	-0.136166666666667
CHEK1	-5.0995
ZNF8	-1.17883333333333
TXNDC1	-0.6925
CKB	-0.4913
RTN3	0.8285
FZD2	-2.13916666666667
PART1	0.7545
PSMB6	-0.339
PCDHB8	-0.836
PHC3	-0.0123
PPP1R8	-0.727
NOVA2	2.26116666666667
TNFRSF11B	-2.761875
GOLPH3	0.328833333333333
UBLCP1	-0.5055
SUHW3	-1.12775
TTLL1	0.654
OPN4	0.001
OR13G1	-0.0045
ZPBP2	-0.1732
HSD17B11	0.091875
C9orf50	-0.345
DHDDS	1.03685714285714
CTSW	0.4559
NEFM	-1.93116666666667
MRPL28	-0.7765
SYN1	0.753166666666667
PIGV	0.137166666666667
ZIM2	0.77025
APBB1	1.10366666666667
SND1	-0.42925
C1orf123	0.007
CHD3	-0.5095
BHLHB8	0.22225
RNASE2	-0.237
BCAP31	0.67575
SLC25A44	0.016
CHD6	0.2355
PIB5PA	1.60753846153846
SELS	0.23375
LOC541471	-0.831125
FAT2	2.811
ZNF81	-1.0715
OR4C16	-0.1165
FLJ10081	0.182
LRRC4	2.0785
CS	-0.531333333333333
N4BP2	-0.444875
IGFBP7	1.98
ZNF318	0.00550000000000002
NDNL2	0.88075
ZNF609	0.086625
SIRT4	0.977
EXOSC10	-0.257
ECE2	-0.227
OVGP1	-0.20625
GTPBP3	-1.0305
PACS2	0.7361
C19orf36	-0.135333333333333
ARL4C	0.8925
ATG4B	-0.46625
UBQLNL	0.99575
RHOXF2B	-4.019
PLEKHG2	-0.81
GALR1	1.219
AQP4	0.609833333333333
HDAC7A	0.886
DCUN1D3	1.61875
OR8A1	-0.641
CCRN4L	0.02925
CBR4	-0.964166666666667
KIFC1	-3.84833333333333
SLC7A14	-1.91866666666667
LHX5	-0.391
TRPC7	-0.455
LPXN	-1.381
SERPINA1	0.11775
RPS13	-0.1323
BPIL3	-1
PRKAA1	-1.08325
FADS2	-0.6985
ENAH	-0.0861875
PRO1768	0.2665
APBA2BP	-0.5275
LIPH	1.904
C3orf33	-0.03525
RCC2	-0.751642857142857
ALDH1A2	-2.232
RNF103	1.6245
AHCY	-1.61675
ALG12	0.4125
CCL17	0.64925
ZNF543	0.8155
ESRRG	2.1604
CNGA1	1.862
RDH5	3.171
OTX1	-0.559
PTGFR	0.0375
CDR2	-0.20525
SELE	7.23575
NLGN2	-0.469
EXOSC9	-0.82625
ZNF566	0.17
KLRC2	-4.106
GPR12	0.336
KIAA0196	-0.151
PDRG1	-0.83925
SSR3	-0.564357142857143
MSI1	-0.4855
CST9	2.5725
CC2D1A	0.215875
PLAGL1	0.946055555555556
ZNF778	-0.383
RNF2	-0.4315
KLF6	2.7785
THBD	2.68033333333333
tcag7.1314	0.94075
NR5A1	-0.0893333333333333
ABCD2	3.374
DNAJC7	-1.666
CLEC4C	-0.437
TM2D3	0.755125
CCDC4	-1.0115
PLAC2	-1.32225
DCD	7.3885
FAAH	1.282625
POLA1	-0.939
TM7SF2	0.206625
FLJ39822	-0.587666666666667
FLOT2	-0.014625
MAP4K1	-1.28716666666667
SRP68	-0.104
C21orf74	0.05
ARPC5	0.237625
LOC126075	1.36075
HECW2	-0.10675
ZDHHC4	-0.32825
ANKRD42	1.2893
PDE9A	0.418
ABCA8	4.5005
NDUFS2	-0.30975
UBR5	-0.6525
BTBD16	-2.10625
LOC554174	0.613
ZNF20	0.197
KIAA1843	0.2615
WDR17	0.232875
C15orf33	-0.065
RNF113A	-0.67525
CAMKK1	-0.0863
CLCN2	-0.79575
ANXA6	0.3095
LOC340069	0.0045
EMID1	0.9105
DPM3	-0.563916666666667
ELA1	0.033
SLC25A13	-1.1355
KRT24	0.339
SMPD1	0.21
TH	-0.33175
COL6A2	1.6155
ANKS1B	0.951
GPR126	-2.1417
ZC3H12A	1.17483333333333
TMEM47	2.04383333333333
C2orf51	0.183166666666667
C1orf88	2.18266666666667
HSF2BP	-1.34525
AKAP10	-0.27525
RPAP3	-0.9845
KLHDC8B	1.249125
STOM	1.4626
MUPCDH	-0.122625
C10orf72	0.08475
PLEKHA3	0.532916666666667
TCP11L1	-0.761
CWF19L1	-0.665
SPEF1	0.917307692307692
YSK4	-0.118
ELN	2.7716
SAMD8	0.4085
MPI	-0.924333333333333
MEPCE	0.1216
ABCC3	-0.346875
NANOGP1	-4.1305
KCNK17	1.76
HLA-DMB	4.172
RRAGA	1.3875
ANGEL1	-0.821
RBM32B	-0.3865
CPN1	-3.19925
MGC52282	0.0572
HLA-A	2.03391666666667
OR9G4	-0.13
EDNRB	0.719625
SCD	0.414571428571429
C14orf80	-1.1705
BAGE2	-0.8565
RABL4	0.975666666666667
RCVRN	-0.4575
SHANK1	-0.116
NLRP7	-4.32575
CD226	0.53675
STAT3	0.688625
SYNJ2	-0.9589
TPCN2	0.0586666666666667
WDR36	-0.979416666666667
MBD4	-0.4695
ROBO1	-0.5979
ST3GAL6	-1.77425
SLAMF8	2.0255
ATN1	0.71
GPR141	0.7215
KRT36	0.0355
TPH1	0.6715
DDX52	0.287
ZSCAN29	-0.2555
TRPT1	-0.441166666666667
DPEP3	0.2005
DENND4A	-0.675375
TSPAN16	-0.556
PTCHD2	-0.3975
LOC145814	-0.063
CAP1	0.0585
EIF5A2	-0.5178
NT5DC3	-0.544375
SEPT9	-1.16975
SEZ6L2	-0.60925
EGFLAM	4.9695
VPS11	0.84625
NDUFB5	-0.1425
CIDEA	4.8995
IER5L	-0.593
N6AMT1	0.00275
FAM83C	-0.64075
OXR1	0.807583333333333
IRX1	2.046
DGKB	-0.453166666666667
GCN5L2	-1.8265
MIR16	0.4545
FBXW9	-0.2885
WDR4	-2.00666666666667
PDC	-0.217
VPS33B	-0.46225
HEXB	0.19775
FLJ32214	0.43325
TCEB3	-0.88375
CRLF1	-1.93675
ABI3BP	3.2155
C8orf22	-3.91875
PYCR1	-1.689125
KIAA1706	1.94475
CDK5R2	0.63425
WAS	-0.267
C12orf60	-1.4095
CCBL2	-0.168625
MADD	0.06175
C5orf34	-2.5545
WDR42A	0.5674
KLF12	-0.2895
HSPA1A	1.73875
ITM2C	-0.13775
DAPK2	2.9255
LOC442590	1.1535
SUMF2	1.375875
CENPA	-4.53007692307692
TMED5	0.063875
CDH6	-0.8327
BRP44	0.688375
THG1L	-1.42275
GABRA2	0.14675
C14orf166	0.048
MYL1	-1.83866666666667
TNFSF18	-0.5525
PAP2D	-2.2688
PPIB	-0.56725
KLHL4	0.012625
SFN	-0.327666666666667
CCDC127	0.3655
FRAP1	-0.381
GOLGA5	0.8435
SDCCAG1	0.286125
MGC21675	-0.189333333333333
C10orf95	-0.91825
KIAA1345	0.350166666666667
C1orf163	-1.031
LACE1	-0.479
OR10K2	-0.356
CENPN	-2.58548
TMED2	-0.000500000000000004
UGT1A6	-0.429
ANG	0.88575
U2AF1	-0.647333333333333
CASC2	0.667333333333333
NMT2	1.7405
OSGEPL1	-0.20325
DFNB31	-0.816
SLC6A20	0.301125
DKC1	-1.34925
FXYD4	-1.8605
WDR64	0.53675
MGC5590	0.1095
CREBZF	-0.407
DAZ1	0.131
PRPSAP1	-0.49525
GCHFR	-0.60325
TTC7A	-0.270125
LOC196993	0.9525
UBD	0.157666666666667
S100A1	0.891125
RPL6	-0.0286666666666667
DNAJB6	0.572
NAGS	0.2817
C2orf58	0.1135
KERA	1.29633333333333
MT1X	-0.2097
UBE2B	1.2182
KEAP1	0.30425
MST1	-2.08125
OMA1	0.413
ABLIM2	1.72825
BCL2L13	-0.288
JAZF1	0.555
TMEM63B	-0.315
S100A8	0.9024
ARFIP2	0.247
UROS	-0.09825
KHDRBS2	-0.3265
POLQ	-4.246875
SOAT1	-1.23325
SPAG4	-2.52275
MRPS30	-0.963166666666667
LOC494141	-0.21975
OR2T11	-0.049
ORAOV1	-0.6423
ZNF184	-0.147333333333333
TCEB3B	0.140333333333333
ADAM21	-0.4135
GDPD1	-0.60625
