Hybridization REF	TCGA-BH-A0BS-01A-11R-A12P-07
MMP17	1.35125
KIF15	-2.64925
CHIA	0.869
CATSPER3	-0.59175
CEACAM7	0.764083333333333
PADI2	2.720375
HOXA9	-0.0426666666666667
LNX2	0.666333333333333
TMEM144	1.606
HIF1AN	0.931
METTL7A	-0.4163
C6orf165	3.96233333333333
KIAA1468	0.19425
DSG3	1.083
ZNF180	0.235
EIF4E3	2.19625
SLC46A1	0.258125
DKK1	-0.681833333333333
ZNF205	1.692
LOC162073	1.62588888888889
COX7A1	4.38775
MAGEA1	-2.8655
NEDD8	0.770333333333333
KLHDC5	-0.263722222222222
C3orf19	1.22783333333333
MRPS2	-0.88825
POLR3H	-0.0180714285714286
ABHD11	2.0394
TMEM17	-0.109
PAIP2B	-1.3497
MAT1A	-1.77425
LGI3	0.289
THUMPD2	-0.2165
TKTL2	0.04175
XAGE3	-1.79383333333333
CALM3	0.32575
C6orf136	0.280833333333333
KCNC4	0.294833333333333
RGS9	1.349
ACIN1	-0.00333333333333333
SPATS1	-0.13875
XKR8	-0.01
FAM84A	0.857416666666667
MS4A7	5.25981818181818
AGXT2L2	-0.622
OR1F1	0.1525
SMAP1L	0.0785
IPO11	-0.244125
ZC3H11A	0.311625
C1orf151	-0.02575
RNASEH2A	-0.909
CCR10	-0.8845
TXNDC11	0.5495
TMEM112	1.192875
MAP1B	-1.88971428571429
NVL	-0.0055
PKM2	-0.96775
ARC	0.273
NUP54	-0.897
PPFIBP2	2.29533333333333
STAT2	1.61425
PTAFR	1.49083333333333
ROBO2	-0.616125
RNF40	0.785833333333333
CCDC135	0.0656666666666667
IFT81	0.0222
MORF4	-1.533
TM7SF3	-0.802
OR10H3	-0.064
ABP1	0.045875
CHRD	0.29175
PLEKHA8	-0.560666666666667
NCALD	1.13933333333333
OR5AK2	0.2295
ACCN1	-0.0181666666666667
SLITRK1	-0.29025
ARMET	-0.40275
C9orf52	1.786
REEP4	-0.81325
MTSS1	0.756125
ADH1B	2.265
DLD	-0.28
CDK5	-0.3985
PPFIA1	-0.247875
WFDC3	0.9855
DNAJB12	0.705142857142857
RANGRF	0.1635
MLANA	-4.262
AMY2B	-0.0585
KIAA0319	-1.971875
RPS7	-0.8985
JAK3	0.0794
ARFGEF1	1.058
CXCL5	0.965416666666667
TRAPPC4	0.36
CETN2	1.125
HSPC111	-0.9905
RHOBTB3	-3.399
PHLPP	-0.121
RGS10	-0.14125
TMEM58	1.4415
CHERP	-0.052
HSP90AB3P	-0.581333333333333
FSTL3	-0.701666666666667
PEX11A	1.96975
OR5V1	0.752
FCN3	1.8825
PTPN3	-0.3935
NPTX1	-4.84775
C21orf84	-1.58225
C11orf51	0.07775
ZBED2	2.3885
FLJ90757	1.55825
NPY2R	0.358
PLD3	0.301
SYT17	3.08616666666667
SGSM2	0.24
OR1A2	-0.04625
FOXP1	0.8705
SLC5A1	0.78025
POFUT1	-0.0276
EPHB6	-2.85633333333333
MYO1G	-1.1325
STAC	-1.8488
KLHL17	-0.309666666666667
RGMA	0.2394
TJP2	-1.7368
FAM114A1	-0.242333333333333
SERINC1	0.421583333333333
SLC9A8	-0.0805
PEX19	0.358125
EDN2	2.074
PSMD7	-1.24144444444444
C3orf41	-2.30225
UQCR	-0.573125
PPP1R3C	0.754
LRP4	-2.08633333333333
TM2D1	-0.71575
TTC17	0.6284375
C4BPB	-4.329375
CCL25	0.37575
ZNF253	-0.291
CHRNA9	-3.58125
SOX11	-1.237375
HIVEP3	0.5835
CGN	3.07366666666667
C3orf35	0.18175
PKD2L1	2.5725
SYVN1	0.0795
PDE8B	-0.535875
LOC439951	1.5075
LTC4S	1.50033333333333
MIF4GD	-0.1935
SMARCA2	1.7201875
TUBGCP6	-0.342
CABLES1	-0.601875
C16orf77	1.01616666666667
ZNF791	0.47925
FUT5	-0.429
ADH6	-2.64033333333333
P4HB	0.02725
CLDND2	-1.52975
ALKBH8	0.9285
PLAC4	-0.954
F11R	0.660214285714286
MGC35295	1.51466666666667
PDZD4	-0.1285
LOC389073	-0.51075
FAM80B	0.308333333333333
PSMB1	-1.027
TXN	-1.986
VIPR1	1.3341
WBSCR18	1.1213
EXOSC6	-0.7395
ACTA2	3.679
SP5	-1.25633333333333
ANKRD1	-2.22775
DDR1	2.7998
ATP6V1D	0.975
PTGS1	-1.82208333333333
RNF157	-1.52775
DCC	0.35075
SPAG7	0.22375
FBXO18	-0.056
UBE3C	-0.9159
HOXC6	1.018
LRP2BP	-0.11
MYST2	0.268
PDSS2	-0.13375
ATE1	0.31375
ARAF	-0.17575
KLF10	-0.67925
PLA2G2E	0.28975
ASCL1	-0.880666666666667
TSNAXIP1	2.39725
FAM131B	-0.15125
IFNA10	0.828
NUP43	-1.246375
FAM44B	-0.9185
L1TD1	-4.03233333333333
NMD3	-1.16816666666667
C18orf54	-2.338
PHOSPHO1	0.1195
RAG2	-1.575
EMILIN3	0.2885
METTL3	0.0995
VPS13C	-0.5145
REXO2	-0.75375
ANXA4	0.15275
CA1	-1.01
DCP1B	0.73775
TULP3	-1.51116666666667
ATP2A2	-0.36
ATIC	0.3195
ADAM15	0.49675
NPL	0.772833333333333
LGR4	-1.30375
UEVLD	1.26066666666667
GAB1	1.6335
SNAI2	-0.692
ZGPAT	0.5077
SNF1LK	0.27625
DLEU1	-1.412
UBE2Q1	0.308875
ZMYM6	-0.214
JPH3	-1.57833333333333
FAM38A	-0.63925
PXK	1.126
DENND2D	3.10325
BAX	-0.251333333333334
CP	1.24018181818182
RPL37	-0.8036
G6PC3	0.869125
NCOA4	-1.19283333333333
LRRC14	-0.506375
GORASP1	0.80075
FCHO2	0.320125
CYP24A1	-2.6822
FXYD3	1.765125
SMARCAL1	0.46475
ABCB8	0.666
CCDC44	0.6465
PRDM7	-3.086
USH1C	-0.99325
DNAH5	-0.283833333333333
SRF	0.2415
MAL2	1.98483333333333
PGPEP1	-0.0331666666666667
SIN3B	-0.62025
SEMA3C	0.737833333333333
GRAMD3	1.45425
FBXO10	-0.076375
OR5D13	-1.1505
FLJ31818	0.02225
CACNA1I	0.922875
S100A13	1.064
TP63	1.80728571428571
ANXA11	0.5595
WDR66	1.397375
CSF2RB	0.16
IFI44	2.40225
DACT1	1.57583333333333
ANKRD23	-1.4335
ATP5G1	-0.079
C21orf70	-0.276666666666667
PPWD1	-1.6105
DNAJC13	0.36725
PAH	-5.54
PTCH2	0.62175
TRMU	-1.39225
CCDC9	0.987
USP3	-0.9581
DCLRE1C	-0.2209
FAM55C	0.65925
FRMD4B	1.178
CYP2R1	0.2005
RFPL1	0.0683
XPO5	-0.01075
ARL6IP2	0.064
OSBPL5	2.33975
MMP9	3.33627272727273
KIAA0802	-0.9555
DHRS2	-0.525
SGEF	2.5145
TXNDC10	-0.9731
EXOC6	-0.451
RPS27	0.9285
PNCK	0.171
FSTL1	-0.6875
AACS	0.477
SLMAP	0.591166666666667
SAMD4A	-0.4908
ABRA	-0.16775
SMARCD3	-0.593
PKNOX2	1.54516666666667
A4GNT	0.2785
C9orf39	-1.97783333333333
RALYL	0.26525
MGC33556	-2.384
C10orf25	-0.8965
BBOX1	4.34075
NHEDC1	-0.30925
XDH	-0.87
GCSH	-1.117
EDN1	1.54183333333333
MTERF	0.176
CLK4	-0.486
ZNF799	0.999833333333333
KCNG1	-2.05275
CXCR4	0.500166666666667
PTPRR	-3.56325
IRAK1	-1.0865
LOC401397	0.3445
TMSB10	0.499285714285714
CXCL3	-3.2185
TMC4	2.802
OR7A10	0.7925
STYK1	1.31225
CHRNA10	-0.515
CCNI	0.312
EP300	0.299142857142857
LOC165186	-0.384666666666667
HIC2	-3.197
SDR-O	-0.3575
OR2W1	0.4985
KCNA6	-0.4125
TRIM74	-1.62625
REEP6	2.549
ATP5G2	0.4505
ERG	0.306
TMEM42	1.09625
PARN	1.263
SOD2	-0.5319375
DIRAS1	0.121833333333333
PNPT1	-0.522
JOSD3	-1.31
hCG_40738	-0.357
PDE1C	-2.10875
SEMA4D	0.13325
AGPAT1	0.640833333333333
NOSTRIN	0.78675
MAP3K3	-0.553333333333333
MAX	1.52778571428571
CAPS	0.440166666666667
SERPINA12	0.065
OSBPL8	-0.551125
RICS	1.5109
NR4A2	-1.34983333333333
PPCS	1.11166666666667
LONP1	-0.93575
SCYL3	1.58225
HERC2P2	-1.60266666666667
FIBCD1	-0.5305
C15orf41	-0.44325
DMC1	-2.0855
C20orf27	-0.716
RPS6KA5	-0.1476
FAHD1	0.5015
SLC12A4	-0.52
BRCA1	-1.82583333333333
GBL	-0.06125
SLK	0.0266666666666667
NUDT9P1	-1.834
NOXO1	2.165
USP52	-0.829
BAZ1B	0.453625
SLCO2B1	1.53575
BBS12	0.792666666666667
LRGUK	-0.175833333333333
TERF2IP	-0.00775
COL1A1	4.668
KIAA0090	-0.426125
GRK5	-0.925833333333333
AP1S2	-2.3397
TMEM52	-0.382
CA11	-0.935875
OR4A15	0.453333333333333
ACBD3	0.6607
SPAG11B	0.177125
PRDM2	0.1151
FOXP3	0.3945
SMYD3	-0.6933
LOC389199	1.366
LGI2	1.09166666666667
NAPE-PLD	-0.0108
ANKRD6	0.0085
WDR45	0.484666666666667
SHROOM1	-0.85125
PSCD3	-0.0615
PYY	1.1305
KCNC1	-0.5505
ARHGEF9	1.1156
OR8J1	0.59425
GPR55	0.129333333333333
NS3BP	-1.1855
C10orf22	0.210333333333333
NAT8L	-1.683
DUSP4	-0.605166666666667
FOXM1	-2.16433333333333
GRAMD2	2.1903
ZBTB48	0.0116666666666667
BUD31	-0.301
PABPC5	0.0535
CCDC41	0.26575
FBXO11	0.000749999999999996
C6orf148	-0.45225
RFXAP	-1.28025
C6orf15	1.33716666666667
CDK8	-0.311166666666667
C6orf70	0.003
TESSP2	-0.039
ALG2	-0.03825
PPP1R3D	1.152
TPM3	-0.368055555555556
SYT13	0.724
EPB42	-0.523166666666667
CETN3	-0.81325
PRY	0.3465
NTHL1	0.321166666666667
POLR2B	-0.5085
RPS28	-0.0360833333333333
P2RX3	0.46825
LYZL4	-0.45575
WBP4	0.4377
PMM1	-0.9495
C11orf79	0.394
CBLL1	-0.364
IL1F10	1.297
VAX2	-0.2645
SETDB1	0.701666666666667
LRAP	-2.862
GCLM	-1.62766666666667
CPEB3	2.364
PPM1A	0.81125
INTS1	-0.41575
CAMTA1	-0.75825
SAMSN1	-2.27075
LOC158830	-1.88566666666667
GMPPA	0.062
AIPL1	-0.3735
IL24	-0.0283333333333333
BDKRB1	-2.31916666666667
MLF1	0.6267
TAF12	-0.486
ID1	-2.9275
THADA	0.13225
PIK3CB	-0.303
OR4N5	1.428
TBC1D17	-0.2755
COX8A	-0.104
CDCA4	-0.7565
C2orf44	-0.42975
ZNF534	-0.40475
IMMP1L	0.52525
NIPSNAP3B	0.060125
FTMT	0.360375
PWP2	-0.314
MMP15	-0.3864
DNAH11	-1.1775
MTMR14	-0.076625
DNAL4	0.47975
IPP	-0.3005
TMEM59	0.33725
C1orf157	1.233
RGS4	0.148666666666667
DDX18	-0.214666666666667
SNX6	0.2485
ZNHIT2	1.426
NCDN	-0.4095
FLJ33534	0.36125
RAG1	-2.039125
OR4D10	0.5475
PTPN5	0.135
POMT1	-0.189
LRRC8A	-0.6036
CYP1A1	-1.16625
CAPN1	0.299333333333333
DDHD2	0.285375
GRIK2	-0.26
GNRHR	-0.35225
PPBP	-0.30325
HTR3A	-0.63725
SLITRK4	2.51775
ANKRD49	0.47
BTF3	-0.9373
SARS	-0.10475
C13orf18	-0.2785
CACNB1	-0.293285714285714
QKI	0.385863636363636
SETMAR	0.713875
MAN2B1	1.4245
EML3	-0.713
ACADL	-0.685666666666667
OFD1	-0.038
DEFB114	0.301
CGA	-3.4084
PEX16	0.547166666666667
LRRC10	-0.428
GNG12	-0.4975
C1orf152	0.213166666666667
CHRM1	0.552
CD53	-0.54
DBH	-0.7055
TFAP2B	4.55925
HIST1H2BJ	0.446666666666667
FAM46D	0.405
TMEM11	0.73825
C3orf32	-3.454
PCCB	0.315
IPO13	0.56425
C6orf105	-2.91425
COMMD5	1.447
SUV420H1	0.2202
LTBR	0.3405
ARHGAP15	-1.334
HDHD2	-0.2835
TDRKH	0.7085
LOC401052	2.445
PSG4	-0.4725
GNB4	-1.762
SPATA4	2.4905
SLC9A3	-0.553
OSBP	1.19816666666667
NBPF3	-0.0975
DOCK11	-0.7245
SLC39A5	-0.943833333333333
PRR5	1.2348
C10orf63	1.80275
SMTNL2	-1.83425
ADRA1A	0.715
ASAH1	-0.2713
DOM3Z	0.3972
GIPR	0.674666666666667
AHI1	-1.63766666666667
NADSYN1	0.755833333333333
RGS14	-0.2907
IL18BP	1.2251
RTN4RL1	2.65366666666667
ARMC6	-0.344
PSMD5	-0.307666666666667
HK3	0.6506
OR4S1	1.121
RSU1	0.6238
MAD2L1	-3.89233333333333
EIF4A3	0.5625
DLEC1	0.136333333333333
E4F1	0.993166666666667
CHMP2B	0.7226
CAMSAP1	-0.63675
RPS21	-0.765
ARID5A	-0.364
UBE2N	-0.1518
IGSF8	1.25483333333333
MAGEB6	-1.0825
ACAD11	-0.5689
MGC4172	-0.00525
LMO4	0.77
KLKB1	-0.2295
HP	-0.957
HDAC3	-0.75475
SCHIP1	-1.08475
CLCA1	0.223
OLFML2A	0.312875
C1orf112	-1.18875
KIF19	1.50316666666667
HAPLN4	-0.0917
CXCR7	-0.9605
GOT2	0.2401
RAB38	-1.415375
DCX	-1.0565
PPM1H	1.23341666666667
NFYC	0.811333333333333
KIN	0.624125
ZNF228	0.03575
PLSCR4	1.28433333333333
HIG2	0.73325
FAM79B	4.076
C21orf86	-0.1778
KCNK10	-0.12425
ZNF738	-1.031125
FSTL5	-1.08866666666667
OR6A2	0.7335
OTOA	0.3625
EXOC1	0.391125
AHRR	-3.577375
PDAP1	-1.10075
C19orf6	-0.588
ZAN	0.35225
LY6G6E	0.368
EIF4E2	-0.34575
C20orf198	0.28075
ZNF324	1.1275
CYP3A5	-3.436
ENTPD7	1.41716666666667
MBOAT5	0.407
GJB5	-0.644
TTC13	-0.15575
S100Z	-1.19383333333333
KIAA0664	0.522166666666667
PDGFRB	1.26725
IL17D	-0.866
OR56B4	0.4565
RDX	-1.73033333333333
SLC34A3	1.019
IL28B	1.0895
JUND	1.087
CHRNB1	1.116375
CAMK2B	-0.4035
FETUB	-1.22425
CXorf23	1.87525
MRTO4	-1.211875
TTC3	0.8872
NDUFB8	0.008
EDG2	-1.901
SEMA3G	1.36475
IL23A	-1.898
GRHL1	1.1045
LOC441054	-1.5955
WDR65	0.963142857142857
PSTK	-0.74675
STOML3	0.704333333333333
R3HDM2	-0.156
C5	-1.35625
SLC2A10	0.714166666666667
C3orf22	0.67825
PAQR3	-2.26892307692308
ANKRD26	0.280916666666667
HCRTR1	0.306
LOC399947	-0.71175
PSD2	-1.21825
TIGD2	0.0841666666666667
SCRN1	-0.9915
COQ10A	-1.38425
DDI2	0.0635
METTL7B	0.4825
UCN2	0.948
FAM92A3	-0.708
WDR16	1.527
ZNF511	-0.157333333333333
ZMYM5	0.2945
POLR3G	-2.678
ZNF586	-0.22625
C1orf49	0.844
TANK	0.0505
RCAN1	1.3275
PELI3	1.56466666666667
LIMD2	-0.13375
TMEM189	-0.8185
NTN4	0.50375
LOC151300	-0.057
CLEC2A	-0.935
GPR135	-0.23675
DPYSL4	-2.2504
JAK2	2.09433333333333
TSHZ1	1.32333333333333
TM9SF4	-0.000875000000000008
ZNF264	0.542666666666667
SIRPG	1.603625
BICD1	-1.44
HERC6	2.285
METTL5	-0.977
CASP1	0.939
PRRT1	0.393166666666667
PLA2G4C	2.44666666666667
ICA1L	-0.693857142857143
TPTE2	-0.454
OTUD7A	1.3605
AQP11	-0.173
APOA2	-3.6843
KALRN	-1.1663
SECTM1	0.90925
IFNAR1	0.03775
TALDO1	0.127125
RAB11FIP4	0.328916666666667
EIF5A	-0.7325
FAM49A	1.38425
NEGR1	0.233833333333333
YTHDC2	-0.295
EHD2	0.133125
NCF1	1.5244
SCRT2	1.5135
HOXA5	-0.806833333333333
NUP133	0.262
FGF12	-0.750375
SLMO2	-0.79075
SNTA1	0.92775
CACNG2	-0.250625
GCM1	0.592625
ELF1	0.289833333333333
TLR5	3.56725
TCFL5	-0.25775
RBMY2FP	-0.039
LOC100125556	1.146875
FAM129B	0.33725
MAP3K7IP1	-0.117125
NCK2	-0.0105
OXA1L	0.2425
FMO9P	0.2605
ZSCAN12	0.41775
PSMD12	-0.89175
HSCB	-0.85925
CLDN10	-2.391
MGC13053	-0.7575
HPCAL4	-0.7415
ASZ1	-0.917
MEX3D	-0.0088333333333333
NFAT5	-0.8516
CSPG4LYP1	-0.111666666666667
FBXO3	0.4798
DVL1	-0.798333333333333
CMKLR1	1.40633333333333
TYMS	-4.68525
PEF1	0.45925
ZNF750	0.358333333333333
MCM5	-1.1604
MEGF11	-1.02625
KCNK7	0.1105
PTP4A3	-0.1705
C1QTNF2	-1.10383333333333
OR6S1	0.4155
FAM122B	-0.88675
ZNF551	-0.44775
HBQ1	-1.8915
GEMIN6	0.11325
ARSK	-0.8205
RBP7	2.24033333333333
CPNE9	0.414
DSC1	2.683
LOC730112	-0.35025
MAP2K4	1.029625
HS3ST5	-1.6325
EPB41L3	0.08925
TEKT2	1.51425
CDKN2B	0.299833333333333
ZNF480	-0.54975
MAP3K6	0.1959
MAP6	1.665
HN1	0.3073
OR2L13	0.3705
SLC16A11	0.5085
FAM96A	-1.26675
APOL1	0.3795
C5orf32	-1.0805
RTP1	-0.527333333333333
RNF175	-0.6845
ZBTB41	1.51575
AHCTF1	-0.0509
SAE2	-0.4924
ITGA2	-0.90075
MME	-1.44466666666667
CCDC14	-1.607
MAST4	0.289214285714286
KRT33B	-0.2115
KCTD2	0.0856666666666667
WDR26	0.441833333333333
MFI2	-0.37875
NR4A3	-0.267
ARSA	1.83425
UNKL	-0.653666666666667
SULT6B1	0.5285
CCNA2	-2.949
SOX15	-0.215
PPAPDC1B	0.698083333333333
C19orf44	0.962
MCAT	0.687833333333333
ARID1B	0.175625
OR52N1	1.263
C12orf48	-2.076
MAGI1	0.3285
NIPA2	-1.61875
GBX2	-1.464
RSHL3	0.791375
RAVER1	0.700333333333333
C15orf17	-1.1705
SLC30A2	0.81575
ZNF518	0.046
PCYT1B	-1.131
C10orf114	-1.396
EIF3H	-0.180583333333333
SLC25A39	0.139166666666667
KIF1B	-1.44575
AMOTL2	1.283
C6orf120	0.3265
PSRC1	-0.549
PLA2G10	1.658375
KIF5C	-0.174375
MRPL37	-1.128
C17orf62	0.844833333333333
C9orf135	-1.28866666666667
DUSP10	0.1595
CLCNKB	0.2825
PSMA5	0.43925
C8orf53	1.04825
AMPD3	-0.526666666666667
PIAS1	-0.52825
ADCYAP1R1	0.27
GYLTL1B	1.253
CDH20	0.305333333333333
FBXO7	-0.67325
TMEM134	1.30766666666667
FLJ14213	0.416
ZNF3	0.2085
LRRFIP1	0.0376249999999999
CNOT2	0.649
ABI3	1.81875
ALDH5A1	0.0599166666666667
HNT	2.4283
SERPINA4	-2.34125
TK2	0.513
STMN1	-1.88177777777778
GUCA2A	0.106333333333333
GALNT10	1.4595
DPP6	-0.8415
C9orf93	0.738125
PRELID2	-1.861625
STK39	-0.120875
SFTPA1	-1.34725
CKS2	-1.55733333333333
RHO	0.24075
C20orf135	0.3805
XKR3	-2.5895
CR1	0.05425
RPS6KA2	0.479071428571428
C20orf112	0.30975
MRPL22	-0.685
C4orf23	0.803
GADD45B	0.92475
KLHDC1	1.95966666666667
C2orf48	-1.9205
ZNF287	1.99
DAAM2	-1.70525
DPPA2	-2.726
TCTN3	0.191833333333333
DNAJB11	-0.068
FPR1	3.22925
DEFB4	0.355
PTCD2	-0.8504
SMOC2	4.18983333333333
CABP7	1.15425
SERPINB11	-0.07725
MAGEF1	0.70375
NDE1	0.3785
ITGA10	0.5465
FSHB	0.079
ANXA2	0.47575
HORMAD2	0.01675
HLCS	0.85275
MCF2L	1.51
FH	-0.15225
TBC1D24	1.565
KIAA1505	1.29075
LGALS2	-0.13775
CNBD1	-0.123
SYNPO2L	3.9665
PTPN23	0.519285714285714
C1orf183	-0.7735
MAGEA8	-2.39025
DGCR8	-1.43575
GSR	0.80925
PAQR7	0.38325
ZNF676	-0.85175
CACNA1C	0.6544
SP7	0.357
PDCD6	-0.50575
NRN1L	-1.5445
BRI3BP	-0.331166666666667
KIAA1183	0.68225
ASB4	-0.18425
CCL23	0.8494
OBSL1	0.15525
SLC12A7	-0.808083333333334
KIAA0240	2.176
CD1B	-2.70783333333333
FCGR2A	0.78525
MDC1	-0.7145
HTR1A	0.481333333333333
OCEL1	1.2465
ATP11B	-0.3618125
FBXO34	0.792
PCDH12	3.03483333333333
RPE	-0.239
C17orf74	-0.1405
CSDC2	0.825833333333333
PET112L	1.126
TMBIM1	-0.377
P2RXL1	-0.37875
TCHP	-0.258
TRMT1	-0.451
F2RL2	1.11583333333333
LRRC32	2.99166666666667
IMPG2	0.504
BGLAP	1.02075
LOC493869	-1.22816666666667
MRAS	1.25025
SLC35F5	0.577
CBWD1	0.737
AXL	-1.803375
ATP2C2	1.87225
TELO2	0.291
PNPLA3	-2.3205
PCDHB14	1.10975
CD276	-0.19125
KRT80	-1.931875
DUSP28	-0.4765
CSNK1E	-1.42591666666667
SRP14	0.194
KCNQ4	0.3275
KRT72	-0.0596666666666667
CCDC117	-0.602
C6orf89	0.6095
TUBB2B	-2.47416666666667
RTN4IP1	-0.95075
CR1L	-3.24366666666667
CEND1	0.4565
C12orf41	-0.640333333333333
RNF31	1.24425
UBN1	0.59
C17orf32	0.928875
SLC5A7	-0.05475
GPR92	0.578333333333333
ESAM	1.8693
CTNNA1	0.0225833333333333
HRBL	0.6339
CBX4	0.5415
TMEM182	0.45325
SH3TC2	-0.267
IL10	0.435166666666667
PXMP4	2.17
RNF167	0.4716
PAK7	1.11133333333333
ETV3	-0.1095
ATPIF1	-0.597833333333333
LOC554207	-1.587
OR8H1	0.4925
WDFY3	0.664875
DPM1	-1.036
GPSM1	-0.4105
WDR92	0.3096
LRP1	0.612333333333333
ANKH	-1.590875
THUMPD3	-0.63825
POLR1B	-0.15925
OLFM4	3.04466666666667
RAD9B	-0.03725
TSPY2	-3.0135
PAX6	-1.60683333333333
SCG2	-2.924375
SLC17A6	-0.24575
FMO3	2.545
PADI4	-0.1025
TUBB4	-0.8665
NLK	-0.131
POU4F3	-0.459
SDF4	-0.522
ITGBL1	2.8075
NETO1	-1.619
TAP2	0.520375
ABBA-1	-0.1235
GNAI1	-1.55975
VPS4B	0.01175
NOPE	-0.2688
GALNT6	2.80566666666667
SESN1	-0.6495
GBE1	-2.38188888888889
CLASP1	0.219
RASGEF1B	0.91675
ACOT11	-0.764357142857143
AFAP1	0.88925
OR2H2	0.32025
DPY19L2P1	-0.74325
DZIP1	-2.48525
SEC22C	0.166166666666667
GPR161	-0.07275
RNF146	0.0105
WDR74	0.184
GALP	-0.332
PURA	0.5235
DNPEP	0.787833333333333
RP11-78J21.1	-1.4205
ERBB2	3.23075
FANCM	0.118833333333333
NEO1	0.771166666666667
DDX3Y	-4.7423
RPS3A	-0.46575
MXRA7	-0.323571428571429
LGALS3	0.683666666666667
GLT8D1	0.4025
CFL2	-2.5265
UPB1	0.1635
NAP1L5	-0.4305
CLDN14	-0.61825
DHX38	-0.7715
BTBD1	-1.44625
TARS2	1.17883333333333
ABCF1	0.7084
FCF1	0.763
LRRC49	-0.23175
GUCY1B2	-1.975
C1orf177	0.226833333333333
SMARCA4	-0.273571428571429
LRP8	-4.23733333333333
TAGLN3	0.695
MRPL14	0.487
TTRAP	-0.412
ZDHHC20	0.91075
NFE2L3	-0.98
KIAA1377	-0.812625
PALMD	0.3526
TMEM43	0.077
TTL	-1.67525
STAT5B	-0.875666666666667
SSB	-0.65025
OR10H5	0.5885
SLC22A13	-0.869
AKAP3	-0.23475
TIMM23	0.118833333333333
OAS2	3.77566666666667
KIAA0423	1.029
TRIM11	1.195
GLIS3	1.306625
TMEM50B	1.379
ARHGEF4	-1.383875
DEGS1	-0.908636363636364
TBL1XR1	0.9226
G6PD	-1.23575
SP140	1.1108
MUC17	-0.0445
NUDC	-0.3012
DNAJC5B	2.04716666666667
SCARA3	-1.2145
CPA3	5.4145
BCAT2	0.523
MFN1	-0.2833
NRG3	0.1665
SNX11	0.201
PLEKHH1	-0.154
GPR177	-1.011
HCFC2	-0.04425
TCAP	-0.392
MOCOS	-1.51325
C14orf93	0.57575
PRDM10	-0.438666666666667
SLC16A4	0.111333333333333
SRGAP1	-0.0388333333333333
VIP	0.05525
DUSP27	-0.109166666666667
LILRA1	0.4746
MC2R	0.5245
MGC24103	-1.77375
MBTD1	-1.6345
FUT11	-0.574833333333333
USP33	0.0121
C15orf39	-1.48675
MAP3K12	0.097625
PAAF1	0.267166666666667
BARHL1	0.2175
FLJ16165	-0.356
PIWIL2	-3.22175
SYNE1	-0.170916666666667
CMTM4	-0.71425
TSPYL1	0.0218
GUF1	-0.774833333333333
TMEM157	0.8485
WDR44	0.322
HIST1H3C	0.13375
DKFZp666G057	0.06875
RNPEP	-0.553
GAS2L2	0.781333333333333
ADH4	-3.925
GRPR	2.28433333333333
FBXL17	1.5335
ZBTB10	-0.903333333333333
Gcom1	-0.00366666666666669
HTRA1	1.7874
ZNF585A	0.276
SLC26A2	-0.929928571428571
OTOP3	0.173
WISP1	3.10044444444444
ATP2B4	-0.643166666666667
FLJ10769	1.69475
CRAMP1L	0.161
CHST12	0.3055
RAB22A	0.35475
TARDBP	-0.518285714285714
STAU1	-0.2155
CRB3	2.15983333333333
MIG7	1.68225
CHMP1A	-0.219333333333333
ZNF160	0.593
B3GALT6	-0.371125
BARX1	-1.7855
C6orf167	-2.3055625
NXNL1	0.7915
DHX29	0.333625
HADHB	0.397
PLXNB2	0.855375
ILDR1	-1.17975
SLC15A3	3.11275
GAS2	-1.47333333333333
C20orf69	-0.6045
NUMB	0.55025
TNIP1	-0.538125
MESP1	1.25166666666667
PSKH1	-0.41225
NSFL1C	0.076125
RHOG	0.76925
HEY1	-2.89166666666667
KNG1	-1.631125
ITGAX	1.1487
LIN9	-1.07516666666667
CANT1	1.1695
XRN1	0.627214285714286
CCDC96	1.4549
HEATR6	-0.571166666666667
GNG7	0.725333333333333
RUNX2	1.037
SOX1	0.418333333333333
FCRL5	0.3864
ZNF99	-0.3445
FAM9A	-0.43
SNX22	0.45
MBNL3	-1.2405
ODC1	-3.8155
ADORA2B	-2.21
NR2F6	0.69275
ZFYVE16	-0.753555555555556
SYNJ2BP	1.0015
POLE	-0.764875
E2F2	-1.372125
THRA	-0.2625
PTGES2	-1.07383333333333
HIP1R	0.360833333333333
TMUB1	-0.0703333333333333
ENO3	-2.02775
RSPH10B	-0.3755
CXorf39	1.003375
IRGC	0.54975
GPR109B	-0.39475
FLJ13305	-1.263
LCE3A	-0.057
TNFRSF18	-0.853
DET1	-0.04775
TRPM3	-0.249833333333333
C16orf79	-0.786
FECH	0.023
RAP2A	-0.267
CRIP1	1.64783333333333
AZIN1	0.01425
SLC7A7	2.7115
IL10RA	0.3328
TMEM64	-3.1315
CDC42EP4	1.1514
C16orf58	0.8247
ARG2	-2
POU5F1P4	-4.37
FAM62B	-0.179625
DNAH8	-0.8473
ASH2L	0.439125
TSLP	-2.75233333333333
CNTNAP5	-0.355333333333333
TMEM16C	4.7005
IFNA14	-0.1735
SLC1A3	0.526125
CABYR	0.02225
BCL7B	-0.3691
NUDT13	-1.222
C13orf28	0.5725
C1orf53	-0.43775
ARL6IP4	0.3744
RPL35A	-0.408
EMR3	0.15325
RAB40C	1.25558333333333
SLC41A1	-0.873833333333333
LRCH1	-0.1115
LY6G5B	-0.822
FAM124A	-0.533714285714286
