Hybridization REF	TCGA-AR-A1AP-01A-11R-A12P-07
C20orf144	0.076
FGFR1OP2	-0.4055
SLC9A1	0.6115
CHRND	-0.032
FOXF1	-2.984
KIAA1467	0.89475
TPO	1.07816666666667
LTF	3.41907142857143
DNAJB9	0.409
MRPS27	-0.87475
bA16L21.2.1	-0.567
WBP2	0.735166666666667
MRGPRX3	-1.467
PRPF18	0.945
C10orf58	1.66325
SMOC1	-2.5449
ADAT3	0.293666666666667
TMEM138	-0.06975
TMEM131	-0.29925
TIMM8B	-0.3265
MYH7	-0.422833333333333
ST6GAL2	0.71325
KIF1C	0.5315
SUHW2	-1.7895
PAPSS1	0.74275
CABP2	0.023
HOXA4	-1.388
ELF2	-0.14875
SEMA3D	0.4069
MC5R	0.1565
OGFR	0.17
FLJ30092	0.244833333333333
TGFA	0.3566
MMP17	-0.622
KIF15	-1.8505
CHIA	0.194
CATSPER3	0.952
CEACAM7	2.01633333333333
PADI2	2.141875
HOXA9	0.460833333333333
LNX2	2.08833333333333
TMEM144	3.4305
HIF1AN	1.2805
METTL7A	-0.7825
C6orf165	4.62166666666667
KIAA1468	0.34125
DSG3	0.1395
ZNF180	0.4085
EIF4E3	1.43975
SLC46A1	0.353
DKK1	2.14283333333333
ZNF205	0.590166666666667
LOC162073	1.122
COX7A1	4.20975
MAGEA1	0.713666666666667
NEDD8	0.270333333333333
KLHDC5	0.566111111111111
C3orf19	-0.0545
MRPS2	-1.8825
POLR3H	0.0097857142857143
ABHD11	2.1845
TMEM17	1.296
PAIP2B	-0.8656
MAT1A	-0.75225
LGI3	-0.033
THUMPD2	0.6135
TKTL2	-0.411
XAGE3	-2.7085
CALM3	0.48075
C6orf136	-1.11766666666667
KCNC4	1.113
RGS9	-0.230666666666667
ACIN1	-1.157
SPATS1	-0.5515
XKR8	-0.343
FAM84A	1.45758333333333
MS4A7	5.27118181818182
AGXT2L2	0.353
OR1F1	0.6325
SMAP1L	-0.5195
IPO11	0.04325
ZC3H11A	-0.028375
C1orf151	0.143375
RNASEH2A	-1.956
CCR10	-1.4335
TXNDC11	0.21975
TMEM112	0.787875
MAP1B	-0.568928571428572
NVL	0.49425
PKM2	-0.30775
ARC	-0.78375
NUP54	-0.279
PPFIBP2	1.76983333333333
STAT2	1.58
PTAFR	2.6305
ROBO2	-0.547375
RNF40	0.216333333333333
CCDC135	0.799
IFT81	-0.3519
MORF4	0.46275
TM7SF3	-0.13625
OR10H3	0.4035
ABP1	2.054875
CHRD	-0.104625
PLEKHA8	0.296
NCALD	1.31675
OR5AK2	-0.5865
ACCN1	1.51316666666667
SLITRK1	-0.3435
ARMET	0.57
C9orf52	0.56125
REEP4	-1.4875
MTSS1	0.43425
ADH1B	3.55683333333333
DLD	-0.5095
CDK5	0.00125
PPFIA1	1.713125
WFDC3	1.18975
DNAJB12	1.02135714285714
RANGRF	-0.852
MLANA	-5.179
AMY2B	0.33
KIAA0319	1.196875
RPS7	-0.673
JAK3	-0.0231
ARFGEF1	1.559
CXCL5	0.21175
TRAPPC4	-0.979
CETN2	1.35275
HSPC111	-1.137
RHOBTB3	-1.1373
PHLPP	-0.4755
RGS10	0.6325
TMEM58	0.883
CHERP	-0.14625
HSP90AB3P	-1.269
FSTL3	0.581
PEX11A	0.8575
OR5V1	0.5295
FCN3	2.34825
PTPN3	0.621875
NPTX1	-4.878
C21orf84	-1.74325
C11orf51	0.484
ZBED2	1.80975
FLJ90757	1.4115
NPY2R	3.255
PLD3	0.89175
SYT17	1.68266666666667
SGSM2	-0.23625
OR1A2	0.364
FOXP1	1.190125
SLC5A1	3.60975
POFUT1	-0.7986
EPHB6	-2.54583333333333
MYO1G	-1.374625
STAC	-2.0831
KLHL17	-0.379833333333333
RGMA	-0.1359
TJP2	-0.6879
FAM114A1	0.754
SERINC1	1.74225
SLC9A8	0.354
PEX19	0.6985
EDN2	3.8695
PSMD7	-1.13111111111111
C3orf41	0.0815
UQCR	0.113125
PPP1R3C	-1.7885
LRP4	-3.09833333333333
TM2D1	0.622
TTC17	-0.0565
C4BPB	-4.684125
CCL25	0.5075
ZNF253	0.057
CHRNA9	-3.5455
SOX11	-1.900375
HIVEP3	0.734
CGN	2.49025
C3orf35	0.0765
PKD2L1	3.58275
SYVN1	0.059875
PDE8B	-2.879125
LOC439951	-0.56475
LTC4S	1.96833333333333
MIF4GD	0.36
SMARCA2	0.5216875
TUBGCP6	-0.674
CABLES1	-2.2765
C16orf77	1.1875
ZNF791	-0.1345
FUT5	0.6215
ADH6	-3.1246
P4HB	0.14025
CLDND2	-1.91925
ALKBH8	-0.24425
PLAC4	-2.323
F11R	0.601857142857143
MGC35295	0.9315
PDZD4	-0.511166666666667
LOC389073	-0.37375
FAM80B	-0.207833333333333
PSMB1	0.049375
TXN	-0.779666666666667
VIPR1	1.4806
WBSCR18	0.3468
EXOSC6	-0.834
ACTA2	4.0665
SP5	-3.23583333333333
ANKRD1	-1.932
DDR1	1.1437
ATP6V1D	0.55375
PTGS1	-0.637916666666667
RNF157	-0.6165
DCC	1.08075
SPAG7	0.83775
FBXO18	0.20775
UBE3C	-0.0121
HOXC6	1.0365
LRP2BP	1.2974
MYST2	0.197
PDSS2	0.38475
ATE1	0.402
ARAF	0.1485
KLF10	0.27
PLA2G2E	-0.09475
ASCL1	-1.39383333333333
TSNAXIP1	1.4395
FAM131B	0.411875
IFNA10	0.676
NUP43	-0.3785
FAM44B	-0.048125
L1TD1	-5.69933333333333
NMD3	-0.432666666666667
C18orf54	-1.3158
PHOSPHO1	0.281
RAG2	-2.6295
EMILIN3	-0.0125
METTL3	-0.71275
VPS13C	0.958
REXO2	-1.43975
ANXA4	0.12325
CA1	-1.41325
DCP1B	0.0325
TULP3	-0.732833333333333
ATP2A2	-0.289571428571429
ATIC	-0.35525
ADAM15	0.149916666666667
NPL	1.35666666666667
LGR4	-0.514625
UEVLD	1.18583333333333
GAB1	1.4095
SNAI2	-0.713833333333333
ZGPAT	0.703
SNF1LK	-0.562375
DLEU1	-1.39375
UBE2Q1	0.4285
ZMYM6	0.1499375
JPH3	-2.25666666666667
FAM38A	-0.2035
PXK	0.2935
DENND2D	1.6105
BAX	-0.80275
CP	2.21427272727273
RPL37	-0.6892
G6PC3	-0.243375
NCOA4	0.103666666666667
LRRC14	0.12125
GORASP1	0.8955
FCHO2	0.766
CYP24A1	-3.6462
FXYD3	3.181
SMARCAL1	0.085
ABCB8	0.757833333333333
CCDC44	-0.009
PRDM7	-3.833
USH1C	-1.25575
DNAH5	1.2215
SRF	-0.1675
MAL2	3.15683333333333
PGPEP1	0.792166666666667
SIN3B	-0.3845
SEMA3C	1.38833333333333
GRAMD3	1.903
FBXO10	-0.448125
OR5D13	-0.5185
FLJ31818	-0.004125
CACNA1I	0.438125
S100A13	0.983
TP63	1.40428571428571
ANXA11	0.202
WDR66	1.724375
CSF2RB	0.697
IFI44	1.676
DACT1	1.70916666666667
ANKRD23	-1.410625
ATP5G1	-1.4895
C21orf70	-0.332666666666667
PPWD1	-1.35775
DNAJC13	0.07725
PAH	-2.67816666666667
PTCH2	0.878
TRMU	-1.4
CCDC9	1.128
USP3	0.3204
DCLRE1C	0.4211
FAM55C	1.46875
FRMD4B	1.41625
CYP2R1	-0.39875
RFPL1	-0.9854
XPO5	-1.45625
ARL6IP2	-0.479
OSBPL5	1.84525
MMP9	3.19945454545455
KIAA0802	-1.424625
DHRS2	-0.712166666666667
SGEF	1.65475
TXNDC10	-1.0294
EXOC6	1.015
RPS27	0.3225
PNCK	-0.9395
FSTL1	-0.3665
AACS	0.843
SLMAP	0.979666666666667
SAMD4A	-0.3675
ABRA	0.308
SMARCD3	2.2685
PKNOX2	-2.30616666666667
A4GNT	-0.0125
C9orf39	-1.05966666666667
RALYL	0.00724999999999999
MGC33556	-2.7265
C10orf25	0.032
BBOX1	5.39575
NHEDC1	-0.43925
XDH	0.27625
GCSH	-2.0555
EDN1	0.09
MTERF	-0.39425
CLK4	1.03825
ZNF799	0.0875
KCNG1	-1.924625
CXCR4	1.23483333333333
PTPRR	-3.1385
IRAK1	-0.13725
LOC401397	-0.46625
TMSB10	1.38828571428571
CXCL3	-2.9699
TMC4	2.40375
OR7A10	-0.0455
STYK1	3.2025
CHRNA10	-0.23225
CCNI	0.27125
EP300	0.0702857142857143
LOC165186	0.888666666666667
HIC2	-3.49
SDR-O	-0.424
OR2W1	0.5415
KCNA6	-0.685
TRIM74	-2.002
REEP6	1.34325
ATP5G2	-0.2205
ERG	0.75175
TMEM42	-1.01
PARN	0.0405
SOD2	1.3326875
DIRAS1	-0.636166666666667
PNPT1	-0.8675
JOSD3	-1.4195
hCG_40738	-0.4855
PDE1C	-2.19575
SEMA4D	0.255
AGPAT1	-0.746166666666667
NOSTRIN	0.41075
MAP3K3	-0.632666666666667
MAX	0.498571428571429
CAPS	4.0955
SERPINA12	-0.103
OSBPL8	0.096125
RICS	0.627
NR4A2	-0.046
PPCS	1.2995
LONP1	-0.15725
SCYL3	1.81875
HERC2P2	-1.10333333333333
FIBCD1	-0.5045
C15orf41	-0.6745
DMC1	-1.389
C20orf27	-0.60475
RPS6KA5	-0.4994
FAHD1	0.231
SLC12A4	0.1975
BRCA1	-1.99366666666667
GBL	-0.183
SLK	0.6955
NUDT9P1	-0.7055
NOXO1	2.297
USP52	-1.62425
BAZ1B	0.140625
SLCO2B1	3.2125
BBS12	1.50783333333333
LRGUK	0.189
TERF2IP	0.25825
COL1A1	4.574
KIAA0090	-0.234375
GRK5	-0.241333333333333
AP1S2	-1.6021
TMEM52	-0.174166666666667
CA11	1.011
OR4A15	0.3805
ACBD3	0.8122
SPAG11B	0.1305
PRDM2	1.4302
FOXP3	0.61575
SMYD3	0.3735
LOC389199	-0.054
LGI2	1.15783333333333
NAPE-PLD	0.1762
ANKRD6	1.8285
WDR45	0.8285
SHROOM1	-1.35925
PSCD3	-0.7245
PYY	0.6005
KCNC1	-1.3575
ARHGEF9	0.465
OR8J1	0.276
GPR55	-0.212166666666667
NS3BP	-1.653
C10orf22	0.143
NAT8L	-1.97225
DUSP4	-1.02483333333333
FOXM1	-1.97616666666667
GRAMD2	2.7221
ZBTB48	0.214666666666667
BUD31	0.0875
PABPC5	0.3535
CCDC41	-1.616
FBXO11	0.386333333333333
C6orf148	0.3745
RFXAP	-0.77275
C6orf15	1.04733333333333
CDK8	-0.518666666666667
C6orf70	0.353625
TESSP2	0.637
ALG2	-0.411
PPP1R3D	1.002
TPM3	0.831333333333333
SYT13	4.56825
EPB42	-0.363166666666667
CETN3	-0.45375
PRY	-0.4615
NTHL1	-0.630833333333333
POLR2B	0.5055
RPS28	0.0673333333333333
P2RX3	0.2
LYZL4	0.615
WBP4	0.2132
PMM1	-0.017
C11orf79	0.751
CBLL1	-0.83175
IL1F10	0.5135
VAX2	-1.3125
SETDB1	-0.108
LRAP	-0.495
GCLM	-0.0331666666666666
CPEB3	2.1175
PPM1A	0.9321875
INTS1	-0.48025
CAMTA1	1.94333333333333
SAMSN1	-1.12475
LOC158830	-2.18583333333333
GMPPA	-0.393625
AIPL1	0.821
IL24	1.00309090909091
BDKRB1	0.2415
MLF1	1.4722
TAF12	-0.3825
ID1	-2.951125
THADA	0.052625
PIK3CB	-0.14325
OR4N5	1.0015
TBC1D17	-0.2085
COX8A	-0.41425
CDCA4	-1.01275
C2orf44	-0.6215
ZNF534	-1.08775
IMMP1L	-0.031
NIPSNAP3B	-0.430125
FTMT	1.18175
PWP2	-1.19766666666667
MMP15	-1.6828
DNAH11	-0.10675
MTMR14	0.025875
DNAL4	1.272
IPP	-0.45025
TMEM59	1.322
C1orf157	0.525
RGS4	-0.648666666666667
DDX18	-0.2495
SNX6	0.416
ZNHIT2	1.1205
NCDN	-0.313333333333333
FLJ33534	1.73575
RAG1	-1.355375
OR4D10	0.308
PTPN5	-1.07133333333333
POMT1	-0.2535
LRRC8A	-1.1839
CYP1A1	-1.16325
CAPN1	0.814
DDHD2	-0.393625
GRIK2	-0.524
GNRHR	0.2395
PPBP	-0.01625
HTR3A	-0.521875
SLITRK4	0.6455
ANKRD49	-0.29525
BTF3	0.1292
SARS	0.132
C13orf18	-0.0681666666666666
CACNB1	-0.583714285714286
QKI	0.289181818181818
SETMAR	0.020625
MAN2B1	0.758166666666667
EML3	-0.09925
ACADL	0.198666666666667
OFD1	-0.25025
DEFB114	1.4335
CGA	-2.8737
PEX16	1.015
LRRC10	-0.8345
GNG12	0.377
C1orf152	0.284166666666667
CHRM1	0.3105
CD53	0.861
DBH	-1.6355
TFAP2B	4.407125
HIST1H2BJ	-2.33733333333333
FAM46D	-0.2275
TMEM11	0.01225
C3orf32	-2.3785
PCCB	0.044
IPO13	0.133125
C6orf105	-3.637
COMMD5	0.9055
SUV420H1	0.0742
LTBR	1.24825
ARHGAP15	-0.827125
HDHD2	-0.07725
TDRKH	0.311
LOC401052	1.9055
PSG4	3.49475
GNB4	-0.6125
SPATA4	1.6935
SLC9A3	-0.31
OSBP	0.454833333333333
NBPF3	0.279166666666667
DOCK11	-1.6735
SLC39A5	-1.3705
PRR5	-0.1122
C10orf63	3.486875
SMTNL2	-1.5715
ADRA1A	1.15125
ASAH1	1.7701
DOM3Z	-0.0314
GIPR	0.807166666666667
AHI1	0.458
NADSYN1	1.1895
RGS14	0.6731
IL18BP	1.726
RTN4RL1	2.11816666666667
ARMC6	-0.09475
PSMD5	-0.443833333333333
HK3	2.1403
OR4S1	0.14925
RSU1	1.192
MAD2L1	-1.63866666666667
EIF4A3	-0.42225
DLEC1	-0.322833333333333
E4F1	0.173666666666667
CHMP2B	1.1622
CAMSAP1	-0.887
RPS21	-0.712
ARID5A	0.85775
UBE2N	-0.6496
IGSF8	1.00383333333333
MAGEB6	-1.1785
ACAD11	-1.1926
MGC4172	-1.5545
LMO4	0.0055
KLKB1	-0.504
HP	-1.022
HDAC3	0.0205
SCHIP1	0.39425
CLCA1	0.7275
OLFML2A	0.44375
C1orf112	-0.61275
KIF19	1.713
HAPLN4	-0.3314
CXCR7	0.413666666666667
GOT2	-0.4786
RAB38	2.596375
DCX	-0.412
PPM1H	1.6225
NFYC	0.0983333333333333
KIN	0.434875
ZNF228	1.2415
PLSCR4	2.69466666666667
HIG2	0.852
FAM79B	3.973
C21orf86	-0.9798
KCNK10	-0.000500000000000004
ZNF738	-0.906375
FSTL5	-1.883
OR6A2	-0.197
OTOA	0.9745
EXOC1	0.58825
AHRR	-2.829125
PDAP1	-1.11766666666667
C19orf6	-0.15325
ZAN	0.32925
LY6G6E	-0.126
EIF4E2	-0.51675
C20orf198	0.502
ZNF324	0.4395
CYP3A5	-2.71666666666667
ENTPD7	0.8915
MBOAT5	0.273333333333333
GJB5	-1.59175
TTC13	-0.38575
S100Z	-2.07083333333333
KIAA0664	0.0291666666666667
PDGFRB	1.92008333333333
IL17D	0.30575
OR56B4	0.5955
RDX	-1.39316666666667
SLC34A3	0.3355
IL28B	1.099
JUND	1.173
CHRNB1	0.6745
CAMK2B	2.67125
FETUB	-1.66025
CXorf23	0.986
MRTO4	-1.046875
TTC3	-0.2338
NDUFB8	-0.232333333333333
EDG2	-0.4395
SEMA3G	0.3755
IL23A	-1.46925
GRHL1	2.4289
LOC441054	0.063
WDR65	0.747142857142857
PSTK	-0.578
STOML3	0.8195
R3HDM2	-0.128
C5	-3.37525
SLC2A10	1.111
C3orf22	0.59625
PAQR3	-0.622538461538461
ANKRD26	-1.034
HCRTR1	0.5605
LOC399947	-1.20225
PSD2	0.76125
TIGD2	-0.058
SCRN1	0.6305
COQ10A	-1.41075
DDI2	0.106
METTL7B	0.574
UCN2	0.13625
FAM92A3	0.41025
WDR16	4.04325
ZNF511	-0.189
ZMYM5	-0.255375
POLR3G	-3.41725
ZNF586	0.335
C1orf49	0.411833333333333
TANK	1.46183333333333
RCAN1	-0.333833333333333
PELI3	1.45816666666667
LIMD2	-0.426916666666667
TMEM189	-0.559
NTN4	1.31125
LOC151300	1.291
CLEC2A	-1.3235
GPR135	-1.1055
DPYSL4	-2.3229
JAK2	-0.119
TSHZ1	-0.469333333333333
TM9SF4	0.216
ZNF264	0.742333333333333
SIRPG	1.479875
BICD1	-0.338
HERC6	2.04633333333333
METTL5	-0.6335
CASP1	1.407
PRRT1	-0.338166666666667
PLA2G4C	2.27866666666667
ICA1L	-0.0690714285714286
TPTE2	-0.127333333333333
OTUD7A	-0.1065
AQP11	-0.5745
APOA2	-3.8944
KALRN	-0.0227
SECTM1	1.59258333333333
IFNAR1	0.2025
TALDO1	0.838375
RAB11FIP4	-0.0381666666666666
EIF5A	-1.8075
FAM49A	1.81325
NEGR1	0.0725
YTHDC2	0.043875
EHD2	-0.126375
NCF1	2.0977
SCRT2	-0.5495
HOXA5	0.0616666666666667
NUP133	0.0375
FGF12	1.2589375
SLMO2	0.9715
SNTA1	-0.413375
CACNG2	0.082
GCM1	0.5645
ELF1	1.24716666666667
TLR5	2.3225
TCFL5	-0.8695
RBMY2FP	-1.359
LOC100125556	0.501125
FAM129B	-0.686
MAP3K7IP1	-0.72375
NCK2	0.828
OXA1L	-0.18075
FMO9P	-0.1285
ZSCAN12	-0.57375
PSMD12	-0.169666666666667
HSCB	0.06525
CLDN10	-3.25275
MGC13053	-0.4725
HPCAL4	-0.151333333333333
ASZ1	-1.99
MEX3D	0.1145
NFAT5	-1.1671
CSPG4LYP1	0.0613333333333333
FBXO3	1.0641
DVL1	-0.428333333333333
CMKLR1	1.10283333333333
TYMS	-2.954375
PEF1	1.1195
ZNF750	2.32016666666667
MCM5	-1.1285
MEGF11	-1.3885
KCNK7	0.059
PTP4A3	0.3805
C1QTNF2	-1.26983333333333
OR6S1	-1.655
FAM122B	-0.9035
ZNF551	-0.84725
HBQ1	-2.271
GEMIN6	-0.53
ARSK	0.3505
RBP7	1.91283333333333
CPNE9	0.732
DSC1	0.364
LOC730112	-0.60875
MAP2K4	1.140625
HS3ST5	-2.6345
EPB41L3	-0.5015
TEKT2	3.13575
CDKN2B	1.018
ZNF480	-0.927
MAP3K6	0.9328
MAP6	2.79633333333333
HN1	0.4403
OR2L13	0.531333333333333
SLC16A11	0.86225
FAM96A	-0.069
APOL1	0.76675
C5orf32	1.0195
RTP1	-0.666166666666667
RNF175	0.132125
ZBTB41	1.72475
AHCTF1	-0.4008
SAE2	-0.2219
ITGA2	-0.229666666666667
MME	0.1295
CCDC14	-1.06175
MAST4	1.15935714285714
KRT33B	-0.8415
KCTD2	0.772166666666667
WDR26	0.90675
MFI2	-0.23225
NR4A3	-0.102625
ARSA	0.9615
UNKL	-0.41
SULT6B1	0.0605
CCNA2	-1.84533333333333
SOX15	0.41
PPAPDC1B	-0.4685
C19orf44	0.022
MCAT	0.172083333333333
ARID1B	0.1375
OR52N1	-0.7905
C12orf48	-2.176
MAGI1	0.554625
NIPA2	0.06825
GBX2	-2.2295
RSHL3	3.530375
RAVER1	-0.0128333333333333
C15orf17	0.68425
SLC30A2	0.1195
ZNF518	-0.59275
PCYT1B	-1.27425
C10orf114	-2.0265
EIF3H	0.33425
SLC25A39	-1.06566666666667
KIF1B	-0.7745
AMOTL2	0.86075
C6orf120	0.72475
PSRC1	-1.51375
PLA2G10	0.74475
KIF5C	0.4595
MRPL37	-0.707
C17orf62	0.881833333333333
C9orf135	-2.213
DUSP10	2.0843
CLCNKB	0.558
PSMA5	0.285
C8orf53	-0.24025
AMPD3	0.6495
PIAS1	-0.000250000000000007
ADCYAP1R1	0.366
GYLTL1B	-1.25725
CDH20	0.354833333333333
FBXO7	-0.44025
TMEM134	0.1235
FLJ14213	1.06833333333333
ZNF3	-0.16125
LRRFIP1	0.683416666666667
CNOT2	0.43275
ABI3	2.1895
ALDH5A1	-1.43483333333333
HNT	2.4162
SERPINA4	-2.54875
TK2	0.568416666666667
STMN1	-1.792
GUCA2A	0.11
GALNT10	0.656785714285714
DPP6	-1.025
C9orf93	-0.842
PRELID2	-0.990875
STK39	0.132
SFTPA1	-1.27675
CKS2	-2.08911111111111
RHO	0.169571428571429
C20orf135	0.0395
XKR3	-1.8755
CR1	0.23175
RPS6KA2	0.242785714285714
C20orf112	1.28
MRPL22	-0.1875
C4orf23	0.923166666666666
GADD45B	1.48925
KLHDC1	0.6725
C2orf48	-2.176
ZNF287	1.2055
DAAM2	-1.3325
DPPA2	-3.1415
TCTN3	0.254
DNAJB11	0.443125
FPR1	3.1945
DEFB4	0.2185
PTCD2	-0.9151
SMOC2	4.71433333333333
CABP7	0.6195
SERPINB11	0.58
MAGEF1	0.5035
NDE1	0.0778333333333333
ITGA10	-0.0225
FSHB	0.6035
ANXA2	1.68175
HORMAD2	0.43875
HLCS	0.3115
MCF2L	2.356
FH	-0.107125
TBC1D24	-0.012
KIAA1505	1.94575
LGALS2	-1.197
CNBD1	-0.536
SYNPO2L	-1.274
PTPN23	0.648857142857143
C1orf183	-1.15916666666667
MAGEA8	-0.16875
DGCR8	-1.522375
GSR	-0.81125
PAQR7	0.5735
ZNF676	-0.23275
CACNA1C	-0.087
SP7	-1.393
PDCD6	0.25375
NRN1L	-1.3055
BRI3BP	-0.64225
KIAA1183	1.861
ASB4	0.17425
CCL23	2.1535
OBSL1	-1.248125
SLC12A7	1.52075
KIAA0240	-0.022
CD1B	-2.4835
FCGR2A	1.291625
MDC1	-1.72675
HTR1A	-0.0232
OCEL1	0.1325
ATP11B	-0.700625
FBXO34	0.3315
PCDH12	2.86166666666667
RPE	0.0675
C17orf74	0.0615
CSDC2	0.368666666666667
PET112L	-0.1855
TMBIM1	0.967875
P2RXL1	0.01975
TCHP	-1.0835
TRMT1	-1.77533333333333
F2RL2	0.286583333333333
LRRC32	2.90966666666667
IMPG2	0.5485
BGLAP	0.52675
LOC493869	-0.5445
MRAS	1.338125
SLC35F5	1.184
CBWD1	0.381
AXL	-0.80425
ATP2C2	1.0445
TELO2	-0.67475
PNPLA3	0.79975
PCDHB14	1.912
CD276	0.68625
KRT80	-0.12625
DUSP28	0.666
CSNK1E	-0.76425
SRP14	1.2315
KCNQ4	-0.187
KRT72	0.0341666666666667
CCDC117	0.739625
C6orf89	-0.542722222222222
TUBB2B	-2.678
RTN4IP1	-0.9685
CR1L	-3.808
CEND1	0.201875
C12orf41	0.0106666666666666
RNF31	0.65075
UBN1	0.1085
C17orf32	0.266
SLC5A7	0.138666666666667
GPR92	1.28216666666667
ESAM	1.9389
CTNNA1	1.15875
HRBL	0.1504
CBX4	0.79425
TMEM182	0.92525
SH3TC2	-0.884166666666667
IL10	1.33633333333333
PXMP4	0.326
RNF167	0.4687
PAK7	1.036
ETV3	-0.3395
ATPIF1	-0.533166666666667
LOC554207	-2.45033333333333
OR8H1	-0.005
WDFY3	1.233375
DPM1	0.04775
GPSM1	-0.6405
WDR92	-0.6642
LRP1	0.563833333333333
ANKH	1.431875
THUMPD3	-0.575
POLR1B	-0.7735
OLFM4	5.42433333333333
RAD9B	-0.57875
TSPY2	-3.2485
PAX6	-2.70033333333333
SCG2	-2.395625
SLC17A6	-0.25875
FMO3	2.35875
PADI4	0.00287499999999999
TUBB4	-0.0272
NLK	-0.79825
POU4F3	-0.285
SDF4	-0.33675
ITGBL1	2.93516666666667
NETO1	-1.52325
TAP2	0.142875
ABBA-1	-0.501
GNAI1	-1.01975
VPS4B	0.6235
NOPE	-0.306
GALNT6	-0.055
SESN1	1.2235
GBE1	-1.89611111111111
CLASP1	-0.86325
RASGEF1B	1.561625
ACOT11	-0.219285714285714
AFAP1	0.75325
OR2H2	0.227
DPY19L2P1	-1.64833333333333
DZIP1	-2.15575
SEC22C	0.05
GPR161	-1.0495
RNF146	1.103
WDR74	-0.674
GALP	-0.332
PURA	0.6055
DNPEP	0.53125
RP11-78J21.1	-0.40625
ERBB2	2.173875
FANCM	-1.75283333333333
NEO1	0.942333333333333
DDX3Y	-4.5937
RPS3A	0.1045
MXRA7	0.189714285714286
LGALS3	-0.618
GLT8D1	0.27125
CFL2	-1.72816666666667
UPB1	0.31925
NAP1L5	-0.058875
CLDN14	-0.06925
DHX38	-0.7655
BTBD1	0.342
TARS2	-0.479
ABCF1	-0.688
FCF1	0.0111666666666667
LRRC49	0.6355
GUCY1B2	0.5735
C1orf177	0.917333333333333
SMARCA4	-0.276357142857143
LRP8	-1.583
TAGLN3	-0.526
MRPL14	-1.06125
TTRAP	-0.05975
ZDHHC20	0.76725
NFE2L3	-1.25725
KIAA1377	0.6315
PALMD	0.7732
TMEM43	-0.4665
TTL	-1.02825
STAT5B	-1.904
SSB	-0.543
OR10H5	0.59
SLC22A13	-0.088
AKAP3	-0.249
TIMM23	0.854
OAS2	1.93308333333333
KIAA0423	1.07675
TRIM11	0.585
GLIS3	1.594875
TMEM50B	1.01533333333333
ARHGEF4	-1.322
DEGS1	0.925909090909091
TBL1XR1	1.15573333333333
G6PD	-0.3995
SP140	0.7697
MUC17	0.189333333333333
NUDC	0.0997
DNAJC5B	2.89466666666667
SCARA3	-0.330833333333333
CPA3	5.56483333333333
BCAT2	-0.435
MFN1	0.4797
NRG3	1.2605
SNX11	0.698
PLEKHH1	-0.794833333333333
GPR177	0.109333333333333
HCFC2	0.102
TCAP	-0.98325
MOCOS	-4.501
C14orf93	-0.25025
PRDM10	-0.437833333333333
SLC16A4	1.41691666666667
SRGAP1	-1.27133333333333
VIP	0.237666666666667
DUSP27	0.653
LILRA1	1.2342
MC2R	0.2255
MGC24103	-2.33175
MBTD1	-1.9925
FUT11	-0.447166666666667
USP33	0.2662
C15orf39	-0.8725
MAP3K12	0.52625
PAAF1	0.4825
BARHL1	-0.281
FLJ16165	0.088
PIWIL2	-2.69125
SYNE1	0.309083333333333
CMTM4	-0.144875
TSPYL1	1.9552
GUF1	-0.114333333333333
TMEM157	1.419
WDR44	0.24625
HIST1H3C	0.29425
DKFZp666G057	0.9205
RNPEP	0.27125
GAS2L2	0.790166666666667
ADH4	-4.64675
GRPR	2.67666666666667
FBXL17	-0.702
ZBTB10	0.510833333333333
Gcom1	0.761222222222222
HTRA1	1.3642
ZNF585A	-0.1715
SLC26A2	-0.623714285714286
OTOP3	0.128166666666667
WISP1	2.64111111111111
ATP2B4	0.02575
FLJ10769	0.933
CRAMP1L	0.231
CHST12	-1.26175
RAB22A	0.564416666666667
TARDBP	-0.116857142857143
STAU1	0.6535
CRB3	2.512
MIG7	-2.96625
CHMP1A	-0.383
ZNF160	0.27025
B3GALT6	-0.461875
BARX1	-2.3764
C6orf167	-1.321875
NXNL1	0.5185
DHX29	0.666375
HADHB	-0.1395
PLXNB2	0.80425
ILDR1	-1.56125
SLC15A3	3.156
GAS2	-3.86733333333333
C20orf69	-0.654
NUMB	-0.269
TNIP1	0.26625
MESP1	-1.264
PSKH1	-0.118
NSFL1C	0.861625
RHOG	0.15
HEY1	-2.30766666666667
KNG1	-2.294
ITGAX	2.2714
LIN9	-0.693666666666667
CANT1	0.018875
XRN1	0.177214285714286
CCDC96	1.7509
HEATR6	-1.527
GNG7	0.68825
RUNX2	1.3703125
SOX1	-0.0226666666666667
FCRL5	-0.00410000000000001
ZNF99	0.652
FAM9A	1.1775
SNX22	0.496
MBNL3	-2.67683333333333
ODC1	-2.9514
ADORA2B	-2.246
NR2F6	0.3835
ZFYVE16	0.0403888888888889
SYNJ2BP	-0.4029
POLE	-0.924875
E2F2	-1.262625
THRA	-1.21566666666667
PTGES2	-0.9235
HIP1R	0.9305
TMUB1	-0.790333333333333
ENO3	-2.34525
RSPH10B	-0.265
CXorf39	1.206
IRGC	0.347
GPR109B	0.00425
FLJ13305	-1.795
LCE3A	-0.3805
TNFRSF18	-0.783833333333333
DET1	-0.37175
TRPM3	-0.903
C16orf79	-1.5005
FECH	-0.326333333333333
RAP2A	-0.0185
CRIP1	2.98366666666667
AZIN1	0.966375
SLC7A7	3.66325
IL10RA	1.1476
