Hybridization REF	TCGA-BH-A1EV-01A-11R-A137-07
ZNF135	0.296125
TAAR1	-0.459
WFDC12	0.478
CCDC42	-0.00283333333333333
FLJ12529	-0.363
PER1	-0.462333333333333
TIMM50	-0.440333333333333
SMARCAD1	-0.550666666666667
FAM26C	-0.00849999999999999
TP53TG3	-3.38433333333333
SH3RF1	1.2913
LMCD1	3.50725
GPR63	-1.0165
FLJ21986	-2.622875
AIFM3	1.82
MICAL1	-0.9335
BLZF1	0.272
IQCA	2.20683333333333
PCDHGC3	-0.2
SAC	1.73575
BCL6B	2.2345
DDO	0.82775
MARCO	3.773
DCHS1	1.14683333333333
C1orf170	-0.1805
CD200R1	0.999666666666667
C22orf15	-0.5265
SEPT11	-1.05666666666667
ADNP	0.3055
UST	1.1926
C13orf34	-1.4975
RFFL	0.0759285714285714
APBA3	-0.613
C2orf60	-0.04775
CUTL1	-0.6863
PMS1	-1.212625
ZNF689	-0.961
EIF3E	-0.557166666666667
IL9	0.0595
RPL31	-0.068625
LY9	-0.567666666666667
ATP2B3	0.4955
KDELR2	1.50654166666667
TFCP2	1.047125
NLRP12	3.664
FLJ45422	-0.87375
TLE4	-1.168
ZNF570	0.8515
FLJ43806	-0.313
TLK2	-0.699
CIR	0.3515
MARS2	-0.741
COL24A1	2.2275
SDF2L1	-1.1955
HIBADH	0.446666666666667
IGFBP3	-2.44157142857143
C12orf23	1.63475
PSPC1	-0.36725
C20orf43	-0.026
TRAV20	0.936
ARHGAP24	1.371875
KIAA1975	0.0448749999999999
C1QA	3.3703
DNTT	-4.89416666666667
C10orf6	-0.636666666666667
C11orf41	1.176375
HNRPF	1.108625
COL11A1	6.74716666666667
UBAP2	0.0673333333333334
CDKN2AIPNL	-1.409
C20orf174	1.46175
SPRED2	1.1025
PLA2G12A	0.257666666666667
ICEBERG	-2.3165
SCN10A	0.106
C11orf65	1.1695
GBP5	4.1345
PITPNC1	-1.5245
POU3F3	0.027
NCOA7	0.822875
LIN7C	-0.0701
LOC348840	-1.655
NKX2-2	1.12025
ANKRD13D	-0.246125
LOC123688	-0.1585
FUT2	1.78516666666667
TAAR8	0.1405
FZD4	0.958083333333333
PNMA3	-0.4765
OR4L1	0.508
WIT1	-0.93075
EXOC3L	2.4405
ATPBD4	0.139
KRBA1	-1.421
UBXD6	0.76175
HOXB7	0.377357142857143
C7orf23	-1.3355
UNQ338	1.98125
STAB2	0.04425
CDC20B	2.27975
IRF9	2.94375
CENTG1	0.165416666666667
TNPO2	-1.28725
MCPH1	0.360625
BMS1P5	-1.93325
SLC26A7	2.2505
HIST1H3J	-0.018
C9orf3	0.394
LBH	0.963125
MYO1D	0.925875
PTDSS2	-0.6595
NFU1	0.65025
DEPDC4	-1.3715
WNT7B	-0.152
GLP2R	-0.382
SETD4	-0.4731
DYNLT3	0.0192
FKBP11	-1.3535
SESTD1	-0.0353333333333333
FLII	-0.1985
RPS16	-0.1476
CHPF	0.697666666666667
CSNK2A1	0.2955
SUMO1P1	0.36175
FKBP6	-0.701
ZNF214	2.71466666666667
TWIST1	0.547166666666667
DDX56	-0.363666666666667
TRAM1L1	2.872
EPO	1.00783333333333
MRPS18B	0.46825
ZNF682	-0.016
RPL14	-0.863
MAFF	-0.889
LOC51136	-1.0065
LY96	-0.44275
DDX20	-0.24575
ABTB1	1.021
ARL5A	-0.6188
CCT6A	-1.86725
HEPACAM	-1.75016666666667
EHHADH	1.178
RBAK	-1.0375
CGB1	-0.20325
ITGB5	2.0221
YIPF3	1.2475
FKBP2	-0.5855
NR1D1	1.4926
TMEM110	1.173
NEK2	-0.282333333333333
PRAMEF8	-3.156
C20orf52	-0.704166666666667
PCDHGA3	0.3665
VWA3B	0.3325
NDUFA5	-0.621125
THAP9	-0.082
FLVCR2	-0.248166666666667
AP1S1	-1.602875
SMAD6	-0.05875
SAV1	0.447375
SAT1	2.176125
ZNF251	2.055875
ADAMTS7	0.2807
RPP38	0.29725
C1orf211	0.5105
YPEL2	1.64485
RBMS1	-0.2505
ZNF445	-0.779
NRXN2	0.819166666666666
PGBD4	-1.572625
UGT2B28	-1.49175
WBSCR16	-1.4351
NLRC3	-0.212125
ASTL	0.47025
ST6GALNAC1	-2.702
ZADH2	-1.083625
MLLT4	-0.669333333333333
ARL6	1.28083333333333
MEF2C	-0.88875
CBFA2T3	-3.463
AFF3	-0.718785714285714
COG7	0.660833333333333
MYB	-0.290833333333333
PLXNA3	1.008
XRCC2	-1.84616666666667
MMS19	-0.23725
ST8SIA5	-0.36775
CHPT1	-0.9535
KIAA1712	-0.5895
OR6X1	-0.1725
ACTR3	0.316375
UGCG	-0.7315
OR4P4	0.431
ZAP70	-3.378
LPP	1.200375
ZNF485	2.34675
PTPRCAP	-1.37875
IL12RB1	0.44675
ATRX	0.0571
CHST8	1.391625
C14orf109	0.821
ARV1	0.81225
NMB	-2.094
COX5A	-1.39716666666667
EIF6	-0.62075
MPPED2	-0.924
SEMG1	-1.9595
CHRDL1	-1.297
TRAF3IP2	2.50675
WNK2	0.116875
LILRA4	3.524
LAMA2	4.77025
PXT1	1.281
RLBP1	-4.22725
CD300C	1.16325
SLTM	-0.613125
FLJ10404	-0.987375
APOBEC3D	-1.04566666666667
RENBP	1.6675
ATXN7L1	0.028125
NID1	0.56
TUBGCP3	-0.53525
ITIH5	0.342888888888889
CCDC110	4.09075
C8A	-2.982
MGC87042	-1.3715
HOXC13	-0.5425
TFDP2	-0.23625
HCP5	2.2415
POLI	-0.1375
UCN	0.0665
ZNF764	-0.278833333333333
C8orf45	2.3795
FHL3	-0.113
SPATA5L1	-0.61275
MMRN2	3.46816666666667
NDST1	1.1555
COL20A1	-0.283
ZNF248	-0.498
PELP1	-0.730833333333333
MBL2	-2.35533333333333
RNF41	0.803875
C5orf24	-1.34475
THOC5	-0.26675
SERINC3	0.644166666666667
RP11-151A6.2	0.10075
CDCP2	0.119666666666667
HIST1H2AA	0.161
C11orf75	-0.164166666666667
FKBP7	0.659
DDOST	0.15525
GPNMB	1.24216666666667
TTF2	-1.994
KCNT1	0.4115
SLC39A14	-0.47925
NGRN	-0.1108
GPR137B	3.019
MECP2	-0.070625
PSMA1	-0.69275
C16orf73	-5.81525
TMEM60	-0.664833333333333
CSN3	-0.1515
NOS1	0.194833333333333
RAB7L1	0.347666666666667
YBX2	0.176
KIAA1166	-0.194625
FUBP3	0.5745
ABCG1	0.841
ACACA	-0.459666666666667
ARL11	1.7994
ATOH1	2.4885
ODF1	0.579166666666667
CREB3L3	-1.904
TMEM127	1.17778571428571
DSCAML1	2.401
PLN	3.74516666666667
LYPLA1	-0.477333333333333
PRDM9	-2.11875
SASP	0.79
PLUNC	0.0191666666666667
INTU	0.70725
HISPPD1	-0.655
LNPEP	1.013
YARS2	-0.595
APCDD1L	-1.618
ZCCHC4	0.36
FBXO22	-0.322666666666667
TTLL13	0.0225
ZNF669	-1.5965
PTGDR	2.11425
DDX27	0.097
KIAA0409	0.174333333333333
GJB6	0.6105
ASB8	1.0215
PLP2	0.330166666666667
MEPE	1.05575
OR10J5	0.6175
KRT222P	4.5985
COQ7	-0.309666666666667
C1orf101	3.45275
RERG	3.3045
CHMP5	0.831625
THAP11	-0.536875
ZNF43	0.428333333333333
ZRANB3	0.0785
KRT13	0.91725
MRPL19	-0.226625
RBBP9	-0.078625
SPATA17	2.990125
BXDC5	-0.371333333333333
PAFAH1B1	-0.31675
MAGEE1	-0.24425
OSTF1	0.75375
KIAA0323	0.575166666666667
TXNDC13	-1.26683333333333
CNTN4	2.33375
LCE1B	0.891
UNQ501	0.50925
ZNF154	0.8775
C3orf64	-0.004
SYT5	-0.0176
PON1	-0.378
FLJ10357	-0.174625
ATP4A	0.4415
GNPDA1	-0.452166666666667
MGAT1	0.503166666666667
C14orf121	1.18075
SLC35B2	0.0735
MIER3	-0.0476666666666667
CHEK1	-1.949875
ZNF8	0.632
TXNDC1	-0.274333333333333
CKB	0.5186
RTN3	0.287928571428571
FZD2	-0.7925
PART1	1.29975
PSMB6	-1.034
PCDHB8	1.4985
PHC3	1.0612
PPP1R8	-1.00083333333333
NOVA2	2.16083333333333
TNFRSF11B	-3.295
GOLPH3	1.257
UBLCP1	0.03925
SUHW3	-0.90475
TTLL1	2.02875
OPN4	0.7025
OR13G1	0.25
ZPBP2	-0.240333333333333
HSD17B11	-1.960375
C9orf50	0.2275
DHDDS	-0.115428571428571
CTSW	0.4995
NEFM	-2.11983333333333
MRPL28	-0.69675
SYN1	0.606666666666667
PIGV	-0.0793333333333333
ZIM2	-0.6065
APBB1	0.192833333333333
SND1	-1.0785
C1orf123	-0.356666666666667
CHD3	-0.51175
BHLHB8	0.366
RNASE2	0.673333333333333
BCAP31	0.039125
SLC25A44	0.4385
CHD6	-1.4385
PIB5PA	3.58876923076923
SELS	0.285875
LOC541471	-0.008
FAT2	-0.292
ZNF81	0.3065
OR4C16	0.8005
FLJ10081	0.1004
LRRC4	-1.3155
CS	0.781833333333333
N4BP2	-3.64625
IGFBP7	1.9965
ZNF318	-0.0736666666666667
NDNL2	-0.31475
ZNF609	-0.55125
SIRT4	0.95125
EXOSC10	-0.6445
ECE2	0.21425
OVGP1	1.487
GTPBP3	-1.6715
PACS2	0.6807
C19orf36	-0.774666666666667
ARL4C	-1.5935
ATG4B	-0.481625
UBQLNL	1.00375
RHOXF2B	-3.9515
PLEKHG2	-0.4155
GALR1	-0.827
AQP4	0.698
HDAC7A	-0.000500000000000002
DCUN1D3	0.50475
OR8A1	-0.7635
CCRN4L	-0.489625
CBR4	-0.699333333333333
KIFC1	-1.58
SLC7A14	-2.27183333333333
LHX5	1.2455
TRPC7	0.004
LPXN	-0.76675
SERPINA1	-2.75275
RPS13	-0.6412
BPIL3	2.6675
PRKAA1	0.114
FADS2	0.2861
ENAH	0.110625
PRO1768	-0.3785
APBA2BP	0.302
LIPH	4.10566666666667
C3orf33	-1.0085
RCC2	-0.595428571428572
ALDH1A2	-4.3063
RNF103	1.8635
AHCY	-0.502125
ALG12	0.9245
CCL17	2.577
ZNF543	1.3
ESRRG	3.1149
CNGA1	2.3735
RDH5	-1.09083333333333
OTX1	-2.2898
PTGFR	-2.32133333333333
CDR2	0.622375
SELE	3.48275
NLGN2	-1.215
EXOSC9	-0.944
ZNF566	-0.345333333333333
KLRC2	-5.421
GPR12	0.531
KIAA0196	0.865
PDRG1	0.27325
SSR3	-0.0298571428571429
MSI1	-0.07
CST9	-0.8695
CC2D1A	0.047375
PLAGL1	-0.890944444444444
ZNF778	0.1075
RNF2	1.513375
KLF6	0.474833333333333
THBD	0.973166666666667
tcag7.1314	0.37175
NR5A1	-0.772666666666667
ABCD2	-1.30325
DNAJC7	-1.859
CLEC4C	0.416
TM2D3	0.718
CCDC4	-2.3025
PLAC2	-0.3375
DCD	5.7635
FAAH	1.702125
POLA1	-0.5985
TM7SF2	1.916375
FLJ39822	-1.04166666666667
FLOT2	2.14975
MAP4K1	-0.817166666666667
SRP68	-0.28825
C21orf74	0.3115
ARPC5	-0.104125
LOC126075	2.33325
HECW2	0.602625
ZDHHC4	0.35375
ANKRD42	2.4407
PDE9A	-0.963666666666667
ABCA8	-0.61625
NDUFS2	0.569
UBR5	0.195625
BTBD16	-3.129
LOC554174	-1.18
ZNF20	1.383
KIAA1843	2.3775
WDR17	-1.088375
C15orf33	3.6555
RNF113A	-0.286
CAMKK1	0.4258
CLCN2	0.504
ANXA6	0.1345
LOC340069	0.253
EMID1	0.821875
DPM3	0.454916666666667
ELA1	0.741
SLC25A13	-1.9597
KRT24	7.013
SMPD1	0.569833333333333
TH	1.87675
COL6A2	1.07821428571429
ANKS1B	1.35825
GPR126	-3.2047
ZC3H12A	1.1335
TMEM47	0.5065
C2orf51	-0.340833333333333
C1orf88	4.04666666666667
HSF2BP	2.01875
AKAP10	-0.9375
RPAP3	0.63
KLHDC8B	0.793125
STOM	0.8165
MUPCDH	-0.242625
C10orf72	-0.2225
PLEKHA3	0.66225
TCP11L1	0.60675
CWF19L1	0.67875
SPEF1	2.87023076923077
YSK4	1.33625
ELN	2.9901
SAMD8	0.832333333333333
MPI	-0.0595
MEPCE	0.0293
ABCC3	-0.54675
NANOGP1	-2.764
KCNK17	0.572125
HLA-DMB	4.04916666666667
RRAGA	0.76675
ANGEL1	0.0275
RBM32B	0.4365
CPN1	-3.26875
MGC52282	1.96722222222222
HLA-A	0.976666666666667
OR9G4	0.275
EDNRB	-1.856
SCD	-1.87107142857143
C14orf80	-0.0881666666666667
BAGE2	-1.1965
RABL4	1.51916666666667
RCVRN	0.2345
SHANK1	0.3955
NLRP7	-3.9795
CD226	0.398
STAT3	0.60525
SYNJ2	-0.9836
TPCN2	-0.0393333333333333
WDR36	-1.10675
MBD4	0.513
ROBO1	-0.8419
ST3GAL6	-2.44525
SLAMF8	3.90433333333333
ATN1	0.766666666666667
GPR141	4.06275
KRT36	0.177
TPH1	0.00849999999999998
DDX52	-1.455
ZSCAN29	-0.0481666666666667
TRPT1	0.804666666666667
DPEP3	1.754
DENND4A	-0.847625
TSPAN16	0.439
PTCHD2	-0.56
LOC145814	-0.11625
CAP1	1.85766666666667
EIF5A2	-0.3895
NT5DC3	-1.510875
SEPT9	-1.330375
SEZ6L2	0.21825
EGFLAM	3.87525
VPS11	0.607625
NDUFB5	-0.102833333333333
CIDEA	0.5075
IER5L	0.053
N6AMT1	-1.0755
FAM83C	-0.00125000000000003
OXR1	-0.238333333333333
IRX1	-0.0295
DGKB	-2.1006
GCN5L2	-2.06875
MIR16	0.0955
FBXW9	-0.15925
WDR4	-1.6725
PDC	-1.064
VPS33B	-0.0355
HEXB	-0.13425
FLJ32214	0.31
TCEB3	-1.05525
CRLF1	-3.16125
ABI3BP	-0.652
C8orf22	-3.98375
PYCR1	-0.473125
KIAA1706	0.52125
CDK5R2	0.42775
WAS	0.092
C12orf60	-0.2195
CCBL2	-0.616875
MADD	-0.01925
C5orf34	-1.211
WDR42A	1.8493
KLF12	-1.22575
HSPA1A	0.90575
ITM2C	-1.59716666666667
DAPK2	2.37933333333333
LOC442590	0.4715
SUMF2	-0.8295
CENPA	-2.49361538461538
TMED5	-1.0095
CDH6	-0.9358
BRP44	0.742125
THG1L	-0.56675
GABRA2	-3.09475
C14orf166	-0.0595
MYL1	-1.7645
TNFSF18	1.073
PAP2D	-1.672
PPIB	-1.2415
KLHL4	-0.64775
SFN	-0.00483333333333333
CCDC127	0.7565
FRAP1	-0.45225
GOLGA5	1.2135
SDCCAG1	-0.338625
MGC21675	-0.578333333333333
C10orf95	-1.18875
KIAA1345	-0.370833333333333
C1orf163	-2.6525
LACE1	0.736666666666666
OR10K2	0.1515
CENPN	-2.18056
TMED2	0.71075
UGT1A6	-0.423
ANG	-0.3175
U2AF1	-0.954333333333333
CASC2	1.16316666666667
NMT2	-0.766166666666667
OSGEPL1	0.46
DFNB31	-0.212
SLC6A20	0.8855
DKC1	-1.3415
FXYD4	-0.84
WDR64	-0.173
MGC5590	0.979
CREBZF	-0.123833333333333
DAZ1	-0.48925
PRPSAP1	-1.29725
GCHFR	0.925
TTC7A	0.022875
LOC196993	2.79475
UBD	-0.835833333333333
S100A1	1.77825
RPL6	0.319333333333333
DNAJB6	-0.48715
NAGS	0.3853
C2orf58	0.2835
KERA	2.09033333333333
MT1X	-0.7935
UBE2B	0.7075
KEAP1	0.33675
MST1	-3.1
OMA1	1.043
ABLIM2	-0.23675
BCL2L13	0.172333333333333
JAZF1	0.761666666666667
TMEM63B	1.9285
S100A8	2.0421
ARFIP2	1.3365
UROS	1.09575
KHDRBS2	-2.376
POLQ	-2.24975
SOAT1	-1.89925
SPAG4	1.8195
MRPS30	-1.33933333333333
LOC494141	0.429
OR2T11	0.6505
ORAOV1	-0.7269
ZNF184	-0.0715
TCEB3B	0.443833333333333
ADAM21	1.0275
GDPD1	1.4615
SPINLW1	0.762
PRR14	0.585166666666667
KCTD9	-1.6635
NUDT3	1.0695
KIAA1822	1.1429
HIST1H4K	-1.0095
DFNA5	-1.14875
GABPA	-0.1165
C14orf44	1.049
POLB	1.57925
PTAR1	-0.906
SEC31A	0.9601
TRIM58	-1.52775
TAS2R14	-1.6955
VPS8	0.923125
H1F0	0.908
PRKCB1	-4.78166666666667
UGT2A1	0.452
TOR1B	0.16025
LSS	-0.166583333333333
C2orf19	-0.292
HNRNPC	0.571285714285714
TMEM100	-2.77916666666667
LOC116349	0.8425
OR51M1	1.3315
CCDC142	0.14075
ISG15	0.773875
ZCCHC14	-0.28375
CREBL2	0.647875
TGDS	-1.55925
DC2	-0.854
CACNA2D3	-0.167428571428571
ZNF429	-0.7065
LYPD6	-1.49116666666667
SUCLG1	0.159333333333333
OR51I1	-1.678
MAGEH1	1.8065
PRPF40A	-1.238
SMR3A	0.515
SPINK2	0.35425
THAP2	2.639
NPY5R	-1.833625
IRF4	-3.141375
SPESP1	-2.112
OR10S1	0.9565
DTD1	-1.7895
TUBE1	0.035
DDX19A	-0.419
PDPN	-0.071375
TMEM34	-0.384916666666667
MGAM	0.838
COL3A1	5.80794444444444
GFM2	-0.2522
OR5A2	0.534
PSG9	-1.2865
ARHGEF11	0.643833333333333
IVNS1ABP	-0.434125
SIGIRR	0.50225
DUSP19	-0.666375
DNAJC14	1.095
ACSS1	0.86375
IL1RAPL2	0.4265
C4orf30	-2.70375
SEPT4	3.00525
LANCL3	-2.75625
SPAG17	4.3975
PRDX3	0.442875
HNF1A	-1.546375
P4HA2	0.66
RFWD3	-1.6655
MOV10	0.83025
DNAJA5	-0.0325
LOC729440	0.966
LOC200383	2.2875
SMC2	-1.42
MIXL1	-1.33216666666667
TMEM9	0.61175
FAM86A	1.216
ZNF174	0.369
MYH14	-1.442
CCR8	-0.05975
VPS37C	1.01733333333333
GPATCH1	-0.122333333333333
B3GNT8	2.098
TBX4	-0.4015
CNR2	0.6745
PCDH1	1.64625
C5orf29	4.404625
OCIAD2	0.2615
PLCG2	-0.14325
KIAA0247	2.432375
HRH3	0.1204
CAPN13	4.23425
CCR1	-1.9492
MGC15523	-0.831888888888889
UVRAG	0.311333333333333
DNAJA2	0.334333333333333
ITGA2B	-0.706666666666667
CLDN5	3.658875
PTPRN2	-0.939285714285715
ZNF512	0.0301666666666667
PSAP	1.19757142857143
CCDC140	null
LRRC55	-0.15425
CYP26C1	1.479
C8orf47	5.82825
LYN	-0.475375
DUSP6	1.00166666666667
TGFB3	3.2992
ELK1	0.0371
PCDH11Y	-0.471833333333333
HGD	-2.9165
C17orf58	-0.289
MYO3A	0.282
SERPINE2	-4.38133333333333
AARSD1	-0.02975
C14orf73	-1.05625
ADAM33	0.0755
ZNF491	0.998
MAPK6	-0.7475
TCN1	-0.565333333333333
SLC24A6	0.2995
UBE2R2	0.46925
H1FNT	-0.0035
TATDN2	-0.507333333333333
LILRB1	2.248
P2RY5	0.661
NUCB2	0.64175
C2orf37	1.07725
SNX27	0.387333333333333
MTA3	0.906
FOXO4	0.561875
ID4	1.02566666666667
SOX5	-3.19966666666667
PXMP3	0.998
OR52M1	0.451
SFT2D3	0.474125
INA	-3.83766666666667
MCOLN1	0.44625
NFIX	-0.5264
CLEC14A	5.23166666666667
HIBCH	-0.193166666666667
PLA2G5	2.84175
TIMM10	-0.3605
MED17	0.0565
COL4A4	-3.199
TPP1	1.20083333333333
GJA3	-0.658333333333333
TMPRSS5	-1.64175
AADACL3	0.8875
DNMBP	-0.70425
ENPP5	3.8865
NQO1	-2.1373
ZSCAN2	-0.8165
SEC24C	-0.0323333333333333
GTF2A1L	1.089
AXIN2	-1.0012
FAM33A	-0.848166666666666
C16orf13	-0.211875
SPNS2	1.038
TAF1	-0.48175
AP1G2	0.467833333333333
RBM42	-0.792666666666667
HCN2	-0.698166666666667
EFHB	2.4025
RUSC1	1.59733333333333
GRIK5	0.8035
USP21	0.7825
ATAD3C	0.045
ORMDL2	0.89175
PRSS7	-4.342
PSAT1	-4.473
FLJ13195	-1.85166666666667
TBC1D1	-0.803833333333333
IFNG	1.44825
OTOS	0.731333333333333
ZNF773	-0.139
EMD	-1.0735
RETN	-0.422
CCL8	4.501
APH1A	2.179875
COX18	-1.1065
GTF2IRD2	-0.8935
CCDC82	-1.6155
PAFAH2	0.2991
NPEPL1	-0.7908
RP11-114G1.1	0.8865
TP53INP1	1.722
ZNF300	-0.3695
FOXL2	-3.2125
LARP2	-0.30175
LATS1	0.18725
HTR6	0.31
SPOCK2	-1.00766666666667
RNF144B	3.645
HTATIP2	-1.70325
MGC10334	1.87991666666667
CENTA2	2.1335
FGF2	-3.1325
FXYD7	0.529
PHYHIPL	-2.475125
GPR34	5.3355
DDX6	-1.07233333333333
OR10W1	-0.711
LHFPL1	0.5445
ZNF313	-0.329928571428571
VPS28	1.03575
AP3M1	0.1137
AKR1CL2	0.84075
TRAF4	1.790375
OR2B11	0.809
C19orf12	-0.2895
AKAP9	-0.214833333333333
C1orf62	-0.2835
SLC20A1	-0.7705
FAM112A	-0.02725
LDB2	0.809
MRPS23	-0.07025
KLK5	1.0615
SPTB	-0.7622
EFEMP2	0.969
EFNB2	0.368375
PCM1	-0.345214285714286
NMNAT3	1.402
TSG101	0.579833333333333
C8orf40	0.648666666666667
NOB1	-2.16925
ABHD3	-1.15275
GTF3C4	-0.61975
PIGN	0.688
GALNTL1	0.16175
AEBP1	2.931875
OR9Q1	0.3285
ANKRD2	0.432
CCL28	-1.257
TRIM38	0.614833333333333
TMCC1	1.15658333333333
SMG5	-0.22625
LRRC7	-0.98
NCAPD2	-1.84866666666667
C6orf153	-0.406
C1orf74	1.40925
OTUD6A	0.5555
DCP2	-1.16083333333333
TMEM24	0.70175
RPL18	0.139
TMEM177	-0.93725
LRRC37A3	1.79175
C1D	-0.2675
LDHC	-0.8765
UBE4B	1.409
NIT1	1.575
BTN3A3	0.5015
RASD1	0.546
COMMD3	0.51075
SHFM1	-1.36825
BIRC8	0.6025
DUT	-0.47225
C12orf51	-2.6975
LRRC59	-0.789666666666667
LY6H	3.26675
WDR22	0.598583333333333
EDEM1	0.631214285714286
ADH1A	1.2715
PANX2	-0.4694
CYP11B1	1.08125
CDC73	0.997
GPR172A	0.17125
GSTM3	1.54538461538462
KCNA5	-0.471
SERAC1	1.149
NFATC2	-0.464
ANAPC5	-0.6973
C15orf24	-1.04125
NFATC2IP	-1.07558333333333
TNRC6C	-0.0871666666666667
MGC102966	-2.384875
FGD5	3.96783333333333
MED9	-0.2875
RAB13	-0.232166666666667
C15orf49	0.7965
CRYGS	0.1119
C12orf53	-0.6041
LOC283693	-0.847
COX6B2	0.608875
PHF14	0.172
FAM3A	0.069625
RPL13	-1.0246
PRDX2	0.0024
FLJ34047	-2.26325
PRMT3	-0.58725
KCTD19	-2.0075
TRIM10	-0.682666666666667
MGC26597	-0.0288333333333333
GCNT4	0.03425
GPRASP1	0.89475
CDKN1C	-0.733583333333333
RHBDL2	1.0682
HSPH1	0.855
AQP1	3.02925
COL17A1	-2.3672
GFAP	0.140625
CDC16	0.3985
KIAA1614	-0.4885
C6orf118	0.266166666666667
ZSWIM5	-0.30875
FAM83F	3.13175
LYNX1	2.0260625
SYNPR	-0.82525
XG	3.96366666666667
PRSS16	0.0185
KIF13B	2.81757142857143
PCDH9	-1.463875
HIST1H2AH	0.657333333333333
RBM18	-0.587
ZNF626	0.7895
HEXIM2	0.199833333333333
ITFG1	-0.049
TUBG2	-1.262
SFRS7	0.02325
C9orf14	4.9125
EXTL1	0.1425
GBP3	-2.31016666666667
WDR5	-0.262
RARG	0.0951666666666667
MYO7A	-0.0595
CECR6	-1.24125
C13orf3	-1.30575
SFRS18	-2.0095
ACVR1B	0.198333333333333
PSMD1	-0.5165
C7orf31	-0.970166666666667
ILVBL	-0.773
IFNGR1	1.33075
RNF186	-0.50875
NOL9	-0.9755
MAGEL2	0.37275
SLC29A2	0.34725
NHSL1	-1.33625
RBMX	-0.308
PSORS1C2	0.922625
RAD51L3	-0.883666666666667
LCN6	0.38575
ORAI2	-1.36475
BRUNOL6	-0.3022
OR4K5	0.358
CDC123	-0.105875
MSLN	-0.941
WWTR1	-0.278666666666667
ZNF700	-0.342833333333333
COBL	-0.03625
PPP1R16B	-0.11175
GAS7	0.1217
MDN1	-1.292125
HAAO	1.5115
C9orf68	1.57425
TNFAIP2	1.320625
FOXN1	1.088
hCG_2033311	0.238
ATP6V0D2	2.1351
RPL41	0.701875
SLC38A1	1.257875
ARHGAP6	-1.01325
ADAD2	-0.984
PHF20L1	0.17325
MCM3AP	-0.0123333333333333
ST3GAL3	1.056
SNX1	0.837833333333334
ELF5	4.823
PARP3	-0.096875
RBM8A	-0.1595
LINGO4	0.731
ITGA9	-0.3935
ZFR	-0.2705
ACSL6	-1.21157142857143
FLJ20699	0.1644
DAOA	-1.38766666666667
FABP4	2.6975
KCNB1	-2.30075
CANX	-0.0207
SLC25A28	0.112666666666667
ADIPOR2	-0.249125
ECHDC2	1.158625
SMA4	0.16675
FRZB	3.743625
PABPC1	-0.805666666666667
DMRTB1	0.23775
APOBEC3G	-1.225
CATSPER2	-0.4255
CUEDC1	1.33633333333333
STARD9	-1.22725
CLDN8	4.4965
LOC23117	-1.43409090909091
E2F6	-0.0842222222222222
TMEM126B	-1.0545
DPY19L4	0.082
GIMAP5	2.8355
NDUFA9	-0.652666666666667
FAM77C	-1.579
CTPS2	2.0305
LOC51035	-0.39875
WDSOF1	0.008
EGLN3	1.194
PITX3	0.327333333333333
OR52E8	2.149
GRM4	0.6375
KLK1	-2.7995
GPM6B	-2.179
RRAGD	-0.882166666666667
PAGE5	-2.95475
UCHL5	-0.2515
ULK3	-0.874166666666667
AIM2	-0.709333333333333
PNO1	-0.870166666666667
OR2F2	0.915
GNAT2	-0.5285
SIX1	2.84325
ST13	0.8255
ZBTB44	-0.269
TIMP2	-0.414
ZMAT4	1.5195
GTF2IRD1	0.125
ZNF19	1.1645
ZNF714	-0.88325
RSC1A1	0.96475
C9orf80	-0.30075
PSMA8	-0.5344
TMEM141	1.8245
COX4I1	-1.25357142857143
CTAGE1	1.14083333333333
DTWD1	-0.8965
HSD11B1	0.564
KRT6B	2.11975
ARID4B	1.025875
LHFPL3	-0.0093333333333333
WWP2	0.280416666666667
ZNF326	-0.499666666666667
RGPD1	-1.145
CTSH	0.807
FASTKD1	-0.964
PAF1	0.6904
TTC9C	0.20125
IFT57	0.6924
PRSS36	0.638
IL20RB	-1.703
ZNF592	0.0183333333333333
DCTD	-0.7121
CFP	-0.17475
MFNG	-1.47975
JMJD2B	-0.38875
ALDH3B1	0.56525
THSD4	1.227
KCNJ5	3.14966666666667
LMNA	-0.0405
TBCD	-0.762375
ZNF250	-0.00266666666666667
CASQ2	3.51983333333333
PEG10	-4.8995
PRAME	-2.47886666666667
NP	-0.88725
TRIM59	0.0401666666666667
ZNF12	-0.21125
XTP3TPA	0.06825
SIGLEC7	0.3608
PANK4	1.12125
FAM70A	-1.91116666666667
SNED1	1.518
HIP1	-0.9066
RAET1E	1.3955
AMAC1L2	-0.278
AHNAK2	1.9415
TOE1	-0.4065
RECQL4	-1.6065
SPRYD3	1.7305
DPAGT1	0.3585
MAGED2	2.2054
ANKRD55	-1.97125
TRPS1	4.73341666666667
DOK7	-1.2255
TFPI2	-8.24325
GTF2H3	-0.628
CYP4F11	0.535625
LHX2	-1.76316666666667
ATG16L1	0.9345
ASB12	0.3275
C1orf116	4.045125
NF2	-0.1209
POM121	-1.1961
PHYHD1	3.0296
TXNDC17	-0.361333333333333
DKFZp779O175	-0.482
NUP62	-0.215714285714286
MYO18B	0.513666666666667
PRAMEF1	-0.3325
TCBA1	1.909875
TMEM168	-0.16575
FJX1	-1.31966666666667
CLCF1	-1.22375
SEPN1	0.09475
IGSF2	1.47525
NUDCD1	-0.2555
TFF3	2.53233333333333
