Hybridization REF	TCGA-BH-A18I-01A-11R-A12D-07
TSNAXIP1	1.73275
FAM131B	-0.018875
IFNA10	0.826
NUP43	-1.16625
FAM44B	-0.025625
L1TD1	-4.137
NMD3	-0.661333333333333
C18orf54	-1.5934
PHOSPHO1	-0.0955
RAG2	-0.7665
EMILIN3	-0.324
METTL3	-0.2025
VPS13C	-0.087375
REXO2	-0.9505
ANXA4	0.183
CA1	-1.058
DCP1B	-0.0295
TULP3	-0.601
ATP2A2	-0.0681428571428571
ATIC	-0.76475
ADAM15	-0.409833333333333
NPL	1.538
LGR4	-0.857
UEVLD	0.888
GAB1	1.99275
SNAI2	1.1185
ZGPAT	0.2509
SNF1LK	0.4545
DLEU1	-0.976
UBE2Q1	0.1305
ZMYM6	0.4133125
JPH3	-1.19266666666667
FAM38A	-0.716666666666667
PXK	0.7075
DENND2D	2.30175
BAX	-1.16308333333333
CP	-4.892
RPL37	-0.7674
G6PC3	0.04225
NCOA4	0.100833333333333
LRRC14	0.45375
GORASP1	0.969
FCHO2	1.287875
CYP24A1	-2.2293
FXYD3	1.8075
SMARCAL1	0.00475
ABCB8	0.2755
CCDC44	-0.3855
PRDM7	-2.87625
USH1C	-1.16225
DNAH5	0.834333333333333
SRF	0.73375
MAL2	3.34016666666667
PGPEP1	-0.0945
SIN3B	-0.41225
SEMA3C	0.349333333333333
GRAMD3	1.8035
FBXO10	-0.260625
OR5D13	-0.0784999999999999
FLJ31818	-0.0635
CACNA1I	0.491875
S100A13	-0.3895
TP63	1.79
ANXA11	0.7563
WDR66	1.040875
CSF2RB	0.154
IFI44	1.0665
DACT1	3.34483333333333
ANKRD23	-1.576375
ATP5G1	-0.972333333333333
C21orf70	-0.801166666666667
PPWD1	-0.69975
DNAJC13	0.0306666666666667
PAH	-5.27533333333333
PTCH2	0.35575
TRMU	-1.455
CCDC9	0.422
USP3	-0.4197
DCLRE1C	-0.2037
FAM55C	0.9905
FRMD4B	1.72975
CYP2R1	-0.16275
RFPL1	0.0897
XPO5	-0.7105
ARL6IP2	-0.493
OSBPL5	0.7395
MMP9	4.15327272727273
KIAA0802	0.394
DHRS2	-4.01683333333333
SGEF	1.327125
TXNDC10	-0.3603
EXOC6	0.71775
RPS27	0.268833333333333
PNCK	-1.40916666666667
FSTL1	0.7265
AACS	0.56375
SLMAP	0.839166666666667
SAMD4A	0.3026
ABRA	-0.1045
SMARCD3	0.7345
PKNOX2	-2.3325
A4GNT	0.2245
C9orf39	-0.187333333333333
RALYL	1.344
MGC33556	-3.012
C10orf25	-0.533
BBOX1	3.1785
NHEDC1	-0.40525
XDH	-0.508
GCSH	-1.2775
EDN1	1.11116666666667
MTERF	-0.0285
CLK4	1.065625
ZNF799	0.297333333333333
KCNG1	-2.186625
CXCR4	0.619833333333333
PTPRR	-2.39925
IRAK1	-0.4905
LOC401397	-1.02125
TMSB10	0.178571428571429
CXCL3	-2.9776
TMC4	1.84975
OR7A10	-0.3795
STYK1	0.708
CHRNA10	0.01975
CCNI	0.667
EP300	0.668285714285714
LOC165186	-0.0256666666666666
HIC2	-2.951
SDR-O	-0.181
OR2W1	0.0645
KCNA6	-0.0145
TRIM74	-2.2075
REEP6	1.44866666666667
ATP5G2	0.00449999999999999
ERG	0.819375
TMEM42	-0.1935
PARN	0.583833333333333
SOD2	-0.0228125
DIRAS1	-0.570666666666667
PNPT1	-1.538
JOSD3	-1.71125
hCG_40738	-0.276
PDE1C	-2.3895
SEMA4D	0.811375
AGPAT1	-0.0705
NOSTRIN	1.85325
MAP3K3	-0.29
MAX	0.989428571428571
CAPS	0.533
SERPINA12	0.212
OSBPL8	0.46575
RICS	1.0612
NR4A2	0.461166666666667
PPCS	1.335
LONP1	-1.1855
SCYL3	1.26125
HERC2P2	-0.874166666666667
FIBCD1	-0.823
C15orf41	-1.22125
DMC1	-0.700166666666667
C20orf27	-0.87825
RPS6KA5	0.1725
FAHD1	1.4645
SLC12A4	0.139
BRCA1	-1.60591666666667
GBL	0.8165
SLK	0.440166666666667
NUDT9P1	-0.576
NOXO1	3.065
USP52	-1.37825
BAZ1B	0.002625
SLCO2B1	3.2795
BBS12	1.3965
LRGUK	-0.411333333333333
TERF2IP	0.05
COL1A1	6.312
KIAA0090	0.19625
GRK5	0.577
AP1S2	-0.9985
TMEM52	-0.19
CA11	0.622125
OR4A15	0.086
ACBD3	1.0543
SPAG11B	0.251125
PRDM2	1.0298
FOXP3	0.61
SMYD3	0.251
LOC389199	0.379
LGI2	1.435
NAPE-PLD	-0.1802
ANKRD6	1.074
WDR45	0.497
SHROOM1	2.33525
PSCD3	0.7035
PYY	-0.044
KCNC1	-0.6835
ARHGEF9	0.2291
OR8J1	0.24825
GPR55	0.201166666666667
NS3BP	-0.9485
C10orf22	0.586833333333333
NAT8L	-1.0775
DUSP4	1.81816666666667
FOXM1	-1.87383333333333
GRAMD2	1.376
ZBTB48	0.0295
BUD31	-0.545
PABPC5	0.5595
CCDC41	-0.399
FBXO11	-0.0445833333333333
C6orf148	-1.53875
RFXAP	-0.623
C6orf15	0.192666666666667
CDK8	-0.657
C6orf70	-0.250875
TESSP2	-0.378
ALG2	0.446
PPP1R3D	1.08575
TPM3	0.486166666666667
SYT13	1.53
EPB42	-0.647666666666667
CETN3	-0.8995
PRY	-0.0915
NTHL1	1.20783333333333
POLR2B	0.0405
RPS28	-0.120916666666667
P2RX3	0.35025
LYZL4	-0.67125
WBP4	-0.00439999999999999
PMM1	-0.71975
C11orf79	0.26525
CBLL1	-0.708
IL1F10	0.346666666666667
VAX2	-0.592
SETDB1	-0.3645
LRAP	-2.31083333333333
GCLM	-0.502666666666667
CPEB3	1.2455
PPM1A	0.78225
INTS1	-0.44025
CAMTA1	0.25775
SAMSN1	-0.626
LOC158830	-1.4085
GMPPA	-0.4415
AIPL1	0.26225
IL24	0.872
BDKRB1	-1.95
MLF1	1.7436
TAF12	-0.20575
ID1	-2.156
THADA	-0.126875
PIK3CB	-0.01825
OR4N5	0.2395
TBC1D17	-0.123
COX8A	-0.47975
CDCA4	-0.65175
C2orf44	-0.6925
ZNF534	-0.712
IMMP1L	-0.489
NIPSNAP3B	0.393875
FTMT	0.249875
PWP2	-0.667833333333333
MMP15	-0.9663
DNAH11	-0.906
MTMR14	-0.23275
DNAL4	0.60425
IPP	-0.63675
TMEM59	1.073625
C1orf157	0.638
RGS4	2.06933333333333
DDX18	-0.441
SNX6	0.00425
ZNHIT2	0.810666666666667
NCDN	0.493166666666667
FLJ33534	0.75175
RAG1	-1.896125
OR4D10	0.0465
PTPN5	-0.0365
POMT1	-8.67361737988404e-18
LRRC8A	1.0795
CYP1A1	-1.313
CAPN1	0.2795
DDHD2	-0.852
GRIK2	-0.50975
GNRHR	0.402666666666667
PPBP	0.30025
HTR3A	-0.540875
SLITRK4	0.49725
ANKRD49	-0.22925
BTF3	0.0805
SARS	-0.1055
C13orf18	0.860833333333333
CACNB1	-0.1725
QKI	0.15352380952381
SETMAR	0.385375
MAN2B1	0.981333333333333
EML3	-0.38325
ACADL	-0.2508
OFD1	-0.386625
DEFB114	0.394
CGA	-3.56366666666667
PEX16	0.0718333333333333
LRRC10	-0.161
GNG12	0.5045
C1orf152	0.15
CHRM1	0.286
CD53	1.417625
DBH	-0.534
TFAP2B	5.4595
HIST1H2BJ	-0.261833333333333
FAM46D	-0.775
TMEM11	-0.0415
C3orf32	-2.3865
PCCB	-0.34325
IPO13	-0.151375
C6orf105	-2.6795
COMMD5	1.24325
SUV420H1	1.0254
LTBR	0.83575
ARHGAP15	-0.064375
HDHD2	0.47475
TDRKH	-0.313666666666667
LOC401052	0.457
PSG4	-0.44975
GNB4	-0.2446
SPATA4	2.0255
SLC9A3	-1.718
OSBP	0.629
NBPF3	-0.0260833333333333
DOCK11	-0.5145
SLC39A5	-1.52316666666667
PRR5	0.6709
C10orf63	1.57525
SMTNL2	-0.97175
ADRA1A	-0.02375
ASAH1	1.785
DOM3Z	-0.4311
GIPR	0.4085
AHI1	-0.550416666666667
NADSYN1	1.8018
RGS14	-0.4664
IL18BP	1.3976
RTN4RL1	2.15241666666667
ARMC6	-0.63375
PSMD5	0.0511666666666667
HK3	1.38111111111111
OR4S1	0.295
RSU1	0.7205
MAD2L1	-2.19711111111111
EIF4A3	0.30075
DLEC1	-0.341
E4F1	1.05716666666667
CHMP2B	0.4957
CAMSAP1	-0.1785
RPS21	-1.11566666666667
ARID5A	1.15625
UBE2N	0.00930000000000001
IGSF8	0.4765
MAGEB6	-1.46
ACAD11	-1.2272
MGC4172	-1.22475
LMO4	-0.449
KLKB1	-0.034
HP	-0.8845
HDAC3	0.42375
SCHIP1	1.6315
CLCA1	0.2735
OLFML2A	1.088875
C1orf112	-1.505
KIF19	0.97175
HAPLN4	-0.2173
CXCR7	1.26616666666667
GOT2	-0.628333333333333
RAB38	0.057625
DCX	-0.626
PPM1H	0.426416666666667
NFYC	0.524333333333333
KIN	-0.2075
ZNF228	1.058
PLSCR4	2.6135
HIG2	-0.06225
FAM79B	7.3845
C21orf86	-0.5819
KCNK10	0.128
ZNF738	-0.83025
FSTL5	-0.895166666666667
OR6A2	0.7455
OTOA	0.660166666666667
EXOC1	0.19425
AHRR	-4.225375
PDAP1	-1.84583333333333
C19orf6	-0.246125
ZAN	0.34525
LY6G6E	0.11
EIF4E2	-0.66775
C20orf198	-0.51575
ZNF324	0.189
CYP3A5	-3.18066666666667
ENTPD7	1.68433333333333
MBOAT5	0.0508333333333333
GJB5	-0.13775
TTC13	-0.29375
S100Z	-1.1265
KIAA0664	-0.619333333333333
PDGFRB	2.33691666666667
IL17D	-0.06275
OR56B4	0.1065
RDX	-1.81983333333333
SLC34A3	0.483
IL28B	0.14
JUND	1.3115
CHRNB1	-0.17825
CAMK2B	0.563
FETUB	-1.5005
CXorf23	1.257375
MRTO4	-0.94925
TTC3	0.7408
NDUFB8	-0.4505
EDG2	-0.49875
SEMA3G	1.0965
IL23A	-1.13825
GRHL1	0.8834
LOC441054	-1.4235
WDR65	0.672375
PSTK	-0.2195
STOML3	0.226666666666667
R3HDM2	-0.0606
C5	-1.93425
SLC2A10	0.516
C3orf22	0.30975
PAQR3	-0.998769230769231
ANKRD26	-0.3095
HCRTR1	-0.2415
LOC399947	-0.16525
PSD2	-0.1725
TIGD2	-0.00666666666666667
SCRN1	-1.7535
COQ10A	-0.53975
DDI2	-0.00149999999999999
METTL7B	-1.09816666666667
UCN2	0.227
FAM92A3	-1.05875
WDR16	2.62875
ZNF511	-0.261666666666667
ZMYM5	-0.589875
POLR3G	-2.957
ZNF586	-0.12
C1orf49	0.43375
TANK	0.594333333333333
RCAN1	-0.157166666666667
PELI3	1.25383333333333
LIMD2	0.0244166666666667
TMEM189	-0.8075
NTN4	1.9015
LOC151300	0.028
CLEC2A	-0.3015
GPR135	0.15775
DPYSL4	-1.0077
JAK2	0.441833333333333
TSHZ1	1.3165
TM9SF4	-0.332125
ZNF264	0.623666666666667
SIRPG	2.129625
BICD1	-0.569
HERC6	2.30266666666667
METTL5	-1.401
CASP1	1.47525
PRRT1	-0.349666666666667
PLA2G4C	1.61283333333333
ICA1L	-0.215571428571429
TPTE2	-0.278666666666667
OTUD7A	0.705833333333333
AQP11	0.25925
APOA2	-4.6608
KALRN	-0.3965
SECTM1	0.619166666666667
IFNAR1	0.114
TALDO1	-0.032875
RAB11FIP4	0.12525
EIF5A	-1.48
FAM49A	2.50975
NEGR1	0.973833333333333
YTHDC2	0.56925
EHD2	0.423625
NCF1	1.9335
SCRT2	0.6285
HOXA5	3.4012
NUP133	-0.056
FGF12	-0.8974375
SLMO2	-0.800125
SNTA1	0.028375
CACNG2	0.3085
GCM1	0.258625
ELF1	0.782666666666667
TLR5	2.70925
TCFL5	-0.725666666666667
RBMY2FP	-0.496
LOC100125556	0.871125
FAM129B	0.140375
MAP3K7IP1	-0.313375
NCK2	0.0205
OXA1L	-0.51325
FMO9P	0.086
ZSCAN12	0.31
PSMD12	-0.890083333333333
HSCB	-0.894
CLDN10	-1.6775
MGC13053	-0.3385
HPCAL4	-0.536333333333333
ASZ1	-0.654
MEX3D	0.205916666666667
NFAT5	-0.4889
CSPG4LYP1	-0.305166666666667
FBXO3	0.7779
DVL1	0.015
CMKLR1	1.5595
TYMS	-1.5815
PEF1	1.489
ZNF750	-0.825833333333333
MCM5	-1.2888
MEGF11	-1.0065
KCNK7	-0.185
PTP4A3	0.0925
C1QTNF2	-0.991333333333333
OR6S1	0.428
FAM122B	-0.8925
ZNF551	-0.771375
HBQ1	-2.281
GEMIN6	-0.583
ARSK	0.2155
RBP7	1.752
CPNE9	0.354
DSC1	1.1215
LOC730112	0.38775
MAP2K4	1.64025
HS3ST5	-1.6825
EPB41L3	-0.13775
TEKT2	3.8025
CDKN2B	1.51883333333333
ZNF480	-0.8785
MAP3K6	0.991
MAP6	1.701
HN1	-0.6898
OR2L13	0.321333333333333
SLC16A11	0.6155
FAM96A	-0.413
APOL1	1.2955
C5orf32	0.272
RTP1	-0.199333333333333
RNF175	-0.207875
ZBTB41	0.8535
AHCTF1	-0.4302
SAE2	-0.29
ITGA2	0.825333333333333
MME	0.308
CCDC14	-1.32025
MAST4	1.8555
KRT33B	-0.35
KCTD2	0.278166666666667
WDR26	0.128666666666667
MFI2	0.55775
NR4A3	1.133
ARSA	1.33325
UNKL	0.514333333333333
SULT6B1	0.141
CCNA2	-2.8905
SOX15	-0.196
PPAPDC1B	-0.3645
C19orf44	0.375
MCAT	0.635666666666667
ARID1B	0.00699999999999999
OR52N1	0.3285
C12orf48	-1.3645
MAGI1	0.96375
NIPA2	-0.2815
GBX2	-0.5765
RSHL3	2.38225
RAVER1	0.0145
C15orf17	-0.15675
SLC30A2	0.3165
ZNF518	-0.03875
PCYT1B	-1.02925
C10orf114	-1.36825
EIF3H	0.24
SLC25A39	-1.03333333333333
KIF1B	-0.35125
AMOTL2	1.425
C6orf120	0.35575
PSRC1	-1.62725
PLA2G10	4.33925
KIF5C	1.387375
MRPL37	-0.928
C17orf62	0.3925
C9orf135	-0.8324
DUSP10	0.7926
CLCNKB	0.1915
PSMA5	-0.22975
C8orf53	0.909
AMPD3	0.9865
PIAS1	-0.055
ADCYAP1R1	0.108
GYLTL1B	0.27875
CDH20	0.121333333333333
FBXO7	-0.6505
TMEM134	-0.269833333333333
FLJ14213	1.50683333333333
ZNF3	-0.15975
LRRFIP1	0.524375
CNOT2	-0.05375
ABI3	2.25
ALDH5A1	-0.775666666666667
HNT	3.0201
SERPINA4	-2.06325
TK2	0.1175
STMN1	-1.21044444444444
GUCA2A	0.0805
GALNT10	1.17135714285714
DPP6	-0.76695
C9orf93	0.204
PRELID2	0.242125
STK39	0.782375
SFTPA1	-0.45325
CKS2	-1.529
RHO	0.239
C20orf135	-0.52275
XKR3	-2.67
CR1	0.467
RPS6KA2	0.495857142857143
C20orf112	0.4175
MRPL22	-0.06175
C4orf23	0.273833333333333
GADD45B	1.828
KLHDC1	1.66783333333333
C2orf48	-2.1675
ZNF287	1.1465
DAAM2	-0.5235
DPPA2	-2.1915
TCTN3	0.2655
DNAJB11	-0.024875
FPR1	3.46575
DEFB4	-0.0505
PTCD2	-0.7882
SMOC2	5.7385
CABP7	0.73725
SERPINB11	0.18625
MAGEF1	0.45975
NDE1	0.652833333333333
ITGA10	-0.1495
FSHB	0.0745
ANXA2	0.736
HORMAD2	0.021
HLCS	0.15325
MCF2L	1.52
FH	-0.562625
TBC1D24	2.052
KIAA1505	1.832
LGALS2	0.86275
CNBD1	0.3095
SYNPO2L	-0.78225
PTPN23	0.183785714285714
C1orf183	-0.808333333333333
MAGEA8	-2.39025
DGCR8	-1.579375
GSR	0.29575
PAQR7	0.1075
ZNF676	-0.13475
CACNA1C	0.380111111111111
SP7	0.805
PDCD6	-0.38175
NRN1L	-1.641
BRI3BP	-0.583416666666667
KIAA1183	0.333
ASB4	0.4545
CCL23	0.5743
OBSL1	-1.617125
SLC12A7	1.02866666666667
KIAA0240	0.9085
CD1B	-1.557
FCGR2A	2.112875
MDC1	-0.86725
HTR1A	0.173833333333333
OCEL1	0.3685
ATP11B	-1.07453333333333
FBXO34	0.366
PCDH12	3.40866666666667
RPE	-0.83325
C17orf74	0.1675
CSDC2	1.3495
PET112L	-0.04975
TMBIM1	0.539375
P2RXL1	-0.16175
TCHP	-0.08925
TRMT1	-1.33883333333333
F2RL2	1.72690909090909
LRRC32	4.16333333333333
IMPG2	0.103
BGLAP	-0.1585
LOC493869	-0.391
MRAS	1.808375
SLC35F5	0.76125
CBWD1	0.3155
AXL	-0.474375
ATP2C2	1.43025
TELO2	0.51425
PNPLA3	-2.588
PCDHB14	0.701
CD276	0.95125
KRT80	-0.498625
DUSP28	0.386
CSNK1E	-0.0698333333333333
SRP14	0.9265
KCNQ4	0.2225
KRT72	0.078
CCDC117	0.408875
C6orf89	0.115555555555556
TUBB2B	-2.25916666666667
RTN4IP1	-1.43075
CR1L	-3.1045
CEND1	0.72
C12orf41	-0.168333333333333
RNF31	0.34225
UBN1	0.906666666666667
C17orf32	0.535875
SLC5A7	-0.19
GPR92	1.47166666666667
ESAM	2.321
CTNNA1	0.775583333333333
HRBL	-0.2099
CBX4	-0.258
TMEM182	-0.779
SH3TC2	-1.1945
IL10	1.21
PXMP4	0.559
RNF167	0.2159
PAK7	0.745833333333333
ETV3	-0.219
ATPIF1	0.142833333333333
LOC554207	-1.784
OR8H1	-0.1035
WDFY3	1.350125
DPM1	-0.89825
GPSM1	0.033
WDR92	-0.046
LRP1	0.782666666666667
ANKH	-0.041625
THUMPD3	-1.034
POLR1B	-0.66475
OLFM4	3.0915
RAD9B	0.154
TSPY2	-3.7735
PAX6	-2.25733333333333
SCG2	-2.0705
SLC17A6	0.17675
FMO3	3.433875
PADI4	0.0395
TUBB4	-0.3329
NLK	-0.58125
POU4F3	-0.1515
SDF4	0.0255
ITGBL1	3.16383333333333
NETO1	0.230125
TAP2	-0.0315
ABBA-1	-0.0966666666666667
GNAI1	-1.0755
VPS4B	0.8065
NOPE	0.3077
GALNT6	3.69183333333333
SESN1	-0.24475
GBE1	-1.88977777777778
CLASP1	-0.211666666666667
RASGEF1B	0.6565
ACOT11	-0.327357142857143
AFAP1	1.074
OR2H2	0.20325
DPY19L2P1	-1.09375
DZIP1	-1.322
SEC22C	-0.260416666666667
GPR161	-0.13925
RNF146	0.77125
WDR74	-0.565875
GALP	0.22
PURA	1.1045
DNPEP	0.638083333333333
RP11-78J21.1	-0.71625
ERBB2	1.935125
FANCM	-0.448083333333333
NEO1	0.2
DDX3Y	-4.485
RPS3A	0.10625
MXRA7	0.191071428571429
LGALS3	-0.761666666666667
GLT8D1	0.55875
CFL2	-1.19833333333333
UPB1	0.393
NAP1L5	0.04725
CLDN14	1.6305
DHX38	-0.75325
BTBD1	-0.014
TARS2	-0.403
ABCF1	0.1533
FCF1	0.633166666666667
LRRC49	0.56525
GUCY1B2	-2.1925
C1orf177	0.051
SMARCA4	-0.753571428571428
LRP8	-3.05933333333333
TAGLN3	-0.44125
MRPL14	-0.2395
TTRAP	0.154
ZDHHC20	0.77975
NFE2L3	-0.81425
KIAA1377	1.158875
PALMD	0.8221
TMEM43	0.15625
TTL	-0.87
STAT5B	-1.53833333333333
SSB	-0.835375
OR10H5	0.0815
SLC22A13	-0.60225
AKAP3	-0.79575
TIMM23	-0.1144
OAS2	2.10033333333333
KIAA0423	1.248
TRIM11	0.364833333333333
GLIS3	1.79171428571429
TMEM50B	0.997666666666667
ARHGEF4	-0.992375
DEGS1	-0.0710909090909091
TBL1XR1	0.7249
G6PD	-2.0065
SP140	0.9987
MUC17	-0.538142857142857
NUDC	-0.0573
DNAJC5B	2.06916666666667
SCARA3	-0.839833333333333
CPA3	6.72866666666667
BCAT2	-0.202
MFN1	-0.229
NRG3	0.1975
SNX11	-0.492
PLEKHH1	-0.5695
GPR177	-0.0035
HCFC2	0.58275
TCAP	-0.789
MOCOS	-2.99375
C14orf93	-0.74825
PRDM10	-0.3205
SLC16A4	-0.332166666666667
SRGAP1	-0.613333333333333
VIP	0.49375
DUSP27	-0.0756666666666667
LILRA1	0.3796
MC2R	0.1125
MGC24103	-2.15375
MBTD1	-1.891
FUT11	-0.478166666666667
USP33	0.669
C15orf39	-0.931
MAP3K12	-0.08825
PAAF1	0.0626666666666667
BARHL1	-0.1265
FLJ16165	-0.6455
PIWIL2	-1.977
SYNE1	0.777166666666667
CMTM4	0.0245
TSPYL1	0.559555555555556
GUF1	-0.4645
TMEM157	1.841
WDR44	1.06225
HIST1H3C	0.0725
DKFZp666G057	1.90625
RNPEP	0.48475
GAS2L2	0.0513333333333333
ADH4	-4.126
GRPR	4.80433333333333
FBXL17	0.8495
ZBTB10	0.326583333333333
Gcom1	0.401722222222222
HTRA1	2.806
ZNF585A	-0.0476666666666667
SLC26A2	-0.176928571428571
OTOP3	-0.272833333333333
WISP1	3.82633333333333
ATP2B4	-0.684916666666667
FLJ10769	0.6895
CRAMP1L	1.068875
CHST12	-0.75775
RAB22A	0.236666666666667
TARDBP	0.0207857142857143
STAU1	-0.14775
CRB3	1.81666666666667
MIG7	-1.35725
CHMP1A	-0.441666666666667
ZNF160	-0.115625
B3GALT6	0.600125
BARX1	-1.359
C6orf167	-2.349625
NXNL1	0.3135
DHX29	0.302375
HADHB	-0.379666666666667
PLXNB2	0.640625
ILDR1	-0.8765
SLC15A3	3.34575
GAS2	-3.7625
C20orf69	-0.316
NUMB	0.2495
TNIP1	0.47425
MESP1	-0.422833333333333
PSKH1	-0.6675
NSFL1C	0.015625
RHOG	0.43575
HEY1	-0.889
KNG1	-1.25625
ITGAX	2.5273
LIN9	-0.5535
CANT1	0.148625
XRN1	0.398285714285714
CCDC96	1.7245
HEATR6	-1.395
GNG7	0.184916666666667
RUNX2	1.471
SOX1	0.196666666666667
FCRL5	0.7952
ZNF99	0.174125
FAM9A	0.00600000000000001
SNX22	0.1266
MBNL3	-1.854
ODC1	-2.97855555555556
ADORA2B	-2.21666666666667
NR2F6	0.15725
ZFYVE16	0.410888888888889
SYNJ2BP	0.9619
POLE	-1.0405
E2F2	-1.01014285714286
THRA	0.173666666666667
PTGES2	-0.973
HIP1R	0.495166666666667
TMUB1	-0.713666666666667
ENO3	-2.08575
RSPH10B	-0.1145
CXorf39	0.936875
IRGC	0.142
GPR109B	-1.04575
FLJ13305	-0.702
LCE3A	-0.076
TNFRSF18	0.3754
DET1	0.3625
TRPM3	-0.2025
C16orf79	-0.4855
FECH	0.4085
RAP2A	0.218833333333333
CRIP1	2.8575
AZIN1	0.311125
SLC7A7	4.011
IL10RA	1.3334
TMEM64	-0.98325
CDC42EP4	0.447
C16orf58	0.8776
ARG2	-1.496
POU5F1P4	-5.34025
FAM62B	-0.120125
DNAH8	-1.7436
ASH2L	0.236625
TSLP	-2.02516666666667
CNTNAP5	-0.2218
TMEM16C	5.505
IFNA14	0.0005
SLC1A3	1.231125
CABYR	1.22725
BCL7B	0.0174
NUDT13	-1.15816666666667
C13orf28	0.6815
C1orf53	-1.14725
ARL6IP4	0.2208
RPL35A	-0.1125
EMR3	0.741
RAB40C	1.215
SLC41A1	-0.366333333333333
LRCH1	0.23375
LY6G5B	-0.4265
FAM124A	-0.298285714285714
MGC10981	-4.276
CLIP3	0.2502
MAP4K2	-1.13866666666667
CHIC1	0.3425
SULF1	4.6405
C20orf30	0.201357142857143
PRDM5	-0.168
ELOVL1	0.1175
C11orf48	-0.37475
SLC39A10	-0.4365
KCNV1	-0.308
ACP1	-0.367666666666667
ZMYM2	-0.017
B3GNT6	0.171166666666667
C9orf69	0.527
C2orf15	1.29025
C20orf166	0.574
HSP90AA6P	-0.7645
EDG7	-0.813
NEURL	0.467
LPL	2.00733333333333
CLEC2D	0.388928571428572
GRRP1	1.58716666666667
CD8B	-2.4127
HIST1H3D	0.0316666666666667
SLC6A12	0.538625
FAM27L	0.178
CD84	2.47488888888889
RASA1	0.5855
PHKG1	-0.06
MAGEA11	-1.488
IMPA1	-0.4768
NPM3	-1.86325
RARRES1	3.5815
SH3BP1	0.147571428571429
B3GNTL1	-0.883
ARPC5L	-0.296666666666667
KLHL26	0.41475
SIM2	-0.396625
GJC1	0.2265
C20orf194	0.09075
EXO1	-2.911
SLC2A2	-1.752
LOC285074	-0.626666666666667
LRG1	1.78575
KIRREL	0.634
PIK3R1	2.23578571428571
C4orf34	1.4775
MAF	-0.667166666666667
ADCY4	3.4505
ZMIZ2	0.615
SLC46A3	1.02383333333333
STAMBP	-0.446
CCDC16	0.162
MS4A12	0.211
TCF20	-0.08125
LRRC46	2.18775
C20orf152	-0.24525
MRPS6	-0.6645
ABCB11	-0.4235
KCNC2	0.122166666666667
CDH19	-1.37233333333333
C9orf123	0.6285
SSH3	1.097875
LDLRAD1	-2.25775
CCBE1	-0.6545
ZNF135	1.268
TAAR1	0.368
WFDC12	0.036
CCDC42	0.1758
FLJ12529	-0.48625
PER1	-0.303166666666667
TIMM50	-0.839666666666667
SMARCAD1	-0.194166666666667
FAM26C	0.3175
TP53TG3	-1.03483333333333
SH3RF1	2.5058
LMCD1	3.202
GPR63	-0.3095
FLJ21986	-1.47725
AIFM3	-0.69375
MICAL1	-0.345333333333333
BLZF1	0.672333333333333
IQCA	3.70133333333333
PCDHGC3	-0.026
SAC	0.0195
BCL6B	2.29
DDO	0.40325
MARCO	1.80325
DCHS1	1.40333333333333
C1orf170	1.53333333333333
CD200R1	0.966333333333333
C22orf15	-0.192
SEPT11	-0.0785
ADNP	0.3105
UST	0.1254
C13orf34	-1.4255
RFFL	-0.0979285714285714
APBA3	-0.3245
C2orf60	-0.381875
CUTL1	-0.2541
PMS1	-1.119375
ZNF689	0.544
EIF3E	-0.363833333333333
IL9	-0.0821666666666667
RPL31	-0.46025
LY9	0.9065
ATP2B3	0.18475
KDELR2	0.167791666666667
TFCP2	-0.4545
NLRP12	-0.161125
FLJ45422	-0.25825
TLE4	-0.00660000000000001
ZNF570	-0.1375
FLJ43806	-0.533
TLK2	-0.410375
CIR	0.574
MARS2	-0.1925
COL24A1	1.19025
SDF2L1	-0.7975
HIBADH	-0.208
IGFBP3	-2.09742857142857
C12orf23	1.131125
PSPC1	0.184
C20orf43	0.03
TRAV20	-0.1385
ARHGAP24	1.007875
KIAA1975	-1.11275
C1QA	4.0255
DNTT	-4.54383333333333
C10orf6	-0.131333333333333
C11orf41	0.4335
HNRPF	0.666
COL11A1	7.3185
UBAP2	-0.8195
CDKN2AIPNL	-0.939
C20orf174	3.87575
SPRED2	0.39
PLA2G12A	0.3055
ICEBERG	-0.6375
SCN10A	0.0615
C11orf65	-1.082
GBP5	5.89375
PITPNC1	0.00516666666666673
POU3F3	0.903
NCOA7	-0.090125
LIN7C	0.175
LOC348840	-0.6145
NKX2-2	-2.2165
ANKRD13D	0.254571428571429
LOC123688	-0.28225
FUT2	1.608
TAAR8	0.4125
FZD4	0.0474166666666667
PNMA3	-0.602166666666667
OR4L1	0.084
WIT1	-1.58175
EXOC3L	1.363
ATPBD4	0.1921
KRBA1	-0.5425
UBXD6	0.2925
HOXB7	-0.391142857142857
C7orf23	-0.087
UNQ338	-0.05
STAB2	0.14075
CDC20B	2.0715
IRF9	2.5605
CENTG1	0.451666666666667
TNPO2	-1.13875
MCPH1	-0.629375
BMS1P5	-1.3605
SLC26A7	-0.49775
HIST1H3J	0.18925
C9orf3	0.7391
LBH	1.293875
MYO1D	0.873375
PTDSS2	-0.1435
NFU1	-0.1565
DEPDC4	-1.338
WNT7B	0.5877
GLP2R	-0.0543333333333333
SETD4	-0.2831
DYNLT3	-0.4678
FKBP11	-0.862166666666667
SESTD1	0.213
FLII	0.74025
RPS16	-0.5035
CHPF	0.287
CSNK2A1	-0.143833333333333
SUMO1P1	-0.1055
