Hybridization REF	TCGA-BH-A1EO-01A-11R-A137-07
TCN2	0.622166666666667
CDA	-0.8365
TMEM88	0.021
ZFY	-0.9235
SLC25A41	-1.5965
CHRNG	0.2985
TAS2R50	-0.641
DEFB129	0.224
CYFIP2	0.59
TEX11	2.14875
SPATA8	1.0085
MAP3K11	-0.222666666666667
CEBPE	0.7715
OLIG2	-2.911
DNAI2	0.55
C14orf106	-1.15583333333333
APRT	-0.747
AMIGO2	-0.92225
TMEM26	0.612083333333333
RALBP1	-0.243583333333333
TSPYL6	-0.013625
EVPL	0.459833333333333
PVRL4	2.937
C2orf30	0.39025
ITIH4	-0.4825
ADARB2	0.740333333333333
C1orf104	0.54925
PIM2	-2.3535
REGL	-1.3115
SLC17A5	-0.774833333333333
PIPOX	-1.898
INSIG1	-2.6515
SYNGR1	0.945916666666667
TEX15	-2.4545
REPIN1	-0.744
PDE4A	0.0144
CAPZB	0.035
YPEL3	0.76475
C14orf100	1.227375
GINS2	-2.183
C18orf21	-0.346333333333333
CYP1B1	2.87875
VISA	-1.115
XYLT1	-0.4683
ZNF440	-0.184125
BRWD1	0.136428571428571
GOLPH3L	1.408125
C11orf77	1.8115
ZBTB17	-0.10725
SLC19A2	0.0565
C6orf134	-1.04475
C9	-0.2035
ART5	0.1545
ARTN	1.27033333333333
TMTC2	2.065
GNRH2	0.02175
STEAP1	0.5711
RPL39L	-0.228333333333333
FLJ10292	-0.2505
RLF	-0.5065
NAT14	0.08525
RRN3	0.59425
C11orf16	1.3345
C3orf14	-0.34825
TEX264	0.444166666666667
C22orf28	-0.211
C20orf175	-1.60925
XPNPEP2	0.619333333333333
PDE6A	-1.309
SPIB	0.1075
TBCB	0.156166666666667
SLC5A11	-0.666
ADRA2C	-0.459666666666667
DHCR24	1.57725
MEF2D	0.51725
C6orf114	-1.078
ZPLD1	0.401
MYO1B	0.4585
VAMP8	2.796625
ANKRA2	0.387416666666667
C11orf42	0.3335
TAS2R60	0.553
PANX1	1.298875
C12orf42	-0.799833333333333
RCBTB1	0.87
FGL2	6.277
CEP70	-0.184625
WASL	0.8645
SEPT14	0.56
DCHS2	-0.62325
CYBA	-0.2495
ARHGAP11A	-2.849
MPZL2	1.18016666666667
KIAA1881	2.68783333333333
ANXA1	1.5536
AFF1	0.2283125
FRMD3	0.0025
SUSD5	2.0275
C9orf32	-0.93525
RASSF7	-0.098625
KIR2DL2	-0.1955
SENP1	-0.8525
C20orf195	0.32525
C3orf44	-0.53625
KRTAP9-3	-0.189
ZFP28	1.185875
PLCB2	0.2547
TXNDC15	0.81175
CALR3	-0.3275
HLTF	-0.711357142857143
C17orf67	-0.113
NDUFA6	0.363
PKP1	0.15775
HMG20B	-0.79125
GPR180	-0.4688
BAI3	-0.229
NOSIP	0.1652
TRIM23	1.05325
ARL1	0.945714285714286
CDK5RAP2	-0.73875
SSH2	-1.585
KCTD15	-0.0674166666666667
FTHL17	1.292
AK3	-0.173666666666667
RAB3C	0.90125
PAX4	-0.231375
KDELC2	-0.75875
BIK	1.63083333333333
KIAA1553	-0.86625
CEP135	-0.126
NANOG	-4.84666666666667
TRIM22	2.83616666666667
CDH13	-1.162
B4GALNT4	-0.6725
MDGA2	-1.0775
SAMD3	2.57133333333333
OR1E1	0.176
TAS2R10	-0.608
FASN	-1.29325
GPR116	3.4298
ZNF219	0.2705
CD33	-0.554625
RAB3GAP1	0.5665
H1FOO	1.374
NXPH3	0.7565
CROCC	-0.896666666666667
GPX7	0.863125
BASP1	-0.2033
STAM	0.19025
TBK1	0.823
STX2	-0.9295
RPL29	-0.231
NR1H3	0.8015
MPPE1	0.151
PHACTR3	0.79425
SLC44A2	1.971875
C10orf109	-0.26625
CLCN6	-0.2935
C16orf59	-2.658
SQSTM1	0.7855
AADAC	2.5045
LRRC8C	0.381625
BIN3	-1.1823
HPS6	0.44125
MAN2A2	-0.6792
GABPB2	-0.684
KCND1	-0.372
PTPN11	-0.619428571428571
ZNF274	0.25575
ATF3	0.94225
C7orf26	-0.39825
C1QL3	-0.1725
WDR54	-1.30766666666667
FLJ40869	-1.49716666666667
ZNF397	0.1655
MLL	-1.169
TTLL6	-0.707125
ANKRD15	-0.00983333333333333
KIAA1958	-1.12475
C1orf218	0.58025
ZDHHC16	-0.40975
DDX47	-0.212
EVI5L	-0.169333333333333
GDF6	-3.783
TAPBPL	0.793333333333333
BTG1	2.9284
DPP4	1.4065
KLHL23	-2.42275
APOC3	-3.83675
BTBD12	-0.3465
CNOT4	0.1243125
HIST1H3I	0.554833333333333
OR5H1	0.421
APEH	-0.35625
TRY1	0.159333333333333
SLC26A8	-0.177333333333333
KCNA2	0.137333333333333
TMEM159	1.704875
C6orf81	-1.25516666666667
PCYT1A	0.211
C6orf157	0.8005
BRMS1	-0.003
CHST1	1.6265
LGALS1	1.472
TAF1B	-0.087
FLJ40504	-2.04575
GPR173	1.142
COL15A1	2.04825
CASP10	-0.0722857142857143
PCMT1	-0.313071428571429
HDAC5	0.1042
LOC641367	-0.30875
EVC2	0.566
SGPL1	1.333
GON4L	0.318928571428571
AFG3L2	-1.45833333333333
C5orf15	0.173666666666667
UBXD1	0.4247
LILRB4	1.37433333333333
GSTA4	1.28633333333333
ADIG	0.528
GRIPAP1	-0.140125
HIST1H3B	-0.847333333333333
BTRC	0.460333333333333
USP49	-1.593
IQCH	-0.0526250000000001
ACBD6	0.11
YEATS2	-0.99925
CABP5	0.19025
TRIM3	0.533
HNRPM	0.38525
FGG	-4.359
C18orf16	-0.493
CLEC2B	1.76475
PQBP1	-0.358833333333333
JTB	0.233333333333333
REST	-0.442
SLC8A3	-0.429833333333333
TMEM16H	0.176
MRPL47	0.156
EVI1	1.1561
MUC1	2.709375
TEAD3	0.42575
STOML1	-0.3255
USP24	-0.9578
PNMA5	-0.9745
MAEL	0.397
LBP	4.1954
HSD17B4	0.957625
SEC31B	-2.70325
IDH2	-0.031
SFRS16	-1.919375
AICDA	1.2275
RNF180	-1.23375
C1orf56	-0.073
FLJ10324	0.364333333333333
GPR148	-0.2355
MEF2A	0.7325
ASF1B	-1.66216666666667
HTN3	0.07725
RNF215	1.014
SLC4A3	-0.161333333333333
ADAMTS9	-0.1195
C9orf66	2.264
FOXD3	0.511
GSDM1	0.10925
IFITM5	0.698
PODXL2	-1.465
C1orf176	0.54325
RPS3	0.1065
hCG_2004593	0.284375
COL21A1	1.90725
NTNG2	1.45433333333333
RAI14	0.395833333333333
P76	0.6215
LRFN3	0.550625
FAM14B	-0.3165
FKBP14	-0.3865
TNNI3	1.09483333333333
HOXB3	0.513875
SGCB	0.58675
PPAPDC3	1.11425
FRAT1	-0.301166666666667
MORN1	0.971
ARHGEF2	-0.7475
BNIP2	-0.0435
DHX30	-0.85075
EEFSEC	-1.00375
FGF20	1.873
FLJ38973	0.275
PLCH2	-0.691833333333333
CCNG2	2.096625
PSPN	-0.093
WDR88	-0.7375
HOXB13	-2.685
MTMR8	-0.826
SPAM1	0.297
PPP2R1B	-1.0735
TANC1	0.57375
CNN3	1.7274
CHGA	-0.672875
C9orf128	2.00525
CACNA1B	-0.0495
MMAB	-1.7842
RHOA	1.37175
RAPGEFL1	-1.14975
SLC1A5	-2.6565
CALCA	0.840375
SYCP1	0.0855
CXCL11	5.70875
GFI1B	-1.0315
PSCD1	0.2575
C11orf58	1.83283333333333
MGC45438	-0.458833333333333
NUDT18	0.549
ASB3	-0.470833333333333
ZP1	-2.4655
LPPR2	0.1048
ZNF527	1.71333333333333
ZNF771	-0.05275
TTBK2	-0.4325
TRIM55	-1.9985
GJB3	-0.708666666666667
PRSS35	1.18175
SCRG1	1.88525
ZDHHC24	0.362
DUSP26	-0.50525
C1orf51	0.2255
DNAJC3	-0.497833333333333
LITAF	1.147875
ZNF410	0.274
AFP	-4.675
ZW10	-1.31875
PHOX2B	1.413
VILL	-0.2085
ELOVL7	-1.4865
LOC644186	1.793
PPP3CC	-0.0285
CHST13	-1.4395
WDR40B	0.212916666666667
MEA1	0.29625
HILS1	-0.8315
DLX6	-3.02866666666667
NKG7	1.98016666666667
EMP1	2.31825
ACTR6	0.03875
CHCHD7	0.336785714285714
COG2	0.3851
TCEA2	-0.3631
TARS	-1.02175
FLJ20294	-0.0895
ZNF92	0.1605
TRAPPC2L	-0.3699
ARHGAP28	1.124375
CCDC109B	1.578
LGTN	-0.412833333333333
INGX	-0.333333333333333
LOC124446	1.34275
RPS2	-1.41
C17orf75	-1.16716666666667
NBPF1	0.9265
SLC2A8	-0.379666666666667
SNRPE	-0.62925
CARD6	1.3095
IL13RA2	1.0925
CUEDC2	-0.421
C4orf19	0.61125
AOC3	1.818875
MTHFD2	-1.73633333333333
OR5M9	0.6815
C4orf38	0.932666666666667
SS18L2	0.12475
OAS3	0.281666666666667
LARGE	1.28
LRIG3	0.689333333333333
LIMA1	1.18875
STARD3	-0.576666666666667
VPS39	0.09175
CTAGE6	-0.1285
ODAM	-2.37475
MORF4L2	1.402125
GSTO2	1.548
MTFMT	-0.477
PRKAB2	-1.09121428571429
ZNF76	-0.3825
HSPB2	4.4915
CRB2	0.082
KLRK1	-2.366
LYST	1.566125
UBE2M	-1.51983333333333
SLC16A9	-2.6315
ZNF281	0.38475
ST8SIA1	0.2635
C9orf105	-0.43
ANKRD46	1.636
FAM108A3	0.2465
C20orf91	0.44075
ZYX	-0.274
RSPH1	1.31275
ZSCAN5	-0.502
RIMS3	-0.365833333333333
KRT76	0.531
CEACAM4	1.1095
SIRPB1	0.993625
CFHR4	-0.8755
SOX3	-1.43666666666667
GATAD1	-0.13225
C21orf57	0.24475
TMC8	-0.9485
AVIL	0.756333333333333
LMOD1	4.0655
HIGD1A	0.4465
NEU3	-0.28
DES	0.41375
BZW1	0.2222
ZNF221	0.2305
CCDC27	0.472
GDAP1	2.19
RBBP4	0.43575
MGC40499	0.818
PHKA1	-0.988375
PRKAR1A	0.0774444444444444
HSD3B1	0.35
RAD52	-0.801333333333333
CD207	1.1615
LOC389791	0.591
RSPO1	1.25616666666667
TMEPAI	2.683625
MFSD2	-0.276875
ETV4	-3.01991666666667
SCGN	-1.1365
LOC391356	0.058
MPP1	-0.144875
STARD3NL	0.51975
TFAP2D	-0.3515
CD2AP	0.02575
CCL20	-3.55216666666667
CCDC86	-1.74
ZFP30	-0.514
CTBP1	-0.163666666666667
MAK10	-0.0385
STXBP5	-0.53
LOR	0.2384
MAP6D1	-0.258625
ARMC7	0.4995
TMEM150	0.9821
NSL1	0.252
KIF5A	-0.73075
ASCC2	-0.3765
PSENEN	0.304333333333333
OPTC	-1.351
FCRL2	-0.811166666666667
KBTBD11	-0.43725
PCK1	-2.15425
CENTD3	-0.999
MEGF8	-0.39525
ALPPL2	-0.223
OBFC2B	-0.604166666666667
ZFYVE20	0.41525
GALC	1.52966666666667
CTRB2	0.33825
C20orf71	-0.9765
TBKBP1	0.000833333333333339
CAMLG	1.4105
TREML4	-0.098
RSAD1	-0.36625
TUBA3D	0.0514
KIAA1833	0.82875
PNPLA1	-0.0805
LRRC34	-0.925333333333333
CDH26	-0.920666666666667
ZNF167	0.675333333333333
ZBTB26	-1.0042
VWF	3.3206
VTN	-1.10033333333333
BAD	0.55625
PDS5B	0.631916666666667
ZNF644	-0.496166666666667
SH3GLB2	-0.698875
SMPDL3A	1.0714
NRG2	-1.052625
IL15	1.16833333333333
GABARAPL1	0.764666666666667
LAT2	0.7794
SLCO1A2	-2.57166666666667
LIG4	0.76325
GSDMDC1	1.589625
BMP4	-1.9435
METT10D	-0.3325
SYCE1	1.246
SPANXD	-5.36175
SLC12A9	-0.3215
MC1R	-1.312
RNF168	-0.3295
TRIM69	1.83975
GALNT7	-0.05
ISG20L2	-0.554
KIAA2026	1.022
TNFAIP8L1	-0.7555
DPY19L2	-1.208
C12orf63	-0.115
PRDX5	0.321125
MED6	-0.81125
TXNDC5	-0.147
CD46	1.17933333333333
CCK	-1.812
C17orf48	0.6965
ANUBL1	1.64475
SIT1	-0.4045
TYSND1	-0.3195
DEF6	-0.516333333333333
GLT8D4	2.3315
UTP14A	-0.828125
RPH3AL	1.15825
NXF1	-0.103333333333333
TRERF1	-0.0843333333333333
TUBB3	-0.8200625
SLC24A2	0.9185
SEC22B	1.67816666666667
ZNF653	0.029
GGTL3	-1.98691666666667
CDKL2	-0.951
CTF8	-0.549666666666667
EPC1	0.744
CYP4A11	-0.809166666666667
THRSP	3.60216666666667
LELP1	0.201833333333333
TES	0.627375
C17orf87	3.0705
FERD3L	-0.1575
SH3TC1	-0.1645
RAB36	2.064
CRYGB	-0.181
GRIA3	2.2019
BHLHB9	1.14125
C1QTNF9	1.383
GOPC	0.9425
PNPLA8	0.564166666666667
ZNF444	0.448
FMO1	4.6735
POLR3C	0.0435
SLC35F3	-2.3415
SGCG	-1.72916666666667
DCDC2	-5.20816666666667
NANP	-0.265
MGC23270	-1.0365
BEX4	0.767416666666667
HYDIN	0.1563
RPS6KB2	-1.6185
ADRM1	-1.16266666666667
BAT3	-0.82875
RAB31	2.5689375
SCGB2A1	7.53775
SLC6A14	0.076625
DDX4	-0.92
PRRC1	0.445166666666667
AP3B2	0.797333333333333
TRGV7	-0.0742
TMEM184B	0.0935
ADPRHL1	1.089
C21orf45	-0.4085
ARNTL	1.6535
AADAT	-0.163625
CCL2	2.3875
SNTB2	-0.613333333333333
RGS9BP	-1.17075
KPNA1	0.6275
TMEM41B	0.0348333333333333
S100A11	1.41375
DOT1L	-1.4505
EFHC2	1.21625
CLTC	-0.328
SRP9	1.80892857142857
ZNF521	1.71725
FAM26F	0.20125
GPR88	0.725833333333333
COL13A1	-0.0643333333333333
CHMP4B	0.0238
SIGLEC6	1.27033333333333
NFAM1	0.283875
PVRL2	0.0591
ALKBH4	-0.16425
CCDC93	-0.011375
NXT1	0.10025
KCNK4	0.8
TROAP	-2.4495
KCNA10	0.47075
CCDC114	0.464666666666667
RAN	0.02175
LMTK2	-0.8845
LOC400657	0.765
UFC1	1.455
UBE1DC1	-1.216
EEF1A1	0.411277777777778
CHAC1	-0.3395
HMGA2	-5.047
B3GALTL	0.0255
ING2	0.3345
C1orf109	-0.3315
INTS3	0.571875
ZNF558	0.70575
TRPM4	1.30983333333333
LTB4R	-1.5275
ISYNA1	-1.14425
LSM7	-0.14925
LRRC47	0.1003125
ZNF179	-1.63366666666667
EXDL1	-0.3105
SLC4A10	-1.24225
ACSS2	-1.20866666666667
COPS7B	-0.7915
KIAA0040	2.96816666666667
C1orf95	-0.1485
AP1GBP1	0.05475
OR9A2	0.479
FAM71C	0.2095
RIN1	-1.50933333333333
ITGA4	-1.250375
DNAJC6	-1.04983333333333
CLOCK	0.617666666666667
SLC35A4	0.338
DSG4	0.636
LOC26010	1.11175
NSUN2	-0.358
TMEM86B	-1.3247
C14orf135	0.06425
KIFC3	-1.4665
PHF5A	0.16325
NCAPH	-2.803625
STK11IP	-0.75
FLJ42953	0.267375
CCDC19	2.04366666666667
ZNF329	0.817125
TAX1BP1	0.698666666666667
ZDHHC18	-0.317666666666667
C10orf88	-0.03075
TMBIM4	2.3657
NMUR1	0.188
KIR2DS4	0.412375
C9orf90	-0.168125
MGC87631	-1.202
KDR	3.3519
ST3GAL2	-0.718
RLN2	0.451666666666667
HPD	-3.45725
MOXD1	-0.253166666666667
PDGFRL	3.68083333333333
SMYD4	-1.34271428571429
FAM103A1	0.520166666666667
MFAP4	0.593
LOC285141	0.4135
TMEM45B	1.917625
SMCR7L	-0.621642857142857
GZMH	3.98875
CBLN1	-1.37316666666667
CNNM1	-0.84575
PHF17	-0.821416666666667
NUP98	-0.160666666666667
RMI1	-0.70575
PTPRS	0.533
ANKRD57	1.288875
CLDN15	-0.413666666666667
OR51A2	-0.2705
GUCA2B	0.9905
DOCK9	1.35125
ITGB1BP1	0.0216666666666667
DLG2	-0.265375
BRAP	-0.398
SESN3	0.52225
ZC3H7B	0.7845
FAM101A	2.19416666666667
FKSG24	-0.51975
ZYG11B	-1.2485
RFC2	-0.789
SH2D3A	0.615
DVL3	-0.000333333333333325
ADFP	0.07
KRIT1	0.274
SERTAD3	1.41016666666667
LEFTY2	-3.2105
KRT27	1.062
SCFD2	0.14225
MN1	0.06625
RORA	-0.0115
PTPRD	0.83575
PIAS2	-0.613166666666667
CYP4X1	7.09033333333333
FBXL15	-0.329
MYH15	-0.0315
CRX	0.248333333333333
TBC1D13	-0.265
SLC22A17	1.424
PLK2	0.926333333333333
ARHGAP9	1.56075
EIF1B	0.35975
C20orf185	-0.04325
DEFA7P	0.5655
PRIM1	-1.9865
CRYAA	-1.4085
BACE1	1.0435
AGTRL1	1.07816666666667
ACAD9	0.109375
GRASP	0.6325
RBP4	-2.9205
TFB2M	0.45825
METTL9	-0.2206
ATP5O	-0.41475
SP100	0.514
CPSF1	-0.418
S100A4	0.86025
LIME1	-1.2565
GPR137C	1.05575
OR2A2	-0.3515
C2orf29	-0.81675
NUP188	-1.45075
SDPR	-0.906
RAI1	-1.055125
RPS20	0.222
LAMB1	0.08975
ADM2	0.1025
ZNF229	1.52675
DKFZp434K1815	-1.5065
EPN3	2.26966666666667
CLIC3	-1.289
MEIG1	-0.8125
HMGB4	0.415
STARD10	0.887125
KLF8	2.19675
EPB41L2	-0.4035
JMJD6	-0.41975
CTSL1	0.855833333333333
GPR27	0.039
ELAVL4	0.9245
MMP21	0.27
PPM1B	0.357
SUV39H1	-1.35425
AAMP	-0.589
TUSC4	0.64
MBD6	-0.3875
KLK13	-1.110375
FMNL3	0.957833333333333
TRIM13	0.301333333333333
C15orf5	-1.38725
IQCF1	0.11025
CACNG8	0.159
SLC35D3	0.3905
ZDHHC9	0.3405
ODF3L1	-0.40425
C9orf86	-1.3472
TSEN2	-0.96475
C17orf64	0.685
SEPX1	0.3496
TSPO	1.03383333333333
SYMPK	-1.3565
ADORA1	0.147
TSPAN10	0.097625
SEMA6C	0.408666666666667
RTTN	-1.3297
IL2	0.740166666666667
ARRDC3	0.230166666666667
TBPL1	-0.2915
STX12	1.4295
MRPL39	-0.5975
OR8H3	0.7075
IFIT5	1.62916666666667
CASC5	-3.697625
FAM46A	-0.976666666666667
HPCAL1	-1.09575
CYLC1	2.165
VGLL2	0.123375
C20orf191	-0.099
CDH1	2.70125
ITPA	-0.09225
CCDC101	-0.3035
D15Wsu75e	0.04675
EDA	-1.3995
CREG1	0.146
OR7G2	0.802
SAP18	1.45075
IFIT1	2.29175
CALML3	0.696833333333333
FLJ37440	1.8745
FNDC5	1.27325
SERPINB6	0.189928571428571
JUNB	0.8897
SYS1	1.58525
SCN2A	-0.873166666666667
ZKSCAN5	-0.1731
WNT7A	0.157
TSHZ3	3.90325
RNF148	1.106
H6PD	-0.33825
CAD	-0.939666666666667
ZNF449	0.7635
DOCK10	-1.4395
FAIM2	0.5585
HEXDC	-0.758
PRB1	-0.55625
C14orf148	-1.165
ETHE1	1.16375
IRF5	1.0748
GNMT	-0.258333333333333
MGC16291	-1.912625
RPAIN	-0.884285714285714
CAGE1	1.154
CNTNAP3	-3.24725
ACTR1B	-0.4635
EEF1E1	-0.5205
MSX1	-0.2055
ESF1	-0.3302
HSPC171	0.40625
MRPL2	-0.1745
RDH12	-0.146333333333333
CELP	-0.138
METRNL	0.674
C10orf116	3.87883333333333
C19orf48	-1.39475
ZNF346	-0.525625
NCR1	-2.929
C10orf64	0.927
CD52	2.45925
VPS18	0.719875
AP4S1	0.395833333333333
NPBWR1	0.1365
TPK1	2.19675
UBA52	-0.0743333333333333
RIPK1	0.439833333333333
CPNE3	2.0762
HSPC159	-0.445375
C8orf38	2.034
LRRC4B	-1.4135
PARP10	0.2594
ANKRD50	0.901
CXCL9	7.20275
FGF18	2.06918181818182
EIF2A	-0.992
SLC20A2	2.11083333333333
KIAA1549	-0.729083333333333
SPINT1	1.9067
ZNF584	0.0495
CRBN	0.443833333333333
ABCF3	-0.368333333333333
NCBP1	-0.386666666666667
PLA2G4F	0.276833333333333
PCDH10	-1.787
TTC21A	0.143
C20orf144	0.3915
FGFR1OP2	-0.2555
SLC9A1	0.2804
CHRND	0.4295
FOXF1	-2.40475
KIAA1467	1.23225
TPO	0.931
LTF	0.0968571428571428
DNAJB9	1.3005
MRPS27	-0.6085
bA16L21.2.1	0.633
WBP2	0.174666666666667
MRGPRX3	-1.55966666666667
PRPF18	0.8155
C10orf58	0.4615
SMOC1	-3.1763
ADAT3	0.630833333333333
TMEM138	0.6405
TMEM131	-0.662
TIMM8B	0.221
MYH7	-0.643
ST6GAL2	2.107375
KIF1C	0.20775
SUHW2	-2.8865
PAPSS1	0.741
CABP2	0.299
HOXA4	-0.75675
ELF2	0.39475
SEMA3D	1.0411
MC5R	0.4405
OGFR	-0.2115
FLJ30092	-1.1375
TGFA	-1.2628
MMP17	-0.77825
KIF15	-2.23525
CHIA	1.276
CATSPER3	0.525
CEACAM7	1.46283333333333
PADI2	1.48975
HOXA9	1.13816666666667
LNX2	1.06366666666667
TMEM144	1.595
HIF1AN	0.1865
METTL7A	-0.9118
C6orf165	4.305
KIAA1468	0.034
DSG3	-0.6945
ZNF180	0.656666666666667
EIF4E3	1.895625
SLC46A1	0.5675
DKK1	-2.1205
ZNF205	0.142166666666667
LOC162073	1.2835
COX7A1	4.82475
MAGEA1	-5.09533333333333
NEDD8	0.477916666666667
KLHDC5	1.46738888888889
C3orf19	-0.0538333333333333
MRPS2	-1.2335
POLR3H	0.2885
ABHD11	0.7653
TMEM17	1.74575
PAIP2B	-0.9306
MAT1A	-4.1355
LGI3	-0.07275
THUMPD2	0.61225
TKTL2	0.2255
XAGE3	-3.10066666666667
CALM3	0.787333333333334
C6orf136	-0.326666666666667
KCNC4	0.3295
RGS9	1.3205
ACIN1	-1.83983333333333
SPATS1	-0.14775
XKR8	-0.10825
FAM84A	1.92275
MS4A7	6.24636363636364
AGXT2L2	-0.01075
OR1F1	0.729
SMAP1L	-0.00758333333333335
IPO11	0.7765
ZC3H11A	0.076875
C1orf151	0.109
RNASEH2A	-1.213
CCR10	-0.8575
TXNDC11	-0.454916666666667
TMEM112	0.45025
MAP1B	-0.817714285714286
NVL	-0.435
PKM2	-1.10345
ARC	-0.65575
NUP54	-0.349
PPFIBP2	2.129
STAT2	1.77575
PTAFR	2.27416666666667
ROBO2	-0.843
RNF40	-0.4145
CCDC135	-0.489333333333333
IFT81	-0.4505
MORF4	0.25025
TM7SF3	-0.976875
OR10H3	0.452
ABP1	-0.20125
CHRD	1.27025
PLEKHA8	-0.6145
NCALD	1.835
OR5AK2	0.4015
ACCN1	0.187166666666667
SLITRK1	-0.187666666666667
ARMET	0.0345
C9orf52	1.38025
REEP4	-0.92725
MTSS1	1.99525
ADH1B	4.22833333333333
DLD	-0.429
CDK5	-0.627
PPFIA1	-0.12225
WFDC3	1.65575
DNAJB12	0.169785714285714
RANGRF	-0.793
MLANA	-4.51025
AMY2B	-0.28375
KIAA0319	-1.830625
RPS7	-0.425
JAK3	-0.0272
ARFGEF1	1.889
CXCL5	0.501916666666667
TRAPPC4	-0.3585
CETN2	1.4925
HSPC111	-0.4105
RHOBTB3	-1.7786
PHLPP	-1.254
RGS10	0.73575
TMEM58	1.034
CHERP	-0.5785
HSP90AB3P	-1.48166666666667
FSTL3	-0.840333333333333
PEX11A	1.5215
OR5V1	0.7835
FCN3	2.286
PTPN3	0.2705
NPTX1	-5.02525
C21orf84	-1.154
C11orf51	0.2225
ZBED2	1.96825
FLJ90757	-0.18625
NPY2R	1.57675
PLD3	0.19175
SYT17	2.14216666666667
SGSM2	-1.2665
OR1A2	0.1525
FOXP1	1.366625
SLC5A1	-0.753
POFUT1	-0.2595
EPHB6	-2.93933333333333
MYO1G	-1.776625
STAC	-1.7929
KLHL17	-0.788
RGMA	0.474
TJP2	-0.8504
FAM114A1	0.398
SERINC1	2.35608333333333
SLC9A8	0.0855
PEX19	0.554875
EDN2	3.913
PSMD7	-0.813
C3orf41	-1.7275
UQCR	0.54275
PPP1R3C	1.1555
LRP4	-1.95816666666667
TM2D1	0.8235
TTC17	0.0694375
C4BPB	-4.32625
CCL25	1.3905
ZNF253	0.547333333333333
CHRNA9	-2.24725
SOX11	-0.145625
HIVEP3	0.423
CGN	1.80241666666667
C3orf35	-0.333125
PKD2L1	3.77425
SYVN1	-0.68075
PDE8B	-0.554875
LOC439951	-0.01
LTC4S	3.3085
MIF4GD	0.0756666666666667
SMARCA2	1.741375
TUBGCP6	-0.481833333333333
CABLES1	-0.10975
C16orf77	1.61933333333333
ZNF791	-0.19125
FUT5	-1.7245
ADH6	-2.7752
P4HB	-0.57425
CLDND2	-0.792
ALKBH8	0.78975
PLAC4	-1.25475
F11R	-0.0759285714285715
MGC35295	2.467
PDZD4	-0.4335
LOC389073	-1.103
FAM80B	0.0685
PSMB1	-0.563875
TXN	-0.6235
VIPR1	0.4321
WBSCR18	-0.1172
EXOSC6	-1.248
ACTA2	4.42833333333333
SP5	-3.56466666666667
ANKRD1	-1.691
DDR1	0.5446
ATP6V1D	0.713
PTGS1	0.411416666666667
RNF157	-1.82825
DCC	0.4295
SPAG7	-0.713
FBXO18	-0.94375
UBE3C	-0.3168
HOXC6	0.1565
LRP2BP	0.734166666666667
MYST2	-0.37775
PDSS2	0.66525
ATE1	-0.28925
ARAF	-0.904
KLF10	0.87325
PLA2G2E	0.31
ASCL1	-0.0805
TSNAXIP1	0.23875
FAM131B	-0.0435
IFNA10	0.516
NUP43	-0.53475
FAM44B	0.215625
L1TD1	-4.46916666666667
NMD3	-0.292666666666667
C18orf54	-0.1799
PHOSPHO1	0.6735
RAG2	-2.1365
EMILIN3	-0.273
METTL3	-0.33925
VPS13C	1.472625
REXO2	0.102
ANXA4	1.17275
CA1	-1.38625
DCP1B	0.6795
TULP3	-1.54933333333333
ATP2A2	0.0744285714285714
ATIC	-0.31075
ADAM15	-1.26191666666667
NPL	2.52833333333333
LGR4	-0.84075
UEVLD	1.31833333333333
GAB1	2.01425
SNAI2	1.05616666666667
ZGPAT	-0.4272
SNF1LK	0.069
DLEU1	-1.33
UBE2Q1	0.2105
ZMYM6	0.38825
JPH3	-1.16033333333333
FAM38A	-0.503
PXK	0.471666666666667
DENND2D	2.76875
BAX	-0.902916666666667
CP	0.180636363636364
RPL37	0.2152
G6PC3	0.629375
NCOA4	-0.434333333333333
LRRC14	0.64075
GORASP1	0.07325
FCHO2	0.652625
CYP24A1	-3.3855
FXYD3	2.38925
SMARCAL1	0.045
ABCB8	0.3535
CCDC44	-0.50025
PRDM7	-3.7705
USH1C	-1.6215
DNAH5	1.54833333333333
SRF	0.207
MAL2	4.3445
PGPEP1	0.29375
SIN3B	0.029
SEMA3C	0.228666666666667
GRAMD3	2.6155
FBXO10	0.356875
OR5D13	0.0295
FLJ31818	0.750375
CACNA1I	0.048375
S100A13	1.498
TP63	0.212571428571429
ANXA11	0.1466
WDR66	-1.062375
CSF2RB	0.5615
IFI44	1.4035
DACT1	3.09883333333333
ANKRD23	-1.914625
ATP5G1	-0.3065
C21orf70	-0.984833333333333
PPWD1	-0.55025
DNAJC13	-0.00325
PAH	-5.3295
PTCH2	0.66775
TRMU	-0.9875
CCDC9	-0.077
USP3	-0.7753
DCLRE1C	-0.3731
FAM55C	0.3815
FRMD4B	1.6435
CYP2R1	0.23575
RFPL1	1.4081
XPO5	-0.753
ARL6IP2	-0.54
OSBPL5	1.24175
MMP9	4.38881818181818
KIAA0802	-0.573125
DHRS2	-4.16266666666667
SGEF	1.277
TXNDC10	-0.6146
EXOC6	0.574
RPS27	0.819
PNCK	-1.84483333333333
FSTL1	0.97725
AACS	-0.78825
SLMAP	0.273333333333333
SAMD4A	0.4386
ABRA	-0.4205
SMARCD3	1.709
PKNOX2	-2.6765
A4GNT	0.197
C9orf39	-1.0295
RALYL	0.393
MGC33556	-2.517
C10orf25	-0.362
