Hybridization REF	TCGA-BH-A18Q-01A-12R-A12D-07
FLJ13305	0.234
LCE3A	-1.3085
TNFRSF18	-1.04716666666667
DET1	0.171
TRPM3	-0.379363636363636
C16orf79	-1.0875
FECH	0.371833333333333
RAP2A	1.03283333333333
CRIP1	-0.242833333333333
AZIN1	0.40575
SLC7A7	2.799
IL10RA	1.3119
TMEM64	-3.7085
CDC42EP4	0.4601
C16orf58	0.0192
ARG2	-1.73725
POU5F1P4	-2.9975
FAM62B	0.665
DNAH8	-2.20233333333333
ASH2L	0.078625
TSLP	-1.2885
CNTNAP5	-1.03033333333333
TMEM16C	-0.72225
IFNA14	-0.268
SLC1A3	-0.67675
CABYR	1.632
BCL7B	-0.3201
NUDT13	-1.6845
C13orf28	-0.3485
C1orf53	0.521
ARL6IP4	0.2437
RPL35A	0.70025
EMR3	-0.742
RAB40C	0.826
SLC41A1	-0.374833333333333
LRCH1	-0.271
LY6G5B	-0.139
FAM124A	0.256714285714286
MGC10981	-4.22583333333333
CLIP3	-0.9471
MAP4K2	0.2315
CHIC1	-0.00950000000000001
SULF1	1.45383333333333
C20orf30	0.549142857142857
PRDM5	-1.631875
ELOVL1	1.41225
C11orf48	-1.37775
SLC39A10	-1.0455
KCNV1	1.14275
ACP1	-0.93
ZMYM2	-0.354875
B3GNT6	0.219
C9orf69	0.28325
C2orf15	0.668
C20orf166	-0.272
HSP90AA6P	0.73
EDG7	-0.513
NEURL	-2.098125
LPL	3.8765
CLEC2D	0.175928571428571
GRRP1	1.5895
CD8B	-0.7688
HIST1H3D	0.216666666666667
SLC6A12	2.47875
FAM27L	-0.4685
CD84	1.8934
RASA1	0.5705
PHKG1	1.9035
MAGEA11	1.402
IMPA1	-1.3817
NPM3	-1.5445
RARRES1	5.9485
SH3BP1	0.62825
B3GNTL1	0.1965
ARPC5L	-0.334333333333333
KLHL26	0.64775
SIM2	0.89
GJC1	0.256
C20orf194	0.1275
EXO1	-0.5655
SLC2A2	-3.50866666666667
LOC285074	-0.8715
LRG1	-3.67225
KIRREL	-0.1445
PIK3R1	1.69221428571429
C4orf34	-0.46125
MAF	-2.18027777777778
ADCY4	3.461
ZMIZ2	0.485
SLC46A3	0.510666666666667
STAMBP	0.837333333333333
CCDC16	-0.0835
MS4A12	-0.799
TCF20	1.2745
LRRC46	0.04525
C20orf152	0.583
MRPS6	-0.329
ABCB11	-0.5885
KCNC2	0.254
CDH19	0.484833333333333
C9orf123	1.11483333333333
SSH3	0.385125
LDLRAD1	-4.20675
CCBE1	-1.03425
ZNF135	2.23275
TAAR1	1.573
WFDC12	1.5025
CCDC42	0.789666666666667
FLJ12529	-0.506
PER1	-0.350333333333333
TIMM50	-0.285166666666667
SMARCAD1	-0.301333333333333
FAM26C	0.534
TP53TG3	-2.6095
SH3RF1	1.9593
LMCD1	2.95475
GPR63	0.1815
FLJ21986	-3.251125
AIFM3	-0.7045
MICAL1	-0.476666666666667
BLZF1	0.799333333333333
IQCA	0.766166666666667
PCDHGC3	0.1735
SAC	1.34725
BCL6B	1.40616666666667
DDO	0.75725
MARCO	3.38875
DCHS1	-0.00816666666666666
C1orf170	-1.092
CD200R1	1.96416666666667
C22orf15	-0.7305
SEPT11	-0.282166666666667
ADNP	-0.19225
UST	-0.2334
C13orf34	-0.2565
RFFL	-0.371285714285714
APBA3	-0.0385
C2orf60	-0.62725
CUTL1	-0.8885
PMS1	-0.477428571428571
ZNF689	0.1835
EIF3E	1.1845
IL9	-0.0626
RPL31	-0.499875
LY9	0.411833333333333
ATP2B3	0.027
KDELR2	-0.562708333333333
TFCP2	-0.6485
NLRP12	-0.872875
FLJ45422	0.74275
TLE4	0.5147
ZNF570	-0.2
FLJ43806	-1.383
TLK2	-0.000625000000000004
CIR	0.8135
MARS2	-0.365
COL24A1	-1.21525
SDF2L1	-0.517
HIBADH	-0.2385
IGFBP3	-3.3715
C12orf23	-0.3365
PSPC1	0.6435
C20orf43	0.72325
TRAV20	0.943
ARHGAP24	0.771
KIAA1975	0.18625
C1QA	3.9241
DNTT	-5.333
C10orf6	-0.504333333333333
C11orf41	0.34875
HNRPF	0.242
COL11A1	3.9425
UBAP2	0.791333333333333
CDKN2AIPNL	-0.6765
C20orf174	3.8005
SPRED2	0.13325
PLA2G12A	-0.840666666666667
ICEBERG	-2.0728
SCN10A	-0.241
C11orf65	-1.4895
GBP5	5.70375
PITPNC1	-1.09933333333333
POU3F3	1.467
NCOA7	1.650625
LIN7C	-0.6915
LOC348840	-2.6485
NKX2-2	-4.1475
ANKRD13D	0.717
LOC123688	0.71175
FUT2	1.05166666666667
TAAR8	0.711
FZD4	-1.96275
PNMA3	-1.54183333333333
OR4L1	0.1445
WIT1	-3.92625
EXOC3L	2.1165
ATPBD4	-1.3838
KRBA1	-1.875
UBXD6	0.08625
HOXB7	0.996071428571429
C7orf23	-1.1845
UNQ338	4.01
STAB2	0.16075
CDC20B	1.39725
IRF9	2.423
CENTG1	-0.0329166666666667
TNPO2	0.34025
MCPH1	0.222375
BMS1P5	-0.99775
SLC26A7	4.24525
HIST1H3J	1.0125
C9orf3	-0.8523
LBH	0.968875
MYO1D	0.416875
PTDSS2	-0.74675
NFU1	-0.5335
DEPDC4	-1.07775
WNT7B	-0.8867
GLP2R	0.0088
SETD4	-0.1917
DYNLT3	-1.2908
FKBP11	-1.08683333333333
SESTD1	1.02416666666667
FLII	0.39725
RPS16	0.3739
CHPF	-0.792166666666667
CSNK2A1	0.3105
SUMO1P1	-0.416
FKBP6	0.591
ZNF214	-2.5225
TWIST1	-1.65416666666667
DDX56	-1.07266666666667
TRAM1L1	1.5649
EPO	-3.51466666666667
MRPS18B	-0.19675
ZNF682	0.411666666666667
RPL14	-0.365333333333333
MAFF	2.2535
LOC51136	-0.7535
LY96	-0.4125
DDX20	-0.18575
ABTB1	1.30616666666667
ARL5A	0.7435
CCT6A	-1.62625
HEPACAM	-1.81033333333333
EHHADH	-0.0075
RBAK	0.298666666666667
CGB1	-0.0025
ITGB5	-0.9848
YIPF3	-0.36475
FKBP2	-0.74875
NR1D1	0.0044
TMEM110	-0.9875
NEK2	-0.302833333333333
PRAMEF8	-3.554
C20orf52	-1.13566666666667
PCDHGA3	-1.241
VWA3B	0.36475
NDUFA5	-0.588125
THAP9	-0.42
FLVCR2	0.3525
AP1S1	-2.1235
SMAD6	-0.173
SAV1	0.975625
SAT1	0.748125
ZNF251	1.500375
ADAMTS7	-0.0463999999999999
RPP38	-0.0285
C1orf211	-1.6765
YPEL2	0.77565
RBMS1	0.15725
ZNF445	-0.444666666666667
NRXN2	-0.401833333333333
PGBD4	-0.570625
UGT2B28	-0.8075
WBSCR16	-1.1225
NLRC3	0.3685
ASTL	-0.12425
ST6GALNAC1	-3.7875
ZADH2	-0.27825
MLLT4	1.23583333333333
ARL6	-0.00300000000000004
MEF2C	1.85175
CBFA2T3	-3.737
AFF3	0.129214285714286
COG7	-0.197
MYB	0.733333333333333
PLXNA3	0.496
XRCC2	-1.04883333333333
MMS19	-0.5595
ST8SIA5	-1.200625
CHPT1	1.4875
KIAA1712	-0.871375
OR6X1	0.4615
ACTR3	-0.163875
UGCG	-1.454
OR4P4	-0.1655
ZAP70	-2.07
LPP	2.53325
ZNF485	0.15075
PTPRCAP	0.04175
IL12RB1	0.967
ATRX	-0.0522
CHST8	-2.742875
C14orf109	-0.50825
ARV1	0.39525
NMB	0.332714285714286
COX5A	-0.559833333333333
EIF6	-0.341
MPPED2	0.755166666666667
SEMG1	-1.911
CHRDL1	0.0315
TRAF3IP2	2.46075
WNK2	0.145625
LILRA4	2.11016666666667
LAMA2	4.0875
PXT1	-0.4535
RLBP1	0.2865
CD300C	0.67525
SLTM	-0.521375
FLJ10404	0.0650625
APOBEC3D	-0.399833333333333
RENBP	1.06633333333333
ATXN7L1	-0.279
NID1	-1.29625
TUBGCP3	0.016
ITIH5	0.110166666666667
CCDC110	2.04225
C8A	-3.376
MGC87042	-2.7705
HOXC13	0.82275
TFDP2	0.49125
HCP5	2.907125
POLI	0.118
UCN	-1.945
ZNF764	0.354
C8orf45	1.0195
FHL3	0.04575
SPATA5L1	-1.5825
MMRN2	2.8945
NDST1	0.986166666666667
COL20A1	-0.758666666666667
ZNF248	-0.4905
PELP1	-0.0733333333333333
MBL2	-3.969
RNF41	0.21925
C5orf24	0.8525
THOC5	0.451625
SERINC3	0.444333333333333
RP11-151A6.2	-0.26825
CDCP2	0.39525
HIST1H2AA	0.3685
C11orf75	2.0385
FKBP7	-1.03225
DDOST	0.999
GPNMB	0.0753333333333333
TTF2	-1.14683333333333
KCNT1	0.229833333333333
SLC39A14	-1.2075
NGRN	1.1634
GPR137B	-0.14275
MECP2	-0.392125
PSMA1	-0.40725
C16orf73	-6.22975
TMEM60	-0.402666666666667
CSN3	1.9985
NOS1	0.3995
RAB7L1	1.222
YBX2	1.5015
KIAA1166	-0.09575
FUBP3	-1.62866666666667
ABCG1	1.465
ACACA	-0.780166666666667
ARL11	1.6371
ATOH1	0.846
ODF1	0.0193333333333333
CREB3L3	-2.48433333333333
TMEM127	0.249071428571429
DSCAML1	2.46975
PLN	1.9495
LYPLA1	-0.736
PRDM9	-1.37133333333333
SASP	0.86875
PLUNC	1.03066666666667
INTU	-0.43975
HISPPD1	-0.005
LNPEP	-0.364
YARS2	-0.146166666666667
APCDD1L	2.238
ZCCHC4	-1.0983
FBXO22	-1.082
TTLL13	-1.17
ZNF669	1.042
PTGDR	2.372
DDX27	-0.31925
KIAA0409	-0.7745
GJB6	0.337
ASB8	0.61725
PLP2	-1.2155
MEPE	-0.00300000000000002
OR10J5	-0.543
KRT222P	0.55875
COQ7	0.162166666666667
C1orf101	1.905
RERG	0.00609999999999999
CHMP5	0.64825
THAP11	1.235
ZNF43	-0.597
ZRANB3	-1.63266666666667
KRT13	4.841
MRPL19	-0.601125
RBBP9	0.56775
SPATA17	0.9945
BXDC5	-0.174666666666667
PAFAH1B1	-0.202833333333333
MAGEE1	0.047
OSTF1	-0.278
KIAA0323	-0.659833333333333
TXNDC13	1.51583333333333
CNTN4	1.362375
LCE1B	-0.0775
UNQ501	-0.876
ZNF154	0.611
C3orf64	0.9715
SYT5	-0.4127
PON1	-0.0163333333333333
FLJ10357	-1.17625
ATP4A	-2.144
GNPDA1	-0.366333333333333
MGAT1	0.765333333333333
C14orf121	1.07
SLC35B2	1.09025
MIER3	0.156833333333333
CHEK1	-1.16575
ZNF8	0.1885
TXNDC1	-0.7935
CKB	0.3606
RTN3	0.493357142857143
FZD2	-1.8115
PART1	3.771
PSMB6	-0.701
PCDHB8	-1.239
PHC3	-0.2564
PPP1R8	-0.361833333333333
NOVA2	1.473
TNFRSF11B	-4.2115
GOLPH3	0.678
UBLCP1	-0.97675
SUHW3	-0.511
TTLL1	1.42
OPN4	0.145
OR13G1	-0.0415
ZPBP2	0.3982
HSD17B11	-2.47175
C9orf50	-0.926
DHDDS	-0.0325
CTSW	1.9055
NEFM	-2.34933333333333
MRPL28	-0.154
SYN1	0.437333333333333
PIGV	-0.8055
ZIM2	2.89125
APBB1	-0.1205
SND1	-0.762
C1orf123	-0.3435
CHD3	-0.10825
BHLHB8	-0.00725
RNASE2	0.311333333333333
BCAP31	0.370125
SLC25A44	0.236166666666667
CHD6	1.2894
PIB5PA	-0.363615384615385
SELS	0.462375
LOC541471	-1.538625
FAT2	1.6995
ZNF81	-1.116
OR4C16	0.186
FLJ10081	0.2286
LRRC4	0.10925
CS	-0.488
N4BP2	0.139125
IGFBP7	0.5005
ZNF318	0.320416666666667
NDNL2	-0.62275
ZNF609	-0.25175
SIRT4	0.586
EXOSC10	-0.061
ECE2	-0.100916666666667
OVGP1	0.625
GTPBP3	-0.73925
PACS2	0.3919
C19orf36	-0.0526666666666667
ARL4C	0.672
ATG4B	-0.947625
UBQLNL	-0.7595
RHOXF2B	-4.311
PLEKHG2	-0.372
GALR1	-1.243
AQP4	0.357833333333333
HDAC7A	-0.2375
DCUN1D3	-0.37475
OR8A1	0.5155
CCRN4L	-0.367625
CBR4	-1.28383333333333
KIFC1	-0.881166666666667
SLC7A14	-2.494
LHX5	-1.2395
TRPC7	-0.432
LPXN	0.70775
SERPINA1	-2.888125
RPS13	-0.3913
BPIL3	-0.502
PRKAA1	-0.69425
FADS2	0.118
ENAH	0.773
PRO1768	-0.577
APBA2BP	-0.96425
LIPH	3.8855
C3orf33	-0.953
RCC2	0.0846428571428571
ALDH1A2	-4.3512
RNF103	1.58975
AHCY	-0.05625
ALG12	1.0795
CCL17	1.59675
ZNF543	1.43283333333333
ESRRG	2.1277
CNGA1	3.525
RDH5	2.16033333333333
OTX1	1.8846
PTGFR	-1.21333333333333
CDR2	0.33525
SELE	3.99975
NLGN2	-0.626333333333333
EXOSC9	-0.534
ZNF566	0.648666666666667
KLRC2	-3.07
GPR12	0.435
KIAA0196	0.93975
PDRG1	-0.445
SSR3	-0.260714285714286
MSI1	-0.763
CST9	-0.2425
CC2D1A	1.30175
PLAGL1	0.404333333333333
ZNF778	-0.7035
RNF2	0.0468749999999999
KLF6	1.656
THBD	0.779666666666667
tcag7.1314	1.41325
NR5A1	-0.135666666666667
ABCD2	1.5985
DNAJC7	-2.8065
CLEC4C	0.9935
TM2D3	0.464625
CCDC4	-1.218
PLAC2	1.64725
DCD	7.1975
FAAH	0.519875
POLA1	-0.6775
TM7SF2	-1.8445
FLJ39822	-0.568333333333333
FLOT2	-0.066625
MAP4K1	-0.458166666666667
SRP68	-0.083875
C21orf74	-0.606
ARPC5	1.5
LOC126075	0.8715
HECW2	0.029375
ZDHHC4	-0.99375
ANKRD42	-0.1291
PDE9A	2.22716666666667
ABCA8	-0.893
NDUFS2	0.64775
UBR5	0.309375
BTBD16	-2.64025
LOC554174	-0.2055
ZNF20	0.72
KIAA1843	0.497
WDR17	0.52975
C15orf33	0.341
RNF113A	-1.179
CAMKK1	-0.1828
CLCN2	0.0175
ANXA6	-1.6965
LOC340069	0.1725
EMID1	0.307125
DPM3	-0.326916666666667
ELA1	-0.875
SLC25A13	-0.5586
KRT24	0.304
SMPD1	-0.727
TH	-0.025625
COL6A2	-0.0767857142857143
ANKS1B	1.396
GPR126	0.4499
ZC3H12A	0.0481666666666667
TMEM47	1.5045
C2orf51	-0.535333333333333
C1orf88	1.64083333333333
HSF2BP	0.13775
AKAP10	-0.93725
RPAP3	-0.8575
KLHDC8B	0.726
STOM	0.3905
MUPCDH	0.1785
C10orf72	-0.671
PLEKHA3	-0.0380833333333334
TCP11L1	-1.11675
CWF19L1	-0.718375
SPEF1	0.304538461538462
YSK4	0.103
ELN	0.5118
SAMD8	-0.530833333333333
MPI	-0.937
MEPCE	0.0375
ABCC3	-2.125
NANOGP1	0.173
KCNK17	1.486875
HLA-DMB	4.54
RRAGA	1.16325
ANGEL1	-0.90175
RBM32B	-0.318
CPN1	-3.7555
MGC52282	-0.6243
HLA-A	3.04016666666667
OR9G4	0.0285
EDNRB	-1.624375
SCD	-3.42378571428571
C14orf80	-1.01616666666667
BAGE2	-2.4535
RABL4	0.601166666666667
RCVRN	0.19
SHANK1	-0.2415
NLRP7	-2.48475
CD226	1.4275
STAT3	1.2019375
SYNJ2	0.7804
TPCN2	-0.5005
WDR36	-1.00366666666667
MBD4	0.2145
ROBO1	-2.3209
ST3GAL6	-0.0395
SLAMF8	3.98783333333333
ATN1	1.54033333333333
GPR141	0.506666666666667
KRT36	0.392
TPH1	-0.4835
DDX52	0.079
ZSCAN29	-0.793
TRPT1	-1.09633333333333
DPEP3	0.41275
DENND4A	-0.98175
TSPAN16	-0.8905
PTCHD2	-1.05
LOC145814	1.4965
CAP1	0.314166666666667
EIF5A2	-1.3761
NT5DC3	-1.062875
SEPT9	-0.40525
SEZ6L2	-0.130375
EGFLAM	2.4825
VPS11	0.9195
NDUFB5	0.0981666666666667
CIDEA	1.804
IER5L	-0.32675
N6AMT1	-0.4005
FAM83C	-0.36975
OXR1	1.46725
IRX1	1.2255
DGKB	-0.913333333333333
GCN5L2	-1.4055
MIR16	0.05875
FBXW9	0.87775
WDR4	-0.337333333333333
PDC	1.126
VPS33B	-0.421
HEXB	0.303
FLJ32214	0.42225
TCEB3	-0.46225
CRLF1	-1.14675
ABI3BP	0.48175
C8orf22	-2.70825
PYCR1	-0.03775
KIAA1706	-0.9545
CDK5R2	0.671
WAS	0.217
C12orf60	-1.434
CCBL2	-0.066375
MADD	-0.35975
C5orf34	-0.51525
WDR42A	0.8306
KLF12	0.721375
HSPA1A	1.6935
ITM2C	0.187916666666667
DAPK2	3.45066666666667
LOC442590	0.732
SUMF2	1.56475
CENPA	-1.83230769230769
TMED5	-0.749375
CDH6	-2.2841
BRP44	1.39825
THG1L	-1.2145
GABRA2	-2.61825
C14orf166	-0.58125
MYL1	-2.683
TNFSF18	1.127
PAP2D	-2.3095
PPIB	-0.3045
KLHL4	-2.268875
SFN	0.0396666666666667
CCDC127	-0.19425
FRAP1	-0.438
GOLGA5	-0.101
SDCCAG1	-0.378
MGC21675	-0.6195
C10orf95	-0.87475
KIAA1345	0.371833333333333
C1orf163	-0.548
LACE1	-0.138666666666667
OR10K2	-0.162
CENPN	-0.86148
TMED2	0.2865
UGT1A6	-0.8745
ANG	-1.19625
U2AF1	-0.0843333333333333
CASC2	-0.116
NMT2	0.372666666666667
OSGEPL1	-1.1015
DFNB31	0.5305
SLC6A20	1.505875
DKC1	0.2465
FXYD4	-1.9875
WDR64	0.27
MGC5590	-0.2245
CREBZF	0.0213333333333333
DAZ1	-1.2675
PRPSAP1	0.95825
GCHFR	-1.1265
TTC7A	-0.516875
LOC196993	-0.6995
UBD	2.94816666666667
S100A1	1.888875
RPL6	0.398666666666667
DNAJB6	0.27595
NAGS	-0.3874
C2orf58	-0.168
KERA	0.324166666666667
MT1X	-0.2577
UBE2B	1.553
KEAP1	0.80775
MST1	-3.401625
OMA1	-0.1615
ABLIM2	-0.17475
BCL2L13	0.17725
JAZF1	-0.0978333333333334
TMEM63B	0.951
S100A8	2.84
ARFIP2	-0.1505
UROS	0.06325
KHDRBS2	-1.758
POLQ	-1.344625
SOAT1	-0.42725
SPAG4	-2.7465
MRPS30	-1.28166666666667
LOC494141	-0.869
OR2T11	0.3125
ORAOV1	-0.0603
ZNF184	0.705666666666667
TCEB3B	0.142
ADAM21	-1.1345
GDPD1	-0.39275
SPINLW1	0.68825
PRR14	0.586
KCTD9	1.0721
NUDT3	0.402
KIAA1822	-0.0194
HIST1H4K	0.8665
DFNA5	-2.66125
GABPA	0.11075
C14orf44	0.22075
POLB	0.14275
PTAR1	0.559
SEC31A	0.347
TRIM58	-2.4075
TAS2R14	-0.864
VPS8	1.014625
H1F0	-0.0178333333333333
PRKCB1	-3.054
UGT2A1	0.3945
TOR1B	-1.1855
LSS	-0.8995
C2orf19	-0.0425
HNRNPC	-0.252357142857143
TMEM100	5.37483333333333
LOC116349	-0.112
OR51M1	-0.37
CCDC142	-0.39825
ISG15	0.778625
ZCCHC14	-0.112375
CREBL2	0.133875
TGDS	-0.9455
DC2	-0.30075
CACNA2D3	-1.93692857142857
ZNF429	-0.90825
LYPD6	-1.45533333333333
SUCLG1	0.299833333333333
OR51I1	-0.9845
MAGEH1	0.36575
PRPF40A	-0.3925
SMR3A	0.482
SPINK2	0.01175
THAP2	0.914125
NPY5R	2.638375
IRF4	-2.260875
SPESP1	-2.57066666666667
OR10S1	0.659
DTD1	0.253
TUBE1	-0.19275
DDX19A	-0.3035
PDPN	-2.2465
TMEM34	-0.593083333333333
MGAM	0.476666666666667
COL3A1	4.99105555555556
GFM2	-0.0923
OR5A2	-0.4535
PSG9	-0.771
ARHGEF11	0.587166666666667
IVNS1ABP	-0.1075
SIGIRR	0.1285
DUSP19	-0.662
DNAJC14	0.3825
ACSS1	1.028125
IL1RAPL2	-0.1895
C4orf30	1.0995
SEPT4	4.175
LANCL3	-1.5475
SPAG17	2.36266666666667
PRDX3	-0.47625
HNF1A	-1.852375
P4HA2	-0.819125
RFWD3	0.228833333333333
MOV10	0.00350000000000001
DNAJA5	0.556142857142857
LOC729440	0.50325
LOC200383	1.061
SMC2	-2.3565
MIXL1	-1.21633333333333
TMEM9	0.37725
FAM86A	1.0735
ZNF174	0.656
MYH14	-0.1845
CCR8	0.89675
VPS37C	-0.822
GPATCH1	1.11716666666667
B3GNT8	0.736
TBX4	0.835
CNR2	0.401333333333333
PCDH1	1.0205
C5orf29	3.334375
OCIAD2	0.794
PLCG2	3.108
KIAA0247	1.8245
HRH3	0.1989
CAPN13	3.12075
CCR1	0.0138
MGC15523	0.474555555555556
UVRAG	0.674
DNAJA2	-0.315333333333333
ITGA2B	-1.093
CLDN5	2.80725
PTPRN2	-2.59571428571429
ZNF512	-0.187666666666667
PSAP	0.885071428571428
CCDC140	0.442
LRRC55	0.3695
CYP26C1	0.4235
C8orf47	2.1175
LYN	1.64025
DUSP6	0.0646666666666667
TGFB3	0.454733333333333
ELK1	-0.0951
PCDH11Y	1.45266666666667
HGD	-2.182
C17orf58	-0.4895
MYO3A	0.496
SERPINE2	-1.73533333333333
AARSD1	-0.9375
C14orf73	-1.23775
ADAM33	-0.3985
ZNF491	0.1885
MAPK6	-1.94266666666667
TCN1	-1.43833333333333
SLC24A6	0.1775
UBE2R2	1.3045
H1FNT	0.51875
TATDN2	-0.0346666666666667
LILRB1	1.591
P2RY5	1.5045
NUCB2	0.18075
C2orf37	-0.50475
SNX27	-0.157666666666667
MTA3	-0.0989999999999999
FOXO4	0.97325
ID4	3.80583333333333
SOX5	-2.13533333333333
PXMP3	0.628625
OR52M1	-0.0065
SFT2D3	-0.27125
INA	-3.80533333333333
MCOLN1	1.5605
NFIX	2.7771
CLEC14A	4.94266666666667
HIBCH	0.106833333333333
PLA2G5	-0.09225
TIMM10	-1.59416666666667
MED17	0.3184
COL4A4	0.2415
TPP1	0.00799999999999999
GJA3	-1.99733333333333
TMPRSS5	-0.0725
AADACL3	0.554
DNMBP	-2.08525
ENPP5	2.47766666666667
NQO1	-3.101
ZSCAN2	-0.26925
SEC24C	0.0355
GTF2A1L	0.723
AXIN2	-1.7078
FAM33A	-0.08525
C16orf13	0.34025
SPNS2	1.02975
TAF1	0.12225
AP1G2	-1.14666666666667
RBM42	0.7305
HCN2	1.18433333333333
EFHB	-0.113333333333333
RUSC1	-0.0383333333333333
GRIK5	-0.2685
USP21	0.187333333333333
ATAD3C	0.68775
ORMDL2	0.52225
PRSS7	-4.332
PSAT1	-2.60525
FLJ13195	-1.146
TBC1D1	2.29216666666667
IFNG	4.43775
OTOS	0.1025
ZNF773	1.66333333333333
EMD	-0.88925
RETN	-1.06575
CCL8	4.642
APH1A	1.330375
COX18	-1.2385
GTF2IRD2	-1.013
CCDC82	-0.0684166666666666
PAFAH2	0.7288
NPEPL1	0.6576
RP11-114G1.1	-0.7905
TP53INP1	1.01675
ZNF300	0.023
FOXL2	-3.8305
LARP2	0.0286666666666667
LATS1	0.5595
HTR6	-1.4635
SPOCK2	0.957833333333333
RNF144B	1.12383333333333
HTATIP2	-0.322
MGC10334	0.192916666666667
CENTA2	1.84516666666667
FGF2	-0.52075
FXYD7	-0.3
PHYHIPL	-2.142625
GPR34	5.1655
DDX6	-0.0196666666666667
OR10W1	0.1275
LHFPL1	1.5585
ZNF313	0.4255
VPS28	0.39225
AP3M1	0.3148
AKR1CL2	1.4835
TRAF4	0.474625
OR2B11	0.478
C19orf12	0.702166666666666
AKAP9	0.0158333333333333
C1orf62	0.2885
SLC20A1	-1.7387
FAM112A	-0.2065
LDB2	-0.187
MRPS23	-0.5055
KLK5	4.99375
SPTB	-0.1396
EFEMP2	-0.3545
EFNB2	-0.057625
PCM1	-0.0375714285714286
NMNAT3	2.684375
TSG101	0.0493333333333333
C8orf40	0.407
NOB1	-0.2455
ABHD3	-0.0475
GTF3C4	-0.55075
PIGN	0.516333333333333
GALNTL1	-2.54325
AEBP1	-0.201
OR9Q1	-0.137
ANKRD2	-0.62425
CCL28	1.16625
TRIM38	1.46633333333333
TMCC1	0.391666666666667
SMG5	0.324
LRRC7	-0.0205
NCAPD2	0.363166666666667
C6orf153	-0.933
C1orf74	1.496
OTUD6A	0.582
DCP2	-0.115
TMEM24	0.29625
RPL18	0.202166666666667
TMEM177	-0.732
LRRC37A3	0.5125
C1D	0.108166666666667
LDHC	3.10625
UBE4B	0.117
NIT1	0.555125
BTN3A3	1.877375
RASD1	2.947875
COMMD3	0.176
SHFM1	-0.3045
BIRC8	-0.14875
DUT	-0.5615
C12orf51	1.416
LRRC59	-0.315
LY6H	-0.2595
WDR22	0.332
EDEM1	-0.471785714285714
ADH1A	3.08
PANX2	0.2721
CYP11B1	0.3655
CDC73	-0.57075
GPR172A	0.20525
GSTM3	-0.497230769230769
KCNA5	-0.464375
SERAC1	0.326333333333333
NFATC2	0.5275
ANAPC5	0.0422
C15orf24	-0.8535
NFATC2IP	0.43975
TNRC6C	0.345166666666667
MGC102966	0.050375
FGD5	0.404666666666667
MED9	0.07125
RAB13	0.112
C15orf49	-1.7725
CRYGS	0.0279
C12orf53	-1.5309
LOC283693	-0.1215
COX6B2	-0.3075
PHF14	-0.355125
FAM3A	-0.522
RPL13	-0.0198
PRDX2	-0.5607
FLJ34047	-2.251
PRMT3	-1.3855
KCTD19	-2.086
TRIM10	-0.481666666666667
MGC26597	0.577333333333333
GCNT4	-0.45575
GPRASP1	-1.26375
CDKN1C	-0.259583333333333
RHBDL2	1.1589
HSPH1	-0.95375
AQP1	3.943875
COL17A1	1.0967
GFAP	0.335625
CDC16	0.26975
KIAA1614	0.6525
C6orf118	0.225
ZSWIM5	-0.84875
FAM83F	3.4355
LYNX1	0.7883125
SYNPR	-1.118
XG	0.780833333333333
PRSS16	3.014625
KIF13B	0.914571428571429
PCDH9	-1.104375
HIST1H2AH	0.665
RBM18	-0.6945
ZNF626	-0.436375
HEXIM2	-1.24983333333333
ITFG1	0.2625
TUBG2	-0.9965
SFRS7	-0.216166666666667
C9orf14	1.537
EXTL1	3.13225
GBP3	1.9525
WDR5	-0.88975
RARG	0.532
MYO7A	-0.09275
CECR6	1.19175
C13orf3	-1.08625
SFRS18	0.537125
ACVR1B	0.503833333333333
PSMD1	-1.3479
C7orf31	-0.830333333333333
ILVBL	-0.931
IFNGR1	0.888
RNF186	2.84425
NOL9	-1.0305
MAGEL2	-1.92125
SLC29A2	-0.2085
NHSL1	0.2595
RBMX	-0.6885
PSORS1C2	0.26875
RAD51L3	-0.38775
LCN6	1.02025
ORAI2	-0.88025
BRUNOL6	0.7377
OR4K5	-0.153
CDC123	0.02375
MSLN	-1.62533333333333
WWTR1	0.464666666666667
ZNF700	-0.467
COBL	2.62225
PPP1R16B	0.565875
GAS7	-0.8764
MDN1	-0.159
HAAO	-0.1955
C9orf68	-1.71875
TNFAIP2	0.660625
FOXN1	0.014
hCG_2033311	0.200666666666667
ATP6V0D2	-1.5462
RPL41	0.060625
SLC38A1	-0.41725
ARHGAP6	-2.13308333333333
ADAD2	-0.24925
PHF20L1	0.9875625
MCM3AP	0.589333333333333
ST3GAL3	-0.513666666666667
SNX1	0.621333333333333
ELF5	6.0145
PARP3	-0.526625
RBM8A	-0.2700625
LINGO4	0.231
ITGA9	1.76983333333333
ZFR	0.789
ACSL6	1.48375
FLJ20699	0.1358
DAOA	-0.72975
FABP4	3.6865
KCNB1	3.618
CANX	0.2516
SLC25A28	1.0745
ADIPOR2	-0.064
ECHDC2	2.1755
SMA4	1.785
FRZB	3.6885
PABPC1	1.20866666666667
DMRTB1	-0.91225
APOBEC3G	0.34
CATSPER2	-0.04
CUEDC1	1.71216666666667
STARD9	-1.804875
CLDN8	6.04075
LOC23117	-0.0650909090909091
E2F6	-1.06783333333333
TMEM126B	-0.754166666666667
DPY19L4	1.947
