Hybridization REF	TCGA-BH-A18S-11A-43R-A12D-07
CSPG4LYP1	-0.180833333333333
FBXO3	1.3871
DVL1	-0.577166666666667
CMKLR1	2.07166666666667
TYMS	-4.470625
PEF1	0.33575
ZNF750	2.61816666666667
MCM5	-1.3259
MEGF11	-0.5005
KCNK7	0.192
PTP4A3	-0.34
C1QTNF2	-1.00716666666667
OR6S1	0.423
FAM122B	-1.459
ZNF551	-0.98775
HBQ1	-1.45
GEMIN6	-0.97325
ARSK	-0.15125
RBP7	4.79816666666667
CPNE9	0.7
DSC1	3.2215
LOC730112	0.23025
MAP2K4	0.8775
HS3ST5	0.3795
EPB41L3	0.176
TEKT2	1.651
CDKN2B	1.43716666666667
ZNF480	-0.50025
MAP3K6	0.7422
MAP6	2.84066666666667
HN1	-1.002
OR2L13	0.8135
SLC16A11	0.9295
FAM96A	-0.997
APOL1	0.027
C5orf32	0.984
RTP1	-0.772666666666667
RNF175	1.228
ZBTB41	0.252
AHCTF1	-0.6687
SAE2	0.4547
ITGA2	0.318083333333333
MME	3.32783333333333
CCDC14	-0.44925
MAST4	1.29464285714286
KRT33B	-0.603
KCTD2	-0.107666666666667
WDR26	0.0678333333333333
MFI2	0.786
NR4A3	2.829125
ARSA	1.2455
UNKL	-0.348833333333333
SULT6B1	0.0645
CCNA2	-3.75516666666667
SOX15	-0.013
PPAPDC1B	-0.06975
C19orf44	0.7355
MCAT	0.497333333333333
ARID1B	0.43625
OR52N1	-0.889
C12orf48	-2.942
MAGI1	0.773375
NIPA2	-0.35525
GBX2	-1.462
RSHL3	1.22275
RAVER1	-0.198333333333333
C15orf17	0.2745
SLC30A2	2.50825
ZNF518	0.02175
PCYT1B	-1.66625
C10orf114	-0.342
EIF3H	0.231416666666667
SLC25A39	-1.6445
KIF1B	-0.097375
AMOTL2	2.598
C6orf120	-0.108625
PSRC1	-3.02825
PLA2G10	0.439375
KIF5C	0.22925
MRPL37	-1.219
C17orf62	-0.261833333333333
C9orf135	-1.2415
DUSP10	2.0938
CLCNKB	0.2315
PSMA5	-0.57125
C8orf53	0.036
AMPD3	1.38366666666667
PIAS1	-0.02225
ADCYAP1R1	0.095
GYLTL1B	0.4175
CDH20	1.34383333333333
FBXO7	-0.24275
TMEM134	0.235666666666667
FLJ14213	-0.106
ZNF3	-1.2405
LRRFIP1	1.04579166666667
CNOT2	0.148583333333333
ABI3	3.044
ALDH5A1	-0.681833333333333
HNT	2.503
SERPINA4	-2.62475
TK2	1.44583333333333
STMN1	-2.46411111111111
GUCA2A	0.0301666666666667
GALNT10	-0.675285714285714
DPP6	-0.29355
C9orf93	-0.510375
PRELID2	-0.105
STK39	0.270625
SFTPA1	-1.992
CKS2	-3.53733333333333
RHO	0.35675
C20orf135	0.11275
XKR3	-3.1545
CR1	2.030625
RPS6KA2	1.16335714285714
C20orf112	0.5715
MRPL22	-0.074
C4orf23	0.482
GADD45B	3.018
KLHDC1	2.66
C2orf48	-2.1785
ZNF287	0.614
DAAM2	0.4935
DPPA2	-3.19233333333333
TCTN3	-0.335
DNAJB11	0.637875
FPR1	3.43675
DEFB4	0.0595
PTCD2	-0.6263
SMOC2	5.27416666666667
CABP7	2.07575
SERPINB11	-0.34775
MAGEF1	-0.656
NDE1	-0.909333333333333
ITGA10	0.306
FSHB	0.0675
ANXA2	1.567375
HORMAD2	0.609
HLCS	-0.52875
MCF2L	1.31233333333333
FH	-0.13725
TBC1D24	0.50775
KIAA1505	1.982
LGALS2	0.59525
CNBD1	-0.148
SYNPO2L	0.22625
PTPN23	-0.537428571428571
C1orf183	0.313666666666667
MAGEA8	-2.64625
DGCR8	-1.354
GSR	-1.501
PAQR7	0.1085
ZNF676	-1.24625
CACNA1C	0.3671
SP7	0.0545
PDCD6	-0.357
NRN1L	0.2375
BRI3BP	-1.64783333333333
KIAA1183	0.9655
ASB4	-0.6005
CCL23	2.8213
OBSL1	-0.187875
SLC12A7	-0.179666666666667
KIAA0240	1.8855
CD1B	-2.968
FCGR2A	1.57825
MDC1	-0.7995
HTR1A	0.214666666666667
OCEL1	-0.109
ATP11B	-0.3135
FBXO34	0.0728333333333333
PCDH12	3.738
RPE	-0.472
C17orf74	0.475
CSDC2	-0.278333333333333
PET112L	0.1825
TMBIM1	1.125125
P2RXL1	-0.3485
TCHP	-0.92475
TRMT1	-0.901333333333333
F2RL2	-0.825583333333333
LRRC32	3.5745
IMPG2	0.1315
BGLAP	-0.44
LOC493869	-1.85425
MRAS	3.810625
SLC35F5	0.33625
CBWD1	0.072
AXL	-1.316
ATP2C2	1.023
TELO2	-0.783
PNPLA3	-3.04025
PCDHB14	1.439
CD276	-0.77025
KRT80	-0.718125
DUSP28	-0.4085
CSNK1E	0.103833333333333
SRP14	1.0175
KCNQ4	0.1
KRT72	0.117
CCDC117	-0.48275
C6orf89	0.0471666666666666
TUBB2B	0.331166666666667
RTN4IP1	-0.4975
CR1L	-2.69716666666667
CEND1	0.62525
C12orf41	-0.287
RNF31	-0.30375
UBN1	-0.756833333333333
C17orf32	0.550375
SLC5A7	-0.04625
GPR92	0.887166666666667
ESAM	2.8949
CTNNA1	0.4035
HRBL	0.212
CBX4	-1.23175
TMEM182	0.5755
SH3TC2	0.643833333333333
IL10	1.59433333333333
PXMP4	0.096
RNF167	-0.5004
PAK7	4.091
ETV3	-0.048
ATPIF1	-0.5085
LOC554207	-1.5075
OR8H1	0.16925
WDFY3	1.211375
DPM1	-0.42675
GPSM1	-0.4505
WDR92	-0.4535
LRP1	0.947166666666667
ANKH	-0.3605
THUMPD3	-0.96175
POLR1B	-1.32125
OLFM4	7.50066666666667
RAD9B	0.60025
TSPY2	-3.092
PAX6	-2.08966666666667
SCG2	-3.856
SLC17A6	-0.104
FMO3	4.387875
PADI4	-0.174375
TUBB4	-0.5635
NLK	-0.86375
POU4F3	-0.7835
SDF4	-0.73975
ITGBL1	1.10983333333333
NETO1	-1.92725
TAP2	-0.441
ABBA-1	-0.354583333333333
GNAI1	1.88625
VPS4B	1.12675
NOPE	-0.2177
GALNT6	1.5345
SESN1	1.241875
GBE1	-0.284
CLASP1	0.1095
RASGEF1B	2.406375
ACOT11	0.0800714285714285
AFAP1	0.4645
OR2H2	0.24175
DPY19L2P1	-0.56125
DZIP1	-1.91525
SEC22C	-0.30325
GPR161	-0.25325
RNF146	1.086
WDR74	-1.034875
GALP	-1.209
PURA	0.604
DNPEP	-0.100166666666667
RP11-78J21.1	-0.516
ERBB2	1.752875
FANCM	-0.868666666666667
NEO1	0.410833333333333
DDX3Y	-4.1496
RPS3A	0.886125
MXRA7	0.375642857142857
LGALS3	0.803833333333333
GLT8D1	-0.22925
CFL2	0.1985
UPB1	0.50275
NAP1L5	0.698875
CLDN14	-0.94225
DHX38	-0.668
BTBD1	0.2435
TARS2	-1.03916666666667
ABCF1	-0.3669
FCF1	0.00883333333333332
LRRC49	0.41325
GUCY1B2	-2.199
C1orf177	0.546666666666667
SMARCA4	-0.974
LRP8	-3.08416666666667
TAGLN3	-1.68475
MRPL14	-0.698
TTRAP	0.53575
ZDHHC20	0.086
NFE2L3	-1.90025
KIAA1377	1.811625
PALMD	3.8236
TMEM43	0.3335
TTL	-1.534375
STAT5B	-1.27533333333333
SSB	-0.476125
OR10H5	0.217
SLC22A13	-0.5125
AKAP3	-0.47425
TIMM23	0.255166666666667
OAS2	0.881833333333333
KIAA0423	0.8655
TRIM11	-0.151333333333333
GLIS3	1.60725
TMEM50B	1.01283333333333
ARHGEF4	0.578375
DEGS1	0.0348181818181818
TBL1XR1	0.325833333333333
G6PD	-2.54575
SP140	0.2489
MUC17	0.246071428571429
NUDC	-0.4957
DNAJC5B	4.393
SCARA3	-0.491333333333333
CPA3	5.297
BCAT2	-0.496625
MFN1	-0.064
NRG3	-0.159
SNX11	-0.5425
PLEKHH1	-1.73516666666667
GPR177	0.496833333333333
HCFC2	0.9455
TCAP	0.14775
MOCOS	-1.8405
C14orf93	-0.014
PRDM10	-0.0396666666666667
SLC16A4	1.07225
SRGAP1	-0.693
VIP	1.4735
DUSP27	0.1025
LILRA1	1.5909
MC2R	0.178
MGC24103	-0.87675
MBTD1	-2.318
FUT11	-0.6465
USP33	0.647
C15orf39	-0.61475
MAP3K12	-0.090875
PAAF1	-0.751333333333333
BARHL1	0.148
FLJ16165	0.044
PIWIL2	-2.3995
SYNE1	1.25075
CMTM4	-0.199375
TSPYL1	1.2534
GUF1	-0.447
TMEM157	1.5715
WDR44	0.66975
HIST1H3C	0.73775
DKFZp666G057	1.9895
RNPEP	-1.3075
GAS2L2	1.49483333333333
ADH4	-3.4975
GRPR	0.677333333333333
FBXL17	0.38775
ZBTB10	0.278416666666667
Gcom1	1.51294444444444
HTRA1	1.6842
ZNF585A	-0.296666666666667
SLC26A2	0.674214285714286
OTOP3	0.0616666666666667
WISP1	-0.713333333333333
ATP2B4	-0.207666666666667
FLJ10769	0.55775
CRAMP1L	-0.336875
CHST12	-1.039
RAB22A	0.0308333333333333
TARDBP	0.0405714285714286
STAU1	-1.0695
CRB3	1.51033333333333
MIG7	-0.23225
CHMP1A	-0.4715
ZNF160	0.02575
B3GALT6	-0.060125
BARX1	-2.60383333333333
C6orf167	-1.8401875
NXNL1	0.0835
DHX29	0.464375
HADHB	0.351
PLXNB2	0.062625
ILDR1	-0.58675
SLC15A3	3.382
GAS2	0.396
C20orf69	-0.07825
NUMB	0.00125
TNIP1	0.432875
MESP1	1.89316666666667
PSKH1	0.03075
NSFL1C	-0.19025
RHOG	-0.118
HEY1	-1.07866666666667
KNG1	-2.105
ITGAX	2.5334
LIN9	-1.08183333333333
CANT1	-0.928125
XRN1	0.106428571428571
CCDC96	1.5896
HEATR6	-1.8865
GNG7	1.15875
RUNX2	0.818125
SOX1	0.66
FCRL5	0.6195
ZNF99	-0.24675
FAM9A	1.1965
SNX22	0.417
MBNL3	-1.98216666666667
ODC1	-1.0239
ADORA2B	-1.36
NR2F6	-0.9135
ZFYVE16	-0.0538888888888889
SYNJ2BP	0.2946
POLE	-1.4585
E2F2	-1.888
THRA	1.02566666666667
PTGES2	-1.481
HIP1R	1.15466666666667
TMUB1	-1.06416666666667
ENO3	-2.1175
RSPH10B	-1.0185
CXorf39	0.42675
IRGC	0.29375
GPR109B	3.285
FLJ13305	-1.3695
LCE3A	0.026
TNFRSF18	-1.1645
DET1	0.431
TRPM3	0.337833333333333
C16orf79	-1.5265
FECH	-0.400833333333333
RAP2A	0.3085
CRIP1	1.99783333333333
AZIN1	-0.591375
SLC7A7	3.69575
IL10RA	1.4078
TMEM64	-2.18425
CDC42EP4	0.6188
C16orf58	-0.7103
ARG2	-2.08925
POU5F1P4	-4.314
FAM62B	0.060125
DNAH8	-2.4355
ASH2L	-0.124125
TSLP	0.401833333333333
CNTNAP5	-0.334166666666667
TMEM16C	3.523
IFNA14	0.443
SLC1A3	2.156625
CABYR	0.6915
BCL7B	-0.1349
NUDT13	-0.518166666666667
C13orf28	-0.2895
C1orf53	-0.5615
ARL6IP4	0.3653
RPL35A	0.30075
EMR3	1.58475
RAB40C	-0.19425
SLC41A1	-0.215166666666667
LRCH1	-0.08025
LY6G5B	-0.868
FAM124A	0.602
MGC10981	-3.90083333333333
CLIP3	-0.0275
MAP4K2	-0.811833333333333
CHIC1	0.48475
SULF1	1.55866666666667
C20orf30	0.0484285714285714
PRDM5	-0.0345
ELOVL1	0.0525
C11orf48	-1.045625
SLC39A10	-0.8395
KCNV1	0.0705
ACP1	-1.18266666666667
ZMYM2	-0.19075
B3GNT6	0.2345
C9orf69	-0.43275
C2orf15	0.331
C20orf166	1.0135
HSP90AA6P	-1.4495
EDG7	-0.9565
NEURL	-1.079875
LPL	6.6825
CLEC2D	-0.190428571428571
GRRP1	3.60316666666667
CD8B	-2.8335
HIST1H3D	-1.5515
SLC6A12	1.05825
FAM27L	0.3345
CD84	2.1017
RASA1	-0.1335
PHKG1	0.4625
MAGEA11	-2.355
IMPA1	-0.1395
NPM3	-1.8735
RARRES1	6.26425
SH3BP1	-0.134
B3GNTL1	-0.8525
ARPC5L	-0.2235
KLHL26	-0.3605
SIM2	-2.90275
GJC1	0.189
C20orf194	0.8935
EXO1	-4.08175
SLC2A2	-2.927
LOC285074	-0.6495
LRG1	0.801
KIRREL	-1.106
PIK3R1	3.01528571428571
C4orf34	0.69025
MAF	0.263611111111111
ADCY4	4.8555
ZMIZ2	0.7148
SLC46A3	1.9175
STAMBP	-0.574166666666667
CCDC16	0.6695
MS4A12	0.2695
TCF20	0.546
LRRC46	0.18825
C20orf152	-0.125
MRPS6	-0.697625
ABCB11	0.07
KCNC2	4.32816666666667
CDH19	-0.215
C9orf123	0.1585
SSH3	0.602625
LDLRAD1	-3.29525
CCBE1	0.6695
ZNF135	1.15075
TAAR1	0.2105
WFDC12	-0.0505
CCDC42	0.441
FLJ12529	-1.28975
PER1	0.809166666666667
TIMM50	-0.726833333333333
SMARCAD1	-0.00683333333333334
FAM26C	0.2245
TP53TG3	-0.5245
SH3RF1	1.6116
LMCD1	2.859
GPR63	-0.025
FLJ21986	-0.6945
AIFM3	-0.66225
MICAL1	-0.0551666666666666
BLZF1	0.7765
IQCA	2.76366666666667
PCDHGC3	-1.5005
SAC	-0.0955
BCL6B	2.86333333333333
DDO	0.56925
MARCO	4.549
DCHS1	1.14083333333333
C1orf170	0.991333333333333
CD200R1	1.51516666666667
C22orf15	-0.0665
SEPT11	0.268833333333333
ADNP	-0.782
UST	0.8278
C13orf34	-1.42116666666667
RFFL	0.264285714285714
APBA3	-0.3395
C2orf60	-0.58525
CUTL1	-0.6349
PMS1	-0.935875
ZNF689	-0.951
EIF3E	-0.3
IL9	-0.6295
RPL31	0.119
LY9	1.12833333333333
ATP2B3	0.21325
KDELR2	-0.208708333333333
TFCP2	0.0385
NLRP12	0.73725
FLJ45422	-0.6685
TLE4	0.1412
ZNF570	-0.4365
FLJ43806	-0.1035
TLK2	-1.126875
CIR	1.35425
MARS2	-0.388
COL24A1	-0.943
SDF2L1	-0.5235
HIBADH	0.689833333333333
IGFBP3	-1.26235714285714
C12orf23	0.877
PSPC1	-0.2555
C20orf43	0.0705
TRAV20	0.621
ARHGAP24	2.076625
KIAA1975	-0.409125
C1QA	3.5238
DNTT	-5.39383333333333
C10orf6	-0.661
C11orf41	-0.11
HNRPF	0.208625
COL11A1	-0.898666666666667
UBAP2	-0.987
CDKN2AIPNL	-1.5135
C20orf174	3.26325
SPRED2	-0.37625
PLA2G12A	-0.373666666666667
ICEBERG	-1.02183333333333
SCN10A	-0.086
C11orf65	-0.027
GBP5	4.18225
PITPNC1	-1.1695
POU3F3	0.1395
NCOA7	2.9835
LIN7C	0.4951
LOC348840	-3.266
NKX2-2	-3.89775
ANKRD13D	-0.252
LOC123688	0.7945
FUT2	1.175
TAAR8	0.549
FZD4	1.57683333333333
PNMA3	0.289333333333333
OR4L1	0.335
WIT1	-2.30725
EXOC3L	1.231
ATPBD4	0.3357
KRBA1	-0.50275
UBXD6	-0.07625
HOXB7	-0.2405
C7orf23	-0.0355
UNQ338	3.4505
STAB2	0.85125
CDC20B	-0.3485
IRF9	1.29
CENTG1	0.559166666666667
TNPO2	-1.1285
MCPH1	0.162875
BMS1P5	-0.77875
SLC26A7	1.566
HIST1H3J	-0.22975
C9orf3	0.7797
LBH	1.20225
MYO1D	0.15875
PTDSS2	-0.08725
NFU1	0.91
DEPDC4	-1.95825
WNT7B	0.2329
GLP2R	-0.404333333333333
SETD4	-0.4607
DYNLT3	-0.079
FKBP11	-0.866
SESTD1	0.876333333333333
FLII	0.1525
RPS16	0.3335
CHPF	-1.65333333333333
CSNK2A1	-1.0365
SUMO1P1	0.17825
FKBP6	-0.555
ZNF214	0.706666666666667
TWIST1	1.38683333333333
DDX56	-1.50116666666667
TRAM1L1	2.0151
EPO	-2.91033333333333
MRPS18B	-0.215
ZNF682	-1.03416666666667
RPL14	-0.0571666666666666
MAFF	1.65525
LOC51136	0.009125
LY96	0.91575
DDX20	-0.43425
ABTB1	0.8035
ARL5A	0.0003
CCT6A	-1.64975
HEPACAM	1.17316666666667
EHHADH	0.309166666666667
RBAK	-1.69616666666667
CGB1	2.78675
ITGB5	0.4515
YIPF3	-0.90075
FKBP2	0.1545
NR1D1	-0.338
TMEM110	-1.3135
NEK2	-4.5205
PRAMEF8	-3.229
C20orf52	-0.831166666666667
PCDHGA3	0.0925
VWA3B	0.139
NDUFA5	0.125375
THAP9	-0.68675
FLVCR2	0.460666666666667
AP1S1	-2.264
SMAD6	-0.60325
SAV1	1.25975
SAT1	2.384
ZNF251	0.72375
ADAMTS7	-0.1566
RPP38	-0.2535
C1orf211	-2.3365
YPEL2	1.4283
RBMS1	0.75275
ZNF445	-0.512833333333333
NRXN2	0.179166666666667
PGBD4	-0.469875
UGT2B28	2.23975
WBSCR16	-0.6343
NLRC3	0.26525
ASTL	0.49375
ST6GALNAC1	-1.2315
ZADH2	-0.084125
MLLT4	1.1045
ARL6	0.323833333333333
MEF2C	1.86275
CBFA2T3	-0.522
AFF3	0.6425
COG7	-0.334
MYB	-0.215166666666667
PLXNA3	-0.148
XRCC2	-2.87433333333333
MMS19	-0.70125
ST8SIA5	-1.045125
CHPT1	0.678166666666667
KIAA1712	-0.35075
OR6X1	0.5075
ACTR3	-0.098125
UGCG	1.1015
OR4P4	0.17
ZAP70	-2.55125
LPP	1.585375
ZNF485	-1.5035
PTPRCAP	0.0575
IL12RB1	0.2425
ATRX	0.24
CHST8	-0.32375
C14orf109	0.5045
ARV1	0.191
NMB	2.54128571428571
COX5A	-1.27833333333333
EIF6	-0.8565
MPPED2	1.04716666666667
SEMG1	-1.9825
CHRDL1	3.9275
TRAF3IP2	0.92575
WNK2	-0.87375
LILRA4	4.422
LAMA2	5.3765
PXT1	-0.511
RLBP1	-3.584
CD300C	0.6375
SLTM	0.594375
FLJ10404	-0.3244375
APOBEC3D	-2.52416666666667
RENBP	0.4805
ATXN7L1	-0.102875
NID1	-0.38125
TUBGCP3	-0.47375
ITIH5	4.27472222222222
CCDC110	1.57125
C8A	-2.93575
MGC87042	0.848
HOXC13	-3.78525
TFDP2	-1.157
HCP5	1.47825
POLI	1.041
UCN	-1.0375
ZNF764	0.0628333333333333
C8orf45	0.5875
FHL3	-1.423
SPATA5L1	-0.2595
MMRN2	3.95633333333333
NDST1	0.367833333333333
COL20A1	-0.393
ZNF248	-0.5955
PELP1	-0.883333333333333
MBL2	-3.4655
RNF41	-0.037625
C5orf24	-0.244125
THOC5	-1.019125
SERINC3	0.491916666666667
RP11-151A6.2	0.95725
CDCP2	0.1
HIST1H2AA	-0.201
C11orf75	0.996833333333333
FKBP7	-0.47675
DDOST	-0.842
GPNMB	3.31783333333333
TTF2	-2.09366666666667
KCNT1	-0.118666666666667
SLC39A14	-1.194
NGRN	0.521
GPR137B	1.67525
MECP2	-0.00725
PSMA1	-0.55975
C16orf73	-4.7585
TMEM60	0.150166666666667
CSN3	3.3095
NOS1	0.433166666666667
RAB7L1	0.224833333333333
YBX2	-0.1705
KIAA1166	0.505
FUBP3	0.141166666666667
ABCG1	1.919
ACACA	-1.1345
ARL11	0.3786
ATOH1	-0.236
ODF1	0.2265
CREB3L3	-0.917
TMEM127	1.06385714285714
DSCAML1	1.359
PLN	3.08033333333333
LYPLA1	-0.717833333333333
PRDM9	-2.69525
SASP	1.10775
PLUNC	-0.0651666666666667
INTU	1.5075
HISPPD1	-0.173
LNPEP	-0.115166666666667
YARS2	-0.652833333333333
APCDD1L	0.126
ZCCHC4	-0.1671
FBXO22	-0.802333333333333
TTLL13	-0.633
ZNF669	-1.2345
PTGDR	3.023
DDX27	0.03025
KIAA0409	-0.0466666666666667
GJB6	0.32175
ASB8	0.4455
PLP2	0.0245
MEPE	0.32475
OR10J5	0.342
KRT222P	2.69375
COQ7	0.1115
C1orf101	2.30925
RERG	3.0721
CHMP5	1.041
THAP11	-0.256
ZNF43	-0.568
ZRANB3	-1.19183333333333
KRT13	4.1445
MRPL19	-0.6925
RBBP9	-0.410375
SPATA17	0.368625
BXDC5	-0.051
PAFAH1B1	-0.578166666666667
MAGEE1	0.46325
OSTF1	0.78175
KIAA0323	-0.380333333333333
TXNDC13	0.025
CNTN4	2.327
LCE1B	0.9835
UNQ501	0.3295
ZNF154	0.32725
C3orf64	1.24675
SYT5	0.092
PON1	-0.144
FLJ10357	0.699375
ATP4A	-0.451
GNPDA1	-1.418
MGAT1	0.983
C14orf121	-0.3515
SLC35B2	-0.639
MIER3	0.414166666666667
CHEK1	-4.521875
ZNF8	-1.004
TXNDC1	-0.7345
CKB	-1.0039
RTN3	0.3775
FZD2	-2.1465
PART1	0.7845
PSMB6	-0.23475
PCDHB8	-0.1925
PHC3	-0.1984
PPP1R8	-0.3435
NOVA2	2.04966666666667
TNFRSF11B	-0.352375
GOLPH3	0.487833333333333
UBLCP1	-0.7185
SUHW3	-0.8385
TTLL1	0.88375
OPN4	0.3185
OR13G1	0.29
ZPBP2	0.1684
HSD17B11	0.157625
C9orf50	0.059
DHDDS	0.673214285714286
CTSW	0.362
NEFM	-2.28733333333333
MRPL28	-0.85825
SYN1	0.541333333333333
PIGV	-0.0815
ZIM2	0.1615
APBB1	0.520166666666667
SND1	-0.759
C1orf123	0.2995
CHD3	-1.3855
BHLHB8	0.0835
RNASE2	-0.0126666666666667
BCAP31	0.611625
SLC25A44	-0.039
CHD6	-0.7266
PIB5PA	1.46238461538462
SELS	0.464625
LOC541471	-0.0725
FAT2	2.3395
ZNF81	-0.2605
OR4C16	0.3085
FLJ10081	-0.2511
LRRC4	0.8595
CS	-0.870333333333333
N4BP2	-0.7255
IGFBP7	1.738
ZNF318	-0.3095
NDNL2	0.81375
ZNF609	-0.071
SIRT4	0.197
EXOSC10	-0.45175
ECE2	0.15975
OVGP1	-0.05225
GTPBP3	-0.72925
PACS2	0.4547
C19orf36	-0.515333333333333
ARL4C	0.42175
ATG4B	-0.52725
UBQLNL	0.65775
RHOXF2B	-3.845
PLEKHG2	-0.3615
GALR1	2.4755
AQP4	0.288833333333333
HDAC7A	0.333333333333333
DCUN1D3	1.70675
OR8A1	0.101
CCRN4L	0.422125
CBR4	-0.539666666666667
KIFC1	-3.51366666666667
SLC7A14	-1.14166666666667
LHX5	-0.6935
TRPC7	-1.2685
LPXN	-0.23975
SERPINA1	-2.42025
RPS13	-0.2609
BPIL3	-0.468
PRKAA1	-0.50075
FADS2	-1.7425
ENAH	0.25375
PRO1768	0.468
APBA2BP	-0.60825
LIPH	2.62016666666667
C3orf33	0.3105
RCC2	-0.777142857142857
ALDH1A2	-2.3579
RNF103	1.90175
AHCY	-1.346125
ALG12	-0.4695
CCL17	1.055
ZNF543	0.955666666666667
ESRRG	1.9183
CNGA1	2.7505
RDH5	3.227
OTX1	-1.7038
PTGFR	-0.8405
CDR2	-0.4095
SELE	7.23675
NLGN2	-1.09133333333333
EXOSC9	-0.69925
ZNF566	-0.1655
KLRC2	-3.672
GPR12	0.6245
KIAA0196	-0.31575
PDRG1	-0.645
SSR3	-0.483357142857143
MSI1	-0.0485
CST9	1.64
CC2D1A	-0.41125
PLAGL1	0.527055555555556
ZNF778	-0.1355
RNF2	0.088125
KLF6	2.959
THBD	3.34733333333333
tcag7.1314	2.02275
NR5A1	-0.1415
ABCD2	3.44925
DNAJC7	-1.4115
CLEC4C	-0.11
TM2D3	1.12575
CCDC4	-1.907
PLAC2	-0.12075
DCD	5.444
FAAH	0.578125
POLA1	-1.48683333333333
TM7SF2	-0.1075
FLJ39822	-1.14666666666667
FLOT2	-0.50075
MAP4K1	-0.944666666666667
SRP68	0.233125
C21orf74	-0.083
ARPC5	0.3005
LOC126075	1.0525
HECW2	0.1025
ZDHHC4	-0.469
ANKRD42	1.2378
PDE9A	0.42
ABCA8	3.826
NDUFS2	-0.47025
UBR5	-0.376875
BTBD16	-2.1735
LOC554174	0.141
ZNF20	-0.464
KIAA1843	-0.568
WDR17	-0.479625
C15orf33	0.7675
RNF113A	-0.27725
CAMKK1	-0.8952
CLCN2	-1.7085
ANXA6	-0.2595
LOC340069	-0.519
EMID1	-0.04325
DPM3	-0.3555
ELA1	-0.3605
SLC25A13	-1.1016
KRT24	-0.4385
SMPD1	-0.128333333333333
TH	-0.043
COL6A2	0.0469285714285714
ANKS1B	0.90625
GPR126	-1.9614
ZC3H12A	1.65633333333333
TMEM47	2.40966666666667
C2orf51	-0.0558333333333333
C1orf88	2.549
HSF2BP	-1.625
AKAP10	0.25275
RPAP3	-0.654
KLHDC8B	1.406
STOM	1.7165
MUPCDH	-0.179375
C10orf72	-0.878125
PLEKHA3	0.9855
TCP11L1	-0.38175
CWF19L1	0.306625
SPEF1	0.734769230769231
YSK4	0.467
ELN	2.2043
SAMD8	0.669833333333333
MPI	-1.22016666666667
MEPCE	-0.3234
ABCC3	0.1795
NANOGP1	-2.8135
KCNK17	1.19625
HLA-DMB	5.03983333333333
RRAGA	0.86125
ANGEL1	-0.69275
RBM32B	0.885
CPN1	-3.0115
MGC52282	-0.3857
HLA-A	0.953083333333333
OR9G4	0.0605
EDNRB	0.77025
SCD	1.12528571428571
C14orf80	-0.884833333333333
BAGE2	-1.3175
RABL4	0.599666666666667
RCVRN	-0.254
SHANK1	0.1875
NLRP7	-3.17975
CD226	0.22525
STAT3	0.604625
SYNJ2	-1.4346
TPCN2	0.1965
WDR36	-0.860083333333333
MBD4	-0.00500000000000002
ROBO1	-0.9147
ST3GAL6	-1.36075
SLAMF8	3.34733333333333
ATN1	0.4485
GPR141	0.253666666666667
KRT36	0.4335
TPH1	0.7315
DDX52	-0.4575
ZSCAN29	-0.2645
TRPT1	-0.6385
DPEP3	1.084
DENND4A	-0.526875
TSPAN16	-0.2415
PTCHD2	-1.106
LOC145814	-0.26725
CAP1	-0.0761666666666667
EIF5A2	0.0152
NT5DC3	-0.837125
SEPT9	-1.377375
SEZ6L2	-0.471375
EGFLAM	4.544
VPS11	0.448625
NDUFB5	-0.213
CIDEA	4.71616666666667
IER5L	-0.453
N6AMT1	0.55475
FAM83C	-0.2
OXR1	0.493166666666667
IRX1	1.324
DGKB	-0.3476
GCN5L2	-1.918
MIR16	0.099625
FBXW9	-0.3505
WDR4	-1.74133333333333
PDC	-0.566
VPS33B	-0.39375
HEXB	0.095
FLJ32214	0.44675
TCEB3	-1.12625
CRLF1	-1.87675
ABI3BP	1.75675
C8orf22	-3.63475
PYCR1	-2.252625
KIAA1706	2.57075
CDK5R2	0.851
WAS	-0.03
C12orf60	-1.2705
CCBL2	0.1875
MADD	-0.38675
C5orf34	-2.1555
WDR42A	0.2906
KLF12	-0.12125
HSPA1A	1.00825
ITM2C	-1.28683333333333
DAPK2	3.132
LOC442590	1.5515
SUMF2	1.0745
CENPA	-3.70415384615385
TMED5	-0.028375
CDH6	-0.1461
BRP44	0.75125
THG1L	-1.0965
GABRA2	0.16875
C14orf166	0.01425
MYL1	-1.60366666666667
TNFSF18	0.06
PAP2D	-1.9315
PPIB	-0.7235
KLHL4	-0.4625
SFN	-0.157666666666667
CCDC127	0.24175
FRAP1	-0.73875
GOLGA5	0.91425
SDCCAG1	0.183875
MGC21675	-0.0938333333333333
C10orf95	-0.71375
KIAA1345	-0.2715
C1orf163	-1.1855
LACE1	-0.071
OR10K2	-0.231
CENPN	-2.5366
TMED2	0.387
UGT1A6	-0.299
ANG	0.83075
U2AF1	-0.558833333333333
CASC2	1.37366666666667
NMT2	1.2785
OSGEPL1	0.396625
DFNB31	-1.0285
SLC6A20	0.176285714285714
DKC1	-1.36625
FXYD4	-1.55925
WDR64	0.3845
MGC5590	0.405
CREBZF	-0.0746666666666667
DAZ1	-0.28325
PRPSAP1	-0.5645
GCHFR	0.369
TTC7A	-0.172375
LOC196993	0.85525
UBD	2.09433333333333
S100A1	0.53575
