Hybridization REF	TCGA-BH-A18T-01A-11R-A12D-07
LRP1	0.932166666666667
ANKH	-0.7485
THUMPD3	-1.01725
POLR1B	-0.31575
OLFM4	7.34366666666667
RAD9B	-0.47475
TSPY2	-2.91
PAX6	-2.78933333333333
SCG2	-3.138
SLC17A6	0.863
FMO3	2.559625
PADI4	-0.165142857142857
TUBB4	-0.7762
NLK	-0.03475
POU4F3	-1.2235
SDF4	-0.5005
ITGBL1	2.65
NETO1	-1.46575
TAP2	-0.272
ABBA-1	-0.215833333333333
GNAI1	-0.6615
VPS4B	-0.15925
NOPE	-0.0921
GALNT6	3.93166666666667
SESN1	0.413875
GBE1	-1.75444444444444
CLASP1	0.4445
RASGEF1B	0.55475
ACOT11	-0.373428571428571
AFAP1	1.16525
OR2H2	0.34225
DPY19L2P1	-0.85125
DZIP1	-1.09675
SEC22C	-0.125583333333333
GPR161	-0.179333333333333
RNF146	0.4925
WDR74	-0.99175
GALP	-0.748
PURA	0.79125
DNPEP	-0.0619166666666667
RP11-78J21.1	-1.43925
ERBB2	2.262
FANCM	-0.40475
NEO1	0.670166666666667
DDX3Y	-5.37
RPS3A	-0.124875
MXRA7	-0.108357142857143
LGALS3	0.589333333333333
GLT8D1	0.214
CFL2	-1.39666666666667
UPB1	0.19675
NAP1L5	-0.71675
CLDN14	2.2835
DHX38	-1.262
BTBD1	-1.40025
TARS2	0.556166666666667
ABCF1	-0.0206
FCF1	0.701166666666667
LRRC49	0.10575
GUCY1B2	-0.63
C1orf177	0.221833333333333
SMARCA4	-1.00714285714286
LRP8	-3.3245
TAGLN3	-1.78825
MRPL14	0.3335
TTRAP	0.00575
ZDHHC20	1.19975
NFE2L3	-3.055
KIAA1377	2.507375
PALMD	0.3137
TMEM43	-0.15575
TTL	-1.229
STAT5B	-0.957
SSB	-0.361
OR10H5	-0.3725
SLC22A13	-1.0625
AKAP3	-0.331
TIMM23	-0.113333333333333
OAS2	2.42309090909091
KIAA0423	0.51975
TRIM11	1.37133333333333
GLIS3	2.28
TMEM50B	0.901666666666667
ARHGEF4	-1.0415
DEGS1	-0.0745454545454546
TBL1XR1	-0.322533333333333
G6PD	-1.9075
SP140	0.9052
MUC17	0.338769230769231
NUDC	-0.4946
DNAJC5B	1.966
SCARA3	-1.21933333333333
CPA3	5.54366666666667
BCAT2	-0.14
MFN1	-0.2195
NRG3	0.3225
SNX11	0.177
PLEKHH1	-1.47583333333333
GPR177	0.326666666666667
HCFC2	1.31325
TCAP	-0.58875
MOCOS	-1.7265
C14orf93	0.27625
PRDM10	0.137833333333333
SLC16A4	-0.37375
SRGAP1	0.1485
VIP	0.65025
DUSP27	-0.0711666666666667
LILRA1	0.7261
MC2R	0.5745
MGC24103	-0.8135
MBTD1	-2.577
FUT11	0.0118333333333333
USP33	-0.5284
C15orf39	-0.3875
MAP3K12	0.293875
PAAF1	-1.332
BARHL1	-0.1085
FLJ16165	0.113
PIWIL2	-2.67425
SYNE1	0.792666666666667
CMTM4	0.4285
TSPYL1	0.2039
GUF1	-0.495
TMEM157	2.053
WDR44	0.5155
HIST1H3C	-0.63875
DKFZp666G057	0.41375
RNPEP	-0.0695
GAS2L2	1.47516666666667
ADH4	-5.62325
GRPR	1.667
FBXL17	1.494
ZBTB10	-0.34975
Gcom1	0.234611111111111
HTRA1	2.6468
ZNF585A	-0.584
SLC26A2	0.711076923076923
OTOP3	0.2928
WISP1	3.60611111111111
ATP2B4	-0.3775
FLJ10769	0.3475
CRAMP1L	0.131875
CHST12	-0.19975
RAB22A	0.0961666666666667
TARDBP	-0.515071428571429
STAU1	-0.069
CRB3	1.76966666666667
MIG7	-2.115
CHMP1A	-0.365666666666667
ZNF160	0.898125
B3GALT6	0.175375
BARX1	-2.462
C6orf167	-2.1645625
NXNL1	0.6965
DHX29	0.965875
HADHB	-0.16775
PLXNB2	0.30025
ILDR1	-1.17875
SLC15A3	2.645
GAS2	-3.71783333333333
C20orf69	-0.7725
NUMB	0.555
TNIP1	-0.190625
MESP1	2.60416666666667
PSKH1	-0.09075
NSFL1C	-0.181375
RHOG	0.00875
HEY1	-1.43833333333333
KNG1	-2.008125
ITGAX	2.0461
LIN9	-0.0548333333333333
CANT1	0.621125
XRN1	-0.0736428571428572
CCDC96	1.7764
HEATR6	-1.44033333333333
GNG7	0.200666666666667
RUNX2	2.192625
SOX1	0.8008
FCRL5	0.329333333333333
ZNF99	0.069125
FAM9A	-4.1415
SNX22	0.7045
MBNL3	-1.192
ODC1	-3.2282
ADORA2B	-2.8545
NR2F6	-0.06925
ZFYVE16	0.0176666666666667
SYNJ2BP	0.7823
POLE	-1.016375
E2F2	-1.407875
THRA	0.129333333333333
PTGES2	-1.15066666666667
HIP1R	0.888666666666667
TMUB1	-0.1815
ENO3	-1.84475
RSPH10B	-0.167
CXorf39	1.566
IRGC	0.2775
GPR109B	-0.2205
FLJ13305	-1.02
LCE3A	-0.0485
TNFRSF18	-1.67616666666667
DET1	0.26675
TRPM3	-0.0920833333333333
C16orf79	-0.965
FECH	-0.340166666666667
RAP2A	-0.680166666666667
CRIP1	3.0705
AZIN1	0.10625
SLC7A7	3.50925
IL10RA	-0.00699999999999996
TMEM64	-3.2735
CDC42EP4	0.2885
C16orf58	-0.1369
ARG2	-1.8085
POU5F1P4	-4.57425
FAM62B	-0.3275
DNAH8	-2.6533
ASH2L	-0.834875
TSLP	-3.25
CNTNAP5	-0.879
TMEM16C	-0.82075
IFNA14	0.484
SLC1A3	0.76125
CABYR	1.382
BCL7B	-0.394
NUDT13	0.0561666666666667
C13orf28	0.7095
C1orf53	0.9855
ARL6IP4	0.3362
RPL35A	-0.40025
EMR3	1.152
RAB40C	0.893333333333333
SLC41A1	-0.0413333333333333
LRCH1	-0.746
LY6G5B	-1.0525
FAM124A	-0.527142857142857
MGC10981	-3.795
CLIP3	0.4272
MAP4K2	0.395333333333333
CHIC1	0.5415
SULF1	3.94416666666667
C20orf30	-0.168714285714286
PRDM5	-0.198
ELOVL1	0.5455
C11orf48	-0.17075
SLC39A10	-0.21325
KCNV1	-0.09925
ACP1	-1.5045
ZMYM2	-0.02375
B3GNT6	-0.0025
C9orf69	0.291
C2orf15	0.92375
C20orf166	-0.1155
HSP90AA6P	-0.133
EDG7	-1.1425
NEURL	1.40225
LPL	1.59733333333333
CLEC2D	-0.0887857142857143
GRRP1	1.95333333333333
CD8B	-3.4367
HIST1H3D	0.850833333333334
SLC6A12	0.21325
FAM27L	-0.0745
CD84	1.6997
RASA1	-0.2015
PHKG1	-0.659
MAGEA11	-1.9565
IMPA1	-1.5481
NPM3	-0.9385
RARRES1	2.5495
SH3BP1	-0.358375
B3GNTL1	-0.223
ARPC5L	-0.4985
KLHL26	0.15225
SIM2	1.0965
GJC1	0.577
C20orf194	-0.0805
EXO1	-1.85875
SLC2A2	-3.117
LOC285074	-0.96825
LRG1	1.4705
KIRREL	-0.3015
PIK3R1	1.94807142857143
C4orf34	0.968
MAF	-0.907888888888889
ADCY4	3.90533333333333
ZMIZ2	0.9186
SLC46A3	2.33733333333333
STAMBP	-0.0413333333333333
CCDC16	0.3385
MS4A12	0.377
TCF20	-0.193
LRRC46	2.71725
C20orf152	0.4955
MRPS6	-0.453375
ABCB11	-0.0665
KCNC2	2.89883333333333
CDH19	-2.15666666666667
C9orf123	-0.519
SSH3	1.14925
LDLRAD1	-0.62825
CCBE1	-1.169
ZNF135	3.551
TAAR1	1.273
WFDC12	1.0665
CCDC42	0.072
FLJ12529	-0.61025
PER1	-0.583666666666667
TIMM50	-0.3
SMARCAD1	-0.134666666666667
FAM26C	0.0145
TP53TG3	-1.627
SH3RF1	1.6325
LMCD1	2.48125
GPR63	-0.4395
FLJ21986	-2.6275
AIFM3	1.0515
MICAL1	-0.796
BLZF1	1.111
IQCA	3.113
PCDHGC3	-0.9205
SAC	1.22975
BCL6B	2.24516666666667
DDO	-1.564
MARCO	2.26675
DCHS1	1.67816666666667
C1orf170	-1.17716666666667
CD200R1	1.4955
C22orf15	0.5395
SEPT11	0.1885
ADNP	-0.122
UST	-0.3373
C13orf34	-1.1815
RFFL	0.297
APBA3	-0.1265
C2orf60	-0.7565
CUTL1	0.2951
PMS1	-1.52
ZNF689	-0.769
EIF3E	-1.10333333333333
IL9	-0.216333333333333
RPL31	0.128125
LY9	-0.238666666666667
ATP2B3	0.34325
KDELR2	0.7385
TFCP2	0.145875
NLRP12	1.3135
FLJ45422	0.15325
TLE4	-0.972
ZNF570	-0.3645
FLJ43806	-0.83
TLK2	-0.811875
CIR	0.6005
MARS2	-0.4415
COL24A1	1.45875
SDF2L1	0.5525
HIBADH	0.1775
IGFBP3	-2.48792857142857
C12orf23	1.01125
PSPC1	-0.04225
C20orf43	-0.2665
TRAV20	0.635
ARHGAP24	0.604125
KIAA1975	-0.08
C1QA	3.5853
DNTT	-5.25266666666667
C10orf6	-0.195583333333333
C11orf41	1.088625
HNRPF	0.2965
COL11A1	6.79983333333333
UBAP2	-0.8745
CDKN2AIPNL	-1.0335
C20orf174	2.59466666666667
SPRED2	-0.55675
PLA2G12A	0.457833333333333
ICEBERG	-2.399
SCN10A	0.01
C11orf65	0.22625
GBP5	3.61725
PITPNC1	-1.40266666666667
POU3F3	1.4995
NCOA7	-0.92775
LIN7C	-0.3144
LOC348840	-2.578
NKX2-2	-4.461
ANKRD13D	0.121
LOC123688	-0.31925
FUT2	2.23983333333333
TAAR8	0.455
FZD4	0.436083333333333
PNMA3	-0.504
OR4L1	0.952
WIT1	-2.0605
EXOC3L	1.90825
ATPBD4	-1.1524
KRBA1	-0.38675
UBXD6	-0.868
HOXB7	-0.110357142857143
C7orf23	-1.131
UNQ338	-1.51175
STAB2	0.383
CDC20B	2.02125
IRF9	2.0445
CENTG1	-0.0115
TNPO2	-1.0955
MCPH1	-0.505375
BMS1P5	-1.904
SLC26A7	0.6155
HIST1H3J	1.9465
C9orf3	0.3387
LBH	1.5875
MYO1D	0.708
PTDSS2	-0.4775
NFU1	0.0815
DEPDC4	-1.37
WNT7B	-0.1111
GLP2R	-0.708
SETD4	-0.2557
DYNLT3	0.3276
FKBP11	-0.64
SESTD1	-0.225666666666667
FLII	0.31625
RPS16	-0.377
CHPF	0.0811666666666667
CSNK2A1	-0.3165
SUMO1P1	-0.5665
FKBP6	0.1115
ZNF214	0.514
TWIST1	0.787166666666667
DDX56	-0.930833333333334
TRAM1L1	1.7368
EPO	-3.5125
MRPS18B	0.268
ZNF682	0.0873333333333333
RPL14	-0.221166666666667
MAFF	-1.3905
LOC51136	-1.10575
LY96	0.483
DDX20	-0.286
ABTB1	0.011
ARL5A	-0.4078
CCT6A	-0.91725
HEPACAM	-1.0735
EHHADH	-1.139
RBAK	-1.503
CGB1	0.74175
ITGB5	1.1335
YIPF3	0.44
FKBP2	0.51375
NR1D1	-0.3342
TMEM110	0.673
NEK2	-0.727
PRAMEF8	-3.2915
C20orf52	0.4385
PCDHGA3	1.0235
VWA3B	-0.0256666666666666
NDUFA5	0.23575
THAP9	-1.3985
FLVCR2	-0.639166666666667
AP1S1	-1.516875
SMAD6	-1.266
SAV1	1.029875
SAT1	0.582875
ZNF251	0.09975
ADAMTS7	0.6639
RPP38	0.19025
C1orf211	-1.1015
YPEL2	1.0092
RBMS1	-0.01675
ZNF445	-0.647166666666667
NRXN2	0.3295
PGBD4	-0.688
UGT2B28	4.65225
WBSCR16	-0.4174
NLRC3	0.044875
ASTL	0.4345
ST6GALNAC1	-2.0555
ZADH2	-0.519375
MLLT4	0.413083333333333
ARL6	0.244666666666667
MEF2C	0.35725
CBFA2T3	-0.4585
AFF3	1.96528571428571
COG7	-0.187666666666667
MYB	-0.282833333333333
PLXNA3	0.167
XRCC2	-1.75166666666667
MMS19	-0.261125
ST8SIA5	-0.747125
CHPT1	1.137
KIAA1712	-0.367625
OR6X1	0.5475
ACTR3	-0.157
UGCG	0.2175
OR4P4	1.1875
ZAP70	-3.10875
LPP	1.040375
ZNF485	0.513
PTPRCAP	-0.81925
IL12RB1	0.078
ATRX	0.0665
CHST8	2.966
C14orf109	0.34825
ARV1	0.91
NMB	-0.955
COX5A	-1.0525
EIF6	-0.2555
MPPED2	-0.762333333333333
SEMG1	-2.32
CHRDL1	0.532
TRAF3IP2	-0.09425
WNK2	0.42475
LILRA4	1.71233333333333
LAMA2	4.35525
PXT1	-0.4795
RLBP1	-4.01375
CD300C	-0.2395
SLTM	-0.584625
FLJ10404	-0.3344375
APOBEC3D	-1.91733333333333
RENBP	0.334
ATXN7L1	0.6405
NID1	0.04125
TUBGCP3	-1.02225
ITIH5	0.955166666666667
CCDC110	3.0505
C8A	-2.1675
MGC87042	-0.31425
HOXC13	1.70175
TFDP2	-1.2815
HCP5	0.94425
POLI	0.609
UCN	-0.797333333333333
ZNF764	0.598333333333333
C8orf45	0.866
FHL3	-0.5025
SPATA5L1	-0.19875
MMRN2	3.10583333333333
NDST1	1.05016666666667
COL20A1	-0.042
ZNF248	-0.414
PELP1	-0.1555
MBL2	-2.61583333333333
RNF41	0.199375
C5orf24	0.545875
THOC5	-1.21675
SERINC3	0.0681666666666667
RP11-151A6.2	0.277
CDCP2	-0.21225
HIST1H2AA	1.13075
C11orf75	0.2005
FKBP7	0.8045
DDOST	-1.005
GPNMB	1.10766666666667
TTF2	-1.78283333333333
KCNT1	-0.0506666666666667
SLC39A14	-1.837625
NGRN	-0.2669
GPR137B	2.1185
MECP2	0.649125
PSMA1	-0.2045
C16orf73	-4.434
TMEM60	0.0215
CSN3	0.2205
NOS1	0.4365
RAB7L1	-0.903666666666667
YBX2	0.19
KIAA1166	0.53675
FUBP3	-0.366833333333333
ABCG1	0.858
ACACA	0.210083333333333
ARL11	0.9045
ATOH1	-0.0385
ODF1	-0.2745
CREB3L3	-1.84683333333333
TMEM127	1.35571428571429
DSCAML1	-0.2275
PLN	3.11316666666667
LYPLA1	-0.664833333333333
PRDM9	-2.04575
SASP	-0.8345
PLUNC	2.76533333333333
INTU	0.64
HISPPD1	0.54475
LNPEP	0.1625
YARS2	-0.154166666666667
APCDD1L	-1.4105
ZCCHC4	-0.6831
FBXO22	-0.753166666666667
TTLL13	-0.2845
ZNF669	-0.477333333333333
PTGDR	2.22575
DDX27	0.461
KIAA0409	0.3715
GJB6	0.68725
ASB8	0.79975
PLP2	-0.028
MEPE	-0.46375
OR10J5	-0.0285
KRT222P	2.0975
COQ7	-0.131833333333333
C1orf101	1.1635
RERG	2.6118
CHMP5	0.206375
THAP11	-0.769375
ZNF43	0.116833333333333
ZRANB3	-1.0755
KRT13	0.05775
MRPL19	0.428625
RBBP9	-0.178875
SPATA17	2.27514285714286
BXDC5	-0.3335
PAFAH1B1	-0.372916666666667
MAGEE1	0.944
OSTF1	0.54225
KIAA0323	-0.513333333333333
TXNDC13	0.1555
CNTN4	2.544625
LCE1B	-1.233
UNQ501	0.75825
ZNF154	2.087
C3orf64	-0.05725
SYT5	0.2448
PON1	0.231
FLJ10357	0.08
ATP4A	-0.748
GNPDA1	-0.950333333333333
MGAT1	0.557333333333333
C14orf121	-0.00874999999999998
SLC35B2	-0.406
MIER3	0.240833333333333
CHEK1	-2.048875
ZNF8	1.458
TXNDC1	-0.467833333333333
CKB	-1.3319
RTN3	-0.0606428571428571
FZD2	-0.494833333333333
PART1	-0.225625
PSMB6	-0.415
PCDHB8	2.757
PHC3	-0.5181
PPP1R8	-0.422333333333333
NOVA2	2.53366666666667
TNFRSF11B	-3.825125
GOLPH3	0.941333333333333
UBLCP1	-0.2865
SUHW3	-0.38675
TTLL1	1.0165
OPN4	0.6385
OR13G1	0.705
ZPBP2	0.8804
HSD17B11	-1.725
C9orf50	-0.2105
DHDDS	-0.269642857142857
CTSW	0.976
NEFM	-1.53766666666667
MRPL28	-0.43925
SYN1	0.904
PIGV	0.145
ZIM2	0.515
APBB1	-0.186666666666667
SND1	-0.5205
C1orf123	-0.0488333333333333
CHD3	-0.28125
BHLHB8	0.241
RNASE2	0.368333333333333
BCAP31	0.3795
SLC25A44	0.760333333333333
CHD6	-0.278
PIB5PA	1.44215384615385
SELS	-0.042625
LOC541471	0.043625
FAT2	0.00700000000000001
ZNF81	-0.096
OR4C16	0.1855
FLJ10081	-0.3959
LRRC4	2.078
CS	-0.674833333333333
N4BP2	-0.758
IGFBP7	2.00775
ZNF318	0.913083333333333
NDNL2	0.3445
ZNF609	-0.19925
SIRT4	1.10875
EXOSC10	-0.12275
ECE2	0.0941666666666667
OVGP1	0.84425
GTPBP3	-1.0135
PACS2	0.869
C19orf36	-1.01233333333333
ARL4C	-0.6305
ATG4B	-0.7505
UBQLNL	0.49375
RHOXF2B	-4.614
PLEKHG2	-0.3135
GALR1	0.475
AQP4	-0.1786
HDAC7A	0.205666666666667
DCUN1D3	0.258
OR8A1	0.2965
CCRN4L	0.802375
CBR4	-0.560833333333333
KIFC1	-1.88266666666667
SLC7A14	-1.43816666666667
LHX5	-1.1785
TRPC7	0.4985
LPXN	-0.926
SERPINA1	-2.47375
RPS13	-0.4624
BPIL3	-0.8065
PRKAA1	-0.66475
FADS2	1.4896
ENAH	0.758375
PRO1768	0.065
APBA2BP	0.3145
LIPH	1.76983333333333
C3orf33	-0.24425
RCC2	-0.00999999999999999
ALDH1A2	-3.4911
RNF103	2.104
AHCY	-0.461375
ALG12	0.112
CCL17	1.1925
ZNF543	2.63083333333333
ESRRG	2.9478
CNGA1	0.20125
RDH5	-0.680833333333333
OTX1	-0.9091
PTGFR	-1.88466666666667
CDR2	-0.315625
SELE	5.096
NLGN2	-0.720333333333333
EXOSC9	-0.67975
ZNF566	-0.598333333333333
KLRC2	-4.09
GPR12	0.98
KIAA0196	0.000749999999999996
PDRG1	0.1245
SSR3	-0.178857142857143
MSI1	0.135
CST9	0.396
CC2D1A	-0.295875
PLAGL1	-0.0876111111111111
ZNF778	0.6125
RNF2	0.953
KLF6	0.454
THBD	1.66416666666667
tcag7.1314	1.4085
NR5A1	-0.1885
ABCD2	-0.331
DNAJC7	-1.26275
CLEC4C	1.089
TM2D3	0.067125
CCDC4	-3.3365
PLAC2	-0.151
DCD	0.666
FAAH	2.042375
POLA1	-0.301666666666667
TM7SF2	0.42025
FLJ39822	-1.9235
FLOT2	-0.812
MAP4K1	-1.28516666666667
SRP68	-0.11625
C21orf74	1.176
ARPC5	0.61575
LOC126075	1.19425
HECW2	0.515375
ZDHHC4	-0.491
ANKRD42	1.5995
PDE9A	-0.808833333333333
ABCA8	0.965
NDUFS2	-0.13825
UBR5	-0.456875
BTBD16	-2.48625
LOC554174	-0.452
ZNF20	0.7245
KIAA1843	-0.083
WDR17	-0.854
C15orf33	-0.202
RNF113A	-0.048
CAMKK1	-0.0874000000000001
CLCN2	-0.94225
ANXA6	-0.595
LOC340069	0.2
EMID1	0.4255
DPM3	0.419666666666667
ELA1	0.366
SLC25A13	-0.9455
KRT24	1.7675
SMPD1	0.199833333333333
TH	0.114375
COL6A2	1.615
ANKS1B	3.1985
GPR126	-2.0662
ZC3H12A	0.140166666666667
TMEM47	0.356833333333333
C2orf51	-0.219166666666667
C1orf88	2.9
HSF2BP	-0.571
AKAP10	-0.1025
RPAP3	-0.421
KLHDC8B	0.25675
STOM	0.0253
MUPCDH	0.097
C10orf72	-0.09025
PLEKHA3	0.565333333333333
TCP11L1	0.0895
CWF19L1	0.2155
SPEF1	1.79107692307692
YSK4	0.9185
ELN	2.0699
SAMD8	0.822333333333333
MPI	-1.371
MEPCE	-0.2057
ABCC3	-1.80075
NANOGP1	-2.24
KCNK17	0.572625
HLA-DMB	4.38266666666667
RRAGA	0.55
ANGEL1	-0.0515
RBM32B	0.4115
CPN1	-2.71775
MGC52282	0.0296
HLA-A	0.72475
OR9G4	0.245
EDNRB	-1.62475
SCD	0.0395
C14orf80	-0.137833333333333
BAGE2	0.688
RABL4	0.819333333333333
RCVRN	-0.496
SHANK1	0.204
NLRP7	-3.02725
CD226	0.51625
STAT3	0.801375
SYNJ2	-0.9889
TPCN2	0.339166666666667
WDR36	-0.66075
MBD4	-0.022
ROBO1	-0.9094
ST3GAL6	-2.73925
SLAMF8	3.039
ATN1	0.5585
GPR141	0.04475
KRT36	0.3285
TPH1	1.5835
DDX52	0.45625
ZSCAN29	0.049
TRPT1	-0.0633333333333333
DPEP3	0.7735
DENND4A	-1.361875
TSPAN16	-1.05
PTCHD2	0.147
LOC145814	-0.05575
CAP1	0.659333333333333
EIF5A2	-0.1637
NT5DC3	-1.554125
SEPT9	-0.75125
SEZ6L2	-0.73975
EGFLAM	3.93575
VPS11	-0.064375
NDUFB5	-0.586666666666667
CIDEA	3.63816666666667
IER5L	0.928
N6AMT1	1.2285
FAM83C	-0.81475
OXR1	-0.198333333333333
IRX1	-0.3395
DGKB	-0.6256
GCN5L2	-1.47975
MIR16	-0.43425
FBXW9	-0.08325
WDR4	-1.59766666666667
PDC	-0.543
VPS33B	-0.6665
HEXB	-0.613
FLJ32214	0.7085
TCEB3	-0.74175
CRLF1	-2.93
ABI3BP	0.883
C8orf22	-5.491
PYCR1	-0.72875
KIAA1706	1.22325
CDK5R2	0.823
WAS	0.052
C12orf60	-0.45975
CCBL2	-1.174875
MADD	-0.3245
C5orf34	-1.896
WDR42A	0.3067
KLF12	-0.557
HSPA1A	2.212
ITM2C	-1.84058333333333
DAPK2	2.08566666666667
LOC442590	0.2775
SUMF2	-0.412375
CENPA	-2.18069230769231
TMED5	-0.75775
CDH6	-0.5641
BRP44	1.853625
THG1L	-0.34275
GABRA2	-2.833
C14orf166	0.25175
MYL1	-1.5084
TNFSF18	-0.9575
PAP2D	-1.03466666666667
PPIB	-1.01225
KLHL4	-0.541142857142857
SFN	-0.353833333333333
CCDC127	0.6225
FRAP1	-0.703
GOLGA5	1.42175
SDCCAG1	0.555
MGC21675	0.4345
C10orf95	-0.43575
KIAA1345	-0.383333333333333
C1orf163	-1.152
LACE1	0.4895
OR10K2	0.0625
CENPN	-1.75568
TMED2	0.19875
UGT1A6	-0.7195
ANG	0.02775
U2AF1	-0.901833333333333
CASC2	1.76533333333333
NMT2	-0.655666666666667
OSGEPL1	-0.040375
DFNB31	-1.4095
SLC6A20	-0.00212500000000001
DKC1	-0.875
FXYD4	-1.4975
WDR64	-0.695666666666667
MGC5590	0.8625
CREBZF	-0.4705
DAZ1	-0.2365
PRPSAP1	-0.8495
GCHFR	-0.96025
TTC7A	-0.813875
LOC196993	1.16475
UBD	2.09266666666667
S100A1	-0.056375
RPL6	0.591666666666667
DNAJB6	0.4807
NAGS	0.3944
C2orf58	0.3785
KERA	1.03783333333333
MT1X	-1.1622
UBE2B	0.7566
KEAP1	-0.34025
MST1	-2.730625
OMA1	0.4195
ABLIM2	0.87425
BCL2L13	-0.237333333333333
JAZF1	0.512333333333333
TMEM63B	1.456
S100A8	0.7622
ARFIP2	0.16375
UROS	0.1865
KHDRBS2	-0.5305
POLQ	-2.157875
SOAT1	0.56275
SPAG4	-1.0725
MRPS30	-1.65266666666667
LOC494141	-0.4035
OR2T11	0.675
ORAOV1	-0.571
ZNF184	0.122833333333333
TCEB3B	0.106333333333333
ADAM21	0.131
GDPD1	-0.30325
SPINLW1	-0.455
PRR14	0.048
KCTD9	-1.24
NUDT3	0.70325
KIAA1822	1.1485
HIST1H4K	2.1075
DFNA5	-1.961
GABPA	-0.26425
C14orf44	0.7875
POLB	-0.755625
PTAR1	-0.7345
SEC31A	1.3506
TRIM58	1.317
TAS2R14	-0.1245
VPS8	-0.524125
H1F0	-0.429333333333333
PRKCB1	-3.57133333333333
UGT2A1	0.413
TOR1B	-0.23275
LSS	-0.91325
C2orf19	0.2835
HNRNPC	0.522142857142857
TMEM100	-0.876
LOC116349	-0.532
OR51M1	0.581
CCDC142	-0.57425
ISG15	2.0101875
ZCCHC14	0.16025
CREBL2	0.6705
TGDS	-1.5675
DC2	0.0425
CACNA2D3	-0.665
ZNF429	-0.386375
LYPD6	-0.2685
SUCLG1	-0.4185
OR51I1	-0.238
MAGEH1	1.98075
PRPF40A	-0.0185
SMR3A	0.4245
SPINK2	0.39875
THAP2	0.57125
NPY5R	-1.599375
IRF4	-3.04825
SPESP1	-1.61583333333333
OR10S1	0.425
DTD1	-2.2835
TUBE1	-1.78725
DDX19A	-0.7265
PDPN	-0.02525
TMEM34	0.158083333333333
MGAM	2.1085
COL3A1	5.99222222222222
GFM2	-0.0421
OR5A2	-0.2035
PSG9	-1.145
ARHGEF11	0.0148333333333333
IVNS1ABP	-0.2938125
SIGIRR	0.85375
DUSP19	-0.620375
DNAJC14	0.0154
ACSS1	0.8935
IL1RAPL2	0.6675
C4orf30	-1.77
SEPT4	2.47475
LANCL3	-2.65
SPAG17	3.20133333333333
PRDX3	-0.102125
HNF1A	-0.78775
P4HA2	-0.1365
RFWD3	-1.51183333333333
MOV10	-0.26725
DNAJA5	0.2195
LOC729440	0.0265
LOC200383	1.01116666666667
SMC2	-1.44475
MIXL1	-1.615
TMEM9	0.8475
FAM86A	1.4285
ZNF174	0.4088
MYH14	-0.482
CCR8	-0.755
VPS37C	1.206
GPATCH1	2.1785
B3GNT8	2.5595
TBX4	-0.5165
CNR2	0.390166666666667
PCDH1	1.6135
C5orf29	3.582375
OCIAD2	1.04225
PLCG2	0.26425
KIAA0247	2.235625
HRH3	0.0923
CAPN13	3.221
CCR1	-0.5894
MGC15523	-0.569111111111111
UVRAG	-0.055
DNAJA2	-0.314333333333333
ITGA2B	-0.985333333333333
CLDN5	3.703375
PTPRN2	0.227928571428571
ZNF512	-0.547333333333333
PSAP	0.0165714285714286
CCDC140	-0.777
LRRC55	0.17775
CYP26C1	-0.1125
C8orf47	0.54025
LYN	-0.28775
DUSP6	-0.470166666666667
TGFB3	3.62366666666667
ELK1	-0.8652
PCDH11Y	-0.081
HGD	-0.55175
C17orf58	0.12125
MYO3A	-1.2465
SERPINE2	-4.171
AARSD1	-0.467625
C14orf73	-2.04275
ADAM33	0.11325
ZNF491	0.115
MAPK6	-1.28233333333333
TCN1	0.637833333333333
SLC24A6	0.9305
UBE2R2	0.10475
H1FNT	0.2305
TATDN2	0.0428333333333333
LILRB1	1.45975
P2RY5	0.672
NUCB2	1.4765
C2orf37	0.90725
SNX27	0.989333333333333
MTA3	1.124875
FOXO4	0.03175
ID4	0.425666666666667
SOX5	-1.89733333333333
PXMP3	0.202875
OR52M1	0.4025
SFT2D3	0.023375
INA	-3.36283333333333
MCOLN1	0.448
NFIX	-0.3473
CLEC14A	5.581
HIBCH	-0.033
PLA2G5	1.38925
TIMM10	-0.1465
MED17	0.0593
COL4A4	-2.636
TPP1	0.373833333333333
GJA3	-1.2026
TMPRSS5	-1.57425
AADACL3	0.318
DNMBP	-0.37725
ENPP5	3.47266666666667
NQO1	-0.2896
ZSCAN2	-0.5625
SEC24C	-0.147333333333333
GTF2A1L	-1.1765
AXIN2	-1.4146
FAM33A	-1.09916666666667
C16orf13	0.326375
SPNS2	1.12825
TAF1	-0.6375
AP1G2	0.4905
RBM42	0.163166666666667
HCN2	0.853
EFHB	1.58266666666667
RUSC1	0.672833333333333
GRIK5	-0.4785
USP21	0.1495
ATAD3C	0.765
ORMDL2	1.216
PRSS7	-3.46025
PSAT1	-5.4065
FLJ13195	-0.627833333333333
TBC1D1	0.395666666666667
IFNG	0.8815
OTOS	0.4695
ZNF773	1.562
EMD	-1.08925
RETN	0.03425
CCL8	3.3315
APH1A	0.0785
COX18	0.05225
GTF2IRD2	1.00375
CCDC82	-1.5695
PAFAH2	0.4966
NPEPL1	-0.374
RP11-114G1.1	0.332
TP53INP1	0.586625
ZNF300	-1.934
FOXL2	-5.16666666666667
LARP2	0.168
LATS1	-0.25625
HTR6	-0.078
SPOCK2	-0.398666666666667
RNF144B	3.38333333333333
HTATIP2	-1.442875
MGC10334	-0.0113333333333334
